,2021-12-31,全球新冠“疫苗+特效药”拼图完成：国产疫苗2021年供应近50亿剂,Wind
2302,2020-08-03,【华西医药崔文亮团队】《智飞生物点评报告：Q2业绩超预期，新冠疫苗市场潜力巨大》,崔文亮研究团队
2303,2020-08-03,智飞生物：上半年实现净利润15.05亿元 同比增长31.18%,中证网
2304,2020-08-03,医药生物行业周报：第三轮集采正式启动 疫苗关注度有望持续,新浪
2305,2020-08-03,利好！智飞生物：2020年半年度净利润约15.05亿元，同比增加31.18%,每日经济新闻
2306,2020-08-03,智飞生物(300122.SZ)：上半年净利升31.18%至15.05亿元,格隆汇
2307,2020-08-03,智飞生物：上半年净利润15亿元，同比增长31.18%,Wind
2308,2020-08-03,智飞生物：上半年净利润同比增长31.18%,Wind
2309,2020-08-03,智飞生物现2笔大宗交易 共成交703.37万元,新浪
2310,2020-08-03,A股市场投资者行为与资金流监控：资金流恢复紧平衡 产业资本净减持增加 减持股份,新浪
2311,2020-08-03,机构重仓股跟踪周报,新浪
2312,2020-08-03,8月第2周流动性观察：场外资金略有收紧 外资流出成交活跃,新浪
2313,2020-08-03,前7月股基收益率首尾相差127%,金融投资网
2314,2020-08-03,上周融资余额13720.11亿元，环比增加308.33亿元，复星医药、智飞生物净买入金额超10亿,每日经济新闻
2315,2020-08-03,A股融资融券日报 ：两融余额增加78.75亿元（7月31日）,Wind
2316,2020-08-03,9只渝股上周涨停医药股“涨”成摇钱树？,重庆商报
2317,2020-08-02,今年A股净减持超3000亿！8月还有176家公司在候场 减持股份,21世纪经济报道
2318,2020-08-02,四只医药渝股先后涨停，行业高估值或将面临考验,重庆商报
2319,2020-08-01,股价创历史新高股一览,证券时报网
2320,2020-08-01,陆家嘴财经早餐2020年8月1日星期六,Wind
2321,2020-08-01,7月A股减持额近千亿，科技龙头不惧减持逆势而上,Wind
2322,2020-07-31,【浙商医药|周报】第三批集采方案下发，持续看好API板块成长性,杏林建研
2323,2020-07-31,2020年新冠疫苗行业专题：新冠疫苗和中和抗体有望成为本次疫情防控的核心主力,西南证券
2324,2020-07-31,金融街下午茶2020年7月31日星期五,Wind
2325,2020-07-31,北向资金今日净流出19.03亿元，格力电器遭净卖出10.85亿元,Wind
2326,2020-07-31,"智飞生物现3笔大宗交易 共成交1,060.20万元",新浪
2327,2020-07-31,最强减持月逾700亿出逃，龙头公司却逆风飞翔,Wind
2328,2020-07-31,A股融资融券日报 ：两融余额增加76.12亿元（7月30日）,Wind
2329,2020-07-31,疫苗股强到没边？今年平均涨幅高达176%！医药股估值远超十年平均值，还能买吗？,证券时报
2330,2020-07-30,7月30日北向资金成交活跃股名单,证券时报网
2331,2020-07-30,深港通十大成交活跃股排名（7月30日）,Wind
2332,2020-07-30,疯狂的疫苗股：1年暴涨10倍，3000亿巨头被大笔套现！,搜狐
2333,2020-07-30,牛市初期医药股或持续高烧，疫苗短期有市梦率风险，但更多优质股3-5年成长逻辑未变,红周刊
2334,2020-07-30,六张深度数据图，透视今年涨幅超60%的医药板块,Wind
2335,2020-07-30,生物制品Ⅱ：全球新冠疫苗积极进展 看好新冠疫苗商业化价值,新浪
2336,2020-07-30,新冠疫苗连传好消息，还有“大肉签”要来，行业进入黄金发展期丨牛熊眼,第一财经
2337,2020-07-30,智飞生物大涨7.72%，领涨生物制品行业,中新经纬
2338,2020-07-30,7月29日融资余额13583.66亿元，复星医药、智飞生物、五粮液等融资净买入居前,每日经济新闻
2339,2020-07-30,专题：资金流入，血液制品、肺炎检测、工业大麻领涨,Wind
2340,2020-07-30,生物疫苗板块走强智飞生物(300122.SZ)再创新高市值突破3000亿元,格隆汇
2341,2020-07-30,生物疫苗概念再度活跃，智飞生物复星医药再创新高,证券时报网
2342,2020-07-30,智飞生物大涨7%，市值突破三千亿元再创新高,Wind
2343,2020-07-30,【行情】疫苗板块再度冲高，万泰生物大涨7%，冠昊生物、智飞生物、鹏鹞环保、康泰生物等跟涨,金十数据
2344,2020-07-30,A股早报2020年7月30日星期四,Wind
2345,2020-07-30,新冠疫苗第一股：中一签或赚17万，明天打新,券商中国
2346,2020-07-30,智飞生物又涨停了市值达2824.8亿元,重庆商报
2347,2020-07-29,医药股走势强劲，机构建议关注后疫情时代受益板块丨牛熊眼,第一财经
2348,2020-07-29,“疫”飞冲天！史上第二高发行价，自带新冠疫苗超人气光环，中一签或冲击赚30万纪录？,证券时报网
2349,2020-07-29,逾七成个股涨幅超40% 生物医药股业绩与股价“齐飞”,大众证券报
2350,2020-07-29,智飞生物(300122.SZ)：控股股东解押1265万股及质押1000万股,格隆汇
2351,2020-07-29,智飞生物(300122.SZ)：第二期员工持股计划锁定期届满,格隆汇
2352,2020-07-29,涨停板解密：医药股又现涨停潮！（7月29日）,Wind
2353,2020-07-29,涨停板复盘：创业板指大涨近4% 两市成交额重回万亿,新浪
2354,2020-07-29,A股收盘综述：上证指数涨逾2%逼近3300点，疫苗概念股掀涨停潮,Wind
2355,2020-07-29,刚刚，北上资金紧急抢筹A股！最新国家队重仓股曝光,证券时报网
2356,2020-07-29,A股全线反弹，医药生物爆发涨停潮，但最牛板块“另有其人”,中证报
2357,2020-07-29,解盘：资金快速流入，半导体、生物疫苗、次新、高价股领涨,Wind
2358,2020-07-29,A股午盘综述：上证指数涨逾1%，接连收复5日、10日均线,Wind
2359,2020-07-29,快讯：智飞生物涨停 报于176.55元,金融界
2360,2020-07-29,7月29日早盘主力巨资抢筹四大板块(附股),金融界
2361,2020-07-29,快讯：生物疫苗板块走强 智飞生物、博晖创新涨停,新浪
2362,2020-07-29,智飞生物大涨5.17%，成交10.34亿元,中新经纬
2363,2020-07-29,疫苗股持续拉升，智飞生物涨停,每日经济新闻
2364,2020-07-29,生物疫苗板块持续走强 智飞生物、博晖创新涨停,上证报
2365,2020-07-29,【行情】疫苗板块持续拉升，智飞生物封板，西藏药业、未名医药、复星医药、华兰生物、赛升药业等集体大涨,金十数据
2366,2020-07-29,A股融资融券日报：两融余额增加24.98亿元（7月28日）,Wind
2367,2020-07-29,安信证券：新冠疫苗未来市场空间值得期待，建议关注智飞生物等,证券时报网
2368,2020-07-28,智飞生物：持股5%以上股东吴冠江减持约1716.5万股 减持股份,每日经济新闻
2369,2020-07-28,智飞生物：吴冠江合计减持1.07%公司股份 减持股份,Wind
2370,2020-07-28,公募“常青树”罕见大幅调仓 朱少醒、杨谷等“精准擒牛”,红周刊
2371,2020-07-28,后疫情时代 疫苗行业将如何发展？,东方药网
2372,2020-07-28,新冠疫苗专题报告：未来市场空间广阔 多技术路径百家争鸣,新浪
2373,2020-07-28,医药生物行业周报：下半年工作重点发布 布局防疫和创新主线,新浪
2374,2020-07-28,渝股看台｜正川股份涨停成第二高价渝股，智飞生物市值创新高达2592亿,重庆商报
2375,2020-07-28,42家公司重要股东减持金额超亿元,证券时报网
2376,2020-07-28,生物疫苗板块早盘跳水 冠昊生物跌停万泰生物、智飞生物等跌超6％,金融界
2377,2020-07-28,【行情】生物疫苗板块走弱，冠昊生物跌停，辽宁成大、海利生物、万泰生物、智飞生物等大跌,金十数据
2378,2020-07-28,A股融资融券日报：两融余额增加44.04亿元 （7月27日）,Wind
2379,2020-07-28,九价疫苗一家独大，破局企业正在赶来,阿尔法工场研究院
2380,2020-07-28,中信建投：新冠疫苗临床进展顺利，潜在市场空间巨大,Wind
2381,2020-07-28,天风证券：重点关注疫苗行业优质公司 推荐智飞生物等,证券时报网
2382,2020-07-27,智飞生物现1笔大宗交易 共成交486.15万元,新浪
2383,2020-07-27,中证指数公司：8月6日发布中证兴业证券ESG盈利100指数,Wind
2384,2020-07-27,疫苗公司智飞生物股价创新高 吴冠江减持过半到手15.64亿 减持股份,GPLP犀牛财经
2385,2020-07-27,【行情】疫苗板块持续走高，复星医药大涨8%，智飞生物、沃森生物、康华生物、鹏鹞环保等纷纷拉升,金十数据
2386,2020-07-26,医药制造业行业：集采领域扩面是既定方向 产业升级不变,新浪
2387,2020-07-26,生物制品Ⅱ行业投资策略报告：新冠疫苗研发迅速推进 利润空间达百亿级,新浪
2388,2020-07-26,一针难求，九价HPV疫苗陷入国产僵局,钛媒体
2389,2020-07-25,年内现首只“翻倍基”医疗主题基金再度霸榜,金融投资报
2390,2020-07-24,"""科""公司PK赛:康泰生物研发人员年薪超智飞生物19万",新浪
2391,2020-07-24,智飞生物现1笔大宗交易 共成交477.12万元,新浪
2392,2020-07-24,医药生物行业：20Q2主动公募医药持仓维持大幅超配状态 重仓集中度有所下降,新浪
2393,2020-07-24,智飞生物跌超6%！市值现为2389亿元 公告称股东减持比例达1% 减持股份,金融界
2394,2020-07-24,北上资金流出超百亿！机构资金出逃名单曝光,证券时报网
2395,2020-07-24,医药行业：下半年重点工作任务出台 关注疾病防控体系建设,西南证券
2396,2020-07-24,智飞生物提示股价异常波动风险 股东吴冠江减持1600万股 减持股份,重庆商报
2397,2020-07-24,今年医药股持续走高，十家药企市值超过千亿元规模,制药网
2398,2020-07-24,医疗健康行业基金2Q分析：2季度仓位同比和环比上升 风险偏好依然较高,新浪
2399,2020-07-24,A股早报2020年7月24日星期五,Wind
2400,2020-07-23,涨停潮！疫苗连传好消息，下半年医改重点任务已敲定,中证报
2401,2020-07-23,2544亿元新高！重庆智飞生物超越上海东方财富，跃居创业板个股市值前三强,重庆商报
2402,2020-07-23,交易异动！智飞生物：无未披露的重大信息 近3个交易日上涨27.93%,每日经济新闻
2403,2020-07-23,智飞生物(300122.SZ)：5%以上股东吴冠江累计减持1%股份减持数过半 减持股份,格隆汇
2404,2020-07-23,智飞生物(300122.SZ)：合作研发的重组新型冠状病毒疫苗(CHO细胞)目前正处于I、II期临床试验过程中,格隆汇
2405,2020-07-23,智飞生物(300122.SZ)：重组新冠病毒疫苗(CHO细胞)正处于Ⅰ、Ⅱ期临床试验过程中,格隆汇
2406,2020-07-23,注意！智飞生物：吴冠江减持约1600万股 减持数量已过半,每日经济新闻
2407,2020-07-23,智飞生物：吴冠江合计减持1%公司股份 减持股份,Wind
2408,2020-07-23,智飞生物：与中科院合作研发的重组新型冠状病毒疫苗正处于临床试验过程,Wind
2409,2020-07-23,机构今日买入这13股，抛售智飞生物2.63亿元丨牛熊眼,第一财经
2410,2020-07-23,智飞生物龙虎榜数据（7月23日）,Wind
2411,2020-07-23,十大上市药企透视：恒瑞医药归母净利居首 华润三九销售费用率高企,投资时报
2412,2020-07-23,智飞生物近三个交易日股价暴涨近28%，外资交投活跃,Wind
2413,2020-07-23,【A股收盘综述】上证指数探底回升收跌0.24%，机构抱团股涨势依旧如火如荼,Wind
2414,2020-07-23,【行情】疫苗股午后继续拉升，康华生物、复星医药相继封板，西藏药业、冠昊生物此前涨停，海利生物、智飞生物等跟涨,金十数据
2415,2020-07-23,康泰生物、智飞生物、康龙化成均创新高，复星医药大涨超6%,Wind
2416,2020-07-23,创业板指翻红，万达信息、迈克生物、智飞生物领涨,Wind
2417,2020-07-23,【浙商医药|周报】持续关注Q2基金重仓提升的制药创新产业链─医药行业周报,杏林建研
2418,2020-07-22,【行情】疫苗股再度拉升，海利生物涨、西藏药业双双封板，智飞生物、康华生物等大幅跟涨,金十数据
2419,2020-07-22,创新药板块走升，智飞生物大涨近7%并再创历史新高,Wind
2420,2020-07-22,A股早报2020年7月22日星期三,Wind
2421,2020-07-22,蚂蚁概念股集体起舞，需警惕回调风险,Wind
2422,2020-07-22,势板块分析：医药板块走势强劲 阿里概念股活跃,证券时报网
2423,2020-07-21,游资情报｜“赵老哥”出货军工龙头；溧阳路“孙哥”“抢吃不老药”！,每日经济新闻
2424,2020-07-21,龙虎榜：赵老哥逢高抛售被机构接盘溧阳路继续大单加仓,金融界
2425,2020-07-21,龙虎榜机构新动向：净买入17股净卖出10股,证券时报网
2426,2020-07-21,大盘缩量反弹 机构继续分化,金融投资报
2427,2020-07-21,智飞生物龙虎榜数据（7月21日）,Wind
2428,2020-07-21,龙虎榜：智飞生物涨停 机构席位净买入1.22亿元,e公司
2429,2020-07-21,智飞生物涨停创收盘新高，游资、机构合力封板,Wind
2430,2020-07-21,智飞生物今日涨停，深股通买入2.38亿元并卖出2.42亿元,Wind
2431,2020-07-21,涨停板解密：蚂蚁集团启动上市，概念股纷纷火爆受追捧！（7月21日）,Wind
2432,2020-07-21,A股收盘综述：上证指数连升3日，蚂蚁金服概念股掀涨停潮,Wind
2433,2020-07-21,疫苗概念再度活跃，智飞生物等涨停，新冠疫苗研发又有新进展,证券时报网
2434,2020-07-21,快讯：智飞生物涨停 报于136.72元,金融界
2435,2020-07-21,创新药板块午后再度拉升，人福医药、智飞生物双双涨停,Wind
2436,2020-07-21,快讯：疫苗板块午后纷纷拉升 智飞生物等多股涨停,新浪
2437,2020-07-21,【行情】疫苗股午后纷纷拉升，智飞生物、西藏药业相继涨停，沃森生物、华兰生物等跟涨,金十数据
2438,2020-07-21,疫苗板块拉升智飞生物封板,格隆汇
2439,2020-07-21,创新药板块表现强势，药明康德、智飞生物涨超7%,Wind
2440,2020-07-21,生物疫苗概念走强 智飞生物涨超6%,e公司
2441,2020-07-21,公募基金二季度重仓股掀“盖头”，373只基金组团“喝”茅台,Wind
2442,2020-07-18,A股“千亿俱乐部”，北京、广东各晋9家占鳌头,Wind
2443,2020-07-17,智飞生物现2笔大宗交易 共成交750.00万元,新浪
2444,2020-07-15,生物制品Ⅱ行业投资策略报告：狂犬疫苗供不应求 提价显著增厚业绩,新浪
2445,2020-07-15,智飞生物现2笔大宗交易 共成交722.93万元,新浪
2446,2020-07-15,"医药行业周报：智飞生物新冠疫苗启动Ⅱ期临床,疫苗板块持续走强",渤海证券
2447,2020-07-15,智飞生物、爱尔眼科、康泰生物、沃森生物集体大涨并创新高，力撑创业板指,Wind
2448,2020-07-15,【医药】智飞生物新冠疫苗启动Ⅱ期临床，疫苗板块持续走强——医药行业周报——中性（联系人：甘英健、陈晨、张山峰）,渤海证券研究
2449,2020-07-14,智飞生物：重组新型冠状病毒疫苗处于临床试验过程中,Wind
2450,2020-07-14,龙虎榜：赵老哥继续大幅加仓作手新一紧跟溧阳路吃香喝辣,金融界
2451,2020-07-14,A股早报2020年7月14日星期二,Wind
2452,2020-07-13,渝股点金｜主力资金力挺智飞生物强势封板！,上游新闻
2453,2020-07-13,【A股收盘综述】上证指数收涨1.77%，两市成交金额连续六日超过1.5万亿元,Wind
2454,2020-07-13,A股收复3400点：北上资金重启买买买模式 超级大白马批量刷出新高,中国基金报
2455,2020-07-13,A股重拾升势，收复3400点！外资加仓75亿！央妈释放500亿,中国基金报
2456,2020-07-13,刚刚！A股重拾升势，收复3400点！创业板大涨3%，多板块爆发，外资加仓75亿！央妈又出手，释放500亿！,中国基金报
2457,2020-07-13,智飞生物、万泰生物均封住涨停并再创新高，生物疫苗板块持续走强,Wind
2458,2020-07-13,创业板指涨幅达到2%，宁德时代、智飞生物等均刷新历史新高,Wind
2459,2020-07-13,医药行业一周观察：中报季来临 关注疫情受益板块,新浪
2460,2020-07-12,【民生医药|周报】板块跑赢大盘，坚守 CXO 和 API 领域,杏林建研
2461,2020-07-11,陆家嘴财经早餐2020年7月11日星期六,Wind
2462,2020-07-10,2020年H1疫苗批签发报告：二季度批签发环比、同比显着提升 国产13价肺炎疫苗等表现强劲,新浪
2463,2020-07-10,A股异动丨智飞生物(300122.SZ)涨超6%盘中破顶 重组新冠病毒疫苗启动Ⅱ期临床试验,格隆汇
2464,2020-07-10,智飞生物新冠疫苗启动Ⅱ期临床试验，评估安全性和免疫原性,澎湃新闻
2465,2020-07-10,A股异动丨智飞生物(300122.SZ)涨超5%盘中破顶重组新冠病毒疫苗启动Ⅱ期临床试验,格隆汇
2466,2020-07-10,智飞生物新冠疫苗启动二期临床试验，股价创历史新高,重庆商报
2467,2020-07-10,智飞生物：重组新型冠状病毒疫苗启动Ⅱ期临床试验,中证网
2468,2020-07-10,半年报行情启动，一批预增超100%公司大涨，智飞生物启动新冠II期临床,财经
2469,2020-07-10,智飞生物重组新型冠状病毒疫苗启动Ⅱ期临床试验,Wind
2470,2020-07-10,智飞生物重组新型冠状病毒疫苗启动Ⅱ期临床试验,金十数据
2471,2020-07-10,【行情】疫苗板块开盘异动拉升，康泰生物涨7%，达安基因、辽宁成大、沃森生物、智飞生物等跟涨,金十数据
2472,2020-07-10,【医药】2020年H1疫苗批签发：消费升级，新型疫苗渗透率持续提升——医药行业专题报告——中性（联系人：甘英健、陈晨、张山峰）,渤海证券研究
2473,2020-07-09,2020年最赚钱新股诞生：有人15天爆赚56亿,全景网
2474,2020-07-08,上半年至少6个国产新冠疫苗进入临床试验，还有更多正在研发,Wind
2475,2020-07-08,上半年至少6个国产新冠疫苗进入临床试验，还有更多正在研发,澎湃新闻
2476,2020-07-08,医药行业周报：如何看待医药板块的后续行情？,渤海证券
2477,2020-07-06,下半年买股还是买基？上半年各类型基金冠军详解拿去不谢,新浪
2478,2020-07-06,医药行业周报：板块短期震荡 维持行业长期看好观点,新浪
2479,2020-07-04,一场横贯半年的估值与价值“拼杀”： 医药启动牛市信风，还是牛市成就医药行情？,21世纪经济报道
2480,2020-07-03,A股接下来往哪走？6大维度揭秘资金流向,每日经济新闻
2481,2020-07-02,医药中期策略：迎接后疫情时代 医药优先看好“5+X”,新浪
2482,2020-07-02,医药生物行业月报：医药6月流动性上升 步入业绩兑现期,新浪
2483,2020-07-02,生物疫苗板块午后持续下滑，长春高新、艾德生物、康泰生物、智飞生物领跌,Wind
2484,2020-07-02,29只沪深渝股上半年翻红前三强涨幅皆超100%,重庆商报
2485,2020-07-01,渝股中考成绩单：29只股飘红，医药股成明星，这三股股价翻倍了,重庆商报
2486,2020-07-01,智飞生物：合作研发的重组新型冠状病毒疫苗（CHO细胞）目前正在开展Ⅰ期临床试验,格隆汇
2487,2020-07-01,医药股“霸屏” A股上半年牛熊榜放榜,北京商报
2488,2020-06-30,A股上半年牛熊榜：123股股价翻倍 英科医疗成最牛股,北京商报
2489,2020-06-30,A股市值增7400亿！券商：创业板或突破3000点,中证报
2490,2020-06-30,大牛市的味道！创业板涨疯了,中国基金报
2491,2020-06-29,医药行业周报：第三轮全国集采脚步临近 持续关注原料药制剂一体化公司,新浪
2492,2020-06-29,智飞生物：国内第一个重组新冠疫苗已进入临床试验阶段 完成首针接种,红周刊
2493,2020-06-29,医药生物行业周报(第二十六周),新浪
2494,2020-06-29,智飞生物(300122)公司点评：重组亚单位新冠疫苗获批临床 研发管线持续丰富,新浪
2495,2020-06-28,医药行业报告：新冠疫苗研发步入关键阶段-现有数据怎么看 III期临床如何开展？,新浪
2496,2020-06-28,时代医药周报 | 上半年医药行业涨幅居首，多方新冠肺炎疫苗研发齐突破,时代在线
2497,2020-06-28,【天风医药 | 周报】国内或将进一步加大检测需求，全球疫情仍未见拐点,思医辨药
2498,2020-06-28,医药生物行业周报：拥抱药物创新和器械创新大时代,新浪
2499,2020-06-28,医药生物行业周报：关注第三轮集采目录扩容,新浪
2500,2020-06-26,接种疫苗发生不良反应，持有人是否要担责？,蒲公英
2501,2020-06-25,医药行业2020年中期策略：医药节奏看疫情 重点细分看“科技”自下而上填洼地,新浪
2502,2020-06-24,医药行业半年度策略报告：紧抓“抗疫”和“自主定价”两大主线,新浪
2503,2020-06-24,智飞生物等36股获机构买入型评级,证券时报网
2504,2020-06-24,36股今日获机构买入评级9股上涨空间超20%,证券时报网
2505,2020-06-24,医药生物行业2020年中期策略：拥抱疫情后周期投资机会 重点关注医药新基建和医药大消费,新浪
2506,2020-06-24,新冠疫苗又近一步！这个试验Ⅲ期启动，相关股票6天大涨近50%,中证报
2507,2020-06-24,医药行业2020年中期投资策略：坚持高景气赛道+龙头战略,新浪
2508,2020-06-24,智飞生物(300122)公司点评：重组亚单位新冠疫苗获批临床 关注公司管线重磅产品审批进度,新浪
2509,2020-06-24,全球首个新冠疫苗启动临床lll期！牛市稳了？游资猛增500亿,券商中国
2510,2020-06-24,药企与资本联袂：全球新冠疫苗研发加速度,21世纪经济报道
2511,2020-06-23,智飞生物新冠疫苗获临床批件！成史上第三只百元渝股，总市值达1648亿元,重庆商报
2512,2020-06-23,又一新的技术路径 智飞生物子公司新冠疫苗获临床试验批件,每日经济新闻
2513,2020-06-23,超级大单：千亿医药巨头突发利好 5亿资金却大出逃,金融界
2514,2020-06-23,医药生物行业日报：新冠疫苗获批临床,新浪
2515,2020-06-23,智飞生物新冠疫苗获临床试验批件 股价突破百元再创历史新高,证券日报
2516,2020-06-23,Wind快讯| 每日医药行业动态（2020-6-23）,Wind
2517,2020-06-23,智飞生物(300122.SZ)：重组新冠疫苗获临床试验批件,和讯
2518,2020-06-23,智飞生物大涨，云游戏和软件股大爆发，A股从来不缺牛股，频出牛股的板块都有一个核心特征,财经
2519,2020-06-23,快讯：智飞生物涨停 报于108.01元,金融界
2520,2020-06-23,每经午时 | 东京迪士尼将于7月1日重新开放；北京交通委：端午假期预计市民出行以短途为主；智飞生物新冠疫苗获临床试验批件,每日经济新闻
2521,2020-06-23,新冠病毒疫苗获临床试验批件 智飞生物午后直拉涨8%,新浪
2522,2020-06-23,智飞生物：子公司参与研发的重组新冠疫苗获准进行临床试验,澎湃新闻
2523,2020-06-23,智飞生物6月23日午后触及涨停,e公司
2524,2020-06-23,特大利好！子公司合作研发新冠疫苗获临床批件 智飞生物股价午后股价“腾飞”,21世纪经济报道
2525,2020-06-23,智飞生物午后直线封涨停,证券之星
2526,2020-06-23,高福、严景华团队和智飞龙科马研发的新冠重组疫苗入临床试验,澎湃新闻
2527,2020-06-23,最大涨幅173%！分级基金密集上折真香？正确投资姿势看这里,中证报
2528,2020-06-23,智飞生物重组新冠疫苗今日开始临床试验,证券时报网
2529,2020-06-23,智飞生物午后直线冲板，子公司新型冠状病毒疫苗获得临床试验批件,Wind
2530,2020-06-23,创业板指午后涨1%,Wind
2531,2020-06-23,智飞生物研制新冠疫苗已获药监局批复：允许临床试验,中华网
2532,2020-06-23,智飞生物：新型冠状病毒疫苗获得临床试验批件,Wind
2533,2020-06-23,【医药2020H1业绩前瞻】刚需属性逐步显现，Q2业绩加速趋势明显,兴证医药健康
2534,2020-06-21,智飞生物市值1534亿元创新高，股东会股民云集,重庆商报
2535,2020-06-19,直击智飞生物年度股东大会：新冠疫苗研发成最热提问,经济观察网
2536,2020-06-19,一个半月涨17倍！还有机会干一票吗？（文末福利速看）,菜鸟理财
2537,2020-06-18,华森制药强势涨停股民应谨慎追高,重庆商报
2538,2020-06-17,渝股点金｜早盘炸板后强势回封！华森制药接下来如何走？,上游新闻
2539,2020-06-17,2020年5月疫苗批签发数据跟踪：1-5月各重磅品种均有不同程度增长 国产13价肺炎表现亮眼,新浪
2540,2020-06-17,疫苗板块大爆发，这个赛道从来不缺牛股，军工股为何暴涨?,新浪
2541,2020-06-16,中国流感疫苗市场规模分析 2020流感疫苗行业发展现状前景及竞争格局分析,中研网
2542,2020-06-16,沃森生物(300142)公司点评：二价HPV疫苗报产获得受理 未来有望分享国内广阔市场,新浪
2543,2020-06-16,医药行业周报：新冠检测需求持续增长 建议关注相关企业,新浪
2544,2020-06-16,最牛新股万泰生物变现隐忧,时代在线
2545,2020-06-14,科兴控股：新冠疫苗I/Ⅱ期临床结果良好,Wind
2546,2020-06-11,智飞生物(300122.SZ)：控股股东解除质押1622万股,格隆汇
2547,2020-06-10,医药生物行业周报：供给侧改革持续深化 头部企业有望受益,新浪
2548,2020-06-09,智飞生物：实际控制人蒋仁生质押约807万股,每日经济新闻
2549,2020-06-09,智飞生物(300122.SZ)：控股股东质押807.3万股,格隆汇
2550,2020-06-09,2020年5月疫苗批签发数据：批签发持续高增长 联苗表现突出,新浪
2551,2020-06-08,疫苗行业系列报告之批签发跟踪：疫苗5月批签发数据专题,新浪
2552,2020-06-08,医药生物行业2020年6月投资月报：医药的牛市 是从什么时候开始的？,新浪
2553,2020-06-08,医药生物行业周报：全球疫情持续 API和CDMO二季度超预期机会明显,新浪
2554,2020-06-08,14倍大牛股隐忧：万泰生物HPV疫苗的市场悬疑,搜狐
2555,2020-06-07,国内首个新冠肺炎治疗抗体临床获批 微生物所合作方智飞生物获益几何？,21世纪经济报道
2556,2020-06-06,医药板块飙升逾30%年内霸榜，五大关键词勾画投资新赛道,Wind
2557,2020-06-05,智飞生物：公司控股股东、实控人解除质押690万股,每日经济新闻
2558,2020-06-05,智飞生物(300122.SZ)：实控人蒋仁生解除质押690万股,格隆汇
2559,2020-06-05,2020年M1-M5疫苗批签发报告：重点品种整体快速增长 国产13价肺炎疫苗等表现强劲,新浪
2560,2020-06-05,【医药】五月份疫苗批签发：国产13价肺炎结合疫苗占比不断提升——行业专题报告——中性（联系人：甘英健、陈晨、张山峰）,渤海证券研究
2561,2020-06-05,【读财报】5月份重要股东增减持动态：医药生物公司减持频现 传媒行业分化 减持股份,新华网
2562,2020-06-05,5月重要股东增减持：医药生物减持频现 智飞生物、健帆生物居前 减持股份,面包财经
2563,2020-06-03,医药生物行业投资策略报告：后疫情时代 寻找复苏先行的景气子行业及个股,新浪
2564,2020-06-02,5月450亿减持创年度新高，科技医疗抛售居前,Wind
2565,2020-06-02,医药生物行业投资策略月报：布局高景气度细分领域 聚焦业绩持续增长带来的机会,广发证券
2566,2020-06-01,235亿天价分手费背后：康泰生物千亿估值隐忧,搜狐
2567,2020-06-01,医药行业周报：关注后疫情时代公共卫生体系的建设,新浪
2568,2020-05-31,5月83股创历史新高，还有16股年内翻倍，这两大行业成牛股集中营,Wind
2569,2020-05-30,2000余人接受新冠灭活疫苗注射 新冠疫苗最快何时能用？新冠疫苗研发的公司有哪些？,中研网
2570,2020-05-26,有友领涨食品加工板块表现强劲,重庆商报
2571,2020-05-25,智飞生物：实控人及其一致行动人累计转让公司股份比例达到5% 减持股份,中证网
2572,2020-05-25,机构再接智飞生物股权,证券时报网
2573,2020-05-25,智飞生物(300122.SZ)：蒋仁生及一致行动人持股比例降至57.1%,格隆汇
2574,2020-05-25,A股共发生107宗大宗交易成交21.56亿元（5月25日）,Wind
2575,2020-05-25,智飞生物获机构2.4亿元买入324万股,e公司
2576,2020-05-25,"智飞生物现11笔大宗交易 共成交24,312.96万元",新浪
2577,2020-05-25,智飞生物今日大宗交易成交324万股，成交价75.04元折价8.03%,Wind
2578,2020-05-25,医药行业周报：《公共卫生防控救治能力建设方案》发布 建议关注相关设备市场,新浪
2579,2020-05-24,【中信建投医药|行业周报】两会聚焦行业热点： 信息化、疫苗及器械,菊颖医药观察
2580,2020-05-23,中国新冠疫苗重磅好消息！柳叶刀发表陈薇团队试验结果：安全，能诱导免疫反应,21世纪经济报道
2581,2020-05-22,A股公司加速引进战投，产业联动、资源储备成亮点,Wind
2582,2020-05-22,生物医药行业新冠疫苗研发系列报告2：灭活疫苗技术在COVID-19疫苗研发中的应用及进展,华安证券
2583,2020-05-22,5月国内药企再现离职潮，不乏上市药企和知名高管,制药网
2584,2020-05-22,智飞生物扣非净利三年增87倍 蒋仁生财富一年半涨371亿,长江商报
2585,2020-05-21,年度减持1400亿科技股承压，将再迎解禁高峰,Wind
2586,2020-05-19,智飞生物(300122.SZ)：蒋仁生及其一致行动人合计解除质押5775万股,格隆汇
2587,2020-05-19,谁能当疫情的“救世主”？疫苗的发展黄金期已至,格隆汇
2588,2020-05-19,渝股点金｜智飞生物：良好业绩加持 续创历史新高,上游新闻
2589,2020-05-19,129股遭高管减持 智飞生物减持金额最多 减持股份,证券时报网
2590,2020-05-19,【华西医药崔文亮团队】《医药生物行业点评报告：两会医药议题解读：疫苗、创新药、IVD和医疗设备等领域继续成为关注焦点》,崔文亮研究团队
2591,2020-05-19,资金汇集白马股，A股千亿市值军团扩至近百家,Wind
2592,2020-05-19,【中信建投医药 |行业周报】5月报前瞻正在逐步兑现，继续看好“疫情后修复”与“新基建”,菊颖医药观察
