,2021-12-27,浙江龙盛今日大宗交易成交133.06万股，成交价11.81元折价4.99%,Wind
1219,2019-05-09,【化工】2018年报及2019年一季报综述:景气有所回落，新一轮扩产已经开始*强于大市,中银国际证券研究
1220,2019-05-09,正合奇胜——华创证券2019年中期策略报告集锦,华创证券研究
1221,2019-05-08,【申万宏源化工】每日信息速递20190508,申万宏源化工投资
1222,2019-05-08,593亿资金争夺20股：主力资金重点出击3股(名单),新浪
1223,2019-05-08,分散染料板块异动拉升 七彩化学盘中涨逾6%,每日经济新闻
1224,2019-05-07,【申万宏源化工】每日信息速递20190507,申万宏源化工投资
1225,2019-05-07,散户参与最多个股排行|2019年05月07日,云掌财经
1226,2019-05-07,717亿资金争夺20股：主力资金重点出击7股(名单),新浪
1227,2019-05-07,浙江龙盛：目前产销平稳，投资的一些项目预计对今年业绩会有贡献,Wind
1228,2019-05-07,氢能源概念被热炒 专家:可能因为更懂行所以没买股票,新浪
1229,2019-05-06,浙江龙盛(600352.SH)截至4月底已回购7000万股 涉资6.81亿元,格隆汇
1230,2019-05-06,[快讯]浙江龙盛发布解除质押公告 涉及股份4656万股,中财网
1231,2019-05-06,【化工】 600352*浙江龙盛:业绩符合预期，期待2019再创新高*买入,中银国际证券研究
1232,2019-05-05,浙江龙盛一季度净利12.6亿元同比增长63% 现金流量净额为10.2亿元,挖贝网
1233,2019-05-05,浙江龙盛发布2019年一季度报告,东兴证券
1234,2019-05-05,报告 | 2019年4月浙江省A股上市公司市值TOP50,挖贝网
1235,2019-05-05,【今日推荐】【行业公司研究】第55期—浙江龙盛集团股份有限公司,兴业研究
1236,2019-05-05,"浙江龙盛:业绩高增符合预期,经营性现金流持续改善",申万宏源
1237,2019-05-03,营收过万亿的中国建筑（601668.SH） 还有成长性吗？,格隆汇
1238,2019-05-01,浙江龙盛：第八届董事会第一次会议决议公告,上交所
1239,2019-04-30,氢能源概念被热炒 氢能学者：我没买股票，可能因为更懂行业,每日经济新闻
1240,2019-04-30,【股市周报】节后有望迎来反弹(4月29日-4月30日),中国金融信息网
1241,2019-04-30,【中信证券化工】浙江龙盛（600352）2019年一季报点评：行业景气上行，业绩大幅提升,CITICS化工研究
1242,2019-04-30,597亿资金争夺20股：主力资金重点出击4股(名单),新浪
1243,2019-04-30,"纺织化学用品行业:环保及安全事故重塑格局,染料行业强者恒强",正点财经
1244,2019-04-30,一季报机构探秘 券商一季度偏爱化工股,博星市值管家
1245,2019-04-30,A股低开高走，三大指数全线翻红！创业板指涨逾0.6%,腾讯网
1246,2019-04-30,30日公司新闻聚焦：中国平安拟50亿-100亿回购A股股份,证券时报网
1247,2019-04-30,50.68亿元净流入，北向资金又回来了！4月最后的两只新股今天申购，不要错过！|0429,恒泰头派账户
1248,2019-04-30,【中证盘前】北向资金净流入逾50亿元；乐视网及贾跃亭被证监会立案调查；中国平安一季度业绩大增，拟50亿-100亿元回购股份,中证报
1249,2019-04-30,【国元资讯早班车】募资超1000亿！首批7只科创板基金遭疯抢,国元证券订阅号
1250,2019-04-30,两融业务周报（20190422-20190426）,东吴财经通
1251,2019-04-29,【申万宏源化工】每日信息速递20190429,申万宏源化工投资
1252,2019-04-29,浙江龙盛(600352.SH)一季度净利润升62.54%至12.62亿元,格隆汇
1253,2019-04-29,A股头条之上市公司公告精选（4.30）,金融界
1254,2019-04-29,浙江龙盛：一季度净利润12.62亿元 同比增63%,e公司
1255,2019-04-29,浙江龙盛：一季度净利润同比增62.54%,Wind
1256,2019-04-29,浙江龙盛：一季度净利润12.62亿元，同比增长62.54%,Wind
1257,2019-04-29,【投顾视点】复盘2019旺春行情,兴业证券兴e通
1258,2019-04-29,化工：关注精细化工龙头及产业链一体化企业 荐9股,和讯
1259,2019-04-29,744亿资金争夺20股：主力资金重点出击5股(名单),新浪
1260,2019-04-29,化工：维生素A价格持续发酵回弹 荐4股,东兴证券
1261,2019-04-29,化工：坚定推荐染料与农药及添加剂和维生素板块龙头及新材料成长标的 荐16股,和讯
1262,2019-04-28,染料涨价，生产商宁毁约也不卖？浙江印染企业反击开始,每日经济新闻
1263,2019-04-28,化工：染料行业涨价在即 荐6股,和讯
1264,2019-04-28,化工：聚合MDI价格回暖关注行业龙头 荐4股,和讯
1265,2019-04-28,化工：2019Q1基金化工股持仓环比上升 荐11股,和讯
1266,2019-04-27,深股通成龙虎榜主力多头 一线游资追捧美锦能源,证券时报
1267,2019-04-26,【股市周报】沪指创年内最大单周跌幅(4月22日-4月26日),中国金融信息网
1268,2019-04-26,港股通(沪)净流出2413万 港股通(深)净流入2116万,新浪
1269,2019-04-26,646亿资金争夺20股：主力资金重点出击8股(名单),新浪
1270,2019-04-26,化工：Q1配置比例下降 荐3股,和讯
1271,2019-04-26,融资客青睐9股，九州通买入占比高达54.70%,Wind
1272,2019-04-25,浙江龙盛(600352.SH)：授权董事长确定原闸北区51～55街坊及73街坊旧区改造项目后续土地事项,格隆汇
1273,2019-04-25,化工：继续重点推荐精细化工板块产业链一体化龙头公司 荐7股,和讯
1274,2019-04-25,4月25日复盘:行情性质巨变 无个股呈现主力资金流入,新浪
1275,2019-04-25,757亿资金争夺20股：无个股呈现主力资金流入,新浪
1276,2019-04-24,739亿资金争夺20股：主力资金重点出击9股(名单),新浪
1277,2019-04-24,融资余额直逼万亿元杠杆资金偏爱短线热门股,财界网
1278,2019-04-24,一季报机构探秘 券商一季度偏爱化工股,投资快报
1279,2019-04-24,行业安全整治升级动真格 浙江龙盛恐难独善其身,投资者网
1280,2019-04-23,754亿资金争夺20股：主力资金重点出击6股(名单),新浪
1281,2019-04-23,数据王：上周北上资金以及两融动向盘点,巨丰财经
1282,2019-04-23,机构称休整利于大盘向上拓展 四行业87只个股成资金低吸目标,证券日报
1283,2019-04-22,873亿资金争夺20股：主力资金重点出击4股(名单),新浪
1284,2019-04-22,化工：江苏加大化工行业整顿力度 行业或将迎来新一轮供给侧改革,和讯
1285,2019-04-22,化工：染料及中间体供应短缺加剧 荐4股,和讯
1286,2019-04-22,22日公司新闻聚焦：八菱科技布局工业大麻,证券时报网
1287,2019-04-22,【朝闻国盛0422】科技创新，改变未来,国盛证券研究所
1288,2019-04-22,A股早报2019年4月22日星期一,Wind
1289,2019-04-22,盘前必读公告：上市公司重大消息一览！,巨丰财经
1290,2019-04-22,东易日盛去年净利增16% 拟每10转6派8.8元 行业分析师：未来两年业绩存较大不确定性,财富动力网
1291,2019-04-22,兵临3300点，北上资金调仓蓄势,中证报
1292,2019-04-22,3200点拉锯战酝酿变盘 从三大数据探寻多头主力新动向,证券日报
1293,2019-04-21,A股头条之上市公司公告精选（4.22）,金融界
1294,2019-04-21,公告精选：宝新能源等一季度净利大增；中科三环拟入股南方稀土,e公司
1295,2019-04-21,浙江挂牌督办22家企业危化隐患 两涉事公司火速完成整改,e公司
1296,2019-04-21,4月21日上市公司晚间公告速递,新浪
1297,2019-04-21,子公司被传停产，浙江龙盛这样回应 经营问题,第一财经
1298,2019-04-21,[快讯]4月21日晚间沪深两市重要公司公告一览-更新中,中财网
1299,2019-04-21,浙江龙盛(600352.SH)：浙江鸿盛就安全隐患完成整改 期间不存在停产情况,格隆汇
1300,2019-04-21,浙江龙盛：目前公司中间体业务相关的所有子公司均正常生产经营中,腾讯网
1301,2019-04-21,浙江龙盛：旗下浙江鸿盛不存在停产情况，全部完成整改 经营问题,Wind
1302,2019-04-21,商誉减值业绩再度“暴雷”！时隔两月，这家公司业绩亏损翻倍，股价跌停！ 资产异常,和讯
1303,2019-04-21,深度：浙江龙盛与万华化学周期与成长之辩,新浪
1304,2019-04-20,美都能源引领板块掀涨潮 机构跌停点抄底浙江龙盛,财富动力网
1305,2019-04-20,氢能源龙头股受追捧 敢死队翘板视觉中国,财富动力网
1306,2019-04-19,染料、农药龙头股仍有成长空间,红周刊
1307,2019-04-19,联合抵制染料价上涨会奏效吗？染料股百亿市值没了,新浪
1308,2019-04-19,4月19日A股龙虎榜揭秘，机构净卖出4股,Wind
1309,2019-04-19,浙江龙盛子公司存在重大事故隐患，浙江省将挂牌督办 安全事故,澎湃新闻
1310,2019-04-19,准备好，下周冲3288点？中天科技创1年新高！下周留意这只氢燃料概念股,每日经济新闻
1311,2019-04-19,数据复盘 | 主力资金全天净流出214亿元 中国联通等36股获加仓,证券时报网
1312,2019-04-19,龙虎榜追踪 机构净卖出4股,中财网
1313,2019-04-19,上海证券交易所2019年04月19日交易信息,上交所
1314,2019-04-19,浙江龙盛千亿市值悬疑： “安监”黑榜，下游行业联合抵制涨价,Wind
1315,2019-04-19,浙江督查危化事故隐患 浙江龙盛两家子公司在列 安全事故,新浪
1316,2019-04-19,821亿资金争夺20股：主力资金重点出击9股(名单),新浪
1317,2019-04-19,杠杆资金又现连续增仓，21股加仓比例超20% 两融余额重上万亿可期,证券时报
1318,2019-04-19,04月19日 主力资金抢筹最积极的前10股（附名单）,每日经济新闻
1319,2019-04-19,化工：关注染料价格进一步上涨 荐3股,和讯
1320,2019-04-19,化工：建议关注分散染料实质涨价 jian 5gu,和讯
1321,2019-04-19,财融汇·早间必读 | 20180419,财通证券融资融券部
1322,2019-04-19,染料指数跌3.13% 浙江龙盛领跌,中证网
1323,2019-04-19,【宏观策略早报】（04.19）,微信
1324,2019-04-19,染料板块开盘走低,第一财经
1325,2019-04-19,A股早报2019年4月19日星期五,Wind
1326,2019-04-19,反倾销调查下的安迪苏：赔率的天平已悄悄倾斜,阿尔法工场
1327,2019-04-19,浙江挂牌督办危化事故隐患 浙江龙盛东华能源上黑榜 安全事故,中国经济网
1328,2019-04-18,响水事件又发酵！8万人扛不住了，协会出面号召抵制染化料价格不正常上涨,e公司
1329,2019-04-18,响水事件又发酵！协会出面号召抵制染化料价格不正常上涨,证券时报网
1330,2019-04-18,3288点之下反复盘整这一动作，要分两方面来看！明日留意这只5G概念股,每日经济新闻
1331,2019-04-18,【18日资金路线图】主力资金净流出412亿元 龙虎榜机构抢筹5股,证券时报网
1332,2019-04-18,资金入市井喷！两融余额再近万亿 信用账户新增开户暴增308%,21世纪经济报道
1333,2019-04-18,一文看后市：4·19魔咒会上演吗？,腾讯网
1334,2019-04-18,数据复盘|412亿主力资金净流出 这20逾股却被大幅加仓,证券时报网
1335,2019-04-18,789亿资金争夺20股：主力资金重点出击10股(名单),新浪
1336,2019-04-18,04月18日 主力资金抢筹最积极的前10股（附名单）,每日经济新闻
1337,2019-04-18,巨丰资金流向：两市窄幅缩量调整 家电板块净流入3.91亿,巨丰财经
1338,2019-04-18,化工：产品价格回落 荐7股,和讯
1339,2019-04-18,【中原晨会0418】A股资金流向、市场分析、有色金属行业月报,中原证券研究所
1340,2019-04-18,3200点博弈背后的龙虎榜 逾330亿元资金扫货158只个股,证券日报
1341,2019-04-17,东海财经速递20190417,东海通财富
1342,2019-04-17,845亿资金争夺20股：主力资金重点出击10股(名单),新浪
1343,2019-04-17,"基础化工行业周报:氨纶价格企稳回升,有机硅价格延续上行",正点财经
1344,2019-04-17,中原证券：沪指震荡走平 大消费获机构增持,中原证券
1345,2019-04-17,闰土股份：染料龙头景气周期超预期,阿尔法工场
1346,2019-04-17,染料板块午前异动，闰土股份强势涨停,Wind
1347,2019-04-17,【国金策略】股基发行回暖，融资余额连续九周回升（李立峰/魏雪）,策略李立峰与行业配置笔记
1348,2019-04-16,【赢家资讯】04月16日收盘简评,微信
1349,2019-04-16,1个月200万人进场！沪深两市投资者首次突破1.5亿，警惕1380份减持计划在路上,中证报
1350,2019-04-16,867亿资金争夺20股：主力资金重点出击17股(名单),新浪
1351,2019-04-16,沪指20日线附近有望反抽,中证网
1352,2019-04-15,【赢家资讯】04月15日收盘简评,赢家之星
1353,2019-04-15,化工：建议超配化工板块 荐13股,和讯
1354,2019-04-15,化工：化工或迎新一轮供给侧改革 荐4股,和讯
1355,2019-04-15,813亿资金争夺20股：主力资金重点出击11股(名单),新浪
1356,2019-04-15,孔明直播：《4月15日热点信息+个股公告》,中金在线
1357,2019-04-15,减消费加金融 北上资金频现调仓动作,中证报
1358,2019-04-15,道达投资：3200点上方压力显现 调整后再进入战斗状态,每日经济新闻
1359,2019-04-14,东海财经速递201090414,东海通财富
1360,2019-04-14,3200点上方 压力开始显现——道达对话牛博士,每日经济新闻
1361,2019-04-13,【西南化工周观点】丙烯酸、环丙价格大幅上涨，EC报价持续走高,微信
1362,2019-04-13,李志林：未来一段时间国企改革将再次迎来炒作风口,金融投资报
1363,2019-04-13,沪指冲高后连续震荡调整 布局成长型蓝筹抓补涨机会,大众证券报
1364,2019-04-13,巨额减持计划来袭 今年拟减持市值已近1600亿元,证券时报
1365,2019-04-13,298只社保持仓股今年以来浮盈305.81亿 12只标的股贡献高,证券日报
1366,2019-04-12,全周近2000亿元净流出！下一重要支撑位在哪里？下周留意这只核电概念股,每日经济新闻
1367,2019-04-12,"数据复盘|两市主力、北向资金双双净流出 机构资金""出逃""视觉中国",证券时报网
1368,2019-04-12,四川大决策：股指弱势震荡，高位股集体杀跌！,中金在线
1369,2019-04-12,646亿资金争夺20股：主力资金重点出击3股(名单),新浪
1370,2019-04-12,04月12日 主力资金抢筹最积极的前10股（附名单）,每日经济新闻
1371,2019-04-12,3200点画风突变：热门板块纷纷回撤，派生科技遭遇9跌停,21世纪经济报道
1372,2019-04-12,行情没完！午后将有新猎物出现！,金融界
1373,2019-04-12,蓝筹股砸盘暗藏玄机，市场对通胀反应过度了（0412晨报）,开源证券研究所
1374,2019-04-12,一线游资各自为战 他们分别偏好这些股票,中财网
1375,2019-04-12,早评：两融余额逼近万亿 市场静待新驱动力,中金在线
1376,2019-04-12,道达投资手记：主要指数全线下跌 多头扛不住了？,每日经济新闻
1377,2019-04-12,两融余额十连升逼近万亿 20股融资余额增逾五成,证券时报
1378,2019-04-12,高管减持计划透露“利空”信号 浙江龙盛要当心融资客,每日经济新闻
1379,2019-04-11,浙江龙盛两董事减持700万股 妖股被减持成大A流行色 减持股份,中证报
1380,2019-04-11,化工板块股价整体下挫 浙江龙盛两董事拟合计减持不超716.37万股 减持股份,每日经济新闻
1381,2019-04-11,A股头条之上市公司公告精选（4.12）,金融界
1382,2019-04-11,主力资金净流出创1个月新高！短线调整开始了？明日留意这只新能源概念股,每日经济新闻
1383,2019-04-11,东海财经速递20190411,东海通财富
1384,2019-04-11,公告精选：华铁科技获财开集团二度举牌；联环药业两连板提示风险,e公司
1385,2019-04-11,多家公司披露减持预告公告 有股东欲清仓式减持 减持股份,e公司
1386,2019-04-11,主要指数全线下跌 多头扛不住了？——道达投资手记,每日经济新闻
1387,2019-04-11,直接亏19%！有这票的人一定要注意！,金融界
1388,2019-04-11,猪价上涨市场通胀忧虑升温 白酒领跌沪指挫1.6%创一个月最大跌幅,财华社
1389,2019-04-11,浙江龙盛号“收割机”启动，80后高管要套现半个亿，龙头也割韭菜这可咋整？ 减持股份,21世纪经济报道
1390,2019-04-11,国家队最新增持股曝光！这些票值得关注！,金融界
1391,2019-04-11,中富金石：指数调整信号出现 投资者需避高选低,中金在线
1392,2019-04-11,4月11日上市公司晚间公告速递,新浪
1393,2019-04-11,4月11日公告集锦：石化油服一季度净利润同比增长524%,腾讯网
1394,2019-04-11,浙江龙盛(600352.SH)：阮兴祥及姚建芳拟合计减持不超716.37万股,格隆汇
1395,2019-04-11,浙江龙盛：副总经理及董事拟合计减持不超716.4万股,Wind
1396,2019-04-11,832亿资金争夺20股：主力资金重点出击2股(名单),新浪
1397,2019-04-11,低估值+今年净利增速超20%的滞涨股名单：10股北上资金持仓翻倍,证券时报
1398,2019-04-11,04月11日 主力资金抢筹最积极的前10股（附名单）,每日经济新闻
1399,2019-04-11,收评：沪股通净流出14.73亿 深股通净流出22.15亿,新浪
1400,2019-04-11,化工：江苏环保政策大幅加码 利好化工龙头发展,和讯
1401,2019-04-11,化工：响水爆炸事件开启新一轮供给侧改革 荐12股,和讯
1402,2019-04-11,透明工厂概念股表现分化 6连板龙头鼎捷软件跌停,金融界
1403,2019-04-11,广证恒生-市场要闻点评-第1040 期-201904011,广证恒生策略研究
1404,2019-04-11,财通证券：市场波动或加大 关注周期板块机会,和讯
1405,2019-04-11,【数据揭秘】04月10日 融资客最看好的前20只个股,每日经济新闻
1406,2019-04-11,【赢家资讯】04月11日收盘简评,赢家之星
1407,2019-04-11,透明工厂题材“闹”A股 12只概念股昨换手率超10%,证券日报
1408,2019-04-10,【赢家资讯】04月10日收盘简评,赢家之星
1409,2019-04-10,182亿的涨停板，400亿的大买卖！,金融界
1410,2019-04-10,东海财经速递20190410,东海通财富
1411,2019-04-10,国内首个钠镍电池储能项目建成投用　相关领域公司受关注,东海通财富
1412,2019-04-10,日成交182亿！格力电器遭爆炒：深股通以22亿成最大买家,澎湃新闻
1413,2019-04-10,复盘者联盟：医药板块大爆发，透明工厂概念强者恒强,腾讯网
1414,2019-04-10,股债“跷跷板”又来了，国债收益率连续大涨，A股还有什么筹码？,中财网
1415,2019-04-10,化工行业监管力度加强利好一体化龙头企业(附股),中原证券
1416,2019-04-10,1081亿资金争夺20股：主力资金重点出击8股(名单),新浪
1417,2019-04-10,金百临投资：供给侧预期犹存，助力化工股再度企稳,金融界
1418,2019-04-10,化工板块全线回暖 鲁北化工涨停浙江龙盛涨近9%,证券时报网
1419,2019-04-10,化工板块午后回暖 鲁北化工直线涨停,e公司
1420,2019-04-10,市场震荡加剧 精准信息8板称王,华安证券订阅号
1421,2019-04-10,牛市唯一一个旱涝保收的行业！必须关注！,金融界
1422,2019-04-10,融资余额站上9500亿元 资金短线躁动成“反向指标”？,中财网
1423,2019-04-10,化工股暴涨潮暂息：游资被机构收割 行情面临变盘,棱镜
1424,2019-04-10,两融余额再度逼近万亿大关，融资客偏爱证券业,理财18
1425,2019-04-10,【布衣股道】沪弱而深强，调整关注哪个指标？,中金在线
1426,2019-04-10,【晨观方正】苏化工整治点评之三：江苏省委常委会研究部署化工产业整治提升工作,方正证券研究
1427,2019-04-10,券商重仓6只化工股 年内浮盈近1900万元,证券日报
1428,2019-04-10,两融余额超9600亿再创新高 融资客追捧化工有色等周期类股,证券日报
1429,2019-04-10,实探响水化工园： “闭园”细则未定 部分企业分流员工,21世纪经济报道
1430,2019-04-09,【赢家资讯】04月09日收盘简评,赢家之星
1431,2019-04-09,A股头条之上市公司公告精选（4.10）,金融界
1432,2019-04-09,依此标准，强弱立现？金科股份8日累涨21%！明日留意这只地产股,每日经济新闻
1433,2019-04-09,浙江龙盛：控股子公司收到诉讼判决结果 诉讼纠纷,Wind
1434,2019-04-09,一文看后市：明天就看券商的了！,腾讯网
1435,2019-04-09,周二上市公司晚间重要公告（更新中）,金融界
1436,2019-04-09,浙江龙盛：控股子公司被法院判处罚金二百万元 关联方问题,金融界
1437,2019-04-09,浙江龙盛：子公司犯污染环境罪 被判处罚金200万元 关联方问题,新浪
1438,2019-04-09,财富证券：响水爆炸引发蝴蝶效应 化工行业或迎新一轮供给侧改革 安全事故,证券时报网
1439,2019-04-09,4月9日：指数震荡整理，化工股熄火，精准信息8连板,中金在线
1440,2019-04-09,"化工行业:事故致间苯二胺供需失衡,建议关注浙江龙盛",正点财经
1441,2019-04-09,涨停板复盘:三大股指宽幅震荡 透明工厂板块掀涨停潮,新浪
1442,2019-04-09,化工股“逆市”涨停背后：受创企业或由盈转亏 亏损,中国经营网
1443,2019-04-09,800亿资金争夺20股：主力资金重点出击8股(名单),新浪
1444,2019-04-09,多空分歧有所加大，精选个股把握补涨良机,中金在线
1445,2019-04-09,热点轮动目不暇接！化工刚一熄火 ，5G、IPV6随即接棒领涨,21世纪经济报道
1446,2019-04-09,化工：基础化工响水园区关停 关注停产行业及园区一体化龙头,和讯
1447,2019-04-09,沪深两市缩量微涨，资金动向透露板块轮动玄机,中金在线
1448,2019-04-09,化工行业整顿利好龙头企业 机构借通道抢筹化工股,21世纪经济报道
1449,2019-04-09,创业板指跌逾2% 成交额再破万亿,新浪
1450,2019-04-09,提防诱多后再杀跌！,中金在线
1451,2019-04-09,化工板块现逆天疯狂,投资快报
1452,2019-04-09,业绩预期点燃51只化工股涨停热情，情绪溢价还能走多远？,Wind
1453,2019-04-09,涨价概念独领风骚 估值有望高于2015,投资快报
1454,2019-04-09,两市窄幅回调 化工板块集体飘红,中国经济网
1455,2019-04-09,股指剧烈震荡 化工股逆市掀涨停潮,投资快报
1456,2019-04-09,【化工|杨伟团队太平洋证券】响水化工园将关停，行业格局重塑超配化工龙头股 经营问题,太平洋证券研究
1457,2019-04-09,理解周期股上涨逻辑,中证网
1458,2019-04-09,周期股爆发 经济回暖重构投资逻辑,中证报
1459,2019-04-09,行业大整治来袭 化工股掀起涨停潮,证券时报
1460,2019-04-09,59只个股涨停化工板块还能上车吗？,重庆商报
1461,2019-04-09,197只个股获10家及以上机构推荐 四行业成A股战略布局要塞,证券日报
1462,2019-04-09,化工股“虹吸”A股：卖方称还能涨40% 基金坦言“看不准”,21世纪经济报道
1463,2019-04-09,"化工行业周报:TDI、纯碱等涨幅居前,关注响水园区关停受益标的",上海证券
1464,2019-04-08,市场震荡加剧而化工依然疯狂 钢铁煤炭表现不俗,华安证券订阅号
1465,2019-04-08,一个非常简单的抓板方法，成功率95%！,金融界
1466,2019-04-08,股价全线涨停！一纸红头文件，这个产业链沸腾了,中国经济网
1467,2019-04-08,记者调研：化工板块虽大涨，但实体企业没那么亢奋,21世纪经济报道
1468,2019-04-08,元力股份（300174.SZ）:股票获5连板 无奈深陷“减持套现”泥沼,格隆汇
1469,2019-04-08,股市万亿巨震 响水工业园关闭 48只化工股集体涨停 蹭热点行情能持久吗？,第一财经
1470,2019-04-08,响水化工园区宣布关闭 一上市公司高管急呼不要一刀切 经营问题,21经济网
1471,2019-04-08,【收市点评】三大指数下探回升 周期股表现亮眼 | 2019.04.08,兴业证券兴e通
1472,2019-04-08,股市每日谈：早上进场下午割 茅台镇山宝,网易
1473,2019-04-08,[快讯]浙江龙盛发布解除质押公告 涉及股份7156万股,中财网
1474,2019-04-08,中财独家:蹦极有惊无险 两点挖掘开启“躺赚”机构预测,中财网
1475,2019-04-08,浙江龙盛(600352.SH)控股股东阮伟祥解除质押1400万股,格隆汇
1476,2019-04-08,市场逻辑切换！4月龙头股普遍跑赢大盘，机构看好龙头股补涨机会,证券时报网
1477,2019-04-08,买不到化工龙头怎么办？这些机会同样值得关注！,金融界
1478,2019-04-08,小牛奔腾之涨停股揭秘：化工概念股爆发涨停潮,中国经济网
1479,2019-04-08,涨停板解密：化工股遭资金抢筹全面爆发！（4月8日）,Wind
1480,2019-04-08,绿色星期一是否见顶？,中金在线
1481,2019-04-08,巨丰资金流向：短期调整加剧市场分化 钢铁板块获主力5亿净流入,巨丰财经
1482,2019-04-08,化工股现涨停潮 业绩增长+低估值滞涨的化工股名单,证券时报
1483,2019-04-08,涨停揭秘：两市宽幅加剧市场分化 化工股盘中掀起涨停潮,巨丰财经
1484,2019-04-08,印染龙头紧急再调价 相关上市公司望迎来机遇,金融界
1485,2019-04-08,8日午评：注意时间窗口的变盘,中金在线
1486,2019-04-08,【权益变动】拉夏贝尔(06116-HK)获浙江龙盛增持165.44万股,财华社
1487,2019-04-08,化工股集体涨停！响水化工园区宣布彻底关闭，相关期货品种也大涨，看机构火线解读,证券时报网
1488,2019-04-08,十大券商点评江苏化工整治：力度超预期，建议超配化工板块,腾讯网
1489,2019-04-08,午评：创业板指跌超2% 化工股大涨,e公司
1490,2019-04-08,川财证券：响水化工园永久关停 关注染料、农药板块,证券时报网
1491,2019-04-08,化工股冰火裂变：浙江龙盛大红大火，江苏吴中、联化科技内伤吐血,21世纪经济报道
1492,2019-04-08,化工：化工行业安全监管或再升级 荐4股,和讯
1493,2019-04-08,盐城响水化工园区彻底关闭 联化科技跌停江苏吴中大跌,金融界
1494,2019-04-08,化工股“嗨爆了”！集合竞价约60只涨停，谁干的？,21世纪经济报道
1495,2019-04-08,化工股涨幅继续扩大 逾40股涨停,e公司
1496,2019-04-08,化工行业掀涨停潮 阳谷华泰等10余股涨停,金融界
1497,2019-04-08,A股集体冲高回落 创业板跌2% 北上资金半日净流出近10亿,每日经济新闻
1498,2019-04-08,化工行业快评：江苏加大化工行业整顿力度，行业或将迎来新一轮供给侧改革,国信研究
1499,2019-04-08,8日公司新闻聚焦：多家公司一季度业绩预喜,证券时报网
1500,2019-04-08,【布衣股道】势如破竹VS诱多逼空，四月到底如何操作？,中金在线
1501,2019-04-08,【新时代证券】江苏化工行业整治影响剖析——成长，新时代！每周交流会（第34期）,新时代证券研究
1502,2019-04-08,盘前必读公告：这些股不容错过！,巨丰财经
1503,2019-04-08,盐城响水化工园区关闭 这些股在“朋友圈”已涨停,每经网
1504,2019-04-08,化工 | 江苏响水园区爆炸以及化工后续影响详细梳理,中信建投证券研究
1505,2019-04-08,本周操盘攻略：季报年报齐上阵，3月宏观数据揭晓,Wind
1506,2019-04-08,"化工行业事件点评:响水化工园区彻底关闭,化工或迎新一轮供给侧改革",西南证券
1507,2019-04-07,【川财研究所*常规报告】化工：江苏盐城彻底关闭响水化工园区,川财研究
1508,2019-04-07,江苏化工行业大整顿引发全面涨价潮 概念股一网打尽,腾讯网
1509,2019-04-07,最全化工板块分类名单！,赢家之星
1510,2019-04-05,短短十多天暴涨100%！全球第一的巨头！估值直线飙升，啥情况？,并购优塾
1511,2019-04-05,最新反弹王诞生！这些昔日大熊股一朝翻身 最意外的竟是它,证券时报
1512,2019-04-05,从短期强轧空到趋势强轧空,红周刊
1513,2019-04-04,分散染料板块继续大涨 浙江龙盛股价10个交易日翻倍！,格隆汇
1514,2019-04-04,浙江龙盛：媒体对公司业绩预测存在夸大和不实情况,e公司
1515,2019-04-04,公告精选：中国银行拟发行优先股募资不超过1000亿元；万达信息获中国人寿增持3.98%股份；华大基因收入核算不规范收到监管函,每日经济新闻
1516,2019-04-04,浙江龙盛：媒体报道对公司产品价格变化及业绩预测存在夸大和不实情况,Wind
1517,2019-04-04,五大券商节后看好6板块47股,证券之星
1518,2019-04-04,875亿资金争夺20股：主力资金重点出击8股(名单),新浪
1519,2019-04-04,大牛股是这么走出来的！04月04日 22只创新高个股统计名单,每日经济新闻
1520,2019-04-04,杠杆资金持续进场，前20大加仓股名单曝光！,证券时报
1521,2019-04-04,PMI更深层利好被主力推出水面 暗藏大红包节后派发,中财网
1522,2019-04-04,快讯：分散染料板块持续走强 世龙实业涨停,新浪
1523,2019-04-04,【盘中动态】大盘高开高走，多个板块表现亮眼,每日经济新闻
1524,2019-04-04,【数据揭秘】04月03日 融资客最看好的前20只个股,每日经济新闻
1525,2019-04-04,国金证券：江苏化工整治逐步开启 化工行业有望迎来大变革,证券时报网
1526,2019-04-04,【国金晨讯】科创半导体：晶晨受益多媒体芯片行业成长；三花智控营收首破百亿，有望受益Model 3上量,国金证券研究所
1527,2019-04-04,【化工-张汪强】浙江龙盛：Q1环保监管趋严，染料和中间体龙头受益,安信证券研究
1528,2019-04-04,安信研究|晨会在线 20190404,安信证券研究
1529,2019-04-04,聚焦生物医药领域 六只个股腾飞在即掘良机,中证报
1530,2019-04-04,沪指强势站上3200点 四个交易日北上资金合计净流入逾193亿,证券日报
1531,2019-04-04,江苏泰兴市一化工厂发生火灾事故 此前被环保局罚款42万元 安全事故,每日经济新闻
1532,2019-04-03,上次大牛市，这个板块涨了10倍！,金融界
1533,2019-04-03,1年前的缺口压力要来了？御银股份4日累涨47%！明日留意这只医药股,每日经济新闻
1534,2019-04-03,安全环保高要求推动化工集约化发展 龙头望受益,证券时报网
1535,2019-04-03,国家队要跑路了？真相是为了这个目的,万隆证券网
1536,2019-04-03,外资也玩见风使舵 3500点真没压力？,万隆证券网
1537,2019-04-03,6股或是金镶玉 机构强推,中财网
1538,2019-04-03,个股成交量骤增、骤减排行榜|2019年04月03日,云掌财经
