,2021-12-31,东台东方建设投资发展发行7700万美元增信债券,久期财经
1082,2020-08-22,上海银行公布半年报 上半年净利增加3.9%,新浪
1083,2020-08-22,上海银行半年报解析：资产总额2.89万亿元 盈利保持可持续增长,和讯
1084,2020-08-21,上海银行上半年净利润增速放缓至3.9% 利息收入增19.26% 盈利能力下降,21世纪经济报道
1085,2020-08-21,消金2020年中报|上海银行旗下尚诚消金净利润0.256亿元，贷款余额122亿元,凤凰网
1086,2020-08-21,上海银行上半年净利润111.31亿元同比增长3.9% 不良率1.19%,证券时报
1087,2020-08-21,上海银行上半年实现净利111.31亿元 同比增长3.9%,北京商报
1088,2020-08-21,上海银行中报：支持实体经济、应对形势变化、业绩稳健发展,面包财经
1089,2020-08-21,上海银行上半年净利润111.31亿元 同比增长3.90%,上证报
1090,2020-08-21,上海银行中报： 推进“六大金融”服务体系 以金融之力助实体保民生,中金在线
1091,2020-08-21,上海银行(601229.SH)：拟发行不超300亿元金融债券,格隆汇
1092,2020-08-21,上海银行：上半年净利同比增长3.90%,e公司
1093,2020-08-21,上海银行(601229.SH)半年度归母净利润升3.9%至111.31亿元,格隆汇
1094,2020-08-21,被罚1652万！上海银行违规“输血”楼市 金融监管处罚,中投网
1095,2020-08-21,城商行异地放款迎强监管？多家助贷平台选择这一策略破局,腾讯网
1096,2020-08-20,银保监会年内开2000张罚单涉房贷款是重点 金融监管处罚,时代周报
1097,2020-08-20,银行业再现千万级罚单 上海银行因23项违规行为被罚1600万元 金融监管处罚,金融界
1098,2020-08-20,助力自贸区临港新片区建设，上海银行业贷款余额947亿元,Wind
1099,2020-08-19,滴滴金融与上海银行达成合作，共同推动数字金融+产业互联网融合发展,硅谷动力
1100,2020-08-18,1600万元罚单敲响警钟：“体检式”监管银行，“出重拳”排除风险,钛媒体
1101,2020-08-18,滴滴金融与上海银行达成战略合作,Wind
1102,2020-08-18,滴滴金融与上海银行达成战略合作 探索数字金融服务新模式、新业态,金融界
1103,2020-08-17,上半年罚单、金融反腐并行未释压 亿元级“天价”罚单仍在路上,经济观察网
1104,2020-08-17,千万级别罚单再现！上海银行十余年异地扩张却陷“23宗罪” 金融监管处罚,新浪
1105,2020-08-17,银行行业周报225期：风险溢价下降和基本面向上,新浪
1106,2020-08-17,金融监管罚单周报：浦发银行、上海银行领千万级罚单，人保健康一周收13张罚单 金融监管处罚,搜狐
1107,2020-08-17,金融监管政策周报：监管进行时,Wind
1108,2020-08-17,千万级罚单！上海银行因违规发放房地产开发贷款等多项违规遭监管重罚 金融监管处罚,和讯
1109,2020-08-17,又一千万级银行罚单 金融监管处罚,Bank资管
1110,2020-08-17,上海银行：聚焦数字化创新，为转型发展注入新动能,和讯
1111,2020-08-17,A股融资融券日报：两融余额减少67.88亿元（8月14日）,Wind
1112,2020-08-16,涉房地产违规贷款 上海银行领监管千万罚单 金融监管处罚,新华网
1113,2020-08-16,再现千万级罚单！因房地产贷款违规等23项问题 上海银行被罚1625万元 金融监管处罚,每日经济新闻
1114,2020-08-16,逾越红线！监管“重拳”围剿信贷资金违规入楼市,北京商报
1115,2020-08-16,千万级罚单再现，上海银行23项业务违规被罚1625万元 金融监管处罚,第一财经
1116,2020-08-16,千万元罚单剑指“23宗罪”！这家银行涉房地产违规贷款 金融监管处罚,中证报
1117,2020-08-16,23项违规领罚1652万 上海银行理财、个人贷款等多项业务违反审慎经营规则,凤凰网
1118,2020-08-15,罕见“23宗罪”！上海银行吃巨额罚单，1652万！ 金融监管处罚,搜狐
1119,2020-08-15,上海银行被重罚1625万元 多处严重违反审慎经营原则 金融监管处罚,金融界
1120,2020-08-15,央行及银保监会行政处罚汇总（8月10日-8月14日）：本周诞生两笔超千万罚单 金融监管处罚,Wind
1121,2020-08-14,上海银保监局：对上海银行作出行政处罚，罚没合计1652.16万元 金融监管处罚,Wind
1122,2020-08-14,银保监8月再现千万罚单：上海银行23项业务违规被罚1652万元 金融监管处罚,21世纪经济报道
1123,2020-08-14,上海银行被罚没1652万元 6年累计23项违规一次性处罚 金融监管处罚,澎湃新闻
1124,2020-08-14,6年累计23项违规一次性处罚！上海银行被罚没1652万元 金融监管处罚,澎湃新闻
1125,2020-08-14,23项违规 上海银行领1652万元罚单 金融监管处罚,北京商报
1126,2020-08-14,累计罚没1652万元！上海银行涉“二十三宗罪”遭监管重罚 金融监管处罚,新浪
1127,2020-08-14,1652万大额罚单剑指上海银行！5年累计20多项违规 金融监管处罚,中新经纬
1128,2020-08-14,A股融资融券日报：两融余额增加24.24亿元（8月13日）,Wind
1129,2020-08-13,上海银行(601229.SH)：公司章程修订获监管机构核准,格隆汇
1130,2020-08-10,上海银行同业公会:已投放新冠疫情防控贷款1678亿元,第一财经
1131,2020-08-08,上海银行科技战略报告,零壹财经
1132,2020-08-06,巴菲特20亿美元买美国银行股票停不住手，A股银行股能买吗,中证报
1133,2020-08-05,上海银行深圳前海分行获准开业,中投网
1134,2020-08-05,上海银行深圳前海分行获批同意开业,资本邦
1135,2020-08-05,北京亦庄再添一家商业银行,北京商报
1136,2020-08-04,晚间重要公告2020年8月4日星期二,Wind
1137,2020-08-04,银行Ⅱ行业：不良资产处置的新方式,新浪
1138,2020-08-04,送达诉状副本及开庭传票——上海银行股份有限公司奉贤支行 诉讼纠纷,上海高级人民法院
1139,2020-08-04,上海银行(601229.SH)深圳前海分行获开业批复,格隆汇
1140,2020-08-04,"""跷跷板""效应显现：主力出逃题材股 大金融板块崛起",新浪
1141,2020-08-04,公募基金持银行股比例降至历史次低,Wind
1142,2020-08-04,公募基金持银行股比例降至历史次低,中证报
1143,2020-08-03,招商证券原固收总经理获刑 5年利益输送6家公司2.7亿 其他违规处罚,中国经济网
1144,2020-08-03,今天3家银行限售股解禁，其中一家流通盘激增近400% 解禁,中证报
1145,2020-08-03,银行行业周报：过渡期延长落地 银行整改压力减轻,新浪
1146,2020-08-03,银行股遇尴尬：股东高管买买买、公募基金卖卖卖,Wind
1147,2020-08-03,银行股遇尴尬：股东高管买买买公募基金卖卖卖,证券时报
1148,2020-08-02,银行股迎来投资“两极世界”：公募仓位降至历史最低，高管却在买买买,券商中国
1149,2020-08-02,银行股又迎尴尬时刻！公募疯狂减持，仓位降至历史次低，银行股东、高管却在买买买,券商中国
1150,2020-08-02,银行股又迎尴尬时刻！公募疯狂减持，仓位降至历史次低，银行股东、高管却在买买买，到了贪婪时刻？ 减持股份,券商中国
1151,2020-07-29,不要让联合贷款沦为影子银行,华夏时报
1152,2020-07-29,银行股投资AB面：市净率已创历史新低，股东、高管增持，公募基金减仓,搜狐
1153,2020-07-28,上海银行今日大宗交易成交115.40万股，成交价8.1元折价0.12%,Wind
1154,2020-07-28,独家丨全国288家银行理财能力排行榜（2020年2季度）,和讯
1155,2020-07-27,债券重大事件2020年7月27日星期一,Wind
1156,2020-07-27,联合资信：上调“11上行次级债01”、“11上行次级债02”信用等级为AAA,Wind
1157,2020-07-27,中证指数公司：8月6日发布中证兴业证券ESG盈利100指数,Wind
1158,2020-07-27,银行业周报222期：资金流向与货币政策走向,新浪
1159,2020-07-27,科技“加持”供应链 上海银行串起中小微企业“普惠共赢链”,第一财经
1160,2020-07-27,上海银行串起“普惠共赢链” 供应链金融业务化“疫”为“翼”,第一财经
1161,2020-07-25,上海银行董事长金煜：科技正成为新一轮国际金融中心竞争的焦点,新浪
1162,2020-07-25,上海副市长吴清：探索更加灵活的金融政策体系监管模式和管理体制,Wind
1163,2020-07-24,东方财富(300059.SZ)签署最高额保证合同上海银行向天天基金提供20亿元借款额度,格隆汇
1164,2020-07-24,上海的银行为什么偏爱消费贷？,36氪
1165,2020-07-24,上海首批金融科技“监管沙盒”应用名单出炉 区块链技术“受宠”,证券日报
1166,2020-07-23,金融科技“监管沙盒”试点范围扩至9城，他们到底在关注什么？,21世纪经济报道
1167,2020-07-23,36笔行政处罚引关注 监管质疑上海银行内控制度是否健全,新浪
1168,2020-07-23,上海首笔央行再贷款信保融资业务落地,Wind
1169,2020-07-23,银行Ⅱ：二季度继续减持 看好底部反弹 减持股份,新浪
1170,2020-07-22,上海银行发行可转债获证监会反馈 公司治理情况受关注,和讯
1171,2020-07-21,11家机构申报8大项目 上海今年首批金融科技创新监管试点公示,证券时报
1172,2020-07-19,全面剖析第一份正式落地的互联网贷款规范文件,和讯
1173,2020-07-17,上海银行设立200亿元“绿色金融”专项信贷额度,上证报
1174,2020-07-17,上海银行发布绿色金融行动方案：设立200亿元专项信贷额度 构建“绿色金融+”延伸服务体系,面包财经
1175,2020-07-17,【fintech每周播报】百行征信再获发企业征信牌照；银行科技公司加速“联姻”,中国电子银行网
1176,2020-07-17,这10家公司发布公告有看点 股价有望率先企稳,巨丰财经
1177,2020-07-17,上海农商行IPO前股权结构障碍基本扫除 接盘安信信托仍存悬念,投资者网
1178,2020-07-17,每日理财观察：6月宏观数据出炉，银保监会强调信托公司出兜底函不具法律效应,Wind
1179,2020-07-17,上市公司正负面新闻2020年7月17日星期五,Wind
1180,2020-07-16,晚间重要公告2020年7月16日星期四,Wind
1181,2020-07-16,多家银行参投国家绿色发展基金，工农中各出资80亿元,Wind
1182,2020-07-16,农业银行、上海银行拟参股国家绿色发展基金公司,上证报
1183,2020-07-16,上海银行：拟20亿元参投“绿色发展基金公司”，占股2.2599%,Wind
1184,2020-07-16,上海银行(601229.SH)：将出资20亿元参与投资绿色发展基金公司,格隆汇
1185,2020-07-16,上海银行：拟出资20亿元参与投资国家绿色发展基金股份有限公司,Wind
1186,2020-07-15,不知情被开通美团月付、信用卡，美团遭大量消费者投诉 诉讼纠纷,时代在线
1187,2020-07-15,A股融资融券日报：两融余额增加130.07亿元（7月14日）,Wind
1188,2020-07-13,年内到期债务555亿，泰禾集团首只公募债违约 未按时兑付本息,Wind
1189,2020-07-08,上市银行再融资遇考核哪些题监管“必考”,中投网
1190,2020-07-07,2020上半年过会零记录中小银行IPO缘何“入冬”,Wind
1191,2020-07-06,36家银行股23家涨停！板块涨幅超9％，国有大行涨幅靠后,腾讯网
1192,2020-07-06,5道题“必考” 上市银行再融资屡遭监管追问 金融监管处罚,北京商报
1193,2020-07-04,上海银行拟发200亿元可转债获反馈 证监会提出11问,和讯
1194,2020-07-03,可转债2020半年度总结及展望：基本面有望逐季修复 下半场择券仍是关键,新浪
1195,2020-07-03,上海银行与锦江国际集团签署战略合作协议,中金在线
1196,2020-07-03,“抢权”行情来临，下周3家高送转，17家高派现,Wind
1197,2020-07-03,A股融资融券日报：两融余额增加140.38亿元（7月2日）,Wind
1198,2020-06-30,上海银行(601229.SH)年报推10派4元股权登记日7月7日,格隆汇
1199,2020-06-24,理财产品转型，看这家银行如何“稳”字当先,和讯
1200,2020-06-19,银行行业周报：银行业破净低估值 险资布局追稳健,华福证券有限责任公司
1201,2020-06-17,2019年上海银行保险机构共755项金融创新成果 金融服务领域竞争加剧,21世纪经济报道
1202,2020-06-16,上海银行：主要股东持续增持,金融投资报
1203,2020-06-16,每日理财观察：5月份宏观经济数据全部出炉,Wind
1204,2020-06-15,城商行发力消费贷，3家消费贷规模突破千亿,36氪
1205,2020-06-15,资产质量压力陡升，地方银行信用卡线上化转型步伐未停,Wind
1206,2020-06-11,银行股解禁大考表现分化，5家银行年内推出股价稳定方案,Wind
1207,2020-06-09,上海银行：服务再近一点，让小微企业走得快一点,每日经济新闻
1208,2020-06-05,下周386亿市值限售股解禁，环比增加271.76% 解禁,Wind
1209,2020-06-05,上海银行与国科控股签署战略合作框架协议 携手提升科创支撑能力 为科技成果转化架桥铺路,和讯
1210,2020-06-04,上海银行两股东3.34亿限售股将于6月10日解禁 解禁,腾讯网
1211,2020-06-04,上海银行(601229.SH)：3.34亿股首发限售股6月10日解禁 解禁,格隆汇
1212,2020-06-04,上海银行：占总股本2.35%限售股将于6月10日上市流通 解禁,Wind
1213,2020-06-03,"送达裁判文书——上海银行股份有限公司漕河泾支行,顾卫其 诉讼纠纷",上海高级人民法院
1214,2020-06-02,上海银行一季度资本充足率低于行业平均水平获批200亿元可转债,GPLP犀牛财经
1215,2020-06-01,【读财报】银行支持制造业有话说：国有银行是主力 多数银行不良率下降,新华网
1216,2020-05-29,上海银行(601229.SH)：48.54亿元购置绿地外滩中心T2幢办公楼项目,格隆汇
1217,2020-05-28,上海银行盈利增速下滑，单一最大客户贷款比例正靠近红线 盈利能力下降,Wind
1218,2020-05-26,商业银行表内投资及表内非标债权投资规模有多大？,和讯
1219,2020-05-25,上海银行零售金融业务收入提升30.45% 全年净利首超200亿夯实高质量发展,长江商报
1220,2020-05-21,13家上市城商行业绩比拼：宁波银行利润增速第一 郑州银行不良率超2%,金融界
1221,2020-05-19,【中信建投银行杨荣】银行业周报219期：《因势而变的必要调整》,eResearch杨荣团队
1222,2020-05-19,【中信建投银行杨荣】2季度基金持仓简评：《二季度继续减持，看好底部反弹》 减持股份,eResearch杨荣团队
1223,2020-05-19,【中信建投银行杨荣】银行业周报224期：《再次审视中小银行风险的源头》,eResearch杨荣团队
1224,2020-05-19,【中信建投银行杨荣】银行业周报216期：《并购是主流吗？》,eResearch杨荣团队
1225,2020-05-19,【中信建投银行杨荣】上海银行（601229）三季报简评：《拨备计提后置，潜在风险减轻》,eResearch杨荣团队
1226,2020-05-19,【中信建投银行杨荣】银行业周报214期：《理财子公司高管关注的问题?》,eResearch杨荣团队
1227,2020-05-19,【中信建投银行杨荣】行业简评：《明确标债资产认定，引导融资成本下行》,eResearch杨荣团队
1228,2020-05-19,【中信建投银行杨荣】6月社融点评：《社融延续高速增长》,eResearch杨荣团队
1229,2020-05-19,【中信建投银行杨荣】5月社融简评：《财政政策发力，居民消费回暖》,eResearch杨荣团队
1230,2020-05-19,银行并购是主流吗？,中信建投证券研究
1231,2020-05-19,【中信建投银行杨荣】行业简评：《央行购买，中小银行贷款出表》,eResearch杨荣团队
1232,2020-05-18,长三角7家上市城商行的2019年：谁最赚钱 谁是异地贷款王,金融界
1233,2020-05-18,长三角7家上市城商行2019年净赚803.35亿：营收净利均保持两位数增长，谁是异地贷款王,凤凰网
1234,2020-05-18,这篇文章5000多字 上银基金董事长汪明谈未来新三年,中国基金报
1235,2020-05-18,A股城商行个贷总额超2万亿 六成增速超30%零售转型提质提速,长江商报
1236,2020-05-18,与母行双向赋能 打造精品基金公司,中国基金报
1237,2020-05-17,【东吴固收李勇·可转债周报】本周股票市场回调，关注可转债投资机会（2020年第18期）,李勇宏观债券研究
1238,2020-05-15,上海银行获准发行不超过200亿元A股可转债,北京商报网
1239,2020-05-15,上海银行(601229.SH)：公开发行不超200亿元可转债获上海银保监局批复,格隆汇
1240,2020-05-13,城商行零售贷款比较:长沙银行占比最高 贵阳银行最低,澎湃新闻
1241,2020-05-13,上海银行：收入结构改善，大力支持疫情防控及复工复产,面包财经
1242,2020-05-12,上海新增1220亿元专项信贷额度,Wind
1243,2020-05-12,上海银行：整体资产质量维持稳定 并继续保持同业先进水平,和讯
1244,2020-05-11,上海银行(601229.SH)已全额赎回50亿元二级资本债券,格隆汇
1245,2020-05-09,2019年13家上市城商行净利差集体上升 长沙银行净利差最高,澎湃新闻
1246,2020-05-08,全国首个合资理财公司落地上海临港,Wind
1247,2020-05-08,上海自贸区临港新片区金融开放50条发布,Wind
1248,2020-05-08,报告行长| 万亿资产城商行成员扩充至8家，人均薪酬前三名均超50万,和讯
1249,2020-05-08,报告行长| 万亿资产城商行成员扩至8家，“领头羊”已超4家股份行，人均薪酬前三名均超50万,和讯
1250,2020-05-07,A股“嗨了”！央行放出超级大招！,中国基金报
1251,2020-05-07,A股共发生107宗大宗交易成交37.09亿元（5月7日）,Wind
1252,2020-05-07,上海银行今日大宗交易成交78万股，成交价8.11元溢价0.5%,Wind
1253,2020-05-07,信用卡消费贷款房贷业务承压，一季度银行关注类贷款占比反弹,21世纪经济报道
1254,2020-05-06,UCloud优刻得推出上海中小企业专项补贴计划助力上海中小企业上云、融资加速跑,搜狐
1255,2020-05-06,站在中国金融科技的“风陵渡口” 城商行如何争渡？,中国电子银行网
1256,2020-05-02,城商行年报扫描：宁波银行净利增速最快，郑州银行不良率最高,腾讯网
1257,2020-05-02,城商行年报扫描：郑州银行不良率最高,澎湃新闻
1258,2020-05-01,41家上市银行2020年一季度经营情况综述,和讯
1259,2020-04-30,【上海银行】息差改善，资产质量小幅承压,志明看金融
1260,2020-04-30,央行确定2020年度公开市场业务一级交易商，共有49家,Wind
1261,2020-04-30,消费贷、房贷业务承压，银行资产质量不容乐观,Wind
1262,2020-04-30,QFII一季度青睐白马股，重仓银行医药电子,Wind
1263,2020-04-30,信用卡、消费贷款、房贷业务承压，监管或进一步放松,Wind
1264,2020-04-29,上海银行首季全力支持疫情防控和复工复产,中国金融新闻网
1265,2020-04-29,上海银行：一季度净利润同比增长4.34%,Wind
1266,2020-04-29,城商行激战消费金融：千亿级三雄争霸，还有一家消费贷规模暴涨458%,和讯
1267,2020-04-29,上海银行一季度实现营业收入130.9亿元 不良率略升,证券时报
1268,2020-04-29,上海银行全力支持疫情防控和复工复产：业绩平稳增长，资产质量持续优异,面包财经
1269,2020-04-29,上海银行2020年一季度净利润同比增4.34%,上证报
1270,2020-04-28,2019涉房贷款哪家强？中行规模破万亿 青岛银行暴增122% 浦发涉房不良贷款骤升8倍,和讯
1271,2020-04-28,【银行】上海银行： 负债端成本改善促息差走阔，规模平稳增长ROE提升,微信
1272,2020-04-27,48公司获得增持评级-更新中,中财网
1273,2020-04-27,网贷天眼早报：新网银行行长离任 李国庆“逼宫戏”升级,和讯
1274,2020-04-26,上海银行2019年零售业务营收增长超30%，不良贷款率上升至1.16% 资产异常,零壹财经
1275,2020-04-26,上海银行2019年报详细解读：利润增速平稳【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
1276,2020-04-26,上海银行2019年净利润同比增长12.55% 实现高质量发展,中国金融新闻网
1277,2020-04-26,上海银行2019年净利润202亿元 旗下尚诚消金贷款余额120.83亿,腾讯网
1278,2020-04-26,最新！220 家银行资产规模排行榜,零壹财经
1279,2020-04-25,一图看懂上海银行2019年年报,和讯
1280,2020-04-25,零售效能提升 上海银行向“精品银行”全速迈进,和讯
1281,2020-04-24,上海银行2019年报：盈利突破200亿 资产100万以上客户大增37.84%,21世纪经济报道
1282,2020-04-24,上海银行2019年净利润突破200亿元 零售业务盈利增三成,上证报
1283,2020-04-24,上海银行2019年度报告发布：持续推进高质量发展 精品银行建设成效显著,面包财经
1284,2020-04-24,上海银行：2019年净利同比增12.55% 拟10派4元,e公司
1285,2020-04-24,上海银行(601229.SH)2019年度净利升12.55%至202.98亿元 拟10派4元,格隆汇
1286,2020-04-21,企业复工复产插上科技翅膀：万物上云，新业态层出不穷,中新网
1287,2020-04-21,宝能接手上海中环中心烂尾楼项目 股权已全数质押给上海银行,中新经纬
1288,2020-04-18,多家银行辟谣“信息泄露” 数据安全重要性凸显,中国经营网
1289,2020-04-17,“80万条银行客户数据被盗”？银行均表示“我没有”！,Wind
1290,2020-04-15,上海银行：暗网贩卖的客户信息与我行真实客户不匹配,Wind
1291,2020-04-15,百万条客户资料“暗网”叫卖，涉及上海银行、兴业浦发等银行,上证报
1292,2020-04-15,银行负债端兴起“拼团存款”，定期利率最高上浮50%,Wind
1293,2020-04-07,聚信租赁获得13.1亿元银团贷款，与多家银行一起抗击疫情,北国网
1294,2020-04-06,国泰君安证券出大招，四高管分工大调整，新业务布局浮出水面！,Wind
1295,2020-04-03,主承销商：关注“19方正CP001”发行人北大方正破产重整后续 减资破产,Wind
1296,2020-03-31,上海酝酿建设“浦江之光”科创企业库,Wind
1297,2020-03-30,上清所现金交割机制进一步优化，标准债券远期报价机制正式启动,Wind
1298,2020-03-26,“用云”多就能获贷款 上海创新信贷为中小微企业送去“及时雨”,新华网
1299,2020-03-26,年报低估值高增长龙头股名单来了，最高股息率近7%,证券时报网
1300,2020-03-24,上海银行信息技术部总经理曹广智：获客上开放银行正在取代直销银行,21世纪经济报道
1301,2020-03-24,优刻得与上海银行合作推出“云量贷” 西井科技快速获批千万贷款,证券时报网
1302,2020-03-24,"送达裁判文书——上海鼎兮实业有限公司,上海荟利投资管理有限公司 诉讼纠纷",上海高级人民法院
1303,2020-03-23,中小企业快速贷款新渠道 UCloud优刻得携手上海银行推出“云量贷”,凤凰网
1304,2020-03-20,上海银行(601229.SH)拟给予尚诚消费金融公司60亿元授信额度,格隆汇
1305,2020-03-20,【中信建投银行杨荣】杭州银行（600926）深度：《存量风险出清，零售优势巩固》,eResearch杨荣团队
1306,2020-03-20,【中信建投银行杨荣】4月社融简评：《信贷在修复，扩表将持续》,eResearch杨荣团队
1307,2020-03-20,【中信建投银行杨荣】银行业周报212期：《银行如何参与REITS？》,eResearch杨荣团队
1308,2020-03-20,【中信建投银行杨荣】《为零售插上“互联网”翅膀 ——规范与助力互联网贷款》,eResearch杨荣团队
1309,2020-03-19,现金交割机制进一步优化，报价机制正式启动,Wind
1310,2020-03-19,银行消费贷主打线上，部分国有大行产品年利率低至“4打头”,Wind
1311,2020-03-18,近400家上市公司重要股东已出手，斥资182亿元增持,Wind
1312,2020-03-17,国开行3月23日拟开展国开债做市支持操作,Wind
1313,2020-03-16,泛海控股：新增3笔对外担保 大额借贷担保,Wind
1314,2020-03-16,再现稳股价方案，银行股估值是否已见底？,Wind
1315,2020-03-14,上海推“大数据+担保+银行”信贷模式，助中小企业复工复产,澎湃新闻
1316,2020-03-13,不用抵押，这家上海小企业凭什么3天就能从银行贷到400万,上观
1317,2020-03-13,价值低估!A股这份“抗跌”名单请收好,Wind
1318,2020-03-13,详解24家上市银行资产质量：19家不良率同比下降，2家高于2%,Wind
1319,2020-03-12,江苏银行：营收净利增速差距大,证券市场周刊
1320,2020-03-06,债券重大事件2020年3月6日星期五,Wind
1321,2020-03-06,"送达裁判文书——上海恒通能源开发有限公司,上海星明国际贸易有限公司 诉讼纠纷",上海高级人民法院
1322,2020-03-04,17家上海地区银行承诺进一步提高小微企业首贷比率,Wind
1323,2020-03-03,央行上海总部：落实好疫情防控专项再贷款和支农、支小再贷款再贴现专用额度政策,Wind
1324,2020-02-29,多家银行公告：明日起受理存量浮动利率个人贷款的定价基准转换业务,Wind
1325,2020-02-28,"送达裁判文书——上海彧昊实业有限公司,上海星明国际贸易有限公司 诉讼纠纷",上海高级人民法院
1326,2020-02-27,13家城商行消费贷解析：分化较大、瓶颈显著,金融界
1327,2020-02-26,春节后转债发行节奏放缓,Wind
1328,2020-02-24,A股共发生97宗大宗交易成交38.5亿元（2月24日）,Wind
1329,2020-02-24,上海银行今日大宗交易成交8292.49万股，成交价9.76元溢价11.04%,Wind
1330,2020-02-22,疫情还未过去！呼吁老年人减少到银行聚集，养老金存着可生利息,第一财经
1331,2020-02-20,长三角19家城商行助力“中小微”复工复产 多家银行推出“复工贷”等专项服务,华夏时报
1332,2020-02-20,98股主力资金净流入超亿元,证券时报网
1333,2020-02-19,"送达诉状副本及开庭传票——上海轻宇实业有限公司,上海星明国际贸易有限公司 诉讼纠纷",上海高级人民法院
1334,2020-02-16,上海银行：公司职工代表监事变更 董监高成员变化,Wind
1335,2020-02-10,复工首日又逢养老金发放，上海银行网点客流反减六成,和讯
1336,2020-02-10,21家上市银行日均赚10亿 近九成不良率出现下降,中投网
1337,2020-02-10,浙江银行业保险业建立疫情防控期间惠企政策清单,Wind
1338,2020-02-09,上海银行发布支持抗疫20条落实举措,证券时报
1339,2020-02-09,助力企业纾困 上海银行发布“抗疫20条”,上证报
1340,2020-02-02,上海银行(601229.SH)捐赠2000万元支持疫情防控工作,格隆汇
1341,2020-02-01,防控企业最快1天获贷 银行开辟审核绿色通道,时代周报
1342,2020-01-31,上海银行助力防疫：3家物资生产企业2天拿到贷款,新浪
1343,2020-01-29,上海银行一个半小时完成海外汇款 解燃眉之急,时代周报
1344,2020-01-27,中国最赚钱行业：上市银行净利润依然高速增长 最多超过20%,和讯
1345,2020-01-24,15家上市银行营收净利大丰收 不良有升有降整体稳定,券商中国
1346,2020-01-23,18家银行公布2019年业绩快报：浦发银行净利增速最低、不良率居首,搜狐
1347,2020-01-23,15家上市银行发业绩快报 八成净利两位数增长,证券时报
1348,2020-01-22,15家上市银行公布2019业绩快报：八成净利润两位数增长,国际金融报
1349,2020-01-22,银行行业：LPR应用范围扩大 行业所受影响有限,财富动力网
1350,2020-01-20,交易额突破3万亿领跑业内 上海银行网络金融走出精品发展之路,金融投资报
1351,2020-01-19,城商行业绩显著提升估值望修复,时代周报
1352,2020-01-19,上海银行被举报探因 专家称“本来不用走到这步” 诉讼纠纷,新浪
1353,2020-01-18,举报信之后上海银行三度澄清！大瓜的背后其中到底有什么内幕？ 诉讼纠纷,和讯
1354,2020-01-17,上海银行今年计划发行1800亿元同业存单,和讯
1355,2020-01-17,号外|上海银行举报案背后的神秘90后与3个亿 诉讼纠纷,网易
1356,2020-01-17,2019年业绩陆续披露 多家上市银行实现营收净利双增,中证报
1357,2020-01-16,六家银行披露“喜人”业绩快报 专家称2019年银行业经营超预期,中国网
1358,2020-01-16,从上海银行风波说说城商行投资,腾讯网
1359,2020-01-15,上海银行今日大宗交易成交26万股，成交价9.16元溢价0.0%,Wind
1360,2020-01-15,上海银行杭州分行违法遭罚50万 流动资金贷款挪用入房地产企业 金融监管处罚,中国网
1361,2020-01-15,【银行】601229*上海银行：营收增速有所放缓，不良维持行业低位*增持 盈利能力下降,中银国际证券研究
1362,2020-01-15,上海银行净利增逾12%首超200亿 不良率1.16%,新浪
1363,2020-01-14,【申万宏源金融】上海银行业绩快报点评：业绩增速放缓，资产质量改善 盈利能力下降,大金融研究
1364,2020-01-14,浙江银保监局：对上海银行杭州分行作出行政处罚，罚款50万元 其他违规处罚,Wind
1365,2020-01-14,上海银行南京新街口支行被罚30万：个贷用途管控不严 金融监管处罚,新浪
1366,2020-01-14,上海银行业绩快报：2019年净利202.98亿元，同比增12.55%,国际金融报
1367,2020-01-14,上海银行再澄清：不存在违法违规放贷行为 | 实地探访涉事地产项目,经济网
1368,2020-01-14,上海银行2019年净利润203亿元 同比增长12.55%,证券时报网
1369,2020-01-14,上海银行2019业绩快报：资产质量优化夯实【中泰银行·戴志锋】,传统借贷vs新型金融
1370,2020-01-14,防范信贷风险是银行经营的重中之重,新京报
1371,2020-01-13,上海银行2019年盈利突破200亿 净利同比增13%,21世纪经济报道
1372,2020-01-13,上海银行发布2019年度业绩快报 持续推进高质量发展，精品银行建设成效显著,和讯
1373,2020-01-13,上海银行发布2019年度业绩快报：持续推进高质量发展，精品银行建设成效显著,面包财经
1374,2020-01-13,上海银行突遭“违规放贷”风波 结果究竟会如何？ 金融监管处罚,巨丰财经
1375,2020-01-13,上海银行发2019年业绩快报：净利润增12.55% 不良率1.16%,腾讯网
1376,2020-01-13,上海银行再澄清：不存在违法违规放贷行为 | 实地探访涉事地产项目,中国经济周刊
1377,2020-01-13,快讯|上海银行：2019年归母净利润202.98亿元 同比增长12.55%,财经网
1378,2020-01-13,上海银行业绩快报：2019年净利润202亿 同比增12.55%,新浪
1379,2020-01-13,上海银行(601229.SH)披露业绩快报 2019年净利升12.55%至202.98亿元,格隆汇
1380,2020-01-13,上海银行业绩快报：2019年净利203亿元 同比增13%,e公司
1381,2020-01-13,上海银行：2019年净利润同比增12.55%（快报）,Wind
1382,2020-01-13,上海银行业绩快报：2019年实现净利润202.98亿元，同比增12.55%,Wind
1383,2020-01-13,上海银行最新回应：对宝能集团不存在违规放贷,证券日报
1384,2020-01-13,微沸点今日情绪异动复盘：2020-01-13,21世纪经济报道
1385,2020-01-13,上海银行陷入265亿放贷疑云：违规放贷or处置不良资产？ 其他违规处罚,GPLP犀牛财经
1386,2020-01-13,上海银行(601229.SH)半日收跌2.02%,格隆汇
