,2021-12-31,华联股份：公司暂无重组计划,Wind
1236,2021-03-23,中国铝业：2020年度净利润约7.41亿元，同比下降13.14% 盈利能力下降,每日经济新闻
1237,2021-03-23,中国铝业(601600.SH)：2021年度境内债券发行计划议案获通过,格隆汇
1238,2021-03-23,中国铝业(601600.SH)：董事会同意公司在境外发行总额不超10亿美元债券,格隆汇
1239,2021-03-23,中国铝业：2020年净利7.41亿元 同比降13.14% 盈利能力下降,e公司
1240,2021-03-23,中国铝业(601600.SH)：董事会批准2021年度融资方案 公司开展各类融资业务余额不超936亿元,格隆汇
1241,2021-03-23,中国铝业(601600.SH)：2020年度净利降13.14%至7.41亿元 盈利能力下降,格隆汇
1242,2021-03-23,中国铝业(601600.SH)：2020年度计提应收款项信用减值9.79亿元、长期资产减值4.33亿元 资产异常,格隆汇
1243,2021-03-23,中国铝业：2020年净利润同比减少13.14% 盈利能力下降,Wind
1244,2021-03-23,穆迪：铝价创近五年高位料对中国铝业生产商信用具正面影响,阿斯达克
1245,2021-03-23,【行情】港股铝板块整体跌幅达7.6%，中国宏桥跌近12%，中国铝业跌8%，俄铝跌3.5%,金十数据
1246,2021-03-23,【异动股】中国铝业(02600-HK)跌6.42%,金融界
1247,2021-03-23,快讯：港股有色金属板块下跌 中国宏桥、中国铝业跌6%,新浪
1248,2021-03-23,"【行情】港股有色金属板块持续下挫，中国铝业跌5.6%，中国宏桥跌5.1%，洛阳钼业跌4.1%，赣锋锂业跌3.1%，江西铜业跌2.5%
连续下跌",金十数据
1249,2021-03-22,【异动股】中国铝业(02600-HK)涨3.88%,财华社
1250,2021-03-19,铝业板块普跌，世纪铝业跌4.1%，中国铝业跌3.8%，美国铝业跌1%,新浪
1251,2021-03-19,金属铝概念股走势分化，闽发铝业、怡球资源、顺博合金、豪美新材等涨停,Wind
1252,2021-03-19,【异动股】中国铝业(02600-HK)跌3.96%,财华社
1253,2021-03-19,这一碳中和细分领域获机构看好 相关标的获推荐,第一财经
1254,2021-03-18,热门中概股多数下跌，拼多多跌逾4%,Wind
1255,2021-03-17,中国短期融资券及中期票据信用分析周报,新浪
1256,2021-03-17,【异动股】中国铝业(02600-HK)跌3.71%,财华社
1257,2021-03-17,有色板块向下，中国铝业、紫金矿业跌超2%,Wind
1258,2021-03-17,有色金属行业-电解铝：“碳中和”背景下的供需再平衡,广发证券
1259,2021-03-17,【行情】港股稀土概念股普跌，中国稀土、中国铝业跌超3%，金风科技跌2.4%,金十数据
1260,2021-03-17,掘金龙虎榜 31股近期获机构净买入,证券之星
1261,2021-03-16,中国铝业(601600.SH)：认购云铝股份的认购额为2亿-3.2亿元,格隆汇
1262,2021-03-16,瑞信：维持中国铝业(2600.HK)跑赢大市评级 目标价上调至5港元,格隆汇
1263,2021-03-16,【异动股】中国铝业(02600-HK)跌3.12%,财华社
1264,2021-03-16,瑞信：维持中国铝业(02600)“跑赢大市”评级 目标价上调25%至5港元,智通财经
1265,2021-03-16,中国铝业涨2.43%，创年度新高,中新经纬
1266,2021-03-16,机构近期抢筹这33股可关注（附名单）,证券之星
1267,2021-03-15,中国铝业(02600)：每手“20中铝02”将派息30.5元,智通财经
1268,2021-03-15,中国铝业(02600.HK)“20中铝02”将于3月20日付息,格隆汇
1269,2021-03-15,高盛：大幅上调中国宏桥(01378)及中国铝业(02600)目标价 评级均予“买入”,智通财经
1270,2021-03-15,高盛：升中铝(2600.HK)评级至“买入”上调中国宏桥(1378.HK)目标价至15港元,格隆汇
1271,2021-03-15,【异动股】中国铝业(02600-HK)涨7.73%,财华社
1272,2021-03-15,电解铝板块发力，焦作万方三连板,Wind
1273,2021-03-15,港股异动 | 中国铝业(02600)涨超8%领涨铝业股 内蒙停批电解铝新增产能,智通财经
1274,2021-03-15,【行情】港股钢铁金属板块涨幅居前，重庆钢铁涨1.5%，鞍钢股份涨4.15%，中国铝业涨近5%，马鞍山钢铁股份涨3.6%,金十数据
1275,2021-03-15,龙虎榜揭秘 近五日机构最青睐37股,证券之星
1276,2021-03-15,A股融资融券日报：两融余额减少27.42亿元（3月12日）,Wind
1277,2021-03-12,美股盘前：2月PPI环比升0.5%，同比升2.8%,Wind
1278,2021-03-12,港股异动 | 有色金属板块尾盘下挫 紫金矿业(02899)跌超7% 中国铝业(02600)跌超5%,智通财经
1279,2021-03-12,【异动股】中国铝业(02600-HK)跌3.08%,金融界
1280,2021-03-12,有色铝板块热度不减，焦作万方、顺博合金、怡球资源涨停,Wind
1281,2021-03-12,【行情】港股有色板块走弱，新疆新鑫矿业跌逾3%，中国稀土、中国铝业，江西铜业股份跟跌,金十数据
1282,2021-03-12,A股早报2021年3月12日星期五,Wind
1283,2021-03-12,每日理财观察：三大百亿基金大幅放宽限购,Wind
1284,2021-03-12,港股盘前必读：小米集团将按最高总额100亿港元于公开市场购回股份,Wind
1285,2021-03-11,热门中概股多数上涨，中国铝业涨逾10%,Wind
1286,2021-03-11,碳交易板块掀涨停潮，A股相关龙头企业迎机遇,第一财经
1287,2021-03-11,金融街下午茶2021年3月11日星期四,Wind
1288,2021-03-11,涨停板解密：有色股火爆掀涨停潮！（3月11日）,Wind
1289,2021-03-11,中国铝业(02600.HK)3月23日董事会审议及批准年度业绩,格隆汇
1290,2021-03-11,港股有色金属股涨幅扩大中国铝业、五矿资源均涨超11%,格隆汇
1291,2021-03-11,【行情】港股有色板块尾盘拉升，中国铝业涨超12%，新疆新鑫矿业、五矿资源、中国稀土跟涨,金十数据
1292,2021-03-11,A股收盘综述：上证指数劲升2.36%，机构抱团股持续复苏、周期股爆发,Wind
1293,2021-03-11,有色股集体反弹 紫金矿业A股涨停H股大涨超10%,新浪
1294,2021-03-11,板块异动丨有色金属板块午后走强，中国铝业涨超9%,金融界
1295,2021-03-11,港股异动 | 中国铝业(02600)午后涨超10%领涨铝业股 电解铝或优先纳入碳交易市场,智通财经
1296,2021-03-11,有色股上演大爆发中国铝业涨近10% 机构：周期行情尚未走完,新浪
1297,2021-03-11,中国铝业、江西铜业、华菱钢铁均涨停，顺周期指数现升3.5%,Wind
1298,2021-03-11,【行情】港股有色金属板块午后走强，中国铝业涨超10%，五矿资源涨8.5%，紫金矿业涨7%，江西铜业涨6.5%，山东黄金、赣锋锂业涨超5%,金十数据
1299,2021-03-11,中国铝业、江西铜业冲击涨停，基本金属板块二度拉升,Wind
1300,2021-03-11,超级催化剂：凶猛提价30%，这一行业彻底火了,Wind
1301,2021-03-11,有色板块卷土重来，主力资金大幅流入，反弹能否延续？,第一财经
1302,2021-03-11,A股午盘综述：上证指数涨1.78%，茅台、宁德时代、隆基股份涨超4%,Wind
1303,2021-03-11,异动直击|有色板块再度活跃，五矿资源涨6%，中国铝业涨近5%,富途证券
1304,2021-03-11,有色金属板块再度走高 五矿资源及中国铝业均涨逾7%,新浪
1305,2021-03-11,【异动股】中国铝业(02600-HK)涨5.88%,财华社
1306,2021-03-11,中国铝业大涨5.54%，换手率0.70%,中新经纬
1307,2021-03-11,券商晨会精华：控制仓位，防御为主，耐心等待右侧机会,云掌财经
1308,2021-03-11,港股原材料板块盘初走强 五矿资源领涨,中证网
1309,2021-03-11,当前压制指数的负面因素并未消失 耐心等待右侧机会,财联社
1310,2021-03-10,美银证券：上调铝、铜价预测，看好中国铝业、紫金矿业H股,格隆汇
1311,2021-03-10,【异动股】中国铝业(02600-HK)涨3.3%,财华社
1312,2021-03-09,高盛：上调中国宏桥(01378)目标价至15港元 并升中国铝业(02600)评级至“买入”,智通财经
1313,2021-03-09,大行评级|高盛：上调期铝价格看好中国宏桥、中国铝业H股,格隆汇
1314,2021-03-09,港股异动 | 中国铝业(02600)涨超8%领涨铝业股 中信预计未来一年铝价高点突破2万元/吨,智通财经
1315,2021-03-09,【异动股】中国铝业(02600-HK)涨4.82%,财华社
1316,2021-03-08,BlackRock Inc.减持中国铝业股份约1842.86万股 减持股份,每日经济新闻
1317,2021-03-08,【异动股】中国铝业(02600-HK)涨3.07%,财华社
1318,2021-03-08,有色板块反弹，中国宏桥涨超10%,Wind
1319,2021-03-05,美股盘前：美国2月非农数据远超预期，金融市场巨震,Wind
1320,2021-03-05,【异动股】中国铝业(02600-HK)跌7.63%,财华社
1321,2021-03-05,比亚迪、紫金矿业、北方稀土、中远海控、中国铝业均低开超5%,Wind
1322,2021-03-04,美股盘前：美股期指走低，百度获得香港二次上市批准,Wind
1323,2021-03-04,纳指又崩盘，拜登迎上任后最大考验,Wind
1324,2021-03-04,港股盘前必读：汽车之家拟港股IPO最多募资9.84亿美元,Wind
1325,2021-03-03,美股盘前：2月ADP就业人数不及预期,Wind
1326,2021-03-03,恒生指数收涨2.7% 中国稀土涨33%,证券时报
1327,2021-03-03,"贝莱德斥近5,000万元增持中国铝业",长江有色
1328,2021-03-03,贝莱德增持中国铝业(02600)1221.332万股，每股作价4.0325港元,智通财经
1329,2021-03-03,快讯：稀土概念大涨 中国稀土大涨近31%中国铝业涨近13%,新浪
1330,2021-03-03,A股收盘综述：上证指数单边上扬1.95%，周期、金融板块爆发,Wind
1331,2021-03-03,港股异动 | 有色金属板块重获资金追捧 中国铝业(02600)涨10% 紫金矿业(02899)涨7%,智通财经
1332,2021-03-03,【行情】港股钢铁金属板块涨幅扩大，重庆钢铁涨超13%，鞍钢股份涨12.6%，中国铝业涨10.5%，马鞍山钢铁股份涨10.2%,金十数据
1333,2021-03-03,香港恒生指数午盘涨1.69%，周期、博彩股走强,Wind
1334,2021-03-03,【异动股】中国铝业(02600-HK)涨10.47%,财华社
1335,2021-03-03,【行情】港股有色板块盘中拉升，中国铝业涨幅扩大至10%，中国宏桥涨6.9%，江西铜业涨3.8%，紫金矿业、洛阳钼业涨3.4%，赣锋锂业涨2%,金十数据
1336,2021-03-03,港股异动 | 中国铝业(02600)涨超10% 铝价强势反弹 获贝莱德增持涉资约4925万,智通财经
1337,2021-03-03,钢铁金属板块走强 重庆钢铁股份涨近12%中国铝业涨超7%,新浪
1338,2021-03-02,【权益变动】中国铝业(02600-HK)获贝莱德增持1221.332万股,财华社
1339,2021-03-02,BlackRock Inc.增持中国铝业股份约1221.33万股,每日经济新闻
1340,2021-03-02,A股收盘综述：上证指数下滑1.21%守住3500，资金流入碳中和概念股,Wind
1341,2021-03-02,【异动股】中国铝业(02600-HK)跌3.15%,财华社
1342,2021-03-02,中国铝业跌超5%，南山铝业、天山铝业、神火股份、怡球资源等纷纷下挫,Wind
1343,2021-03-01,【异动股】中国铝业(02600-HK)跌5.36%,财华社
1344,2021-02-27,产能压减预期“引爆”铝价背后：沪铝主力合约登近10年高位，电解铝吨利润能否站稳4000元？,每日经济新闻
1345,2021-02-26,中国铝业(02600)：每手“20中铝01”3月5日起付息33元,智通财经
1346,2021-02-26,中国铝业(02600.HK)：2020年公开发行公司债券(第一期)将于3月5日付息,格隆汇
1347,2021-02-26,【异动股】中国铝业(02600-HK)跌6.52%,财华社
1348,2021-02-26,港股异动 | 有色金属板块全线重挫 五矿资源(01208)跌近10% 中国铝业(02600)跌7% 连续下跌,智通财经
1349,2021-02-26,"【行情】有色板块大幅低开，园城黄金、章源钨业、锡业股份、云铝股份跌停，洛阳钼业、天色铝业、中国铝业、神火股份等集体重挫
连续下跌",金十数据
1350,2021-02-26,五日龙虎榜追踪 机构抢筹这82股,证券之星
1351,2021-02-26,港股盘前必读：我国首设国家乡村振兴局，香港8月1日起上调股票印花税,Wind
1352,2021-02-26,每日理财观察：基金经理为大跌做防御，桥水高盛大举加仓阿里,Wind
1353,2021-02-25,美股异动 | 中国铝业(ACH.US)涨超12%，沪铝创近十年新高,智通财经
1354,2021-02-25,美股盘前：上周初请失业金人数大幅下降,Wind
1355,2021-02-25,金融街下午茶2021年2月25日星期四,Wind
1356,2021-02-25,中国铝业升幅扩大至两成，高见4.28港元,Wind
1357,2021-02-25,A股收盘综述：上证指数涨0.59%未能收复3600，地产股大涨,Wind
1358,2021-02-25,香港恒生指数午盘涨2.15%报30356.40点，内房股、资源股大涨,Wind
1359,2021-02-25,港股异动 | 中国铝业(02600)涨超12%领涨铝业股 内蒙控制电解铝产能 沪铝创近十年新高,智通财经
1360,2021-02-25,【异动股】中国铝业(02600-HK)涨9.6%,财华社
1361,2021-02-25,有色铝追随期市大涨，云铝股份回封涨停,Wind
1362,2021-02-25,勇往直前再创佳绩——中国铝业贵州分公司矿业公司2020年自采矿突破200万吨纪实,中国有色
1363,2021-02-24,热门中概股多数下跌，中国铝业跌逾8%,Wind
1364,2021-02-24,【异动股】中国铝业(02600-HK)跌5.43%,财华社
1365,2021-02-24,麦格理：市场准备迎商品“超级周期” 中国铝业(02600)、洛阳钼业(03993)等上行空间大,智通财经
1366,2021-02-23,【异动股】中国铝业(02600-HK)涨3.09%,财华社
1367,2021-02-23,机构五日抢筹49股 主力资金大量流入,证券之星
1368,2021-02-23,每日理财观察：新基金发行就进入“爆款”模式,Wind
1369,2021-02-23,港股盘前必读：1月腾讯《王者荣耀》蝉联全球手游畅销榜榜首,Wind
1370,2021-02-23,中信建投：需求上升库存下降，顺周期配置铜铝,Wind
1371,2021-02-23,中小市值股狂欢潮：顺周期板块领涨，千份业绩预告揭示反弹方向,Wind
1372,2021-02-22,中国铝业(601600.SH)近期A股股价涨幅较大 不存在未披露的重大信息,格隆汇
1373,2021-02-22,中国铝业(02600)A股股价异常波动 不存在未披露重大信息,智通财经
1374,2021-02-22,交易异动！中国铝业：近3个交易日上涨21.45%，无未披露的重大信息,每日经济新闻
1375,2021-02-22,中国铝业A股近三日大涨超21%，期内沪股通买入5.43亿元并卖出2.6亿元,Wind
1376,2021-02-22,香港恒生指数午盘涨0.46%报30785.57点，资源股大涨,Wind
1377,2021-02-22,【异动股】中国铝业(02600-HK)涨8.01%,财华社
1378,2021-02-20,北向资金大调仓！加仓三大“中”字头，减仓半导体,中证报
1379,2021-02-19,【异动股】中国铝业(02600-HK)涨3.02%,财华社
1380,2021-02-19,A股早报2021年2月19日星期五,Wind
1381,2021-02-19,基本金属及加工行业：基本金属牛市开启 有望持续,新浪
1382,2021-02-18,涨停板解密：三大板块现涨停潮！（2月18日）,Wind
1383,2021-02-18,华泰证券：上调中国铝业H股评级至“买入”,第一财经
1384,2021-02-18,华泰证券：上调中国铝业(02600)评级至“买入” 目标价调高65%至3.4港元,智通财经
1385,2021-02-18,【A股收盘综述】牛年首个交易日，沪深两市分化,Wind
1386,2021-02-18,【异动股】中国铝业(02600-HK)涨3.38%,财华社
1387,2021-02-17,【异动股】中国铝业(02600-HK)涨3.57%,财华社
1388,2021-02-16,牛气冲天！港股大涨500点，三桶油暴涨8%！史上最强春节档，今年票房破100亿，影视股涨疯了！,中国基金报
1389,2021-02-16,【行情】港股有色金属板块表现强劲，赣锋锂业涨10.5%，紫金矿业涨17.2%，洛阳钼业涨9.1%，中国铝业涨8%，江西铜业涨7.8%,金十数据
1390,2021-02-16,【异动股】中国铝业(02600-HK)涨8.39%,财华社
1391,2021-02-08,赢在轮证 | 快手力守300港元，中国铝业认购证暴涨220%,金融界
1392,2021-02-08,【异动股】中国铝业(02600-HK)涨7.57%,财华社
1393,2021-02-08,有色金属行业投资策略周报：铜铝宏微观共振 稀土钴锂价格上涨,广发证券
1394,2021-02-08,英国智库：中国铝业必须关闭低效煤电，以实现气候目标,长江有色
1395,2021-02-08,有色金属行业：锂钴价格继续上涨 电解铝价格反弹,新浪
1396,2021-02-05,中证恒生沪港通AH股精明指数半年检：加入青岛啤酒等，剔除中国铝业等,智通财经
1397,2021-02-05,中证恒生沪港通AH股精明指数半年度指数检讨结果,Wind
1398,2021-02-04,BlackRock Inc.减持中国铝业股份约1097.71万股 减持股份,每日经济新闻
1399,2021-02-04,国资委组织召开企业数字化发展调研座谈会,Wind
1400,2021-02-03,八大券商主题策略：“从量变到质变”的稀土！基金大幅增持有色 重点加仓这些标的,中金在线
1401,2021-02-03,有色铝崛起，明泰铝业、南山铝业先后封板,Wind
1402,2021-02-03,中国铝业：公司未直接从事稀土的生产与销售,Wind
1403,2021-01-22,【异动股】中国铝业(02600-HK)跌5.71%,财华社
1404,2021-01-21,热门中概股多数下跌，一起教育科技跌8%,Wind
1405,2021-01-21,云铝股份(000807)：定增助力低成本产能扩张,新浪
1406,2021-01-21,【异动股】中国铝业(02600-HK)涨4.53%,财华社
1407,2021-01-19,热门中概股多数上涨，富途控股涨15.5%,Wind
1408,2021-01-19,【异动股】中国铝业(02600-HK)跌3.4%,财华社
1409,2021-01-19,新科环保在中国铝业行业中再创佳绩,北极星电力
1410,2021-01-18,中国铝业(02600.HK)“19中铝01”将于1月25日付息,格隆汇
1411,2021-01-11,热门中概股多数下跌，亿邦通信跌14.4%,Wind
1412,2021-01-11,有色金属行业更新：钴锂依旧向好 固态曙光初现,新浪
1413,2021-01-11,【异动股】中国铝业(02600-HK)跌5.94%,财华社
1414,2021-01-08,铝行业一周要闻回顾（1.04-1.08）,世铝网
1415,2021-01-08,中国铝业、中国宏桥上榜“中国上市企业市值500强”榜单,中国有色
1416,2021-01-07,解盘：超百亿资金流入，有色、水产、光伏、煤炭领涨,Wind
1417,2021-01-07,【异动股】中国铝业(02600-HK)涨9.57%,财华社
1418,2021-01-07,有色股涨幅进一步扩大，寒锐钴业涨逾11%,Wind
1419,2021-01-06,中国铝业：目前公司无铁矿石业务,Wind
1420,2021-01-04,有色金属行业更新：锂钴全线上涨,新浪
1421,2021-01-04,【异动股】中国铝业(02600-HK)涨4.74%,财华社
1422,2020-12-31,周幺成:EIA原油利好 黄金走势慢涨格局收官分析,新浪
1423,2020-12-31,消息称京东7FRESH换帅 郑锋将担任新负责人,电商报
1424,2020-12-30,国内首条利用水泥熟料工艺技术处理赤泥的新型干法生产线点火！,中国水泥网
1425,2020-12-28,“峰回路转”——国内经济复苏带动有色金属反弹,每日经济新闻
1426,2020-12-23,中国铝业(601600.SH)拟斥3.2亿元参购云铝股份非公开发行A股股票,智通财经
1427,2020-12-23,中国铝业(02600-HK)拟不超3.2亿元认购云铝股份非公开发行A股股份,财华社
1428,2020-12-23,中国铝业(02600)拟认购不超过3.2亿元云铝股份非公开发行A股股份,智通财经
1429,2020-12-23,中国铝业(02600.HK)拟参与认购不超3.2亿元云铝股份非公开发行A股股票,格隆汇
1430,2020-12-23,中国铝业(601600.SH)：拟斥不超3.2亿元参与云铝定增项目,格隆汇
1431,2020-12-23,中国铝业：拟3.2亿元参与认购云铝股份定增股票,e公司
1432,2020-12-22,【异动股】中国铝业(02600-HK)跌6.38%,财华社
1433,2020-12-21,中国铝业：计划于2021年1月20日赎回“16中铝业MTN001”,Wind
1434,2020-12-17,美股异动 | 美股铝板块涨幅居前，中国铝业(ACH.US)涨超9%,智通财经
1435,2020-12-17,主题驱动股票池：电力紧张之下，两主线关注受益股！,新浪
1436,2020-12-17,恒指收涨0.82%，医药、科技股强势上涨,Wind
1437,2020-12-17,铜铝板块午后再度走强 中国铝业及江西铜业均涨逾6%,新浪
1438,2020-12-17,【异动股】中国铝业(02600-HK)涨7.49%,财华社
1439,2020-12-17,港股异动 | 铜铝板块午后再度走强 中国铝业(02600)、江西铜业股份(00358)均涨逾6%,智通财经
1440,2020-12-17,阿拉丁能源战略投资中国铝业旗下上市公司银星能源,证券时报
1441,2020-12-14,临朐打造总投资16亿元的铝家居产业社区,大众日报
1442,2020-12-11,中国铝业急升近6% 麦格里升其目标价88.9%至3.4港元,新浪
1443,2020-12-11,港股异动︱中国铝业(02600)急升逾5% 麦格里上调其目标价88.9%至3.4港元,智通财经
1444,2020-12-09,有色金属2021年投资策略报告：配置顺周期 布局新能源,新浪
1445,2020-12-09,分歧加剧！北上资金连续六周加仓，公募仓位降至年内低位,Wind
1446,2020-12-09,中信建投2021年有色金属行业投资策略：配置顺周期，布局新能源,Wind
1447,2020-12-07,通货膨胀推高资产价格，今后中国最好的资产是优秀公司的股权,搜狐
1448,2020-12-07,麦格理：上调中国铝业(02600)目标价88.9%至3.4港元 预计明年上半年铝价将保持强劲,智通财经
1449,2020-12-07,券商晨会观点速递,第一财经
1450,2020-12-04,港股盘前必读：中国恒大连续两日共耗资约13亿港元增持恒大汽车,Wind
1451,2020-12-03,金融街下午茶2020年12月3日星期四,Wind
1452,2020-12-03,恒指缩量收涨0.74%，小米集团涨超4%,Wind
1453,2020-12-03,铝业股走弱 中国铝业午后跌逾5%,新浪
1454,2020-12-03,港股异动 | 中国铝业(02600)午后挫逾5%领跌铝业股 沪铝期货主力合约尾盘跌超3%,智通财经
1455,2020-12-03,【异动股】中国铝业(02600-HK)跌3.01%,财华社
1456,2020-12-03,铝价逼近1.7万元，电解铝高利润有望延续,Wind
1457,2020-12-02,外媒：中国的铝产业可能会给投资者带来更多好处,长江有色
1458,2020-12-02,金属板块走强，中国铝业涨超5%,Wind
1459,2020-12-02,【有色金属*杨件】深度：电解铝：原料低廉，需求回暖，高盈利具备持续性,东吴研究所
1460,2020-12-01,【异动股】中国铝业(02600-HK)跌3.27%,财华社
1461,2020-12-01,港股盘前必读：美团第三季度净利润63.2亿元同比增374.1%,Wind
1462,2020-12-01,恒指11月累涨超9%,财富动力网
1463,2020-11-30,中国铝业：2019年公司铝土矿自采矿比例约为40%,中国铝业
1464,2020-11-30,收评：恒指跌2.06%本月累涨超9% 中海油跌14%美团跌7%,新浪
1465,2020-11-30,有色金属行业更新：继续看好顺周期品种 看多锂价,新浪
1466,2020-11-30,[互动]中国铝业：在雨季几内亚矿石出口会受到一定影响,全景网
1467,2020-11-30,港股异动：中国铝业港股涨超7%，电解铝价格创近3年新高,英为财情
1468,2020-11-30,午评：港股恒指跌0.5% 内银股、B类医药股上涨石油股走低,新浪
1469,2020-11-30,【港股通】获摩根士丹利升评级至增持 中国铝业AH股齐涨,凤凰网
1470,2020-11-30,中国铝业获大摩上调至超配评级 现涨近8%,新浪
1471,2020-11-30,港股异动丨中国铝业大涨超7%，创52周新高，获大摩上调评级,金融界
1472,2020-11-30,快讯：中国铝业大涨超8% 此前获大摩上调评级至超配,新浪
1473,2020-11-30,港股异动 | 电解铝价格创近三年新高 中国铝业(02600)获大摩上调至超配 现涨逾7%,智通财经
1474,2020-11-30,【异动股】中国铝业(02600-HK)涨7.39%,财华社
1475,2020-11-27,有色金属2021年展望：海外补库驱动顺周期逻辑 有色金属多点开花,新浪
1476,2020-11-26,利润翻倍、深V行情、创3年新高：铝业景气度飙升 概念股已起飞,上证报
1477,2020-11-26,铝行业格局悄然巨变 利润创五年之最,长江有色
1478,2020-11-25,东哥：二次集采吓崩医疗医药，周期股主动调整等待二次转机,新浪
1479,2020-11-25,【异动股】中国铝业(02600-HK)涨3.2%,财华社
1480,2020-11-25,融资客青睐13股，东诚药业买入占比高达50.38%,Wind
1481,2020-11-25,港股盘前必读：NYMEX原油期货创八个多月以来新高，道指首次站上30000点关口,Wind
1482,2020-11-24,东哥：龙头被杀不影响先锋军继续冲锋，继续持股待涨！,新浪
1483,2020-11-24,【港股通】获美银上调目标价至3元 中国铝业升7.39%,凤凰网
1484,2020-11-24,从跌破成本到盈利可观，高需求低库存助推电解铝价格持续上涨,澎湃新闻
1485,2020-11-24,美银证券：上调紫金目标价至9港元，升江铜及中铝评级至买入,Wind
1486,2020-11-24,中国铝业涨近9% 美银证券上调其目标价42%至3港元,新浪
1487,2020-11-24,港股异动 | 中国铝业(02600)涨超8% 美银证券上调明年铝价预测14% 上调中铝目标价42%,智通财经
1488,2020-11-24,解盘：资金继续流入，锂矿、IGBT、半导体、充电桩领涨,Wind
1489,2020-11-24,【异动股】中国铝业(02600-HK)涨7%,财华社
1490,2020-11-24,【行情】有色板块再度走高，怡球资源涨停，天齐锂业大涨8%，北方稀土、中国铝业、五矿稀土小幅跟涨,金十数据
1491,2020-11-24,电解铝价狂飙7个月，企业大喊给力！股价业绩还要齐飞多久？上下游分利不均已埋隐患,每日经济新闻
1492,2020-11-24,港股盘前必读：京东健康将于周三招股，疫苗利好消息频传推高美股,Wind
1493,2020-11-24,每日理财观察：银保监会发布《保险代理人监管规定》,Wind
1494,2020-11-24,【东吴七点半】顺周期集体爆发 沪指重返3400点,东吴财经通
1495,2020-11-23,金融街下午茶2020年11月23日星期一,Wind
1496,2020-11-23,A股收盘综述：上证指数涨逾1%收复3400点，资源股爆发,Wind
1497,2020-11-23,周期股集体爆发：煤飞色舞行情上演 中国铝业大涨12%,新浪
1498,2020-11-23,A股重回3400点！周期股大爆发，外资扫货30亿,中国基金报
1499,2020-11-23,A股午盘综述：上证指数涨0.86%重回3400点，资源股爆发,Wind
1500,2020-11-23,有色板块大幅拉升 中金岭南中国铝业等涨停,证券时报网
1501,2020-11-23,有色、煤炭股强势拉升，中金岭南、中国铝业、西山煤电均涨停,Wind
1502,2020-11-23,有色股涨幅扩大 中国铝业等多股涨停,e公司
1503,2020-11-23,有色金属板块个股涨幅持续扩大，中国铝业涨逾11%,Wind
1504,2020-11-23,有色金属板块走强 中国铝业H股涨幅扩大至11%,e公司
1505,2020-11-23,【异动股】中国铝业(02600-HK)涨9.69%,财华社
1506,2020-11-23,有色金属板块个股涨幅扩大，中国铝业涨近9%,Wind
1507,2020-11-23,港股异动 | 铜铝板块均走强 中国铝业(02600)涨逾8% 中信称铜铝价格强势周期有望持续半年以上,智通财经
1508,2020-11-23,中信建投：铜铝价格有望继续上涨,Wind
1509,2020-11-18,中国铝业大涨5.07%，振幅5.07%,中新经纬
1510,2020-11-16,【方正有色|年度策略】疫后经济复苏曙光渐显，板块战略配置价值已现,--
1511,2020-11-12,中国铝业(02600.HK)拟调整公司本部部门机构设置,格隆汇
1512,2020-11-11,中国短期融资券及中期票据信用分析周报,新浪
1513,2020-11-09,中国铝业(02600)：每手“18中铝04”将于11月16日派息45元,智通财经
1514,2020-11-09,中国铝业(02600)：每手“18中铝03”将于11月16日派息41.9元,智通财经
1515,2020-11-09,中国铝业(02600.HK)“18中铝03”将于11月16日付息,格隆汇
1516,2020-11-09,【异动股】中国铝业(02600-HK)涨8.74%,财华社
1517,2020-11-09,有色板块拉涨，金属价格全面反弹，行业有望获基金增持,第一财经
1518,2020-11-09,有色金属板块持续走强，西部矿业、天齐锂业涨停,Wind
1519,2020-11-04,我国五大铜矿公司，你更看好谁？,长江有色
1520,2020-11-03,中国铝业(02600.HK)：山东华宇13.5万吨电解铝产能指标拍卖成功 拍卖价5.39亿元,格隆汇
1521,2020-11-03,中国铝业(02600)：云铝股份5.39亿元成功竞买山东华宇13.5万吨电解铝产能指标,智通财经
1522,2020-11-03,中国铝业(601600.SH)：云铝股份成功竞买山东华宇13.5万吨电解铝产能指标,格隆汇
1523,2020-11-03,降成本有效对冲价格减利 中国铝业三季度净利润同比大增,经济日报
1524,2020-11-03,高铝价让铝企普遍盈利，有企业同比增长1157%,长江有色
1525,2020-11-03,港股异动 | 中国铝业(2600.HK)涨逾4% 券商看高公司股价至2.18港元,格隆汇
1526,2020-10-30,中国铝业：前三财季盈利4亿人民币，同比减少44.11%,Wind
1527,2020-10-30,铝行业一周要闻回顾（10.26-10.30）,世铝网
1528,2020-10-29,中国铝业(601600)：成本控制提振业绩 盈利能力持续上升,新浪
1529,2020-10-29,美银证券：升中国铝业(2600.HK)目标价至2.1港元评级“中性”,格隆汇
1530,2020-10-29,A股市场破净股一览（10月29日）,Wind
1531,2020-10-29,美银证券：中国铝业目标价升至2.1港元 维持中性评级,新浪
1532,2020-10-29,美银证券：铝产品售价高企 升中国铝业（02600）目标价至2.1元,智通财经
1533,2020-10-29,中国铝业前三季度原铝产量276万吨 同比减少2.82%,上海有色
1534,2020-10-29,中国铝业三季度净利润同比增1.46倍 新产能投放提升盈利能力,上海有色
1535,2020-10-29,有色金属早班车.10.29,世铝网
1536,2020-10-28,【财报智读】中国铝业：第三季度归母净利润4.16亿元，同比增长300.57%,面包财经
