,2021-12-21,华峰化学：目前公司聚氨酯原液产销平衡,Wind
588,2020-10-16,华峰氨纶(002064)深度报告之二：三大业务核心竞争力解析,新浪
589,2020-10-15,化学纤维行业：旺季内外需改善 叠加订单转移催化 关注化纤板块底部向上机会,新浪
590,2020-10-14,化工行业：需求回暖带动化工品价格反弹 3Q20行业盈利有望环比改善,新浪
591,2020-10-12,【兴证化工】周观点：MDI价格涨势延续，玻纤、粘胶短纤、涤纶长丝价格走高，尿素、乙二醇等煤化工产品涨价（10月12日）,兴证化工
592,2020-10-11,化工周报：MDI产业链继续领涨市场 龙蟒佰利上调钛白粉价格,新浪
593,2020-10-08,2020三季度化工经营前瞻：曙光已出现 聚氨酯链抢眼,新浪
594,2020-09-28,化工行业周报：可选消费品中 缘何纺服原料化纤旺季未旺？,新浪
595,2020-09-27,基础化工周报：政策加码助推半导体材料发展 万华上调MDI挂牌价,光大证券
596,2020-09-27,基础化工：油价下跌 液氯、环氧丙烷、碳酸二甲酯DMC、三聚氰胺、纯MDI等产品价格上涨,新浪
597,2020-09-27,【兴证化工】周观点：万华化学继续上调10月MDI挂牌价，PO及下游聚醚、DMC延续涨势，钛精矿、DMF涨价（9月28日）,兴证化工
598,2020-09-23,化工行业：PO-聚醚、DMC价格齐创新高 新增推荐瑞联新材,新浪
599,2020-09-21,基础化工行业2020年半年报总结：聚氨酯、钛白粉、化肥等板块至暗时刻或已过去 农药、精细化工逆势增长,新浪
600,2020-09-21,华峰集团投100亿建可降解新材料项目 旗下三家上市公司营收5年增长2.7倍,长江商报
601,2020-09-07,化工周报：旺季来临 纯碱大幅上涨 TDI不可抗力,新浪
602,2020-09-07,化工行业周报：化工中报业绩基本探底 看好后市迎来整体性复苏,新浪
603,2020-09-01,能源行业日报：中海油提高资本支出 关注相关服务企业,新浪
604,2020-08-31,瑞安首富旗下华峰铝业上市：实控人曾大举套现 还卷入1200万内幕交易 减持股份,搜狐
605,2020-08-31,基础化工行业周报：油价上涨 聚合MDI、液氯、PVC糊树脂、纯碱、DMF等产品价格上升,新浪
606,2020-08-28,邓晓峰、王亚伟等私募大佬们最新A股持仓来了！,中国基金报
607,2020-08-25,上海将加强塑料污染治理 五股绝佳布局良机,证券时报
608,2020-08-24,化工行业动态报告：纯碱、草甘膦再提价 DMF创历史新高,新浪
609,2020-08-23,基础化工行业周报：核心布油价格下跌 丙酮、维生素、TDI、纯MDI、ABS等产品价格上涨,新浪
610,2020-08-22,最严“限塑令”落地提速，多家公司布局可降解塑料,Wind
611,2020-08-21,华峰铝业IPO四疑：资金链与供应商成迷局,产业经济新闻网
612,2020-08-19,百亿级私募买什么股票 高毅利伟瞄中化工行业,南方财经网
613,2020-08-18,暗藏机会！淡水泉、高毅、盘京都盯上这一赛道,上证报
614,2020-08-18,二季度高毅资产成持有市值最高的阳光私募，但斌领衔的东方港湾“边喝酒边拿药”,Wind
615,2020-08-14,快抄作业！四大私募巨头最新持仓曝光，A股这些公司被爆买！,格隆汇
616,2020-08-14,成交跌破万亿A股面临变盘？这56只便宜货还没涨,时代财经
617,2020-08-14,头部私募持股曝光！7家机构独门股是同一板块,中证报
618,2020-08-14,淡水泉、高毅等百亿级私募持股曝光,Wind
619,2020-08-12,券商重仓股最新动向：加仓“便宜货”、长线持有绩优股捕获高收益,红周刊
620,2020-08-12,王亚伟等大佬最新持股曝光，9私募持股超47亿,中国基金报
621,2020-08-10,化工周报：化工景气指数提升 涨价+成长增量题材领涨,新浪
622,2020-08-07,华峰氨纶业务拓展至新材料领域，成为未来营收主力,Ofweek
623,2020-08-06,华峰氨纶(002064)：迈向全球的聚氨酯制品龙头,西南证券
624,2020-08-06,国家队调仓路线图抢先看！最牛持仓股涨373%,证券时报网
625,2020-08-05,【上海汇正财经】【个股精评】华峰氨纶/光明乳业/中国人寿,搜狐
626,2020-08-04,半年报揭秘机构动向！社保基金、QFII、私募加仓这些股票,中证报
627,2020-08-04,化工行业8月策略：看好化工核心资产及景气底部有望改善板块,新浪
628,2020-08-04,5家百亿元级私募二季度重仓股现身，布局15只个股持有市值逾20亿元,Wind
629,2020-08-02,百亿级私募持仓曝光！冯柳、邓晓峰、林利军买了这些票,上证报
630,2020-08-02,百亿级私募持仓曝光 冯柳、邓晓峰、林利军买了这些票（名单）,上证报
631,2020-07-31,机构加减仓变动方向：25家公司现国家队身影,21世纪经济报道
632,2020-07-30,华峰氨纶(002064)半年报点评：上半年业绩略超预期 产能提升扩大成本优势,新浪
633,2020-07-30,高毅、高盛、阿布扎比投资局等知名机构二季度投资途径显现,红周刊
634,2020-07-30,券商首次关注3股并给予买入评级（7月30日）,Wind
635,2020-07-30,A股早报2020年7月30日星期四,Wind
636,2020-07-30,开源晨会0730丨贵州茅台：直营如期放量，全年确定性更强；利民股份、华峰氨纶,开源证券研究所
637,2020-07-30,上市公司半年报显示：上半年券商持股14只 新进4只,大众证券报
638,2020-07-29,涨停板解密：医药股又现涨停潮！（7月29日）,Wind
639,2020-07-29,华峰氨纶(002064)：冬寒抱冰 持续强化产业链集成优势,新浪
640,2020-07-29,华峰氨纶(002064)中报点评：业绩符合预期 逆势扩张巩固龙头优势,新浪
641,2020-07-29,刚刚，北上资金紧急抢筹A股！最新国家队重仓股曝光,证券时报网
642,2020-07-29,北上资金紧急抢筹A股！最新国家队重仓股曝光，二季度股价涨幅惊人,证券时报网
643,2020-07-29,上半年狂赚6.65亿，服务耐克、阿迪、李宁的这家温州纺,第一纺织网
644,2020-07-29,上半年狂赚6.65亿，服务耐克、阿迪、李宁的华峰氨纶这么牛？,第一纺织网
645,2020-07-29,财经早报：黄金ETF持仓量屡创新高 下半年财政支出将提速,新浪
646,2020-07-29,股海导航 7月29日沪深股市公告提示,新浪
647,2020-07-28,基础化工：油价上涨 丁二烯、MDI-50、R125、环氧树脂、软泡聚醚等产品价格上涨,新浪
648,2020-07-28,晚间公告热点追踪：司太立仙居厂区停产自查不超3个月,新浪
649,2020-07-28,华峰氨纶：上半年净利润同比减少22.42%,Wind
650,2020-07-28,下滑！华峰氨纶：2020年半年度净利润约6.65亿元，同比下降22.42% 盈利能力下降,每日经济新闻
651,2020-07-28,华峰氨纶：上半年净利润同比下降25% 盈利能力下降,格隆汇
652,2020-07-28,华峰氨纶(002064.SZ)半年度净利润降22.42%至6.65亿元 盈利能力下降,格隆汇
653,2020-07-27,华峰氨纶：氨纶行业供需仍呈现供过于求的状态,证券时报网
654,2020-07-27,[互动]华峰氨纶：氨纶行业供需仍呈现供过于求的状态,全景网
655,2020-07-23,基础化工行业周报：PPI从环比转正趋向同比转正 加配化工正当时,光大证券
656,2020-07-21,A股早报2020年7月21日星期二,Wind
657,2020-07-20,化工周报：至暗时刻已过 需求陆续复苏 强推具备阿尔法龙头标的,新浪
658,2020-07-20,快讯：华峰氨纶涨停 报于6.16元,金融界
659,2020-07-20,涨停板解密：军工、化工两大板块个股现涨停潮！（7月20日）,Wind
660,2020-07-20,化工行业周报：当前化工板块中还有哪些价值洼地？,新浪
661,2020-07-15,实控人陷入内幕交易，多次出现家族式套现：华峰铝业涉嫌“圈钱” 减持股份,云掌财经
662,2020-07-14,华峰氨纶(002064.SZ)：瑞安经开区热电联产项目正式投产,格隆汇
663,2020-07-11,新乡化纤定增5.55亿元 拟引入新战投纾困,中国经营报
664,2020-07-08,176家头部企业谁最强？纺服行业上市公司董秘联盟2020年会公布多项榜单,中国纺织报
665,2020-07-06,周期巡礼之氨纶：面料“味精”稳步增长 成本曲线铸就龙头优势,新浪
666,2020-07-06,基础化工行业周报：关注低估值及较高成长性的二线蓝筹,光大证券
667,2020-07-03,华峰氨纶：重庆氨纶10万吨氨纶项目一期已达产 具备满负荷生产能力,中国证券网
668,2020-07-02,能源行业日报：美国上周API原油库存减少820万桶,新浪
669,2020-07-01,华峰氨纶(002064.SZ)：控股子公司10万吨差别化氨纶项目一期达产,格隆汇
670,2020-07-01,华峰氨纶控股子公司氨纶项目已正式达产,上证报
671,2020-07-01,午间公告：冰轮环境参股公司创业板上市申请获受理；华峰氨纶控股子公司氨纶项目达产,e公司
672,2020-06-24,岁寒知松柏：需求回升 精选龙头和赛道,新浪
673,2020-06-23,化工行业专题研究：翻多 向2年的景气下行告别,新浪
674,2020-06-22,化工行业2020年中期策略报告：静待需求起、拥抱“阿尔法”,新浪
675,2020-06-22,化工周报：国瓷定增引入高瓴 饲料禁抗令7月实施,新浪
676,2020-06-17,基础化工行业2020年中期投资策略：否极泰来 基础化工龙头进入战略配置期,新浪
677,2020-06-17,基础化工行业投资周报：国六标准实施在即 关注尾气催化材料板块投资机会,新浪
678,2020-06-09,华峰氨纶：公司提起诉讼 诉讼纠纷,Wind
679,2020-06-08,化工周报：油价站上40美元 行情回暖周期龙头加仓配置,新浪
680,2020-06-05,深交所和中证指数公司自6月15日调整深证基本面指数和深证产业链指数系列样本股,Wind
681,2020-06-02,基础化工行业投资周报：“一盔一带”政策落地 利好ABS、EPS塑料需求,新浪
682,2020-06-02,基础化工行业周报：万华化学上调6月MDI挂牌价 国内聚合MDI挂牌价普涨；无水氢氟酸、双酚A、邻硝基氯苯涨价 尿素和磷酸一铵价格走高,新浪
683,2020-06-02,化工行业周报：万华化学上调6月MDI挂牌价 继续看好周期复苏,新浪
684,2020-06-01,华峰氨纶大宗交易成交290.63万元，买方为机构专用席位,证券时报网
685,2020-06-01,A股共发生139宗大宗交易成交24.53亿元（6月1日）,Wind
686,2020-06-01,华峰氨纶(002064.SZ)2019年度权益分派10派0.5元 股权登记日为6月9日,格隆汇
687,2020-06-01,华峰氨纶今日大宗交易成交53.92万股，成交价5.39元溢价0.0%,Wind
688,2020-05-27,化工行业动态：需求改善原油连涨四周 新材料本周继续亮眼,新浪
689,2020-05-22,华峰氨纶：目前公司满负荷生产 下游存在开工率不足情况,e公司
690,2020-04-30,生意社：4月30日浙江华峰氨纶价格动态,生意社
691,2020-04-30,氨纶项目高投入“低收益” 新乡化纤拟用定增4亿元偿债,证券日报
692,2020-04-26,华峰氨纶：3名董事辞职及补选董事 董监高成员变化,Wind
693,2020-04-26,华峰氨纶：2019年净利润同比减少4.92% 盈利能力下降,Wind
694,2020-04-22,化纤企业为何加速投身“西部大开发”？,中国纺织报
695,2020-04-16,华峰氨纶 | 口罩耳带需求一抹亮色，一季度业绩符合预期,微信
696,2020-04-16,华峰氨纶(002064)：一季报点评报告,浙商证券
697,2020-04-13,华峰氨纶：一季度预计净利润同比下降12.19%~24.3% 盈利能力下降,Wind
698,2020-04-13,华峰氨纶(002064.SZ)：一季度净利预降12.19%-24.30%(重组后) 盈利能力下降,格隆汇
699,2020-04-07,华峰氨纶(002064)：募集资金账户注销,证券时报网
700,2020-03-05,上市公司定增动态：新规激发市场活力 预案数量创新高,面包财经
701,2020-03-03,华峰氨纶去年营收翻番139亿，温州首家上市的民营纺企咋这么强？,第一纺织网
702,2020-02-29,华峰氨纶(002064.SZ)业绩快报2019年度净利降10.03%至17.42亿元 盈利能力下降,格隆汇
703,2020-02-28,华峰氨纶：2019年净利润同比减10.03%（业绩快报） 盈利能力下降,Wind
704,2020-02-20,华峰氨纶：董事会秘书辞职 董监高成员变化,Wind
705,2020-02-07,华峰氨纶：并表华峰新材厚增利润 新增3.35亿股上市,面包财经
706,2020-02-07,华峰氨纶：并表华峰新材厚增利润，新增3.35亿股上市,面包财经
707,2020-02-06,1股获买入评级 最新:华峰氨纶,中财网
708,2020-02-05,华峰集团复工复产并捐赠紧急防疫物资,证券时报网
709,2020-02-02,温州上市公司战疫：对订单交付有一定影响，后续根据疫情协调安排产能,21世纪经济报道
710,2020-01-31,华峰氨纶驰援湖北口罩防护服用氨纶原材料,中证报
711,2020-01-31,华峰氨纶驰援湖北口罩防护服用氨纶原材料,中证网
712,2020-01-22,百亿收购实控人公司后并表 华峰氨纶去年盈利预增逾2倍,新京报
713,2020-01-22,盘后5股发布业绩预告-更新中,中财网
714,2020-01-22,华峰氨纶：预计2019年净利润同比增长2.37倍-3.04倍,Wind
715,2020-01-22,华峰氨纶：2019年年度业绩报告预告,深交所
716,2020-01-22,华峰氨纶2019年净利预增236.91%-304.29%,上证报
717,2020-01-22,早间公告2020年1月22日星期三,Wind
718,2020-01-22,华峰氨纶(002064.SZ)：预计2019年净利15亿元-18亿元 同比增长236.91%-304.29%,格隆汇
719,2020-01-22,早间公告：华东数控、华峰氨纶业绩预喜,e公司
720,2020-01-15,华峰氨纶(002064)：子公司完成登记,证券时报网
721,2020-01-14,华峰氨纶(002064.SZ)：“华峰韩国株式会社”完成境外登记手续,格隆汇
722,2019-12-24,25股获券商买入评级 中南建设目标涨幅达59%,Wind
723,2019-12-23,化工：化工品价格小幅上涨 荐8股,安信证券
724,2019-12-21,【东兴化工】华峰氨纶（002064）：从氨纶霸主到聚氨酯材料龙头,东兴研究圈
725,2019-12-19,新材料精彩纷呈，新模式改天换地——基础化工2020年市场展望,东兴化工产业洞见
726,2019-12-19,华峰氨纶(002064)：七届董事会第十五次会议决议,证券时报网
727,2019-12-17,华峰氨纶(002064)：董监高持股情况变动的报告,证券时报网
728,2019-12-17,华峰氨纶(002064)：发行股份购买资产相关承诺事项,证券时报网
729,2019-12-16,华峰氨纶大幅拉升2.98% 股价创近2个月新高,金融界
730,2019-12-15,【申万宏源化工】每日信息速递20191216,申万宏源化工投资
731,2019-12-09,华峰氨纶大幅拉升0.49% 股价创近2个月新高,金融界
732,2019-12-04,华峰氨纶大幅拉升3.66% 股价创近2个月新高,金融界
733,2019-11-29,华峰氨纶(002064)：2019年第二次临时股东大会决议,证券时报网
734,2019-11-27,华峰氨纶大幅拉升2.1% 股价创近2个月新高,金融界
735,2019-11-26,华峰氨纶(002064)：整合华峰新材 打造领军企业,财富动力网
736,2019-11-25,华峰氨纶大幅拉升3.19% 股价创近2个月新高,金融界
737,2019-11-22,华峰氨纶大幅拉升2.47% 股价创近2个月新高,金融界
738,2019-11-20,华峰氨纶：整合华峰新材，打造聚氨酯制品领域领军企业,证券时报网
739,2019-11-18,华峰氨纶：法院受理子公司辽宁华峰破产清算申请 减资破产,Wind
740,2019-11-18,华峰氨纶(002064.SZ)：法院受理子公司辽宁华峰破产清算申请 减资破产,格隆汇
741,2019-11-18,整合优质资产 华峰氨纶欲打造聚氨酯制品龙头企业,证券日报
742,2019-11-15,华峰氨纶(002064.SZ)：标的资产华峰新材100%股权的过户已完成工商变更登记,格隆汇
743,2019-11-08,华峰氨纶拟120亿收购华峰新材100%股权,资本邦
744,2019-11-07,【申万宏源化工】每日信息速递20191107,申万宏源化工投资
745,2019-11-07,华峰氨纶(002064.SZ)发行股份及支付现金购买资产并募集配套资金获核准,格隆汇
746,2019-11-01,华峰氨纶：重庆化工现在满负荷生产，公司盈利情况比较好主因是专注,Wind
747,2019-10-31,华峰氨纶(002064.SZ)：第三季度净利润1.2亿元 同比增长8.34%,格隆汇
748,2019-10-30,华峰氨纶：前三季度净利润同比减0.48% 盈利能力下降,Wind
749,2019-10-30,华峰氨纶：董事会同意对全资子公司辽宁华峰进行破产清算 关联方问题,Wind
750,2019-10-23,"化工行业周报:双氧水价格上涨,周期品静待需求企稳,推荐成长及一体化龙头",申万宏源
751,2019-10-16,A股共发生34宗大宗交易成交5.85亿元（10月16日）,Wind
752,2019-10-16,华峰氨纶现1笔大宗交易 共成交201.40万元,新浪
753,2019-10-16,华峰氨纶今日大宗交易成交38万股，成交价5.3元溢价0.0%,Wind
754,2019-10-16,"华峰氨纶三季度业绩预告点评:氨纶仍处于底部位置,明年看重庆新产能放量",浙商证券
755,2019-10-11,华峰氨纶：预计前三季度净利润增长区间为-2.46%~3.12%,Wind
756,2019-10-11,华峰氨纶(002064.SZ)第三季度净利润预增1.95%至20.02%,格隆汇
757,2019-09-29,华峰氨纶(002064.SZ)重组事项获有条件通过 明起复牌,格隆汇
758,2019-09-29,华峰氨纶：重组事项获得有条件通过 30日起复牌,金融界
759,2019-09-27,证监会：华峰氨纶、鼎龙股份发行股份购买资产事项均获得通过,Wind
760,2019-09-27,并购重组审核提速，监管紧盯持续盈利能力,Wind
761,2019-09-26,上市公司明日停复牌（9.27）,金融界
762,2019-09-26,华峰氨纶：关于中国证监会并购重组委审核公司重大资产重组事项的停牌公告,深交所
763,2019-09-26,华峰氨纶、鼎龙股份重组上会 明起停牌,e公司
764,2019-09-26,华峰氨纶：并购重组事项9月27日上会，股票当日起停牌 重大事项停牌,Wind
765,2019-09-23,证监会：海湾环境首发事项及开润股份等可转债事项9月27日上会,Wind
766,2019-09-19,华峰氨纶(002064.SZ)资产重组将于近日上会,格隆汇
767,2019-09-19,华峰氨纶：重组近日上会，当日停牌,Wind
768,2019-09-18,[快讯]华峰氨纶:《中国证监会行政许可项目审查一次反馈意见通知书》之反馈意见补充回复,中财网
769,2019-09-15,华峰氨纶(002064.SZ)收到经营者集中反垄断审查同意撤回申报通知书,格隆汇
770,2019-09-11,华峰氨纶(002064.SZ)拟120亿元收购华峰新材100%股权并募集配套资金不超20亿元,格隆汇
771,2019-09-11,[快讯]华峰氨纶:《中国证监会行政许可项目审查一次反馈意见通知书》之反馈意见回复,中财网
772,2019-09-11,A股早报2019年9月11日星期三,Wind
773,2019-09-10,A股头条之上市公司（9.11）,金融界
774,2019-09-10,[快讯]华峰氨纶:控股子公司氨纶项目进入调试阶段,中财网
775,2019-09-10,华峰氨纶：全资子公司被判向液空辽阳支付8657万元 诉讼纠纷,Wind
776,2019-09-10,华峰氨纶(002064.SZ)控股子公司投资建设100000t/a差别化氨纶项目一期进入调试阶段,格隆汇
777,2019-08-27,盘后4股发中报 最新:华峰氨纶,中财网
778,2019-08-26,华峰氨纶2019年上半年净利2.37亿持续推进降成本项目 盈利能力下降,挖贝网
779,2019-08-26,华峰氨纶(002064.SZ)：上半年净利2.37亿元 同比降4.42% 盈利能力下降,格隆汇
780,2019-08-26,华峰氨纶：上半年净利润同比减4.42% 盈利能力下降,Wind
781,2019-08-14,券商首次关注6股并给予买入评级（8月14日）,Wind
782,2019-08-12,"化工行业周报:醋酸价格上涨,能特益曼特8月底有望交割,周期品库存进入底部区间,建议配置白马及细分行业龙头",申万宏源
783,2019-08-09,华峰氨纶：全资子公司仲裁进展,Wind
784,2019-08-08,华峰氨纶(002064.SZ)重大资产重组申请获中证监受理,格隆汇
785,2019-08-07,【申万宏源化工】每日信息速递20190808,申万宏源化工投资
786,2019-08-06,华峰氨纶(002064.SZ)因南京帝斯曼尚未复工 解除《环己酮供应协议》,格隆汇
787,2019-08-06,华峰氨纶2018年年度权益分派实施 每10股派0.3元,挖贝网
788,2019-08-05,[快讯]华峰氨纶公布2018年年度分红实施方案,中财网
789,2019-07-16,华峰氨纶：拟120亿元收购“华峰新材”100%股权,Wind
790,2019-07-16,华峰氨纶回复问询：本次交易价格公允，不存在向大股东输送利益的情形 问询,Wind
791,2019-07-16,"华峰氨纶:氨纶销量逆势增长,重庆新产能的投放将进一步巩固公司的成本和规模优势",申万宏源
792,2019-07-12,华峰氨纶：延期回复深圳证券交易所问询函 问询,Wind
793,2019-07-12,华峰氨纶：预计上半年净利润增长区间为-4.89%~14.86%,Wind
794,2019-07-12,华峰氨纶(002064.SZ)延期回复深交所问询函 问询,格隆汇
795,2019-07-12,华峰氨纶(002064.SZ)上半年预盈2.36亿元-2.85亿元,格隆汇
796,2019-07-09,华峰氨纶欲打造聚氨酯产业链龙头,中证报
797,2019-07-05,华峰氨纶收重组问询函 问询,Wind
798,2019-07-04,华峰氨纶：华峰新材己二酸目前是满产满销，鞋底原液市场前景广阔,Wind
799,2019-06-29,华峰氨纶120亿元收购“兄弟”，溢价2倍多，这是演什么剧情？,IPO日报
800,2019-06-28,华峰氨纶120亿收购关联交易资产 溢价高达80亿,新浪
801,2019-06-28,华峰氨纶：拟韩国设立全资子公司,e公司
802,2019-06-28,公告点题｜6月28日这些公告有看头,第一财经
803,2019-06-28,华峰氨纶：重组后净利润和每股收益大幅提升 增持评级,中信建投
804,2019-06-28,26股获券商买入评级 杭氧股份目标涨幅达51.23%,Wind
805,2019-06-28,华峰氨纶120亿收购控股股东资产 标的净利或大幅缩水仍溢价高达83亿 盈利能力下降,长江商报
806,2019-06-28,"华峰氨纶:收购华峰新材,打造全球聚氨酯制品行业龙头",申万宏源
807,2019-06-27,华峰氨纶欲120亿收购“兄弟”公司华峰新材 前者市值86亿,挖贝网
808,2019-06-27,"华峰氨纶资产注入点评报告:产业链一体化优势明显,己二酸成本优势巨大",浙商证券
809,2019-06-26,重组配套融资再现 华峰氨纶拟120亿并购华峰新材配套募资20亿,e公司
810,2019-06-26,华峰氨纶：拟120亿元并购华峰新材,e公司
811,2019-06-26,华峰氨纶(002064.SZ)拟以120亿元收购华峰新材100%股权并募集配套资金不超20亿元,格隆汇
812,2019-06-26,华峰氨纶：拟购买华峰新材100%的股权，交易作价120亿元,Wind
813,2019-06-13,"化工行业周报:化工产品价格调整告一段落,或进入数量调整阶段",浙商证券
814,2019-04-24,华峰氨纶2019年第一季度净利1.1亿元 董事长杨从登持有公司股份1366万股,挖贝网
815,2019-04-23,华峰氨纶去年净利4.5亿元 同比增长15% 董事长杨从登薪酬182万元,挖贝网
816,2019-04-23,华峰氨纶(002064.SZ)一季度净利润微升0.73%至1.11亿元,格隆汇
817,2019-04-23,华峰氨纶(002064.SZ)2018年净利润升15.49%至4.45亿元 拟10派0.3元,格隆汇
818,2019-04-23,华峰氨纶：2018年净利润同比增15.49%,Wind
819,2019-04-23,华峰氨纶：一季度净利润同比增0.73%,Wind
820,2019-04-15,"华峰氨纶:成本优势铸就氨纶龙头,收购华峰新材实现产业链的整合延伸",正点财经
821,2019-04-10,拟收购华峰新材100%股权 华峰氨纶复牌涨停,金融界
822,2019-04-09,华峰氨纶：关于重大资产重组的一般风险提示暨股票复牌公告,深交所
823,2019-04-09,华峰氨纶拟收购华峰新材100%股权 整合延伸产业链,e公司
824,2019-04-09,华峰氨纶：4月10日复牌，继续推进重组,Wind
825,2019-04-01,华峰铝业IPO：财务之殇恐成上市拦路虎,中金在线
826,2019-03-28,华峰氨纶：一季度净利预减18%-0.34% 氨纶销售价格同比降低,e公司
827,2019-03-28,华峰氨纶：预计一季度净利润同比下降0.34%-18.46% 盈利能力下降,Wind
828,2019-03-26,暖风频吹，并购连续跑出大牛，最新名单出炉,Wind
829,2019-03-25,华峰氨纶：筹划重大资产重组 明起停牌,e公司
830,2019-02-28,巨丰热点：化纤板块呈现市场活跃 恒天海龙等个股盘中涨停,巨丰财经
831,2019-02-25,华峰氨纶：逆势实现增长 未来业绩可期,中证网
832,2019-02-24,华峰氨纶2018年净利润4.4亿元增长14% 全资子公司涉及官司,挖贝网
833,2019-02-22,华峰氨纶(002064.SZ)2018年度净利润升14.34%至4.41亿元,格隆汇
834,2019-02-22,[快讯]华峰氨纶公布年度快报,中财网
835,2019-02-22,华峰氨纶：2018年净利4.41亿元 同比增长14%,e公司
836,2019-02-22,华峰氨纶：2018年净利润同比增14.34%（快报）,Wind
837,2019-02-22,"化工行业:节后开工稳步回升,化工品市场平稳回暖",国联证券
838,2019-02-01,"化工行业周报:聚酯产业链价格反弹,化工品市场总体偏淡",浙商证券
839,2019-01-29,"2018Q4化工重仓股分析:Q4基金化工股持仓环比下降,细分领域成长有亮点",申万宏源
840,2019-01-15,19股获券商买入评级 碧水源目标涨幅达31.84%,Wind
841,2019-01-14,德威新材之忧：应收账款存疑 多次延期回复监管问询,新浪
842,2018-12-27,明日最具投资机会六大牛股一览（2018年12月27日）,中财网
843,2018-12-27,华峰氨纶：参股联合研发平台 筑造竞争壁垒,财信证券
844,2018-12-19,化工行业:供应收紧推动环氧丙烷价格上涨,国联证券
845,2018-12-18,"化工行业周报:涤纶长丝市场继续反弹,化工品整体表现仍疲软",浙商证券
846,2018-12-14,华峰氨纶：公司一直开满车，保持产销平衡,Wind
847,2018-12-13,化工行业周报:涤纶长丝产销大幅反弹,浙商证券
848,2018-12-10,【东兴化工】华峰氨纶（002064）：从氨纶霸主到聚氨酯材料龙头,东兴化工产业洞见
849,2018-12-07,"2019年基础化工行业投资策略:周期细嗅蔷薇,成长王者归来",申万宏源
850,2018-11-22,华峰氨纶：公司产销平衡，目前库存在一个月左右,Wind
851,2018-11-12,华峰氨纶：氨纶市场将进入一个较平稳的发展阶段,Wind
852,2018-10-26,华峰氨纶：前三季度净利润同比增27.80%,Wind
853,2018-09-21,华峰氨纶：公司保持产销平衡，氨纶市场有望延续目前平衡格局,Wind
854,2018-09-20,"化工行业:尿素、醋酸、黄磷价格上涨,聚氨酯板块跌幅较大",国联证券
855,2018-09-07,"化工行业:抓住四条主线,布局化工行业龙头",国联证券
856,2018-08-31,华峰氨纶：氨纶行业扩产主要集中在大厂商，集中度逐步提高,Wind
857,2018-08-29,"华峰氨纶:半年报超预期,公司产品市占率有望提高",国联证券
858,2018-08-24,[优于大市评级]华峰氨纶(002064)中报点评：行业新产能投放低于预期 公司量价齐升业绩增长,中财网
859,2018-08-23,方正证券：上调华峰氨纶评级至强烈推荐,Wind
860,2018-08-22,【方正化工】华峰氨纶（002064）公司中报点评：龙头企业优势突出，差异化产品续航新增长,靠谱化工股
861,2018-08-22,[审慎增持评级]华峰氨纶(002064)中报点评：生产经营优势凸显 半年度业绩创历史新高,中财网
862,2018-08-22,[强烈推荐评级]华峰氨纶(002064)中报点评：龙头企业优势突出 差异化产品续航新增长,中财网
863,2018-08-21,华峰氨纶：2018年前三季度业绩报告预告,深交所
864,2018-08-21,华峰氨纶：上半年净利润同比增28.88%,Wind
865,2018-08-14,黄晓明炒股案牵出神秘合伙人 号称股侠买股前看易经,新浪
866,2018-07-30,华峰氨纶：上半年净利润同比增28.58%（快报）,Wind
867,2018-07-30,华峰氨纶：2018年半年度业绩快报,Wind
868,2018-07-05,华峰氨纶：氨纶行业短期而言市场供需仍是主要矛盾,Wind
869,2018-07-05,[公司]华峰氨纶：公司产品总体差异化率仍较低,全景网
870,2018-05-25,华峰氨纶净利增226%遭监管问询 子公司已停产两年,中金在线
871,2018-05-18,华峰氨纶收到中小板年报问询函,中证网
872,2018-05-17,巨丰收评：大盘回踩强弱分界线,巨丰财经
873,2018-05-16,华峰氨纶：公司目前是满负荷生产，库存一个月左右,Wind
874,2018-04-27,"华峰氨纶:2017年业绩大幅增长,龙头地位稳固",国元证券
875,2018-04-25,[审慎增持评级]华峰氨纶(002064)年报及季报点评：新增产能运行良好 氨纶量价齐升 业绩同比大幅扭亏,中财网
876,2018-04-23,华峰氨纶：一季度净利润同比增12.20%,Wind
877,2018-04-23,华峰氨纶：2017年业绩同比扭亏净利为3.85亿元,Wind
878,2018-04-18,817家公司现国家队身影，白马股分歧，创蓝筹受青睐,--
879,2018-04-03,他山之石·产业研究系列报告第84期(化工行业)：氨纶行业供需平衡 产品寻求差异化,中财网
880,2018-03-27,华峰氨纶：预计一季度净利润增长区间为-18.68%-11.81%,Wind
881,2018-02-28,[审慎增持评级]华峰氨纶(002064)点评：氨纶行业格局改善 单季度业绩创历史新高,中财网
882,2018-02-27,晚间重要公告2018年2月27日星期二,--
883,2018-02-27,华峰氨纶：2017年业绩同比扭亏净利为3.99亿元（快报）,Wind
884,2018-02-22,[超配评级]基础化工行业2月份投资策略及2018年报前瞻：行业改善持续 坚守绩优龙头,中财网
885,2018-02-10,华峰氨纶：全年都处于满负荷生产,e公司
886,2018-01-17,化工：提前布局春季行情 荐7股,国信证券
887,2018-01-17,化工：提前布局春季行情 荐4股,国信证券
888,2018-01-13,安钢、氯碱的“反向账单”,21世纪经济报道
889,2018-01-11,51家公司预计扭亏，中兴通讯等利润“反转王”出炉,Wind
890,2018-01-10,三因素助力己二酸价格创近6年新高 个股配置价值凸显,证券日报
891,2018-01-02,东方证券石油化工周报,中国网
