,2021-12-31,年终盘点｜券商今年整体跑输市场 板块中8家上涨 中银证券年内腰斩成最“熊”,金融界
1676,2021-02-08,广发证券(01776.HK)完成发行30亿元短期融资券(债券通),格隆汇
1677,2021-02-08,广发证券400亿元私募债项目状态更新为“通过”,Wind
1678,2021-02-08,国内财经媒体头版2021年2月8日星期一,Wind
1679,2021-02-08,流动性改善提振A股预期，积极布局三大主线,Wind
1680,2021-02-07,下周操盘攻略：深交所主板和中小板合并，优化中长期资金入市环境,Wind
1681,2021-02-05,广发证券：子公司为广发全球资本发行结构化票据提供不超过10亿美元担保 大额借贷担保,每日经济新闻
1682,2021-02-05,可转债日报：转债市场持续低迷，两市破发转债数量两个月激增超10倍,Wind
1683,2021-02-05,广发证券(01776.HK)：广发控股(香港)拟为广发全球资本发行不超10亿美元结构化票据提供担保 大额借贷担保,格隆汇
1684,2021-02-05,九成下跌，四成破发！可转债市场瞬间入冬,券商中国
1685,2021-02-05,立讯精密实控人71亿巨额“套现”背后：扩张再加速,21世纪经济报道
1686,2021-02-05,1月信贷投放或超去年同期，结构、地区变化差异大,Wind
1687,2021-02-04,【广发金融工程】股指期货对冲中的合约期限选择,广发金融工程研究
1688,2021-02-04,机构抱团有新动向！这个板块今年来大涨近40%,上证报
1689,2021-02-04,广发证券：终端利率上行周期，负债稳定银行相对受益,证券时报网
1690,2021-02-03,放弃辽宁成大部分表决权粤民投在下一盘怎样的棋？,投资家
1691,2021-02-03,广发基金李巍：9年任职年化回报超20%，投资要关注本质，更要对市场充满敬畏,证券时报网
1692,2021-02-02,千亿“牛市旗手”市盈率不到10倍 大机会来了？,每日经济新闻
1693,2021-02-02,基金2020四季报统计：食品饮料、新能源加仓最多 电子和果链减仓最猛,中金在线
1694,2021-02-02,证券行业业绩快报点评(2020年)：资本市场深改之下 交投活跃带动业绩高增,新浪
1695,2021-02-02,深度*行业*非银金融行业周报：公募REITS规则出台 促进资本市场高质量发展,新浪
1696,2021-02-02,中银证券：证券行业持续享有资本市场改革与开放背景下政策面利好，龙头券商重点受益,Wind
1697,2021-02-02,揭秘流动性骤紧：非银机构加杠杆或遭“冲动的惩罚”,Wind
1698,2021-02-02,证券时报头版：严把股市入口关，IPO现场检查日趋严格,Wind
1699,2021-02-01,刷屏！这家A股公司给股东送飞天茅台，为何遭股民吐槽？两大低估值板块正适合抄底？,每日经济新闻
1700,2021-02-01,证券行业周报：资本市场改革重点任务明确 推动配套制度不断完善,新浪
1701,2021-02-01,十大券商看后市｜春季躁动仍未结束，A股二月继续慢涨,澎湃新闻
1702,2021-02-01,南向资金高比例持有港股名单,证券之星
1703,2021-02-01,广发证券：基金整体对科创板增持但比重仍较低,Wind
1704,2021-02-01,节后还能创新高？六大券商研判2月市场行情,Wind
1705,2021-02-01,再融资新规迎接周年考——定增投资胜率高，平均涨幅超过33%,Wind
1706,2021-02-01,券商踏上差异化发展新征途，“星辰大海”正是衍生品市场,Wind
1707,2021-02-01,广发证券股份有限公司 2020年度业绩快报,证券日报
1708,2021-01-31,晚间重要公告2021年1月31日星期日,Wind
1709,2021-01-31,广发证券2020年实现净利100.42亿元 同比增长33.2%,证券日报网
1710,2021-01-31,广发证券(01776)年度净利润同比增长33.2%至100.42亿元,智通财经
1711,2021-01-31,广发证券：2020年净利润同比增长33.2%（业绩快报）,Wind
1712,2021-01-31,广发证券(01776.HK)业绩快报：2020年净利升33.20%至100.42亿元,格隆汇
1713,2021-01-31,广发证券(000776.SZ)2020年归母净利润同比增长33.2%至100.42亿元,智通财经
1714,2021-01-31,广发证券业绩快报：2020年净利润100.42亿元 同比增长33.20%,e公司
1715,2021-01-31,广发证券业绩快报：2020年净利润同比增长33.20%,Wind
1716,2021-01-31,广发证券：全年营收初步数据291亿元人民币，归属于上市公司股东的净利润100亿元人民币,金十数据
1717,2021-01-30,21深度｜保代主要出走国君，项目却被华泰拿走！广发一年痛失39个IPO,21世纪经济报道
1718,2021-01-30,全球资本市场失速狂飙，流动性拐点来了吗？,经济观察网
1719,2021-01-30,流动性趋紧牵动A股神经，后续资金利率如何走？,上证报
1720,2021-01-28,这些百亿级基金经理新进重仓股，都有这个特征,上证报
1721,2021-01-28,上市券商2020年业绩“预告”： 已有12家净利润超10亿元，中信证券达149亿元,Wind
1722,2021-01-27,A股奇观：鼠年末尾“猫”炸了！都是“黑猫”谁更妖：一只8天翻倍险收“天地板”；一只利好“慢半拍”封涨停！,每日经济新闻
1723,2021-01-27,广发证券(01776.HK)完成发行30亿元公司债券,格隆汇
1724,2021-01-27,广发证券(000776.SZ)2021年非公开发行公司债券(第二期)发行规模为30亿元,智通财经
1725,2021-01-27,资金面告急！央行三天仍累计净回笼4185亿元，意在何方？,中证报
1726,2021-01-27,南向资金高比例持有港股名单,证券之星
1727,2021-01-27,非银金融：—权益市场黄金时代 关注产业链投资机会,财富动力网
1728,2021-01-27,基金超配强势行业 “抱团”拥挤引发担忧,上证报
1729,2021-01-26,【行情】港股券商板块短线下挫，光大证券、中州证券、国泰君安、中信建投证券均跌超3%，广发证券跌2.8%，中金跌2.7%,金十数据
1730,2021-01-25,第一次买港股就亏了170万 投资者把广发证券营业部告上法庭 亏损,上证报
1731,2021-01-25,非银金融行业2020Q4公募持仓报告：券商持仓历史冰点+保险持仓显着回升 坚定看好板块春季行情,新浪
1732,2021-01-25,非银金融行业周观点：持续看好春季行情 坚定板块布局良机,新浪
1733,2021-01-25,【研报掘金】券商密集公布业绩预告行业景气度得到验证 坚定看好板块跨年行情,证券时报网
1734,2021-01-25,A股收盘综述：上证指数涨0.48%，创业板指冲高回落止步三连阳,Wind
1735,2021-01-25,A股午盘综述：上证指数涨0.56%，创业板指涨1.38%,Wind
1736,2021-01-25,"广发证券：春季躁动行情扩散,继续布局科技+涨价顺周期",Wind
1737,2021-01-25,大金融板块逆势走强，兴业证券涨近4%,Wind
1738,2021-01-25,银行业20Q4金融板块持仓：连续两个季度仓位回升 加仓中国平安、东财和兴业,新浪
1739,2021-01-25,“留守过年”等因素扰动，电影春节档票房难达70亿元预期,中证报
1740,2021-01-24,【兴证金融】券商仍处于低配水平，东方财富加仓明显——基金2020Q4券商持仓分析,兴证金融
1741,2021-01-24,投行价格战又起，背后有何隐情？保荐机构悄然生变,券商中国
1742,2021-01-24,不讲武德？0.77%保荐费率“惹众怒” 主角竟是头部券商！投行价格战又起 背后有何隐情？保荐机构悄然生变,电鳗快报
1743,2021-01-23,23家券商业绩抢先看！中信净赚150亿，两位数增幅仍几乎垫底！,券商中国
1744,2021-01-23,中信建投IPO费率再创新低，投行员工“大锅饭”时代即将开启？,21财经
1745,2021-01-22,用区块链技术解决投行电子底稿监管痛点，银河、广发等6家公司成首批链上节点券商,Wind
1746,2021-01-22,用区块链技术解决投行电子底稿监管痛点 银河、广发等6家公司成首批链上节点券商,证券日报
1747,2021-01-22,“中证链”发布首个应用：用区块链技术解决投行电子底稿监管痛点,证券日报
1748,2021-01-21,券商业绩爆发！净利最高剧增4.6倍,券商中国
1749,2021-01-21,证券行业深度报告：证券股究竟是成长股还是周期股？,新浪
1750,2021-01-20,2020年全国股转公司减免做市交易经手费上千万,中证报
1751,2021-01-19,新基金2400亿元“天量”认购，资金从哪里来？,上证报
1752,2021-01-19,单日狂卖超2300亿！新基金发行已是巅，公募还有哪些事能“上天”,Wind
1753,2021-01-19,广发证券2021年将继续发力投顾队伍建设,证券日报网
1754,2021-01-19,港股异动|锦欣生殖(1951.HK)涨5.59%内生外延并重行业领导地位稳固,格隆汇
1755,2021-01-19,什么情况？科技巨头涨停，4大千亿白马股却集体崩了,中国基金报
1756,2021-01-19,【行情】券商板块临近午盘异动拉升，国联证券冲击涨停，中原证券、中金公司、广发证券、红塔证券等跟涨,金十数据
1757,2021-01-19,【异动股】广发证券(01776-HK)涨6.78%,财华社
1758,2021-01-19,券商股快速拉升，中原证券涨逾5%,Wind
1759,2021-01-19,8年来首次扩容！券业再迎利好，释放什么信号,券商中国
1760,2021-01-19,非银金融行业周观点：情绪持续高涨＋流动性充足 板块布局正当时,新浪
1761,2021-01-19,12家券商近一年斥资55.4亿元参与“同行”定增，4家头部券商“买”成前十大股东,Wind
1762,2021-01-18,广发证券三十年铸就卓越投资顾问队伍,上证报
1763,2021-01-18,券商APP综合评分评测：东北超中信、广发和招商,新浪
1764,2021-01-18,券商行业周报(2021年第二期)：债承“价格战”遭肃清 推动行业良性竞争,新浪
1765,2021-01-18,1.8万亿新资金抱团，新宠是谁？,上证报
1766,2021-01-18,十大券商一周策略：潜在入市基金规模1.8万亿,券商中国
1767,2021-01-17,四季度做市商评价结果:三家手续费全免 九州证券、申万宏源、安信,新浪
1768,2021-01-15,股转公司发布去年四季度做市商评价及年度评优结果,Wind
1769,2021-01-15,投资银行业与经纪业：复盘非银行业春季躁动的启示,新浪
1770,2021-01-14,广发证券(01776)完成发行37亿元公司债 票面利率为3.43%,智通财经
1771,2021-01-14,广发证券(000776.SZ)：成功非公开发行37亿元公司债券,格隆汇
1772,2021-01-13,【行情】港股中资券商股午后跳水，国联证券跌4.36%，中信建投证券跌2.37%，广发证券跌2.5%，华泰证券与中金跌超2%,金十数据
1773,2021-01-12,券商爆发引燃市场，3张图看清其估值、杠杆和投资前景,Wind
1774,2021-01-12,【异动股】广发证券(01776-HK)涨3.65%,财华社
1775,2021-01-12,非银金融行业周观点：市场情绪升温＋增量资金入市 坚定看好板块跨年行情,新浪
1776,2021-01-12,2021年伊始，车主导市场节奏,Wind
1777,2021-01-11,2021年资本市场怎么走？机构“抱团”现象是否延续？,Wind
1778,2021-01-11,2021年看好哪些资产？首席经济学家给出答案,上证报
1779,2021-01-11,十大券商看后市｜春季行情尚未结束，分化缓和重回慢涨轮动,澎湃新闻
1780,2021-01-11,龙头抱团会瓦解吗？春季躁动持续多久？四赛道被看好,中证报
1781,2021-01-11,十大券商一周策略：抓住当前窗口期,券商中国
1782,2021-01-11,券商：短期震荡或加剧，A股投资“轻指数重结构”,Wind
1783,2021-01-11,首席经济学家把脉全球经济，内需拉动中国经济继续领跑,Wind
1784,2021-01-10,首只食品ETF（515710）两日狂揽7.2亿元，新财富大咖后市观点精华合集,资本邦
1785,2021-01-08,明星分析师都去哪了？券商研究所5年离职数据大解剖,新财富
1786,2021-01-08,【异动股】广发证券(01776-HK)涨4.6%,财华社
1787,2021-01-07,2020券商跳槽大观：研究所离职人数最多的竟然是这家,21世纪经济报道
1788,2021-01-07,2020券商跳槽大观：研究所离职人数最多的竟然是这家！,21世纪经济报道
1789,2021-01-07,2020年共145家企业登陆科创板 119家选择标准一,中国经济网
1790,2021-01-07,首只食品ETF燃情上市，新财富大咖联袂解读“吃喝行情”,资本邦
1791,2021-01-06,广发证券(01776.HK)选举林传辉为战略委员会成员,格隆汇
1792,2021-01-06,广发证券：钢铁板块估值处于历史低位，盈利改善有望带来估值修复,Wind
1793,2021-01-06,广发证券两项课题获中国证券业协会2020年优秀研究报告表彰,广发证券
1794,2021-01-04,广发证券发布自主研发的新一代超极速量化策略平台,财富动力网
1795,2021-01-04,十大券商一周策略：轮动慢涨期进入下半场，关注这些品种,券商中国
1796,2021-01-04,申万宏源证券承销保荐有限责任公司 关于新凤鸣集团股份有限公司非公开发行股票 2020年度持续督导现场检查报告,证券时报
1797,2021-01-04,广发证券股份有限公司 关于爱丽家居科技股份有限公司 2020年持续督导现场检查报告,证券日报
1798,2021-01-02,"IPO月均33家！投行迎""大年"" 1.71万亿股权承销哪家强？""三中一华""夺得半壁江山 兴业平安浙商",券商中国
1799,2020-12-31,晚间重要公告2020年12月31日星期四,Wind
1800,2020-12-31,广发证券：对康美项目事件涉及相关人员进行合规问责,Wind
1801,2020-12-31,2020年IPO大丰收暴涨90% 券商狂揽236亿 中金夺冠广发失落,时代财经
1802,2020-12-31,众券商纷纷抛出各种“牛”，牛年A股投资究竟如何制胜,Wind
1803,2020-12-31,解码广发证券式“扶贫经济学”：证券化思维扶贫，贡献“全球减贫样本”,21世纪经济报道
1804,2020-12-30,17家券商评价遭下调，这家券商连升两级！,中证报
1805,2020-12-30,广发证券曲东荣：金融科技引领财富管理“智”时代,证券日报网
1806,2020-12-30,中证协公布2020年度证券公司从事上市公司并购重组财务顾问执业能力专业评价结果,Wind
1807,2020-12-30,券商APP智能化趋势明显 广发证券引入业内首位AI主播,中证网
1808,2020-12-30,广发证券加码金融科技促财富管理转型,21世纪经济报道
1809,2020-12-29,与资本市场共成长：广发证券以创新打造“加速度” 引领行业发展,投资时报
1810,2020-12-29,今年329位公募高管变了！,中国基金报
1811,2020-12-28,广发证券(01776.HK)完成发行32亿元公司债券,格隆汇
1812,2020-12-27,集齐了！20家券商年度策划报告来袭，A股牛年金股若隐若现,中证报
1813,2020-12-26,10.69亿，这家券商政府补贴拿到“手软”！今年上市券商已瓜分35亿“红包”，9家过亿,券商中国
1814,2020-12-26,广发证券政府补贴拿到“手软” 今年上市券商已瓜分35亿“红包”,券商中国
1815,2020-12-25,广发证券易淘金App全新版本发布,上证报
1816,2020-12-25,广发证券APP宕机：各大券商重金投入IT 为何宕机事件仍高发？,券商中国
1817,2020-12-25,51家A股公司获举牌，多只牛股已翻番,Wind
1818,2020-12-25,突发：知名券商APP宕机！深夜炸雷，百亿股闪崩20%，40万手封死跌停！茅台一句话，白酒又炸了！河南两大“妖股”又涨停,中国基金报
1819,2020-12-25,投资者反映广发证券APP出现宕机,第一财经
1820,2020-12-25,广发证券APP出现宕机，正在紧急抢修,金十数据
1821,2020-12-25,证券行业《关于证券公司主承销商独立开展主承销业务》点评：债市互联互通更进一步,新浪
1822,2020-12-25,英国脱欧协议达成，价值9090亿美元？全球两大不确定性渐弱,券商中国
1823,2020-12-24,近百家主流投资机构对接万亿市值企业集群，共促广州开发区上市公司高质量发展,全景网
1824,2020-12-24,内控缺陷、擅自P图、备案缺失...4券商同一天遭监管处罚 经营问题,第一财经
1825,2020-12-24,广发证券(01776-HK)2020年以来共计收到10.69亿人民币政府补贴,财华社
1826,2020-12-24,广发证券(01776.HK)：累计收到政府补贴10.69亿元,格隆汇
1827,2020-12-24,广发证券(000776.SZ)累计获政府补助10.69亿元,智通财经
1828,2020-12-24,广发证券(000776.SZ)：2020年以来累计收到各项政府补贴共106947.73万元,格隆汇
1829,2020-12-24,广发证券曲东荣：券商财富管理转型有两大挑战,第一财经
1830,2020-12-24,中证报：货币政策更精准，灵活适度稳预期,Wind
1831,2020-12-24,2020年进击的证券业：“做大做强”万亿元规模券商诞生,Wind
1832,2020-12-23,广发证券易淘金App“云智版”正式发布 以云端技术引领财智创新,凤凰网
1833,2020-12-23,2020年举牌的这些事 产业资本扫货51公司,财富动力网
1834,2020-12-23,技术解密 ｜ 证券业首位AI主播，在广发证券上岗,广发证券
1835,2020-12-22,个别员工手机号未纳入监测范围 广发证券一营业部遭深圳证监局出具警示函 金融监管处罚,中证网
1836,2020-12-22,非银金融板块加速走弱，机构认为后续上涨动能充足丨牛熊眼,第一财经
1837,2020-12-22,中资券商股午后下跌 东方证券跌超4%广发证券跌近3%,新浪
1838,2020-12-22,非银金融行业周观点：中央定调资本市场供给侧方向 A股退市通道打通在即,新浪
1839,2020-12-22,破冰！五家券商首获银行间市场独立主承销资格,证券时报
1840,2020-12-22,券商也可做“主角”！中金等5家券商首次获批可在银行间市场独立主承债券,Wind
1841,2020-12-21,中国有色集团一处长内幕交易东方钽业亏76万 副处泄密 董监高成员异常事件,中国经济网
1842,2020-12-21,剑指千亿元券商？粤民投年内三度举牌辽宁成大，后者刚上位广发证券第一大股东 控制人变化,中证报
1843,2020-12-21,还是瞄准广发证券控股权？粤民投又出手了，年内三度举牌辽宁成大，浮盈已超20亿,券商中国
1844,2020-12-21,韶关高腾再增持辽宁成大 意在广发证券控制权？,证券时报
1845,2020-12-20,刚刚，又出手了！一年之内，粤民投三度举牌，剑指千亿券商！,中国基金报
1846,2020-12-20,狂收超200亿，IPO业务大爆发！头部券商强势占据第一方阵,中国基金报
1847,2020-12-19,申万宏源换帅！总经理徐志斌辞任，接任者大有来头,Wind
1848,2020-12-18,广发证券：子公司拟与吉林敖东等共同投资基金,e公司
1849,2020-12-18,券商点将台之二：“承销王”保荐了泡泡玛特，银河证券最努力，广发证券掉队,华夏时报
1850,2020-12-18,广发聚优灵活配置混合A(000167)：基金管理人总经理发生变更 董监高成员变化,资本邦
1851,2020-12-18,广发证券(01776.HK)完成发行30亿元公司债券,格隆汇
1852,2020-12-18,广发证券(01776.HK)附属共同发起成立合伙基金投资相关生命健康的细分领域,格隆汇
1853,2020-12-18,吉林敖东(000623.SZ)拟出资5000万元与广发信德等共设基金,格隆汇
1854,2020-12-18,@33万证券从业者，新的考察方式来了！不当言论将被调查,券商中国
1855,2020-12-17,粤民投再度增持辽宁成大，围绕广发证券控制权的珍珑棋局渐次展开,新浪
1856,2020-12-17,解密黑科技：证券业首位AI主播在广发证券 “上岗”,中证报
1857,2020-12-17,牛年策略会|券商股=看涨期权？首席高呼“看长做短”(独家视频),新浪
1858,2020-12-17,2020年政信违约盘点：城投债实质违约渐行渐近？（附名录） 未按时兑付本息,21世纪经济报道
1859,2020-12-17,证券股为何被称为看涨期权？T+0等4大创新政策如何影响个股(视频),新浪
1860,2020-12-16,广发证券 | 2021不确定中的确定性：疫苗交易,广发证券研究
1861,2020-12-16,广发证券再次获得新财富本土最佳研究团队第一名,信息时报
1862,2020-12-16,三张城市名片，透视中国城市金融竞争力新格局,证券时报网
1863,2020-12-16,新财富评选，大机构轮流入榜,21世纪经济报道
1864,2020-12-16,A股融资融券日报：两融余额增加16.45亿元（12月15日）,Wind
1865,2020-12-15,中国证监会行政处罚决定书（左右强） 金融监管处罚,证监会
1866,2020-12-15,广发证券推出业内首位AI主播小田 金融科技赋能客户服务,上证报
1867,2020-12-15,科瑞德：提交IPO中期辅导报告 保荐机构为广发证券,中证网
1868,2020-12-15,华生科技前年净利猛改 产品价降规模小毛利率2倍同行 盈利能力下降,中国经济网
1869,2020-12-14,温氏股份发生大宗交易成交折价率23.67%,证券时报网
1870,2020-12-14,嵘泰工业信披怪事：换保荐机构前版招股书同一项目数据也要更改,证券市场周刊
1871,2020-12-14,广发证券总裁助理王新栋：投顾平均每人对应超过3600客户 必须利用新技术提高服务效率,金融界
1872,2020-12-14,爱朋医疗：变更持续督导保荐代表人,Wind
1873,2020-12-14,科技金融再加持 广发证券推出证券业首位AI主播,新浪
1874,2020-12-14,11天累计吸金近14亿，A股最大银行ETF规模达84.21亿元,Wind
1875,2020-12-14,三年近万人“消失”，券业生态重塑？一岗位增幅迅猛,券商中国
1876,2020-12-14,科创板将从“试验田”变为“丰产田” 快来看看如何投资ETF,重庆商报
1877,2020-12-14,阔别17载重返广发证券， 林传辉将如何主导变革？,第一财经
1878,2020-12-14,科创板科创价值几何ETF投资有啥秘诀？,重庆商报
1879,2020-12-13,21万亿市场如何瓜分？外资基金托管“狼来了”,Wind
1880,2020-12-12,5901名保代实力比拼：133人保荐项目数量超10个,第一财经
1881,2020-12-11,时隔8个月广发证券高层补位：总经理由广发基金林传辉接任,澎湃新闻
1882,2020-12-11,公募老将林传辉将挂帅广发证券 被寄予重振投行业务厚望,时代在线
1883,2020-12-11,林传辉回归广发证券、任职总经理，王凡接棒广发基金总经理,每日经济新闻
1884,2020-12-11,头部券商与头部公募同时换帅:任职17年 林传辉卸任广发基金总经理 董监高成员变化,中证报
1885,2020-12-11,头部券商与头部公募同时换帅，林传辉转战广发证券,中证报
1886,2020-12-11,空缺八个月后广发证券新任总经理人选今日敲定，投行老将林传辉接棒,21世纪经济报道
1887,2020-12-11,林传辉将任广发证券总经理,中证网
1888,2020-12-11,广发证券(01776.HK)：林传辉获提名执董候选人并获聘为总经理,格隆汇
1889,2020-12-11,30家头部券商把脉A股明年大趋势，乐观派看高沪指至4800点,Wind
1890,2020-12-10,科技先锋系列报告171-神策数据：用户行为分析的大数据平台,新浪
1891,2020-12-09,新益昌科创板首发上会：扣非净利下降20% 曾因保荐机构被罚中止IPO 盈利能力下降,中华网
1892,2020-12-09,上市券商分支机构年内加减法：裁撤51家获批新设35家，加速财富管理转型,Wind
1893,2020-12-08,广发证券(01776.HK)完成发行40亿元债券,格隆汇
1894,2020-12-08,广发信德总经理肖雪生：将与企业客户联手成为初创型企业的资本扶手,中证报
1895,2020-12-08,非银金融行业周观点：监管重申提高直融比重 科创板迎审核新规日趋完善,新浪
1896,2020-12-08,关于同意广发证券股份有限公司为南方中证申万有色金属交易型开放式指数证券投资基金提供主流动性服务的公告,上交所
1897,2020-12-08,2020券业严监管镜像：罚单超150张 广深重拳出击,时代在线
1898,2020-12-07,抓住疫情机遇 共商企业发展 广发信德举办2020年度企业领袖峰会,财富动力网
1899,2020-12-07,个股走强引关注 券商板块王者归来,财富动力网
1900,2020-12-06,券商承销规模超9万亿,券商中国
1901,2020-12-04,证券行业2021年年度策略：融资端改革渐入佳境 投资端创新蓄势待发,新浪
1902,2020-12-04,广发证券荣获金紫荆“资本市场三十周年杰出上市公司” 和“最具社会责任感上市公司”两项大奖,广发香港
1903,2020-12-03,明年是否牛市要看这个指标脸色！,Wind
1904,2020-12-03,2020中国证券业分析师金牛奖揭晓 广发证券六名分析师斩获大奖,中证网
1905,2020-12-03,【行情】证券板块异动拉升，国盛金控涨冲击涨停，天风证券、西部证券、广发证券、太平洋等跟涨,金十数据
1906,2020-12-02,融资客青睐11股，广州发展买入占比高达54.15%,Wind
1907,2020-12-02,11月以来近700只个股获券商买入评级，机构看好顺周期及成长板块,Wind
1908,2020-12-01,广发证券(000776.SZ)已完成发行13亿元“20广发11”,智通财经
1909,2020-12-01,广发证券(01776.HK)完成发行13亿元公司债券,格隆汇
1910,2020-12-01,一天内传来两条噩耗：55岁投资大佬不幸过劳死，37岁基金部门负责人突然离世,21世纪经济报道
1911,2020-12-01,金融股走强，邮储银行涨超3%,Wind
1912,2020-12-01,A股融资融券日报：两融余额增加44.55亿元（11月30日）,Wind
1913,2020-12-01,大象起舞!机构看好大金融跨年机会,财富动力网
1914,2020-11-26,百万亿高端财富市场吸引券商“直道超车”，兴业证券“家办”升级一级部门，券商展业有哪些痛点与优势,财联社
1915,2020-11-26,大金融板块整体走强，券商、保险整体上涨,Wind
1916,2020-11-26,券商股异动，机构：板块节前或将迎来短期躁动行情,第一财经
1917,2020-11-26,【异动股】广发証券(01776-HK)涨3.61%,财华社
1918,2020-11-26,【行情】港股部分中资券商股走强，广发证券涨超2%，东方证券涨超1%,金十数据
1919,2020-11-24,深化互联网业务布局 广发证券成为世界互联网大会首个证券业合作伙伴,财富动力网
1920,2020-11-24,广发证券(01776.HK)完成发行30亿元公司债券,格隆汇
1921,2020-11-24,证券行业2021年投资策略：全面注册制奠定证券行业新周期基础,新浪
1922,2020-11-24,北向资金扫货A股上百亿元，大幅增持酿酒行业（附股）,21世纪经济报道
1923,2020-11-23,广发证券“走进公募基金管理人”活动第一站在恒越基金圆满举行,新浪
1924,2020-11-21,这个内幕交易亏惨了！600万进去300万出来，还被罚30万,每日经济新闻
1925,2020-11-20,*ST中珠夭折收购案涉内幕交易 控股股东监事亏损313万 董监高成员异常事件,中国经济网
1926,2020-11-20,华晨汽车否认破产传闻，内部人士称可能司法重组 减资破产,Wind
1927,2020-11-20,头部券商薪酬机制调整悄然进行，下半年超1000位保代“上岗”,Wind
1928,2020-11-19,保丽洁IPO: 竞争激烈市占率不到3% 应收存货双高挤占经营资金 运营能力下降,新浪
1929,2020-11-19,史上第二稳！135家券商前三季度净赚1326亿,券商中国
1930,2020-11-18,沉寂五年，顺周期天时已到？,Wind
1931,2020-11-16,阿波罗博士老板娘操纵股价：券商专用账户遭利用 还亏了数百万 亏损,新浪
1932,2020-11-16,非银金融行业周观点：券商资管主动管理转型深入 险资股权投资松绑利好资产端长期表现,新浪
1933,2020-11-16,延江股份：变更持续督导保荐代表人,Wind
1934,2020-11-16,8000亿元！央妈端出年内最大份的“麻辣粉”,上证报
1935,2020-11-16,机构五日抢筹15股 主力资金大量流入,证券之星
1936,2020-11-16,提前剧透！深交所未来工作重点来了,证券时报网
1937,2020-11-13,广发证券的多事之秋：摆脱康美阴霾重新布局投行，大股东之争暗潮涌动,华夏时报
1938,2020-11-13,信用债违约愈演愈烈，最坏的情况是什么,澎湃新闻
1939,2020-11-13,你的股票赚了吗，2020年最具投资价值的光伏股票有哪些？,索比光伏网
1940,2020-11-12,新凤鸣(603225)：公告（系列）,证券日报
1941,2020-11-12,A股融资融券日报：两融余额减少30.05亿元（11月11日）,Wind
1942,2020-11-12,广发证券“再出发”：搭建管委会 保荐业务重启前夕重塑投行组织架构,21世纪经济报道
1943,2020-11-11,广发证券“再出发”：搭建管委会 保荐业务重启前夕重塑投行组织架构,21世纪经济报道
1944,2020-11-11,34只个股踏上“好钱程”：业绩超预期，中信、广发等券商再加一把火,红周刊
1945,2020-11-11,广发证券易淘金APP双十一热推黄金会员 超低折扣享受三大特权十项权益,中国网
1946,2020-11-11,高盛：目光该从科技股转到周期板块了,Wind
1947,2020-11-11,超低折扣享受三大特权十项权益 广发证券双十一热推黄金会员,金融界
1948,2020-11-11,五日龙虎榜追踪 机构抢筹这38股,证券之星
1949,2020-11-11,A股融资融券日报：两融余额增加29.94亿元（11月10日）,Wind
1950,2020-11-11,北向资金动向盘点：再次增持金融股,Wind
1951,2020-11-11,北向资金净卖出41亿元，出逃医药制造，这些股获逆市加仓（名单）,21世纪经济报道
1952,2020-11-10,深港通十大成交活跃股排名（11月10日）,Wind
1953,2020-11-10,北向资金今日净卖出41.09亿元，中国中免遭净卖出4.42亿元,Wind
1954,2020-11-10,辽宁通报医疗器械飞检 吉林敖东三洋电机孙公司整改,中国经济网
1955,2020-11-10,投行体系“再造”!广发证券撤销投行管理总部、投资银行部,资本邦
1956,2020-11-10,广发证券(1776.HK)创一年半新高 辽宁成大持续增持至最大单一股东,格隆汇
1957,2020-11-10,东方财富、广发证券等股获融资净买入额超亿元,证券时报网
1958,2020-11-10,A股融资融券日报：两融余额增加135.55亿元（11月9日）,Wind
1959,2020-11-10,A股早报2020年11月10日星期二,Wind
1960,2020-11-10,每日理财观察：国办发文推进对外贸易创新发展,Wind
1961,2020-11-10,机构资金动向复盘：99股主力净流入超亿,证券时报网
1962,2020-11-10,全球市场涨出股灾感觉！原油飙涨7%,Wind
1963,2020-11-10,广发证券：学习贯彻提高上市公司质量要求 切实提升监事会履职水平,证券日报
1964,2020-11-09,大动作！这家龙头券商投行架构变革，意在重塑投行竞争优势？,中证报
1965,2020-11-09,广发证券变革投行组织架构 意在重塑投行竞争优势,中证网
1966,2020-11-09,广发证券设立投行业务管理委员会并撤销相关业务部门,北京商报
1967,2020-11-09,【超级大单】1600亿科技白马尾盘逆市跳水，4亿资金砸盘,证券时报网
1968,2020-11-09,广发证券(000776.SZ)拟设立投行业务管理委员会并撤销投行业务管理总部、投资银行部,格隆汇
1969,2020-11-09,A股成交额再突破万亿，半导体、券商行情能否持续？,Wind
1970,2020-11-09,广发证券：“金融+产业+公益+智力+生态”立体帮扶助力海南省白沙县脱贫摘帽,中证协发布
1971,2020-11-09,广发证券龙虎榜数据（11月9日）,Wind
1972,2020-11-09,广发证券(000776.SZ)：成功发行2020年非公开发行公司债券(第六期),格隆汇
1973,2020-11-09,广发证券今日涨停，深股通买入3.94亿元并卖出1.45亿元,Wind
1974,2020-11-09,A股收盘综述：创业板创3个月新高，两市成交额再破万亿,Wind
1975,2020-11-09,北向资金买买买，“跨年行情”这就来了？,中证报
1976,2020-11-09,港股异动 | 广发证券(01776)涨超7%领涨中资券商 中金登陆A股连涨六日 较招股价接近翻倍,智通财经
1977,2020-11-09,外资流入近200亿：科技股成绝对主线 券商股卷土重来,新浪
1978,2020-11-09,【异动股】广发証券(01776-HK)涨6.93%,财华社
