,2021-12-28,龙虎榜机构抢筹股曝光，两大资金同时买入这些股,Wind
621,2020-04-15,京沪高铁：2019年实现净利119.4亿 拟10派0.528元,新浪
622,2020-04-15,京沪高铁：2019年净利119亿元 同比增16%,e公司
623,2020-04-15,京沪高铁上市首份年报：2019年净利润119.4亿元，同比增16%,Wind
624,2020-04-15,京沪高铁：2019年净利润同比增长16.48%,Wind
625,2020-04-14,21家公司业绩翻倍京沪高铁净赚110亿,重庆商报
626,2020-04-08,发行6.2亿股 科创板沪硅产业今申购,每日经济新闻
627,2020-04-08,2020年铁路调图最新消息4月10日全国铁路二季度调图铁路将如何调整?,央视
628,2020-04-06,"又一家""巨无霸""企业IPO 友发集团第一供应商是关联方",新浪
629,2020-04-05,A股大盘点！最高3个月暴涨253%，也有惨烈狂跌60%的,中国基金报
630,2020-04-03,首季23券商分27亿保荐承销费 中金中信建投光大领先,中国经济网
631,2020-04-02,"""黑色一季度""A股不简单:上交所700亿IPO雄霸全球碾压纽交所纳斯达克!",金融界
632,2020-03-31,龙头稳固，2020年度一季度中国上市企业市值500强榜单发布,Wind
633,2020-03-30,优质中文域名 全新投资机遇,凤凰网
634,2020-03-26,市场监管总局发话 水泥质量迎大检,中国水泥网
635,2020-03-25,中信证券：预计未来5年京沪高铁业绩CAGR12%至约210亿,证券时报网
636,2020-03-25,交运｜铁路改革：突破通过能力瓶颈，协同驱动京沪再成长,中信证券研究
637,2020-03-23,25条城际铁路票价打折优惠 25条票价打折城际铁路一览 2020我国铁路项目复工率93%,新浪
638,2020-03-19,疫情之下的IPO审计：安永预计年内“IPO时间表”将延后,第一财经
639,2020-03-13,卓玛泉“踏”上京沪高铁为复工复产保驾护航,新华网
640,2020-03-12,打新基金十大重仓股出炉 底仓重点集中在银行地产等五大板块,金融界
641,2020-03-11,打新收益依旧明显：国泰君安公布打新基金十大底仓股,中财网
642,2020-03-07,股市乱谈：京沪高铁原来是中小企业？,搜狐
643,2020-03-04,前两月21券商赚保荐承销费20亿 中金中信广发赚最多,中国经济网
644,2020-02-25,节后铁路客流下降83.9% 京沪高铁出现大幅资金流出迹象？,华夏时报
645,2020-02-25,2020沈白高铁最新消息沈白高铁什么时候通车?附沈白高铁站点,新京报
646,2020-02-24,IPO一年超募近300亿，上市公司抗疫能否借此更有力？,第一财经
647,2020-02-23,快递复工超六成，关注航空客流回升【安信交运|周报0223】,明兴交运研究
648,2020-02-22,1月份中国企业全球IPO融资507亿元,财界网
649,2020-02-15,MSCI调整A股样本 隐含对中国开放新期许,证券日报
650,2020-02-14,中国人保纳入MSCI全球标准指数成分股,21世纪经济报道
651,2020-02-14,MSCI指数调整：科创板企业金山办公“入摩”，美的集团“出摩”,国际金融报
652,2020-02-14,MSCI公布变动名单：新增名单逐个看 科创板股票首次亮相,财富动力网
653,2020-02-14,MSCI指数季度调整 3只A股新纳入全球标准指数,上证报
654,2020-02-13,道达投资手记：不用太纠结调整 光伏板块或分化,每日经济新闻
655,2020-02-13,MSCI迎季度调整 首纳科创板股票,时代周报
656,2020-02-13,MSCI回复e公司：京沪高铁和金山办公因不满足陆股通资格未纳入MSCI中国指数,e公司
657,2020-02-13,MSCI回复e公司：京沪高铁和金山办公因不满足陆股通资格未纳入MSCI中国指数,金十数据
658,2020-02-13,MSCI：京沪高铁和金山办公因不满足陆股通资格未纳入MSCI中国指数,Wind
659,2020-02-13,这个关键数据为何突然“井喷”？——道达投资手记,每日经济新闻
660,2020-02-13,上市不足90天 金山办公成首个MSCI指数的科创板公司,新浪
661,2020-02-13,MSCI名单今变动富时3月亦扩容 不惧疫情外资疯狂买买买,搜狐
662,2020-02-13,上市不满1月、3月，京沪高铁、金山办公等被纳入MSCI,观察者网
663,2020-02-13,MSCI今年首次调整2月28日生效 科创板金山办公被纳入,新浪
664,2020-02-13,MSCI名单变动 在岸指数新增6股！北上资金买入不减速 节后布局它们,证券时报网
665,2020-02-13,MSCI中国全股票指数增9个成分股 京沪高铁在列,网易
666,2020-02-13,MSCI中国全流通指数新增9家公司 京沪高铁、中国人保、金山办公市值居前,e公司
667,2020-02-13,MSCI中国A股在岸指数新增6家成分股 京沪高铁、金山办公、上海莱士市值前三,e公司
668,2020-02-13,明晟公司（MSCI）中国在岸指数成分股此次新增6只，没有被移除的成分股。新增成分股中全市值最大的三只是京沪高铁、金山软件和上海莱士。,金十数据
669,2020-02-07,34股主力资金净流入超亿元,证券时报网
670,2020-02-05,主力动向：2月5日特大单净流出118.85亿元,证券时报网
671,2020-02-05,京沪高铁尾盘净流入资金超亿元,证券时报网
672,2020-02-03,铁路股全线飘绿：不是跌停就是在跌停路上,华夏时报
673,2020-02-01,[回乡见闻]沿京沪线看5G“新基建”与“新流量”下沉,新浪
674,2020-01-31,2019年IPO那些事：最好的时代 也是最坏的时代,GPLP犀牛财经
675,2020-01-27,大飞机、超深水钻井平台 险资不止“押”中京沪高铁！保险资管注册规模近3万亿,券商中国
676,2020-01-27,大飞机、超深水钻井平台…险资不止“押”中京沪高铁！保险资管注册规模近3万亿，这些大事都有份,和讯
677,2020-01-23,机构资金最近入驻这些股,证券时报网
678,2020-01-23,保险资管去年注册产品超4600亿,证券时报
679,2020-01-23,主力集体出逃京沪高铁 游资低位接盘拓维信息,南方财经网
680,2020-01-22,1月22日主力巨资抢筹四大板块(附股),金融界
681,2020-01-22,1月22日早盘主力巨资出逃四大板块(附股),金融界
682,2020-01-22,机构近期抢筹这32股你跟吗,证券时报网
683,2020-01-21,开门红：开年仅21天券商IPO承销“入账”近5亿元,新浪
684,2020-01-21,1月21日A股龙虎榜揭秘，机构抛售12股,Wind
685,2020-01-21,龙虎榜速览:京沪高铁逆势大涨5% 机构游资净卖3.85亿,新浪
686,2020-01-21,京沪高铁龙虎榜数据（1月21日）,Wind
687,2020-01-21,1月21日龙虎榜：19只个股出现机构身影，晶方科技净买入8829万元,第一财经
688,2020-01-21,机构今日买入这8股，抛售京沪高铁2.34亿元丨牛熊眼,第一财经
689,2020-01-21,2019年中国京沪高铁行业企业年报分析 十年来过会最快A股公司、资产规模近1900亿,前瞻研究院
690,2020-01-21,游资围猎京沪高铁 机构大肆抛售星期六丨两融龙虎榜,第一财经
691,2020-01-21,机构最近都在买哪些股？,证券时报网
692,2020-01-21,猎鹰看盘：医药狂欢背后 这些“错杀”机会值得留意！,金融界
693,2020-01-21,游资顶板蓝思科技回封 机构继续抢筹姚记科技,财富动力网
694,2020-01-21,星期六继续作妖 网红概念高烧不退,财富动力网
695,2020-01-20,主力连续7日净流出 13亿资金加仓京沪高铁4股牛,证券时报
696,2020-01-20,社论：撬动民间资本投资还需多方努力,第一财经
697,2020-01-20,主力动向：1月20日特大单净流入27.72亿元,证券时报网
698,2020-01-20,50股主力资金净流入超亿元,证券时报网
699,2020-01-20,数据复盘｜两市主力资金连续7日净流出 近13亿资金加仓京沪高铁,证券时报网
700,2020-01-20,龙虎榜速览:游资围猎京沪高铁 疑是章盟主净卖3.13亿,新浪
701,2020-01-20,上海证券交易所2020年01月20日主板交易信息,上交所
702,2020-01-20,沪深两市主力资金净流出76.86亿元 京沪高铁净流入额居首,中证网
703,2020-01-20,涨停股复盘：9股封单超亿元,证券时报网
704,2020-01-20,京沪高铁涨停,Wind
705,2020-01-20,京沪高铁拉升触板,证券之星
706,2020-01-20,京沪高铁股价触及涨停 成交额超20亿元,金融界
707,2020-01-20,快讯：京沪高铁早盘直拉涨停 成交额超21亿元,新浪
708,2020-01-20,【行情】京沪高铁早盘触及涨停，报7.32元，成交额近20亿元。,金十数据
709,2020-01-20,快讯：京沪高铁开盘大涨近8% 成交额超15亿,新浪
710,2020-01-20,五日龙虎榜追踪机构抢筹这40股,证券时报网
711,2020-01-20,节前拿货虽好 但这些坑你不得不防！,金融界
712,2020-01-20,平安网络互助双响炮，太保国寿等巨头还会远吗？,搜狐
713,2020-01-19,京沪高铁上市首秀市值超3324亿元域名品牌保护却略显尴尬,搜狐
714,2020-01-19,山东今年将开工5个高铁项目、5条高速,我的钢铁
715,2020-01-19,机构追涨杭氧股份 游资抱团顺鑫农业,南方财经网
716,2020-01-18,太保资产：在交通基础设施领域累计投入超过500亿元,中证网
717,2020-01-18,国铁集团“优等生”挂牌 铁路领域股改“搭乘京沪高铁”,证券日报
718,2020-01-18,“最后一次春运，不想留遗憾”,新京报
719,2020-01-17,平安资管董事长万放：紧盯基建板块 瞄准高新科技,新浪
720,2020-01-17,1月17日A股龙虎榜揭秘，机构抢筹19股,Wind
721,2020-01-17,京沪高铁上市 中国太保助力国计民生基础设施建设攀新峰,财经网
722,2020-01-17,1月17日龙虎榜：29只个股出现机构身影，京沪高铁净买入1.9亿元,第一财经
723,2020-01-17,京沪高铁龙虎榜数据（1月17日）,Wind
724,2020-01-17,龙虎榜全解析:热钱围猎京沪高铁！疑是章盟主买2.8亿,新浪
725,2020-01-17,主力动向：1月17日特大单净流出116.48亿元,证券时报网
726,2020-01-17,1月17日主力资金净流出242亿元,证券时报网
727,2020-01-17,A股市场主力资金净流出242.02亿元 京沪高铁净流入额居首,中证网
728,2020-01-17,川藏铁路有限公司成立 川藏铁路什么时候通车？铁路行业投资发展趋势预测,上证报
729,2020-01-17,机构亿元做多科创板 京沪高铁遭一线游资抢筹丨两融龙虎榜,第一财经
730,2020-01-17,京沪高铁上市谁是大赢家?京沪高铁上市首秀,21IC中国电子网
731,2020-01-17,新文化连续涨停 京沪高铁高开1.18%,第一财经
732,2020-01-17,京沪高铁高开1.18%,Wind
733,2020-01-17,京沪高铁上市首日市值增928亿 平安资管一天浮赢约93亿,经济观察网
734,2020-01-17,牛市早报｜京沪高铁将被纳入MSCI指数，艾可蓝今日申购,澎湃新闻
735,2020-01-17,上市首日大涨38.73% 机构看好高铁龙头后市表现,经济日报
736,2020-01-17,1月17日盘前重要市场新闻,上证报
737,2020-01-17,中国平安表态：长期持有京沪高铁,上证报
738,2020-01-17,巨丰早参：两市首份年报出炉 京沪高铁将被纳入MSCI指数,巨丰财经
739,2020-01-17,京沪高铁驶入A股 铁路资产证券化跑出新里程,上证报
740,2020-01-17,铁路股份制改造取得重要进展 “中国高铁第一股”来了,经济日报
741,2020-01-17,券商打新京沪高铁，首日浮盈280万元,Wind
742,2020-01-17,京沪高铁正式登陆A股 险资表示将长期持有,第一财经
743,2020-01-17,“高铁第一股”京沪高铁登陆A股 收盘涨38.73%,证券日报
744,2020-01-17,券商打新京沪高铁 首日浮盈280万元,证券日报
745,2020-01-17,市值3325亿 京沪高铁上市首秀,北京商报
746,2020-01-17,京沪高铁登陆A股，7险企浮盈逾百亿成大赢家,Wind
747,2020-01-17,京沪高铁上市首日顶格涨停 市值超过3000亿,第一财经
748,2020-01-16,一张图看懂A股上市的京沪高铁有多牛？,199IT
749,2020-01-16,险资“押宝”铁路建设 支持实体经济发展,北京商报
750,2020-01-16,重磅，最赚钱高铁上市，罕见肉签再现，这次燃爆了！,华讯财经
751,2020-01-16,沪指日线三连阴 春节前指数盘整概率大,大众证券报
752,2020-01-16,京沪高铁上市大涨38.7％！股东们赚翻，平安一日大赚超170亿！,腾讯网
753,2020-01-16,龙虎榜解析:围猎京沪高铁!机构卖4.8亿 游资买9.6亿,新浪
754,2020-01-16,又惊又喜！机构5亿砸开涨停板，1家游资霸气接盘5.6亿元！这家日赚3000万的科技蓝筹还能买吗？,每日经济新闻
755,2020-01-16,京沪高铁上市 险资将加码支持新基建和实体经济,证券日报
756,2020-01-16,1月16日A股龙虎榜揭秘，机构抛售11股,Wind
757,2020-01-16,MSCI：京沪高铁将被纳入MSCI中国全流通指数及MSCI中国大盘股指数,上证报
758,2020-01-16,机构5亿砸开京沪高铁涨停板 1家游资霸气接盘5.6亿元！,金融界
759,2020-01-16,IPO日报|京沪高铁上市首日收涨38.73%；驴迹科技公开发售超购约83.66倍；嘀嗒出行回应融资3亿美元,格隆汇
760,2020-01-16,沪指震荡收跌0.52%，协议落地投资者获利了结,环球外汇网
761,2020-01-16,主力动向：1月16日特大单净流出116.97亿元,证券时报网
762,2020-01-16,“高铁第一股”首日顶格涨停！不差钱的京沪高铁为什么要上市？,金融投资报
763,2020-01-16,京沪高铁将被纳入MSCI中国大盘股指数 2月6日生效,北京商报
764,2020-01-16,水皮：「谈股论金」融资猛如虎,华夏时报
765,2020-01-16,明晟公司：京沪高铁将被纳入MSCI中国全流通指数,金融界
766,2020-01-16,京沪高铁上交所敲钟：市值超3300亿 约为1/4个茅台,时代周报
767,2020-01-16,京沪高铁上市首日涨停后开板 换手率54.32%,中国经济网
768,2020-01-16,A股市场主力资金净流出247.39亿元 京沪高铁净流入额居首,中证网
769,2020-01-16,明晟公司（MSCI）：京沪高铁将被纳入MSCI中国全流通指数和大盘股指数,Wind
770,2020-01-16,京沪高铁正式登陆A股市值超过3100亿,搜狐
771,2020-01-16,龙虎榜：京沪高铁上市首日大涨近39% 瑞银证券上海花园石桥路买入5.6亿元,e公司
772,2020-01-16,“中国高铁第一股”逆市收涨 收盘涨幅达38.73%,中新网
773,2020-01-16,“最赚钱的高铁”是如何炼成的,中国经济网
774,2020-01-16,趋势巡航：大盘调整再迎上车机会,金融界
775,2020-01-16,“京沪高铁”挂牌上市 助推中国铁路市场化改革,央视
776,2020-01-16,李锦专栏 | 京沪高铁上市将开启铁路资本化浪潮,华夏时报
777,2020-01-16,京沪高铁急着上市，却不想赚钱,YY港股圈
778,2020-01-16,京沪高铁上市首日大涨38% 险资坚定看好,证券时报网
779,2020-01-16,京沪高铁上市首日未封涨停 涨38.73%市值3324亿,中国经济网
780,2020-01-16,沪指三连阴 京沪高铁上市首日涨38.73%,中新经纬
781,2020-01-16,收评：沪指跌0.52%日线三连阴京沪高铁涨38.73%成交额逾90亿元,金融界
782,2020-01-16,A股收盘：京沪高铁上市首日收涨近40% 沪深两市收跌,英为财情
783,2020-01-16,京沪高铁在上交所挂牌上市 首日股价大涨30%,新华网
784,2020-01-16,京沪高铁大涨30% 67名员工市值超3000亿元！,中投网
785,2020-01-16,京沪高铁上市首日涨38.73% 成交额超91亿元,e公司
786,2020-01-16,它来了！它来了！A股又来巨无霸开盘就涨停 还创造多项纪录,央视
787,2020-01-16,“中国最赚钱高铁”驶入A股！京沪高铁上市首日涨停,英为财情
788,2020-01-16,京沪高铁今日登陆上交所,第一财经
789,2020-01-16,京沪高铁董事长：京沪高铁是最优质铁路资产，会有更好成绩,澎湃新闻
790,2020-01-16,京沪高铁上市，市值超3000亿！社保、平安资管等机构赚翻,中国基金报
791,2020-01-16,“巨无霸”京沪高铁驶入A股，开盘涨超43%,中证报
792,2020-01-16,京沪高铁上市了，重要股东中国平安表态：长期持有，持续投基建,中国证券网
793,2020-01-16,京沪高铁今日上市，背后上市公司达38家,资本邦
794,2020-01-16,大涨30％！最赚钱高铁“高速”上市，67名员工市值超3000亿！社保、平安资管等机构赚翻了！,中国基金报
795,2020-01-16,“中国高铁第一股”京沪高铁上市，平安是第二大股东,环球老虎财经
796,2020-01-16,真正的“飞驰电掣”——京沪高铁上市首日顶格涨停！,环球外汇网
797,2020-01-16,京沪高铁挂牌上市 每股发行价4.88元 累计发行62.86亿股,中研网
798,2020-01-16,京沪高铁挂牌上市 期待高铁名片“金光闪闪”,中国经济网
799,2020-01-16,中国平安牵头7家保险投资160亿！中国高铁第一股京沪高铁上市,21世纪经济报道
800,2020-01-16,京沪高铁上市首日多空博弈激烈 半小时后打开顶格涨停 涨幅缩水至30%,21世纪经济报道
801,2020-01-16,险资精准投资京沪高铁 支持实体经济建设,中证网
802,2020-01-16,京沪高铁C位出道 科技引领中国经济,央视
803,2020-01-16,京沪高铁今日上市 发行价4.88元/股,证券日报
804,2020-01-16,“中国高铁第一股”成功登陆A股 每股发行价4.88元,中新网
805,2020-01-16,京沪高铁上市首日一度顶格涨停 险资社保成大赢家,新浪
806,2020-01-16,京沪高铁登陆A股首日涨停 8万亿铁路资产将迎资本化浪潮,第一财经
807,2020-01-16,上市首日 京沪高铁打开涨停,上游新闻
808,2020-01-16,京沪高铁盘中打开涨停 一签盈利下滑至1500余元 盈利能力下降,每日经济新闻
809,2020-01-16,京沪高铁上市，入股逾11年的中国平安称暂无减持计划,澎湃新闻
810,2020-01-16,中国平安：投资京沪高铁既实现盈利 又为实体经济增添了活力,e公司
811,2020-01-16,京沪高铁盘中打开涨停 股价报6.46元涨32.38%,新京报
812,2020-01-16,京沪高铁成交额超40亿元,e公司
813,2020-01-16,N京沪打开涨停 成交额超16亿元,上证报
814,2020-01-16,京沪高铁上市首日开盘即涨停 股价大涨43.24%,新京报
815,2020-01-16,京沪高铁成交额超30亿元，换手率超19%,Wind
816,2020-01-16,开盘：两市高开沪指涨0.18%京沪高铁上市顶格高开20.08%,金融界
817,2020-01-16,京沪高铁上市创造多项A股纪录,央视
818,2020-01-16,“高铁第一股”来了！京沪高铁上市首日顶格涨停,中新经纬
819,2020-01-16,上交所：N京沪（601816）盘中临时停牌 10时00分起恢复交易,金融界
820,2020-01-16,京沪高铁盘中打开涨停板,证券时报网
821,2020-01-16,京沪高铁开板，现涨逾21%,Wind
822,2020-01-16,【行情】京沪高铁打开涨停，成交额超8亿元。,金十数据
823,2020-01-16,京沪高铁(601816.SH)上市暴涨43.24%遭临停 总市值3433亿元,格隆汇
824,2020-01-16,京沪高铁来了，险资入主12年收益丰！未来会怎样？听牵头人中国平安怎么说,上证报
825,2020-01-16,中国高铁第一股挂牌上市！成功登陆A股,经济网
826,2020-01-16,京沪高铁登陆A股 高铁上市有了参照模版？,21世纪经济报道
827,2020-01-16,快讯：京沪高铁开盘后迅速拉升触及临停 成交4890万,新浪
828,2020-01-16,“中国高铁第一股”京沪高铁挂牌上市,澎湃新闻
829,2020-01-16,【京沪高铁上市暴涨43.24%遭临停总市值3433亿元】今日“巨无霸”京沪高铁上市交易，集合竞价阶段该股顶格高开涨20,金十数据
830,2020-01-16,每经开盘丨三大股指小幅高开，京沪高铁开盘涨20%,每日经济新闻
831,2020-01-16,京沪高铁今日上市，投资“最赚钱高铁”能赚多少？,澎湃新闻
832,2020-01-16,京沪高铁上市首日顶格涨停，股票临时停牌,Wind
833,2020-01-16,京沪高铁今日上市 股价盘前大涨20.08%,新京报
834,2020-01-16,击败印钞机！海螺赚钱有多牛？大到行业小到企业统统甘拜下风！,中国水泥网
835,2020-01-16,A股今日集体高开 京沪高铁上市首日开盘涨20%,证券时报网
836,2020-01-16,京沪高铁上市首日开盘涨20%，封单超158万手,Wind
837,2020-01-16,"春运期间""敲响""A股大门 京沪高铁上市首日高开20.08%",新浪
838,2020-01-16,【行情】N京沪（601816.SH）上市首日涨20.08%。,金十数据
839,2020-01-16,京沪高铁今日上市 开盘涨20%,e公司
840,2020-01-16,京沪高铁上市之际 回顾那些年被京沪高铁改变的交通生态,21世纪经济报道
841,2020-01-16,1月16日新股提示：东方生物、博杰股份、公牛集团申购 京沪高铁上市 有方科技、泽璟制药、玉禾田中签号出炉 斯达半导公布中签率,上证报
842,2020-01-16,京沪高铁今日上市 发行价格4.88元/股,上证报
843,2020-01-16,新年首只“巨无霸”京沪高铁即将敲锣上市,经济网
844,2020-01-16,京沪高铁：依托国家骨干交通线，扩张高效客运服务网络,全景网
845,2020-01-16,【华泰证券 · 一张图读研报】京沪高铁盈利模式,华泰证券研究所
846,2020-01-16,新股发行与上市一览（1月16日）,Wind
847,2020-01-16,今天，京沪高铁上市，公牛打新！你准备好了吗,中证报
848,2020-01-16,新股提示：京沪高铁上市 公牛集团、东方生物申购,中证报
849,2020-01-16,A股IPO动态：京沪高铁(601816.SH)今日上市,格隆汇
850,2020-01-16,日赚3000万！京沪高铁今上市 能为你赚多少？,中新经纬
851,2020-01-15,道达投资手记：创业板依旧坚挺 别介意“88魔咒”,每日经济新闻
852,2020-01-15,春运期间“敲响”A股大门，京沪高铁能否成功领跑？,第一财经
853,2020-01-15,"""碾压""A股90%上市公司 中国最赚钱的高铁明天上市了",金融界
854,2020-01-15,晚间公告热点追踪：京沪高铁将于明日上市,新浪
855,2020-01-15,"明天见！日赚2800万， ""碾压""A股90%上市公司，它终于要来了",证券时报网
856,2020-01-15,京沪高铁明天上市——道达早评,每日经济新闻
857,2020-01-15,京沪高铁上市能涨多少？6只战略配售基金齐聚,金融投资报
858,2020-01-14,京沪高铁16日上市，预计上市开板涨幅30% 投资者能赚多少？,上游新闻
859,2020-01-14,京沪高铁1月16日上交所上市 发行数量62.85亿股,资本邦
860,2020-01-14,京沪高铁：披露首次公开发行股票上市公告书,金融界
861,2020-01-14,公告精选：京沪高铁将于1月16日在上交所上市；天广中茂2019年预亏逾21亿元,e公司
862,2020-01-14,公告精选：京沪高铁将于1月16日在上交所上市；牧原股份2019年净利预增逾10倍,e公司
863,2020-01-14,京沪高铁股票将于1月16日在上交所上市,新京报
864,2020-01-14,倒计时！京沪高铁16日上市，日赚2800万还创下这些记录,中新经纬
865,2020-01-14,中国最赚钱高铁来了：京沪高铁将于1月16日登陆上交所,澎湃新闻
866,2020-01-14,京沪高铁：1月16日在上海证券交易所上市,金融界
867,2020-01-14,京沪高铁：公司股票将于1月16日在上交所上市,Wind
868,2020-01-14,京沪高铁：本公司股票将于2020年1月16日在上海证券交易所上市。,金十数据
869,2020-01-14,京沪高铁：公司股票将于1月16日在上交所上市,e公司
870,2020-01-14,京沪高铁(601816.SH)将于1月16日上市,格隆汇
871,2020-01-14,IPO跨越“23倍红线”，是一小步也是一大步,红周刊
872,2020-01-13,【投融资快报】携住科技IPO提上日程，酒店智能场景市场有多大？,环球旅讯
873,2020-01-13,人民网(603000.SH)：广告公司不与公司签署转让协议 转移事项终止,格隆汇
874,2020-01-13,人民网拟受让京沪高铁1598万股，转让对价为8千万元,第一财经
875,2020-01-13,春节花炮周日开售 城六区设两个网点,新京报
876,2020-01-10,铁路资产上市潮涌京沪高铁后还有谁,新京报
877,2020-01-10,北京西站今起铁路地铁安检互认,新京报
878,2020-01-09,京沪高铁A股IPO结果：网上弃购1335万股,资本邦
879,2020-01-09,京沪高铁遭网上、网下投资者合计弃购6565万元,北京商报网
880,2020-01-09,科创板优刻得申购中签号 投资者弃购京沪高铁6515万,中财网
881,2020-01-09,京沪高铁：网上投资者放弃认购金额6515万元,新浪
882,2020-01-09,山东回应天价高速费 将把误收费用返还车主,中研网
883,2020-01-09,北京西站实现铁路地铁安检互认 附官方公告全文,中研网
884,2020-01-09,A股异动丨辉煌科技大涨7.49% 京沪高铁上市在即,格隆汇
885,2020-01-08,ETP日报（20200108）：地缘政治支撑黄金ETP走高，权益ETP下探,华宝财富魔方
886,2020-01-08,基金早知道 | 富国旗下多只基金分红！有只去年大赚61%！,第一财经
887,2020-01-08,牛市早报｜伊朗导弹袭击美军驻伊拉克基地，优刻得今日申购,澎湃新闻
888,2020-01-08,浙江山东2020年综合交通建设投资计划超5000亿元,中新网
889,2020-01-08,2020年山东综合交通建设拟投资1842亿港航建设投逾百亿,中新网
890,2020-01-08,1月8日新股提示：优刻得申购 京沪高铁中签号出炉 威胜信息、特宝生物公布中签率,上证报
891,2020-01-08,【朝闻国盛0108】关注新股“京沪高铁”，铁路中的核心资产,国盛证券研究所
892,2020-01-08,6只战配基金齐聚、淡马锡也来了 京沪高铁能涨多少？,中证报
893,2020-01-08,京沪高铁启动回拨机制申购倍数超126倍 丝路基金淡马锡等21家战投最终获配,长江商报
894,2020-01-08,国内财经媒体头版2020年1月8日星期三,Wind
895,2020-01-08,6只战略配售基金齐聚京沪高铁,Wind
896,2020-01-07,京沪高铁上市能涨多少？6只战略配售基金齐聚，淡马锡也来了,中证报
897,2020-01-07,京沪高铁战略配售结果出炉 淡马锡等参与,北京商报网
898,2020-01-07,京沪高铁战略配售结果出炉 6只战略配售基金均有参与,中证网
899,2020-01-07,丝路基金、淡马锡等21家战略投资者参与京沪高铁战略配售,金融界
900,2020-01-07,丝路基金、淡马锡、易方达等参与京沪高铁战略配售,e公司
901,2020-01-07,京沪高铁中签号出炉 超234万个,e公司
902,2020-01-07,京沪高铁：IPO募资逾300亿元，网上中签率达0.79%,格隆汇
903,2020-01-07,4.88元！“中国最赚钱高铁”京沪高铁300亿打新,乐居财经
904,2020-01-07,高铁巨无霸驶入A股市场 成就中国高铁第一股,前瞻研究院
905,2020-01-07,1月7日新股提示：威胜信息、特宝生物申购 泰林生物中签号出炉 京沪高铁公布中签率,上证报
906,2020-01-07,京沪高铁:一场非同寻常的上市 更像一家资产管理公司,阿尔法工场
907,2020-01-07,京沪高铁启动百亿申购，投资人打新“摇摆不定”,Wind
908,2020-01-07,招行市值破万亿，宁德时代贡献有多大？,南都报
909,2020-01-07,2020年铁路公司IPO猜想：京广线以东企业上市可能性大,时代周报
910,2020-01-07,京沪高铁启动百亿申购 投资人打新“摇摆不定”,21世纪经济报道
911,2020-01-06,京沪高铁网上初步有效申购倍数超三百倍 启动回拨机制,新京报
912,2020-01-06,每经20点丨中方是否会增加在中东地区的安全存在？外交部回应；京沪高铁：网上发行最终中签率为0.7892%；重庆起火小区检测报告公布：房屋整体结构安全不受影响,每日经济新闻
913,2020-01-06,京沪高铁网上发行最终中签率约为0.79%,北京商报网
914,2020-01-06,京沪高铁：网上发行最终中签率为0.78923538%,Wind
915,2020-01-06,京沪高铁：募资306.7亿元，三年分红超200亿的，上市会破发吗？ 连续下跌,财华社
916,2020-01-06,中国最赚钱高铁京沪高铁开放申购：募资306亿净利润率超过BAT,驱动之家
917,2020-01-06,京沪高铁今日开放申购 京沪高铁发行价是多少？2020年中国铁路建设混改工作任务解读,新浪
918,2020-01-06,京沪高铁开放申购 京沪高铁股票什么时候申购？京沪高铁值得申购吗？,中研网
919,2020-01-06,你准备好了吗？ “最赚钱”的高铁今日打新 拟募资超300亿,经济观察网
920,2020-01-06,京沪高铁：500亿巨额收购是为“补窟窿”？,中金在线
921,2020-01-06,本周共有4只新股申购巨无霸京沪高铁可能100%中签,兰格钢铁网
922,2020-01-06,今日新股申购：京沪高铁,中国经济网
923,2020-01-06,A股早报2020年1月6日星期一,Wind
924,2020-01-06,【新股提示】“中国高铁第一股”京沪高铁今日申购,Wind
925,2020-01-06,【报道】1月6日，被誉为“中国高铁第一股”的京沪高铁正式开放申购，发行价为4.88元/股，首次IPO募集总额306.74,金十数据
926,2020-01-06,新年“巨无霸”IPO！日赚近3000万的京沪高铁来了！,国盛证券
927,2020-01-06,新股提示：京沪高铁今申购 申购代码780816,证券时报网
928,2020-01-06,新股提示：京沪高铁今日申购,e公司
929,2020-01-06,东北证券【周末要闻】你关心的都在这里,东北证券金融世界
930,2020-01-06,东北证券【点石1号股市正阳】跳空缺口后的投资策略兼谈地缘风险升温等影响,东北证券金融世界
931,2020-01-06,下周重磅日程：中国通胀及外储数据将出炉 美国公布12月非农,腾讯网
932,2020-01-05,顶格申购100%中签！高铁巨无霸来了,中国基金报
933,2020-01-05,京沪高铁明日打新！日赚2800万元，发行市盈率超23倍,中证报
934,2020-01-05,血饮：IPO抽血300亿！下周会暴跌吗？,搜狐
935,2020-01-05,财经日历丨京沪高铁300亿打新周一开启；去年12月CPI将公布,21世纪经济报道
936,2020-01-05,京沪高铁300亿周一打新 历史上怎么走,Wind
937,2020-01-05,京津城际、京沪高铁全部启用电子客票,证券时报网
938,2020-01-04,京沪高铁“打新必读”！机会or风险？,第一财经
939,2020-01-04,最赚钱高铁驶入A股 京沪高铁发行价4.88元,证券时报
940,2020-01-03,京沪高铁IPO募资306.75亿元 发行市盈率超23倍IPO,第一财经
941,2020-01-03,“最赚钱”的京沪高铁下周一申购 预计募资超300亿元,新浪
942,2020-01-03,中国最赚钱铁路打新：预计募资306亿，每股4.88元,观察者网
943,2020-01-03,优质线路运营“排头兵” 京沪高铁发行价确定为4.88元股,证券时报网
944,2020-01-03,中国太平在权益化的道路上走得越来越坚决,雪球
