,2021-12-31,上海莱士两股东被批评 被强平未提前15个交易日公告 股票质押异常,中国经济网
630,2020-02-14,“血清疗法”功效多大？国家队组团参与新冠病毒临床治疗，天坛生物强势领涨血制品概念股,华夏时报
631,2020-02-14,借港股通、MSCI热度接连发起攻势，滔搏（06110）到底什么来头？,智通财经
632,2020-02-14,新冠特免血浆投入临床，血制品板块投资机会来了吗？,药智网
633,2020-02-14,欧菲光尾盘净流入资金超亿元,证券时报网
634,2020-02-14,创指冲高回落热点概念轮换频繁A股调整概率不断加大,财华社
635,2020-02-14,解密主力资金出逃股连续5日净流出438股,证券时报网
636,2020-02-14,血浆抗体能有效杀死新冠病毒？ 多家公司纷纷回应丨公司问答,第一财经
637,2020-02-14,A股小幅收涨 创业板指2100点得而复失 与4年新高失之交臂,英为财情
638,2020-02-14,血浆中含有救命的“神奇抗体”！这些上市公司开始发力！,云掌财经
639,2020-02-14,[互动]上海莱士：公司及其下属子公司拥有单采血浆站共41家,全景网
640,2020-02-14,2月14日两市机构大单抢筹40股(名单),金融界
641,2020-02-14,血制品指数半日大涨5%:特免血浆疗效初显 原材料紧张,中证报
642,2020-02-14,中国生物血浆制品投入临床战“疫”！这两家A股公司和它有股权关系,上证报
643,2020-02-14,MSCI指数调整：科创板企业金山办公“入摩”，美的集团“出摩”,国际金融报
644,2020-02-14,武汉迎来首名献血者 上海6位治愈者愿意献血！康复者血浆对治疗真有效吗？,每日经济新闻
645,2020-02-14,振奋人心！累计治愈达6723例，湖北外新增10连降！专家深夜恳请康复者献血救人，上海刚出院6人：我愿捐！,中国基金报
646,2020-02-14,MSCI调仓变化和影响？外资在A股配置情况梳理,中投网
647,2020-02-14,早盘复盘：港A两市主要股指走红，券商股、血液制品概念强势拉升,格隆汇
648,2020-02-14,2月14日午盘两市净流入前20股(名单),金融界
649,2020-02-14,2月14日早盘主力巨资抢筹四大板块(附股),金融界
650,2020-02-14,MSCI指数调整 这家公司代表科创板首次亮相,科创板日报
651,2020-02-14,上海莱士大涨6.89% 近5日流出4.42亿元,中新经纬
652,2020-02-14,投资参考|2020年2月14日,红塔期货
653,2020-02-14,重磅利好血制品股领涨，疫情或打开行业长期成长空间丨牛熊眼,第一财经
654,2020-02-14,新冠康复者血浆有效治疗危重病例A股血制品板块受益大涨,财华社
655,2020-02-14,血制品板块概念股集体大涨,证券之星
656,2020-02-14,中金：MSCI中国指数季度调整 新增6只剔除2只,中金点睛
657,2020-02-14,新华500指数开盘报4209.46点 跌0.13%,新华网
658,2020-02-14,每经开盘 | A股小幅低开 血制品板块集体大涨,每经网
659,2020-02-14,A股早评：沪指低开0.21% 医药股开盘走强,格隆汇
660,2020-02-14,A股三大指数集体低开！沪指跌0.21% 血制品概念股大涨,第一财经
661,2020-02-14,天坛生物等血制品公司开盘涨停,e公司
662,2020-02-14,特斯拉再现牛股本色——道达早评,每日经济新闻
663,2020-02-14,一年涨幅超80% 外资比重已增至3.5%！MSCI刚刷新名单 富时又有大动作！,中国基金报
664,2020-02-14,股指技术上面临回调压力,和讯
665,2020-02-14,MSCI公布变动名单：新增名单逐个看 科创板股票首次亮相,财富动力网
666,2020-02-14,MSCI季度调整名单出炉，被剔除的上市公司，真的要回避吗？,搜狐
667,2020-02-14,MSCI指数季度调整 3只A股新纳入全球标准指数,上证报
668,2020-02-14,国内财经媒体头版2020年2月14日星期五,Wind
669,2020-02-14,重磅利好！治疗新冠肺炎的“神抗体”发威！这些A股公司要起飞,腾讯网
670,2020-02-14,今年首次季度指数调整结果公布 3只A股新纳入MSCI,中证报
671,2020-02-14,科创板开市7个月 股票首次“入摩”,新京报
672,2020-02-13,道达投资手记：不用太纠结调整 光伏板块或分化,每日经济新闻
673,2020-02-13,【天风医药】血制品专题：新冠疫情促进静丙库存消化，血制品行业价值凸显,思医辨药
674,2020-02-13,MSCI纳入空档期，外资流入趋势和投资风格会否生变？【天风策略丨微观解码】,分析师徐彪
675,2020-02-13,MSCI迎季度调整 首纳科创板股票,时代周报
676,2020-02-13,这个关键数据为何突然“井喷”？——道达投资手记,每日经济新闻
677,2020-02-13,有“摩”法？滔博加入MSCI中国全指数股价涨近5%,财华社
678,2020-02-13,今年最牛基金赚40％！科创板股票首次亮相MSCI名单,腾讯网
679,2020-02-13,MSCI指数季度调整结果出炉，瑞幸咖啡纳入全球标准指数,凤凰网
680,2020-02-13,午间焦点：MSCI名单变动 在岸指数新增6股,第一财经
681,2020-02-13,上市不足90天 金山办公成首个MSCI指数的科创板公司,新浪
682,2020-02-13,瑞幸咖啡被纳入MSCI新兴市场,新京报
683,2020-02-13,沪指震荡止步8连阳 MSCI季度调整结果出炉,每日经济新闻
684,2020-02-13,美的集团遭调出MSCI中国全流通指数 股价跌近2% 剔除指数,中国经济网
685,2020-02-13,MSCI2020年第一次调整首现科创板公司，扩容放缓无碍北上资金继续买买买,21世纪经济报道
686,2020-02-13,天瑞证券：MSCI 指数成分股2月调整确认，将在2月28日生效,证券之星
687,2020-02-13,MSCI名单今变动富时3月亦扩容 不惧疫情外资疯狂买买买,搜狐
688,2020-02-13,上市不满1月、3月，京沪高铁、金山办公等被纳入MSCI,观察者网
689,2020-02-13,MSCI成分股调整年内外资净流入千亿 市场看好结构行情,中国经济网
690,2020-02-13,【国元资讯早班车】MSCI最新季度调整名单出炉！,国元证券订阅号
691,2020-02-13,犀牛财经早报：慧择赴美上市首日破发 WMC2020取消,GPLP犀牛财经
692,2020-02-13,咖米科技：A股沪深两市强力崛起洗刷空头,金融界
693,2020-02-13,MSCI季度调整后：3只A股获纳入，美的被剔除,第一财经
694,2020-02-13,MSCI指数调整 科创板首次亮相！云办公概念加持的它有何看点？,腾讯网
695,2020-02-13,国金证券：外资流入仍是大势所趋 A股有望更上一层楼,新浪
696,2020-02-13,MSCI季度调整名单来了北上资金今年以来净流入逾千亿,兰格钢铁网
697,2020-02-13,滔搏弹近6% 获纳入MSCI中国指数,新浪
698,2020-02-13,港股异动 | 滔搏(6110.HK)高开6.19% 获纳入MSCI全球标准指数,格隆汇
699,2020-02-13,MSCI季度调整结果出炉 金山办公等股票被纳入,北京商报网
700,2020-02-13,MSCI今年首次调整2月28日生效 科创板金山办公被纳入,新浪
701,2020-02-13,刚刚，MSCI公布季度指数调整结果，科创板股票首次亮相！,中国证券网
702,2020-02-13,3只A股新纳入MSCI 北向资金持续抄底这些股,中证报
703,2020-02-13,MSCI名单变动 在岸指数新增6股！北上资金买入不减速 节后布局它们,证券时报网
704,2020-02-13,中国人保、闻泰科技、上海莱士新纳入MSCI 2月28日收盘生效,中证网
705,2020-02-13,MSCI最新季度调整名单来了！新增和剔除个股一览,每日经济新闻
706,2020-02-13,港股早知道：市场情绪乐观恒指一举站上年线 政策补短板基建股当炒,智通财经
707,2020-02-13,MSCI季度调整出炉！瑞幸(LK.US)滔搏(06110)等股获纳入,智通财经
708,2020-02-13,MSCI中国全股票指数增9个成分股 京沪高铁在列,网易
709,2020-02-13,MSCI中国A股在岸指数新增6家成分股 京沪高铁、金山办公、上海莱士市值前三,e公司
710,2020-02-13,MSCI2月指数评估：MSCI中国全股票指数增9个成分股,新浪
711,2020-02-13,明晟公司（MSCI）中国在岸指数成分股此次新增6只,Wind
712,2020-02-13,明晟公司（MSCI）中国在岸指数成分股此次新增6只，没有被移除的成分股。新增成分股中全市值最大的三只是京沪高铁、金山软件和上海莱士。,金十数据
713,2020-02-13,MSCI中国全股票指数新增9个成份股，剔除3个,Wind
714,2020-02-12,4只个股尾盘净流入资金超亿元,证券时报网
715,2020-02-12,解密主力资金出逃股连续5日净流出292股,证券时报网
716,2020-02-12,241亿主力资金近三日大量撤出中小创,证券时报网
717,2020-02-12,疫情导致血制品供需关系紧张 血浆管理仍待松绑,中国报告大厅
718,2020-02-12,抗新冠中的血制品行业：需求大涨，上游“采浆”短暂承压,Wind
719,2020-02-12,抗新冠中的血制品行业：需求大涨 上游“采浆”短暂承压,21世纪经济报道
720,2020-02-11,465亿主力资金近三日大量撤出中小创,证券时报网
721,2020-02-11,613亿主力资金近三日撤出融资融券概念股,证券时报网
722,2020-02-11,复产复工安全有序，上市公司对未来经济有信心,Wind
723,2020-02-10,383亿主力资金近三日大量撤出中小创,证券时报网
724,2020-02-10,521亿主力资金近三日撤出成交主力概念股,证券时报网
725,2020-02-10,2月10日午后主力巨资出逃四大板块(附股),金融界
726,2020-02-10,上海莱士大跌5.16%，振幅8.21% 连续下跌,中新经纬
727,2020-02-09,深股通本周现身59只个股龙虎榜,证券时报网
728,2020-02-09,【民生医药|行业动态】新冠疫情对血制品行业定性和定量分析,杏林建研
729,2020-02-09,机构游资都追TCL 主力卖出安洁科技,南方财经网
730,2020-02-08,聚焦战“疫” | 静丙行业专题报告：5大厂商份额超7成，上市公司驰援抗疫,时代在线
731,2020-02-07,11股特大单净流入资金超2亿元,证券时报网
732,2020-02-07,340亿主力资金近三日大量撤出中小创,证券时报网
733,2020-02-07,2144只个股今日尾盘资金净流入,证券时报网
734,2020-02-07,34股主力资金净流入超亿元,证券时报网
735,2020-02-07,外资增持195股成功实现正收益，大批公司仍滞涨,证券时报网
736,2020-02-07,2月7日午后主力巨资出逃四大板块(附股),金融界
737,2020-02-07,【中原医药李琳琳】医药行业点评报告*新型冠状病毒疫情下血制品行业点评,中原证券研究所
738,2020-02-06,2月6日午后两市净流入前20股(名单),金融界
739,2020-02-06,A股异动丨博雅生物涨停 人免疫球蛋白需求或放量,格隆汇
740,2020-02-06,猎鹰看盘：创业板收复失地后 从数据来看当前市场,金融界
741,2020-02-06,中信建投：征用反映行业供需紧张加剧，血制品战略价值确认,第一财经
742,2020-02-06,机构出货卓胜微 主力抢筹拓维信息,财富动力网
743,2020-02-05,瑞德西韦临床试验引发近50只医药股涨停,每日经济新闻
744,2020-02-05,开足马力复工 人免疫球蛋白需求或放量,中证网
745,2020-02-05,2月5日今日强势个股分析,腾讯网
746,2020-02-05,A股龙虎榜揭秘：机构净卖出个股8只，净买入个股1只,Wind
747,2020-02-05,三款“病毒杀手”正式浮出水面！这10股才是真“药神”？（名单）,金融界
748,2020-02-05,龙虎榜机构新动向：净买入1股净卖出7股,证券时报网
749,2020-02-05,京沪高铁尾盘净流入资金超亿元,证券时报网
750,2020-02-05,“特效药”热引发医药股涨停潮，近50只个股涨停，鱼龙混杂中扒一扒哪些才是“真神”,每日经济新闻
751,2020-02-05,上海莱士尾盘涨停，一游资抛货近3亿,Wind
752,2020-02-05,新华500指数开盘报4022.53点 涨0.49%,新华网
753,2020-02-05,上市公司正负面新闻2020年2月5日星期三,Wind
754,2020-02-05,陆家嘴财经早餐2020年2月5日星期三,Wind
755,2020-02-04,A股头条之上市公司公告精选（12.4）,金融界
756,2020-02-04,晚间重要公告2020年2月4日星期二,Wind
757,2020-02-04,晚间重要公告汇总,第一财经
758,2020-02-04,[公司]上海莱士：公司生产药品被征用 应对新冠病毒感染肺炎疫情|资本市场 同心抗疫,全景网
759,2020-02-04,上海莱士：上海经信委紧急征用公司的医疗防护用品、药品、器械及生产能力,e公司
760,2020-02-04,上海莱士：收到上海经信委生产能力应急征用通知,Wind
761,2020-02-03,疫情防控，A股公司在行动（上）,Wind
762,2020-02-03,【太平洋医药|深度探讨系列】国内市场有望达千亿，存四倍空间！,医药佐料
763,2020-02-03,快讯|上海莱士：2019年预计净利润盈利5.94亿元至7.26亿元,财经网
764,2020-02-03,上海莱士：向武汉捐赠药品、现金共800余万元,证券时报网
765,2020-02-03,上海莱士向武汉捐赠药品、现金共800余万元,中证网
766,2020-01-30,谁为本轮医药上涨的赢家？【西南证券医药|0216周报】,国广有话说
767,2020-01-23,三大股指跌逾3% 节假日概念股暴跌超级细菌概念活跃 连续下跌,中国经济网
768,2020-01-23,上海莱士大涨6.28%，最近一日融资余额82284.32万元,中新经纬
769,2020-01-23,1月23日午盘主力巨资出逃四大板块(附股),金融界
770,2020-01-23,1月23日午盘两市机构大单抢筹40股(名单),金融界
771,2020-01-22,上海莱士：预计2019年盈利5.94亿-7.26亿元,Wind
772,2020-01-20,今日特别提示（1月20日）,Wind
773,2020-01-17,上海莱士：控股股东莱士中国累计被动减持4.05%公司股份 减持股份,Wind
774,2020-01-17,上海莱士(002252.SZ)：控股股东被动减持期限届满 未减持公司股份,格隆汇
775,2020-01-17,解密主力资金出逃股连续5日净流出670股,证券时报网
776,2020-01-16,61股今日获机构买入评级 20股上涨空间超20%,中财网
777,2020-01-15,解密主力资金出逃股连续5日净流出497股,证券时报网
778,2020-01-15,四大券商周四看好的六大板块,证券之星
779,2020-01-14,解密主力资金出逃股连续5日净流出460股,证券时报网
780,2020-01-14,天坛生物（600161.SH）：全年业绩预增21%，未来能否保持稳健之势？,格隆汇
781,2020-01-07,快讯|近3年舍弃5662万元 上海莱士子公司股权转让案终落幕 资产异常,财经网
782,2020-01-06,上海莱士(002252.SZ)：与深圳熹丰就股权转让合同中剩余转让款的履行事宜达成和解,格隆汇
783,2020-01-06,上海莱士：郑州莱士与深圳熹丰因股权转让合同纠纷和解 资产异常,Wind
784,2020-01-06,股价闪崩8%！华兰生物业绩远低预期，批签发数据早有苗头 盈利能力下降,格隆汇
785,2020-01-06,"血液中的""黄金救命药""何时实现工业化生产？ ——重组人血清白蛋白的研发进展",药渡
786,2020-01-02,医药行业涟漪效应显现 生物制品板块增速最高,中国报告大厅
787,2019-12-31,410只股短线走稳站上五日均线,证券时报网
788,2019-12-30,2019年A股并购盘点：市场情绪回升,Wind
789,2019-12-26,今日682只个股突破五日均线,证券时报网
790,2019-12-25,上海莱士：重大资产重组事项获得中国证监会核准批复,Wind
791,2019-12-25,上海莱士：重大资产重组事项获证监会核准批复,e公司
792,2019-12-24,上海莱士重组疑点重重:基立福为何卖 上海莱士为何买,新浪
793,2019-12-20,华兰生物(002007)：上市15年股价飚35倍，当下还能追“星”吗？,格隆汇
794,2019-12-17,解密主力资金出逃股连续5日净流出297股,证券时报网
795,2019-12-14,【天风医药】天坛生物：老牌血制品龙头，重组后资源优化助力更上一层楼,思医辨药
796,2019-11-30,医药行业：复盘2019，策略2020,格隆汇
797,2019-11-29,上海莱士(002252.SZ)发行股份购买资产暨关联交易事项已经国家发改委备案,格隆汇
798,2019-11-29,上海莱士：132.46亿元收购GDS公司45%股权事项已经国家发改委备案,Wind
799,2019-11-28,年内逾三成公司下跌 化工机械设备占比最多(附股),投资快报
800,2019-11-14,科瑞集团新增被执行人信息 执行总标的已超6.7亿 被执行人,金融界
801,2019-11-14,大参考：中芯国际三季报业绩超预期 半导体行业受关注,巨丰财经
802,2019-11-14,联讯早餐荟——11月14日星期四,联讯金融
803,2019-11-14,财经早报：A股正开启新一轮七年周期 一新股今日申购,新浪
804,2019-11-13,上海莱士重组事项获证监会有条件通过 14日起复牌,上证报
805,2019-11-13,上海莱士(002252.SZ)：重组事项获有条件通过 明起复牌,格隆汇
806,2019-11-13,并购重组委2019年第59次会议审核结果公告,证监会
807,2019-11-13,证监会：上海莱士、东方能源发行股份购买资产事项均获通过,Wind
808,2019-11-13,华讯投资：扇贝离奇死亡 A股的那些奇葩事,华讯财经
809,2019-11-13,方案大幅调整后上海莱士百亿重组上会 控制权曾引关注,中国经济网
810,2019-11-11,【西部医药吴文华】2019年医药行业三季报综述：医药整体稳健增长，子行业分化较为明显,微信
811,2019-11-08,华创事件驱动早报11-8：猪后周期品种或复苏；新能源车产业规划正征求意见,华创证券研究
812,2019-11-07,证监会：上海莱士、东方能源11月13日重组上会,e公司
813,2019-11-07,证监会：上海莱士、东方能源发行股份购买资产事项将于13日上会,中证网
814,2019-11-07,医药行业喜事连连 港A两地药品股普涨,格隆汇
815,2019-11-07,复星医药涨3.14%报26.27元，创近1个月内新高,中新经纬
816,2019-10-24,10月24日涨停板预测：9股有望冲击涨停,金融界
817,2019-10-24,股海导航 10月24日沪深股市公告提示,新浪
818,2019-10-23,上海莱士：孙公司拟接受Biotest的授权在中国销售人血白蛋白注射液,金融界
819,2019-10-23,上海莱士2019前三季度营收净利大增 逐步退出投资业务,证券日报
820,2019-10-23,上海莱士第三季度营收上涨38.01%，多家大股东股权质押比超90%,投中网
821,2019-10-23,上海莱士公布三季报 前三季净利盈利6.0595亿,新浪
822,2019-10-23,上海莱士(002252.SZ)孙公司拟接受Biotest的授权在中国地区销售人血白蛋白注射液,格隆汇
823,2019-10-23,上海莱士(002252.SZ)：第三季度扣非净利1.97亿元 同比增93.80%,格隆汇
824,2019-10-17,上海莱士(002252.SZ)：莱士中国累计被动减持约1.44亿股 减持股份,格隆汇
825,2019-10-17,上海莱士：控股股东莱士中国被动减持计划期间未减持 减持股份,Wind
826,2019-10-17,10月17日早盘主力巨资出逃四大板块(附股),金融界
827,2019-10-17,"早知道：信托频频""踩雷"" 券商看多茅台股价至1400",网易
828,2019-10-16,重庆信托踩雷，投资者未受损 投资失误,中保网
829,2019-10-16,【医药】立足业绩，关注绩优股发展逻辑——医药行业周报——中性（联系人：徐勇，甘英健，陈晨，张山峰）,渤海证券研究
830,2019-10-15,上海莱士：2019年前三季度业绩报告预告,深交所
831,2019-10-15,重庆信托踩雷 上海莱士股票抵债务 投资失误,金融界
832,2019-10-15,最新公告透露利好 15只个股有望爆发（10.15）,中金在线
833,2019-10-15,A股头条：券商9月业绩较去年同期大幅提升 传统黄金ETF或重新开闸,金融界
834,2019-10-15,上海莱士：预计前三季度同比扭亏,Wind
835,2019-10-14,A档案|人均净赚1858万的重庆信托踩雷，莱士中国拿6000万质押股抵债 投资失误,和讯
836,2019-10-11,上海莱士(002252.SZ)：控股股东股票质押违约 遭减持及司法过户共7811.39万股 股票质押异常,格隆汇
837,2019-10-11,上海莱士：控股股东莱士中国被动减持合计约7811.4万股 减持股份,Wind
838,2019-10-10,2019胡润百富榜发布 北京仍是上榜企业家最集中居住地,中国经济网
839,2019-10-10,东北证券称质押规模下降风险可控 5宗诉讼涉15亿本金 股票质押异常,中国经济网
840,2019-10-08,上海莱士(002252.SZ)收购GDS 45%的股权事项通过CFIUS审查,格隆汇
841,2019-09-25,[快讯]上海莱士:收到中国证监会行政许可项目审查二次反馈意见通知书,中财网
842,2019-09-19,[快讯]上海莱士:《中国证监会行政许可项目审查一次反馈意见通知书》（190622号）之反馈意见回复修订,中财网
843,2019-09-12,34股遭大宗低价甩货 最低8.2折,中财网
844,2019-09-12,上海莱士今日大宗交易成交30万股，成交价8.1元折价8.27%,Wind
845,2019-09-11,领取《药品再注册申请资料补正通知书》的通知（2019年9月12日）,上海药监局
846,2019-09-09,百余家机构调研关注四大主题 掘金三季报业绩爆发股,金融界
847,2019-09-09,5G等四大主题受青睐 机构掘金三季报潜力股,证券时报
848,2019-09-06,上海莱士：免疫球蛋白和凝血因子类产品有望成为行业未来增长的驱动力,Wind
849,2019-09-05,机构调研:顺络电子接待73机构 建信泰达关注温氏股份,新浪
850,2019-09-05,9377亿！两融余额创近4个月新高！融资盘最青睐哪类股？,重庆商报
851,2019-09-04,4日中小板指涨0.42%,新华网
852,2019-09-04,【东吴医药】医药生物行业2019H1业绩总结：行业增速放缓，龙头引领增长，聚焦创新药产业链、创新生物制品、医疗服务等景气细分赛道,东吴医药研究团队
853,2019-08-29,证券业发展报告权威发布，无惧风险迎五大发展机遇！,搜狐
854,2019-08-23,12股涨停，龙头股5天4涨停，还有社保基金加持，医药股凭什么这么强？,中证报
855,2019-08-21,机构调研：易方达华夏博时等289家机构关注圣邦股份,新浪
856,2019-08-21,调研:博时兴全关注德赛西威 中银国际证券访上海莱士,新浪
857,2019-08-21,上海莱士：血液制品行业未来仍将保持持续稳定增长，供需缺口仍存在,Wind
858,2019-08-19,【数据揭秘】08月16日 融资客最看好的前20只个股,每日经济新闻
859,2019-08-15,8月15日有35家公司获重要股东增减持 延安必康已被连续减持99次 减持股份,Wind
860,2019-08-15,药明康德股东连番套现 66亿后再抛124亿减持计划 拟减持股份,国际金融报
861,2019-08-15,【数据揭秘】08月14日 融资客最看好的前20只个股,每日经济新闻
862,2019-08-15,冷门股变身大热门 市场这条主线悄然崛起 股价创新低股连续涨停,证券时报
863,2019-08-14,上海莱士(002252.SZ)：增持计划期届满 董事徐俊已增持39.02万股,格隆汇
864,2019-08-14,药明康德7位股东又要减持100亿！1个半月51家医药股在减持 减持股份,21世纪经济报道
865,2019-08-14,【医药】医联体建设试点城市名单发布——医药行业周报——中性（联系人：徐勇，甘英健，陈晨）,渤海证券研究
866,2019-08-13,08月13日 38只个股已连涨5天,每日经济新闻
867,2019-08-12,上海莱士龙虎榜数据（8月12日）,Wind
868,2019-08-12,[快讯]8月12日证券公司营业部交易龙虎榜,中财网
869,2019-08-12,上海莱士涨停，报7.80元,腾讯网
870,2019-08-09,上海莱士上半年净利增149% 资产负债率仅3%,证券日报
871,2019-08-07,上海莱士2019年上半年盈利4.1亿 加强质量生产管理,挖贝网
872,2019-08-07,逐步退出投资业务后 上海莱士上半年扭亏为盈,中证网
873,2019-08-07,上海莱士：上半年净利4.13亿元，同比扭亏,Wind
874,2019-08-07,上海莱士：上半年净利4.13亿元 同比扭亏,e公司
875,2019-08-07,上海莱士：上半年实现净利润4.13亿元 同比增长148.75%,金融界
876,2019-08-04,野蛮人大肆举牌潮起 借道ETF减持劲风再吹——7月重要股东增减持解析 减持股份,和讯
877,2019-07-30,上海莱士(002252.SZ)：科瑞金鼎被动减持期届满 未减持公司股份,格隆汇
878,2019-07-30,上海莱士：控股股东的一致行动人未被动减持公司股份 减持股份,Wind
879,2019-07-26,医药生物公司上半年业绩分化 关注政策影响小或优势独特的细分龙头 盈利能力下降,大众证券报
880,2019-07-20,上市公司大股东“花式减持”进行时 减持股份,证券时报
881,2019-07-20,大股东“花式减持”进行时：解禁后股东减持频现 解禁,证券时报
882,2019-07-18,上海莱士：被动减持期届满，控股股东未减持公司股份,Wind
883,2019-07-16,上海莱士(002252.SZ)：莱士中国存在被动减持公司股票风险 减持股份,格隆汇
884,2019-07-16,上海莱士：控股股东可能被动减持1075万股 减持股份,第一财经
885,2019-07-16,上海莱士：股东莱士中国存在被动减持不超过0.22%股份 减持股份,Wind
886,2019-07-16,盘前：三大指数收红 沪指长下影线显示下方支撑较强,中国经济网
887,2019-07-15,【民生策略】科技行业带领创业板中报显著改善,策略研究猿
888,2019-07-15,上海莱士(002252.SZ)：被动减持期间 莱士中国所持股份通过法院强制执行方式减持5972万股 违约失信,格隆汇
889,2019-07-15,上海莱士：被动减持期间，本次被动减持计划未减持公司股份,Wind
890,2019-07-15,上海莱士：控股股东莱士中国被动减持计划实施期限届满，累计减持1.2%股份 减持股份,Wind
891,2019-07-15,上市公司成“股神” 别好了伤疤忘了疼,红周刊
892,2019-07-15,医疗保健：医药盘前早知道 荐8股,东莞证券
893,2019-07-15,【投行参要】每日审核要点及市场动态 | 2019.07.12,兴业证券兴e通
894,2019-07-15,112家医药公司公布中期业绩预告，增幅前十的都有谁？,制药网
895,2019-07-15,15日公司新闻聚焦:大连圣亚获磐京基金两度举牌 东阿阿胶净利下滑,证券时报网
896,2019-07-15,【早间资讯】2019-07-15,大通证券投教基地
897,2019-07-15,申万宏源上半年营收净利双丰收 H股上市首日遭遇破发 连续下跌,新京报
898,2019-07-14,上海莱士(002252.SZ)披露资产重组报告书(修订稿) 拟132.46亿元收购GDS 45%股权,格隆汇
899,2019-07-14,[快讯]上海莱士:《中国证监会行政许可项目审查一次反馈意见通知书》（190622号）的回复,中财网
900,2019-07-13,上海莱士：2019年半年度业绩报告预告,深交所
901,2019-07-12,7月12日有54家公司获重要股东增减持 华中数控已获连续增持46次,Wind
902,2019-07-12,上海莱士：预计上半年同比扭亏,Wind
903,2019-07-11,上海莱士(002252.SZ)下属子公司完成内部股权转让 并取得换发的单采血浆许可证 资产异常,格隆汇
904,2019-07-11,上海莱士(002252.SZ)：莱士中国质押的5972万股作价近5亿元交付给平安信托 以抵偿相应债务,格隆汇
905,2019-07-11,[快讯]上海莱士:关于控股股东莱士中国被动减持股份的进展 减持股份,中财网
906,2019-07-11,谁说炒股不赚钱？谁又在抄底这只股票？——道达投资手记,每日经济新闻
907,2019-07-07,天坛生物(600161.SH)：成都蓉生获土耳其GMP证书,格隆汇
908,2019-07-05,Grifols首款20%皮下免疫球蛋白获批上市 用于原发性免疫缺陷病,新浪
909,2019-07-04,上海莱士：股东莱士中国被动减持合计661.18万股 减持股份,Wind
910,2019-07-04,上海莱士：科瑞天诚被动减持合计437.10万股 减持股份,Wind
911,2019-07-02,上海莱士(002252.SZ)控股股东累计被动减持1904.07万股,格隆汇
912,2019-07-02,上海莱士：控股股东及其一致行动人被动减持期限届满，合计减持0.27%股份 减持股份,Wind
913,2019-07-02,上海莱士：控股股东被动减持计划实施期限届满，共卖出公司0.38%股份 减持股份,Wind
914,2019-07-02,[快讯]上海莱士:关于控股股东莱士中国被动减持计划实施期限届满,中财网
915,2019-07-02,上半年股权质押大盘点！ 279股大股东全仓质押,红周刊
916,2019-07-01,生物医药行业多家上市公司接受机构集中调研 我国生物医药技术迎来新变革,中研网
917,2019-07-01,65家上市公司接受调研 机构集中调研生物医药行业,中证报
918,2019-06-28,本周71家机构密集调研医药生物行业,中证网
919,2019-06-19,四成A股药企销售费用率超30%,北京商报网
920,2019-06-14,上海莱士(002252.SZ)：莱士中国所持股份已遭被动减持636.18万股,格隆汇
921,2019-06-14,上海莱士：控股股东被动减持636.18万股 减持股份,Wind
922,2019-06-14,06月14日 18只股票封板 船舶制造板块涨幅最大,每日经济新闻
923,2019-06-05,中公教育、正邦科技被纳入中证500指数,证券之星
924,2019-06-03,沪深多指数调整样本股：*ST康得、ST康美被调出 金力永磁、重庆啤酒被调入,e公司
925,2019-06-02,上证50等指数调整样本股6月17日生效,证券时报网
926,2019-05-29,[快讯]上海莱士:延期回复《中国证监会行政许可项目审查一次反馈意见通知书》,中财网
927,2019-05-28,上海莱士：拟转让子公司青田莱士80%股权,中国经济网
928,2019-05-27,【产业报告】生物医药产业报告：行业景气度高，细分精彩纷呈,东兴研究圈
929,2019-05-25,去年炒股亏损近19亿！A股“股神”金盆洗手 四年操盘都发生了什么？,中证报
930,2019-05-24,公告精选：东阿阿胶拟7.5亿至15亿回购股份；上海莱士将不再进行证券投资,e公司
931,2019-05-24,上海莱士回复交易所问询函：今后将不再进行证券投资 问询,Wind
932,2019-05-24,步长制药销售费用占营收59%低于同行水平 商誉两年未减少转型大健康,长江商报
933,2019-05-23,专家教你如何掘金捡漏破增股,重庆商报
934,2019-05-21,军工股一枝独秀 主力资金尾盘砸3.2亿元抢筹这个板块,证券时报
935,2019-05-20,上海莱士龙虎榜数据（5月20日）,Wind
936,2019-05-20,20日中小板指跌1.32%,新华网
937,2019-05-20,上海莱士今日跌停，深股通游资均卖出,Wind
938,2019-05-20,营收8501亿销售费用超2000亿 A股医疗赛道还有哪些绊脚石,每日经济新闻
939,2019-05-16,生物科技板块尾盘拉升 智飞生物涨停,中证网
940,2019-05-15,4.48亿元质押业务遭违约 方正证券申请强制执行 股票质押异常,中国基金报
941,2019-05-14,上海莱士(002252.SZ)：董事徐俊增持期过半 已增持29.02万股股份,格隆汇
942,2019-05-13,华控赛格控制权再生变 同方股份总裁黄俞操盘5年弃壳,中国经营网
943,2019-05-11,存货余额接近营业收入 上海莱士“甩锅”两票制,中国经营报
944,2019-05-08,2018年中国医药上市公司排行榜,医药魔方
945,2019-05-07,【国金研究】生物制品行业2018年报2019一季报总结及批签发分析,国金证券研究所
946,2019-05-07,2018年仅25家上市药企亏损 医药行业整体承压,新京报
947,2019-05-06,上海莱士一季度净利2.19亿 扣非后净利润增长近两倍,金融界
948,2019-05-05,上海莱士一季度净利2.19亿 同比增长132% 现金流量净额为1.22亿元,挖贝网
949,2019-04-30,上海莱士午后异动重挫5.52%报8.55元 成交3.19亿元,腾讯网
