,2018-01-01 00:00:00,信息科技：驾乘白马 荐8股,中泰证券
4182,2020-07-29,葛卫东5大牛股成就130亿身家，选股风格曝光,中证报
4183,2020-07-29,上半年净利润预计亏损超2000万 浪潮国际云转型背后的危与机 预亏,投资者网
4184,2020-07-29,期货大佬葛卫东入场！5亿元砸向这只芯片股,期货日报
4185,2020-07-29,葛卫东5亿杀入千亿芯片巨头 高毅、瑞银等都在买,中国基金报
4186,2020-07-29,私募大佬葛卫东又出手了！5亿豪赌这只科技股,Wind
4187,2020-07-29,两大活跃资金增持科技股5股业绩预增超10倍,证券时报
4188,2020-07-29,葛卫东又出手：5亿杀入闻泰科技 高毅、瑞银、摩根大通都在买,新浪
4189,2020-07-29,私募大佬葛卫东再出手！5亿入局这家半导体龙头,证券时报
4190,2020-07-30,鼓励上市公司自愿信披，不是随意披露,每日经济新闻
4191,2020-07-30,揭秘送转股285只除权以来股价上涨,证券时报网
4192,2020-07-30,用友网络(600588.SH)非公开发行股票申请获中国证监会受理,格隆汇
4193,2020-07-30,2020年大数据企业市场拓展趋势与商业机遇及科研开发现状分析报告,百度
4194,2020-07-30,正式签约！“5G+工业智能”带你解锁钢铁“智”造“鑫姿势”！,兰格钢铁网
4195,2020-07-30,中信证券红利价值A基金最新净值涨幅达2.59％,金融界
4196,2020-07-30,用友制造峰会发放8000万优惠券 助力山城制造雄起,砍柴网
4197,2020-07-30,云原生：定义软件产业未来十年,新浪
4198,2020-07-30,7月30日利好及其影响个股,中财网
4199,2020-07-30,葛卫东投资版图：5亿杀入闻泰科技 持有核心公司为科技牛股,新浪
4200,2020-07-31,揭秘送转股287只除权以来股价上涨,证券时报网
4201,2020-07-31,《云计算半月刊》第五十七期（2020.7.31）,计算机司令部
4202,2020-07-31,牛市看成长，熊市配低估。那么你呢？,养基司令
4203,2020-08-01,"投资理财""摇钱树""倒后 浪潮软件交出最差半年报",华夏时报
4204,2020-08-02,【民生计算机|周观点】政策支持车联网标准建设，产业有望加速落地,MS计算机
4205,2020-08-02,7月大宗交易成交额创年内新高 机构持续买入这些医药、科技股,红周刊
4206,2020-08-02,【天风计算机】周观点：工业互联网有望迎来从点到面突破,兵哥看IT
4207,2020-08-02,礼包｜2020年二季度公募基金持仓盘点,中信建投证券研究
4208,2020-08-02,北美云计算巨头Q2总结：疫情加速线上化进程，云业务延续高景气度,中信建投证券研究
4209,2020-08-03,计算机行业：从SAP看疫情对管理软件行业的冲击,新浪
4210,2020-08-03,数字中国崛起!柏睿数据释放工业互联网数字化杠杆动能,凤凰网
4211,2020-08-03,仁云科技获得用友战略投资,投资界
4212,2020-08-03,计算机行业周报：半年报陆续披露 关注业绩超预期的公司,渤海证券
4213,2020-08-03,人力资源外包服务平台仁云科技完成战略投资融资,亿邦动力
4214,2020-08-03,数智峰会|用友与沈抚示范区共推工业互联，助力数字经济发展,砍柴网
4215,2020-08-03,【数智峰会】用友推动江西工业企业迈向智能制造新赛道,砍柴网
4216,2020-08-03,安信证券：SaaS 计算机中的消费股,新浪
4217,2020-08-03,计算机周报：安全与可信需求提升 DCEP、蚂蚁链与网安企业入局,新浪
4218,2020-08-04,喜获双重助力 区块链概念股或迎来配置良机,新浪
4219,2020-08-04,杠杆资金余额创5年新高 狂买两大板块 这些创业板个股被扫货,证券时报网
4220,2020-08-04,【计算机】半年报陆续披露，关注业绩超预期的公司——计算机行业周报——看好（联系人：徐中华、 张源）,渤海证券研究
4221,2020-08-05,集成电路和软件产业新政印发 “中国芯”及国产软件再迎大机遇,大众证券报
4222,2020-08-05,【安信TMT王牌战队】解读国务院集成电路和软件政策,晓说电子
4223,2020-08-05,集成电路财税政策解读,半导体风向标
4224,2020-08-05,软件及服务：新时期促进集成电路和软件产业发展政策发布 关注长期利好效应,新浪
4225,2020-08-05,拥抱5G!柏睿数据“边缘计算”照进智慧文旅全场景,凤凰网
4226,2020-08-05,计算机行业研究：新型举国体制推进 软件发展进入黄金时代,新浪
4227,2020-08-05,疫苗股板块出现调整 板块分化明显,期货日报
4228,2020-08-05,沈抚示范区建设数字经济产业基地,科技日报
4229,2020-08-05,政策催化工业互联网设施完善 多地发力打造产业高地,中国报告大厅
4230,2020-08-05,【朝闻国盛0806】区块链商用开启新纪元，软件发展进入黄金时代,国盛证券研究所
4231,2020-08-05,期货大佬葛卫东频上“热榜”，参与定增高浮盈，潜伏疫苗股豪赚多倍！,期货日报
4232,2020-08-06,软件产业迎新政，用友网络董事长王文京：是极大利好,澎湃新闻
4233,2020-08-06,【华西计算机】用友商业创新峰会纪要（第二弹）：构建全球领先的商业创新平台,科技晶选
4234,2020-08-06,用友网络(600588.SH)：约1114.59万股限制性股票8月12日解禁 解禁,格隆汇
4235,2020-08-06,富瑞：企业资源管理行业最新投资评级及目标价（表）,新浪
4236,2020-08-06,用友盛大发布商业创新平台YonBIP，引领从ERP到BIP的变革,凤凰网
4237,2020-08-06,【华西计算机】用友商业创新峰会纪要（第四弹）：YonSuite—解决方案,科技晶选
4238,2020-08-06,大行评级|富瑞：首次覆盖中国ERP提供商看好金蝶(0268.HK)等股,格隆汇
4239,2020-08-06,【计算机-胡又文】支持力度大超预期，软件行业迎重磅政策红利,安信证券研究
4240,2020-08-07,用友网络64亿定增募投项目YonBIP发布,21世纪经济报道
4241,2020-08-07,下周591亿市值限售股解禁，环比增加0.52% 解禁,Wind
4242,2020-08-07,用友网络(600588.SH)：北京用友科技质押3201万股及解押5884.02万股,格隆汇
4243,2020-08-07,巨·个股|工业软件升势渐起！智能制造的核心。国产替代势在必行（附股）,巨丰财经
4244,2020-08-07,用友正式发布商业创新平台YonBIP 带来技术驱动商业革命,中国网
4245,2020-08-07,用友网络(600588)：正式发布YONBIP社会化商业创新平台 开启下一个十年的发展动力,新浪
4246,2020-08-07,晨会0811 | 使命下的盛宴,中信建投证券研究
4247,2020-08-08,【东吴计算机周报】: 中美科技之争从底层技术向信息数据扩散，新一代AI标准体系建设指南发布,吴声计事
4248,2020-08-08,公告版位提示,中证报
4249,2020-08-09,清仓式减持，翻倍牛股遭股东出手！超600亿市值即将解禁，解禁比例最高股名单出炉 减持股份,证券时报网
4250,2020-08-09,【天风计算机】周观点：软件的历史性机遇，科技内循环,兵哥看IT
4251,2020-08-10,王文京：从ERP到BIP， 企业呼唤商业创新平台,计世网
4252,2020-08-10,疫苗大牛股跌停再跌停:葛卫东退出前十大股东行列 完美错过大涨？,Wind
4253,2020-08-10,擒获涨幅近7倍大牛股西藏药业后，葛卫东又盯上了良品铺子！,每日经济新闻
4254,2020-08-10,解密主力资金出逃股连续5日净流出588股,证券时报网
4255,2020-08-10,全国首次高校语言服务师资研修班成功开班,凤凰网
4256,2020-08-10,收评：上证指数收涨0.75% 家居用品等板块表现强势,新华网
4257,2020-08-10,机构重仓股跟踪周报,新浪
4258,2020-08-10,巨·个股|外部环境不佳 国产替代迫在眉睫 信创产业链机会已到（附股）,巨丰财经
4259,2020-08-10,用友发布《企业数智化研究报告》，帮助企业重构数智力,砍柴网
4260,2020-08-10,工信部公示支撑疫情防控和复工复产工业互联网平台解决方案入围名单,上证报
4261,2020-08-10,2020商业创新大会南方峰会：用友推动制造业便捷创新,砍柴网
4262,2020-08-10,用友网络(600588)：从ERP到BIP YONBIP平台正式发布 打造产业互联网基础平台 看懂用友网络下一个五年,新浪
4263,2020-08-10,计算机周报：从ERP到BIP 看好用友中台战略下数智化转型,新浪
4264,2020-08-10,互联网安全大会开幕，数字孪生时代下安全防护需求旺盛,中信建投证券研究
4265,2020-08-10,软件产业迎政策利好 用友加速推进企业数字化转型,证券日报
4266,2020-08-11,你可能还不够了解BIP，但它或将助力产业界掀起新革命,和讯
4267,2020-08-11,葛卫东并未错失大牛股，已盯上这些公司……,上证报
4268,2020-08-11,葛卫东退出疫苗大牛股前十大股东行列 完美错过大涨？真相是,新浪
4269,2020-08-11,用友募资64亿 部分用于BIP研发、构建生态和客户运营等,新浪
4270,2020-08-11,商业创新是企业最核心诉求和竞争力 实现有质量的商业创新,中投网
4271,2020-08-11,北向资金新动向：重点加仓金融、基建，持续减仓消费,Wind
4272,2020-08-11,【计算机】科技摩擦持续升级，重点关注信创产业——计算机行业周报——看好（联系人：徐中华、张源）,渤海证券研究
4273,2020-08-11,疫苗大牛股再跌停！葛卫东错过大涨？真相是,中证报
4274,2020-08-11,机构大举砸盘，7倍疫苗大牛股又跌停！大佬葛卫东获利丰厚，姐弟两人左右手“互倒”？,中国基金报
4275,2020-08-12,用友网络旗下“支付”子公司存两大违规行为被央行罚40万 曾多次遭监管警告处罚 金融监管处罚,和讯
4276,2020-08-12,【早间资讯】2020-08-12,大通证券投教基地
4277,2020-08-12,畅捷支付辽宁2宗违法遭央行罚 第一大股东为用友网络 金融监管处罚,中国经济网
4278,2020-08-12,8月12日沪深两市最新交易提示,金融界
4279,2020-08-12,中信建投TMT团队最新研究观点,中信建投证券研究
4280,2020-08-13,"用友网络现1笔大宗交易 共成交1,184.22万元",新浪
4281,2020-08-13,解密主力资金出逃股连续5日净流出680股,证券时报网
4282,2020-08-13,用友旗下畅捷支付辽宁分公司被罚40万：未按规定识别客户身份,新浪
4283,2020-08-13,机构强烈推荐21只个股-更新中,中财网
4284,2020-08-13,中信证券红利价值C基金最新净值跌幅达1.77％,金融界
4285,2020-08-13,中信证券红利价值B基金最新净值跌幅达1.77％,金融界
4286,2020-08-13,用友网络(600588)：YONBIP全面发布 用友向云原生蜕变,新浪
4287,2020-08-13,计算机行业：用友VS金蝶 国产ERP龙虎斗,新浪
4288,2020-08-14,【民生计算机|周观点】数字货币持续推进，银行IT长期增量可期,MS计算机
4289,2020-08-16,66个解决方案入选，应急防疫大名单透露了哪些产业掘金点,北京商报
4290,2020-08-16,【华西通信】周专题：边缘计算、智能集成赋能智能制造软硬件融合,香农圆桌沙龙
4291,2020-08-16,【兴证计算机】云计算：有望持续戴维斯双击,兴业计算机团队
4292,2020-08-16,计算机行业周报：工信部公示《建设指南》 加强重点领域安全标准建设,新浪
4293,2020-08-17,20Q2计算机行业基金持仓分析——金融IT和云计算增持较多，自主可控回调,科创TMT靖观其变
4294,2020-08-17,【东兴计算机】猫眼娱乐（01896）:疫情冲击下韬光养晦，下半年蓄势待发,王者计算机
4295,2020-08-17,工业软件系列报告总起篇：重铸中国制造之“魂”,新浪
4296,2020-08-17,中信证券红利价值A基金最新净值涨幅达1.51％,金融界
4297,2020-08-17,用友2020商业创新大会·东部峰会隆重上演,北国网
4298,2020-08-17,借力5G和新基建 工业互联网有望成增长新引擎,第一财经
4299,2020-08-18,财闻点金：金山云二季度业绩亮眼 公有云服务市场前景广阔,巨丰财经
4300,2020-08-18,用友网络董事长王文京：企业数智化呼唤商业创新平台,证券日报
4301,2020-08-18,2020年“创客中国”工业互联网中小企业创新创业大赛正式启动,工业电器网
4302,2020-08-18,【计算机】重点关注金融科技——计算机行业周报——看好（联系人：徐中华、张源）,渤海证券研究
4303,2020-08-18,中信建投TMT团队最新研究观点,中信建投证券研究
4304,2020-08-19,《云计算半月刊》第五十八期（2020.8.19）,计算机司令部
4305,2020-08-19,18公司获得推荐评级-更新中,中财网
4306,2020-08-19,板块轮动加速，能否创新高？,财经
4307,2020-08-19,【民生计算机】金山办公(688111)20H1点评：净利润增速亮眼，个人订阅量持续提升,MS计算机
4308,2020-08-20,【民生计算机|周观点】注册制即将起航，金融创新下IT增量可期,MS计算机
4309,2020-08-20,中信证券红利价值C基金最新净值跌幅达1.80％,金融界
4310,2020-08-20,中泰证券：三大因素叠加 国内工业软件行业迎来新发展期（附股）,证券时报网
4311,2020-08-21,WEMONEY研究室日报：银保监会鼓励AMC参与中小银行风险化解；监管起草独立保险代理人的相关规范性文件,凤凰网
4312,2020-08-21,WEMONEY研究室日报：监管起草独立保险代理人的相关规范性文件,搜狐
4313,2020-08-21,【东兴计算机】金山云（KC.O）：营收维持高速增长，深耕垂直领域差异化打法打开成长空间,王者计算机
4314,2020-08-21,【东兴计算机】金山办公（688111）：订阅业务实现快速增长，战略布局OFD推动实现流版签一体化,王者计算机
4315,2020-08-21,用友与新网银行战略合作 共同打造产业金融开放商业创新平台,金融界
4316,2020-08-21,新网银行与用友签署战略合作协议 新网行长江海：新网正式进入“发展2.0”阶段，布局产业数字金融业务,凤凰网
4317,2020-08-21,用友与新网银行签署战略合作协议,金融投资报
4318,2020-08-21,新网银行与用友签署战略合作协议 探索产业数字金融创新,新浪
4319,2020-08-21,用友隆重发布YonBIP|智多星AI企业大脑 智能驱动商业创新,砍柴网
4320,2020-08-21,城商行异地放款迎强监管？多家助贷平台选择这一策略破局,腾讯网
4321,2020-08-21,数字经济产业基地落户辽宁沈抚示范区,中国证券网
4322,2020-08-21,辽宁省数字经济产业基地落户沈抚示范区,e公司
4323,2020-08-21,金山办公业绩连超预期但市场反应平淡：估值贵是核心,新浪
4324,2020-08-22,唱好“双城记” 共建“经济圈” ｜智多星构建智慧企业大脑 让企业AI开箱即用,重庆商报
4325,2020-08-22,唱好“双城记” 共建“经济圈”｜用友发布YonBIP智多星AI企业大脑 服务重庆企业10636家,重庆商报
4326,2020-08-24,新网银行9家联合贷款银行曝光，部分“好人贷”借款人骗贷？ 欺诈造假,和讯
4327,2020-08-24,【东兴计算机】佳华科技（688051）：聚焦智慧环保与智慧城市，打开物联网发展新空间,王者计算机
4328,2020-08-24,圣元环保选择用友NC Cloud 树立垃圾发电行业数字化新标杆,砍柴网
4329,2020-08-25,放弃申请保险牌照 上市公司为何屡打“退堂鼓”？,北京商报
4330,2020-08-25,【兴证张忆东团队】海外机构：关注充满增长机会的中国市场——A股美股行业动态跟踪,张忆东策略世界
4331,2020-08-25,全球SAAS云计算系列报告26：SAAS公司股价驱动因素是什么？,新浪
4332,2020-08-25,66个方案上榜！《支撑疫情防控和复工复产工业互联网平台解决方案名单》公布,互联网协会
4333,2020-08-25,"华菁资管刘歆钰：追求估值与成长的平衡 ""后疫情时代""继续拥抱新经济",券商中国
4334,2020-08-25,计算机行业周报：持续推荐金融科技 关注中报业绩超预期的公司,渤海证券
4335,2020-08-25,中金智汇与用友通信缔结战略合作伙伴关系，共同推进企业经营智能化,硅谷动力
4336,2020-08-25,YonBIP，用友商业创新突围密钥,计算机世界
4337,2020-08-25,中信证券：SaaS是中长期兼具高确定性、成长性的优质赛道,金融界
4338,2020-08-25,【计算机】持续推荐金融科技，关注中报业绩超预期的公司——计算机行业周报——看好（联系人：徐中华、张源）,渤海证券研究
4339,2020-08-25,晨会0825｜涨价中的价值股投资,中信证券研究
4340,2020-08-25,前瞻｜SaaS公司股价驱动因素是什么？,中信证券研究
4341,2020-08-25,安信研究|晨会在线20200902,安信证券研究
4342,2020-08-26,【民生计算机|周观点】运营商集采不断推进，新基建、信创等领域再迎利好,MS计算机
4343,2020-08-27,2020 新资本局：TO B 进，TO C 退,砍柴网
4344,2020-08-27,王文京：数字经济时代的商学院不会消亡 将从精英化走向大众化,新浪
4345,2020-08-27,王文京：解决数据滥用等问题 相应厂商、提供商必须遵循一定规则,新浪
4346,2020-08-27,王文京：BaaS工具软件是中国企业服务领域的一大特点,新浪
4347,2020-08-27,王文京：企业数字化推进要建构在数字化智能化平台上,新浪
4348,2020-08-27,王文京：商业创新“六线谱”中技术的影响最大,新浪
4349,2020-08-27,工信部深化工业大数据融合应用 工业软件迎来发展机遇（附股）,证券时报网
4350,2020-08-27,王文京：六大技术集群交互 驱动了新一轮“企业数智化”商业创新,新浪
4351,2020-08-27,2020商业创新大会西部峰会，探索国资国企数智化转型,凤凰网
4352,2020-08-27,YonBIP人力云亮相商业创新大会西部峰会，共拓人力管理创新模式,北国网
4353,2020-08-27,工业互联网市场加速拓展 产业规模奔4万亿（附股）,证券时报网
4354,2020-08-28,用友网络：上半年净利润同比减少94.69% 盈利能力下降,Wind
4355,2020-08-28,【东兴计算机】今日头条与抖音的爆款产品力与差异化运营 ——互联网商业模式创新系列研究报告,王者计算机
4356,2020-08-28,用友网络(600588.SH)拟1800万元发起设立江苏用友 持股90%,格隆汇
4357,2020-08-28,用友网络(600588.SH)半年度净利润降94.7%至2560.1万元 盈利能力下降,格隆汇
4358,2020-08-28,用友网络携手华夏基石，为企业人力管理数智化转型提供全栈服务,砍柴网
4359,2020-08-28,识图鉴平台——对“一张图看十大双跨平台一年”的分析,工业新闻网
4360,2020-08-28,【申港计算机】周观点：华为的智能网联产业链布局-200830,猫猫王看计算机
4361,2020-08-28,北向资金动向盘点：“换子”电动汽车,Wind
4362,2020-08-28,工信部深化工业大数据融合应用,证券之星
4363,2020-08-29,5万亿板块盛宴！华为鸿蒙2.0即将亮相，受益股名单曝光,中国基金报
4364,2020-08-29,华为鸿蒙2.0即将亮相，受益股名单曝光,Wind
4365,2020-08-29,今日465公司公布半年报46家业绩增幅翻倍,证券时报网
4366,2020-08-29,10位明星基金经理“心水股”首次披露,中国基金报
4367,2020-08-30,【华西计算机】用友网络|点评报告：云业务高增&客单价提升，全年业绩预期不改,科技晶选
4368,2020-08-30,【民生计算机|周观点】二季度行业收入回暖，金融IT等板块改善明显,MS计算机
4369,2020-08-30,【天风计算机】周观点：二季度板块业绩回升，云计算板块表现亮眼,兵哥看IT
4370,2020-08-30,【兴证计算机】金融科技：政策及产业双红利驱动！,兴业计算机团队
4371,2020-08-30,用友网络(600588)：加速云转型步伐 云服务保持高增长,新浪
4372,2020-08-30,用友网络(600588)：上半年业绩承压 用友3.0-II战略持续推进 盈利能力下降,新浪
4373,2020-08-31,用友发布YonBIP | AIoT智能物联网平台，以数据驱动产业共荣发展,砍柴网
4374,2020-08-31,42公司获得增持评级-更新中,中财网
4375,2020-08-31,又一例新三板分拆上市 这家国企或将启动IPO！这些企业盈利规模过亿,证券时报
4376,2020-08-31,【财报智读】用友网络：2020年上半年经营性现金净流出5.98亿元,面包财经
4377,2020-08-31,【财报智读】用友网络：2020年上半年归母净利润2560.1万元，商誉减值压力需留意,面包财经
4378,2020-08-31,【面包财报】用友网络：2020年上半年经营性现金净流出5.98亿元,面包财经
4379,2020-08-31,【面包财报】用友网络：2020年上半年归母净利润2560.1万元，商誉减值压力需留意,面包财经
4380,2020-08-31,中信证券红利价值C基金最新净值涨幅达1.79％,金融界
4381,2020-08-31,叶檀：从期货一哥到A股大牛 我们就学葛卫东这几点,搜狐
4382,2020-08-31,用友网络（600588）2020年半年报点评：云服务快速增长，云战略持续推进,国信研究
4383,2020-08-31,东吴计算机点评【用友网络：合同负债高增，大型企业上云大潮即将到来】 偿债能力下降,吴声计事
4384,2020-08-31,4年投入400万未果，灵康药业终止参设长寿健康险放弃大股东之位,云掌财经
4385,2020-08-31,工信部持续加大力度推动工业互联网创新发展（附受益股）,证券时报网
4386,2020-08-31,【计算机-胡又文】用友网络：发布重磅新品，向云而生,安信证券研究
4387,2020-09-01,从财管到ERP到BIP平台，企业数智化转型的进化,新浪
4388,2020-09-01,广发双擎升级A上半年净值增长42.28%，配置医疗服务、半导体等行业,资本邦
4389,2020-09-01,上半年公募基金调仓路径曝光,中证报
4390,2020-09-01,用友商业创新平台YonBIP或将助力产业界掀起新革命,砍柴网
4391,2020-09-01,【华西计算机】中报总结报告：费用刚性利润短期承压，季节性特征看好下半年 盈利能力下降,科技晶选
4392,2020-09-01,用友网络：中报扣非净利转亏 商誉净资产占比超一成 亏损,面包财经
4393,2020-09-01,【计算机】数字货币进程提速，建议关注金融科技——计算机行业周报——看好,渤海证券研究
4394,2020-09-01,计算机行业投资策略报告：费用刚性利润短期承压 季节性特征看好下半年,新浪
4395,2020-09-02,【民生策略】2020年A股中报业绩分析：医药、科技、食品拉动盈利回升，Q3关注线下消费和中游制造业绩改善,策略研究猿
4396,2020-09-02,"用友网络现1笔大宗交易 共成交4,887.04万元",新浪
4397,2020-09-02,8月份超七成股基上涨 银华国泰长盛广发大成等领涨,投资咨询网
4398,2020-09-02,10年22倍！中药界的“茅台”，市值超上海机场！超级品牌概念股来了，券商看好茅台破2000元,证券时报
4399,2020-09-02,中药界茅台：10年22倍 市值超上海机场（超级品牌概念股）,新浪
4400,2020-09-02,超级品牌概念牛股成群 券商看好茅台突破2000元,证券时报
4401,2020-09-03,葛卫东等“牛散”操盘手法曝光:相对分散与重仓持有 “结局”亮了,红周刊
4402,2020-09-03,用友网络(600588.SH)：A股定增募资额由不超64.3亿元调至不超53.3亿元,格隆汇
4403,2020-09-03,华西证券：计算机行业费用刚性利润短期承压，季节性特征看好下半年，给予“推荐”行业评级,华西证券
4404,2020-09-03,【国金晨讯】卫星视角：中美，原油大贸易！用友网络：深化云转型,国金证券研究所
4405,2020-09-03,科技行业日报：工业互联网发展环境优化 产业规模持续增长,新浪
4406,2020-09-04,用友网络：拟定增募资不超53.3亿元用于商业创新平台建设等,Wind
4407,2020-09-04,用友网络(600588.SH)拟向参股子公司融联科技增资9300万元,格隆汇
4408,2020-09-04,16股主力资金净流入超亿元,证券时报网
4409,2020-09-04,支撑复工复产 工信部公布66个工业互联网平台解决方案,中新经纬
4410,2020-09-05,计算机板块2020年中报总结：Q2复工复产效果显著,计算机司令部
4411,2020-09-05,私募大佬葛卫东的“五台山”：重仓五只股票上半年豪赚40亿,腾讯网
4412,2020-09-05,SaaS赛道竞争提速,中国经营报
4413,2020-09-05,云计算受追捧 Salesforce替代埃克森美孚进入道琼斯指数 SaaS赛道竞,中国经营报
4414,2020-09-06,计算机行业周报：九部门印发《若干意见》 我国建筑信息化发展将加快,新浪
4415,2020-09-07,2020年计算机行业中报总结：业绩情绪阶段性底部 Q2恢复明显前景可期,新浪
4416,2020-09-07,用友网络郝伟明：工业互联网发展到2.0新阶段,北京商报
4417,2020-09-07,计算机行业工业软件深度报告(一)：乘软件研发之风 铸工业智造之魂,华安证券
4418,2020-09-07,用友网络董事长王文京：BIP，让商业创新走下“神坛”,钛媒体
4419,2020-09-07,中信证券：工业软件是制造强国必修课,金融界
4420,2020-09-07,SAAS行业估值框架再谈：海外20倍PS以上的SAAS公司都有哪些特点？,新浪
4421,2020-09-07,工业软件：ZWMESHWORKS发布 国产CAE 生态起新篇,新浪
4422,2020-09-07,软件产业利好叠加事件驱动 能否接棒半导体大旗？,科创板日报
4423,2020-09-07,9月6日机构推荐34只个股，同兴达等获机构首次关注,e公司
4424,2020-09-07,中信证券：建议沿着三条主线布局工业软件投资机遇（附股）,证券时报网
4425,2020-09-07,计算机丨工业软件：制造强国必修课,中信证券研究
4426,2020-09-08,计算机行业2020年中报业绩综述：2020H1业绩同比下滑 Q2明显改善,渤海证券
4427,2020-09-08,TMT板块2020Q2财报分析：关注线上化持续和终端需求改善,中信证券
4428,2020-09-08,云计算专题报告：SaaS，计算机中的消费股,新浪
4429,2020-09-08,用友软件 从ERP龙头转变为云服务龙头的估值切换,亿欧网
4430,2020-09-08,用友网络携手北大纵横，助力国资国企数智化转型,砍柴网
4431,2020-09-08,【计算机】半年报全部出炉，Q2行业整体业绩得到改善——计算机行业周报——看好,渤海证券研究
4432,2020-09-08,科技｜关注线上化持续和终端需求改善：TMT板块2020Q2财报分析,中信证券研究
4433,2020-09-08,二季度净利环比降60% 新网银行加速转型欲“逆袭” 盈利能力下降,投资者网
4434,2020-09-09,SaaS服务表现亮眼，开普云有望迎来价值重估,和讯
4435,2020-09-09,计算机行业：一季度业绩同比下滑 二季度改善明显 盈利能力下降,财富动力网
4436,2020-09-10,计算机行业动态报告：非零基式增长 SALESFORCE奠定全球SAAS标杆地位,新浪
4437,2020-09-10,用友网络现1笔大宗交易 共成交417.12万元,新浪
4438,2020-09-10,用友网络携手四家专业服务伙伴，引领行业数智化与商业创新,砍柴网
4439,2020-09-10,8月份国联安2只权益基金跌超9% 重仓科技股悲催了,中国经济网
4440,2020-09-11,解密主力资金出逃股连续5日净流出782股,证券时报网
4441,2020-09-11,《云计算半月刊》第六十期（2020.9.11）,计算机司令部
4442,2020-09-11,巴菲特40亿押科技股 科技股票龙头一览2020,CnBeta
4443,2020-09-11,16股获融资客大手笔净买入,证券时报网
4444,2020-09-12,一周研读｜新格局下的新机遇,中信证券研究
4445,2020-09-12,用友网络：53亿募投资金投向哪？,红周刊
4446,2020-09-13,明日A股机会早知道,第一财经
4447,2020-09-13,金控公司办法出台，医保局提出深入实施全民参保计划丨明日主题前瞻,第一财经
4448,2020-09-13,十大工业互联网平台（排名不分先后）,电子产品世界
4449,2020-09-14,补齐支付生态牌照短板，京东数科拟16亿收购快钱,钛媒体
4450,2020-09-14,诺仕达集团选择用友 共筑数字化采购平台,砍柴网
4451,2020-09-14,计算机行业周报：云计算市场回暖 关注高景气板块,国海证券
4452,2020-09-14,行业周报：重视龙头与低估值改善标的,国金证券股份有限公司
4453,2020-09-14,SaaS赛道竞争提速 国内公司有望弯道超车,中国经营报
4454,2020-09-15,工业互联网深度研究与投资策略：5G的下一个上甘岭,新浪
4455,2020-09-15,为什么说生态共建是TOB突围的最佳路径?,DoNews
4456,2020-09-15,【计算机】行业估值有所回调，关注龙头地位巩固、行业前景向好的标的——计算机行业周报——看好,渤海证券研究
4457,2020-09-15,计算机行业周报：鸿蒙OS2.0发布 智能网联汽车是重要落地场景,华安证券
4458,2020-09-16,融合互联 数智建造——用友建筑云亮相第六届工程建设行业互联网大会,凤凰网
4459,2020-09-17,A股明日风口：乘联会预计9月狭义乘用车零售销量同比增长约8%,新浪
4460,2020-09-17,用友薪福社发布《社会化用工研究报告》 首次系统阐述社会化用工定义,证券时报
4461,2020-09-18,抱团科技股公募基金无惧调整风浪，爆款产品舵手加大力度调研相关公司,红周刊
4462,2020-09-18,易方达中证人工智能主题ETF将于9月23日上市,中证网
4463,2020-09-18,计算机行业点评报告：阿里“犀牛工厂”正式亮相 工业互联网大风已起,新浪
4464,2020-09-18,联通总部资本运营系统应用软件集采：3企业入围,C114通信网
4465,2020-09-19,安信证券：阿里云进入2.0时代，有望开创全新云计算形态,证券时报网
4466,2020-09-19,科技板块再度走强 三大新兴技术领域爆发在即,金融投资报
4467,2020-09-21,【东兴计算机】金山办公（688111）：中期2000亿市值，中长期3000亿市值成长逻辑,王者计算机
4468,2020-09-21,又一大公司测试数字货币应用，产业链细分领域受益丨牛熊眼,第一财经
4469,2020-09-21,25只个股大宗交易超5000万元,证券时报网
4470,2020-09-21,用友网络现1笔大宗交易 共成交570.51万元,新浪
4471,2020-09-21,2020年全国信创产业生态创新大赛正式启动,和讯
4472,2020-09-21,计算机行业周报：电子票据系统建设进入高峰期 订单明显增长,国海证券
4473,2020-09-22,中关村银行行长获批 杨新军升任,北京商报
4474,2020-09-22,杨新军升任北京中关村银行行长，该行上半年净利润增255%,澎湃新闻
4475,2020-09-22,北京中关村银行迎来第三任行长 副行长杨新军升任,证券时报
4476,2020-09-22,国泰君安中小盘·首次覆盖【东方国信（300166）：成长之路：从大数据迈向工业互联网和云服务】,微信
4477,2020-09-22,山西省副省长王一新在中国电子和用友公司调研,山西日报
4478,2020-09-22,计算机行业周报：二季度云市场延续强劲增长 看好重点细分领域,新浪
4479,2020-09-22,“鱼尾”行情，机会要从核心资产里找,阿尔法工场
4480,2020-09-24,专票电子化，破了这个局！,北国网
4481,2020-09-24,中国数字生态500强出炉,北京日报
4482,2020-09-25,【民生计算机|周观点】赋能金融+融合B端，看好蚂蚁Fintech生态发展,MS计算机
4483,2020-09-25,王文京：企业应通过数智化实现商业创新 否则可能会被淘汰,新浪
4484,2020-09-25,今天，明源云上市暴涨80%，高瓴、红杉、贝莱德重仓，地产科技迎来大爆发？,投中网
4485,2020-09-25,山东省加快推动工业设备上云 中小企业上云将获费用补助,大众日报
4486,2020-09-27,计算机行业周报：华为全联接大会发布智能体 加速云计算落地,华安证券
4487,2020-09-27,计算机行业周报：从蚂蚁外滩大会看FINTECH“云库链智”趋势,新浪
4488,2020-09-27,北京自贸区科技创新片区正式挂牌,北京商报
