,2021-12-31,年终盘点|医药2021：白马纷纷倒下 创新药走出温室 医改重构医药投资价值逻辑,财联社
2696,2019-12-22,业绩真空期，中长期战略布局医药龙头好时机！【西南证券医药|1222周报】,国广有话说
2697,2019-12-22,调整，是为了明年的精彩--医药行业周报（2019.12.16-2019.12.22）,兴证医药健康
2698,2019-12-22,信立泰：开发支出蹊跷下降,证券市场周刊
2699,2019-12-20,2010年的旧文《为什么要投资万科A》,新浪
2700,2019-12-20,【方正医药】2020年医药行业投资策略报告：政策变革期，把握六类投资方向,方正证券研究
2701,2019-12-19,19日强势板块分析：传媒娱乐板块走强 网游概念再爆发,证券时报网
2702,2019-12-19,医药板块午后拉升 华仁医药福安药业等涨停,证券时报网
2703,2019-12-18,18日晚间公告精选丨中国动力实施百亿重组获通过；绿庭投资、环旭电子等提示风险,21世纪经济报道
2704,2019-12-18,乐普医疗(300003.SZ)：7.5亿元可转债计划获批,格隆汇
2705,2019-12-18,渤海证券：政策多变下积极布局医药核心资产,证券时报网
2706,2019-12-18,2019十大最受机构关注个股 海康威视列首位,财富动力网
2707,2019-12-18,【民生医药|公司深度】复星医药：整合能力提升+创新增量催化，业绩迎来兑现期,杏林建研
2708,2019-12-17,A股共发生133宗大宗交易成交24.99亿元（12月17日）,Wind
2709,2019-12-17,13只个股大宗交易超5000万元,证券时报网
2710,2019-12-17,乐普医疗现1笔大宗交易 共成交373.89万元,新浪
2711,2019-12-17,乐普医疗今日大宗交易成交11万股，成交价33.99元溢价0.0%,Wind
2712,2019-12-17,十张图带你了解2019年全球医疗器械行业投融资现状及趋势,前瞻研究院
2713,2019-12-16,创业板年内大涨42% 机构高喊：十年上行周期开始了,新浪
2714,2019-12-16,分拆上市政策落地，哪些概念股受资金青睐？丨行业掘金,第一财经
2715,2019-12-16,超级利好！分拆上市来了，最强概念股出炉（名单）,中国基金报
2716,2019-12-16,A股分拆上市通道正式开启31股公开宣称“要分拆”！四大方向掘金分拆概念,券商中国
2717,2019-12-16,“分拆预期”概念受关注 下半年机构调研集中920家,证券日报
2718,2019-12-16,分拆规则落地两日 逾40家公司被追问2家有肯定答复,证券日报
2719,2019-12-15,长春高新高增长可期待，重点推荐【西南证券医药|1215周报】,国广有话说
2720,2019-12-14,分拆上市规则落地 已有9家A股公司表态将分拆子公司于科创板上市,证券时报网
2721,2019-12-14,分拆上市新规落地！看7项硬核门槛，4大关键内容修改,Wind
2722,2019-12-14,强力反弹后重磅来袭：上市公司分拆境内上市规定出台 7大门槛4大核心有调整 这些受益股要火？,金融界
2723,2019-12-13,A股分拆上市新规四大看点：净利门槛下调，部分公司已在准备,澎湃新闻
2724,2019-12-13,全国器械价格联动 定了！,新浪
2725,2019-12-13,险资年内调研400家A股公司，“中小创”占七成电子软件板块最吃香,Wind
2726,2019-12-12,【投资组合】1912丨市场表现较弱，把握估值调整后的长期投资机会,中国银河证券研究
2727,2019-12-11,年末盘点42家械企业 获100亿以上融资,新浪
2728,2019-12-11,药品预计降价幅度较大 医药资本市场疑虑未消,中国报告大厅
2729,2019-12-11,【医药】医药估值已到历史中位水平，建议逢低配置——医药行业周报——中性（联系人：徐勇、甘英健、陈晨、张山峰）,渤海证券研究
2730,2019-12-10,回购金额为何低于回购方案？乐普医疗收关注函 关注函,资本邦
2731,2019-12-10,"医药龙头乐普医疗股份回购差5000万""戛然而止"" 临时调整回购下限引交易所关注 关注函",金融界
2732,2019-12-10,乐普医疗被问询，要求说明将回购金额下限由3亿元调整为2.5亿元是否合规 问询,Wind
2733,2019-12-10,骑牛看熊：三大指数低开高走后 是否还能继续突破,金融界
2734,2019-12-10,巨丰午评：强周期板块一日游 科创板逆市飙升,巨丰财经
2735,2019-12-10,医疗器械板块逆市拉涨，机构：国产替代的拐点已来临,第一财经
2736,2019-12-10,【异动股】医疗板块快速走强九安医疗(002432-CN)等涨停,财华社
2737,2019-12-10,医疗器械板块直线冲高，九安医疗强势封板,Wind
2738,2019-12-10,“科技创新大时代” ——国信证券2020年度策略及上市公司交流会邀请函,国信研究
2739,2019-12-10,【每日晨报】1210丨药品集采成医改突破口，仿制药行业未来何去何从,中国银河证券研究
2740,2019-12-10,金融机构调研158家创业板公司超3000次,Wind
2741,2019-12-10,金融机构调研158家创业板公司超3000次,证券日报
2742,2019-12-09,又崩了！4万亿的板块受重挫！风向标彻底变了吗？ 连续下跌,腾讯网
2743,2019-12-09,又崩了！4万亿的板块早盘重挫，千亿市值龙头股带头下跌，年内白马股纷纷卧倒 连续下跌,证券时报
2744,2019-12-09,2020 | 医药大变革新时代淘汰赛下的战略选择：与时偕行，因势而动,格隆汇
2745,2019-12-09,医药股全线走低，恒瑞医药、长春高新双双跌超4%,Wind
2746,2019-12-09,医药行业2020年投资策略报告：大浪淘沙，沉者为金,格隆汇
2747,2019-12-09,【国盛医药张金洋团队】医药行业2020年度策略：与时偕行，因势而动 ——医药大变革新时代淘汰赛下的战略选择,国医盛视
2748,2019-12-08,【国盛医药张金洋团队】周观点：智飞生物研发管线有望获得市场重估，“销售+研发”双轮驱动,国医盛视
2749,2019-12-08,几项政策的浅析与投资节奏的把握 --医药行业周报（2019.12.02-2019.12.08）,兴证医药健康
2750,2019-12-06,乐普医疗(300003.SZ)：回购期届满累计耗资2.54亿元回购0.6961%股份,格隆汇
2751,2019-12-06,乐普医疗(300003.SZ)：科技投资公司减持期过半 未减持公司股份,格隆汇
2752,2019-12-06,乐普医疗调整回购方案,Wind
2753,2019-12-06,【方正医药】中长期持续看好的最优投资方向,方正证券研究
2754,2019-12-05,美的集团最接近外资“禁买线” 其后还有谁？,中国经济网
2755,2019-12-05,大盘缩量盘整 药明康德融资盘小幅流入,财富动力网
2756,2019-12-04,乐普医疗-缬沙坦胶囊（星复康？）：第82届药交会&共享50亿元大蛋糕,赛柏蓝
2757,2019-12-04,融资客青睐18股，景兴纸业买入占比高达60.58%,Wind
2758,2019-12-03,【异动股】医疗行业板块下挫，海尔生物(688139-CN)跌6.11%,财华社
2759,2019-12-03,【异动股】医疗行业板块下挫，海尔生物(688139-CN)跌6.66%,财华社
2760,2019-12-02,“科技创新大时代” ——国信证券2020年度策略及上市公司交流会邀请函,国信研究
2761,2019-12-02,2019年12月各行业金股推荐汇总,国信研究
2762,2019-12-02,【东北销售团队】复盘笔记1129：沪指11月累计跌幅1.95% 高位蓝筹股大跌 连续下跌,东北证券研究所
2763,2019-12-02,方正证券12月金股出炉！,金融界
2764,2019-12-02,道达投资手记：周末两大利好 后市还看白马,每日经济新闻
2765,2019-12-01,白马股集体下跌，到底释放了什么信号？——道达对话牛博士 连续下跌,每日经济新闻
2766,2019-11-30,狂卖500亿后，主力资金却悄悄加仓了这类股,证券时报
2767,2019-11-29,乐普医疗(300003.SZ)完成兑付2016年度第一期中期票据,格隆汇
2768,2019-11-29,11月29日股市预警|7家公司突发利空 31亿资金流出这十股,腾讯网
2769,2019-11-29,477亿资金争夺20股：主力资金重点出击4股(名单),新浪
2770,2019-11-29,早盘复盘：A股港股主要股指全线下跌，医药股板块大幅走弱 连续下跌,格隆汇
2771,2019-11-29,医药生物指数跳水，通化东宝、安图生物跌超5%,Wind
2772,2019-11-29,医药板块涨声“迎新” 北上资金打提前量,证券时报
2773,2019-11-28,医保局“为民砍价”火了，降价超60%！这些A股公司“中标”，百亿“聪明钱”提前埋伏！,e公司
2774,2019-11-27,2020年，这些医药子行业值得关注,汇聚南药
2775,2019-11-27,西部证券：资金供需矛盾有所缓和 静待估值中枢完成下调,西部证券
2776,2019-11-27,【医药】上海规定各医保定点药店零售价与医保结算价一致——医药行业周报——中性（联系人：徐勇，甘英健，陈晨，张山峰）,渤海证券研究
2777,2019-11-27,华创事件驱动早报11-27：边缘计算IT基础设施白皮书即将发布；下一代互联网建设启动,华创证券研究
2778,2019-11-26,11月26日股市预警|8家公司突发利空 14亿资金流出这十股,腾讯网
2779,2019-11-26,医疗器械市场：预计2022年规模将超9000亿,医药网
2780,2019-11-26,“科技创新大时代” ——国信证券2020年度策略及上市公司交流会预邀请函,国信研究
2781,2019-11-26,国金证券：医疗器械行业的长期投资价值值得重视,证券时报网
2782,2019-11-25,揭秘近一年金融机构调研：富时概念被调研近5万次居首 计算机软件板块最吃香,证券日报
2783,2019-11-25,陆港通每周观察：资金南下大幅抄底，美团和广汽集团受港股通持续青睐,富途证券
2784,2019-11-25,在进口替代大背景下，国产血管介入耗材如何提高市场话语权？|2019年终盘点,和讯
2785,2019-11-24,调整中孕育的机会 --医药行业周报（2019.11.18-2019.11.24）,兴证医药健康
2786,2019-11-24,破净潮时隔一年再度来袭 这次大盘能否探明底部,第一财经
2787,2019-11-23,一周134只个股突破今年新高,中财网
2788,2019-11-23,巨丰原创：国际资本看好中国机会 权益类资产更受青睐,巨丰财经
2789,2019-11-23,机构抢先埋伏逾九成MSCI概念股 券商持有21只浮盈超208亿元,证券日报
2790,2019-11-23,逾五成MSCI概念股月内跑赢大盘 234只概念股获机构推荐,证券日报
2791,2019-11-22,乐普医疗(300003.SZ)完成发行8亿元超短期融资券,格隆汇
2792,2019-11-22,江苏北人&佰仁医疗报价策略：估值区间47.49%-63.69%分位理性选择—科创板新股申购策略之三十一,申万宏源新股策略
2793,2019-11-22,华宝中证医疗ETF：把握医疗高成长（工具型产品研究系列之八）,XYQUANT
2794,2019-11-22,险资四季度集中调研电子、计算机板块 年底看好科技、地产、银行等行业龙头,证券日报
2795,2019-11-22,【太平洋医药杜佐远团队】经典报告集：我们只想为您甄选牛股,医药佐料
2796,2019-11-21,信立泰：新一轮带量采购临近 狂风暴雨将再次袭来,证券时报网
2797,2019-11-21,乐普医疗：缬沙坦胶囊通过仿制药质量和疗效一致性评价,中国网
2798,2019-11-21,近半年机构调研：计算机软件板块最火爆！融资融券概念靠前，海康威视夺冠,腾讯网
2799,2019-11-21,50亿大品种！乐普缬沙坦胶囊通过药品一致性评价！,药通社
2800,2019-11-21,太证研究11月21日最新观点：LPR下调不必然导致房贷利率下调,太平洋证券研究
2801,2019-11-21,融资客两日加仓逾40亿元 配置以防御为主,中证报
2802,2019-11-20,乐普医疗(300003.SZ)：缬沙坦胶囊通过药品一致性评价,格隆汇
2803,2019-11-20,乐普医疗现1笔大宗交易 共成交403.48万元,新浪
2804,2019-11-20,【中金固收·信用】中国短期融资券及中期票据信用分析周报,中金固定收益研究
2805,2019-11-20,乐普医疗今日大宗交易成交11万股，成交价36.68元溢价0.0%,Wind
2806,2019-11-20,11月20日复盘：周四能否重拾升势？ 主力资金出击6股,新浪
2807,2019-11-20,415亿资金争夺20股：主力资金重点出击6股(名单),新浪
2808,2019-11-20,405个受理号通过，这一品种通过企业高达14家,制药网
2809,2019-11-20,盘点中国十大医疗器械独角兽 谁更具投资价值？,和讯
2810,2019-11-20,【国元资讯早班车】央行召开座谈会，部署下一步货币信贷工作,国元证券订阅号
2811,2019-11-20,3股获买入评级 最新:美的集团,中财网
2812,2019-11-19,乐普医疗：可降解支架高速放量，创新驱动的器械龙头,证券时报网
2813,2019-11-19,ETF量化跨界研究：华宝中证医疗ETF投资价值分析,辰奥临君
2814,2019-11-19,乐普医疗大涨7.01%，报36.34元,中新经纬
2815,2019-11-19,巨丰午评：网游促创业板强反弹 市场做多信心被激活,巨丰财经
2816,2019-11-19,医疗器械板块持续上扬，爱尔眼科涨近4%再创新高,Wind
2817,2019-11-19,【乐普医疗】大幅拉升2.09% 股价创近2个月新高,金融界
2818,2019-11-19,医药板块整体依然突出，创新药、医疗器械等多条主线表现亮眼！,制药网
2819,2019-11-18,【中信建投可转债】考验短期抗压力，策略可存分化（2019-11-15）,文涛宏观债券研究
2820,2019-11-17,【兴证固收.转债】从一级到二级：矛盾与机会,兴证固收研究
2821,2019-11-16,近三月金融机构密集调研电子、计算机板块 富时概念被调研次数最多,证券日报
2822,2019-11-15,第十八届发审委2019年第179次会议审核结果公告,证监会
2823,2019-11-15,科技板块早盘再度拉升走强 机构称科技股是未来最重要的投资主线,中投网
2824,2019-11-15,乐普医疗(300003.SZ)公开发行可转债申请获证监会审核通过,格隆汇
2825,2019-11-15,私募10月报:十大策略平均收益均为正 调研热情复苏,格上理财
2826,2019-11-15,11月15日两市板块龙虎榜排名(名单),金融界
2827,2019-11-15,医药｜2020年投资策略：登高望远，后带量采购时代,中信证券研究
2828,2019-11-15,机构调研 “硬科技”吃香,中证报
2829,2019-11-14,10月私募青睐计算机 较9月700次增长1倍,中投网
2830,2019-11-14,医药板块小幅走高 赛升药业康弘药业涨停,证券时报网
2831,2019-11-14,60亿大品种市场争夺战，知名药企纷纷下场,制药网
2832,2019-11-14,【乐普医疗】大幅拉升0.27% 股价创近2个月新高,金融界
2833,2019-11-14,糖尿病药大杀价！通化东宝领衔概念股跳水，医保谈判有新情况,证券时报
2834,2019-11-14,有人降价90%，还是谈不拢！医保目录150种药品大“砍价”，医药股几家欢喜几家愁,中证报
2835,2019-11-14,郑眼看盘：弱平衡格局 医药科技领涨,每日经济新闻
2836,2019-11-13,【乐普医疗】大幅拉升5.18% 股价创近2个月新高,金融界
2837,2019-11-13,四大科技指数“火拼”，你会get谁？,养基司令
2838,2019-11-13,【医药】医保药品国家谈判启动，创新药加速进入医保——医药行业周报——中性（联系人：徐勇、甘英健、陈晨、张山峰）,渤海证券研究
2839,2019-11-12,【天风Morning Call】晨会集萃20191112,天风研究
2840,2019-11-12,【太平洋医药】2020年医药策略：掘金“好赛道，“好”公司”,医药佐料
2841,2019-11-11,证监会：东方财富等4家公司可转债事项将于11月15日上会,中证网
2842,2019-11-11,【华泰金工林晓明团队】聚焦黄金赛道：投资医疗行业指数——兼谈华宝中证医疗ETF投资价值20191112,华泰金融工程
2843,2019-11-11,11月11日沪深两市最新交易提示,上证报
2844,2019-11-10,“双11”这些股票“打折”最狠！来看看有没有你买的那一只,中新经纬
2845,2019-11-09,本周17品规过评，创纪录！（附全国情况汇总）,医药云端工作室
2846,2019-11-09,创业板市值排名前10,金融时报
2847,2019-11-08,华创事件驱动早报11-8：猪后周期品种或复苏；新能源车产业规划正征求意见,华创证券研究
2848,2019-11-08,天风证券：医药行情仍有望持续，建议关注创新板块和血制品领域,证券时报网
2849,2019-11-07,财闻点金：我国多措并举恢复生猪生产 猪后周期品种或复苏,巨丰财经
2850,2019-11-07,多只牛股已翻倍 医疗器械的好股票都在这里了(附表),腾讯网
2851,2019-11-07,生物医药园区产值高速增长 北京要打造“生物谷”,中国经济网
2852,2019-11-07,机构频繁赶场得出一重要结论：科技消费两手抓,Wind
2853,2019-11-07,MSCI本月纳A扩容 海外机构调研忙,财界网
2854,2019-11-07,【投资组合】1911丨市场表现较弱，把握估值调整后的长期投资机会,中国银河证券研究
2855,2019-11-06,3000点兵临城下，社保基金如何布局？,养基司令
2856,2019-11-06,太疯狂，这只猪概念股新晋千亿市值！这个板块竟成牛股集中营，“聪明资金”盯上这类股,证券时报
2857,2019-11-06,“降息”引爆A股？13次宣告降息后，A股走势冰火两重天,证券时报
2858,2019-11-06,股海导航 11月6日沪深股市公告提示,新浪
2859,2019-11-06,多家大型险企发声：坚定看多不动摇 相信明年有牛市,上证报
2860,2019-11-05,A股头条之上市公司（11.6）,金融界
2861,2019-11-05,公告汇总：温氏股份10月销售肉猪收入环比增长36.36%,网易
2862,2019-11-05,5日晚间公告精选丨蹭热点再涨停，这家公司称阿尔茨海默病药早已终止研发,21世纪经济报道
2863,2019-11-05,11月6日涨停板早知道：七大利好有望发酵,新浪
2864,2019-11-05,11月5日上市公司晚间公告速递,新浪
2865,2019-11-05,乐普医疗：苯磺酸氨氯地平片通过药品一致性评价,e公司
2866,2019-11-05,"""三年一个周期""近尾声 保险大咖喊话：明年有大牛市",上证报
2867,2019-11-05,创业板10年改善创投生态 推动股权私募快速成长,证券日报
2868,2019-11-04,医药新周期 筛选六大细分行业长跑冠军（附表）,新浪
2869,2019-11-04,银河证券：长期投资仍可坚持三大主旋律,中证网
2870,2019-11-04,医药行业2019年三季报总结：疫苗、创新服务产业链、药店等景气度高涨,格隆汇
2871,2019-11-04,MSCI将扩容 QFII重仓股指数今日创新高 外资动向大揭秘,证券时报
2872,2019-11-04,医药股核心资产集体新高 四大资金狂扫货 这些股目标涨幅30%以上,证券时报网
2873,2019-11-04,MSCI迎第三次扩容 外资动向大揭秘（名单）,证券时报
2874,2019-11-04,这些股票股东数大降逾三成，8股机构预测上涨空间超20%(名单),证券时报
2875,2019-11-03,券商11月策略：市场将现“存量博弈”结构性行情,中证报
2876,2019-11-02,QFII三季度最新持仓图曝光：最爱电子、医药生物和化工股,澎湃新闻
2877,2019-11-02,一周150只个股突破今年新高,中财网
2878,2019-11-01,连续7天净流入超177亿元 北上资金重新拥抱蓝筹白马,大众证券报
2879,2019-11-01,机构调研：乐普医疗、华东医药受到百家机构关注,新浪
2880,2019-11-01,乐普医疗(300003.SZ)截至10月底累计耗资2.54亿元回购0.6961%股份,格隆汇
2881,2019-11-01,2019年11月各行业金股推荐汇总,国信研究
2882,2019-10-31,银河证券：市场表现较弱 把握估值调整后的长期投资机会,银河证券
2883,2019-10-31,医药股领涨，三季报业绩亮眼，哪些低估值高业绩标的值得关注？,第一财经
2884,2019-10-31,QFII调仓路线图曝光：消费仍被外资一致看好,上证报
2885,2019-10-31,创业板十年｜进化与蜕变：总市值超5万亿，研发强度超5%,澎湃新闻
2886,2019-10-30,最有钱大佬身家660亿！创业板10年诞生22位百亿富豪,21世纪经济报道
2887,2019-10-30,创业板十年诞生22位百亿富豪，最有钱大佬身家660亿！,南方财经网
2888,2019-10-30,乐普医疗现1笔大宗交易 共成交254.32万元,新浪
2889,2019-10-30,一个轮回的历史切面： 首批创业板28家公司冰火两重天,21世纪经济报道
2890,2019-10-30,董登新：创业板十周年再出发,金融界
2891,2019-10-30,"十年诞生19只十倍股,最牛股暴涨36倍,创业板最有钱大佬身价700亿",证券时报
2892,2019-10-30,【医药】公募基金三季报发布，医药继续处于超配状态——医药行业周报——中性（联系人：徐勇、甘英健、陈晨、张山峰）,渤海证券研究
2893,2019-10-30,月度掘金丨方正2019·12月金股,方正证券研究
2894,2019-10-30,十岁创业板：创新引领高增长 改革助力再腾飞,中证报
2895,2019-10-29,创业板十周年：资金活水激发创新活力，创新引擎推动高质量发展,证券时报网
2896,2019-10-29,社保基金连续三季买入35股,大众证券报
2897,2019-10-29,10月29日早盘两市板块龙虎榜排名(名单),金融界
2898,2019-10-29,巨丰热点：创投概念呈现活跃 新华网等多股涨停,巨丰财经
2899,2019-10-29,信立泰营收净利润双负增长 加大研发投入急于“补课” 盈利能力下降,电鳗快报
2900,2019-10-29,险资偏爱化工及医药生物股,投资快报
2901,2019-10-29,周二机构一致看好的七大金股（10.29）,中金在线
2902,2019-10-29,银河证券：主动公募19Q3重仓集中度达新高，抱团趋势延续,第一财经
2903,2019-10-28,【国信医药】乐普医疗：器械增长提速，业绩符合预期（三季报点评）,GuosenHealthcare
2904,2019-10-28,外资持仓最新动向：QFII新进36股，陆股通增持银行、地产,证券时报网
2905,2019-10-28,【华泰医药代雯团队】乐普医疗（300003.SZ）三季报点评：稳健依旧，昂首前行,谈医论股丨华泰医药
2906,2019-10-28,"乐普医疗2019年三季报点评:内生利润保持超30%较高增长,耗材集采不必过于悲观",光大证券
2907,2019-10-27,【乐普医疗】19Q3业绩点评：内生利润保持超30%较高增长，耗材集采不必过于悲观,医心医意要健康
2908,2019-10-27,乐普医疗：符合预期 买入评级,东吴证券
2909,2019-10-26,国资委批复“南北船”重组,中证网
2910,2019-10-26,乐普医疗发第三季度报告净利润同比上涨36.91%,投中网
2911,2019-10-25,中国神船来了：南北船重组获批 相关指数今年涨逾50%,中证报
2912,2019-10-25,乐普医疗(300003.SZ)第三季度净利润升36.91%至4.57亿元,格隆汇
2913,2019-10-25,乐普医疗：前三季度净利润同比增40.99%,Wind
2914,2019-10-25,乐普医疗：拟对全资子公司12亿港币的贷款提供第三方全额连带责任保证担保 大额借贷担保,Wind
2915,2019-10-25,【异动股】人脑工程板块下挫，迪安诊断(300244-CN)跌停,财华社
2916,2019-10-25,【方正医药】当前时点我们推什么？,方正证券研究
2917,2019-10-25,【异动股】人脑工程板块低开，迪安诊断(300244-CN)跌7.39%,财华社
2918,2019-10-24,【金财富早知道】2019-10-25,赢家之星
2919,2019-10-24,【民生医药】医药生物2019年三季报总结：基本面进入值得期待的新周期,杏林建研
2920,2019-10-24,创业板十周年 市值达5.68万亿高新技术企业超九成,南方日报
2921,2019-10-23,首批28家业绩增速分化 创业板亟需改革再出发 盈利能力下降,中国经济网
2922,2019-10-23,【医药】三季报陆续发布，关注逻辑业绩双好企业——医药行业周报——中性（联系人：徐勇、甘英健、陈晨、张山峰）,渤海证券研究
2923,2019-10-23,中国银河：Q3血制品批签发数据回暖，结构趋于多样,第一财经
2924,2019-10-22,赛诺医疗科创板上市背后：核心产品难御风险 新品尚未实现商业化,投资者网
2925,2019-10-21,如何看待骨科企业股价屡创新高？,格隆汇
2926,2019-10-21,北上资金上周净买入超96亿，家电建材连续9周加仓,Wind
2927,2019-10-19,下周将有1138家公司披露三季报 超5家机构扎堆推荐23只业绩预喜股,证券日报
2928,2019-10-17,"医药行业周报:立足业绩,关注绩优股发展逻辑",渤海证券
2929,2019-10-16,心脉医疗：技术具有一定垄断性 这两个风险点很重要,新浪
2930,2019-10-16,两成创业板股三季报业绩有望超去年 这18股同时获北上资金、杠杆资金大手笔加仓,证券时报
2931,2019-10-16,沪指高开0.05% 创业板涨0.01% 白酒股调整,证券时报网
2932,2019-10-16,【医药】立足业绩，关注绩优股发展逻辑——医药行业周报——中性（联系人：徐勇，甘英健，陈晨，张山峰）,渤海证券研究
2933,2019-10-16,10月16日沪深两市最新交易提示,上证报
2934,2019-10-15,192股获买入评级最新:中航电测,中财网
2935,2019-10-15,【招商策略】创业板Q3业绩明显改善，利润向头部企业集中——2019三季报创业板业绩预告点评（1015）,招商策略研究
2936,2019-10-15,【乐普医疗】19Q3预告点评：两大重磅药品4+7扩围中选，最大不确定性因素消除,医心医意要健康
2937,2019-10-15,325家创业板公司三季报预喜,Wind
2938,2019-10-15,"乐普医疗:三季度延续快速增长趋势,预计1-9月业绩增长39%-42%",东吴证券
2939,2019-10-14,创业板三季报业绩预告收官 预喜公司占比超6成,中证报
2940,2019-10-14,乐普医疗：心血管平台搭建完成，创新器械、药品多业务进入收获期,证券时报网
2941,2019-10-14,乐普医疗：2019年前三季度业绩报告预告,深交所
2942,2019-10-14,乐普医疗：预计前三季度净利润同比增长39%~42%,Wind
2943,2019-10-14,乐普医疗(300003.SZ)第三季度净利润预增30%-40%,格隆汇
2944,2019-10-14,药价低至6分/片依然能赚钱！药品带量采购仍存两大隐忧,上游新闻
2945,2019-10-14,【东吴晨报1016】【固收】【行业】传媒、电新、机械【个股】绿盟科技、宁德市代、深圳燃气、麦格米特、先导智能、天孚通信等,东吴研究所
2946,2019-10-14,【晨会聚焦】外需继续走弱，政策仍趋宽松——9月外贸数据点评,中泰证券研究所
2947,2019-10-14,节后首周北上资金净买入超33亿，家电连续七周获增仓,Wind
2948,2019-10-13,药企的三条路，板块的三季报--医药行业周报（2019.10.07-2019.10.13）,兴证医药健康
2949,2019-10-12,【安信中小盘】10.14-10.18新股申购一览,AX中小盘研究
2950,2019-10-12,胡润百富榜发布 29位械企大佬上榜（附名单）,医药网
2951,2019-10-12,海外机构年内密集调研321家公司 六大行业成外资走访重点,证券日报
2952,2019-10-12,沪市国庆后连涨4日 北上资金加仓白酒减持猪肉 减持股份,证券时报
2953,2019-10-11,“2019中国医药上市公司竞争力”颁奖典礼来了！,E药经理人
2954,2019-10-11,18家公司获机构调研(附名单),中财网
2955,2019-10-11,普门科技成功闯关科创板，押宝康复产业成色几何？,格隆汇
2956,2019-10-11,9家药企上榜国家技术创新示范企业,汇聚南药
2957,2019-10-11,多家A股上市公司 有意向分拆子公司进军科创板,国海投行管家
2958,2019-10-11,【医药*焦德智】“4+7”带量采购政策出清， 关注中标企业市占率提升的长期发展逻辑,东吴研究所
2959,2019-10-11,10月11日沪深两市最新交易提示,上证报
2960,2019-10-10,核心产品流标股价持续下跌 信立泰5亿回购能否奏效？ 连续下跌,投中网
2961,2019-10-09,【金财富决策参考】2019-10-10,赢家之星
2962,2019-10-09,机构调研：易方达、兴全等国庆假期调研海普瑞,新浪
2963,2019-10-09,医疗保健：氧感知通路获诺奖 荐10股,渤海证券
2964,2019-10-09,【医药】联盟地区药品集采落地，“氧感知通路”获诺奖——医药行业周报——看好（徐勇、甘英健、陈晨、张山峰）,渤海证券研究
2965,2019-10-08,集采之后信立泰出手了，抛5亿回购就能弥补“丢标之殇”？,环球老虎财经
2966,2019-10-08,乐普医疗(300003.SZ)截至9月底累计耗资2.54亿元回购0.6961%股份,格隆汇
2967,2019-10-08,【10月8日】市场前瞻及题材机会（附股）,云掌财经
2968,2019-10-08,带量采购扩面落地 聚焦核心资产,国都证券
2969,2019-10-02,9月医药大事件之榜单篇：上半年研发、净利润排名出炉,制药网
2970,2019-09-30,国家组织药品集中采购和使用试点将在全国推开，这些医药股已站在风口,第一财经
2971,2019-09-30,业绩向好+比较优势，医药有望再度成为“抱团焦点”||医药行业2019年10月份投资月报【兴证医药】,兴证医药健康
2972,2019-09-30,医药行业增速平稳，集采扩面落地，持续推荐高性价比标的,中信建投证券研究
2973,2019-09-30,从产品代理到进口替代，体外诊断这一蓝海市场如何实现弯道超车？ | 医疗创新系列报道,动脉网
2974,2019-09-30,2019年医药三季报业绩前瞻||三季报预期向好，关注“变化”、稳守“核心资产”【兴证医药】,兴证医药健康
2975,2019-09-30,又迎重大利好！10项重大工程将实施，健康产业链掘金时刻降临,21世纪经济报道
2976,2019-09-30,多家A股上市公司 有意向分拆子公司进军科创板,证券日报
2977,2019-09-29,财闻点金：工信部施策促网络安全产业发展 未来前景广阔,巨丰财经
2978,2019-09-29,药品带量采购“搅动”市场格局：行业集中度有望提升,时代周报
2979,2019-09-29,健康产业再迎重磅政策红利 行业公司望迎来机遇,e公司
2980,2019-09-29,健康产业再迎政策红利，一文看清产业链和估值,Wind
2981,2019-09-29,微创医疗利润大涨150% 心律业务增长143%！,医药网
2982,2019-09-28,本周249次买入评级 1股获5次,中财网
2983,2019-09-28,2019年国家技术创新 示范企业名单公布,中证报
2984,2019-09-27,早盘反弹未果，仿制药板块再跌， “4+7”扩采搅动行业格局渐现,21世纪经济报道
2985,2019-09-27,卫健委主任：一定不要再出现“中标死”,医药经济报
2986,2019-09-27,9月27日券商晨会研报汇编,证券日报
2987,2019-09-27,药品带量采购扩围谁是大赢家：以价换量能为药企增厚多少利润,澎湃新闻
2988,2019-09-26,医疗保健：4加7基础上进一步降价 荐3股,国信证券
2989,2019-09-26,国金证券点评药品集采：带量采购全国扩围 竞争格局决定收益,金融界
2990,2019-09-26,【华泰医药代雯团队】仿制药全面步入低价、寡头时代,华泰证券研究所
2991,2019-09-26,新一轮带量采购平均降幅25% 药企影响尚待时间检验,证券时报
2992,2019-09-26,第二轮带量采购的药企博弈,北京商报
2993,2019-09-25,乐普医疗(300003.SZ)：硫酸氢氯吡格雷片和阿托伐他汀钙片拟中选联盟地区药品集中采购,格隆汇
2994,2019-09-25,集采扩面结果公布，关注行业价格体系和估值变化,兴证医药健康
2995,2019-09-25,9月26日涨停板早知道：七大利好有望发酵,新浪
2996,2019-09-25,乐普医疗：两款药品拟中选联盟地区药品集中采购,第一财经
2997,2019-09-25,药品集中采购扩围结果出炉 未中标企业股价应声下跌,新京报
2998,2019-09-25,信达证券：医药行业仍存在结构化投资机会,证券时报网
2999,2019-09-25,【医药】集采扩围超预期，量价差异引深思――医药行业点评——中性（联系人：徐勇，甘英健，陈晨，张山峰）,渤海证券研究
