,2021-12-31,湖北省、武汉市民营百强企业榜单相继出炉 苏泊尔荣耀登榜,凤凰网
1021,2020-09-02,小家电新锐品牌线上崛起 美的、九阳、苏泊尔三强“蛋糕”被蚕食,21世纪经济报道
1022,2020-09-02,苏泊尔(002032.SZ)：截至8月末 累计耗资2.41亿元回购359.69万股,格隆汇
1023,2020-09-02,厨电上市公司“冰火两重天”：传统大厨电吃力 创意小厨电吃香,第一财经
1024,2020-08-30,【华创家电】苏泊尔：龙头地位稳固，稳健发展可期,月观家电
1025,2020-08-29,苏泊尔(002032)：Q2内外销稳步改善 龙头彰显经营底蕴,新浪
1026,2020-08-29,苏泊尔(002032)：疫情后恢复尚可 小电龙头本色不变,光大证券
1027,2020-08-28,苏泊尔(002032)半年报点评：Q2经营回暖 风采依旧,新浪
1028,2020-08-28,苏泊尔上半年营收81.87亿元 净利润同比下降近20% 盈利能力下降,中国网
1029,2020-08-28,苏泊尔(002032)：二季度营收增速转正 业绩表现逐渐向好,新浪
1030,2020-08-28,苏泊尔(002032)：加强线上市场 2Q20效果开始体现,新浪
1031,2020-08-28,浙江苏泊尔股份有限公司关于调整回购部分社会公众股份,证券时报
1032,2020-08-28,苏泊尔(002032)：电商发力 Q2环比改善,新浪
1033,2020-08-27,苏泊尔：上半年净利同比下滑20.48% 盈利能力下降,e公司
1034,2020-08-27,苏泊尔(002032.SZ)半年度净利润降20.48%至6.66亿元 盈利能力下降,格隆汇
1035,2020-08-27,苏泊尔：上半年净利润同比减少20.48% 盈利能力下降,Wind
1036,2020-08-27,为什么苏泊尔可以持续成长？（一）,--
1037,2020-08-26,九阳股份(002242)：Q2业绩显著复苏 新营销发力 龙头稳成长,新浪
1038,2020-08-26,小家电：正在被年轻人重新定义,新浪
1039,2020-08-24,家电行业每周观点：中报还有哪些预期改善的方向,光大证券
1040,2020-08-17,家电行业动态分析：取消“停止减免税” 对家电行业有多大影响？,新浪
1041,2020-08-14,芯朋微(688508)：深耕优势赛道 PMIC国产替代高增长,国联证券
1042,2020-08-12,7月家用电器行业电商数据跟踪专题：淘系平台成交额同比-4% 厨电保持高韧性,新浪
1043,2020-08-11,“国产化”趋势下，国内主流MCU厂商实力如何？（附盘点）,国际电子商情
1044,2020-08-10,家电行业周报：厨电改善明显 小家电延续高景气,新浪
1045,2020-08-10,家电轻工行业周报：持续推荐地产后周期板块 新消费可提早关注双11趋势,华安证券
1046,2020-08-10,电商贡献上半年家电市场过半营收 小家电高速增长,长江商报
1047,2020-08-10,售后不间断实际无售后！苏宁易购天猫店遭罚：涉违法虚假广告 其他违规处罚,科技新闻网
1048,2020-08-09,【华创家电】小家电高景气持续，空调均价迎来回升——电商渠道2020年7月数据分析及总结,月观家电
1049,2020-08-09,三星手机二季度在印度市占率24%位居第一，超越小米和Vivo,Wind
1050,2020-08-09,本周共有17只个股连跌5日及以上 连续下跌,Wind
1051,2020-08-06,热战厨房：美苏九熊宝的同台竞技,36氪
1052,2020-08-04,苏泊尔(002032.SZ)截止7月底累计回购约2.41亿元的股份,格隆汇
1053,2020-08-04,小家电市场还在新老交替 长期归属仍不确定,36氪
1054,2020-08-04,芯朋微(688508)首次覆盖报告：电源芯片细分赛道一枝独秀永续经营长坡厚雪,新浪
1055,2020-08-03,飞利浦“出走”，乐扣“入场”，小家电市场持续淘汰和迭代,36氪
1056,2020-07-30,苏泊尔多功能料理锅，一锅多能，吃喝玩乐更尽兴,砍柴网
1057,2020-07-30,老字号张小泉要来A股“剪羊毛”：盈利增长遇阻 存货持续攀升,金融界
1058,2020-07-30,国泰君安中小盘·高景气产业专题研究系列八【社交新渠道起东风，创意小家电孕双核】,易研九鼎
1059,2020-07-29,长效锁温 / 纤巧便携，苏泊尔 316L 不锈钢保温杯 39 元（减 50 元）,IT之家
1060,2020-07-29,粤开策略流动性专题：板块轮动继续 市场情绪有所降温,新浪
1061,2020-07-27,小家电新消费研究（4）：小熊、新宝、苏泊尔连续超预期的背后,光大证券
1062,2020-07-27,家电轻工行业周报：紧握地产和新消费两条投资主线 全棉时代母公司IPO过会,华安证券
1063,2020-07-27,31股获券商买入评级，博迈科目标涨幅达47.55%,Wind
1064,2020-07-26,【华创家电】小家电获持续加配，白电厨电持仓回落——2020Q2基金持仓分析,月观家电
1065,2020-07-26,芯朋微(688508)：电源管理芯片核心供应商 国产替代空间广阔,新浪
1066,2020-07-26,家电行业动态分析：Q2基金重仓家电比例基本持平 个股持仓分化,新浪
1067,2020-07-26,【观察】“五环外”小熊电器踏准“一人食”节拍苏泊尔又败一局？,财华社
1068,2020-07-24,老牌家电比不过网红家电 苏泊尔上半年业绩降二成怪新会计准则？,GPLP犀牛财经
1069,2020-07-24,苏泊尔业绩点评：线上增长助力恢复 小电龙头本色不变,发布易
1070,2020-07-24,2020年Q2基金持仓家电板块详解,新浪
1071,2020-07-24,券商首次关注7股并给予买入评级（7月24日）,Wind
1072,2020-07-24,60股获券商买入评级 凯迪股份目标涨幅达52.66%,Wind
1073,2020-07-24,晨会0724 | 国内免税业市场争夺,中信建投证券研究
1074,2020-07-23,“张小泉”谋求上市：业绩藏隐忧、突击分红 被疑“剪刀手”圈钱,金融投资报
1075,2020-07-23,家电及相关：空调、大厨电改善趋势可持续 短期空调受洪涝影响,新浪
1076,2020-07-23,35股获机构买入型评级 苏泊尔关注度最高,证券时报网
1077,2020-07-23,苏泊尔2020年上半年营收81.87亿元 同比下降16.76%,中国网
1078,2020-07-23,苏泊尔发布业绩快报，上半年净利同比下降两成 盈利能力下降,资本邦
1079,2020-07-23,6月家用电器电商数据跟踪专题：淘系平台成交额同比+34% 销售持续回暖,新浪
1080,2020-07-23,苏泊尔(002032)2020H1业绩快报点评：Q2恢复超预期 内外销齐发力,新浪
1081,2020-07-23,【A股收盘综述】上证指数探底回升收跌0.24%，机构抱团股涨势依旧如火如荼,Wind
1082,2020-07-23,苏泊尔(002032)：顺势调整彰显活力 单季经营较超预期,新浪
1083,2020-07-23,苏泊尔(002032)：Q2内外销均改善明显 下半年更值得期待,新浪
1084,2020-07-23,苏泊尔(002032.SZ)公司研究：Q2回暖超预期 风采依旧,新浪
1085,2020-07-23,【华创家电】苏泊尔：内外市场如期改善，龙头经营韧性凸显,月观家电
1086,2020-07-23,家电股拉升，美的集团再创新高,Wind
1087,2020-07-23,苏泊尔(002032)：及时顺应市场变化 二季度线上销售明显改善,新浪
1088,2020-07-23,苏泊尔(002032)：Q2环比改善显著 业绩超预期,广发证券
1089,2020-07-23,过半产品靠代工 张小泉“旧瓶装新酒”闯关IPO,投资者网
1090,2020-07-23,金工专题报告：易方达消费行业股票投资价值分析,新浪
1091,2020-07-22,苏泊尔：上半年净利润同比减少20.48%（业绩快报）,Wind
1092,2020-07-22,苏泊尔今年上半年营收、归属净利双降,北京商报
1093,2020-07-22,苏泊尔业绩快报：上半年净利润6.66亿元 同比下降20.48%,e公司
1094,2020-07-22,苏泊尔(002032.SZ)业绩快报：上半年净利降20.48%至6.66亿元 盈利能力下降,格隆汇
1095,2020-07-22,伟思医疗(688580)：新型康复器械前景广阔 国产龙头快速成长,西南证券
1096,2020-07-22,一张图看懂2020年6月中怡康家电数据,新浪
1097,2020-07-22,2020年中期业绩超预期最新个股榜单,中信建投证券研究
1098,2020-07-21,近400岁张小泉冲刺创业板，去年卖了2700万把刀剪，明星股东不少,搜狐
1099,2020-07-21,【东北晨会0724】光伏行业动态点评/哔哩哔哩（深）、长海股份、纳思达、苏泊尔,东北证券研究所
1100,2020-07-20,家电轻工行业周报：地产回暖 关注下半年后周期业绩兑现,华安证券
1101,2020-07-20,【申港家电】个护市场发展下电动牙刷迎契机——家用电器行业周报W29,一超家电研究
1102,2020-07-16,小家电行业全景图：无边光景时时新,新浪
1103,2020-07-16,科沃斯紧追戴森 莱克表现低迷 吸尘器行业谁主沉浮？,云掌财经
1104,2020-07-15,绿城管理控股(09979.HK)：代建龙头港股上市表现亮眼，长期价值可期,格隆汇
1105,2020-07-14,低调的中国家电巨头，曾拿下六个行业第一，却被误认为是国货,搜狐
1106,2020-07-14,小熊电器(002959)公司研究：Q2加速增长 拓品类打开长期增长空间,新浪
1107,2020-07-13,家电行业2020年中报业绩前瞻：可选复苏小家电高景气 经营反转戴维斯双击,新浪
1108,2020-07-10,家用电器行业电商渠道2020Q2数据分析及总结：行业如期迎来回暖 龙头品牌价值凸显,新浪
1109,2020-07-08,苏泊尔(002032.SZ)：总经理苏明瑞累计减持5.2万股减持计划已实施完毕 减持股份,格隆汇
1110,2020-07-08,苏泊尔：总经理苏明瑞减持计划已实施完毕，卖出5.2万股 减持股份,Wind
1111,2020-07-08,小家电行业头部品牌结构稳定，线上市场仍为主流渠道,第一家电网
1112,2020-07-08,家用电器行业研究：厨房小电6月增长提速 下半年依旧值得期待,新浪
1113,2020-07-06,家电行业周观点：可选正在回补 估值性价比优,新浪
1114,2020-07-06,家用电器业绩前瞻：走出低谷 环比大幅改善,新浪
1115,2020-07-05,【华创家电】半年报前瞻：大家电如期迎来拐点，小家电高景气延续,月观家电
1116,2020-07-04,招商家电｜7月观点:仲夏风起,招商家电研究
1117,2020-07-02,苏泊尔(002032.SZ):高管徐波减持7.71万股 减持计划实施完毕 减持股份,格隆汇
1118,2020-07-02,苏泊尔(002032.SZ)：截至6月末 累计耗资2.41亿元回购0.44%股份,格隆汇
1119,2020-07-02,苏泊尔：高级管理人员徐波累计减持0.009%股份 减持股份,Wind
1120,2020-07-02,疫情下的家电行业,和讯
1121,2020-07-02,家电股震荡走升，美的集团再创新高,Wind
1122,2020-07-01,【申港家电】智能照明快速发展下各品牌加速布局——家用电器行业周报W27,一超家电研究
1123,2020-07-01,2020年7月份策略月度报告：利好风险资产的市场环境没有转变 关注基本面相对优势,新浪
1124,2020-06-30,【万联大消费-家用电器|首次覆盖】九阳股份：长短期需求放量，龙头九阳高增可期,万联证券研究所
1125,2020-06-30,胜达转债申购分析报告：优质纸箱供应商 全国布局初成产能待释放,新浪
1126,2020-06-29,家用电器行业周观点报告：白电需求回暖 小家电市场反响热烈,新浪
1127,2020-06-29,家用电器行业研究周报：7月空调排产数据亮眼 彩电市场迎来阶段性复苏,新浪
1128,2020-06-28,曾经的“国货之光”，如何沦为了外资的“吸金石”？,搜狐
1129,2020-06-28,后疫情时代：小家电的竞争新格局,新浪
1130,2020-06-28,家用电器行业投资策略周报：行业景气持续回升 继续关注家电龙头,广发证券
1131,2020-06-27,家用电器行业周报：夏季来临 关注空调旺季,华福证券有限责任公司
1132,2020-06-22,家用电器行业研究周报：618活动各平台家电品类类销额最高 多家公司成交额亮眼,新浪
1133,2020-06-22,苏泊尔(002032.SZ)：股份回购价上限由不超75.22元/股调至73.9元/股,格隆汇
1134,2020-06-22,49股即将实施分红 苏泊尔派现最大方,证券时报网
1135,2020-06-20,家电：分享618电商盛宴 关注行业龙头,和讯
1136,2020-06-20,【申港家电】直播带货推广下各家电品牌加速布局 ——家用电器行业周报W25,一超家电研究
1137,2020-06-19,“股王”分红，幸福满满！还有这些公司股权登记,Wind
1138,2020-06-18,一张图看懂2020年5月中怡康家电数据,新浪
1139,2020-06-16,国美618品牌闪购 美的、苏泊尔、九阳低价爆品限时抢,IT时代网
1140,2020-06-15,苏泊尔(002032.SZ)年报推10派13.3元股权登记日6月22日,格隆汇
1141,2020-06-15,家电行业周议W24：空调行业价格战正走向尾声,新浪
1142,2020-06-10,家电行业2020年中期投资策略：进击的下半年,新浪
1143,2020-06-10,空调国家新能效标准即将实施 六股布局良机,证券时报
1144,2020-06-09,国泰君安中小盘·首次覆盖【小熊电器（002959）：品牌渠道壁垒初成，行业红利犹在，产能扩张确定】,易研九鼎
1145,2020-06-08,家电行业周报：家电企业、销售平台联合推进产品更新升级促消费,新浪
1146,2020-06-07,【华创家电】大家电如期迎来拐点，小家电延续高增态势——电商渠道2020年5月数据分析及总结,月观家电
1147,2020-06-04,小家电“次龙头”苏泊尔陷困境：年初至今股价跌15%，对大股东存巨额应收账款,搜狐
1148,2020-06-03,家用电器本周数据解读：618预售开启 预计6月厨房小电线上维持高增长,新浪
1149,2020-06-02,广州市市场监督管理局：3批次电饭锅产品不符合标准要求 产品问题,质量新闻网
1150,2020-06-02,广州市市场监督管理局：2批次电动食品加工器具(厨房机械)产品不符合标准要求 产品问题,质量新闻网
1151,2020-06-02,苏泊尔(002032.SZ)截止5月底累计回购约2.41亿元的股份,格隆汇
1152,2020-06-01,家电行业4月数据点评：行业底部复苏 降幅明显收窄,新浪
1153,2020-05-31,兴证家电| 家电行业2020年中期策略——看多2020炎夏，首推空调板块,兴证家电
1154,2020-05-29,苏泊尔的“暴脾气”：油烟机深夜自动炸裂 砂锅煮汤突然爆炸 安全事故,和讯
1155,2020-05-27,比上不足比下也不足，为什么苏泊尔竞争处境愈发显得尴尬？,中国家电网
1156,2020-05-27,爱仕达“第三次创业”背水一战,斑马消费
1157,2020-05-26,新宝股份(002705)：小家电制作人：摩飞C位出道 期待多品牌成团,西南证券
1158,2020-05-26,"电水壶频现产品召回事件,苏泊尔爱仕达等头部品牌深陷质量泥潭 产品问题",中国家电网
1159,2020-05-25,家用电器：520告白季拉动厨房小电环比增长,新浪
1160,2020-05-22,四大券商周五看好的六大板块,证券之星
1161,2020-05-22,苏泊尔(002032)：调整销售策略 线上销售改善,新浪
1162,2020-05-22,小家电专题研究报告：小家电迎来寒武纪 新品类铸造新格局,新浪
1163,2020-05-21,苏泊尔一季度营收降超三成不及2019年五分之一 新会计准则背锅？ 盈利能力下降,GPLP犀牛财经
1164,2020-05-20,流动负债占比99%，应付账款30亿！苏泊尔主营业务成本较高 偿债能力下降,投资时报
1165,2020-05-20,双线渠道融合成为小家电发展趋势,第一家电网
1166,2020-05-19,甬金股份(603995)：深耕制造业和消费升级新材料步入高速发展阶段,新浪
1167,2020-05-18,疫情时期家电巨头的白与黑：厨电企业分化 大件电器受影响较大,第一财经
1168,2020-05-18,九阳股份(002242)：线上保持高增长 品类扩张有声有色,新浪
1169,2020-05-15,【兴证家电】4月转子压缩机销售略有好转，董明珠京东直播带货超7亿元——家电周报（2020511-20200517）,兴证家电
1170,2020-05-15,家电召回令“发威”：飞利浦、苏泊尔等产品被召回 产品问题,新浪
1171,2020-05-14,家电及相关：线下线上同增长 这就是大家期待的“报复性”消费,新浪
1172,2020-05-13,【华创家电】策略会交流总结：危中有机，静待花开,月观家电
1173,2020-05-12,巨丰原创：家电消费旺季临近 重点关注四只机构强推的家电企业,巨丰财经
1174,2020-05-11,江苏市监局：苏泊尔、鸭鸭电器等多款电子电器不合格（附具体产品型号） 产品问题,每日经济新闻
1175,2020-05-10,天风家电 | 节日消费政策刺激全渠道销额提升，4月线上边际销额改善——2020W18周观点,小蔡看家电
1176,2020-05-10,【华创家电】线上增速全面回暖，小电龙头高增领跑——电商渠道2020年4月数据分析及总结,月观家电
1177,2020-05-10,天风家电 | 社零与家电周度数据边际改善显著，海信视像持续推进混改大幕---2020W19周观点,小蔡看家电
1178,2020-05-09,质量问题频现背后 是小熊电器代工厂商的“小而散” 产品问题,新浪
1179,2020-05-09,代工厂商“小而散”小熊电器质量与规模的平衡难题,中国经营报
1180,2020-05-08,江苏市监局通报消费品质量抽查结果 奥克斯、苏泊尔等多款电子电器不合格 产品问题,中国网
1181,2020-05-08,A股早报2020年5月8日星期五,Wind
1182,2020-05-07,[路演]苏泊尔：高端业务前景看好,全景网
1183,2020-05-07,[路演]苏泊尔：在电商业务方面公司积极布局,全景网
1184,2020-05-07,[路演]苏泊尔：细分品类产品已经成为小家电市场新的增长点,全景网
1185,2020-05-07,投资球解 | 美的一季度利润降2成，高管冻薪30％！还值得关注吗？ 盈利能力下降,腾讯网
1186,2020-05-06,天风家电 | 消费“恢复性反弹”逐渐显现，广东省推出家电下乡行动助力消费——2020W17周观点,小蔡看家电
1187,2020-05-05,晚间重要公告2020年5月5日星期二,Wind
1188,2020-05-05,苏泊尔(002032.SZ)截止4月底累计回购约2.41亿元的股份,格隆汇
1189,2020-05-05,苏泊尔一季度扣非业绩下滑41% 大幅弱于同行 盈利能力下降,金融界
1190,2020-05-05,苏泊尔：董事苏显泽减持0.026%公司股份 减持股份,Wind
1191,2020-05-03,【山证家电】苏泊尔（002032.SZ）：公司营运能力表现优秀，协同效应持续显现,山西证券研究所
1192,2020-05-01,天风家电 | 格力电器：公司整体业绩承压，年报分红低于预期 盈利能力下降,小蔡看家电
1193,2020-05-01,天风家电 | 海尔智家：公司收入增长稳健，各品类份额持续提升,小蔡看家电
1194,2020-05-01,天风家电 | 九阳股份：积极推出热点新品，加强扩张线上业务,小蔡看家电
1195,2020-05-01,天风家电 | 美的集团：收入端整体增长稳健，公司发布多期激励计划,小蔡看家电
1196,2020-05-01,天风家电 | 华帝股份：工程渠道带动收入增长，新品类增速显著,小蔡看家电
1197,2020-04-30,天风家电 | 苏泊尔：内外销齐增长龙头地位稳固，疫情使短期业绩下滑 盈利能力下降,小蔡看家电
1198,2020-04-30,苏泊尔2019全年净赚19.20亿元 同比上涨14.97%,亿邦动力
1199,2020-04-29,天风家电 | 海信家电：疫情导致销售承压，整体毛利率略有改善,小蔡看家电
1200,2020-04-29,天风家电 | 小熊电器：20Q1收入稳步增长，利润率显著超预期,小蔡看家电
1201,2020-04-29,【华泰家电 林寰宇】苏泊尔：产品及渠道优势依旧，有望快速恢复,华泰家电研值
1202,2020-04-29,鹰眼预警：苏泊尔营收经营现金流背离 净现比低于1,新浪
1203,2020-04-29,苏泊尔：20Q1疫情影响超出预期，电器韧性好于炊具——2019年报&2020年一季报点评,雅谈家电
1204,2020-04-29,吸尘器市场整体下滑，品牌竞争激烈,第一家电网
1205,2020-04-29,吸尘器市场整体不振，戴森为何保持增长与份额优势？,中国家电网
1206,2020-04-29,【华创家电】苏泊尔：疫情冲击短期承压，静待势能持续释放,月观家电
1207,2020-04-28,天风家电 | 科沃斯：产品结构升级影响收入，积极拓展海外市场,小蔡看家电
1208,2020-04-28,天风家电 | 石头科技：自有品牌规模扩大，海外营收迅速扩张,小蔡看家电
1209,2020-04-28,苏泊尔2019年度净利同比增15% 拟10派13.3元,上证报
1210,2020-04-28,苏泊尔(002032.SZ)2019年度净利润升14.97%至19.2亿元拟10派13.3元,格隆汇
1211,2020-04-28,苏泊尔(002032.SZ)一季度净利润降40.44%至3.07亿元 盈利能力下降,格隆汇
1212,2020-04-28,苏泊尔：2019年净利润同比增长14.97%,Wind
1213,2020-04-28,苏泊尔：一季度净利润同比减少40.44% 盈利能力下降,Wind
1214,2020-04-28,天风家电 | 新宝股份：新品推出速度显著加快，内销有望保持高速增长,小蔡看家电
1215,2020-04-27,天风家电 | 全渠道周度数据变暖，国美苏宁率先响应上海提振消费措施——2020W16周观点,小蔡看家电
1216,2020-04-23,北京市市场监管局公布2019年侵权假冒十大典型案件 诉讼纠纷,质量新闻网
1217,2020-04-23,黑猫平台苏泊尔再现多起投诉 从炒锅到养生壶“应有尽有”,和讯
1218,2020-04-21,苏泊尔独董王宝庆任职届满六年辞职 2018年领取15万元年薪 董监高成员变化,GPLP犀牛财经
1219,2020-04-19,苏泊尔：关于公司独立董事辞职的公告 董监高成员变化,新浪
1220,2020-04-19,苏泊尔：独立董事王宝庆辞职 董监高成员变化,Wind
1221,2020-04-15,天风家电 | 海信家电：日立正式并表增厚业绩，冰箱业务环比有所改善,小蔡看家电
1222,2020-04-15,天风家电 | 格力电器：疫情影响空调终端销售，公司长期价值仍在,小蔡看家电
1223,2020-04-15,家电要“便捷”更要“安全” ！九阳、苏泊尔、美的等多家知名品牌家电被爆质量问题 产品问题,和讯
1224,2020-04-14,天风家电 | 小熊电器：20Q1业绩预告亮眼，销售费用削减带动利润增速超预期,小蔡看家电
1225,2020-04-13,长尾效应造就逆市走强 小家电龙头呼之欲出,红周刊
1226,2020-04-12,天风家电 | 全渠道多数品类周度销额增速回暖，3月销额降幅收窄——2020W14周观点,小蔡看家电
1227,2020-04-12,天风家电 | 格力电器：公司发布回购预案，管理层激励逐步落地,小蔡看家电
1228,2020-04-12,天风家电 | 兆驰股份：ODM业务稳步发展，LED业务贡献业绩增量,小蔡看家电
1229,2020-04-10,养生壶价格一般是多少？养生壶市场销量如何？2020养生壶市场需求及发展前景分析,中研网
1230,2020-04-09,5批次挂烫机抽检不合格 涉苏泊尔、超人科技、百力电器等企业 产品问题,中国网
1231,2020-04-08,基秘档案系列之国泰中证全指家电ETF投资价值分析,招商定量任瞳团队
1232,2020-04-06,【华创家电】一季报前瞻及二季度策略：疫情冲击短期承压，聚焦内需拐点将至,月观家电
1233,2020-04-06,天风家电 | 线上周度数据增长显著，疫情之下龙头企业现金流可控——2020W13周观点,小蔡看家电
1234,2020-04-03,创始人套现退场，苏泊尔被“贱卖”法国人，今市值570亿 减持股份,搜狐
1235,2020-04-02,苏泊尔(002032.SZ)：全资子公司获得高新技术企业证书,格隆汇
1236,2020-04-02,苏泊尔(002032.SZ)截至3月底累计耗资2.35亿元回购0.43%股份,格隆汇
1237,2020-04-02,国美零售：战略转型稳步推进，新业务强劲增长,Wind
1238,2020-04-01,天风家电 | 九阳股份：产品结构提升带动业绩增长，公司未来前景可期,小蔡看家电
1239,2020-03-31,上海市抽查10批次食品接触用搪瓷制品 不合格1批次 产品问题,质量新闻网
1240,2020-03-29,【华创家电龚源月团队】家电出口专题研究：疫情之下的危与机,月观家电
1241,2020-03-29,天风家电 | 各品类周度数据回暖，国美拼多多共推补贴福利——2020W12周观点,小蔡看家电
1242,2020-03-25,天风家电 | 美的集团：美的收购合康新能控制权，加快布局工业互联网,小蔡看家电
1243,2020-03-22,天风家电 | 周度数据小家电表现亮眼，多地陆续推出消费券鼓励消费——2020W11周观点,小蔡看家电
1244,2020-03-22,天风家电 | 飞科电器：牵手纯米进军厨房小家电，品类扩张为公司成长赋能,小蔡看家电
1245,2020-03-18,上海市抽查15批次不粘锅产品 不合格1批次 产品问题,质量新闻网
1246,2020-03-18,天风家电 | 密切关注疫情缓和后的消费刺激政策,小蔡看家电
1247,2020-03-17,疫情之下小家电行业的“变”与“不变”,环球家电网
1248,2020-03-16,四川省消委会公布测试15款燃气灶 苏泊尔等3款样品不合格 产品问题,和讯
1249,2020-03-08,天风家电 | 复盘 2015：年年岁岁花相似？,小蔡看家电
1250,2020-03-04,电炖锅苏泊尔优势明显，“养生”标签难拉动市场增长？,中国家电网
1251,2020-03-03,苏泊尔(002032.SZ)截止2月末累计回购17万股涉资1161.21万元,格隆汇
1252,2020-03-02,九阳股份营收净利双增 渠道+新品成小家电行业盈利保证,长江商报
1253,2020-03-02,苏泊尔净利19.2亿连增六年 内外销双增助力业绩,长江商报
1254,2020-03-01,国泰君安：疫情全球蔓延的拐点或在3月中旬出现,国泰君安
1255,2020-02-28,106股获券商买入评级 比音勒芬目标涨幅达74.42%,Wind
1256,2020-02-27,43公司获得增持评级-更新中,中财网
1257,2020-02-27,北向资金今日净流出39.42亿元，科技股逆市获加仓,Wind
1258,2020-02-27,北上资金本周240亿出逃，弃白马捡漏低估科技股,Wind
1259,2020-02-27,苏泊尔预计2019年营收同比增11% 营收、净利增幅降至近三年最低,中国网
1260,2020-02-27,天风家电 | 美的集团：申请注册发行债务融资工具，进一步优化资金成本,小蔡看家电
1261,2020-02-27,苏泊尔2019年营收198.53亿元 外销业务同比增长,中国网
1262,2020-02-27,【华创家电】苏泊尔业绩快报点评：公司龙头优势依旧，业绩表现略超预期,月观家电
1263,2020-02-27,上市公司正负面新闻2020年2月27日星期四,Wind
1264,2020-02-26,苏泊尔业绩快报：2019年度净利润同比增长15%,金融界
1265,2020-02-26,苏泊尔：2019年净利润同比增14.97%（业绩快报）,Wind
1266,2020-02-26,苏泊尔业绩快报：2019年净利润19.2亿元 同比增长14.97%,e公司
1267,2020-02-26,苏泊尔(002032.SZ)业绩快报：2019年净利升14.97%至19.20亿元,格隆汇
1268,2020-02-26,天风家电 | 新宝股份：业绩表现符合预期，内销业务快速增长,小蔡看家电
1269,2020-02-26,天风家电 | 三花智控：限制性股票激励计划名单落地，激励机制常态化,小蔡看家电
1270,2020-02-25,收藏！A股50只优质白马股盘点！（名单）,金融界
1271,2020-02-19,苏泊尔不粘锅涉专利侵权登“2019家电尴尬榜” 豆浆机还曾被九阳状告 诉讼纠纷,运营商财经网
1272,2020-02-19,苏泊尔启动第二轮抗击疫情捐赠 8万个儿童口罩已送达教育部门,中国网
1273,2020-02-18,10家药企在行动，药品、消毒液一起捐,蒲公英
1274,2020-02-17,天风家电 | 三花智控：传统业务稳健发展，汽零业务逆势上升,小蔡看家电
1275,2020-02-16,天风家电 | 定增新规利好中小企业，空调2月排产数据下滑——2020W6周观点,小蔡看家电
1276,2020-02-15,天风家电 | 2020年的回乡见闻，我们看到了什么？,小蔡看家电
1277,2020-02-11,家用电器行业 | 2019年业绩前瞻：稳健增长的一年,格隆汇
1278,2020-02-10,天津市滨海新区市场监管局：9个批次家用电子电器抽检不合格 产品问题,质量新闻网
1279,2020-02-09,天风家电 | 深度思考：为何我们看好公牛的未来发展？,小蔡看家电
1280,2020-02-07,苏泊尔股东叶继德减持2万股 套现约160万元 减持股份,中国经济网
1281,2020-02-06,苏泊尔：董事会秘书叶继德减持0.003%公司股份 减持股份,Wind
1282,2020-02-06,苏泊尔(002032.SZ)：高管叶继德累计减持2.32万股减持计划实施完毕 拟减持股份,格隆汇
1283,2020-02-06,家电企业回购与转型并举 促股价集体反弹,第一财经
1284,2020-02-05,家电业今年增速或下滑5%？巨头集中释放利好信息护盘，中小企业被指将面临资金考验,华夏时报
1285,2020-02-05,家电股集体反弹 回购与转型并举,第一财经
1286,2020-02-05,花旗：将苏泊尔目标价从66元上调至80元,Wind
1287,2020-02-04,苏泊尔(002032.SZ)：截至1月末累计回购143.82万元股份,格隆汇
1288,2020-02-01,天风家电 | 深度：公牛集团——走远路，求极致,小蔡看家电
1289,2020-01-31,金螳螂“在前” | 家居战疫【1.31】,乐居财经
1290,2020-01-21,天风家电 | 复盘十五年空调能效之路,小蔡看家电
1291,2020-01-19,【华创家电龚源月团队】九阳股份跟踪：内部改革推动产品持续创新,月观家电
1292,2020-01-13,2019年手机PC和家电业 诉讼、口水战等危机不断 诉讼纠纷,电脑之家
1293,2020-01-07,苏泊尔T6吸尘器荣获“2019国际CMF”设计大奖,砍柴网
1294,2020-01-06,多重利空加身苏泊尔股价逆市大跌 连续下跌,和讯
1295,2020-01-03,苏泊尔：部分董事高管拟减持公司股份 拟减持股份,e公司
1296,2020-01-03,苏泊尔(002032.SZ)：4名董事及高管拟合计减持不超0.044%股份 拟减持股份,格隆汇
1297,2020-01-03,苏泊尔：总经理等四人拟减持不超过0.044%公司股份 减持股份,Wind
1298,2020-01-03,苏泊尔(002032.SZ)截止12月底累计回购2万股,格隆汇
1299,2020-01-03,消费品召回新规实施，谁将是重灾区? 产品问题,凤凰网
1300,2020-01-02,看陆定昊锁定苏宁直播 年货节抢苏泊尔5折神器,凤凰网
1301,2020-01-02,招商家电&纺服 | 可选消费龙头高ROE成因探究,招商家电研究
1302,2019-12-31,小家电呈十大趋势 租房群体和单身经济带旺“萌”家电,第一财经
1303,2019-12-31,科技龙头争当C位 2020年看两大板块 六股热,证券时报
1304,2019-12-30,存漏水烫伤等安全隐患，美的、苏泊尔召回10.5万件电水壶 产品问题,南都报
1305,2019-12-27,16股获券商买入评级，博世科目标涨幅达35.08%,Wind
1306,2019-12-26,一个人PK掉60%上市公司，员工上万盈利不及一个淘宝主播李佳琦,搜狐
1307,2019-12-24,苏泊尔：75.64万股限售股12月30日上市流通 解禁,Wind
1308,2019-12-24,苏泊尔、美的召回部分电水壶 或存安全隐患 产品问题,和讯
1309,2019-12-24,美的、苏泊尔召回10.8万台电水壶 产品存在烫划伤隐患 产品问题,联商网
