,2021-12-30,Gannett Peak退出爱美客持股5%以上股东名单,GPLP犀牛财经
1218,2021-05-18,晨会聚焦210518重点关注农林牧渔、零售、农产品研究、传媒,国信研究
1219,2021-05-18,3连板后掉头跌停！这家“医美概念”股成色几何？赛道太火，机构最看好这些标的（名单）,证券时报
1220,2021-05-18,领涨板块快速切换，权重股助推沪指收复3500点,Wind
1221,2021-05-17,【4月社零同比+17.7%低于预期，珠宝品类持续景气】开源零售黄泽鹏团队,泽鹏商业观察
1222,2021-05-17,毛利92%！爱美客，割女人韭菜的医美茅台,星空财富
1223,2021-05-17,财经药点｜2020年报发布完毕，43家药企营收破百亿元，医疗器械企业表现亮眼,中国医药报
1224,2021-05-17,最新个股研报精选：这只些股获机构重点关注,中金在线
1225,2021-05-17,商贸零售：华熙生物“御龄双子针”差异化切入医美针剂市场 爱美客启动港股上市筹备工作,新浪
1226,2021-05-17,华熙生物的玻尿酸之困,凤凰网
1227,2021-05-17,A股收盘综述：上证指数收复3500点，创业板指创近3个月新高,Wind
1228,2021-05-17,“叶飞效应”？机构预测高增长超跌大盘股曝光,Wind
1229,2021-05-17,打疫苗人数暴增，3600亿大白马股价创新高,Wind
1230,2021-05-17,A股午盘综述：上证指数涨超1%，时隔两个多月重回3500点,Wind
1231,2021-05-17,医美概念股风云再起，贝泰妮、爱美客涨超10%,Wind
1232,2021-05-17,医美板块走强 爱美客(300896.SZ)涨超9%,格隆汇
1233,2021-05-17,医美板块反复活跃，贝泰妮大涨9%,Wind
1234,2021-05-17,纺织服装行业周报：货龙头持续向好 医美板块景气高涨,新浪
1235,2021-05-17,IPO日报四周年巨献：觅A股四十新星,国际金融报
1236,2021-05-17,医美突围战：市场供需增长迅猛、一二级加速分化 同质化竞争激烈,21世纪经济报道
1237,2021-05-17,我观察到的一个证券投资新趋势,新浪
1238,2021-05-16,【开源零售|周视角】从第七次人口普查数据，看零售消费的几个趋势,泽鹏商业观察
1239,2021-05-14,爱美客(300896.SZ)：授权管理层启动H股发行并在联交所上市的相关筹备工作,格隆汇
1240,2021-05-14,A股医药生物公司研发实力排行榜：恒瑞医药、复星医药、君实生物研发投入居前三，药明康德研发人员数量最多,华夏时报
1241,2021-05-14,爱美客：聘马乔骞为证代，2017年9月入职,每日经济新闻
1242,2021-05-14,爱美客：聘任马乔骞为公司证券事务代表,每日经济新闻
1243,2021-05-14,宋清辉：A股百元股数量缩水只有少部分长期坚挺警惕靠概念炒作,搜狐
1244,2021-05-14,医美板块如期分化朗姿股份等趋势股表现较弱,财联社
1245,2021-05-14,千亿市值股集体大回调后显分化 华熙生物等个股反弹逾40%,第一财经
1246,2021-05-13,较年初少了11只 百元股数量缩水,北京商报
1247,2021-05-13,千亿抱团股集体跳水后分化，这些龙头因何迅猛反抽？,第一财经
1248,2021-05-13,爱美客(300896)：盈利持续提升 业绩超预期,新浪
1249,2021-05-13,每日数据挖掘机：机构最近看中哪些股票？爱美客、东方盛虹等榜上有名,中金在线
1250,2021-05-13,38只送转股走出贴权走势,证券时报网
1251,2021-05-13,2021新财富500富人榜发布：玻尿酸行业产生华熙生物赵燕、爱美客简军两位女巨富,和讯
1252,2021-05-13,医美概念再度走强，苏宁环球一字涨停，国金证券：看好“颜值经济”全产业链发展机会,金融界
1253,2021-05-13,天风证券维持爱美客买入评级：21Q1归母净利润略超预期，高毛利率产品熊猫针有望持续放量,每日经济新闻
1254,2021-05-13,医美概念持续火热，黄金赛道未来增长空间巨大（附股）,第一财经
1255,2021-05-13,天风证券：爱美客（300896.SZ）21Q1归母净利润略超预期，维持“买入”评级,智通财经
1256,2021-05-13,华东医药 老牌药企的“美丽”大行动,亿邦动力
1257,2021-05-13,华东医药：最具潜力的老牌医美龙头,Ofweek
1258,2021-05-12,真肉疼！千亿市值“大块头”批量回撤超40% 大资金低吸股要重视（名单）,证券时报
1259,2021-05-12,真肉疼！千亿市值“大块头”批量回撤超40%，这类大资金“人弃我取”要重视（附股）,证券时报
1260,2021-05-12,医美指数再创新高，部分中小型重仓基金“弯道超车”，行业规模大、国内渗透率低仍是基金经理看多主逻辑,每日经济新闻
1261,2021-05-12,医美行业深度报告：星火燎原 医美的黄金时代,新浪
1262,2021-05-12,【国金医药】医美行业深度：医美黄金时期，美丽经济亟待腾飞,医药研选
1263,2021-05-12,32只送转股走出贴权走势,证券时报网
1264,2021-05-12,医美板块午后再度大面积反包，朗姿股份涨停,Wind
1265,2021-05-12,医美概念再度崛起，奥园美谷封板，机构看好行业潜在空间,第一财经
1266,2021-05-12,“颜值经济”强者恒强，医美概念再掀涨停潮，机构持续看好上下游股价,金融界
1267,2021-05-12,东亚早八点：把握养老产业投资机会｜5月13日,新浪
1268,2021-05-11,34只送转股走出贴权走势,证券时报网
1269,2021-05-11,老龄化程度加深，复盘日本十倍股，潜力股名单来了,Wind
1270,2021-05-11,2021年医药行业5月策略报告：短期波动不改长期趋势 仍重点推荐疫苗等,新浪
1271,2021-05-11,晨会聚焦210511重点关注有色、美妆&医美、农林牧渔、传媒、机械、非银、汉钟精机、牧原股份,国信研究
1272,2021-05-11,险资一季度减持周期股 逢低加仓白酒医药股 减持股份,证券日报
1273,2021-05-10,爱美客7亿营收撑得起1300亿市值么？,节点财经
1274,2021-05-10,商业贸易行业跟踪周报2021年第17期：华熙生物和爱美客分别发布医美新品“御龄双子针”和“冭活” 爆品打造值得期待,新浪
1275,2021-05-10,化妆品行业2020年年报和2021年一季报综述：从渠道红利走向产品力升级,新浪
1276,2021-05-10,医美突围战： 市场供需增长迅猛、一二级加速分化，同质化竞争激烈,21世纪经济报道
1277,2021-05-10,医美概念再度活跃 澳洋健康通化金马等涨停,证券时报网
1278,2021-05-10,国金证券--化妆品行业研究：疫情不改行业景气，关注优质个股机会【行业研究】,金融界股吧
1279,2021-05-10,美妆&医美20年年报暨21年一季报总结：行业景气度依旧高企 渠道及产品变革带来企业分化,新浪
1280,2021-05-10,【行情】医美概念股开盘拉升，哈三联直线封板，三星医疗竞价涨停，澳洋健康、华熙生物、爱美客等纷纷跟涨,金十数据
1281,2021-05-09,【开源零售|周视角】“五一”黄金周社会消费稳步恢复、品质升级,泽鹏商业观察
1282,2021-05-07,医美概念股节后暴跌，竟与华为入局有关？前景太好企业在疯狂砸钱 连续下跌,AI财经社
1283,2021-05-07,定了！新氧与华熙结成“未来医美共生联盟”！,新浪
1284,2021-05-07,26只送转股走出贴权走势,证券时报网
1285,2021-05-07,疫苗之后是医美，概念股集体大跌，风险真的来了？ 连续下跌,搜狐
1286,2021-05-07,A股收盘综述：上证指数录得三连阴，创业板指下挫逾3%,Wind
1287,2021-05-07,安信研究|晨会在线20210507,安信证券研究
1288,2021-05-07,【4月化妆品电商数据：行业整体表现平淡】开源零售黄泽鹏团队,泽鹏商业观察
1289,2021-05-06,爱美客旗下产品宝尼达将涨价超30%，内部人士称基于高低价格搭配考虑,36氪
1290,2021-05-06,化妆品及医美20年及1Q21业绩总结：疫情不改行业景气 关注优质个股机会,国金证券股份有限公司
1291,2021-05-06,20只送转股走出贴权走势,证券时报网
1292,2021-05-06,医药行业2020年年报及2021年一季报总结：Q1业绩复苏回暖 看好CXO、疫苗、创新器械和服务等高景气板块,西南证券
1293,2021-05-06,长城证券5月荐股名单出炉（共10只）,新浪
1294,2021-05-06,解盘：资金小幅流入，煤炭、纯碱、金属、火电领涨,Wind
1295,2021-05-06,A股午盘综述：创业板指跌3.21%，疫苗概念深度回调,Wind
1296,2021-05-06,医疗美容概念股跳水，爱美客跌超10%,Wind
1297,2021-05-06,快讯：医美板块权重标的跳水 爱美客跳水跌逾7%,新浪
1298,2021-05-06,医美指数再创历史新高金发拉比缩量新高,证券之星
1299,2021-05-06,长城策略*月度金股‖五月（汪毅，王小琳）,长城研究--宏观策略
1300,2021-05-05,【纺织服装】每周策略20210503：复苏趋势明确，重点关注超越行业增长的低估值龙头机会,时尚消费志
1301,2021-05-05,山东，正在包揽全球“面子”生意,棱镜
1302,2021-05-05,爱美客7亿营收撑得起1300亿市值么？,环球老虎财经
1303,2021-05-05,棱镜｜全球8成玻尿酸山东造：医美机构称为上游原料打工，产能已过剩,腾讯网
1304,2021-05-04,假期医美手术预约排满，机构力推这些个股，公私募大佬扎堆布局,证券之星
1305,2021-05-04,公私募大佬扎堆布局医美市场,上证报
1306,2021-05-03,顶流私募最新持仓曝光！冯柳、张磊、邓晓峰、葛卫东、杨东等全来了,Wind
1307,2021-05-02,独家吐血整理！顶流私募800亿最新持股大曝光！冯柳、张磊、邓晓峰、葛卫东、杨东等大咖全来了,中国基金报
1308,2021-05-01,玻尿酸食品化，华熙生物的下一个故事不好讲,阿尔法工场研究院
1309,2021-04-30,九州通暗战流通巨头：药店、电商增量明显，想暴富还要靠医美,健识局
1310,2021-04-30,祛颈纹的嗨体赚嗨了！玻尿酸三巨头首季财报大比拼：华熙生物体量最大，爱美客净利狂增3倍,时代财经
1311,2021-04-30,东方财富证券给予爱美客增持评级，2021年一季报点评，近期获24份券商研报关注，目标均价涨幅8.22%,每日经济新闻
1312,2021-04-30,大股东清仓式减持一周套现30亿，医美股不香了？ 减持股份,36氪
1313,2021-04-30,2020年A股公司派现1.36万亿，国企贡献近七成,Wind
1314,2021-04-29,华福证券维持爱美客审慎推荐评级，2021Q1季报点评：营收净利润高速增长，精耕细作凸显差异化竞争优势,每日经济新闻
1315,2021-04-29,“少女针”VS“童颜针” 两大医美巨头的“新角力”,投资界
1316,2021-04-29,顶流机构持仓：张坤“挥别”爱股，谢治宇“新欢”涨停,Wind
1317,2021-04-29,冯柳、景林、礼仁最新持仓动向来了！,Wind
1318,2021-04-29,华熙生物直追、昊海生科掉队，爱美客能否笑到最后？,36氪
1319,2021-04-29,医疗美容概念股拉升，金发拉比触及涨停,Wind
1320,2021-04-28,近期医美、二胎、服装纺织“三兄弟”紧密抱团，原因为何？,搜狐
1321,2021-04-28,物以稀为贵！超六成公司分红，高送转成香馍馍,Wind
1322,2021-04-28,爱美客(300896)：恢复+成长逻辑双重驱动一季报高增长,新浪
1323,2021-04-28,“颜值经济”火爆医美概念股最高暴涨130%机构称整体估值较高,第一财经
1324,2021-04-28,浙商证券维持爱美客增持评级，爱美客2021年一季报报点评：差异化布局优势凸显，Q1业绩高增长,每日经济新闻
1325,2021-04-28,北大毕业美女基金经理10天亏10亿被“群嘲”，精准调仓后大逆袭,新浪
1326,2021-04-28,医美行业正快速发展,大众证券报
1327,2021-04-28,95股今日获机构买入评级,证券时报网
1328,2021-04-28,美女基金经理大逆袭！上任10天巨亏20%被“群嘲”，如今成功反击,Wind
1329,2021-04-28,爱美客(300896)：一季度高增长，嗨体熊猫针等快速放量,中信建投证券研究
1330,2021-04-28,医美市场规模有望加速扩容,大众证券报
1331,2021-04-28,37股已实施送转方案 科蓝软件“一夜游”,北京商报
1332,2021-04-27,民生证券维持爱美客推荐评级：Q1归母净利同增近300%，嗨体系列加速渗透,每日经济新闻
1333,2021-04-27,A股年报送转方案众生相：37股已实施科蓝软件上演“一夜游”,北京商报
1334,2021-04-27,爱美客遭明星基金“做减法”，葛卫东退出前十大股东,第一财经
1335,2021-04-27,信达证券维持爱美客买入评级：嗨体多适用症推广良好，费用率持续优化,每日经济新闻
1336,2021-04-27,爱美客一季报：净利增近三倍，毛利率升至92.5%,搜狐
1337,2021-04-27,爱美客(300896)：归母净利润同比增长297% 嗨体熊猫针持续放量,新浪
1338,2021-04-27,犀牛财经晚报：亚朵酒店中止A股IPO特斯拉冲进包子店,GPLP犀牛财经
1339,2021-04-27,什么信号？葛卫东突然清仓“女人的茅台”，还减持了电子烟龙头 减持股份,中国基金报
1340,2021-04-27,国金证券--爱美客:业绩略超预期，嗨体放量增长【公司研究】,金融界股吧
1341,2021-04-27,东北证券维持爱美客买入评级：Q1业绩表现靓丽，嗨体延续强劲增势,每日经济新闻
1342,2021-04-27,安信证券：爱美客(300896.SZ)深度运营效果显现，维持“增持-A”评级,智通财经
1343,2021-04-27,颜值经济推动医美市场高景气，这些细分领域龙头值得关注丨牛熊眼,第一财经
1344,2021-04-27,医美板块逆市上涨0.53% 双鹭药业、奥园美谷涨停,证券日报网
1345,2021-04-27,安信证券维持爱美客增持评级：一季度业绩略超预期，深度运营效果显现,每日经济新闻
1346,2021-04-27,“王萍”是谁？葛卫东谜之操作惹争议！西藏药业剧情会重演？,网易
1347,2021-04-27,爱美客(300896)：爱美客一季度业绩略超预期 深度运营效果显现,新浪
1348,2021-04-27,爱美客(300896)：Q1扣非净利润高增+303.3% 收入环比Q4旺季进一步走强,新浪
1349,2021-04-27,国信证券维持爱美客买入评级，2021年一季报点评：嗨体持续爆发推动亮眼业绩，盈利能力进一步攀升,每日经济新闻
1350,2021-04-27,国信证券：爱美客嗨体持续爆发推动亮眼业绩，盈利能力进一步攀升,Wind
1351,2021-04-27,爱美客(300896)：业绩略超预期 嗨体放量增长,国金证券股份有限公司
1352,2021-04-27,零售业商贸零售行业2021Q1持仓分析：可选配置比例提升 必选配置仍处低位,新浪
1353,2021-04-27,东莞证券维持爱美客推荐评级，2021年一季报点评：Q1业绩亮眼，龙头地位进一步巩固,每日经济新闻
1354,2021-04-27,开源证券维持爱美客买入评级，公司信息更新报告：一季度业绩超预期，明星产品嗨体引领高增长,每日经济新闻
1355,2021-04-27,【爱美客|一季报点评】业绩略超预期，深度运营效果显现【安信证券】,医药马帅团队
1356,2021-04-27,【爱美客：一季度业绩超预期，明星产品嗨体引领高增长】开源零售黄泽鹏团队,泽鹏商业观察
1357,2021-04-27,国信证券：爱美客嗨体持续爆发推动亮眼业绩，盈利能力进一步攀升,证券时报网
1358,2021-04-27,业绩快报丨爱美客一季度净利同比增296.5%，葛卫东退出十大流通股东,36氪
1359,2021-04-27,颜值经济推动医美市场高景气 爱美客一季度营收净利双双大增,第一财经
1360,2021-04-27,晨会聚焦210427重点关注食品饮料、美国寿险、海洋王、华测导航、山西汾酒、宝钢股份、爱美客、安恒信息、传音控股、东方财富,国信研究
1361,2021-04-27,大公司早报 | 360入局造车 特斯拉一季度净赚4.38亿美元,观察者网
1362,2021-04-27,【国金晨讯】华住酒店：互联网思维在酒店行业的降维竞争；覆铜板涨价周期性研究及未来判断,国金证券研究所
1363,2021-04-27,A股早报2021年4月27日星期二,Wind
1364,2021-04-27,浙商医美.马莉 || 爱美客：21Q1业绩超预期，嗨体及熊猫针热度持续,纺服新消费马莉团队
1365,2021-04-27,葛卫东退出了爱美客前十大流通股东,上证报
1366,2021-04-27,葛卫东悄然挥别“女人的茅台”，有何玄机？,Wind
1367,2021-04-27,19家化妆品相关上市企业，谁最赚钱？,联商网
1368,2021-04-27,【商社】深度研究:医美行业扶摇直上，产品储备竞相卡位轻医美细分赛道,天风研究
1369,2021-04-27,爱美客一季度业绩大增 医美市场有望保持高增长,证券时报网
1370,2021-04-27,爱美客首季净利增近3倍 嗨体进入快速放量期,全景网
1371,2021-04-26,【华西医药崔文亮团队】?《爱美客点评报告：业绩略超预期，嗨体持续带动业务快速发展》,崔文亮研究团队
1372,2021-04-26,医美还是鸡娃？爱美客一季度净利暴增3倍近1.7亿，紫光学大净利还不到它十分之一丨财报见闻,华尔街见闻
1373,2021-04-26,千亿股“女人的茅台”遭明星基金扎堆减持：葛卫东、刘格菘、胡昕炜都在卖 但还有人留了一手 减持股份,新浪
1374,2021-04-26,盘后公告集锦|爱美客：一季度净利同比增长297%,财联社
1375,2021-04-26,公告精选：爱美客一季度净利同比增297%；闻泰科技收购欧菲光部分业务案通过反垄断审查,e公司
1376,2021-04-26,爱美客一季度净利润1.71亿元，同比增长297%,第一财经
1377,2021-04-26,爱美客(300896.SZ)第一季度归母净利润同比增297%至1.71亿元,智通财经
1378,2021-04-26,爱美客：一季度净利1.71亿元，同比增296.5%,格隆汇
1379,2021-04-26,爱美客：一季度净利润1.71亿元，同比增长296.5%,Wind
1380,2021-04-26,八大券商主题策略：深度挖掘疫苗产业链机会 核心资产标的名单曝光,中金在线
1381,2021-04-26,天风证券：医美行业扶摇直上 产品储备竞相卡位轻医美细分赛道,--
1382,2021-04-26,休闲服务行业周报：持续关注“颜值经济”投资机遇,国海证券
1383,2021-04-26,解盘：百亿资金流入，金属、肺炎检测、疫苗、第三代半导体领涨,Wind
1384,2021-04-26,A股异动：医美概念板块持续拉升，宜华健康触及涨停,证券之星
1385,2021-04-26,杠杆资金大手笔加仓10股,中证网
1386,2021-04-26,融资客青睐4股，申达股份买入占比高达50.51%,Wind
1387,2021-04-26,全球疫情大反弹！印度或引爆2行业，抱团股机会来了？,Wind
1388,2021-04-25,玻尿酸食品化，华熙生物的下一个故事?,36氪
1389,2021-04-23,反常！突然熄火！医美股领跌两市！医美到底“美不美”？,央视财经
1390,2021-04-23,医美业务下滑三成，华东医药单押少女针，但爱美客“同款”7年销售额不过亿 盈利能力下降,证券之星
1391,2021-04-23,A股主力资金流向（4月23日）：机构抱团股重获追捧，中国平安连续7日遭抛售,Wind
1392,2021-04-23,医美股集体回调爱美客跌近5%,格隆汇
1393,2021-04-22,医美大热，玻尿酸龙头地位无可撼动，百亿产业链深度解读,云掌财经
1394,2021-04-22,迈瑞医疗、迈为股份今年受险资调研热捧！2020年国寿持仓贵州茅台浮盈超30亿平安新进江西铜业,证券之星
1395,2021-04-21,医美仅仅是女人的事情?这么想就太落伍了,Wind
1396,2021-04-21,毛利率超90%，医美王者爱美客到底强在哪？,云掌财经
1397,2021-04-21,医美板块午后持续走高，华东医药涨停,Wind
1398,2021-04-21,【行情】医美概念午后持续拉升，创新医疗、金陵药业等多股涨停，新华锦、澳洋健康、悦心健康、爱美客跟涨,金十数据
1399,2021-04-21,解盘：大消费崛起，医美、白酒、疫苗、乳业指数领涨,Wind
1400,2021-04-21,医美板块全线爆发，朗姿股份涨停创阶段新高,Wind
1401,2021-04-21,医美板块反复活跃，朗姿股份跳涨7%,Wind
1402,2021-04-20,医美行业大爆发，相关优质公司分析！,云掌财经
1403,2021-04-20,医美概念再度活跃，鲁商发展、长江健康涨停，爱美客等大涨,同壁财经
1404,2021-04-20,A股午盘综述：上证指数涨0.29%，创业板指涨0.67%,Wind
1405,2021-04-20,医美板块拉升爱美客、华熙生物双双涨超7%,格隆汇
1406,2021-04-20,医美板块崛起，龙头爱美客大涨8%,Wind
1407,2021-04-20,爱美客千亿市值的跌宕起伏,云掌财经
1408,2021-04-19,今年以来57家公司被百家机构调研 爱美客、传音控股受青睐,大众证券报
1409,2021-04-19,医美板块尾盘发力，昊海生科大涨6%,Wind
1410,2021-04-19,太平洋--医美行业研究一：国内市场迎朝阳，关注产业链各环节头部公司【行业研究】,金融界股吧
1411,2021-04-19,纺织服装行业周报：纺服板块持续回暖 家纺一季报有望全面超预期,全球纺织网
1412,2021-04-18,新药获批上市，该药要扰乱医美市场？,云掌财经
1413,2021-04-18,“大肉签”明天上市！创业板第一高价新股来了,Wind
1414,2021-04-16,【3月社零同比+34.2%，珠宝最亮眼、餐饮持续恢复】开源零售黄泽鹏团队,泽鹏商业观察
1415,2021-04-15,焦点分析 | “少女针”引爆新一轮“注射战”，医美上游重新洗牌？,36氪
1416,2021-04-15,迈瑞医疗、迈为股份今年受险资调研热捧！2020年国寿持仓贵州茅台浮盈超30亿平安新进江西铜业,证券之星
1417,2021-04-15,险资投资路线图揭秘：迈瑞医疗、迈为股份受热捧,财联社
1418,2021-04-15,年报解读|“新账旧账一起算”健之佳一半利润用于分红,财联社
1419,2021-04-15,昊海生科扣非净利暴跌超40% “医美三剑客”掉队者靠收购能否逆袭 盈利能力下降,投资者网
1420,2021-04-14,8天暴涨106%！刚刚，这只股票上演“地天板”,Wind
1421,2021-04-14,公募仓位降至88%，年内调研瞄准两行业,Wind
1422,2021-04-14,天地板、一字板、昨闪崩今大涨……谁能驾驭这些热门股？,Wind
1423,2021-04-14,2020年美妆业：完美日记亏27亿元居首 屈臣氏也扛不住,GPLP犀牛财经
1424,2021-04-14,医美板块全线走强，悦心健康两连板,Wind
1425,2021-04-14,每日理财观察：一季度外贸进出口实现“开门红”,Wind
1426,2021-04-14,5000亿市值白马跌停！抱团股闪崩都有同一特征（附表）,Wind
1427,2021-04-14,“抱团股”频遭抛售，业绩成个股估值试金石,Wind
1428,2021-04-13,中国中免跌停，抱团股接连闪崩，大市值高估公司避险指南,Wind
1429,2021-04-12,去年营利创近四年新低，医美三剑客之一的昊海生科怎么了？ 连续下跌,资本邦
1430,2021-04-12,理财日报：明星基金经理最新动向曝光 7亿多元布局这个板块,中金在线
1431,2021-04-12,万联证券--商业贸易行业周观点：贝泰妮股价创新高，阿里巴巴涉垄断被罚【行业研究】,金融界股吧
1432,2021-04-12,商业贸易行业周报：重点公司一季报前瞻 关注稳健增长个股,新浪
1433,2021-04-12,纺织服装行业周报：国货消费热潮初现 家纺一季报有望兑现高景气,新浪
1434,2021-04-12,东吴证券--医药生物行业：生长激素空间还有多大？重点推荐长春高新等！【行业研究】,金融界股吧
1435,2021-04-12,商贸零售行业周报：叮咚买菜完成新一轮融资 生鲜电商行业竞争激烈,新浪
1436,2021-04-12,医美股票持续走高！哪些医美股票值得关注？,云掌财经
1437,2021-04-12,“医美三剑客”拼年报：爱美客毛利居首 昊海生科净利掉队,北京商报
1438,2021-04-11,国盛证券维持爱美客买入评级：熊猫针终端反馈超预期，预判一季报持续靓丽,每日经济新闻
1439,2021-04-11,不走套路！科创主题基金竟买成“债基”，股票仓位仅10%,Wind
1440,2021-04-09,重磅深度！【华熙生物：透明质酸全产业链龙头，四轮驱动打开新成长空间】开源零售黄泽鹏团队,泽鹏商业观察
1441,2021-04-09,两市百元股数量达134只，医药生物行业占比最高,证券之星
1442,2021-04-09,国内医美市场有望突破3000亿 券商集体看好新氧、爱美客、朗姿,证券日报
1443,2021-04-09,长源电力——差0.11元创历史新高,云掌财经
1444,2021-04-09,医美龙头“躺着赚钱”难,阿尔法工场研究院
1445,2021-04-08,景气回升，寻找计算机行业预期差,Wind
1446,2021-04-08,爱美客(300896.SZ)拟将两项IPO募投项目实施主体变更为全资公司诺博特,智通财经
1447,2021-04-08,爱美客：4月8日主力资金净流入额占板块16.29%,每日经济新闻
1448,2021-04-08,【异动股】医疗美容板块拉升，爱美客(300896-CN)涨10.24%,财华社
1449,2021-04-08,A股收盘综述：上证指数涨0.08%，钢铁股冲高回落,Wind
1450,2021-04-08,华熙生物销售费用增速远高营收 玻尿酸喝出“美丽”是智商税？,新浪
1451,2021-04-08,医美板块走强，18只个股上涨，爱美客上涨10.65%,每日经济新闻
1452,2021-04-08,医美概念午后持续大涨 华熙生物、爱美客涨超9%,e公司
1453,2021-04-08,高端医美不用再出国，机构：布局赛道投资机会正当时丨牛熊眼,第一财经
1454,2021-04-08,海南重磅利好，多股直线涨停！10倍碳中和明星股崩了,Wind
1455,2021-04-08,两部门支持海南高端医美产业发展 主力资金早盘抢筹医美概念股,第一财经
1456,2021-04-08,解盘：百亿资金流入，医美、海南、疫苗、乳业领涨,Wind
1457,2021-04-08,A股午盘综述：上证指数涨0.19%，创业板指涨0.86%.,Wind
1458,2021-04-08,医美板块盘中发力，华熙生物涨超6%,Wind
1459,2021-04-08,【机会挖掘】两部门支持海南高端医美产业发展 我国美市场规模或达万亿级,证券时报网
1460,2021-04-08,2021年3月化妆品行业数据点评：华熙、珀莱雅优秀 多品牌推新,新浪
1461,2021-04-08,医药生物行业：医疗体系运行常态化 看好一季度业绩表现,广发证券
1462,2021-04-07,腾讯大股东宣布减持！已赚1.6万亿收益率7800倍 减持股份,21世纪经济报道
1463,2021-04-07,医美暴利三剑客！“药妆第一股”贝泰妮暴涨660亿，干翻了法国巨头雅漾，红杉资本7年前已重金杀入,金融界
1464,2021-04-07,商业贸易行业点评报告：3月化妆品电商数据-高基数下整体表现平平 头部国货品牌相对突出,新浪
1465,2021-04-07,罕见好行情 前十选手均录得正收益,财富动力网
1466,2021-04-06,医美龙头同命不同路,36氪
1467,2021-04-06,医药行业2021年4月投资月报：把握一季报最佳反弹窗口期 加配低估值且高增长标的,西南证券
1468,2021-04-06,医药行业周报：当前是反弹最佳窗口期 加配低估值高增长标的,西南证券
1469,2021-04-06,万联证券--商业贸易行业周观点：医美板块高景气持续，化妆品拟禁用大麻成分【行业研究】,金融界股吧
1470,2021-04-06,放言自己“没有对手”的期货东邪葛卫东，却在这只股票上亏惨了,云掌财经
1471,2021-04-06,东吴证券--医药生物行业：为何近期医疗服务、医美大幅上涨？【行业研究】,金融界股吧
1472,2021-04-06,解盘：资金持续回流，燃料电池、新能源、次新股领涨,Wind
1473,2021-04-06,【牛人重仓】爱美客:3日内股价涨逾20%，今日资金流入361.35万元，融资余额123861.22万元；前3个交易日，融资额增加-3129.9万元，主力资金净流入19049.72万元,每日经济新闻
1474,2021-04-06,2021年医药行业4月策略报告：Q1业绩高成长是股价核心催化剂,新浪
1475,2021-04-06,【牛人重仓】爱美客:连续3日涨逾5%，今日资金流入-5384.14万元，融资余额123861.22万元；前3个交易日，融资额增加-3129.9万元，主力资金净流入19049.72万元,每日经济新闻
1476,2021-04-06,行业观察|医美上游巨头瞄准“直触C端产品”未来市场技术与材料系行业核心驱动力,证券之星
1477,2021-04-06,每日理财观察：创业板注册制第一高价股今日申购,Wind
1478,2021-04-06,【社服-刘文正】商贸零售行业：华熙生物3月销售亮眼依旧，国货之星冉冉升起,安信证券研究
1479,2021-04-06,私募大佬葛卫东持仓大曝光！有持仓已产生浮亏,中国基金报
1480,2021-04-06,陆家嘴财经早餐2021年4月6日星期二,Wind
1481,2021-04-06,创业板“热映”高送转，10家公司收到关注函 关注函,Wind
1482,2021-04-06,私募大佬葛卫东持仓大曝光！在这只股票上，亏的有点惨,Wind
1483,2021-04-05,为什么高送转？ 这10家创业板公司这样回复,上证报
1484,2021-04-05,中一签有望赚10万元！创业板注册制第一高价股明日申购,Wind
1485,2021-04-05,纺织服装行业周报：年报出炉纺服企业稳健增长 21Q1有望高增,新浪
1486,2021-04-05,商业贸易行业周报：消费者代际切换至Z 世代 国货化妆品“群众基础”扎实,华福证券有限责任公司
1487,2021-04-05,一文看懂为何近期医疗服务、医美标的股价反弹涨幅较大,21世纪经济报道
1488,2021-04-03,"股市""快熊""已结束？机构：短期调整已释放大部分风险",Wind
1489,2021-04-03,“A股医药一哥”换了：迈瑞医疗市值反超恒瑞医药,华夏时报
1490,2021-04-02,商贸零售2021年4月投资策略：可选消费彰显复苏弹性 关注财报绩优龙头,新浪
1491,2021-04-02,A股收盘综述：上证指数涨0.52%，创业板指涨1.31%,Wind
1492,2021-04-02,解盘：人气继续回暖，半导体、今日头条、白酒、高价股领涨,Wind
1493,2021-04-02,注册制新股大幅走高，芯碁微装涨超20%,Wind
1494,2021-04-01,23家企业分红超过全年净利润 A股超大比例派现须警惕道德风险,21世纪经济报道
1495,2021-04-01,【趣点】红包雨震撼来袭！逾千家公司披露分红方案，茅台再分242亿元,财华社
1496,2021-04-01,不过，分红这个事也要量力而行。一些采取杀鸡取卵式分红的上市公司也需要投资者注意。,财华社
1497,2021-04-01,23家企业分红超过全年利润 A股超大比例派现须警惕道德风险,21世纪经济报道
1498,2021-04-01,国内市场成长空间巨大，医美板块“卷土重来”丨牛熊眼,第一财经
1499,2021-04-01,险资对A股核心资产不离不弃 国寿连续三季度增持贵州茅台,证券日报
1500,2021-04-01,医美板块发力，哈三联涨停,Wind
1501,2021-04-01,险资对A股核心资产不离不弃，国寿连续三季度增持贵州茅台,Wind
1502,2021-03-31,玻尿酸第一股华熙生物：2020年超5成收入来自化妆品，销售费用增111%占营收4成,搜狐
1503,2021-03-31,风向研报丨A股出现“神奇”一幕：只要公告这件事，股价短期都涨停！,21世纪经济报道
1504,2021-03-31,国内医美市场或迎5倍增长，券商集体看好新氧、爱美客、朗姿,证券日报
