,2021-12-31,电子行业研报：车规半导体空间足，国产替代提速【华西电子团队】,每经网
1646,2020-09-26,券商首次关注3股并给予买入评级（9月26日）,Wind
1647,2020-09-26,“巨无霸”接连登陆A股，千亿市值公司增至108家,Wind
1648,2020-09-25,兆易创新(603986)：深耕存储器市场 MCU生物识别开拓新增长点,华安证券
1649,2020-09-25,A股收盘综述：上证指数、创业板综指本周均下挫超3%，北向资金净卖出247亿元,Wind
1650,2020-09-25,国家集成电路基金减持9家公司 减持股份,金融投资报
1651,2020-09-25,人工智能大会即将开幕：万亿板块起航，多只龙头股回调超40%,新浪
1652,2020-09-24,通富微电(002156)：AMD马力十足 驱动公司高景气,新浪
1653,2020-09-23,电子行业2020年半年报点评：疫情不改景气逻辑 行业业绩逐步回暖,新浪
1654,2020-09-23,兆易创新今日大宗交易成交2.50万股，成交价182.7元溢价0.0%,Wind
1655,2020-09-23,兆易创新现1笔大宗交易 共成交456.75万元,新浪
1656,2020-09-20,电子行业每周市场动态追踪：苹果发布IWATCH及IPAD新机 持续引领IOT创新,新浪
1657,2020-09-19,5GETF(159994)：配置性价比再现,新浪
1658,2020-09-18,大基金出手了：两大芯片股被抛售，释放啥信号？,中国基金报
1659,2020-09-18,国家大基金再出手，两大芯片股遭抛售，为何密集减持？,券商中国
1660,2020-09-18,8月以来险资密集调研近700次，消费等板块被险资“锁定”,Wind
1661,2020-09-18,大数据揭秘：基金持股抱团呈现三大趋势,Wind
1662,2020-09-16,兆易创新：GD32 MCU出货持续攀升，全面布局光通信市场！,国际电子商情
1663,2020-09-16,芯片股继续活跃，中芯国际-U、韦尔股份、华润微、兆易创新普涨,Wind
1664,2020-09-16,66亿基金踏空牛市，管理费却暴增100%，发生了什么？,券商中国
1665,2020-09-15,市场聚焦：跌势初步收敛还需静心调养,新浪
1666,2020-09-15,兆易创新：副总经理、董事会秘书、财务负责人李红减持2.6万股 减持股份,Wind
1667,2020-09-15,券商首次关注3股并给予买入评级（9月15日）,Wind
1668,2020-09-15,33股获券商买入评级，常宝股份目标涨幅达61.74%,Wind
1669,2020-09-15,长期买点已现，基金回补部分科技龙头股,中证报
1670,2020-09-14,兆易创新(603986.SH)：79.0159万股行权股票于9月18日上市流通,格隆汇
1671,2020-09-14,兆易创新(603986)：存储微控全布局 业绩梦想齐双飞,国金证券股份有限公司
1672,2020-09-13,电子行业周报：静待苹果发布会 关注消费电子产业链,华安证券
1673,2020-09-09,【A股收盘综述】低价股放量溃退，创业板综指收跌4.71%成交金额首超4000亿元,Wind
1674,2020-09-09,午盘收盘综述：创业板综指半日跌2.27%仍有11股涨停，成交金额2405亿元再超沪市,Wind
1675,2020-09-08,存储业出现新变数,经济日报
1676,2020-09-08,融资客青睐8股，城投控股买入占比高达36.81%,Wind
1677,2020-09-08,基金重仓股遭大面积抛售，两大市场争夺战即将打响？,证券时报网
1678,2020-09-07,兆易创新现2笔大宗交易 共成交500.88万元,新浪
1679,2020-09-07,【A股收盘综述】“炒小不炒大”，创业板综指跌1.6%成交金额3548亿元创新高,Wind
1680,2020-09-07,电子元器件周报：科技限制不改半导体行业景气度向上 第三代半导体可望政策支持力道加大,新浪
1681,2020-09-07,上证指数跌破3300点，猪肉、半导体股领跌,Wind
1682,2020-09-07,苹果概念股加速下跌，电子ETF持续溢价,Wind
1683,2020-09-07,芯片股巨震！但板块内这些股票大涨20%,中证报
1684,2020-09-07,多只千亿大白马杀跌，机构抱团松动？外资减仓近30亿,中国基金报
1685,2020-09-07,超600亿解禁来了，华为概念股压力大（附股）,证券时报网
1686,2020-09-07,TWS耳机板块调整，立讯精密、韦尔股份、歌尔股份、紫光国微、兆易创新普跌,Wind
1687,2020-09-07,中微公司、北方华创、兆易创新等跳水，半导体板块跌幅扩大,Wind
1688,2020-09-07,本周677亿市值限售股解禁，环比减少51.36% 解禁,Wind
1689,2020-09-06,“无线耳机”有市场、有未来，下一个风口“5G应用场景”将打开空间,Wind
1690,2020-09-06,TMT一周谈之电子：2Q半导体／消费电子利润增长提速,新浪
1691,2020-09-06,电子行业每周市场动态追踪：持续看好行业Q3表现 中美科技分叉倒逼长期发展,新浪
1692,2020-09-06,A股市场策略周报：风格切换之辩：大音希声,新浪
1693,2020-09-05,私募大佬葛卫东的“五台山”：重仓五只股票上半年豪赚40亿,腾讯网
1694,2020-09-05,Wind风控日报2020年9月5日星期六,Wind
1695,2020-09-05,上市公司正负面新闻2020年9月5日星期六,Wind
1696,2020-09-04,晚间公告精选丨京东方A近20亿元回购完毕 温氏股份8月生猪销量同比下降超三成,21世纪经济报道
1697,2020-09-04,晚间重要公告2020年9月4日星期五,Wind
1698,2020-09-04,兆易创新：控股股东拟减持不超1%股份 拟减持股份,e公司
1699,2020-09-04,兆易创新：大股东朱一明拟减持不超过总股本1% 拟减持股份,Wind
1700,2020-09-04,“兆存储 易控制 新传感”，2020兆易创新全国巡回研讨会北京站,电子信息产业网
1701,2020-09-04,巨丰数据赢 | 近一月机构调研数据分析,巨丰财经
1702,2020-09-04,集成电路企业上半年业绩“亮眼”,中国电子报
1703,2020-09-04,基金早知道 | 基金公司密集调研，捕捉A股新机遇,第一财经
1704,2020-09-04,一款“热搜”基金非理性追逐：爆款基金的“投资陷阱”？,21世纪经济报道
1705,2020-09-03,集成电路企业上半年财报盘点，好消息满满！,电子信息产业网
1706,2020-09-03,2020年9月投资策略：A股风格趋柔和 增配机械设备、建筑材料,新浪
1707,2020-09-03,基金大佬调研路径曝光，瞄准了哪些新机会？,Wind
1708,2020-09-03,汽车智能化、网联化为NOR Flash提供发展新机遇,电子信息产业网
1709,2020-09-03,大基金获利减持属正常之举半导体行业投资计划进行中 减持股份,新浪
1710,2020-09-02,大基金减持对股价指向性不足，跟随产业资本脚步“未必佳” 减持股份,第一财经
1711,2020-09-02,8月368股获1384家机构调研 宏发股份最受关注,金融投资报
1712,2020-09-02,芯片板块表现疲软，中芯国际-U、韦尔股份等普跌,Wind
1713,2020-09-02,大基金又出手，拟减持这家芯片封测龙头，年内已抛售多家芯片股 拟减持股份,Wind
1714,2020-09-01,电子行业周报：苹果产业链持续向好 半导体韧性依旧,新浪
1715,2020-09-01,基金8月收益出炉，搞科研干不过酿酒,金融投资报
1716,2020-09-01,166家公司获机构调研（附名单）,证券时报网
1717,2020-08-31,兆易创新大宗交易成交3.00万股成交额598.59万元,证券时报网
1718,2020-08-31,兆易创新现1笔大宗交易 共成交598.59万元,新浪
1719,2020-08-31,兆易创新(603986.SH)：36.8239万股限售股9月7日解禁 解禁,格隆汇
1720,2020-08-31,茅台再创新高 “喝酒”基金8月领涨,金融投资报
1721,2020-08-31,机构重仓股跟踪周报,新浪
1722,2020-08-31,深度*公司*兆易创新(603986)：H1业绩高增长 新产品持续推出,新浪
1723,2020-08-31,【申港电子】新能源汽车回暖带动功率器件需求提升,涛声电子
1724,2020-08-31,125家公司获机构调研（附名单）,证券时报网
1725,2020-08-31,大跌34%，千亿芯片概念龙头获超300机构调研，透露重磅信息！,中国基金报
1726,2020-08-31,芯片股又要受追捧？ 超300家机构加班参会,中国基金报
1727,2020-08-30,这家芯片龙头股价跌了34%，334家机构一探究竟,证券时报网
1728,2020-08-30,8年股价涨近20倍 混沌投资等百亿私募盯上涪陵榨菜,21世纪经济报道
1729,2020-08-30,调研内参丨8年股价涨近20倍！混沌投资等百亿私募盯上这只食品龙头股,21世纪经济报道
1730,2020-08-29,124家公司获机构调研（附名单）,证券时报网
1731,2020-08-29,10位明星基金经理“心水股”首次披露,中国基金报
1732,2020-08-29,明星基金经理频频借道大宗交易调仓布局,Wind
1733,2020-08-28,傅鹏博、刘格菘、傅友兴、丘栋荣等借道大宗交易 重仓了这些公司,中国证券网
1734,2020-08-28,兆易创新(603986)2020年中报点评：业绩符合预期 Q3有望维持景气,新浪
1735,2020-08-28,电子行业日报：二季度NANDFLASH产业营收增长6.5%,新浪
1736,2020-08-28,45股获20家以上机构扎堆调研 兆易创新最受关注,证券时报网
1737,2020-08-28,106家公司获机构调研（附名单）,证券时报网
1738,2020-08-28,东北证券：兆易创新疫情下仍能稳健增长 维持“买入”评级,证券时报网
1739,2020-08-28,【东北晨会0828】金工专题：家用电器能否延续强势？/TIC行业深度4/汉嘉设计、东方日升、卓易信息、兆易创新、芒果超媒等,东北证券研究所
1740,2020-08-28,【东北电子张世杰】兆易创新（603986）中报点评：疫情下仍能稳健增长，持续高研发投入,东北证券研究所
1741,2020-08-28,突发，最强“牛股”停牌核查！,中国基金报
1742,2020-08-28,最强“牛股”停牌核查！千亿芯片股猛回调，业绩大增的龙头名单曝光,搜狐
1743,2020-08-28,大基金加仓千亿芯片股！业绩大增的龙头名单曝光,证券时报
1744,2020-08-27,【早安新时代】晨会早读2020/08/27：今日关注当升科技、兆易创新、新华保险,新时代证券研究
1745,2020-08-27,台积电3纳米芯片2022年大量生产！A股芯片股为啥集体熄火,e公司
1746,2020-08-27,北向资金动向盘点：小幅加仓非银、公用事业，减仓电子、医药,Wind
1747,2020-08-27,兆易创新半年利润接近翻倍 旗下思立微业绩对赌中突陷亏损 亏损,每日经济新闻
1748,2020-08-26,【天风电子】兆易创新：二季度业绩符合预期，优化布局提升产品竞争力,科技伊甸园
1749,2020-08-26,全球芯片巨头透露重磅信息，3纳米芯片预计明年问世！,证券时报
1750,2020-08-26,保障14nm芯片募投项目顺利实施，兆易创新1亿元增资思立微,搜狐
1751,2020-08-26,【A股收盘综述】创业板综指低收2.18%，沪指跌超1%受累半导体等回调,Wind
1752,2020-08-26,拆财报丨兆易创新收入放缓存货大增，并购上海思立微业绩承诺兑现面临考验 运营能力下降,21世纪经济报道
1753,2020-08-26,消费电子半导体持续走低，电子ETF跌超3%,Wind
1754,2020-08-26,中芯国际概念板块跌幅扩大至5%，安集科技、兆易创新、北方华创领跌,Wind
1755,2020-08-26,【国元电子】兆易创新：业绩保持高速增长，新产品扩展新边界,茂飞电子研究
1756,2020-08-26,半导体板块连续下滑，隆基股份、兆易创新、中环股份、北方华创大跌,Wind
1757,2020-08-26,芯片股大多疲软，韦尔股份再跌超3%,Wind
1758,2020-08-26,DRAM客户数量与业绩逐步增长，兆易创新上半年净利润增长93.73%,慧聪电子网
1759,2020-08-26,科创板早报|蚂蚁集团递交A+H招股书武汉新基建实施方案出炉,科创板日报
1760,2020-08-26,A股最励志芯片股：17亿撬动379亿并购，市值飙50倍,新财富
1761,2020-08-26,上市公司正负面新闻2020年8月26日星期三,Wind
1762,2020-08-26,Flash产品出货量超130亿颗兆易创新上半年净利翻番,证券时报
1763,2020-08-25,兆易创新上半年净利润接近翻倍 两个月前刚刚完成43亿元定增,e公司
1764,2020-08-25,兆易创新：上半年营收16.58亿元，同比增长37.91%,36氪
1765,2020-08-25,兆易创新上半年净利同比增长94%,中国证券网
1766,2020-08-25,兆易创新(603986.SH)：36.82万股限制性股票及84.60万股期权解除限售条件成就,格隆汇
1767,2020-08-25,兆易创新(603986.SH)：使用募集资金对上海思立微增资1亿元 实施募投项目14nm工艺嵌入式异构AI推理信号处理器芯片研发项目,格隆汇
1768,2020-08-25,兆易创新(603986.SH)：上半年净利升93.73%至3.63亿元,格隆汇
1769,2020-08-25,兆易创新：上半年净利润3.63亿元，同比增长93.73%,Wind
1770,2020-08-25,兆易创新：上半年净利润同比增长93.73%,Wind
1771,2020-08-25,北向资金动向盘点：加仓行业龙头；“消费”摇摆不定,Wind
1772,2020-08-24,电子行业研究周报：功率半导体推进第三代半导体材料发展,新浪
1773,2020-08-23,电子行业周报：中报陆续披露 关注绩优龙头,新浪
1774,2020-08-23,国产存储芯片再添新战将？普冉股份对标兆易创新，能否后来居上？,野马财经
1775,2020-08-22,电子行业周报：关注中报披露 拥抱高确定性核心标的,华安证券
1776,2020-08-21,“兆易创新杯”第十五届中国研究生电子设计竞赛总决赛火热进行中,砍柴网
1777,2020-08-19,IOT行业深度追踪系列之七：部分销售转回线下+年中大促结束 IOT产品线上销售环比下滑,新浪
1778,2020-08-19,4年股价翻了40倍，芯片界的兆易创新凭什么这么速度？,极客网
1779,2020-08-18,中芯国际产业链机会深度剖析：SMIC生态圈，重构“芯”阵列,新浪
1780,2020-08-18,大市值芯片股整体表现不振，中芯国际-U、中兴通讯、韦尔股份、中微公司等普跌,Wind
1781,2020-08-17,电子行业日报：长江存储128层QLC3DNAND正式亮相,新浪
1782,2020-08-17,澜起科技(688008)20中报点评：服务器需求旺盛带动公司业绩高增长,新浪
1783,2020-08-15,背靠华为、小米 普冉股份冲刺科创板,中国经营报
1784,2020-08-14,15年芯征程 兆易创新全产业生态链再进一步,慧聪电子网
1785,2020-08-13,电子行业日报：板块持续轮动 短期震荡调整,新浪
1786,2020-08-13,圣邦股份：中报增长75%、细分领域全球第四的模拟芯片供应商,巨丰财经
1787,2020-08-13,华为、小米存储芯片供应商冲刺科创板 普冉股份能否对标兆易创新,21世纪经济报道
1788,2020-08-12,兆易创新现1笔大宗交易 共成交211.50万元,新浪
1789,2020-08-11,葛卫东并未错失大牛股，已盯上这些公司……,上证报
1790,2020-08-11,葛卫东退出疫苗大牛股前十大股东行列 完美错过大涨？真相是,新浪
1791,2020-08-11,“国产化”趋势下，国内主流MCU厂商实力如何？（附盘点）,国际电子商情
1792,2020-08-11,疫苗大牛股再跌停！葛卫东错过大涨？真相是,中证报
1793,2020-08-11,机构大举砸盘，7倍疫苗大牛股又跌停！大佬葛卫东获利丰厚，姐弟两人左右手“互倒”？,中国基金报
1794,2020-08-10,疫苗大牛股跌停再跌停:葛卫东退出前十大股东行列 完美错过大涨？,Wind
1795,2020-08-10,擒获涨幅近7倍大牛股西藏药业后，葛卫东又盯上了良品铺子！,每日经济新闻
1796,2020-08-10,兆易创新存储芯片年销超28亿颗 市值达1040亿上市4年增43倍,长江商报
1797,2020-08-06,电子设备行业动态点评：集成电路板块再迎政策支持 全产业链或将受益,新浪
1798,2020-08-06,中芯国际(688981)投资价值分析报告：新一轮扩产周期启动 这一次的中芯可有大不同？,光大证券
1799,2020-08-06,涨停复盘 | 军工成市场最强主线，北斗星通强势四连板,第一财经
1800,2020-08-06,2020年最牛风口来了？,搜狐
1801,2020-08-06,银河证券每日晨报,新浪
1802,2020-08-06,半导体行业报告：半导体制造龙头投建新厂 引领行业正向循环,新浪
1803,2020-08-06,科技行业日报：集成电路系列政策利好产业长期发展,新浪
1804,2020-08-06,电子行业事件点评：中国芯免 利好中芯,新浪
1805,2020-08-06,集成电路板块未如期强劲，主因主力兑现意愿强烈,Wind
1806,2020-08-05,集成电路和软件产业新政印发 “中国芯”及国产软件再迎大机遇,大众证券报
1807,2020-08-05,集成电路财税政策解读,半导体风向标
1808,2020-08-05,兆易创新现1笔大宗交易 共成交283.56万元,新浪
1809,2020-08-05,Flash出货130亿颗，兆易创新三大核心业务成绩如何？,国际电子商情
1810,2020-08-05,电子行业研究周报：半导体检测设备国内市场现状,新浪
1811,2020-08-05,疫苗股板块出现调整 板块分化明显,期货日报
1812,2020-08-05,科技行业日报：三星取得思科与谷歌的芯片代工订单,新浪
1813,2020-08-05,国务院出手：3万亿芯片板块迎超重磅利好，细分龙头全梳理,证券时报网
1814,2020-08-05,中信证券：集成电路产业促进新政利好整体集成电路板块,Wind
1815,2020-08-05,期货大佬葛卫东频上“热榜”，参与定增高浮盈，潜伏疫苗股豪赚多倍！,期货日报
1816,2020-08-05,国务院出手 3万亿芯片板块迎超重磅利好,金融界
1817,2020-08-05,8月A股解禁规模骤减，部分个股减持压力依然较大 减持股份,Wind
1818,2020-08-04,普冉股份闯关科创板：NORFlash工艺制程比肩兆易创新市场份额仍待提升,科创板日报
1819,2020-08-04,存储芯片设计企业普冉股份冲刺科创板,中证网
1820,2020-08-04,存储芯片设计企业普冉股份冲刺科创板,中证报
1821,2020-08-03,机构重仓股跟踪周报,新浪
1822,2020-08-03,本周703亿市值限售股解禁，环比增加91.75% 解禁,Wind
1823,2020-08-02,A股7月跑赢全球主要股指，后市将如何演绎,第一财经
1824,2020-08-02,【光大金工 | 定增周报】本周完成发行的绝大部分定增项目募资比例均达100%,EBQuant
1825,2020-08-01,7月A股减持额近千亿，科技龙头不惧减持逆势而上,Wind
1826,2020-07-31,兆易创新大宗交易成交578.75万元，买方为机构专用席位,证券时报网
1827,2020-07-31,A股共发生138宗大宗交易成交22.22亿元（7月31日）,Wind
1828,2020-07-31,兆易创新(603986.SH)：约1813.86万股限售股8月7日解禁 解禁,格隆汇
1829,2020-07-31,兆易创新：占总股本3.85%限售股将于8月7日上市流通 解禁,Wind
1830,2020-07-31,存储芯片研究系列十二：旺宏：NOR FLASH涨价带动Q2毛利率提升 预计Q3价格平稳,广发证券
1831,2020-07-31,国产芯片巨头的手机战事,36氪
1832,2020-07-31,最强减持月逾700亿出逃，龙头公司却逆风飞翔,Wind
1833,2020-07-31,热点应用不断涌现 “MCU+”面临发展新机遇,中国电子报
1834,2020-07-31,Q2主动偏股型基金权益配置研究：仓位提升 增持电子、医药,新浪
1835,2020-07-31,“新基建”二级市场走俏幕后：公募REITs百日扬帆遇何梗阻？,Wind
1836,2020-07-30,科技行业日报：高通与华为达成专利和解,新浪
1837,2020-07-30,指数基金投资价值分析系列之一：华宝中证电子50ETF将于7月31日上市交易,新浪
1838,2020-07-30,信息科技行业动态点评：加快集成电路发展 产业链公司齐头并进,新浪
1839,2020-07-30,芯片股大多走软，韦尔股份、中兴通讯、兆易创新、澜起科技、汇顶科技、紫光国微普跌,Wind
1840,2020-07-30,电子行业点评：存储价格7月仍下跌 国产内存布局加快,新浪
1841,2020-07-30,葛卫东投资版图：5亿杀入闻泰科技 持有核心公司为科技牛股,新浪
1842,2020-07-29,电子行业周报：集成电路生产恢复 5G智能手机价格下探,新浪
1843,2020-07-29,从10万到百亿！刚刚又5亿豪买一只科技股私募大佬会否延续财富传奇,金融投资报
1844,2020-07-29,千亿芯片龙头闻泰科技涨停：私募大佬5亿杀入 高毅、瑞银等都在买,新浪
1845,2020-07-29,葛卫东5亿豪赌芯片股！持有科技股超百亿，一只医药股赚了10多亿,搜狐
1846,2020-07-29,葛卫东5大牛股成就130亿身家，选股风格曝光,中证报
1847,2020-07-29,科技行业日报：台积电获得英特尔6NM芯片订单,新浪
1848,2020-07-29,期货大佬葛卫东入场！5亿元砸向这只芯片股,期货日报
1849,2020-07-29,私募大佬葛卫东豪赌两只芯片股双双浮亏！闻泰科技52亿元定增今日“低水位”解禁，优质科技股还能看好吗？ 解禁,中证报
1850,2020-07-29,私募大佬葛卫东又出手了！5亿豪赌这只科技股,Wind
1851,2020-07-29,私募大佬葛卫东再出手！5亿入局这家半导体龙头,证券时报
1852,2020-07-28,私募大佬葛卫东又出手了:5亿豪赌闻泰科技 五大牛股成就130亿身家,中证报
1853,2020-07-28,电子元器件周报：台积电Q2业绩再次超预期增长 MINILED应用放量在即,新浪
1854,2020-07-28,芯片股普涨，韦尔股份、兆易创新、中兴通讯、澜起科技、沪硅产业-U集体走强,Wind
1855,2020-07-28,53家企业定增募资1423亿元！半导体及手机产业链厂商竞相加码新动能,搜狐
1856,2020-07-27,中证指数公司：8月6日发布中证兴业证券ESG盈利100指数,Wind
1857,2020-07-27,涨逾7成！大基金持续加码半导体，一文看清投资路径,Wind
1858,2020-07-27,芯片股表现活跃，通富微电、中国长城涨停,Wind
1859,2020-07-26,【华西电子孙远峰团队-Q2持仓分析】Q2电子重仓配比提升，半导体配置创新高,远峰电子
1860,2020-07-26,科技硬件周报(7/25)：关注市场波动和美股业绩期,新浪
1861,2020-07-26,电子行业每周市场动态追踪：消费终端需求回暖 看好三季度机会,新浪
1862,2020-07-26,电子元件行业周报：电子行业2020Q2基金持仓分析-板块持仓环比大增 消费电子增配明显,新浪
1863,2020-07-25,浮盈300亿！国家大基金持续加码半导体产业，你跟吗？,21商评网
1864,2020-07-24,【A股收盘综述】上证指数低收3.86%击穿3200关口，科创50跌幅达7%,Wind
1865,2020-07-24,【A股午盘综述】上证指数半日下滑2.25%，创业板指、科创50均跌超4%,Wind
1866,2020-07-24,芯片股多数跟随大市下滑，韦尔股份跌超3%,Wind
1867,2020-07-23,【A股收盘综述】上证指数探底回升收跌0.24%，机构抱团股涨势依旧如火如荼,Wind
1868,2020-07-23,7月减持逾550亿，解禁洪峰刚过压力犹存,Wind
1869,2020-07-23,芯片股回调，韦尔股份、中兴通讯、兆易创新、紫光国微等纷纷走软,Wind
1870,2020-07-22,兆易创新现1笔大宗交易 共成交254.66万元,新浪
1871,2020-07-22,半导体行业研究：进击的安徽新兴产业之半导体,华安证券
1872,2020-07-22,芯片股普涨，韦尔股份、中兴通讯、中微公司、兆易创新、紫光国微等纷纷上扬,Wind
1873,2020-07-21,科技行业日报：美国扩容实体清单 个股影响较小,新浪
1874,2020-07-21,易方达中证人工智能ETF投资价值分析：人工智能浪潮已至 深入布局AI产业链,新浪
1875,2020-07-21,大国雄芯.消费电子系列报告(一)：AIRPODS助力TWS 智能耳机增长可期,华安证券
1876,2020-07-21,科技行业日报：中报业绩陆续披露 关注优质个股,新浪
1877,2020-07-21,加仓低估值板块，明星基金经理亮出调仓路径,Wind
1878,2020-07-20,电子行业周报：天科合达冲击上市 功率半导体风起云涌,华安证券
1879,2020-07-20,电子行业周报：台积电Q2业绩超预期 关注H1业绩优异企业,新浪
1880,2020-07-20,震荡市跑输业绩基准的基金们：南方现代教育、万家俩基金等上榜,新浪
1881,2020-07-20,融资客青睐3股，长沙银行买入占比高达40.34%,Wind
1882,2020-07-20,中芯国际上市大反转，券商预计本周不会再创新高,Wind
1883,2020-07-19,权益基金发行创历史纪录，明星基金经理最新操作路径曝光,Wind
1884,2020-07-17,半导体板块低迷，兆易创新、北方华创、卓胜微、紫光国微均走软,Wind
1885,2020-07-17,证券时报头版：中芯国际刮起“情感估值”，投资者需兼顾产业规律,Wind
1886,2020-07-16,A股收盘综述：上证指数跌4.5%，创业板指跌近6%,Wind
1887,2020-07-16,国家大基金板块重挫9%，兆易创新、北方华创、紫光国微等跌停,Wind
1888,2020-07-16,华为概念午后整体跌超3%,Wind
1889,2020-07-16,中芯国际概念板块重挫，中微公司、兆易创新、北方华创、长电科技、北京君正等大跌,Wind
1890,2020-07-16,电子行业2020年中期策略：寻找疫情冲击和贸易摩擦变局下的投资机会,新浪
1891,2020-07-16,2020上半年半导体产业大事件，这些热点备受关注,慧聪电子网
1892,2020-07-16,A股融资融券日报：两融余额增加10.73亿元（7月15日）,Wind
1893,2020-07-15,兆易创新现1笔大宗交易 共成交270.00万元,新浪
1894,2020-07-15,国家大基金板块跌幅超过4%，华润微、景嘉微、晶方科技、兆易创新重挫,Wind
1895,2020-07-15,半导体板块大幅回调，兆易创新、晶方科技、长电科技领跌,Wind
1896,2020-07-15,A股融资融券日报：两融余额增加130.07亿元（7月14日）,Wind
1897,2020-07-15,2000亿巨头突然亏损，格力净利腰斩……大震荡后A股怎么走 亏损,中国基金报
1898,2020-07-15,上市公司正负面新闻2020年7月15日星期三,Wind
1899,2020-07-15,A股暂启“调整模式”：社保、大基金密集“套现”,21世纪经济报道
1900,2020-07-14,晚间重要公告2020年7月14日星期二,Wind
1901,2020-07-14,电子元器件周报：需求复苏刺激行业重拾增长节奏 业绩向好预演财报季行情,新浪
1902,2020-07-14,集成电路基金减持兆易创新实施完毕，仍持股7.33% 减持股份,观察者网
1903,2020-07-14,减持！兆易创新：持股5%以上股东“大基金”减持约471万股 减持股份,每日经济新闻
1904,2020-07-14,兆易创新：减持计划完成 国家集成电路产业基金减持约471万股 减持股份,每日经济新闻
1905,2020-07-14,兆易创新：国家大基金累计减持1%股份，完成本次减持计划,Wind
1906,2020-07-14,兆易创新(603986.SH)：大基金累计减持1%股份本次减持计划实施完毕 减持股份,格隆汇
1907,2020-07-14,半导体板块全线回暖，科创板沪硅产业冲击涨停,Wind
1908,2020-07-14,一周预计套现60亿元！国家大基金迎来密集减持期,21世纪经济报道
1909,2020-07-14,科技股降温？一周预计套现60亿元！国家大基金迎来密集减持期 减持股份,21世纪经济报道
1910,2020-07-14,芯片股整体低迷，韦尔股份、兆易创新逆市上涨,Wind
1911,2020-07-14,3400点之上，这四个消息要重视,Wind
1912,2020-07-13,兆易创新(603986)：再次覆盖给予“跑赢行业”评级 DRAM打开长期成长空间,新浪
1913,2020-07-13,手机/半导体概念股市值TOP20：立讯精密4190亿元独领风骚！,搜狐
1914,2020-07-13,电子行业周报：半导体行业再迎春风 5G手机出货占比提升,新浪
1915,2020-07-13,【光大金工】华宝中证电子50ETF：上交所首只电子ETF，聚焦细分行业龙头——基金产品介绍与分析系列之五十一,EBQuant
1916,2020-07-13,A股重拾升势，收复3400点！外资加仓75亿！央妈释放500亿,中国基金报
1917,2020-07-13,芯片股走升分化，韦尔股份、中微公司、兆易创新、澜起科技、汇顶科技逆市下跌,Wind
1918,2020-07-13,重要股东7天减持金额逾350亿元 减持股份,中证网
1919,2020-07-13,重要股东7天减持金额逾350亿元 减持股份,中证报
1920,2020-07-13,7天减持超350亿！上市公司不少股东忙着套现 减持股份,重庆商报
1921,2020-07-12,金融委重磅发声！下周股市怎么走，十大券商研判来了,中国基金报
1922,2020-07-12,震惊A股！超3000亿大减持：银证保三龙头罕见齐遭抛售，大基金又卖6倍牛股，昔日 “股神”也出手了！他们不相信牛市？ 减持股份,中国基金报
1923,2020-07-12,7天减持超350亿！牛市情绪下减持潮汹涌,Wind
1924,2020-07-11,上市公司正负面新闻2020年7月11日星期六,Wind
1925,2020-07-11,大基金两天减持兆易创新6亿元尚有49亿在路上 减持股份,证券时报
1926,2020-07-10,自主可控需求凸显国内存储产业迎发展良机4股火,证券时报
1927,2020-07-10,大基金新一轮密集减持：再卖兆易创新，还要减太极实业等3家 减持股份,澎湃新闻
1928,2020-07-10,浮盈超6倍 大基金抛售兆易创新逾6亿！还有49亿减持在路上 这些个股面临抛压 减持股份,上游新闻
1929,2020-07-10,主力资金出手减持沪指失守3400、两市翻绿 减持股份,中新经纬
1930,2020-07-10,圣邦股份：国内模拟IC芯片龙头 未来拥有巨大的国产替代空间,证券之星
1931,2020-07-10,兆易创新(603986.SH)：国家大基金已减持0.502%股份 减持股份,格隆汇
1932,2020-07-10,兆易创新：大基金减持236万股 减持股份,e公司
1933,2020-07-10,兆易创新：股东大基金累计减持0.50%股份 减持股份,Wind
1934,2020-07-10,“国家队”对4家公司抛百亿减持，A股降温 减持股份,观察者网
1935,2020-07-10,国家队突然出手，这些热门股要被减持！背后有何深意？A股疯牛还能继续吗？ 减持股份,证券时报网
1936,2020-07-10,大基金社保基金出手拟减持多家公司股份 拟减持股份,证券时报
1937,2020-07-10,人工智能概念市值近4万亿超六成个股年内跑赢大盘,证券时报
1938,2020-07-09,4万亿产业将迎发展黄金期 这些股机构预测业绩持续高增长（名单）,新浪
1939,2020-07-09,科技行业日报：国内首款中国芯DDR4内存条大规模量产,新浪
1940,2020-07-09,沪港通十大成交活跃股排名（7月9日）,Wind
1941,2020-07-09,全球第五、大陆唯一 中芯国际登陆A股,巨丰财经
1942,2020-07-09,北向资金净流入79.51亿元，金融股获外资青睐加仓,Wind
1943,2020-07-09,深度*行业*存储专题：国产化需求凸显 产业迎机遇,新浪
1944,2020-07-09,半导体概念股延续强势，紫光国微、韦尔股份、兆易创新大涨,Wind
1945,2020-07-08,科技行业日报：半年报业绩陆续出炉 优质个股涌现,新浪
1946,2020-07-08,兆易创新：股东何卫减持计划实施完毕，减持约2.04万股 减持股份,每日经济新闻
1947,2020-07-08,兆易创新现1笔大宗交易 共成交537.00万元,新浪
1948,2020-07-08,兆易创新：代理总经理何卫累计减持0.0043%股份 减持股份,Wind
1949,2020-07-08,兆易创新(603986.SH)：高管何卫累计减持2.04万股 减持计划实施完毕 减持股份,格隆汇
1950,2020-07-08,A股融资融券日报：两融余额增加267.17亿元（7月7日),Wind
