,2021-12-31,通易航天股东减持148.1万股 权益变动后持股比例为4.14% 减持股份,同壁财经
5970,2020-08-11,券业新一哥诞生！3天飙涨700亿，中信建投市值首超中信证券！股价连日频频异动，有大事发生？,券商中国
5971,2020-08-10,道达投资手记：跌下去，还敢买吗？,每日经济新闻
5972,2020-08-10,中信建投：股价逼近60元大关 屡次澄清仍被炒作,每日经济新闻
5973,2020-08-10,股价逼近60元大关！中信建投屡次澄清仍被炒作，北向资金与机构席位悄然撤退,每日经济新闻
5974,2020-08-10,时隔一年半，券商私募资管前20强主动管理规模再破3万亿，这4家二季度新增超百亿！,每日经济新闻
5975,2020-08-10,中信建投三日大涨23%再成行业市值一哥，资金热捧为哪般？,第一财经
5976,2020-08-10,尾盘主力资金净流出59亿元 资金逢高出逃中信证券,第一财经
5977,2020-08-10,券商二季度私募资管月均规模排名出炉 中信证券1.15万亿元居首,证券日报
5978,2020-08-10,【主力资金】苹果概念股突遭利空，大资金出逃概念龙头,证券时报网
5979,2020-08-10,【可转债每周观点】是扰动，也有机会,CITICS债券研究
5980,2020-08-10,【美国7月非农数据点评】非农数据好于预期，刺激法案仍待敲定,CITICS债券研究
5981,2020-08-10,跌下去你敢买吗？——道达投资手记,每日经济新闻
5982,2020-08-10,江航装备龙虎榜：营业部净买入1115.77万元,证券时报网
5983,2020-08-10,金融街下午茶2020年8月10日星期一,Wind
5984,2020-08-10,游资情报｜东财系四席位合力封板军工龙头却被溧阳路孙哥、方新侠、章盟主轮番砸盘,每日经济新闻
5985,2020-08-10,北向资金小幅净流入，券商股获外资青睐,Wind
5986,2020-08-10,8月10日深市创业板活跃股公开信息,深交所
5987,2020-08-10,中信证券(06030.HK)将于8月24日举行董事会会议以审议中期业绩,格隆汇
5988,2020-08-10,主力动向｜60亿主力资金力挺中信证券！,上游新闻
5989,2020-08-10,秦洪看盘｜存量资金博弈，短线难现突破方向,澎湃新闻
5990,2020-08-10,新兴铸管与河南水利投资集团有限公司签订战略合作协议,管道商务网
5991,2020-08-10,中报盈利榜来了，21股中报业绩预增超10倍,证券时报网
5992,2020-08-10,【研报掘金】券商业绩继续高歌猛进 行业估值中枢有望继续向上修复,证券时报网
5993,2020-08-10,机构重仓股跟踪周报,新浪
5994,2020-08-10,A股收盘综述：上证指数涨0.75%，创业板指跌0.53%,Wind
5995,2020-08-10,证券行业周报：7月业绩爆发 关注市场活跃度提升下的证券板块,新浪
5996,2020-08-10,“中国神券”合并传言此起彼伏 中信建投A股涨停H股涨6%,新浪
5997,2020-08-10,中信建投午后再度涨停，股价续创历史新高,Wind
5998,2020-08-10,证券行业7月业绩分析：市场高景气度 7月业绩环比大增80%,新浪
5999,2020-08-10,百万手买单封涨停！2500亿巨额重组引爆周期股,中国基金报
6000,2020-08-10,上市券商前7月业绩抢先看 5家净利翻番,券商中国
6001,2020-08-10,澳弘电子过会：今年IPO获批第147家 国金证券过11单,新浪
6002,2020-08-10,中信建投再度拉涨8%!合并传闻仍在发酵 7月单月净利润超10亿元,金融界
6003,2020-08-10,东北证券：上市券商7月业绩持续走高 超半数券商营收翻倍,金融界
6004,2020-08-10,北元化工过会：今年IPO获批第146家 华泰联合过2单,中国经济网
6005,2020-08-10,宏力达过会：今年科创板过会第92家 华泰联合过12单,中国经济网
6006,2020-08-10,超级打新周：18股连发，5只医药生物股登场(名单),券商中国
6007,2020-08-10,A股融资融券日报：两融余额减少84.42亿元（8月7日）,Wind
6008,2020-08-10,上市券商前7月业绩：9家营收超百亿，5家净利翻番,券商中国
6009,2020-08-10,中信证券：建议耐心等待银行板块中报发布后的投资机会,第一财经
6010,2020-08-10,中信明明：如何看待外资对中国债券的增持？,Wind
6011,2020-08-10,事关下半年经济工作具体部署，多部委集中发声,第一财经
6012,2020-08-10,晨会0810｜扰动有底线，借冲击布局三条主线,中信证券研究
6013,2020-08-10,调整之后，看多的机构更多了,Wind
6014,2020-08-10,26家上市券商7月净利同比翻倍 市场高景气度持续提振券商业绩,长江商报
6015,2020-08-10,【东北非银王凤华】行业动态点评：上市券商7月业绩持续走高，超半数券商营收翻倍,东北证券研究所
6016,2020-08-10,周末又见大事扎堆！A股怎么走？看券商最新研判,e公司
6017,2020-08-10,上市券商前7月成绩单揭榜：5家券商净利同比翻倍,Wind
6018,2020-08-10,中信证券已赚逾百亿，5家券商净利同比翻倍,Wind
6019,2020-08-10,中信证券已赚逾百亿5家券商净利同比翻倍,证券时报
6020,2020-08-09,周末要闻2020年8月9日星期日,Wind
6021,2020-08-09,中信证券：外围扰动有底线，借冲击布局三条主线,Wind
6022,2020-08-09,下周操盘攻略：在市场有冲击时积极布局,Wind
6023,2020-08-08,游资情报｜多家顶级游资进出两只军工龙头现分歧；券商龙头异动背后惊现两大游资身影！,每日经济新闻
6024,2020-08-08,证券行业8月投资策略：市场交易活跃 投行业务大增,新浪
6025,2020-08-08,机构预测7月份CPI同比涨幅回升2.7%左右,Wind
6026,2020-08-08,猪肉概念业绩股价齐飞 机构高位出逃生物疫苗,财富动力网
6027,2020-08-08,券商定增频获同行力挺，业内人士看好板块投资价值,Wind
6028,2020-08-08,北向资金动向曝光：8月7日这30只个股遭大甩卖，中信证券、紫光国微、海康威视等遭大额卖出（附名单）,每日经济新闻
6029,2020-08-08,陆家嘴财经早餐2020年8月8日星期六,Wind
6030,2020-08-08,“红7月”助推，券商单月业绩创近年新高,Wind
6031,2020-08-08,券商“双龙头”再度异动，沪指连续两日V形震荡,Wind
6032,2020-08-08,机构预测7月份CPI同比涨幅回升，PPI延续修复趋势,Wind
6033,2020-08-08,39家上市券商，7月份大赚218亿元,Wind
6034,2020-08-08,券商定增频获同行力挺 看好板块投资价值,中证报
6035,2020-08-08,部分股份拍卖流拍 华龙证券估值“缩水” 资产查封,中国经营报
6036,2020-08-08,沪指小步慢跑 券商板块尾盘异动,南方财经网
6037,2020-08-08,证监会发布公募REITs指引 盘活基础设施存量资产,21世纪经济报道
6038,2020-08-07,7月券商忙补血！超四成上市券商净利环比翻番，中信证券稳居榜首,新浪
6039,2020-08-07,晚间要闻2020年8月7日星期五,Wind
6040,2020-08-07,连续尾盘发力护盘的券商股还能买吗：后续估值提升仍有空间,澎湃新闻
6041,2020-08-07,券商股又异动了！7月券商业绩盘点：中信建投勇夺一哥,21世纪经济报道
6042,2020-08-07,券商利润正反馈延续，阶段行情仍在途中——券商2020年7月财务数据点评,中信建投
6043,2020-08-07,2020年7月进出口数据点评：疫情衍生需求强劲，能源进口有所放缓,CITICS债券研究
6044,2020-08-07,8月7日深市创业板活跃股公开信息,深交所
6045,2020-08-07,A股复盘：军工逆市走强资金意犹未尽,中金网
6046,2020-08-07,券商2020年7月财务数据点评：券商利润正反馈延续 阶段行情仍在途中,新浪
6047,2020-08-07,非银金融行业-上市券商2020年7月经营数据跟踪：市场持续向好 业绩大幅增长,新浪
6048,2020-08-07,8月7日北向资金成交活跃股名单抢先看,证券时报网
6049,2020-08-07,中信建投、中信证券又现异动：券商股低迷 国防军工板块大涨近17%,中证报
6050,2020-08-07,今天又被券商股PUA了？快看券商7月业绩：中信建投勇夺一哥、广发证券困境已现,21世纪经济报道
6051,2020-08-07,金融街下午茶2020年8月7日星期五,Wind
6052,2020-08-07,中信证券和中信建投合并的技术障碍：高管人均薪酬差一倍,新浪
6053,2020-08-07,传闻也是催化剂，证券ETF的顺风车可以搭,Wind
6054,2020-08-07,北向资金净流出18.62亿元 中信证券净卖出4.27亿元,新浪
6055,2020-08-07,北向资金净卖出18.62亿元中信证券遭净卖出4.27亿元居首,格隆汇
6056,2020-08-07,北向资金净流出近19亿元，外资再次举起“酒杯”,Wind
6057,2020-08-07,券商业绩大爆发下半年券商股还有投资机会吗？,财界网
6058,2020-08-07,北斗星通再度涨停，多路顶级游资合力封板,Wind
6059,2020-08-07,下周重磅数据前瞻，八张图展望7月宏观数据,Wind
6060,2020-08-07,上市券商2020年7月月度业绩点评：单月业绩再超预期 全面受益无风险利率下行,新浪
6061,2020-08-07,传闻再三袭击市场 应对造谣者绳之以法,新浪
6062,2020-08-07,A股收盘综述：上证指数跌近1%结束5连升，军工逆市逞强,Wind
6063,2020-08-07,中信证券、中信建投两兄弟再度爆发 券商板块大幅拉升,金融界
6064,2020-08-07,中信建投、中信证券直线拉升,第一财经
6065,2020-08-07,券商7月业绩点评：盈利能力改善明显 但经纪业务驱动力变弱,新浪
6066,2020-08-07,中资券商股午后跌幅收窄，中信建投跌约3.36%,富途证券
6067,2020-08-07,【行情】券商股再度走强，中信建投直线拉升触及涨停，中信证券涨逾5%,金十数据
6068,2020-08-07,中资券商股迅速收窄 中信建投、中信证券跌幅收窄近2%,新浪
6069,2020-08-07,券商板块部分个股反弹拉升 中信建投中信证券双双大涨,证券时报网
6070,2020-08-07,A股上市券商人均薪酬46.57万元 中信证券的人均薪酬位居榜首,中研网
6071,2020-08-07,益海嘉里过会：今年IPO获批第145家 中信建投过16单,中国经济网
6072,2020-08-07,前沿生物过会：今年科创板过会第90家 瑞银证券过首单,中国经济网
6073,2020-08-07,福然德过会：今年IPO获批第139家 中信建投过15单,中国经济网
6074,2020-08-07,帅丰电器过会：今年IPO获批第142家 国信证券过6单,中国经济网
6075,2020-08-07,券商股风口又来了？7月份业绩太亮眼！30家营收翻倍 合并传闻再度被澄清,券商中国
6076,2020-08-07,中信集团要节流100亿！中信证券3名高管年薪过千万,新浪
6077,2020-08-07,【东北总量周道如砥】美国频发威胁，市场应如何过渡8月？,东北宏观by凤来仪
6078,2020-08-07,中信建投深夜再澄清“联姻”，今日早盘跌逾5%,环球老虎财经
6079,2020-08-07,港股异动 | 中资券商股全线回调 中信建投(06066)、中信证券(06030)第三次辟谣合并传闻,智通财经
6080,2020-08-07,尾盘急拉真相！券商7月业绩大增，中信建投再次辟谣合并传闻,Wind
6081,2020-08-07,中信信投顾8月策略：趋势仍在，结构为上,中信证券
6082,2020-08-07,32股获融资净买入额超亿元 中信证券居首,证券时报网
6083,2020-08-07,券商7月份业绩大爆发 中信系合并传闻再度甚嚣尘上,资本邦
6084,2020-08-07,券商股风口又来了？7月份业绩太亮眼！6家单月净利破10亿，30家营收翻倍，合并传闻再度被澄清,券商中国
6085,2020-08-07,亮瞎眼，一图看懂上市券商7月业绩，关键时刻能否带领指数冲关,证券时报网
6086,2020-08-07,金融机构要集体降薪？四大行凌晨紧急回应,中国基金报
6087,2020-08-07,【国君非银】单月业绩再超预期，全面受益无风险利率下行——上市券商2020年7月月度业绩点评,欣琦看金融
6088,2020-08-07,晨会0807｜二季度货政报告点评,中信证券研究
6089,2020-08-07,这是铁了心要撤离吗,中财网
6090,2020-08-07,华为5“机”峰会 聚议五大产业机遇,上证报
6091,2020-08-07,券商7月大爆发：中信单月赚了去年四个月的钱 发生了什么？,新浪
6092,2020-08-07,15家环比翻倍，券商业绩大爆发！股价突然暴涨9%，中信建投证券紧急澄清传闻！,中国基金报
6093,2020-08-06,大逆转！券商尾盘遭资金疯抢（附下个机会）,搜狐
6094,2020-08-06,道达投资手记：券商股尾市突击 军工股仍是热点,每日经济新闻
6095,2020-08-06,35家上市券商7月大赚215亿，15家净利增幅超100%！中信建投刚刚回应：与其他公司合并等均为不实传闻,中证报
6096,2020-08-06,中信证券和中信建投尾盘异动再引合并猜想两家公司回应：“无未披露信息”,经济观察报
6097,2020-08-06,中信建投针对合并消息否认三连，“网传CP”中信抱手吃瓜,21世纪经济报道
6098,2020-08-06,券商股尾盘暴拉原因找到了：30家券商有一半7月净利润翻番,澎湃新闻
6099,2020-08-06,中信建投和中信证券合并传言再起，最新回应来了丨热公司,第一财经
6100,2020-08-06,尾盘集体飙升助推沪指翻红 券商板块三大利好预期并存,大众证券报
6101,2020-08-06,再传中信建投和中信证券合并 中信建投：不实！,新浪
6102,2020-08-06,两个中信又来事了！,格隆汇
6103,2020-08-06,茅台集团与中信证券座谈,证券时报网
6104,2020-08-06,8月6日深市创业板活跃股公开信息,深交所
6105,2020-08-06,券商7月业绩“爆棚”，中信、建投尾盘暴拉原因或在于此,Wind
6106,2020-08-06,A股复盘：建投中信携手涨停券商启动2.0？,中金网
6107,2020-08-06,券商股尾市突击——道达投资手记,每日经济新闻
6108,2020-08-06,券商股尾盘异动是因“合并传闻”？看完7月业绩，答案出来了,第一财经
6109,2020-08-06,主力动向｜7月份业绩暴增，44亿主力资金抢筹中信证券！,上游新闻
6110,2020-08-06,【超级大单】中一签狂赚44万的大牛股跌停，百亿资金出逃医药股,证券时报网
6111,2020-08-06,券商7月业绩爆炸！6家公司净利润超10亿元，中信证券44.43亿重回行业第一 安全事故,格隆汇
6112,2020-08-06,中信证券、中信建投涨停！“联姻”绯闻此起彼伏6000亿大并购“咫尺”可见？,金融界
6113,2020-08-06,金融街下午茶2020年8月6日星期三,Wind
6114,2020-08-06,尾盘飙升真相！中信证券7月净利环比暴增369%，中信建投大增70%，一大波上市券商业绩新鲜出炉,中证报
6115,2020-08-06,创业板为何急速杀跌？航母券商尾盘救场 A股怎么走？,券商中国
6116,2020-08-06,上海证券交易所2020年08月06日主板交易信息,上交所
6117,2020-08-06,中信证券(06030)7月净利增538.1%至44.43亿元,智通财经
6118,2020-08-06,次新股葫芦娃打开一字板，实力游资进驻,Wind
6119,2020-08-06,盐津铺子近三日累计上涨21%，四机构买入8785万元,Wind
6120,2020-08-06,紫光国微今日涨停，机构仍买入为主,Wind
6121,2020-08-06,中信证券(600030.SH)7月母公司净利44.43亿元同比增538.08%,格隆汇
6122,2020-08-06,中信证券：母公司7月净利44.43亿元 同比大增,e公司
6123,2020-08-06,中信证券：母公司7月净利润44.43亿元，子公司当月分红30亿,Wind
6124,2020-08-06,[券业场]中信证券、中信建投携手涨停！6000亿大并购“咫尺”可见？知名非银首席：看来价格谈拢了！,金融界
6125,2020-08-06,基金收评 | 沪指震荡收红，军工股又火了！公募解读投资逻辑,第一财经
6126,2020-08-06,上证综指V型反转，盘中三大信号需关注,Wind
6127,2020-08-06,恒指探底回升收跌0.69%，券商、光伏股活跃,Wind
6128,2020-08-06,券商股尾盘继续走强，中信建投直线拉升封板，中信证券涨近9%。,--
6129,2020-08-06,券商股持续走强 中信建投、中信证券均涨超8%,第一财经
6130,2020-08-06,中信建投、中信证券尾盘30分钟成交额爆棚,Wind
6131,2020-08-06,收评：沪指涨0.26%创业板指跌1.6% 券商股尾盘异动中信证券、中信建投触及涨停,金融界
6132,2020-08-06,尾盘券商股尾盘继续走强 中信建投涨停,金融界
6133,2020-08-06,港股异动 | 中资券商股午后暴涨 中信建投证券(06066)涨10% 中信证券(06030)涨7%,智通财经
6134,2020-08-06,【AH股联动】中信建投及中信证券尾盘拉升,凤凰网
6135,2020-08-06,A股收盘综述：上证指数探底回升，券商股尾盘急拉,Wind
6136,2020-08-06,券商板块发力走高，中信建投涨停中信证券涨逾8%,证券时报网
6137,2020-08-06,券商股尾盘持续拉升 中信证券、中信建投涨停,e公司
6138,2020-08-06,【行情】券商板块尾盘发力，龙头股中信建投强势涨停，中信证券6.55%，国泰资本，东方证券，浙商证券等纷纷跟涨,金十数据
6139,2020-08-06,券商股尾盘大涨 中信建投、中信证券涨超8%,e公司
6140,2020-08-06,中信建投、中信证券尾盘均涨超8%,Wind
6141,2020-08-06,【天风非银】证券7月：券商业绩单月环比+61%，全年业绩增速中枢将抬升！,新锐视角看金融
6142,2020-08-06,中信证券总经理：无人驾驶可让滴滴每年节省千亿司机开支,新浪
6143,2020-08-06,美团点评升逾4%再破顶 中信证券维持其买入评级,新浪
6144,2020-08-06,中信证券：如何看待“下半年逆周期调节暂无必要加码”？,Wind
6145,2020-08-06,A股融资融券日报：两融余额增加126.72亿元（8月5日）,Wind
6146,2020-08-06,二季度货政报告点评：政策调整进行时,明晰笔谈
6147,2020-08-06,三诺生物2020年中报业绩交流,中信证券研究
6148,2020-08-06,每日理财观察：回购定盘利率多数下跌，国际金价创新高,Wind
6149,2020-08-06,美的物业：中信证券退出做市商之谜,乐居财经
6150,2020-08-06,券商资管公募牌照申请放开，公募业迈入大发展时代,Wind
6151,2020-08-06,集成电路板块未如期强劲，主因主力兑现意愿强烈,Wind
6152,2020-08-06,头部券商集体唱多钴价，大宗商品反弹周期股有望“王者归来”？,Wind
6153,2020-08-06,中原证券、西南证券、中信证券完成定增发行，募资金额超过220亿,Wind
6154,2020-08-05,【银华基金】交易日报 2020-08-05,新浪
6155,2020-08-05,闻泰科技发生大宗交易成交折价率10.07%,证券时报网
6156,2020-08-05,游资情报｜“孙哥”割肉出逃这一暴涨大热门；“章盟主”携手“赵老哥”封板血液制品股！,每日经济新闻
6157,2020-08-05,美的物业停牌之谜：转战港股？,乐居财经
6158,2020-08-05,金融街下午茶2020年8月5日星期三,Wind
6159,2020-08-05,上海证券交易所2020年08月05日主板交易信息,上交所
6160,2020-08-05,君正集团涨停，一线游资合力反包,Wind
6161,2020-08-05,亚光科技今日涨停，实力游资大买1.7亿,Wind
6162,2020-08-05,定增市场回暖、IPO火爆，头部券商获得“双扩张”机会,红周刊
6163,2020-08-05,指数窄幅震荡，盘中医药、科技两大板块“蹊跷板”效应明显,Wind
6164,2020-08-05,柔宇科技拟在A股IPO 中信证券受聘担任辅导机构,中证网
6165,2020-08-05,最前线丨柔宇科技或将于A股上市，中信证券担任辅导机构,36氪
6166,2020-08-05,股市回暖券商薪酬怎么样？中信证券人均77万，领跑金融上市公司,投资时报
6167,2020-08-05,越来越多北向资金开始做差价！如何跟上节奏？,上证报
6168,2020-08-05,科翔电子过会：今年IPO获批第135家 申港证券过首单,中国经济网
6169,2020-08-05,中信证券给予京东集团H股买进初始评级,36氪
6170,2020-08-05,跟着牛市旗手去炒股！券商资管10大重仓股曝光,券商中国
6171,2020-08-05,金价突破2000美元再创历史新高 八月开启新篇章|中信证券,新浪
6172,2020-08-05,A股融资融券日报：两融余额增加42.15亿元（8月4日）,Wind
6173,2020-08-05,金融系统年中会释放监管信号：加快补齐风险处置制度短板,Wind
6174,2020-08-05,券商资管大集合整改提速，7360亿元存量产品转型蓄势待发,Wind
6175,2020-08-05,保荐机构（主承销商）：中信证券股份有限公司,证券时报
6176,2020-08-04,看好医药卫生 美年健康最受宠,金融投资报
6177,2020-08-04,中信证券现2笔大宗交易均为折价成交,证券时报网
6178,2020-08-04,突发，暴涨超200%大牛股闪崩！沾上疫苗概念，11天激增400亿,全景网
6179,2020-08-04,中信证券明明研究团队：股市调整即为入场机会 债市不必过于悲观,证券日报
6180,2020-08-04,【银华基金】交易日报 2020-08-04,新浪
6181,2020-08-04,游资情报｜“孙哥”开门“小鳄鱼”出逃科技牛股；机构、游资对决疫苗龙头！,每日经济新闻
6182,2020-08-04,8月4日深市创业板活跃股公开信息,深交所
6183,2020-08-04,短期供需矛盾支持，8月多品种开启涨价之旅,Wind
6184,2020-08-04,"超2500只个股飘绿：疫苗板块盘中熄火 9板""妖股""炸板糟抛15亿",新浪
6185,2020-08-04,科创板IPO|半导体队伍再添一员！普冉股份冲刺科创板，上市前夕券商突击入股，公司研发费用率逐年走低,资本邦
6186,2020-08-04,11天10个涨停，市值暴增480亿！这只牛股发生了什么,中国基金报
6187,2020-08-04,11天10涨停市值暴增480亿!这只牛股发生了什么?,中国基金报
6188,2020-08-04,突然爆发！11天狂拉10涨停，市值暴增480亿！这只大牛股发生了什么？,中国基金报
6189,2020-08-04,午间休市前10分钟突然“破板”！这只10板“大牛”将何去何从？,上证报
6190,2020-08-04,解盘：金融、医药强势，血液制品、数字货币、体外诊断领涨,Wind
6191,2020-08-04,中信证券：齐鲁交通发展集团人事任命不会对正常生产经营活动和偿债能力产生重大不利影响,Wind
6192,2020-08-04,中信证券：山东高速集团人事任免不会对发行人正常生产经营活动和偿债能力产生重大不利影响 偿债能力下降,Wind
6193,2020-08-04,七券商业绩六喜一忧 中原净利跌近九成 盈利能力下降,时代在线
6194,2020-08-04,中信证券：首次覆盖京东集团，给予“买入”评级,36氪
6195,2020-08-04,政治局会议货币政策定调偏“鹰”，8月资金面怎么看？,21世纪经济报道
6196,2020-08-04,A股“开门红”，历史数据揭秘八月定律,Wind
6197,2020-08-04,A股融资融券日报：两融余额增加245.57亿元（8月3日）,Wind
6198,2020-08-04,如何看待同业存单发行利率走高？,明晰笔谈
6199,2020-08-04,中金公司中资美元债周报：地产金融新发为主，投资级表现优于高收益,Wind
6200,2020-08-04,四传“联姻” 中信证券合并中信建投未了局,时代在线
6201,2020-08-04,信用债发行进度条已达72%，7月发行利率创年内新高,Wind
6202,2020-08-04,基金持仓占比降至历史次新低，银行保险为何“失宠”？,Wind
6203,2020-08-04,A股7月IPO募资创历史新高，同期三大指数强势上涨逾10%,Wind
6204,2020-08-04,券商资管看好权益市场，警惕投资“价值陷阱”,Wind
6205,2020-08-03,“蚂蚁附体”君正集团飞上天，10天9板喜提400多亿,搜狐
6206,2020-08-03,8月3日深市创业板活跃股公开信息,深交所
6207,2020-08-03,7月机构调研忙：医药卫生板块受关注 中信证券最勤劳,四川在线
6208,2020-08-03,沪股通连续4日净卖出中信证券累计净卖出5.70亿元,证券时报网
6209,2020-08-03,中原证券：7月金股组合盈利13.01% 8月荐股名单出炉,新浪
6210,2020-08-03,【可转债每周观点】考验仍在继续,CITICS债券研究
6211,2020-08-03,【信视角看债】僵尸“国企”才是最大隐忧,CITICS债券研究
6212,2020-08-03,【债市综述】八月首个工作日股债齐升，料地方债供给压力不可小觑,Wind
6213,2020-08-03,8月A股喜迎“开门红”，军工航天板块大涨8%!,Wind
6214,2020-08-03,融资融券周报2020年第30周,新浪
6215,2020-08-03,仁会生物过会：今年科创板过会第88家 国泰君安过7单,中国经济网
6216,2020-08-03,利扬芯片过会：今年科创板过会第89家 东莞证券过首单,中国经济网
6217,2020-08-03,长华汽车过会：今年IPO获批第134家 长城证券过首单,中国经济网
6218,2020-08-03,年内九家券商定增配股募资580亿 抢抓机遇扩规模为再融资主因,长江商报
6219,2020-08-03,A股融资融券日报 ：两融余额增加78.75亿元（7月31日）,Wind
6220,2020-08-03,【中原策略】2020年第八期：8月1日-8月31日：中原证券2020年8月十大金股组合,中原证券研究所
6221,2020-08-03,非银行金融行业：资管新规过渡延期一年 险企偿付能力新规升级偿二代,新浪
6222,2020-08-03,最新中报业绩翻倍股出炉！,证券时报网
6223,2020-08-03,增量资金持续入市，8月风口在哪,券商中国
6224,2020-08-03,北向资金7月大进大出，周期类个股获逆势加仓,Wind
6225,2020-08-03,重点城市经济“中考”：新动能助力，新一线城市有韧性,Wind
6226,2020-08-03,券商研判8月A股：波动趋缓，突破尚需时日,中证报
6227,2020-08-03,银行股遇尴尬：股东高管买买买、公募基金卖卖卖,Wind
6228,2020-08-03,重磅信号！强周期ETF份额集体暴增，牛市旗手更获六大同行“捧场”！增量资金持续入市，8月风口在哪儿,券商中国
6229,2020-08-02,银行股迎来投资“两极世界”：公募仓位降至历史最低，高管却在买买买,券商中国
6230,2020-08-02,【资管新规过渡期延长点评】二次延期以时间换空间，以红线促变革,CITICS债券研究
6231,2020-08-02,中信证券：有冲击即入场，布局下一轮上涨,Wind
6232,2020-08-02,周末要闻2020年8月2日星期日,Wind
6233,2020-08-02,第一创业定增背后的盘算,证券市场周刊
6234,2020-08-02,券商原始股打折也没人要！千万股拍卖“黄了” 资产查封,中证报
6235,2020-08-02,7月券商密集调研，医药股最受青睐！这些上市公司最热门,中证报
6236,2020-08-02,银行股又迎尴尬时刻！公募疯狂减持，仓位降至历史次低，银行股东、高管却在买买买,券商中国
6237,2020-08-02,热门融资标的股票分析,华龙掘金
6238,2020-08-02,下周二，首批创业板注册制新股申购，一文看懂规则变化,Wind
6239,2020-08-01,中信证券：重估腾讯，上调目标价至650港元,腾讯网
6240,2020-08-01,一周沪深股通动向曝光：这30只个股净卖出最多，中国中免、隆基股份、中信证券上榜（附名单）,每日经济新闻
6241,2020-08-01,基金积极加仓可转债，大金融板块最受青睐,Wind
6242,2020-08-01,券商代销金融产品规模大增,Wind
6243,2020-08-01,第39家券商昨A股“报到”，44家券商打新浮盈80万元,Wind
6244,2020-08-01,宝新能源上半年净利润大增101% 中信证券称公司股价还有40%涨幅,新浪
6245,2020-07-31,跻身千亿级：国联证券为何联姻国金证券？,财经杂志
6246,2020-07-31,这些个股评级被机构“趁热”大举调高，或打开“上涨空间”,红周刊
6247,2020-07-31,证券行业2020年秋季策略报告：资本市场深化改革：对券商业绩影响几何【华创非银】,华创非银
6248,2020-07-31,闻泰科技现10笔大宗交易均为折价成交,证券时报网
6249,2020-07-31,【银华基金】交易日报2020-07-31,新浪
6250,2020-07-31,沪股通连续3日净卖出中信证券累计净卖出4.98亿元,证券时报网
6251,2020-07-31,5家券商斥资11.95亿元“入股”中原证券 中金公司、国泰君安进入前十大股东,证券日报
6252,2020-07-31,1310亿资金争夺20股：主力资金重点出击11股(名单),新浪
6253,2020-07-31,港股异动︱次新股华夏视听教育(01981)涨超9% 中信证券指学校特色鲜明具差异化竞争优势,智通财经
6254,2020-07-31,1.5万亿！公募基金发行规模再创新高，或直接利好券业,券商中国
6255,2020-07-31,谱尼测试过会：今年IPO获批第132家 国信证券过5单,中国经济网
6256,2020-07-31,中信证券半年大赚89亿丨予菲视点,第一财经
6257,2020-07-31,1.5万亿！公募基金发行规模创新高，或直接利好券业，公募对券商营收占比贡献加大,券商中国
6258,2020-07-31,伟时电子过会：今年IPO获批第128家 民生证券过10单,中国经济网
6259,2020-07-31,解盘：资金持续流入，次新、消费电子、冷链物流领涨,Wind
6260,2020-07-31,中央政治局会议最新解读：首提“国内大循环”,上证报
6261,2020-07-31,【窥业绩】半年共赚近135亿，券商双雄喜迎大投行时代！,财华社
6262,2020-07-31,关于同意中信证券股份有限公司为上证医药卫生交易型开放式指数证券投资基金提供主流动性服务的公告,上交所
6263,2020-07-31,A股融资融券日报 ：两融余额增加76.12亿元（7月30日）,Wind
6264,2020-07-31,53股昨日获机构买入评级 12股上涨空间超20%,证券时报网
6265,2020-07-31,134家券商上半年盈利831亿 中信证券净利89亿占比近11%,长江商报
6266,2020-07-31,山东省国有资产投资控股有限公司公司债券受托管理人临时报告,证券时报
6267,2020-07-31,中信证券股份有限公司关于上海凯赛生物技术股份有限公司首次公开发行股票战略投资者专项核查报告,证券时报
6268,2020-07-31,高盛对手在无锡？,砍柴网
6269,2020-07-30,华龙证券5000万股再次遭拍卖 每股价格低于3年前定增价 资产查封,每日经济新闻
6270,2020-07-30,中信证券(600030)：轻重资本业务均出彩 母子公司业绩皆斐然,新浪
6271,2020-07-30,【银华基金】交易日报 2020-07-30,新浪
6272,2020-07-30,中证路演回放 | 国内功能性硅烷行业龙头企业宏柏新材（605366）IPO网上路演,中证报
6273,2020-07-30,A股共发生137宗大宗交易成交42.27亿元（7月30日）,Wind
6274,2020-07-30,中信证券现1笔大宗交易 共成交565.60万元,新浪
6275,2020-07-30,上海证券交易所2020年07月30日主板交易信息,上交所
6276,2020-07-30,达安基因中报增11倍今日涨停，实力游资大买3.6亿,Wind
6277,2020-07-30,中信证券(06030.HK)：王俊锋出任董事会秘书,格隆汇
6278,2020-07-30,中信证券：王俊锋出任董事会秘书 董事长张佑君不再代为履行,新浪
6279,2020-07-30,中信证券股份有限公司2020年半年度业绩快报公告,证券时报
6280,2020-07-30,合肥江航飞机装备股份有限公司首次公开发行股票科创板上市公告书,证券时报
6281,2020-07-30,江西宏柏新材料股份有限公司首次公开发行股票发行公告,证券时报
6282,2020-07-30,上调评级至买入策略选股（7月30日）,Wind
6283,2020-07-30,海昌新材过会：今年IPO获批第123家 华创证券过首单,中国经济网
6284,2020-07-30,中胤时尚过会：今年IPO获批第124家 中金公司过6单,中国经济网
6285,2020-07-30,半年赚89亿元，中信证券净利润大增三成丨热公司,第一财经
6286,2020-07-30,上半年净利润同比增38.47%，中信证券开盘涨0.77%,第一财经
