,2021-12-31,中国平安(02318)累计回购约7776.51万股A股 涉资约39亿元,智通财经
4392,2020-12-25,“平安18节”启动 首倡“1个家庭8项财富配置”,金融界
4393,2020-12-25,59股主力资金净流入超亿元,证券时报网
4394,2020-12-25,承办深伦双城论坛 线上共商 “金融向善” 中国平安ESG责任投资助力“社会影响力金融”创新,内蒙新闻
4395,2020-12-25,策略专题报告：2021 4000点见,西南证券
4396,2020-12-25,中国平安再跌超2%，中国人寿、中国太保、新华保险等纷纷下滑,Wind
4397,2020-12-25,平安不动产蝉联“中国年度不动产投资大奖”,凤凰网
4398,2020-12-25,保险行业：IFRS17时间表确定 利好保障型业务发展,新浪
4399,2020-12-25,【国君非银】IFRS17时间表确定，利好保障型业务发展——新保险合同准则发布点评,欣琦看金融
4400,2020-12-25,A股融资融券日报：两融余额增加15.42亿元（ 12月24日）,Wind
4401,2020-12-25,晨报1225 | “限电令”点评、Nowcasting预测模型研究,国泰君安证券研究
4402,2020-12-24,保险行业：车险费率市场化更进一步 长期强者恒强,新浪
4403,2020-12-24,中国平安今日大宗交易成交2.96万股，成交价77.0元折价8.55%,Wind
4404,2020-12-24,中国平安现1笔大宗交易 共成交227.92万元,新浪
4405,2020-12-24,跌出价值！千亿回购，A股上市公司开启护盘模式,Wind
4406,2020-12-24,中国太保(601601)：开门红预期高增驱动估值修复 高分红锦上添花,新浪
4407,2020-12-24,【权益变动】中国平安(02318-HK)被摩根大通减持3362.1363万股 减持股份,财华社
4408,2020-12-24,【招商非银】IFRS17：保险公司报表展示将更为清晰合理,莲花山士丹利金融研究
4409,2020-12-24,A股融资融券日报：两融余额增加60.02亿元（ 12月23日）,Wind
4410,2020-12-24,策略研究：2021 4000点见,西南证券
4411,2020-12-23,能链携手人保平安发布“百亿保” 为油站油品上“保险”,中国网
4412,2020-12-23,A股五大险企前11月揽2.33万亿原保费：寿险备战“开门红” 财险业务增速下滑 盈利能力下降,中国网
4413,2020-12-23,A股融资融券日报：两融余额增加2.44亿元（12月22日）,Wind
4414,2020-12-22,陆股通净卖出35.86亿元（附名单）,证券时报网
4415,2020-12-22,33股主力资金净流入超亿元,证券时报网
4416,2020-12-22,非银金融板块加速走弱，机构认为后续上涨动能充足丨牛熊眼,第一财经
4417,2020-12-22,非银金融行业周观点：中央定调资本市场供给侧方向 A股退市通道打通在即,新浪
4418,2020-12-22,A股融资融券日报：两融余额增加74.58亿元（12月21日）,Wind
4419,2020-12-22,港股盘前必读：稻草熊通过港交所聆讯即将赴港上市,Wind
4420,2020-12-22,销售PK首席 | 赵然：节奏比方向更重要,中信建投证券研究
4421,2020-12-22,一只要在2021年前买入中国金融科技股,金融界
4422,2020-12-21,摩根大通增持中国平安(02318)约1942万股，每股作价93.8314港元,智通财经
4423,2020-12-21,【权益变动】中国平安(02318-HK)获摩根大通增持1941.8334万股,财华社
4424,2020-12-21,A股融资融券日报：两融余额增加21.42亿元（12月18日）,Wind
4425,2020-12-21,蚂蚁之后，各平台全部下架存款业务！权威解读来了,中国基金报
4426,2020-12-20,招商策略：重心转变，重视科技,招商策略研究
4427,2020-12-20,【方正非银左欣然团队】继续看好低估值、业绩反转较强的保险板块,欣赏金融
4428,2020-12-20,2020年A股诞生多少十倍股？个股价格大排名来了,中证报
4429,2020-12-18,保险行业2021年投资策略：天时地利人和 迈向2021,新浪
4430,2020-12-18,陆股通净卖出13.62亿元（附名单）,证券时报网
4431,2020-12-18,陆金通推动了中国平安普惠金融的愿景？,YY港股圈
4432,2020-12-18,北向资金今日净卖出13.62亿元，逢高减持白酒股,Wind
4433,2020-12-18,恒指收跌0.67%，中芯国际跌逾5%,Wind
4434,2020-12-18,盛视早参：躁动行情有望启动 重点在量能,新浪
4435,2020-12-18,中国金茂售常州龙茂股权补资金缺口 中国平安8.66亿接手,GPLP犀牛财经
4436,2020-12-18,A股融资融券日报：两融余额增加53.73亿元（12月17日）,Wind
4437,2020-12-18,A股最惨“庄股”上演绝地求生，超10亿资金却悄悄跑路,证券时报网
4438,2020-12-17,北上资金活跃股名单(12月17日),证券时报网
4439,2020-12-17,开门红提前开打、叠加新老重疾切换，预示了怎样的2021人身险业,搜狐
4440,2020-12-17,北向资金净流入逾80亿元，恒瑞医药获净买入超12亿元,第一财经
4441,2020-12-17,北向资金今日净买入80.58亿元，恒瑞医药净买入逾12亿元,Wind
4442,2020-12-17,财险公司：再演“强者恒强”老故事,新浪
4443,2020-12-17,金融地产行业2021年行业策略：蛰伏已久 蓄势待发,新浪
4444,2020-12-17,A股融资融券日报：两融余额增加21.56亿元（12月16日）,Wind
4445,2020-12-17,金茂“出表”，平安“接盘”,乐居财经
4446,2020-12-16,金茂加速回流现金，平安8.66亿援手,乐居财经
4447,2020-12-16,上市险企11月保费数据点评：车险保费保持下滑态势 开门红节奏鲜明,新浪
4448,2020-12-16,车险保费保持下滑态势，开门红节奏鲜明 | 上市险企11月保费数据点评【华创非银】,华创非银
4449,2020-12-16,2018-2020年中国平安AI专利数量位列全球第三,中国金融新闻网
4450,2020-12-16,中国金茂拟8.66亿将常州龙茂45%股权出售给中国平安 资产异常,中华网
4451,2020-12-16,保险行业2020年11月上市险企保费收入综评：保费端延续疲弱,新浪
4452,2020-12-16,中国平安现1笔大宗交易 共成交332.26万元,新浪
4453,2020-12-16,A股上市险企11月份保费环比同比双降 寿险业务转为主攻明年“开门红”,证券日报
4454,2020-12-16,【方正非银左欣然团队】互联网保险监管办法出台，规范业务稳健发展,欣赏金融
4455,2020-12-16,2018-2020年全球AI专利TOP100发布中国平安位列全球第三,经济观察报
4456,2020-12-16,盛视早参：聚焦价值 核心资产和低估值,新浪
4457,2020-12-16,14股获融资客逆市净买入超亿元,证券之星
4458,2020-12-16,A股融资融券日报：两融余额增加16.45亿元（12月15日）,Wind
4459,2020-12-16,【兴业证券晨会聚焦1216】宏观-2021年年度海外宏观报告/11月经济数据点评;策略-退市规则进一步完善，科创板“活水”更健康,兴证研究
4460,2020-12-16,中国平安(2318.HK)获小摩增持1941.83万股涉资约18.22亿港元,格隆汇
4461,2020-12-16,中国平安(02318.HK)获小摩增持1941.83万股涉资约18.22亿港元,格隆汇
4462,2020-12-15,【方正非银左欣然团队】寿险收官回暖，开门红预热,欣赏金融
4463,2020-12-15,险企进入开门红节奏 ，继续看好估值提升 ——上市险企2020年11月保费数据点评,兴证金融
4464,2020-12-15,金茂及合作方8.66亿元将常州龙茂45%股权卖予平安,观点地产网
4465,2020-12-15,保险行业政策点评：互联网保险监管办法正式出台 引导业态健康合规发展,新浪
4466,2020-12-15,中国平安大宗交易成交1.02亿元,证券时报网
4467,2020-12-15,"中国平安现1笔大宗交易 共成交10,176.53万元",新浪
4468,2020-12-15,【天风非银|保险】《互联网保险业务监管办法》正式落地，禁止非持牌机构与个人展业，规范从业人员的宣传行为，从而利好上市保险公司,新锐视角看金融
4469,2020-12-15,保险行业-上市险企2020年11月保费数据点评：开门红备战正酣 队伍扩容与清虚并举,新浪
4470,2020-12-15,解盘：利空来袭资金流出，医药、疫苗、自主可控略涨,Wind
4471,2020-12-15,【国君非银】重点布局开门红，第二阶段价值增长望超预期——2020年11月上市险企保费数据点评,欣琦看金融
4472,2020-12-15,【国君非银】强化持牌经营，利好两类险企——《互联网保险业务监管办法》点评,欣琦看金融
4473,2020-12-15,A股融资融券日报：两融余额增加45.9亿元（12月14日）,Wind
4474,2020-12-14,格隆汇港股聚焦(12.14)︱中国平安前11月保费收入7297.27亿元；新特能源与隆基股份签署192.35亿元多晶硅料销售协议,格隆汇
4475,2020-12-14,12月14日北向资金成交活跃股,证券时报网
4476,2020-12-14,晚间重要公告2020年12月14日星期一,Wind
4477,2020-12-14,中国平安(02318-HK)前11个月人寿保费同比跌3.8%,财华社
4478,2020-12-14,中国平安(601318.SH)：1-11月原保险合同保费收入合计约7297.27亿元,格隆汇
4479,2020-12-14,中国平安：1-11月累计财产保费收入2624亿元,Wind
4480,2020-12-14,中国平安(02318.HK)：前11月原保费收入达7297.27亿元,格隆汇
4481,2020-12-14,5股获融资净买入额超亿元 中国平安居首,证券时报网
4482,2020-12-14,A股融资融券日报：两融余额减少57.04亿元（12月11日）,Wind
4483,2020-12-14,中国平安：前11月保费收入7297.27亿元 同比增长0.98%,北京商报
4484,2020-12-13,【兴证金融 傅慧芳】非银周报（201207—201213）：关注政策对保险行业积极作用，近期券商贝塔属性凸显,兴证金融
4485,2020-12-13,大变局之下深圳上市公司的特征,新浪
4486,2020-12-12,中国平安荣获“中国生产力发展十大卓越企业”,第一财经
4487,2020-12-11,中国平安现1笔大宗交易 共成交875.77万元,新浪
4488,2020-12-11,北向资金今日净卖出39.68亿元，洋河股份等3股净卖出额创历史新高,Wind
4489,2020-12-11,财险公司：再演“强者恒强”老故事,云掌财经
4490,2020-12-11,平安集团监事会主席孙建一：中国平安两方面发力共同服务实体经济,凤凰网
4491,2020-12-11,工信部:中国平安、平安银行等公司垃圾短信被投诉量排名居前,IT之家
4492,2020-12-11,A股融资融券日报：两融余额增加1.54亿元（12月10日）,Wind
4493,2020-12-11,2020年十大增持王曝光 金融和电力成增持重点,财富动力网
4494,2020-12-10,【天风非银】国务院常务会议提出“人身险扩面提质”，后续的监管利好政策值得期待,新锐视角看金融
4495,2020-12-10,杨峥赴任平安人寿后，平安产险副总经理朱友刚接掌平安健康险,澎湃新闻
4496,2020-12-10,中国平安依托技术创新助力攻克信任壁垒,中国金融新闻网
4497,2020-12-10,中国平安荣获2020年度“香港公司管治卓越奖”,中国金融新闻网
4498,2020-12-10,【今日机构评级汇总】DIC看好迪士尼是核心大盘股；瑞银看好百度核心业务稳固,美股研究社
4499,2020-12-10,发挥“金融+科技”优势，平安探路科技助力金融领域诚信建设,经济网
4500,2020-12-10,"中国平安：发挥""金融+科技""优势推动诚信体系建设",华夏时报
4501,2020-12-10,花旗：对内地寿险业前景看法转为更乐观 首选中国平安(02318)及中国太保(02601),智通财经
4502,2020-12-10,花旗：中国平安目标价上调至114港元 维持买入评级,新浪
4503,2020-12-10,深圳405家上市公司扫描：吸纳约29%就业人口，员工2019年人均薪酬17.17万,21世纪经济报道
4504,2020-12-10,保险行业：乘政策之东风 行业快速增长可期,新浪
4505,2020-12-10,A股融资融券日报：两融余额减少60.97亿元（12月9日）,Wind
4506,2020-12-10,港股盘前必读：京东健康将于12月21日收市后被纳入恒生综合指数等多个指数,Wind
4507,2020-12-09,深圳上市公司竞争力评价榜：中国平安、腾讯控股、招商银行排前三,新浪
4508,2020-12-09,外资流入A股系列18：外资抢筹顺周期行业,新浪
4509,2020-12-09,"中国平安现1笔大宗交易 共成交1,225.28万元",新浪
4510,2020-12-09,分歧加剧！北上资金连续六周加仓，公募仓位降至年内低位,Wind
4511,2020-12-09,A股午盘综述：上证指数涨0.06%，创业板指跌0.32%,Wind
4512,2020-12-09,【行情】港股保险板块回暖走高，中国太平涨3.9%，中国太保涨2.9%，友邦保险涨2.7%，中国平安涨2.2%，中国人寿涨1%,金十数据
4513,2020-12-09,港股异动丨保险股今日普涨，中国太平、中国太保、保诚皆涨超3%,金融界
4514,2020-12-09,突然加速流入！近70亿北向资金进场，贵州茅台获主力追逐,21世纪经济报道
4515,2020-12-09,A股融资融券日报：两融余额减少2.95亿元（12月8日）,Wind
4516,2020-12-09,【国君非银】乘政策之东风，行业快速增长可期——国常会部署促进人身险扩面提质的措施点评,欣琦看金融
4517,2020-12-09,【非银*胡翔】非银金融行业2021年度策略——三个关键词：顺周期、金融科技、资本市场改革,东吴研究所
4518,2020-12-09,三星财险或变身中外合资公司，腾讯全保险牌照版图若隐若现,Wind
4519,2020-12-08,晚间要闻2020年12月8日星期二,Wind
4520,2020-12-08,三星财险或变身中外合资公司 腾讯全保险牌照版图若隐若现,21世纪经济报道
4521,2020-12-08,【权益变动】中国平安(02318-HK)被摩根大通减持1946.9801万股 减持股份,财华社
4522,2020-12-08,交银国际2021年投资展望：继续倡导价值投资，推荐招商银行(03968)、中国平安(02318 )等,智通财经
4523,2020-12-08,2020中国企业ESG“金责奖”评选获奖名单出炉,新浪
4524,2020-12-08,北向资金今日净买入66.76亿元，贵州茅台净买入逾13亿元,Wind
4525,2020-12-08,恒指收跌0.76% 消费电子产品板块领跌,中新经纬
4526,2020-12-08,恒指收跌0.76%，京东健康上市首日大涨56%,Wind
4527,2020-12-08,保险行业2021年投资策略报告：战略转型视角下的保险代理生态重塑 维持“强于大市”评级,格隆汇
4528,2020-12-08,一个交易日差距缩小7%！基金年度冠军悬念又来了,Wind
4529,2020-12-08,国泰君安晨报,新浪
4530,2020-12-08,平安银保战略改革进展如何？相关负责人详解客户分层模式,经济观察网
4531,2020-12-08,非银金融行业周观点：监管重申提高直融比重 科创板迎审核新规日趋完善,新浪
4532,2020-12-08,保险行业2021年投资策略：拥抱高端市场新机遇,新浪
4533,2020-12-08,平安人寿换将！杨峥接棒陆敏，“新掌门”将如何继续寿险改革？,环球老虎财经
4534,2020-12-08,【行情】港股保险股普跌，中国平安跌3.1%，新华保险跌1.6%，友邦保险跌1.1%，中国太保、中国人寿跌1%,金十数据
4535,2020-12-08,【异动股】中国平安(02318-HK)跌3.11%,财华社
4536,2020-12-08,A股融资融券日报：两融余额增加35.7亿元（12月7日）,Wind
4537,2020-12-08,融资客上周加仓逾160亿元，顺周期板块受宠,Wind
4538,2020-12-07,北上资金活跃股名单(12月7日),证券时报网
4539,2020-12-07,中国平安再现高管人事调整：杨铮出任平安人寿董事长兼CEO！,中国证券网
4540,2020-12-07,非银金融行业周报：上交所修订科创板发行上市审核规则 险企2021年开门红开局良好,光大证券
4541,2020-12-07,中国平安举办半导体行业沙龙，助力半导体产业做大做强,证券时报网
4542,2020-12-07,A股收盘综述：上证指数跌0.81%，沃森生物跌停成交金额近百亿元,Wind
4543,2020-12-07,非银周观点：管理层表示着力提升直接融资比重 应继续重视非银配置价值,新浪
4544,2020-12-07,投资银行业与经纪业-每周一话：顺周期风格切换背景下 非银行业配置价值较优,新浪
4545,2020-12-07,Wind快讯|每日医药行业动态（2020-12-07）,Wind
4546,2020-12-07,A股融资融券日报：两融余额减少13.24亿元（12月4日）,Wind
4547,2020-12-07,北向资金一周动向盘点：净买245亿元，攻防兼备,Wind
4548,2020-12-07,中国平安、招商银行等股低估值兼具高成长,证券时报网
4549,2020-12-07,【东吴晨报1209】【固收】【行业】非银【个股】三七互娱、中联重科、长城汽车、广汽集团,东吴研究所
4550,2020-12-07,中信建投2021年保险投资策略展望：战略转型视角下的保险代理生态重塑,中信建投证券研究
4551,2020-12-07,“顺周期成长龙头50强”出炉 15股净利预计高增长,证券时报
4552,2020-12-07,北上资金上周净流入245亿 连续7周加仓22股,证券时报
4553,2020-12-06,【方正非银左欣然团队】政策加码券商、保险迎来春天,欣赏金融
4554,2020-12-06,【兴证金融 傅慧芳】非银周报（2020.11.30-2020.12.06）：继续看好保险板块估值提升，市场转暖券商弹性逐步显现,兴证金融
4555,2020-12-06,猛烈扫货股名单曝光！外资连买5周 新能源龙头被买爆,证券时报
4556,2020-12-06,猛烈扫货股名单!2600亿新能源龙头被外资买爆 22股连续七周获加仓,新浪
4557,2020-12-06,猛烈扫货股名单曝光！外资连买五周 2600亿新能源龙头被买爆,证券之星
4558,2020-12-06,非银行业周报：继续看好保险板块估值提升 市场转暖券商弹性逐步显现,新浪
4559,2020-12-05,32股本周股价创出新高，超半数获北向资金增持,证券时报
4560,2020-12-05,“顺周期成长龙头50强”出炉！“聪明资金”重仓2800亿，最牛股预测净利翻近7倍，估值最低仅6倍,证券时报
4561,2020-12-04,【招商策略】2020年11月陆股通持股分析 ——陆股通流入再创年内新高，加仓电子&顺周期,招商策略研究
4562,2020-12-04,数据解盘|今日北向资金合计净流入57.17亿元 券商信托板块主力资金净流出52.41亿元,新浪
4563,2020-12-04,陆港通每周复盘 | 北水净流入增约80亿！继续加仓小米、腾讯,金融界
4564,2020-12-04,A股融资融券日报：两融余额减少10.63亿元（12月3日）,Wind
4565,2020-12-04,12月金股测评| 4只金股疑似被游资盯上，上榜常客已开启跳水姿态,21财闻汇
4566,2020-12-04,12月金股测评丨当游资遇上金股，它们将摩擦出什么火花？,21世纪经济报道
4567,2020-12-04,大摩升中国平安(02318-HK)目标价至121港元维持增持,财华社
4568,2020-12-04,北上资金全透视月报(20年11月)：上月外资大幅流入 增持周期与金融,广发证券
4569,2020-12-04,2020年12月指数基金产品精选组合报告：基本面拐点渐显 把握盈利驱动主线,国金证券股份有限公司
4570,2020-12-04,北向资金动向盘点：重回医药、食品，防守思维东山再起,Wind
4571,2020-12-03,晚间要闻2020年12月3日星期四,Wind
4572,2020-12-03,保险机构微博影响力哪家强？友邦保险跌出前十,新浪
4573,2020-12-03,数据复盘|85亿主力资金撤离电子行业 北向资金加仓比亚迪、中国平安等股,证券时报网
4574,2020-12-03,北水两日狂买小米42亿，减持美团；南水加仓中国平安 减持股份,富途证券
4575,2020-12-03,"中国平安现1笔大宗交易 共成交10,724.70万元",新浪
4576,2020-12-03,北向资金今日净买入35.94亿元，比亚迪净买入近9亿元,Wind
4577,2020-12-03,A股融资融券日报：两融余额增加70.21亿元（12月2日）,Wind
4578,2020-12-03,【策略*陈李】东吴证券月度策略及金股组合——通胀推动盈利上行,东吴研究所
4579,2020-12-03,【东吴晨报1203】【策略】【固收】【行业】机械【个股】安琪酵母、国联股份,东吴研究所
4580,2020-12-02,资本市场三十年，中概股的“大航海”之路,第一财经
4581,2020-12-02,有券商喊话本月沪指有望冲击4000点。中国平安、兴业银行被8家券商力荐！,证券日报网
4582,2020-12-02,A股投资者热情高涨：券商喊话本月沪指冲击4000点 金股全名单,新浪
4583,2020-12-02,盛视早参：12月开门红后 高度取决量能,新浪
4584,2020-12-02,快讯：中国平安现涨0.64% 报94.9港元,新浪
4585,2020-12-02,陆金所三季净利同比减少36.8% 网贷产品占比降至9%以内 盈利能力下降,澎湃新闻
4586,2020-12-02,【提示】平安保险在香港暂停交易,金十数据
4587,2020-12-02,陆金所控股三季净利润同比增2%，网贷产品占比降至9%以内,澎湃新闻
4588,2020-12-02,A股融资融券日报：两融余额增加72.93亿元（12月1日）,Wind
4589,2020-12-02,港股盘前必读：未盈利生物科技公司或一个月后纳入互联互通标的,Wind
4590,2020-12-02,周三证券|大象起舞 关注大金融板块,金融投资报
4591,2020-12-01,数说A股：银行股罕见涨停潮，牛市旗手发力，外资扫货160亿助攻,腾讯网
4592,2020-12-01,"中国平安沽空比率高位""盘旋"" 券商持股比例连续两个季度下降",搜狐
4593,2020-12-01,【权益变动】中国平安(02318-HK)被摩根大通减持6310.6994万股 减持股份,财华社
4594,2020-12-01,北向资金净买入162.93亿元，连续4日净买入,证券时报网
4595,2020-12-01,12月1日主力资金净流入117亿元,证券时报网
4596,2020-12-01,11月金股组合盈利0.35% 12月荐股名单出炉,新浪
4597,2020-12-01,11月金股组合盈利6.3% 12月荐股名单出炉,新浪
4598,2020-12-01,11月金股组合盈利5.08% 12月荐股名单出炉,新浪
4599,2020-12-01,12月金股发布：机构力挺顺周期 两只金融股被“疯狂”推荐,新浪
4600,2020-12-01,恒指冲高回落收涨0.86%，大金融、消费股领涨大市,Wind
4601,2020-12-01,A股收盘综述：金融板块火热，上证指数录升1.77%明日或突破年内高点,Wind
4602,2020-12-01,【招商非银】继续推荐保险，首选平安太保,莲花山士丹利金融研究
4603,2020-12-01,券商12月金股出炉！看好跨年行情,证券之星
4604,2020-12-01,11月A股牛熊榜：小康股份股价翻倍，比亚迪融资余额暴增近20亿元,时代周报
4605,2020-12-01,香港恒生指数午盘涨0.93%，报26586.21点,Wind
4606,2020-12-01,A股午盘综述：上证综指半日涨1.31%，银行、保险股炒作卷土重来,Wind
4607,2020-12-01,【异动股】中国平安(02318-HK)涨3.08%,财华社
4608,2020-12-01,恒生指数涨幅扩大至0.8%，金融股领涨,Wind
4609,2020-12-01,【行情】中国平安涨1.21%，摩根大通在其多头头寸从15.86%升至16.72%,金十数据
4610,2020-12-01,A股融资融券日报：两融余额增加44.55亿元（11月30日）,Wind
4611,2020-12-01,港股盘前必读：美团第三季度净利润63.2亿元同比增374.1%,Wind
4612,2020-12-01,【兴业证券晨会聚焦1201】宏观-11月PMI数据点评；策略-12月A股金股组合；海外-12月港股金股组合,兴证研究
4613,2020-12-01,金融股集中砸盘+晚间突发重磅！A股2大焦点备受关注,Wind
4614,2020-12-01,睿财看市场：上证指数冲高回落，大金融板块集体回落,恒泰睿财
4615,2020-12-01,大象起舞!机构看好大金融跨年机会,财富动力网
4616,2020-12-01,12月金股曝光！顺周期大金融板块是首选（附名单）,21世纪经济报道
4617,2020-12-01,机构重仓股跟踪月报,新浪
4618,2020-11-30,国信证券金股推荐：2020年12月各行业金股推荐汇总,新浪
4619,2020-11-30,"中国平安现1笔大宗交易 共成交1,195.27万元",新浪
4620,2020-11-30,蓝筹股遭遇尾盘“黑色三分钟”，外资抢跑or诱空？,Wind
4621,2020-11-30,数读丨保险业10月保费： 寿险重心转向“开门红” 车险综改保费压力尚未见底？,21世纪经济报道
4622,2020-11-30,金融股突然大跳水，平安茅台工行尾盘被砸，发生了什么？,中国基金报
4623,2020-11-30,金融行业投资观点更新：基本面改善明朗 资金促行情升华,新浪
4624,2020-11-30,非银金融行业周报：新三板转板规则出台 银保监会规范保险中介市场,光大证券
4625,2020-11-30,工商银行、贵州茅台、中国平安、格力电器等集合竞价被砸盘,Wind
4626,2020-11-30,A股收盘综述：上证指数冲高回落跌0.49%，当月仍录升超5%,Wind
4627,2020-11-30,A股午盘综述：上证指数半日涨超1%，金融股推升大盘,Wind
4628,2020-11-30,【粤开金股】2020年12月十大金股及市场展望,粤开崇利论市
4629,2020-11-30,保险股开始发力拉升 西水股份涨停 中国平安涨近5％,金融界
4630,2020-11-30,【异动股】保险板块拉升，中国平安(601318-CN)涨4.25%,财华社
4631,2020-11-30,宋清辉：上证50指数中科技股比重逐步增加符合中国经济转型方向,搜狐
4632,2020-11-30,中国平安(601318.SH)涨5% 续创历史新高,格隆汇
4633,2020-11-30,中国平安A股涨超3%，后复权股价创历史新高,Wind
4634,2020-11-30,【券商聚焦】料医疗健康相关业务具领先优势 交银予中国平安买入评级,凤凰网
4635,2020-11-30,A股融资融券日报：两融余额减少34.75亿元（11月27日）,Wind
4636,2020-11-30,北向资金一周动向盘点：净买168.5亿元，盯住新能源、非银,Wind
4637,2020-11-30,携手中国人保、中国平安 能链“百亿保”让你无忧加油,中新网
4638,2020-11-30,【信达非银】时不我待，非银进击,朝闻金融
4639,2020-11-30,北上资金加速流入 金融股成重点加仓对象,证券时报
4640,2020-11-29,【方正非银左欣然团队】关注政策利好、长端利率加码下的非银板块,欣赏金融
4641,2020-11-29,推进医疗健康生态圈战略中国平安携手盐野义制药拟成立合资公司,搜狐
4642,2020-11-29,中国平安位列《财富》世界500强第21位全球金融企业第2位,搜狐
4643,2020-11-29,震荡行情53股创新高23股获北向资金抢筹,证券时报
4644,2020-11-29,全球复苏，2021年中国经济增速或达9% | 国君周知,国泰君安证券研究
4645,2020-11-29,粤开策略大势研判 | 复苏主线渐臻佳境，关注年末翘尾行情,粤开崇利论市
4646,2020-11-29,北上资金重点加仓顺周期板块！连续七周加仓17股！,上游新闻
4647,2020-11-29,"北上资金新动作！扫货格力电器 ""深市一哥""遭砸盘",证券时报
4648,2020-11-29,“先知先觉”资金出手，狂买500亿！4000亿家电龙头被扫货，连续7天买买买！“深市一哥”却遭砸盘,证券时报
4649,2020-11-28,【国君非银】续期拉动负债端增长，资负共振推开门红超预期——保险行业2020年10月保费数据点评,欣琦看金融
4650,2020-11-28,保险行业2020年10月保费数据点评：续期拉动负债端增长 资负共振推开门红超预期,新浪
4651,2020-11-28,监管政策梳理及信用风险展望：消费金融公司十年回顾专题,新浪
4652,2020-11-28,工行大涨、贷款利率拐点确认，买银行股的时候到了吗？,阿尔法工场研究院
4653,2020-11-28,快讯：保险板块指数两连阳 机构预期估值有望继续提升,腾讯网
4654,2020-11-27,北上资金本周净买入168.50亿元连续4周净买入,证券时报网
4655,2020-11-27,连续10日净买入中国平安获沪股通净买入34.35亿元,证券时报网
4656,2020-11-27,【权益变动】中国平安(02318-HK)被摩根大通减持2329.2677万股 减持股份,财华社
4657,2020-11-27,14只股股价创历史新高,证券时报网
4658,2020-11-27,主力动向｜65股主力买入超亿元！工商银行、中国平安、东方财富位居前三！,上游新闻
4659,2020-11-27,盛视早参：基金考核时点过后 风格或迎改变,新浪
4660,2020-11-27,【行情】中国平安今日涨势继续，早盘一度涨1.25%至90.26元，突破2019年9月高位创历史新高价，市值超9700亿元,金十数据
4661,2020-11-27,A股融资融券日报：两融余额减少30.77亿元（11月26日）,Wind
4662,2020-11-27,A股早报2020年11月27日星期五,Wind
4663,2020-11-26,"中国平安现1笔大宗交易 共成交1,196.87万元",新浪
4664,2020-11-26,北上资金活跃股名单(11月26日),证券时报网
4665,2020-11-26,主力资金抢筹保险、银行等金融股，中国平安净流入金额超8亿元,第一财经
4666,2020-11-26,保险行业2021年年度策略报告：资负共振 保险起舞,新浪
4667,2020-11-26,主力资金：芯片封测概念龙头尾盘跳水 近2亿资金出逃,新浪
4668,2020-11-26,军工股一飞冲天：超级牛散刘世强“新宠”大曝光 持股超50亿元,每经牛眼
4669,2020-11-26,60亿北向资金进场：保险股获青睐 比亚迪遭7亿资金卖出,新浪
4670,2020-11-26,恒指涨幅小幅扩大，中国石油化工股份涨逾4%,Wind
4671,2020-11-26,外资继续买买买，这些股被增持，最高净买13亿！,上游新闻
4672,2020-11-26,超级慢牛也崩了，15亿资金夺路而逃，曾连涨10个月！早盘外资买买买，这些股被增持，最高净买13亿,中国基金报
4673,2020-11-26,盛视早参：基金净值考核周期将至 防御主导市场,新浪
4674,2020-11-26,A股融资融券日报：两融余额减少3.16亿元（11月25日）,Wind
4675,2020-11-26,A股早报2020年11月26日星期四,Wind
4676,2020-11-26,港股盘前必读：中央支持两地扩大金融互联互通，纳指创收盘纪录新高,Wind
4677,2020-11-26,白酒股被聪明钱抛弃？24亿北向资金出逃“茅五洋”,21世纪经济报道
4678,2020-11-26,回眸2440点以来A股市场，四张图看清板块轮动路径,Wind
4679,2020-11-26,北向资金动向盘点：重手减仓白酒，“五茅洋”联袂上榜,Wind
4680,2020-11-26,盘前情报丨高盛建议高配A股，中国6G研发去年已开始，附概念股名单,21世纪经济报道
4681,2020-11-26,格隆汇沽空预警榜|11月24日,格隆汇
4682,2020-11-25,北上资金活跃股名单(11月25日),证券时报网
4683,2020-11-25,"中国平安现1笔大宗交易 共成交2,442.13万元",新浪
4684,2020-11-25,A股共发生99宗大宗交易成交35.73亿元（11月25日）,Wind
4685,2020-11-25,长安汽车、中国平安等股获特大单资金净流入超亿元,证券时报网
4686,2020-11-25,北向资金今日净卖出15.69亿元，五粮液遭净卖出8.4亿元,Wind
4687,2020-11-25,3000股下跌保险股全线飘红，一文看清A股风格切换路径,Wind
4688,2020-11-25,胡润中国500强民营企业：腾讯阿里美团位列前三,胡润百富
4689,2020-11-25,胡润中国500强民营企业发布，腾讯位居榜首,Wind
4690,2020-11-25,A股收盘综述：上证指数跌逾1%，创业板指跌逾2%,Wind
4691,2020-11-25,发改委出手，调查新能车投资，这只股一度大跌9%！大黑马却8天7涨停,中国基金报
4692,2020-11-25,A股午盘综述：上证指数跌0.22%，创业板指跌1.21%,Wind
4693,2020-11-25,【行情】保险股冲高，中国太保、中国平安、新华保险涨幅靠前,金十数据
4694,2020-11-25,保险股冲高，中国太保领涨,Wind
4695,2020-11-25,金融股普涨，汇丰控股涨逾6%,Wind
4696,2020-11-25,恒指高开0.87%，能源、金融股走强,Wind
4697,2020-11-25,券商首次关注5股并给予买入评级（11月25日）,Wind
4698,2020-11-25,A股融资融券日报：两融余额增加33.66亿元（11月24日）,Wind
