,2021-12-31,保龄宝：浙商证券、中兵财富资产管理有限公司等2家机构于12月28日调研我司,证券之星
939,2020-12-14,券商启动两融风险大排查：除了仁东，还有这四只,Wind
940,2020-12-11,杭华股份首日涨174% 6年营收原地踏步走现金含量逊色,中国经济网
941,2020-12-10,韦尔股份发生31笔大宗交易合计成交3.18亿元,证券时报网
942,2020-12-10,浙商证券(601878.SH)：完成发行15亿元短期融资券,格隆汇
943,2020-12-10,深度*行业*证券行业券商板块11月数据点评：市场回暖股承增长 转板上市办法出台,新浪
944,2020-12-09,可转债新券投资价值分析-财通转债：浙江省综合性券商标的,新浪
945,2020-12-09,A股收盘综述：上证指数下滑1.12%连跌三日，券商板块领跌,Wind
946,2020-12-09,四季度将迎来业绩爆发？这个板块早盘异动,上证报
947,2020-12-09,上市券商分支机构年内加减法：裁撤51家获批新设35家，加速财富管理转型,Wind
948,2020-12-07,盛新锂能现32笔大宗交易总成交金额2.31亿元,证券时报网
949,2020-12-07,投资银行业与经纪业-每周一话：顺周期风格切换背景下 非银行业配置价值较优,新浪
950,2020-12-07,【行情】证券板块异动拉升，哈投股份涨超5%，国盛金控涨3%，国联证券、浙商证券、国金证券等小幅跟涨,金十数据
951,2020-12-07,【非银】保荐业务规则正式稿发布，资本市场改革持续推进——非银金融行业周报——中性,渤海证券研究
952,2020-12-05,11月投资和消费数据有望继续回升,Wind
953,2020-12-03,明年是否牛市要看这个指标脸色！,Wind
954,2020-12-03,“地震”的不止光大！券商首席上演离职魔幻大剧！有机构15万月薪挖人,21世纪经济报道
955,2020-12-03,因长期发展战略规划需要，巨骐信息终止精选层小IPO辅导,资本邦
956,2020-12-02,融资客青睐11股，广州发展买入占比高达54.15%,Wind
957,2020-12-02,上市公司正负面新闻2020年12月2日星期三,Wind
958,2020-12-01,浙商证券A股定增申请获证监会核准,证券日报网
959,2020-12-01,浙商证券非公开发行股票申请获核准批复,上证报
960,2020-12-01,晚间重要公告2020年12月1日星期二,Wind
961,2020-12-01,浙商证券(601878.SH)非公开发行不超10亿股申请获证监会核准,智通财经
962,2020-12-01,浙江沪杭甬(00576-HK)浙商证券获准发行不超过10亿股新股,财华社
963,2020-12-01,浙江沪杭甬(00576)：浙商证券获中证监核准非公开发行不超过10亿股新股,智通财经
964,2020-12-01,江沪杭甬(00576.HK)：浙商证券不超10亿股定增计划获批,格隆汇
965,2020-12-01,浙商证券(601878.SH)：不超10亿股定增计划获批,格隆汇
966,2020-12-01,交易情绪波动，银行股坐了回“过山车”,Wind
967,2020-12-01,11月制造业非制造业PMI均创新高，经济恢复态势进一步明确,Wind
968,2020-11-30,浙商证券高喊“兴业和平安是出厂价LV”，大金融随即假动作跳水,21世纪经济报道
969,2020-11-30,长江证券、浙商证券先后翻绿，券商板块继续收窄涨幅,Wind
970,2020-11-30,证券行业周报：二级市场持续回暖 关注证券板块机会,新浪
971,2020-11-27,浙商证券江苏分公司前总助苏海明接受委托买卖证券 被罚30万,新浪
972,2020-11-27,A股收盘综述：上证指数涨逾1%，上证50创2008年3月以来新高,Wind
973,2020-11-27,【行情】券商股持续走高，国盛金控涨停，长江证券、浙商证券等多股走强,金十数据
974,2020-11-27,券商股持续上涨，国盛金控两连板,Wind
975,2020-11-27,又一券商研究所大规模扩军：新任所长来自华创,每日经济新闻
976,2020-11-26,宏华数码：今年科创板过会第184家 浙商证券过6单,中国经济网
977,2020-11-26,代客炒股巨亏2298万！浙商证券营业部总助还想“甩锅”，最终遭监管重罚 投资失误,腾讯网
978,2020-11-26,代客炒股巨亏2298万！这家券商营业部总助还想“甩锅”，竟用3个萝卜章瞒天过海，最终遭监管重罚 欺诈造假,券商中国
979,2020-11-26,一顿操作猛如虎，代客炒股巨亏2200万，还用“萝卜章”！罚单也来了 欺诈造假,中国基金报
980,2020-11-25,保本合同是“假章”盖的?员工代客炒股一年亏掉2000多万,上证报
981,2020-11-25,盖“萝卜章”代客炒股，买5亿亏2300万：这家券商分公司前总助收罚单！ 投资失误,每日经济新闻
982,2020-11-25,浙商证券前员工违法代2客炒股 交易额9亿亏损2300万 金融监管处罚,中国经济网
983,2020-11-24,德恒上海律师事务所关于上海新致软件股份有限公司 首次公开发行股票并在科创板上市战略投资者核查事项的法律意见,证券时报
984,2020-11-19,【行情】券商板块异动，国盛金控直线封板，东方财富、招商证券、浙商证券、天风证券跟涨,金十数据
985,2020-11-18,光伏“后浪”冲“前浪” 尺寸之争影响几何？汪啸骅：光伏景气提升 市场竞争加剧,第一财经
986,2020-11-18,康龙化成跌近10%浙商证券万联证券高位喊买帮割韭菜？,中国经济网
987,2020-11-18,多家券商回应涨薪传闻：未收到通知，投行部可能涨,第一财经
988,2020-11-18,券商股异动，券商ETF成交放量,Wind
989,2020-11-17,信用债市场余震不断，银行理财可安好？业内人士：整体影响有限，不会出现大规模赎回,券商中国
990,2020-11-16,港股异动︱中国有赞(08083)涨近8% 第三季度SssS收入超预期 浙商证券维持其“增持”评级,智通财经
991,2020-11-16,一图看清中国10月宏观经济数据：餐饮收入增速年内首次转正,Wind
992,2020-11-13,5股翻倍，白酒后市机会在哪？券商透露两大选股法宝,21世纪经济报道
993,2020-11-13,八大券商2021年A股策略出炉：科技、消费、顺周期等三主线成布局重点,Wind
994,2020-11-12,在岸人民币兑美元16:30收报6.6297，较上一交易日跌97个基点,Wind
995,2020-11-11,浙商证券(601878.SH)：成功发行15亿元短期融资券,格隆汇
996,2020-11-10,浙商证券：微盟集团收购海鼎持续拓展智慧零售商业版图维持“买入”评级,凤凰网
997,2020-11-10,双十一爆款竟是它，全年销量或创历史新高，这些股票受益,中证报
998,2020-11-10,人民币创逾两年新高，如何影响A股？,Wind
999,2020-11-10,人民币5个月涨8%，人民币资产遭疯抢！新一轮升值周期来了？,券商中国
1000,2020-11-10,创两年半新高！A股又一风向标火了,中证报
1001,2020-11-09,10月外储规模总体保持平稳,Wind
1002,2020-11-06,4800亿市值白马跳水！8成创业板股下跌，发生了什么,中证报
1003,2020-11-06,解盘：沪指失守3300点，光刻胶、今日头条、黄金珠宝略涨,Wind
1004,2020-11-05,10月“三驾马车”料将提速，经济复苏进程加快,Wind
1005,2020-11-04,浙商证券前三季度净利10亿元 支付给职工现金10亿元,中国经济网
1006,2020-11-03,国金证券、国联证券终止重组 “券商CP”凉了 并购重组异常,中国经济周刊
1007,2020-11-03,浙江沪杭甬(00576):浙商证券非公开发行A股股票的申请获中证监发行审核委员会审核通过,智通财经
1008,2020-11-03,浙江沪杭甬(00576.HK)：浙商证券定增申请获证监会审核通过,格隆汇
1009,2020-11-03,浙商证券：非公开发行股票申请获得证监会审核通过,Wind
1010,2020-11-03,浙商证券(601878.SH)：定增申请获证监会发审委审核通过,格隆汇
1011,2020-11-02,11月200只券商金股大梳理，哪类股热度最高,证券时报网
1012,2020-11-02,疯狂的“杀猪盘”：荐股花招百出 投资者惨遭闷杀,证券时报
1013,2020-10-31,浙商固收高远 || 八年债券买方经验,浙商证券研究所
1014,2020-10-31,A股39家上市券商赚钱榜来了！一哥大赚127亿,中国基金报
1015,2020-10-30,天风证券：前三季度扣非归母净利润同比大涨逾3.37倍,Wind
1016,2020-10-30,首家万亿券商诞生！25家券商业绩抢先看,券商中国
1017,2020-10-30,中信证券月赚超14亿元！“一哥”还是一哥 头部券商赚钱优势凸显,中证报
1018,2020-10-29,月赚超14亿元！“一哥”还是一哥，券商股明天见,中证报
1019,2020-10-29,浙江沪杭甬(00576-HK)：前三季浙商证券盈利增长44.91%至人民币10.27亿元,财华社
1020,2020-10-29,7家券商前三季度投资收益超10亿元，自营投资规模持续扩张,Wind
1021,2020-10-29,7家券商前三季度投资收益超10亿元 自营投资规模持续扩张,证券日报
1022,2020-10-29,果然“牛市旗手”！券商前三季度赚嗨了,中国基金报
1023,2020-10-29,又炸了！果然“牛市旗手”！,中国基金报
1024,2020-10-28,14家上市券商前三季战绩出炉：7家券商前三季度投资收益超10亿元,新浪
1025,2020-10-28,浙商证券：前三季度实现净利10.27亿元 同比增长44.91%,发布易
1026,2020-10-28,浙江沪杭甬(00576.HK)：浙商证券前三季净利升44.91%至10.27亿元,格隆汇
1027,2020-10-28,浙江沪杭甬(00576.HK)：蒋照辉获选举为浙商证券副董事长,格隆汇
1028,2020-10-28,浙商证券：前三季度净利润同比增长44.91%,Wind
1029,2020-10-28,浙商证券(601878.SH)：前三季度净利升44.91%至10.27亿元,格隆汇
1030,2020-10-28,浙商证券：服务“凤凰行动” 做“响”浙江板块,证券日报网
1031,2020-10-28,浙商证券：前三季度净利润10.27亿元同比增长44.91%,格隆汇
1032,2020-10-28,111秒，这只次新股从开板变跌停……,上证报
1033,2020-10-28,浙商证券前三季度营业收入70.91亿元 同比增长72.61%,北京商报
1034,2020-10-27,资金抽离叠加预期降温，券商板块跌幅居前,Wind
1035,2020-10-26,牛市旗手也崩了！这个市场爆发“熔断潮”，更有上演“天地板”,中国基金报
1036,2020-10-26,【行情】券商股开盘走弱，光大证券、中银证券、浙商证券跌近5%，中信建投、第一创业、招商证券等纷纷大幅走弱,金十数据
1037,2020-10-23,"思瑞浦跌11% 浙商证券国海证券喊买入立马遭""打脸""",中国经济网
1038,2020-10-22,【行情】证券板块尾盘异动，财通证券、方正证券、华鑫股份、浙商证券、第一创业等集体拉升,金十数据
1039,2020-10-22,9月挖掘机销量同比增逾六成 同比涨幅32.0%,中投网
1040,2020-10-21,市值缩水70亿！紫光国微放量跌停，深股通抛售逾2亿元 连续下跌,第一财经
1041,2020-10-21,浙商证券(601878.SH)：完成发行15亿元短期融资券,格隆汇
1042,2020-10-19,发挥金融专业优势 浙商证券助力打赢脱贫攻坚战,证券日报网
1043,2020-10-16,北向资金一周净买入113.93亿元 六股迎掘金,证券时报
1044,2020-10-16,2020年9月中国挖掘机行业市场现状及发展前景分析 全年市场销量或将超31万台,前瞻研究院
1045,2020-10-15,9月挖掘机销量同比增逾六成,中证网
1046,2020-10-15,国元证券启动配股，年内已有5家券商配股完成募资318亿元,Wind
1047,2020-10-14,浙商证券(601878.SH)：完成兑付2020年度第八期短期融资券,格隆汇
1048,2020-10-14,仅22天 首例上市券商合并案终止 专家称券商并购会不断涌现 并购重组异常,证券日报
1049,2020-10-13,千亿级合并告吹，“牛市旗手”市值一日蒸发500多亿，“券商CP”凉了 并购重组异常,中国经济周刊
1050,2020-10-13,浙江沪杭甬(00576.HK)：浙商证券非公开发行股票申请文件反馈意见回复,格隆汇
1051,2020-10-13,芯片巨头大跌18%，牛市旗手熄火，7·1行情还有戏吗,中证报
1052,2020-10-13,【异动股】券商概念板块下挫，浙商证券(601878-CN)跌6.85%,财华社
1053,2020-10-13,快讯：证券板块早盘低开 浙商证券跌5%,新浪
1054,2020-10-13,融资客青睐27股，乐凯胶片买入占比高达45.24%,Wind
1055,2020-10-10,深扒券商10月金股：浙商证券连续两月推荐焦点科技 最具接盘风险,新浪
1056,2020-10-09,21测评丨“妖股专业户”天风证券变乖了,21世纪经济报道
1057,2020-10-09,21金股测评丨30家券商10月金股榜 医药食饮热度下降,21世纪经济报道
1058,2020-10-05,券商十月金股名单来了！这家公司最受青睐,中证报
1059,2020-10-04,上市券商人均薪酬45万，“退卡”的浙商证券42万，中信最高超79万,腾讯网
1060,2020-10-03,券商：25只个股上涨空间仍超50%！9月券商研报首次覆盖198只个股,中证报
1061,2020-10-03,【独家回应】传这家券商要求员工“退回中秋福利”，真相如何？,中证报
1062,2020-10-01,浙商证券责令员工将三年前发的中秋福利退回 退休员工也要退,新浪
1063,2020-10-01,11家上市券商拟定增超千亿，密集“补血”投向何处？谁买单？,Wind
1064,2020-09-30,浙商证券(601878.SH)：2020年度第七期短期融资券兑付完成,格隆汇
1065,2020-09-30,券商板块异动，浙商证券直线飙涨,Wind
1066,2020-09-29,年内券商合并传闻四起：合并潮将至？分析称目前只会出现个案,澎湃新闻
1067,2020-09-29,11家券商拟募资额破千亿，券商定增、配股不断，是缺钱还是圈钱？,时代在线
1068,2020-09-29,【行情】证券板块小幅拉升，浙商证券涨4%，国元证券涨3%，哈高科、华安证券第一创业等跟随异动。,--
1069,2020-09-29,快讯：券商股午后小幅异动 浙商证券等股拉升,新浪
1070,2020-09-29,券商股盘中拉升 浙商证券涨超6%,证券时报网
1071,2020-09-29,快讯：券商板块早盘异动 浙商证券大涨5%,新浪
1072,2020-09-29,年内6家券商完成定增募资金额合计达612亿元 还有超400亿元在路上,券商中国
1073,2020-09-29,刚配股半年又推百亿定增！天风证券欲募128亿“补血”，再融资高峰来袭？券业已迎千亿“弹药”,券商中国
1074,2020-09-28,王府井集团免税店拟入驻环球影城 专家：业绩贡献还有相当长的路,证券日报
1075,2020-09-28,浙商证券(601878.SH)完成发行2020年度第九期短期融资券,格隆汇
1076,2020-09-28,65岁王府井集团更新“北京名片” 拟将免税店开进大兴机场和环球影城,证券日报
1077,2020-09-25,国联国金“联姻”，双双继续停牌，证监会启动核查丨热公司,第一财经
1078,2020-09-25,券商板块再度走强 ，东方证券涨停，关注具备并购整合预期标的,证券时报网
1079,2020-09-25,【行情】券商板块午后再度发力拉升，东方证券涨停，浙商证券涨近8%，东兴证券涨近7%，第一创业、西部证券涨幅超4%,金十数据
1080,2020-09-25,券商股午后大幅拉升 东方证券涨停 浙商证券等多股大涨,金融界
1081,2020-09-25,【行情】证券板块回暖，东方证券拉升涨7%，东兴证券、浙商证券、哈高科等跟涨,金十数据
1082,2020-09-25,一周内逾5家券商回应“是否合并”，海通称暂时没有整合事项,第一财经
1083,2020-09-25,券商股早盘强势拉升，机构建议重点关注这些龙头股,第一财经
1084,2020-09-25,【行情】证券板块快速拉升，东方证券涨超6%，哈高科、浙商证券、东兴证券、华创阳安等跟涨,金十数据
1085,2020-09-23,一有传闻就涨停！这些券商会合并吗？国元、华安回应：无未披露的重大信息,上证报
1086,2020-09-23,券商股快速回落，第一创业、浙商证券跌超3%,Wind
1087,2020-09-23,证券行业-国联国金合并事件点评：券商并购将不断涌现 定价与整合是关键,新浪
1088,2020-09-22,国金证券和国联证券合并消息公布前两天双双“提前”涨停，内幕消息是否被泄露？,中国经济周刊
1089,2020-09-21,宏观日报 | 国务院会议要求持续放宽市场准入,金瑞期货
1090,2020-09-21,"盘中暴涨75%！""牛市旗手""情绪又被点燃，还有多少空间可以想象？多只券商股遭灵魂追问，并购大戏要上演？",券商中国
1091,2020-09-21,合并利好刺激，国联证券港股大涨35%，股民“撮合”多家券商合并,时代在线
1092,2020-09-21,国元证券、浙商证券陆续回封涨停 券商板块回暖,金融界
1093,2020-09-21,国联证券、国金证券官宣“联姻” ，券商股阶段性上涨行情有望开启,第一财经
1094,2020-09-21,【行情】券商板块收窄涨幅，浙商证券炸板，长城证券率先翻绿,金十数据
1095,2020-09-21,券商板块收窄涨幅，浙商证券打开涨停板,Wind
1096,2020-09-21,国联证券、国金证券“联姻” 券商板块大幅高开：浙商证券涨停,金融界
1097,2020-09-20,千亿券商大合并！国金、国联证券刚刚官宣！,中国基金报
1098,2020-09-19,华西证券：长期看好券商板块 关注三条主线,证券日报
1099,2020-09-19,七大营业部频频现身“杀猪盘” 背后迷雾何时揭开？,红周刊
1100,2020-09-18,粤开策略解盘：金融发力强势反弹 关注结构性机会,新浪
1101,2020-09-15,信直播荐股，被忽悠高位接盘连吃4个跌停，割得韭菜茬都不剩,南都报
1102,2020-09-14,券商、城商银行股短线走高，兴业证券涨近4%,Wind
1103,2020-09-11,浙商证券A股定增获证监会受理,证券日报
1104,2020-09-11,浙江沪杭甬(00576)：浙商证券非公开发行A股股票申请获中国证监会受理,智通财经
1105,2020-09-11,浙江沪杭甬(00576.HK)：蒋照辉获提名为浙商证券非独立董事候选人,格隆汇
1106,2020-09-11,浙商证券(601878.SH)：非公开发行新股申请获中国证监会受理,格隆汇
1107,2020-09-11,浙商证券(601878.SH)：董事、副董事长马国庆辞职 董监高成员变化,格隆汇
1108,2020-09-11,浙商证券：马国庆辞去董事等职务 董监高成员变化,Wind
1109,2020-09-11,国君“90后首席”登场：入职仅4年接李少君 看现任策略5人团,新浪
1110,2020-09-11,陈显顺升任国君策略首席；黄燕铭：是我最得意的弟子之一,中证报
1111,2020-09-11,杭园股份过会：今年IPO过关第204家 浙商证券过4单,中国经济网
1112,2020-09-11,部分长线资金力挺银行股,Wind
1113,2020-09-10,浙商证券今日大宗交易成交24.13万股，成交价13.97元溢价0.0%,Wind
1114,2020-09-04,券商跟投科创板浮盈超142亿元，31家另类投资子公司上半年大赚42亿元,Wind
1115,2020-09-03,券商另类子公司成色几何？31家上半年赚了42亿,新浪
1116,2020-09-03,人少钱多！上半年上市券商七成减员八成涨薪,Wind
1117,2020-09-03,人少钱多！上半年上市券商七成减员八成涨薪 业务变化,证券时报
1118,2020-09-02,【行情】证券板块异动拉升，国联证券涨5%，光大证券涨4%，方正证券、浙商证券等跟涨,金十数据
1119,2020-09-01,人民币汇率升破6.82！美元创新低，缘何冰火两重天,券商中国
1120,2020-09-01,不差钱！上市券商上半年工资单来了，华泰、中信、浙商人均月薪超7万,中证报
1121,2020-09-01,浙商证券(601878.SH)：完成发行20亿元次级债券,格隆汇
1122,2020-09-01,券商业绩期中考：太平洋证券净利降9成，华泰中信浙商人均薪酬超40万 盈利能力下降,搜狐
1123,2020-08-31,A股券商信用减值榜单：海通证券居首 东吴证券连踩雷 投资失误,新浪
1124,2020-08-31,惨烈大洗牌！血拼公募基金7万亿交易，券商狂收57亿佣金，暴增53%！中信证券蝉联冠军宝座，这几家狂飙突进！最全排名来了,中国基金报
1125,2020-08-31,股王茅台冲破1800元！A股全面开花挑战新高,中国基金报
1126,2020-08-31,浙商基金新品首发，成立十年来八年亏损，权益基金占比不足两成,资本邦
1127,2020-08-31,【浙商轻工】盈趣科技：海外疫情拖累Q2表现，看好下半年增长重返快车道,轻饮可乐
1128,2020-08-31,【浙商轻工】太阳纸业：盈利表现略超预期，中期成长逻辑通顺,轻饮可乐
1129,2020-08-30,【浙商I银行】光大银行20H1：盈利符合预期，财富管理发力,大话金融
1130,2020-08-30,净赚726.97亿元！39家上市券商交出上半年成绩单,中证报
1131,2020-08-30,“保险+期货”铺就果农增收脱贫路,期货日报
1132,2020-08-28,【浙商轻工】欧派家居：业绩环比改善趋势确立，整装大家居表现靓丽,轻饮可乐
1133,2020-08-28,【浙商轻工】尚品宅配：整装业务高速增长，看好下半年零售端回暖,轻饮可乐
1134,2020-08-27,浙商证券：三个角度看煜盛文化(01859)核心竞争力 市场份额将稳步拓展,智通财经
1135,2020-08-27,杭华股份过会：今年科创板过会第101家 浙商证券过3单,中国经济网
1136,2020-08-26,近半数上市券商交出中报！中信营收净利雄踞第一,中证报
1137,2020-08-26,证监会公布2020年证券公司分类结果：15家券商获AA级,Wind
1138,2020-08-26,【行情】午后券商股持续拉升，华安证券涨4%，光大证券涨逾3%，财通证券、浙商证券等个股跟涨,金十数据
1139,2020-08-26,大基金公司经营成绩来了！,中国基金报
1140,2020-08-25,浙江沪杭甬(00576)：因可转债转股 浙商证券控股股东上三高速持股比例降至58.84%,智通财经
1141,2020-08-25,浙商证券：控股股东持股比例因公司可转债转股被动稀释1.49%,Wind
1142,2020-08-25,浙商证券2020年上半年盈利6.55亿元，完成保荐项目7单,资本邦
1143,2020-08-25,【浙商轻工】思摩尔国际：Q2环比大幅修复，坚定看好长期成长,轻饮可乐
1144,2020-08-25,上市公司正负面新闻2020年8月25日星期二,Wind
1145,2020-08-24,11家券商上半年业绩报喜：中信证券多项指标居第一 半年赚近90亿,中证报
1146,2020-08-24,11家券商上半年业绩报喜，增速第一竟然是它！半年大赚近90亿，中信证券多项指标高居第一,中证报
1147,2020-08-24,浙商证券2020年上半年净利增长36%至6.55亿元,证券时报
1148,2020-08-24,浙江沪杭甬(00576)：浙商证券中期归母净利同比增36%至6.55亿元,智通财经
1149,2020-08-24,浙商证券：上半年实现净利润6.55亿元 同比增长36%,中证网
1150,2020-08-24,浙商证券：上半年净利6.55亿元同比增36%,格隆汇
1151,2020-08-24,浙商证券(601878.SH)：上半年净利升36%至6.55亿元,格隆汇
1152,2020-08-20,上海证券交易所2020年08月20日主板交易信息,上交所
1153,2020-08-20,因可转债转股 浙江沪杭甬(00576)：上三高速持股浙商证券比例下降至60.33%,智通财经
1154,2020-08-20,浙商证券：控股股东持股比例因公司可转债转股被动稀释,Wind
1155,2020-08-20,浙商证券(601878.SH)：控股股东持股比例因可转债转股被动稀释1.15%,格隆汇
1156,2020-08-20,券商上半年业绩放榜：前十券商占据半壁江山，注册制助推投行收入暴增,Wind
1157,2020-08-20,券商上半年业绩放榜 前十券商占据半壁江山 注册制助推投行收入暴增,21世纪经济报道
1158,2020-08-19,【行情】券商股尾盘再度走弱，东方财富、光大证券、浙商证券、国盛金控等个股纷纷跳水,金十数据
1159,2020-08-19,大洗牌！133家券商上半年25项指标排名来了,券商中国
1160,2020-08-18,“一参一控”拟松绑，国泰君安资管抢跑申请公募牌照,Wind
1161,2020-08-18,券商单项业务英雄榜出炉：中信建投投行第一，华泰资管业务第一,上证报
1162,2020-08-18,雅克科技逆势大跌7.83%，机构抛货,Wind
1163,2020-08-17,多项利好刺激，行情风向标券商股“卷土重来”,第一财经
1164,2020-08-17,A股沸腾！沪指再上3400，有机构称月度级回调结束,中证报
1165,2020-08-17,资管新规整改方案来了！大券商积极备战公募牌照,券商中国
1166,2020-08-14,太稀奇！券商定增突遭同行疯抢，1月至少出现10家身影,券商中国
1167,2020-08-13,又一则券商合并消息，直线封涨停！此前已有先兆？,中国基金报
1168,2020-08-13,浙商汽车王敬||从工程师到分析师,浙商证券研究所
1169,2020-08-13,转债市场转股赎回潮起，个券大涨引得交易所实施临停,Wind
1170,2020-08-13,又现同行认购！国信证券150亿定增豪华阵容揭晓，中金、中信建投齐入围，社保、深投控认购近百亿,中证报
1171,2020-08-12,浙商证券：中介机构变更,Wind
1172,2020-08-12,因可转债转股 浙江沪杭甬(00576)持股浙商证券比例下降至61.48%,智通财经
1173,2020-08-12,浙江沪杭甬(00576.HK)：浙商证券控股股东持股比例因可转债转股被动稀释1.13%,格隆汇
1174,2020-08-12,浙商证券(601878.SH)控股股东持股比例因可转债转股被动稀释1.13%,格隆汇
1175,2020-08-12,银行存款流向股市实锤！新增存款同比降九成，释放什么信号？,券商中国
1176,2020-08-12,今年已有9家券商完成再融资，资金投向扩大至创新业务,Wind
1177,2020-08-12,7月新增信贷社融不及预期，下半年信用扩张或放缓,Wind
1178,2020-08-12,证券期货资管规模排名“虎头蛇尾”，前20强首尾相差最高逾万亿元,Wind
1179,2020-08-11,上海证券交易所2020年08月11日主板交易信息,上交所
1180,2020-08-11,一则公告，翻倍牛股被砸跌停！,中国基金报
1181,2020-08-11,券业新一哥诞生！3天涨700亿，股价频频异动，有大事发生？,券商中国
1182,2020-08-10,浙商证券：“浙商转债”赎回登记日8月25日，赎回价格100.227元/张,Wind
1183,2020-08-10,中信建投三日大涨23%再成行业市值一哥，资金热捧为哪般？,第一财经
1184,2020-08-10,浙商证券(601878.SH)：“浙商转债”赎回登记日8月25日 赎回价100.227元/张,格隆汇
1185,2020-08-10,【浙商宏观||李超】7月通胀数据：CPI阶段回升，未来下行趋势不改,新浪
1186,2020-08-10,证券行业7月业绩分析：市场高景气度 7月业绩环比大增80%,新浪
1187,2020-08-10,上市券商前7月业绩：9家营收超百亿，5家净利翻番,券商中国
1188,2020-08-10,上市券商前7月成绩单揭榜：5家券商净利同比翻倍,Wind
1189,2020-08-09,【浙商医药|中报】凯普生物：检测服务促业绩大增，关注试剂出口放量,杏林建研
1190,2020-08-08,机构预测7月份CPI同比涨幅回升，PPI延续修复趋势,Wind
1191,2020-08-08,沪指小步慢跑 券商板块尾盘异动,南方财经网
1192,2020-08-07,【浙商医药|周报】持续推荐业绩确定性高CXO板块，关注疫苗板块进展,杏林建研
1193,2020-08-07,创业板指重挫，机构称多因素支撑长期向上,中证报
1194,2020-08-07,银行以量补价能否持续,和讯
1195,2020-08-07,A股午盘综述：上证指数跌逾1%，创业板指跌逾2%,Wind
1196,2020-08-07,券商板块开盘下挫，浙商证券跌5%,第一财经
1197,2020-08-07,证券板块走弱，49只个股下跌，浙商证券跌5%,每日经济新闻
1198,2020-08-07,券商股早盘集体走弱 浙商证券跌超5%,e公司
1199,2020-08-07,【行情】券商股开盘走弱，浙商证券、中信建投、锦龙股份等跌逾4%，板块指数跌近3%,金十数据
1200,2020-08-06,【浙商宏观||李超】精准导向决定结构性货币政策,新浪
1201,2020-08-06,浙商证券8月金股出炉 太阳纸业、方大特钢上榜,证券日报
1202,2020-08-06,浙江沪杭甬(00576)：浙商证券7月净利同比增长约2.2倍至1.38亿元,智通财经
1203,2020-08-06,浙商证券：母公司7月营收51.26亿元 净利润13.84亿元,新浪
1204,2020-08-06,A股收盘综述：上证指数探底回升，券商股尾盘急拉,Wind
1205,2020-08-06,【行情】券商板块尾盘发力，龙头股中信建投强势涨停，中信证券6.55%，国泰资本，东方证券，浙商证券等纷纷跟涨,金十数据
1206,2020-08-06,【行情】券商股开盘走强，国盛金控拉升封板，浙商证券、东方证券、国投资本等跟涨,金十数据
1207,2020-08-05,券商资管大集合整改提速，7360亿元存量产品转型蓄势待发,Wind
1208,2020-08-04,【浙商医药|深度】服务延伸+投资孵化，药筛公司突破CXO天花板──从维亚生物看研发产业链早期公司商业模式,杏林建研
1209,2020-08-03,【浙商医药|点评】政策助力行业景气度&集中度双升，龙头受益 ──《医学检验实验室管理暂行办法》印发点评,杏林建研
1210,2020-08-03,独角兽IPO纷至沓来，还有哪些后备军,Wind
1211,2020-08-03,增量资金持续入市，8月风口在哪,券商中国
1212,2020-08-02,下周操盘攻略：首批创业板注册制申购，反弹趋势未变,Wind
1213,2020-08-02,第一创业定增背后的盘算,证券市场周刊
1214,2020-08-01,浙商证券李超：资管新规过渡期延长有利于疫后经济修复,Wind
1215,2020-07-31,【浙商医药|周报】第三批集采方案下发，持续看好API板块成长性,杏林建研
1216,2020-07-31,浙商证券(601878.SH)：“浙商转债”赎回登记日8月25日赎回价100.227元/张,格隆汇
1217,2020-07-31,浙江沪杭甬(00576)：浙商证券获浙江镇洋委聘为建议上市的保荐人及主承销商,智通财经
1218,2020-07-31,浙商证券(601878.SH)：决定行使“浙商转债”的提前赎回权利,格隆汇
1219,2020-07-31,1.5万亿！公募基金发行规模再创新高，或直接利好券业,券商中国
1220,2020-07-31,1.5万亿！公募基金发行规模创新高，或直接利好券业，公募对券商营收占比贡献加大,券商中国
1221,2020-07-31,【浙商轻工】劲嘉股份：Q2彩盒增长亮眼，看好下半年业绩持续修复,轻饮可乐
1222,2020-07-31,【浙商轻工】永新股份：新业务放量+原料跌价，Q2业绩大超市场预期,轻饮可乐
1223,2020-07-31,上调评级至买入策略选股（7月31日）,Wind
1224,2020-07-31,82股获券商买入评级，创源文化目标涨幅达92.86%,Wind
1225,2020-07-30,浙商证券(601878)：投行、自营业务带动上半年业绩大增,新浪
1226,2020-07-30,【浙商宏观||李超】美联储7月议息会议鸽声嘹亮,新浪
1227,2020-07-30,浙江众合科技股份有限公司关于非公开发行股份部分解除限售的提示性公告,证券时报
1228,2020-07-29,股价与业绩齐飞！6家券商上半年业绩大增，中信建投接近翻倍！还有三家已预喜,中证报
1229,2020-07-29,上半年地方固定资产投资大盘点，一领域成撬动投资关键点,21世纪经济报道
1230,2020-07-28,浙商机械||美亚光电事件点评：口扫获得注册证，口腔数字化闭环再添利器,高端装备及新材料
1231,2020-07-28,精选层首日走势引券商反思，定价及承销能力成重点,Wind
1232,2020-07-27,134家券商上半年赚超831亿元，超九成盈利,Wind
1233,2020-07-27,【浙商轻工 周观点】思摩尔中报业绩超预期，持续关注成长,轻饮可乐
1234,2020-07-26,浙商证券：“全球资产配置荒“依旧是当下主基调，三季度把握三条主线,Wind
