,2021-12-31,2021年A股年终盘点：十大“水逆”板块在哪里？,Wind
1765,2020-12-30,资本市场对外开放水平进一步提升，境外机构投资者首尝A股两融交易,Wind
1766,2020-12-30,首单QFII融资融券业务太香了 头部券商、外资行都在抢,券商中国
1767,2020-12-29,QFII两融业务正式上线，A股或迎外资巨量“活水”,经济观察网
1768,2020-12-29,外资也可加杠杆！多家券商完成首单QFII融资融券业务,环球老虎财经
1769,2020-12-29,非银金融行业周报：资本市场深化改革 券商增量业务可期,新浪
1770,2020-12-29,600亿市值医药股爆出惊天“大瓜”？紧急公告怒怼,上证报
1771,2020-12-29,华泰证券为QFII/RQFII客户完成A股首批信用账户开立和交易,上证报
1772,2020-12-29,外资也可加杠杆，A股再迎千亿活水？,券商中国
1773,2020-12-28,非银金融行业周报：关注储蓄向投资转化政策利好 看好非银跨年机会,新浪
1774,2020-12-28,非银行金融 险企回归保障本源 重申加强资本市场投资端建设,财富动力网
1775,2020-12-28,【方正非银左欣然团队】政策助推行业高质量发展，布局非银估值低位,欣赏金融
1776,2020-12-28,华泰证券：中线继续以大宗为盾，以制造为矛,Wind
1777,2020-12-28,2020年最后4个交易日，关注5件大事,Wind
1778,2020-12-27,中信建投首只“参公”产品发售在即，投资经理自投百万,券商中国
1779,2020-12-27,布局2021，银行股还能上车吗？,资本邦
1780,2020-12-27,非银金融行业周报：基本面向好未改 估值回升可期,新浪
1781,2020-12-27,集齐了！20家券商年度策划报告来袭，A股牛年金股若隐若现,中证报
1782,2020-12-25,12月25日深市创业板活跃股公开信息,深交所
1783,2020-12-25,任泽平中国金融科技报告：面临4大趋势,泽平宏观
1784,2020-12-25,证券行业《关于证券公司主承销商独立开展主承销业务》点评：债市互联互通更进一步,新浪
1785,2020-12-25,A股融资融券日报：两融余额增加15.42亿元（ 12月24日）,Wind
1786,2020-12-25,机构调研热情不减，建筑电气等行业关注度高,Wind
1787,2020-12-24,智飞生物续约默沙东采购总额增166亿元 华泰证券看高至203元,重庆商报
1788,2020-12-24,2020年进击的证券业：“做大做强”万亿元规模券商诞生,Wind
1789,2020-12-24,2020年进击的证券业：“做大做强”万亿元规模券商诞生 “以攻为守”重塑行业新格局,证券日报
1790,2020-12-23,10万亿投行江湖，谁是2020年最大赢家？,中证报
1791,2020-12-23,六大券商首席+两大明星基金经理！八位大咖论道：如何把握银行股机会？,资本邦
1792,2020-12-23,渤海证券：看好券商板块明年的投资机会 持续看好龙头券商投资价值（附股）,证券时报网
1793,2020-12-23,又见新债“熔断”，转债风险暗涌,Wind
1794,2020-12-23,公募基金规模年内增3万亿元，百亿元级爆款基金多达40只,Wind
1795,2020-12-22,非银金融板块加速走弱，机构认为后续上涨动能充足丨牛熊眼,第一财经
1796,2020-12-22,非银金融行业周观点：中央定调资本市场供给侧方向 A股退市通道打通在即,新浪
1797,2020-12-22,A股新增投资者连续9个月破百万，什么信号？,券商中国
1798,2020-12-22,A股融资融券日报：两融余额增加74.58亿元（12月21日）,Wind
1799,2020-12-22,中证报头版：财政货币“双保险”，跨年流动性无忧,Wind
1800,2020-12-22,破冰！五家券商首获银行间市场独立主承销资格,证券时报
1801,2020-12-22,券商也可做“主角”！中金等5家券商首次获批可在银行间市场独立主承债券,Wind
1802,2020-12-21,中金等5券商传准独立主承银行间债务融资,Wind
1803,2020-12-21,【非银】退市规则修订征求意见，优化上市公司质量——非银金融行业周报——中性,渤海证券研究
1804,2020-12-21,逐鹿基金投顾业务，券商财富管理打响转型战,Wind
1805,2020-12-20,【方正非银左欣然团队】继续看好低估值、业绩反转较强的保险板块,欣赏金融
1806,2020-12-20,非银金融行业周报：人身险业扩面提质空间广阔 沪深交易所退市新规出台,新浪
1807,2020-12-20,券商点将台之三：谁是2020年最火券商股？,华夏时报
1808,2020-12-20,下周操盘攻略：布局跨年,Wind
1809,2020-12-20,"保证金产品公募化改造正式""发车"" 行业存量仍逾千亿",券商中国
1810,2020-12-19,煤炭白酒医药齐飞 主力割肉仁东控股,财富动力网
1811,2020-12-19,越秀房托15年：商业地产大变局,Wind
1812,2020-12-18,华泰证券：电力与新能源平衡压力增大，亟需市场机制护航,华泰证券
1813,2020-12-18,三生国健(688336.SH)：华泰证券首次覆盖给予“增持”评级，目标价32.5元(研报精要),格隆汇
1814,2020-12-17,华泰证券(601688.SH)：完成发行50亿元短期融资券,格隆汇
1815,2020-12-17,券商板块走强，机构认为明年相关投资机会来自两方面丨牛熊眼,第一财经
1816,2020-12-17,一万多个日夜，一场怎样的“伟大博弈”｜资本市场三十年,中国财富网
1817,2020-12-17,两个季度翻两倍，第二只千元股石头科技成色几何？15家券商高估值也撑不起股价！,时代在线
1818,2020-12-16,细分食品再创新高！“吃喝”主题炙热A股，首只食品ETF启动网上现金认购,资本邦
1819,2020-12-16,又见头部券商出招！13家分公司骨干同时大调整,券商中国
1820,2020-12-16,32股今日获机构买入评级7股上涨空间超20%,证券时报网
1821,2020-12-16,华创证券携手Wind，开展研报合作,Wind
1822,2020-12-15,14连跌终结，仁东控股“地天板”，撬板的21亿神秘资金来自何方？ 连续下跌,第一财经
1823,2020-12-15,3分钟，A股“最强绞肉机”变“印钞机”！19亿抄底资金浮盈4亿，谁在买？,每日经济新闻
1824,2020-12-15,华夏理财在Wind平台发布两大资产配置策略指数,Wind
1825,2020-12-15,致星科技(星云Clustar)受邀出席华泰金融科技投资峰会，共创智慧生态,凤凰网
1826,2020-12-15,【银河金融】2021年度策略：借制度及科技变革东风，塑金融发展新格局,中国银河证券研究
1827,2020-12-14,永赢基金王牌基金经理牛市遭遇滑铁卢，李永兴业绩表现不佳 盈利能力下降,新浪
1828,2020-12-14,仁东控股连续14个跌停后收关注函 两家机构“精准逃顶”，也有游资撬板“被埋” 连续下跌,每日经济新闻
1829,2020-12-14,这只新能源车霸主1年多股价暴涨10多倍 堪比网络股泡沫？,每日经济新闻
1830,2020-12-14,晚间重要公告2020年12月14日星期一,Wind
1831,2020-12-14,荣联科技(002642.SZ)控股股东王东辉解除质押1340.16万股,智通财经
1832,2020-12-14,荣联科技(002642.SZ)：控股股东将其所持1340.16万股完成解除质押后协议转让予戚晓霞,格隆汇
1833,2020-12-14,华泰证券(06886)境外子公司获伦交所做市商资格,智通财经
1834,2020-12-14,华泰证券：科技无界 赋能金融新生态,新浪
1835,2020-12-14,华泰证券：子公司获伦敦证券交易所做市商资格,e公司
1836,2020-12-14,华泰证券：子公司获伦敦证券交易所做市商资格,Wind
1837,2020-12-14,仁东控股为18家券商两融标的，14个跌停影响几何？,第一财经
1838,2020-12-14,12月14日深市创业板活跃股公开信息,深交所
1839,2020-12-14,顺周期行情熄火？跨年行情还有吗？龙头券商最新研判出炉,中证报
1840,2020-12-14,今年来已达3244亿元，券商债券融资净额同比翻番,Wind
1841,2020-12-13,21万亿市场如何瓜分？外资基金托管“狼来了”,Wind
1842,2020-12-13,下周操盘攻略：全年第三大解禁周来袭，近期调整无碍跨年行情,Wind
1843,2020-12-13,非银金融行业周报：信托资金结构持续优化 人身险行业大发展可期,新浪
1844,2020-12-12,【天风非银】2021年证券行业业务增量来自于哪？——2021年证券行业策略报告,新锐视角看金融
1845,2020-12-12,今年以来券商承销债券规模逼近10万亿元,Wind
1846,2020-12-12,【天风非银|深度】2021年证券行业策略报告：2021年证券行业业务增量来自于哪？,新锐视角看金融
1847,2020-12-11,“理性投资 远离非法证券期货陷阱”——华泰证券联合上交所开展投资者教育进社区活动,中国经济网
1848,2020-12-11,30家头部券商把脉A股明年大趋势，乐观派看高沪指至4800点,Wind
1849,2020-12-10,一私募基金狂跌50%，被“杀猪盘”彻底害惨了,中国基金报
1850,2020-12-10,深度*行业*证券行业券商板块11月数据点评：市场回暖股承增长 转板上市办法出台,新浪
1851,2020-12-10,多股大跌！大连圣亚连续5跌停，游资撬板“被埋”,每日经济新闻
1852,2020-12-09,共建创新生态，华泰证券力推全行业数字化转型,证券时报
1853,2020-12-09,共建创新生态 华泰证券举办2020金融科技投资峰会,中证网
1854,2020-12-09,涨涨涨！白酒股跨年行情已开始？下一个茅台在哪里？,Wind
1855,2020-12-08,白酒股太疯狂！19年涨396倍的茅台只能排第二,Wind
1856,2020-12-08,华泰证券(06886)：第六期公司债券品种一及品种二票面利率各为3.67%及3.79%,智通财经
1857,2020-12-08,华泰证券(06886.HK)公布2020年公开发行公司债(第六期)票面利率,格隆汇
1858,2020-12-08,非银金融行业周观点：监管重申提高直融比重 科创板迎审核新规日趋完善,新浪
1859,2020-12-08,非银金融行业周报：继续看好非银金融板块跨年行情,新浪
1860,2020-12-08,证券行业2021年度投资策略：进击与求变,新浪
1861,2020-12-07,机构“点名”茅台新高还在后面，白酒、食品与旅游“头部公司”酝酿跨年机会,红周刊
1862,2020-12-07,12月7日深市创业板活跃股公开信息,深交所
1863,2020-12-07,投资银行业与经纪业-每周一话：顺周期风格切换背景下 非银行业配置价值较优,新浪
1864,2020-12-07,为什么大咖都关注银行ETF?六大券商首席分析师给出答案!,财富动力网
1865,2020-12-07,【非银】保荐业务规则正式稿发布，资本市场改革持续推进——非银金融行业周报——中性,渤海证券研究
1866,2020-12-07,个股走强引关注 券商板块王者归来,财富动力网
1867,2020-12-06,【方正非银左欣然团队】政策加码券商、保险迎来春天,欣赏金融
1868,2020-12-06,券商承销规模超9万亿,券商中国
1869,2020-12-04,【研报掘金】资本市场处于历史发展机遇期 龙头逻辑仍是券商板块投资主线,证券时报网
1870,2020-12-04,证券行业2021年年度策略：融资端改革渐入佳境 投资端创新蓄势待发,新浪
1871,2020-12-04,非银行业深度报告-智能投顾专题报告：匹配需求 化繁为简,新浪
1872,2020-12-03,华泰证券：银行业转型变迁，天弘中证银行ETF投资价值显现,资本邦
1873,2020-12-03,“地震”的不止光大！券商首席上演离职魔幻大剧！有机构15万月薪挖人,21世纪经济报道
1874,2020-12-03,证券业拥抱新格局：修炼自身硬实力聚焦服务实体经济,中证报
1875,2020-12-02,2020中国证券公司金牛奖揭晓 华泰证券斩获十大金牛证券公司等五项大奖,中证网
1876,2020-12-02,中信证券、华泰证券等获得“十大证券公司金牛奖”,中证网
1877,2020-12-02,海通证券、华泰证券等获得“证券行业文化建设奖”,中证网
1878,2020-12-02,长沙银行构筑生态银行新玩法 ，获券商买入评级,21世纪经济报道
1879,2020-12-02,融资客青睐11股，广州发展买入占比高达54.15%,Wind
1880,2020-12-02,每日财报｜复星医药H股被增持华泰证券回购股份,搜狐
1881,2020-12-01,华泰证券(06886)累计回购约8809.1万股A股 涉资16.26亿元,智通财经
1882,2020-12-01,明阳智能现17笔大宗交易合计成交849.12万股,证券时报网
1883,2020-12-01,华泰证券(601688.SH)截至11月底已耗资16.26亿元回购A股,格隆汇
1884,2020-12-01,华泰证券：累计回购A股股份8809万股，支付16.26亿元,Wind
1885,2020-12-01,政策红利助力，券商板块有望迎来估值提升丨牛熊眼,第一财经
1886,2020-12-01,布局银行股跨年行情 天弘中证银行ETF ，12月7日发售1天,资本邦
1887,2020-12-01,证券行业重大事项点评：湘财股份定向增发预案公布事项点评,新浪
1888,2020-12-01,非银金融周报-新三板转板规则征求意见稿出台,新浪
1889,2020-12-01,大象起舞!机构看好大金融跨年机会,财富动力网
1890,2020-11-30,大象起舞，上证50创2008年2月以来新高,Wind
1891,2020-11-30,深度*行业*证券行业2021年度策略：金融科技重塑券业 财管+投投引领增长,新浪
1892,2020-11-30,【非银】转板上市征求意见，资本市场互联互通再进一步——非银金融行业周报——看好,渤海证券研究
1893,2020-11-30,百强龙虎榜营业部最新出炉，华泰、中信、国君霸占前三,券商中国
1894,2020-11-30,本周股市三大猜想及应对策略,财富动力网
1895,2020-11-30,行业转型升级 券商掀起“换帅潮” 董监高成员变化,国际金融报
1896,2020-11-30,两融余额5年后重回高峰 券商争相“砸钱”抢客,证券时报
1897,2020-11-30,两融更火了！连续34个交易日余额超1.5万亿，看齐上一轮牛市水平,券商中国
1898,2020-11-29,【方正非银左欣然团队】关注政策利好、长端利率加码下的非银板块,欣赏金融
1899,2020-11-28,基因工程研发商弈柯莱生物完成A+轮融资,亿邦动力
1900,2020-11-28,券商积极布局业务新蓝海，转融券余额今年来大增近10倍,Wind
1901,2020-11-27,湘财股份定向增发预案公布事项点评 | 证券行业重大事项点评【华创非银】,华创非银
1902,2020-11-27,华泰证券重大信息安全事件未报告 被出具警示函 金融监管处罚,新浪
1903,2020-11-27,深度*行业*非银金融行业周报：证券业前三季度业绩增长43% 期货市场开户迎新规,新浪
1904,2020-11-27,中美利差逼近历史最高水平 花旗预测美元或贬值20%,中金网
1905,2020-11-27,国内5G设备龙头将持续受益 我国5G推进进程全球领先,中国报告大厅
1906,2020-11-27,2021年证券行业投资策略报告：交投业务仍是未来主要看点,新浪
1907,2020-11-27,A股融资融券日报：两融余额减少30.77亿元（11月26日）,Wind
1908,2020-11-26,百万亿高端财富市场吸引券商“直道超车”，兴业证券“家办”升级一级部门，券商展业有哪些痛点与优势,财联社
1909,2020-11-26,券商股异动，机构：板块节前或将迎来短期躁动行情,第一财经
1910,2020-11-26,近日，江苏证监局公布的一则罚单显示，华泰证券因去年8月的一桩重大信息安全事件未报告，收到了警示函。 金融监管处罚,证券时报
1911,2020-11-26,华泰证券收江苏证监局警示函，因重大信息安全事件未报告 金融监管处罚,资本邦
1912,2020-11-26,重大信息安全事件未报告，这家头部券商接罚单！信息安全勿大意，这些券商也曾被罚 金融监管处罚,券商中国
1913,2020-11-26,华泰证券：当前金融监管主要是结构性加强，中长期利于降低风险溢价,Wind
1914,2020-11-25,因重大信息安全事件未报告 江苏证监局对华泰证券出具警示函 金融监管处罚,中国证券网
1915,2020-11-25,洋河股份再现10亿元大宗交易，华泰证券一营业部折价甩卖,第一财经
1916,2020-11-25,【平安金融】一、二级市场活跃，经纪、投行带动业绩大幅增长——证券行业三季报综述,逸赏金融
1917,2020-11-25,巨·个股 | 距年内高点一步之遥！是否还有机会冲击新高？看点在券商,巨丰财经
1918,2020-11-25,历年四季度绝对收益明显？聊聊银行股的正确投资姿势,新浪
1919,2020-11-25,华泰证券(06886)完成发行35亿元2020年公司债券(第五期),智通财经
1920,2020-11-25,华泰证券：宏观环境对有色、原油等顺周期大宗商品较为友好,Wind
1921,2020-11-25,券商股能否带领A股冲关？,Wind
1922,2020-11-24,超越奔驰！比亚迪、蔚来跻身全球车企市值榜前五,Wind
1923,2020-11-24,华泰证券2021宏观展望：经济再通胀；政策温和退出,Wind
1924,2020-11-24,华泰证券2021年宏观利率展望：在短期逆风中迎接中期转机,Wind
1925,2020-11-24,华泰证券2021年资产配置展望：从“全守全攻”到“强弱切换”,Wind
1926,2020-11-24,解盘：资金继续流入，锂矿、IGBT、半导体、充电桩领涨,Wind
1927,2020-11-24,【行情】证券板块异动拉升，国联证券拉升触板，中泰证券、中国银河、海通证券、华泰证券等跟涨,金十数据
1928,2020-11-24,华泰证券年度投资峰会：2021年经济继续渐次修复、温和通胀,中国经济网
1929,2020-11-24,年内券商对子公司“爱恨不一”，超12家增资3家减资,Wind
1930,2020-11-24,大机构开始“戒酒”，多家酒企发减持公告,证券时报
1931,2020-11-23,A股共发生96宗大宗交易成交23.27亿元（11月23日）,Wind
1932,2020-11-23,华泰证券：明年A股市场仍在“牛背”上，科创是投资核心变量,澎湃新闻
1933,2020-11-23,华泰证券今日大宗交易成交281.80万股，成交价19.06元溢价0.0%,Wind
1934,2020-11-23,华泰证券易峘：2021年中国名义GDP增速有望反弹至11.8%,中证网
1935,2020-11-23,"华泰证券现1笔大宗交易 共成交5,371.11万元",新浪
1936,2020-11-23,步科股份11月23日龙虎榜数据,证券时报网
1937,2020-11-23,11月23日深市创业板活跃股公开信息,深交所
1938,2020-11-23,两市午后冲高，券商股扛起大旗，机构称信用债违约涉及面有限 未按时兑付本息,第一财经
1939,2020-11-23,非银金融行业周报：金融委发声严处逃废债 继续看好保险板块机会,新浪
1940,2020-11-22,【方正非银左欣然团队】长端利率上行、负债拐点将至，保险即将迎来新局面,欣赏金融
1941,2020-11-21,不惧利空，资金回流天齐锂业 机构游资逢高抛售长安汽车,财富动力网
1942,2020-11-21,茅台重磅官宣：四季度直销4160吨！股价又起飞？,中国基金报
1943,2020-11-20,华泰证券谢春生：盈利越好的行业数字化程度越高,证券日报网
1944,2020-11-20,茅台重磅官宣：四季度直销4160吨！或超前三季总和，直接贡献收入115亿！周一又要拉升了？,证券时报网
1945,2020-11-20,"华泰证券现2笔大宗交易 共成交4,446.00万元",新浪
1946,2020-11-20,解盘：题材股活跃，新能源汽车、白酒、燃料电池、煤炭领涨,Wind
1947,2020-11-19,华泰证券(06886)：11月26日“18华泰G2”每手派息41.7元,智通财经
1948,2020-11-19,华泰证券(06886)：11月26日“18华泰G1”每手派息38.8元,智通财经
1949,2020-11-19,135家券商前三季度净利同比增长逾四成 这项业务立下大功,每经牛眼
1950,2020-11-19,净利润已超去年全年！135家券商前三季度大赚1327亿元，承销保荐业务收入同比增超70%，自营收入占比稳居首位,证券日报网
1951,2020-11-19,135家券商前三季度净利增长逾四成，承销保荐收入大增近73%！券商2020年业绩已达高位？,每日经济新闻
1952,2020-11-19,游资情报 | 7天6板！光大“金田哥”封板青青稞酒，“章盟主”助攻；深股通携手“荣超中心”封板中航飞机！,每日经济新闻
1953,2020-11-19,全体涨薪30%、应届生工资3.8万？多家券商回应,澎湃新闻
1954,2020-11-19,小酒涨疯了！今天白酒、黄酒、啤酒、鸡尾酒一齐上,上证报
1955,2020-11-19,民营企业占据江苏经济半壁江山 镇江发力推动企业上市，打造产业集群,华夏时报
1956,2020-11-19,史上第二稳！135家券商前三季度净赚1326亿,券商中国
1957,2020-11-19,证券行业2021年度投资策略：以科创板为鉴 市场深化改革全面提升券业发展空间,新浪
1958,2020-11-18,游资情报 | 次新银行演绎中金走势？“著名刺客”狂扫货；“方新侠”封板这只钛白粉股！,每日经济新闻
1959,2020-11-18,11月18日深市创业板活跃股公开信息,深交所
1960,2020-11-18,多家券商回应涨薪传闻：未收到通知，投行部可能涨,第一财经
1961,2020-11-18,机构称有逾60%上升空间 股东高管出手增持银行股,中投网
1962,2020-11-18,彭博与华泰证券启动全球战略合作,上证报
1963,2020-11-18,华泰证券与彭博宣布启动全球战略合作 开展数据、平台等方面合作,新浪
1964,2020-11-18,申万宏源2021年证券行业投资策略：投融资端改革并举 精选各业务线龙头,证券时报网
1965,2020-11-18,券商金融科技进化静水流深：不计成本投入风口期关闭，盈利导向已成赢约束,21世纪经济报道
1966,2020-11-18,A股融资融券日报：两融余额增加26.05亿元（11月17日）,Wind
1967,2020-11-17,华泰证券：长期看证券行业跨越腾飞逻辑不变 推荐中信证券、国泰君安和海通证券,证券日报网
1968,2020-11-17,江苏银行大宗交易成交609.86万股成交额3299.34万元,证券时报网
1969,2020-11-17,宝丰能源现23笔大宗交易均为折价成交,证券时报网
1970,2020-11-17,11月17日深市创业板活跃股公开信息,深交所
1971,2020-11-16,中信建投与腾讯官宣牵手，合作定制了哪些内容？董事长王常青：学互联网思维提升科创能力,财联社
1972,2020-11-16,*ST雪莱(002076.SZ)：控股股东被动减持575.09万股 减持股份,格隆汇
1973,2020-11-16,非银金融行业周观点：券商资管主动管理转型深入 险资股权投资松绑利好资产端长期表现,新浪
1974,2020-11-16,天齐锂业一度跌停，深股通大手笔买入，公司百亿贷款可能违约 违约失信,第一财经
1975,2020-11-16,11月16日深市创业板活跃股公开信息,深交所
1976,2020-11-16,华泰证券(06886)完成发行50亿元次级债券(第一期),智通财经
1977,2020-11-16,联手华为，联手阿里…“生态”正成券商发力金科关键词，联合成立创新实验室、金科子公司，各自收效如何,财联社
1978,2020-11-16,【方正非银左欣然团队】继续推荐低估值、顺周期的保险板块,欣赏金融
1979,2020-11-16,【非银】市场震荡调整，关注政策红利下券商板块投资机会——非银金融行业周报——看好,渤海证券研究
1980,2020-11-16,提前剧透！深交所未来工作重点来了,证券时报网
1981,2020-11-16,华泰证券：重申2021年对银行板块的“增持”评级,Wind
1982,2020-11-16,A股有望迎来史上第一次长牛！把握两条主线,券商中国
1983,2020-11-16,一个有效户成本上千元 砸钱获客券商还能有啥招？,证券时报
1984,2020-11-16,什么信号？券商2021校招刮起金融科技旋风，全行业IT投入不如一个大摩？NO！情况正在起变化,券商中国
1985,2020-11-15,【华创非银】非银金融周观察：取消险资财务投资股权行业限制，赋予更大能力空间,华创非银
1986,2020-11-15,又一外资巨头申请公募牌照！旗下基金产品早已布局A股五大行业,Wind
1987,2020-11-13,快讯：中资券商股集体走低 中金公司、华泰证券跌近5%,新浪
1988,2020-11-13,5股翻倍，白酒后市机会在哪？券商透露两大选股法宝,21世纪经济报道
1989,2020-11-13,券商私募资管“排名战”幕后：中信1.1万亿规模雄踞同业,21世纪经济报道
1990,2020-11-12,金徽酒一个多月暴涨2倍之谜：郭广昌“豪饮”，多个顶级游资席位现身，神秘席位惊现大手笔！,每经牛眼
1991,2020-11-12,皖仪科技(688600.SH)于华泰证券开立募集资金理财产品专户,智通财经
1992,2020-11-12,猝不及防，近5倍牛股连吃4个跌停！怎么回事？,e公司
1993,2020-11-11,行业升级，业务分化加剧 券商大自营维持首位占比三成,大众证券报
1994,2020-11-11,华泰证券(06886.HK)：2020年公开发行次级债券(第一期)票面利率为4.48%,格隆汇
1995,2020-11-11,今年双十一，下血本买它!也没人会说你败家!,资本邦
1996,2020-11-11,证券行业：经纪投行推高增长 全年业绩可期,财富动力网
1997,2020-11-11,金桥奖聚焦资本市场改革中国证券公司助力实体经济,投资者网
1998,2020-11-10,这8只个股机构预测上涨空间超30%,第一财经
1999,2020-11-10,【银华基金】交易日报 2020-11-10,新浪
2000,2020-11-10,机构推荐的好物清单来了 这只股8年涨近36倍,新浪
2001,2020-11-10,11月10日深市创业板活跃股公开信息,深交所
2002,2020-11-10,【兴证金融】证券业2021年策略：手把涛头，顺势而上,兴证金融
2003,2020-11-10,中国债券市场金融债发行日程一览（11月10日）,Wind
2004,2020-11-10,机构资金动向复盘：99股主力净流入超亿,证券时报网
2005,2020-11-10,中信建投：建议关注11月至来年春节前券商板块短期躁动的可能性,证券时报网
2006,2020-11-09,11月9日深市创业板活跃股公开信息,深交所
2007,2020-11-09,“牛市旗手”大涨，主力资金大幅涌入，关注龙头券商,第一财经
2008,2020-11-09,华泰证券(601688)：投行竞争力提升 投资收益亮眼,新浪
2009,2020-11-09,外资流入近200亿：科技股成绝对主线 券商股卷土重来,新浪
2010,2020-11-09,解盘：深成指创逾5年新高，电子、通信、计算机等板块领涨,Wind
2011,2020-11-09,【非银】券商三季度业绩整体较好，自营表现分化,爱建证券研究所
2012,2020-11-09,华泰证券：财富管理优势持续显现 投行业务收入显著改善,财富动力网
2013,2020-11-08,利率上行、健康险需求持续释放，助推保险估值恢复,欣赏金融
2014,2020-11-08,券商阵营变阵 “三中一华”地位加强 外资全面布局券商股,红周刊
2015,2020-11-08,股票质押规模10年首次下降，40家券商计提减值172亿,券商中国
2016,2020-11-08,华泰证券(601688)：资产加速扩表减值增加 经纪投行单季亮眼,新浪
2017,2020-11-07,大自营维持首位占比，延续业绩分化——上市券商2020年三季度业绩总结及展望,强思非银
2018,2020-11-07,华泰证券发布INCOS 3.0，为专业机构提供全流程综合金融服务,红周刊
2019,2020-11-06,华泰证券(601688)：业绩符合预期 科创企业储备进一步兑现,新浪
2020,2020-11-06,44股获券商买入评级，胜宏科技目标涨幅达57.06%,Wind
2021,2020-11-05,【天风非银】券商3季报综述：经纪与投行提振业绩，信用业务风险释放充分，全年业绩高增长可期！,新锐视角看金融
2022,2020-11-05,华泰证券2020年三季报点评：业绩符合预期，科创企业储备进一步兑现,中信建投非银金融研究
2023,2020-11-05,"今日共85只股票出现大宗交易, 明星营业部历史平均跑赢大盘8.23%",云掌财经
2024,2020-11-05,极速交易新标杆！华泰证券国内首发FPGA证券交易柜台系统,中国网
2025,2020-11-05,中金公司上市第四日再度收涨6.55%，机构爆买5.26亿元,Wind
2026,2020-11-05,前三季度券商业绩全面增长 机构:改革释放利好板块长期受益,证券时报网
2027,2020-11-05,相关业务向头部券商集中化明显 40家上市券商谁更有后劲？,羊城晚报
2028,2020-11-05,【研报掘金】前三季度券商业绩全面增长 改革释放利好券商板块将长期受益,证券时报网
2029,2020-11-05,国信证券：证券行业的政策环境和生态体系继续改善 维持“超配”评级,证券时报网
2030,2020-11-05,证券行业三季报综述及11月投资策略,国信研究
2031,2020-11-05,华泰证券资管新任刘博文为董事会秘书 原为产品部负责人,新浪
2032,2020-11-05,40家上市券商前三季营收3818亿元 支付职工现金956亿,中国经济网
2033,2020-11-05,中小券商自营业务收入占比稳步提升,中证网
2034,2020-11-04,证券行业三季报综述：一、二级市场活跃 经纪、投行带动业绩大幅增长,新浪
2035,2020-11-04,华泰证券完成QFII新规下全种类、全场景出借/借入交易,中国网
2036,2020-11-04,上金所公布黄金拆借品种参与机构名单,Wind
2037,2020-11-04,【兴证金融】证券业2020年三季报综述：Q3业绩再提速，行业景气度持续攀升,兴证金融
2038,2020-11-04,A股收盘综述：上证指数缩量小涨，中国人寿、君正集团领跌蚂蚁金服概念板块,Wind
2039,2020-11-04,加速布局PB业务一体化 华泰证券发布INCOS 3.0,证券时报
2040,2020-11-04,华泰证券：预计第四季度各家电子板块景气加速回升,Wind
2041,2020-11-03,华泰证券(601688)2020年三季报点评：财富管理优势持续显现 投行业务显着改善,新浪
2042,2020-11-03,A股风向标！10月以来产业资本减持额下降，“回购潮”仍持续,Wind
2043,2020-11-03,*ST雪莱(002076.SZ)：控股股东被动减持期届满 华泰证券及万和证券对其所持股份没有进行平仓处置 减持股份,格隆汇
2044,2020-11-03,华泰证券发布专业机构一体化服务平台INCOS 3.0 加速布局主经纪商业务,中证网
2045,2020-11-03,头部券商加速布局主经纪商业务，华泰证券发布INCOS 3.0,中国网
2046,2020-11-03,11月3日深市创业板活跃股公开信息,深交所
2047,2020-11-03,迈瑞医疗全球医械20强野望 价值长青之源来自哪里？,中国网
2048,2020-11-03,迈瑞医疗“一哥”效应 如何炼成？,红周刊
2049,2020-11-03,3只股票被多家券商重仓,财富动力网
2050,2020-11-03,自营收益不菲，券商“炒股”哪家强,Wind
2051,2020-11-03,民族品牌指数上涨1.15% 多股入选券商11月金股,上证报
2052,2020-11-02,华泰证券(601688)：Q3经纪和投行表现较好 信用减值增加拖累利润表现,新浪
2053,2020-11-02,冰火两重天：中金大涨、建投闪崩、国联跌停 券商股们发生了啥,新浪
2054,2020-11-02,华泰证券(601688)：3Q投行&资管增势优于行业；投融资资产齐增驱动杠杆率环比抬升,新浪
2055,2020-11-02,华泰证券：已累计回购A股股份8809.10万股 占公司总股本0.97%,中证网
2056,2020-11-02,非银金融行业周报：3季报符合预期 继续看好保险股投资机会,新浪
2057,2020-11-02,投资银行业与经纪业-2020Q3公募基金持仓点评：非银配置显着提升 保险券商持仓市值均有增加,新浪
2058,2020-11-02,华泰证券(06886)累计回购8809.1万股A股股份,智通财经
2059,2020-11-02,11月2日深市创业板活跃股公开信息,深交所
2060,2020-11-02,华泰证券：公司MSCI ESG评级提升至BBB级,e公司
2061,2020-11-02,中原证券：10月金股组合跌0.48% 11月荐股名单出炉,新浪
2062,2020-11-02,40公司获得增持评级-更新中,中财网
2063,2020-11-02,华泰证券：累计耗资16.26亿元回购公司股份,格隆汇
2064,2020-11-02,【国君非银】投融活跃助力券商Q3业绩超预期——2020年券商行业三季报业绩综述,欣琦看金融
2065,2020-11-02,“券商一哥”被“投行贵族”唱空：中信证券没跌停 中金也没涨停,中国经济周刊
2066,2020-11-02,A股收盘综述：指数平静下个股大分化，上证指数微红报收、中金公司首日涨31%,Wind
2067,2020-11-02,11月200只券商金股大梳理，哪类股热度最高,证券时报网
2068,2020-11-02,发生了什么？中金公司首日开板，A股券商板块走低，H股却上涨,证券时报网
