,2021-12-31,2021年十大牛股和熊股出炉，最牛股大涨566%,Wind
5290,2021-01-27,北向资金今日净卖出12.55亿元，白酒、新能源汽车、光伏股集体遭抛售,Wind
5291,2021-01-27,“酒庄”易方达主动降温！“公募一哥”张坤这只产品限购加码,中证报
5292,2021-01-27,五粮液：高端白酒普遍发力 数字化团购等助推业绩丨公司问答,第一财经
5293,2021-01-27,"五粮液现2笔大宗交易 共成交3,994.12万元",新浪
5294,2021-01-27,A股戒酒言之尚早，今年超7成个股下跌已是事实,Wind
5295,2021-01-27,颤抖吧！世界第三大酒庄主动限购，单日5000！,格隆汇
5296,2021-01-27,A股收评：三大指数小幅收涨，白酒继续大幅下跌 连续下跌,格隆汇
5297,2021-01-27,A股收盘综述：上证指数涨0.11%，创业板指探底回升,Wind
5298,2021-01-27,利空突袭！白酒暴跌2000亿，北向资金忙着卖出茅台五粮液，张坤们怎么办？ 连续下跌,中证报
5299,2021-01-27,“公募一哥”旗下基金收紧申购！抱团股大幅波动,证券时报网
5300,2021-01-27,分歧加剧，A股剧烈震荡！新能源有没有泡沫？白酒还香不香？北上资金似乎给出了答案,证券时报网
5301,2021-01-27,市场点睛：行情有些许超速 调整一下又何妨？,新浪
5302,2021-01-27,解盘：金融撑指数，网络游戏、网红经济、影视略涨,Wind
5303,2021-01-27,A股午盘综述：创业板指涨0.26%，盘中一度跌近2%,Wind
5304,2021-01-27,上海严打茅台加价:超1499元即没收 中国高端白酒行业投资前景分析,中研网
5305,2021-01-27,“酒庄”易方达按下减速键！10万申购额猛调至5000元，A股上演“敲打白酒”进行时,金融界
5306,2021-01-27,板块连续回调，水井坊营收净利双降，白酒行情能迎来第二春吗？ 盈利能力下降,第一财经
5307,2021-01-27,食品饮料行业：团购崛起促进厂商协销 白酒渠道加库存有望延续,新浪
5308,2021-01-27,食品饮料行业周专题：Q4基金食品饮料配置：持仓创新高 拥抱白酒、头部更明显,新浪
5309,2021-01-27,白酒股跌势不止，酒鬼酒逼近跌停,Wind
5310,2021-01-27,多只白马股放量跳水，天齐锂业、比亚迪、英科医疗、五粮液同步下挫,Wind
5311,2021-01-27,【食品饮料】4Q20食品饮料基金仓位点评：白酒备受青睐，食品饮料整体仓位继续上升,中银证券研究
5312,2021-01-27,招商基金评价|一览行业全貌，聚焦重点产品——主动投资偏股型基金四季报投资组合分析,招商定量任瞳团队
5313,2021-01-27,A股融资融券日报：两融余额减少91.71亿元（1月26日）,Wind
5314,2021-01-27,果然“顶流”！张坤、蔡嵩松、董承非等旗下老基金上榜,中国基金报
5315,2021-01-27,净买入近70亿后，北向资金开始抛售这只银行股（附名单）,21世纪经济报道
5316,2021-01-27,8股获基金持仓比例超20%，石头科技居首,Wind
5317,2021-01-27,沪指再次失守3600点，市场担心什么？,Wind
5318,2021-01-27,易方达基金经理张坤出圈的背后：业绩出色，基民群体年轻化,澎湃新闻
5319,2021-01-27,哪些股票基金抱团程度高？石头科技排第一,Wind
5320,2021-01-27,三线酒企业绩平平，北向资金开始“戒酒”,Wind
5321,2021-01-26,银行理财还是“保守型投资”？看其如何投资股市,上证报
5322,2021-01-26,连跌两周后，白酒股卷土重来？ 估值已达历史高位 机构提醒“要喝好酒”,每日经济新闻
5323,2021-01-26,“坤坤勇敢飞 ikun永相随”！易方达张坤彻底火了 白酒股却被砸懵了,e公司
5324,2021-01-26,被忽视的宝藏 | 宏赫优选20基金季度增减仓操作20Q4,新浪
5325,2021-01-26,世界三大知名酒庄，易方达独占一席，张坤彻底火了，白酒股却被砸懵了,证券时报网
5326,2021-01-26,A股缩量调整，再次失守3600点，市场担心什么？,Wind
5327,2021-01-26,北向资金 | 合计净流出35.41亿元，五粮液、贵州茅台、中国平安净卖出居前,上游新闻
5328,2021-01-26,“公募一哥”张坤股基变混基，释放什么信号？,中证报
5329,2021-01-26,北向资金今日净流出35亿元，净卖出五粮液11.15亿元,第一财经
5330,2021-01-26,北向资金今日净卖出35.41亿五粮液遭净卖出11.15亿,证券时报
5331,2021-01-26,北向资金今日净卖出35.41亿元，白酒股遭大幅抛售,Wind
5332,2021-01-26,【万联大消费|食品饮料】白酒行业动态点评：以往为鉴，紧握高端龙头静候旺季验证,陈雯消费深度研究
5333,2021-01-26,北向资金出逃35亿！两大利空信号预警，结构牛市还在否？,第一财经
5334,2021-01-26,盛视早参：分歧再现 高低切换或重演,新浪
5335,2021-01-26,国窖1573全国停止接单，春节旺季突然停货，国窖到底想干啥？,网易
5336,2021-01-26,"都说机构抱团,我们看看到底怎么个抱团,高端白酒的确是真爱",新浪
5337,2021-01-26,百度电商“一元秒杀”清单曝光：选品超100种 iPad、五粮液、SK-II在列,TechWeb
5338,2021-01-26,食品饮料行业：线上策略会反馈：相似不相同的春节旺季,新浪
5339,2021-01-26,多地政府发话：壮大白酒产业集群，白酒板块闻声暴涨超两千亿,南都报
5340,2021-01-26,【招商食品|专题】疫情反复，对21年白酒春节动销影响几何？,招商食品饮料
5341,2021-01-26,股价连续回调+市场被龙头进一步挤压 二三线白酒能否再度乘风破浪？,每日经济新闻
5342,2021-01-26,【中泰食品】2020Q4食品饮料基金持仓分析：板块超幅度扩大，白酒抱团再强化,食品饮料俱乐部
5343,2021-01-26,题材 | 多地白酒“十四五”规划出炉,中邮证券
5344,2021-01-26,A股早报2021年1月26日星期二,Wind
5345,2021-01-26,A股融资融券日报：两融余额增加71.43亿元（1月25日）,Wind
5346,2021-01-26,食品行业周报：2020年末生猪存栏量同比增长31.0%,新浪
5347,2021-01-26,消费行业周报：高端白酒批价持续坚挺 茅台多项政策控价稳市,新浪
5348,2021-01-26,龙头放量控价、名酒忙提价 旺季白酒“众生相”,佳酿网
5349,2021-01-26,持续高光 多路资本加码酒业“掘金”热,佳酿网
5350,2021-01-26,【白酒投资日报】洋河涨停、茅台创新高 白酒调整结束了？1.26,新浪
5351,2021-01-26,招商证券：疫情反复对21年白酒春节动销影响几何？,金融界
5352,2021-01-26,中信建投：短期波动不影响头部白酒企业成长逻辑，回调即是买点,Wind
5353,2021-01-26,熊牛市？一头茅台携沪指创新高，另一头3000股下跌,Wind
5354,2021-01-26,中信建投：短期波动不影响头部白酒企业成长逻辑 回调即是买点,e公司
5355,2021-01-26,中信建投：白酒调整即是买点 坚定看好头部白酒企业,证券时报网
5356,2021-01-26,指数涨个股跌A股抱团行情再上演,中证报
5357,2021-01-26,白酒股集体大涨 贵州茅台市值站上2.7万亿,证券时报
5358,2021-01-26,基金抱团最爱白酒 最近加速南下,金融投资报
5359,2021-01-26,日赚近1亿！“猪茅”业绩逆天，更有猪企净利暴增超1000倍，行业赚钱本领碾压科技、房地产,证券时报网
5360,2021-01-25,公募基金持股破5.2万亿：占全市场8% 七家公司持股超2000亿,新浪
5361,2021-01-25,抱团股大反攻，茅台“飞天”，明天还会继续“抱”吗?,第一财经
5362,2021-01-25,消费产业周报(2021.1.18-1.22)：鼓励就地过节 利好居家、线上、出口,新浪
5363,2021-01-25,A股再度“饮酒醉” 有的机构却变心了！“酒基”龙头在加仓哪些个股？,财联社
5364,2021-01-25,【主力资金】主力重金杀入3只大白马，买入资金超30亿元,证券时报网
5365,2021-01-25,基金抱团股大爆发！千家机构抱团万亿白马，刚刚创下新纪录，人工智能龙头被拿下三成筹码，业绩最猛名单出炉,证券时报网
5366,2021-01-25,食品饮料行业周报：白酒趋势未见改变 疫情反复必选相对受益,新浪
5367,2021-01-25,控货！国窖1573今起全国停止接单、2月配额取消,澎湃新闻
5368,2021-01-25,基金四季报收官：青睐白酒和新能源 加速布局港股,金融投资报
5369,2021-01-25,北向资金今日净买入19.31亿元，通威股份、阳光电源净买入额创历史新高,Wind
5370,2021-01-25,食品饮料酒水行业周报(2021年1月第4期)：贵州茅台多措并举稳价稳市 疫情反复对春节白酒影响或有限,新浪
5371,2021-01-25,"五粮液现1笔大宗交易 共成交13,258.98万元",新浪
5372,2021-01-25,机构今日大宗交易卖出泸州老窖、五粮液,Wind
5373,2021-01-25,抱团股更加团结！茅台创新高3000股却飘绿,Wind
5374,2021-01-25,食品饮料行业：疫情反复建议关注居家消费受益板块 白酒板块调整即是买点,新浪
5375,2021-01-25,食品饮料2020Q4基金持仓分析 占比稳居第一 白酒加配明显,新浪
5376,2021-01-25,水井坊连续上调单品零售价 监管部门警示过后白酒涨价之风再起？,和讯
5377,2021-01-25,各地白酒相关产业发展规划渐出 春节旺季来临白酒股再受追捧领涨,搜狐
5378,2021-01-25,基金最新重仓股嗨翻了 跟着基金经理抄作业靠谱吗？,新浪
5379,2021-01-25,酒类食品饮料行业：白酒的疫情影响以及恢复节奏,新浪
5380,2021-01-25,170万手封死跌停，网贷“小巨头”暴雷，大股东拟清仓！酱香型“科技股”大涨，基金抱团50强出炉,证券时报
5381,2021-01-25,"无悬念跌停 网贷""小巨头""暴雷！基金抱团50强出炉",证券时报
5382,2021-01-25,深度|百亿爆款基份额缩水一半，新基金加速“输血”老基金,第一财经
5383,2021-01-25,机构半日净流入近141亿元 五粮液大获青睐,第一财经
5384,2021-01-25,洋河、古井涨停，今日白酒股轮动式回补,第一财经
5385,2021-01-25,解盘：锂矿、白酒、稀土板块大幅拉升,Wind
5386,2021-01-25,白酒股强势反弹，四季度公募“最爱”白酒，板块后市怎么走,第一财经
5387,2021-01-25,安信策略分析公募基金四季报：重仓贵州茅台、五粮液 分居一、二位,第一财经
5388,2021-01-25,白酒板块涨幅继续扩大，古井贡酒冲击涨停,Wind
5389,2021-01-25,酒类股发力拉升，洋河股份涨停，贵州茅台涨逾3%,证券时报网
5390,2021-01-25,【招商食品|最新】资产为王：食品饮料行业周报,新浪
5391,2021-01-25,预计头部酒企今年一季度业绩会明显好于去年同期 未来高端白酒品牌市场消费需求预测,中研网
5392,2021-01-25,优秀的公募基金经理都买了什么公司？,雪球
5393,2021-01-25,北向资金一周动向盘点：连续买入金融股,Wind
5394,2021-01-25,A股融资融券日报：两融余额减少11.18亿元（1月22日）,Wind
5395,2021-01-25,十大“顶流”基金公司重仓股大曝光：易方达、汇添富、广发,中国基金报
5396,2021-01-25,白酒行业涨价的五种类型和三大逻辑,佳酿网
5397,2021-01-25,公募基金前50大重仓股曝光：贵州茅台、五粮液分居一、二,e公司
5398,2021-01-25,"十大""顶流""基金公司重仓股大曝光！白酒股占比最高",第一财经
5399,2021-01-25,中金公司：市场对白酒公司业绩增长预期有所降低，板块整体回调,Wind
5400,2021-01-25,重磅！2万亿茅台又有大消息、科技股迎利好,Wind
5401,2021-01-25,食品饮料行业专题研究：还原一个真实的春节旺季 豫鲁白酒渠道调研反馈,新浪
5402,2021-01-25,高仓位“抱团”风格强化，基金老将警惕“口号式”投资,Wind
5403,2021-01-25,去年四季度TPO50主动权益类基金，前十大重仓股平均换股3.7只,Wind
5404,2021-01-25,基金抱团持股名单出炉 前十大重仓股平均换股3.7只,证券日报
5405,2021-01-24,去年四季度TPO50主动权益类基金 前十大重仓股平均换股3.7只,证券日报
5406,2021-01-24,【方正食饮210124】疫情影响春节消费结构，短期关注“享受型”宅家消费,虎哥的研究
5407,2021-01-24,招商策略：A股上行动力自我加强,招商策略研究
5408,2021-01-24,北上资金重点加仓名单出炉！12股新纳入沪深股通标的,证券时报网
5409,2021-01-24,基民猛追的百亿爆款新基金，建仓买了这些股！,Wind
5410,2021-01-24,首次大曝光！基民猛追的百亿爆款新基金，建仓买了这些股！（名单）,中国基金报
5411,2021-01-24,冲击“百亿俱乐部”被上交所“打脸”，今世缘省内省外遭围堵,腾讯网
5412,2021-01-24,周末要闻2021年1月24日星期日,Wind
5413,2021-01-24,重磅！新晋公募一哥张坤，用千亿基金都买了这些公司,格隆汇
5414,2021-01-24,今年超火爆新募基金会建仓哪些票？这里有迹可循,上证报
5415,2021-01-24,【开源食饮】2020Q4基金加仓食品饮料，疫情春节影响无须悲观——行业周报,宇光看食饮
5416,2021-01-24,【开源食饮】2020Q4基金加配食品饮料，白酒持仓再创新高——行业点评报告,宇光看食饮
5417,2021-01-24,多地强化白酒产业发展，茅台、五粮液等有重要使命,Wind
5418,2021-01-24,北向资金新动向曝光：连续三周卖白酒买金融（附表）,21世纪经济报道
5419,2021-01-24,基金2020年四季报点评：行业配置朝均衡微调,新浪
5420,2021-01-24,长周期业绩领先，看五大顶流基金经理持仓新动向！,Wind
5421,2021-01-24,【招商食品|最新】疫情降低预期，逢低加大布局,招商食品饮料
5422,2021-01-24,基金持股集中度持续上升，重仓股TOP5有这些,券商中国
5423,2021-01-24,北向资金大调仓！狂买市值1.29万亿巨头,中证报
5424,2021-01-24,中低端白酒：如何判别投资价值？,新浪
5425,2021-01-24,解密公募四季报：增持24只标的超1亿股 “抱团”转向顺周期板块,北京商报
5426,2021-01-23,北向资金最新动向曝光：连续三周甩卖白酒股，加仓金融股（附名单）,21世纪经济报道
5427,2021-01-23,公募基金2020年四季度高仓位运作，最爱茅台还加仓这些股,澎湃新闻
5428,2021-01-23,北向资金丨本周扫货重点曝光 五粮液遭净卖出36亿元,第一财经
5429,2021-01-23,公募基金去年盈利首超2万亿，重仓股浮出水面,Wind
5430,2021-01-23,加码新能源和国产替代，基金四季报透露投资新动向,Wind
5431,2021-01-23,北上资金连续12周净买入，左手卖酒右手“存”银行,Wind
5432,2021-01-23,2020年基金迎来“大丰收”,Wind
5433,2021-01-23,北上资金连续12周净买入 左手卖酒右手“存”银行,证券时报
5434,2021-01-22,A股资金面日报：资金撤离电子等行业 北向资金本周净买入96.08亿元,中金在线
5435,2021-01-22,来抄基金经理的“作业”,新浪
5436,2021-01-22,北向资金 | 合计净流出20.19亿元，五粮液、宁德时代、伊利股份、京东方Ａ净卖出居前,上游新闻
5437,2021-01-22,明星经理四季报大曝光 董承非说市场已经演变为“口号式”投资,新浪
5438,2021-01-22,北向资金结束连续12天净流入状态，抛售五粮液11.25亿元,第一财经
5439,2021-01-22,北上资金净流出20.20亿 五粮液净卖出11.25亿,新浪
5440,2021-01-22,北向资金今日净卖出20.2亿元，五粮液、宁德时代、伊利股份卖出额居前,Wind
5441,2021-01-22,低成本布局消费升级 工银消费服务ETF顺势全面发行,证券日报网
5442,2021-01-22,"五粮液现3笔大宗交易 共成交4,555.72万元",新浪
5443,2021-01-22,谢治宇、董承非等十大明星经理重仓股大曝光,中国基金报
5444,2021-01-22,快讯 | 重磅！公募基金2020年四季报披露完毕，最新前50大重仓股曝光！,每日经济新闻
5445,2021-01-22,抄作业的机会来了！各大金牌基金经理持仓和调仓曝光,新浪
5446,2021-01-22,五粮液集团现代装备产业示范基地开工,中国白酒网
5447,2021-01-22,什么信号？早盘北向资金转为净流出,上证报
5448,2021-01-22,明星基金投资风格多样：刘格菘五成资金重仓5股,券商中国
5449,2021-01-22,A股早报2021年1月22日星期五,Wind
5450,2021-01-22,A股融资融券日报：两融余额增加110.85亿元（1月21日）,Wind
5451,2021-01-22,沪指再上3600点，明星基金持仓曝光,Wind
5452,2021-01-22,【白酒投资日报】白酒再度大涨 劲牌欲借壳青青稞酒？2021.1.22,新浪
5453,2021-01-22,偏爱白酒新能源多位基金大咖重仓股亮相,中证报
5454,2021-01-22,21万亿元险资，今年最看好A股消费龙头,Wind
5455,2021-01-21,首位千亿级公募基金经理诞生，管理规模半径由何决定？,第一财经
5456,2021-01-21,明星基金调仓记：傅鹏博、张坤、刘彦春、刘格菘等四季报起底,21世纪经济报道
5457,2021-01-21,沪指、创业板齐创五年新高！股民彻底沸腾：明星投资大佬调仓记录曝光！但盲目抄作业的很多都亏钱了？,21世纪经济报道
5458,2021-01-21,易方达三剑客管理资金超2200亿：张坤、萧楠、陈皓新进颐海国际,新浪
5459,2021-01-21,公募明星“舵手”最新持仓曝光部分增持港股、“喝酒”仍是最爱,北京商报
5460,2021-01-21,景顺长城余广：2021年将是一个“稳货币+紧信用”的环境,新浪
5461,2021-01-21,刚刚，首位千亿基金经理诞生！十大明星经理重仓股大曝光（附名单）,证券时报网
5462,2021-01-21,深股通连续13日净卖出五粮液累计净卖出73.34亿元,证券时报网
5463,2021-01-21,明星基金经理最新持仓浮出水面！“四冠王”赵诣大幅加仓新能源股，刘彦春增持贵州茅台和五粮液,新浪
5464,2021-01-21,豪言15年内超越茅台！股价一年涨3倍，山西汾酒凭什么？,搜狐
5465,2021-01-21,明星基金经理重仓股大曝:含傅鹏博、张坤、刘格菘、赵诣等,中国基金报
5466,2021-01-21,A股收盘：沪深两市创五年新高 白酒股反弹 五粮液涨超4%,证券之星
5467,2021-01-21,十大明星经理重仓股曝光！刘格菘4基金顶格买入一股,中国基金报
5468,2021-01-21,超重磅！刚刚，首位千亿基金经理诞生！傅鹏博、张坤、刘格菘、刘彦春、冯波、赵诣等十大明星经理重仓股大曝光！,中国基金报
5469,2021-01-21,明星基金调仓曝光！“四冠王”赵诣大幅加仓新能源股，萧楠半数仓位在白酒股,中证报
5470,2021-01-21,白酒行业春节专题报告系列一：疫情对白酒春节旺季表现影响几何？,新浪
5471,2021-01-21,【行情】白酒板块拉升，金徽酒封涨停板，青青稞酒涨超8%，金种子酒涨超5%，山西汾酒、泸州老窖、五粮液涨超4%，茅台张近2%,金十数据
5472,2021-01-21,白酒拉升金徽酒涨停五粮液涨超4%,格隆汇
5473,2021-01-21,陈光明旗下基金调仓曝光！赵诣、傅鹏博加仓新能源,中证报
5474,2021-01-21,陈光明旗下基金调仓曝光！“四冠王”赵诣大幅加仓新能源股，刘格菘股票仓位创新高,中证报
5475,2021-01-21,胡润品牌榜：工行和建行跌出十强 分列第15名和第19名,新浪
5476,2021-01-21,睿远基金最新持仓：这些股新进仓位前十，称今年回报可能会下降,澎湃新闻
5477,2021-01-21,胡润品牌榜：贵州茅台品牌价值超万亿 超上榜其余酿酒品牌之和1倍,新浪
5478,2021-01-21,华龙内参2021年第14期 总第845期,新浪
5479,2021-01-21,白酒板块拉升贵州茅台、五粮液涨超2%,格隆汇
5480,2021-01-21,刚刚，首位千亿基金经理诞生！十大明星经理重仓股大曝光（附名单）,中国基金报
5481,2021-01-21,A股融资融券日报：两融余额增加72.63亿元（1月20日）,Wind
5482,2021-01-21,【食饮】疫情反复成扰动因素 景气赛道为当前首选——食品饮料行业周报——中性,渤海证券研究
5483,2021-01-21,消费行业周报：茅台批价抬升显着 预计春节将加大投放量,新浪
5484,2021-01-21,刘格菘、萧楠、刘彦春等投资大佬最新持仓曝光,上证报
5485,2021-01-21,明星基金经理四季报来了：高仓位运作，调仓分歧大,澎湃新闻
5486,2021-01-21,【招商食品】五粮液：开局十四五确定性强，回调中布局,招商食品饮料
5487,2021-01-21,调仓分歧大基金四季报“干货”曝光,中证报
5488,2021-01-21,调仓分歧，大基金四季报“干货”曝光,Wind
5489,2021-01-20,白酒股大反弹前兆？五粮液万元高端白酒一秒售罄,搜狐
5490,2021-01-20,3个月仓位猛打至90%！知名基金经理调仓动向曝光,中证报
5491,2021-01-20,3个月仓位猛打至90%！袁芳、李晓星、焦巍等知名基金经理调仓动向曝光，对白酒股分歧大,中证报
5492,2021-01-20,大消费组周观点：短期回调不改长期逻辑 关注高景气细分行业,新浪
5493,2021-01-20,一线白酒股扩大升幅，贵州茅台、五粮液、山西汾酒、泸州老窖纷纷拉涨,Wind
5494,2021-01-20,操盘必读｜北向资金狂卖茅台五粮液；宝钢股份拟40亿元回购；去年1800万投资者跑步入场；美股上涨欧股下跌,上游新闻
5495,2021-01-20,私募悄然调仓，这些板块成新掘金方向,中证报
5496,2021-01-20,元隆雅图(002878)2020年业绩预告点评：各业务齐头并进 冬奥临近特许开始发力,新浪
5497,2021-01-20,A股融资融券日报：两融余额增加19.96亿元（1月19日）,Wind
5498,2021-01-20,北向资金持续净买入 缘何青睐银行股？,21世纪经济报道
5499,2021-01-20,策略专题报告：“需求侧管理与消费升级”投资机会挖掘电话会议纪要,新浪
5500,2021-01-20,食品饮料行业周报：白酒当下的三个问题,新浪
5501,2021-01-19,重要信号：张坤大幅调仓？买白酒的要小心了,新浪
5502,2021-01-19,白酒真扛不住？“茅五”被外资卖惨了！但这个板块突然集体大爆发,证券时报网
5503,2021-01-19,A股已到“酒醒”时分？机构仍喊“紧抱白酒龙头”丨牛熊眼,第一财经
5504,2021-01-19,五粮液晋升为宜宾商行第一大股东 曾陷P2P万盈金融爆雷风波,新浪
5505,2021-01-19,北向资金今日净卖出贵州茅台12.22亿元、五粮液10.43亿元,中金在线
5506,2021-01-19,茅台史上最大利空？但斌“戒酒！”机构：继续紧抱白酒,券商中国
5507,2021-01-19,金融市场流动性与监管动态周报：公募基金发行持续扩张 MLF缩量不改稳货币,新浪
5508,2021-01-19,北向资金净买入9.18亿元贵州茅台、五粮液均遭净卖出超10亿元,格隆汇
5509,2021-01-19,北向资金今日净买入9.18亿元，抱团白马股持续遭抛售,Wind
5510,2021-01-19,易方达冯波持仓业绩评测：2020Q3大幅增持港股 减持茅台、五粮液 减持股份,新浪
5511,2021-01-19,食品饮料行业周报：不必过分担心春节动销 名酒建议逢低买入,新浪
5512,2021-01-19,飞天茅台100％开箱背后的两重局 变相提价＋打压其他名酒,腾讯网
5513,2021-01-19,A股机构抱团现象会否瓦解,中国商报
5514,2021-01-19,白酒行业：疫情反复可能影响春节白酒消费,新浪
5515,2021-01-19,“造车”、“卖纸”、“开银行”？不差钱的五粮液除了卖酒还做啥？,和讯
5516,2021-01-19,什么情况？科技巨头涨停，4大千亿白马股却集体崩了,中国基金报
5517,2021-01-19,食品饮料行业：疫情局部抬头 继续坚定看好核心赛道龙头,新浪
5518,2021-01-19,食品饮料行业周观点报告：理性看待白酒板块回调 紧握高端龙头配置时机,新浪
5519,2021-01-19,食品饮料酒水行业周报(2021年1月第3期)：白酒板块风格短暂切换 优质标的或迎配置时机,新浪
5520,2021-01-19,食品行业周报：12月猪肉价格环比回升6.5％,新浪
5521,2021-01-19,透过9家酒企“十四五”规划 酒业下一个五年将如何走？,佳酿网
5522,2021-01-19,A股融资融券日报：两融余额增加91.11亿元（1月18日）,Wind
5523,2021-01-19,研究 | 郎酒股份：浓酱香“通吃”遇窘境 宣传蹭茅台定位或“扯虎皮”,中金在线
5524,2021-01-19,北上择时调仓，南下抱团新经济,Wind
5525,2021-01-19,市值破万亿 “不差钱”的五粮液除了卖酒还做啥？,网易
5526,2021-01-19,食品饮料行业报告：白酒回调需抽丝剥茧 长期逻辑值得坚守,新浪
5527,2021-01-19,单日狂卖超2300亿，易方达重仓股曝光,证券时报网
5528,2021-01-19,北向资金连续爆买，近10亿资金扫货银行股，这只加仓最狠（附股）,21世纪经济报道
5529,2021-01-19,彻底卖疯！这个基金火了，单日狂卖超2300亿，易方达重仓股曝光，持仓茅台等白酒赚嗨了！证监会：坚决防范企业过度融资,证券时报网
5530,2021-01-18,2020年A股年报披露即将启幕，超半数预披露公司业绩预喜,21世纪经济报道
5531,2021-01-18,五粮液“不差钱”：入主银行 又造车还造纸,新浪
5532,2021-01-18,周谈|Weekly Talk：疫情反复需冷静甄别，食品关注龙头稀缺性溢价,食品饮料光头阳线
5533,2021-01-18,入主银行、又造车还造纸 市值破万亿的五粮液“不差钱”,新浪
5534,2021-01-18,白酒抱团联盟松动：多只基金回撤超8% 经理们开始调仓换股,新浪
5535,2021-01-18,首席观点：2020年新能源汽车市场“翘尾”收官,新浪
5536,2021-01-18,消费产业2020年12月社零数据点评：社零增速回落 但消费修复趋势继续,新浪
5537,2021-01-18,消费产业周报：疫情影响预计可控 建议维持配置,新浪
5538,2021-01-18,数据解盘|今日北向资金合计净流入44.85亿元 电子元件板块受主力资金青睐,新浪
5539,2021-01-18,今世缘预计2020年净利润为15.5亿元左右 白酒龙头企业加速推进全国化布局,新浪
5540,2021-01-18,北向资金今日净流入16亿元，净卖出五粮液12.02亿元,第一财经
5541,2021-01-18,北向资金今日净买入16.37亿元，招商银行连续9日净买入,Wind
5542,2021-01-18,抱团白酒松动 多只基金净值回撤超8%,金融投资报
5543,2021-01-18,"五粮液现2笔大宗交易 共成交1,230.50万元",新浪
5544,2021-01-18,五粮液晋升宜宾商行第一大股东 酒企“含银量”提升,21世纪经济报道
5545,2021-01-18,食品饮料行业周报：茅台批价再现历史新高 白酒牛市根基仍存,新浪
5546,2021-01-18,时代数读|白酒输血地方财政图鉴：充实社保基金、地方化债“主力军”,时代在线
5547,2021-01-18,策略周报：流动性预期趋于稳定 新能源车产业链领涨,国海证券
5548,2021-01-18,【招商食品|最新】白酒归核，食品聚首：食品饮料行业周报,招商食品饮料
5549,2021-01-18,A股融资融券日报：两融余额减少24.91亿元（1月15日）,Wind
5550,2021-01-18,五粮液加持宜宾商业银行，晋升第一大股东，天风证券退居老五,券商中国
5551,2021-01-18,消费升级 高端酒价格一路上行,佳酿网
5552,2021-01-18,北向资金一周动向盘点：低估值、高成长两条主线,Wind
5553,2021-01-18,中信证券：白酒短期震荡，期待旺季验证后再次凝聚共识,Wind
5554,2021-01-18,中信证券：维持五粮液股票“买入”评级,e公司
5555,2021-01-18,五粮液（000858）：2021开门红确定性高，节奏明朗&长远清晰,中信证券研究
5556,2021-01-18,白酒｜短期震荡，期待旺季验证后再次凝聚共识,中信证券研究
5557,2021-01-18,年报披露本周拉开序幕 龙头公司盈利能力强大,财富动力网
5558,2021-01-18,A股成交额连续十日超万亿的背后,上证报
5559,2021-01-18,证券时报头版：2020上市公司业绩轮廓初显，医药生物表现亮眼,Wind
5560,2021-01-18,这些基金主要买龙头股,中国基金报
5561,2021-01-18,城市市值排行榜：北深沪杭广“站稳”五强 无锡首进前十,证券时报
5562,2021-01-17,道达投资手记：资金向科技股转移 价值投资全球通行,每日经济新闻
5563,2021-01-17,【开源食饮】资金换仓致使白酒板块波动，行业向好趋势不改——行业周报,宇光看食饮
5564,2021-01-17,【二三线排行榜】茅台五粮液立功，仁怀市夺冠，宜宾市排第三，无锡、宁波破万亿大关,证券时报
5565,2021-01-17,【中泰食品】周思考3：绝味第二增长曲线以及重啤大城市战略值得期待,食品饮料俱乐部
5566,2021-01-17,北向资金周度解析(2021年1月11日-01月15日),新浪
5567,2021-01-17,深圳上海彻底火了：市值狂增8万亿！这9大城市，首次突破1万亿,中国基金报
5568,2021-01-17,"重磅榜单！深圳上海彻底火了:市值狂增8万亿！更有这9大城市 首次突破1万亿 无锡、宜宾最""亮眼""",中国基金报
5569,2021-01-17,【招商食品|最新】资产为王：食品饮料行业周报,招商食品饮料
5570,2021-01-17,北向资金大幅抢筹A股 连续11周净买入 本周大笔买入“面板双雄”（附股）,21世纪经济报道
5571,2021-01-16,北向资金大幅抢筹A股，连续11周净买入，本周甩卖白酒股，加仓银行股（附名单）,21世纪经济报道
5572,2021-01-16,北向资金丨本周扫货重点曝光 招商银行获净买入超30亿元,第一财经
5573,2021-01-15,酒逢国资千杯少：白酒“输血”地方财政图鉴,腾讯网
5574,2021-01-15,背靠五粮液母公司，宜宾纸业收获8连板，去年亏了近1.7亿 亏损,奥一网
5575,2021-01-15,“顶级资产”台积电市值=茅台+五粮液！历史最佳季报出炉后股价再创新高 280亿加码先进制程震惊半导体圈,金融界
5576,2021-01-15,银行股一天涨1800亿，抱团股波动加剧，撤退还是进攻？,券商中国
5577,2021-01-15,北向资金今日净买入8.01亿元，银行股、保险股遭抢筹,Wind
5578,2021-01-15,8天8涨停！这只牛股背后大股东竟是五粮液,中国基金报
5579,2021-01-15,聊一聊市场上两级分化的板块,新浪
5580,2021-01-15,五粮液(000858)公司动态点评：批价依旧坚挺 团购涨价在即,新浪
5581,2021-01-15,A股收盘综述：上证指数探底回升涨0.01%，宁德时代等抱团股反弹,Wind
5582,2021-01-15,五粮液、洋河股份先后翻红，白酒板块尾盘继续回弹,Wind
5583,2021-01-15,泸州老窖(000568)动态点评：业绩符合预期 浓香鼻祖“十四五”再出发,新浪
5584,2021-01-15,华龙内参2021年第10期 总第841期(电子版)：指数跌 个股涨,新浪
