,2021-12-31,晨光文具荣获2021雇主品牌创意大奖及αi优质职场卓越价值共创奖,美通社
1178,2020-08-02,周观点|继续关注具备供应链渠道优势的跨境电商标的,轻工二级圈
1179,2020-08-01,石头科技||股权激励草案出台，绑定核心员工利益,吕明可选消费研究
1180,2020-08-01,【申港家电】干衣机在衣物烘干需求下的导入普及 ——家用电器行业周报W31,一超家电研究
1181,2020-08-01,一周沪深股通动向曝光：这30只个股净买入最多，财通证券、招商证券、华新水泥、海螺水泥上榜（附名单）,每日经济新闻
1182,2020-08-01,股价创历史新高股一览,证券时报网
1183,2020-07-31,太阳纸业||成长属性穿越周期，林浆纸一体化打造龙头优势,吕明可选消费研究
1184,2020-07-31,祖孙三代收藏1万多个卷笔刀有什么用？2020年学生文具市场发展现状调查,中研网
1185,2020-07-31,兴全合宜规模腰斩后渐稳 谢治宇加仓医药减持地产,新浪
1186,2020-07-30,健盛集团||2020H1业绩受疫情影响较大，下半年有望迎来显著改善,吕明可选消费研究
1187,2020-07-28,投资者提问：董秘您好，由于上半年新冠肺炎疫情影响，是不是网络销售金额增加了,新浪
1188,2020-07-27,中证指数公司：8月6日发布中证兴业证券ESG盈利100指数,Wind
1189,2020-07-27,家电轻工行业周报：紧握地产和新消费两条投资主线 全棉时代母公司IPO过会,华安证券
1190,2020-07-27,中信建投稳利A基金最新净值跌幅达1.80％,金融界
1191,2020-07-27,中信建投睿信灵活配置混合C基金最新净值跌幅达4.35％,金融界
1192,2020-07-27,中信建投睿溢混合C基金最新净值跌幅达1.79％,金融界
1193,2020-07-27,【东兴大消费】周观点7月第4期：市场震荡回调，建议关注中报确定性细分龙头,东兴社服
1194,2020-07-26,【华创轻工】轻工制造行业跟踪报告：Q2基金持仓轻工制造占比再提升，建议关注景气度提升的造纸和家居细分行业,风轻龙跃
1195,2020-07-26,纺服周观点||本周再推开润股份，建议关注“后疫情”时期业绩弹性较大公司,吕明可选消费研究
1196,2020-07-26,【天风轻工】周观点：外销家居持续兑现前期拐点逻辑，看好造纸旺季提价持续性，本周专题：出口家居行业拐点显现,轻工翔谈
1197,2020-07-26,轻工制造行业周报：新型烟草海外Q2继续增长 建议关注思摩尔国际,新浪
1198,2020-07-26,周观点|跨境电商趋势有望延续，关注办公家居产业链,轻工二级圈
1199,2020-07-24,纸与林木产品专题报告：Q2公募持仓轻工比例略有下降 关注景气度向上的细分赛道,新浪
1200,2020-07-23,2020年二季度轻工板块基金持仓分析：轻工行业配置比例环比下降 龙头企业更受机构青睐,新浪
1201,2020-07-23,开润股份||预计业绩拐点将至，C2M模式助力2B/2C业务双翼齐飞,吕明可选消费研究
1202,2020-07-21,家电周观点||继续看好扫地机及厨房小家电，新增推荐九阳股份,吕明可选消费研究
1203,2020-07-21,公募化改造资管产品二季报出炉，重仓股名单曝光！三季度他们打算这么做！,每日经济新闻
1204,2020-07-21,轻工行业2020年中期投资策略：聚焦造纸和家居 把握消费成长确定性,新浪
1205,2020-07-20,思摩尔国际||二季度业绩快速修复，2020H1经调整纯利超出预期,吕明可选消费研究
1206,2020-07-20,家电轻工行业周报：地产回暖 关注下半年后周期业绩兑现,华安证券
1207,2020-07-20,【东兴大消费】周观点7月第3期：中报临近关注各行业确定性细分龙头，白酒无惧回调坚定看好,东兴社服
1208,2020-07-20,【申港家电】个护市场发展下电动牙刷迎契机——家用电器行业周报W29,一超家电研究
1209,2020-07-19,周观点|家居需求边际修复，精装链订单向好,轻工二级圈
1210,2020-07-19,家电周观点||6月社零数据继续好转，布局业绩高确定性小家电,吕明可选消费研究
1211,2020-07-19,轻工周观点||文化办公用品增速回升，继续推荐消费电子包装,吕明可选消费研究
1212,2020-07-19,纺服周观点||社零数据边际改善，线下渠道持续复苏,吕明可选消费研究
1213,2020-07-17,6月社零数据点评：6月可选消费增速进一步提升 预计后续呈现缓慢恢复的趋势,新浪
1214,2020-07-17,轻工制造行业2020年下半年投资策略：B端业务拉动家具需求，浆价低位运行增加纸企业绩弹性，维持“推荐”评级,民生证券
1215,2020-07-17,家电轻工：6月地产新开工高增，家电快速恢复，轻工必选消费表现靓丽,格隆汇
1216,2020-07-17,中信建投睿溢混合A基金最新净值跌幅达2.60％,金融界
1217,2020-07-17,A股连续三日回调大消费板块成抗跌股集中营,证券时报
1218,2020-07-16,6月社零数据点评：消费持续回暖，地产新开工强劲复苏；办公用品和化妆品景气度向好，线上表现突出【华西轻工徐林锋团队】,轻工锋尚
1219,2020-07-16,思摩尔国际||乘新型烟草之东风，电子雾化设备龙头加速腾飞,吕明可选消费研究
1220,2020-07-16,安踏体育||2020 Q2流水恢复超预期，线上流水持续高速增长,吕明可选消费研究
1221,2020-07-16,抗跌龙头股名单，仅46只！中报大超预期，机构扎堆上调目标价（附股）,证券时报网
1222,2020-07-16,6月社零及地产数据点评：文化办公用品零售额强势上涨 住宅销售面积同比增长4.03%,新浪
1223,2020-07-16,【东吴七点半】市场调整继续 科技类品种重挫（07.16）,东吴财经通
1224,2020-07-15,84只股股价创历史新高,证券时报网
1225,2020-07-15,深度*行业*轻工行业2020年中期策略：凭景气改善和竞争优势 把握确定性成长机会,新浪
1226,2020-07-15,新宝股份||2020Q2业绩超市场预期，摩飞持续高增长,吕明可选消费研究
1227,2020-07-14,轻工制造行业周报：纸价持续上行 关注造纸板块行情修复,新浪
1228,2020-07-14,小熊电器||Q2业绩再超市场预期，预计全年维持高增速,吕明可选消费研究
1229,2020-07-14,109只股股价创历史新高,证券时报网
1230,2020-07-13,【东兴大消费】周观点7月第2期：白酒龙头批价继续上行，免税新政带动消费热情,东兴社服
1231,2020-07-13,中顺洁柔||品类拓展继续提速，2020H1业绩预告再超市场预期,吕明可选消费研究
1232,2020-07-13,晨会聚焦200713重点关注半导体专题、立思辰、轻工行业、医药行业、香港交易所、芒果超媒、金发科技、视觉中国,国信研究
1233,2020-07-13,高考生青睐日本文具，千亿级文具市场被抢食？,联商网
1234,2020-07-12,纺服周观点||优衣库6月同店恢复强劲，建议关注上游代工企业业绩拐点,吕明可选消费研究
1235,2020-07-12,周观点|IQOS MRTP获批，电子烟长期趋势不变,轻工二级圈
1236,2020-07-11,【申港家电】集成灶或将四强并立 群雄割据进行时 ——家用电器行业周报W28,一超家电研究
1237,2020-07-10,A股最赚钱的优质公司（高ROE）,财富动力网
1238,2020-07-09,185只股股价创历史新高,证券时报网
1239,2020-07-07,轻工周观点||废纸系价格上行，建议关注中报高增长细分行业,吕明可选消费研究
1240,2020-07-06,【轻工制造行业2020年中报前瞻】纸价回落影响纸企盈利，家居预期环比改善。维持行业推荐评级！,招商轻工
1241,2020-07-06,耐克（NIKE）||开源可选消费带您看耐克2020财年业绩,吕明可选消费研究
1242,2020-07-06,轻工行业周报：APP收购博汇进展顺利 纸价有望稳步上涨,新浪
1243,2020-07-05,【东兴大消费】周观点7月第1期：高端白酒齐挺价彰显酒企信心，海南新政带动免税跨越式发展,东兴社服
1244,2020-07-05,周观点|思摩尔上市在即，建议关注电子烟产业链,轻工二级圈
1245,2020-07-05,轻工周观点||新型烟草预期升温，继续推荐家居等顺周期消费,吕明可选消费研究
1246,2020-07-05,纺服周观点||耐克FY2020Q4大中华区收入转正，继续看好运动服饰产业链,吕明可选消费研究
1247,2020-07-05,轻工制造行业周报：轻工行业中报前瞻出炉 预计各细分行业环比改善明显 持续提示家居行业投资机会,新浪
1248,2020-07-03,聚焦轻工中报前瞻：预计各细分板块业绩增速均较Q1有所回暖 提示关注家居行业H2复苏,新浪
1249,2020-07-01,家电周观点||石头科技Q2有望超预期，布局顺周期白电板块,吕明可选消费研究
1250,2020-07-01,格力电器||渠道变革、行业回暖，空调龙头业绩反转可期,吕明可选消费研究
1251,2020-07-01,【申港家电】智能照明快速发展下各品牌加速布局——家用电器行业周报W27,一超家电研究
1252,2020-07-01,【纺服||中期投资策略】坚守电商标的，布局线下龙头,吕明可选消费研究
1253,2020-07-01,文娱用品行业深度研究报告：晨光文具&公牛集团：零售终端管理典范,新浪
1254,2020-06-30,波司登||2020财年业绩符合预期，品牌升级战略不变,吕明可选消费研究
1255,2020-06-30,21公司获得增持评级-更新中,中财网
1256,2020-06-30,晨光文具(603899)：几点变化 几多影响,新浪
1257,2020-06-30,晨会0630｜财富管理开放进行时,中信证券研究
1258,2020-06-29,索菲亚||终端服务能力再升级，零售复苏拐点预期将至,吕明可选消费研究
1259,2020-06-29,轻工制造行业周报：受益全面复学复课 文化纸市场行情改善,新浪
1260,2020-06-29,【东兴大消费】周观点6月第4期：端午节带动旅游及食饮回暖,东兴社服
1261,2020-06-29,6月29日沪深两市最新交易提示,金融界
1262,2020-06-29,【东吴轻工 周观点】关注中期业绩兑现，本周专题详述全球雾化科技优质龙头思摩尔,轻饮可乐
1263,2020-06-28,周观点|市场份额向线上转移，继续关注海外办公家居产业链,轻工二级圈
1264,2020-06-25,最高暴涨200倍！空间巨大的中小市值龙头，持续高增长股名单出炉,证券时报网
1265,2020-06-24,轻工制造行业2020年中期投资策略报告：大家居链“左大宗 右线上” 必选成长 造纸新周期,新浪
1266,2020-06-24,方正证券：与粉丝建立强烈情感联系 潮玩龙头发展空间有多大？,新浪
1267,2020-06-23,诺邦股份||疫情期间湿巾需求增加，量价齐升带动业绩增长,吕明可选消费研究
1268,2020-06-21,纺服周观点||五月社零数据环比持续改善，618销售复苏强劲,吕明可选消费研究
1269,2020-06-21,轻工周观点||地产后周期消费显著回暖，继续推荐家具、3C包装,吕明可选消费研究
1270,2020-06-21,周观点|海外办公家居产业链重构，跨境电商标的有望超预期,轻工二级圈
1271,2020-06-20,【申港家电】直播带货推广下各家电品牌加速布局 ——家用电器行业周报W25,一超家电研究
1272,2020-06-18,家电周观点||5月社零家电数据同比转正，618家电消费复苏明显,吕明可选消费研究
1273,2020-06-17,森马服饰||领航童装与休闲双品类，看好业绩向上修复弹性,微信
1274,2020-06-17,轻工｜透过“疫情”看本质，细分行业各有亮点：2020年下半年投资策略,中信证券研究
1275,2020-06-17,【山证轻工】5月轻工社零及地产数据点评：5月家具零售扭转实现正增长，住宅竣工面积同比增长9.70%,山西证券研究所
1276,2020-06-16,5月社零数据点评：消费普遍回暖、地产数据靓丽；家居、化妆品景气继续提升【华西轻工徐林锋团队】,轻工锋尚
1277,2020-06-16,轻工制造行业：终端需求回暖纸价企稳，家居零售端有望逐步复苏，给予“推荐”评级,格隆汇
1278,2020-06-16,轻工行业5月社零数据点评：家居零售增速转正 必选维持稳健,新浪
1279,2020-06-16,【山证轻工】行业周报（20200608-20200614）：库存高位叠加需求不足，多家白卡纸大厂减产涨价,山西证券研究所
1280,2020-06-15,【东兴大消费】周观点6月第2期：年中大促利好电商业绩，社服继续关注离岛免税政策,东兴社服
1281,2020-06-15,跨境导购电商全球购骑士特权获数千万美元A+轮融资,亿邦动力
1282,2020-06-14,【方正策略】积极财政延长宽信用周期,策略研究
1283,2020-06-14,轻工周观点||关注消费电子包装布局机会，文化纸价格继续修复,微信
1284,2020-06-14,周观点|疫情催化办公家居加速渗透，B端精装需求仍强劲,轻工二级圈
1285,2020-06-14,纺服周观点||海外服装龙头业绩承压，继续推荐电商、运动产业链龙头标的 盈利能力下降,微信
1286,2020-06-12,舟山市市场监督管理局抽检学生用品5批次不合格 产品问题,质量新闻网
1287,2020-06-12,投资细水长流才是王道！“暴利”和“快速致富”,养基司令
1288,2020-06-11,9位均衡风格基金经理及核心产品（四）,养基司令
1289,2020-06-11,晨光文具(603899)：Q2起各业务线逐步回暖 看好全年业绩前低后高走势,新浪
1290,2020-06-10,中信证券：预计国庆前绝大部分消费领域将恢复至疫情前,Wind
1291,2020-06-10,消费｜内需复苏显韧性，维持消费配置：2020年下半年投资策略,中信证券研究
1292,2020-06-09,文化传媒行业专题研究：泡泡玛特龙头上市 盲盒究竟价值几何？,新浪
1293,2020-06-08,万千“小店”如何云上寻机？,新华网
1294,2020-06-08,轻工行业周报：5月瓦楞纸价格小幅上行 市场信心有所提振,新浪
1295,2020-06-08,轻工行业2020年中期投资策略报告：需求复苏如期而至，工程渠道快速发展，给予“增持”评级,国泰君安
1296,2020-06-08,【东兴大消费】周观点6月第1期：电商节开启热度攀升，下半年促消费、扩内需将仍是重心,东兴社服
1297,2020-06-08,上海文具展预告丨第114届CSF文化会打造行业交流直播平台,IT时代网
1298,2020-06-08,十大券商看后市｜6月首周大幅反弹后，A股的做多窗口仍在,澎湃新闻
1299,2020-06-08,长期稳健投资 创造超额回报,中国基金报
1300,2020-06-07,纺服周观点||618促销效果显著，继续推荐电商、运动产业链龙头标的,微信
1301,2020-06-07,轻工周观点||家居“618”促销全梳理，关注文化纸价格企稳,微信
1302,2020-06-07,家电周观点||“618”预售持续升温，继续看好家电板块反弹,微信
1303,2020-06-07,国信研究 | “夜经济”相关产业报告,国信研究
1304,2020-06-07,周观点|继续关注软体龙头，疫情加速办公家居渗透率提升,轻工二级圈
1305,2020-06-07,近百股本周创历史新高，三成获北上资金加仓,证券时报
1306,2020-06-05,轻工行业2020年中期策略：竣工回暖利好B端家居 持续推荐必选消费,新浪
1307,2020-06-04,灰度认知社曹升：三大方法论，拆解广告的底层逻辑,凤凰网
1308,2020-06-04,【申港家电】关注家电长尾市场爆发契机——家用电器行业周报W23,一超家电研究
1309,2020-06-03,晨光文具现1笔大宗交易 共成交200.30万元,新浪
1310,2020-06-03,晨光文具今日大宗交易成交3.73万股，成交价53.7元溢价0.0%,Wind
1311,2020-06-02,东北证券【新股】6月2日宇新股份、德马科技上市，天合光能缴款,东北证券金融世界
1312,2020-06-01,家电周观点||618开局火爆，继续看好扫地机龙头及白电反弹,微信
1313,2020-06-01,轻工制造跟踪周报：本周箱板瓦楞小幅提涨 关注装配式建筑专题梳理,新浪
1314,2020-06-01,轻工行业周报：纸浆市场弱稳运行 需求端恢复不及预期,新浪
1315,2020-06-01,轻工制造行业周报(第二十二周),新浪
1316,2020-06-01,周观点|精装链关注补涨标的，C端布局软体龙头,轻工二级圈
1317,2020-06-01,对话基金经理系列 | 大成基金戴军：聚焦两类核心资产 平衡优选持续迭代,招商定量任瞳团队
1318,2020-06-01,关注市场估值分化 配置中长期绩优基金,中证报
1319,2020-06-01,“六一”儿童产业上市公司报告,国信研究
1320,2020-05-31,文具市场消费水平如何？文具利润及市场规模分析 2020办公文具市场投资前景分析,中研网
1321,2020-05-31,轻工周观点||确定性溢价充分演绎，关注时间轴上的高低位切换,微信
1322,2020-05-31,儿童文具质量要求 文具店利润怎么样？2020学生文具行业前景及市场规模预测,中研网
1323,2020-05-30,【光大轻工黎叔说新闻20200529】近3成造纸厂未能正常开工,黎叔说轻工
1324,2020-05-29,裕同科技||多元业务稳拓展，静待5G东风来,微信
1325,2020-05-29,快讯：文体传媒板块午后表现活跃 新华传媒等3只个股涨停,证券日报
1326,2020-05-29,快讯：文教休闲领涨 3.18亿元大单资金流入4只概念股,证券日报
1327,2020-05-29,【光大轻工黎叔说新闻20200601】严堵洋垃圾，广东、浙江两地退运两批进口废纸,黎叔说轻工
1328,2020-05-28,收评：大盘进入调整期，寻找逆势主升浪个股,搜狐
1329,2020-05-28,波司登||品牌势能显著提升，转型之路仍在继续,微信
1330,2020-05-27,【华泰轻工陈羽锋】动态点评 | 精装放量增长，零售/出口逐步修复,华泰轻工
1331,2020-05-27,【华泰证券研究所】启明星20200528,华泰证券研究所
1332,2020-05-26,滔搏||FY2020业绩基本符合预期，数字化运营助力五月销售转正,微信
1333,2020-05-26,晨光文具(603899)：稳健成长的必选消费龙头,华安证券
1334,2020-05-25,纺服周观点||618各平台预售火爆，继续推荐电商、运动产业链龙头标的,微信
1335,2020-05-25,40股今日获机构买入评级,证券时报网
1336,2020-05-25,科沃斯||业绩拐点有望出现，携手iRobot共同推动行业发展,微信
1337,2020-05-25,A股优质行业龙头股汇总（名单）,金融界
1338,2020-05-25,【申港家电】智能电视成主流 高清化智能化为核心驱动——家用电器行业周报W21,一超家电研究
1339,2020-05-24,纺服周观点||出行需求逐步恢复，开润股份反弹；南极电商估值中枢有望进一步上移,微信
1340,2020-05-24,轻工周观点||关注定制行业分化，继续推荐家居复苏两条主线,微信
1341,2020-05-24,周观点|继续看好家居板块，关注精装产业链,轻工二级圈
1342,2020-05-22,【华泰轻工陈羽锋】0524周观点：房住不炒基调下关注精装修结构性机会，减税降费、降低生产经营成本等措施助力企业平稳发展,华泰轻工
1343,2020-05-22,晨光文具：创新30年 国产文具的崛起之路,凤凰网
1344,2020-05-22,家电轻工行业周报4月社零：家电家居同比增速环比恢复最快(约+20PCT),华安证券
1345,2020-05-22,支付宝美团越来越像？互联网平台“不务正业”是要抢哪个新红利？,上观
1346,2020-05-22,【东北轻工唐凯/钟天皓】轻工制造行业年报和一季报总结：精装红利持续释放，必选消费业绩稳健,东北证券研究所
1347,2020-05-21,25股今日获机构买入评级 7股上涨空间超20%,证券时报网
1348,2020-05-21,48只股即将实施分红（名单）,证券时报网
1349,2020-05-21,5月21日沪深两市最新交易提示,金融界
1350,2020-05-20,家电周观点||本周石头科技再推新品，推荐扫地机器人行业龙头,微信
1351,2020-05-20,抓住细分市场猛打猛攻 他开店1年卖了1个亿,亿邦动力
1352,2020-05-18,公募化改造再添两员！中信卓越成长拟设置两年持有期、参与门槛降至1元,每日经济新闻
1353,2020-05-18,4月社零数据点评：疫情加速线上占比提升，家具、文具、化妆品景气回升明显【华西轻工徐林锋团队】,轻工锋尚
1354,2020-05-18,轻工制造行业周观点报告：文具家具反弹进行时 关注相关龙头企业,新浪
1355,2020-05-18,【天风轻工】周观点：为何我们当前建议重视出口股？本周专题恒林股份拟并购厨博士,轻工翔谈
1356,2020-05-17,轻工周观点||社零增速持续回暖，推荐家居内需复苏两条主线,微信
1357,2020-05-17,【华泰轻工陈羽锋】轻工4月社零数据点评：地产交易回暖，必选提速增长,华泰轻工
1358,2020-05-17,周观点|需求边际改善，积极布局家居板块,轻工二级圈
1359,2020-05-15,晨光文具(603899.SH)年报推10派4元 股权登记日5月21日,格隆汇
1360,2020-05-15,轻工制造行业2019年年报及2020年一季报综述：疫情影响基本结束 家具需求有望持续释放,新浪
1361,2020-05-15,【光大轻工黎叔说新闻20200515】箱板瓦楞纸毛利润反弹，头部企业将持续受益,黎叔说轻工
1362,2020-05-14,震荡向上不改看多预期！机构强推科技+消费,Wind
1363,2020-05-13,道达投资手记：A股市场10年大变 股价结构两极分化,每日经济新闻
1364,2020-05-13,真正的牛股，只有靠“捏”——道达投资手记,每日经济新闻
1365,2020-05-13,轻工制造行业跟踪报告：Q1基金持仓轻工制造板块占比提升 持续关注强渠道力企业投资机会,新浪
1366,2020-05-13,轻工行业-2019年报及2020一季报综述：家具受益地产改善19Q4边际向好 生活用纸量利同增,新浪
1367,2020-05-13,【招商证券大消费组-消费的方向】05月大消费行业电话会议纪要，关注疫情后消费的复苏，产品企业好于服务企业。,招商轻工
1368,2020-05-12,开源晨会0512丨电气设备：预期领先上行，龙头效应显现；光威复材、晨光文具、中直股份,开源证券研究所
1369,2020-05-12,学生文具店利润怎么样 2020年学生文具行业发展前景趋势及现状分析,中研网
1370,2020-05-11,晨光文具||传统业务壁垒深厚，办公直销+零售大店两翼齐飞,微信
1371,2020-05-11,70股今日获机构买入评级 7股上涨空间超50%,中财网
1372,2020-05-11,晨光文具(603899.SH)2020年限制性股票首次授予744.12万股,格隆汇
1373,2020-05-10,轻工周观点|| 五一期间零售迎复苏，继续推荐定制家居龙头,微信
1374,2020-05-10,周观点|二季度建议超配家居和必选消费,轻工二级圈
1375,2020-05-08,轻工2019年基金持仓分析：持仓比例回升，超配造纸,轻工二级圈
1376,2020-05-08,财务健康50强盈利能力超群六成个股净利三年翻番,证券时报
1377,2020-05-07,晨光文具：九木杂物社模式基本成型,北京商报
1378,2020-05-07,A股财务健康50强出炉：近六成公司净利润三年翻番,新浪
1379,2020-05-06,消费｜从居家到周边，消费复苏行进中：五一消费市场点评暨20Q1业绩总结,中信证券研究
1380,2020-05-06,【华泰轻工陈羽锋】财报综述 | 精装红利凸显，必选增长稳健,华泰轻工
1381,2020-05-06,【华泰轻工陈羽锋】年报点评 | 山鹰纸业：疫情影响需求，业绩短期承压 盈利能力下降,华泰轻工
1382,2020-05-05,【东吴轻工】19A & 20Q1综述：必选业绩持续靓丽，家居左侧布局改善！,轻饮可乐
1383,2020-05-05,【招商轻工-轻工制造行业年报&一季报总结】业绩符合预期，2Q建议超配家居。,招商轻工
1384,2020-05-04,轻工行业一季报综述,轻工翔谈
1385,2020-04-30,"【华泰轻工陈羽锋】年报点评 | 中顺洁柔：结构优化、原料跌价,盈利持续提升",华泰轻工
1386,2020-04-30,【中信证券轻工|点评】中顺洁柔2019&20Q1：Q1业绩逆势高增，全年基调确立,CITICS轻工
1387,2020-04-30,A股中的顶级白马：可以养老的好股票,中金在线
1388,2020-04-30,券商给最新目标价 两股涨幅有望翻番,金融投资报
1389,2020-04-29,【中信证券轻工|点评】劲嘉股份2020Q1：业绩符合预期，基本面短期承压,CITICS轻工
1390,2020-04-29,晨光文具| 疫情影响短期承压，不改龙头成长本色,轻工二级圈
1391,2020-04-29,【华创轻工】晨光文具（603899）2020年一季报点评：业绩符合预期，疫情影响传统业务短期下降，线上业务增长迅速,风轻龙跃
1392,2020-04-29,【东吴轻工】晨光文具：强者恒强，疫情不改文具龙头本色！,轻饮可乐
1393,2020-04-29,【招商轻工-晨光文具】业绩符合预期，修复逐季展开。维持“强烈推荐”-A评级。,招商轻工
1394,2020-04-29,【华泰轻工陈羽锋】季报点评 | 晨光文具：疫情短期冲击，不改龙头成长价值,华泰轻工
1395,2020-04-29,【华泰轻工陈羽锋】年报点评 | 欧派家居：业绩符合预期，深挖渠道潜力,华泰轻工
1396,2020-04-29,机构强烈推荐49只个股-更新中,中财网
1397,2020-04-29,【中信证券轻工|点评】晨光文具2020Q1：Q1业绩符合预期，疫情影响仍未消除,CITICS轻工
1398,2020-04-29,22股获买入评级 最新:首旅酒店,中财网
1399,2020-04-29,支付宝装进荣威新款，饿了么开始送迪卡侬哑铃球拍，上海“在线新经济”真会玩,上观
1400,2020-04-29,【光大轻工黎叔说新闻20200428】APP（中国）旗下金红叶纸业与顺丰DHL达成战略合作,黎叔说轻工
1401,2020-04-28,上海市奉贤区抽检餐饮食品415批次样品 不合格2批次 产品问题,质量新闻网
1402,2020-04-28,晨光文具一季度营收净利双下滑 盈利能力下降,北京商报
1403,2020-04-28,晨光文具(603899.SH)一季度净利润降10.95%至2.3亿元 盈利能力下降,格隆汇
1404,2020-04-28,晨光文具：一季度净利润同比减少10.95% 盈利能力下降,Wind
1405,2020-04-28,外卖平台：从送餐到送万物,中国商报
1406,2020-04-28,晨光文具：疫情下Q1业绩表现不俗，砥砺前行的文创巨头【华西轻工徐林锋团队】,轻工锋尚
1407,2020-04-28,29股最新收盘价创历史新高医药生物行业居多,证券时报
1408,2020-04-27,文具有哪些？文具行业发展现状及未来发展前景分析,中研网
1409,2020-04-27,【华泰轻工陈羽锋】年报点评 | 裕同科技：彩盒增速回暖，净利率逐季提升,华泰轻工
1410,2020-04-27,周观点|从菲莫国际一季报看新型烟草刚需属性,轻工二级圈
1411,2020-04-27,A股最具价值的50只白马股名单（值得收藏）,金融界
1412,2020-04-26,从送餐到送万物 外卖平台“正确”打开方式你了解吗,中国商报
1413,2020-04-26,57股本周逆市创新高，集中三大行业,证券时报
1414,2020-04-26,叮咚，你有一份迪卡侬外卖到了,联商网
1415,2020-04-24,恩施州市场监管局抽查：1批次欧式金属釉墙地砖不合格 产品问题,质量新闻网
1416,2020-04-23,【华泰轻工陈羽锋】年报点评 | 顾家家居：稳健增长、效率提升，显龙头本色,华泰轻工
1417,2020-04-23,【华泰轻工陈羽锋】年报点评 | 好莱客：Q4环比改善，加强渠道与品类布局,华泰轻工
1418,2020-04-22,投资喜马拉雅、微盟，东方富海陈伊玮：从内容流量到消费零售的迭代逻辑是什么？,36氪
1419,2020-04-22,齐心文具的烧钱之路：四年狂砸10.15亿买买买，半数利润只够还利息,腾讯网
1420,2020-04-21,兴全合润一季度规模上升15.85亿元,中证网
1421,2020-04-21,企查查大数据：开学了！230万家文具用品企业按下重启键，文具外卖成新玩法？丨企查查丨,凤凰网
1422,2020-04-17,70股今日获机构买入评级,证券时报网
1423,2020-04-17,晨光文具利润增速创上市以来新高 新业务商业模式仍待验证,面包财经
1424,2020-04-17,34股获机构上调评级医药生物行业最受青睐,证券时报
1425,2020-04-16,【中信轻工】劲嘉股份2019年报：业绩符合预期，回购筑底估值,CITICS轻工
1426,2020-04-16,逆风翻盘的影视股最受青睐，8只医药股获机构重点关注,证券时报网
1427,2020-04-16,【华泰轻工陈羽锋】年报点评 | 志邦家居：多渠道发展，Q4增长提速,华泰轻工
1428,2020-04-16,90股昨日获机构买入评级,证券时报
1429,2020-04-15,【天风轻工】晨光文具19年报点评：营收净利双超预期，向文创巨头进军,轻工翔谈
1430,2020-04-15,【华泰轻工陈羽锋】公告点评 | 山鹰纸业：拟剥离融资租赁，聚焦主业发展,华泰轻工
1431,2020-04-15,【华泰轻工陈羽锋】年报点评 | 劲嘉股份：主业稳增长，扩宽大包装发展路径,华泰轻工
1432,2020-04-14,【光大轻工·黎叔说新闻20200414】2019年造纸及纸制品业资产总计同比增长3.48%,黎叔说轻工
1433,2020-04-14,168股每笔成交量增超50%,证券时报网
1434,2020-04-14,26只股股价创历史新高,证券时报网
1435,2020-04-14,99股今日获机构买入评级,证券时报网
1436,2020-04-14,晨光文具(603899.SH)拟推918万股限制性股票激励计划,格隆汇
1437,2020-04-14,45公司获得增持评级-更新中,中财网
1438,2020-04-14,A股异动|晨光文具涨逾8%2019年度净利同比增31.39%至10.6亿元,格隆汇
1439,2020-04-14,【中信证券轻工|点评】晨光文具2019年报：2019年超预期，2020年烫平疫情影响可期,CITICS轻工
1440,2020-04-14,晨光文具2019年年报：营收净利增超三成 生活馆业务仍亏损,中国网
1441,2020-04-14,【招商轻工-晨光文具 】年报业绩符合预期，股权激励显信心 。维持“强烈推荐”-A评级。,招商轻工
1442,2020-04-14,4月14日沪深两市最新交易提示,金融界
1443,2020-04-14,A股头条：A股市净率已处于底部区间 减产协议难振美股市场,金融界
1444,2020-04-13,【光大轻工·黎叔说新闻20200413】3月CPI同比涨4.3%，造纸及纸制品出厂价同比降1.7%,黎叔说轻工
1445,2020-04-13,A股头条之上市公司（4.14）,金融界
1446,2020-04-13,晨光文具2019年营收净利再创新高,上证报
1447,2020-04-13,上市公司数据播报：天康生物一季度净利预增10-11倍,金融界
1448,2020-04-13,晚间公告热点追踪：比亚迪预计Q1净利同比下降逾80%,新浪
1449,2020-04-13,晨光文具2019年净利同比增长31% 拟10派4元,上证报
1450,2020-04-13,晨光文具2019年度净利增长31.39%至10.6亿元,北京商报
1451,2020-04-13,晨光文具：2019年净利同比增31.39% 拟10派4元,证券时报网
1452,2020-04-13,晨光文具(603899.SH)：2020年拟首次授予758万股限制性股票授予价24.10元/股,格隆汇
1453,2020-04-13,晨光文具(603899.SH)2019年度净利升31.39%至10.6亿元拟10派4元,格隆汇
1454,2020-04-13,晨光文具：2019年净利10.6亿元 同比增31%,e公司
1455,2020-04-13,晨光文具：2019年净利润同比增长31.39%,Wind
1456,2020-04-13,中信证券策略：创业板2020年一季报增速探底,金融界
1457,2020-04-13,消费｜从追求稳定到寻找拐点，持续消费配置：2020Q1前瞻及趋势展望,中信证券研究
1458,2020-04-13,【东吴七点半】沪综指失守2800，科技股领跌两市（4.13）,东吴财经通
1459,2020-04-12,周观点|关注必选消费，继续看好家居产业链,轻工二级圈
1460,2020-04-12,【华创轻工】聚焦轻工2020年一季报前瞻：疫情影响家居行业业绩大幅回落，造纸行业景气持续 盈利能力下降,风轻龙跃
1461,2020-04-10,晨光文具现1笔大宗交易 共成交342.01万元,新浪
