,2021-12-31,A股年度“涨停王”出炉，四成交易日均封板,Wind
605,2021-04-27,国泰君安晨报,新浪
606,2021-04-27,晨报0427 | 凤祥股份（9977.HK）、建龙微纳（688357）、合盛硅业（603260）、绿的谐波（688017）,国泰君安证券研究
607,2021-04-26,基础化工行业周报：钛白粉涨价势头不改 农药价格加速上行,新浪
608,2021-04-26,五日龙虎榜追踪 机构抢筹这34股,证券时报网
609,2021-04-26,A股早报2021年4月26日星期一,Wind
610,2021-04-25,冯柳、邓晓峰、葛卫东等明星私募调仓路径曝光,Wind
611,2021-04-23,【安信化工】工业硅：外企加速退出，继续看好龙头,安信化工研究
612,2021-04-23,有色金属碳中和行业深度：铝、硅、镁长期价格中枢有望上升,新浪
613,2021-04-23,合盛硅业龙虎榜数据(4月23日）,Wind
614,2021-04-23,合盛硅业：股票交易异常波动,Wind
615,2021-04-23,券商首次关注5股并给予买入评级（4月23日）,Wind
616,2021-04-23,0423日报/联化科技2020年净利润1.10亿元同比下降23.72%【东北基础化工】 盈利能力下降,东北基础化工
617,2021-04-22,【太平洋化工】合盛硅业20年报及21Q1季报点评：量价齐升业绩创新高，云南新疆项目加速成长,强大化工
618,2021-04-22,年报解读|合盛硅业Q1赚9亿净利创新高有机硅跌价预期渐浓景气度或难持续,财联社
619,2021-04-22,安信证券：合盛硅业(603260.SH)供需双侧有望受益碳中和，给予“买入-A”评级,智通财经
620,2021-04-22,A股异动丨合盛硅业(603260.SH)高开逾4%一季度净利大增261.30%至9.01亿元略超预期,格隆汇
621,2021-04-22,上市公司正负面新闻2021年4月22日星期四,Wind
622,2021-04-21,合盛硅业去年实现净利14.04亿元 同比增长27.71%,e公司
623,2021-04-21,合盛硅业：拟投建煤电硅一体化项目二期年产20万吨硅氧烷及下游深加工项目,格隆汇
624,2021-04-21,晚间重要公告2021年4月21日星期三,Wind
625,2021-04-21,合盛硅业(603260.SH)一季度净利大增261.30%至9.01亿元,格隆汇
626,2021-04-21,合盛硅业(603260.SH)2020年净利升27.71%至14.04亿元拟10派2.9元,格隆汇
627,2021-04-21,合盛硅业(603260.SH)拟投43.79亿元于新疆鄯善建设硅氧烷及下游深加工项目,智通财经
628,2021-04-21,合盛硅业：2020年净利润同比增长27.71%,Wind
629,2021-04-21,合盛硅业：一季度净利润同比增长261.3%,Wind
630,2021-04-20,光大证券--基础化工行业周报：油价和需求共同好转，2021Q1化工企业业绩表现强劲【行业研究】,金融界股吧
631,2021-04-19,上市不到一个月，星球石墨被合盛硅业子公司告上法庭 诉讼纠纷,每日经济新闻
632,2021-04-12,基础化工行业周报：钛产业链价格再创新高 继续建议双主线布局,新浪
633,2021-04-12,醋酸价格再破新高，万华一季报创新高超预期,中信建投证券研究
634,2021-04-09,中泰证券：碳中和对于化工行业的影响，主要来自能耗和材料两个方面,Wind
635,2021-04-08,化工行业深度：碳中和背景下的中国化工,新浪
636,2021-04-07,基础化工行业周报：芯片短缺问题加剧 光刻胶紧缺局面带动板块反弹,光大证券
637,2021-04-07,基础化工行业周报：“两化”重组消息公布 农化业务整合已提前完成,光大证券
638,2021-04-07,合盛硅业：公司有机硅产品目前产销两旺，库存处于较低水平,每日经济新闻
639,2021-04-07,长城证券--碳中和系列专题报告：碳中和系列报告（一），碳中和背景下的路径指引及行业展望【行业研究】,金融界股吧
640,2021-04-07,石油天然气、化工行业中国化工崛起三部曲之一：优质企业向全球化工龙头迈进,新浪
641,2021-04-07,财经早茶｜张坤携30亿资金大举增持中炬高新；香雪制药控股股东等资金占用5.3亿,同壁财经
642,2021-04-05,郑勇：解读碳达峰、碳中和下化工行业投资机会,中信建投证券研究
643,2021-03-30,合盛硅业：2020年年报及2021年1季报预计4月22日公告,每日经济新闻
644,2021-03-30,化工行业周报：化工开始分化 关注纯碱、钛矿、氯碱 EVA等子行业,新浪
645,2021-03-29,化工行业周报：欧洲重新封城 原油价格回落,新浪
646,2021-03-29,基础化工行业周报：出现高价抵触现象 建议沿着双主线选股,新浪
647,2021-03-29,化工行业：万华推进福建工业园一体化布局 行业价格回调力度较小,新浪
648,2021-03-29,【申港电新|周观点】政策推动储能行业进入规模化发展阶段,新能源深度研究
649,2021-03-26,3月26日晚间重要行业研究汇总(附股),中金在线
650,2021-03-24,跌停板解密：获利出逃，前期强势股轮流回落！（3月24日）,Wind
651,2021-03-24,合盛硅业(603260.SH)拟向子公司西部合盛增资8.04亿元,智通财经
652,2021-03-24,合盛硅业(603260.SH)：拟以现金对西部合盛增资8.04亿元,格隆汇
653,2021-03-24,快讯：合盛硅业跌停报于42.36元,金融界
654,2021-03-22,合盛硅业：控股股东罗立国质押739万股，罗燚质押1142万股,每日经济新闻
655,2021-03-22,合盛硅业(603260.SH)：控股股东罗立国、罗燚质押合计1881万股,格隆汇
656,2021-03-22,化工行业周报：年报和一季报季在即 关注二线龙头兑现高弹性,新浪
657,2021-03-22,中国银河--化工行业：电石、PVC等价格大幅上扬，关注细分龙头业绩表现【行业研究】,金融界股吧
658,2021-03-18,业绩超预期，股价却破发：大数据寻找错杀品种,Wind
659,2021-03-18,东方盛虹、鲁西化工触涨停，化工ETF（516020）涨近3%！中信建投：三条主线把握碳中和对化工行业影响,资本邦
660,2021-03-18,有机硅半月调价8次，旺季来袭库存见底，这三只个股或存买入机会,第一财经
661,2021-03-18,【行情】有机硅板块大涨，润禾材料涨8%，三友化工、东岳硅材、新亚强、合盛硅业等拉升,金十数据
662,2021-03-17,"合盛硅业现1笔大宗交易 共成交10,272.00万元",新浪
663,2021-03-17,合盛硅业今日大宗交易成交240万股，成交价42.8元折价13.38%,Wind
664,2021-03-17,需求旺季叠加供应偏紧，有机硅产业链再现涨价,Wind
665,2021-03-15,中国银河--化工行业周报：有机硅、纯碱涨势较好，关注细分龙头业绩表现【行业研究】,金融界股吧
666,2021-03-15,化工周度观点21W11：碳中和大背景下的中国化工新时代,新浪
667,2021-03-15,交易一季报，重视周期回调机会,中信建投证券研究
668,2021-03-14,基础化工行业周报：原油价格供需格局共促化工品价格上涨 带动国内PPI 逐步提升,光大证券
669,2021-03-14,全产业链价格价差研究：有机硅、纯碱涨势较好 关注细分龙头业绩表现,新浪
670,2021-03-13,有机硅产能加速扩张全球面临阶段性供需错配,中投网
671,2021-03-11,西部证券：合盛硅业(603260.SH)定增获批大股东全额认购，维持“买入”评级,智通财经
672,2021-03-11,西部证券维持合盛硅业买入评级，点评报告：定增获批，大股东全额认购彰显信心,每日经济新闻
673,2021-03-08,合盛硅业：有机硅单体总产能将达到93万吨,每日经济新闻
674,2021-03-08,合盛硅业(603260.SH)非公开发行不超过1.34亿股获中证监核准,智通财经
675,2021-03-08,合盛硅业(603260.SH)收到中国证监会核准非公开发行股票批复,格隆汇
676,2021-03-05,行业观察｜有机硅DMC再启动涨势冲破2.4万/吨 商家惜售短期内看涨情绪浓厚,财联社
677,2021-03-03,长城证券--有色金属行业周报：工业金属高位震荡，钴锂价格持续回暖【行业研究】,金融界股吧
678,2021-03-02,合盛硅业：公司工业硅目前在多晶硅下游的销售占比30%左右,每日经济新闻
679,2021-03-02,策略专题报告：“两会”政策前瞻及行业机会,新浪
680,2021-03-01,有机硅DMC节后上涨超千元，这些概念股将受关注,第一财经
681,2021-03-01,中信建投：化工行业一季度季度业绩有望大幅增长，回调正是买入时，无惧调整,证券时报网
682,2021-02-28,化工景气指数高涨，Q1业绩有望大幅增长，无惧回调,中信建投证券研究
683,2021-02-26,云铝股份合盛硅业紫金矿业齐深跌 高毅邓晓峰均持股,中国经济网
684,2021-02-26,合盛硅业：公司石河子有机硅项目目前已进入设备试运行阶段,每日经济新闻
685,2021-02-25,合盛硅业：拥有完整硅基新材料产业链，或受益有机硅涨价行情,云掌财经
686,2021-02-24,安信证券给予合盛硅业买入评级，碳中和龙头，供需双向受益,每日经济新闻
687,2021-02-24,合盛硅业(603260)：碳中和龙头 供需双向受益,新浪
688,2021-02-23,中信建投：需求上升库存下降，顺周期配置铜铝,Wind
689,2021-02-23,中信建投：2021年化工行业仍将是供需周期带动景气复苏之年,Wind
690,2021-02-22,冯柳、邓晓峰等多只有色、化工重仓股暴涨 有标的或已浮盈超50亿,新浪
691,2021-02-18,有色金属行业跟踪报告：光伏发力助增工业硅需求 龙头合盛硅业值得关注,新浪
692,2021-02-18,合盛硅业20万吨有机硅密封胶项目最新进展,百川盈孚
693,2021-02-09,合盛硅业在上海成立新公司，注册资本3亿元,企查查
694,2021-02-08,化工行业动态：景气指数与油价持续上攻 回调买入时 不改景气上行,新浪
695,2021-02-08,【行情】有机硅概念股走强，新安股份拉升封板，合盛硅业、回天新材、硅宝科技、东岳硅材等跟涨,金十数据
696,2021-02-04,有色金属2020年报前瞻：有色利润持续复苏 重视周期成长龙头,新浪
697,2021-02-04,【装置动态】合盛硅业、内蒙恒星化学即将于2021年投产！！！,百川盈孚
698,2021-02-03,解盘：消费、金融拉指数，稀土、疫苗、猪鸡肉领涨,Wind
699,2021-02-03,快讯：新材料板块表现活跃 合盛硅业涨停,新浪
700,2021-02-01,合盛硅业(603260.SH)：定增申请获证监会审核通过,格隆汇
701,2021-01-31,化工持仓逐季攀升，玉米深加工产业链领涨,中信建投证券研究
702,2021-01-26,合盛硅业(603260.SH)主要股东富达实业拟减持不超2814万股 拟减持股份,智通财经
703,2021-01-26,合盛硅业：股东拟减持不超3%公司股份 拟减持股份,中证网
704,2021-01-26,合盛硅业(603260.SH)：持股12.09%股东富达实业拟减持不超3%股份 拟减持股份,格隆汇
705,2021-01-26,合盛硅业：富达实业拟减持不超3%股份 拟减持股份,Wind
706,2021-01-26,合盛硅业(603260)：国内硅材料龙头公司 持续扩产强化公司竞争优势,新浪
707,2021-01-25,化工行业周观点：化纤等顺周期持续上涨 关注周期成长,新浪
708,2021-01-24,年初至今化工涨幅第一，氨基酸大幅上涨,中信建投证券研究
709,2021-01-18,涨停复盘 | 多点开花 个股普涨 宜宾纸业收获9连板,第一财经
710,2021-01-18,【有机硅】合盛硅业新疆产能最新动态,百川盈孚
711,2021-01-18,基础化工行业周报：氨基酸、维生素价格上涨,光大证券
712,2021-01-14,显卡缺货涨价现象愈发严重 有机硅价格筑底明显丨明日主题前瞻,第一财经
713,2021-01-13,合盛硅业(603260)首次覆盖：新兴产业带来增量需求 工业硅霸主未来成长可期,新浪
714,2021-01-08,合盛硅业拟定增25亿元：补充流动资金 缓解短期偿债压力,面包财经
715,2021-01-05,有色行业周观点报告：辞旧迎新 维持新能源和工业金属双主线,新浪
716,2021-01-05,安信研究|晨会在线20210105,安信证券研究
717,2021-01-05,【化工-张汪强】需求复苏和补库共振，化工行业景气可期,安信证券研究
718,2020-12-31,中信建投大周期团队最新研究观点,中信建投证券研究
719,2020-12-30,合盛硅业(603260)：工业硅龙头有望量价齐升,新浪
720,2020-12-29,合盛硅业两跌停 上周中金公司研报高喊53元目标价,中国经济网
721,2020-12-29,跌停板解密：高位出逃，三板块个股纷纷遭甩卖！（12月29日）,Wind
722,2020-12-29,【申港电新|周观点】宁德时代大手笔扩产迎接电动时代,新能源深度研究
723,2020-12-29,中信建投：化工短期进入淡季，布局明年回调正是买入时,Wind
724,2020-12-28,化工行业动态：化工短期进入淡季 布局明年回调正是买入时,新浪
725,2020-12-28,合盛硅业跌停 中金公司上周唱多并上调目标价至53元,中国经济网
726,2020-12-28,【异动股】有机硅板块下挫，合盛硅业(603260-CN)跌10.0%,财华社
727,2020-12-25,合盛硅业现1笔大宗交易 共成交993.60万元,新浪
728,2020-12-25,合盛硅业今日大宗交易成交27万股，成交价36.8元折价9.14%,Wind
729,2020-12-24,中信建投大周期团队最新研究观点,中信建投证券研究
730,2020-12-23,【研报掘金】需求复苏驱动价格盈利向好 看好化工顺周期龙头及优质成长股,证券时报网
731,2020-12-22,基础化工行业周报：国际油价持续走高 辛醇、正丁醇涨幅明显,光大证券
732,2020-12-21,化工行业动态：原油、煤炭、天然气三大能源齐飙涨 夯实行业景气持续的判断,新浪
733,2020-12-14,化工行业周报：醋酸、PVC价格持续上涨 继续推荐顺周期龙头标的,新浪
734,2020-12-11,合盛硅业(603260.SH)：控股股东解除质押448万股,格隆汇
735,2020-12-10,有机硅迈入“三万元”时代,证券导报
736,2020-12-07,这类化工品一个月涨超63%！或涨到明年一季度，哪些股受益？,21世纪经济报道
737,2020-12-07,这类化工品一个月涨超63%，或涨到明年一季度，6股最受益（名单）,21世纪经济报道
738,2020-12-03,机构预测：这13只冷门股净利将翻倍！,证券时报
739,2020-12-01,基础化工行业周报：丙烯腈涨幅明显 MDI持续强势,光大证券
740,2020-12-01,28股获券商买入评级 博睿数据目标涨幅达82.67%,Wind
741,2020-12-01,合盛硅业(603260)：有机硅顺周期涨价持续 一体化硅业龙头值得关注,新浪
742,2020-11-30,化工行业：周期景气仍在延续 原油、有机硅、钛白粉、醋酸继续冲高,新浪
743,2020-11-29,化工行业动态：继续看好顺周期核心资产 关注钛白粉、有机硅涨价,新浪
744,2020-11-27,化工行业周观点：炭黑、有机硅 势如破竹,西南证券
745,2020-11-27,有机硅龙头合盛硅业业绩连续6个季度下滑 为何吸引高毅入股？ 盈利能力下降,新浪
746,2020-11-26,新能源带崩A股有机硅继续坚挺价格反弹登顺周期之最，券商看多到明年5月月内已增值400亿,金融界
747,2020-11-23,化工行业：补库存周期＋需求旺季 产品价格普涨 顺周期继续高仓位配置,新浪
748,2020-11-23,基础化工行业周报：从MTO的技术迭代看新型煤化工的进化,光大证券
749,2020-11-23,化工行业周报：加大顺周期资产配置 首推化工核心资产,新浪
750,2020-11-20,化工行业周观点：周期的力量 化工产品价格加速上涨,西南证券
751,2020-11-20,合盛硅业股价大跌5.12% 连续下跌,中国财富网
752,2020-11-19,合盛硅业(603260.SH)：控股股东质押5000万股及解押3528.322万股,格隆汇
753,2020-11-19,有机硅概念股快速下跌，润禾材料等出现跳水,Wind
754,2020-11-19,涨价题材火爆！有机硅价格创年内新高，最全概念股名单来了,证券时报网
755,2020-11-19,安信证券：有机硅再次迈向3万时代 顺周期大背景下价格后续有望进一步提升（附股）,证券时报网
756,2020-11-19,礼包｜中信建投证券三季报解读系列之二,中信建投证券研究
757,2020-11-18,有机硅板块会出现 “方大炭素”吗？,金融界
758,2020-11-18,景气上行，量价齐升，化工行业迎高光时刻,Wind
759,2020-11-18,【行情】有机硅尾盘持续走强，硅宝科技拉升封板，润禾材料大涨19%，东岳硅材涨超13%，回天新材、合盛硅业等跟涨,金十数据
760,2020-11-18,生意社：11月18日合盛硅业有机硅DMC市场动态,生意社
761,2020-11-18,【行情】有机硅板块再度走高，新安股份涨停，润禾材料、合盛硅业、东岳硅材纷纷拉升,金十数据
762,2020-11-18,有机硅板块大涨，材料价格持续上行，行业迎供需两旺格局,第一财经
763,2020-11-18,23股获券商买入评级，涪陵榨菜目标涨幅达47.14%,Wind
764,2020-11-17,合盛硅业(603260)：煤硅电一体化优势铸就硅基行业龙头,新浪
765,2020-11-16,大股东包销定增愈演愈烈，千亿“补血”在路上,Wind
766,2020-11-16,基础化工行业周报：面向2035新材料发展方向的总结,光大证券
767,2020-11-13,化工行业周观点：顺周期思维 化工产品进入全线暴涨模式,西南证券
768,2020-11-13,合盛硅业(603260)：工业硅有望迎长周期景气反转 合盛基本面快速改善,新浪
769,2020-11-13,安信证券：美国迈图拟关闭有机硅产能 国内龙头地位进一步稳固（附股） 经营问题,证券时报网
770,2020-11-13,【化工-张汪强】有机硅：美国迈图拟关闭产能，国内龙头地位进一步稳固,安信证券研究
771,2020-11-13,有机硅短期供需紧张 行业产能有望逐步释放,新浪
772,2020-11-12,有机硅股价大涨 后市怎么走？券商这样看,第一财经
773,2020-11-11,生意社：11月11日合盛硅业有机硅DMC市场动态,生意社
774,2020-11-11,化工行业：Q3内外需驱动景气回升明显 产品涨价与业绩回升共舞,新浪
775,2020-11-11,基础化工行业-海外需求复苏 库存回补 叠加油价上行 全面看多化工,新浪
776,2020-11-11,有机硅产品价格创两年新高 上市公司生产接近满负荷,上证报
777,2020-11-10,【招商基础化工】有机硅行业深度报告：有机硅价格大涨，供需紧张助推景气度上行,招商基础化工
778,2020-11-10,化工行业：龙头企业盈利环比改善 关注化纤链、DMC涨价,新浪
779,2020-11-10,化工行业周报：抓住这波被动去库+价差提升的机会,新浪
780,2020-11-10,合盛硅业(603260)：产业链一体化带来显着成本优势 看好未来扩张,新浪
781,2020-11-10,A股早报2020年11月10日星期二,Wind
782,2020-11-09,涨停板解密：市场火爆，三板块个股现涨停潮！（11月9日）,Wind
783,2020-11-09,A股收盘综述：创业板创3个月新高，两市成交额再破万亿,Wind
784,2020-11-09,化工行业周报：供需两旺 有机硅价格快速上涨,广发证券
785,2020-11-08,【太平洋化工柳强团队】2021年投资策略：行业复苏，三条主线掘金大化工行业投资,强大化工
786,2020-11-08,合盛硅业：非公开发行认购对象出具不减持公司股份承诺函,Wind
787,2020-11-06,化工行业周观点：有机硅、己二酸、氨纶价格大幅上涨 化工景气度继续上行,西南证券
788,2020-11-06,工厂惜售情绪浓厚，国内有机硅行情一路上扬,Wind
789,2020-11-01,【太平洋化工】合盛硅业三季报点评：有机硅行业复苏，业绩有望持续向上,强大化工
790,2020-10-30,A股早报2020年10月30日星期五,Wind
791,2020-10-28,合盛硅业：前三季度净利润同比减少16.3%,Wind
792,2020-10-28,【方正化工】合盛硅业2020三季报点评：Q3业绩回暖，全产业链稳步扩张,靠谱化工股
793,2020-10-27,合盛硅业(603260.SH)：前三季度净利降16.30%至7.19亿元 盈利能力下降,格隆汇
794,2020-10-27,合盛硅业：“17合盛01”转售数量为0手，剩余托管数量为3万手,Wind
795,2020-10-26,合盛硅业：5.73亿股限售股10月30日上市流通 解禁,Wind
796,2020-10-25,下周解禁市值超1000亿元，破净股渝农商行解禁超200亿位居第一 解禁,每日经济新闻
797,2020-10-24,下周1106亿市值限售股解禁，环比增加352.37% 解禁,Wind
798,2020-10-21,生意社：10月21日合盛硅业有机硅DMC市场动态,生意社
799,2020-10-19,【金财富决策参考】2020-10-20,赢家之星
800,2020-10-19,基础化工行业周报：石化化工三季度业绩增长概况,光大证券
801,2020-10-15,合盛硅业(603260.SH)：控股股东质押2161万股及解除质押1792万股,格隆汇
802,2020-10-15,合盛硅业：公司不生产单晶硅,Wind
803,2020-10-15,合盛硅业：“17合盛02”回售登记期10月20日至10月22日,Wind
804,2020-10-15,【读财报】9月份重要股东减持动态：单月增减持金额均创年内新高,面包财经
805,2020-10-08,10月限售股解禁市值超2000亿，8只股票流通盘增逾3倍 解禁,中国财富网
806,2020-09-28,有色金属一周回顾：无钴电池仍遥不可及 看好铜钴,新浪
807,2020-09-28,合盛硅业(603260)：景气拐点初现 硅产业龙头成长路径清晰,新浪
808,2020-09-14,有色金属行业一周回顾：8月国内社融超预期 看好铜钴,新浪
809,2020-09-10,生意社：9月10日合盛硅业有机硅DMC市场动态,生意社
810,2020-09-08,有色金属行业2020年半年报总结：Q2有色板块业绩回暖 关注黄金股及军工材料股业绩兑现,新浪
811,2020-09-08,有色金属一周回顾：铜钴价格有望上涨 重视周期成长龙头,新浪
812,2020-09-03,合盛硅业股份：“17合盛01”回售金额3.9亿元,Wind
813,2020-09-02,2020年中国有机硅行业市场现状及竞争格局分析 合盛硅业行业龙头地位凸显,前瞻研究院
814,2020-09-01,有色金属一周回顾：看好钴价上涨 锂重视海外龙头 继续推荐周期成长个股,新浪
815,2020-08-29,合盛硅业(603260)：业绩符合预期 产业链一体化优势强,新浪
816,2020-08-28,合盛硅业(603260)：不惧景气低谷 静待周期反转,国海证券
817,2020-08-28,生意社：8月28日合盛硅业有机硅DMC市场动态,生意社
818,2020-08-28,合盛硅业(603260)：中报盈利符合预期 盈利有望逐渐修复,新浪
819,2020-08-27,合盛硅业(603260.SH)：上半年净利降31.29%至4.49亿元 盈利能力下降,格隆汇
820,2020-08-27,合盛硅业：上半年净利润同比减少31.29% 盈利能力下降,Wind
821,2020-08-25,合盛硅业股份：“17合盛01”回售登记期8月31日至9月2日,Wind
822,2020-08-24,有色金属一周回顾：新能源需求恢复 继续看好钴 重视周期成长,新浪
823,2020-08-20,生意社：8月20日合盛硅业有机硅DMC市场动态,生意社
824,2020-08-13,A股共发生82宗大宗交易成交18.16亿元（8月13日）,Wind
825,2020-08-13,合盛硅业今日大宗交易成交66万股，成交价29.87元溢价0.0%,Wind
826,2020-08-03,有色金属周报：金属价格维持强势 金价继续上行,新浪
827,2020-07-26,有色金属行业动态分析：有色持仓继续回升 钴锂、金铜板块显着增配 加工、小金属板块减配,新浪
828,2020-07-20,有色金属行业一周回顾：二季度经济增速转正 看好铜、钴 重视轻量化龙头云海金属,新浪
829,2020-07-17,有色金属2020年中报前瞻：Q2有色利润复苏 重视铜钴及周期成长个股,新浪
830,2020-07-16,产业之问|中国有机硅行业龙争虎斗 行业头把交椅花落谁家？,前瞻研究院
831,2020-07-02,合盛硅业(603260.SH)：控股股东解除质押1792万股,格隆汇
832,2020-06-29,合盛硅业：控股股东合盛集团质押5000万股,每日经济新闻
833,2020-06-29,合盛硅业(603260.SH)：控股股东质押合计5000万股,格隆汇
834,2020-06-16,有色金属一周回顾：需求复苏 非洲、南美供给干扰风险继续上升 看好铜钴价格,新浪
835,2020-06-10,新亚强IPO毛利率非常值得怀疑，更可能是“血汗工厂”,中金在线
836,2020-06-08,基础化工行业周报：布油重新站上40美元 供给端和需求端继续复苏,光大证券
837,2020-05-28,【东北基础化工】日报/巴斯夫携手彤程新材合作生产可堆肥共聚酯 20200529,东北基础化工
838,2020-05-28,合盛硅业(603260.SH)年报推10派2.3元股权登记日6月3日,格隆汇
839,2020-05-27,一周策略回顾与展望,新浪
840,2020-05-25,东方证券化工周报,新浪
841,2020-05-21,化工行业：疫情恐将催生通胀 化工行业利润有望大幅提升！,新浪
842,2020-05-20,化工观点聚焦：油价与复工推动化工品涨价 看好MDI、煤化工及硅产品,新浪
843,2020-05-20,合盛硅业(603260)：大股东全额认购定增 产能增长提振公司业绩,新浪
844,2020-05-20,41股获券商买入评级，日月股份目标涨幅达59.82%,Wind
845,2020-05-20,合盛硅业拟定增25亿补充流动资金 罗氏家族全数认购助力公司逆周期扩产,长江商报
846,2020-05-19,合盛硅业(603260)：大股东全额认购 看好硅业龙头长期发展,新浪
847,2020-05-18,合盛硅业：拟定增募资不超25亿元,Wind
848,2020-05-09,光伏系列（35）：硅料涨价的力度与持续性或超预期，头部企业有弹性,电新产业研究
849,2020-05-08,云南：力争到2025年绿色硅材全产业链总产值达到2000亿元以上,云南日报
850,2020-05-08,云南省绿色硅材加工一体化产业快速发展,云南网
851,2020-04-29,云南现代化水电硅产业体系初具规模,云南网
852,2020-04-29,合盛硅业：一季度净利润同比减少38.01% 盈利能力下降,Wind
853,2020-04-28,合盛硅业(603260.SH)一季度净利降38.01%至2.49亿元 盈利能力下降,格隆汇
854,2020-04-24,鹰眼预警：合盛硅业营收净利双降 毛利率大幅下滑 盈利能力下降,新浪
855,2020-04-24,【东北基础化工】日报/华润化学牵手BP助推聚酯产业链融合 20200424,东北基础化工
856,2020-04-23,[公司]合盛硅业：2019年净利润同比下滑60.56% 拟10派2.3元 盈利能力下降,全景网
857,2020-04-23,合盛硅业(603260.SH)控股股东质押232万股,格隆汇
858,2020-04-23,合盛硅业(603260.SH)2019年度净利降60.56%至11.06亿元 拟10派2.3元 盈利能力下降,格隆汇
859,2020-04-23,合盛硅业：2019年净利润同比减少60.56% 盈利能力下降,Wind
860,2020-03-11,新股排查丨东岳硅材募投达产前业绩难以超越2018高点，毛利率远低于行业平均水平，实控人债务连环违约 违约失信,21世纪经济报道
861,2020-02-14,10股获买入评级 最新:卓易信息,中财网
862,2020-02-13,从自由现金流看化工股未来,赵辰看周期
863,2020-01-22,合盛硅业：2019年净利预降59%到62% 盈利能力下降,e公司
864,2020-01-22,合盛硅业：预计2019年业绩同比下降58.65%-62.21% 盈利能力下降,Wind
865,2020-01-08,2019年上市公司董监高增减持透视：1317家减持，842家增持 减持股份,面包财经
866,2019-12-26,富达实业违规吃警示函 减持合盛硅业1215万元未预信披 金融监管处罚,中国经济网
867,2019-12-26,富达实业公司违规减持合盛硅业股票收警示函 减持股份,中国网
868,2019-12-25,关于对富达实业公司采取出具警示函措施的决定 其他违规处罚,浙江证监局
869,2019-12-25,合盛硅业股东因违规减持被出具警示函 减持股份,资本邦
870,2019-12-25,合盛硅业(603260.SH)：股东富达实业减持违规收到浙江证监局警示函 减持股份,格隆汇
871,2019-12-25,合盛硅业：富达实业收浙江证监局警示函,Wind
872,2019-12-20,12月19日有106家公司获重要股东增减持 延安必康已被连续减持153次 减持股份,Wind
873,2019-12-18,合盛硅业股东富达实业拟减持公司160万股股份 拟减持股份,资本邦
874,2019-12-18,合盛硅业(603260.SH)：富达实业完成减持计划累计减持159.99万股 拟减持股份,格隆汇
875,2019-12-18,合盛硅业：富达实业累计减持0.17%公司股份，减持计划实施完毕 减持股份,Wind
876,2019-12-17,合盛硅业(603260.SH)涨近5% 有机硅价格半月内涨近10%,格隆汇
877,2019-12-13,合盛硅业(603260.SH)：富达实业减持数过半累计减持80万股 减持股份,格隆汇
878,2019-12-13,合盛硅业：富达实业减持0.09%公司股份 减持股份,Wind
879,2019-12-13,合盛硅业：股东富达实业减持约80万股 减持股份,Wind
880,2019-12-11,合盛硅业(603260.SH)控股股东质押1400万股,格隆汇
881,2019-12-06,行业产能过剩之下拟再度扩建，合盛硅业（603260.SH）究竟为哪般？,格隆汇
882,2019-12-06,合盛硅业拟在昭通投建水电硅项目 分析师：行业目前面临产能过剩,每日经济新闻
883,2019-12-05,合盛硅业：拟投建合盛硅业昭通水电硅循环经济项目,e公司
884,2019-12-05,合盛硅业(603260.SH)拟在云南昭通建年产80万吨有机硅单体及硅氧烷下游深加工项目等,格隆汇
885,2019-12-02,周观点：碳酸锂价格继续下挫，逆周期调节利好基本金属,申万有色公众平台
886,2019-11-28,合盛硅业：“16合盛01”回售金额为1.98亿元,Wind
887,2019-11-27,购销、环保、研发人员薪酬都被“打脸”， 东岳硅材招股书瑕疵不少,中金在线
888,2019-11-27,研发不达标、规模未披露、数据有出入，东岳硅材明日上会胜算几何 产品问题,中金在线
889,2019-11-15,11月15日有82家公司获重要股东增减持 中环环保已被连续减持56次 减持股份,Wind
890,2019-11-15,合盛硅业：“16合盛01”回售登记期11月22日至11月26日,Wind
891,2019-11-14,合盛硅业(603260.SH)：富达实业拟减持不超160万股 拟减持股份,格隆汇
892,2019-11-14,合盛硅业：股东富达实业拟减持不超过160万股 减持股份,Wind
893,2019-11-05,[路演]合盛硅业：加大销售市场开发 有效释放产能,全景网
894,2019-11-04,合盛硅业(603260.SH)：富达实业违规减持43.18万股 其他违规处罚,格隆汇
895,2019-11-04,合盛硅业：股东违规减持公司股份及致歉 其他违规处罚,金融界
896,2019-11-04,合盛硅业：股东富达实业违规减持43.2万股 其他违规处罚,Wind
897,2019-10-30,合盛硅业前三季度盈利8.61亿 同比下滑61.66% 盈利能力下降,挖贝网
898,2019-10-29,合盛硅业(603260.SH)前三季度净利润降61.66%至8.61亿元 盈利能力下降,格隆汇
899,2019-10-29,合盛硅业：前三季度净利润同比减61.66% 盈利能力下降,Wind
900,2019-10-22,合盛硅业遭遇产能陷阱 “祸根”早已埋下,腾讯网
901,2019-10-22,合盛硅业首次覆盖报告:硅基新材料龙头企业,光大证券
902,2019-10-15,合盛硅业(603260.SH)：临沂祉庆因完成清算注销 其所持2617.44万股将由其股东分配 减资破产,格隆汇
903,2019-10-14,【申万宏源有色】2019年武汉策略会交流合集（合盛硅业，赣锋锂业，华友钴业和金力永磁）,申万有色公众平台
904,2019-10-11,【申万宏源有色】20191011:有色三季报前瞻：黄金和钴企业利润回暖,申万有色公众平台
