,2021-12-31,中国CXO行业跟踪报告,周观宇论
1158,2021-01-29,华安证券--医药生物行业点评：业绩预告陆续发布，进一步增强CXO行业信心【行业研究】,金融界股吧
1159,2021-01-29,中泰证券--医药生物行业周报：CRO/CDMO行情将如何延续？长坡厚雪，未来可期【行业研究】,金融界股吧
1160,2021-01-28,浙商证券--医药行业周报：CXO/IVD业绩预喜，疫情下持续高景气【行业研究】,金融界股吧
1161,2021-01-28,上周（1月18日-1月22日），8家医药公司总市值均突破1000亿元,制药网
1162,2021-01-28,这12家药企2020年预计净利润增速超过30%,制药网
1163,2021-01-28,净利预计增速翻倍，高位回落的康龙化成（03759）赶上国内CRO红利期,智通财经
1164,2021-01-28,港股盘前必读：中国中药在香港暂停交易或被私有化,Wind
1165,2021-01-27,生物医药行业深度报告：长期看好港股医药优质细分领域龙头,新浪
1166,2021-01-27,【中金医药】2020年报业绩预览-中金医药周报（勘误）,陆家嘴医药代表
1167,2021-01-27,大行评级|美银证券：上调康龙化成(3759.HK)目标价至201港元评级“买入”,格隆汇
1168,2021-01-27,美银证券：重申康龙化成(03759)“买入”评级 目标价上调19.6%至201港元,智通财经
1169,2021-01-27,康龙化成(300759)：20年收入持续提速 实验室业务拉动整体毛利率提升,新浪
1170,2021-01-27,康龙化成(300759)：略超预期 看好新产能 平台化加速节奏,新浪
1171,2021-01-27,高盛料康龙化成(03759-HK)实验室及CMC服务持续强劲增长目标价升至204.3港元,财华社
1172,2021-01-27,高盛上调康龙化成目标价至204.3港元，维持买入评级,Wind
1173,2021-01-27,上调评级至买入策略选股（1月27日）,Wind
1174,2021-01-27,南向资金高比例持有港股名单,证券之星
1175,2021-01-27,康龙化成(300759)：业绩预告全年高增 看好盈利能力提升下加速成长,新浪
1176,2021-01-27,【浙商医药|点评】康龙化成：略超预期，看好新产能、平台化加速节奏,杏林建研
1177,2021-01-26,康龙化成今股价跌8% 中泰证券浙商证券昨日刚喊买入,中国经济网
1178,2021-01-26,康龙化成(300759)：2020年业绩增长强劲 期待生产订单起量,新浪
1179,2021-01-26,[港股]康龙化成预计2020年归母净利11.33亿元-11.87亿元 同比增107%-117%,全景网
1180,2021-01-26,康龙化成(300759)：领先一体化外包服务平台 规模效应带来持续高增长,新浪
1181,2021-01-26,【兴业证券晨会聚焦0127】策略-20年Q4全行业业绩前瞻；固收-26日债市点评；食饮-巴比食品；医药-康龙化成；汽车-长城汽车,兴证研究
1182,2021-01-26,港股生物医药板块集体扑街，接下来怎么看？,格隆汇
1183,2021-01-26,CRO概念股走弱康龙化成AH齐跌逾7%,格隆汇
1184,2021-01-26,A股午盘综述：上证指数跌1.2%，创业板指跌2.39%.,Wind
1185,2021-01-26,中泰国际：康龙化成预计2020年股东净利润将倍增,新浪
1186,2021-01-26,港股异动 | 康龙化成(03759)盈喜后倒跌逾9% 预计2020年净利润增长107%-117%,智通财经
1187,2021-01-26,【异动股】康龙化成(03759-HK)跌6.24%,财华社
1188,2021-01-26,“核酸检测”吸睛又吸金，A股规模最大医疗ETF连续4日狂揽3.3亿元,Wind
1189,2021-01-26,【朝闻国盛0127】跨年行情不会终结，港股牛市刚刚开始,国盛证券研究所
1190,2021-01-26,港股盘前必读：快手将于1月26日启动招股程序筹资额或超480亿港元,Wind
1191,2021-01-26,【盈喜】康龙化成(03759-HK)料全年盈利增107%至117%,财华社
1192,2021-01-25,【浙商医药|周报】抱团与分化下，寻找长期价值,杏林建研
1193,2021-01-25,康龙化成(03759)预期年度归母净利同比增长107%-117%,智通财经
1194,2021-01-25,康龙化成2020年度净利润预增107%-117%,上证报
1195,2021-01-25,康龙化成(300759.SZ)2020年净利预增107%-117%,格隆汇
1196,2021-01-25,康龙化成：预计2020年度净利润为11.32亿元-11.87亿元，同比增107%-117%,Wind
1197,2021-01-25,医药外包行业周报-CXO：是 但不仅仅是业绩超预期,新浪
1198,2021-01-25,每日医药牛股点评|康龙化成2020年净利润高增长，股价却暴跌,富途证券
1199,2021-01-25,医药生物行业周报：2020Q4公募基金重仓医药持仓几何？继续强调Q1医药躁动期,新浪
1200,2021-01-25,医疗健康行业2020年报业绩预览：四季度业绩加速恢复,新浪
1201,2021-01-25,【异动股】康龙化成(03759-HK)涨3.53%,财华社
1202,2021-01-25,创业板指涨超1%，我武生物涨15%,Wind
1203,2021-01-25,【权益变动】康龙化成(03759-HK)获HSBCGlobalAssetManagement(HongKong)增持13.98万股,财华社
1204,2021-01-24,北上资金重点加仓名单出炉！12股新纳入沪深股通标的,证券时报网
1205,2021-01-23,CXO行业：研发和渗透率驱动 景气度持续高水平,财富动力网
1206,2021-01-23,制药行业一周风云榜:中药一哥争夺白热化 药明康德市值突破4000亿,华夏时报
1207,2021-01-22,HSBC Global Asset Mgt (Hong Kong)增持康龙化成(03759)13.98万股，每股作价约142.62港元,智通财经
1208,2021-01-22,CXO行业跟踪报告：三维度透视CXO行业 景气度持续保持高水平,西南证券
1209,2021-01-22,茅台、海天连跌两周，抱团行情瓦解了吗？,Wind
1210,2021-01-22,CRO概念股集体走强泰格医药、药明康德、康龙化成、药石科技均创历史新高,格隆汇
1211,2021-01-22,什么信号？早盘北向资金转为净流出,上证报
1212,2021-01-22,【异动股】康龙化成(03759-HK)涨7.43%,财华社
1213,2021-01-22,A股午盘综述：大小指数分化，上证指数跌0.73%,Wind
1214,2021-01-22,康龙化成涨超7%再创新高 市值超1300亿港元,新浪
1215,2021-01-22,港股异动|康龙化成(3759.HK)涨超7%再创新高市值超1300亿港元,格隆汇
1216,2021-01-22,全球最大疫苗机构出事、多只千亿市值医药股业绩大增,证券时报网
1217,2021-01-21,医药生物行业周报：国家医保局发布“两定办法”,新浪
1218,2021-01-21,医药生物行业：高景气CXO行业或持续高增长 多个CXO公司发布2020业绩预告 数据超预期,新浪
1219,2021-01-20,港股研报干货专享：恒指逼近三万点！四条选股思路曝光 稀缺标的有哪些？,中财网
1220,2021-01-20,2年17倍大牛股康龙化成涨12%:多股新高 业绩预增印证CRO高景气度,财联社
1221,2021-01-20,医药股表现强势，“两定”新规将施行，利好龙头连锁药店,第一财经
1222,2021-01-20,解盘：小金属整体活跃，稀土、动力电池、电源设备领涨,Wind
1223,2021-01-20,花旗：首予康龙化成(03759)“买入”评级 目标价165港元,智通财经
1224,2021-01-20,CRO赛道全线暴涨 泰格医药、康龙化成涨10% 昭衍新药涨停,新浪
1225,2021-01-20,【异动股】康龙化成(03759-HK)涨10.28%,财华社
1226,2021-01-20,【异动股】CRO板块拉升，康龙化成(300759-CN)涨12.23%,财华社
1227,2021-01-20,医药股持续走强，泰格医药、康龙化成涨逾10%,Wind
1228,2021-01-19,医药行业周报：关注两大政策变化 推荐“创新”+“药店”,新浪
1229,2021-01-19,康龙化成(03759.HK)获汇丰环球增持13.98万股,格隆汇
1230,2021-01-18,医药生物：中国创新药是否到了国际化的拐点？,新浪
1231,2021-01-17,【浙商医药|专题】药明&康龙：CXO龙头人效背后的基因密码,杏林建研
1232,2021-01-14,医药生物行业：Q4医药板块延续恢复态势 结构性机会突出,新浪
1233,2021-01-12,【异动股】康龙化成(03759-HK)涨3.03%,财华社
1234,2021-01-11,医药行业周报：从历史复盘看“高景气度龙头”抱团趋势,新浪
1235,2021-01-11,康龙化成实控人一致行动人再次质押70万股用于股权类投资,GPLP犀牛财经
1236,2021-01-11,【异动股】康龙化成(03759-HK)涨3.14%,财华社
1237,2021-01-11,医疗健康行业：期待国产龙头打开内需和国际的双循环,新浪
1238,2021-01-11,医药生物/行业周报：关注业绩超预期的机会,新浪
1239,2021-01-11,南向资金高比例持有港股名单,证券之星
1240,2021-01-07,60只港股获南向资金大比例持有,证券之星
1241,2021-01-06,成都先导刚上市就业绩大滑坡，高度依赖海外市场和政府补贴,时代在线
1242,2021-01-06,兴证医药行业2021年1月投资月报：创新药差异化、国际化时代开启,新浪
1243,2021-01-06,【异动股】康龙化成(03759-HK)跌4.24%,财华社
1244,2021-01-06,南向资金高比例持有港股名单,证券之星
1245,2021-01-05,【异动股】康龙化成(03759-HK)涨4.37%,财华社
1246,2021-01-04,医疗健康行业：中金医药月度7+7组合：2021年1月组合,新浪
1247,2020-12-31,2021年医药投资策略：“卖水人”医药外包属于长期优质赛道,富途证券
1248,2020-12-29,市场风格快速切换：新能源急刹车，科技股抢反弹,Wind
1249,2020-12-29,医药行业周报：海外疫情引关注 “国谈”下创新药企业面临新考验,新浪
1250,2020-12-29,南向资金高比例持有港股名单,证券之星
1251,2020-12-28,康龙化成(03759.HK)：实控人的一致行动人龙泰康质押70万股A股,格隆汇
1252,2020-12-27,【浙商医药|周报】CXO 龙头新思考：高估值下，加仓源于什么？ ──医药外包行业周报20201227,杏林建研
1253,2020-12-26,【浙商医药|周报】CXO龙头新高下的思考：空间、趋势和供需 ──医药行业周报20201226,杏林建研
1254,2020-12-26,资金驻足大消费 医药家电纺织服装再“抬头”,金融投资报
1255,2020-12-25,康龙化成(300759.SZ)实控人之一致行动人龙泰康质押70万股,智通财经
1256,2020-12-24,南向资金高比例持有港股名单,证券之星
1257,2020-12-22,时至年底避免站岗：收好这份风险名单,Wind
1258,2020-12-22,医药生物行业周报：“三重行业红利 五重公司催化”助推智飞生物 强调Q1医药躁动机会,新浪
1259,2020-12-21,康龙化成：股东累计减持1.01%公司股份 减持股份,中证网
1260,2020-12-21,医药商业行业集中度持续提升 行业未来结构性发展趋势越发明显,中研网
1261,2020-12-21,康龙化成(300759.SZ)：君联闻达和君联茂林已减持803.59万股 减持股份,格隆汇
1262,2020-12-21,康龙化成：股东君联闻达和君联茂林累计减持公司1%股份 减持股份,Wind
1263,2020-12-21,以史为鉴，A股春季攻势开始？有何特征、如何布局？,证券时报网
1264,2020-12-21,医药行业周报：如何选股？创新赋能、制造升级和降本增效,新浪
1265,2020-12-18,南向资金高比例持有港股名单,证券之星
1266,2020-12-18,医药生物行业:把握政策新方向 聚焦高景气优质赛道,财富动力网
1267,2020-12-17,【权益变动】康龙化成(03759-HK)获FMRLLC增持13.38万股,财华社
1268,2020-12-17,"康龙化成现2笔大宗交易 共成交6,030.20万元",新浪
1269,2020-12-17,康龙化成今日大宗交易成交55万股，成交价109.64元折价1.4%,Wind
1270,2020-12-17,【异动股】康龙化成(03759-HK)涨4.59%,财华社
1271,2020-12-16,2021年医药行业投资策略：继续乐观,新浪
1272,2020-12-16,"康龙化成现2笔大宗交易 共成交5,863.00万元",新浪
1273,2020-12-16,【权益变动】康龙化成(03759-HK)获FIDELITYINVESTMENTTRUST增持22.77万股,财华社
1274,2020-12-15,"康龙化成现2笔大宗交易 共成交5,213.50万元",新浪
1275,2020-12-15,【异动股】康龙化成(03759-HK)涨3.12%,财华社
1276,2020-12-14,"康龙化成现2笔大宗交易 共成交5,107.50万元",新浪
1277,2020-12-14,恒指震荡收跌0.44%，阿里腾讯美团等科技巨头走弱,Wind
1278,2020-12-14,医药生物行业周报：2021医药“春季躁动”有望提前到来 关注医药消费投资机会,新浪
1279,2020-12-14,【异动股】康龙化成(03759-HK)跌3.89%,财华社
1280,2020-12-14,医药行业周报：把握中国优势 就是把握明年行情,新浪
1281,2020-12-14,冠军之战打响：10大基金狂赚至少100%,中国基金报
1282,2020-12-13,【中金医药】持续关注行业政策变化-中金医药周报系列八十二,陆家嘴医药代表
1283,2020-12-11,康龙化成(03759.HK)委任冯书为非职工代表监事,格隆汇
1284,2020-12-11,"康龙化成现2笔大宗交易 共成交5,019.00万元",新浪
1285,2020-12-10,2021年度策略行业策略：医药黄金时代行情不会缺席 2021只是更加极致聚焦,新浪
1286,2020-12-10,南向资金高比例持有港股名单,证券之星
1287,2020-12-09,"康龙化成现2笔大宗交易 共成交4,930.50万元",新浪
1288,2020-12-09,医疗行业-2021年医疗行业展望：坚持创新 伺机而动,新浪
1289,2020-12-09,康龙化成(03759.HK)获FIDELITYINVESTMENTTRUST增持22.77万股,格隆汇
1290,2020-12-08,"康龙化成现2笔大宗交易 共成交5,084.50万元",新浪
1291,2020-12-08,康龙化成(03759.HK)：遭实控人之一楼小强质押51万股A股,格隆汇
1292,2020-12-08,康龙化成(300759.SZ)：实控人楼小强质押51万股,格隆汇
1293,2020-12-08,医药生物行业2020年12月投资月报：医药反弹持续性如何？,新浪
1294,2020-12-08,西南证券：浪潮之巅 中国创新药迎来黄金时期,新浪
1295,2020-12-08,"华泰柏瑞2医药主题基金11月跌超9% ""菜鸟""接手迎震荡",中国经济网
1296,2020-12-07,【权益变动】康龙化成(03759-HK)被摩根大通减持81.7121万股,财华社
1297,2020-12-07,医药生物行业跨市场周报：政策压制效应渐弱 重点把握核心资产价值,光大证券
1298,2020-12-07,"康龙化成现2笔大宗交易 共成交5,098.00万元",新浪
1299,2020-12-07,医药生物行业周报：狂犬单抗未来会是大品种吗？再次强调12月是医药底部布局期,新浪
1300,2020-12-07,【权益变动】康龙化成(03759-HK)获花旗集团增持77.17万股,财华社
1301,2020-12-07,医药行业周报：医药反弹OR反抽？,西南证券
1302,2020-12-07,康龙化成(03759.HK)获Citigroup Inc.增持77.2万股,格隆汇
1303,2020-12-06,【中金医药】关注B类股流动性提升机会；静待医保谈判落地-中金医药周报系列八十一,陆家嘴医药代表
1304,2020-12-04,"康龙化成现2笔大宗交易 共成交4,966.00万元",新浪
1305,2020-12-04,康龙化成尾盘拉升涨近6% 此前获贝莱德增持415.2万股,新浪
1306,2020-12-04,港股异动 | 康龙化成(03759)尾盘涨超5% 近日获贝莱德增持涉资约3.91亿港元,智通财经
1307,2020-12-04,【异动股】康龙化成(03759-HK)涨3.17%,财华社
1308,2020-12-04,53只港股获南向资金大比例持有,证券之星
1309,2020-12-03,【权益变动】康龙化成(03759-HK)获贝莱德增持415.2万股,财华社
1310,2020-12-02,【浙商医药|周报】把握中国优势，就是把握明年行情,杏林建研
1311,2020-12-02,"康龙化成现2笔大宗交易 共成交4,713.00万元",新浪
1312,2020-12-02,【浙商医药|周报】如何选股？创新赋能、制造升级和降本增效,杏林建研
1313,2020-12-01,回顾2018年药品集采，创新走向更高质量发展--医药行业周报（2020.11.23-2020.11.27）,兴证医药健康
1314,2020-12-01,【异动股】康龙化成(03759-HK)涨5.47%,财华社
1315,2020-12-01,智通港股通占比异动统计|12月1日,智通财经
1316,2020-11-30,医疗健康行业2020年12月组合：中金医药月度7+7组合,新浪
1317,2020-11-30,医药生物行业报告：把握业绩好 确定性较强的子行业,新浪
1318,2020-11-29,清科数据：长假效应凸显 10月股权投资市场募资数据回调,新浪
1319,2020-11-29,医药行业一周观察：板块延续弱势调整 年度策略推荐三条主线,新浪
1320,2020-11-28,【浙商医药|点评】从分众传媒到药明康德，CXO 的景气破了么?,杏林建研
1321,2020-11-26,医药行业深度：医保谈判 扰动创新药市场变革,新浪
1322,2020-11-26,医药行业点评：药械板块短期受政策影响 CXO板块相对稳健,新浪
1323,2020-11-26,集采后仿制药利润大幅“割肉”，药企能否抓住创新药时代风口,医药资讯地方台
1324,2020-11-25,康龙化成(03579)约150.93万股限制性股票满足解除限售条件但继续禁售,智通财经
1325,2020-11-25,又站岗？3400点“清仓式”减持再来,Wind
1326,2020-11-25,【异动股】康龙化成(03759-HK)跌3.01%,财华社
1327,2020-11-24,医药生物行业周报：板块持续回调 逢低布局景气度高的细分赛道,新浪
1328,2020-11-24,【异动股】康龙化成(03759-HK)跌4.37%,财华社
1329,2020-11-24,港股异动︱康龙化成(03759)跌超4% 公告指君联闻达及君联茂林累计完成减持870.45万股 减持股份,智通财经
1330,2020-11-24,康龙化成(03759.HK)：君联减持公司股份比例再次达到1% 减持股份,格隆汇
1331,2020-11-24,康龙化成(03759)：君联闻达及君联茂林累计完成减持870.45万股 减持股份,智通财经
1332,2020-11-24,智通港股通占比异动统计|11月24日,智通财经
1333,2020-11-23,康龙化成：股东累计减持1.1%公司股份 减持股份,中证网
1334,2020-11-23,康龙化成：持股5%以上股东及其一致行动人合计减持1.1%股份 减持股份,Wind
1335,2020-11-23,康龙化成(300759.SZ)：君联闻达及其一致行动人近期累计减持1.1%股份 减持股份,格隆汇
1336,2020-11-23,【异动股】康龙化成(03759-HK)跌5.55%,财华社
1337,2020-11-22,医药生物行业周报：调整提供布局良机 拥抱长期成长和确定性,新浪
1338,2020-11-20,【权益变动】康龙化成(03759-HK)被摩根大通减持2.3541万股 减持股份,财华社
1339,2020-11-20,一图流|恒指公司公布沪深港创新药精选50指数，信达生物、康龙化成等入选,富途证券
1340,2020-11-20,强势股集中杀跌，谁在抛？为何抛？,上证报
1341,2020-11-19,"康龙化成现2笔大宗交易 共成交6,139.80万元",新浪
1342,2020-11-19,恒生指数公司：百济神州、康龙化成等将加入恒生沪深港创新药精选50指数,Wind
1343,2020-11-19,银行翻身牛股崩盘，还有一则转融通大消息,Wind
1344,2020-11-18,2500亿医药白马跌停！CRO板块集体大跌，机构抱团再松动？发生了什么 连续下跌,证券时报网
1345,2020-11-18,康龙化成(300759)：产业链延伸初见成效 一体化平台协同可期,新浪
1346,2020-11-18,康龙化成跌近10%浙商证券万联证券高位喊买帮割韭菜？,中国经济网
1347,2020-11-18,集采后仿制药利润大幅割肉 CRO企业会否成为创新药时代新风口？,华夏时报
1348,2020-11-17,【权益变动】康龙化成(03759-HK)获摩根大通增持20.6349万股,财华社
1349,2020-11-17,A股共发生95宗大宗交易成交34.74亿元（11月17日）,Wind
1350,2020-11-17,"康龙化成现4笔大宗交易 共成交6,772.20万元",新浪
1351,2020-11-17,中小公司研究：一周策略回顾与展望,新浪
1352,2020-11-16,医药研发外包服务行业系列深度专题：景气度持续提升 上调预期 关注细分新机遇,国金证券股份有限公司
1353,2020-11-15,【浙商医药|周报】估值持续回落，mRNA疫苗积极结果导致板块分化,杏林建研
1354,2020-11-13,【浙商医药|周报】板块回调下医药制造业α和β的思考,杏林建研
1355,2020-11-12,半导体芯片龙头股频遭减持，大基金年内套现近90亿元 减持股份,第一财经
1356,2020-11-12,6倍芯片巨头罕见跌停，背后原因或是它？,证券时报网
1357,2020-11-11,康龙化成(03759)遭君联闻达及其一致行动人累计减持5%股权 减持股份,智通财经
1358,2020-11-11,康龙化成(03759.HK)股东君联闻达及一致行动人累计减持3972万股A股 减持股份,格隆汇
1359,2020-11-11,康龙化成(300759.SZ)主要股东君联闻达及其一致行动人累计减持3971.94万股 减持股份,智通财经
1360,2020-11-11,康龙化成(300759.SZ)：5%以上股东君联闻达及其一致行动人累计减持5%股份 减持股份,格隆汇
1361,2020-11-11,医药行业-冠脉支架全国集采落地 互联网+医保支付持续优化,新浪
1362,2020-11-11,康龙化成发力新药研发全球服务能力,北京商报
1363,2020-11-10,康龙化成(300759)2020年股权激励草案点评：股权激励常态化 CDMO放量在即 有望超预期,新浪
1364,2020-11-09,【浙商医药|点评】康龙化成：股权激励常态化，CDMO放量在即，有望超预期,杏林建研
1365,2020-11-09,每日全球并购：康龙化成拟9亿收购美国实验室服务公司，宁德时代领投自动驾驶公司嬴彻科技1.2亿美元融资（11/09）,晨哨网
1366,2020-11-09,西南证券：双循环背景下 创新升级+进口替代引领医药大时代,新浪
1367,2020-11-09,【异动股】康龙化成(03759-HK)涨3.01%,财华社
1368,2020-11-09,安信国际 | 医药行业动态分析报告：CRO头部企业Q3业绩保持高增长,安信国际
1369,2020-11-09,早间公告2020年11月9日星期一,Wind
1370,2020-11-09,康龙化成拟收购于美国的实验室服务公司100%股权,新浪
1371,2020-11-09,康龙化成(03759.HK)拟收购一家美国实验室服务公司100%股权 总价不超1.375亿美元,格隆汇
1372,2020-11-08,康龙化成(03759-HK)拟推雇员A、H股奖励计划,财华社
1373,2020-11-06,康龙化成(300759.SZ)：刘骏辞任非职工代表监事职务 董监高成员变化,智通财经
1374,2020-11-06,康龙化成(03759.HK)建议采纳首期H股奖励信托计划,格隆汇
1375,2020-11-06,康龙化成：关于监事辞职暨补选非职工代表监事的公告 董监高成员变化,新浪
1376,2020-11-06,康龙化成(03759.HK)：冯书获提名为监事候选人,格隆汇
1377,2020-11-06,康龙化成(300759.SZ)拟授出84.4万股限制性股票 授予价格为每股55.78元,智通财经
1378,2020-11-06,康龙化成(300759.SZ)：2020年激励计划拟授予84.4万股限制性股票,格隆汇
1379,2020-11-06,康龙化成：刘骏辞去公司非职工代表监事职务 董监高成员变化,Wind
1380,2020-11-06,"康龙化成现2笔大宗交易 共成交3,305.40万元",新浪
1381,2020-11-06,【异动股】康龙化成(03759-HK)跌4.73%,财华社
1382,2020-11-06,医药行业2021年投资策略：“双循环”背景下 “创新升级＋进口替代”引领医药大时代,西南证券
1383,2020-11-06,突发，蚂蚁集团将启动退款程序！抗跌绩优龙头股仅41只，走势完爆一大片A股，机构预测最高增长股竟是,证券时报
1384,2020-11-06,抗跌绩优龙头股仅41只 机构预测最高增长股竟是它,证券时报
1385,2020-11-05,"康龙化成现2笔大宗交易 共成交9,062.40万元",新浪
1386,2020-11-05,康龙化成(03759.HK)3Q20业绩：利润率持续提升，维持“买入”评级，目标价135.0港元,浦发银行
1387,2020-11-05,医药生物行业上市公司2020年三季报小结：疫情影响逐渐消退 关注高成长大龙头+细分冠军,新浪
1388,2020-11-05,【异动股】康龙化成(03759-HK)涨3.42%,财华社
1389,2020-11-05,快讯：港股医药股集体上涨 药明巨诺涨超8%康龙化成涨近5%,新浪
1390,2020-11-05,商业模式：「里程碑」付款模式和「风险共担，利益共享」模式为主,富途证券
1391,2020-11-04,康龙化成(03759.HK)：实控人及其一致行动人质押190万股及解押220.92万股A股,格隆汇
1392,2020-11-04,浦银国际：康龙化成重申买入评级 目标价升至135港元,新浪
1393,2020-11-04,康龙化成(03759)获一致行动人解除质押220.92万股A股,智通财经
1394,2020-11-04,浦银国际：重申“买入”康龙化成(03759) 升目标价至135港元,智通财经
1395,2020-11-04,康龙化成(300759.SZ)实控人之一楼小强及其一致行动人合计质押190万股,智通财经
1396,2020-11-04,医药恢复高增长，未来跟随政策变化选股——兴证医药2020年11月投资月报,兴证医药健康
1397,2020-11-04,中泰证券：疫情加速全球创新药产业链转移 预计全年将持续高景气（附股）,证券时报网
1398,2020-11-03,"康龙化成现2笔大宗交易 共成交8,932.80万元",新浪
1399,2020-11-03,【万联医药 | 季报点评】康龙化成：业绩保持快速增长，后续增长潜力明显,万联证券研究所
1400,2020-11-02,"康龙化成现2笔大宗交易 共成交8,960.00万元",新浪
1401,2020-11-02,康龙化成(03759)：君联闻达及君联茂林累计完成减持930.57万股A股股份 减持股份,智通财经
1402,2020-11-02,康龙化成(300759.SZ)遭主要股东君联闻达及其一致行动人君联茂林累计减持930.57万股 减持股份,智通财经
1403,2020-11-02,康龙化成(300759.SZ)：君联闻达和君联茂林再减持1.17%股份 减持股份,格隆汇
1404,2020-11-02,康龙化成持股5%以上股东累计减持930.57万股 占总1.17% 减持股份,上证报
1405,2020-11-02,康龙化成：股东及一致行动人累计减持达1.17%公司股份 减持股份,中证网
1406,2020-11-02,康龙化成：持股5%以上股东君联闻达及其一致行动人减持股份占公司股本总数的比例为1.17% 减持股份,Wind
1407,2020-11-02,疫情影响逐渐消退，关注高成长龙头+细分冠军--医药生物上市公司2020年三季报小结,兴证医药健康
1408,2020-11-02,【浙商医药|三季报】创新药研发高景气有望持续，看好CDMO业绩加速,杏林建研
1409,2020-11-01,康龙化成(300759)：毛利率创新高 在建工程增幅达143％,渤海证券
1410,2020-11-01,康龙化成(300759)：三季度加速增长 盈利能力持续提升,新浪
1411,2020-10-31,康龙化成(300759)2020三季报点评：Q3维持高增长 毛利率提升显着,新浪
1412,2020-10-31,康龙化成(300759)：实验室龙头企业 Q3延续二季度高增速,新浪
1413,2020-10-31,2020年医药股ESG报告：智飞生物减持超百亿，35家公司股东“清仓式减持” 减持股份,Wind
1414,2020-10-30,宁德时代与康龙化成：我们如何投资飞驰中的中国科技快车,新浪
1415,2020-10-30,"康龙化成现2笔大宗交易 共成交9,061.60万元",新浪
1416,2020-10-30,康龙化成三季报点评：Q3高增持续，全年业绩可期【东吴医药朱国广团队】,国广有话说
1417,2020-10-29,康龙化成Q3报营收喜人，环比增长却下降明显 盈利能力下降,药智网
1418,2020-10-29,股价再创新高!康龙化成三季度业绩超预期，股东净利润同比大增1.4倍,资本邦
1419,2020-10-29,【异动股】康龙化成(03759-HK)涨5.52%,财华社
1420,2020-10-29,【浙商医药|点评】康龙化成：新产能利用叠加盈利提升窗口，业绩有望持续超预期,杏林建研
1421,2020-10-29,港股异动 | 康龙化成(03759)涨超4% 前三季归母净利润同比增加140%至7.89亿,智通财经
1422,2020-10-29,【即时点评】海螺水泥；康龙化成；中教控股,国元国际
1423,2020-10-29,【港股通】康龙化成首三季净利润增140.28%至7.89亿元,凤凰网
1424,2020-10-29,康龙化成(03759-HK)首9月盈利增1.4倍,财华社
1425,2020-10-29,康龙化成首9月盈利增1.4倍 每股盈利99.76分,新浪
1426,2020-10-28,康龙化成(03759.HK)前三季归母净利7.89亿元同比增加140.28%,格隆汇
1427,2020-10-28,康龙化成(03759)前三季归母净利增逾1.4倍至7.89亿元,智通财经
1428,2020-10-28,康龙化成公布三季报 前三季净利增加140.28%,新浪
1429,2020-10-28,康龙化成(300759.SZ)第三季度归母净利润同比增长85.62%至3.1亿元,智通财经
1430,2020-10-28,康龙化成：前三季度净利润同比增长140.28%,Wind
1431,2020-10-27,【异动股】康龙化成(03759-HK)涨4.85%,财华社
1432,2020-10-27,康龙化成：天津工厂三期工程预计年底可交付使用,Wind
1433,2020-10-27,A股午盘综述：上证指数半日下滑0.37%，充电桩、风电、特高压等概念板块领跌,Wind
1434,2020-10-26,医药生物行业周报：医药板块短期调整 寻找长期优质标的,新浪
1435,2020-10-22,泰格一天豪掷9亿投向新医药 康龙化成、凯莱英一众CXO扎堆进入,E药经理人
1436,2020-10-21,恒指震荡收涨0.75%，电讯、医药、新能源汽车走强,Wind
1437,2020-10-21,医药行业动态分析：制药龙头个股回调 关注布局机遇,新浪
1438,2020-10-21,港股异动︱康龙化成(03759)涨超7% 拟出资1亿元投资合伙企业,智通财经
1439,2020-10-21,中泰国际：康龙化成斥1亿人民币入股合伙企业,新浪
1440,2020-10-20,宁德时代与康龙化成：我们如何投资飞驰中的中国科技快车,新浪
1441,2020-10-20,港股异动︱康龙化成(03759)反弹4% 拟出资1亿元参与投资无锡阿斯利康中金创业投资合伙企业,智通财经
1442,2020-10-20,康龙化成(03759)拟出资1亿元参与投资无锡阿斯利康中金创业投资合伙企业(有限合伙),智通财经
1443,2020-10-20,康龙化成(03759.HK)遭HSBCGlobalAsset减持2.39万股 减持股份,格隆汇
1444,2020-10-19,康龙化成(300759.SZ)：拟出资1亿元参与投资无锡阿斯利康中金创业投资合伙企业,格隆汇
1445,2020-10-19,医药生物行业周报：冠脉支架国采方案落地 头部企业有望相对受益,新浪
1446,2020-10-19,【异动股】康龙化成(03759-HK)跌6.43%,财华社
1447,2020-10-19,医药生物行业报告：持续看好流感及肺炎相关疫苗销售 关注医药三季报业绩主线,新浪
1448,2020-10-19,创业板指跌幅扩大至1%，乐普医疗、贝达药业、欧普康视、康龙化成领跌,Wind
1449,2020-10-16,康龙化成(300759.SZ)：实控人一致行动人质押245.2万股,格隆汇
1450,2020-10-15,【权益变动】康龙化成(03759-HK)获摩根大通增持42.72万股,财华社
1451,2020-10-14,康龙化成(03759.HK)10月28日举行董事会议以审批三季度业绩,格隆汇
1452,2020-10-13,医药CXO行业专题报告：赋能新药后起秀 行业高增前景优,新浪
1453,2020-10-12,FMR LLC减持康龙化成(03759)10.35万股，每股作价约100.57港元 减持股份,智通财经
1454,2020-10-12,【权益变动】康龙化成(03759-HK)被FMRLLC减持10.35万股 减持股份,财华社
1455,2020-10-12,恒指高开高走收涨2.2%，小米大涨逾8%,Wind
1456,2020-10-12,医药外包行业周报：节后普涨 一体化整合是外包发展的重要选择,新浪
