,2021-12-29,北向资金年末交投持续低迷净买入逾6亿元，连续4日加仓宁德时代累计扫货超20亿,Wind
1243,2020-08-11,午评：股指弱势震荡，资金继续高低切换,新浪
1244,2020-08-11,A股融资融券日报：两融余额增加64.09亿元（8月10日）,Wind
1245,2020-08-11,调整进入尾声，等待反击机会,国盛证券
1246,2020-08-11,两市主力资金净流出220亿元 大资金出逃苹果概念龙头,金融界
1247,2020-08-11,低点如期形成，下周仍旧看涨,中金在线
1248,2020-08-11,【招商策略】融资资金成短期主力，行业类ETF净申购——金融市场流动性与监管动态周报(0810),招商策略研究
1249,2020-08-10,【收盘简评】2020-08-10,赢家之星
1250,2020-08-10,3天涨超20%，主力重金10亿杀入券商龙头股,金融界
1251,2020-08-10,25只股票获特大单净流入超2亿元 中信建投净流入居首,第一财经
1252,2020-08-10,尾盘主力资金净流出59亿元 资金逢高出逃中信证券,第一财经
1253,2020-08-10,中信建投等25股获特大单资金净流入超2亿元,证券时报网
1254,2020-08-10,【主力资金】苹果概念股突遭利空，大资金出逃概念龙头,证券时报网
1255,2020-08-10,数据复盘|君正集团遭主力资金净卖出逾20亿元 机构抢筹盟升电子等18股,证券时报网
1256,2020-08-10,1741只个股今日尾盘资金净流入,证券时报网
1257,2020-08-10,3380近在眼前，上拐吃肉还是下拐吃面？,菜鸟理财
1258,2020-08-10,两市主力资金净流出220.04亿元，国防军工行业净流出居首,证券时报网
1259,2020-08-10,1390亿主力资金近三日撤出全A(非陆股通重仓前100)概念股,证券时报网
1260,2020-08-10,8月10日主力资金净流出220亿元,证券时报网
1261,2020-08-10,涨停秘钥：军工股预示市场风格已变 多概念交易活跃,巨丰财经
1262,2020-08-10,8月10日主力巨资抢筹四大板块(附股),金融界
1263,2020-08-10,收评：箱体震荡，权重题材往往轮动发挥！,搜狐
1264,2020-08-10,沪深两市尾盘明显回落，君正集团等多只热门股跳水,Wind
1265,2020-08-10,君正集团、光启技术盘中跳水,e公司
1266,2020-08-10,外资小幅流出：消费电子大幅走弱 主力追逐建材板块,新浪
1267,2020-08-10,午间资金流：军工板块资金大幅流出大金融再度成为市场焦点,金融界
1268,2020-08-10,午评：两市延续调整，基建低位异动,新浪
1269,2020-08-10,张志：新股密集发行，大盘维持震荡！,中金在线
1270,2020-08-10,A股融资融券日报：两融余额减少84.42亿元（8月7日）,Wind
1271,2020-08-10,20股获融资净买入额超亿元 北斗星通居首,证券时报网
1272,2020-08-10,沃森生物等68股近五日获机构净买入,证券时报网
1273,2020-08-10,上周融资余额14036.23亿元，环比增加316.12亿元，君正集团、复星医药、北斗星通净买入额排前三,每日经济新闻
1274,2020-08-10,8月7日融资余额14036.23亿元，环比减少90.44亿元，这20只个股净买入额超亿元,每日经济新闻
1275,2020-08-10,平稳过渡还是血雨腥风？外资入主遇阻力，这家机构人事变动已启幕！下一步如何演变？,券商中国
1276,2020-08-10,A股早报2020年8月10日星期一,Wind
1277,2020-08-10,猎鹰看盘：反复震荡成主旋律本周重点看这些短线机会！,金融界
1278,2020-08-10,MSCI将宣布八月季度指数评审结果 概念股分化三特征,证券日报
1279,2020-08-10,融资盘连续净流入 题材炒作占据上风,财富动力网
1280,2020-08-09,黄辉退出君正集团法定代表人,e公司
1281,2020-08-09,粤开策略 | 大势研判：震荡上行，关注四大主线（附中报最新解读）,粤开崇利论市
1282,2020-08-09,君正集团董事长黄辉等7位主要人员从公司退出,格隆汇
1283,2020-08-08,游资情报｜多家顶级游资进出两只军工龙头现分歧；券商龙头异动背后惊现两大游资身影！,每日经济新闻
1284,2020-08-08,A股迎来一个消息，下周股市或上演“冰火两重天”？,搜狐
1285,2020-08-08,猪肉概念业绩股价齐飞 机构高位出逃生物疫苗,财富动力网
1286,2020-08-08,公告版位提示,中证报
1287,2020-08-07,机构现身47股，净买入宏达电子3.79亿元、净卖出紫光国微4.37亿元,第一财经
1288,2020-08-07,老越看盘丨沪指再度探底回升，经济数据将陆续出炉,21世纪经济报道
1289,2020-08-07,龙虎榜揭秘：18股本周获机构净买入超亿元,证券时报
1290,2020-08-07,为什么今天疫苗反包失败了？,南方财经网
1291,2020-08-07,【财经分析】新华500指数本周涨0.59% 结构性行情震荡加剧,新华网
1292,2020-08-07,A股上演“深v”连续剧，连套路都一模一样,搜狐
1293,2020-08-07,涨停复盘 | 光启技术成功拿下10天9板，医药板块出现明显分化,第一财经
1294,2020-08-07,金融街下午茶2020年8月7日星期五,Wind
1295,2020-08-07,机构今日买入这25股，抛售紫光国微4.37亿元丨牛熊眼 股票卖空,第一财经
1296,2020-08-07,涨停板解密：三板块部分个股逆市仍被追捧！（8月7日）,Wind
1297,2020-08-07,本周市场迎来窄幅调整，军工板块领涨两市,Wind
1298,2020-08-07,央行新信号，A股风向要变？,证券之星
1299,2020-08-07,容维证券刘思山：股指午后反弹 军工概念再度逆势上涨,新浪
1300,2020-08-07,【新华500】新华500指数（989001）7日收跌1.16%,新华网
1301,2020-08-07,涨停股复盘：21股封单超亿元,证券时报网
1302,2020-08-07,巨丰资金流向：市场再现巨幅调整 798亿主力资金现出逃！,巨丰财经
1303,2020-08-07,巨丰收评：大盘金针探底 珍惜低吸窗口,巨丰财经
1304,2020-08-07,A股收盘综述：上证指数跌近1%结束5连升，军工逆市逞强,Wind
1305,2020-08-07,水泥板块尾盘异动拉升 君正集团涨停,中国经济网
1306,2020-08-07,疫苗股午后回升，君正集团再度涨停,第一财经
1307,2020-08-07,君正集团午后再度涨停,e公司
1308,2020-08-07,和信投顾：题材概念萎靡 避险情绪上升,中金在线
1309,2020-08-07,腾讯股价一度重挫10%，市值蒸发3200亿！发生了什么？,21世纪经济报道
1310,2020-08-07,危化品监管收紧 龙头股已涨半年 外资加仓超20倍,证券时报
1311,2020-08-07,万亿规模大市场！国内危化品监管收紧，概念龙头已连涨半年，外资加仓超20倍,证券时报网
1312,2020-08-07,两市盘整沪指跌1.45%：券商股重挫，军工股上扬,中新经纬
1313,2020-08-07,券商股异动后传闻被否！A股巨震时最佳策略速读,新浪
1314,2020-08-07,【东北基础化工】日报/巴斯夫投资扩大亚太区烷氧基化物产能20200807,东北基础化工
1315,2020-08-07,杠杆选手a和绝处逢生再度领前,南方财经网
1316,2020-08-06,A股三大股指午盘集体收跌 沪指跌近2%失守3300点 连续下跌,中新经纬
1317,2020-08-06,A股三大股指跌逾1% 船舶制造板块逆市领涨,中新经纬
1318,2020-08-06,71只股股价创历史新高,证券时报网
1319,2020-08-06,谁在炒作质押高企的君正集团？,环球老虎财经
1320,2020-08-06,券商拉升指数翻红，创业板却下跌加速，告诉我们什么信号？,金融界
1321,2020-08-06,【超级大单】中一签狂赚44万的大牛股跌停，百亿资金出逃医药股,证券时报网
1322,2020-08-06,1286亿主力资金近三日撤出全A(非陆股通重仓前100)概念股,证券时报网
1323,2020-08-06,中富金石：市场情绪温和退潮 后市重点关注低位新热点,中金在线
1324,2020-08-06,市场点评：上证还是那个牛市 没有一点点改变,新浪
1325,2020-08-06,有大事发生？国家队重仓这些股,证券之星
1326,2020-08-06,涨停秘钥：军工股热度再次被点燃 券商尾盘实力护盘,巨丰财经
1327,2020-08-06,中信建投金融工程日报：震荡分化 两融微升,新浪
1328,2020-08-06,【新华500】新华500指数（989001）探底回升涨0.17% 成交量放大,新华网
1329,2020-08-06,13天11板 君正集团(601216.SH)股价创历史新高,格隆汇
1330,2020-08-06,8月6日两市机构大单抢筹40股(名单),金融界
1331,2020-08-06,君正集团尾盘快速拉升封涨停 现13天11板走势,金融界
1332,2020-08-06,136只股涨停最大封单资金6.32亿元,证券时报网
1333,2020-08-06,巨丰收评：市场探底回升 减持冲击做多信心,巨丰财经
1334,2020-08-06,君正集团尾盘快速拉板 股价创历史新高,第一财经
1335,2020-08-06,君正集团午后涨停 股价创历史新高,e公司
1336,2020-08-06,“内循环概念”第一股？ 12日10板，君正集团遭游资接力爆炒,时代在线
1337,2020-08-06,广州万隆：莫慌！10年数据揭示这大概率方向,广州万隆
1338,2020-08-06,两市高开低走 疫苗概念股走弱军工股逆市走强,中新经纬
1339,2020-08-06,两市高开低走创业板指跌1.70%疫苗概念股走弱,中新经纬
1340,2020-08-06,张志：股指高位承压，震荡还将延续,中金在线
1341,2020-08-06,【中证盘前】下半年将鼓励限购城市适当增加汽车购置限额；两家上市猪企7月业绩靓丽；国中水务回应商汤科技传闻；金价再创历史新高,中证报
1342,2020-08-06,快讯：疫苗股早盘受挫 君正集团直线跳水翻绿,新浪
1343,2020-08-06,操盘必读｜两家上市猪企7月业绩靓丽，国中水务回应商汤科技传闻，纳指再创新高,上游新闻
1344,2020-08-06,8月5日融资余额14087.55亿元，环比增加108.01亿元,每日经济新闻
1345,2020-08-06,A股融资融券日报：两融余额增加126.72亿元（8月5日）,Wind
1346,2020-08-06,A股早报2020年8月6日星期四,Wind
1347,2020-08-06,猎鹰看盘：调整风险仍在短线轻指数重个股快进快出为主,金融界
1348,2020-08-06,机构调仓布局涨价逻辑 游资活跃投资眼光独到,财富动力网
1349,2020-08-06,淘金早评：指数突破有效今日能否大涨,金融界
1350,2020-08-06,睿财看市场：板块轮动中军工占据C位！高科技权重股影响力增强！,恒泰睿财
1351,2020-08-06,主力资金净流出191.05亿元 龙虎榜机构抢筹17股,证券时报网
1352,2020-08-06,抓涨停控仓位 进攻退守娴熟自如,南方财经网
1353,2020-08-05,【收盘简评】2020-08-05,赢家之星
1354,2020-08-05,稀土涨价潮来临，A股稀土全产业链概念股一览（名单）,搜狐
1355,2020-08-05,【5日资金路线图】主力资金净流出191亿元 龙虎榜机构抢筹17股,证券时报网
1356,2020-08-05,【超级大单】主力杀出回马枪，12亿资金抢筹的疫苗龙头盘后宣布大消息,证券时报网
1357,2020-08-05,【主力资金】尾盘主力潜伏2只科技股，杀入资金超3亿元,证券时报网
1358,2020-08-05,营业部资金青睐32股 净买入逾8亿元,证券时报网
1359,2020-08-05,营业部最青睐个股曝光6股净买入超亿元,证券时报网
1360,2020-08-05,26股获特大单资金净流入超2亿元,证券时报网
1361,2020-08-05,老越看盘丨股指震荡蓄势， 题材热点快速轮动,21世纪经济报道
1362,2020-08-05,数据复盘| 61亿资金撤离电子行业 君正集团获主力大幅加仓,证券时报网
1363,2020-08-05,761亿主力资金近三日撤出全A(非陆股通重仓前100)概念股,证券时报网
1364,2020-08-05,疫苗概念火热，有公司忙提示风险，也有公司急“蹭”热度,新浪
1365,2020-08-05,利好发威！集成电路板块飙升逾1000亿！,中投网
1366,2020-08-05,71股主力资金净流入超亿元,证券时报网
1367,2020-08-05,龙虎榜机构新动向：净买入10股净卖出10股,证券时报网
1368,2020-08-05,清一色防御性板块领涨，外围恐又有幺蛾子！,中财网
1369,2020-08-05,上海证券交易所2020年08月05日主板交易信息,上交所
1370,2020-08-05,96只股股价创历史新高,证券时报网
1371,2020-08-05,重赏之下未见勇夫，半导体真的是利好兑现？,新浪
1372,2020-08-05,关键时刻!国务院释放重量级信号未来五年最强主线呼之欲出,中财网
1373,2020-08-05,爆发性突破会否意外到来？,中财网
1374,2020-08-05,招商基础化工行业周报2020年9月第2周：液氯、顺酐本周涨幅居前，原油、柴油跌幅较大,招商基础化工
1375,2020-08-05,涨停板解密：三板块个股持续火爆上攻！（8月5日）,Wind
1376,2020-08-05,君正集团涨停，一线游资合力反包,Wind
1377,2020-08-05,中富金石：市场炒作情绪仍在 关注热点低吸机会,中金在线
1378,2020-08-05,A股连续6日成交过万亿军工农业股领涨市场上行压力仍较大,财华社
1379,2020-08-05,8月5日复盘：悄然发生三大变化 主力资金重点出击10股,新浪
1380,2020-08-05,机构抄底低位股 游资巨资砸盘君正集团｜龙虎榜,第一财经
1381,2020-08-05,涨停板复盘：三大指数持续盘整 农业股集体走强,新浪
1382,2020-08-05,收评：沪指涨0.17%创业板指涨0.97%农业、稀土等板块午后崛起,金融界
1383,2020-08-05,1149亿资金争夺20股：主力资金重点出击10股(名单),新浪
1384,2020-08-05,聪明钱撤退：军工板块掀涨停潮 半导体板块遭抛38亿,新浪
1385,2020-08-05,涨停股复盘：23股封单超亿元,证券时报网
1386,2020-08-05,巨丰资金流向：市场调整加速板块轮动 农业板块获16亿主力增持！,巨丰财经
1387,2020-08-05,A股收盘综述：上证指数连升4日，半导体及芯片概念爆发,Wind
1388,2020-08-05,8月5日午后主力巨资抢筹四大板块(附股),金融界
1389,2020-08-05,8月5日午后两市净流入前20股(名单),金融界
1390,2020-08-05,利好发威:疫苗股也嗨了 A股强势翻红 聪明钱却在撤退？,e公司
1391,2020-08-05,两市低开高走创指涨1.45% 军工股集体上扬,中新经纬
1392,2020-08-05,午评：探底回升再冲前高，多热点集中发力,新浪
1393,2020-08-05,午间资金流：军工、医疗板块资金大幅流入大金融板块分化严重,金融界
1394,2020-08-05,板块快速轮动：北向资金流出13亿 “妖股”再受资金追捧,新浪
1395,2020-08-05,午评：两市探底回升创业板指涨1.45% 国产芯片概念大涨 军工板块再度活跃,金融界
1396,2020-08-05,A股午盘综述：上证指数涨0.29%，创业板指涨逾1%,Wind
1397,2020-08-05,疫苗股低开高走，君正集团等多股涨停,第一财经
1398,2020-08-05,快讯：生物疫苗板块持续拉升 君正集团水下拉升封板,新浪
1399,2020-08-05,医药疫苗股低开高走,格隆汇
1400,2020-08-05,生意社热点商品发现（2020年8月5日）,生意社
1401,2020-08-05,君正集团完成工商变更登记及备案 张海生成为新任董事长,证券日报
1402,2020-08-05,疫苗股高位震荡！板块狂欢能否持续？分化信号出现！,21财闻汇
1403,2020-08-05,A股融资融券日报：两融余额增加42.15亿元（8月4日）,Wind
1404,2020-08-05,睿财看市场：科创50指数跌3.5%，银行与保险板块走强,恒泰睿财
1405,2020-08-05,政策红利持续释放，市场马踏飞燕,国盛证券
1406,2020-08-05,猎鹰看盘：医药拖累创业板弱势调整主板能否力挽狂澜？,金融界
1407,2020-08-05,【中证盘前】国产芯片和软件迎重磅利好；好想你上半年净利同比增1680%；慈星股份控股股东等拟减持不超10%股份；纳指再创新高,中证报
1408,2020-08-05,疫苗概念股集体降温 银行保险股力撑大盘,证券时报
1409,2020-08-05,银行股“挑大梁” 沪指尾盘顽强收涨,上证报
1410,2020-08-05,晚间公告热点追踪：8天7板英特集团上半年净利同比降17%,新浪
1411,2020-08-05,新冠疫苗商业化预期下，产业链板块狂欢能否持续？,Wind
1412,2020-08-05,疫苗概念股集体降温银行保险力撑大盘,证券时报
1413,2020-08-05,两融余额创5年来新高74股连续6周获资金加仓,证券时报
1414,2020-08-05,八月首日 华夏交一换入券商股,南方财经网
1415,2020-08-05,疫苗股集体降温 新冠疫苗商业化预期下 板块狂欢能否持续？,21世纪经济报道
1416,2020-08-04,突发，暴涨超200%大牛股闪崩！沾上疫苗概念，11天激增400亿,全景网
1417,2020-08-04,A股画风突变！疫苗板块大降温，银行保险崛起！一天成交1.37万亿，北上资金加仓这些白马股,证券时报网
1418,2020-08-04,银行地产领涨两市 阶段性跟踪周期类标的,大众证券报
1419,2020-08-04,尾盘主力卖出这些股 智飞生物等净流出金额最多,第一财经
1420,2020-08-04,疫苗高位股大面积回落，龙虎榜资金大肆出逃,第一财经
1421,2020-08-04,两市特大单资金大幅流出 疫苗股遭抛售、金融股被抢筹,第一财经
1422,2020-08-04,复星医药今日主力资金净流出25.36亿元,第一财经
1423,2020-08-04,疫苗概念股集体大降温！机构猛砸名单曝光！抗跌疫苗概念股仅剩11只！,上游新闻
1424,2020-08-04,特斯拉出猛料：主力抢筹5只概念股 最高扫货超6亿,新浪
1425,2020-08-04,主力资金：医药龙头遭主力砸盘 超25亿资金大出逃,新浪
1426,2020-08-04,解密主力资金出逃股连续5日净流出234股,证券时报网
1427,2020-08-04,8月4日主力资金流向日报,证券时报网
1428,2020-08-04,中富金石：指数进攻力度减弱 短期注意仓位控制,中金在线
1429,2020-08-04,君正集团打开涨停板 沪股通买入1.26亿元,第一财经
1430,2020-08-04,数据复盘| 173亿资金撤离电子行业 复星医药遭主力资金净卖出逾25亿元,证券时报网
1431,2020-08-04,创业板指收跌逾1% 银行保险主题基金逆势走强,中投网
1432,2020-08-04,758亿主力资金近三日撤出全A(非陆股通重仓前100)概念股,证券时报网
1433,2020-08-04,高位股大面积回调为哪般,新浪
1434,2020-08-04,突然跳水，A股行情有变？,证券之星
1435,2020-08-04,"超2500只个股飘绿：疫苗板块盘中熄火 9板""妖股""炸板糟抛15亿",新浪
1436,2020-08-04,十方观点：周二盘中巨震释放重磅信号,新浪
1437,2020-08-04,巨丰微策略：刺激！“妖王”跳水 疫苗杀跌 权重股逆势拉升下风格再转换？,巨丰财经
1438,2020-08-04,8月4日午后两市机构大单抢筹40股(名单),金融界
1439,2020-08-04,11天10个涨停，市值暴增480亿！这只牛股发生了什么,中国基金报
1440,2020-08-04,大盘宽幅震荡行情无需惊慌,新浪
1441,2020-08-04,11天10涨停市值暴增480亿!这只牛股发生了什么?,中国基金报
1442,2020-08-04,新华500指数午盘报5124.48点,新华网
1443,2020-08-04,快讯：疫苗板块午后急速跳水 海利生物封跌停,新浪
1444,2020-08-04,【行情】疫苗股午后急速跳水，海利生物封住跌停，君正集团、复星医药、赛升药业等大幅跳水 连续下跌,金十数据
1445,2020-08-04,震荡突然加剧，罕见指标已现，上一次还是2014年,中证报
1446,2020-08-04,震荡突然加剧，慌了？罕见指标已现，上一次还是2014年,中证报
1447,2020-08-04,突然爆发！11天狂拉10涨停，市值暴增480亿！这只大牛股发生了什么？,中国基金报
1448,2020-08-04,午间休市前10分钟突然“破板”！这只10板“大牛”将何去何从？,上证报
1449,2020-08-04,融资客连续10周加仓股仅8只，冷门股被罕见加仓30周！苹果概念龙头业绩猛增超10倍,证券时报
1450,2020-08-04,午评：两市震荡调整，市场开始高低切换,新浪
1451,2020-08-04,两市震荡运行沪指微涨0.09%银行股集体飘红,中新经纬
1452,2020-08-04,99只股上午收盘涨停(附股),证券时报网
1453,2020-08-04,大金融板块走强，140只个股上涨，新力金融上涨10.04%,每日经济新闻
1454,2020-08-04,生物疫苗概念盘中异动崛起 上海医药等多股涨停,中国经济网
1455,2020-08-04,8月4日三大指数开盘涨跌不一，数字货币、卫星导航等涨幅居前,每日经济新闻
1456,2020-08-04,中芯国际是个风向标！这次是上升而非反弹？,金融界
1457,2020-08-04,盘前情报丨创业板第一高价新股来了，中一签有望赚15万；多家疫苗概念股提示风险,21世纪经济报道
1458,2020-08-04,A股早报2020年8月4日星期二,Wind
1459,2020-08-04,4日公司新闻聚焦：万科拟当泰禾集团二股东 北汽蓝谷定增募资不超55亿,证券时报网
1460,2020-08-04,A股钱多人傻？No！震荡开始的3个征兆,中财网
1461,2020-08-04,牛市二波来了，接下来市场机会在哪？,中财网
1462,2020-08-04,粘上疫苗就火！冷链、灌装、瓶子股还能追涨吗？,搜狐
1463,2020-08-04,Wind风控日报2020年8月4日星期二,Wind
1464,2020-08-04,股海导航 8月4日沪深股市公告提示,新浪
1465,2020-08-04,麦氏理论：20天周期平衡改变 无法无天涨势选股,南方财经网
1466,2020-08-03,【收盘简评】2020-08-03,赢家之星
1467,2020-08-03,超级大单：疫苗龙头10天9板 近4亿资金大出逃,新浪
1468,2020-08-03,“蚂蚁附体”君正集团飞上天，10天9板喜提400多亿,搜狐
1469,2020-08-03,君正集团：不涉及血液制品、生物医药和冷链物流业务,证券时报
1470,2020-08-03,交易异动！君正集团：不存在应披露而未披露的信息 近3个交易日上涨33.23%,每日经济新闻
1471,2020-08-03,君正集团10天9涨停 公告：主营不涉及生物医药与冷链物流业务,金融界
1472,2020-08-03,君正集团：不涉及血液制品、生物医药和冷链物流业务,Wind
1473,2020-08-03,101股主力资金净流入超亿元,证券时报网
1474,2020-08-03,444亿主力资金近三日撤出融资融券概念股,证券时报网
1475,2020-08-03,涨停板解密：市场火爆，多板块个股掀涨停潮！（8月3日）,Wind
1476,2020-08-03,8月开门红！A股高开高走创指涨近3% 军工科技爆发掀涨停潮,搜狐
1477,2020-08-03,A股：一大利好信号来了，明天创业板将迎“新高”？,中财网
1478,2020-08-03,大消息刺激，8月A股怎么走？,证券之星
1479,2020-08-03,【新华500】新华500指数（989001）放量上涨1.74% 逾20只个股涨停,新华网
1480,2020-08-03,8月3日异动股点评：北斗导航概念批量涨停 盘点四牛与四熊,山东神光
1481,2020-08-03,十大博客看后市：开门红后有望再冲年内新高,新浪
1482,2020-08-03,收评：创业板指逼近7月高点 科创50大涨7%,网易
1483,2020-08-03,比亚迪创始人也来放贷了？年薪100万 正在招消费金融副总裁,金融界
1484,2020-08-03,8月3日午后两市机构大单抢筹40股(名单),金融界
1485,2020-08-03,生物疫苗午后持续走强 博晖创新等多股涨停,中国经济网
1486,2020-08-03,A股异动丨糊树脂概念股表现活跃糊树脂手套料报价再度调涨近6%,格隆汇
1487,2020-08-03,和信投顾：市场短线情绪亢奋 个股题材全面活跃,中金在线
1488,2020-08-03,稀缺，业绩连续高增长股名单曝光！重磅利好刺激，A股开门红，主力抢筹股来了！8月机构最看好这个概念,证券时报网
1489,2020-08-03,8月3日午盘主力巨资抢筹四大板块(附股),金融界
1490,2020-08-03,A股打响最强攻坚战,新浪
1491,2020-08-03,165只股上午收盘涨停(附股),证券时报网
1492,2020-08-03,巨丰午评：大盘冲击箱体顶部 军工科技爆发涨停潮,巨丰财经
1493,2020-08-03,新华500指数午盘报5089.97点 涨1.06%,新华网
1494,2020-08-03,8月3日早盘主力巨资抢筹四大板块(附股),金融界
1495,2020-08-03,融资客加仓 君正集团股价创新高,证券时报网
1496,2020-08-03,独角兽IPO纷至沓来，还有哪些后备军,Wind
1497,2020-08-03,A股8月开门红？必须盯紧这3点,中财网
1498,2020-08-03,八月A股开市了，满地是黄金！,中财网
1499,2020-08-03,独角兽IPO纷至沓来 还有哪些后备军？,Wind
1500,2020-08-03,巨丰早评：中报行情将全面展开 关注景气度向上板块,巨丰财经
1501,2020-08-03,9只渝股上周涨停医药股“涨”成摇钱树？,重庆商报
1502,2020-08-02,今年A股净减持超3000亿！8月还有176家公司在候场 减持股份,21世纪经济报道
1503,2020-08-02,赵老哥买2亿，上海溧阳路则跟随1.25亿，下周券商板又要飞？,新浪
1504,2020-08-02,7月两融余额创5年新高，这24股均被融资客爆买超10亿元！,每日经济新闻
1505,2020-08-02,本周共有239只个股连续上涨5日及以上，西藏药业、君正集团两周翻倍,Wind
1506,2020-08-02,八月如何捕捉强势股（8月2日）,新浪
1507,2020-08-02,追看风云起 后浪夺第一,南方财经网
1508,2020-08-02,市场行业板块多数飘红 生物疫苗题材持续升温,南方财经网
1509,2020-08-01,股市大涨！超百家公司逾600位股东扎堆减持，有高管套现11亿元 减持股份,每日经济新闻
1510,2020-08-01,7月市值荣耀榜出炉！涨幅前五名是这样的,中国财富网
1511,2020-08-01,7月A股收官：三大股指本月均涨超10%，你跑赢大盘了吗？,通信信息报
1512,2020-08-01,无故9天8涨停，反复澄清不理会，君正集团三股东计划减持 拟减持股份,腾讯网
1513,2020-08-01,追看风云起 后浪夺第一,财富动力网
1514,2020-08-01,两市震荡：追看风云起大幅领先,南方财经网
1515,2020-07-31,7000亿抖音母公司要上市？A股小伙伴先嗨了,中国基金报
1516,2020-07-31,水泥股走强，万年青涨停，机构、北向资金积极抢筹,中国混凝土网
1517,2020-07-31,两大担忧落地，月初将延续火爆行情！(附龙头股复盘),新浪
1518,2020-07-31,新冠疫苗产业完整名单出炉:龙头暴涨19倍 这些概念股仍在地板上,金融界
1519,2020-07-31,疫苗板块持续走强 产业链公司再获关注（附股）,证券时报网
1520,2020-07-31,10天8涨停！蚂蚁金服护体，负债156亿的它要上天了,搜狐
1521,2020-07-31,百亿资金搏杀芯片龙头股，主力扫货近30亿元！科技股抢筹名单来了,证券时报网
1522,2020-07-31,互动区炸了，股价秒涨停！新冠疫苗产业完整名单出炉，龙头飚涨19倍，这些概念股仍在地板上,证券时报网
1523,2020-07-31,来势汹汹！超600位大股东扎堆抛减持计划，社保基金要甩卖8亿多股，更有大牛股高管抛了11亿元，散户还接得住吗？ 减持股份,每日经济新闻
1524,2020-07-31,金融街下午茶2020年7月31日星期五,Wind
1525,2020-07-31,疫苗之外的赛道，聚焦血制品行业,Wind
1526,2020-07-31,大盘放量收红送走7月，一个板块崛起，后市如何参与？,金融界
1527,2020-07-31,237亿主力资金近三日撤出全A(非陆股通重仓前100)概念股,证券时报网
1528,2020-07-31,新华500指数本周涨4.26% 生物医药等行业涨幅居前,新华网
1529,2020-07-31,73股主力资金净流入超亿元,证券时报网
1530,2020-07-31,涨停板解密：医药、化工股连续火爆！（7月31日）,Wind
1531,2020-07-31,7月31日复盘：8月份开门红值得期待 主力资金出击11股,新浪
1532,2020-07-31,巨·大盘|大盘上测箱体顶部遇阻 A股七翻身完美实现,巨丰财经
1533,2020-07-31,7月31日两市机构大单抢筹40股(名单),金融界
1534,2020-07-31,【新华500】新华500指数（989001）31日收涨0.91% 本月累涨12.58%,新华网
1535,2020-07-31,涨停板复盘：A股7月红收官 字节跳动板块尾盘急拉,新浪
1536,2020-07-31,巨·热点：市场大幅波动 板块轮动加速 六大板块遭热炒！,巨丰财经
1537,2020-07-31,涨停秘钥：字节跳动“跳”上概念龙头 医药股继续走强,巨丰财经
1538,2020-07-31,收评：7月沪指涨10.9%创业板指涨近15%疫苗股炒作扩散,金融界
1539,2020-07-31,136只股涨停最大封单资金4.89亿元,证券时报网
1540,2020-07-31,新华500指数收盘报5036.48点 涨0.91%,新华网
1541,2020-07-31,巨丰收评：大盘反复冲击箱体上轨,巨丰财经
1542,2020-07-31,A股收盘综述：七月红盘收官，上证指数月涨超10%,Wind
1543,2020-07-31,7月31日午后主力巨资抢筹四大板块(附股),金融界
1544,2020-07-31,君正集团多概念加身，九天八板市值暴增300亿,环球老虎财经
1545,2020-07-31,生物疫苗板块午后大幅拉升 瑞普生物、君正集团等涨停,金融界
1546,2020-07-31,疫苗板块继续走强 博晖创新等5股涨停,金融界
1547,2020-07-31,7月31日午盘两市净流入前20股(名单),金融界
1548,2020-07-31,70只股上午收盘涨停(附股),证券时报网
1549,2020-07-31,股市藏宝图：美国GDP暴跌32.9％，欧美股市重挫，A股迎来大肉签 连续下跌,腾讯网
1550,2020-07-31,7月31日早盘两市净流入前20股(名单),金融界
1551,2020-07-31,“蚂蚁、抗疫、糊树脂”概念加持！君正集团(601216.SH)9天收出8个涨停板,格隆汇
1552,2020-07-31,君正集团大涨8.39%，近5日共流出2.49亿元,中新经纬
1553,2020-07-31,互联网金融板块走强，71只个股上涨，君正集团上涨10.01%,每日经济新闻
1554,2020-07-31,猎鹰看盘：震荡不改局部热度的延续，短线留意这些要点！,金融界
1555,2020-07-31,趋势巡航：今天回调是加仓的机会,金融界
1556,2020-07-31,今天关注：打新一签或赚17万、中报季报双增股,Wind
1557,2020-07-31,3300点八上八下！这些个股获青睐（名单）,中证报
1558,2020-07-31,中报季报双增股强劲来袭 另附避雷指南（名单）,Wind
1559,2020-07-31,盘之感：七月收官日，重点盯紧这一线！,新浪
1560,2020-07-31,今天打新 中一签赚17万？中报季报双增股强劲来袭 另附避雷指南（名单）,Wind
1561,2020-07-31,巨丰早评：市场上行趋势并未结束,巨丰财经
1562,2020-07-31,七月赛事还有什么悬念?,南方财经网
1563,2020-07-30,华创事件驱动早报7-30：我国进一步加强核酸检测能力建设；光伏硅料价格延续涨势,华创证券研究
1564,2020-07-30,7月30日涨停牛股点评：热点轮动眼花缭乱 估值有韧劲为首选,--
1565,2020-07-30,沪指收跌 两市成交再破万亿，北向资金跑路,腾讯网
1566,2020-07-30,主力资金：华为国产芯片有新消息 尾盘3亿资金扫货芯片龙头,新浪
1567,2020-07-30,晚间重要公告2020年7月30日星期四,Wind
1568,2020-07-30,君正集团：公司目前没有血液制品、生物医药业务,第一财经
