,2021-12-31,A股年度“涨停王”出炉，四成交易日均封板,Wind
1247,2020-09-09,中公教育对赌协议临期在即：2020上半年营收与净利暴跌 李永新16.5亿“窟窿”难填平 盈利能力下降,和讯
1248,2020-09-09,社服行业投资周报：暑运旅游人次恢复八成 规范教育收费新政落地,新浪
1249,2020-09-09,【早安新时代】晨会早读2020/09/09：今日关注芒果超媒、长沙银行、中公教育,新时代证券研究
1250,2020-09-08,公考推迟中公教育很“受伤” 上半年由盈转亏2.33亿元 亏损,GPLP犀牛财经
1251,2020-09-07,中公教育(002607)中报点评：扩招带动培训人次逆势增四成 下半年各业务已加速增长,新浪
1252,2020-09-07,教育：2020中报业绩验证教育板块确定性+成长性,新浪
1253,2020-09-07,传媒行业周(月)报：关注在线教育行业趋势机会,新浪
1254,2020-09-06,餐饮旅游行业2020年中报业绩综述：免税板块春意正盛 餐饮旅游渐迎芳菲,新浪
1255,2020-09-04,对赌“催命”，中公教育下半年会突出重围吗？,环球老虎财经
1256,2020-09-03,两千亿市值教企白马失蹄 中公净利亏2.33亿业绩承诺承压 亏损,新浪
1257,2020-09-03,A股互联网传媒行业2020年中报总结：游戏、新媒体持续高景气 线下场景不同程度复苏,新浪
1258,2020-09-03,纳入富时中国A50，中公教育涨超4%,第一财经
1259,2020-09-03,富时中国A50指数纳入万华化学、中公教育等5只个股,资本邦
1260,2020-09-03,港股盘前必读：香港证监会将撤销对私人开放式基金型公司施加的所有投资限制,Wind
1261,2020-09-03,创业板再度演绎传奇，5股纳入富时中国A50指数,Wind
1262,2020-09-02,富时中国A50新纳入、剔除各5只A股，9月18日收盘后生效,第一财经
1263,2020-09-02,万华化学等5只A股被纳入富时中国A50指数,Wind
1264,2020-09-02,中公教育交出上半年成绩单：疫情扰动业绩“失真” 继续内功修炼,中国网
1265,2020-09-02,上半年齐亏 五大教育培训股押注OMO,北京商报
1266,2020-09-01,公考延期培训机构“钱紧” 中公教育期中考由盈转亏 年度对赌压力增大 亏损,华夏时报
1267,2020-09-01,五大教育培训股上半年由盈转亏 复苏期内如何逆势扩张,北京商报
1268,2020-09-01,九月金股汇：低估值和高增长齐舞,新浪
1269,2020-09-01,【万联大消费|中公教育(002607)】2020年半年报点评：新业务板块逆势增长，就业承压龙头长期受益,陈雯消费深度研究
1270,2020-09-01,9月绩优金股名单曝光，4大行业胜率高,证券时报网
1271,2020-08-31,【东兴商社|教育】中公教育：产能持续扩张、预收款健康增长，持续看好公司长期成长能力,东兴社服
1272,2020-08-31,中公教育上半年亏损2.33亿 年度业绩对赌能否完成？ 亏损,中新经纬
1273,2020-08-31,传媒行业周报：芒果剧集内容发力明显 中公报名人次高增长,新浪
1274,2020-08-31,中公教育发布半年报：2020年上半年净亏损2.3亿元 亏损,科技新闻网
1275,2020-08-31,中小板指再度下滑，美年健康、金风科技、韵达股份、中公教育、三七互娱等领跌,Wind
1276,2020-08-31,中公教育（002607）2020年半年报点评：下半年有望迎培训高峰，中线平台孵化可能超预期,国信研究
1277,2020-08-31,教育行业周报：秋季学期中小学全面恢复正常教学,新浪
1278,2020-08-30,中公教育发布半年报：公考延期至营收下降22.80% 业绩有望三四季度转好 盈利能力下降,经济观察网
1279,2020-08-30,中公教育：受疫情影响，上半年营收同比下降22.80% 盈利能力下降,21世纪经济报道
1280,2020-08-30,受考试延期影响 中公教育上半年净利润同比下降147.26% 盈利能力下降,北京商报
1281,2020-08-30,受疫情冲击 中公教育中报归属净利润亏损2.33亿元 亏损,北京商报
1282,2020-08-30,中公教育上半年培训人次大幅增长近四成,证券时报网
1283,2020-08-30,中公教育(002607.SZ)半年度业绩盈转亏至2.33亿元 亏损,格隆汇
1284,2020-08-30,中公教育：上半年净亏损2.33亿元，由盈转亏,Wind
1285,2020-08-29,10位明星基金经理“心水股”首次披露,中国基金报
1286,2020-08-29,方正传媒·数据周报·游戏、视频板块中报表现亮眼｜2020年第35周,杨仁文研究笔记
1287,2020-08-24,中公教育入选富时罗素旗舰指数,中国网
1288,2020-08-24,教育行业周报：字节跳动持续收购 教育产品线不断丰富,新浪
1289,2020-08-23,国内职业教育市场前景向好 中公教育连续入选三大国际指数,证券日报
1290,2020-08-22,中公教育大存大贷还“清仓式”分红 上半年巨亏下如何完成业绩对赌？,凤凰网
1291,2020-08-22,方正传媒·数据周报·单日票房破2亿；教育部要求秋季学期恢复正常教学秩序｜2020年第34周,杨仁文研究笔记
1292,2020-08-19,“铜墙铁壁之间”的芜湖：上市公司数位居安徽第二 力争五年内再翻倍！,证券日报
1293,2020-08-19,爱婴室：疫情之下业务承压，线上收入增速亮眼【中信建投中小市值叶乐团队】,中信建投中小市值
1294,2020-08-19,杰克股份：疫情下承压加大，行业复苏拐点在即【中信建投中小市值叶乐团队】,中信建投中小市值
1295,2020-08-17,安徽芜湖副市长汤劲松：芜湖市多层次资本市场格局逐步形成,Wind
1296,2020-08-16,消费者服务-教育行业周报：美团玩美季发布暑期教育行业复苏情况,新浪
1297,2020-08-14,安徽民企百强榜出炉！“世界铜王”蝉联榜首，美的集团旗下8家子公司上榜；上市公司及关联企业占比超4成,证券时报网
1298,2020-08-13,乘风破浪的在线职教，资深玩家如何C位腾飞？,和讯
1299,2020-08-13,社服行业投资周报：多地筹划开设市内免税店 在线教育龙头全面提价,新浪
1300,2020-08-08,休闲服务行业投资策略月报：免税渠道引领消费回流持续 国内旅游有望稳步复苏,广发证券
1301,2020-08-06,教育行业专题暨月度投资策略：1对1赛道：线下盈利能力更优 看好龙头成长空间,广发证券
1302,2020-08-06,7月黑猫投诉企业红黑榜：中国对外友好合作服务中心入黑榜 诉讼纠纷,新浪
1303,2020-08-05,中公教育携手阿里、蔡崇信公益基金会助力数字乡村建设 赋能职业教育,凤凰网
1304,2020-08-04,看好中国职业教育市场前景 外资持续加仓中公教育并调高目标价,上证报
1305,2020-08-03,7月金股组合盈利15.28% 8月荐股名单出炉,新浪
1306,2020-08-03,传媒行业周报：好未来财报亮眼 坚定看好培训市场,新浪
1307,2020-08-01,方正传媒·数据周报·20H1中国手游收入同比增36%，8月中报季关注绩优个股｜2020年第31周,杨仁文研究笔记
1308,2020-07-29,教育行业研究：兼顾确定性与成长性 优选板块龙头,新浪
1309,2020-07-29,2020年省考报名人数预计超400万 中公教育市占率或提升,凤凰网
1310,2020-07-29,社服行业研究周报：上半年离岛免税销售增三成 下半年继续高增长可期,新浪
1311,2020-07-27,大消费组周观点7月第4期：市场震荡回调 建议关注中报确定性细分龙头,新浪
1312,2020-07-27,中公教育上半年预亏2-3亿 大方买理财却因“退费难”被官方点名 预亏,GPLP犀牛财经
1313,2020-07-26,餐饮旅游行业周报：社服零售2020Q2基金持仓分析 免税景气持续上行,新浪
1314,2020-07-25,方正传媒44页数据周报·《最强蜗牛》登顶港澳台免费榜，全国影院复工率38.3% ｜2020年第29周,杨仁文研究笔记
1315,2020-07-23,休闲服务行业：Q2公募集中加仓免税、演艺龙头 北向资金增持教育,广发证券
1316,2020-07-21,中公教育市值2000亿背后：退费投诉、盈利疑团为何从未停止？,搜狐
1317,2020-07-20,中金公司：中公教育短期逆风不改长期龙头优势 维持跑赢行业评级,凤凰网
1318,2020-07-18,5年间A股“千亿俱乐部”来去太匆匆：有市值从1323亿跌到6亿，有从477亿到3695亿！芒果超媒也上榜了,21世纪经济报道
1319,2020-07-18,A股“千亿俱乐部”，北京、广东各晋9家占鳌头,Wind
1320,2020-07-18,A股“千亿俱乐部”来去匆匆：京粤各晋9家占鳌头 39家落榜者故事不同,21世纪经济报道
1321,2020-07-18,A股“千亿俱乐部” 北京、广东各晋9家占鳌头,21世纪经济报道
1322,2020-07-17,中公教育深陷“退费背后”的理财生意,新浪
1323,2020-07-17,一周通读：光大证券重点报告精选,光大证券
1324,2020-07-17,2000亿身价中公教育的长期战争,投资界
1325,2020-07-17,【早安新时代】晨会早读2020/07/17：今日关注昆仑万维、中公教育、传音控股,新时代证券研究
1326,2020-07-17,业绩雷将至？预亏名单出炉，5家A股公司预亏超10亿 预亏,证券时报
1327,2020-07-15,中公教育(002607)事项点评：疫情扰动短期业绩 景气度持续向上趋势不变,新浪
1328,2020-07-15,中公教育(002607)：短期逆风不改长期龙头优势,新浪
1329,2020-07-15,主流券商集体看多中公教育增长前景,证券时报网
1330,2020-07-15,多省公务员联考推迟影响收入确认节奏，中公教育上半年预亏2亿元至3亿元 预亏,资本邦
1331,2020-07-15,中公教育(002607)公司点评：考试延期+师资储备致20H1亏损2-3亿 季节性错配无碍价值成长 亏损,新浪
1332,2020-07-15,中公教育：疫情下考试推迟影响收入确认节奏，全年高增长态势不变【中信建投教育叶乐团队】,中信建投中小市值
1333,2020-07-15,紫光学大：拟定增募集资金，筹谋新未来【中信建投教育叶乐团队】,中信建投中小市值
1334,2020-07-15,科技股全线下跌！这个板块利好加持，多股涨停,证券时报网
1335,2020-07-15,这10家公司发布公告有看点 主力参与有望稳步上涨,巨丰财经
1336,2020-07-15,中公教育预计上半年亏损超2亿元 开盘股价跌超3% 预亏,TechWeb
1337,2020-07-15,万达电影预亏超15亿，格力电器净利润腰斩，北向资金单日净流出174亿创纪录，股民该如何操作？ 预亏,每日经济新闻
1338,2020-07-15,巨头们业绩惨淡 巨震后A股咋走？看券商最新策略,证券时报网
1339,2020-07-15,2000亿巨头突然亏损，格力净利腰斩……大震荡后A股怎么走 亏损,中国基金报
1340,2020-07-15,股民懵了！2000亿巨头突然亏损，格力净利腰斩，10倍大牛股紧急发声！外资天量跑路，大震荡后A股怎么走？券商最新策略来了 亏损,中国基金报
1341,2020-07-14,创投日报 |「声通科技」获盈科资本数千万元战略投资，「UiPath」获2.5亿美元E轮融资；以及今天值得关注的早期项目,36氪
1342,2020-07-14,中公教育半年报业绩预亏 稳就业扩招态势明朗 预亏,上证报
1343,2020-07-14,中公教育半年报预亏 公考扩招将拉动业绩回升 预亏,21世纪经济报道
1344,2020-07-14,中公教育：上半年预计业绩出现亏损 预亏,Wind
1345,2020-07-14,中公教育发布半年报业绩预告：预计亏损2-3亿元 预亏,北京商报
1346,2020-07-14,中公教育(002607.SZ)：上半年业绩由盈转亏预亏2亿元-3亿元 预亏,格隆汇
1347,2020-07-14,由盈转亏！中公教育：预计2020年上半年亏损2亿元~3亿元 预亏,每日经济新闻
1348,2020-07-14,中公教育：上半年预亏2亿-3亿元 去年同期盈利4.93亿 预亏,新浪
1349,2020-07-14,中公教育：公务员联考推迟上半年净利润预亏2亿-3亿元 预亏,格隆汇
1350,2020-07-14,中公教育：预计上半年净亏损2亿元至3亿元，同比盈转亏 预亏,Wind
1351,2020-07-14,市场监管部门发消费警示中公教育等4家培训机构被点名 其他违规处罚,格隆汇
1352,2020-07-14,市场监管部门发消费警示，中公教育等4家培训机构被点名,Wind
1353,2020-07-13,国内教育招录板块进入增长新周期 中公教育市值超1900亿元创新高,证券日报
1354,2020-07-13,教育行业周报：紫光学大经营预期改善 关注培训板块,新浪
1355,2020-07-13,中公教育深陷“退费门” 教学质量参差不齐 李永新为何充耳不闻？,和讯
1356,2020-07-11,方正传媒51页数据周报·20Q2全球手游收入190亿美元创新高｜2020年第28周,杨仁文研究笔记
1357,2020-07-06,沪指暴涨5.71%，两市成交超1.57万亿元，教育板块表现如何？,搜狐
1358,2020-07-06,教育行业周报：大山教育IPO 培训下游需求高景气,新浪
1359,2020-07-06,传媒行业周报：7月游戏版号下发 公务员省考公告相继出炉,新浪
1360,2020-07-02,华图山鼎(300492)：华图入主 控股股东实力雄厚,新浪
1361,2020-06-30,教育股年中盘点：尚德涨幅垫底 中公市值增超600亿,新浪
1362,2020-06-29,教育行业周报：大山教育通过港交所聆讯,新浪
1363,2020-06-29,中公教育医疗招录培训：朝阳细分，百亿赛道，大有可为,凤凰网
1364,2020-06-29,A股共发生109宗大宗交易成交31.85亿元（6月29日）,Wind
1365,2020-06-29,中公教育现1笔大宗交易 共成交883.52万元,新浪
1366,2020-06-29,中公教育今日大宗交易成交31.69万股，成交价27.88元溢价0.0%,Wind
1367,2020-06-29,专题报告：五条主线看商社板块2020年中报前瞻【安信商社刘文正】,正视社服
1368,2020-06-29,【商社】商业贸易：中公教育系列报告 | 医疗招录：朝阳细分，百亿赛道，大有可为,天风研究
1369,2020-06-28,社会服务行业2020年中期策略：消费回流驱动免税扩容 酒店、教培、人服增长可期,广发证券
1370,2020-06-28,纺织服装行业周报：浙江2023年起使用全国卷 淘宝公布一亿新生计划,新浪
1371,2020-06-24,一周策略回顾与展望,新浪
1372,2020-06-24,"中公教育现1笔大宗交易 共成交1,950.90万元",新浪
1373,2020-06-23,中公教育：实际控制人李永新质押3634.5万股,每日经济新闻
1374,2020-06-23,中公教育(002607.SZ)：控股股东、实控人李永新质押3634.5万股,格隆汇
1375,2020-06-22,专题报告：五条主线看商社板块2020年中报前瞻【安信商社刘文正】,正视社服
1376,2020-06-22,教育行业周报：下半年继续看好职教+培训 关注下游需求释放,新浪
1377,2020-06-22,传媒行业周报：6月游戏版号下发 陕西省公务员招录公告发布,新浪
1378,2020-06-19,零售行业：内需恢复与渠道&品牌价值重估,国金证券股份有限公司
1379,2020-06-17,晨会聚焦200617重点关注天山股份、中公教育,国信研究
1380,2020-06-15,A股相比美股更健康！北上资金驱动结构性龙头行情,券商中国
1381,2020-06-14,人瑞人才：成立合营公司，开拓BPO业务【中信建投中小市值】,中信建投中小市值
1382,2020-06-11,2020年教育行业发展现状及行业高新认定痛点解析,凤凰网
1383,2020-06-11,消费服务行业(零售&社服)2020年中期投资策略报告：复苏确定 拥抱成长,新浪
1384,2020-06-11,天风证券：职业教育行业迎重要拐点 中公教育价值再解析,凤凰网
1385,2020-06-11,【天风Morning Call】晨会集萃20200611,天风研究
1386,2020-06-10,中公教育(002607)：为何我们看好中公教育 价值再解析,新浪
1387,2020-06-09,中小公司研究：一周策略回顾与展望,新浪
1388,2020-06-08,传媒行业周报：公务员省考扩招明显 3月广告刊例花费低迷,新浪
1389,2020-06-08,互联网传媒周报：游戏新品上线高峰将到来 关注楼宇广告和动画电影复苏,新浪
1390,2020-06-05,深交所和中证指数公司自6月15日调整深证基本面指数和深证产业链指数系列样本股,Wind
1391,2020-06-05,中公教育(002607)五千万大学生就业服务商 成长未见边界,新浪
1392,2020-06-05,教育行业2020年下半年投资策略：也无风雨也无晴,光大证券
1393,2020-06-03,“0元入学”揽客，协议退款扯皮，中公教育的“退费”罗生门,36氪
1394,2020-06-03,中公教育首次入榜福布斯“全球企业2000强”,凤凰网
1395,2020-06-01,东兴证券大消费组周观点5月第5期：两会提振消费领涨 继续看好休闲服务及可选消费品复苏,新浪
1396,2020-06-01,消费者服务-教育行业周报：金洲慈航拟收购优胜腾飞100%股权,新浪
1397,2020-06-01,2019年A股完成并购总额逾7900亿 影视、游戏并购几乎绝迹,投资者网
1398,2020-05-30,【国信社服】承前启后--牛股深度报告集锦再回眸！,光仔看消费
1399,2020-05-29,中公教育盘中最高涨幅达6.54% 获纳入MSCI指数今日收盘后生效,凤凰网
1400,2020-05-29,MSCI尾盘数亿元扫货，北上5月吸金300亿,Wind
1401,2020-05-28,24只股股价创历史新高,证券时报网
1402,2020-05-27,一周策略回顾与展望,新浪
1403,2020-05-25,大宗交易显现机构惜售优质筹码,Wind
1404,2020-05-24,下周操盘攻略：公布重要宏观数据，29家公司公布2019年报,Wind
1405,2020-05-24,【中信证券丨教育】两会下的教育投资：职教及高教板块受益,学而时思
1406,2020-05-23,拖欠学员退费 股东却巨额分红 中公教育被指“坑多多”,金融界
1407,2020-05-22,A股共发生76宗大宗交易成交9.18亿元（5月22日）,Wind
1408,2020-05-22,"中公教育现1笔大宗交易 共成交3,220.80万元",新浪
1409,2020-05-22,中公教育今日大宗交易成交120万股，成交价26.84元溢价0.0%,Wind
1410,2020-05-22,两会瞭望之教育改革：职教政策加码，新基建加快行业发展,财华社
1411,2020-05-19,2020年5月第三期周报大消费组周观点：可选消费环比改善持续 关注线下消费回暖,新浪
1412,2020-05-19,传媒行业深度研究：下沉空间广 用户和技术双轮驱动在线教育长期发展,国联证券
1413,2020-05-19,社会服务行业周报(第二十周),新浪
1414,2020-05-18,社服行业研究周报：线下培训机构5月底或全面解禁 剧院开放利好旅游演艺,新浪
1415,2020-05-15,晨会聚焦200515重点关注社会服务行业、亿联网络、华工科技,国信研究
1416,2020-05-14,MSCI调仓了什么股？来看新增成份股全名单,投资快报
1417,2020-05-13,MSCI“调仓”，都涉及了谁？机构预计5月A股仍有外资净流入,证券日报
1418,2020-05-13,策略专题：202005MSCI中国A股调整报告,新浪
1419,2020-05-13,MSCI中国指数调整外资持续流入A股核心资产股价屡创新高,财华社
1420,2020-05-13,中信证券紧急澄清：未接受媒体“美国对华半导体代工厂禁令”采访,金融界
1421,2020-05-13,首次，茅台市值超越贵州GDP！A股版漂亮50回归？,证券时报网
1422,2020-05-13,MSCI最新调整出炉：全球指数中国飞鹤、B站获纳入，瑞幸遭剔除,格隆汇
1423,2020-05-13,MSCI半年度审议结果公布A股市场影响几何？,财界网
1424,2020-05-13,MSCI中国A股在岸指数增加成份股61只，包括中公教育、世纪华通等,零壹财经
1425,2020-05-13,明晟MSCI调整A股标的：中国股票新增56只 剔除45只,上证报
1426,2020-05-13,MSCI调整成份股——道达早评,每日经济新闻
1427,2020-05-13,MSCI增加A股成份股，B股大跌A股反强，外资在干什么,Wind
1428,2020-05-13,MSCI中国A股在岸指数增加成份股61只，剔除18只,Wind
1429,2020-05-13,【快讯】明晟公司（MSCI）将ZoomVideoCommA纳入MSCI全球指数，将港股中公教育和飞鹤乳业纳入MSCI新兴市场指数。,金十数据
1430,2020-05-13,国网华为发力智能有序充电建设 六股享大餐,证券时报网
1431,2020-05-12,中公教育(002607.SZ)年报推10派2.4元 股权登记日为5月19日,格隆汇
1432,2020-05-12,千亿级大白马被买爆，A股核心资产股价创新高,中国基金报
1433,2020-05-12,疫情之下，彰显龙头风范,和讯
1434,2020-05-12,沪指2900点展开争夺战，多家千亿市值公司股价再创新高,Wind
1435,2020-05-12,狂捐北大10个亿！2000亿A股教育巨头董事长放大招，承诺“下一个100亿还要捐” ！45岁全球教育首富，身家1400亿！,中国基金报
1436,2020-05-11,潮经济丨事关4亿中国人！这个行业冲上C位！腾讯大手笔杀入，一批股票已大涨50%！一文看透资本版图,21世纪经济报道
1437,2020-05-11,资本围猎在线教育：真格基金、腾讯、好未来最“凶猛”,21世纪经济报道
1438,2020-05-11,刚刚，大资金狂买千亿市值龙头股！什么情况？,上证报
1439,2020-05-11,中国在线教育上市公司市值榜：3公司突破千亿，8公司年内涨幅超50%（名单）,21世纪经济报道
1440,2020-05-09,券商首次关注8股并给予买入评级（5月9日）,Wind
1441,2020-05-08,教育丨中公教育(002607.SZ)：职业教育行业领头雁（首次覆盖）,Tebon好投资
1442,2020-05-07,教育行业2019&2020Q1总结：大浪淘沙，分化渐显，维持“增持”评级,中泰证券
1443,2020-05-07,【国盛教育 | 中报】希望教育：经营效率持续提升，国际教育布局提速,老鞠私塾
1444,2020-05-06,【中泰传媒】2019年报&2020一季报总结：看多线上娱乐生态，关注超跌细分龙头投资机会,传媒产业大视点
1445,2020-05-06,【国信社服|财报总结】疫情不改中线逻辑，强者依旧恒强,光仔看消费
1446,2020-05-05,六成A股教育企业一季度亏损 领域分布冷热不均 亏损,北京商报
1447,2020-04-30,【中信建投教育|年报及1Q点评】科斯伍德:龙门教育兑现业绩承诺，收购剩余股权开启新篇章,中信建投中小市值
1448,2020-04-30,【中信建投教育|年报及1Q点评】美吉姆:新冠疫情下1Q业绩承压，推出美吉姆在线和副牌小吉姆 盈利能力下降,中信建投中小市值
1449,2020-04-30,【中公教育（002607）季报点评报告】疫情影响收入确认节奏，长期扩张逻辑不变,陈雯消费深度研究
1450,2020-04-30,【万联大消费|季报点评】中公教育：疫情影响收入确认节奏，长期扩张逻辑不变,万联证券研究所
1451,2020-04-30,"中公教育退费乱象频发用户投诉不断，还经常电话骚扰？""慷慨分红""引巨大争议，鲁忠芳李永新母子能否守住口碑阵地？",和讯
1452,2020-04-30,中公教育(002607):疫情影响收入确认，一季度招生亮眼，全年高增长无忧,中信建投证券研究
1453,2020-04-29,【中信建投教育|1Q点评】中公教育:疫情影响收入确认，一季度招生亮眼，全年高增长无忧,中信建投中小市值
1454,2020-04-29,【中信证券丨教育】中公教育2020年一季报点评：预收强劲，收入确认节奏受疫情影响延后,学而时思
1455,2020-04-29,晨会聚焦200429重点关注中国生物制药、立思辰、中公教育、安车检测、丸美股份、联创电子、长安汽车、爱尔眼科、周大生、生益科技,国信研究
1456,2020-04-29,【国盛教育&计算机 | 点评】佳发教育：与“腾讯云”战略合作，多项维度且意义深远,老鞠私塾
1457,2020-04-29,【国信社服|一季报】中公教育：跟踪考试及复课节奏，中线跨赛道扩张可期,光仔看消费
1458,2020-04-29,这10家公司发布公告有看点 一潜力股一季度净利润大增787%！,巨丰财经
1459,2020-04-28,【国盛教育 | 年报】视源股份：智能平板贡献收入增量，毛利率持续提升,老鞠私塾
1460,2020-04-28,中公教育一季度净利润1.16亿元 同比增长10%,北京商报网
1461,2020-04-28,中公教育(002607.SZ)一季度净利润升9.52%至1.16亿元,格隆汇
1462,2020-04-28,中公教育：一季度净利润同比增长9.52%,Wind
1463,2020-04-26,57股本周逆市创新高，集中三大行业,证券时报
1464,2020-04-24,【国盛教育&计算机 | 20Q1】佳发教育：双业务推动增长，Q1业绩超预期,老鞠私塾
1465,2020-04-17,中公教育(002607.SZ)：控股股东、实控人鲁忠芳质押5000万股,格隆汇
1466,2020-04-17,逾40份问询函“复查”上市公司健康状况,Wind
1467,2020-04-16,没病走两步 逾40份年报问询函都检查了哪些部位？ 问询,上证报
1468,2020-04-16,[2分钟读财报]中公教育预收款模式致退费难 清仓式分红29亿惹质疑,新浪
1469,2020-04-16,78家公司市值超净资产10倍，115家公司“破净”,中证报
1470,2020-04-15,中公教育14.8亿分红“肥了”3名大股东 称不影响经营和资本支出,GPLP犀牛财经
1471,2020-04-13,大比例现金分红、转送炒作失灵，多股重挫20%,第一财经
1472,2020-04-13,中公教育“清仓式分红”：三大股东狂赚11亿，学员退费却又难又慢,中金在线
1473,2020-04-10,中公教育回复深交所问询函现金分红决策适当 问询,搜狐
1474,2020-04-07,中公教育回复问询函 大比例现金分红决策适当 问询,北京商报
1475,2020-04-07,中公教育：现金分红不对经营产生重大不利影响,资本邦
1476,2020-04-07,中公教育回复问询：公司培训收入增幅显著高于培训人次增幅具有合理性 问询,Wind
1477,2020-04-07,43股去年四季度获社保基金扎堆持有,证券时报
1478,2020-04-06,3月教育企业市值排行榜：140家企业中85%市值下跌,搜狐
1479,2020-04-02,借债28亿巨额分红14亿！谁是最大受益者？中公教育直面质询,投资时报
1480,2020-04-01,老周侃股：中公教育极限式分红不一定是好事,北京商报
1481,2020-04-01,中公教育“慷慨分红”遭问询 数十亿退费风险不容忽视 问询,红周刊
1482,2020-03-31,中公教育巨额分红引监管关注，三名股东分走11亿，短期借款还有28亿,21世纪经济报道
1483,2020-03-30,后疫情期教育行业或迎来洗牌整合潮，关注3股,证券时报网
1484,2020-03-30,中公教育收年报问询函 问询,Wind
1485,2020-03-30,出国不如考公务员？这母子身家910亿超俞敏洪4倍，成全球教育首富,腾讯网
1486,2020-03-29,【国信社服|重磅深度】中公教育：我们到底在看好公司的什么？,光仔看消费
1487,2020-03-27,2020胡润全球教育企业家榜：中公教育910亿财富居首,硅谷动力
1488,2020-03-26,身家超 4 个俞敏洪 每年 130 万想“吃皇粮”的中国人成就世界教育首富,砍柴网
1489,2020-03-26,胡润全球教育企业家榜：首富拥九百亿是一对母子、俞敏洪排第六,腾讯网
1490,2020-03-26,12位中国教育企业家财富值超十亿美金，北大成培养摇篮,腾讯网
1491,2020-03-26,胡润全球教育企业家榜：中国上榜人数过半，包揽前三,Wind
1492,2020-03-26,社保基金现身66只股前十大流通股东榜,证券时报
1493,2020-03-26,超200家公司披露分配方案 还有哪些公司具备分红潜力？,投资快报
1494,2020-03-25,财报观察 | 中公教育借钱分红 实控人豪取22亿背后净利增速降63% 盈利能力下降,腾讯网
1495,2020-03-25,中公教育借钱分红：短期借款暴增12亿分红14亿，实控人高质押，大力举债引投资者不解 股票质押异常,和讯
1496,2020-03-23,[路演]中公教育：以考研辅导为首的学历提升板块具有巨大市场潜力,全景网
1497,2020-03-23,[路演]中公教育：目前公司业务发展稳健,全景网
1498,2020-03-23,[路演]中公教育：公司有明确的数字化经营战略,全景网
1499,2020-03-19,中公教育“理享学”一个月进账1.7亿，是授课还是“借上课”贷款？,中金在线
1500,2020-03-19,国内财经媒体头版2020年3月19日星期四,Wind
1501,2020-03-18,职教领域利好政策频出 建议积极关注中公教育,证券时报网
1502,2020-03-16,【东兴社服】五一催化旅游业加速回暖，关注疫后消费复苏,东兴社服
1503,2020-03-16,全球白手起家女富豪榜：钟慧娟1060亿元居榜首,中新经纬
1504,2020-03-16,全球白手起家女富豪榜：61%全球最成功女企业家来自中国，是美国3倍,腾讯网
1505,2020-03-16,胡润研究院发布《2020胡润全球白手起家女富豪榜》,Wind
1506,2020-03-16,胡润白手起家女富豪榜：中国占十大白手起家女企业家9席,新浪
1507,2020-03-13,股票质押解押一览表（3月13日）,Wind
1508,2020-03-13,近一周376股获机构买入评级11股上调评级,证券时报
1509,2020-03-12,3只新基建股创新高 本周机构最看好它们,新浪
1510,2020-03-12,中公教育玩套路变相要学生“贷款” 学员们哭天喊地称退款难,运营商财经网
1511,2020-03-12,46股今日获机构买入评级,证券时报网
1512,2020-03-12,43股获券商买入评级 吉宏股份目标涨幅达72.76%,Wind
1513,2020-03-12,受益于高校毕业生连创新高，中公教育全年净利18亿元,面包财经
1514,2020-03-11,腾讯2019年新增研发项目超3500个，公司研发人员占66%；快手电商招募合伙人，含代运营达人孵化等6种合作方式丨【每日播报】,阿特列斯如是说
1515,2020-03-11,中公教育2019年报出炉：净利润增长超5成，达18.05亿,猎云网
1516,2020-03-11,中公教育(002607.SZ)：持股5%以上股东部分股份解质及质押延期购回,格隆汇
1517,2020-03-11,中公教育：双轮驱动抢占赛道，年报业绩逆市腾飞,中金在线
1518,2020-03-11,【广证恒生传媒】中公教育（002607）2019年报点评：19年业绩高增长，赛道扩张符合预期,广证恒生
1519,2020-03-11,“公考第一股”营收超90亿 新疆首富的广汇物流现金分红奇高,金融界
1520,2020-03-11,46股获券商买入评级，长安汽车目标涨幅达67.08%,Wind
1521,2020-03-10,中公教育被曝退费乱象频发 去年线下业务营收占近9成,新浪
1522,2020-03-10,【中信证券丨教育】中公教育2019年年报点评：面授量价齐升，在线增长迅猛,学而时思
1523,2020-03-10,QFII、社保去年四季度偏爱细分行业龙头 中信特钢被加仓最多,大众证券报
1524,2020-03-10,54股今日获机构买入评级11股上涨空间超20%,证券时报网
1525,2020-03-10,鹰眼预警：中公教育业绩持续上扬 短期借款增加12.6亿,新浪
1526,2020-03-10,中公教育市值创新高 2019年在线教育业务收入翻倍,新浪
1527,2020-03-10,中公教育（002607.SZ）：2019年净利增逾5成股价涨超6%，高能状态能否持续？,格隆汇
1528,2020-03-10,中公教育(002607.SZ)绩后大涨超7%再创历史新高 市值突破1400亿,格隆汇
1529,2020-03-10,中公教育2019年净利润18.05亿元 同比增长56.52%,北京商报
1530,2020-03-10,中公教育（002607）2019年年报点评：全业务线强劲增长，爆发力依然十足,国信研究
1531,2020-03-10,晨会聚焦200310重点关注中公教育,国信研究
1532,2020-03-10,中公教育：2019年全年营收91.76亿元 同比增长47.12%,TechWeb
1533,2020-03-10,受益线上培训，中公教育2019净利同比增56.52%,资本邦
1534,2020-03-10,"【民生教育】中公教育（002607）19年年报点评：业绩亮眼，""赛道""扩张持续带来高增速",MS EDU研究
