,2021-12-29,卓胜微：公司已逐步推出适用于5G通信标准中sub-6GHz频段的产品并实现量产出货,每日经济新闻
976,2021-01-15,A股“酒醒”银行翻身，资金寻找高性价比品种,Wind
977,2021-01-15,44股获券商买入评级，德林海目标涨幅达148.88%,Wind
978,2021-01-15,高端制造集体提速,南方财经网
979,2021-01-14,抱团股砸盘能否上车？机构称优质股抱团未尝不可,Wind
980,2021-01-14,出口型企业黑马频出，“双冠王”实至名归,Wind
981,2021-01-14,半导体板块回暖，机构：抱团资金流入低位超跌大科技,第一财经
982,2021-01-14,半导体板块拉升，韦尔股份、中芯国际-U、三安光电、卓胜微、中微公司等普涨,Wind
983,2021-01-14,卓胜微(300782)：全年业绩预告符合预期 21年模组放量贡献规模营收,广发证券
984,2021-01-14,【晨观方正】宏观/银行/环保/电子/食品/汽车/社服/电新/建材/军工20210114,方正证券
985,2021-01-14,中信建投：卓胜微2020业绩预告超预期 核心产品优势明显,证券时报网
986,2021-01-13,卓胜微预计2020年净利10亿-10.5亿元 客户渗透率持续提升,TechWeb
987,2021-01-13,卓胜微(300782)业绩预告点评：2020年业绩指引大超预期 射频龙头加速腾飞,国海证券
988,2021-01-13,卓胜微(300782)：2020业绩预告超预期 核心产品优势明显 模组产品进程良好,新浪
989,2021-01-13,卓胜微(300782)：射频模组进入量产 黄金赛道优质标的,新浪
990,2021-01-13,创业板最新筹码集中股名单（附股）,证券之星
991,2021-01-13,股价一年半大涨超30倍 卓胜微去年第四季度业绩环比果真下滑了 盈利能力下降,发现网
992,2021-01-13,A股早报2021年1月13日星期三,Wind
993,2021-01-13,1月13日操盘必读：影响股市利好与利空消息,新浪
994,2021-01-13,上市公司正负面新闻2021年1月13日星期三,Wind
995,2021-01-12,晚间重要公告2021年1月12日星期二,Wind
996,2021-01-12,卓胜微：预计2020年净利10亿-10.5亿 同比增101.14%-111.20%,新浪
997,2021-01-12,卓胜微：2020年净利润同比预增101.14%至111.2%,中证网
998,2021-01-12,卓胜微(300782.SZ)预计年归母净利润同比增长101.14%至111.20%,智通财经
999,2021-01-12,卓胜微(300782.SZ)：2020年度净利预增101.14%-111.20%,格隆汇
1000,2021-01-12,卓胜微：2020年净利预增101%-111%,e公司
1001,2021-01-12,卓胜微：预计2020年度净利润为10亿元-10.5亿元，同比增101.14%-111.20%,Wind
1002,2021-01-12,电子周报：智能车步入新时代 汽车电子迎来高速成长期,新浪
1003,2021-01-12,电子行业周报：荣耀5G新机发布 面板价格继续上行,华安证券
1004,2021-01-12,国信证券：数字化浪潮驱动下，看好各环节龙头企业,证券时报网
1005,2021-01-12,3只创业板股最新股东户数降逾5%,证券时报网
1006,2021-01-12,【早安新时代】晨会早读2021/01/18：今日关注 TCL科技、卓胜微、完美世界、天齐锂业、视觉中国,新时代证券研究
1007,2021-01-11,国信证券-数字化大浪潮，科技硬件创新大升级,国信研究
1008,2021-01-11,半导体投资日报：车企芯片短缺啥时候解决？这家公司透露最新信号,新浪
1009,2021-01-11,20只创业板股最新筹码趋向集中,证券时报网
1010,2021-01-11,电子元器件行业数字浪潮系列之电子科技硬件：数字化大浪潮 科技硬件创新大升级,新浪
1011,2021-01-11,电子行业周报：面板价格涨势不休 苹果月度数据上佳,新浪
1012,2021-01-11,半导体板块走势活跃，涨价潮蔓延，行业景气度持续向上,证券时报网
1013,2021-01-10,精准重仓金龙鱼豪赚近5倍，谁是它的下一个目标？,上证报
1014,2021-01-10,和而泰(002402)深度报告：和万物 智无双,新浪
1015,2021-01-08,电子50ETF今日上市,Wind
1016,2021-01-07,半导体芯日报|基金经理：新能源光伏至少有10倍空间 半导体也一样,新浪
1017,2021-01-07,芯片板块下挫逾2%，中芯国际、中兴通讯、兆易创新、北方华创、中微公司普跌,Wind
1018,2021-01-06,卓胜微(300782.SZ)：实控人之一冯晨晖质押90万股,格隆汇
1019,2021-01-06,【行情】半导体板块走高，韦尔股份大涨5%，中芯国际涨4%，沪硅产业、卓胜微、长电科技等走高,金十数据
1020,2021-01-06,半导体行业又掀涨价潮 机构看好5大主线（附股）,科创板日报
1021,2021-01-04,电子行业周报：电子板块2020年度行情回顾及2021年投资展望,国海证券
1022,2021-01-04,芯片板块持续拉升，中国长城、士兰微、晶盛机电、紫光国微、卓胜微等大涨,Wind
1023,2021-01-04,电子行业周报：面板维持上涨 半导体产能紧张依旧,华安证券
1024,2020-12-31,创业板IPO|哈焊华通冲刺创业板 背靠国资科技创新或难达预期,资本邦
1025,2020-12-31,创业板股最新筹码变动：3股股东户数降逾一成,证券时报网
1026,2020-12-30,每日AH推荐,新浪
1027,2020-12-30,100股股东户数连续下降（附股）,证券时报网
1028,2020-12-30,卓胜微(300782)：再融资注册获批 滤波器业务产业化更进一步,新浪
1029,2020-12-29,卓胜微(300782.SZ)：天津浔渡累计减持179.97万股减持计划已实施完毕 拟减持股份,格隆汇
1030,2020-12-29,卓胜微：天津浔渡减持0.9998%股份，减持计划实施完毕 拟减持股份,Wind
1031,2020-12-29,卓胜微今日大宗交易成交1.86万股，成交价475.45元折价17.99%,Wind
1032,2020-12-28,卓胜微(300782.SZ)定增股票申请获证监会同意,智通财经
1033,2020-12-28,卓胜微(300782.SZ)：定增申请获证监会注册批复,格隆汇
1034,2020-12-28,电子周报：快充和激光雷达步入快车道 半导体景气度高昂,新浪
1035,2020-12-28,电子行业周报：小米11取消标配充电头 关注快充投资机遇,新浪
1036,2020-12-28,81只创业板股最新筹码趋向集中,证券时报网
1037,2020-12-27,【民生研究】周观点汇总：关注景气度触底而估值承压的板块投资机会,MS研究
1038,2020-12-27,【中信建投电子|刘双锋&雷鸣团队】周报：安卓新机密集发布，光学升级仍为主要趋势；晶圆产能供不应求将持续至21H1,中信建投电子研究
1039,2020-12-25,电子行业2021年投资策略报告：经济复苏创新驱动 电子行业景气上行,新浪
1040,2020-12-24,晚间重要公告2020年12月24日星期四,Wind
1041,2020-12-24,卓胜微：南通金信减持1.8121%公司股份，持股比例降至5%以下 减持股份,Wind
1042,2020-12-24,卓胜微(300782.SZ)股东南通金信减持326.18万股 持股已少于5% 减持股份,智通财经
1043,2020-12-24,创业板最新筹码集中股名单（附股）,证券时报网
1044,2020-12-23,74股筹码连续3期集中,证券时报网
1045,2020-12-22,52股股东户数连续下降（附股）,证券时报网
1046,2020-12-22,卓胜微年底“秀肌肉”拟5亿元购银行理财,GPLP犀牛财经
1047,2020-12-22,方正证券：汽车半导体研究框架,方正证券
1048,2020-12-22,芯片股整体疲软，立昂微、韦尔股份、富瀚微、卓胜微领跌,Wind
1049,2020-12-22,31只创业板股最新筹码趋向集中,证券时报网
1050,2020-12-22,电子行业周报：功率半导体板块投资机会解析,国海证券
1051,2020-12-21,【研报掘金】中芯国际被列入实体清单叠加税务优惠 半导体国产替代有望加速,证券时报网
1052,2020-12-21,以史为鉴，A股春季攻势开始？有何特征、如何布局？,证券时报网
1053,2020-12-21,电子行业周报：面板继续上行 政策精准扶持晶圆制造,华安证券
1054,2020-12-20,2020年A股诞生多少十倍股？个股价格大排名来了,中证报
1055,2020-12-19,半导体深度报告：三大周期再度共振，开启上行周期,新浪
1056,2020-12-18,芯片关键技术获重大突破！集成电路全名单出炉,证券时报网
1057,2020-12-18,创业板27股筹码连续集中 机械设备股居多,证券时报
1058,2020-12-17,昔日股王今何在？“茅台魔咒”再迎大考,Wind
1059,2020-12-16,A股共发生171宗大宗交易成交50.39亿元（12月16日）,Wind
1060,2020-12-16,"卓胜微现3笔大宗交易 共成交7,010.64万元",新浪
1061,2020-12-16,科创板首只千元股诞生 持仓基金赚欢,金融投资报
1062,2020-12-16,66股股东户数连续下降（附股）,证券时报网
1063,2020-12-16,57只创业板股最新筹码趋向集中,证券时报网
1064,2020-12-16,11月5G手机出货逾2000万部 产业链公司市值超2万亿,证券时报
1065,2020-12-15,5G手机产业链公司年均涨幅达35% 6股回调幅度超40%,第一财经
1066,2020-12-15,电子周报：部分芯片缺货影响镜头放量 半导体芯芯向荣,新浪
1067,2020-12-14,卓胜微12月14日大宗交易成交1.16亿元,证券时报网
1068,2020-12-14,"卓胜微现1笔大宗交易 共成交11,628.35万元",新浪
1069,2020-12-14,电子行业周报：面板价格维持上涨 半导体产能紧张持续,华安证券
1070,2020-12-14,“缺芯”再度蔓延，有人在操纵产业链？大资金在筹划跑路了,e公司
1071,2020-12-13,有钱都买不到芯片！“缺芯”再度蔓延，有人在操纵产业链？大资金在筹划跑路了,证券时报网
1072,2020-12-12,【国元电子】立昂微近况解读电话会议,茂飞电子研究
1073,2020-12-12,34只创业板股最新筹码集中，4股股东户数降一成,证券时报
1074,2020-12-11,15只股股价创历史新高,证券时报网
1075,2020-12-10,半导体行业将迎拐点？机构称未来3-5年仍是投资主线丨牛熊眼,第一财经
1076,2020-12-10,募资自建产线！A股半导体公司“背水一战”，能否破局？,21世纪经济报道
1077,2020-12-09,涨价潮下A股半导体公司“背水一战”：“豪赌式”募资自建产线能否破局？,21世纪经济报道
1078,2020-12-09,10个月20倍，大行业里的小公司,格隆汇
1079,2020-12-09,2021科技行业展望：需求回暖上升 格局稳中有变,新浪
1080,2020-12-09,贝壳投研：国产替代的千亿赛道，为什么说射频芯片的春风来了？,新浪
1081,2020-12-08,2分钟读财报|“送钱式”股权激励带崩股价 卓胜微涉利益输送？,新浪
1082,2020-12-08,电子行业周报：半导体设备板块中华峰测控何以走出独立行情,国海证券
1083,2020-12-08,应让股权激励真正发挥激励作用,证券时报
1084,2020-12-08,把股权激励变成奖励有损投资者利益,财富动力网
1085,2020-12-07,电子(半导体)行业点评报告：半导体产业链格局优化 国产设备空间大,新浪
1086,2020-12-07,半导体涨价潮起，行业高景气度将如何传导?丨牛熊眼,第一财经
1087,2020-12-07,卓胜微：短期而言，最终落实到实际的订单需求仍具有不确定性,Wind
1088,2020-12-07,电子行业周报：全球半导体周期再次启动 苹果备货超预期,新浪
1089,2020-12-06,【华西电子孙远峰团队—半导设备】半导体产业链格局优化，国产设备空间大,远峰电子
1090,2020-12-06,卓胜微：股权激励设定的考核指标具有合理性,Wind
1091,2020-12-05,被质疑“涉嫌输送利益”后，“江苏股王”卓胜微市值跌去60亿,搜狐
1092,2020-12-04,卓胜微：正在积极准备当中 12月9日前完成公告发布丨公司问答,第一财经
1093,2020-12-04,卓胜微闪崩13%市值蒸发70亿 只因深陷利益输送风波？ 连续下跌,第一财经
1094,2020-12-04,卓胜微缺钱了？,新浪
1095,2020-12-04,千亿大牛股闪崩13%，只因深陷利益输送风波？,中证报
1096,2020-12-04,杜坤维：千亿白马股大跌背后股权激励的是与非,中财网
1097,2020-12-03,芯片“股价王”卓胜微收关注函股价大跌，仅缘于一份股票激励计划？ 关注函,新浪
1098,2020-12-03,华为首个芯片厂正式封顶，比尔盖茨预言成真？A股半数芯片股已大回撤，“芯片股王”盘中突发大跌 连续下跌,证券时报网
1099,2020-12-03,盘中重挫14%，上市一年半暴涨超20倍的龙头股崩了！遭交易所质问：“是否存在输送利益” 连续下跌,每日经济新闻
1100,2020-12-03,卓胜微股权激励被指“白送钱” 今跌7%市值蒸发70亿 连续下跌,中国经济网
1101,2020-12-03,股权激励计划陷利益输送风波，卓胜微盘中闪崩12% 连续下跌,环球老虎财经
1102,2020-12-03,低设业绩考核指标被疑利益输送？芯片射频龙头卓胜微一度闪崩超12% 盈利能力下降,21世纪经济报道
1103,2020-12-03,900亿芯片龙头一度闪崩12%，交易所昨晚出手！券商：有望进军4000点,e公司
1104,2020-12-03,突发！900亿芯片龙头一度闪崩12%，交易所昨晚出手！这只地方银行罕见3连涨停，券商：有望进军4000点！ 连续下跌,证券时报网
1105,2020-12-02,产业链布局加速中！射频开关龙头卓胜微拟8亿投建半导体基地,华夏时报
1106,2020-12-02,卓胜微低设业绩考核目标 深交所:是否输送利益损股东,中国经济网
1107,2020-12-02,半导体板块午后继续走强 瑞丰光电涨12.41%,证券时报网
1108,2020-12-02,卓胜微收到关注函，要求说明披露激励计划时公司2020年营收是否已基本确定 关注函,Wind
1109,2020-12-02,A股射频滤波器企业大PK：卓胜微VS信维通信VS麦捷科技,搜狐
1110,2020-12-01,天风证券：电子制造未来三年谁会胜出？,新浪
1111,2020-11-30,市场要闻 | 射频前端龙头卓胜微拟在无锡建厂，向模组化拓展加速国产替代,36氪
1112,2020-11-30,电子(半导体)行业点评报告：半导体材料需求看涨 联动晶圆产能扩张,新浪
1113,2020-11-30,卓胜微拟投建半导体产业化生产基地 多股重大利好或助力股价,巨丰财经
1114,2020-11-30,A股早报2020年11月30日星期一,Wind
1115,2020-11-30,股海导航 11月30日沪深股市公告提示,新浪
1116,2020-11-30,【中证盘前】本周7股解禁市值逾40亿；北向资金抛售海康威视；3连板彩虹股份再提示风险；特斯拉股价创新高,中证报
1117,2020-11-30,上市公司正负面新闻2020年11月30日星期一,Wind
1118,2020-11-30,卓胜微：射频芯片龙头豪掷8亿元扩产，5G建设突破盈利天花板,览富财经
1119,2020-11-29,公告精选丨卓胜微拟投8亿元建半导体生产基地；金字火腿公开拍卖：转让4.34亿元债权,21世纪经济报道
1120,2020-11-29,【金财富早知道】2020-11-30,赢家之星
1121,2020-11-29,"晚间公告热点追踪：上机数控子公司获签逾百亿""单晶硅片""销售合同",新浪
1122,2020-11-29,【中信建投电子|刘双锋&雷鸣团队】周报：苹果产业链出货动能旺盛；8吋晶圆代工供不应求，景气度持续,中信建投电子研究
1123,2020-11-29,晚间重要公告2020年11月29日星期日,Wind
1124,2020-11-29,【华西电子孙远峰团队-半导材料&晶圆扩张】半导体材料需求看涨，联动晶圆产能扩张,远峰电子
1125,2020-11-29,卓胜微：拟投资8亿元在无锡市滨湖区胡埭东区建设半导体产业化建设项目,发布易
1126,2020-11-29,晚间公告｜11月29日这些公告有看头,第一财经
1127,2020-11-29,卓胜微(300782.SZ)拟投资8亿元在无锡建设SAW滤波器晶圆生产和射频模组封装测试生产线,智通财经
1128,2020-11-29,卓胜微(300782.SZ)：拟授予限制性股票9万股,格隆汇
1129,2020-11-29,卓胜微(300782.SZ)：拟在无锡市滨湖区胡埭东区投建半导体产业化生产基地,格隆汇
1130,2020-11-29,11月29日上市公司晚间公告速递,新浪
1131,2020-11-29,69只创业板股最新筹码趋向集中,证券时报网
1132,2020-11-29,卓胜微(300782.SZ)拟向激励对象授予9万股限制性股票 授予价为270.4元/股,智通财经
1133,2020-11-29,卓胜微：拟在无锡滨湖区投资建设半导体产业化生产基地投资总金额8亿元,格隆汇
1134,2020-11-29,卓胜微：拟8亿元投建半导体产业化生产基地,e公司
1135,2020-11-29,卓胜微：拟8亿元投建半导体产业化生产基地,Wind
1136,2020-11-28,从Skyworks看卓胜微,半导体风向标
1137,2020-11-27,电子制造行业专题研究：未来三年谁会胜出？,新浪
1138,2020-11-26,通信行业-物联网系列报告一：5G与WI-FI 6协同发展 高质量网络与物联网驱动,新浪
1139,2020-11-26,晚间重要公告2020年11月26日星期四,Wind
1140,2020-11-26,卓胜微(300782.SZ)遭股东天津浔渡减持149.43万股 减持股份,智通财经
1141,2020-11-26,卓胜微：天津浔渡累计减持0.8302%公司股份 减持股份,Wind
1142,2020-11-26,46股股东户数连续下降（附股）,证券时报网
1143,2020-11-25,电子(半导体)行业：晶圆制造&封测双看涨 产业链条景气传导向上,新浪
1144,2020-11-24,【国元电子】思瑞浦点评：股权激励维系人才，业绩目标彰显信心,茂飞电子研究
1145,2020-11-24,通富微电(002156)公司动态点评：定增落地优化资产结构 产业链上下游护航产能扩张,新浪
1146,2020-11-24,世界5G大会26日召开，8成公司盈利，资金悄然买入,Wind
1147,2020-11-24,创业板股最新筹码变动：4股股东户数降逾一成,证券时报网
1148,2020-11-23,电子行业周报：华为出售荣耀 关注面板景气周期,新浪
1149,2020-11-23,18股筹码连续3期集中,证券时报网
1150,2020-11-23,通富微电(002156.SZ)披露定增报告书：中金公司、中信证券、卓胜微及华峰测控均参投,格隆汇
1151,2020-11-23,加强与产业链上下游合作，这三家科创板企业参与通富微电定增,搜狐
1152,2020-11-23,芯片战争2020：军备竞赛跨入百亿美元俱乐部,锦缎
1153,2020-11-22,A股百家半导体厂商平均获政府补贴5500万，前10家公司合计获政府补贴37.4亿,搜狐
1154,2020-11-22,电子元件行业周报：从M1芯片读苹果生态的野望,新浪
1155,2020-11-20,创业板股最新股东户数降幅排行榜,证券时报网
1156,2020-11-20,61只创业板股筹码集中 化工行业最为密集,证券时报
1157,2020-11-19,【华西电子-IC WORD纪要（下）半导体材料国产化自主创新路径】,远峰电子
1158,2020-11-19,创业板筹码集中股名单，9股股东户数骤降一成,证券时报
1159,2020-11-17,盛视早参：宏观数据向好 市场有望前行,新浪
1160,2020-11-16,晨会聚焦201116重点关注电子行业、拼多多、医药行业、新东方-S,国信研究
1161,2020-11-16,电子行业2021年度投资策略：电子产业链的价值延伸—品牌与技术,国信研究
1162,2020-11-15,【中信建投电子|刘双锋&雷鸣团队】周报：台积电/联发科10月业绩表现亮眼，中芯/华虹Q3营收创新高,中信建投电子研究
1163,2020-11-15,北上资金加仓名单来了，聪明资金连续加仓这几只股,证券时报
1164,2020-11-14,半导体产业空间巨大 细分龙头加速成长,金融投资报
1165,2020-11-13,半导体芯片龙头股频遭减持，大基金年内套现近90亿元 减持股份,第一财经
1166,2020-11-13,紧急提示，两大牛股突发异动公告！主力大肆吸筹锂电池龙头，15只绩优股被扎堆看好,证券时报
1167,2020-11-12,半导体芯片龙头股频遭减持，大基金年内套现近90亿元 减持股份,第一财经
1168,2020-11-12,A股共发生154宗大宗交易成交35.12亿元（11月12日）,Wind
1169,2020-11-12,"卓胜微现1笔大宗交易 共成交1,647.83万元",新浪
1170,2020-11-12,卓胜微今日大宗交易成交3.64万股，成交价452.7元折价13.44%,Wind
1171,2020-11-12,卓胜微股东户数下降12.8% 连降2期,证券时报网
1172,2020-11-12,【行情】半导体板块开盘走高，丹邦科技涨7%，卓胜微、捷捷微电、圣邦股份、中芯国际纷纷拉升,金十数据
1173,2020-11-12,6倍芯片巨头罕见跌停，背后原因或是它？,证券时报网
1174,2020-11-12,电子行业2021年度策略报告：深练内功 厚积薄发,新浪
1175,2020-11-10,电子行业周报：面板继续上行 5G手机销量有望大增,华安证券
1176,2020-11-10,11只创业板筹码集中股获北向资金抢筹,证券时报
1177,2020-11-09,开源刘翔团队|卓胜微首次覆盖报告：国内射频芯片龙头，前景广阔,刘翔电子研究
1178,2020-11-09,46只股股价创历史新高,证券时报网
1179,2020-11-09,半导体股票涨停潮：江苏股王市值破千亿，三季报净利润7.18亿,财经无忌
1180,2020-11-09,半导体劲升6%，北上200亿扫货，行情回来了,Wind
1181,2020-11-09,北向资金买买买，“跨年行情”这就来了？,中证报
1182,2020-11-09,解盘：深成指创逾5年新高，电子、通信、计算机等板块领涨,Wind
1183,2020-11-09,快讯：卓胜微涨停封板 市值突破1000亿元,新浪
1184,2020-11-09,芯片行业景气度延续，板块领涨A股,Wind
1185,2020-11-09,12家5G概念公司获机构调研,Wind
1186,2020-11-08,陆家嘴财经早餐2020年11月8日星期日,Wind
1187,2020-11-07,11月以来大宗交易成交活跃度显著提升，机构扫货安防龙头股,Wind
1188,2020-11-06,卓胜微现4笔大宗交易均为折价成交,证券时报网
1189,2020-11-06,"卓胜微现4笔大宗交易 共成交16,428.64万元",新浪
1190,2020-11-06,卓胜微(300782)：国内射频芯片龙头 前景广阔,新浪
1191,2020-11-06,北向资金火力全开！芯片、5G、新能源一个都不能少！,证券时报网
1192,2020-11-05,星石、高毅、高瓴调研标的股迅速走红，科技、医药维持热度，顺周期板块快速上位,红周刊
1193,2020-11-05,"卓胜微现4笔大宗交易 共成交26,579.19万元",新浪
1194,2020-11-05,靴子落地最先受益或是它，半导体公司批量超预期,证券时报网
1195,2020-11-04,电子行业周报：IPHONE销量继续火爆 半导体基本面改善,新浪
1196,2020-11-03,沉寂多日，机构和外资又开始大单扫货……,上证报
1197,2020-11-03,【行情】半导体板块拉升，上海新阳大涨15%，新洁能涨超8%，晓程科技、北京君正、卓胜微等涨逾6%,金十数据
1198,2020-11-02,"卓胜微现26笔大宗交易 共成交26,096.91万元",新浪
1199,2020-11-01,【中信建投电子|刘双锋&雷鸣团队】周报：苹果产业链四季度迎较强出货动能，华为入股昂瑞威加速扶持本土半导体产业链,中信建投电子研究
1200,2020-11-01,10月过完A股怎么走？机构动向释放重要信号（附名单）,Wind
1201,2020-10-31,三季度公募调仓加“酒量”，证金汇金青睐医药股,证券时报网
1202,2020-10-31,半导体产业景气度持续回升,Wind
1203,2020-10-31,三季度公募调仓加“酒量”，证金汇金青睐医药股,Wind
1204,2020-10-30,"卓胜微现7笔大宗交易 共成交14,476.75万元",新浪
1205,2020-10-30,不惧高位波动，机构10月看涨情绪大幅升温,Wind
1206,2020-10-30,华为Mate40国内发布会即将举行 关注产业链上市公司（附股）,证券时报网
1207,2020-10-30,卓胜微：前三季度营收、利润翻倍增长 解禁后股东频减持 解禁,面包财经
1208,2020-10-29,卓胜微前三季度净利超7.17亿元,上证报
1209,2020-10-29,"卓胜微现3笔大宗交易 共成交9,539.00万元",新浪
1210,2020-10-29,卓胜微(300782)：传统旺季逢5G新机发布 射频龙头Q3业绩再创新高,新浪
1211,2020-10-29,果然“真香”！iPhone 12又见加单 A股小伙伴涨声一片 5G换机利好有多大？,券商中国
1212,2020-10-28,"卓胜微现1笔大宗交易 共成交8,267.20万元",新浪
1213,2020-10-27,【华西电子孙远峰团队-持续推荐深天马A】三季报符合预期，营收即将迈入新平台,远峰电子
1214,2020-10-27,卓胜微：业绩新高,半导体风向标
1215,2020-10-27,【国元电子】卓胜微：三季度继续大幅增长，5G助力业绩腾飞,茂飞电子研究
1216,2020-10-26,卓胜微(300782)：Q3业绩接近预告上限 持续成长路径清晰,西南证券
1217,2020-10-26,【卓胜微|国信电子】点评：射频芯片龙头，业绩超预期成长,国信电子研究
1218,2020-10-26,晨会聚焦201026重点关注风塔行业、东方电缆、贵州茅台、豆神教育、电连技术、博创科技、卓胜微、凯莱英、彤程新材、丽珠集团,国信研究
1219,2020-10-26,卓胜微(300782)三季报点评：2020Q3业绩近指引上限 射频龙头加速成长,国海证券
1220,2020-10-26,卓胜微Q3营收净利翻倍增长前三季度资产减值合计5802万元,搜狐
1221,2020-10-25,多彩环幕屏华为Mate40系列终于发布！产业链概念股抢先看,投资家
1222,2020-10-25,【东吴电子王平阳团队】卓胜微：业绩创历史新高，射频新品布局前景广阔,东吴电子研究
1223,2020-10-25,晚间重要公告汇总2020年10月25日星期日,Wind
1224,2020-10-25,卓胜微公布三季报 前三季净利增加122.37%,新浪
1225,2020-10-25,卓胜微(300782.SZ)：1-9月计提资产减值准备5801.67万元 资产异常,格隆汇
1226,2020-10-25,卓胜微(300782.SZ)第三季度归母净利润同比增长114.61%至3.64亿元,智通财经
1227,2020-10-25,卓胜微：公司2020年1-9月计提资产减值准备5801.67万元 资产异常,Wind
1228,2020-10-25,卓胜微：前三季度净利润同比增长122.37%,Wind
1229,2020-10-23,卓胜微(300782.SZ)遭股东IPV累计减持631.61万股 其持股比例已不足5% 减持股份,智通财经
1230,2020-10-23,卓胜微(300782.SZ)遭主要股东南通金信减持179.99万股 减持股份,智通财经
1231,2020-10-23,卓胜微(300782.SZ)：IPV累计减持3.5089%股份持股跌出5% 减持股份,格隆汇
1232,2020-10-23,卓胜微(300782.SZ)：减持期过半持股5%以上股东南通金信减持1%公司股份 减持股份,格隆汇
1233,2020-10-23,卓胜微：南通金信合计减持1%公司股份 减持股份,Wind
1234,2020-10-23,中信证券点评Mate40系列发布会：建议关注芯片国产替代厂商,格隆汇
1235,2020-10-22,"卓胜微现2笔大宗交易 共成交6,160.92万元",新浪
1236,2020-10-20,蓝筹企业评论|卓胜微-如何度过新产能空窗期？,证券之星
1237,2020-10-20,卓胜微上市一年股价最高涨23倍 前三季净利最高增7亿,新浪
1238,2020-10-20,卓胜微上市一年股价最高涨23倍 “5G+国产替代”助力前三季净利最高增7亿,长江商报
1239,2020-10-19,卓胜微(300782.SZ)：天津浔渡减持期过半累计减持39.07万股 减持股份,格隆汇
1240,2020-10-19,卓胜微：天津浔渡合计减持0.2171%公司股份 减持股份,Wind
1241,2020-10-19,细分行业龙头大盘点 13股业绩有望高增长,证券时报
1242,2020-10-18,电子行业周报：手机新品先后亮相 半导体代工持续火热,华安证券
1243,2020-10-17,前三季净利润增幅下限超过50%的细分龙头共计23只,Wind
1244,2020-10-17,全名单重磅来袭！这些都是细分行业龙头股,中国基金报
1245,2020-10-17,91股入选A股细分行业龙头 13股业绩有望持续高增长(名单),新浪
1246,2020-10-17,细分行业龙头全名单！千家机构调研，医疗器械界“茅台”受追捧，14股获机构抱团,证券时报网
1247,2020-10-16,【中金科技】科技硬件周报（10/17）：投资人关注半导体贸易摩擦及iPhone 12,乐平科技视角
1248,2020-10-16,"卓胜微现1笔大宗交易 共成交1,890.00万元",新浪
1249,2020-10-16,10月以来410家公司获机构买入评级,证券时报
1250,2020-10-15,"卓胜微现3笔大宗交易 共成交3,789.00万元",新浪
1251,2020-10-14,卓胜微(300782.SZ)主要股东IPV减持596.71万股 减持比例已超1% 减持股份,智通财经
1252,2020-10-14,卓胜微：股东IPV累计减持3.32%股份，减持数量过半 减持股份,Wind
1253,2020-10-14,卓胜微：超预期（附点评）,半导体风向标
1254,2020-10-14,【卓胜微|国信电子】5G射频加速，Q3预告再超预期,国信电子研究
1255,2020-10-14,乘上5G及国产化东风 卓胜微前三季度净利预计最高增123.76%,证券日报
1256,2020-10-14,科技行业日报：苹果将发布IPHONE12 小米公布UWB技术,新浪
1257,2020-10-14,【晨观方正】卓胜微/安琪酵母/瑞普生物/佩蒂股份/首创股份,方正证券
1258,2020-10-13,"卓胜微现13笔大宗交易 共成交21,581.88万元",新浪
1259,2020-10-13,【公司点评】卓胜微：2020Q3业绩指引超预期，射频龙头加速成长,吉森电子研究
1260,2020-10-13,芯片巨头大跌18%，牛市旗手熄火，7·1行情还有戏吗,中证报
1261,2020-10-13,【东吴电子王平阳团队】卓胜微：射频布局领先优势扩大，业绩创历史新高,东吴电子研究
1262,2020-10-13,国信证券：5G射频加速 卓胜微三季度业绩预告再超预期,证券时报网
1263,2020-10-13,晨会聚焦201013重点关注铜行业、安恒信息、卓胜微、国瓷材料、回天新材、珀莱雅、扬杰科技、捷捷微电,国信研究
1264,2020-10-13,卓胜微（300782）2020年三季度预告：5G射频加速，Q3预告再超预期,国信研究
1265,2020-10-13,卓胜微(300782)：Q3业绩预告超预期，核心产品优势明显，新品拓展进程良好,中信建投证券研究
1266,2020-10-13,【华西电子孙远峰团队-持续推荐卓胜微】业绩预告大超预期，射频芯片空间广阔,远峰电子
1267,2020-10-13,上市公司正负面新闻2020年10月13日星期二,Wind
1268,2020-10-12,卓胜微：预计三季度盈利3.48亿元至3.65亿元 同比增长104.90%至114.91%,中证网
1269,2020-10-12,卓胜微：前三季度预计净利润同比增长113.84%~123.76%,Wind
1270,2020-10-12,卓胜微：前三季度净利预增114%～124%,e公司
1271,2020-10-12,卓胜微：前三季度净利预增113.84%-123.76%,格隆汇
1272,2020-10-12,卓胜微：预计前三季度盈利6.9亿-7.22亿元，同比增长113%-123%,Wind
1273,2020-10-12,重磅 | 三季度业绩超预期个股系列榜单,中信建投证券研究
1274,2020-10-09,电子行业月报：消费电子旺季将至 半导体景气度持续提升,新浪
1275,2020-10-09,卓胜微(300782.SZ)：定增申请收到深交所审核意见告知函,格隆汇
1276,2020-10-01,上市公司正负面新闻2020年10月1日星期四,Wind
1277,2020-09-30,晚间重要公告2020年9月30日星期三,Wind
1278,2020-09-30,卓胜微(300782.SZ)董事姚立生拟减持不超过180万股 拟减持股份,智通财经
1279,2020-09-30,卓胜微：持股6.73%股东姚立拟减持1%股份 拟减持股份,新浪
