,2021-12-31,猪企的2021年：股价深蹲后触底反弹，下行周期下面临资金考验,华夏时报
1714,2020-06-24,农林牧渔行业投资策略报告：后周期反转 加强关注2C端爆发式增长,新浪
1715,2020-06-23,生猪养殖专题报告五十一：优质生猪养殖股未来会有哪些超预期？,新浪
1716,2020-06-22,正邦科技股东户数下降3.73% 连降3期,证券时报网
1717,2020-06-22,农林牧渔行业周报：猪价重回高位 关注养猪板块的业绩兑现,新浪
1718,2020-06-22,农林牧渔周报(第25期)：持续推荐替抗子板块 重视猪价反弹,新浪
1719,2020-06-21,重点关注禁抗政策即将实施带来的相关投资机会【天风农业】,吴立话农业牛股
1720,2020-06-18,正邦科技可转债中签号出炉 约47.7万个,e公司
1721,2020-06-18,5月出栏量环比提升， 价格触底反弹,中信建投证券研究
1722,2020-06-17,正邦科技(002157.SZ)股东江西永联解除质押2700万股,格隆汇
1723,2020-06-17,超级猪周期完结？养猪ETF遭遇生猪连环降价，猪企决战下半年,21世纪经济报道
1724,2020-06-16,【华泰固收|转债】正邦科技：再添猪肉产业链龙头——可转债新券投资价值分析,华泰固收强债论坛
1725,2020-06-16,[路演]正邦科技：2020年将继续有序发展生猪屠宰业务,全景网
1726,2020-06-16,[路演]正邦科技：公司拥有300余人的庞大专业育种团队,全景网
1727,2020-06-16,[路演]正邦科技：今年计划从法国、丹麦、加拿大引进种猪10000头,全景网
1728,2020-06-16,[路演]正邦科技：今年公司生猪出栏的目标是900-1100万,全景网
1729,2020-06-16,[路演]正邦科技：对于未来生猪出栏数量持续放大是有信心的,全景网
1730,2020-06-16,国内首只养猪ETF上报，聚焦养猪龙头上市企业,资本邦
1731,2020-06-16,基金早班车|“爆款”闪电售罄卖超200亿 高管变更频繁任期最短仅1个多月,金融界
1732,2020-06-16,"看好二师兄？""养猪""ETF来了",中国基金报
1733,2020-06-15,正邦科技(002157.SZ)股东江西永联质押4560万股,格隆汇
1734,2020-06-15,正邦转债——进入业绩兑现期的猪周期标的,债券池
1735,2020-06-15,生猪养殖家庭农场来了，“二师兄”迎拐点,Wind
1736,2020-06-15,解盘：资金持续流入，新冠肺炎检测、疫苗、猪鸡肉领涨,Wind
1737,2020-06-15,农林牧渔行业周报：5月农产品同比涨幅继续回落 对CPI压力减弱,新浪
1738,2020-06-15,疫情反复关注性价比个券，正邦转债建议参与———转债周报【华创固收|周冠南团队】,华创债券论坛
1739,2020-06-14,国盛固收杨业伟团队 | 全产业布局的养殖龙头，建议积极申购：正邦转债投资价值分析,微信
1740,2020-06-12,【兴证固收.转债】生猪养殖领先企业——正邦转债投资价值分析,兴证固收研究
1741,2020-06-12,收盘综述：板块主力资金净流出 休闲服务板块领涨,新浪
1742,2020-06-12,正邦科技(002157.SZ)拟发行16亿元可转债初始转股价16.09元/股,格隆汇
1743,2020-06-12,消费行业日报：吉林三部门联合发出《通知》规范设施农业用地管理,新浪
1744,2020-06-12,午盘解读：上证指数早盘低开上扬 大部分板块出现下跌,新浪
1745,2020-06-11,正邦科技(002157.SZ)：江西永联解除质押920万股,格隆汇
1746,2020-06-11,猪肉持续降价 温氏等猪企收入下滑 盈利能力下降,广州日报
1747,2020-06-10,正邦科技(002157.SZ)：江西永联解除质押1200万股,格隆汇
1748,2020-06-10,最新销售数据出炉 这一板块业绩确定性高,上证报
1749,2020-06-09,消费行业日报：新希望生猪销售持续高增长 推荐关注生猪养殖板块,新浪
1750,2020-06-09,多家养猪企业5月份数据喜人 新希望销售收入同比大涨318%,证券时报
1751,2020-06-08,多家猪企发布5月经营数据 新希望销售收入同比大涨318%,e公司
1752,2020-06-08,农林牧渔行业周观点：猪价继续回暖 牧原5 月出栏增速领先,新浪
1753,2020-06-07,【东吴固收李勇·可转债周报】本周股市大幅回升，关注可转债投资机会（2020年第21期）,李勇宏观债券研究
1754,2020-06-06,三大逻辑支撑农林牧渔板块年内大涨，9只个股被QFII加持,Wind
1755,2020-06-05,正邦科技(002157.SZ)：控股股东已累计增持约3.07亿元的股份 完成增持计划,格隆汇
1756,2020-06-05,正邦科技(002157.SZ)：16亿元可转债计划获批,格隆汇
1757,2020-06-05,A股早报2020年6月5日星期五,Wind
1758,2020-06-05,正邦科技(002157.SZ)5月生猪销售收入环比降13.76% 同比升138.12% 盈利能力下降,格隆汇
1759,2020-06-04,正邦科技：5月生猪销售收入同比增长138.12%,第一财经
1760,2020-06-04,正邦科技：5月生猪销售收入环比下降13.76%,Wind
1761,2020-06-04,正邦科技：5月商品猪销售均价环比下降10.72% 盈利能力下降,e公司
1762,2020-06-04,AGRICULTURE：PORK PRICE HIKE IN PEAK SEASON STARTS EYE ON COMPANIESWITH GROWTH AND REALIZATION OF PERFORMANCECOMMITMENTS,Sina
1763,2020-06-04,【安信农业 周泰团队】山东省预计今年全省小麦商品量为1500万吨,农业新泰度
1764,2020-06-02,农业板块拉升 罗牛山、正邦科技领涨,e公司
1765,2020-06-01,农林牧渔2020年第22周周报：继续推荐刚需属性的农业板块！,新浪
1766,2020-05-31,继续推荐刚需属性的农业板块！【天风农业】,吴立话农业牛股
1767,2020-05-31,浙商银行南昌分行创新供应链融资模式助力复工复产,中国金融信息网
1768,2020-05-29,农林牧渔行业投资策略报告：猪价旺季上涨启动 关注成长、业绩兑现,新浪
1769,2020-05-27,消费行业日报-两部门：聚焦主导产业推进农业产业强镇建设,新浪
1770,2020-05-25,农业周报：生猪价格周环比大涨9% 散养户补栏积极性锐减,新浪
1771,2020-05-24,【方正农业】政府工作报告关注了哪些三农问题？,一胜农业
1772,2020-05-24,两会释放哪些农业信号?【天风农业】,吴立话农业牛股
1773,2020-05-22,正邦科技(002157.SZ)：南昌邦裕投资对公司2家下属子公司进行增资,格隆汇
1774,2020-05-21,沪深300等指数样本股调整在即，或带来交易性投资机会,Wind
1775,2020-05-20,消费行业日报：中南六区非洲猪瘟分区防控试点工作深入推进,新浪
1776,2020-05-19,消费行业日报：唐人神拟10.2亿元投建甘谷50万头生猪养殖项目,新浪
1777,2020-05-19,消费行业日报：农业农村部发布“三夏”农机跨区作业应急处置方案,新浪
1778,2020-05-19,科普 | 你知道中国人一年要吃掉多少头猪吗？,和讯
1779,2020-05-18,农产品行业-生猪养殖专题报告四十七：当前时点如何看猪价？,新浪
1780,2020-05-17,短期猪价下行，农业板块投资机会怎么看？【天风农业】,吴立话农业牛股
1781,2020-05-15,正邦科技(002157.SZ)年报推10派0.7元 股权登记日5月21日,格隆汇
1782,2020-05-14,正邦科技(002157.SZ)：归还2360万元至2016年非公开发行股票募集资金专户,格隆汇
1783,2020-05-14,大公：关注正邦科技累计新增借款 大额借贷担保,Wind
1784,2020-05-14,金融工程：沪深300及中证500成分股调整名单预测,新浪
1785,2020-05-13,生猪价格跌破15元，猪周期景气高峰已过？,Wind
1786,2020-05-13,消费行业日报：2019年全国农产品网络零售额达3975亿元,新浪
1787,2020-05-12,正邦科技(002157.SZ)股东江西永联解除质押3600万股,格隆汇
1788,2020-05-12,正邦科技：2020年，预计公司生猪出栏量计划达到900-1100万头,Wind
1789,2020-05-11,从“量跌价升”到“量价齐跌”的猪肉板块，后市如何看？,第一财经
1790,2020-05-11,【异动股】猪肉概念板块下挫，正邦科技(002157-CN)跌6.73%,财华社
1791,2020-05-11,猪肉股走弱 傲农生物、正邦科技跌超5%,格隆汇
1792,2020-05-11,【行情】猪肉股走弱，傲农生物、正邦科技跌逾5%，新希望、天邦股份、牧原股份等跌近4%。,金十数据
1793,2020-05-10,继续重点推荐农业板块！【天风农业】,吴立话农业牛股
1794,2020-05-09,“二师兄”还能飞多久？万科“对养猪充满热情”，但这一数据却暗藏玄机,Wind
1795,2020-05-08,正邦科技(002157.SZ)：累计新增借款超上年末净资产40% 大额借贷担保,格隆汇
1796,2020-05-08,正邦科技：累计新增借款占2019年末净资产比例为42.35% 大额借贷担保,Wind
1797,2020-05-08,正邦科技上半年扣非净利同比增长1458.83%,中国证券网
1798,2020-05-07,5月7日股市预警|12家公司突发利空 比亚迪新能源车销量下滑63% 盈利能力下降,腾讯网
1799,2020-05-07,正邦科技4月份生猪销售收入同比增长127%,上证报
1800,2020-05-07,正邦科技：4月份销售收入为21.17亿元 同比增长127.26%,金融界
1801,2020-05-07,正邦科技(002157.SZ)4月生猪销售收入环比升19.31% 同比升127.26%,格隆汇
1802,2020-05-07,正邦科技：1-4月累计销售生猪收入65.63亿元，同比增长117.20%,Wind
1803,2020-05-07,正邦科技：4月生猪销售收入21.17亿元，环比增长19.31%,Wind
1804,2020-05-05,正邦科技(002157.SZ)：公开发行可转债的申请获审核通过,格隆汇
1805,2020-04-30,证监会：正邦科技等4家公司可转债事项均获通过,中证网
1806,2020-04-30,正邦科技(002157.SZ)：公开发行可转债的申请获审核通过,格隆汇
1807,2020-04-30,融资客青睐11股，盈峰环境买入占比高达50.88%,Wind
1808,2020-04-30,中信建投：今年生猪价格将维持高位运行，5-6月或迎来反弹,Wind
1809,2020-04-30,证券时报头版：受疫情影响，一季度上市公司营收盈利显著下滑,Wind
1810,2020-04-29,4月29日午间重要公告集锦,金融界
1811,2020-04-29,正邦科技拟合计斥资近24亿元加码生猪养殖,上证报
1812,2020-04-29,午间公告2020年4月29日星期三,Wind
1813,2020-04-28,牧原股份兽医总监年薪507万 正邦科技董秘涨薪一万五,21世纪经济报道
1814,2020-04-28,养猪业跳槽指南：牧原股份兽医总监年薪507万，正邦科技垫底董秘涨薪一万五,21世纪经济报道
1815,2020-04-28,A股融资融券日报：两融余额减少16.14亿元（4月27日）,Wind
1816,2020-04-28,生猪期货提供套保工具 猪企扩张也疯狂,时代在线
1817,2020-04-27,正邦科技今日大宗交易成交29.99万股，成交价17.6元折价10.16%,Wind
1818,2020-04-27,平煤股份、纳川股份、正邦科技等21只业绩大增股被股东增持,证券时报网
1819,2020-04-24,想发家致富吗？养猪！生猪养殖企业一季度赚翻了！,中新网
1820,2020-04-24,必看！深股通席位180亿调仓揭秘（附图表）,中财网
1821,2020-04-24,养猪！“自行车换兰博基尼，真的不是梦”？,搜狐
1822,2020-04-23,正邦科技现1笔大宗交易 共成交230.49万元,新浪
1823,2020-04-23,A股融资融券日报：两融余额增加36.64亿元（4月22日）,Wind
1824,2020-04-23,244股获券商买入评级 太阳纸业目标涨幅达70.39%,Wind
1825,2020-04-22,统计局发布一季度生产数据 机构重点推荐高成长公司,中国财富网
1826,2020-04-22,114股今日获机构买入评级,证券时报网
1827,2020-04-22,正邦科技：2020年一季度营收71.3亿 同比增长37.4%,我的农产品网
1828,2020-04-22,A股异动 | 正邦科技涨逾7% 拟斥6.99亿元参设南昌邦裕投资中心,格隆汇
1829,2020-04-22,正邦科技出资6.99亿元成立投资基金 加码公司主业,上证报
1830,2020-04-22,正邦科技(002157.SZ)：拟斥6.99亿元参设南昌邦裕投资中心,格隆汇
1831,2020-04-22,4月22日午间重要公告集锦,金融界
1832,2020-04-22,午间公告2020年4月22日星期三,Wind
1833,2020-04-22,19家公司现险资身影 科技与大消费受青睐,投资快报
1834,2020-04-21,社保基金对养殖上市公司的大幅加仓逐一浮出了水面,上证报
1835,2020-04-21,两市一季报陆续披露 社保基金突然大幅加仓这些股票,上证报
1836,2020-04-21,一季报陆续出炉，社保、养老金等都买了啥？,Wind
1837,2020-04-21,正邦科技：公司一季度末能繁母猪存栏60万头，后备48万头,Wind
1838,2020-04-20,正邦科技：生猪出栏量A股第三 2019年净利同比增逾7倍,第一财经
1839,2020-04-20,正邦科技2019年净利16.5亿元 生产性生物资产达50.95亿元,上证报
1840,2020-04-20,正邦科技(002157.SZ)：2019年度净利润升751.53%至16.47亿元 拟10派0.7元,格隆汇
1841,2020-04-20,正邦科技(002157.SZ)：一季度业绩扭亏为盈至9.06亿元,格隆汇
1842,2020-04-20,正邦科技：2019年净利润同比增长751.53%,Wind
1843,2020-04-20,正邦科技：一季度净利润9.06亿元，扭亏为盈,Wind
1844,2020-04-20,【建投专题】养殖产业化步入快车道，猪企扩张大不同,CFC农产品研究
1845,2020-04-18,农林牧渔行业资金流向周报,证券时报网
1846,2020-04-17,A股融资融券日报：两融余额增加21.15亿元（4月16日）,Wind
1847,2020-04-17,江西正邦科技股份有限公司关于在下属子公司之间调剂担保额度的补充说明,证券时报
1848,2020-04-16,特高压概念涨停潮！大资金抢筹名单来了，3股最吸金,证券时报网
1849,2020-04-16,30家公司获机构调研（附名单）,证券时报网
1850,2020-04-16,收藏！一季度扭亏王股票名单出炉！,金融界
1851,2020-04-15,8家猪企一季度利润近百亿，二师兄身价仍在高位,时代在线
1852,2020-04-15,正邦科技（002157）：猪价高景气 一季度业绩大幅提升,农博网
1853,2020-04-15,A股融资融券日报：两融余额增加8.75亿元（4月14日）,Wind
1854,2020-04-15,29家公司获机构调研（附名单）,证券时报网
1855,2020-04-15,兴业证券：农业一季报养猪高度景气 养鸡短暂承压 后周期逐步回暖,金融界
1856,2020-04-14,2分钟暴跌18%，又一只强势股闪崩！龙虎榜透露游资动向,上证报
1857,2020-04-14,A股融资融券日报：两融余额减少5.11亿元（4月13日）,Wind
1858,2020-04-14,A股早报2020年4月14日星期二,Wind
1859,2020-04-14,A股创今年地量，港股欧股休市，美股、原油趋稳,Wind
1860,2020-04-14,上市猪企一季度利润暴增4.5倍，“超级猪周期”拐点何时至？,Wind
1861,2020-04-14,上市猪企 一季度利润暴增4.5倍 猪价回调“超级猪周期”拐点将至？,21世纪经济报道
1862,2020-04-13,正邦科技最新股东户数下降8.84%筹码趋向集中,证券时报网
1863,2020-04-13,刚刚 这些公司上演“跌停秀” 北上资金“放假”中伤了谁？,红周刊
1864,2020-04-13,4月13日A股龙虎榜揭秘，机构抛售14股,Wind
1865,2020-04-13,A股成交额创今年来新低，资金都去哪儿了？,Wind
1866,2020-04-13,板块内多只个股跌幅超4% 猪周期是否迎来“拐点”,新浪
1867,2020-04-13,跌停板解密：获利了结，前期强势股纷纷回落！（4月13日）,Wind
1868,2020-04-13,正邦科技龙虎榜数据（4月13日）,Wind
1869,2020-04-13,龙虎榜：正邦科技跌停 两机构席位卖出1.34亿元,e公司
1870,2020-04-13,正邦科技今日跌停，两机构卖出1.34亿元,Wind
1871,2020-04-13,475亿资金争夺20股：主力资金重点出击7股(名单),新浪
1872,2020-04-13,上证指数收盘跌0.49%，RCS概念掀跌停潮,Wind
1873,2020-04-13,正邦科技：预计今年出栏目标是900-1100万头，下半年出栏70%左右,Wind
1874,2020-04-13,扭亏为盈，正邦科技一季度预计净利8.5亿-10亿,资本邦
1875,2020-04-13,突发闪崩跌停！利空云集击倒一批股票 连续下跌,中国基金报
1876,2020-04-13,正邦科技跌停报19.64元 领跌饲料行业,中新经纬
1877,2020-04-13,上证指数午盘跌0.33%，RCS概念偃旗息鼓,Wind
1878,2020-04-13,正邦科技(002157.SZ)跌停领猪肉股全线下跌 连续下跌,格隆汇
1879,2020-04-13,最差财报来袭？最惨跌超64倍！这些公司业绩却翻倍,中国基金报
1880,2020-04-13,猪肉股集体下挫，正邦科技逼近跌停,Wind
1881,2020-04-13,A股融资融券日报：两融余额减少69.06亿元（4月10日）,Wind
1882,2020-04-12,继续重点推荐生猪养殖板块：一季度盈利继续兑现，二季度有望环比高增长！【天风农业】,吴立话农业牛股
1883,2020-04-12,机构、高管争相买入这些业绩暴增股,证券时报网
1884,2020-04-11,犀牛财经早报：奥克斯空调被处罚*ST电能申请撤销退市风险警示,GPLP犀牛财经
1885,2020-04-10,江西养猪龙头正邦科技一季度预盈逾8亿，较去年同期扭亏为盈,澎湃新闻
1886,2020-04-10,正邦科技：预一季度净利8.5-10亿 去年同期亏4.14亿 亏损,新浪
1887,2020-04-10,正邦科技：一季度预计盈利8.5亿元至10亿元,e公司
1888,2020-04-10,正邦科技(002157.SZ)一季度业绩扭亏为盈 净利8.5亿元-10亿元,格隆汇
1889,2020-04-10,正邦科技：预计一季度净利润8.5亿元-10亿元，同比扭亏为盈,Wind
1890,2020-04-10,大公：关注正邦科技2020年度新增借款情况 大额借贷担保,Wind
1891,2020-04-10,昆明税务：精准施策纾企困 便民办税春风来,云南网
1892,2020-04-10,A股融资融券日报：两融余额增加27.65亿元（4月9日）,Wind
1893,2020-04-09,养殖业风光独好？还仅仅是猪的“独角戏”,Wind
1894,2020-04-09,A股融资融券日报：两融余额减少0.1亿元（4月8日）,Wind
1895,2020-04-08,五日龙虎榜追踪机构抢筹这16股,证券时报网
1896,2020-04-08,正邦科技2020年3月销售生猪40.58万头 环比增长18%,我的农产品网
1897,2020-04-08,A股融资融券日报：两融余额增加64.16亿元（4月7日）,Wind
1898,2020-04-08,35股获券商买入评级 金隅集团目标涨幅达73.19%,Wind
1899,2020-04-08,3月销售数据亮丽，养殖企业一季度业绩很肥美,Wind
1900,2020-04-07,博弈猪肉板块需知的几条逻辑！,和讯
1901,2020-04-07,主力动向：4月7日特大单净流入206.47亿元,证券时报网
1902,2020-04-07,正邦科技(002157.SZ)：当年累计新增借款超上年末净资产20% 大额借贷担保,格隆汇
1903,2020-04-07,正邦科技：累计新增借款超过上年末净资产百分之二十 大额借贷担保,Wind
1904,2020-04-07,正邦科技(002157.SZ)：江西永联质押1440万股,格隆汇
1905,2020-04-07,天风推荐正邦科技:三月出栏显著改善 预计一季度盈利高增长,新浪
1906,2020-04-07,正邦科技：3月出栏继续回升2020业绩有望量利齐升,国泰君安
1907,2020-04-07,A股融资融券日报：两融余额减少72.42亿元（4月3日）,Wind
1908,2020-04-07,A股早报2020年4月7日星期二,Wind
1909,2020-04-07,上市公司正负面新闻2020年4月7日星期二,Wind
1910,2020-04-06,【国君农业】行业周报：鸡猪共振 周期景气仍在上行,农业凯歌
1911,2020-04-06,4月金股袭来！上涨空间超过20%，外资增持股名单曝光，仅14只,证券时报
1912,2020-04-06,正邦科技：3月生猪销售收入17.74亿元 环比增长13.98%,中证网
1913,2020-04-06,正邦科技前3个月生猪销售收入同比增长逾一倍,新京报
1914,2020-04-06,4月6日晚间上市公司十大重磅公告,巨丰财经
1915,2020-04-06,正邦科技：1-3月累计销售收入44.47亿元，同比增长112.71%,Wind
1916,2020-04-06,正邦科技(002157.SZ)3月生猪销售收入环比升13.98%同比升107.47%,格隆汇
1917,2020-04-06,正邦科技：3月生猪销售收入17.74亿 同比增长107.47%,新浪
1918,2020-04-04,机构、股东、高管争相买入这些业绩暴增股,证券时报网
1919,2020-04-03,五日龙虎榜追踪机构抢筹这28股,证券时报网
1920,2020-04-02,2019净利猛增近200%新希望养猪“大跃进”,时代周报
1921,2020-04-02,75股主力资金净流入超亿元,证券时报网
1922,2020-04-02,正邦科技(002157.SZ)：江西永联解除质押1650万股,格隆汇
1923,2020-04-02,掘金龙虎榜36股近期获机构净买入,证券时报网
1924,2020-04-01,黄冈、宜昌、鄂州等地出现抢购粮油现象 辟谣：别盲目跟风抢购,金融界
1925,2020-04-01,A股早报2020年4月1日星期三,Wind
1926,2020-04-01,猪产业概念股批量涨停,中证报
1927,2020-03-31,外资大举加仓猪肉股，正邦科技获深股通净买入1.84亿 丨牛熊眼,第一财经
1928,2020-03-31,涨停复盘 | 三大指数集体收红 防御性板块全线大涨,第一财经
1929,2020-03-31,正邦科技(002157.SZ)：江西永联解除质押及再质押均为3500万股,格隆汇
1930,2020-03-31,北向资金加码猪肉股 正邦科技获净买入1.84亿元,e公司
1931,2020-03-31,猪肉股今日批量涨停，外资持续加码,Wind
1932,2020-03-31,“猪中茅台”成中小板龙头！猪肉股迎“第二春”,Wind
1933,2020-03-31,3月创业板指跌9.64%，创2017年以来最大单月跌幅,Wind
1934,2020-03-31,生物育种指数翻红，此前一度跌1.5%,Wind
1935,2020-03-30,正邦科技：江西永联已支付完成正邦作物保护全部股权转让价款 资产异常,Wind
1936,2020-03-30,9股筹码集中度上升大，最高户均持股市值近300万,证券时报网
1937,2020-03-27,年报是一面“照妖镜”：虚炒者绝口不提“成妖记” 百倍业绩增长潜行其中,21世纪经济报道
1938,2020-03-26,年报是一面“照妖镜”，虚炒者面临价值重估,腾讯网
1939,2020-03-26,重要股东增持排行榜：6股增持金额超亿元,证券时报网
1940,2020-03-25,29家公司重要股东开启增持模式累计增持24.45亿元（附股）,证券时报网
1941,2020-03-22,机构、股东、高管争相买入这些业绩暴增股,证券时报网
1942,2020-03-20,正邦科技(002157.SZ)：完成发行2亿元超短融 利率6.00%,格隆汇
1943,2020-03-20,近5日重要股东增持32股金额超10亿,证券时报
1944,2020-03-19,正邦科技控股东增持已逾3亿元,上证报
1945,2020-03-19,正邦科技(002157.SZ)控股股东累计增持1890.097万股,格隆汇
1946,2020-03-18,【中金固收·信用】中国短期融资券及中期票据信用分析周报,中金固定收益研究
1947,2020-03-18,9股最新股东户数降逾一成，筹码大幅集中（附股）,证券时报
1948,2020-03-18,69头怀孕母猪被掉包？背后暗藏温氏与牧原“争霸”,大河报
1949,2020-03-18,生猪养殖概念股活跃 牧原股份、正邦科技涨逾9%,e公司
1950,2020-03-18,猪肉股大涨,Wind
1951,2020-03-18,快讯：养殖板块早盘逐步走强 新希望张超8%,新浪
1952,2020-03-17,正邦科技(002157.SZ)已获控股股东及其一致行动人增持2.9亿元的股份,格隆汇
1953,2020-03-17,国资民营齐上阵 多家上市公司股东增持丨资讯焦点,第一财经
1954,2020-03-17,30家公司重要股东开启增持模式累计增持21.92亿元（附股）,证券时报网
1955,2020-03-16,筹码新动向：131股筹码趋向集中,证券时报网
1956,2020-03-16,国资民营齐上阵 多家上市公司股东逆势增持,e公司
1957,2020-03-16,正邦科技：控股股东累计增持1583万股,Wind
1958,2020-03-16,24家公司重要股东开启增持模式累计增持17.28亿元（附股）,证券时报网
1959,2020-03-16,业绩连续高增长股票新名单出炉，这些股票疫情期业绩向好,证券时报网
1960,2020-03-15,海外疫情爆发，内产内销类有望最先恢复，重点推荐农业板块！【天风农业】,吴立话农业牛股
1961,2020-03-13,正邦科技(002157.SZ)：正邦集团及其一致行动人累计增持1539.07万股,格隆汇
1962,2020-03-13,正邦科技现1笔大宗交易 共成交927.36万元,新浪
1963,2020-03-13,正邦科技今日大宗交易成交56万股，成交价16.56元折价8.46%,Wind
1964,2020-03-13,21家公司重要股东开启增持模式累计增持15.94亿元（附股）,证券时报网
1965,2020-03-13,3月12日有79家公司获重要股东增减持，同和药业已被连续减持70次 减持股份,Wind
1966,2020-03-13,天兆猪业拟赴港上市 关键种猪育种技术受制于谁？,投资者报
1967,2020-03-12,跌出价值！回购增持齐上阵，更有公司连续回购无缝对接,Wind
1968,2020-03-11,正邦科技：控股股东方面累计增持1422万股 耗资2.24亿元,e公司
1969,2020-03-11,五日龙虎榜追踪机构抢筹这35股,证券时报网
1970,2020-03-10,农业板块持续走低,Wind
1971,2020-03-10,龙虎榜揭秘近五日机构最青睐33股,证券时报网
1972,2020-03-09,A股共发生58宗大宗交易成交17.47亿元（3月9日）,Wind
1973,2020-03-09,"正邦科技现1笔大宗交易 共成交19,770.00万元",新浪
1974,2020-03-09,正邦科技大涨7.03% 领涨饲料板块,中新经纬
1975,2020-03-09,猪肉股异动,Wind
1976,2020-03-09,A股融资融券日报：两融余额减少50.71亿元（3月6日）,Wind
1977,2020-03-08,通胀预期持续增强，建议超配农业板块！,吴立话农业牛股
1978,2020-03-06,正邦科技(002157.SZ)已获控股股东及其一致行动人增持1.78亿元的股份,格隆汇
1979,2020-03-06,新基建新东方！,德邦证券微资讯
1980,2020-03-06,掘金龙虎榜34股近期获机构净买入,证券时报网
1981,2020-03-05,不惧疫情两个月来猪价涨逾两成，新希望乘势投43亿建10个生猪养殖项目新增出栏308万头,21世纪经济报道
1982,2020-03-05,A股又要变天？科技股火力猛降，巨资再度涌入这些消费蓝筹，后市如何操作？,e公司
1983,2020-03-05,3月5日A股龙虎榜揭秘，机构抛售17股,Wind
1984,2020-03-05,正邦科技(002157.SZ)：股东江西永联质押2700万股,格隆汇
1985,2020-03-05,猪肉股掀起涨停潮丨数据观察,第一财经
1986,2020-03-05,基金收评 | A股近乎普涨，农业股强势领涨！公募却看好这个板块,第一财经
1987,2020-03-05,猪肉板块掀涨停潮 正邦科技等10余股涨停,金融界
1988,2020-03-05,确定性偏好上升！“新基建”波澜不惊，猪肉股再掀涨停潮,21世纪经济报道
1989,2020-03-05,早盘复盘：港A两市主要股指延续强势，农林牧渔板块涨幅居前,格隆汇
1990,2020-03-05,猪肉概念震荡上扬，猪价高位震荡，关注公司高成长投资机会,证券时报网
1991,2020-03-05,猪肉股早盘大涨 正邦科技涨超9%,e公司
1992,2020-03-05,猪肉概念股全线上涨正邦科技(002157.SZ)逼近涨停,格隆汇
1993,2020-03-05,快讯：养殖股走强 新五丰、正邦科技拉升触板,新浪
1994,2020-03-05,正邦科技2月生猪收入增近3倍，曾公布业绩预告被深交所关注,观察者网
1995,2020-03-05,农业股走强,Wind
1996,2020-03-05,A股异动|正邦科技涨逾9%2月份及首2月生猪销售收入同比大增,格隆汇
1997,2020-03-05,快讯：猪肉板块异动拉升 正邦科技涨7%,新浪
1998,2020-03-04,正邦科技2月生猪均重均价继续提升,上证报
1999,2020-03-04,生猪供给仍不乐观！正邦科技前两月销量降逾4成，2月均价飙至37元/公斤 盈利能力下降,21世纪经济报道
2000,2020-03-04,猪价上涨，正邦科技2月生猪销售收入同比增长近3倍,新京报
2001,2020-03-04,公告精选：正邦科技2月生猪销售收入同比增长293.89%；斯达半导再度提示风险,e公司
2002,2020-03-04,正邦科技：2月销售生猪34.27万头 收入同比增长293.89%,中证网
2003,2020-03-04,正邦科技：2月生猪销售收入15.56亿元 同比增长293.89%,e公司
2004,2020-03-04,正邦科技(002157.SZ)2月生猪销售收入环比升39.44% 同比升293.89%,格隆汇
2005,2020-03-04,正邦科技：前2月生猪销售收入同比增长116.34%,第一财经
2006,2020-03-04,正邦科技(002157.SZ)2月生猪销售收入升293.89%至15.56亿元,格隆汇
2007,2020-03-04,正邦科技：2月生猪销售收入15.56亿元，同比增近3倍,Wind
2008,2020-03-04,3月4日主力巨资抢筹四大板块(附股),金融界
2009,2020-03-04,猪肉股持续走高,Wind
2010,2020-03-04,重要股东增持排行榜：5股增持金额超5000万元,证券时报网
2011,2020-03-03,正邦科技(002157.SZ)：江西永联解除质押700万股,格隆汇
2012,2020-03-03,正邦科技大涨5.06%，饲料行业涨3.92%,中新经纬
2013,2020-03-03,业绩狂增1000% 猪企集体狂欢后展开“扩能竞赛”,斑马消费
2014,2020-03-02,【安信农业 周泰团队】2019年我国豆类出口量50万吨，同比下降9.9%,农业新泰度
2015,2020-03-02,正邦科技：2020年度担保额度共66.5亿元,Wind
2016,2020-03-02,正邦科技(002157.SZ)：江西永联解除质押2000万股,格隆汇
2017,2020-03-02,午间公告2020年3月2日星期一,Wind
2018,2020-03-02,22家公司重要股东开启增持模式累计增持53.31亿元（附股）,证券时报网
2019,2020-03-01,21家公司重要股东开启增持模式累计增持8.29亿元（附股）,证券时报网
2020,2020-02-28,午间公告2020年2月28日星期五,Wind
2021,2020-02-27,猪企去年业绩集体报喜 牧原股份净利润同比增10倍,每日经济新闻
2022,2020-02-27,生猪产能恢复的动能和节奏,和讯
2023,2020-02-27,正邦集团增持正邦科技已逾1.5亿元,上证报
2024,2020-02-27,正邦科技(002157.SZ)：控股股东及一致行动人已增持1032.63万股涉资1.55亿元,格隆汇
2025,2020-02-27,净利61亿同比增逾10倍！猪企龙头赚嗨了，股价大涨6%再创新高,上游新闻
2026,2020-02-26,正邦科技(002157.SZ)拟以2亿元设立正宣贸易,格隆汇
2027,2020-02-26,正邦科技(002157.SZ)已获控股股东及其一致行动人增持1.25亿元的股份,格隆汇
2028,2020-02-26,正邦科技：拟2亿元新设正宣贸易 进一步扩大公司业务规模,发布易
2029,2020-02-26,正邦科技：为下属子公司新增提供20亿元担保 大额借贷担保,Wind
