,2021-12-31,行业观察|半岛超声炮大火 医美设备厂商国产替代空间广阔,财联社
2317,2019-10-18,不满意还要保持微笑哦！复星医药慢慢来,新浪
2318,2019-10-11,“2019中国医药上市公司竞争力”颁奖典礼来了！,E药经理人
2319,2019-10-11,【财经早餐】证监会主席近日在深圳调研时表示，将全力推进深圳资本市场改革发展,华龙掘金
2320,2019-10-10,财闻点金：漳州核电两台机组获许可证 核电建设加快推进,巨丰财经
2321,2019-10-10,捕捉业绩拐点 机构调研逾百家上市公司,中证报
2322,2019-10-09,【民生医药|周报】10/14：生物药和外包板块表现优异，关注业绩高增长标的,杏林建研
2323,2019-09-30,2019年医药三季报业绩前瞻||三季报预期向好，关注“变化”、稳守“核心资产”【兴证医药】,兴证医药健康
2324,2019-09-30,一周机构去哪儿？博时基金、高盛等调研了这些个股（名单）,证券时报网
2325,2019-09-30,带量集采加码医药行业竞争 行业洗牌寡头化趋势加强,证券日报
2326,2019-09-27,A股头条之上市公司（9.28）,金融界
2327,2019-09-27,医药带量采购冲击波！板块终于止跌，有药企称“影响颠覆”，有公司披露新药研发进展“对冲”,e公司
2328,2019-09-27,机构调研：贝莱德等18家外资关注宋城演艺,新浪
2329,2019-09-27,[公司]华东医药：2020年开始力争每年至少上市一个创新药,全景网
2330,2019-09-26,四指标锁定价值潜力TOP50 32只绩优股三季度以来股价创新高,证券日报
2331,2019-09-25,【民生医药|周报】10/08：医药服务一枝独秀，持续布局创新升级,杏林建研
2332,2019-09-25,财融汇·早间必读 | 20190925,财通证券融资融券部
2333,2019-09-25,中信：带量采购全国扩面拟中选结果产生 行业集中度预计将提升,证券时报网
2334,2019-09-24,今起，带量采购全国扩张启幕！最高降幅达90%，一批个股暴跌，中标者火速公告！ 连续下跌,e公司
2335,2019-09-24,联盟区药品集采结果出炉，恩替卡韦价格再降70%,格隆汇
2336,2019-09-24,部分医药股午后持续杀跌，京新药业跌停,Wind
2337,2019-09-23,议市厅丨复星医药业绩承压，上半年50亿销售费用侵蚀利润，“医药界PE”下一步该如何破局？ 盈利能力下降,和讯
2338,2019-09-23,【中信建投医药|行业周报】新旧交替机会不断 配置高性价比标的,菊颖医药观察
2339,2019-09-22,【民生医药|周报】09/23：CSCO彰显免疫疗法热度，加码创新药产业链,微信
2340,2019-09-20,平安证券：终端药品市场全景图（附下载）,199IT
2341,2019-09-18,【山证医药】医药行业周报（20190916）：高血压、糖尿病门诊用药纳入医保，相关国产企业将受益,山西证券研究所
2342,2019-09-17,投资医药主题，还在纠结创新药or仿制药？,养基司令
2343,2019-09-15,【民生医药|周报】09/16：WCLC叠加CSCO，关注创新产业链基本面变化,微信
2344,2019-09-10,10 亿大品种首家通过一致性评价,Insight数据库
2345,2019-09-10,华鑫证券：医药生物板块业绩增长稳健 配置价值显著,证券时报网
2346,2019-09-10,[快讯]华东医药发布解除质押公告一股东累计质押24796万股,中财网
2347,2019-09-10,华东医药(000963.SZ)控股股东解除质押1520万股,格隆汇
2348,2019-09-10,易明医药知名大品种 首家过评,赛柏蓝
2349,2019-09-10,财融汇·早间必读 | 20190910,财通证券融资融券部
2350,2019-09-10,"医药行业半年报业绩综述:内部仍在分化,龙头业绩亮眼",渤海证券
2351,2019-09-06,盘前：A股市场增量减弱 将步入窄幅震荡阶段,中国经济网
2352,2019-09-06,万家中医：单月出单量4800，中药供应链服务平台有何特色？,动脉网
2353,2019-09-06,华东医药上半年31亿销售费用侵蚀利润 归母净利16亿,中国经济网
2354,2019-09-05,天猫医美“焕新计划”启动 拟孵化100家业绩破千万机构,中国网
2355,2019-09-04,【东吴医药】医药生物行业2019H1业绩总结：行业增速放缓，龙头引领增长，聚焦创新药产业链、创新生物制品、医疗服务等景气细分赛道,东吴医药研究团队
2356,2019-09-03,画像聪明钱“QFII”二季度投资路径：左手科技右手消费 “吃药”不爱“喝酒”,大众证券报
2357,2019-09-03,44家A股上市医药企业研发投入超1亿元,新京报
2358,2019-09-02,4+7带量采购正式全国扩围 如何影响产业链 哪些公司有望受益？,证券时报网
2359,2019-09-01,【民生医药|周报】09/09：政策影响钝化，二线公司关注度提升,微信
2360,2019-09-01,集采扩面方案出台，多家企业中标有望成为未来的“新常态”,兴证医药健康
2361,2019-09-01,机构周成交金额增逾八成 医药、汽车行业受追捧,大众证券报
2362,2019-09-01,热钱追科技股一骑绝尘 长线资金抛售华东医药,南方财经网
2363,2019-08-31,一周171只个股突破今年新高,中财网
2364,2019-08-30,8月30日上市公司晚间公告速递,新浪
2365,2019-08-30,华东医药：二季度研发投入最高 料全年研发费用将达10亿元,e公司
2366,2019-08-30,华东医药：国家对对集采政策后续的进一步扩大和推进相对比较谨慎,Wind
2367,2019-08-30,机构扫货星网锐捷 猪肉股倍受游资青睐,南方财经网
2368,2019-08-29,恒瑞医药(600276.SH)：注射用达托霉素简略新药申请获美国FDA批准文号,格隆汇
2369,2019-08-29,华东医药：工商业保持良好增长势头，研发投入助力转型,证券时报网
2370,2019-08-29,A股早报2019年8月29日星期四,Wind
2371,2019-08-29,16股获买入评级 最新:科伦药业,中财网
2372,2019-08-29,华东医药：业绩低于预期 积极开拓医美和医疗光学诊断新领域,证券时报网
2373,2019-08-29,5股获买入评级 最新:中国核电,中财网
2374,2019-08-28,8月28日A股龙虎榜揭秘，机构抛售8股,Wind
2375,2019-08-28,8月28日机构席净卖出 买入6股,中财网
2376,2019-08-28,8月28日龙虎榜中这14只个股出现了机构的身影,第一财经
2377,2019-08-28,华东医药龙虎榜数据（8月28日）,Wind
2378,2019-08-28,华东医药二季度财报不及预期，研发投入大幅增加 盈利能力下降,格隆汇
2379,2019-08-28,医药股回调 机构净卖出华东医药、博雅生物,e公司
2380,2019-08-28,华东医药今日放量大跌8.08%，四机构席位卖出2.03亿元,Wind
2381,2019-08-28,华东医药(000963.SZ)中报业绩低于预期，股价大跌，可以抄进去吗？,格隆汇
2382,2019-08-28,【华泰医药代雯团队】华东医药(000963.SZ)中报点评：优质白马，加磅研发,谈医论股丨华泰医药
2383,2019-08-28,A股三大股指小幅下跌 军工股表现强劲,证券时报网
2384,2019-08-28,【异动股】医药制造板块下挫，博雅生物(300294-CN)跌8.25%,财华社
2385,2019-08-28,太空互联网拉升 天银机电爆拉,中财网
2386,2019-08-28,医药股走低 智飞生物跌7%,证券时报网
2387,2019-08-28,猎鹰看盘：大阳之后 你需要踏准方向和节奏,金融界
2388,2019-08-28,【华东医药】19年中报：研发投入大力加码，积极推进创新转型,医心医意要健康
2389,2019-08-28,589只个股股价超4月高点医药和科技股成最大赢家,中证网
2390,2019-08-27,A股头条之上市公司（8.28）,金融界
2391,2019-08-27,华东医药：上半年净利润同比增23.42%,Wind
2392,2019-08-27,华东医药(000963.SZ)半年度净利润升23.42%至15.96亿元,格隆汇
2393,2019-08-27,华东医药：上半年实现净利润15.96亿元，同比增长23.42%,Wind
2394,2019-08-27,沪指高开重回2900 A股迎医药政策和增量资金利好,新京报
2395,2019-08-25,九州通、科伦、齐鲁等13药企上榜2019中国民营企业500强,赛柏蓝
2396,2019-08-24,货币政策稳中求进，科技消费优中选优 | 华泰周刊,华泰证券研究所
2397,2019-08-24,新医保目录大调整让A股沸腾！二级市场“嗑药”行情嗨了！机构称这类药企迎来春天,e公司
2398,2019-08-23,医保个账大改革，影响3.3亿人；28000个广东零售药店参与国采；各大药企发布半年报｜云端周报,汇聚南药
2399,2019-08-23,医保个账大改革，影响3.3亿人；28000个广东零售药店参与国采；各大药企发布半年报｜云端周报,医药云端工作室
2400,2019-08-23,8月23日券商晨会研报汇编,证券日报
2401,2019-08-22,国药股份：业绩超预期喜提涨停板，医药流通股短期行情可期？,格隆汇
2402,2019-08-22,民企500强榜单出炉！13家医药制造企业上榜,制药网
2403,2019-08-22,政府大动作！这一“明星”行业又要大洗牌？股价剧烈波动！,中国基金报
2404,2019-08-22,【中信建投医药|深度点评】新版医保目录发布， 支付结构有望加速调整,菊颖医药观察
2405,2019-08-22,多家上市公司药品进入新版医保目录 对销售有积极影响,投资快报
2406,2019-08-21,A股头条之上市公司（8.22）,金融界
2407,2019-08-21,晚间公告热点追踪：科大讯飞拟10派1元 康美提示风险,新浪
2408,2019-08-21,8月21日晚间上市公司十大重磅公告,巨丰财经
2409,2019-08-21,华东医药(000963.SZ)子公司两个产品新纳入国家医保药品目录,格隆汇
2410,2019-08-21,华东医药：两个药品被纳入“国家医保目录”,Wind
2411,2019-08-20,【国盛医药张金洋团队】丽珠集团：扣非增速超预期，关注高质量增长&结构调整——2019三季报点评,国医盛视
2412,2019-08-20,【平安医药】新版医保延续腾笼换鸟思路，纳入品种迎放量机会,平安研究
2413,2019-08-20,【民生医药|中报总结】医药板块2019中报总结：增长的韧劲足，逐步加仓二线龙头,微信
2414,2019-08-19,【国盛证券张金洋团队】丽珠集团中报点评：聚焦+提效，丽珠业绩符合预期，转型加速推进,国医盛视
2415,2019-08-19,千亿元的处方外流市场，看看这5家如何布局？,制药网
2416,2019-08-19,民生证券：关注医药创新细分赛道,中证报
2417,2019-08-15,A股明日重点关注：这三大板块或迎风而上（附股）,第一财经
2418,2019-08-15,业绩“爆棚”的医药股持续走强，机构建议从五大细分领域掘金投资机会,第一财经
2419,2019-08-15,经济结构转型成效显著 价值公司头雁效应凸显,证券时报
2420,2019-08-12,华东医药以3000万美元收购医疗诊断公司MediBeacon,动脉网
2421,2019-08-12,处方药政策利好有研发能力药企 高值耗材改革有利于进口替代,证券日报
2422,2019-08-07,河北省上市许可持有人品种最多 生产批文号超1000个,咸达数据
2423,2019-08-07,【投资组合】1908丨震荡市优化结构配置，把握主线看好长期发展,中国银河证券研究
2424,2019-08-06,梅斯医访谈 | 对话绿叶制药集团副总裁姜华：任重道远，25年国际创新路,生物谷
2425,2019-08-02,华东医药“出手” 美国医疗诊断公司 跨境股权投资加快国际化布局,浙商网
2426,2019-08-01,【华泰医药代雯团队】华东医药(000963)公告点评：入股MediBeacon，打造药械协同,谈医论股丨华泰医药
2427,2019-08-01,MediBeacon完成3000万美元战略投资融资,亿邦动力
2428,2019-08-01,午间公告：先锋新材股东贺兰英持股将至5%以下,金融界
2429,2019-08-01,午间公告：华东医药拟3000万美元投资美企,金融界
2430,2019-08-01,午间要闻公告：1公司遭股东减持30万股,新浪
2431,2019-08-01,午间公告：华东医药与MediBeacon公司签署股权投资协议及产品商业化协议,e公司
2432,2019-08-01,午间公告：华东医药出资3000万美元，认购美国医疗光学诊断公司8.14%股份,Wind
2433,2019-07-31,不接受限价109个药品弃标 这些医院不卖了！,医药网
2434,2019-07-29,华东医药董事杨俊取得董事资格证书,挖贝网
2435,2019-07-29,格隆汇A股公告精选(7.29) | 万华化学上调8月中国地区MDI价格；TCL集团累计耗资15.6亿元回购3.39%的股份,格隆汇
2436,2019-07-26,[快讯]华东医药发布解除质押公告一股东累计质押26316万股,中财网
2437,2019-07-26,华东医药(000963.SZ)控股股东解除质押2100万股,格隆汇
2438,2019-07-25,华东医药：上半年稳健增长 收购佐力药业不确定性大,新浪
2439,2019-07-25,“毕业季医美潮”引发热议 相关龙头有望扩大优势（附股）,金融界
2440,2019-07-24,"医药生物行业2019年中报业绩前瞻:医药板块持续分化,寻找景气与避险的交集",申万宏源
2441,2019-07-23,7月23日有75家公司获重要股东增减持 同和药业已被连续减持33次 减持股份,Wind
2442,2019-07-23,华东医药：加大创新药研发力度 2020年开始力争每年上市一个创新药,中证网
2443,2019-07-22,聚焦医药的两个新变化-“政策趋缓+科创板映射” --医药行业周报（2019.07.15-2019.07.21）,兴证医药健康
2444,2019-07-21,【西南医药|0721周报】科创板正式落地，重点推荐南微医学+心脉医疗,国广有话说
2445,2019-07-19,华东医药加快转型打造创新型跨国药企,浙商网
2446,2019-07-17,【数据揭秘】07月16日 融资客最看好的前20只个股,每日经济新闻
2447,2019-07-17,华东医药股东远大集团质押856万股 公司去年净利同比增长27%,挖贝网
2448,2019-07-16,[快讯]华东医药发布质押公告一股东累计质押28416万股,中财网
2449,2019-07-16,华东医药(000963.SZ)控股股东质押856万股,格隆汇
2450,2019-07-16,【华泰医药代雯团队】“4+7集采扩面企业座谈会”点评：微调招采机制，推进全国扩面,谈医论股丨华泰医药
2451,2019-07-16,华泰证券：药品4+7集采全国扩面 关注两条主线,证券时报网
2452,2019-07-15,第二轮4+7集中采购方案出炉，医药行业有哪些值得投资？,格隆汇
2453,2019-07-15,【中信建投医药|行业周报】：药品集采政策底出现， 优选受压低估值品种,菊颖医药观察
2454,2019-07-12,A股共发生59宗大宗交易成交5.27亿元（7月12日）,Wind
2455,2019-07-12,21家药企进入《财富》500强！石药、恒瑞、科伦新上榜！,医药云端工作室
2456,2019-07-12,华东医药今日大宗交易成交7.19万股，成交价28.45元溢价0.0%,Wind
2457,2019-07-12,07月12日 主力资金近三日都在买这些概念股,每日经济新闻
2458,2019-07-12,2019财富中国500强发布，21家医药企业上榜,制药网
2459,2019-07-12,北向资金净流入24亿元 白酒板块被14亿主力抛售 股票卖空,佳酿网
2460,2019-07-12,中国财富500强公布，医药行业21家企业上榜（附名单）,医药网
2461,2019-07-12,【数据揭秘】07月11日 融资客最看好的前20只个股,每日经济新闻
2462,2019-07-12,Ａ股止跌回升背后，多路资金悄然买入,Wind
2463,2019-07-12,主力资金与融资资金连日净流出,中证网
2464,2019-07-11,恒瑞470名！20家药企入围2019年中国500强排行榜！,药通社
2465,2019-07-11,主力资金净流出146.06亿元,中证网
2466,2019-07-11,7月11日沪深两市主力资金净流出144.89亿元,e公司
2467,2019-07-11,07月11日 主力资金抢筹最积极的前10股（附名单）,每日经济新闻
2468,2019-07-11,07月11日 27只股票封板 贵金属板块涨幅最大,每日经济新闻
2469,2019-07-11,07月11日 主力资金近三日都在买这些概念股,每日经济新闻
2470,2019-07-11,巨丰资金流向：两市窄幅震荡弱势调整 主力116亿资金继续净流出,巨丰财经
2471,2019-07-11,财融汇·早间必读 | 20190711,财通证券融资融券部
2472,2019-07-09,海外医药新闻发布2019/7/9【西南医药朱国广陈铁林团队】,国广有话说
2473,2019-07-07,医药生物全球视野–西南证券海外医药一周资讯（2019.7.1-2019.7.5）【西南医药朱国广陈铁林团队】,国广有话说
2474,2019-07-03,医美下半场：服务为先、效率加冕、平台凸显,和讯
2475,2019-07-03,海外医药新闻发布2019/7/2【西南医药朱国广陈铁林团队】,国广有话说
2476,2019-07-01,【医药】江琦、赵磊：行业点评：看好审评审批改革持续推动下的中国创新药产业发展-20190702,中泰证券研究所
2477,2019-06-28,海外医药新闻发布20190628【西南医药朱国广陈铁林团队】,国广有话说
2478,2019-06-25,海外医药新闻发布20190625【西南医药朱国广陈铁林团队】,国广有话说
2479,2019-06-25,中药注射剂地位不保？740亿中成药胶囊剂奋起直追，华东、以岭、扬子江……领跑,米内网
2480,2019-06-25,医疗保健：医药生物业周报 荐8股,华鑫证券
2481,2019-06-21,仿制药品目录建议清单出炉，受益股有哪些？,格隆汇
2482,2019-06-20,杭州企业黔东南州洒下“吉时雨” 精准帮扶，杭州在行动,杭州网
2483,2019-06-19,2900点横盘一个多月，机构表示这27股还有60%的空间,Wind
2484,2019-06-18,5轮融资后冲刺科创板尚未问询回复，博瑞制药或成为“难产王”？,算力智库
2485,2019-06-17,“青蒿素抗药性”研究获突破刺激医药板块拉升，券商建议配置三类股,第一财经
2486,2019-06-16,险资调研半年报:国寿、平安最勤快 电子行业最受关注,国际金融报
2487,2019-06-14,格隆汇6月14日A股公告速递丨新城控股为27个项目引资超195亿元 中国平安前5月保费收入同比增9.01%,格隆汇
2488,2019-06-14,华东医药(000963.SZ)年报推10转2派3.3元 股权登记日6月20日,格隆汇
2489,2019-06-14,[快讯]华东医药公布2018年年度分红方案(每10股转增2股),中财网
2490,2019-06-14,华东医药：医药商业逐步企稳 推荐评级,华鑫证券
2491,2019-06-13,5月医药大事件之榜单篇：药企营收、净利润等排名陆续公布,制药网
2492,2019-06-13,险资1个多月调研A股公司184次 被调研的94家公司中88家逆势上涨,证券日报
2493,2019-06-12,38家公司获海外机构调研,证券时报
2494,2019-06-11,华东医药董事长变动,赛柏蓝
2495,2019-06-11,险资入市有望再获政策支持 料加码高股息标的配置,中证报
2496,2019-06-10,华东医药聘任李邦良为名誉董事长 2018年薪酬为220万元,挖贝网
2497,2019-06-10,卸任董事长后，李邦良再被聘为华东药业名誉董事长,环球老虎财经
2498,2019-06-10,医药生物 | 改革阵痛期，寻找结构调整中的机遇,中泰证券研究所
2499,2019-06-08,风向标！机构5月调研忙 这三大行业最受关注,中证报
2500,2019-06-07,投资逻辑通顺是估值计算的基础,红周刊
2501,2019-06-06,市场调整挡不住机构热情 5月调研创年内新高,中证网
2502,2019-06-06,市场调整难阻机构热情 5月份调研数量创纪录,中证网
2503,2019-06-06,财融汇·早间必读 | 20190606,财通证券融资融券部
2504,2019-06-05,A股最稳妥的赚钱方法是什么？,金融界
2505,2019-06-04,一个都不能少！强监管“排雷”，这类股被资金抛弃,Wind
2506,2019-06-04,医药股跌幅扩大 财政部将抽检77家公司会计信息质量,上游新闻
2507,2019-06-04,今年来“A吃A”达4起超去年全年 业务整合成主因,长江商报
2508,2019-06-04,二季度私募调研合计逾2400次 景林投资“最勤奋”,证券日报
2509,2019-06-04,高溢价收购?华东医药拟“执掌”佐力药业遭质疑,新京报
2510,2019-06-03,华东医药10.6亿慷慨收购或谋中药平台 标的佐力药业销售费居高不下濒临亏损 投资失误,长江商报
2511,2019-06-03,机构调研关注化工食品行业,中证网
2512,2019-06-03,调仓换股近尾声 6月北上资金有望卷土重来,中证报
2513,2019-06-02,这家公司获百家机构扎堆调研，一周却跌了11%，原因是…（附名单）,21经济网
2514,2019-06-02,走进浙里，股动财通——走近杭州上市公司,财通证券融资融券部
2515,2019-06-02,286家药企净利润公布（附名单）,赛柏蓝
2516,2019-06-02,"""医药未解之谜""的36个问题道出了34家公司的痛点，我们先探讨5个",券商中国
2517,2019-06-02,收购佐力有违初衷？华东医药转型遇挑战,红周刊
2518,2019-06-01,上顶下底窄幅盘整 机构交易清淡成交创新低,大众证券报
2519,2019-06-01,消费股的选股要点,红周刊
2520,2019-06-01,控制权转让如火如荼 今年以来近40家公司拟“易主” 控制人变化,中证报
2521,2019-05-31,深港通十大成交活跃股排名（5月31日）,Wind
2522,2019-05-31,【健康界产业周刊】华东医药收购佐力药业 科创板上市委审议启动,健康界
2523,2019-05-31,A股公司收购A股公司案例频现 业务整合成主因,北京商报
2524,2019-05-31,“A吃A”频现 业务整合成主因,北京商报
2525,2019-05-30,华东医药：目前公司重点强化商务拓展团队建设,中金在线
2526,2019-05-30,华东医药回应收购佐力药业：今后研发重点仍为创新药及高端难仿化药、生物药,e公司
2527,2019-05-30,【赢家资讯】05月30日收盘简评,赢家之星
2528,2019-05-30,华东医药：10亿高溢价收购佐力药业 是凯子还是傻子？,阿尔法工场
2529,2019-05-30,30日公司新闻聚焦：方大特钢发生燃爆事故 贵州茅台迎火爆股东会 安全事故,证券时报网
2530,2019-05-30,29股获券商买入评级 联美控股目标涨幅达95.91%,Wind
2531,2019-05-30,操盘必读｜美股跌至三个月低位，保险业喜提400亿降税“大红包”，连板公司提示风险,上游新闻
2532,2019-05-29,A股头条之上市公司公告精选（5.30）,金融界
2533,2019-05-29,29日晚间公告精选丨多家公司因股价连板提示风险；獐子岛回复深交所问询 问询,21经济网
2534,2019-05-29,10.6亿元！华东医药收购佐力药业,医药云端工作室
2535,2019-05-29,华东医药(000963.SZ)子公司TTP273片获批临试,格隆汇
2536,2019-05-29,5月29日上市公司晚间公告速递,新浪
2537,2019-05-29,华东医药：子公司收到TTP273片临床试验通知书,e公司
2538,2019-05-29,比起步长制药和珍宝岛 这家药企销售费用占比更高,南都报
2539,2019-05-29,A股“老好人”华东医药：6亿可以买来的东西硬要花10亿,大众证券报
2540,2019-05-29,24股获券商买入评级 大华股份目标涨幅达49.14%,Wind
2541,2019-05-29,溢价高达近七成，而收购对家却麻烦缠身，卷入非法集资、净利润大幅缩水 盈利能力下降,大众证券报
2542,2019-05-29,博瑞医药：研发投入占比超20% 带量采购影响几何？,面包财经
2543,2019-05-28,华东医药欲高溢价受让佐力药业控制权 后者曾卷入牛板金非法集资事件,大众证券报
2544,2019-05-28,白马股华东医药溢价七成10亿买壳市场打脸34亿市值一天消失,中国经营网
2545,2019-05-28,华东医药高溢价收购引争议 标的公司净利润连降四年,全景网
2546,2019-05-28,【机构策略透析】与阿里战略合作，这家新零售股机构预期10%以上空间,云掌财经
2547,2019-05-28,5月以来，药企收购的背后：推动产业链延伸布局,制药网
2548,2019-05-28,两融业务周报（20190520-20190524）,东吴财经通
2549,2019-05-28,科创板概念下，这些板块领衔反弹行情！,国盛证券
2550,2019-05-28,佐力药业实控人拟套现幕后 业绩下滑 募投项目延期 盈利能力下降,电鳗快报
2551,2019-05-28,A股早报2019年5月28日星期二,Wind
2552,2019-05-28,【医药-华东医药(000963)】江琦、池陈森：公司点评：拟受让佐力药业控制权，丰富产品线-20190527,中泰证券研究所
2553,2019-05-28,华东医药拟10.6亿收购佐力药业18.65%股权 标的去年扣非净利亏损547万连续四年下滑,长江商报
2554,2019-05-28,10.6亿元获得18.6%股份 华东医药拟受让佐力药业控制权,中证报
2555,2019-05-28,沪指反弹剑指2900点关口 机构月内买入59只潜力股露玄机,证券日报
2556,2019-05-28,两市主力资金净流入90亿元 逾40亿资金流入电子行业,证券时报
2557,2019-05-27,科创板系列报告之医疗器械篇：拟登录科创板五家代表性器械公司对比,国广有话说
2558,2019-05-27,10.6亿！知名药企被收购,赛柏蓝
2559,2019-05-27,华东医药欲溢价近七成控股佐力药业,第一财经
2560,2019-05-27,浪眼财经丨华东医药“执掌”佐力药业受重挫 二线白马未来几何？,新浪医药
2561,2019-05-27,华东医药10亿收购绩差股 佐力药业涨停自己股价大跌,新浪
2562,2019-05-27,【27日资金路线图】主力资金净流入90亿元 龙虎榜机构抢筹6股,证券时报网
2563,2019-05-27,【华泰医药代雯团队】华东医药（000963）：收购佐力药业，加强中药协同,谈医论股丨华泰医药
2564,2019-05-27,5月27日A股龙虎榜揭秘，机构最青睐5股,Wind
2565,2019-05-27,龙虎榜：华东医药大跌7% 机构资金卖出2亿元,e公司
2566,2019-05-27,华东医药龙虎榜数据（5月27日）,Wind
2567,2019-05-27,华东医药拟高价入主佐力药业 被质疑利益输送,格隆汇
2568,2019-05-27,A股活雷锋？华东医药10亿高溢价并购，股价闪崩40亿市值蒸发，佐力药业应声涨停 连续下跌,每日经济新闻
2569,2019-05-27,白马股再崩：高溢价购佐力被喷利益输送 华东医药几近跌停,21世纪经济报道
2570,2019-05-27,华东医药拟10.6亿元收购佐力药业18.60%股权成控股股东,全景网
2571,2019-05-27,控制权变更：华东医药拟入主佐力药业 控制人变化,证券日报
2572,2019-05-27,华东医药早盘重挫 拟收购2018年利润腰斩的佐力药业,新浪
2573,2019-05-27,华东医药入主佐力药业：华东医药触及跌停，佐力药业涨停,证券时报网
2574,2019-05-27,A股异动 | 华东医药触及跌停 拟投资控股佐力药业,格隆汇
2575,2019-05-27,农业农村部要求严控草地贪夜蛾 三大行业龙头站上最强风口,巨丰财经
2576,2019-05-27,华东医药早盘封跌停 成交额3.37亿元封单8189手,腾讯网
2577,2019-05-27,白马股华东医药触及跌停，成交额近4亿元,Wind
2578,2019-05-27,佐力药业开盘涨停，华东医药拟10.6亿元收购公司控制权,Wind
2579,2019-05-27,27日公司新闻聚焦：华东医药入主佐力药业 深大通董事长引咎辞职,证券时报网
2580,2019-05-27,【个股公告】今日公布重磅利好,金元证券指定乾坤
2581,2019-05-27,1097只A股顺利“入富”！第一阶段将流入100亿美元被动资金！|0527,恒泰头派账户
2582,2019-05-27,最新公告透露利好 15只个股有望爆发（05.27）,中金在线
2583,2019-05-27,华东医药或将成为佐力药业新的控股股东 控制人变化,资本邦
2584,2019-05-26,【中投早知道】2019-05-27,赢家之星
2585,2019-05-26,看中治抑郁药品？华东医药拟10.6亿收购佐力药业控制权,每日经济新闻
2586,2019-05-26,A股头条之上市公司公告精选（5.27）,金融界
2587,2019-05-26,26日晚间公告丨贵州茅台调整股东大会地点；深大通董事长引咎辞职,21经济网
2588,2019-05-26,5月27日涨停板早知道：七大利好有望发酵,新浪
2589,2019-05-26,佐力药业控股股东拟变更为华东医药 控制人变化,中证网
2590,2019-05-26,华东医药欲补充中药慢病方向产品 拟斥资逾10亿拿下佐力药业控股权,e公司
2591,2019-05-26,华东医药(000963.SZ)拟不超10.6亿元受让佐力药业(300181.SZ)18.6%股权,格隆汇
2592,2019-05-26,公告精选：深大通辞退三名暴力抗法涉事人员；华东医药意向受让佐力药业18.60%股份 其他违规处罚,e公司
2593,2019-05-26,公告点题｜今晚这些公告有看头（更新中）,第一财经
2594,2019-05-26,华东医药：拟斥资不超过10.6亿元收购佐力药业18.60%股份,发布易
2595,2019-05-26,华东医药：拟协议受让佐力药业18.60%股份,金融界
2596,2019-05-24,业绩持续增长、机构重仓持有股溢价空间更高,红周刊
2597,2019-05-24,[快讯]华东医药发布解除质押公告 涉及股份22967万股,中财网
2598,2019-05-24,华东医药(000963.SZ)控股股东解押3600万股及质押3155万股,格隆汇
2599,2019-05-24,苑东生物：招股书数据存多处“出入” 信披漏洞百出显隐忧 经营问题,中金在线
2600,2019-05-23,"医药生物行业2019q1业绩前瞻-2019q1医药板块整体增长稳健,个股业绩持续分化",正点财经
2601,2019-05-23,5月份以来两融余额下降270亿 杠杆资金逆市加仓150只潜力股,证券日报
2602,2019-05-21,百亿营收药企员工薪酬大揭秘，5家超17万元,制药网
2603,2019-05-20,业绩分化 百亿私募平均收益垫底 盈利能力下降,中证网
2604,2019-05-19,逾1600只私募产品入市 百亿级私募密切调研这类股,经济观察网
2605,2019-05-15,盘面现5大积极信号 创业板指大涨逾2%,证券时报
2606,2019-05-15,私募调研新动向 4月青睐信息技术和工业材料(附股),新浪
2607,2019-05-14,【华泰医药代雯团队】医药行业2019年中期策略：屈盘侧白马，劈浪把龙头,谈医论股丨华泰医药
2608,2019-05-14,最受海外机构关注MSCI成份股找到 QFII持仓最高是它,新浪
2609,2019-05-14,杠杆资金盯上这14股加仓猛干！机构：这8股后市涨幅空间很大,中财网
2610,2019-05-13,【华泰医药代雯团队】城乡居民基本医保最新政策点评：受惠群众范围广，符合医改大方向,谈医论股丨华泰医药
2611,2019-05-13,广东再次发文，立即停止药房托管，落实带量采购！,健识局
2612,2019-05-13,刚刚！2018年医药流通百强座次公布（附图）,医药网
2613,2019-05-13,关注避风港，把握黄金坑--医药行业周报（2019.05.06-2019.05.12）,兴证医药健康
2614,2019-05-13,【数据揭秘】05月10日 融资客最看好的前20只个股,每日经济新闻
2615,2019-05-12,【西南医药】美年健康（002044）：全年业绩符合预期，短期质控费用上升,国广有话说
2616,2019-05-10,2019年第一季度，6家药企营收超过百亿元,制药网
2617,2019-05-09,看巴菲特股东大会，学股神的投资理念,华创证券
2618,2019-05-09,财融汇·早间必读 | 20180509,财通证券融资融券部
2619,2019-05-08,未来垄断性医药股有哪些,云掌财经
2620,2019-05-08,"国家队猛买15股 券商高喊""不要砍仓""",证券时报
2621,2019-05-08,步长制药涉嫌虚构至少6亿收入 或引发320亿投资者诉讼赔偿 欺诈造假,中金在线
2622,2019-05-08,【数据揭秘】05月07日 融资客最看好的前20只个股,每日经济新闻
2623,2019-05-08,融资客青睐8股，广田集团买入占比高达44.98%,Wind
2624,2019-05-08,2018年中国医药上市公司排行榜,医药魔方
2625,2019-05-07,A股绝地反击！这些个股或成为反弹先锋？（名单）,21世纪经济报道
2626,2019-05-07,05月07日 主力资金近三日都在买这些概念股,每日经济新闻
2627,2019-05-07,【医药-华东医药(000963)】江琦、池陈森：公司点评：一季度业绩超预期，工业板块增长强劲-20190430,中泰证券研究所
