,2021-12-31,港股盘前必读：热门中概股大幅上涨，阿里巴巴涨9.72%京东涨7.27%,Wind
648,2020-04-06,大行评级|瑞银：降中车时代电气评级看好中国通号及中国中车 投资评级恶化,格隆汇
649,2020-04-03,挖掘交易数据，看懂科创板行情。,科创板日报
650,2020-04-03,46只科创板股融资余额环比增加,证券时报网
651,2020-04-02,44只科创板股融资余额环比增加,证券时报网
652,2020-04-01,券商去年“炒股”大赚了，投资图谱值得研究，新进重仓股29只，增持11只减持7只 减持股份,金融界
653,2020-04-01,42只科创板股融资余额环比增加,证券时报网
654,2020-03-31,【面包财报】中国通号：2019年营收416.46亿元，归母净利润38.16亿元,面包财经
655,2020-03-31,中国通号：2019年营收416.46亿元，归母净利润38.16亿元,面包财经
656,2020-03-31,A股融资融券日报：两融余额减少40.59亿元（3月30日）,Wind
657,2020-03-30,数据|科创板主力资金净流出80股 中国通号净流出率最高,和讯
658,2020-03-30,A股融资融券日报：两融余额减少56.76亿元（3月27日）,Wind
659,2020-03-29,最新券商重仓股路线图来了：新进21股增6股减3股,证券日报
660,2020-03-28,券商首次关注6股并给予买入评级（3月28日）,Wind
661,2020-03-27,交大思诺过会：今年IPO获批第37家 国信证券过3单,中国经济网
662,2020-03-27,花旗：下调中国通号(03969)目标价12%至6港元 维持“买入”评级 机构下调估值,智通财经
663,2020-03-27,海天味业市值超3000亿 中海油服净利润大增34倍,金融界
664,2020-03-27,A股融资融券日报：两融余额减少37.84亿元（3月26日）,Wind
665,2020-03-26,中国通号2019年营收和新合同增速双回落主力资金今日大额流出 盈利能力下降,科创板日报
666,2020-03-26,第十八届发审委2020年第39次会议审核结果公告,证监会
667,2020-03-26,中国通号(03969-HK)2019年归母净利增11.95%至人民币38.16亿元拟10派2元,财华社
668,2020-03-26,A股融资融券日报：两融余额增加25.49亿元（3月25日）,Wind
669,2020-03-26,新签订单硕果累累提升业绩 中国通号派发逾21亿元“红包”,上证报
670,2020-03-25,中国通号(03969)续聘安永华明为2020年度的财务审计机构,智通财经
671,2020-03-25,中国通号2019年净利同比增近12% 拟10派2元,上证报
672,2020-03-25,中国通号(03969.HK)年度纯利增长11.95%至38.16亿元 经营业绩再创新高,格隆汇
673,2020-03-25,中国通号：2019年盈利38.16亿人民币，同比增长8.99%,Wind
674,2020-03-25,中国通号2019年净利润同比增长12% 全年新签合同额706亿元,e公司
675,2020-03-25,中国通号(688009.SH)：2019年净利升11.95%至38.16亿元拟10派2元,格隆汇
676,2020-03-25,中国通号：2019年实现净利润38.16亿 拟10派2元,新浪
677,2020-03-25,中国通号：2019年净利同比增11.95% 拟10派2元,e公司
678,2020-03-25,中国通号：2019年净利润38.16亿元，同比增长11.95%,Wind
679,2020-03-25,与“关联”客户购销数据相差近200%， 交大思诺最大客户和供应商都是中国通号,中金在线
680,2020-03-25,中国通号(03969.HK)选举孔宁为监事会主席,格隆汇
681,2020-03-25,科技股崛起，中兴通讯涨近10%,Wind
682,2020-03-24,交大思诺IPO：招股书购销数据数千万“对不上”或涉嫌财务造假 欺诈造假,中金在线
683,2020-03-24,A股融资融券日报：两融余额减少102.亿元（3月23日）,Wind
684,2020-03-24,高校科研赋能、“明星”客户加持 交大思诺IPO换跑道冲刺科创板,21世纪经济报道
685,2020-03-23,“非洲手机王”赚下17亿，“三无”企业零营收，科创板年度成绩冷暖自知,36氪
686,2020-03-23,A股融资融券日报：两融余额减少54.7亿元（3月20日）,Wind
687,2020-03-20,A股融资融券日报：两融余额增加39.59亿元（3月19日）,Wind
688,2020-03-20,港股公告精选：中国粮油控股私有化计划已生效，预期于3月23日退市,Wind
689,2020-03-19,中国通号(03969.HK)1-2月在轨道交通市场共中标四个重要项目,格隆汇
690,2020-03-19,中国通号：1月-2月合计中标15.01亿元轨道交通项目,中证网
691,2020-03-19,3月19日晚间上市公司十大重磅公告,巨丰财经
692,2020-03-19,中国通号中标四个重要轨交项目 合计金额15亿元,金融界
693,2020-03-19,中国通号：1-2月中标4个轨道交通市场重要项目 中标金额合计15亿元,e公司
694,2020-03-19,中国通号(688009.SH)：中标15.01亿元轨道交通市场重要项目,格隆汇
695,2020-03-17,A股融资融券日报：两融余额减少176.3亿元（3月16日）,Wind
696,2020-03-16,最被看好十大港股：摩通升平安好医生目标价至90港元,新浪
697,2020-03-16,“战疫”政策助力中小科创企业，关注生物安全主题“破局” ——科创板周观察,修炼投资的水晶球
698,2020-03-16,港股异动 | 中国通号逆势涨逾3% 获大和升至买入评级目标价4.8港元,格隆汇
699,2020-03-16,港股异动 | 估值吸引获大和上调至“买入”评级 中国通号(03969)逆市涨近4%,智通财经
700,2020-03-13,中国通号(03969.HK)3月25日举行董事会会议以审批全年业绩,格隆汇
701,2020-03-13,中国通号(03969.HK)：行业竞争加剧，收入确定性下降，维持“买入”评级，目标价4.65港元 盈利能力下降,格隆汇
702,2020-03-13,科创板股融资融券余额每日变动（3月12日）,证券时报网
703,2020-03-12,科创板收评 | 个股多数下跌 紫晶存储跌超5%,第一财经
704,2020-03-12,科创板年报“首秀”，7成公司净利增长！“新基建”风口开启，掘金机会别错过,中国财富网
705,2020-03-12,大和：中国通号(03969)估值与同业比较为吸引 升评级至“买入”,智通财经
706,2020-03-12,33只科创板股融资余额环比增加,证券时报网
707,2020-03-12,科创板首场年报大考：业绩增速整体放缓，电子行业一骑绝尘,Wind
708,2020-03-12,科创板首场年报大考： 业绩增速整体放缓，电子行业一骑绝尘 盈利能力下降,21世纪经济报道
709,2020-03-11,A股融资融券日报：两融余额增加56.05亿元（3月10日）,Wind
710,2020-03-10,中国通号被剔除出恒生沪深港通AH指数系列 剔除指数,第一财经
711,2020-03-10,恒生指数公司：将中国通号从恒生沪深港通AH指数剔除 剔除指数,新浪
712,2020-03-10,中国通号AH成份股将从恒生沪深港通AH指数系列剔除,Wind
713,2020-03-10,89只科创板股2019年业绩快报亮相（附股）,证券时报网
714,2020-03-10,A股融资融券日报：两融余额减少34.07亿元（3月9日）,Wind
715,2020-03-10,科创板股融资融券余额每日变动（3月9日）,证券时报网
716,2020-03-06,科创板股业绩快报：16股营收利润增幅均超30%,证券时报
717,2020-03-06,科创板股融资融券余额每日变动（3月5日）,证券时报网
718,2020-03-05,中国通号后，又一交通信号企业要来科创板，交大盛阳背后站着“中国中车”,科创板日报
719,2020-03-04,富时罗素宣布对富时中国A50指数等多个指数季度审核变更,Wind
720,2020-03-02,中国通号(03969-HK)2019年度归属于母公司所有者的净利润约人民币38.16亿元,财华社
721,2020-03-02,港股异动︱年度归母净利增11.95%至38.16亿人民币 中国通号(03969)现涨5%,智通财经
722,2020-03-02,A股融资融券日报：两融余额减少224.68亿元（2月28日）,Wind
723,2020-03-02,科创板股融资融券余额每日变动（2月28日）,证券时报网
724,2020-03-01,电鳗快报|研发投入多年超10亿元 中国通号净利润增逾一成,电鳗快报
725,2020-02-28,格隆汇港股聚焦(2.28)︱中国通号年度归母净利增长11.95%至38.16亿元；创维集团预计2019年税后净利增加80%,格隆汇
726,2020-02-28,中国通号：2019年净利润同比增11.95%（业绩快报）,Wind
727,2020-02-28,中国通号(03969)年度归母净利增11.95%至38.16亿元,智通财经
728,2020-02-28,中国通号(03969.HK)：2019年度归母净利润增长11.95%至38.16亿元,格隆汇
729,2020-02-28,中国通号(688009.SH)业绩快报2019年度净利升11.95%至38.16亿元,格隆汇
730,2020-02-28,中国通号业绩快报：2019年净利38.16亿元 同比增12%,e公司
731,2020-02-28,中国通号2019年业绩快报：净利润38.16亿元，同比增长11.95%,Wind
732,2020-02-27,A股融资融券日报：两融余额增加31.42亿元（2月26日）,Wind
733,2020-02-26,A股融资融券日报：两融余额增加116.67亿元（2月25日）,Wind
734,2020-02-26,42只科创板股融资余额环比增加,证券时报网
735,2020-02-25,A股融资融券日报：两融余额增加140.42亿元（2月24日）,Wind
736,2020-02-22,科创板周报—20200210-20200214,申万宏源定增俱乐部
737,2020-02-21,大和：疫情对中国通号(3968.HK)增长影响有限重申优于大市,格隆汇
738,2020-02-21,A股融资融券日报：两融余额增加116.85亿元（2月20日）,Wind
739,2020-02-19,49只科创板股融资余额环比增加,证券时报网
740,2020-02-14,庞然大物的增长空间还有多少？中国通号仍未摆脱下降趋势,财华社
741,2020-02-13,51只科创板股融资余额环比增加,证券时报网
742,2020-02-12,中国通号(03969.HK)委任孔宁及李铁南为股东代表监事,格隆汇
743,2020-02-12,中国通号(03969.HK)委任徐宗祥为执行董事,格隆汇
744,2020-02-12,科创板股融资融券余额每日变动（2月11日）,证券时报网
745,2020-02-10,科创板收评 | 科创板个股涨跌互现 “天价”新股明日申购,第一财经
746,2020-02-10,大摩：维持中国通号增持评级 下调目标价至6.56港元 机构下调估值,新浪
747,2020-02-10,中国通号：2月10日复工 董事长周志亮到重点企业督导调研疫情防控工作,e公司
748,2020-02-10,大摩：降中国通号(3969.HK)目标价至6.56港元 评级“增持”,格隆汇
749,2020-02-01,助力疫情防控阻击战：中国通号捐款3000万元,中新经纬
750,2020-01-22,两个月变更4名董监高：透视中国通号新布局 董监高成员变化,新浪
751,2020-01-22,科创板首批限售股解禁潮今日开启：中国通号解禁规模最大 解禁,澎湃新闻
752,2020-01-21,中国通号(03969)委任孔宁及李铁南为监事会股东代表监事,智通财经
753,2020-01-21,中国通号(03969.HK)：田丽艳及吴作威辞去监事职务 董监高成员变化,格隆汇
754,2020-01-21,中国通号：监事辞职 董监高成员变化,Wind
755,2020-01-21,13只科创主题基金四季报率先亮相 其中8只基金前十大重仓股中出现9只科创板个股身影 合计持股市值超7亿元,证券日报
756,2020-01-20,中国通号(03969.HK)：中证监豁免徐宗祥高管兼职限制,格隆汇
757,2020-01-20,5G行情步入新阶段,红周刊
758,2020-01-19,科创板1.24亿限售股周三解禁 将带来超23亿元盈利 解禁,新京报
759,2020-01-16,中国通号(3969.HK)：铁路维持高增长，经营质量持续提升，维持买入评级，目标价6.66港元,招商证券
760,2020-01-16,科创板22日迎首批解禁限售股投资者别太担心 解禁,重庆商报
761,2020-01-15,A股融资融券日报：两融余额增加25.59亿元（1月14日）,Wind
762,2020-01-14,46只科创板股融资余额环比增加,证券时报网
763,2020-01-13,中国通号(03969)7562.94万股A股将解除限售 1月22日起上市流通,智通财经
764,2020-01-13,中国通号(688009.SH)：7562.94万股限售股22日解禁 解禁,格隆汇
765,2020-01-13,中国通号：占总股本0.714%限售股将于1月22日上市流通 解禁,Wind
766,2020-01-13,中国通号(03969.HK)7562.94万股限售A股将于1月22日上市流通,格隆汇
767,2020-01-13,33只科创板股融资余额环比增加,证券时报网
768,2020-01-13,年度数据报告⑥：科创板开市半年的成绩单，请查收,上观
769,2020-01-13,科创板开市半年成绩单:80%企业实现营收净利双增长,上观
770,2020-01-12,科创基金下周两连发，业内预计照旧很快售罄,第一财经
771,2020-01-10,44只科创板股融资余额环比增加,证券时报网
772,2020-01-10,A股融资融券日报：两融余额增加32.85亿元（1月9日）,Wind
773,2020-01-09,A股融资融券日报：两融余额增加23.49亿元（1月8日）,Wind
774,2020-01-09,43只科创板股融资余额环比增加,证券时报网
775,2020-01-08,33只科创板股融资余额环比增加,证券时报网
776,2020-01-07,中关村丰台园现身两大千亿级产业集群,北京商报网
777,2020-01-07,53只科创板股融资余额环比增加,证券时报网
778,2020-01-06,科创板股融资融券余额每日变动,证券时报网
779,2020-01-06,A股融资融券日报：两融余额增加10.91亿元（1月3日）,Wind
780,2020-01-06,A股2019：十大IPO科创板占4席谁是“募资王”,新京报
781,2020-01-03,喜讯！保变电气研制成功高铁用智能化干式变压器,中国机经网
782,2020-01-03,36只科创板股融资余额环比增加,证券时报网
783,2020-01-03,A股融资融券日报：两融余额增加57.9亿元（1月2日）,Wind
784,2020-01-02,28只科创板股融资余额环比增加,证券时报网
785,2020-01-02,15位知名企业家寄语2020 新的一年他们准备这样干,经济日报
786,2020-01-01,科创板元年：受理企业突破“双百”，总市值超8809亿,21世纪经济报道
787,2020-01-01,科创板元年：受理企业突破“双百”，总市值超8809亿,Wind
788,2019-12-31,中国通号子公司承建项目发生安全事故被深圳住建红色警示 关联方问题,中国网
789,2019-12-31,科创板股融资融券余额每日变动（12月30日）,证券时报网
790,2019-12-31,科创板开局之年盘点 202家公司受理 109家通过 新一代信息技术占比最高 合计拟募资1750亿元,中证报
791,2019-12-30,4只科创板个股主力资金净流入超1000万元,证券时报网
792,2019-12-27,中国公司将参与泰国复线铁路改造项目,新华网
793,2019-12-27,科创板股融资融券余额每日变动（12月26日）,证券时报网
794,2019-12-27,2019年IPO年报：中企全球募资创八年新高，A股科创引领半壁河山,36氪
795,2019-12-26,券商今年以来科创板跟投浮盈近26亿元,Wind
796,2019-12-25,38只科创板股融资余额环比增加,证券时报网
797,2019-12-24,科创主题基金收益颇丰 现在是“上车”好时机吗？,中投网
798,2019-12-24,科创板股融资融券余额每日变动（12月23日）,证券时报网
799,2019-12-23,科创板“科研之星”：6公司三年研发支出比超30% 微芯生物59%居首,投资时报
800,2019-12-23,26只科创板股融资余额环比增加,证券时报网
801,2019-12-21,首都机场仍能维持主要地位,南方财经网
802,2019-12-20,科创板股融资融券余额每日变动（12月19日）,证券时报网
803,2019-12-19,科创板股融资融券余额每日变动（12月18日）,证券时报网
804,2019-12-18,瑞银：维持中国通号(03969)“买入”评级 下调目标价至6.5港元 机构下调估值,智通财经
805,2019-12-18,科创板股融资融券余额每日变动（12月17日）,证券时报网
806,2019-12-16,21只科创板股融资余额环比增加,证券时报网
807,2019-12-13,30只科创板股融资余额环比增加,证券时报网
808,2019-12-13,券商科创板跟投“冰火两重天”，整体浮盈近22亿元3家账面浮亏,Wind
809,2019-12-12,科创板股融资融券余额每日变动（12月11日）,证券时报网
810,2019-12-09,25只科创板股融资余额环比增加,证券时报网
811,2019-12-06,杜坤维：疯狂投机炒作的损失找公司提振股价牛头不对马嘴,金融界
812,2019-12-06,33只科创板股融资余额环比增加,证券时报网
813,2019-12-05,中国通号(03969-HK)更换执董及总裁 董监高成员变化,财华社
814,2019-12-05,中国通号核心高管调整业绩上扬股价下行 董监高成员变化,科创板日报
815,2019-12-04,中国通号(03969)委任徐宗祥为公司总裁,智通财经
816,2019-12-04,中国通号(03969.HK)执行董事及总裁尹刚辞任 董监高成员变化,格隆汇
817,2019-12-04,中国通号：聘任徐宗祥先生为公司总裁,Wind
818,2019-12-01,IPO既不会暂停也不搞“大跃进”，新股发行坚持常态化,第一财经
819,2019-11-29,科创板家族里的“单项冠军”都是谁？,Wind
820,2019-11-28,谁是“专利王”？谁是“牛学霸”？盘点科创板家族里的“NO.1”,上证报
821,2019-11-28,北京轨道交通S1线频现紧急制动运营方责成中国通号更换翻装设备,中国经营网
822,2019-11-26,中银国际闯关发审委，昔日投行贵族借势突围,Wind
823,2019-11-26,中银国际闯关发审委 昔日投行贵族借势突围,21世纪经济报道
824,2019-11-22,科安达IPO诟病：现金少应收账款占比大 业绩含金量不高,电鳗快报
825,2019-11-19,某央企新任命总经理,一带一路高参
826,2019-11-18,大和：升中国通号(03969)至“跑赢大市”评级 下调目标价至5港元 机构下调估值,智通财经
827,2019-11-09,【34家科创板公司获机构持股券商青睐中国通号】据Wind统计显示，最新披露的三季报中，34家科创板公司获机构持仓。从三,金十数据
828,2019-11-08,【进博直通车】中国通号签约量质均超过首届进博会,国资委
829,2019-11-08,开板百日 科创基金平均收益4.75%,金融投资报
830,2019-11-07,宋清辉：中长期来看A股做空机制进一步完善有助于抑制过度投机,搜狐
831,2019-11-07,A股转融券余额激增 公募基金“弹药”足,中证报
832,2019-11-07,科创板融券大增，6公司融券余额超过融资,Wind
833,2019-11-06,科创板融券余量攀升 这6只个股融券余额超过融资余额,新浪
834,2019-11-06,加仓近百亿！券商三季度新入138股，三行业成最大赢家！四季度买啥？机构疯狂调研这些股票,券商中国
835,2019-11-06,科创板股票融券余额达21.68亿元 较开板首日增长172%,中证网
836,2019-11-06,【机械】轨交装备三季报总结:逆周期板块，轨交装备业绩已拐点向上*强于大市,中银国际证券研究
837,2019-11-06,首日涨幅不足7% 久日新材面临破发 连续下跌,北京商报
838,2019-11-05,科创板公司三季报业绩分化 10家公司净利增速超过100% 盈利能力下降,羊城晚报
839,2019-11-05,科创板一周年：14只个股较发行价翻倍 整体步入冷静期,新京报
840,2019-11-05,钟情科创板券商自营真金白银来表白,证券时报
841,2019-11-05,制度创新经受住市场检验,新京报
842,2019-11-04,【进博倒计时】严阵以待中国通号再次护航进博会期间上海轨道交通安全,国资委
843,2019-11-03,科创板公司前三季成绩单出炉！10家盈利翻倍,券商中国
844,2019-10-30,科创板丨中国通号前三季度营收和净利润双双上涨10%以上,TechWeb
845,2019-10-30,中国通号三大终端市场收入下滑 长期借款倍增用于PPP项目 盈利能力下降,电鳗快报
846,2019-10-29,中国通号(03969.HK)前三季净利升15.22%至28.12亿元,格隆汇
847,2019-10-29,中国通号(03969.HK)委任邱巍为董事会秘书,格隆汇
848,2019-10-29,中国通号(688009.SH)前三季净利升15.22%至28.12亿元,格隆汇
849,2019-10-29,科创板中国通号：前三季度净利润同比增15.22%,Wind
850,2019-10-29,科创板开市百天：平均涨幅达100.06% 高溢价“阵痛”缓解,21世纪经济报道
851,2019-10-28,券商密集调研科创板公司成市场关注焦点,Wind
852,2019-10-23,开市满3月 科创板公司平均跌近2成,金融投资报
853,2019-10-20,【广发策略|科创板】北上资金进场首周复盘,戴康的策略世界
854,2019-10-19,家临江：港股恶炒回A赌性太强,智通财经
855,2019-10-18,赊销冲业绩？会计差错连改3年多处“打补丁”，重要客户销售对不上号、8家子公司5家亏损科安达IPO饱受质疑 亏损,和讯
856,2019-10-17,各说各话且数据差距巨大 科安达和中国通号谁在说谎,新浪
857,2019-10-15,2019年前三季度大中华区并购金额大降32.5％,腾讯网
858,2019-10-11,科创板下月可入摩 4家公司上半年营收超10亿受关注,华夏时报
859,2019-10-11,科创板下月起纳入MSCI指数两类个股有望优先入选,证券时报
860,2019-10-02,科创板70天：33家上市公司26家独角兽 总市值6000亿元,挖贝网
861,2019-10-01,中国电器过会 又一家央企子企业将登陆科创板,新京报
862,2019-09-27,科创收盘28涨2跌 1股涨幅超10%,中财网
863,2019-09-27,探访中国通号核心实验室 揭秘高铁“大脑”研发中心,新京报
864,2019-09-24,科创板第一股争夺战：中国通号跌破1000亿澜起科技迅速逼近,挖贝网
865,2019-09-20,因每股盈利被显著摊薄中国通号被国泰君安调低公司目标价至5.70港元 机构下调估值,和讯
866,2019-09-11,在科创板股价是港股的一倍，中国通号被高估了？,财华社
867,2019-09-09,科创板首批企业上市已满月 绿鞋至今未实施,e公司
868,2019-09-07,"深圳最牛街道又火了！科创板巨头IPO刚获批 靠美颜""拿下非洲""",中国基金报
869,2019-09-06,“非洲手机之王”传音科创板注册成功，拟融30亿仅次于通号,澎湃新闻
870,2019-09-06,科创板特别报告：高研发投入带动业绩高速增长 二级市场泡沫仍存,21世纪经济报道
871,2019-09-06,上半年4家公司研发投入过亿,信息时报
872,2019-09-05,【山证两融】融资融券周报(20190826-20190830) 2019年第34期,山西证券研究所
873,2019-09-04,海外业务收入同比下降近半中国通号国际业务仍存挑战 盈利能力下降,中国经营网
874,2019-09-04,科创板期中考：平均净利1.6亿 近九成公司上半年业绩增长,长江商报
875,2019-09-04,3家运输设备制造企业总营收超200亿 中国通号摘得营收净利双冠军,证券日报
876,2019-09-03,中国通号（688009）2019年中报点评：业绩稳中有进，铁路业务快速增长【华创机械李佳团队】,华创机械
877,2019-09-03,科创板中报：17家营收增速较上年末放缓 2家亏损 亏损,新浪
878,2019-09-03,中国通号(03969.HK)2019年中期业绩点评：中期业绩符合预期，登陆科创板开启发展新篇章，维持“买入”评级，目标价7.20港元,格隆汇
879,2019-09-03,科创板中报排行：总营收330亿，净利逾45亿，只有这四家下滑 盈利能力下降,面包财经
880,2019-09-03,资本市场改革试验田科创底色扫描：近四成公司净利过亿 技术驱动高增长,时代周报
881,2019-09-01,科创板中报首交成绩单 看看哪家公司最赚钱？,重庆商报
882,2019-08-31,科创板交出首份“中考”成绩单28家公司营收集体增长,证券时报
883,2019-08-30,上市后业绩首秀！5张图看懂：哪家科创板公司最赚钱？（附排行榜）,21世纪经济报道
884,2019-08-29,中国通号(3969.HK)：铁路业务快速增长，订单充足，城轨设备制造毛利率提升,格隆汇
885,2019-08-28,港股异动 | 中国通号跌5.3% 海外业务不容乐观 经营净现金流持续为负,格隆汇
886,2019-08-28,港股异动 | 遭瑞信下调每股盈测并降目标价 中国通号(03969)现跌超4% 机构下调估值,智通财经
887,2019-08-28,瑞信：降中国通号(3969.HK)目标价至5.13港元 评级“中性” 机构下调估值,格隆汇
888,2019-08-28,中国通号上半年净利润23亿 期末长期借款半年增106%,新浪
889,2019-08-27,【西南机械 公司点评】中国通号：业绩稳健增长，符合预期,MvLeonardo
890,2019-08-27,中国通号上半年净利增长14.3% 经营净现金流持续为负,新浪
891,2019-08-27,中国通号海外业务成绩堪忧 恐将拖累全年业绩 盈利能力下降,TechWeb
892,2019-08-27,科创板｜中国通号上半年营收超过200亿元 净利24.37亿元,TechWeb
893,2019-08-27,港股公告精选：北京汽车中期股东应占净利同比降25.9%至20.9亿元,Wind
894,2019-08-27,中国通号(03969.HK)拟使用闲置募集资金现金管理,格隆汇
895,2019-08-26,中国通号(688009.SH)上半年净利升14.31%至22.68亿元,格隆汇
896,2019-08-26,中国通号：上半年净利22.68亿元 同比增14%,证券时报网
897,2019-08-26,科创板中国通号：上半年净利润22.68亿元，同比增长14.31%,Wind
898,2019-08-26,科创收盘25涨3跌 1股涨幅超10%,中财网
899,2019-08-26,中国通号：展轨道交通新业,中国经济网
900,2019-08-23,科创板开市首月：巨无霸、金刚钻和5倍股,腾讯网
901,2019-08-23,科创板首月交易看点多 信披监管初显效,经济日报
902,2019-08-23,“满月”科创板趋于理性,中国经济时报
903,2019-08-22,融资融券比例逼近1:1 科创板两融数据传递出重大信息,中财网
904,2019-08-22,科创板开市已满月 素描四大金融机构打新全景图,证券日报
905,2019-08-22,科创板满月：炒作降温股价回归理性,北京商报
906,2019-08-22,科创板开市满月，看十大重磅数据！150多万投资者首月交易，数据揭秘：中签后如何操作是最好选择,券商中国
907,2019-08-21,科创板开市满月了！24只个股股价翻倍，8只百元股诞生,澎湃新闻
908,2019-08-21,科创板“满月”全景图：平均上涨170%，交易回归理性,Wind
909,2019-08-21,每日科创板之821：个股仅沃尔德上涨 鸿泉物联等4公司审核状态更新,TechWeb
910,2019-08-21,科创收盘1涨27跌 1股跌幅超10%,中财网
911,2019-08-20,证金公司：恢复中国通号、心脉医疗转融券业务,TechWeb
912,2019-08-19,科创板融券余额占比大幅上升 战投获配股份提前流通值得商榷,红周刊
913,2019-08-19,中国证券金融股份有限公司：恢复心脉医疗、中国通号转融券业务,e公司
914,2019-08-19,证金公司：8月20日起恢复科创板两只证券转融券业务,Wind
915,2019-08-16,科创板第四周数据秀,Wind
916,2019-08-16,借力科创板东风 上市公司再次扬帆远航,中国经济网
917,2019-08-15,每日科创板之815：18只个股上涨 微芯生物收盘过百,TechWeb
918,2019-08-15,科创板丨中国通号8月26日举行董事会 审议发布上半年业绩,TechWeb
919,2019-08-14,"战略配售基金又火了！5只""打新""中了好几十亿",中国基金报
920,2019-08-14,中国通号(03969.HK)8月26日召开董事会会议 审核中期业绩,格隆汇
921,2019-08-14,年化费率60%市场仍趋之若鹜，科创板融券者的“好生意”,第一财经
922,2019-08-12,两科创板公司转融券被暂停释放什么信号？,新浪
923,2019-08-09,科创板第三周行情走低 平均周跌幅11.55%,新京报
924,2019-08-08,中国通号：公司不存在与美国重大业务往来,Wind
925,2019-08-08,中国通号：公司不存在与美国重大业务往来,e公司
926,2019-08-08,融资客青睐11股，渝三峡A买入占比高达40.70%,Wind
927,2019-08-07,科创收盘16涨9跌 1股涨幅超10%,中财网
928,2019-08-07,科创板现上市以来最大调整 融券余额持续上升,证券时报
929,2019-08-06,每日科创板之806：个股仅铂力特上涨 传音控股中止审核,TechWeb
930,2019-08-06,科创板尾盘直线跳水，13只个股跌超10%,重庆商报
931,2019-08-06,A股年内已出1600多份乌龙公告：承销商抄错友商电话,券商中国
932,2019-08-06,港股：科技网络股集体走低 中国通号跌逾3.6%,TechWeb
933,2019-08-06,科创板风景独好！首批集体翻倍，18股创上市新高,金元证券指定乾坤
934,2019-08-06,【山证两融】融资融券周报(20190729-20190802) 2019年第30期,山西证券研究所
935,2019-08-05,科创板第2周:超百家VC/PE继续数钱 长跑型或笑到最后,新浪
936,2019-08-05,每日科创板之805：首批25股3连涨 石头科技等3公司中止审核,TechWeb
937,2019-08-05,新光光电领涨科创板 中国通号主力资金净流出1.4亿元,中证网
938,2019-08-05,科创板丨中国通号更正上市公告书 涉及核心技术人员亲属持股,TechWeb
939,2019-08-05,A股早报2019年8月5日星期一,Wind
940,2019-08-05,科创板上市两周 公募恐高理性观望量化私募“T+0”赚差价,中证报
941,2019-08-05,期民“猎金”科创板：双料投资者的技能清单,中证报
942,2019-08-04,一文看懂科创板受理149家企业,中信建投证券研究
943,2019-08-03,开市两周平均大涨217%，日均换手率40%，竟然还想跟风炒？,中证报
944,2019-08-02,科创板第二周总结：成交额1417.65亿 通号市值破千亿,新浪
945,2019-08-02,科创板第二周数据盘点：投资者热情不减，沃尔德成本周“最靓的仔”,第一财经
946,2019-08-02,科创板第二周渐趋平稳 8月新股上市或“断档”,新京报
947,2019-08-02,科创股午后集体上攻 中国通号接近涨停,中证网
948,2019-08-02,中国通号冲击涨停 21只科创板股涨幅超10％,证券时报网
949,2019-08-02,快讯：科创板个股午后继续走强 中国通号涨超15%,新浪
950,2019-08-02,科创板今日成交破300亿元 中国通号成交逾50亿元,e公司
951,2019-08-02,科创板午后涨幅进一步扩大，沃尔德冲击涨停,Wind
952,2019-08-02,科创板25只个股全线飘红 中国通号收复千亿元市值,中证网
953,2019-08-01,科创板中国通号公众开放日 现场解析公司技术壁垒,新京报
954,2019-08-01,科创板涨幅重新排序，2股涨停，5股创上市新高,Wind
955,2019-08-01,科创收盘25涨 1股涨幅超20%,中财网
956,2019-08-01,中国通号助力肯尼亚内马铁路与蒙内铁路实现互联互通,国资委
957,2019-08-01,科创板融券渐向个人开放，多股融券余额跻身全A前20名,Wind
958,2019-07-31,科创板首批25股今日仅南微医学心脉医疗下跌 沃尔德涨幅超过14%,TechWeb
959,2019-07-31,科创收盘23涨2跌 1股涨幅超10%,中财网
960,2019-07-31,“复兴号”刹车片只用中国造 科创板企业擦出科技火花,证券日报
961,2019-07-31,"运输行业:城轨信号系统行业深度报告,需求向好,国产化加速",国元证券
962,2019-07-30,科创板延续普涨：24只股票收涨 平均涨幅3.55%,新京报
963,2019-07-30,科创板收评：个股普涨仅中国通号跌0.49%，平均市盈率高达133.8倍,格隆汇
964,2019-07-30,科创版行情：心脉医疗大涨16% 仅中国通号下跌,TechWeb
965,2019-07-30,中国通号：轨控龙头 铁路订单与毛利率有望双升,证券时报网
966,2019-07-30,中证报头版：沃尔德率先涨停，科创板全线飘红,中证报
967,2019-07-30,20%涨跌幅限制首日科创板25只股全线飘红,新京报
968,2019-07-30,"中国通号“科创板~高端装备”系列研究:行稳致远,静待更新",国金证券
969,2019-07-29,科创板常态化首日：交易趋于平稳，估值有望回归,第一财经
970,2019-07-29,告别“无涨跌幅限制”！科创板25只股票全线上涨，游资为背后主力资金,第一财经
971,2019-07-29,首只收获20%涨停板的股票来了 哪些股还有翻身机会？,新浪
972,2019-07-29,科创板首个涨停板诞生：有20%涨跌幅限制后，换手率将降低,澎湃新闻
973,2019-07-29,科创板25股今日全部上涨 安集科技股价依旧最高沃尔德涨幅居首,TechWeb
974,2019-07-29,从此再无“中投证券”，跟8年过往说再见！宣告更名，定位大变,券商中国
975,2019-07-29,科创速递 | 第二批科创板新股开启申购！,国元证券订阅号
