,2021-12-31,电子行业研报：车规半导体空间足，国产替代提速【华西电子团队】,每经网
1353,2020-09-17,蔡奇一行参观北京科博会紫光集团展台,凤凰网
1354,2020-09-17,通信行业研究：Q2业绩反弹明显 新基建和华为链表现亮眼,新浪
1355,2020-09-16,【太平洋通信李宏涛团队】中报综述：Q2业绩反弹明显，新基建和华为链表现亮眼,永不消失的电磁波
1356,2020-09-14,A股共发生115宗大宗交易成交22.21亿元（9月14日）,Wind
1357,2020-09-14,紫光国微现1笔大宗交易 共成交412.34万元,新浪
1358,2020-09-14,紫光国微今日大宗交易成交3.68万股，成交价112.05元溢价0.0%,Wind
1359,2020-09-14,电子行业周报：苹果新品即将发布 关注消费电子产业机遇,新浪
1360,2020-09-13,金控公司办法出台，医保局提出深入实施全民参保计划丨明日主题前瞻,第一财经
1361,2020-09-13,中国安防半导体产业联盟在深圳成立,Wind
1362,2020-09-13,电子行业周报：静待苹果发布会 关注消费电子产业链,华安证券
1363,2020-09-11,国防军工行业周报：平复情绪客观认知板块现状 高成长优质标的最能行稳致远,新浪
1364,2020-09-11,时代投研 | 半导体半年报：大国博弈国产替代加速，业绩与研发并进,时代在线
1365,2020-09-10,紫光国微现1笔大宗交易 共成交224.40万元,新浪
1366,2020-09-10,紫光国微拟为紫光同创提供担保额度1.46亿元 大额借贷担保,证券日报
1367,2020-09-09,紫光国微(002049.SZ)：拟向银行申请综合授信额度合计不超7亿元,格隆汇
1368,2020-09-09,午盘收盘综述：创业板综指半日跌2.27%仍有11股涨停，成交金额2405亿元再超沪市,Wind
1369,2020-09-09,紫光国微半年盈利4亿持平上年全年 年内股价翻倍市值增长近400亿,长江商报
1370,2020-09-08,A股收盘综述：创业板全天成交额首超沪市，创业板综指收涨1.2%个股继续爆炒,Wind
1371,2020-09-07,紫光国微现1笔大宗交易 共成交528.79万元,新浪
1372,2020-09-07,TWS耳机板块调整，立讯精密、韦尔股份、歌尔股份、紫光国微、兆易创新普跌,Wind
1373,2020-09-07,【天风军工】2020H1延续景气扩张，“十四五”方向领先板块,tf防务深评
1374,2020-09-06,“无线耳机”有市场、有未来，下一个风口“5G应用场景”将打开空间,Wind
1375,2020-09-06,通信行业周报：全国已建成5G基站48万个 中国广电部署5G 700MHZ试验网,新浪
1376,2020-09-04,军工行业板块2020年中报总结：需求加速初现端倪 战略看多“十四五”,新浪
1377,2020-09-03,明微电子：近半营业收入未变现，产品技术指标披露“失真”,新浪
1378,2020-09-03,半导体板块走软，中芯国际-U、三安光电、沪硅产业-U、中微公司普跌,Wind
1379,2020-09-02,电子行业2020年半年度总结和9月投资策略：军工、红外和苹果产业链持续高景气,光大证券
1380,2020-09-02,芯片板块表现疲软，中芯国际-U、韦尔股份等普跌,Wind
1381,2020-09-01,从紫光集团半年报 透视超预期增长背后的潜力,凤凰网
1382,2020-08-31,紫光国微：周洋辞去公司董事、审计委员会委员职务 董监高成员变化,Wind
1383,2020-08-31,国产替代“芯”势力崛起,上证报
1384,2020-08-30,【太平洋通信李宏涛团队】广电带来5G增量，核心网机会逐步显现,永不消失的电磁波
1385,2020-08-30,天风策略：产业周期的起落是科技板块估值泡沫变化的更核心因素,分析师徐彪
1386,2020-08-30,如何应对科技的整体高估值？从渗透率的角度出发【天风策略丨渗透率专题一】,分析师徐彪
1387,2020-08-30,热门融资标的股票分析,华龙掘金
1388,2020-08-29,紫光集团发布半年报——总收入逆势增长5% 资产负债率降低5.05%！,和讯
1389,2020-08-28,电子行业日报：二季度NANDFLASH产业营收增长6.5%,新浪
1390,2020-08-27,【行情】半导体及元件板块异动拉升，明阳电路涨近5%，火炬电子、紫光国微、润欣科技等集体上涨,金十数据
1391,2020-08-27,北向资金动向盘点：小幅加仓非银、公用事业，减仓电子、医药,Wind
1392,2020-08-26,2020世界半导体大会 紫光“从芯到云”展示全产业链竞争优势,金融界
1393,2020-08-26,北向资金动向盘点：反手加仓茅台，但“食药”持仓占比已达31.3%,Wind
1394,2020-08-26,机构抢筹的业绩暴增股名单来了！,中国基金报
1395,2020-08-25,国防军工周报：2025年我国芯片自给率需达70% 军用芯片成自主化发展突破口,新浪
1396,2020-08-24,紫光国微：特种芯片超预期,半导体风向标
1397,2020-08-24,【中信建投电子|刘双锋&雷鸣团队】紫光国微(002049)：特种需求带动中报表现亮眼，围绕智能安全芯片和特种IC打造平台化能力,中信建投电子研究
1398,2020-08-24,紫光国微现1笔大宗交易 共成交321.77万元,新浪
1399,2020-08-24,A股融资融券日报：两融余额减少10.67亿元（8月21日）,Wind
1400,2020-08-24,前三季业绩暴增中小板股名单,证券时报
1401,2020-08-23,【太平洋通信李宏涛团队】运营商开通5G基站近40万站，华为南泥湾计划加速,永不消失的电磁波
1402,2020-08-23,电子行业周报：中报陆续披露 关注绩优龙头,新浪
1403,2020-08-23,机构、股东、高管争相买入这些业绩暴增股,证券时报
1404,2020-08-22,紫光国微(002049)公司动态点评：营收和毛利率双提升 业绩迈入高速增长阶段,新浪
1405,2020-08-22,电子行业周报：关注中报披露 拥抱高确定性核心标的,华安证券
1406,2020-08-21,下周市场行情将面临变盘选择 个股波动或扩大,中投网
1407,2020-08-21,和信投顾：体制改革落地市场获更多活水 下周行情将面临方向性选择,中金在线
1408,2020-08-21,紫光国微与国汽智联战略合作 发力汽车电子产业,e公司
1409,2020-08-21,紫光国微与国汽智联签署战略合作协议,Wind
1410,2020-08-21,紫光国微与国汽智联签署战略合作协议,e公司
1411,2020-08-21,半导体板块跳水，长电科技、富瀚微、紫光国微均跌超5%,Wind
1412,2020-08-21,【东兴军工】紫光国微：单季度创历史新高，核心业务全面向好,机械军工e洞察
1413,2020-08-21,【财报智读】紫光国微：中报归母净利增约108.47%，控股股东减持 减持股份,面包财经
1414,2020-08-21,【财报智读】紫光国微：中报归母净利润翻倍，控股股东减持 减持股份,面包财经
1415,2020-08-21,【太平洋通信李宏涛团队】紫光国微：特种FPGA超级SIM卡三线发力，业绩保持高增长,永不消失的电磁波
1416,2020-08-20,【安信通信】紫光国微2020年半年报点评：特种集成业务大幅增长，毛利率及研发费用大增,通信投研汪
1417,2020-08-20,【面包财报】紫光国微：2020年上半年经营性现金净流出2.48亿元,面包财经
1418,2020-08-20,【财报智读】紫光国微：2020年上半年经营性现金净流出2.48亿元,面包财经
1419,2020-08-20,紫光国微上半年净利暴增108%，马道杰称实现千亿目标可期,国际电子商情
1420,2020-08-20,紫光国微上半年净利同比暴增108%，市值突破800亿,国际电子商情
1421,2020-08-20,紫光国微上半年净利同比增108%，受益于“国产替代”晶体业务稳定增长,21世纪经济报道
1422,2020-08-20,紫光国微(002049)2020年半年报点评：20H1和20Q3业绩大增 中国特种芯片之王步入快速成长通道,光大证券
1423,2020-08-20,紫光国微上半年净利4.02亿元 同比增长108.47%,Ofweek
1424,2020-08-20,紫光国微：2019年净利润同比增长16.61%,Wind
1425,2020-08-20,A股早报2020年8月20日星期四,Wind
1426,2020-08-20,上市公司正负面新闻2020年8月20日星期四,Wind
1427,2020-08-19,紫光国微上半年净利增108% 建智慧生态为新基建提供“芯动能”,证券日报
1428,2020-08-19,紫光国微上半年营收14.6亿元，净利4亿同比翻番,网易
1429,2020-08-19,紫光国微：前三季度预计净利润同比增长50.0%~90.0%,Wind
1430,2020-08-19,紫光国微(002049.SZ)：上半年净利升108.47%至4.02亿元,格隆汇
1431,2020-08-19,紫光国微：上半年净利润4.02亿元，同比增长108.47%,Wind
1432,2020-08-19,紫光国微现1笔大宗交易 共成交544.00万元,新浪
1433,2020-08-18,紫光国微现1笔大宗交易 共成交202.12万元,新浪
1434,2020-08-18,打造芯生态，紫光国微引领后摩尔时代行业新发展,电子信息产业网
1435,2020-08-18,在这里 让我们一起把握行业脉动,中国电子报
1436,2020-08-18,中国首家！紫光芯支持 EMV 一芯双应用,IT之家
1437,2020-08-17,电子行业日报：长江存储128层QLC3DNAND正式亮相,新浪
1438,2020-08-17,涨近8成，超5成预喜：半导体国产替代愈演愈烈,Wind
1439,2020-08-17,芯片股大多跟随大市走升，中兴通讯、澜起科技、紫光国微、中科曙光涨幅居前,Wind
1440,2020-08-17,【安信通信每周观点】国内5G资本开支稳步落地，Cat.1标准协同5G SA发展,通信投研汪
1441,2020-08-17,【猎云早报】苹果市值突破2万亿美元；小鹏汽车拟周五提交IPO申请；中国Q2智能手机销量：苹果第一，华为第五,猎云网
1442,2020-08-16,水晶光电参与设立合资公司 加速布局3D感知/人工智能,Ofweek
1443,2020-08-16,【太平洋通信李宏涛团队】共建共享带动5G建设加速，运营商业绩稳重求进,永不消失的电磁波
1444,2020-08-16,紫光集团展示8GbDDR4内存芯片及晶圆还有128层QLC3DNAND,快科技
1445,2020-08-15,【安信通信每周观点】运营商赋能5G应用，工业互联网加速发展,通信投研汪
1446,2020-08-15,机构、股东、高管争相买入这些业绩暴增股（名单）,证券时报网
1447,2020-08-15,两融交易活跃度显著降低，融资客集中了结热门股,Wind
1448,2020-08-14,下周35股分红实施，三角度寻找潜力股,Wind
1449,2020-08-13,电子行业日报：板块持续轮动 短期震荡调整,新浪
1450,2020-08-13,20股流入近47亿元！半年报预喜股持续吸金 还有个股刚被纳入MSCI,中国财富帮
1451,2020-08-13,20股流入近47亿元！这份“藏宝图”你敢“抄”吗,中国财富帮
1452,2020-08-13,紫光国微宣布全面进军汽车电子产业,IT之家
1453,2020-08-13,核心资产股持续回调，新千亿市值龙头股能否接棒？,第一财经
1454,2020-08-13,紫光国微深入布局汽车电子领域，与国创中心展开跨界合作,Ofweek
1455,2020-08-12,紫光国微：与国家新能源汽车技术创新中心签署战略合作协议 全面进军汽车电子产业,金融界
1456,2020-08-12,紫光国微与国创中心战略合作 全面进军汽车电子产业,e公司
1457,2020-08-12,“新现象”预示大牛股将剧烈波动,上证报
1458,2020-08-11,A股融资融券日报：两融余额增加64.09亿元（8月10日）,Wind
1459,2020-08-10,芯片ETF午后跌幅收窄，盘中一度下跌近2%,Wind
1460,2020-08-10,关键指标异常，多只高位股下跌，37只热门股回调超20%,证券时报网
1461,2020-08-10,A股融资融券日报：两融余额减少84.42亿元（8月7日）,Wind
1462,2020-08-10,A股早报2020年8月10日星期一,Wind
1463,2020-08-10,猎鹰看盘：反复震荡成主旋律本周重点看这些短线机会！,金融界
1464,2020-08-10,通信设备Ⅲ行业研究：中移动加快5G消息集采 下一步投资风口在应用,新浪
1465,2020-08-09,“国内大循环”下如何配置资产？ | 国君周知,国泰君安证券研究
1466,2020-08-09,紫光国微：股价近期涨幅异常，无应披而未披露的重大事项,Wind
1467,2020-08-08,游资情报｜多家顶级游资进出两只军工龙头现分歧；券商龙头异动背后惊现两大游资身影！,每日经济新闻
1468,2020-08-08,北向资金动向曝光：8月7日这30只个股遭大甩卖，中信证券、紫光国微、海康威视等遭大额卖出（附名单）,每日经济新闻
1469,2020-08-07,机构现身47股，净买入宏达电子3.79亿元、净卖出紫光国微4.37亿元,第一财经
1470,2020-08-07,机构今日买入这25股，抛售紫光国微4.37亿元丨牛熊眼 股票卖空,第一财经
1471,2020-08-07,紫光国微龙虎榜数据（8月7日）,Wind
1472,2020-08-07,自主可控概念尾盘爆发，紫光国微再度涨停,Wind
1473,2020-08-07,北向资金8月6日动向：集中减持“消费”，中国中免却迎来反转,Wind
1474,2020-08-07,北向资金动向曝光：8月6日这30只个股被猛烈扫货，净买入中国中免7.3亿、紫光国微4.17亿（附名单）,每日经济新闻
1475,2020-08-06,紫光国微(002049)：终止收购、韧性不改 安全、特种IC两翼齐飞 并购重组异常,新浪
1476,2020-08-06,透视7月以来领涨全市场的航天军工板块,Wind
1477,2020-08-06,【超级大单】中一签狂赚44万的大牛股跌停，百亿资金出逃医药股,证券时报网
1478,2020-08-06,龙虎榜：4路资金重砸8.6亿该股能否成为第二个省广集团？,金融界
1479,2020-08-06,金融街下午茶2020年8月6日星期三,Wind
1480,2020-08-06,高端制造：物联网行业日报：全球物联网连接数预计2025年达到215 亿个,新浪
1481,2020-08-06,机构今日卖出这8股，买入紫光国微1.9亿元丨牛熊眼,第一财经
1482,2020-08-06,紫光国微涨停 机构及北向资金净买入,e公司
1483,2020-08-06,紫光国微龙虎榜数据（8月6日）,Wind
1484,2020-08-06,涨停板解密：军工股火爆，持续被抢筹！（8月6日）,Wind
1485,2020-08-06,紫光国微今日涨停，机构仍买入为主,Wind
1486,2020-08-06,A股收盘综述：上证指数探底回升，券商股尾盘急拉,Wind
1487,2020-08-06,紫光国微(002049)：特种IC与FPGA双龙头 业绩长期增长动力充足,新浪
1488,2020-08-06,A股融资融券日报：两融余额增加126.72亿元（8月5日）,Wind
1489,2020-08-06,科技行业日报：集成电路系列政策利好产业长期发展,新浪
1490,2020-08-06,8月MSCI季调不涉A股扩容纳入，北向资金开启“做差价”模式,第一财经
1491,2020-08-06,1.4万亿板块迎利好，AI标准顶层设计发布！两大活跃资金加仓这些人工智能股（附股）,证券时报
1492,2020-08-06,集成电路板块未如期强劲，主因主力兑现意愿强烈,Wind
1493,2020-08-06,多家上市公司回应集成电路超级扶持政策 谁是“税收礼包”最大受益者？,21世纪经济报道
1494,2020-08-05,科技行业日报：三星取得思科与谷歌的芯片代工订单,新浪
1495,2020-08-05,A股融资融券日报：两融余额增加42.15亿元（8月4日）,Wind
1496,2020-08-04,科技赋能物联网发展紫光芯加速智慧化场景落地,SEMI
1497,2020-08-04,游资情报｜“孙哥”开门“小鳄鱼”出逃科技牛股；机构、游资对决疫苗龙头！,每日经济新闻
1498,2020-08-04,盛视早参：行情或再度开启 随风起舞！,新浪
1499,2020-08-04,【行情】半导体板块持续走弱，士兰微跌5%，紫光国微、安集科技、芯朋微、全志科技纷纷走弱,金十数据
1500,2020-08-04,A股融资融券日报：两融余额增加245.57亿元（8月3日）,Wind
1501,2020-08-04,A股早报2020年8月4日星期二,Wind
1502,2020-08-04,8月3日融资余额13941.13亿元，44只个股净买入额超亿元，中国长城、复星医药、紫光国微排名前三,每日经济新闻
1503,2020-08-03,游资情报 | 章盟主风格有变还是极度看好这股？大趋势转为“T+0”，还携手赵老哥、两机构狂撸这股,每日经济新闻
1504,2020-08-03,龙虎榜：三大游资+机构集中买入一股赵老哥孙哥再出分歧,金融界
1505,2020-08-03,龙虎榜揭秘：3股获机构亿元净买入,证券时报网
1506,2020-08-03,金融街下午茶2020年8月3日星期一,Wind
1507,2020-08-03,紫光国微今日涨停，外资卖出为主,Wind
1508,2020-08-03,A股收盘综述：上证指数涨1.75%，科创50大涨7.26%,Wind
1509,2020-08-03,国防军工行业周报：战略看多“十四五” 高成长优质标的是超额收益关键,新浪
1510,2020-08-03,电子行业周报：苹果财报发布 关注面板涨价周期,新浪
1511,2020-08-02,A股7月跑赢全球主要股指，后市将如何演绎,第一财经
1512,2020-08-01,7月A股减持额近千亿，科技龙头不惧减持逆势而上,Wind
1513,2020-07-31,最强减持月逾700亿出逃，龙头公司却逆风飞翔,Wind
1514,2020-07-31,引爆5G时代元器件市场，大普通信与紫光国微战略合作,SEMI
1515,2020-07-30,科技行业日报：高通与华为达成专利和解,新浪
1516,2020-07-30,紫光国微与大普通信在晶体晶振等领域达成战略合作,e公司
1517,2020-07-30,信息科技行业动态点评：加快集成电路发展 产业链公司齐头并进,新浪
1518,2020-07-30,芯片股大多走软，韦尔股份、中兴通讯、兆易创新、澜起科技、汇顶科技、紫光国微普跌,Wind
1519,2020-07-30,【行情】数字货币板块全线走弱，飞天诚信大跌5%，高伟达、数字认证、紫光国微、银之杰等纷纷走弱,金十数据
1520,2020-07-29,电子行业周报：集成电路生产恢复 5G智能手机价格下探,新浪
1521,2020-07-29,大普通信与紫光国微达成战略合作，发力5G元器件市场,格隆汇
1522,2020-07-29,连任不足2个月，紫光国微董事长宣布辞职！ 董监高成员变化,国际电子商情
1523,2020-07-29,科技行业日报：台积电获得英特尔6NM芯片订单,新浪
1524,2020-07-28,国防军工行业周报：战略看多“十四五” 板块走势尚处第一阶段,新浪
1525,2020-07-28,紫光国微和日海智能达成战略合作,e公司
1526,2020-07-28,紫光国微：与日海智能战略合作 共同推进万物智联,e公司
1527,2020-07-28,紫光集团：凭“硬核实力”，铸今日辉煌,电子产品世界
1528,2020-07-28,紫光国微掌门人易主！马道杰接棒刁石京 控制人变化,证券日报
1529,2020-07-28,紫光国微董事长辞职，总裁接任 董监高成员变化,观察者网
1530,2020-07-28,逆市大涨，紫光国微主力资金净流入近10亿元,凤凰网
1531,2020-07-28,换帅！马道杰升任紫光国微董事长 董监高成员变化,无线通信世界
1532,2020-07-28,A股融资融券日报：两融余额增加44.04亿元 （7月27日）,Wind
1533,2020-07-28,A股早报2020年7月28日星期二,Wind
1534,2020-07-28,紫光国微：马道杰升任紫光国微董事长,中证网
1535,2020-07-28,华为吹响号角全力攻关“5G应用”，“科技浪”值得期待？,Wind
1536,2020-07-27,马道杰升任紫光国微新董事长 有信心锁定千亿级芯片帝国,证券日报
1537,2020-07-27,紫光国微换将 马道杰升任董事长,证券时报
1538,2020-07-27,紫光国微：关于董事长辞职的公告,新浪
1539,2020-07-27,马道杰升任紫光国微董事长 原董事长刁石京将聚焦战略性新兴项目,每日经济新闻
1540,2020-07-27,换帅！紫光国微：因工作需要，董事长刁石京辞职 董监高成员变化,每日经济新闻
1541,2020-07-27,紫光国微(002049.SZ)：选举马道杰为公司董事长,格隆汇
1542,2020-07-27,紫光国微：刁石京辞去公司董事长职务 董监高成员变化,Wind
1543,2020-07-27,不受大股东减持影响，紫光国微逆势上涨近8% 盘内涨停,凤凰网
1544,2020-07-27,紫光国微等14股获特大单资金净流入超2亿元,证券时报网
1545,2020-07-27,宜通世纪：拟承销紫光国微1000万张5G超级SIM卡 午后股价快速拉升,金融界
1546,2020-07-27,宜通世纪与紫光国微达成战略合作,Wind
1547,2020-07-27,宜通世纪与紫光国微达成战略合作,e公司
1548,2020-07-27,解盘：金融拖累指数，黄金珠宝、生物疫苗、半导体领涨,Wind
1549,2020-07-27,A股午盘综述：上证指数震荡微升，黄金股强势上涨,Wind
1550,2020-07-27,快讯：紫光国微涨停 报于128.43元,金融界
1551,2020-07-27,芯片股表现活跃，通富微电、中国长城涨停,Wind
1552,2020-07-27,【行情】半导体板块持续走高，紫光国微、通富微电涨停，康强电子随后封板，南大光电、北京君正、晓程科技跟涨,金十数据
1553,2020-07-24,紫光国微遭股东大宗交易减持779.31万股 专家称减持影响还是会存在,证券日报
1554,2020-07-24,【A股收盘综述】上证指数低收3.86%击穿3200关口，科创50跌幅达7%,Wind
1555,2020-07-24,【A股午盘综述】上证指数半日下滑2.25%，创业板指、科创50均跌超4%,Wind
1556,2020-07-24,芯片股多数跟随大市下滑，韦尔股份跌超3%,Wind
1557,2020-07-24,A股早报2020年7月24日星期五,Wind
1558,2020-07-23,紫光国微：控股股东紫光春华减持约779万股 减持股份,每日经济新闻
1559,2020-07-23,透视大宗交易：7月23日共成交130笔，紫光国微成交5.12亿元,每日经济新闻
1560,2020-07-23,紫光国微(002049.SZ)：紫光春华及其一致行动人累计减持1.67%股份 减持股份,格隆汇
1561,2020-07-23,紫光国微：控股股东紫光春华及其一致行动人累计减持1.67%公司股份,Wind
1562,2020-07-23,紫光国微今日大宗交易成交434.31万股，成交价117.9元折价5.0%,Wind
1563,2020-07-23,"紫光国微现7笔大宗交易 共成交51,205.15万元",新浪
1564,2020-07-23,【A股收盘综述】上证指数探底回升收跌0.24%，机构抱团股涨势依旧如火如荼,Wind
1565,2020-07-23,芯片股回调，韦尔股份、中兴通讯、兆易创新、紫光国微等纷纷走软,Wind
1566,2020-07-23,A股早报2020年7月23日星期四,Wind
1567,2020-07-22,紫光国微现8笔大宗交易合计成交436.31万股,证券时报网
1568,2020-07-22,基金第二大重仓股竟是它，碾压五粮液，仅次于茅台！,中国基金报
1569,2020-07-22,芯片股普涨，韦尔股份、中兴通讯、中微公司、兆易创新、紫光国微等纷纷上扬,Wind
1570,2020-07-22,机构、股东、高管争相买入这些业绩暴增股,证券时报网
1571,2020-07-22,公募基金二季度大数据纵览，重仓股变化揭晓,Wind
1572,2020-07-21,金融工程简评报告日报：市场反弹 周期活跃,新浪
1573,2020-07-21,科技行业日报：中报业绩陆续披露 关注优质个股,新浪
1574,2020-07-21,芯片股反弹，紫光国微率先冲击涨停，新一波行情开启！,凤凰网
1575,2020-07-21,54只业绩大增股遭机构抢筹 紫光国微净买入金额最多,证券时报网
1576,2020-07-21,A股早报2020年7月21日星期二,Wind
1577,2020-07-21,猎鹰看盘：3300点失而复得 市场能否再接再厉上攻？,金融界
1578,2020-07-20,国防军工行业报告：极具吸引力的科技成长板块正在崛起,新浪
1579,2020-07-20,金融街下午茶2020年7月20日星期一,Wind
1580,2020-07-20,"紫光国微现4笔大宗交易 共成交41,462.10万元",新浪
1581,2020-07-20,紫光国微今日涨停，外资加仓,Wind
1582,2020-07-20,【申港电子】从ADI收购Maxim看模拟芯片现状,涛声电子
1583,2020-07-20,A股收盘综述：上证指数大涨超3%重返3300点,Wind
1584,2020-07-20,快讯：紫光国微涨停 报于126.5元,金融界
1585,2020-07-20,半导体板块午后强势反弹，紫光国微率先封板,Wind
1586,2020-07-20,军工股纷纷秀肌肉！资金狂买这些“硬实力”个股 机构预测还有机会,e公司
1587,2020-07-20,芯片股走势分化，韦尔股份、北京君正、卓胜微逆市大跌,Wind
1588,2020-07-20,紫光国微、卓胜微等52只业绩大增股遭机构抢筹,证券时报网
1589,2020-07-17,亚光科技(300123)：立足导弹、卫星高景气度赛道的军用芯片龙头,新浪
1590,2020-07-17,半导体板块低迷，兆易创新、北方华创、卓胜微、紫光国微均走软,Wind
1591,2020-07-17,50只业绩大增股获机构加仓，8股获股东增持,Wind
1592,2020-07-17,50只业绩大增股获机构加仓8股获股东增持,证券时报
1593,2020-07-16,A股收盘综述：上证指数跌4.5%，创业板指跌近6%,Wind
1594,2020-07-16,国家大基金板块重挫9%，兆易创新、北方华创、紫光国微等跌停,Wind
1595,2020-07-16,滞涨低估值业绩翻倍股曝光 8金股有望强势领涨,巨丰财经
1596,2020-07-16,电子行业2020年中期策略：寻找疫情冲击和贸易摩擦变局下的投资机会,新浪
1597,2020-07-15,科技行业日报：计算机行业短期震荡 业绩或成市场主线,新浪
1598,2020-07-15,市场综述：牛市“飘到”美股，三大板块“组团”上涨,老虎证券
1599,2020-07-15,收评：两市连续2个交易日下跌沪指跌逾1.5% 北向资金尾盘回流明显 连续下跌,新华网
1600,2020-07-15,紫光国微即将为工信部工业互联网项目提供芯片,科创板日报
1601,2020-07-15,【太平洋通信李宏涛团队】紫光国微：上修半年度业绩预告，特种集成电路业务增长超预期,永不消失的电磁波
1602,2020-07-15,A股融资融券日报：两融余额增加130.07亿元（7月14日）,Wind
1603,2020-07-14,北向全天流出173亿：半导体遭主力抛出百亿 特种芯片龙头也遭殃,新浪
1604,2020-07-14,快讯：紫光国微跌停 报于121.28元,金融界
1605,2020-07-14,紫光国微(002049)业绩预告修正公告点评：Q2业绩大幅好于预期 受益于特种IC国产化替代+5G规模化建设双驱动,新浪
1606,2020-07-14,紫光国微上半年业绩大幅预增85~115%，王者现身，市值冲击千亿？,凤凰网
1607,2020-07-14,紫光国芯发布上半年业绩预告修正公告：同比增长85%-115%,TechWeb
1608,2020-07-14,科创板早报|华为上半年营收同比增长13.1%多家科技医药公司中报业绩大幅预增,科创板日报
1609,2020-07-14,新基金超级发行周来了！“百亿效应”会成A股反向指标吗？,南都报
1610,2020-07-13,集成电路国产替代加速，产业链公司纷纷业绩报喜,Wind
1611,2020-07-13,紫光国微发布业绩上修公告 预计半年度净利最高增115%市值超800亿元,证券日报
1612,2020-07-13,国防军工行业周报：战略看多“十四五” 高成长优质标的将现稀缺性,新浪
1613,2020-07-13,紫光国微与华云互联达成战略合作,e公司
1614,2020-07-13,紫光国微(002049.SZ)上修业绩预告：半年度净利润预增85%-115%,格隆汇
1615,2020-07-13,紫光国微：上修上半年业绩预期，预计净利同比增85%-115%,Wind
1616,2020-07-13,A股融资融券日报：两融余额增加157.62亿元（7月10日）,Wind
1617,2020-07-13,紫光国微等25只业绩大增个股遭机构抢筹,证券时报网
1618,2020-07-12,【太平洋通信李宏涛团队】NB-IoT正式纳入5G国际标准，物联网发展再添动力,永不消失的电磁波
1619,2020-07-12,暴涨6.2万亿后A股出现五大疑虑，能否继续前行？,券商中国
1620,2020-07-12,A股降温调整，科技股蓄能会否卷土重来？,Wind
1621,2020-07-12,【天风计算机】周观点：国内外动作频频，数字货币推进有望超预期,兵哥看IT
1622,2020-07-12,紫光重庆DRAM厂年底动工，预计2022年量产,唯样资讯
1623,2020-07-11,7月10日复盘笔记：市场情绪降温 外资净流出超40亿,新浪
1624,2020-07-10,晚间要闻2020年7月10日星期五,Wind
1625,2020-07-10,【安信通信每周观点】华为上半年业绩亮丽，国内各地5G建设加速,通信投研汪
1626,2020-07-10,紫光国微(002049.SZ)2019年度权益分派10派0.68元股权登记日为7月16日,格隆汇
1627,2020-07-10,一周通读：光大证券重点报告精选,光大证券
1628,2020-07-10,北向资金今日净流出43.93亿元，本周净流入282.08亿元,Wind
1629,2020-07-10,70股获融资净买入额超亿元 紫光国微居首,证券时报网
1630,2020-07-10,紫光国微发布公告：终止收购Linxens 并购重组异常,中电网
1631,2020-07-10,猎鹰看盘：国家队出手影响几何？短线留意这些机会！,金融界
1632,2020-07-10,【安信通信每周观点】光通信产业快速增长，NB-IoT正式跻身5G国际标准,通信投研汪
1633,2020-07-09,芯片龙头取得重大突破：游资接力 5天收获4个涨停板,新浪
1634,2020-07-09,紫光国微180亿元并购重组终止 启动多项融资业务 并购重组异常,证券日报
1635,2020-07-09,快讯：紫光国微涨停 报于132.66元,金融界
1636,2020-07-09,紫光国微再度涨停，游资接力机构,Wind
1637,2020-07-09,A股收盘综述：上证指数涨1.39%录得8连升，创业板指大涨4%,Wind
1638,2020-07-09,解盘：300亿资金流入，光刻胶、次新股、生物疫苗领涨,Wind
1639,2020-07-09,A股午盘综述：上证指数涨逾1%，创业板指涨3.7%,Wind
1640,2020-07-09,半导体板块走强 紫光国微拉升封涨停现7天6板走势,金融界
1641,2020-07-09,紫光国微决定终止收购Linxens！ 并购重组异常,国际电子商情
1642,2020-07-09,快讯：半导体板块持续走强 紫光国微拉升涨停,新浪
1643,2020-07-09,半导体板块创新高，东软载波、紫光国微涨停,Wind
1644,2020-07-09,半导体概念股延续强势，紫光国微、韦尔股份、兆易创新大涨,Wind
1645,2020-07-09,大参考：天然气现货价格单日暴涨近20% “十四五”计划基础建设将提速,巨丰财经
1646,2020-07-09,A股融资融券日报：两融余额增加327.95亿元（7月8日),Wind
1647,2020-07-09,A股早报2020年7月9日星期四,Wind
1648,2020-07-09,【太平洋通信李宏涛团队】紫光国微：终止收购不改长期价值，利好公司价值聚焦芯片领域 并购重组异常,永不消失的电磁波
1649,2020-07-09,紫光国微总裁独家回应并购终止： 不影响公司强劲发展势头 并购重组异常,中证网
1650,2020-07-09,不影响公司强劲发展势头,中证报
1651,2020-07-08,紫光国微确定放弃180亿定增历时一年多“惜别”紫光联盛 再融资异常,每日经济新闻
1652,2020-07-08,7月8日龙虎榜，机构青睐这11股,证券时报网
1653,2020-07-08,紫光国微总裁马道杰：长期向好发展势头不变 力争打造世界级芯片企业,中证网
1654,2020-07-08,紫光国微：拟终止发行股份购买资产暨关联交易事项 再融资异常,新浪
1655,2020-07-08,紫光国微(002049.SZ)：子公司拟开展融资租赁业务融资额不超3亿元,格隆汇
1656,2020-07-08,紫光国微(002049.SZ)拟开展应收账款资产证券化业务,格隆汇
1657,2020-07-08,紫光国微(002049.SZ)拟终止发行股份购买紫光联盛100%股权事项 再融资异常,格隆汇
1658,2020-07-08,紫光国微：终止收购紫光联盛 仍将聚焦芯片设计业务 并购重组异常,e公司
