,2021-12-31,“妖股”九安医疗跌停收官，鱼跃医疗挤掉欧普康视跻身市值前十「医疗器械周榜」,华夏时报
592,2020-12-18,创业板27股筹码连续集中 机械设备股居多,证券时报
593,2020-12-18,医药生物行业:把握政策新方向 聚焦高景气优质赛道,财富动力网
594,2020-12-17,恒瑞医药创历史新高，生物医药概念可关注三大投资方向丨牛熊眼,第一财经
595,2020-12-16,欧普康视：股东拟减持不超1.98%公司股份 拟减持股份,中证网
596,2020-12-16,欧普康视(300595.SZ)股东陶悦群拟减持不超过1200万股 拟减持股份,智通财经
597,2020-12-16,欧普康视：控股股东拟减持不超2%股份 拟减持股份,e公司
598,2020-12-16,欧普康视(300595.SZ)：持股37.13%的陶悦群拟减持不超1200万股 拟减持股份,格隆汇
599,2020-12-16,欧普康视：股东陶悦群拟减持不超过1.976%公司股份 拟减持股份,Wind
600,2020-12-16,2021年医药生物行业策略报告：聚焦黄金赛道，寻找疫后高光,国元证券
601,2020-12-16,57只创业板股最新筹码趋向集中,证券时报网
602,2020-12-14,欧普康视(300595.SZ)：78.08万股限制性股票可申请解售,智通财经
603,2020-12-14,欧普康视(300595.SZ)首次授予51.2万股限制性股票 授予价为33.78元/股,智通财经
604,2020-12-14,欧普康视(300595.SZ)：365.94万股限制性股票可申请解售,智通财经
605,2020-12-14,欧普康视(300595.SZ)：365.9443万股限制性股票解除限售条件成就,格隆汇
606,2020-12-12,34只创业板股最新筹码集中，4股股东户数降一成,证券时报
607,2020-12-11,筹码新动向：92股筹码趋向集中,证券时报网
608,2020-12-10,欧普康视(300595.SZ)：角膜塑形用硬性透气接触镜临床试验备案并启动临床试验,格隆汇
609,2020-12-09,晨报1209 | 医药&白酒2021年度策略、次新股专题、圣农发展（002299）,国泰君安证券研究
610,2020-12-08,医药行业2021年度投资策略：需求无止境 供给共繁荣,新浪
611,2020-12-08,国君医药 | 2021年度策略：需求无止境，供给共繁荣,国泰君安证券研究
612,2020-12-07,医药生物行业跨市场周报：政策压制效应渐弱 重点把握核心资产价值,光大证券
613,2020-12-07,招财大师姐：几个股又新高了，不过都有点高估！,新浪
614,2020-12-07,医药行业周报：医药反弹OR反抽？,西南证券
615,2020-12-06,本周共有109只个股连涨5天及以上,Wind
616,2020-12-06,2021年医药生物行业策略报告：聚焦黄金赛道 寻找疫后高光,新浪
617,2020-12-03,欧普康视(300595.SZ)主要股东南京欧陶拟以不超过607.24万股参与转融通证券出借业务,智通财经
618,2020-12-01,欧普康视(300595.SZ)拟斥832.65万元投资深圳明眸以拓展业务布局,智通财经
619,2020-11-30,医药生物行业跨市场周报：关注进口白蛋白供应情况 再次强调血制品板块性机会,光大证券
620,2020-11-26,欧普康视：欧普民生累计减持1.15%公司股份 减持股份,Wind
621,2020-11-25,欧普康视(300595.SZ)：欧普民生累计减持696.18万股不再属于持股5%以上股东 减持股份,格隆汇
622,2020-11-25,罕见跳水！39倍大牛股遭遇历史最大跌幅,中国基金报
623,2020-11-25,带量集采、医保目录谈判开启，大降价逃不掉，医药股还好吗？,第一财经
624,2020-11-24,医药生物行业双周报,新浪
625,2020-11-23,【国信医药】眼科产业链：服务为首，器械唯新，药物为基（医疗大数据系列报告三）,GuosenHealthcare
626,2020-11-23,晨会聚焦201123重点关注太阳能、医疗大数据盘点、医药行业,国信研究
627,2020-11-20,创业板股最新股东户数降幅排行榜,证券时报网
628,2020-11-20,强势股集中杀跌，谁在抛？为何抛？,上证报
629,2020-11-19,银行翻身牛股崩盘，还有一则转融通大消息,Wind
630,2020-11-18,欧普康视：与温医大学眼视光学院签订战略合作框架协议,e公司
631,2020-11-17,中小公司研究：一周策略回顾与展望,新浪
632,2020-11-16,医药生物行业跨市场周报：估值切换政策密集 制造和消费属性企业价值有望凸显,光大证券
633,2020-11-13,欧普康视在合肥成立智能科技公司,企查查
634,2020-11-11,欧普康视(300595.SZ)拟授出限制性股票65.38万股 授予价格为每股33.78元,智通财经
635,2020-11-11,欧普康视(300595.SZ)拟推65.375万股限制性股票激励计划,格隆汇
636,2020-11-11,10股股东户数连续下降（附股）,证券时报网
637,2020-11-10,11只创业板筹码集中股获北向资金抢筹,证券时报
638,2020-11-09,西南证券：双循环背景下 创新升级+进口替代引领医药大时代,新浪
639,2020-11-08,【中航证券医药】行业周报 | 高值耗材集采落地，降价幅度超出预期,中航军工研究
640,2020-11-07,医药行业事件点评：冠脉支架拟中选结果发布 降价幅度较大,渤海证券
641,2020-11-07,医药行业：细分板块高增长 持仓变化不改医药高景气,新浪
642,2020-11-06,医药生物行业周报：海外疫情持续爆发 医疗服务领涨,新浪
643,2020-11-06,冠脉支架集采结果出炉，中标价大幅下降，相关公司股价承压,证券时报网
644,2020-11-06,医疗器械股大跌，冠脉支架“大降价”，把握这一投资机会,第一财经
645,2020-11-06,医药行业2021年投资策略：“双循环”背景下 “创新升级＋进口替代”引领医药大时代,西南证券
646,2020-11-06,【医药】冠脉支架拟中选结果发布，长期仍站强者恒强——医药行业事件点评——中性,渤海证券研究
647,2020-11-04,医药生物行业-医疗器械、服务板块2020年三季报总结：中国制造优势体现 推荐出口型器械及连锁服务龙头,新浪
648,2020-11-04,筹码连续集中股名单（附股）,证券时报网
649,2020-11-03,最新股东户数揭秘：这24股股东户数连降三期,证券时报网
650,2020-11-03,欧普康视筹码持续集中 最新股东户数下降5.16%,证券之星
651,2020-10-30,欧普康视(300595.SZ)遭主要股东合肥欧普民生投资管理累计减持566.81万股 减持股份,智通财经
652,2020-10-30,欧普康视：合肥欧普民生投资管理合伙企业（有限合伙）减持比例达总股本1% 减持股份,Wind
653,2020-10-30,消费医疗：为何成为高估值集散地？,新浪
654,2020-10-29,43股股东户数连续下降（附股）,证券时报网
655,2020-10-29,20只创业板股最新筹码趋向集中7股筹码集中以来涨逾一成,证券时报
656,2020-10-28,39股筹码连续3期集中,证券时报网
657,2020-10-28,欧普康视(300595)：Q3持续高增长 疫情加快公司发展步伐,新浪
658,2020-10-28,36公司获得增持评级-更新中,中财网
659,2020-10-28,欧普康视(300595)2020年三季报点评：Q3业绩持续回暖 眼视光综合服务商初具规模,光大证券
660,2020-10-28,筹码连续集中股名单 领益智造较上期降20%,证券时报网
661,2020-10-28,百亿私募重仓股曝光！高毅、林园、重阳……加仓减仓名单来了,券商中国
662,2020-10-28,消费股复苏助股指反弹，可转债炒作现退潮迹象,Wind
663,2020-10-27,欧普康视(300595)：三季度销售旺季下业绩进一步恢复增长,新浪
664,2020-10-27,医药生物行业周报：医药行业整体回调 关注超跌板块,新浪
665,2020-10-26,欧普康视(300595.SZ)第三季度归母净利润同比增长32.68%至1.5亿元,智通财经
666,2020-10-26,欧普康视公布三季报 前三季净利增加20.99%,新浪
667,2020-10-26,欧普康视(300595.SZ)：前三季度净利升20.99%至2.78亿元,格隆汇
668,2020-10-26,欧普康视：前三季度净利润同比增长20.99%,Wind
669,2020-10-22,22股股东户数连降筹码持续集中,证券时报网
670,2020-10-22,创业板最新筹码集中股名单出炉,证券时报
671,2020-10-22,首批医疗器械集采公布入围者名单 7000亿元市场谁主沉浮,中投网
672,2020-10-19,欧普康视(300595.SZ)全资子公司欧普投资拟以5828.57万元投资苏州康视,智通财经
673,2020-10-19,欧普康视(300595.SZ)股东欧普民生质押350万股并解除质押415.5万股,智通财经
674,2020-10-19,欧普康视(300595.SZ)：欧普投资拟出资5828.57万元投资苏州康视完成后持其51%股权,格隆汇
675,2020-10-19,欧普康视(300595.SZ)：欧普民生质押350万股 解押415.5万股,格隆汇
676,2020-10-19,医药生物行业周报：三季报密集披露 浙江率先公布新冠疫苗价格,新浪
677,2020-10-19,医药生物行业跨市场周报：冠脉支架全国集采政策落地 未来或催生两大高耗投资方向,光大证券
678,2020-10-19,创业板指跌幅扩大至1%，乐普医疗、贝达药业、欧普康视、康龙化成领跌,Wind
679,2020-10-19,医疗行业反腐利剑出鞘！揭开巨额销售费用“画皮”,Wind
680,2020-10-16,欧普康视的“硬性接触镜润滑液”完成备案并启动临床试验,资本邦
681,2020-10-15,欧普康视(300595.SZ)：完成第三类医疗器械产品“硬性接触镜润滑液”临床试验备案并启动临床试验,格隆汇
682,2020-10-14,16只创业板股节后首日筹码趋向集中，仅两股获北向资金及杠杆资金同步加仓,证券时报
683,2020-10-12,谁将成为下一个爱尔眼科？,腾讯网
684,2020-10-09,医药生物行业：10月医药板块会扭转颓势吗？,新浪
685,2020-10-09,医药行业：耗材带量采购背景下 医疗器械“路在何方”？,西南证券
686,2020-09-28,欧普康视(300595.SZ)子公司为拓展业务布局斥资2369.94万获青岛泽嘉51%股权,智通财经
687,2020-09-28,欧普康视(300595.SZ)：欧普投资持青岛泽嘉生物51%的股权,格隆汇
688,2020-09-27,【浙商医药|周报】医药领涨大盘，从成长属性再看API投资逻辑,杏林建研
689,2020-09-25,【浙商医药|周报】强势反弹，哪些核心赛道必须加？,杏林建研
690,2020-09-24,欧普康视(300595.SZ)：2019年限制性股票预留部分授予登记完成,智通财经
691,2020-09-24,欧普康视(300595.SZ)控股股东陶悦群累计质押3900万股,智通财经
692,2020-09-24,欧普康视(300595.SZ)：控股股东解除质押1800万股,格隆汇
693,2020-09-21,医药生物行业周报：表现平稳 蓄势待发,新浪
694,2020-09-17,医药行业投资策略：寻找“隐形”冠军,新浪
695,2020-09-16,欧普康视(300595.SZ)：莱州同明完成工商变更手续 欧普投资持其51%的股权,格隆汇
696,2020-09-14,医药生物行业跨市场周报：三个机遇和一个可控风险 把握医药反弹的主线,光大证券
697,2020-09-08,欧普康视(300595.SZ)：股东南京欧陶质押97.25万股,格隆汇
698,2020-09-06,医药生物行业：去伪存真,新浪
699,2020-09-04,【浙商医药|中报】器械与服务：关注效率及渗透率提升加速,杏林建研
700,2020-09-03,解盘：强势股回调，光刻胶、疫苗、业绩爆雷领涨,Wind
701,2020-09-02,欧普康视拟收购青岛泽嘉51%股权 拓展山东业务布局加强区域资源整合,长江商报
702,2020-09-01,欧普康视(300595.SZ)：向11名激励对象授予28.69万股限制性股票,格隆汇
703,2020-09-01,大健康产业投资并购动态双周报Vol.17,新康界
704,2020-09-01,【中航证券医药】行业周报 | 疫苗吹风会提振市场信心,中航军工研究
705,2020-08-31,欧普康视(300595.SZ)：子公司拟2369.94万元以受让股权及增资扩股方式投资于青岛泽嘉,格隆汇
706,2020-08-31,欧普康视：子公司拟收购青岛泽嘉51%股权,e公司
707,2020-08-31,欧普康视：2369.94万元收购青岛泽嘉51%的股权,Wind
708,2020-08-31,医药生物行业周报：中报披露临近尾声 医疗服务领涨,新浪
709,2020-08-26,欧普康视(300595.SZ)：上半年净利升9.70%至1.28亿元,格隆汇
710,2020-08-26,欧普康视：上半年净利润同比增长9.7%,Wind
711,2020-08-26,国际视角下的眼科行业投资策略：黄金赛道 中国崛起,新浪
712,2020-08-25,欧普康视(300595.SZ)：子公司拟2404.29万元投资莱州同明医院 将持有其51%股权,格隆汇
713,2020-08-25,医药生物行业双周报,新浪
714,2020-08-20,【浙商医药|周报】从中报看医药：业绩回暖，器械+CXO增速领跑行业,杏林建研
715,2020-08-19,医药生物行业投资周报：保持定力紧抓优势赛道龙头 疫情股侧重长期影响和疫苗临床进展,新浪
716,2020-08-17,近一周机构调研30余股 341家机构调研洽洽食品,财富动力网
717,2020-08-17,欧普康视(300595)：角膜塑形镜领导者 市场前景广阔,新浪
718,2020-08-16,医药生物行业专题报告：眼科黄金赛道，未来10年谁领风骚,新浪
719,2020-08-12,欧普康视：控股股东、实际控制人陶悦群所持约3600万股质押延期,每日经济新闻
720,2020-08-12,欧普康视(300595.SZ)实控人陶悦群3600万股质押延期购回,格隆汇
721,2020-08-12,爱博医疗市值突破250亿之后：面对昊海生科和欧普康视如何站稳脚跟？,华夏时报
722,2020-08-11,眼科医院IPO井喷 民营眼科赛道急扩容,时代在线
723,2020-08-07,大数据揭秘：中美十倍股拥有四大共性,证券时报网
724,2020-08-06,医疗器械板块月报：关注业绩预告或报告 甄选顺应长期趋势个股,渤海证券
725,2020-08-05,欧普康视(300595.SZ)：第二类医疗器械产品泪液分泌检测滤纸注册变更,格隆汇
726,2020-08-05,爱博医疗(688050)：人工晶状体创新龙头 角膜塑形镜新星,新浪
727,2020-08-04,【天风医药 | 深度】爱博医疗——眼科“新贵”，创新逐浪百亿眼科耗材市场,思医辨药
728,2020-07-30,2.7亿近视眼撑起400亿眼科茅台，掌定价权躺赢ok镜市场毛利率91%,搜狐
729,2020-07-29,爱博医疗开盘大涨，涨幅超500%，首个眼科医疗器械企业登陆科创板,动脉网
730,2020-07-29,欧普康视(300595.SZ)：第三类医疗器械产品硬性接触镜护理液注册变更,格隆汇
731,2020-07-29,欧普康视(300595.SZ)：换发医疗器械生产许可证,格隆汇
732,2020-07-29,医药生物行业双周报,新浪
733,2020-07-29,眼科黑马爱博医疗今日科创板上市：能否超越欧普康视?,IPO早知道
734,2020-07-28,欧普康视：子公司拟逾3200万元投资视康眼科 拓展公司在昆明地区业务布局,发布易
735,2020-07-28,A股异动 | 欧普康视(300595.SZ)涨超5% 拟3226.53万元增资昆明视康获51%股权,格隆汇
736,2020-07-28,拓展眼科诊疗服务 欧普康视增资入股昆明视康获得51%股权,上证报
737,2020-07-28,欧普康视(300595.SZ)：拟3226.53万元增资昆明视康获51%股权,格隆汇
738,2020-07-28,欧普康视：计划3226.53万元投资昆明视康,格隆汇
739,2020-07-28,午间公告2020年7月28日星期二,Wind
740,2020-07-27,A股共发生163宗大宗交易成交35.67亿元（7月27日）,Wind
741,2020-07-27,欧普康视现1笔大宗交易 共成交485.56万元,新浪
742,2020-07-27,欧普康视今日大宗交易成交8.48万股，成交价57.26元折价6.22%,Wind
743,2020-07-26,欧普康视(300595.SZ)：董事Fu Zhiying已完成减持8.2万股 减持股份,格隆汇
744,2020-07-26,欧普康视：减持计划实施完毕 付志英累计减持约8.20万股 减持股份,每日经济新闻
745,2020-07-26,欧普康视：付志英减持0.0135%公司股份,Wind
746,2020-07-23,涨停潮！疫苗连传好消息，下半年医改重点任务已敲定,中证报
747,2020-07-23,欧普康视卷入荆州市妇幼保健院医生受贿案 代理商行贿51万长达5年,和讯
748,2020-07-20,医药生物行业周报：凸显防御属性 持续关注疫情产业链,新浪
749,2020-07-20,爱博医疗(688050)：专注眼科医疗领域的创新型领军企业,新浪
750,2020-07-17,A股“红包雨”——下周60家公司派现，3家送转,Wind
751,2020-07-16,A股异动|欧普康视(300595.SZ)跌逾6%欧普民生以集中竞价减持约416万股 减持股份,格隆汇
752,2020-07-15,减持！欧普康视：持股5%以上股东欧普民生累计减持约417万股 计划减持数量过半 减持股份,每日经济新闻
753,2020-07-15,欧普康视(300595.SZ)：欧普民生以集中竞价减持416.6865万股 减持股份,格隆汇
754,2020-07-15,欧普康视：股东累计减持0.69%股份 减持股份,Wind
755,2020-07-15,欧普康视(300595.SZ)：拟2亿元参设中合欧普产业基金布局眼视光产业及医疗器械领域,格隆汇
756,2020-07-15,欧普康视：拟2亿元参与设立产业基金 投向眼科医疗项目,金融界
757,2020-07-15,朱邦凌：tenbagger牛股来了！自主人工晶状体第一股 打破国际厂商垄断,金融界
758,2020-07-13,欧普康视：南京欧陶解除质押约562万股及质押271万股,每日经济新闻
759,2020-07-13,欧普康视(300595.SZ)：南京欧陶质押271.18万股及解除质押562.5万股,格隆汇
760,2020-07-13,欧普康视(300595)：精耕细作推动业绩增长 角膜塑形镜蓝海市场领航,华安证券
761,2020-07-08,医药行业周报：如何看待医药板块的后续行情？,渤海证券
762,2020-07-06,7月6日龙虎榜，机构青睐这8股,证券时报网
763,2020-07-06,欧普康视龙虎榜数据（7月6日）,Wind
764,2020-07-06,医药生物行业周报：开启中报行情 个股加速分化,新浪
765,2020-06-25,最高暴涨200倍！空间巨大的中小市值龙头，持续高增长股名单出炉,证券时报网
766,2020-06-25,上市公司正负面新闻2020年6月25日星期四,Wind
767,2020-06-24,晚间重要公告2020年6月24日星期三,Wind
768,2020-06-24,欧普康视(300595.SZ)：变更医疗器械生产许可证,格隆汇
769,2020-06-24,欧普康视：拟共同出资设立产业基金,证券时报网
770,2020-06-24,欧普康视(300595.SZ)：与大健康集团、商投资本拟共同出资设立四川药投欧普基金,格隆汇
771,2020-06-23,医药股“抢跑”填权行情 融资盘“主攻”华兰生物、欧普康视等,红周刊
772,2020-06-18,「聪明目智能科技」获欧普康视、深圳朗科数千万元战略融资,资本邦
773,2020-06-18,投资界24h|京东港交所挂牌，市值7433亿；618金融机构大放水，羊毛党狂欢；原携程高管创业中老年社交，获蓝驰千万级投资,投资界
774,2020-06-18,首发|深圳聪明目获欧普康视、朗科投资数千万战略投资,投资界
775,2020-06-17,“逆行者”爱博诺德：“双降”压顶竞争加剧 募资额或遭“催肥”,中金在线
776,2020-06-16,医药生物行业双周报,新浪
777,2020-06-12,欧普康视核心产品用户超过90万 上市四年总股本扩张近8倍,长江商报
778,2020-06-11,5178点五周年，昔日10倍股今何在？这些新10倍股大牛涌现,中证报
779,2020-06-05,深交所和中证指数公司自6月15日调整深证基本面指数和深证产业链指数系列样本股,Wind
780,2020-06-05,A股早报2020年6月5日星期五,Wind
781,2020-06-04,北向资金连续9日净流入 机构抢筹欧普康视等6股,证券时报
782,2020-06-04,医药生物行业日报：医药再创新高 关注后市流动性,新浪
783,2020-06-04,数据复盘|北向资金连续9日净流入 机构抢筹欧普康视等8股,证券时报网
784,2020-06-04,6月4日龙虎榜，机构青睐这7股,证券时报网
785,2020-06-04,欧普康视股价再创新高机构买入超8000万元,格隆汇
786,2020-06-04,欧普康视龙虎榜数据（6月4日）,Wind
787,2020-06-04,欧普康视加速涨停再创新高，机构持续买入,Wind
788,2020-06-01,欧普康视回复问询函：不存在跨期确认收入和跨期结转成本或费用的情况 问询,Wind
789,2020-05-29,医疗器械延续强势，英科医疗涨停,Wind
790,2020-05-26,欧普康视：南京欧陶还有1420万股处于质押状态,每日经济新闻
791,2020-05-25,欧普康视(300595.SZ)：南京欧陶质押709.68万股及解押1398.255万股,格隆汇
792,2020-05-23,爱博诺德科创板过会：中国首家高端屈光性人工晶状体制造商,IPO早知道
793,2020-05-14,机构扫货欧普康视 四大游资重金封板沙钢股份丨龙虎榜,第一财经
794,2020-05-13,A股龙虎榜揭秘 机构最青睐六股 多股迎掘金机遇,证券时报
795,2020-05-13,5月13日A股龙虎榜揭秘，机构买入11股,Wind
796,2020-05-13,欧普康视(300595.SZ)年报推10转5派1元股权登记日5月19日,格隆汇
797,2020-05-13,医药生物行业日报：新冠疫苗3期临床现场将移向海外,新浪
798,2020-05-13,欧普康视放量涨停，机构坚定买入,Wind
799,2020-05-13,A股继续震荡整理 医疗保健板块持续走强,e公司
800,2020-05-13,这10家公司发布公告有看点 利好带动有望逆势上涨,巨丰财经
801,2020-05-12,欧普康视(300595.SZ)股东南京欧陶质押98.22万股,格隆汇
802,2020-05-11,欧普康视：持股5%以上股东欧普民生及董事拟减持股份 拟减持股份,中国网
803,2020-05-11,欧普康视：欧普民生、付志英合计拟减持不超过总股本1.3735% 减持股份,Wind
804,2020-04-24,欧普康视(300595.SZ)：一季度净利降24.81%至3797.23万元 盈利能力下降,格隆汇
805,2020-04-24,欧普康视：一季度净利润同比减少24.81% 盈利能力下降,Wind
806,2020-04-22,昊海生科：自主研发+产业整合，国内眼科耗材龙头！【东吴医药朱国广团队】,国广有话说
807,2020-04-20,欧普康视(300595.SZ)：医疗器械生产许可证变更,格隆汇
808,2020-04-14,【万联医药|年报点评】欧普康视：疫情影响Q1增速，长期持续看好,万联证券研究所
809,2020-04-13,39公司获得增持评级-更新中,中财网
810,2020-04-10,【欧普康视 | 年报&Q1预告点评】出厂均价提升逻辑持续强化，疫情短期影响有望快速消散,医心医意要健康
811,2020-04-10,欧普康视2020一季度净利跌超15%，去年盈利3亿 盈利能力下降,资本邦
812,2020-04-10,医疗器械板块走强,Wind
813,2020-04-10,欧普康视(300595.SZ)2019年度净利润升41.92%至3.07亿元拟10转5派1元,格隆汇
814,2020-04-09,欧普康视(300595.SZ)一季度净利润预降15%-35% 盈利能力下降,格隆汇
815,2020-04-09,欧普康视：一季度预计净利润同比下降15.0%~35.0% 盈利能力下降,Wind
816,2020-04-09,欧普康视：2019年净利润同比增长41.92%,Wind
817,2020-03-18,欧普康视(300595.SZ)完成医疗器械注册证延续注册,格隆汇
818,2020-03-09,欧普康视(300595.SZ)股东陶悦群质押1400万股及解除质押2800万股,格隆汇
819,2020-02-25,欧普康视：2019年净利润同比增41.86%（业绩快报）,Wind
820,2020-02-25,欧普康视(300595.SZ)业绩快报：2019年度净利润升41.86%至3.07亿元,格隆汇
821,2020-02-25,收藏！A股50只优质白马股盘点！（名单）,金融界
822,2020-02-24,欧普康视最新股东户数下降5.07%筹码趋向集中,证券时报网
823,2020-02-17,欧普康视：欧普民生、董事尹茵合计减持0.68%公司股份 减持股份,Wind
824,2020-02-17,欧普康视(300595.SZ)：欧普民生及尹茵合计减持272.9万股减持计划实施完毕 拟减持股份,格隆汇
825,2020-02-11,欧普康视：疫情的影响主要是延后了业务开展 是短期的,e公司
826,2020-02-04,欧普康视：多个子公司捐赠抗疫物资,中证网
827,2020-02-03,欧普康视子公司捐赠护目镜助力抗击疫情,中证网
828,2020-01-25,“鼠”你最美：扣非净利连续高增长 外资超买股奉上,证券时报
829,2020-01-15,业绩预喜！欧普康视（300595.SZ）盘中涨超7%，逾3000万解禁股周五登场,格隆汇
830,2020-01-15,A股异动 | 欧普康视(300595.SZ)大涨近7% 盈喜获多机构唱好,格隆汇
831,2020-01-14,欧普康视预计2019年盈利2.81亿元～3.24亿元 同比增长30%～50%,资本邦
832,2020-01-14,欧普康视：1.5亿股限售股1月17日解禁，实际可流通3758万元 解禁,Wind
833,2020-01-14,欧普康视2019年度净利润预增30%-50%,上证报
834,2020-01-14,欧普康视：预计2019年净利润同比增长30.0%-50%,Wind
835,2020-01-14,欧普康视：2019年净利同比预增30%-50%,e公司
836,2020-01-14,欧普康视(300595.SZ)：2019年净利预增30%-50%,格隆汇
837,2020-01-12,欧普康视、乐普医疗、健帆生物、开润股份、我武生物荣获第17届财经风云榜创业板“2019年度竞争力企业”,和讯
838,2020-01-11,行业报告|研究了79家上市医用耗材企业，我们得出了这几条2020发展洞见,汇聚南药
839,2020-01-03,欧普康视(300595.SZ)：欧普民生累计减持184.315万股  减持股份,格隆汇
840,2019-12-31,"欧普康视现2笔大宗交易 共成交2,299.00万元",新浪
841,2019-12-31,欧普康视今日大宗交易成交55万股，成交价41.8元折价11.68%,Wind
842,2019-12-31,欧普康视(300595.SZ)：医疗器械生产许可证变更 涉硬性接触镜护理液,格隆汇
843,2019-12-22,业绩真空期，中长期战略布局医药龙头好时机！【西南证券医药|1222周报】,国广有话说
844,2019-12-22,医疗保健：板块短期偏谨慎 集采有望下周发文,川财证券
845,2019-12-11,欧普康视900万元再投资宣城百秀 持股比例上升至60%,上证报
846,2019-12-11,午间公告：洪涛股份公司将价值2.19亿元的“16巨洋债”在上交所以票面价2亿元挂牌出售,Wind
847,2019-12-10,欧普康视：第三类医疗器械产品硬性接触镜护理液注册变更,Wind
848,2019-12-10,欧普康视(300595.SZ)：第三类医疗器械产品硬性接触镜护理液注册变更,格隆汇
849,2019-12-09,机构扎堆调研九洲药业,财富动力网
850,2019-12-03,欧普康视(300595.SZ)：约231.91万股限制性股票12月6日解禁 解禁,格隆汇
851,2019-12-03,欧普康视：231.91万股限售股12月6日上市流通 解禁,Wind
852,2019-12-03,欧普康视(300595.SZ)：拟对六安康视增资1150.10万元占股51%,格隆汇
853,2019-12-03,欧普康视增资控股六安康视,上证报
854,2019-12-03,午间公告：三只松鼠全渠道成交额破100亿元,Wind
855,2019-12-03,欧普康视：没有打价格战的想法，目前产品单价有所提高,Wind
856,2019-12-03,欧普康视：没有打价格战的想法 目前产品单价有所提高,第一财经
857,2019-12-03,"白马股罕见连续两跌停,暴涨20倍大牛股罕见翻车,它们还有机会吗 连续下跌",证券时报
858,2019-12-03,机构抱团股翻车 8股创历史新高后回调超20%,证券时报
859,2019-12-03,上周17家药企获机构密集调研,信息时报
860,2019-12-02,机构调研:千合弘毅访九洲药业 博道东方红探欧普康视,新浪
861,2019-12-02,欧普康视：拟1342.65万元增资入股泉州欧普 拓展泉州地区业务布局,发布易
862,2019-11-21,欧普康视(300595.SZ)拟以股权受让及增资扩股方式投资靖江欧普睛呈 占股51%,格隆汇
863,2019-11-21,“医药一哥”恒瑞医药进军眼科 A股还有哪些值得关注的眼科公司,凤凰网
864,2019-11-20,欧普康视(300595.SZ)股东南京欧陶质押156.09万股,格隆汇
865,2019-11-20,【欧普康视】大幅拉升0.58% 股价创近2个月新高,金融界
866,2019-11-19,【欧普康视】大幅拉升0.24% 股价创近2个月新高,金融界
867,2019-11-19,医药板块整体依然突出，创新药、医疗器械等多条主线表现亮眼！,制药网
868,2019-11-18,欧普康视(300595.SZ)：54.19万股限制性股票解除限售条件已成就,格隆汇
869,2019-11-18,欧普康视(300595.SZ)拟向21名激励对象首次授予76.52万股限制性股票,格隆汇
870,2019-11-18,欧普康视(300595.SZ)拟回购注销8.94万股限制性股票,格隆汇
871,2019-11-18,欧普康视：两股东合计减持0.21%股份 减持股份,Wind
872,2019-11-18,欧普康视(300595.SZ)：欧普民生及尹茵减持期过半 合计减持86.82万股 减持股份,格隆汇
873,2019-11-15,【欧普康视】大幅拉升0.74% 股价创近2个月新高,金融界
874,2019-11-14,【欧普康视】大幅拉升0.96% 股价创近2个月新高,金融界
875,2019-11-13,医药板块早盘走强 史上最大规模医保药品准入谈判启动,中投网
876,2019-11-13,医疗保健板块涨势突出 欧普康视再度创出历史新高,巨丰财经
877,2019-11-13,【欧普康视】大幅拉升6.64% 股价创近2个月新高,金融界
878,2019-11-13,毛利率碾压茅台，股价频创新高，原来有ROE撑腰！21只白马股业绩或持续高增长,证券时报
879,2019-11-12,长期受益于消费升级 消费类医药龙头股备受机构青睐,大众证券报
880,2019-11-07,多只牛股已翻倍 医疗器械的好股票都在这里了(附表),腾讯网
881,2019-11-05,抱团股越抱越紧！385只个股创历史新高,上证报
882,2019-11-04,医药股核心资产集体新高 四大资金狂扫货 这些股目标涨幅30%以上,证券时报网
883,2019-10-30,【欧普康视】公告点评：护理液生产获批有望增厚EPS，上调20-21年盈利预测,医心医意要健康
884,2019-10-29,"欧普康视事件点评:自产护理液注册获批,有望增厚公司利润",国元证券
885,2019-10-27,欧普康视：业绩持续靓丽 买入评级,财通证券
886,2019-10-26,【欧普康视】19Q3点评：业绩符合预期，暑期销售强劲,医心医意要健康
887,2019-10-25,欧普康视：前三季度净利润同比增38.60%,Wind
888,2019-10-25,逾300股年内创历史新高，60股自高点回撤幅度超40%,Wind
889,2019-10-24,【民生医药】医药生物2019年三季报总结：基本面进入值得期待的新周期,杏林建研
890,2019-10-22,欧普康视(300595.SZ)股东南京欧陶质押59万股,格隆汇
891,2019-10-22,德视佳登陆港交所 中国眼科市场“风云再起”,新京报
892,2019-10-22,医药生物行业:药监局发布注射剂一致性评价相关文件,国联证券
893,2019-10-21,欧普康视三季度业绩预告点评:角膜塑形镜需求仍处于上升通道中,世纪证券
894,2019-10-18,欧普康视：视觉健康赛道扩容下的国产角膜塑形镜领航者,证券时报网
895,2019-10-17,欧普康视再现股东质押股份 前三季度盈利超2.1亿,新京报
896,2019-10-17,欧普康视(300595.SZ)：股东欧普民生质押277万股,格隆汇
897,2019-10-15,"医药生物行业:关注带量采购全国扩面,聚焦核心资产",东吴证券
898,2019-10-14,欧普康视：销量持续加速，业绩高增长延续,--
899,2019-10-14,"欧普康视2019年三季报预告点评:暑假保持强劲销售,奠定全年高增长基调",光大证券
900,2019-10-13,【中信建投中小盘】欧普康视：三季度业绩预告增速符合预期， 再次推出股权激励计划,中信建投中小市值
