,2021-12-31,农业银行诉宁波银行9.86亿汇票合同纠纷案败诉 诉讼纠纷,券商中国
4362,2020-09-18,银行股早盘全线走强 常熟银行涨逾3%,中国经济网
4363,2020-09-18,公募牌照究竟香不香？有人折价出售有人大笔收购,上证报
4364,2020-09-18,民生加银基金股东折价转让股权 近三年净利下降明显 交易价格异常,中国经济网
4365,2020-09-18,贷款占比上升 负债成本仍高 利差总体恶化——从上市银行中报看债市走向（海通固收 姜珮珊）,姜超宏观债券研究
4366,2020-09-17,被雅戈尔差点“玩坏”的宁波银行重组贷款增近200%！新增逾期增近90%！ 违约失信,新浪
4367,2020-09-17,40家公司获海外机构调研,证券时报网
4368,2020-09-17,31股主力资金净流入超亿元,证券时报网
4369,2020-09-17,银行：新一轮业绩/估值分化的起点-兼论头部银行估值天花板在哪里？,新浪
4370,2020-09-17,中金：新一轮银行业绩与估值分化的起点,中金点睛
4371,2020-09-16,为更好的出发 | 宜兔&房房惠不动产服务升级,凤凰网
4372,2020-09-16,A股进入4000+时代 大牛市是这样诞生的,中国基金报
4373,2020-09-16,宁波银行(002142.SZ)：雅戈尔集团近日累计减持1.09%股份 减持股份,格隆汇
4374,2020-09-16,宁波银行：雅戈尔集团减持比例达总股本1.09% 减持股份,Wind
4375,2020-09-16,17股特大单净流入资金超1亿元,证券时报网
4376,2020-09-16,迦南科技(300412.SZ)到期赎回本金2000万元理财产品,智通财经
4377,2020-09-16,2020复盘：今年以来非银基本面阿尔法最显著公司竟然是它,金融界
4378,2020-09-16,21股主力资金净流入超亿元,证券时报网
4379,2020-09-16,【国海固收·靳毅团队】银行板块估值回落，同业存单发行量抬升,靳论固收
4380,2020-09-16,策略流动性专题：成交维持相对低位 周期性行业较为抗跌,新浪
4381,2020-09-16,机构集中调研中小创 四大行业进入机构法眼,投资快报
4382,2020-09-16,机构集中调研中小创 四大行业进入机构法眼,财富动力网
4383,2020-09-15,股市流动性偏弱，两融大幅下行——资金面周观察,修炼投资的水晶球
4384,2020-09-15,半年业绩观察丨浙商银行：盈利被宁波银行反超，风险指标出现抬头,和讯
4385,2020-09-15,【银行】8月金融数据点评：社融超预期多增，M1增速提升,中银证券研究
4386,2020-09-15,44亿主力资金近三日杀入白马股概念股,证券时报网
4387,2020-09-15,远期利率协议内部操作规程和风险管理制度备案名单,银行间市场协会
4388,2020-09-15,9月15日主力资金净流出106亿元,证券时报网
4389,2020-09-15,大赚近20亿元！投资赚的钱远超主营业务 这家“投资圣手”密集抛售银行股,中证报
4390,2020-09-15,一个多月赚近20亿！这家公司投资赚的钱远超主业,中证报
4391,2020-09-15,永赢基金新任厉大业为首席产品官 曾为鑫元基金产品总监,新浪
4392,2020-09-15,中银证券：随着国内经济形势逐步转好 银行板块后续配置意愿有望提升,证券时报网
4393,2020-09-15,纺织服装行业：行业改善趋势明确,东方证券
4394,2020-09-15,120家公司获机构调研（附名单）,证券时报网
4395,2020-09-15,股海导航 9月15日沪深股市公告提示,新浪
4396,2020-09-15,雅戈尔“三驾马车”进退失据 回归主业为何屡败屡战深陷泥沼？,投资者网
4397,2020-09-14,增持效果不佳 上市银行破净仍超八成,北京商报
4398,2020-09-14,雅戈尔：近期减持宁波银行4687.47万股，获利4.33亿元,Wind
4399,2020-09-14,2020年9月15日涨停板早知道：七大利好有望发酵,新浪
4400,2020-09-14,晚间重要公告2020年9月14日星期一,Wind
4401,2020-09-14,9月14日晚间上市公司十大重磅公告,巨丰财经
4402,2020-09-14,雅戈尔(600177.SH)：9月8日-9月14日出售宁波银行4687.47万股,格隆汇
4403,2020-09-14,雅戈尔套现64亿宁波银行股票获净利超18亿 仍持股超10%,观点地产网
4404,2020-09-14,雅戈尔：近期减持宁波银行4687.47万股 获利4.33亿元 减持股份,e公司
4405,2020-09-14,金融科技系列研究之二：消费金融行业剖析：逐鹿消金新赛道 零售生态迎变局,新浪
4406,2020-09-14,30股主力资金净流入超亿元,证券时报网
4407,2020-09-14,高位回调分歧渐显，机构关注重心未曾改变,Wind
4408,2020-09-14,银行行业：8月社融高增，银行板块防御性凸显，维持“看好”评级,东方证券
4409,2020-09-14,巨·大盘 | 多重利好促市场反弹 冲高回落预示中期调整延续,巨丰财经
4410,2020-09-14,百亿募资！龙头扩产积极，猪肉价格将下行？,Wind
4411,2020-09-14,巨丰收评：反弹不会一步到位,巨丰财经
4412,2020-09-14,【读财报】上市银行监管指标排行：10家拨备覆盖率超300%,面包财经
4413,2020-09-14,不良双降、营收增速强悍 郑州银行高质量发展靠什么？,新浪
4414,2020-09-14,11天赚3300万！上市公司成投资圣手 监管函来了,中证报
4415,2020-09-14,新华财经·读财报|上市银行拨备覆盖率半数超250%,光明网
4416,2020-09-14,高毅、千合、景林、重阳、星石、淡水泉6大百亿明星私募调研频次加快 三季度重点持仓或与被调研股共振,红周刊
4417,2020-09-14,19股获20家以上机构扎堆调研 宁波银行最受关注,证券时报网
4418,2020-09-14,互联网借贷研究框架：监管博弈,新浪
4419,2020-09-14,175家机构扎堆调研宁波银行，5家百亿私募现身，还盯上这些股（名单）,21世纪经济报道
4420,2020-09-14,36家银行半年赚8554亿，比去年少赚898亿，四大行每天赚走31亿 盈利能力下降,搜狐
4421,2020-09-14,市场震荡调整机构调研“失焦”,中证报
4422,2020-09-14,最牛银行股又获175家机构调研,中国基金报
4423,2020-09-14,机构调研热情降温贵州轮胎越南项目受关注,证券时报
4424,2020-09-13,科创50ETF即将打响这些科技股近期有多家机构调研！,搜狐
4425,2020-09-13,【兴证金融 傅慧芳】银行业周报（09.07-09.13）：8月社融略超预期，料4季度延续较高增速,兴证金融
4426,2020-09-13,医疗器械龙头获200多家机构扎堆调研，这些关键信息机构最关心！高增长低估值的调研股名单曝光,证券时报
4427,2020-09-13,高毅等6大百亿私募调研频次加快 三季度重点持仓或与被调研股共振,红周刊
4428,2020-09-13,银行角度看8月社融：需求修复是主要驱动 利于经济和银行板块,新浪
4429,2020-09-13,102家公司获机构调研（附名单）,证券时报网
4430,2020-09-13,海外机构调研股名单双塔食品最受关注,证券时报网
4431,2020-09-13,史上最“不务正业”公司11天狂赚3300万！5个月获利近8亿，靠的是什么？交易所出手了！,每日经济新闻
4432,2020-09-13,上交所对秦安股份下发监管工作函:11天狂赚3300万 5个月获利近8亿,每日经济新闻
4433,2020-09-12,11天狂赚3300万 5个月获利7亿多！“投资圣手”秦安股份收交易所监管函 问询,中证报
4434,2020-09-12,“投资圣手”5个月获利7亿多，交易所监管函来了！ 问询,中证报
4435,2020-09-12,2020年8月金融统计与社会融资规模数据解析：社融大超市场预期 政府债券放量,新浪
4436,2020-09-12,个股资金流向,财富动力网
4437,2020-09-11,温州银行率先试水：地方专项债补充中小银行资本实例全解,和讯
4438,2020-09-11,青岛银行理财子公司获准开业，开业理财子公司增至18家,澎湃新闻
4439,2020-09-11,两市成交额跌破7000亿，创业板注册制后单日最低！超800亿资金撤离科技板块，芯片巨头被砸盘,证券时报网
4440,2020-09-11,833亿主力资金近三日大量撤出中小创,证券时报网
4441,2020-09-11,38股主力资金净流入超亿元,证券时报网
4442,2020-09-11,62家公司获海外机构调研,证券时报网
4443,2020-09-11,银行板块年末迎解禁高峰 5家银行将释放196亿流通股 解禁,和讯
4444,2020-09-11,*ST围海部分银行账户解冻并新增银行账户冻结3730.30万元 资产查封,资本邦
4445,2020-09-11,【读财报】上市银行半年度经营数据：营收资产保持增长，净利润增长喜忧参半,新华网
4446,2020-09-11,福然德股份有限公司首次公开发行股票网下初步配售结果及网上中签结,证券时报
4447,2020-09-11,114家公司获机构调研（附名单）,证券时报网
4448,2020-09-10,躺着赚钱已成往事，银行下沉薄利多销,财经杂志
4449,2020-09-10,9月10日主力资金净流出606亿元,证券时报网
4450,2020-09-10,上市银行中报：数字化、智能化、线上化业务收入增势突出,中投网
4451,2020-09-10,121家公司获机构调研（附名单）,证券时报网
4452,2020-09-09,2分钟读财报|卖男装不如炒股 雅戈尔抛售宁波银行大赚13.7亿,新浪
4453,2020-09-09,大盘为何逐渐走弱：重要股东频频高位套现，从股市抽血，打压股民信心,中国经济周刊
4454,2020-09-09,22股主力资金净流入超亿元,证券时报网
4455,2020-09-09,今年首家A股上市银行来了！厦门银行发行股份缩水近2/3,21世纪经济报道
4456,2020-09-09,宁波银行服务跨境电商 已在15个分行推出,金融界
4457,2020-09-09,巨丰早评：A股短期底部将再受考验,巨丰财经
4458,2020-09-09,拨备增长吞噬上市银行净利，上半年计提资产减值逾8600亿元同比增38.61%,Wind
4459,2020-09-08,基本面与政策面共振，券商、保险、银行已“触底”，估值修复行情随时会启动,红周刊
4460,2020-09-08,银行板块 静待风起,红周刊
4461,2020-09-08,卖服装的凭啥逆势上扬？玩投资获利13亿，搞地产赚11亿,南都报
4462,2020-09-08,顶层规划驱动，还是主动寻求变革？浅看中外开放银行发展,中国电子银行网
4463,2020-09-08,六家城商行上调薪酬支出，这家银行人均月涨5100元,和讯
4464,2020-09-08,股份制银行AUM为何逆势大涨？派生存款效果如何？,中投网
4465,2020-09-08,巨丰收评：两大板块超跌反弹 大盘短线底部探明,巨丰财经
4466,2020-09-08,A股震荡筑底传递重要信号一类股超跌反弹一触即发,搜狐
4467,2020-09-08,茅台、五粮液资金流出现分歧银行、保险股资金大幅流入,金融界
4468,2020-09-08,巨丰午评：大盘震荡筑底 金融股超跌反弹,巨丰财经
4469,2020-09-08,中银证券*晨会聚焦20200908,中银证券研究
4470,2020-09-08,WEMONEY研究室朝闻：雅戈尔抛售宁波银行套现获利13.7亿；36家上市行上半年合计降薪5.9亿,凤凰网
4471,2020-09-08,银行降薪实锤了：但人均仍超2万 六大行全部降薪却有银行逆势加薪,21世纪经济报道
4472,2020-09-08,银行降薪实锤？合计下降5.9亿元，但人均仍超2万,21世纪经济报道
4473,2020-09-08,晚间公告热点追踪：两只创业板股将被实施其他风险警示,新浪
4474,2020-09-08,近一个月套现获利13.7亿！雅戈尔抛售宁波银行赚嗨了,证券时报
4475,2020-09-08,上市公司正负面新闻2020年9月8日星期二,Wind
4476,2020-09-08,楼市融资面临洗牌？ 四季度银行授信或趋审慎,中证报
4477,2020-09-08,A股头条：国务院提出优化北京市内免税店布局，宁德时代称不会放弃NCM811技术路线,金融界
4478,2020-09-08,雅戈尔抛售宁波银行赚嗨了近一个月套现获利13.7亿！,证券时报
4479,2020-09-08,长线资金布局银行股大揭秘,财富动力网
4480,2020-09-08,银行降薪实锤？合计下降5.9亿元 但人均仍超2万,21世纪经济报道
4481,2020-09-08,如何应考注册制改革？深市公司信披考核的高分“秘籍”,21世纪经济报道
4482,2020-09-08,神操作！近1个月大举套现，获利13.7亿！A股服装巨头“炒股”赚翻了,中国基金报
4483,2020-09-07,中报放大镜：私人银行梯队分化 头部机构着力差异化服务、中小机构难分羹,北京商报
4484,2020-09-07,晚间资讯｜国电电力已耗资8亿回购2%股份；VR/AR全球盛会下周开幕,证券时报网
4485,2020-09-07,A股头条之上市公司（9.8）,金融界
4486,2020-09-07,近一个月套现获利13.7亿！这家知名服装公司抛售宁波银行赚嗨了，投资收益甩了主业几条街,证券时报网
4487,2020-09-07,破天荒！六大国有银行净利下滑一成，比比哪家员工日子更苦 盈利能力下降,腾讯网
4488,2020-09-07,房贷占比保持稳定 理财收入出现分化,期货日报
4489,2020-09-07,雅戈尔累计出售宁波银行1.45亿股 获净利13.67亿元,中国证券网
4490,2020-09-07,【主力资金】超5亿资金封板第三代半导体概念龙头，锂电池龙头被猛砸,证券时报网
4491,2020-09-07,宁波银行(002142.SZ)：雅戈尔已于8月14日-9月4日减持6343.7199万股 减持股份,格隆汇
4492,2020-09-07,宁波银行：雅戈尔集团减持比例达总股本1.06%公司股份 减持股份,Wind
4493,2020-09-07,雅戈尔(600177.SH)9月1日-7日出售宁波银行4733.38万股,格隆汇
4494,2020-09-07,雅戈尔：累计出售宁波银行1.45亿股 交易金额48.29亿元,中国网
4495,2020-09-07,雅戈尔：累计出售宁波银行1.45亿股，投资收益约13.67亿元,Wind
4496,2020-09-07,雅戈尔：累计出售宁波银行1.45亿股 投资收益约13.67亿元,e公司
4497,2020-09-07,9月7日主力资金净流出718亿元,证券时报网
4498,2020-09-07,房贷、消费贷、理财产品都有哪些新动向？——从上市银行半年报看百姓“钱”途,新华网
4499,2020-09-07,盘点16家农商行最新消费贷数据,金融界
4500,2020-09-07,时代银行周报 | 银保监会首次通报银行业消费投诉情况，信用卡业务为重灾区,时代在线
4501,2020-09-07,基金早班车|还能买吗？39只消费主题净值再创新高 QFII持仓前五大中就有美的集团,金融界
4502,2020-09-07,【金工】半导体芯片获资金增持，LOF成交活跃度上升——公募基金周报,渤海证券研究
4503,2020-09-07,券商晨会观点速递,第一财经
4504,2020-09-07,中泰证券：看多银行行业 重点关注这些股,第一财经
4505,2020-09-07,22万亿银行理财净值化转型大扫描——理财子公司过渡期步调各异 市场化构建殊途同归,全景网
4506,2020-09-07,【银行&非银】投资投行实力，将成为券商核心竞争力来源,国泰君安证券研究
4507,2020-09-07,中金：论银行业绩负增长与股票表现的关系，纠正三个错误认识,中金点睛
4508,2020-09-07,长亮科技拥有400家银行核心系统客户 成立项目组研究数字货币技术,长江商报
4509,2020-09-07,城商行上半年业绩表现突出 中间业务收入成新利润增长点,新浪
4510,2020-09-07,上市银行中期盈利8554亿加大拨备计提 不良率平均1.43%七成拨备覆盖率超200%,长江商报
4511,2020-09-07,中泰证券：重申转看多银行业 重点看好招商银行和宁波银行,证券时报网
4512,2020-09-07,理财子公司过渡期步调各异，市场化构建殊途同归,Wind
4513,2020-09-07,长线资金布局银行股大揭秘：社保基金“最爱”平安银行,证券日报
4514,2020-09-07,QFII二季度新进151股 中国建筑被增持最多,中国基金报
4515,2020-09-07,22万亿银行理财净值化转型大扫描 理财子公司过渡期步调各异,证券时报
4516,2020-09-07,理财子公司过渡期步调各异市场化构建殊途同归,证券时报
4517,2020-09-07,长线资金布局银行股大揭秘 社保“最爱”平安养老金“独宠”常熟银行,证券日报
4518,2020-09-06,深度！银行业2020中报的关键词：稳健、分化；重申转看多行业【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
4519,2020-09-06,【兴证金融 傅慧芳】银行业周报（08.31-09.06）：上市银行中期业绩靴子落地，8月社融料延续较高增速,兴证金融
4520,2020-09-05,13家上市城商行中报对比：六家规模破万亿，北京和郑州银行增收反降利,零壹财经
4521,2020-09-05,【南京银行】资产质量和息差稳定，ROE较高,志明看金融
4522,2020-09-05,A股城商行净利多呈正增长，有头部城商行存业绩隐忧,Wind
4523,2020-09-05,11家银行理财子公司半年赚超30亿 权益类资产是未来增收点,中国经营报
4524,2020-09-05,银行制造业贷款大增 资产质量渐企稳,中国经营报
4525,2020-09-04,【银行中报观察】A股城商行净利多呈正增长有头部城商行存业绩隐忧,经济观察报
4526,2020-09-04,浙江造血干细胞捐献突破600例,中新网
4527,2020-09-04,银行业投资策略报告：加大拨备计提力度应对资产质量压力,新浪
4528,2020-09-04,银行业20年半年报综述：相信自然增长 出清存量风险,新浪
4529,2020-09-04,宁波银行推出跨境电商收款服务,电商报
4530,2020-09-04,富时中国A50调整：万华化学入富，山东两企业被纳入该指数,中新网
4531,2020-09-04,制造业企业大放异彩 上半年484家上市浙企近9成盈利,证券日报
4532,2020-09-04,股份制银行AUM逆势大涨 招行代销基金销售额增长207%,21世纪经济报道
4533,2020-09-04,上市银行支持实体经济力度加大,中国经济时报
4534,2020-09-04,食品消费迎巨震 市场风格或切换,财富动力网
4535,2020-09-03,新华社：“最赚钱板块”利润普降，银行业为啥赚得少了？ 盈利能力下降,澎湃新闻
4536,2020-09-03,36家上市银行全景：预测全年盈利将下滑12% 盈利能力下降,Wind
4537,2020-09-03,36家上市银行全景：拨备拖累利润增长 预测全年盈利将下滑12% 盈利能力下降,经济观察网
4538,2020-09-03,上市银行加大拨备计提力度 多家银行不良率上升 资产异常,中投网
4539,2020-09-03,富时罗素指数将调整成分股，国家重启核电建设，一文梳理核电概念股龙头,财经
4540,2020-09-03,中银证券：银行下半年预计整体风险可控 看好板块绝对收益,证券时报网
4541,2020-09-03,北向资金增持市值超5000万元股票(附名单),中财网
4542,2020-09-03,【银行】银行业2020年半年报综述：营收增长稳健，夯实拨备应对不确定风险,中银证券研究
4543,2020-09-03,富时中国A50指数纳入万华化学、中公教育等5只个股,资本邦
4544,2020-09-03,前8个月长城环保主题领涨 15只基金亏损,金融投资报
4545,2020-09-03,830盘前情报丨逾700亿元核电项目获核准；这个品种8月价格上涨近20%（附股）,21世纪经济报道
4546,2020-09-03,港股盘前必读：香港证监会将撤销对私人开放式基金型公司施加的所有投资限制,Wind
4547,2020-09-03,创业板再度演绎传奇，5股纳入富时中国A50指数,Wind
4548,2020-09-03,富时A50指数调整：东方财富等5股新纳入，中兴通讯等剔除,澎湃新闻
4549,2020-09-03,多家银行不良率上升 上市银行加大拨备计提力度,中证报
4550,2020-09-02,富时中国A50新纳入、剔除各5只A股，9月18日收盘后生效,第一财经
4551,2020-09-02,富时A50指数最新调整来了：万华化学、隆基股份等5股纳入，中兴通讯等被删除！中国债券“入富”悬念即将揭晓,证券时报网
4552,2020-09-02,万华化学等5只A股被纳入富时中国A50指数,Wind
4553,2020-09-02,万华化学等5只个股被纳入富时中国A50指数,中证网
4554,2020-09-02,大行股价跌跌不休 超7成股价破净,第一财经
4555,2020-09-02,36家上市银行赚了8554亿元，超7成股价破净,中证报
4556,2020-09-02,13家城商行11家净利正增长：宁波银行杭州银行增逾12%,澎湃新闻
4557,2020-09-02,复星高科一宗150亿元超短期融资券获准注册,中国网
4558,2020-09-02,首创集团一宗40亿元超短期融资券获准注册,中国网
4559,2020-09-02,多家上市银行获北上资金、险资和社保基金大举买入,证券时报网
4560,2020-09-02,前8月15只基金亏损 4家公司各占两席,金融投资报
4561,2020-09-02,银行“中考”成绩单出炉：让利实体经济成亮点,中投网
4562,2020-09-02,重磅！朱少醒、傅鹏博上半年重仓股大曝光！这家公司被极度看好 ！,格隆汇
4563,2020-09-02,海澜之家库存高企VS雅戈尔不务正业 男人的钱到底好挣不？,中金在线
4564,2020-09-02,靳毅：同业存单发行小幅回落，理财发行明显缩水,金融界
4565,2020-09-02,49公司获得增持评级-更新中,中财网
4566,2020-09-02,下决心“回归主业”的雅戈尔地产、投资业务贡献近9成,搜狐
4567,2020-09-02,A股8月12位董事长套现过亿，9月37家公司拟年内减持 减持股份,21世纪经济报道
4568,2020-09-02,银行员工苦乐不均，宁波银行工资到手3.5万，农行1万出头,21商评网
4569,2020-09-02,券商金股出炉！上月最牛金股涨45% “金九月”如何布局？,中国财富网
4570,2020-09-02,36家A股银行中报综述：悲观兑现出清风险，景气回升修复估值,倪军金融与流动性研究
4571,2020-09-02,【新时代银行团队】招商银行：依托“金融科技+零售”一体两翼的飞轮效应，非息业务优势凸显,新时代证券研究
4572,2020-09-02,券商金股出炉！看“金九月”如何布局？,上证报
4573,2020-09-02,外资二季末操盘曝光：QFII新进152股，乐普医疗最受捧,澎湃新闻
4574,2020-09-02,9月开门红难掩热点涣散，看“聪明钱”如何投资A股,Wind
4575,2020-09-02,A股8月减持榜：海康威视副董事长套现逾33亿元，还有这些公司的董事长都在减持 减持股份,21世纪经济报道
4576,2020-09-02,雅戈尔半年盈利28.76亿增近42% 地产业务净利增3.3倍助推业绩上升,长江商报
4577,2020-09-02,净利下滑叠加信贷放量 银行补充资本“求钱若渴” 盈利能力下降,上证报
4578,2020-09-02,银行业降薪了吗？待遇最好的还在涨,21商评网
4579,2020-09-01,银行机构微博影响力哪家强？浦发银行无缘前十,新浪
4580,2020-09-01,金融机构财报中的拓客密码,经济观察网
4581,2020-09-01,上市银行上半年资产质量如何？半数银行不良率上升 资产异常,和讯
4582,2020-09-01,【研报掘金】经济持续复苏估值底部确认 银行板块已进入绝对收益期,证券时报网
4583,2020-09-01,半年报季银行股价哪家强：城商行表现抢眼，国有大行整体萎靡,澎湃新闻
4584,2020-09-01,2020年银行业中报综述：关注经营实质 而非账面数字,新浪
4585,2020-09-01,金融行业客户数同比增近8倍 兑吧（1753.HK）持续发力金融行业SaaS,金融界
4586,2020-09-01,二季度外资配置股曝光：QFII、陆股通共同加仓29股,Wind
4587,2020-09-01,半年报里的秘密：银行拨备计提实情,21世纪经济报道
4588,2020-09-01,21深度丨半年报里的秘密：银行拨备计提实情,21世纪经济报道
4589,2020-09-01,宁波银行南京分行：六项措施润泽实体企业发展,和讯
4590,2020-09-01,注意！QFII上半年持股路径曝光！聪明钱都去哪儿了？专家：不建议此时“抄作业”！,中国财富帮
4591,2020-09-01,上市银行“风控强基”支持实体力度加强,经济日报
4592,2020-09-01,【宁波银行】ROE持续领先，资产质量优异,志明看金融
4593,2020-09-01,中银证券：银行估值安全垫进一步夯实 建议关注招商银行等,证券时报网
4594,2020-09-01,830盘前情报丨7家公司三季报净利预增超10倍；买入这些基金可能遭受重大损失,21世纪经济报道
4595,2020-09-01,明星基金经理半年报披露！影子重仓股曝光,券商中国
4596,2020-09-01,宁波银行(002142)半年报点评报告：规模驱动 保持强劲增长,新浪
4597,2020-09-01,越秀集团：成功发行20亿元超短期融资券 票面利率1.58%,中国网
4598,2020-09-01,银行股估值已在底部 资金二季度精准加仓,中国证券网
4599,2020-09-01,银行2Q20业绩回顾：一轮非典型盈利提升 一次更彻底的报表出清,新浪
4600,2020-09-01,9月1日 13股盘前利好公告速递,中财网
4601,2020-09-01,国君晨报 | 青岛啤酒（600600）、银行中报业绩解读,国泰君安
4602,2020-09-01,每日财报｜雅戈尔获近9亿投资收益豆神教育就侵权提及诉讼,搜狐
4603,2020-09-01,银行股估值已在底部 资金二季度精准加仓,上证报
4604,2020-09-01,银河证券：银行业资产质量整体可控 估值处于历史低位配置价值明显,证券时报网
4605,2020-09-01,最新公告透露利好 13只个股有望爆发（09.01）,中金在线
4606,2020-09-01,国泰君安：银行板块已进入绝对收益期,e公司
4607,2020-09-01,830盘前情报丨7家公司三季报净利预增超10倍；纸价连续上涨，纸浆期货一度涨停,21世纪经济报道
4608,2020-09-01,股海导航 9月1日沪深股市公告提示,新浪
4609,2020-09-01,北向资金动向盘点：减仓80亿，“食、药”是重点,Wind
4610,2020-09-01,中金：中国财富管理竞争格局拆解，有望重构零售银行体系,中金点睛
4611,2020-09-01,【早安新时代】晨会早读2020/09/01：今日关注五粮液、扬农化工、三七互娱、宁波银行,新时代证券研究
4612,2020-09-01,宁波银行：业绩稳健增长，抗疫免息贷款惠及3.9万户小微企业,面包财经
4613,2020-09-01,财富早知道 | 再惹官司！范冰冰被乐视告上法庭,中国财富网
4614,2020-09-01,上市公司正负面新闻2020年9月1日星期二,Wind
4615,2020-09-01,受三大因素影响，上市银行上半年净利润同比降逾9%,Wind
4616,2020-09-01,详解3973份A股半年报：25家“双增”公司市值合计比年初增长逾3824亿元,Wind
4617,2020-09-01,加大拔备、让利实体,时代周报
4618,2020-09-01,加大拨备让利实体 银行业绩负增长无需悲观,时代在线
4619,2020-09-01,解构上市银行上半年资产质量,21世纪经济报道
4620,2020-09-01,强势封涨停，“股神”雅戈尔又火了！刚减持A股，一把大赚近9亿！,中国基金报
4621,2020-08-31,A股二季度业绩降幅收窄，机构集中看好哪些行业？,南都报
4622,2020-08-31,雅戈尔服装不振依靠地产及投资，偿债压力大抛售宁波银行收益9亿 | 中报季,新浪
4623,2020-08-31,9月1日十大利好公告：ST游久实控人变更为周五云,中国证券网
4624,2020-08-31,【收盘简评】2020-08-31,赢家之星
4625,2020-08-31,上市城商行中报交卷，净利表现PK掉了大行和股份行,第一财经
4626,2020-08-31,【招商策略】公募基金半年报的几个信息——金融市场流动性与监管动态周报,招商策略研究
4627,2020-08-31,【国盛策略&行业】9月配置建议及金股,尧望后势
4628,2020-08-31,公告精选：雅戈尔出售宁波银行投资收益近9亿；汇金股份控股股东拟减持股份,e公司
4629,2020-08-31,雅戈尔出售宁波银行股份 累计增加净利9亿元,上证报
4630,2020-08-31,招行VS宁波VS平银：“中期考”成色几何？,Wind
4631,2020-08-31,2020年9月1日涨停板早知道：七大利好有望发酵,新浪
4632,2020-08-31,晚间重要公告2020年8月31日星期一,Wind
4633,2020-08-31,【超级大单】这个概念大爆发，一天7股创新高，5亿资金追捧龙头,证券时报网
4634,2020-08-31,【主力资金】主力紧急抛售消费电子概念龙头，出逃资金超7亿元 股票卖空,证券时报网
4635,2020-08-31,公告点题｜8月31日这些公告有看头,第一财经
4636,2020-08-31,16股特大单净流入资金超2亿元,证券时报网
4637,2020-08-31,神州信息长短线结合显成效 上半年归母净利1.57亿元同比增长超两成,证券日报
4638,2020-08-31,雅戈尔：近期出售4845万股宁波银行股票，产生投资收益近9亿元,Wind
4639,2020-08-31,雅戈尔：近期出售4845万股宁波银行股票 产生投资收益近9亿元,e公司
4640,2020-08-31,雅戈尔(600177.SH)8月12日-31日出售宁波银行4844.71万股 产生投资收益约8.98亿元,格隆汇
4641,2020-08-31,时代银行周报 | 半年报即将披露完毕，银行板块或迎估值修复窗口,时代在线
4642,2020-08-31,高瓴、高盛、美林持仓曝光，医药、科技是QFII二季度“心头好”，不少个股三季报预喜,红周刊
4643,2020-08-31,又赚翻了！万亿级基金销售“大蛋糕” 这些机构成倍增长！,中国基金报
4644,2020-08-31,宁波银行营收净利均呈两位数增长，不良贷款率微增至0.79%,零壹财经
4645,2020-08-31,周一机构一致看好的七大金股（08.31）,中金在线
4646,2020-08-31,巨丰早评：中报窗口封闭 市场或风格切换,巨丰财经
4647,2020-08-31,猛增1.5万亿，私行财富爆发！,中国基金报
4648,2020-08-31,估值是个问题 基金经理直面选股难题,中国证券网
4649,2020-08-31,宁波银行(002142)：营收维持高增 资产质量持续优异,新浪
4650,2020-08-31,猛增1.5万亿 私行财富爆发!高净值私行客户超80万,中国基金报
4651,2020-08-31,晨会0831 | 半年报业绩披露收官,中信建投证券研究
4652,2020-08-31,猛增1.5万亿 私行财富大爆发！“一哥”2.5万亿最牛！最新排名来了,中国基金报
4653,2020-08-31,刚刚出炉！猛增1.5万亿，私行财富大爆发！“一哥”2.5万亿最牛,Wind
4654,2020-08-31,财富大爆发:主要私行资产规模暴增约1.5万亿 超过去年增长金额,中国基金报
4655,2020-08-31,国有大行净利润下降超过10%，银行股日子不好过，拐点要来了吗？ 盈利能力下降,搜狐
4656,2020-08-31,QFII二季末持仓曝光：加仓成长股 乐普医疗获7家QFII青睐,中国基金报
4657,2020-08-31,八成A股盈利折射经济韧性二季度明显回暖,证券时报
4658,2020-08-31,半年赚近18亿！六大行理财子公司盈利首次全曝光，最赚钱却是这家,中国基金报
4659,2020-08-30,下周！年内最高点，会被拿下？（附下周机会）,搜狐
4660,2020-08-30,【华创计算机王文龙团队】银信科技（300231）深度研究报告：银行IT投资景气度高，业绩高增确定性较强,蚊子搞科研
4661,2020-08-30,110亿免息贷款惠及3.9万户小微，宁波银行各项财务指标居然还都稳住了｜十字财经,和讯
4662,2020-08-30,详解宁波银行2020中报：成长持续，财富管理新跑道，持续重点推荐【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
4663,2020-08-30,【兴证金融 傅慧芳】银行业周报（08.24-08.30）：上市银行中报显著分化，营收普遍放缓但不良/拨备差异性加大,兴证金融
4664,2020-08-30,困难是优秀企业的试金石，宁波银行的经营韧性！,环球老虎财经
4665,2020-08-30,宁波银行(002142)：盈利增速领跑者 龙头效应凸显,新浪
4666,2020-08-30,宁波银行(002142)：业绩表现超预期 重申2020年2.5XPB目标价,新浪
4667,2020-08-29,机会！！创业板涨停里的新物种,搜狐
4668,2020-08-29,以史为鉴，当前时点买银行地产，还是中小创？,中国基金报
4669,2020-08-29,独家：28家上市银行交出上半年成绩单，这11家净利润大幅下降！ 盈利能力下降,腾讯网
