,2021-12-31,制药行业火热收官，中药板块领涨，龙头片仔癀遇冷「制药行业周榜」,华夏时报
1391,2021-02-08,常春藤资产蒋煜:机构抱团是伪命题 云计算SAAS服务是无敌商业模式,新浪
1392,2021-02-08,片仔癀今日大宗交易成交6.32万股，成交价378.95元溢价0.0%,Wind
1393,2021-02-08,民族品牌指数创历史新高 片仔癀涨停,上证报
1394,2021-02-08,西南证券给予片仔癀评级，国宝名药走向全国，一核两翼展翅腾飞,每日经济新闻
1395,2021-02-08,A股收盘综述：沪指缩量涨逾1%，进入假期模式,Wind
1396,2021-02-08,片仔癀涨停！云南白药涨停！中药板块强势爆发,金融界
1397,2021-02-08,快讯：“药中茅台”片仔癀午后涨停 市值接近2300亿,新浪
1398,2021-02-08,片仔癀触及涨停再创新高，同仁堂、众生药业、白云山等跟涨,Wind
1399,2021-02-08,中药股集体走强云南白药涨停片仔癀逼近涨停创历史新高,格隆汇
1400,2021-02-08,片仔癀大涨7.14%，振幅7.12%,中新经纬
1401,2021-02-08,片仔癀持续走强 股价创历史新高,证券时报网
1402,2021-02-08,医药行业周报：第四批集采落地 持续看好创新及相关产业链CXO,西南证券
1403,2021-02-08,新华社民族品牌指数多只成分股表现强势,中证报
1404,2021-02-07,医药生物行业2020业绩前瞻：2020板块分化明显 下半年医疗服务等有序复苏,新浪
1405,2021-02-07,医药生物行业周报：新冠变异后是否需要常态化免疫加强？智飞新高后继续强烈看好,新浪
1406,2021-02-05,片仔癀今日大宗交易成交10.44万股，成交价344.5元溢价0.0%,Wind
1407,2021-02-05,中国中免、智飞生物、片仔癀、阳光电源等明星股刷新历史新高,Wind
1408,2021-02-05,中信证券：第四批带量采购降价符合预期 未来带量采购对市场冲击料将减小,证券时报网
1409,2021-02-04,片仔癀今日大宗交易成交17.48万股，最低成交价337.0元溢价0.0%,Wind
1410,2021-02-04,医药行业重大事项点评：第四批带量采购拟中选结果产生 降价幅度符合预期,新浪
1411,2021-02-03,上海家化(600315)：Q4净利润高增609% 大超预期 百亿收入未来可期,新浪
1412,2021-02-03,上海家化(600315)：Q4盈利持续改善 业绩超预期,新浪
1413,2021-02-03,片仔癀2月3日大宗交易成交3596.71万元,证券时报网
1414,2021-02-03,医药生物2月月报：寻业绩主线 重点关注CXO等高增长赛道,新浪
1415,2021-02-02,基金经理年终奖7000万？抱团股笑了，6000亿巨头创新高,中国基金报
1416,2021-02-02,片仔癀(600436.SH)创历史新高市值逼近2000亿,格隆汇
1417,2021-02-02,中国中免、片仔癀、泸州老窖、荣盛石化等明星股再创历史新高,Wind
1418,2021-02-02,医药生物行业：四季度常规诊疗继续恢复 板块业绩增速提升,广发证券
1419,2021-02-02,医药行业周报：短期流动性收紧 如何看医药后市机会？,西南证券
1420,2021-01-29,医药行业重大事项点评：国务院发布药品带量采购意见 应采尽采 范围更广,新浪
1421,2021-01-29,"片仔癀现3笔大宗交易 共成交7,579.40万元",新浪
1422,2021-01-29,片仔癀关联企业等共同成立健康管理公司，经营范围含远程健康管理服务,企查查
1423,2021-01-29,2020年片仔癀营收、净利增长，转型看齐“云南白药”,药智网
1424,2021-01-29,90家A股公司交出“成绩单”，37家营收净利双位数增长,21世纪经济报道
1425,2021-01-28,A股业绩快报前瞻：90家公司已交出“成绩单”，37家营收净利双位数增长,21世纪经济报道
1426,2021-01-28,"片仔癀现2笔大宗交易 共成交6,140.93万元",新浪
1427,2021-01-28,“中药一哥”地位生变？肝炎药王独霸市场销售再暴涨，逼“国民神药”出大招,米内网
1428,2021-01-28,片仔癀(600436)公司跟踪报告：核心产品片仔癀量价齐升高景气 化妆品业务筹划分拆,新浪
1429,2021-01-27,"片仔癀现3笔大宗交易 共成交6,491.07万元",新浪
1430,2021-01-26,片仔癀16年提价19次，把一粒药做成奢侈品,斑马消费
1431,2021-01-25,片仔癀现3笔大宗交易合计成交38.35万股,证券时报网
1432,2021-01-25,片仔癀(600436)动态点评：业绩基本符合预期 归母净利润增速超过营收,新浪
1433,2021-01-25,一粒590元，药中的“奢侈品”，片仔癀虚吗？,钛媒体
1434,2021-01-25,"片仔癀现3笔大宗交易 共成交11,869.80万元",新浪
1435,2021-01-25,医药生物行业周报：2020Q4公募基金重仓医药持仓几何？继续强调Q1医药躁动期,新浪
1436,2021-01-25,医疗健康行业2020年报业绩预览：四季度业绩加速恢复,新浪
1437,2021-01-25,63份年度业绩快报亮相，超八成实现净利润同比增长,Wind
1438,2021-01-23,制药行业一周风云榜:中药一哥争夺白热化 药明康德市值突破4000亿,华夏时报
1439,2021-01-23,4个注射剂被调查，招投标、开单提成……中纪委再掀反腐风暴！片仔癀、同仁堂登胡润品牌榜 其他违规处罚,米内网
1440,2021-01-22,"片仔癀现1笔大宗交易 共成交3,197.88万元",新浪
1441,2021-01-22,谢治宇、董承非等十大明星经理重仓股大曝光,中国基金报
1442,2021-01-21,"片仔癀现1笔大宗交易 共成交3,240.19万元",新浪
1443,2021-01-21,片仔癀(600436)：国宝名药走向全国 一核两翼展翅腾飞,西南证券
1444,2021-01-21,胡润品牌榜：工行和建行跌出十强 分列第15名和第19名,新浪
1445,2021-01-21,【医药-马帅】片仔癀：全年业绩略超预期，片仔癀系列和化妆品双轮驱动增长,安信证券研究
1446,2021-01-20,片仔癀大宗交易成交11.24万股成交额3296.07万元,证券时报网
1447,2021-01-20,片仔癀(600436)2020年度业绩快报点评：业绩符合预期 核心产品稳健增长,新浪
1448,2021-01-20,"片仔癀现1笔大宗交易 共成交3,296.07万元",新浪
1449,2021-01-20,医药生物行业报告：中外新冠疫苗PK 孰优孰劣？,新浪
1450,2021-01-20,片仔癀(600436)：业绩增长符合预期 量价齐升再次显现,新浪
1451,2021-01-19,公告精选丨三连板爱施德收关注函，这家公司2020年净利预增超4倍,21世纪经济报道
1452,2021-01-19,盘后公告集锦|华天科技定增募资51亿元加码高端封测 片仔癀2020年净利润同比增长21.27%,财联社
1453,2021-01-19,片仔癀2020年净利同比增长21%-公告解读-上市公司-,中国财富网
1454,2021-01-19,晚间重要公告2021年1月19日星期二,Wind
1455,2021-01-19,"片仔癀现1笔大宗交易 共成交1,597.15万元",新浪
1456,2021-01-19,茅台史上最大利空？但斌“戒酒！”机构：继续紧抱白酒,券商中国
1457,2021-01-19,片仔癀(600436.SH)2020年度归母净利润同比增长21.27%至16.667亿元,智通财经
1458,2021-01-19,片仔癀业绩快报：2020年度净利润16.67亿元 同比增长21.27%,财联社
1459,2021-01-19,片仔癀业绩快报：2020年净利16.67亿元 同比增21%,e公司
1460,2021-01-19,片仔癀(600436.SH)业绩快报：2020年净利升21.27%至16.67亿元,格隆汇
1461,2021-01-19,片仔癀：2020年净利润同比增长21.27%（业绩快报）,Wind
1462,2021-01-19,医药行业周报：关注两大政策变化 推荐“创新”+“药店”,新浪
1463,2021-01-18,片仔癀现1笔大宗交易 共成交581.62万元,新浪
1464,2021-01-18,50亿营收的片仔癀，贵过200亿营收的云南白药，合理吗？,钛媒体
1465,2021-01-18,医药生物：中国创新药是否到了国际化的拐点？,新浪
1466,2021-01-17,A股新逻辑：赛道、指数与抱团,Wind
1467,2021-01-17,医药行业每周医览药闻：如何看待医药零售板块的政策机遇,新浪
1468,2021-01-16,制药行业市值排行榜：恒瑞医药市值稳居首位，君实生物市值缩水过千亿 连续下跌,华夏时报
1469,2021-01-15,片仔癀现1笔大宗交易 共成交284.19万元,新浪
1470,2021-01-15,A股午盘综述：上证指数跌0.53%，抱团股继续下挫、银行保险护盘未果,Wind
1471,2021-01-15,海天味业、英科医疗、片仔癀、云南白药、药明康德等热门抱团股集体大跌,Wind
1472,2021-01-15,2020年，这2家市值站上千亿大关的药企受关注,制药网
1473,2021-01-15,每日理财观察：我国外贸进出口连续7个月实现正增长,Wind
1474,2021-01-15,抱团股集体重摔，科技要“爷青回”？,Wind
1475,2021-01-14,云南白药vs片仔癀 谁能先到2000亿？,新浪
1476,2021-01-14,A股收盘综述：上证指数跌0.91%，长城汽车、酒鬼酒、航发动力等抱团强势股跌停,Wind
1477,2021-01-14,医药生物行业：Q4医药板块延续恢复态势 结构性机会突出,新浪
1478,2021-01-14,A股午盘综述：上证指数触底反弹跌0.29%，机构抱团股杀跌、中字头股再度走强,Wind
1479,2021-01-13,小米的锅？云南白药一季度炒股大亏 7 亿，1400 亿市值不及片仔癀 投资失误,砍柴网
1480,2021-01-13,侃财丨开“自己”的车，很尴尬,证券时报网
1481,2021-01-13,民族品牌指数跌0.48% 科沃斯片仔癀创新高,上证报
1482,2021-01-13,谁才是“中药一哥”？片仔癀市值超云南白药，一粒药卖590元,网易
1483,2021-01-13,A股午盘综述：上证指数跌0.08%，中字头基建股大涨,Wind
1484,2021-01-13,片仔癀涨超5%再创新高，中药板块转涨,Wind
1485,2021-01-12,片仔癀现1笔大宗交易 共成交783.00万元,新浪
1486,2021-01-11,"片仔癀现1笔大宗交易 共成交1,959.24万元",新浪
1487,2021-01-11,医药行业周报：从历史复盘看“高景气度龙头”抱团趋势,新浪
1488,2021-01-08,"片仔癀现1笔大宗交易 共成交3,099.37万元",新浪
1489,2021-01-06,云南白药3日暴涨20%，滞涨白马回归？,格隆汇
1490,2021-01-06,兴证医药行业2021年1月投资月报：创新药差异化、国际化时代开启,新浪
1491,2021-01-06,医药行业一周观察：国药新冠疫苗附条件获批上市 紧握创新龙头,新浪
1492,2021-01-05,2020年十大话题基金：白酒永远滴神，新能源是救世主！,格隆汇
1493,2021-01-05,中药股集体走强：云南白药连续第二日涨停 片仔癀首度站上300元,格隆汇
1494,2021-01-05,炒作还是实力，片仔癀凭什么比云南白药贵？,搜狐
1495,2021-01-05,聚焦结构、强者恒强、盯牢业绩，绩优私募新年布局紧扣三大关键词,Wind
1496,2021-01-04,片仔癀(600436.SH)及控股子公司通过高新技术企业认定,格隆汇
1497,2021-01-04,天风证券：12月金股组合盈利1.66% 1月荐股名单出炉,新浪
1498,2020-12-29,医药行业周报：海外疫情引关注 “国谈”下创新药企业面临新考验,新浪
1499,2020-12-29,医药生物行业报告：继续重点关注创新核心竞争力和医药大消费两大投资方向,新浪
1500,2020-12-28,医药行业整体或存风险，自下而上仍多机会,湛述宏观
1501,2020-12-24,贝壳投研：百年民族品牌云南白药，成了名副其实的日化厂？,新浪
1502,2020-12-22,医药生物行业报告：医保谈判落地不确定性消除 加大医药优质赛道关注度,新浪
1503,2020-12-22,医药生物行业周报：“三重行业红利 五重公司催化”助推智飞生物 强调Q1医药躁动机会,新浪
1504,2020-12-16,片仔癀今日大宗交易成交1.21万股，成交价252.01元溢价0.0%,Wind
1505,2020-12-16,【从300个瞬间看2020】健康：疫苗突围 耗材集采 健康的舍与得,北京商报
1506,2020-12-14,医药生物行业周报：2021医药“春季躁动”有望提前到来 关注医药消费投资机会,新浪
1507,2020-12-10,2021年度策略行业策略：医药黄金时代行情不会缺席 2021只是更加极致聚焦,新浪
1508,2020-12-09,民族品牌指数跌1.02% 片仔癀上涨4.65%,上证报
1509,2020-12-08,医药生物行业2020年12月投资月报：医药反弹持续性如何？,新浪
1510,2020-12-07,创新引领专注主业持续强化公司治理 福建上市公司质量提升在行动,证券日报网
1511,2020-12-07,医药生物行业周报：狂犬单抗未来会是大品种吗？再次强调12月是医药底部布局期,新浪
1512,2020-12-07,医药生物行业12月月报：静待医药政策落地期 关注重磅品种研发进展和优质细分赛道,新浪
1513,2020-12-07,医药行业周报：医药反弹OR反抽？,西南证券
1514,2020-12-07,医药生物行业研究周报：从批签发变化来看血制品行业有望迎来高景气度,新浪
1515,2020-12-05,福建上市公司董事长谈贯彻落实国务院《意见》系列——片仔癀刘建顺：老字号要守正创新传承精华,上证报
1516,2020-12-04,集采重压下，中药企业开始“花式”突围,制药网
1517,2020-12-03,片仔癀(600436)跟踪报告：体验馆数量高速增长 有望持续带动药品销量增速,新浪
1518,2020-12-03,“业绩眼”:医药生物行业细分赛道谁在收复失地 谁在“拖后腿”？,红周刊
1519,2020-12-03,片仔癀关联公司销售劣药大青叶遭行政处罚 关联方问题,科技新闻网
1520,2020-12-03,私募大佬冯柳重仓股4个月蒸发120亿，背后发生了什么？,搜狐
1521,2020-12-01,片仔癀1类创新药PZH2108片获批临床,新浪
1522,2020-12-01,片仔癀(600436.SH)：新药PZH2108片获批临床试验,格隆汇
1523,2020-12-01,片仔癀：收到ZH2108片新药临床试验批准通知书,格隆汇
1524,2020-12-01,民族品牌指数涨1.68% 片仔癀领涨,上证报
1525,2020-12-01,生产销售假劣药，多家药企遭罚！三明片仔癀、华润 产品问题,医药资讯地方台
1526,2020-11-30,医药行业每周医览药闻：全国高耗集采 加速进口替代 推进产业创新,新浪
1527,2020-11-30,片仔癀子公司再次因销售劣药被行政处罚 关联方问题,中新网
1528,2020-11-25,罕见跳水！39倍大牛股遭遇历史最大跌幅,中国基金报
1529,2020-11-25,片仔癀现1笔大宗交易 共成交382.01万元,新浪
1530,2020-11-25,片仔癀今日大宗交易成交1.80万股，成交价212.23元溢价0.0%,Wind
1531,2020-11-25,片仔癀(600436.SH)：同意在研究院下设成立新部门-科技情报中心,格隆汇
1532,2020-11-25,未来5年中国牙膏市场发展前景预测分析,中投网
1533,2020-11-23,医药行业2021年度投资策略：以创新应对一切挑战,新浪
1534,2020-11-23,医疗健康行业：品牌OTC-拐点已来 全面看好,新浪
1535,2020-11-18,20个中成药厉害了！9个独家中成药亮眼 60亿大品种领跑,东方药网
1536,2020-11-18,商业贸易行业化妆品双十一电商数据跟踪专题：双十一线上数据亮眼 颜值经济势不可挡,新浪
1537,2020-11-17,明年医药板块怎么走？磨底+结构性行情,新康界
1538,2020-11-17,医药行业机遇和挑战并存，部分板块仍具备结构性机会,制药网
1539,2020-11-16,国元早安直通车,新浪
1540,2020-11-15,医药行业每周医览药闻：中国科技创新的卖水者 科学服务行业方兴未艾,新浪
1541,2020-11-13,医疗健康产业2021年投资策略：医疗投资迎来长跑期 关注医保控费下的新机遇,新浪
1542,2020-11-12,片仔癀主动撤回临床试验注册申请 治疗非酒精性脂肪性肝炎新药研发进度受挫,每日经济新闻
1543,2020-11-12,医药生物行业11月月报暨三季报总结：三季报医药整体表现良好 当前时点重点关注Q3业绩超预期的疫苗、CXO、医疗服务、零售药店等板块,新浪
1544,2020-11-12,片仔癀PZH2109胶囊临床试验注册申请终止,中国经济网
1545,2020-11-11,片仔癀治疗NSAH新药进度受挫 主动撤回临床试验注册申请,每日经济新闻
1546,2020-11-11,公告精选丨深康佳A拟参与建设半导体产业园，光环新网申报发行REITs，片仔癀撤回临床试验申请,21世纪经济报道
1547,2020-11-11,晚间重要公告2020年11月11日星期三,Wind
1548,2020-11-11,山航将推两架“片仔癀”号冠名飞机,民航资源网
1549,2020-11-11,片仔癀(600436.SH)：主动撤回“PZH2109胶囊”临床试验注册申请并获得批准,格隆汇
1550,2020-11-11,片仔癀：主动撤回PZH2109胶囊临床试验注册申请并获得批准,Wind
1551,2020-11-11,片仔癀分拆化妆品上市 下一个珀莱雅？,新浪
1552,2020-11-06,医药行业2021年投资策略：“双循环”背景下 “创新升级＋进口替代”引领医药大时代,西南证券
1553,2020-11-05,医药行业2020Q3持仓分析：医药仓位有所回落 紧握核心资产,西南证券
1554,2020-11-05,医药生物行业上市公司2020年三季报小结：疫情影响逐渐消退 关注高成长大龙头+细分冠军,新浪
1555,2020-11-05,【华创证券】东阿阿胶（000423）2020年三季报点评：渠道库存持续消化，短期逻辑高频验证,华创医药组公众平台
1556,2020-11-04,本土化妆品强势崛起 股价今年以来最高涨268%,证券时报
1557,2020-11-01,医药生物行业专题研究：从壁垒出发寻找医美领域的确定性机遇,新浪
1558,2020-11-01,医药行业每周医览药闻：医药零售板块2020年三季报业绩总结：抓住景气度提升明确的优质赛道,新浪
1559,2020-10-31,片仔癀拟分拆 化妆品带来的新机会？,经济观察报
1560,2020-10-30,片仔癢(600436)：业绩持续上升 化妆品业务拟分拆上市,新浪
1561,2020-10-29,590元一粒！“药中茅台”到底贵不贵？,搜狐
1562,2020-10-29,片仔癀分拆化妆品板块上市背后：核心产品毛利率不断下降 靠涨价撑业绩难持续 盈利能力下降,金融界
1563,2020-10-29,“中药茅台”只是虚名，无渠道优势的片仔癀疑似被“做空” 股票卖空,中访网
1564,2020-10-29,拟拆分化妆品上市市场不买账？老字号药企片仔癀上市路漫漫,华夏时报
1565,2020-10-29,百亿私募新进个股名单曝光，最牛股10月股价已翻倍（附重仓股全名单）,21世纪经济报道
1566,2020-10-29,解码7788份公募基金三季报：“吃药喝酒”仍为主流，明星基金经理持仓分化,Wind
1567,2020-10-28,2分钟读财报|590元/粒的片仔癀股价闪崩 涨价10%毛利率仍降 连续下跌,新浪
1568,2020-10-28,上海家化(600315)：Q3盈利端环比改善 产品渠道持续优化,国金证券股份有限公司
1569,2020-10-28,百亿私募重仓股曝光！高毅、林园、重阳……加仓减仓名单来了,券商中国
1570,2020-10-28,“药茅”片仔癀资本市场降温 涨价不灵了？,广州日报
1571,2020-10-28,涨价“一招鲜”不灵了？“药中茅台”片仔癀资本市场降温,中新网
1572,2020-10-27,涨价空间有限，片仔癀欲分拆子公司上市，争夺化妆品市场,时代财经
1573,2020-10-27,“中药一哥”片仔癀逼近跌停，私募股东频繁持减疑似“开跑”,医药资讯地方台
1574,2020-10-27,民间股神林园撤退，药中茅台片仔癀跌停，100倍市盈率有点贵！,搜狐
1575,2020-10-27,“药茅”片仔癀触及跌停：私募大佬跑没跑不知道 其他机构真在跑,中国网
1576,2020-10-27,“药茅”、“榨菜茅”跌真茅台也跟着跌，可以抄底吗?,财富动力网
1577,2020-10-26,跟着大佬的持仓买股，能有不错收益？,包子君
1578,2020-10-26,“药茅”片仔癀触及跌停：林园跑没跑不知道 其他机构真在跑,新浪
1579,2020-10-26,“民间股神”疑减持，“药茅”片仔癀一度触及跌停林园辩解：我没跑 减持股份,搜狐
1580,2020-10-26,白马股不香了？三大因素导致机构抱团瓦解,证券之星
1581,2020-10-26,股票仓位为94.25% 重仓片仔癀、美的集团等,中投网
1582,2020-10-26,片仔癀(600436)：业绩实现平稳增长 拟分拆化妆品公司上市,新浪
1583,2020-10-26,片仔癀：“薛叔”非公司经销商,Wind
1584,2020-10-26,片仔癀(600436)：业绩符合预期 化妆品子公司筹划分拆上市,国金证券股份有限公司
1585,2020-10-26,【A股三季报】白马股批量杀跌，林园都跑了……散户：作业不好抄,大猫财经
1586,2020-10-26,又崩了！真茅台半天暴跌900亿！冯柳出手，4000亿巨头罕见涨停,中国基金报
1587,2020-10-26,"又崩了！""药茅""开盘跌停，“榨菜茅”继续放量大跌，真茅台半天暴跌900亿！冯柳重拳出手，4000亿巨头罕见涨停！",中国基金报
1588,2020-10-26,"""药茅""开盘跌停！“榨菜茅”继续放量下跌，真茅台也跌了, 白酒小伙伴半日市值蒸发超800亿",中国基金报
1589,2020-10-26,【财报智读】片仔癀：2020年前三季度归母净利润13.29亿元，同比增长19.83%,面包财经
1590,2020-10-26,【面包财报】片仔癀：2020年前三季度归母净利润13.29亿元，同比增长19.83%,面包财经
1591,2020-10-26,解盘：大消费低迷，资金流入，充电桩、疫苗、动力电池领涨,Wind
1592,2020-10-26,片仔癀：从未授权个人在网络上经营片仔癀,e公司
1593,2020-10-26,A股异动 | 片仔癀(600436.SH)一度触及跌停 林园回应减持传闻 减持股份,格隆汇
1594,2020-10-26,片仔癀开盘一度触及跌停 多个产品毛利率下降 盈利能力下降,新浪
1595,2020-10-26,片仔癀跌停，中药行业整体跌2.01%,中新经纬
1596,2020-10-26,片仔癀跌近7%，拟筹划片仔癀化妆品分拆上市,Wind
1597,2020-10-26,片仔癀(600436)：三季度业绩符合预期 持续发力大健康市场,新浪
1598,2020-10-26,片仔癀：三季度业绩加速明显,财富动力网
1599,2020-10-26,片仔癀拟分拆化妆品业务上市 前三季度营收50.7亿日化业务增超44%,长江商报
1600,2020-10-26,百年历史品牌五芳斋张小泉排队冲刺A股 A股56家老字号市值年内增1.65万亿,长江商报
1601,2020-10-25,片仔癀多个产品毛利率下降 私募大佬林园三季度减持 盈利能力下降,每日经济新闻
1602,2020-10-25,林园称并未减仓片仔癀 明星基金经理们三季度抛弃了哪些旧爱？,21世纪经济报道
1603,2020-10-25,妆比药赚钱 片仔癀的化妆品业务欲单飞上市,北京商报
1604,2020-10-25,【天风医药】片仔癀：片仔癀量价齐升助业绩略超预期，拟分拆化妆品业务上市,思医辨药
1605,2020-10-25,片仔癀拟拆分化妆品业务上市,北京商报
1606,2020-10-25,第三代半导体概念股获扎堆调研 公司透露新内情,新浪
1607,2020-10-25,周末要闻2020年10月25日星期日,Wind
1608,2020-10-25,这只龙头股遭林园清仓式减持！今年以来股价上涨110%！网友崩溃：只留下一地鸡毛！高位追入的该怎么办？ 减持股份,网易
1609,2020-10-25,下周操盘攻略：监管出手止乱，价值终将回归,Wind
1610,2020-10-25,林园：并未减持片仔癀，系对基金规模进行分拆,Wind
1611,2020-10-25,林园独家回应：我们并未减持这只中药龙头，只是对基金规模做了调整而已,红周刊
1612,2020-10-25,多家百亿私募持仓浮出水面,中国基金报
1613,2020-10-24,百亿私募清仓式减持！网友炸了：说好的看大牛市呢？ 减持股份,Wind
1614,2020-10-24,这只医药大牛股遭私募大佬林园减持 减持股份,每日经济新闻
1615,2020-10-24,片仔癀拟分拆 化妆品带来的新机会？,经济观察报
1616,2020-10-24,上市公司正负面新闻2020年10月24日星期六,Wind
1617,2020-10-24,片仔癀拟筹划片仔癀化妆品分拆上市 前三季销售费用增长44%,中证网
1618,2020-10-23,片仔癀：拟分拆片仔癀化妆品上市 实现不同业务模块均衡发展,中证网
1619,2020-10-23,片仔癀前三季度净利润同比增近两成,上证报
1620,2020-10-23,片仔癀拟分拆控股子公司片仔癀化妆品上市,上证报
1621,2020-10-23,晚间重要公告2020年10月23日星期五,Wind
1622,2020-10-23,片仔癀公布三季报 前三季净利增加19.83%,新浪
1623,2020-10-23,10月23日晚间上市公司十大重磅公告,巨丰财经
1624,2020-10-23,片仔癀关于筹划控股子公司分拆上市的提示性公告,亿邦动力
1625,2020-10-23,三季度业绩见涨，“药中茅台”片仔癀还想拆分化妆品公司上市,奥一网
1626,2020-10-23,漳州片仔癀药业股份有限公司独立董事关于筹划控股子公司分拆上市的独立意见,亿邦动力
1627,2020-10-23,晚间公告｜10月23日这些公告有看头,第一财经
1628,2020-10-23,片仔癀：前三季度净利同比增近20%,第一财经
1629,2020-10-23,片仔癀(600436.SH)：拟筹划片仔癀化妆品分拆上市,格隆汇
1630,2020-10-23,片仔癀(600436.SH)：前三季净利同比增19.83%至13.29亿元,格隆汇
1631,2020-10-23,片仔癀：前三季度净利润同比增长19.83%拟分拆片仔癀化妆品上市,格隆汇
1632,2020-10-23,片仔癀：前三季度净利润同比增2成，拟将片仔癀化妆品分拆上市,Wind
1633,2020-10-23,犀牛财经晚报:哈投股份前三季净利降6成 片仔癀化妆品拟上市 盈利能力下降,GPLP犀牛财经
1634,2020-10-21,中药板块景气度回升，这些企业被看好！,汇聚南药
1635,2020-10-21,片仔癀今日大宗交易成交12.58万股，成交价243.12元溢价0.0%,Wind
1636,2020-10-21,中药消费板块景气度回升，头部公司业绩表现不俗,制药网
1637,2020-10-20,"片仔癀现1笔大宗交易 共成交1,509.33万元",新浪
1638,2020-10-19,片仔癀大宗交易成交16.43万股成交额3976.06万元,证券时报网
1639,2020-10-19,"片仔癀现1笔大宗交易 共成交3,976.06万元",新浪
1640,2020-10-19,医药生物行业报告：持续看好流感及肺炎相关疫苗销售 关注医药三季报业绩主线,新浪
1641,2020-10-15,"片仔癀现1笔大宗交易 共成交4,546.64万元",新浪
1642,2020-10-13,双节以来，一批药企高层“大换血”,制药网
1643,2020-10-12,A股早报2020年10月12日星期一,Wind
1644,2020-10-09,上海家化(600315)：股权激励方案落地 期待百年家化王者归来,新浪
1645,2020-10-09,"片仔癀现2笔大宗交易 共成交10,880.08万元",新浪
1646,2020-10-09,A股共发生57宗大宗交易成交12.18亿元（10月9日）,Wind
1647,2020-10-09,片仔癀：监事会主席辞职 董监高成员变化,Wind
1648,2020-10-09,片仔癀：董事洪东明辞职 董监高成员变化,Wind
1649,2020-09-29,"片仔癀现3笔大宗交易 共成交13,578.62万元",新浪
1650,2020-09-29,东阿阿胶(000423)首次覆盖报告：数字化营销助力长期增长 经典名方再创辉煌,新浪
1651,2020-09-28,片仔癀大宗交易成交4.75万股成交额1096.59万元,证券时报网
1652,2020-09-28,"片仔癀现1笔大宗交易 共成交1,096.59万元",新浪
1653,2020-09-28,片仔癀：新药临床试验申请获药监局审评受理,e公司
1654,2020-09-27,医药生物行业研究：2020年CSCO大会群星闪耀 24张图表详细梳理亮点荟萃,新浪
1655,2020-09-26,“巨无霸”接连登陆A股，千亿市值公司增至108家,Wind
1656,2020-09-25,"片仔癀现3笔大宗交易 共成交11,376.83万元",新浪
1657,2020-09-24,"片仔癀现1笔大宗交易 共成交1,983.46万元",新浪
1658,2020-09-23,"片仔癀现3笔大宗交易 共成交5,045.01万元",新浪
1659,2020-09-21,"片仔癀现4笔大宗交易 共成交18,159.44万元",新浪
1660,2020-09-20,医药行业一周观察：板块延续回调趋势 医保目录调整名单公布,新浪
1661,2020-09-18,医药行业专题研究：换个角度看医药 从财务指标和估值来挖掘医药领域的投资机会,新浪
1662,2020-09-18,机构备战业绩排名集中调仓现踩踏，白马龙头跌势未止,Wind
1663,2020-09-17,医药行业周报：医药品种“调结构” 关注 “快速复苏板块”+“医保降价免疫”,新浪
1664,2020-09-17,大消费大跌 A股考验机构“抱团”股 连续下跌,金融投资报
1665,2020-09-15,片仔癀：提价保增长难持续,和讯
1666,2020-09-15,融资客青睐1股，城投控股买入占比高达30.42%,Wind
1667,2020-09-14,A股收盘综述：创业板综指放量升3%超80股涨超10%，成交金额再超沪市,Wind
1668,2020-09-14,护城河概念板块表现低迷，亿帆医药、国药一致、云南白药、片仔癀等均大跌,Wind
1669,2020-09-14,新华社民族品牌指数连续五周跑赢上证指数,中证报
1670,2020-09-12,百年中药老字号开了咖啡店 咖啡会是同仁堂的“良药”吗？,华夏时报
1671,2020-09-12,片仔癀领涨、汾酒再创新高！核心资产或已步入“修复区间”，品牌龙头开启“分化周期”,红周刊
1672,2020-09-12,A股加速机构化，“抱团”松动引发市场震荡,证券时报
1673,2020-09-11,片仔癀现2笔大宗交易总成交金额1.18亿元,证券时报网
1674,2020-09-11,民族品牌指数涨1.83% 片仔癀上涨8.1%,上证报
1675,2020-09-11,片仔癀连续2日反弹 早盘收涨近6%,金融界
1676,2020-09-11,片仔癀(600436.SH)涨近7%为连续第二日反弹 此前5个交易日回调超16%,格隆汇
1677,2020-09-11,长江一级医疗保健行业冲高，ST康美连续9日涨停,Wind
1678,2020-09-11,北向资金动向盘点：继续缩量，重回医药,Wind
1679,2020-09-10,【中药榜】《2020中国中药研发实力排行榜 TOP50》隆重揭晓！,药智网
1680,2020-09-10,上半年营收净利双双下滑，半年开店3家门店扩张受阻，百年老字号同仁堂步履维艰 盈利能力下降,和讯
1681,2020-09-10,民族品牌指数涨0.98% 片仔癀领涨,上证报
1682,2020-09-10,金融界“金智奖”医药生物产业“ESG责任企业奖”（2020）,金融界
1683,2020-09-08,"片仔癀现4笔大宗交易 共成交17,038.68万元",新浪
1684,2020-09-07,"片仔癀现2笔大宗交易 共成交12,056.65万元",新浪
1685,2020-09-07,食品医药板块退潮 消费股天花板到了吗？,证券时报
1686,2020-09-06,股价6年涨10倍，今年又涨120%，片仔癀股票为何这么牛？,搜狐
1687,2020-09-06,医药生物行业：去伪存真,新浪
1688,2020-09-06,医药行业周报：板块回调 关注估值切换带来低估值板块投资机遇,新浪
1689,2020-09-06,医药行业每周医览药闻：2020年医药中报业绩总结：后疫情时代 关注需求复苏下蕴含的全球市场机会,新浪
