,2021-12-31,2021协同办公市场规模超500亿，为何大型政企更偏爱“收费”的360织语？,Ofweek
1363,2020-12-07,巨·热点 | 市场调整现分化 五板块盘中受追宠！,巨丰财经
1364,2020-12-07,电子(半导体)行业点评报告：半导体产业链格局优化 国产设备空间大,新浪
1365,2020-12-07,A股收盘综述：上证指数跌0.81%，沃森生物跌停成交金额近百亿元,Wind
1366,2020-12-07,半导体涨价潮起，行业高景气度将如何传导?丨牛熊眼,第一财经
1367,2020-12-07,国家大基金概念指数涨逾2%,Wind
1368,2020-12-07,中芯国际联手大基金落地芯片项目，芯片板块大幅高开,Wind
1369,2020-12-07,机械设备行业：设备升级赋能先进光伏工艺 重视工程机械需求持续性,新浪
1370,2020-12-06,【华西电子孙远峰团队—半导设备】半导体产业链格局优化，国产设备空间大,远峰电子
1371,2020-12-03,【太平洋机械】机械行业周报20201206：制造业投资向上，叉车保持强劲增长,太平洋机械大讲堂
1372,2020-12-03,2021年度电子行业投资策略：5G＋AI 芯片国产化,新浪
1373,2020-12-03,【东吴晨报1203】【策略】【固收】【行业】机械【个股】安琪酵母、国联股份,东吴研究所
1374,2020-12-03,【机械*陈显帆】 半导体设备行业月度数据点评：8寸晶圆产能严重紧缺，下游扩产利好设备商,东吴研究所
1375,2020-12-02,半导体板块午后继续走强 瑞丰光电涨12.41%,证券时报网
1376,2020-11-30,电子(半导体)行业点评报告：半导体材料需求看涨 联动晶圆产能扩张,新浪
1377,2020-11-30,策略丨持续关注周期及金融,Tebon好投资
1378,2020-11-29,【太平洋机械】机械行业周报20201129：bauma展再次印证行业高景气，继续推荐工程机械,太平洋机械大讲堂
1379,2020-11-29,【华西电子孙远峰团队-半导材料&晶圆扩张】半导体材料需求看涨，联动晶圆产能扩张,远峰电子
1380,2020-11-25,电子(半导体)行业：晶圆制造&封测双看涨 产业链条景气传导向上,新浪
1381,2020-11-24,半导体板块强势拉升，国产替代进程加速，关注三投资主线,证券时报网
1382,2020-11-23,机械设备行业：下游技改、扩产爆发 重视光伏设备投资机会,新浪
1383,2020-11-23,【东吴机械陈显帆】周观点：重视工程机械低波动周期下的强α，工业自动化持续回暖建议关注细分龙头,透视先进制造
1384,2020-11-22,电子元件行业周报：从M1芯片读苹果生态的野望,新浪
1385,2020-11-19,【华西电子-IC WORD纪要（下）半导体材料国产化自主创新路径】,远峰电子
1386,2020-11-19,【东吴机械陈显帆】周观点：重视变革期的光伏设备投资机会，工业自动化持续回暖建议关注细分龙头,透视先进制造
1387,2020-11-18,机械设备行业周报2020年11月第2期：10月挖掘机销量同比增长60.5% 工程机械持续高景气,新浪
1388,2020-11-16,【太平洋机械】机械行业周报20201115：疫后能源需求复苏，油气装备边际向上,太平洋机械大讲堂
1389,2020-11-14,半导体产业空间巨大 细分龙头加速成长,金融投资报
1390,2020-11-13,半导体芯片龙头股频遭减持，大基金年内套现近90亿元 减持股份,第一财经
1391,2020-11-12,半导体芯片龙头股频遭减持，大基金年内套现近90亿元 减持股份,第一财经
1392,2020-11-12,科技产业2021年投资策略：科技进步与中美再平衡下的新机遇,新浪
1393,2020-11-12,中信证券：A股科技板块估值回调后配置价值进一步凸显,证券时报网
1394,2020-11-12,6倍芯片巨头罕见跌停，背后原因或是它？,证券时报网
1395,2020-11-12,电子行业2021年度策略报告：深练内功 厚积薄发,新浪
1396,2020-11-12,【东吴电子王平阳团队】半导体周报：中芯国际多点开花直面挑战，助力本土IC生态完善,东吴电子研究
1397,2020-11-11,机械行业2021年投资策略：关注基建景气周期 理性看多新兴装备,新浪
1398,2020-11-10,电力电气设备行业-3Q持仓及陆港通分析：资金大幅流入 电池工控受到青睐,新浪
1399,2020-11-10,【行情】半导体集体下挫，晓程科技跌6%，卓胜微跌5%，圣邦股份、北方华创、沪硅产业跌幅居前 连续下跌,金十数据
1400,2020-11-09,【东吴机械陈显帆】周观点：工程机械、新能源设备高景气持续，建议维持重点关注,透视先进制造
1401,2020-11-09,忍不住了？2小时内，184亿资金争抢进场,上证报
1402,2020-11-08,北方华创：订单饱满、增长可期,半导体风向标
1403,2020-11-08,【太平洋机械】机械行业周报20201108：工程机械需求韧性强，租赁商成长空间广阔,太平洋机械大讲堂
1404,2020-11-06,【东吴机械陈显帆】周观点：建议持续超配新能源设备和工程机械龙头,透视先进制造
1405,2020-11-06,A股收盘综述：上证指数本周涨2.7%，长江一级家电制造、汽车行业均劲升超10%,Wind
1406,2020-11-06,【行情】半导体板块多股拉升，博通集成涨8%，华天科技、上海新阳涨6%，北方华创、长电科技等涨逾5%,金十数据
1407,2020-11-06,银河证券每日晨报,新浪
1408,2020-11-06,中芯国际概念板块拉升，上海新阳、北京君正、北方华创领涨,Wind
1409,2020-11-06,"留意一被""错杀""板块 3个月调整20% 但行业需求旺盛",21世纪经济报道
1410,2020-11-05,靴子落地最先受益或是它，半导体公司批量超预期,证券时报网
1411,2020-11-05,中银证券：半导体设备行业将持续处于高景气阶段 板块配置价值提升,证券时报网
1412,2020-11-05,半导体板块走强，沪硅产业-U、隆基股份、中微公司、北方华创涨幅居前,Wind
1413,2020-11-04,深度*行业*半导体设备行业点评：晶圆厂资本开支预期不断上调拉动国内外设备厂商业绩高增长 板块配置价值提升,新浪
1414,2020-11-04,交出十年来最佳三季度成绩单！半导体板块呈高景气丨牛熊眼,第一财经
1415,2020-11-04,接连出手，国家大基金二期青睐芯片龙头企业,中证报
1416,2020-11-04,电子行业周报：IPHONE销量继续火爆 半导体基本面改善,新浪
1417,2020-11-04,机械设备行业周报：看好工程机械全年需求 新兴板块三季报表现亮眼,新浪
1418,2020-11-03,第三代半导体板块卷土重来，产业链如何布局？,第一财经
1419,2020-11-03,2020年11月金股组合：兴证策略&多行业,新浪
1420,2020-11-03,否极泰来？半导体龙头强势涨停 分析师建议把握这三大主线,中财网
1421,2020-11-02,【太平洋机械】机械行业周报20201101：产品创新推动扫地机器人业绩超预期，关注商用机器人扩张,太平洋机械大讲堂
1422,2020-10-31,半导体产业景气度持续回升,Wind
1423,2020-10-30,半导体板块领涨，兆易创新涨停、北方华创大涨,第一财经
1424,2020-10-30,半导体板块三季报多数向好：利好政策望持续 关注超预期增长机会,中财网
1425,2020-10-30,芯片ETF涨超4%，成交额破15亿元,Wind
1426,2020-10-30,韦尔股份、北方华创冲击涨停，半导体板块午后继续拉升,Wind
1427,2020-10-30,A股午盘综述：上证指数半日微跌0.1%，伊利股份放量跌停,Wind
1428,2020-10-30,芯片股表现活跃，中芯国际-U、韦尔股份、兆易创新、深康佳A涨幅居前,Wind
1429,2020-10-29,华西证券：晶圆核心材料需求激增 国内龙头替代空间广阔,第一财经
1430,2020-10-28,【天风电子】北方华创：三季报超预期 先行指标彰示高成长回归,科技伊甸园
1431,2020-10-28,露笑科技百亿豪赌半导体领域 研发能力或成短板,挖贝网
1432,2020-10-28,【万联机械 | 季报点评】北方华创：业绩增长符合预期，全年有望保持高增长,万联证券研究所
1433,2020-10-28,北方华创(002371)：Q3营收快速增长 技术实力持续巩固,新浪
1434,2020-10-28,36公司获得增持评级-更新中,中财网
1435,2020-10-28,北方华创(002371)：Q3业绩高速增长 未来持续受益国产替代浪潮,广发证券
1436,2020-10-28,北方华创(002371)公司信息更新报告：公司发布三季报 经营状况持续向,新浪
1437,2020-10-28,【机械】北方华创：Q3业绩增速超预期，半导体设备市占率提升,中银证券研究
1438,2020-10-28,北方华创采购订单持续增长，国产化趋势愈发明显,Ofweek
1439,2020-10-28,北方华创丨点评：Q3业绩符合预期，预收款高增支撑未来业绩增长,透视先进制造
1440,2020-10-28,【国元电子】北方华创：业绩符合预期，综合性半导体设备龙头有望迎来双拐点,茂飞电子研究
1441,2020-10-27,半导体板块拉升，韦尔股份涨近4%,Wind
1442,2020-10-27,北方华创：积极开展股权激励计划试点,中证网
1443,2020-10-27,【太平洋机械】北方华创(002371)公司点评：三季度提速增长，合同负债及存货持续高位,太平洋机械大讲堂
1444,2020-10-27,北方华创前三季度净利润翻倍 大基金北上资金减持 减持股份,e公司
1445,2020-10-27,机械设备行业：全球半导体设备景气上行 设备国产化取得阶段性进展,财富动力网
1446,2020-10-26,【华西电子孙远峰团队-持续推荐北方华创】半导体设备国产化率提升，驱动业绩成长提速,远峰电子
1447,2020-10-26,北方华创(002371.SZ)第三季度归母净利润同比增长56.90%至1.42亿元,智通财经
1448,2020-10-26,北方华创(002371.SZ)第三季度净利润升56.9%至1.43亿元,格隆汇
1449,2020-10-26,电子行业研究：Q4消费电子将迎较高出货动能 产业基金持续加码CIS存储等高端方向,新浪
1450,2020-10-26,半导体行业点评报告：半导体硅片需求续涨 产业链受益蓄势待发,新浪
1451,2020-10-26,有研新材(600206)2020年三季报点评：单季业绩持续增长 靶材业务为核心驱动力,新浪
1452,2020-10-26,【太平洋机械】机械行业周报20201025：工程机械基本面强劲，继续重点推荐,太平洋机械大讲堂
1453,2020-10-25,进口替代具较大空间 半导体材料和设备公司按下快进键,金融投资报
1454,2020-10-23,北方华创 多领域接连取得新进展,北京商报
1455,2020-10-21,猝不及防，又是半导体龙头股闪崩！半导体板块到底怎么了？ 连续下跌,中证报
1456,2020-10-21,A股午盘综述：上证指数半日下滑0.35%，半导体、风电、军工板块领跌,Wind
1457,2020-10-21,芯片板块调整，芯片ETF逆势获资金关注,Wind
1458,2020-10-21,紫光国微封住跌停打压芯片板块，北方华创、华润微等普跌,Wind
1459,2020-10-21,半导体板块快速下行,Wind
1460,2020-10-20,北方华创：目前订单情况良好，未有计划研发光刻机,Wind
1461,2020-10-20,机械设备行业周报2020年10月第3期：9月挖掘机销量同比增长64.8% 工程机械持续高景气,新浪
1462,2020-10-19,半导体设备订单跟踪：北方华创斩获长存大额订单 设备国产化加速推进,新浪
1463,2020-10-19,机械军工行业周报：挖掘机9月销量再超预期；聚焦光伏／风电／锂电等新能源设备,新浪
1464,2020-10-19,机械周观点：工程机械淡化周期 增量犹在 继续看好推荐,新浪
1465,2020-10-19,洋河股份、北方华创等股近五日获机构净买入,证券时报网
1466,2020-10-17,市场主力避险医疗制药 游资大哥深套恒星科技,财富动力网
1467,2020-10-16,【中金科技】科技硬件周报（10/17）：投资人关注半导体贸易摩擦及iPhone 12,乐平科技视角
1468,2020-10-16,央企股权激励新规落地近一年上市公司踊跃“争鲜”,上证报
1469,2020-10-16,央企股权激励新规落地近一年，上市公司尝“鲜气”,上证报
1470,2020-10-16,央企股权激励新规落地近一年 上市公司踊跃“争鲜”,上证报
1471,2020-10-15,凯德石英：将以中芯国际、北方华创等为核心，打造12英寸高端石英制品生产线,中电网
1472,2020-10-14,【国信机械10月策略】季报行情将至，关注产业趋势向上细分行业投资机会,机械老司机
1473,2020-10-13,刚过会就迎利空？盛美股份母公司ACMR被做空机构控诉二宗罪 被出具沽空报告,资本邦
1474,2020-10-13,电子设备、仪器和元件行业周报：旺季来临蓄势待发 电子行业振翅跃飞,新浪
1475,2020-10-13,A股早报2020年10月13日星期二,Wind
1476,2020-10-13,又被减持！芯片龙头怎么了？公募社保也抛售,券商中国
1477,2020-10-13,机构紧握科技与消费机会 两游资大哥合买易事特,财富动力网
1478,2020-10-12,北方华创放量涨停，一机构买入1.89亿元,Wind
1479,2020-10-12,北方华创龙虎榜数据（10月12日）,Wind
1480,2020-10-12,第三代半导体板块尾盘爆发，捷捷微电冲击涨停,Wind
1481,2020-10-12,第三代半导体板块午后发力，易事特冲击涨停,Wind
1482,2020-10-12,【太平洋机械】机械行业周报20201011：新能源加速发展，利好光伏及锂电设备,太平洋机械大讲堂
1483,2020-10-11,半导体设备 | 8月点评：中芯国际部分供应商受到美国出口管制限制更严，设备在内的国产化刻不容缓,透视先进制造
1484,2020-10-11,【中信建投电子|刘双锋&雷鸣团队】周报：苹果和华为新机即将发布，台积电9月营收创新高,中信建投电子研究
1485,2020-10-09,电子行业月报：消费电子旺季将至 半导体景气度持续提升,新浪
1486,2020-10-06,时间表！中国芯片去美化产业链形成在即,云掌财经
1487,2020-10-01,捷佳伟创(300724)公司点评：定增加码PERC+、HIT及半导体设备,新浪
1488,2020-09-29,过节红包来了！半导体板块率领A股反弹，节后市场焦点是这个,中证报
1489,2020-09-29,A股午盘综述：上证指数半日升0.52%，航天军工、半导体领涨,Wind
1490,2020-09-28,机械设备：预计9月挖掘机销量持续大幅增长；光伏设备下半年需求旺盛,新浪
1491,2020-09-27,【中信建投电子|刘双锋&雷鸣团队】周报：新机发布潮拉动消费电子旺盛需求，MOSFET和面板涨价明确投资机会,中信建投电子研究
1492,2020-09-27,机械行业周报：工程机械销售数据强劲 继续重点推荐行业龙头,新浪
1493,2020-09-27,北方华创(002371.SZ)：完成发行5亿元超短期融资券,格隆汇
1494,2020-09-27,机械行业周报：挺进深水增储上产战略取得阶段性成果 中芯国际新工艺演进利好本土制程先进设备公司,西南证券
1495,2020-09-25,银河证券：继续看好工程机械以及专用设备中的高端制造（附股）,证券时报网
1496,2020-09-25,【银河机械】四季度策略：跟随工程机械的β，追寻高端制造的α,中国银河证券研究
1497,2020-09-24,机械行业：跟随工程机械的Β 追寻高端制造的Α,新浪
1498,2020-09-23,【研报掘金】“十四五规划”呼之欲出 第三代半导体前景广阔看好产业链龙头公司,证券时报网
1499,2020-09-22,【华西电子孙远峰团队】北方华创*系列一张图-持续推荐,远峰电子
1500,2020-09-22,【太平洋机械】机械行业周报20200927：工程机械销售数据强劲，继续重点推荐行业龙头,太平洋机械大讲堂
1501,2020-09-22,《周观点》系列：电子周报：华为芯片供应迎转机助力预期改善 PCB预期修复毛正,新浪
1502,2020-09-21,【太平洋机械】机械行业周报20200919：工博会自动化新品发展迅速，相关企业订单饱满,太平洋机械大讲堂
1503,2020-09-21,半导体板块表现活跃，中微公司、紫光国微、北方华创、通富微电大涨,Wind
1504,2020-09-20,机械行业周报：地方专项债发行节奏加快拉动基建需求 中芯国际申请继续供货华为,西南证券
1505,2020-09-20,电子行业每周市场动态追踪：苹果发布IWATCH及IPAD新机 持续引领IOT创新,新浪
1506,2020-09-18,国家大基金再出手，两大芯片股遭抛售，为何密集减持？,券商中国
1507,2020-09-17,A股收盘综述：创业板综指收涨0.41%，半导体概念炒作聚拢人气,Wind
1508,2020-09-17,A股午盘综述：创业板综指半日跌0.72%，资金热炒半导体和注册制次新股,Wind
1509,2020-09-17,芯片股多数走升，中芯国际-U、沪硅产业-U、寒武纪-U集体飘红,Wind
1510,2020-09-16,策略流动性专题：成交维持相对低位 周期性行业较为抗跌,新浪
1511,2020-09-16,北向资金动向盘点：净流入33.2亿，比亚迪占19%,Wind
1512,2020-09-15,北方华创：国家集成电路基金累计减持1%股份 减持股份,Wind
1513,2020-09-15,北方华创(002371.SZ)：国家集成电路基金累计减持495.12万股 减持数量过半  减持股份,格隆汇
1514,2020-09-15,北方华创：公司可提供第三代半导体相关设备,第一财经
1515,2020-09-15,北方华创：公司“碳化硅外延炉”已开始供应市场,Wind
1516,2020-09-15,北方华创：“大基金二期”尚未对公司有具体投资计划,Wind
1517,2020-09-15,A股收盘综述：创业板综指缩量收升0.34%，成交金额连续两日超沪市,Wind
1518,2020-09-14,【太平洋机械】机械行业周报20200912：政策鼓励可再生能源发展，扩产及技术迭代利好光伏设备,太平洋机械大讲堂
1519,2020-09-13,机械行业周报：8月PPI延续修复趋势 顺周期低估值板块持续受益,西南证券
1520,2020-09-10,深度*行业*A股半导体设备中报综述：二季度业绩环比大幅改善 核心产品研发和工艺验证持续进行,新浪
1521,2020-09-10,北方华创(002371.SZ)：国家集成电路基金持股变动比例达1%,格隆汇
1522,2020-09-10,北方华创：国家集成电路基金减持比例达总股本1% 减持股份,Wind
1523,2020-09-10,北向资金动向盘点：总持仓市值已降至1.88万亿,Wind
1524,2020-09-10,8月份国联安2只权益基金跌超9% 重仓科技股悲催了,中国经济网
1525,2020-09-09,北方华创(002371)公司首次覆盖报告：国内半导体设备布局最全龙头 前景可期,新浪
1526,2020-09-09,开源晨会0909丨调的是结构，不是仓位；中小创业绩延续回暖趋势；跨境电商专题报告,开源证券研究所
1527,2020-09-09,北方华创热压烧结设备有效降低能耗,北京商报
1528,2020-09-08,深V反转又跳水？别慌！告诉大家一个好消息，芯片股就要涨了！,中财网
1529,2020-09-08,机械设备行业-双循环格局对高端装备产业的影响分析：双循环新格局下的高端装备曙光,新浪
1530,2020-09-08,基金重仓股遭大面积抛售，两大市场争夺战即将打响？,证券时报网
1531,2020-09-07,【A股收盘综述】“炒小不炒大”，创业板综指跌1.6%成交金额3548亿元创新高,Wind
1532,2020-09-07,上证指数跌破3300点，猪肉、半导体股领跌,Wind
1533,2020-09-07,芯片股巨震！但板块内这些股票大涨20%,中证报
1534,2020-09-07,多只千亿大白马杀跌，机构抱团松动？外资减仓近30亿,中国基金报
1535,2020-09-07,2020年中国半导体薄膜沉积设备行业市场规模及发展趋势分析 国产化任重道远【组图】,前瞻研究院
1536,2020-09-07,中微公司、北方华创、兆易创新等跳水，半导体板块跌幅扩大,Wind
1537,2020-09-06,机械军工行业周报：持续看好军工、工程机械；制造业龙头中报好于预期、景气持续,新浪
1538,2020-09-06,机械行业周报：PMI连续半年高于荣枯线 第三代半导体发展利好国产设备,西南证券
1539,2020-09-06,【太平洋机械】机械行业周报20200905：机械板块估值优势明显，推荐细分景气行业,太平洋机械大讲堂
1540,2020-09-06,电子行业每周市场动态追踪：持续看好行业Q3表现 中美科技分叉倒逼长期发展,新浪
1541,2020-09-04,A股收盘综述：创业板综指低开高走收升0.37%，连续两周录得上涨,Wind
1542,2020-09-04,“大妖股”大跌14%，竟然翻红了……,中国基金报
1543,2020-09-04,【A股午盘综述】创业板综指半日跌0.83%，资金热炒半导体概念股,Wind
1544,2020-09-04,半导体板块涨近2%，中芯国际-U、三安光电、沪硅产业-U、中微公司等集体拉升,Wind
1545,2020-09-04,一款“热搜”基金非理性追逐：爆款基金的“投资陷阱”？,21世纪经济报道
1546,2020-09-03,【中报点评】北方华创：2020H1业绩符合预期，国产替代助力快速成长,吉森电子研究
1547,2020-09-03,北方华创(002371)：设备业务增势迅猛 在手订单高企H2展望良好,新浪
1548,2020-09-03,29公司获得推荐评级-更新中,中财网
1549,2020-09-02,电子行业2020年半年度总结和9月投资策略：军工、红外和苹果产业链持续高景气,光大证券
1550,2020-09-02,49公司获得增持评级-更新中,中财网
1551,2020-09-02,芯片板块表现疲软，中芯国际-U、韦尔股份等普跌,Wind
1552,2020-09-02,周三机构一致看好的七大金股（09.02）,中金在线
1553,2020-09-02,深度*公司*北方华创(002371)：业绩高增长 半导体设备先进工艺验证取得阶段性成果,新浪
1554,2020-09-02,大基金又出手，拟减持这家芯片封测龙头，年内已抛售多家芯片股 拟减持股份,Wind
1555,2020-09-01,北方华创 | 点评：H1预收款大幅增长，受益于晶圆厂新一轮扩产,透视先进制造
1556,2020-09-01,【天风电子】北方华创：中报业绩符合预期，全年成长逻辑不变,科技伊甸园
1557,2020-09-01,16年历史铁律将重现？9月还看科技股？,中证报
1558,2020-09-01,电子行业周报：苹果产业链持续向好 半导体韧性依旧,新浪
1559,2020-08-31,北方华创：业绩符合预期，全面受益国内半导体行业高增长【国元电子贺茂飞团队】,茂飞电子研究
1560,2020-08-31,北方华创(002371)：收入利润稳定增长 持续推进IC装备产品开发和市场开拓,新浪
1561,2020-08-31,北方华创(002371)：2Q业绩好于预期 受益于国内产线进口替代加速,新浪
1562,2020-08-31,【太平洋机械】北方华创(002371)公司点评：上半年工艺装备较快增长，期间费率大幅下降,太平洋机械大讲堂
1563,2020-08-31,机械行业周报：异质结项目陆续落地 关注光伏、换电设备,新浪
1564,2020-08-31,32家集成电路公司研发投入比超8.5% 4家市值超千亿10家股价年内翻倍,长江商报
1565,2020-08-31,亦庄“芯”企获中国半导体大奖青睐,北京商报
1566,2020-08-31,上市公司正负面新闻2020年8月31日星期一,Wind
1567,2020-08-30,【华西电子孙远峰团队-持续推荐北方华创】半导体设备应用持续突破，同步业绩快速增长,远峰电子
1568,2020-08-30,公告精选：闻泰科技上半年净利增逾7倍；北方华创上半年净利增43%,e公司
1569,2020-08-30,北方华创：上半年净利1.84亿元 同比增43%,e公司
1570,2020-08-30,北方华创(002371.SZ)半年度净利润升43.18%至1.84亿元,格隆汇
1571,2020-08-30,北方华创：上半年净利润同比增长43.18%,Wind
1572,2020-08-29,装备制造业半年报业绩喜人,Wind
1573,2020-08-28,电子行业日报：二季度NANDFLASH产业营收增长6.5%,新浪
1574,2020-08-27,机器人(300024)：1H20业绩低于预期 拟增发布局半导体装备,创业板
1575,2020-08-26,全球芯片巨头透露重磅信息，3纳米芯片预计明年问世！,证券时报
1576,2020-08-26,中芯国际二季度业绩创历史新高，加码先进制程资本开支,Ofweek
1577,2020-08-26,中芯国际概念板块跌幅扩大至5%，安集科技、兆易创新、北方华创领跌,Wind
1578,2020-08-26,半导体板块连续下滑，隆基股份、兆易创新、中环股份、北方华创大跌,Wind
1579,2020-08-26,有研新材(600206)半年报点评报告：磁材增长平稳 靶材推动利润增长,新浪
1580,2020-08-26,芯片股大多疲软，韦尔股份再跌超3%,Wind
1581,2020-08-23,机械行业研究：装配式建筑快速推进 塔吊及预制件设备受益,新浪
1582,2020-08-20,北方华创助力国内先进封装技术新发展,证券日报
1583,2020-08-20,【太平洋机械】机械行业周报20200815：装配式建筑快速推进，塔吊及预制件设备受益,太平洋机械大讲堂
1584,2020-08-20,机械行业周报：7月机器人产量同比增加19.4％ 行业继续景气向上,新浪
1585,2020-08-20,芯片板块表现疲软，韦尔股份、北方华创、汇顶科技、景嘉微大跌,Wind
1586,2020-08-20,【太平洋机械】机械行业周报20200822：装配式建筑快速推进，塔吊及预制件设备受益,太平洋机械大讲堂
1587,2020-08-19,肖亚庆：加快关键核心技术攻关，推进智能制造和制造业数字化转型,Wind
1588,2020-08-19,芯片股局部活跃，韦尔股份大涨超6%,Wind
1589,2020-08-18,中芯国际产业链机会深度剖析：SMIC生态圈，重构“芯”阵列,新浪
1590,2020-08-18,国产刻蚀设备凭什么后发赶超？（附厂商盘点）,国际电子商情
1591,2020-08-18,大市值芯片股整体表现不振，中芯国际-U、中兴通讯、韦尔股份、中微公司等普跌,Wind
1592,2020-08-17,电子行业日报：长江存储128层QLC3DNAND正式亮相,新浪
1593,2020-08-17,涨近8成，超5成预喜：半导体国产替代愈演愈烈,Wind
1594,2020-08-17,机械设备周报2020年8月第2期：7月挖掘机销量同比增长54.8％ 工程机械持续高景气,新浪
1595,2020-08-16,【华创机械 | 点评】北方华创2020年三季报点评：Q3营收快速增长，技术实力持续巩固,华创机械
1596,2020-08-14,芯源微(688037)：涂胶显影打破垄断 湿法清洗国产先锋,新浪
1597,2020-08-14,【安信电子|公司深度】芯源微：涂胶显影打破垄断，湿法清洗国产先锋,晓说电子
1598,2020-08-14,真假“塔山计划”搅动A股?,21世纪经济报道
1599,2020-08-14,华为“塔山计划”搅动A股 上市公司或发澄清声明,21世纪经济报道
1600,2020-08-13,电子行业日报：板块持续轮动 短期震荡调整,新浪
1601,2020-08-13,半导体设备行业专题报告：国内需求增长，国产替代进展提速,新浪
1602,2020-08-12,印度又挑事！拟禁止华为、中兴参与5G网络建设，两家公司回应,Wind
1603,2020-08-12,华为再有大动作，参与成立私募股权基金,Wind
1604,2020-08-12,创新打底带动“亦庄智造”频出国门,北京商报
1605,2020-08-12,经开区多措并举应对“烤”验,北京商报
1606,2020-08-11,北方华创股权激励计划行权143万股 行权价35.25元/股,证券日报
1607,2020-08-11,机械设备周报2020年8月第1期：中芯国际调增全年计划资本开支至67亿美元 半导体设备产业链有望加快进口替代,新浪
1608,2020-08-10,千亿市值的股票，为何老是大涨大跌……,上证报
1609,2020-08-10,半导体板块午后全线转暖，北方华创冲击涨停,Wind
1610,2020-08-09,电子行业周报：中芯中报超预期验证代工高景气 面板持续涨价,新浪
1611,2020-08-09,机械设备：工程机械高景气持续 中芯国际合资扩产利好国产设备商,新浪
1612,2020-08-08,半导体设备行业7月数据点评：中芯国际合资扩产 上游设备商率先受益,新浪
1613,2020-08-08,【数说新闻】集成电路收政策大礼包 谁能免税十年？,经济观察网
1614,2020-08-07,【行情】半导体个股大幅走弱，长电科技、沪硅产业、清溢光电、北方华创等均跌逾6%,金十数据
1615,2020-08-06,电子设备行业动态点评：集成电路板块再迎政策支持 全产业链或将受益,新浪
1616,2020-08-06,中芯国际(688981)投资价值分析报告：新一轮扩产周期启动 这一次的中芯可有大不同？,光大证券
1617,2020-08-06,涨停复盘 | 军工成市场最强主线，北斗星通强势四连板,第一财经
1618,2020-08-06,高价股现分歧，普涨行情能否持续？,Wind
1619,2020-08-06,银河证券每日晨报,新浪
1620,2020-08-06,芯片板块迎大利好,证券导报
1621,2020-08-06,半导体行业报告：半导体制造龙头投建新厂 引领行业正向循环,新浪
1622,2020-08-06,半导体设备研究系列九-LAMRESEARCH：Q2业绩向好 Q3指引乐观,广发证券
1623,2020-08-06,电子行业事件点评：中国芯免 利好中芯,新浪
1624,2020-08-06,集成电路板块未如期强劲，主因主力兑现意愿强烈,Wind
1625,2020-08-05,集成电路和软件产业新政印发 “中国芯”及国产软件再迎大机遇,大众证券报
1626,2020-08-05,集成电路财税政策解读,半导体风向标
1627,2020-08-05,A股共发生113宗大宗交易成交23.28亿元（8月5日）,Wind
1628,2020-08-05,北方华创现1笔大宗交易 共成交387.00万元,新浪
1629,2020-08-05,北方华创今日大宗交易成交1.80万股，成交价215.0元溢价0.0%,Wind
1630,2020-08-05,半导体行业点评：国务院发布集成电路产业新政策 半导体行业迎来发展新时期,新浪
1631,2020-08-05,科技行业日报：三星取得思科与谷歌的芯片代工订单,新浪
1632,2020-08-05,半导体行业研究：全产业链加大扶持力度 分级优惠鼓励做强,国金证券股份有限公司
1633,2020-08-05,国务院出手：3万亿芯片板块迎超重磅利好，细分龙头全梳理,证券时报网
1634,2020-08-05,集成电路重磅文件发布 科技股行情再起？,中投网
1635,2020-08-05,中信证券：集成电路产业促进新政利好整体集成电路板块,Wind
1636,2020-08-05,3万亿芯片板块迎超重磅利好！科技股行情再起？细分龙头全梳理,上游新闻
1637,2020-08-05,国务院出手 3万亿芯片板块迎超重磅利好,金融界
1638,2020-08-05,芯片、软件迎爆炸性利好！更有万亿市场或更受益,券商中国
1639,2020-08-04,符合条件集成电路项目 免征十年所得税,每日经济新闻
1640,2020-08-04,最高十年免税！国务院出台半导体八大优惠政策，中芯国际领衔的这些企业将受益,每日经济新闻
1641,2020-08-04,晚间要闻2020年8月4日星期二,Wind
1642,2020-08-04,国务院八方面政策措施支持集成电路产业和软件产业发展 芯片最全产业链个股名单,证券时报网
1643,2020-08-04,国产芯片和软件迎利好：国务院拟推8方面政策 机构、北上提前布局,科创板日报
1644,2020-08-04,北水本周狂买美团22亿，继续涌入思摩尔；南水加仓茅台、北方华创,富途证券
1645,2020-08-04,北向资金今日净买入21.37亿元，贵州茅台净买入近8亿元,Wind
1646,2020-08-04,北方华创现1笔大宗交易 共成交319.50万元,新浪
1647,2020-08-04,半导体设备｜重要点评：中芯国际合资扩产，国产设备商有望加速获得订单,透视先进制造
1648,2020-08-03,半导体设备行业跟踪报告：中芯国际拟大规模投资成熟工艺 国产装备有望积极参与,广发证券
1649,2020-08-03,电子行业点评：中芯国际合作建设28NM项目 国产替代进程加速,新浪
1650,2020-08-03,中芯国际76亿美元蛋糕如何分配,中财网
1651,2020-08-03,A股收盘综述：上证指数涨1.75%，科创50大涨7.26%,Wind
1652,2020-08-03,机构重金封板北方华创 游资继续主攻医药股｜龙虎榜,第一财经
1653,2020-08-03,快讯：中芯国际概念板块表现活跃涨5.82% 新莱应材、至纯科技、北方华创收获涨停,证券日报
1654,2020-08-03,"一纸公告引概念股秒板 中芯国际坐实""带头大哥""地位",科创板日报
1655,2020-08-03,巨丰午评：大盘冲击箱体顶部 军工科技爆发涨停潮,巨丰财经
