,2021-12-31,食品饮料行业2022年投资策略：白酒景气周期延续，食品至暗时刻已过,国信研究
1168,2020-04-29,绝味食品一季报点评：疫情影响出尽，逆势拿店利好未来【太平洋证券 黄付生、蔡雪昱团队】,食品饮料大消费黄付生
1169,2020-04-29,绝味食品：一季度净利润同比减少65.27% 盈利能力下降,Wind
1170,2020-04-29,【民生食饮】绝味食品（603517）2020年一季报点评：20Q1收入小幅下滑，费用投放拖累利润表现 盈利能力下降,MS食品饮料
1171,2020-04-29,【国盛食品|点评】绝味食品：逆势加大费用投放，龙头优势强化,蓉品食饮
1172,2020-04-29,绝味食品(603517.SH)一季度净利润降65.27%至6295.65万元 盈利能力下降,格隆汇
1173,2020-04-28,绝味食品：一季度净利润同比减少65.02% 盈利能力下降,Wind
1174,2020-04-28,【招商食品|深度】春生遍野，克危寻机：食品连锁业态深度报告,招商食品饮料
1175,2020-04-28,【光大食品饮料】Q1利润虽然承压，但加盟商运营体系得以强化 ——绝味食品（603517.SH）2020年一季报点评 盈利能力下降,EBSCN食品饮料
1176,2020-04-27,【万联大消费|行业深度】休闲零食系列深度报告（一）：休闲零食系列深度报告（一）,万联证券研究所
1177,2020-04-27,【西部食饮|行业周报】消费回暖下行业趋势向好，把握优质龙头布局机会,青力出品
1178,2020-04-26,食品饮料：一季报凸显龙头抗风险能力【太平洋证券 黄付生、蔡雪昱团队】,食品饮料大消费黄付生
1179,2020-04-26,【民生食饮】绝味食品（603517）2020年一季度业绩预告点评：20Q1营收小幅下滑，疫情期间费用投放拖累利润表现 盈利能力下降,MS食品饮料
1180,2020-04-26,绝味食品一季报预告点评：疫情影响短期业绩，逆势扩张利好未来【太平洋证券|黄付生蔡雪昱团队】,食品饮料大消费黄付生
1181,2020-04-26,57股本周逆市创新高，集中三大行业,证券时报
1182,2020-04-26,【国盛食品|专题】Q1基金持仓分析：小食品加仓明显，白酒连续两季度减配,蓉品食饮
1183,2020-04-25,股东排第三价值观的周黑鸭能买吗?,新浪
1184,2020-04-25,绝味食品2019年线上销售降35.87% 成本上升18.64%毛利率开始下降 盈利能力下降,GPLP犀牛财经
1185,2020-04-25,业绩成个股上涨主推力，多只白马股创历史新高,Wind
1186,2020-04-24,绝味食品发布一季度业绩预告 业绩受疫情影响有所下滑 盈利能力下降,证券日报
1187,2020-04-24,绝味食品：预计一季度实现营收10.5亿元-11亿元 同比下降4.68%-9.02% 盈利能力下降,中证网
1188,2020-04-24,绝味食品一季度扣非净利润同比下降逾六成 盈利能力下降,金融界
1189,2020-04-24,绝味食品一季度净利超6000万元,上证报
1190,2020-04-24,绝味食品：预计一季度盈利6000万-6300万元，同比下降65%-66% 盈利能力下降,Wind
1191,2020-04-24,【华创食饮】绝味食品：门店扩张节奏良好，疫情下有望逆势扩张,华创食饮
1192,2020-04-24,超九成营收依赖加盟店净利增速连年下滑绝味食品长期隐忧渐显 经营问题,和讯
1193,2020-04-24,【山证食品】绝味食品（603517.SH）：完成全年目标，盈利能力不断提高,山西证券研究所
1194,2020-04-24,【开源食饮】2020Q1基金持仓比例略回落，关注消费复苏机会——行业点评报告,宇光看食饮
1195,2020-04-24,绝味食品变阵：门店破万，由饱和开店到渠道精耕,斑马消费
1196,2020-04-23,绝味食品（603517）点评报告：业绩符合预期，精耕渠道助力长期发展,微信
1197,2020-04-23,低估值的仅剩4只 防御板块受机构重点关注,金融界
1198,2020-04-23,卤制品困境：绝味食品九成营收靠加盟单店利润低，周黑鸭毛利率60%陷瓶颈期,搜狐
1199,2020-04-23,卤味三巨头加速扩张：去年营收合计105亿 绝味食品门店率先破万,长江商报
1200,2020-04-22,鹰眼预警:绝味食品现金流波动大 净利增速趋向下滑 盈利能力下降,新浪
1201,2020-04-22,绝味食品2019年营收51.72亿同比增18.41% 净利润增速已连续下滑两年 盈利能力下降,中国网
1202,2020-04-22,绝味食品：一个连续8年利润保持在20%以上增长“味道”,览富财经
1203,2020-04-22,绝味食品2019年净利8亿同比增逾25% 拟10派5.3元,证券时报网
1204,2020-04-22,拟10股派5.3元，绝味食品2019盈利增至8亿元,资本邦
1205,2020-04-22,【绝味食品年报点评：门店数顺利破万，股权投资开启正贡献—方正食品饮料200421】,虎哥的研究
1206,2020-04-22,35公司获得推荐评级-更新中,中财网
1207,2020-04-21,别小看鸭脖：绝味食品去年卖51亿 交银施罗德大幅增持,21世纪经济报道
1208,2020-04-21,绝味食品2019年净利同比增长25% 拟10派5.3元,金融界
1209,2020-04-21,2020年报风云 丨别小看卖鸭脖，绝味食品去年卖了51亿，交银施罗德基金大幅增持,21世纪经济报道
1210,2020-04-21,绝味食品(603517.SH)子公司拟参与设立绝了小龙虾产业投资基金,格隆汇
1211,2020-04-21,绝味食品：2019年实现净利8.01亿元 拟10派5.3元,中证网
1212,2020-04-21,晚间重要公告2020年4月21日星期二,Wind
1213,2020-04-21,绝味食品(603517.SH)2019年度净利润升25.06%至8.01亿元拟10派5.3元,格隆汇
1214,2020-04-21,【光大食品饮料】2019圆满收官，2020全力以赴 ——绝味食品（603517.SH）2019年年报点评,EBSCN食品饮料
1215,2020-04-21,绝味食品：可转换公司债券部分募集资金投资项目延期 项目问题,Wind
1216,2020-04-21,绝味食品：2019年净利润同比增长25.06%,Wind
1217,2020-04-20,外资有望重新加大对A股配置 食品饮料龙头将尤为受益,证券时报网
1218,2020-04-17,疫情对卤味行业的影响 2020年卤味市场的发展趋势和卤味行业现状分析,新浪
1219,2020-04-16,疫情过后，谁来拯救这只“周黑鸭”？,联商网
1220,2020-04-13,【国金食饮】周观点0412：终端需求稳步复苏，重点把握确定性标的,国金食品饮料寇星
1221,2020-04-08,卤味行业调研：疫情影响已恢复 有加盟商正加速拿店,新浪
1222,2020-04-08,绝味食品股份有限公司 关于使用闲置募集资金进行现金管理的公告,中证报
1223,2020-04-07,【国金食饮|随笔】多维度拆解重庆啤酒&嘉士伯重大资产重组,国金食品饮料寇星
1224,2020-04-06,9只股价创新高股获北上资金加仓,证券时报网
1225,2020-04-02,【食品饮料】制品龙头比较深度报告：扩张大空间，加盟高效率,国泰君安
1226,2020-04-02,周黑鸭脖子被卡：去年关店数创新高 净利润再跌 经营问题,时代财经
1227,2020-04-01,周黑鸭去年营收净利双降：净增门店13家为往年1/20，放开特许经营不被机构看好 盈利能力下降,搜狐
1228,2020-04-01,四问周黑鸭：特许经营会是回春“灵药”吗？,虎嗅网
1229,2020-03-31,光大证券:两大方向三条主线 再论食品饮料的配置机会,新浪
1230,2020-03-30,【国金食饮】重庆啤酒事件点评：资产注入拉开帷幕，嘉士伯大集团可期,--
1231,2020-03-30,【国金食饮】周观点0329：餐饮消费稳步复苏，龙头预期持续修复,--
1232,2020-03-25,7只股股价创历史新高,证券时报网
1233,2020-03-24,5股收盘价创历史新高,证券时报网
1234,2020-03-24,卤制品行业风起云涌“三足鼎立”加速竞争,中国商报
1235,2020-03-24,【国金食饮】飞鹤2019年年报点评：19年业绩不负众望，20年高增长仍然可期,--
1236,2020-03-19,警惕！绝味食品高位解禁,搜狐
1237,2020-03-18,粤开策略|资金面日报：北上资金净流出规模趋缓-0318,微信
1238,2020-03-17,A股早报2020年3月17日星期二,Wind
1239,2020-03-16,【国金食饮】澳优海外疫情事件点评：海外生产运输未受影响，Q1有望持续向上,--
1240,2020-03-16,“鸭脖一哥”绝味食品高位解禁，160亿市值首发限售股待流通 解禁,腾讯网
1241,2020-03-16,年开千家门店 煌上煌的绝地反击？,斑马消费
1242,2020-03-16,每日财报简讯|绝味食品本周将解禁162.7亿元 兆新股份董事长突然辞职,搜狐
1243,2020-03-15,食品饮料：防御属性凸显，优选确定性强、估值合理行业龙头【太平洋证券 黄付生、蔡雪昱团队】,食品饮料大消费黄付生
1244,2020-03-15,周黑鸭火速推进非直营的乐与忧,北京商报
1245,2020-03-15,下周操盘攻略：定向降准释放5500亿流动性，A股或成“避风港”,Wind
1246,2020-03-13,下周532亿市值限售股解禁，环比增加134.04% 解禁,Wind
1247,2020-03-13,下周解禁：绝味食品解禁市值超百亿 解禁,大众证券报
1248,2020-03-09,【开源食饮每日资讯0309】绝味食品3.45亿股限售股将于17日解禁,宇光食饮日讯
1249,2020-03-09,绝味食品：占总股本56.65%的限售股将于3月17日解禁 解禁,新浪
1250,2020-03-09,绝味食品：近3.45亿股限售股将于3月17日上市流通,Wind
1251,2020-03-09,绝味食品(603517.SH)：3.45亿股限售股17日解禁 解禁,格隆汇
1252,2020-02-25,收藏！A股50只优质白马股盘点！（名单）,金融界
1253,2020-02-25,【国金食饮】三全食品业绩快报点评：Q4业绩高增长，改革初见成效,国金食品饮料寇星
1254,2020-02-19,【国金食饮】澳优2019年业绩预告点评：业绩符合预期，羊奶粉增长环比提速,国金食品饮料寇星
1255,2020-02-19,周黑鸭关店1000家！15亿现金能撑到几时？,金融投资报
1256,2020-02-19,疫情风暴中的周黑鸭：关停1000家店，“翻身”遇阻 经营问题,中新经纬
1257,2020-02-12,歇业1000家门店！疫情之下，卤制品巨头周黑鸭遭遇的“新式危机”？,格隆汇
1258,2020-02-12,【国金食饮】周观点0216：各板块陆续复工，行业有望逐步回暖,国金食品饮料寇星
1259,2020-02-07,抗击疫情 消费企业在行动：绝味食品、周黑鸭、煌上煌各捐1000万元,中国网
1260,2020-01-30,杀鸡宰鸭年入百亿，绝味、周黑鸭都是它客户：宿迁“屠夫”要上市,野马财经
1261,2020-01-25,【安信食品】2019Q4基金持仓分析：白酒回落、食品分化,安信食饮
1262,2020-01-16,周黑鸭放开特许经营 利润下滑“临危变阵”是否为时已晚？ 盈利能力下降,和讯
1263,2020-01-13,【国金食饮】中粮肉食19年经营数据点评：出栏量低于此前指引，2020年仍持乐观态度,--
1264,2020-01-13,24股主力资金净流入超亿元,证券时报
1265,2020-01-08,2019年湘籍A股总市值达近万亿元,证券日报
1266,2020-01-07,绝味食品子公司员工权力寻租 3年向加盟商索贿百余万,新浪
1267,2020-01-07,【国金食饮】妙可蓝多引进蒙牛战投点评：引入蒙牛作为战投，多方利好助推公司腾飞,--
1268,2019-12-30,净利润大跌门店数量骤降 周黑鸭无奈开放加盟可否“逆袭”？ 盈利能力下降,金融界
1269,2019-12-27,绝味食品门店增长释放红利 “万店时代”考验精细化管理,每日经济新闻
1270,2019-12-18,绝味食品(603517.SH)：汇功投资解除质押1321.95万股,格隆汇
1271,2019-12-03,绝味食品：中诚信证评终止“绝味食品股份有限公司公开发行可转换公司债券”信用评级 债权融资异常,Wind
1272,2019-12-03,周黑鸭放开特许经营能否遏制利润下滑 盈利能力下降,中国商报
1273,2019-12-02,绝味食品今日大宗交易成交5万股，成交价43.75元溢价0.46%,Wind
1274,2019-12-02,绝味食品(603517.SH)：参与设立的投资基金完成备案登记,格隆汇
1275,2019-11-29,绝味食品现1笔大宗交易 共成交218.75万元,新浪
1276,2019-11-28,休闲卤制品行业：享受型消费推动 处于优质赛道,财富动力网
1277,2019-11-27,【国金食饮】周观点1201：风雨中坚守，调整中笃定,国金食品饮料寇星
1278,2019-11-27,【国金食饮】蒙牛收购LDD事件点评：君乐宝缺口有所弥补，蒙牛全球化进程加速,国金食品饮料寇星
1279,2019-11-27,周黑鸭经营模式终“变阵”开启全新“冒险”模式,中国商报
1280,2019-11-25,绝味食品(603517.SH)控股股东质押550万股,格隆汇
1281,2019-11-25,启动特许经营“鸭脖三巨头”之一周黑鸭的“进与退”,每日经济新闻
1282,2019-11-25,净利增速大幅下滑 周黑鸭试水特许经营 盈利能力下降,金融界
1283,2019-11-25,破例开放加盟 周黑鸭着急了,新金融观察
1284,2019-11-25,17年后周黑鸭变了，放弃自营启动特许,国际金融报
1285,2019-11-24,【国金食饮】周观点1123：白酒批价稳中向上，啤酒产量继续回升,--
1286,2019-11-22,掉队鸭界BAT，周黑鸭“出柜”,投资界
1287,2019-11-22,周黑鸭净利下滑三成 被迫向绝味食品看齐 拟通过特许经营提高渗透率 盈利能力下降,金融界
1288,2019-11-21,周黑鸭（01458）开放特许经营的天时、地利与人和,智通财经
1289,2019-11-20,直营走不通 放开加盟就能挽救周黑鸭的业绩吗？,英为财情
1290,2019-11-20,【绝味食品】大幅拉升8.25% 股价创近2个月新高,金融界
1291,2019-11-20,周黑鸭启动特许经营引狂欢 两日暴涨47%市值净增43亿,新浪
1292,2019-11-20,17年的商业模式发生重大改变 周黑鸭能否走出业绩低谷？,每经网
1293,2019-11-19,"周黑鸭（01458.HK）破局纯直营，股价暴涨21%,未来真有期待？",格隆汇
1294,2019-11-19,绝味食品现1笔大宗交易 共成交302.30万元,新浪
1295,2019-11-19,宣布开放特许经营后 周黑鸭股价大涨23%、公司紧急停牌,中新经纬
1296,2019-11-19,周黑鸭启动特许经营模式 暴涨17%能否扭转颓势？,新浪
1297,2019-11-18,【长城食饮每日资讯1118】17日起国窖1573北京、山东停货,宇光食饮日讯
1298,2019-11-18,正式启动特许经营 新帅新模式能否助周黑鸭走出业绩低谷？,每日经济新闻
1299,2019-11-15,绝味食品现1笔大宗交易 共成交421.97万元,新浪
1300,2019-11-14,【国金食饮】澳优三季报点评：Q3核心业务表现超预期，Q4有望继续发力,--
1301,2019-11-13,毛利率碾压茅台，股价频创新高，原来有ROE撑腰！21只白马股业绩或持续高增长,证券时报
1302,2019-11-12,【深度|国信食饮】11月投资策略：分化趋势中优选高确定性龙头,瑶食梦饮
1303,2019-11-12,【国金食饮】食品饮料行业月报-10月线上保健品增速回暖，速冻食品持续高增长,--
1304,2019-11-11,周观点（11月第2周）：【申万食品饮料-吕昌团队】通胀背景下 推荐白酒和大众品龙头,申万食品饮料
1305,2019-11-11,双11股市网红节：A股“顶流网红”购物车大曝光,证券时报
1306,2019-11-10,【招商食品|思考】看不见的护城河,招商食品饮料
1307,2019-11-06,绝味食品：关于实施“绝味转债”赎回的公告,上交所
1308,2019-11-04,【19年三季报总结：白酒板块进一步分化，乳肉制品业绩超预期 —方正食品饮料191103】,虎哥的研究
1309,2019-11-04,大众消费品2019Q3业绩总结【申万食品饮料-吕昌】行业分化龙头稳健 乳业肉业环比改善,申万食品饮料
1310,2019-11-01,绝味食品(603517.SH)董事会批准提前赎回“绝味转债”,格隆汇
1311,2019-11-01,绝味食品将提前赎回“绝味转债”,金融界
1312,2019-10-31,糖酒会反馈符合预期，关注三季报向好企业,中信建投证券研究
1313,2019-10-29,【国金食饮】青岛啤酒三季报点评：结构升级趋势持续，盈利能力不断改善,--
1314,2019-10-27,国君食品:Q3基金白酒重仓破新高 大众品重仓回落,新浪
1315,2019-10-27,【国金食饮】重庆啤酒三季报点评：结构升级趋势不减，第二市场加速开拓,--
1316,2019-10-27,【安信食品】基金Q3持仓分析：持仓分化，茅台汾酒绝味等增持明显,北外滩食饮俱乐部
1317,2019-10-25,绝味食品：成本压力持续缓解 买入评级,东北证券
1318,2019-10-25,【实时|国信食饮】绝味食品2019年三季报点评：业绩符合预期，门店稳步扩张,瑶食梦饮
1319,2019-10-25,【食品饮料/黄付生团队】绝味食品三季报点评：收入延续高增长，积极打造生态圈,太平洋证券研究
1320,2019-10-25,【食品饮料-绝味食品(603517)】范劲松、熊欣慰：三季报点评：开店节奏靠前新店贡献显著，成本回落初现-20191024,中泰证券研究所
1321,2019-10-24,同样的鸭脖子不一样的舌尖诱惑！绝味食品、周黑鸭、煌上煌业绩反差惊人,21世纪经济报道
1322,2019-10-24,绝味食品：全年业绩无忧 推荐评级,长城证券
1323,2019-10-24,绝味食品前三季度营收38.86亿元 全国门店超过1万家,经济网
1324,2019-10-24,绝味食品：看好绝味品类扩张，维持“买入”评级,--
1325,2019-10-24,绝味食品：业绩符合预期 谨慎推荐评级,东莞证券
1326,2019-10-24,绝味食品（603517）：不惧市场竞争，业绩稳步增长,食品饮料光头阳线
1327,2019-10-24,绝味食品（603517）【申万食品饮料-吕昌、毕晓静】19Q3点评：收入延续快速增长 原料成本下行助力盈利能力提升,申万食品饮料
1328,2019-10-24,【绝味食品三季报点评：收入延续快增趋势，盈利稳步向上提升—方正食品饮料191023】,虎哥的研究
1329,2019-10-24,门店增加带动业绩，绝味食品前三季盈利逾6亿元,新京报
1330,2019-10-24,"绝味食品:收入保持高增,盈利能力持续验证",东吴证券
1331,2019-10-24,"绝味食品2019年三季报点评:营收增速再超预期,成本下行改善毛利",光大证券
1332,2019-10-23,绝味食品前三季度净利润增速超过营收 陆股通新进前十大股东社保减持 减持股份,e公司
1333,2019-10-23,绝味食品：前三季度业绩延续稳增长 积极推动五大势能提升,发布易
1334,2019-10-23,"绝味食品现1笔大宗交易 共成交3,432.88万元",新浪
1335,2019-10-23,绝味食品2019年前三季度净利约4.87亿 增逾两成,北京商报
1336,2019-10-23,绝味食品：全资子公司拟2800万元参设投资基金 拓展业务领域,发布易
1337,2019-10-23,绝味食品(603517.SH)拟出资2800万元参与设立投资基金,格隆汇
1338,2019-10-23,绝味食品：前三季度净利6.14亿 同比增长26%,e公司
1339,2019-10-23,绝味食品(603517.SH)前三季度净利润升26.06%至6.14亿元,格隆汇
1340,2019-10-23,煌上煌(002695.SZ)门店扩张势态再延，Q3净利增近三成,格隆汇
1341,2019-10-22,绝味食品现3笔大宗交易 共成交620.40万元,新浪
1342,2019-10-21,日常消费品：社服季报关注板块龙头表现 荐12股,东兴证券
1343,2019-10-21,"食品饮料行业跟踪周报:进入三季报密集披露期及秋糖反馈期,看好估值切换行情",东吴证券
1344,2019-10-18,绝味食品现1笔大宗交易 共成交504.00万元,新浪
1345,2019-10-17,A股共发生43宗大宗交易成交7.35亿元（10月17日）,Wind
1346,2019-10-17,"绝味食品现9笔大宗交易 共成交21,341.76万元",新浪
1347,2019-10-17,上海证券市场大宗交易公开信息(2019-10-17),上交所
1348,2019-10-16,"绝味食品现1笔大宗交易 共成交2,104.00万元",新浪
1349,2019-10-16,【国金食饮】茅台三季报业绩点评：业绩略低预期，需求依旧强劲,--
1350,2019-10-15,【国金食饮】三只松鼠公司点评：利润受政府补助减少承压，规模扩张趋势不改,--
1351,2019-10-14,绝味食品：证券事务代表廖锦辞职,Wind
1352,2019-10-14,日常消费品：存栏降幅收窄动保拐点已至 荐15股,东兴证券
1353,2019-10-14,【国金食饮】食品饮料行业三季报前瞻专题： 坚定看好高端白酒，首选业绩确定性高个股,国金食品饮料寇星
1354,2019-10-14,“万店户”绝味食品营收净利双增长却频遭减持 减持股份,投资者网
1355,2019-10-12,三季报披露开闸 三行业迎估值切换行情,金融投资报
1356,2019-10-11,【国金食饮】食品饮料行业月报-9月线上保健品增速回落，速冻食品持续高增长,--
1357,2019-10-11,【深度|国信食饮】10月投资策略暨三季报业绩前瞻：关注三季报行情，寻找确定性标的,瑶食梦饮
1358,2019-10-10,日常消费品：名品龙头凸显稳健 荐8股,财信证券
1359,2019-10-10,食品饮料：白酒高增可期 大众品表现稳健,财富动力网
1360,2019-10-09,绝味食品(603517.SH)截至9月末“绝味转债”转股805.46万股,格隆汇
1361,2019-10-08,日常消费品：食品龙头业绩有望稳定增长 荐20股,广发证券
1362,2019-10-07,【卜卜星个人随笔】酒鬼酒股价飞涨背后原因几何？——一个原产业人士的酒鬼酒研究感悟,--
1363,2019-09-29,周黑鸭还能好好做鸭吗？,联商网
1364,2019-09-27,这批股票获机构调高评级 7股上涨空间超30%（名单）,证券时报
1365,2019-09-26,周黑鸭VS绝味食品 谁才是中国未来的“鸭脖之王”,前瞻研究院
1366,2019-09-25,【国金食饮】周观点0929：批价调整不改长期逻辑，持续看好高端白酒,国金食品饮料寇星
1367,2019-09-24,议市厅丨卖烤鸭干不过卖鸭脖的？中国烤鸭之王陷困境，155岁的全聚德为何如今经营惨淡？,和讯
1368,2019-09-24,"食品饮料行业跟踪周报:茅台加快执行计划,利好行业健康发展",东吴证券
1369,2019-09-23,【国金食饮】周观点0922：国庆承接中秋旺季，持续看好高端白酒,--
1370,2019-09-23,光大食品饮料行业周报:白酒行业渠道体系变革回顾之洋河股份篇,光大证券
1371,2019-09-20,绝味食品稳增长下套现忙 减持股份,证券市场周刊
1372,2019-09-18,"食品饮料行业周报:板块调整主因情绪,理性看待批价波动",申万宏源
1373,2019-09-17,"食品饮料行业周报:茅台批价回落,理性回归有望持续增长",山西证券
1374,2019-09-16,北上资金尾盘突袭买入，行业龙头及白马仍是外资最爱,Wind
1375,2019-09-16,【国金食饮】周观点0825：茅台价格波动为正常调整， 当前时点持续看好高端白酒,--
1376,2019-09-16,谁是中国第一鸭？周黑鸭VS绝味鸭脖，武汉模式输给湖南模式,联商网
1377,2019-09-16,自营模式遭遇瓶颈，周黑鸭未来扩张之路困难重重,中金在线
1378,2019-09-16,"食品饮料行业周报:茅台批价中秋节前略有回落,后继关注公司放量情况",国海证券
1379,2019-09-12,【深度|国信食饮】9月投资策略：关注中秋行情，寻找价值买点,瑶食梦饮
1380,2019-09-11,卖不动了？周黑鸭掉队“卤味三巨头”：上半年净利润下滑3成 盈利能力下降,凤凰网
1381,2019-09-11,日常消费品：短期扰动不改长期趋势行情轮动坚守价值投资 荐4股,渤海证券
1382,2019-09-08,【卜卜星个人随笔】伊利股权激励方案这么改，你怎么看？,--
1383,2019-09-08,天风证券：绝味食品买入评级,天风证券
1384,2019-09-06,【华创食饮】周观点：旺季高端酒预期明朗，伊利方案调整态度积极,华创食饮
1385,2019-09-05,9月5日有73家公司获重要股东增减持 延安必康已被连续减持105次 减持股份,Wind
1386,2019-09-05,绝味食品(603517.SH)“绝味转债”9月16日起开始转股 转股价28.51元/股,格隆汇
1387,2019-09-05,周黑鸭“凉了”！别人“卖鸭脖卤味”业绩大增 它却暴跌30%多！,中国基金报
1388,2019-09-04,周黑鸭凉了：别人卖鸭脖卤味业绩大增 它却暴跌30%多,新浪
1389,2019-09-04,绝味食品：股东复星创投累计减持2%，减持计划届满 减持股份,Wind
1390,2019-09-04,绝味食品(603517.SH)：复星创投累计减持2%股份 减持股份,格隆汇
1391,2019-09-04,周黑鸭告急：2019年上半年净利下滑32% 关店百余家 盈利能力下降,新浪
1392,2019-09-04,"食品饮料行业周报:白酒行业十年复盘之2018年———景气度平稳回落,行业分化加剧",光大证券
1393,2019-09-03,“九鼎系”频现清仓式减持 资本大鳄且行且退 减持股份,新浪
1394,2019-09-03,分化加剧，龙头更显稳健【申万食品饮料-吕昌、毕晓静】食品饮料2019年中报总结之大众消费品,申万食品饮料
1395,2019-09-03,【国金食饮】三只松鼠半年报点评：收入高增长，产业链优势延伸,--
1396,2019-09-02,周黑鸭掉队卤味三巨头:净利下滑超3成 关了117家门店 盈利能力下降,财经网
1397,2019-09-02,【卜卜星个人随笔】基于伊利半年报的一些反思与思考——为什么市场预期与实际产生了差异？,--
1398,2019-08-31,【山证食品】绝味食品（603517.SH）：业绩超预期，净利率继续提升,山西证券研究所
1399,2019-08-31,鸭脖界“扛把子”周黑鸭为何掉队,南方财经网
1400,2019-08-30,绝味食品上半年门店新增683家数量过万 食品安全隐患凸显,和讯
1401,2019-08-30,鸭脖子卖到日本能有市场吗？ 绝味食品上半年股价翻倍 养老保险基金大举加仓,华夏时报
1402,2019-08-30,绝味食品“狂奔”：门店破万家 加盟商贡献9成收入,华夏时报
1403,2019-08-29,大幅上调目标价策略（8月29日）,Wind
1404,2019-08-29,8月27日晚间，卤味大王周黑鸭发布2019年上半年财报。,富途证券
1405,2019-08-29,【国金食饮】蒙牛乳业半年报点评：中期业绩不负众望，利润端有望持续向上,--
1406,2019-08-29,绝味食品：成功解决了投资人“嘴馋手痒”的问题,证券之星
1407,2019-08-29,周黑鸭深陷盈利困局，别人家的孩子跑得快？ 盈利能力下降,和讯
1408,2019-08-29,周黑鸭首现门店负增长，半年关店117家 经营问题,斑马消费
1409,2019-08-29,【食品饮料/黄付生团队】绝味食品中报点评：开店加速同店增长，重回发展快车道,太平洋证券研究
1410,2019-08-28,双鸭争霸：绝味大涨领跑 周黑鸭净利大跌苦命追 盈利能力下降,国际金融报
1411,2019-08-28,【建投食饮】绝味食品：收入高增略超预期，投资收益显著增长,CSC赏味食饮
1412,2019-08-28,【西南食品饮料 | 中报点评】绝味食品：维持快速开店节奏，同店提升显著,非尝饮食
1413,2019-08-28,绝味食品半年营收九成来自加盟渠道，管理和食安风险加大,新京报
1414,2019-08-28,绝味食品：中期业绩大好股价收涨5.73%，下半年能否维持高增长？,格隆汇
1415,2019-08-28,绝味食品（603517）【申万食品饮料-吕昌、毕晓静】2019年中报点评：收入保持快速增长，费率下行及投资收益增加助力业绩超预期,申万食品饮料
1416,2019-08-28,【国金食饮】中国食品半年报点评：1H业绩稳健增长，下半年利润有望逐渐显现,--
1417,2019-08-28,【国金食饮】中粮肉食半年报点评：公司业绩符合预期，下半年有望实现环比改善,--
1418,2019-08-28,【实时|国信食饮】绝味食品2019年半年报点评：门店稳步扩张，势能持续释放,瑶食梦饮
1419,2019-08-28,【长城食饮】快速开店节奏延续，Q2业绩超预期——绝味食品中报点评,宇光看食饮
1420,2019-08-28,绝味食品上半年营收净利双增 拟4亿日元设立日本全资子公司,中证网
1421,2019-08-28,【绝味食品中报点评：业绩超预期，开店加快，费用持续优化—方正食品饮料190827】,虎哥的研究
1422,2019-08-28,【东兴食品饮料】绝味食品（603517）：平台化运营能力逐步显现，品类扩张持续发力 ——绝味食品2019H1中报业绩点评,东兴研究圈
1423,2019-08-28,卤味界“三巨头”PK：绝味、煌上煌净利润增逾两成 周黑鸭增长显“疲态”,每日经济新闻
1424,2019-08-28,绝味食品(603517.SH)拟投资4亿日元设立日本全资子公司,格隆汇
1425,2019-08-28,"食品饮料行业周报:白酒行情持续向好,关注中报超预期个股",山西证券
1426,2019-08-28,"绝味食品:收入持续快增,成本压力减轻",平安证券
1427,2019-08-28,"绝味食品:业绩超预期,开店进程加快",东吴证券
1428,2019-08-27,【长城食饮每日资讯0827】绝味食品发布2019年半年度报告，归母净利润同比增长25.81%,宇光食饮日讯
1429,2019-08-27,绝味食品2019年上半年净利3.96亿门店数量及单店营收增加,挖贝网
1430,2019-08-27,绝味食品：上半年净利润同比增25.81%,Wind
1431,2019-08-27,绝味食品：上半年净利3.96亿元 同比增26%,第一财经
1432,2019-08-27,绝味食品(603517.SH)半年度净利润升25.81%至3.96亿元,格隆汇
1433,2019-08-26,【国金食饮】重庆啤酒中报点评：结构升级稳步推进，经营效率持续领先,--
1434,2019-08-26,【国金食饮】天润乳业半年报点评：上半年业绩符合预期，下半年增长有望提速,--
1435,2019-08-26,光大食品饮料行业周报:白酒行业十年复盘之2017年全面高景气,光大证券
1436,2019-08-22,周黑鸭（1458.HK）业绩再次堪忧：是短期阵痛还是长期平庸？ 盈利能力下降,和讯
1437,2019-08-21,【国金食饮】香飘飘事件点评：新产品、新代言、新定位，开启新一轮成长,--
1438,2019-08-19,鸭脖“三巨头”华南销售占比低 周黑鸭推不辣新品能否打动消费者？,每日经济新闻
1439,2019-08-16,【国金食饮】青岛啤酒中报点评：业绩超预期，结构升级提速,--
1440,2019-08-16,"食品饮料行业跟踪周报:茅台集团方案落地,伊利股权激励出炉",东吴证券
1441,2019-08-14,【国金食饮】澳优半年报点评：1H业绩不负众望，下半年有望迎来更快增长,--
1442,2019-08-14,"食品饮料行业淘数据月度数据点评:整体均价提升明显,行业龙头仍具优势",光大证券
1443,2019-08-14,"食品饮料行业周报:茅台中秋国庆双节前增加投放量,名酒短期提价效应业绩仍然较好",国海证券
1444,2019-08-13,【国金食饮】香飘飘：中报点评-收入高增长，业绩弹性持续释放,--
1445,2019-08-12,"食品饮料行业8月投资策略:业绩进入兑现期,关注线上数据",国信证券
1446,2019-08-07,国海证券食品饮料行业周报,国海证券
1447,2019-08-06,周黑鸭业绩预降股价承压直营模式面临考验 盈利能力下降,证券时报
1448,2019-08-05,周黑鸭业绩预降股价承压 “鸭脖子”生意进入下半场 盈利能力下降,e公司
