,2021-12-31,【银华基金】交易日报 2021-12-31,新浪
1051,2020-10-30,保险资金已“上膛”A股后市机会多,中证报
1052,2020-10-30,深圳市海王生物工程股份有限公司 关于为控股子公司提供担保实施情况的公告 大额借贷担保,证券时报
1053,2020-10-29,中国唐商(00674.HK)附属与南京银行订立担保协议,格隆汇
1054,2020-10-29,南京银行前三季度实现利润总额122.73亿元,上证报
1055,2020-10-29,可转债日报：可转债炒作持续降温，市场波动幅度收窄,Wind
1056,2020-10-29,三季度五大机构持仓路径曝光！,Wind
1057,2020-10-29,南京银行前三季度信用减值损失57亿 Q3营收净利双降 盈利能力下降,中国经济网
1058,2020-10-29,今年融资骤降，银行可转债发行不香了？,Wind
1059,2020-10-29,南京银行(601009)：关注率再创新低 再融资规划推进,新浪
1060,2020-10-29,南京银行20年3季报详解：量价齐升，高ROE持续【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
1061,2020-10-29,【浙商I银行】南京银行20Q3：息差提升，风险向好,大话金融
1062,2020-10-29,幸福人寿自有资金大举增持 首现南京银行前十大股东,证券时报网
1063,2020-10-28,[公司]南京银行拟公开发行不超200亿元可转债,全景网
1064,2020-10-28,南京银行前三季度净赚100亿 “一正八副”高管架构引关注,凤凰网
1065,2020-10-28,南京银行三季度净利润同比下降4.75%，不良率为0.9% 盈利能力下降,澎湃新闻
1066,2020-10-28,南京银行前三季度净利增2.01%“一正八副”管理格局引关注,中新经纬
1067,2020-10-28,南京银行第三季度营收与净利润双降，拟发行200亿可转债补充资本 盈利能力下降,搜狐
1068,2020-10-28,晚间重要公告2020年10月28日星期三,Wind
1069,2020-10-28,南京银行前三季度净利增2.01% “一正八副”管理格局引关注,中新经纬
1070,2020-10-28,南京银行(601009.SH)前三季度净利润升2.01%至100.88亿元,格隆汇
1071,2020-10-28,10月28日晚间上市公司十大重磅公告,巨丰财经
1072,2020-10-28,南京银行前三季度归母净利润100.8亿元 拟发行可转债不超200亿元,北京商报
1073,2020-10-28,【专栏】在贷余额近200亿元！乐信旗下的这款产品，能否撼动花呗与白条？,零壹财经
1074,2020-10-28,南京银行：前三季度净利润同比增长2.01%,Wind
1075,2020-10-28,南京银行：拟发行总额不超200亿元可转债,Wind
1076,2020-10-28,南京银行与安徽省联社签署战略合作协议,和讯
1077,2020-10-28,【中原晨会1028】市场分析、宝钛股份公司点评报告、银行行业月报、华宇软件三季报分析,中原证券研究所
1078,2020-10-28,银行行业：积极关注板块投资机会,财富动力网
1079,2020-10-26,华通热力(002893.SZ)拟向南京银行申请不超过5000万元综合银行授信额度,智通财经
1080,2020-10-24,银行业“银行金融科技”系列深度之六：网商银行如何成为小微之王,新浪
1081,2020-10-21,银行业深度：银行并购新浪潮,新浪
1082,2020-10-20,宜兴阳羡村镇银行无锡违法遭罚 大股东为南京银行 金融监管处罚,中国经济网
1083,2020-10-20,百行进万企系列报道二十四：金融科技赋能产品与服务模式创新,新浪
1084,2020-10-20,从银行半年报看理财变化,Bank资管
1085,2020-10-19,【银行邱冠华/梁凤洁】三季报前瞻：见拐点，买银行,大话金融
1086,2020-10-19,天风证券廖志明：此轮银行股上涨非小反弹,澎湃新闻
1087,2020-10-19,分析｜银行股集体上涨的核心逻辑是什么，还有多大上涨空间,澎湃新闻
1088,2020-10-18,深度｜银行3季报前瞻：稳健性持续，投资核心逻辑是经济【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
1089,2020-10-16,内银股飙升：建行、工行涨5%招行涨近6% 发生了什么,新浪
1090,2020-10-16,中信建投：中长期看好银行板块估值修复行情,证券时报网
1091,2020-10-16,服装巨头成股神？两个月狂卖宁波银行大赚22亿,券商中国
1092,2020-10-15,南京银行与北京市海淀区签署战略合作框架协议,和讯
1093,2020-10-14,银行角度看9月社融：经济修复、融资需求旺盛，利好银行板块【中泰银行戴志锋/邓美君/贾靖】,传统借贷vs新型金融
1094,2020-10-14,21金融研究： 商业银行资本消耗加剧，如何拓宽资本补充路径？,21世纪经济报道
1095,2020-10-14,21金融研究：商业银行资本消耗加剧，如何拓宽资本补充路径？,21世纪经济报道
1096,2020-10-13,南京银行管理层变阵 “一正八副”行长级高管直面经营考题,北京商报
1097,2020-10-12,南京银行(601009.SH)：3名副行长任职资格获中国银保监会江苏监管局核准,格隆汇
1098,2020-10-09,深度*行业*银行业周报：LPR利率保持不变 央行加强互联网贷款监管,新浪
1099,2020-10-09,银行业三季报前瞻：人间正道是沧桑,新浪
1100,2020-10-08,银行4季度银行股有哪些催化剂？,中信建投
1101,2020-09-30,今年银行永续债发行突破4000亿元，中小银行成“生力军”,Wind
1102,2020-09-29,银行四季度投资策略：否极 泰来！,新浪
1103,2020-09-29,天泽信息信披不准确收监管函！近亿元贷款逾期归还后，还有为全资子公司担保贷款逾期的难题待解 担保风险,和讯
1104,2020-09-29,因自身生产经营需要，古鳌科技实控人陈崇军质押220万股,资本邦
1105,2020-09-27,非银行金融／银行行业周报(第三十九周),新浪
1106,2020-09-26,上海银行业绩起伏不定，过高负债成本降低息差、吞噬利润，难以提供股东稳定回报,红周刊
1107,2020-09-26,【东吴环保袁理团队】每日锦集0925：生态环境部召开9月例行新闻发布会：打好渤海综合治理攻坚战,东吴环保公用研究
1108,2020-09-26,十大“增持王”曝光 低估值蓝筹成增持重点,财富动力网
1109,2020-09-24,一个行长配八个“副手”南京银行惊现“葫芦娃”式高管阵容,搜狐
1110,2020-09-24,南京银行副行长周文凯：数字化转型是中小银行发展的关键战略，最大痛点是数据治理,每日经济新闻
1111,2020-09-23,我爱我家：为我爱我家房地产经纪8000万元授信额度提供担保 大额借贷担保,中国网
1112,2020-09-23,【中原晨会0923】市场分析、银行行业月报,中原证券研究所
1113,2020-09-22,我爱我家为房产经纪公司8000万银行授信提供担保,观点地产网
1114,2020-09-21,非银行金融／银行：行业周报(第三十八周),新浪
1115,2020-09-21,多措并举，精准对接--南京银行加大金融支持民营企业发展,和讯
1116,2020-09-21,时代投研·银行周报|中小银行存款成本上升或是长期现象，完善治理结构和风险内控是关键,时代周报
1117,2020-09-21,金融控股公司管理办法点评：金控新牌照 管理有章法,新浪
1118,2020-09-21,全国100家商业银行财富管理能力排名报告（2020上半年）,和讯
1119,2020-09-21,太平洋证券：银行板块关注度提升 抓住机会进行配置,证券时报网
1120,2020-09-20,银行业周报229期：金控新牌照 管理有章法,新浪
1121,2020-09-18,“债券之王”尚未“渡劫”，南京银行启动高层“大换血”,环球老虎财经
1122,2020-09-18,研究 | 厦门银行：利息净收入连续两年“开倒车” 向老赖放贷风控存漏洞 经营问题,中金在线
1123,2020-09-18,新领导班子确定 南京银行“一正八副”格局成型,中国经营网
1124,2020-09-17,多达8人！副行长人数最多的上市银行来了！,和讯
1125,2020-09-17,南京银行迎46岁新行长林静然 “一正八副”格局成型,每日经济新闻
1126,2020-09-16,南京银行(601009.SH)：选举胡升荣为公司董事长 聘任林静然为行长、财务负责人,格隆汇
1127,2020-09-15,宽信用稳步推进：银行业2020年8月金融数据点评,中信证券
1128,2020-09-14,金融科技系列研究之二：消费金融行业剖析：逐鹿消金新赛道 零售生态迎变局,新浪
1129,2020-09-14,【行情】银行板块异动，青农商行涨3%，成都银行、南京银行、紫金银行等小幅跟涨,金十数据
1130,2020-09-13,【浙商||银行梁凤洁/邱冠华】地方债拉动社融超预期,大话金融
1131,2020-09-13,银行角度看8月社融：需求修复是主要驱动 利于经济和银行板块,新浪
1132,2020-09-13,休闲服务行业周报：格力地产三亚获地 中免与凤凰机场设立合资公司,新浪
1133,2020-09-11,部分长线资金力挺银行股,Wind
1134,2020-09-10,南京银行：“苏影保”创新金融服务支持电影业复工复业,金融界
1135,2020-09-10,年内公募高管变动达220起，同比降三成,Wind
1136,2020-09-09,银行中报里的秘密：社保、养老金增持这些个股,中证报
1137,2020-09-09,天泽信息(300209.SZ)：远江信息未能依据合同约定全额偿还两笔贷款 产生逾期担保贷款余额3700万元 违约失信,格隆汇
1138,2020-09-09,拨备增长吞噬上市银行净利，上半年计提资产减值逾8600亿元同比增38.61%,Wind
1139,2020-09-08,六家城商行上调薪酬支出，这家银行人均月涨5100元,和讯
1140,2020-09-08,银行降薪实锤？合计下降5.9亿元，但人均仍超2万,21世纪经济报道
1141,2020-09-07,上市银行中期盈利8554亿加大拨备计提 不良率平均1.43%七成拨备覆盖率超200%,长江商报
1142,2020-09-06,银行本周聚焦：车险综合费改实施影响几何？,新浪
1143,2020-09-05,【南京银行】资产质量和息差稳定，ROE较高,志明看金融
1144,2020-09-05,A股城商行净利多呈正增长，有头部城商行存业绩隐忧,Wind
1145,2020-09-04,【银行中报观察】A股城商行净利多呈正增长有头部城商行存业绩隐忧,经济观察报
1146,2020-09-04,银行业20年半年报综述：相信自然增长 出清存量风险,新浪
1147,2020-09-03,138股获券商买入评级，会畅通讯目标涨幅达93.60%,Wind
1148,2020-09-02,南京银行上半年信用减值损失43亿元 人均薪酬27万元,中国经济网
1149,2020-09-02,靳毅：同业存单发行小幅回落，理财发行明显缩水,金融界
1150,2020-09-01,银行股“破净保卫战”：15家银行大股东和高管护盘，有股东账面浮盈已超8000万,和讯
1151,2020-09-01,南京银行(601009)：中收表现亮眼 存款成本率下行,新浪
1152,2020-09-01,北向资金动向盘点：减仓80亿，“食、药”是重点,Wind
1153,2020-08-31,在疫情冲击下，上半年南京银行是如何既压实风险管理又取得转型成效的？,和讯
1154,2020-08-31,猛增1.5万亿，私行财富爆发！,中国基金报
1155,2020-08-31,南京高科(600064)：上半年业绩超预期 全年盈利料平稳增长,新浪
1156,2020-08-31,刚刚出炉！猛增1.5万亿，私行财富大爆发！“一哥”2.5万亿最牛,Wind
1157,2020-08-30,详解南京银行2020中报：稳健持续强，高ROE，低估值【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
1158,2020-08-30,研究员转身去当副行长，还有哪些华丽转身？,Wind
1159,2020-08-30,南京银行(601009)：息差和不良保持稳定,新浪
1160,2020-08-28,南京银行上半年贷款增量创历史新高 不良认定进一步严格,证券时报
1161,2020-08-28,南京银行发布2020年半年报—— 经营稳健态势良好 支持实体践行普惠,环球老虎财经
1162,2020-08-28,南京银行：上半年净利润72.76亿元 同比增4.86%,上证报
1163,2020-08-28,南京银行半年报：上半年净利润72.21亿元 同比增长4.98%,新浪
1164,2020-08-28,南京银行：上半年净利同比增长4.98%,e公司
1165,2020-08-28,南京银行(601009.SH)：上半年净利升4.98%至72.21亿元,格隆汇
1166,2020-08-28,【国海固收·靳毅团队】同业存单发行小幅回落，理财发行明显缩水,靳论固收
1167,2020-08-27,无锡新宏泰电器科技股份有,证券时报
1168,2020-08-27,南京银行：全资子公司南银理财8月27日正式开业运营,Wind
1169,2020-08-27,行稳致远 悦享梅好—— 打造全能型资管机构，南银理财公司正式揭牌亮相,华夏时报
1170,2020-08-27,南京银行理财子公司南银理财正式揭牌,中国金融新闻网
1171,2020-08-27,南银理财公司正式揭牌亮相 “致远”引领固收+产品布局,投资时报
1172,2020-08-27,南银理财揭牌开业 南京银行副行长童建出任董事长,中国网
1173,2020-08-27,南银理财正式开业,上证报
1174,2020-08-27,南京银行理财子公司正式揭牌 旨在打造全能型资管机构,证券时报网
1175,2020-08-26,银行理财子公司为何加速“入场” 两日三家获批开业,中投网
1176,2020-08-25,【中金固收·利率】结构性存款价量齐跌，银行理财量稳价降—金融机构负债端跟踪7月月报,中金固定收益研究
1177,2020-08-24,银行／非银行金融行业周报(第三十四周),新浪
1178,2020-08-21,再迎3位副行长？南京银行或将“一正九副”,新浪
1179,2020-08-20,每日理财观察：16家银行理财子开业，集合信托遇冷,Wind
1180,2020-08-19,加速进场三家银行理财子公司拿准生证,时代周报
1181,2020-08-19,江苏两家上市银行理财子公司获准开业 开业理财子公司增至16家,中投网
1182,2020-08-19,苏银理财、南银理财获准开业 城商行加速入局理财子公司,中国网
1183,2020-08-19,银行股多数走升，无锡银行、南京银行、宁波银行涨超1%,Wind
1184,2020-08-18,“时不我待，只争朝夕”——南银理财正式获准开业,和讯
1185,2020-08-18,城商行加速进场，江苏首批两家理财子公司同日获准开业,第一财经
1186,2020-08-18,晚间重要公告2020年8月18日星期二,Wind
1187,2020-08-18,江苏2家银行理财子公司获批开业，开业理财子公司增至16家,澎湃新闻
1188,2020-08-18,南京银行理财子公司获批开业,上证报
1189,2020-08-18,南京银行理财子公司获准开业 去年理财产品总规模2800亿元,和讯
1190,2020-08-18,南京银行：全资子公司南银理财获批开业,第一财经
1191,2020-08-18,南京银行：全资子公司南银理财获准开业,Wind
1192,2020-08-18,银行基本面跟踪十五：四维度的纠偏与空间,新浪
1193,2020-08-17,深度*行业*银行业周报：银行业中期业绩利空落地 业绩期关注绩优个股,新浪
1194,2020-08-17,银行行业周报225期：风险溢价下降和基本面向上,新浪
1195,2020-08-17,2020中国资管年会圆满落幕！肖钢、屠光绍、陶玲、霍华德等重磅发声,金融界
1196,2020-08-17,成都银行、长沙银行涨停，为何估值更低的国有大银行涨幅靠后,澎湃新闻
1197,2020-08-17,银行行业报告：首份上市行中报落地稳定预期 看好银行低估值修复行情,新浪
1198,2020-08-16,江苏银行(600919)：详解首份银行中报 重申转看多银行股,新浪
1199,2020-08-15,国产数据库专题报告：黄金赛道龙头，十倍成长空间,新浪
1200,2020-08-14,银行股拉升背后：破净率超七成，外资提前抢筹,Wind
1201,2020-08-14,【行情】银行板块午后急拉，成都银行大涨7%，南京银行、杭州银行、宁波银行纷纷走强,金十数据
1202,2020-08-12,银行2020年7月金融数据点评：信贷结构大幅优化 宏观经济向好趋势明朗,新浪
1203,2020-08-12,宁波银行市值突破2000亿！紧跟海康威视、吊打同级城商行，直逼前辈大佬,和讯
1204,2020-08-12,2020年7月金融统计与社会融资规模数据解析：贷款平稳增长 M1增速上行,新浪
1205,2020-08-12,二季度监管数据点评：提足拨备 做实利润,新浪
1206,2020-08-11,硅基智能解读“泛智能”，AI数字人进入规模商业化,砍柴网
1207,2020-08-11,坚决贯彻落实两项货币信贷政策工具支持小微企业南京银行打开融资“钱袋子”,新华网
1208,2020-08-11,银行新标的专题：西南新机遇 成渝三叉星,新浪
1209,2020-08-11,2020（第十三届）中国资产管理「金贝」奖评选盛大揭晓,21经济网
1210,2020-08-11,银行业专题报告：银行利润去哪了？,新浪
1211,2020-08-10,2020中国资管年会圆满落幕！肖钢、屠光绍、陶玲、霍华德等重磅发声,证券之星
1212,2020-08-10,【中信建投银行杨荣】上半年银行业监管数据点评：《净利润负增长，资产质量夯实》,eResearch杨荣团队
1213,2020-08-09,2020中国资管年会圆满落幕！肖钢、屠光绍、陶玲、霍华德等重磅发声,21世纪经济报道
1214,2020-08-09,2020中国资管年会圆满落幕 首次“现场＋直播”共议开放变革与趋势,21世纪经济报道
1215,2020-08-08,南京银行科技战略报告,零壹财经
1216,2020-08-06,银行业主题研究系列之一：银行如何投基建及本轮基建影响解析,新浪
1217,2020-08-05,成立七年迎第三任董事长 鑫元基金旗下权益类产品规模占比不足2%,投资时报
1218,2020-08-05,四月以来银行被罚超2亿元，违规输血股市楼市仍是监管重点 金融监管处罚,澎湃新闻
1219,2020-08-05,每日理财观察：现货黄金突破2000美元关口,Wind
1220,2020-08-04,银行Ⅱ行业：不良资产处置的新方式,新浪
1221,2020-08-03,招商证券原固收总经理获刑 5年利益输送6家公司2.7亿 其他违规处罚,中国经济网
1222,2020-08-03,融资融券周报2020年第30周,新浪
1223,2020-08-03,银行点评资管新规延期至2021年底：过渡期正式延长 银行整改压力减轻,新浪
1224,2020-08-03,银行行业周报：过渡期延长落地 银行整改压力减轻,新浪
1225,2020-08-03,银行股遇尴尬：股东高管买买买、公募基金卖卖卖,Wind
1226,2020-08-02,银行股迎来投资“两极世界”：公募仓位降至历史最低，高管却在买买买,券商中国
1227,2020-08-02,南京银行发力AI，智能风控仍存不足,商学院
1228,2020-08-02,银行股又迎尴尬时刻！公募疯狂减持，仓位降至历史次低，银行股东、高管却在买买买,券商中国
1229,2020-07-29,鑫元基金高管变动：董事长肖炎离任 原南京银行分行行长洪伟履新 董监高成员变化,GPLP犀牛财经
1230,2020-07-29,鑫元基金肖炎因工作安排离任 新任党委书记洪伟为董事长 董监高成员变化,新浪
1231,2020-07-28,银行行业周报：LPR连续3月维持不变 Q2基金重仓银行比例仅2.28%,新浪
1232,2020-07-28,独家丨全国288家银行理财能力排行榜（2020年2季度）,和讯
1233,2020-07-27,银行业周报222期：资金流向与货币政策走向,新浪
1234,2020-07-27,银行行业周报：中小银行MPA考核或放松 信贷扩张可期,新浪
1235,2020-07-26,【兴证金融 傅慧芳】LPR连续3月维持不变，Q2基金重仓银行比例仅2.28%——银行业周报（200718-200724）,兴证金融
1236,2020-07-24,南京银行(601009.SH)：林静然董事任职资格获中国银保监会核准,格隆汇
1237,2020-07-23,银行行业：美国四大行2Q20业绩表现对中资银行的启示,新浪
1238,2020-07-23,银行Ⅱ：二季度继续减持 看好底部反弹 减持股份,新浪
1239,2020-07-22,融资客青睐5股，粤电力A买入占比高达52.39%,Wind
1240,2020-07-22,360金融：科技基因深植，估值重振可期,中信建投非银金融研究
1241,2020-07-21,*ST华讯(000687)：部分银行账户和资产被冻结 资产查封,证券时报网
1242,2020-07-20,中信证券：银行股价下行概率和空间低,Wind
1243,2020-07-19,再提券商合并 哪家呼声最高？,金融界
1244,2020-07-16,资金面边际收紧 收益率上升空间不大,金融界
1245,2020-07-15,南京银行与制造业企业打造伙伴型特色合作模式_实时热点_热点聚焦_36氪快讯_36氪,36氪
1246,2020-07-14,每日理财观察：年内基金分红突破960亿元，新基金发行超级周来了,Wind
1247,2020-07-14,青岛银行陷多事之秋：卷入私募违约大案成被告 违约失信,时代周报
1248,2020-07-14,年内首家银行股IPO上会在即，厦门银行如何迎考,Wind
1249,2020-07-13,聚焦银行板块，持续低估值，后市路在何方？,Wind
1250,2020-07-13,豪悦股份的“阴阳信披”，核心供应商疫情期间哄抬物价遭罚 关联方问题,和讯
1251,2020-07-11,【浙商||银行梁凤洁/邱冠华】银行利润去哪儿了？,大话金融
1252,2020-07-10,分红潮来临！逾百家公司派现，金融股集中现身,Wind
1253,2020-07-08,53股获券商买入评级 中国中铁目标涨幅达73.96%,Wind
1254,2020-07-07,每日理财观察：股票ETF单日成交额创历史第三高，爆款基金再现,Wind
1255,2020-07-06,南京银行(601009)：金融市场优势不改 结构调整抬升ROE,广发证券
1256,2020-07-06,十年复盘：中信证券引爆牛市可能有多大？本轮券商行情有多高,证券时报网
1257,2020-07-06,中金：如何恢复中资银行再融资功能？,中金点睛
1258,2020-07-03,A股接下来往哪走？6大维度揭秘资金流向,每日经济新闻
1259,2020-07-03,A股乘风破浪，还有哪些价值洼地在隐秘角落？,证券时报网
1260,2020-07-02,银行Ⅱ：注资中小行 补血加活血,新浪
1261,2020-07-01,2020年7月份策略月度报告：利好风险资产的市场环境没有转变 关注基本面相对优势,新浪
1262,2020-06-28,时代银行周报 | 网传证监会计划向商业银行发放券商牌照，渤海银行通过港交所上市聆讯,时代在线
1263,2020-06-28,南京银行盈利能力不及旗鼓相当的宁波银行，北京地区营业利润亏损 亏损,新浪
1264,2020-06-27,长风破浪十二载 南京银行上海分行十二周年行庆,陆家嘴金融网
1265,2020-06-25,中原证券银行业半年度策略：逻辑重心切换，优选韧性良好标的,Wind
1266,2020-06-25,【中原银行】银行行业半年度策略：逻辑重心切换，优选韧性良好标的,中原证券研究所
1267,2020-06-24,2400亿元抗疫特别国债下周来袭，重点投向18个领域,Wind
1268,2020-06-24,南京银行“节水贷”“激活”节水型企业,新华网
1269,2020-06-23,将增至百亿！南京银行变更注册资本获批,上证报
1270,2020-06-23,南京银行(601009.SH)变更注册资本获得批复,格隆汇
1271,2020-06-23,每日理财观察：6月LPR报价维持不变,Wind
1272,2020-06-22,南京银行捷克籍副行长米乐任职资格获批：2019年税前薪资144万，曾任捷信消金、杭银消金副董,凤凰网
1273,2020-06-22,买银行理财不如买银行股？23家上市银行股息率平均超4%,深水财经社
1274,2020-06-21,南京银行迎来一位捷克籍副行长,金融界
1275,2020-06-19,2020年中期投资策略报告：中小银行深化改革,新浪
1276,2020-06-19,南京银行：董事杨伯豪、副行长米乐任职资格获核准,北京商报
1277,2020-06-19,南京银行(601009.SH)：董事与高管任职资格获中国银保监会核准,格隆汇
1278,2020-06-19,银行行业研究：【太平洋银行】共生共荣 风雨过后 便是彩虹,新浪
1279,2020-06-18,银行股估值处于低位，大股东频频增持,中证报
1280,2020-06-17,6月逾200亿减持，4千亿巨量解禁下月将至,Wind
1281,2020-06-17,一个月增持近8亿，南京银行大股东紫金投资及其一致行动人持续买进,21世纪经济报道
1282,2020-06-17,南京银行大股东南京紫金投资增持1%股份,资本邦
1283,2020-06-16,南京银行大股东近一月增持1亿余股,中证报
1284,2020-06-16,南京银行(601009.SH)：大股东及其一致行动人已增持1%的股份,格隆汇
1285,2020-06-12,南京银行：拟每股派发现金红利人民币0.392元(含税),中金在线
1286,2020-06-11,南京银行(601009.SH)2019年度权益分派10派3.92元 股权登记日为6月18日,格隆汇
1287,2020-06-11,【华泰金融沈娟团队】云开月明，淘沙取金—2020年银行业中期策略【证券研究报告】,华泰金融研究全新平台
1288,2020-06-10,时代热评 | 杭州银行量产千万富豪高管，近12亿贷款若“打水漂”谁担责？,时代在线
1289,2020-06-09,债券重大事件2020年6月9日星期二,Wind
1290,2020-06-09,“牵手”14年 南京银行与日照银行再度深化伙伴关系,新华网
1291,2020-06-09,2天21张罚单 南京银行信贷业务合规堪忧 金融监管处罚,新浪
1292,2020-06-09,这家银行怎么了？两天收21张罚单，被罚超1400万！ 金融监管处罚,中国基金报
1293,2020-06-08,南京银行分别与江苏交控、江苏烟草签订全面战略合作协议,新华网
1294,2020-06-08,鹿城银行拟向60名员工增发募资 董事长拟掏747万元认购,和讯
1295,2020-06-06,2天一银行41罚单罚900万！另一银行21罚单超1400万！ 金融监管处罚,腾讯网
1296,2020-06-05,再现资金违规入股市罚单，银保监会：罚！ 金融监管处罚,上证报
1297,2020-06-05,“萝卜章”再现江湖？一笔1300万银行贷款担保陷分歧,21世纪经济报道
1298,2020-06-05,致敬创新，筑梦小微——南京银行科技文化金融引领创新,新华网
1299,2020-06-05,南京银行扬州分行数宗违法遭罚90万 以票吸存虚增存贷规模 金融监管处罚,中国网
1300,2020-06-05,情绪前瞻0605 | 趣头条一季度营收逆势增长14.12亿元，正向情绪居首；*ST斯太被证监会处罚，负向情绪警笛拉响,21世纪经济报道
1301,2020-06-05,5月信用债发行总量回落，利率涨跌不一,Wind
1302,2020-06-04,因消费贷资金流入房地产等多项违规，南京银行连收12张罚单合计罚没近660万元 金融监管处罚,Wind
1303,2020-06-03,小心，清仓减持又来了！注意，1天4家公司被举牌（附名单）,Wind
1304,2020-06-03,上市公司正负面新闻2020年6月3日星期三,Wind
1305,2020-06-02,晚间重要公告2020年6月2日星期二,Wind
1306,2020-06-02,5月450亿减持创年度新高，科技医疗抛售居前,Wind
1307,2020-06-01,公告速递：神开股份获举牌；掌趣科技拟大额回购,上证报
1308,2020-06-01,南京银行与第三大股东达成战略合作,证券时报
1309,2020-06-01,南京银行(601009.SH)：与江苏交通控股签订战略合作协议,格隆汇
1310,2020-06-01,南京银行：与第三大股东交通控股签订战略合作协议,Wind
1311,2020-05-31,【浙商||银行】6月策略：经济弱复苏，估值待修复,大话金融
1312,2020-05-30,机构看好八成以上银行成份股，投资优质银行将获确定性回报,Wind
1313,2020-05-29,南京银行今日大宗交易成交250.73万股，成交价7.85元折价0.63%,Wind
1314,2020-05-28,银行Ⅱ行业：银行股为什么逆势上涨？,新浪
1315,2020-05-28,深化金融改革 强化服务实体,金融界
1316,2020-05-26,商业银行表内投资及表内非标债权投资规模有多大？,和讯
1317,2020-05-26,南京银行2019金融科技关键词：开放银行获客2286万 科技投入将破6亿,中国电子银行网
1318,2020-05-25,苏宁金融增长的小贷、银行业务能否拯救低迷的消金业务?,新浪
1319,2020-05-22,硅基智能为某大型银行研发账单分期自动化智能外呼系统,金融投资网
1320,2020-05-21,13家上市城商行业绩比拼：宁波银行利润增速第一 郑州银行不良率超2%,金融界
1321,2020-05-21,年度减持1400亿科技股承压，将再迎解禁高峰,Wind
1322,2020-05-19,【中信建投银行杨荣】银行业周报219期：《因势而变的必要调整》,eResearch杨荣团队
1323,2020-05-19,【中信建投银行杨荣】周报230期：《4 季度银行股有哪些催化剂？》,eResearch杨荣团队
1324,2020-05-19,【中信建投银行杨荣】南京银行（601009）半年报简评：《贷款拨备厚实， 资产质量优越》,eResearch杨荣团队
1325,2020-05-19,【中信建投银行杨荣】2季度基金持仓简评：《二季度继续减持，看好底部反弹》 减持股份,eResearch杨荣团队
1326,2020-05-19,【中信建投银行杨荣】无锡银行（600908）半年报简评：《营收净利增速居首， 资产质量优势夯实》,eResearch杨荣团队
1327,2020-05-19,【中信建投银行杨荣】银行业周报224期：《再次审视中小银行风险的源头》,eResearch杨荣团队
1328,2020-05-19,【中信建投银行杨荣】周报228期：《扩容债转股投资主体，加快不良资产处置》,eResearch杨荣团队
1329,2020-05-19,【中信建投银行杨荣】银行业周报216期：《并购是主流吗？》,eResearch杨荣团队
1330,2020-05-19,【中信建投银行杨荣】行业简评：全面解读《人民银行法（修订稿）》：《推进现代中央银行制度，金融更好服务实体经济》,eResearch杨荣团队
1331,2020-05-19,【中信建投银行杨荣】平安银行（000001）半年报简评：《拨备覆盖率持续提升，不良率维持平稳》,eResearch杨荣团队
1332,2020-05-19,【中信建投银行杨荣】西安银行（600928）半年报简评：《零售转型继续深化，存量风险压力较大》,eResearch杨荣团队
1333,2020-05-19,【中信建投银行杨荣】苏农银行（603323）半年报简评：《不良双降质量改善，继续推进零售转型》,eResearch杨荣团队
1334,2020-05-19,【中信建投银行杨荣】银行业周报214期：《理财子公司高管关注的问题?》,eResearch杨荣团队
1335,2020-05-19,【中信建投银行杨荣】2020年3季报综述：《息差企稳回升，零售边际改善》,eResearch杨荣团队
1336,2020-05-19,【中信建投银行杨荣】上市银行20年半年报综述：《相信自然增长，存量风险出清》,eResearch杨荣团队
1337,2020-05-19,【中信建投银行杨荣】行业简评：《明确标债资产认定，引导融资成本下行》,eResearch杨荣团队
1338,2020-05-19,【中信建投银行杨荣】南京银行（601009）三季报简评：《不良保持低水平，零售贷款在回升》,eResearch杨荣团队
1339,2020-05-19,【中信建投银行杨荣】6月社融点评：《社融延续高速增长》,eResearch杨荣团队
1340,2020-05-19,【中信建投银行杨荣】7月社融信贷数据点评：《通报影响社融增速，不改高增长态势》,eResearch杨荣团队
1341,2020-05-19,【中信建投银行杨荣】5月社融简评：《财政政策发力，居民消费回暖》,eResearch杨荣团队
1342,2020-05-19,银行并购是主流吗？,中信建投证券研究
1343,2020-05-19,四季度银行股有哪些催化剂？,中信建投证券研究
1344,2020-05-19,【中信建投银行杨荣】行业简评：《央行购买，中小银行贷款出表》,eResearch杨荣团队
1345,2020-05-18,长三角7家上市城商行的2019年：谁最赚钱 谁是异地贷款王,金融界
1346,2020-05-18,长三角7家上市城商行2019年净赚803.35亿：营收净利均保持两位数增长，谁是异地贷款王,凤凰网
1347,2020-05-16,南京银行千万贷款牵出私刻公章案 露馅后支行行长豪掷百万“和解”,腾讯网
1348,2020-05-15,南京银行：大股东南京高科累计增持约3912.49万股,北京商报网
1349,2020-05-15,南京银行(601009.SH)：南京高科累计增持3912.49万股,格隆汇
1350,2020-05-15,南京银行：大股东南京高科累计增持2.99亿元,Wind
1351,2020-05-14,东吴银行 | 外资偏爱银行股，QFII红利最受益,东吴金融研究
1352,2020-05-14,南京银行一季度新增资产约一半来自“现金及存放央行款项” 回应：这种状况仅存在于季末,金融界
1353,2020-05-13,银行基本面跟踪之八：从1季度监管指标看“让利实体”与“防风险”的平衡,新浪
