,2021-12-30,恒逸石化大宗交易成交2106.00万元,证券时报网
1093,2019-11-19,茅台找顶中石油寻底 港资逆势“爆买”民营炼化,每日经济新闻
1094,2019-11-15,恒逸石化：累计新增借款占上年末净资产的比例超过40% 大额借贷担保,Wind
1095,2019-11-15,“PX-PTA-聚酯”产业链全线加码！恒逸石化重磅押注能否决胜明天？,纺织网
1096,2019-11-12,【方正化工】恒逸石化深度报告之二：全新视角，以概率和价格透析分析恒逸文莱项目盈利,方正证券研究
1097,2019-11-10,恒逸石化获扎堆调研，受机构青睐的前20家公司三季报业绩亮眼！,21世纪经济报道
1098,2019-11-08,40股获券商买入评级 长安汽车目标涨幅达48.28%,Wind
1099,2019-11-06,恒逸石化：近期油运价格波动对文莱炼厂的影响相对有限,e公司
1100,2019-11-05,太证研究11月5日最新观点：科创板和中小创盈利改善，化工三季报盈利下滑 盈利能力下降,太平洋证券研究
1101,2019-11-04,恒逸石化文莱炼化项目一期全面投产，年原油加工能力800万吨,第一财经
1102,2019-11-03,中国在文莱最大投资项目全面投产,Wind
1103,2019-11-03,恒逸石化文莱项目全面投产 打通石化产业链“最后一公里”,e公司
1104,2019-11-03,恒逸石化：控股子公司投建的文莱炼化项目顺利投产 有利于增强公司持续盈利能力,发布易
1105,2019-11-03,公告精选：益生股份增资四方红科技发展种猪和肥猪饲养业务；恒逸石化文莱炼化项目投产,e公司
1106,2019-11-03,恒逸石化(000703.SZ)：文莱PMB石油化工项目全面投产,格隆汇
1107,2019-11-03,恒逸石化：文莱PMB石油化工项目全面投产,e公司
1108,2019-10-30,工业综合：大宗业2019年11月金股推荐,长江证券
1109,2019-10-29,【方正化工】恒逸石化深度报告之二：全新视角，以概率和价格透析分析恒逸文莱项目盈利,方正证券研究
1110,2019-10-28,化工：丙烯主要生产流程及各工艺路线评价 荐11股,申万宏源
1111,2019-10-23,化工：国际化对标与复盘 荐6股,申万宏源
1112,2019-10-23,119股获券商买入评级 凯文教育目标涨幅达69.06%,Wind
1113,2019-10-22,恒逸石化：随着四季度文莱项目逐渐运营与提负荷，其优势将逐渐显现,Wind
1114,2019-10-22,社保基金持仓动向曝光：青睐14只个股 10月显著跑赢大盘,中证报
1115,2019-10-21,机构调研:恒逸石化超图软件业绩暴增 兴全睿远等紧盯,新浪
1116,2019-10-21,报告|2019年9月广西省A股上市公司市值排行榜恒逸石化排名第一,挖贝网
1117,2019-10-21,50股获券商买入评级 天邦股份目标涨幅达107.89%,Wind
1118,2019-10-21,"恒逸石化2019年三季报点评:2019Q3长丝景气度提升对冲PTA下行,文莱项目全面投产在即",光大证券
1119,2019-10-20,化工：涤纶长丝价差扩大 恒逸石化Q3业绩环比增长,方正证券
1120,2019-10-18,恒逸石化：预计四季度文莱炼化项目贡献业绩增量 买入评级,国盛证券
1121,2019-10-18,恒逸石化：预计文莱项目11月贡献业绩 强烈推荐评级,方正证券
1122,2019-10-18,恒逸石化三季度业绩再上台阶 文莱炼化项目打造第二增长曲线,证券日报
1123,2019-10-18,恒逸石化三季度业绩保持稳步增长 分析认为文莱炼化四季度有望贡献业绩,中证网
1124,2019-10-18,恒逸石化三季度业绩下滑 负债493亿炼化扩张仍在推进 盈利能力下降,新京报
1125,2019-10-17,恒逸石化公布三季报 前三季净利减少9.28% 盈利能力下降,新浪
1126,2019-10-17,恒逸石化：前三季度净利润同比减9.28% 盈利能力下降,Wind
1127,2019-10-17,恒逸石化(000703.SZ)第三季度净利润降21.92%至9.37亿元 盈利能力下降,格隆汇
1128,2019-10-17,化工行业周报:10月MDI展望:供大于求状况无实质性改善,浙商证券
1129,2019-10-15,67股获券商买入评级，长城汽车目标涨幅达68.61%,Wind
1130,2019-10-15,方正证券丨周报聚焦1008-1011,方正证券研究
1131,2019-10-13,恒逸石化(000703.SZ)：浙商银行首次公开发行A股取得中证监核准批文,格隆汇
1132,2019-10-13,恒逸石化：参股子公司浙商银行IPO取得证监会核准批文,e公司
1133,2019-10-13,化工：化工景气指数继续下行 荐8股,方正证券
1134,2019-10-12,下周主流机构最看好的板块个股,都市快报
1135,2019-10-09,A股异动丨恒逸石化涨逾4% 券商称有逾50%的上涨空间,格隆汇
1136,2019-10-08,【石化】恒逸石化：深度报告1：公司价值被低估，向上空间值得关注,天风研究
1137,2019-09-30,国金证券：恒逸石化买入评级,国金证券
1138,2019-09-30,恒逸石化：将大幅受益于文莱炼化一期项目投产 目标价21元,证券时报网
1139,2019-09-23,化工：DMC 乙二醇 甲醇涨价 荐30股,安信证券
1140,2019-09-20,化工：化工产品价格大幅上涨 荐8股,西南证券
1141,2019-09-19,华泰证券：恒逸石化增持评级,华泰证券
1142,2019-09-18,[快讯]恒逸石化:收到《中国证监会行政许可项目审查一次反馈意见通知书》,中财网
1143,2019-09-18,恒逸石化(000703.SZ)：逸盛新材料拟斥67.31亿元投建年产600万吨PTA工程,格隆汇
1144,2019-09-18,恒逸石化：参股子公司拟投67.31亿元建PTA工程,Wind
1145,2019-09-18,恒逸石化：新增对子公司恒逸文莱的担保额度60亿元 大额借贷担保,Wind
1146,2019-09-18,化工：化工整体供需有所好转,中信建投
1147,2019-09-16,恒逸集团上半年业绩遇冷负债621亿 石化巨头持续扩张 偿债能力下降,新京报
1148,2019-09-15,【方正化工】石化周报： 坯布库存下行，PTA价差上升,靠谱化工股
1149,2019-09-12,30股获券商买入评级 首开股份目标涨幅达57.20%,Wind
1150,2019-09-11,晨会0911 | 看好5G终端产业链机遇；新材料标的表现优异,中信建投证券研究
1151,2019-09-07,【桐昆股份|深度】未来3年业绩将翻番？在平凡中显现奇崛！【国金石化】,和讯
1152,2019-09-06,恒逸石化：文莱PMB石油化工项目产出合格产品,e公司
1153,2019-09-06,恒逸石化(000703.SZ)：文莱PMB石油化工项目产出合格产品,格隆汇
1154,2019-09-05,恒逸石化今日大宗交易成交1035万股，成交价11.45元折价7.29%,Wind
1155,2019-09-05,恒逸石化：预计未来PTA和聚酯产品依然能够维持较好盈利情况,Wind
1156,2019-09-05,恒逸石化：PTA市场价差近期在900元/吨以上 维持较好盈利水平,e公司
1157,2019-09-03,[快讯]恒逸石化157万限售股9月6日解禁 解禁,中财网
1158,2019-09-03,恒逸石化：392万股限售股9月6日解禁流通 解禁,Wind
1159,2019-08-30,上市公司8300亿闲钱买理财，1.5万亿债券融资，这17家有点不一样,Wind
1160,2019-08-30,恒逸石化(000703.SZ)：重要参股子公司浙商银行A股首发过会,格隆汇
1161,2019-08-30,上调评级至买入策略选股（8月30日）,Wind
1162,2019-08-30,早间公告：恒逸石化参股子公司浙商银行A股首发过会,Wind
1163,2019-08-29,恒逸石化：拟成立产业并购基金，开展对外产业并购业务,Wind
1164,2019-08-27,恒逸石化：文莱项目计划三季度末产出合格产品，销售收入在四季度体现,Wind
1165,2019-08-27,265股获券商买入评级 银轮股份目标涨幅达98.30%,Wind
1166,2019-08-26,208股获券商买入评级 恒逸石化目标涨幅达74.83%,Wind
1167,2019-08-23,恒逸石化：中报符合预期，文莱项目即将进入商业运营阶段【天风石化张樨樨团队】,樨樨和她的油气小伙伴
1168,2019-08-23,【天风石化】：恒逸石化深度报告1：公司价值被低估，向上空间值得关注,樨樨和她的油气小伙伴
1169,2019-08-22,恒逸石化上半年实现净利12.77亿元 文莱炼化项目投产在即,证券日报
1170,2019-08-22,恒逸石化：2019年半年度报告主要财务指标,深交所
1171,2019-08-22,恒逸石化(000703.SZ)半年度净利润升2.94%至12.77亿元,格隆汇
1172,2019-08-22,恒逸石化：上半年净利润同比增2.94%,Wind
1173,2019-08-09,恒逸石化40万吨/年己内酰胺投产 进一步增强公司行业话语权,证券日报
1174,2019-08-08,恒逸石化(000703.SZ)：40万吨/年己内酰胺扩能改造项目正式投产运行,格隆汇
1175,2019-08-06,恒逸石化(000703.SZ)向证监会申请恢复可转债审查,格隆汇
1176,2019-08-01,"基础化工行业:醋酸大幅上涨,MDI、有机硅持续上行",安信证券
1177,2019-07-29,受累瑞华，万达电影等多家A股公司项目遭“中止”,第一财经
1178,2019-07-29,证监会中止审查恒逸石化(000703.SZ)可转债申请,格隆汇
1179,2019-07-29,恒逸石化：收到《中国证监会行政许可申请中止审查通知书》,Wind
1180,2019-07-28,化工：继续强烈推荐万华化学玲珑轮胎恒力石化 荐14股,方正证券
1181,2019-07-24,化工：1600万吨盛虹炼化一体化项目配套码头工程正式开工 荐8股,中信建投
1182,2019-07-24,"石油化工行业:基于上海石化历史数据的回溯检验,大型炼化项目盈利模型的构建",光大证券
1183,2019-07-23,"石油化工行业周报:也有春风摆动时,2019下半年石化行情展望",申万宏源
1184,2019-07-21,化工：继续推荐具有一体化能力的优质精细化工龙头公司 荐29股,国盛证券
1185,2019-07-19,"基础化工行业周报:油价上涨、黄磷、萤石供应低位价格走高,有机硅、丙烯酸触底回升",安信证券
1186,2019-07-18,化工：价格逼近历史高点 荐5股,中信建投
1187,2019-07-16,恒逸石化：下属子公司与中金石化拟出资10亿元对逸盛新材料增资,发布易
1188,2019-07-16,报告 | 2019年6月广西省A股上市公司市值排行榜,挖贝网
1189,2019-07-15,恒逸石化今日大宗交易成交26.40万股，成交价13.08元溢价0.0%,Wind
1190,2019-07-14,化工：MDI供应下滑 荐21股,方正证券
1191,2019-07-12,[快讯]恒逸石化:文莱PMB石油化工项目进入全面试车,中财网
1192,2019-07-12,早间公告：宜通世纪半年报预计扭亏为盈 恒逸石化文莱PMB石油化工项目全面试车,e公司
1193,2019-07-12,早间公告：恒逸石化海外重要石化项目进入全面试车阶段,Wind
1194,2019-07-10,【方正化工】化工周报：玲珑轮胎新零售系统上线，浙江石化取得成品油出口资质,靠谱化工股
1195,2019-07-07,化工：中委广东石化炼化一体化项目2000万吨炼油装置开工建设 荐4股,中信建投
1196,2019-07-05,"东北证券：将恒逸石化评级调高为""买入""",Wind
1197,2019-07-05,PTA期货连续两日大跌，被举报 “期现结合”操纵市场企业回应：暂无监管机构问讯 诉讼纠纷,经济观察网
1198,2019-07-02,"石油化工行业周报:原油紧张及关注OPEC+会议动态,PTA高盈利下的长周期价格回顾与展望",申万宏源
1199,2019-06-27,A股早报2019年6月27日星期四,Wind
1200,2019-06-26,A股共发生68宗大宗交易成交16.23亿元（6月26日）,Wind
1201,2019-06-26,恒逸石化：关于第二期限制性股票激励计划第二个解锁期限制性股票解除限售上市流通提示性公告,深交所
1202,2019-06-25,[快讯]恒逸石化512万限售股6月27日解禁 解禁,中财网
1203,2019-06-25,恒逸石化：1173万股限售股6月27日解禁 解禁,Wind
1204,2019-06-24,化工：原油或去库存及进入消费旺季 荐12股,申万宏源
1205,2019-06-21,恒逸石化(000703.SZ)2019年1-5月累计新增借款50.4亿元 占上年末净资产的22.63% 大额借贷担保,格隆汇
1206,2019-06-21,恒逸石化(000703)公开发行A股可转换公司债券申请获得中国证监会受理,中国金融信息网
1207,2019-06-20,【申万宏源化工】每日信息速递20190620,申万宏源化工投资
1208,2019-06-20,恒逸石化(000703.SZ)公开发行可转债申请获证监会受理,格隆汇
1209,2019-06-19,报告 | 2019年5月广西省A股上市公司市值排行榜,挖贝网
1210,2019-06-18,"石油化工行业周报-天然气液NGL,不可忽视的油价影响因素",申万宏源
1211,2019-06-09,化工：重点布局精细化工板块低估值&成长性确定的龙头标的 荐4股,国盛证券
1212,2019-06-09,化工：醋酸价格反弹 荐8股,方正证券
1213,2019-06-03,恒逸石化(000703.SZ)副总裁提交卸任申请 董监高成员变化,格隆汇
1214,2019-06-03,石油化工行业周报:看好天然气的性价比提升及需求快速增长,申万宏源
1215,2019-05-31,恒逸石化(000703.SZ)拟每10股派3元 股权登记日为6月10日,格隆汇
1216,2019-05-29,【申万宏源化工】每日信息速递20190529,申万宏源化工投资
1217,2019-05-23,融资客青睐14股，交运股份买入占比高达54.43%,Wind
1218,2019-05-22,五大券商周四看好6板块45股,证券之星
1219,2019-05-20,【申万石化】北美中小油气公司2019年Q1油气产量及现金流分析,申万石油化工
1220,2019-05-17,报告| 2019年4月广西省A股上市公司市值TOP50,挖贝网
1221,2019-05-15,恒逸石化被纳入MSCI中国指数,中证网
1222,2019-05-13,化工：涤纶长丝产销回升 荐4股,中信建投
1223,2019-05-08,恒逸石化：公司全产业链布局 盈利能力不断提高,西南证券
1224,2019-05-06,[快讯]11:00恒逸石化、云南铜业等26只股票封跌停,中财网
1225,2019-05-03,本周25家上市公司发布可转债预案 融资总规模达875.60亿元,Wind
1226,2019-05-03,中国在文莱最大投资项目进入生产试运行阶段,Wind
1227,2019-04-29,化工：抽丝剥茧 荐12股,申万宏源
1228,2019-04-29,机构集中调研食品医药,中证报
1229,2019-04-27,本周27家上市公司发布可转债预案 融资总规模达342.47亿元,Wind
1230,2019-04-27,PTA业绩弹性大且竞争优势明显 五股投资正当时,证券时报网
1231,2019-04-26,【方正化工】恒逸石化事件点评： 现金收购杭州逸暻，海宁新材料建设加速,靠谱化工股
1232,2019-04-26,恒逸石化股东恒逸集团质押3300万股 公司去年净利同比增长16%,挖贝网
1233,2019-04-26,257股获券商买入评级 美联新材目标涨幅达74.10%,Wind
1234,2019-04-26,公告点题｜4月25日这些公告有看头,第一财经
1235,2019-04-25,恒逸石化：拟发行不超20亿元可转债,证券时报网
1236,2019-04-25,恒逸石化：控股股东质押3300万股,Wind
1237,2019-04-25,国际巨头帝斯曼瑞士工厂停产　维生素A价格应声上涨,东海通财富
1238,2019-04-25,"恒逸石化:期间费用增长拖累q1业绩,上下游同时扩张,一体化、多元化助力未来业绩增长",正点财经
1239,2019-04-25,恒逸石化：后市聚酯仍将保持较好供需格局,Wind
1240,2019-04-24,恒逸石化：800万吨文莱炼化一期项目即将投产,证券时报网
1241,2019-04-24,247股获券商买入评级 华夏幸福目标涨幅达57.09%,Wind
1242,2019-04-24,恒逸石化2019年第一季度净利4.23亿元 董事长方贤水上年末持股368万股,挖贝网
1243,2019-04-23,[快讯]恒逸石化发布质押公告 涉及股份82584万股,中财网
1244,2019-04-22,恒逸石化(000703.SZ)：控股股东解除质押2940万股,格隆汇
1245,2019-04-22,恒逸石化(000703.SZ)一季度营收增长25.93%至209.76亿元,格隆汇
1246,2019-04-22,恒逸石化：一季度净利润同比减42.88% 盈利能力下降,Wind
1247,2019-04-22,A股共发生59宗大宗交易成交10.99亿元（4月22日）,Wind
1248,2019-04-22,恒逸石化今日大宗交易成交166万股，成交价15.73元折价0.0%,Wind资讯
1249,2019-04-22,"恒逸石化:PTA~聚酯景气上升,文莱炼化稳中求进",正点财经
1250,2019-04-19,报告| 2019年3月广西省A股上市公司市值排行榜,挖贝网
1251,2019-04-19,154股获券商买入评级 首旅酒店目标涨幅达77.15%,Wind
1252,2019-04-19,【朝闻国盛0419】拉卡拉上市，关注中美市场新股行情,国盛证券研究所
1253,2019-04-18,恒逸石化去年净赚19.6亿元同比增16.47% 董事长方贤水年薪125万元,挖贝网
1254,2019-04-17,恒逸石化龙头优势凸显 2018年实现营收849亿元,证券日报
1255,2019-04-17,恒逸石化2018年实现净利近20亿元拟10派3元,中证网
1256,2019-04-17,[快讯]恒逸石化:公司发行股份购买资产暨关联交易项目2018年度业绩承诺完成,中财网
1257,2019-04-17,恒逸石化(000703.SZ)2018年净利润升16.47%至19.62亿元 拟10派3元,格隆汇
1258,2019-04-17,恒逸石化：2018年净利润同比增20.97%,Wind
1259,2019-04-17,恒逸石化：2018年净利同比增16.47% 拟10派3元,e公司
1260,2019-04-17,"石油化工行业周报:全球大型炼化一体化园区对比,看好民营大炼化先进产能及综合竞争力",申万宏源
1261,2019-04-15,化工：涤纶长丝行情稳中有涨 荐4股,中信建投
1262,2019-04-10,"石油化工行业跟踪报告:PX增量产能逐步释放,产业链利润向PTA~涤纶转移",正点财经
1263,2019-04-09,恒逸石化子公司竞得3.5亿元化纤项目资产 短纤产能将增至64万吨,中证网
1264,2019-04-09,恒逸石化(000703.SZ)3.5亿元成功竞得翔盛高新资产,格隆汇
1265,2019-04-09,[快讯]恒逸石化:全资子公司成功竞拍资产,中财网
1266,2019-04-08,二季度PTA供给阶段性减少 关注相关上市公司,金融界
1267,2019-04-08,"石油开采行业周报每周油记:中西非原油出口暴增70万桶,OPEC减产新阻力",信达证券
1268,2019-04-01,石油开采行业周报每周油记:中国原油进口连续4个月超1000万桶,信达证券
1269,2019-03-30,国金# 恒逸石化 | 公司精要360° | 第19期,国金证券研究所
1270,2019-03-26,【国金晨讯精选】恒逸石化深度，多部委加大国防军工政策支持点评,国金证券研究所
1271,2019-03-25,[快讯]恒逸石化发布质押公告 涉及股份87424万股,中财网
1272,2019-03-25,恒逸石化(000703.SZ)控股股东解除质押6300万股,格隆汇
1273,2019-03-25,"恒逸石化:行业价差修复,龙头确立优势",国金证券
1274,2019-03-24,化工：油气对外合作审批取消 管网改革将落地,川财证券
1275,2019-03-22,恒逸石化：与老虎证券并不存在直接或间接股权关系,Wind
1276,2019-03-22,报告| 2019年2月广西省A股上市公司市值排行榜,挖贝网
1277,2019-03-22,石油开采行业每周油记:委内瑞拉原油出口大降40%!,信达证券
1278,2019-03-21,化工：PTA迎来盈利提升 荐5股,和讯
1279,2019-03-21,"基础化工行业周报:油价震荡上扬,氨纶、有机硅、电石市场供需向好",安信证券
1280,2019-03-19,石油化工行业2019q1业绩展望,正点财经
1281,2019-03-14,[优于大市评级]石油化工行业跟踪报告：下游产销率大幅提升 PTA-涤纶价格上涨,中财网
1282,2019-03-13,"化工行业周观点:px-pta产业链景气度上升,液氯、盐酸领涨",万联证券
1283,2019-03-12,产销率高至400% 化纤企业熬过至暗迎来复苏,e公司
1284,2019-03-11,[看好评级]石油化工行业周报：美独立页岩公司现金流变化未资本开支或将下降,中财网
1285,2019-03-08,恒逸石化：2019年聚酯纤维及下游纺织行业的行情将如约而至,Wind
1286,2019-03-08,恒逸石化：预计PTA后市将趋于紧平衡 效益继续回升,e公司
1287,2019-03-05,2019年国内PTA行业大事记,一德菁英汇
1288,2019-03-04,恒逸文莱炼化项目完成逾90% 恒逸石化推进全产业链经营,证券日报
1289,2019-03-02,2月机构调研大扫描：公募密集调研化工板块 百亿级私募青睐这些股,经济观察网
1290,2019-02-28,恒逸石化：今年国内PTA新增及复产产能几乎为零，后市空间乐观,Wind
1291,2019-02-25,"px-pta-聚酯产业链分析:px供给转向宽松,下游迎来持续景气周期",正点财经
1292,2019-02-24,化工：美国原油产量增长 山西成立燃气集团,川财证券
1293,2019-02-23,全球最大原油空头：美国？,数据调查局
1294,2019-02-21,化工：化工原油价格大幅上涨 环氧氯丙烷及双酚A涨幅居前,中信建投
1295,2019-02-21,"石油化工行业周报:盘点国际石化巨头2018年业绩,及探讨国内石化品港口高库存成因",申万宏源
1296,2019-02-19,"基础化工行业:油价上涨至近三个月来最高,等待化工品下游需求回暖",安信证券
1297,2019-02-19,"化工行业周报:钛白粉价格上涨,周期品春季行情可期,重点推荐柔性显示产业链",申万宏源
1298,2019-02-18,化工：涤纶长丝行情清淡 荐5股,中信建投
1299,2019-02-18,反弹刚起步，7家公司股东已套现过亿元，还有一波减持在路上,Wind
1300,2019-02-18,"大炼化聚酯产业链周报:福海创全线复产,pta迎来最后供给冲击",光大证券
1301,2019-02-16,美国原油产量预测：年增百万桶至2021！,数据调查局
1302,2019-02-12,【天风研究·固收】信用早早报（2月12日）,固收彬法
1303,2019-02-11,大公：关注恒逸集团子公司恒逸石化2018年累计新增借款规模,Wind
1304,2019-02-02,2019首战告捷，这些自家人已成功抄底,Wind
1305,2019-02-01,[快讯]恒逸石化:使用募集资金置换预先投入募投项目自筹资金和已支付的中介费用及相关税费,中财网
1306,2019-02-01,恒逸石化：2018年累计新增借款占上年末净资产的比例达111.31%,Wind
1307,2019-02-01,"石油化工2018年年报业绩前瞻:四季度行业增速显著回落,看好上游及一体化公司",申万宏源
1308,2019-01-29,"2018Q4化工重仓股分析:Q4基金化工股持仓环比下降,细分领域成长有亮点",申万宏源
1309,2019-01-28,"石油化工行业周报:重质原油紧缺、及炼油深加工能力提升,对于炼油下游产品结构的影响",申万宏源
1310,2019-01-26,19年油价要上蹿下跳？3大百万桶变量交织!,数据调查局
1311,2019-01-25,恒逸石化：不存在存贷双高和质押率高的潜在风险,中证网
1312,2019-01-24,恒逸石化拟向控股股东借款补充公司流动资金 预计不超过20亿,挖贝网
1313,2019-01-24,"基础化工行业:油价处于上行通道,双酚A、PX、苯胺等原料成本支撑需求向好",安信证券
1314,2019-01-23,恒逸石化：开展2019年外汇、商品衍生品交易业务,Wind
1315,2019-01-22,恒逸石化：PTA价差有望进一步扩大 买入评级,和讯
1316,2019-01-22,"大炼化聚酯产业链周报:聚酯减产成效显著,库存降至历史低位",光大证券
1317,2019-01-19,炼厂利润大分裂：汽油亏损柴油大赚！ 亏损,数据调查局
1318,2019-01-15,恒逸石化今日大宗交易成交124.50万股，成交价11.73元折价6.24%,Wind资讯
1319,2019-01-15,"化工行业周报:油价连续上涨,继续关注超跌优质龙头",上海证券
1320,2019-01-14,"大炼化聚酯产业链周报第50期:油价反弹提振产品价格,聚酯库存降至正常区间",光大证券
1321,2019-01-11,化工行业周观点:原油价格反弹带动上游化工产品价格上涨,西南证券
1322,2019-01-08,大炼化聚酯产业链周报第49期:聚酯减产带动行业去库存开始,光大证券
1323,2019-01-07,"基础化工行业周报:油价大幅反弹,正丁醇、丙烯止跌回涨",正点财经
1324,2019-01-05,真减产？假减产？,数据调查局
1325,2019-01-04,"化工周报:周期品进入淡季,优选成长龙头,致敬2018及憧憬2019",申万宏源
1326,2019-01-04,"基础化工行业:LNG价格上行,合成氨继续反弹,氨纶价差扩大",安信证券
1327,2019-01-02,2018 2018化纤行业快马加鞭哪些事儿？行业快马加鞭哪些事儿？,家纺产业网
1328,2019-01-02,机构2018年调研逾1400家公司，海康威视连续三年最受青睐,证券时报
1329,2018-12-28,恒逸石化：发行不超30亿元公司债，获证监会核准,Wind
1330,2018-12-26,化工：聚酯减产下长丝价格坚挺 荐8股,中信建投
1331,2018-12-25,[快讯]恒逸石化发布质押公告 涉及股份93724万股,中财网
1332,2018-12-25,"石油化工行业:油价高位震荡,挖掘行业龙头",正点财经
1333,2018-12-25,"化工行业2019年投资策略报告:不畏寒冬,静待春来,聚焦周期龙头&优质成长股",正点财经
1334,2018-12-24,"基础化工行业:油价持续下跌,PO继续上行,涤丝价差扩大",正点财经
1335,2018-12-21,关于核准恒逸石化股份有限公司向合格投资者公开发行公司债券的批复,证监会
1336,2018-12-19,恒逸石化1.31亿购买集团旗下物流公司 加快布局“石化+物流”产业,萧山日报
1337,2018-12-19,"基础化工行业:LNG大幅涨价,PO市场反弹,DMC价格再创新高",安信证券
1338,2018-12-14,恒逸石化：拟1.31亿元收购浙江恒逸物流及宁波恒逸物流,e公司
1339,2018-12-13,"化工行业周报:OPEC+将限产原油120万桶日,中长期主线仍选择农药、新材料",证券之星
1340,2018-12-11,"化工:opec+协议减产120万桶1天,石化相关产品有所回涨",正点财经
1341,2018-12-09,化工：复合肥价格上涨 荐4股,方正证券
1342,2018-12-07,"2019年基础化工行业投资策略:周期细嗅蔷薇,成长王者归来",申万宏源
1343,2018-12-06,"化工行业2019年度策略报告:景气下行周期,布局农化、炼化及新材料板块",中证网
1344,2018-12-05,"基础化工行业周报:VA快速上涨,磷矿石、纯碱价格上调",安信证券
1345,2018-12-04,中植系挥泪甩卖 “牛散”连续举牌 ——11月大股东增减持简析 控制人变化,红周刊
1346,2018-12-04,恒逸石化75亿元交易获准 石化产业链布局全面完善,证券日报
1347,2018-12-04,"石油化工行业大炼化聚酯产业链周报第44期:产品价格“跌跌不休”,涤纶库存持续走高",光大证券
1348,2018-12-03,重要股东增持彰显投资价值 斥资逾42亿元买入12只个股,证券日报
1349,2018-11-27,恒逸石化：拟近45亿元收购多家公司 拓展主业,证券之星
1350,2018-11-27,恒逸石化：发行股份购买资产等事项获证监会核准,金融界
1351,2018-11-27,恒逸石化：PTA盈利能力有望回升,中证网
1352,2018-11-27,恒逸石化：近期下游聚酯纤维产销稳定，为PTA价差修复提供支撑,Wind
1353,2018-11-27,"大炼化聚酯产业链周报第43期:PTA装置重启延期,涤纶价差终于回升",光大证券
1354,2018-11-27,基础化工行业:布油跌破60美元萤石、维生素、复合肥价格上涨,安信证券
1355,2018-11-25,化工：布油跌破60美元 荐5股,安信证券
1356,2018-11-23,关于核准恒逸石化股份有限公司向浙江恒逸集团有限公司等发行股份购买资产并募集配套资金的批复,证监会
1357,2018-11-22,新一波大手笔增持袭来 10公司获股东增持过亿,投资快报
1358,2018-11-20,"基础化工行业周报:氟化工继续上涨,磷酸二铵市场走高",安信证券
1359,2018-11-20,"大炼化聚酯产业链周报第42期:装置检修降低PTA开工率,涤纶产销大幅上升",光大证券
1360,2018-11-19,[快讯]恒逸石化发布解除质押公告 涉及股份94424万股,中财网
1361,2018-11-19,海外机构调研数量环比增660%，逾九成被调研个股实现上涨,证券日报
1362,2018-11-18,化工：看好磷及氟化工行业景气度向上 荐7股,西南证券
1363,2018-11-18,化工：化工景气指数继续下降 荐4股,方正证券
1364,2018-11-18,【西南证券—化工行业2019年投资策略】看好磷、氟化工行业景气度向上，推荐业绩确定性强的真成长,化工林谈
1365,2018-11-13,恒逸石化股东恒逸集团质押3008万股 占其所持股份的2.54%,挖贝网
1366,2018-11-12,"大炼化聚酯产业链周报:pta开始集中检修,涤纶价格持续下滑",光大证券
1367,2018-11-08,【高管面对面】恒逸石化：全产业链布局 化纤龙头逆袭崛起,e公司
1368,2018-11-08,"大炼化聚酯产业链周报第40期:涤纶产销有所好转,PTA进入集中检修阶段",光大证券
1369,2018-11-05,恒逸石化：关于2014年度非公开发行限售股份解除限售的提示性公告,深交所
1370,2018-11-05,[快讯]恒逸石化19718万限售股11月8日解禁,中财网
1371,2018-11-05,恒逸石化：预计PTA四季度将更趋向紧平衡态势，后市空间更乐观,Wind
1372,2018-11-05,本周355亿市值限售股解禁，环比减少42.25% 解禁,Wind
1373,2018-11-04,恒逸石化：第三期员工持股计划完成购买，共买入公司4.91%股份,Wind
1374,2018-11-02,A股共发生47宗大宗交易成交8.87亿元（11月2日）,Wind
1375,2018-11-02,恒逸石化今日大宗交易成交1372万股，成交价12.39元折价9.3%,Wind资讯
1376,2018-11-02,恒逸石化：收购资产获通过 长丝产能跨越式增长,申万宏源
1377,2018-11-02,申万宏源：恒逸石化增持评级,申万宏源
1378,2018-11-01,恒逸石化并购聚酯资产事项获无条件通过,中证网
1379,2018-11-01,并购重组委2018年第54次会议审核结果公告,证监会
1380,2018-11-01,证监会：恒逸石化、丰乐种业重组事项获通过,e公司
1381,2018-10-31,5张图一览A股10月全貌，政策利好密集、增持潮、外资抄底……,Wind
1382,2018-10-26,并购重组委2018年第54次工作会议公告,证监会
1383,2018-10-26,证监会：丰乐种业、恒逸石化11月1日重组上会,e公司
1384,2018-10-24,上市公司明日停复牌（10月25日）,金融界
1385,2018-10-24,恒逸石化：重组近日上会，10月25日起停牌,Wind
1386,2018-10-24,恒逸石化：控股股东拟斥资不低于5亿元增持股份,Wind
1387,2018-10-24,[公司]恒逸石化控股股东拟增持不低于5亿元,全景网
1388,2018-10-24,恒逸石化：10月23日融资余额为6.18亿元，较前一日骤增6.51%,Wind资讯
1389,2018-10-24,A股护盘再砸43亿：股东出手阔气 11家公司获亿元增持,证券时报
1390,2018-10-22,超300亿解禁来袭 1股将迎百亿解禁,证券时报
1391,2018-10-22,44股获券商买入评级：中南建设目标涨幅达74%,Wind
1392,2018-10-22,【化工|杨伟团队太平洋证券】恒逸石化(000703)：三季度PTA盈利大幅提升，业绩同比增长121.22%,太平洋证券研究
1393,2018-10-22,上周机构调研热情降低，超图软件最受关注,证券时报
1394,2018-10-22,传媒概念股受机构调研关注,中证报
1395,2018-10-22,上周机构调研热情降低 超图软件最受关注,证券时报
