,2021-12-31,全球资本市场早报（2021/12/31）：奇葩！炒股靠风水？券商研究员竟用天干地支预测A股，国内排名第三动力电池生产商中创新航拟赴港上市,前瞻网
633,2020-09-14,中国长城(000066.SZ)：拟与中国软件共同受让中电创新院27%股权公司拟出资1017万元受让9%股权,格隆汇
634,2020-09-14,行业周报：重视龙头与低估值改善标的,国金证券股份有限公司
635,2020-09-12,中国长城与航天网信签署合作协议,Wind
636,2020-09-12,中国长城与航天网信签署合作协议,e公司
637,2020-09-11,A股共发生86宗大宗交易成交18.11亿元（9月11日）,Wind
638,2020-09-11,中国长城现1笔大宗交易 共成交353.32万元,新浪
639,2020-09-11,中国长城今日大宗交易成交22万股，成交价16.06元溢价0.0%,Wind
640,2020-09-11,首台半导体激光隐形晶圆切割机面世,--
641,2020-09-10,云计算行业引全球资本关注，数据持续回暖助力板块,Wind
642,2020-09-07,2020年计算机行业中报总结：业绩情绪阶段性底部 Q2恢复明显前景可期,新浪
643,2020-09-06,计算机行业周报：九部门印发《若干意见》 我国建筑信息化发展将加快,新浪
644,2020-09-04,紫晶存储“牵手”中国长城，共同推动信息化基地投资建设,资本邦
645,2020-09-04,紫晶存储与中国长城签署战略合作协议 多股有望上涨,巨丰财经
646,2020-09-04,A股早报2020年9月4日星期五,Wind
647,2020-09-03,科创板晚报|康希诺建新设施以保证明年生产上亿剂疫苗中芯国际股东卖出1.65亿股,科创板日报
648,2020-09-03,中国长城(000066.SZ)：与紫晶存储签订战略合作协议涉及信息化基地投资建设、大数据,格隆汇
649,2020-09-03,紫晶存储：与中国长城签署战略合作协议共同推动国产化数据中心项目建设,格隆汇
650,2020-09-03,紫晶存储(688086.SH)与中国长城签署《战略合作协议》拟全面建设信息化、大数据等项目,格隆汇
651,2020-09-03,紫晶存储：与中国长城科技集团股份有限公司签署《战略合作协议》,Wind
652,2020-09-01,389股获券商买入评级，中兴通讯目标涨幅达84.62%,Wind
653,2020-08-31,中国长城(000066)2020年中报点评：Q2业绩明显好转 天津飞腾表现亮眼,新浪
654,2020-08-31,东吴计算机点评【中国长城：Q2全面确立经营拐点，飞腾芯片快速增长】,吴声计事
655,2020-08-30,“网红”基金被传内幕交易？公司紧急辟谣,中国基金报
656,2020-08-29,第十届北影节北京市场签约逾330亿元,Wind
657,2020-08-28,中国长城公布半年报 上半年净利减少259.89% 盈利能力下降,新浪
658,2020-08-28,晚间重要公告2020年8月28日星期五,Wind
659,2020-08-28,中国长城：上半年净亏损3亿元，由盈转亏 亏损,Wind
660,2020-08-28,中国长城(000066.SZ)：上半年业绩盈转亏至3亿元 亏损,格隆汇
661,2020-08-25,最高预计下降95% 四大AMC上半年净利润下滑 盈利能力下降,中证报
662,2020-08-25,四大AMC上半年净利润下滑，最高预计下降95%,Wind
663,2020-08-23,"净利最高下滑95%！上半年四大AMC营收和净利全面滑坡，疫情冲击叠加业务持续""瘦身""",券商中国
664,2020-08-18,计算机行业2020年8月投资策略：信创产业蓄势待发 信息安全新赛道增长点十足,新浪
665,2020-08-18,国产操作系统重磅产品发布，这些上市公司有望受益丨牛熊眼,第一财经
666,2020-08-18,突破！国产操作系统重磅产品发布，概念股名单出炉,证券时报
667,2020-08-16,计算机行业周报：工信部公示《建设指南》 加强重点领域安全标准建设,新浪
668,2020-08-14,“慢车道”上的四大AMC：中国华融上半年净利润同比下滑90% 盈利能力下降,第一财经
669,2020-08-14,业绩大幅下滑下半年如何应对 四大AMC：不良资产高调“买买买” 盈利能力下降,中证报
670,2020-08-13,四大AMC利润急剧下滑，华融同比降90%-95% 盈利能力下降,Wind
671,2020-08-11,科技行业日报：国产操作系统走强 微软“断供中国”系谣言,新浪
672,2020-08-11,融资客青睐7股，仁东控股买入占比高达38.22%,Wind
673,2020-08-10,关键指标异常，多只高位股下跌，37只热门股回调超20%,证券时报网
674,2020-08-10,计算机周报：从ERP到BIP 看好用友中台战略下数智化转型,新浪
675,2020-08-09,东吴计算机点评【中国长城：发布我国首台国产化喷淋液冷服务器，飞腾有望持续超市场预期】,吴声计事
676,2020-08-09,计算机行业周报：从党政到行业信创全面开花 重点关注银行IT,国金证券股份有限公司
677,2020-08-07,自主可控概念尾盘爆发，紫光国微再度涨停,Wind
678,2020-08-07,【行情】国产操作系统板块异动，中国软件大涨7%，诚迈科技涨4%，同有科技、中国长城跟涨,金十数据
679,2020-08-07,国产软件板块快速走强，浪潮软件冲击涨停,Wind
680,2020-08-05,8张深度数据图，透视市场规模破千亿的云计算行业,Wind
681,2020-08-05,计算机行业研究：新型举国体制推进 软件发展进入黄金时代,新浪
682,2020-08-05,主力凶猛扫货芯片股，9股上亿资金杀入！,证券时报网
683,2020-08-05,A股融资融券日报：两融余额增加42.15亿元（8月4日）,Wind
684,2020-08-05,两融余额创5年来新高74股连续6周获资金加仓,证券时报
685,2020-08-04,服务器行业专题报告：服务器行业之2020投资策略,新浪
686,2020-08-04,计算机行业研究：国产CPU全对比 飞腾有望异军突起,国金证券股份有限公司
687,2020-08-04,盛视早参：行情或再度开启 随风起舞！,新浪
688,2020-08-04,第八届互联网安全大会即将开幕 万亿板块起飞 |行业风口,第一财经
689,2020-08-04,机构抢筹深圳机场 游资抱团封板中国长城｜龙虎榜,第一财经
690,2020-08-04,融资客连续10周加仓股仅8只，冷门股被罕见加仓30周！苹果概念龙头业绩猛增超10倍,证券时报
691,2020-08-04,44股获融资净买入额超亿元 中国长城居首,证券时报网
692,2020-08-04,北向资金：抢回卖错的军工，已偏向周期,Wind
693,2020-08-04,A股融资融券日报：两融余额增加245.57亿元（8月3日）,Wind
694,2020-08-04,A股早报2020年8月4日星期二,Wind
695,2020-08-04,8月3日融资余额13941.13亿元，44只个股净买入额超亿元，中国长城、复星医药、紫光国微排名前三,每日经济新闻
696,2020-08-03,中国长城(000066.SZ)：4.37亿股限售股将于8月7日解禁 解禁,格隆汇
697,2020-08-03,中国长城：占总股本14.93%限售股将于8月7日上市流通 解禁,Wind
698,2020-08-03,互联网顶级峰会即将开幕：万亿板块起飞 北上资金潜伏名单出炉,新浪
699,2020-08-03,游资情报 | 章盟主风格有变还是极度看好这股？大趋势转为“T+0”，还携手赵老哥、两机构狂撸这股,每日经济新闻
700,2020-08-03,中国长城等33股获特大单资金净流入超2亿元,证券时报网
701,2020-08-03,龙虎榜：三大游资+机构集中买入一股赵老哥孙哥再出分歧,金融界
702,2020-08-03,龙虎榜揭秘：3股获机构亿元净买入,证券时报网
703,2020-08-03,涨停板解密：市场火爆，多板块个股掀涨停潮！（8月3日）,Wind
704,2020-08-03,中国长城放量涨停，机构、游资齐加仓,Wind
705,2020-08-03,中国长城龙虎榜数据（8月3日）,Wind
706,2020-08-03,A股收盘综述：上证指数涨1.75%，科创50大涨7.26%,Wind
707,2020-08-03,8月3日午盘主力巨资抢筹四大板块(附股),金融界
708,2020-08-03,解盘：资金持续流入，芯片、卫星互联网、航母主题领涨,Wind
709,2020-08-03,快讯：中国长城涨停 报于20.13元,金融界
710,2020-08-02,中国长城科技 (贵州)基地重点生产网络交换机：3 年内实现 15-21 万台 / 年规模,IT之家
711,2020-08-02,【民生计算机|周观点】政策支持车联网标准建设，产业有望加速落地,MS计算机
712,2020-07-30,遵义市与中国长城科技集团签订合作协议,金融界
713,2020-07-30,中国长城科技集团股份有限公司关于设立子公司并完成工商注册登记的公告,证券时报
714,2020-07-29,中国长城(000066.SZ)：中电长城科技已完成工商注册登记手续,格隆汇
715,2020-07-29,中国长城10亿元成立科技新公司中电长城,Wind
716,2020-07-29,中国长城10亿元成立科技新公司中电长城,证券时报网
717,2020-07-29,科技行业日报：车与万物互联的时代即将开启 行业空间广阔,新浪
718,2020-07-28,计算机行业周报：数据库国产化的七大核心问题聚焦,新浪
719,2020-07-28,A股融资融券日报：两融余额增加44.04亿元 （7月27日）,Wind
720,2020-07-28,国产化自主安全电脑下线,天津日报
721,2020-07-28,A股早报2020年7月28日星期二,Wind
722,2020-07-27,计算机周报：关注景气度和确定性 蚂蚁上市带动产业链,新浪
723,2020-07-27,计算机行业周报：十七部门印发《若干意见》 中国互联网大会召开,新浪
724,2020-07-27,解盘：金融拖累指数，黄金珠宝、生物疫苗、半导体领涨,Wind
725,2020-07-27,快讯：中国长城涨停 报于17.61元,金融界
726,2020-07-27,A股午盘综述：上证指数震荡微升，黄金股强势上涨,Wind
727,2020-07-27,芯片股表现活跃，通富微电、中国长城涨停,Wind
728,2020-07-26,计算机行业基金二季度持仓分析：计算机板块持仓比重维持高位 集中度进一步提升,新浪
729,2020-07-26,计算机行业研究周报：不确定性下积极向内需IT靠拢,新浪
730,2020-07-26,周末要闻2020年7月26日星期日,Wind
731,2020-07-26,下周操盘攻略：周一A股将迎“上市潮”，结构性机会可期,Wind
732,2020-07-25,中国长城京津冀首台自主安全电脑下线,格隆汇
733,2020-07-25,中国长城(000066)重大事件快评：飞腾发布最强国产多路服务器CPU 创新进程加快,新浪
734,2020-07-24,中国长城子公司新服务器芯片发布 算力可提升2-6倍,新浪
735,2020-07-24,中国长城(000066)：发布多路服务器芯片腾云S2500 打开行业应用市场,新浪
736,2020-07-23,东吴计算机点评【中国长城：发布多路服务器芯片腾云S2500，打开行业应用市场】,吴声计事
737,2020-07-23,上半年西藏数字经济规模超170亿元 增速较快,中国经济网
738,2020-07-22,CITE2020 领军企业鉴赏,电子工程世界
739,2020-07-22,中播控股(00471)拟向中国长城采购两颗卫星 运营车联网娱乐和信息服务,智通财经
740,2020-07-22,中播控股(00471.HK)向中国长城采购两颗卫星框架合同，由长征运载火箭发射成一带一路新基建,格隆汇
741,2020-07-22,上市公司正负面新闻2020年7月22日星期三,Wind
742,2020-07-21,晚间重要公告2020年7月21日星期二,Wind
743,2020-07-21,飞腾新一代多路服务器CPU发布在即 中国长城下半年订单有望放量,证券日报
744,2020-07-21,海外信用评级汇总2020年7月21日星期二,Wind
745,2020-07-21,信创云生态|易捷行云新一代私有云与中国长城多款产品完成兼容性互认证,砍柴网
746,2020-07-21,中国长城：拟10亿元设立长沙全资子公司,Wind
747,2020-07-21,中国长城(000066.SZ)拟在长沙设中电长城 注册资本为10亿元,格隆汇
748,2020-07-21,计算机行业中期策略报告：云计算领涨 Q3关注信创,新浪
749,2020-07-21,2020年计算机行业中期投资策略：使命召唤 紧握新基建与信创主旋律,新浪
750,2020-07-21,业绩预告透底：上市公司第二季度“暖意浓”,Wind
751,2020-07-20,3股获买入评级 最新:中国长城,中财网
752,2020-07-17,中国长城(000066.SZ)：拟签署深圳南山区城市更新单元房屋搬迁补偿回迁安置协议,格隆汇
753,2020-07-17,大理速度夺下“中国长城”产投冠军,云南网
754,2020-07-17,业绩雷将至？预亏名单出炉，5家A股公司预亏超10亿 预亏,证券时报
755,2020-07-17,中国长城(000066)：中报预告亏损 Q2业绩明显改善 预亏,新浪
756,2020-07-16,大理经开区：用心筑巢引“凤”来,云南经济日报
757,2020-07-15,科技股全线下跌！这个板块利好加持，多股涨停,证券时报网
758,2020-07-14,信创和半导体国产化对比分析：大时代下的投资机遇和挑战,新浪
759,2020-07-14,中国长城：上半年预计业绩出现亏损 预亏,Wind
760,2020-07-14,中国长城：预计上半年净亏损2.6亿元至3.6亿元 预亏,Wind
761,2020-07-14,中国长城：上半年净利润预亏2.6亿-3.6亿元同比转亏 预亏,格隆汇
762,2020-07-14,中国长城(000066.SZ)：上半年业绩由盈转亏预亏2.6亿元-3.6亿元 预亏,格隆汇
763,2020-07-14,【独家】辞任华融后 德勤审计的中国长城业绩大变脸 盈利能力下降,新浪
764,2020-07-13,科技行业日报：英特尔至强第三代可扩展系列处理器正式上市,新浪
765,2020-07-13,A股共发生167宗大宗交易成交58.4亿元（7月13日）,Wind
766,2020-07-13,中国长城今日大宗交易成交13万股，成交价17.37元溢价0.0%,Wind
767,2020-07-13,58股获券商买入评级 拉芳家化目标涨幅达65.94%,Wind
768,2020-07-13,本周近900亿市值解禁，4股解禁比例超50%,Wind
769,2020-07-13,本周近900亿市值解禁4股解禁比例超50% 解禁,证券时报
770,2020-07-11,下周895亿市值限售股解禁，环比增加132.04% 解禁,Wind
771,2020-07-10,龙虎风云，机构与游资都在炒哪些股？,搜狐
772,2020-07-10,【东吴计算机周报】: IDC发布关系型数据库市场报告，数据库市场保持快速增长,吴声计事
773,2020-07-10,中国长城(000066)正飞腾：中国长城首次覆盖,国金证券股份有限公司
774,2020-07-10,史上最牛新股被限制做空！什么原因？,e公司
775,2020-07-09,科技行业日报：关注信创产业投资机会,新浪
776,2020-07-09,震惊A股！赚钱神话上演：最高暴涨1000%,中国基金报
777,2020-07-09,中国长城(000066.SZ)：2019年度利润分配每10股派0.87元股权登记日7月16日,格隆汇
778,2020-07-09,中国长城放量涨停，外资交投活跃,Wind
779,2020-07-08,【金财富决策参考】2020-07-09,赢家之星
780,2020-07-08,计算机行业动态报告：华为开源高斯数据库 信创加速打造中国标准,新浪
781,2020-07-08,常有好车二手车出海再创新高 长城汽车全球化业务“多点开花”,中国机经网
782,2020-07-07,科技行业日报：信创产业实施进展加速 订单有望放量,新浪
783,2020-07-06,计算机周报：市场情绪快速转暖 持续看好金融IT景气度提升,新浪
784,2020-07-03,突然变脸！地产板块暴涨千亿，500亿科技龙头却闪崩,券商中国
785,2020-07-01,中国长城与信安世纪多款产品完成兼容性互认证,e公司
786,2020-07-01,计算机行业2020年下半年投资策略：看好行业发展 关注景气细分,光大证券
787,2020-06-30,中国长城工业公司向尼日利亚财政部捐赠新冠肺炎抗疫物资,新浪
788,2020-06-30,半导体板块尾盘发力，中环股份直线冲击涨停,Wind
789,2020-06-30,芯片产业链暴涨，外资重金杀入！看活跃资金重点加仓股,证券时报网
790,2020-06-29,中国长城(000066.SZ)：累计实际收到各项政府补助资金共21984.78万元,格隆汇
791,2020-06-29,信创行业：将迎来订单加速落地阶段 龙头公司行业地位有望进一步验证,新浪
792,2020-06-29,计算机应用行业周报：风险偏好上行有望带动二线品种,新浪
793,2020-06-28,计算机行业周报：智能汽车领域重磅事件不断 汽车智能化趋势继续强化,新浪
794,2020-06-26,中国长城：山东长城小跑快进，首台国产化自主安全电脑蓄势待出,e公司
795,2020-06-25,我省首台自主安全电脑在大理出厂,云南日报
796,2020-06-23,计算机应用行业：资本市场制度创新不断得到验证 实体清单影响从硬件扩展到软件层面,新浪
797,2020-06-23,中国长城西南地区最大网信产业配套保障项目投产,e公司
798,2020-06-22,民生计算机周报：政策催化利好金融IT BAT加码提升新基建景气度,新浪
799,2020-06-18,中国长城旗下中电软件园在长沙市高新区揭牌,Wind
800,2020-06-18,计算机行业2020下半年投资策略：科技新周期加速上行 重点关注信创、云计算景气细分领域,新浪
801,2020-06-18,【东吴计算机周报】: 资本市场制度创新不断得到验证，实体清单影响从硬件扩展到软件层面,吴声计事
802,2020-06-18,亚信安全与中国长城完成兼容性认证 共建网络安全产业“朋友圈”,砍柴网
803,2020-06-18,前瞻产业规划周报第9期：科技部发布《关于加快推动国家科技成果转移转化示范区建设发展的通知》,前瞻研究院
804,2020-06-17,中国长城：“龙江智造”自主安全电脑月底下线,e公司
805,2020-06-17,千亿芯片巨头暴涨 外资扫货这些芯片股,证券时报
806,2020-06-12,中国长城（湖北）自主创新基地项目计划于7月上旬实现基地自主安全电脑整机下线,e公司
807,2020-06-12,计算机信创行业深度报告：国产基础软硬件 重构中国IT产业生态(推荐),国海证券
808,2020-06-10,中国长城（天津）自主创新基地项目落户滨海高新区,e公司
809,2020-06-10,计算机行业周报：精选层转板细则推出 金融IT加速发展,新浪
810,2020-06-08,计算机应用行业：农行招标凸显产业对鲲鹏生态继续乐观 新三板转板机制带动证券IT增量,新浪
811,2020-06-05,A股融资融券日报：两融余额增加19.61亿元（6月4日）,Wind
812,2020-06-05,【安信电子|每日观点】服务器市场传出货下修杂音，台厂仍持乐观态度,晓说电子
813,2020-06-03,中国长城：切割机业务暂无批量投入市场,格隆汇
814,2020-06-03,A股融资融券日报：两融余额增加41.39亿元（6月2日）,Wind
815,2020-06-03,小心，清仓减持又来了！注意，1天4家公司被举牌（附名单）,Wind
816,2020-06-02,5月份重要股东增减持解析：增减持规模大增!这家被大股东、董事长接连增持的公司有看点 减持股份,新浪
817,2020-06-02,5月450亿减持创年度新高，科技医疗抛售居前,Wind
818,2020-06-01,计算机周报：科技巨头千亿加码新基建 持续关注相关进展落地,新浪
819,2020-05-29,计算机行业“构筑中国科技基石”系列报告：移动服务器开标 信创行业化加速,新浪
820,2020-05-29,金融市场流动性与监管动态周报：北上资金流入规模扩大 科技ETF重回净申购,新浪
821,2020-05-29,【东吴计算机周报】: 农行招标凸显产业对鲲鹏生态继续乐观，新三板转板机制带动证券IT增量,吴声计事
822,2020-05-29,融资客青睐13股，江河集团买入占比高达42.59%,Wind
823,2020-05-29,A股融资融券日报：两融余额减少4.18亿元（5月28日）,Wind
824,2020-05-27,中国长城推出国内首个基于pk体系生产信息化管理系统,格隆汇
825,2020-05-26,芯片行业深度报告：为什么说ARM可能是国产计算架构的最优选择,新浪
826,2020-05-25,民生计算机周报：政策重点再明确 坚定看好新基建+信创+医疗IT,新浪
827,2020-05-22,喜讯！云南第一台自主安全电脑在大理诞生,云南发布
828,2020-05-22,央企智造最安全长城电脑温州下线！长城网信产业生态赋能长三角,中国经济网
829,2020-05-22,中国长城锂电池业务拿下7000万元订单,中国金属网
830,2020-05-21,中国长城与腾讯云计算达成战略合作,格隆汇
831,2020-05-21,年度减持1400亿科技股承压，将再迎解禁高峰,Wind
832,2020-05-20,北上资金加码：科技消费调仓频繁，看多趋势未变,Wind
833,2020-05-20,A股融资融券日报：两融余额增加41.22亿元（5月19日),Wind
834,2020-05-20,华为芯片牵动人心科技龙头反扑 六股迎新生,证券时报
835,2020-05-19,美对华为管制升级 机构：建议继续关注计算机板块,中国财富网
836,2020-05-19,发力高端智能装备！中国电子研制出我国首台半导体激光隐形晶圆切割机，关键性能参数上处于国际领先,每日经济新闻
837,2020-05-19,基金收评 | 国产替代逻辑加持，科技股强势归来！公募这样说,第一财经
838,2020-05-19,华为芯片牵动人心 两大投资客重金押注这些科技股,网易
839,2020-05-19,华为限令搅动芯片股，半导体板块会否复制上一年行情,第一财经
840,2020-05-18,半导体设备国产化正当时！产业链加速向中国转移,上证报
841,2020-05-18,计算机行业周报：冲突加剧 信创优先,新浪
842,2020-05-18,一则消息撬动了涨停板，事关国产半导体突围！产业链个股仔细看,e公司
843,2020-05-18,中国长城一度涨停，激光隐形晶圆切割技术获突破,格隆汇
844,2020-05-18,国产软件板块走强 中国长城涨停,中证网
845,2020-05-18,自主可控概念股直线拉升，中国长城涨停,Wind
846,2020-05-18,中国长城推出首台半导体激光隐形晶圆切割机,新华网
847,2020-05-17,中国长城（新疆）“天山系列”计算机整机下线,Wind
848,2020-05-14,金融工程：沪深300及中证500成分股调整名单预测,新浪
849,2020-05-12,【西南计算机】计算机行业2019A及2020Q1分析：板块分化下，新基建、信创、医疗IT仍值得重点配置,西南芸计算
850,2020-05-11,5月11日有63家公司获重要股东增减持 任子行已被连续减持25次 减持股份,Wind
851,2020-05-09,【中央企业布局新基建】全国首个基于中国长城PK体系的省级政务服务大厅落户湖南,国资委
852,2020-05-07,"机构外资齐抢筹，国产芯片概念""第二春""来临，最全产业链个股名单",证券时报网
853,2020-05-06,中国长城(000066)：国产整机芯片已进入盈利正向循环，看好公司信创业务2020年全面开花结果,中信建投证券研究
854,2020-04-30,【民生计算机|周观点】云计算景气度仍持续向上,MS计算机
855,2020-04-30,东吴计算机点评【中国长城：毛利率提升明显，整机业务表现亮眼】,吴声计事
856,2020-04-23,债券重大事件2020年4月23日星期四,Wind
857,2020-04-22,债券重大事件2020年4月22日星期三,Wind
858,2020-04-22,阿里云两千亿加码新基建，产业链亟待爆发,证券时报网
859,2020-04-21,债券重大事件2020年4月21星期二,Wind
860,2020-04-21,【行情】国产操作系统板块发力，中国软件涨停，诚迈科技涨6%，恒为科技、天玑科技、中国长城纷纷拉升。,金十数据
861,2020-04-21,新世纪评级：关注中国长城2020年度第一季度业绩预告亏损事项 预亏,Wind
862,2020-04-17,央行数字货币应用5月落地 六股迎腾飞契机,证券时报
863,2020-04-16,中国长城：高级副总裁周在龙辞职 董监高成员变化,Wind
864,2020-04-15,1601份一季报预告揭秘A股业绩“牛”,Wind
865,2020-04-14,中国长城：2019年净利润同比减少0.51%（业绩快报） 盈利能力下降,Wind
866,2020-04-14,中国长城：预计一季度亏损2.6亿-3.5亿元 预亏,Wind
867,2020-04-13,中国电子助力武汉市城市大数据产业发展,工业新闻网
868,2020-04-06,中国长城：同意聘任王习发先生为公司董秘,Wind
869,2020-03-31,【民生计算机|周观点】政策持续加码，看好互联网医疗行业快速发展,MS计算机
870,2020-03-26,中国长城(000066.SZ)完成发行15亿元中期票据,格隆汇
871,2020-03-26,2019业绩符合预期，2020迎开门红—景嘉微（300474）点评报告,机械盛宴
872,2020-03-19,A股军工通信企业转型多元化 七一二净利增长超五成领跑同行,长江商报
873,2020-03-16,中国长城(000066.SZ)获准注册25亿元中期票据,格隆汇
874,2020-03-06,关注有业绩支撑的云计算等板块 六大股强势,证券时报
875,2020-03-04,中国长城：公开发行不超25亿元公司债获证监会核准,e公司
876,2020-03-04,中国长城：证监会核准公司向合格投资者公开发行面值总额不超过25亿元的公司债券,Wind
877,2020-03-04,中国长城公开发行不超25亿元债券事项获证监会核准批复,金融界
878,2020-03-04,中国长城(000066.SZ)：公开发行不超25亿元公司债券申请获证监会核准,格隆汇
879,2020-03-04,富时罗素宣布对富时中国A50指数等多个指数季度审核变更,Wind
880,2020-03-03,融资客青睐9股，轻纺城买入占比高达57.11%,Wind
881,2020-03-02,沪深300个股获主力资金抢筹 6股迎来新掘金机遇,证券时报
882,2020-03-02,上证指数午盘涨近3%，大基建板块爆发,Wind
883,2020-02-27,中国电子与安徽合肥“云签约” 达成超百亿战略合作项目,中国机经网
884,2020-02-24,中国长城拟向国开行申请10亿元贷款补充复工复产流动资金,金融界
885,2020-02-24,中国长城：拟申请10亿元国开行专项复工复产贷款,e公司
886,2020-02-24,中国长城(000066.SZ)拟向国开行申请贷款10亿元,格隆汇
887,2020-02-23,A股已三天成交破万亿 杆资金火爆超去年 六股牛,证券之星
888,2020-02-21,主力资金动向 37亿元潜入计算机业 5股大热,证券时报
889,2020-02-14,一夜飙升83% “区块链第一股”火了 六股热,证券时报
890,2020-02-12,【国盛军工张润毅】持仓分析|龙头恒强，拐点型公司倍受青睐—2019Q4军工持仓分析,毅军凸起
891,2020-01-20,速看！基金“一哥”狂减仓并抛掉了这三股,电鳗快报
892,2020-01-17,融资客青睐15股，中华企业买入占比高达39.14%,Wind
893,2020-01-14,股海导航 1月14日沪深股市公告提示,新浪
894,2020-01-13,【金财富早知道】2020-01-14,赢家之星
895,2020-01-13,晚间公告热点追踪：*ST盐湖将于17日召开债权人会议,新浪
896,2020-01-13,中国长城(000066.SZ)拟投建中国长城(江苏)自主创新基地并设立全资子公司,格隆汇
897,2020-01-13,1月14日涨停板早知道：七大利好有望发酵,新浪
898,2020-01-13,中国长城：拟在南通市投建中国长城（江苏）自主创新基地,e公司
899,2020-01-13,24股主力资金净流入超亿元,证券时报
900,2020-01-10,国家级科技大奖揭晓，获奖上市公司密集公布喜讯！这些板块和个股要火（名单）,每日经济新闻
901,2020-01-06,共建大美新疆中国电子自主创新基地落地乌鲁木齐,国资委
902,2020-01-02,中国长城(000066.SZ)：拟开展总额不超5亿元的应收账款保理业务,格隆汇
903,2019-12-30,中国长城：子公司收到1.6亿元政府补助,e公司
904,2019-12-26,中国长城(000066.SZ)子公司河南长城获得政府补助1亿元,格隆汇
905,2019-12-26,中国长城：子公司收到2.5亿元政府补助,e公司
906,2019-12-24,中国长城股东户数连续5期下降累计降幅19.08%,证券时报网
907,2019-12-24,25股获券商买入评级 中南建设目标涨幅达59%,Wind
908,2019-12-23,东吴计算机点评【中国长城：首届飞腾生态伙伴大会召开，5年计划营收超百亿】,吴声计事
909,2019-12-23,中国长城：信创业务有望在明年大规模放量,证券时报网
910,2019-12-20,中国长城：飞腾发布五年规划，收入剑指百亿,证券时报网
911,2019-12-20,这个笔记本酷毙了！中国长城UF7精彩亮相,证券之星
912,2019-12-19,中国长城：飞腾首届生态伙伴大会召开，未来五年规划剑指百亿收入,国信研究
913,2019-12-12,同属中证500，信息技术为何大幅领先医药卫生？,养基司令
914,2019-12-11,股海导航 12月11日沪深股市公告提示,新浪
915,2019-12-10,中国长城：拟投3亿元建安徽创新基地,Wind
916,2019-12-10,中国长城：拟投建中国长城自主创新（安徽）基地,e公司
917,2019-12-10,计算机板块午后发力，易联众率先封板,Wind
918,2019-12-09,国产软件板块短线拉升，中国软件涨停,Wind
919,2019-12-08,【国盛计算机】操作系统领军齐发力，安可投资进入新阶段,国盛计算机畅想
920,2019-12-06,中国长城(000066.SZ)：国有资本金注资前转作 以贷款方式提供给公司使用,格隆汇
921,2019-12-06,中国长城(000066.SZ)：拟将账面值不超6000万元的一年内应收账款债权评估作价转让给中国电子,格隆汇
922,2019-12-06,融资客青睐10股，天房发展买入占比高达45.20%,Wind
923,2019-12-05,苹果或支持超声波屏下指纹 四只股有望率先发力,证券时报
924,2019-12-03,中国长城拟近亿元收购轨道交通研究院 标的上半年亏816万 投资失误,长江商报
925,2019-12-02,中国长城：公司生产ETC后台数据中心产品,Wind
926,2019-12-02,中国长城（000066）快评：再度收购CEC优质资产，布局工业控制自主可控,国信研究
927,2019-12-02,2日公司新闻聚焦：海洋王收购草案未获通过 云内动力控股股东混改,证券时报网
928,2019-12-01,拟收购轨道交通研究院 中国长城产业链布局进一步优化,e公司
929,2019-12-01,中国长城：拟近1亿元收购轨道交通研究院,中证网
930,2019-12-01,中国长城：拟收购轨道交通研究院100%股权,Wind
931,2019-11-28,【国盛郑震湘团队】景嘉微：业绩稳增长，国产GPU破冰再提速,湘评科技
932,2019-11-27,腾讯、华为要来了！CITE2020人工智能展区十大AI焦点推荐,慧聪电子网
933,2019-11-20,天津市与华为签署战略合作框架协议 六股强,上证报
934,2019-11-20,中国长城公司部总监雷鸿章：看好下一轮不良资产的重组重整投资机遇,21世纪经济报道
935,2019-11-14,一文看后市：MSCI扩容前，科技股可保持乐观！,和讯
936,2019-11-02,"最大黑马来袭,强势五连板晋升总龙头;两大板块主力资金百亿大撤退",证券时报
937,2019-11-02,机构逢低接盘国检集团 游资高位站岗新湖中宝,南方财经网
938,2019-11-01,机构狂抛奥马电器 一线游资巨资抄底中国长城丨龙虎榜,第一财经
939,2019-11-01,【国信宏观固收】私募EB每周跟踪,国信固收研究
940,2019-11-01,券商首次关注7股并给予买入评级（11月1日）,Wind
941,2019-10-31,东吴计算机点评【中国长城：Q3营收增长显著，PK2.0体系正式发布】,吴声计事
942,2019-10-31,中国长城龙虎榜解密:暴跌8.4% 疑是章盟主净买2.55亿 连续下跌,新浪
943,2019-10-31,龙虎榜全解析：九鼎新材涨停！四路游资爆买9900万,新浪
944,2019-10-31,中国长城龙虎榜数据（10月31日）,Wind
945,2019-10-31,中国长城大跌8.4%，知名游资抄底近2.6亿元,Wind
946,2019-10-31,中国长城：扣非净利润超预期，PK体系2.0融入云物移大智,机械军工e洞察
947,2019-10-31,中国长城（000066）2019年三季报点评：Q3业绩扭亏为盈，收入、利润超出市场预期,国信研究
948,2019-10-30,中国长城公布三季报 前三季净利减少15.06% 盈利能力下降,新浪
949,2019-10-30,中国长城(000066.SZ)：第三季度净利润3327.52万元,格隆汇
950,2019-10-30,中国长城：前三季度净利润同比减15.06% 盈利能力下降,Wind
951,2019-10-30,区块链概念股梯级分化 游资机构重金博弈,新浪
952,2019-10-30,区块链概念股梯级分化 游资机构重金博弈,上证报
953,2019-10-28,10月28日A股龙虎榜揭秘，机构抛售12股,Wind
