,2021-12-31,中微公司(688012.SH)获得政府补助7337.32万元,智通财经
1296,2020-12-07,电子(半导体)行业点评报告：半导体产业链格局优化 国产设备空间大,新浪
1297,2020-12-07,中金料九只科创板股纳入沪股通，中微被动资金流入最多,Wind
1298,2020-12-07,中微公司入股昂坤视觉，持股4.5%,企查查
1299,2020-12-07,中金：沪深港通标的扩容及其影响,中金点睛
1300,2020-12-07,机械设备行业：设备升级赋能先进光伏工艺 重视工程机械需求持续性,新浪
1301,2020-12-07,中金：科创板企业将被纳入主要指数及互联互通,中金点睛
1302,2020-12-07,科创板公司增至200家，“硬科技”受外资青睐,Wind
1303,2020-12-06,【华西电子孙远峰团队—半导设备】半导体产业链格局优化，国产设备空间大,远峰电子
1304,2020-12-03,【太平洋机械】机械行业周报20201206：制造业投资向上，叉车保持强劲增长,太平洋机械大讲堂
1305,2020-12-03,【东吴晨报1203】【策略】【固收】【行业】机械【个股】安琪酵母、国联股份,东吴研究所
1306,2020-12-03,【机械*陈显帆】 半导体设备行业月度数据点评：8寸晶圆产能严重紧缺，下游扩产利好设备商,东吴研究所
1307,2020-12-02,科创板公司纳入A股主要指数影响巨大，为投资者提供优质回报助力A股史上首轮长牛,21世纪经济报道
1308,2020-12-02,半导体板块午后继续走强 瑞丰光电涨12.41%,证券时报网
1309,2020-12-02,奥拓电子获政府补助300万元，关乎Micro LED显示技术,LED在线
1310,2020-11-30,电子(半导体)行业点评报告：半导体材料需求看涨 联动晶圆产能扩张,新浪
1311,2020-11-30,策略丨持续关注周期及金融,Tebon好投资
1312,2020-11-30,资金持续注入科创板 未来钱从哪里来？居民存款和外资或成重要增量,科创板日报
1313,2020-11-30,科创板进入核心指数与沪港通 北向资金可扫货科创板,财富动力网
1314,2020-11-29,【太平洋机械】机械行业周报20201129：bauma展再次印证行业高景气，继续推荐工程机械,太平洋机械大讲堂
1315,2020-11-29,【华西电子孙远峰团队-半导材料&晶圆扩张】半导体材料需求看涨，联动晶圆产能扩张,远峰电子
1316,2020-11-29,半年度指数成分调整对资本市场影响点评：指数成分新增科创板标的 科创板互联互通箭在弦上,新浪
1317,2020-11-28,【国盛策略|科创】核心指数正式纳入科创板,尧望后势
1318,2020-11-27,晚间要闻2020年11月27日星期五,Wind
1319,2020-11-27,上交所及中证指数公司将调整沪深300等指数样本,Wind
1320,2020-11-27,中微公司回复问询函：本次募集资金非资本性支出比例超过30%具有合理性 问询,Wind
1321,2020-11-27,【国金晨讯】半导体投资展望：关注哪六个趋势？Q3货币政策执行报告：稳健的货币政策灵活适度，逐步回归常态化,国金证券研究所
1322,2020-11-27,中金：沪深港通标的扩容及其影响,中金点睛
1323,2020-11-26,国资支持邂逅“半导体”风口，立霸股份业绩未来可期,中投网
1324,2020-11-25,电子(半导体)行业：晶圆制造&封测双看涨 产业链条景气传导向上,新浪
1325,2020-11-23,机械设备行业：下游技改、扩产爆发 重视光伏设备投资机会,新浪
1326,2020-11-22,A股百家半导体厂商平均获政府补贴5500万，前10家公司合计获政府补贴37.4亿,搜狐
1327,2020-11-22,电子元件行业周报：从M1芯片读苹果生态的野望,新浪
1328,2020-11-19,【华西电子-IC WORD纪要（下）半导体材料国产化自主创新路径】,远峰电子
1329,2020-11-19,【东吴机械陈显帆】周观点：重视变革期的光伏设备投资机会，工业自动化持续回暖建议关注细分龙头,透视先进制造
1330,2020-11-19,快递物流企业10月营收向好 一类股有望继续上涨,巨丰财经
1331,2020-11-18,中微公司：7月2日以来共获4356.48万元政府补助款项,发布易
1332,2020-11-18,中微公司：获得政府补助4356万元,科创板日报
1333,2020-11-18,中微公司(688012.SH)近日累计获政府补助4356.48万元,格隆汇
1334,2020-11-18,注册制公司再融资进度：5家计划定增 1家拟发转债,面包财经
1335,2020-11-16,A股收盘综述：上证指数涨逾1%止步四连跌，“煤飞色舞”行情上演,Wind
1336,2020-11-16,市场要闻丨科创成韭菜收割机？中微公司再现大额套现,36氪
1337,2020-11-16,为收回部分投资成本，中微公司四股东拟减持不超1604.59万股 拟减持股份,资本邦
1338,2020-11-16,注册制公司再融资进度：5家计划定增，1家拟发可转债,面包财经
1339,2020-11-15,晚间重要公告2020年11月15日星期日,Wind
1340,2020-11-15,中微公司(688012.SH)多名股东拟减持不超3%股份 拟减持股份,格隆汇
1341,2020-11-15,中微公司(688012.SH)数名股东拟计划减持合计不超1604.59万股 拟减持股份,智通财经
1342,2020-11-15,中微公司：多位一致行动人股东拟合计减持不超3%股份 拟减持股份,Wind
1343,2020-11-14,半导体产业空间巨大 细分龙头加速成长,金融投资报
1344,2020-11-13,中微公司：4名股东已减持572.56万股提前终止大宗交易减持股份计划 拟减持股份,科创板日报
1345,2020-11-13,中微公司：悦橙投资等股东减持比例达总股本1% 减持股份,Wind
1346,2020-11-13,中微公司(688012.SH)股东悦橙投资及其一致行动人累计减持572.56万股 减持股份,智通财经
1347,2020-11-13,中微公司(688012.SH)：4名股东已减持572.555万股 提前终止大宗交易减持股份计划 拟减持股份,格隆汇
1348,2020-11-13,半导体芯片龙头股频遭减持，大基金年内套现近90亿元 减持股份,第一财经
1349,2020-11-12,半导体芯片龙头股频遭减持，大基金年内套现近90亿元 减持股份,第一财经
1350,2020-11-12,策略专题：MSCI中国A股调整报告,新浪
1351,2020-11-12,6倍芯片巨头罕见跌停，背后原因或是它？,证券时报网
1352,2020-11-12,【东吴电子王平阳团队】半导体周报：中芯国际多点开花直面挑战，助力本土IC生态完善,东吴电子研究
1353,2020-11-11,机械行业2021年投资策略：关注基建景气周期 理性看多新兴装备,新浪
1354,2020-11-11,A股收盘综述：创业板指跌逾3%，创两个月最大跌幅,Wind
1355,2020-11-11,【行情】科创板半导体板块继续走弱，中微公司领跌，安集科技跌5.80%，中芯国际跌5.95%，沪硅产业跌5.28%，芯朋微跌5.18%,金十数据
1356,2020-11-11,数据| “金手铐”频现！科创板52家公司推股权激励 考核条件“大起底”,科创板日报
1357,2020-11-11,外资又有新动作！MSCI公布成分股调整结果！30日收盘后生效,上证报
1358,2020-11-10,科创板：公募基金Q3加持科创板 新一代信息技术领域备受关注,新浪
1359,2020-11-09,中微公司(688012.SH)向188名激励对象授予103.99万股限制性股票 授予价为150元/股,智通财经
1360,2020-11-09,中微公司(688012.SH)授予188名激励对象103.989万股限制性股票,格隆汇
1361,2020-11-09,年内套现近90亿，国家大基金收缩二级市场投资,e公司
1362,2020-11-08,【太平洋机械】机械行业周报20201108：工程机械需求韧性强，租赁商成长空间广阔,太平洋机械大讲堂
1363,2020-11-06,注意这28家A股公司 大基金已入股了,新浪
1364,2020-11-06,电子元器件周报：IPHONE12系列销量前景乐观 本土封测行业迎来利润释放期,新浪
1365,2020-11-05,中微公司大宗交易成交20.00万股成交额3000.80万元,证券时报网
1366,2020-11-05,"中微公司现1笔大宗交易 共成交3,000.80万元",新浪
1367,2020-11-05,中银证券：半导体设备行业将持续处于高景气阶段 板块配置价值提升,证券时报网
1368,2020-11-05,半导体板块走强，沪硅产业-U、隆基股份、中微公司、北方华创涨幅居前,Wind
1369,2020-11-04,深度*行业*半导体设备行业点评：晶圆厂资本开支预期不断上调拉动国内外设备厂商业绩高增长 板块配置价值提升,新浪
1370,2020-11-04,交出十年来最佳三季度成绩单！半导体板块呈高景气丨牛熊眼,第一财经
1371,2020-11-04,机械设备行业周报：看好工程机械全年需求 新兴板块三季报表现亮眼,新浪
1372,2020-11-03,A股大爆发！中金上市次日封住涨停,中国基金报
1373,2020-11-03,科创50指数涨超3%，澜起科技、中微公司均涨近8%,Wind
1374,2020-11-03,第三代半导体板块卷土重来，产业链如何布局？,第一财经
1375,2020-11-02,【太平洋机械】机械行业周报20201101：产品创新推动扫地机器人业绩超预期，关注商用机器人扩张,太平洋机械大讲堂
1376,2020-11-01,长三角科创板上市企业数量达91家，储备库企业5017家,Wind
1377,2020-11-01,2020Q3科技板块基金持仓分析：整体下降 电子微升,新浪
1378,2020-10-31,科创板三季报收官：业绩“翻筋斗”研发“强武艺”,Wind
1379,2020-10-30,半导体板块领涨，兆易创新涨停、北方华创大涨,第一财经
1380,2020-10-30,A股收盘综述：上证指数下滑1.47%受累券商、苹果等板块调整，10月仍录得小涨,Wind
1381,2020-10-30,【国元电子】中微公司：内生外延稳步推进，平台化发展路径逐渐清晰,茂飞电子研究
1382,2020-10-30,中微公司| 点评：三季报稳定增长，研发费用高投入持续,透视先进制造
1383,2020-10-29,晚间重要公告2020年10月29日星期四,Wind
1384,2020-10-29,中微公司(688012)：前三季业绩同比+105% 间接投资中芯国际增厚本期净利率,西南证券
1385,2020-10-29,研发投入增加 中微公司三季报业绩扣非后转亏 亏损,科创板日报
1386,2020-10-29,【中金科技】中微公司（688012.SH）：3Q20经营性业绩符合预期，成长动能不改，维持跑赢行业,乐平科技视角
1387,2020-10-28,[公司]中微公司前三季度净利同比增长105% 营收增长21%,全景网
1388,2020-10-28,中微公司公布三季报 前三季净利增加105.26%,新浪
1389,2020-10-28,中微公司(688012.SH)拟出资1500万元获昂坤视觉4.5%股权,智通财经
1390,2020-10-28,中微公司前三季度业绩同比增105.26%,上证报
1391,2020-10-28,中微公司(688012.SH)：前三季净利升105.26%至2.77亿元,格隆汇
1392,2020-10-28,中微公司：前三季度净利润同比增长105.26%,Wind
1393,2020-10-28,中微公司百亿定增：拟加码半导体领域产能 原始机构股东解禁减持 解禁,面包财经
1394,2020-10-28,【华西电子孙远峰团队-持续推荐中微公司】募资计划有序推进，三季度业绩稳步增长,远峰电子
1395,2020-10-28,汇丰给予中微公司、华峰测控、沪硅产业买入初始评级,格隆汇
1396,2020-10-27,菲利华(300395.SZ)：Q3业绩增长显著 未来主业发展空间广阔,新浪
1397,2020-10-27,菲利华(300395)：三季度净利润同比增长69% 受益航空航天+半导体双驱,新浪
1398,2020-10-27,"科创板解禁潮起：试水新方式,资金“活水”给减持减压",Wind
1399,2020-10-27,机械设备行业：全球半导体设备景气上行 设备国产化取得阶段性进展,财富动力网
1400,2020-10-26,【太平洋机械】机械行业周报20201025：工程机械基本面强劲，继续重点推荐,太平洋机械大讲堂
1401,2020-10-25,进口替代具较大空间 半导体材料和设备公司按下快进键,金融投资报
1402,2020-10-24,年内拟减持金额远超去年同期！热点行业成“重灾区”,Wind
1403,2020-10-24,6660亿元！年内拟减持金额远超去年同期！热点行业成“重灾区” 拟减持股份,中证报
1404,2020-10-24,5284亿！A股大股东减持总额已超去年全年，大牛股被套现超百亿！什么信号？ 减持股份,21世纪经济报道
1405,2020-10-24,A股减持大数据幕后：重要股东减持总金额超2019年全年，套现参考市值破五千亿 减持股份,Wind
1406,2020-10-23,A股减持大数据幕后：重要股东减持总金额超2019年全年，套现参考市值破五千亿 减持股份,21世纪经济报道
1407,2020-10-20,中微公司今日大宗交易成交45.50万股，成交价148.22元折价10.98%,Wind
1408,2020-10-20,中微公司(688012.SH)：定增申请收到上交所审核问询函 问询,格隆汇
1409,2020-10-20,"中微公司现1笔大宗交易 共成交6,744.01万元",新浪
1410,2020-10-20,芯片板块快速下滑，中芯国际-U、韦尔股份、中兴通讯、澜起科技、中微公司普跌,Wind
1411,2020-10-19,半导体设备订单跟踪：北方华创斩获长存大额订单 设备国产化加速推进,新浪
1412,2020-10-19,机械军工行业周报：挖掘机9月销量再超预期；聚焦光伏／风电／锂电等新能源设备,新浪
1413,2020-10-18,国盛策略：“十四五”规划是阶段性主线,尧望后势
1414,2020-10-16,数据宝：白马股闪崩频现 游资继续追逐利好驱动个股 连续下跌,新浪
1415,2020-10-16,中金：给予中微公司跑赢行业评级半导体进口替代空间广阔,格隆汇
1416,2020-10-16,中微公司(688012)：中国规模最大、技术最先进的半导体设备供应商,新浪
1417,2020-10-14,A股收盘综述：上证指数下滑0.56%，苹果、半导体板块领跌,Wind
1418,2020-10-14,天地板闪崩又来了！A股“起风”，机构建议把握四条主线,中证报
1419,2020-10-14,【国信机械10月策略】季报行情将至，关注产业趋势向上细分行业投资机会,机械老司机
1420,2020-10-14,A股午盘综述：上证指数半日下滑0.54%，苹果、半导体、猪肉板块领跌,Wind
1421,2020-10-13,电子设备、仪器和元件行业周报：旺季来临蓄势待发 电子行业振翅跃飞,新浪
1422,2020-10-13,再融资升温，19家半导体公司拟募资逾400亿,Wind
1423,2020-10-12,A股共发生90宗大宗交易成交26.96亿元（10月12日）,Wind
1424,2020-10-12,"中微公司现4笔大宗交易 共成交16,678.79万元",新浪
1425,2020-10-12,机械设备行业周报：看好工程机械景气延续 关注光伏设备龙头投资机会,新浪
1426,2020-10-12,【太平洋机械】机械行业周报20201011：新能源加速发展，利好光伏及锂电设备,太平洋机械大讲堂
1427,2020-10-12,中微公司非公开发行股份获上交所受理，拟定增募资不超100亿元,搜狐
1428,2020-10-11,半导体设备 | 8月点评：中芯国际部分供应商受到美国出口管制限制更严，设备在内的国产化刻不容缓,透视先进制造
1429,2020-10-11,【中信建投电子|刘双锋&雷鸣团队】周报：苹果和华为新机即将发布，台积电9月营收创新高,中信建投电子研究
1430,2020-10-10,中微公司百亿定增获受理 在研设备正“攻克”3nm及以下工艺,上海有色
1431,2020-10-09,中微公司(688012.SH)：定增股票申请获上交所受理,智通财经
1432,2020-10-09,中微公司：定增事项获上交所受理,Wind
1433,2020-10-09,电子行业月报：消费电子旺季将至 半导体景气度持续提升,新浪
1434,2020-10-06,时间表！中国芯片去美化产业链形成在即,云掌财经
1435,2020-09-30,"中微公司现1笔大宗交易 共成交4,576.34万元",新浪
1436,2020-09-29,数据|科创板主力资金净流入94股中微公司流入率最高,科创板日报
1437,2020-09-29,"中微公司现3笔大宗交易 共成交6,666.09万元",新浪
1438,2020-09-29,A股收盘综述：上证指数收涨0.21%，银行保险股疲软压制市场,Wind
1439,2020-09-29,过节红包来了！半导体板块率领A股反弹，节后市场焦点是这个,中证报
1440,2020-09-29,A股午盘综述：上证指数半日升0.52%，航天军工、半导体领涨,Wind
1441,2020-09-29,中微公司：一己之力促使美国解除出口管制 即将迎来机构建仓,和讯
1442,2020-09-28,机械设备：预计9月挖掘机销量持续大幅增长；光伏设备下半年需求旺盛,新浪
1443,2020-09-27,【中信建投电子|刘双锋&雷鸣团队】周报：新机发布潮拉动消费电子旺盛需求，MOSFET和面板涨价明确投资机会,中信建投电子研究
1444,2020-09-27,机械行业周报：工程机械销售数据强劲 继续重点推荐行业龙头,新浪
1445,2020-09-27,机械行业周报：挺进深水增储上产战略取得阶段性成果 中芯国际新工艺演进利好本土制程先进设备公司,西南证券
1446,2020-09-26,“巨无霸”接连登陆A股，千亿市值公司增至108家,Wind
1447,2020-09-25,"中微公司现1笔大宗交易 共成交2,787.30万元",新浪
1448,2020-09-25,A股收盘综述：上证指数、创业板综指本周均下挫超3%，北向资金净卖出247亿元,Wind
1449,2020-09-25,银河证券：继续看好工程机械以及专用设备中的高端制造（附股）,证券时报网
1450,2020-09-25,【银河机械】四季度策略：跟随工程机械的β，追寻高端制造的α,中国银河证券研究
1451,2020-09-24,机械行业：跟随工程机械的Β 追寻高端制造的Α,新浪
1452,2020-09-23,【研报掘金】“十四五规划”呼之欲出 第三代半导体前景广阔看好产业链龙头公司,证券时报网
1453,2020-09-23,科创板股权激励新规解读,36氪
1454,2020-09-22,【太平洋机械】机械行业周报20200927：工程机械销售数据强劲，继续重点推荐行业龙头,太平洋机械大讲堂
1455,2020-09-22,首批科创50ETF火了，券商狂推，朋友圈刷屏,中国基金报
1456,2020-09-22,《周观点》系列：电子周报：华为芯片供应迎转机助力预期改善 PCB预期修复毛正,新浪
1457,2020-09-21,【太平洋机械】机械行业周报20200919：工博会自动化新品发展迅速，相关企业订单饱满,太平洋机械大讲堂
1458,2020-09-21,"中微公司现2笔大宗交易 共成交1,265.28万元",新浪
1459,2020-09-21,半导体板块表现活跃，中微公司、紫光国微、北方华创、通富微电大涨,Wind
1460,2020-09-20,机械行业周报：地方专项债发行节奏加快拉动基建需求 中芯国际申请继续供货华为,西南证券
1461,2020-09-19,中微公司深度解析：国内半导刻蚀巨头，迈内生、外延平台化,新浪
1462,2020-09-17,指数基金投资价值分析系列之五：华夏科创板50ETF将于9月22日发行,新浪
1463,2020-09-17,A股收盘综述：创业板综指收涨0.41%，半导体概念炒作聚拢人气,Wind
1464,2020-09-17,A股午盘综述：创业板综指半日跌0.72%，资金热炒半导体和注册制次新股,Wind
1465,2020-09-17,中芯国际概念股普遍造好，中微公司、北京君正等普涨,Wind
1466,2020-09-16,策略流动性专题：成交维持相对低位 周期性行业较为抗跌,新浪
1467,2020-09-15,中微公司现4笔大宗交易合计成交24万股,证券时报网
1468,2020-09-15,A股收盘综述：创业板综指缩量收升0.34%，成交金额连续两日超沪市,Wind
1469,2020-09-15,半导体板块大幅拉升 东土科技领涨,金融界
1470,2020-09-15,【行情】半导体板块大幅拉升，蓝英装备大涨逾15%，阿石创、新莱应材、中微公司、安集科技等快速跟涨,金十数据
1471,2020-09-15,中微公司(688012)：半导体设备明日之星 刻蚀+MOCVD产业双布局,新浪
1472,2020-09-14,发生了什么？科创板突然大涨，增量资金要买？,中国基金报
1473,2020-09-14,A股午盘综述：创业板综指半日升3.08%共71股涨超10%，成交金额再超沪市,Wind
1474,2020-09-14,芯片板块连续拉升，韦尔股份、沪硅产业-U、中微公司、寒武纪-U、芯原股份-U等集体上涨,Wind
1475,2020-09-14,科创板离你更近了，科创50ETF投资前景如何？,Wind
1476,2020-09-13,机械行业周报：8月PPI延续修复趋势 顺周期低估值板块持续受益,西南证券
1477,2020-09-12,科创板71家TMT公司半年报解密！芯片股爆发 中芯研发下血本,凤凰网
1478,2020-09-12,股民沸腾！4只科创50ETF获批，抬轿的人要来了，这些个股最受益（附名单）,每日经济新闻
1479,2020-09-11,中微公司发生2笔大宗交易合计成交1.71亿元,证券时报网
1480,2020-09-11,"中微公司现2笔大宗交易 共成交17,075.18万元",新浪
1481,2020-09-11,中微公司：海通证券股份有限公司关于中微半导体设备（上海）股份有限公司2020年半年度持续督导跟踪报告,上交所
1482,2020-09-10,深度*行业*A股半导体设备中报综述：二季度业绩环比大幅改善 核心产品研发和工艺验证持续进行,新浪
1483,2020-09-10,8月份国联安2只权益基金跌超9% 重仓科技股悲催了,中国经济网
1484,2020-09-09,【A股收盘综述】低价股放量溃退，创业板综指收跌4.71%成交金额首超4000亿元,Wind
1485,2020-09-09,午盘收盘综述：创业板综指半日跌2.27%仍有11股涨停，成交金额2405亿元再超沪市,Wind
1486,2020-09-09,每日理财观察：年内新成立基金数突破千只，信托年化收益率低至5字头,Wind
1487,2020-09-08,机械设备行业-双循环格局对高端装备产业的影响分析：双循环新格局下的高端装备曙光,新浪
1488,2020-09-08,睿财看市场：三大指数集体走低，创业板低价股掀涨停潮,恒泰睿财
1489,2020-09-08,A股收盘综述：创业板全天成交额首超沪市，创业板综指收涨1.2%个股继续爆炒,Wind
1490,2020-09-08,【A股午盘综述】创业板综指半日跌0.61%，成交额1971亿元再超上证指数,Wind
1491,2020-09-08,闻泰科技盘中闪崩，半导体产业板块跌幅继续扩大,Wind
1492,2020-09-08,每日理财观察：年内基金分红超1200亿元，保险电销面临新规范,Wind
1493,2020-09-07,中微公司：悦橙投资等四股东已累计减持公司股份427.87万股 减持股份,中证网
1494,2020-09-07,中微公司(688012.SH)：4名股东累计减持427.87万股减持数过半 减持股份,格隆汇
1495,2020-09-07,中微公司：悦橙投资及其一致行动人合计减持0.81%公司股份 减持股份,Wind
1496,2020-09-07,发生了什么？A股突然跳水：芯片、猪肉股齐杀跌！,中国基金报
1497,2020-09-07,【A股收盘综述】“炒小不炒大”，创业板综指跌1.6%成交金额3548亿元创新高,Wind
1498,2020-09-07,Micro LED板块翻绿，中微公司跌超10%、TCL科技跌近5%,Wind
1499,2020-09-07,策略系列：一周策略回顾与展望,新浪
1500,2020-09-07,芯片股巨震！但板块内这些股票大涨20%,中证报
1501,2020-09-07,半导体板块跌幅继续扩大，中微公司跌超10%,Wind
1502,2020-09-07,多只千亿大白马杀跌，机构抱团松动？外资减仓近30亿,中国基金报
1503,2020-09-07,中微公司、北方华创、兆易创新等跳水，半导体板块跌幅扩大,Wind
1504,2020-09-06,机械军工行业周报：持续看好军工、工程机械；制造业龙头中报好于预期、景气持续,新浪
1505,2020-09-06,机械行业周报：PMI连续半年高于荣枯线 第三代半导体发展利好国产设备,西南证券
1506,2020-09-04,【中信建投电子】中微公司2020年中报点评：刻蚀与MOCVD双线发展稳健，持续迭代新品向高端市场进阶,中信建投电子研究
1507,2020-09-04,中微公司(688012)20H1财报点评：刻蚀与MOCVD双线发展稳健 持续迭代新品向高端市场进阶,新浪
1508,2020-09-04,A股收盘综述：创业板综指低开高走收升0.37%，连续两周录得上涨,Wind
1509,2020-09-04,“大妖股”大跌14%，竟然翻红了……,中国基金报
1510,2020-09-04,【A股午盘综述】创业板综指半日跌0.83%，资金热炒半导体概念股,Wind
1511,2020-09-04,半导体板块涨近2%，中芯国际-U、三安光电、沪硅产业-U、中微公司等集体拉升,Wind
1512,2020-09-04,一款“热搜”基金非理性追逐：爆款基金的“投资陷阱”？,21世纪经济报道
1513,2020-09-03,上半年净利增长近3倍中微公司启动百亿定增,半导体协会
1514,2020-09-03,半导体板块走软，中芯国际-U、三安光电、沪硅产业-U、中微公司普跌,Wind
1515,2020-09-02,电子行业2020年半年度总结和9月投资策略：军工、红外和苹果产业链持续高景气,光大证券
1516,2020-09-02,中微公司(688012)：持续高研发投入 拟定增募集资金用于产业化基地与研发中心项目,新浪
1517,2020-09-01,牛散赵建平吃药喝酒赚220%:与明星基金经理“抱团” 还悄悄做波段,上证报
1518,2020-09-01,16年历史铁律将重现？9月还看科技股？,中证报
1519,2020-09-01,【机械】中微公司：CCP/ICP刻蚀产品研发全面铺开，定增助力高端刻蚀、CVD等高强度研发和长远布局,中银证券研究
1520,2020-09-01,电子行业周报：苹果产业链持续向好 半导体韧性依旧,新浪
1521,2020-09-01,61家半导体公司中报“交卷”：超六成业绩增长，两家营收逾百亿,Wind
1522,2020-08-31,【太平洋机械】机械行业周报20200829：产业链国产化叠加需求复苏，关注工业机器人投资机会,太平洋机械大讲堂
1523,2020-08-31,上半年净利同比增长291.98%，中微公司启动百亿定增,搜狐
1524,2020-08-31,机械行业周报：异质结项目陆续落地 关注光伏、换电设备,新浪
1525,2020-08-31,中微公司上半年净利润增长近3倍，顺势启动百亿定增，股价大涨近5%,21世纪经济报道
1526,2020-08-31,Micro LED概念股表现活跃，TCL科技、华灿光电、京东方A、中微公司大涨,Wind
1527,2020-08-31,A股早报2020年8月31日星期一,Wind
1528,2020-08-31,32家集成电路公司研发投入比超8.5% 4家市值超千亿10家股价年内翻倍,长江商报
1529,2020-08-30,【国元电子】中微公司：刻蚀龙头业绩符合预期，平台化发展初具雏形,茂飞电子研究
1530,2020-08-30,中微公司 | 点评：H1业绩高速增长，定增加快研发进展,透视先进制造
1531,2020-08-30,科创板半年报盘点：有的创下百倍业绩奇迹，有的窟窿太大钱不够“烧”,砍柴网
1532,2020-08-29,中微公司中报净利润同比增长近三倍 推出百亿元定增计划,证券日报
1533,2020-08-29,10位明星基金经理“心水股”首次披露,中国基金报
1534,2020-08-29,上半年盈利增长近3倍 中微公司趁势推出百亿定增,上证报
1535,2020-08-29,装备制造业半年报业绩喜人,Wind
1536,2020-08-29,上市公司正负面新闻2020年8月29日星期六,Wind
1537,2020-08-29,中微半导体设备(上海)股份有限公司截至2020年6月30日止前次募集资金使用情况报告,证券时报
1538,2020-08-29,中微公司拟定增募资100亿加速追赶国际领先企业,证券时报
1539,2020-08-28,中微公司启动百亿定增：扩充泛半导体产业链，实现多产品布局,每日经济新闻
1540,2020-08-28,晚间要闻2020年8月28日星期五,Wind
1541,2020-08-28,中微公司抛百亿元定增计划,大众证券报
1542,2020-08-28,中微公司(688012.SH)拟定增募资不超100亿元用于中微产业化基地建设项目等,格隆汇
1543,2020-08-28,中微公司拟定增募资不超100亿元 上半年净利同比增长292%,上证报
1544,2020-08-28,中微公司：上半年净利同比增长近三倍 拟定增不超100亿元提高产能、加大创新,中证网
1545,2020-08-28,【华西电子孙远峰团队-持续推荐中微公司】刻蚀技术升级关键工艺，向上突破打开空间,远峰电子
1546,2020-08-28,中微公司上半年净利1.19亿增长近三倍，推出百亿定增方案,澎湃新闻
1547,2020-08-28,中微公司拟定增募资100亿元 投向临港总部和研发中心等项目,e公司
1548,2020-08-28,中微公司上半年净利同比增近3倍，抛百亿定增追赶海外巨头,第一财经
1549,2020-08-28,晚间重要公告2020年8月28日星期五,Wind
1550,2020-08-28,中微公司(688012.SH)：上半年净利升291.98%至1.19亿元,格隆汇
1551,2020-08-28,中微公司：拟定增募资不超100亿元 上半年净利同比增近3倍,e公司
1552,2020-08-28,中微公司：上半年净利润同比增长291.98%,Wind
1553,2020-08-28,中微公司：拟定增募资不超过100亿元,Wind
1554,2020-08-28,电子行业日报：二季度NANDFLASH产业营收增长6.5%,新浪
1555,2020-08-26,【A股收盘综述】创业板综指低收2.18%，沪指跌超1%受累半导体等回调,Wind
1556,2020-08-26,芯片股大多疲软，韦尔股份再跌超3%,Wind
1557,2020-08-25,8月A股新增近千亿减持计划，五行业占比超90%,Wind
1558,2020-08-24,中微公司8月24日发生一笔折价大宗交易成交额5236万元,证券时报网
1559,2020-08-24,"中微公司现1笔大宗交易 共成交5,236.20万元",新浪
1560,2020-08-23,机械行业研究：装配式建筑快速推进 塔吊及预制件设备受益,新浪
1561,2020-08-19,"中微公司现2笔大宗交易 共成交5,400.00万元",新浪
1562,2020-08-18,国产刻蚀设备凭什么后发赶超？（附厂商盘点）,国际电子商情
1563,2020-08-18,大市值芯片股整体表现不振，中芯国际-U、中兴通讯、韦尔股份、中微公司等普跌,Wind
1564,2020-08-17,电子行业日报：长江存储128层QLC3DNAND正式亮相,新浪
1565,2020-08-17,涨近8成，超5成预喜：半导体国产替代愈演愈烈,Wind
1566,2020-08-17,机械行业周报：工程机械延续高景气 油气行业资本开支有望出现拐点,西南证券
1567,2020-08-17,机械设备周报2020年8月第2期：7月挖掘机销量同比增长54.8％ 工程机械持续高景气,新浪
1568,2020-08-14,晚间重要公告2020年8月14日星期五,Wind
1569,2020-08-14,科创板50ETF现新进展，值不值得等？,Wind
1570,2020-08-14,华泰研究所8月金股推荐,新浪
1571,2020-08-14,中微公司因四股东拟合计减持不超1.67%股权事项收监管函 金融监管处罚,资本邦
1572,2020-08-14,尾盘突然炸板！暴涨200%大牛股收监管函，到底发生了什么 金融监管处罚,中国基金报
1573,2020-08-14,真假“塔山计划”搅动A股?,21世纪经济报道
1574,2020-08-14,华为“塔山计划”搅动A股 上市公司或发澄清声明,21世纪经济报道
1575,2020-08-13,电子行业日报：板块持续轮动 短期震荡调整,新浪
1576,2020-08-13,上交所就中微公司股东大宗交易减持股份事项下发监管工作函 减持股份,Wind
1577,2020-08-13,首批科创板50ETF即将落地，科创板再迎增量资金,中证报
1578,2020-08-12,中微公司：四股东拟减持不超过895万股公司股份 拟减持股份,中证网
1579,2020-08-12,中微公司：股东拟大宗交易减持公司不超1.67%股份 减持股份,e公司
1580,2020-08-12,中微公司(688012.SH)：悦橙投资等4名股东拟减持不超1.67%股份 拟减持股份,格隆汇
1581,2020-08-12,中微公司：股东计划减持不超1.67%股份 拟减持股份,Wind
1582,2020-08-12,8月A股日均52份减持计划，热门行业成“重灾区”,Wind
1583,2020-08-12,为收回部分投资成本 中微公司4股东拟减持不超过534.86万股 拟减持股份,资本邦
1584,2020-08-11,中微公司股东询价转让结果出炉：瑞士银行及多家公募为受让方,e公司
1585,2020-08-11,中微公司(688012.SH)披露若干股东询价转让结果：由广发基金、诺安基金等受让,格隆汇
1586,2020-08-11,中微公司(688012.SH)披露置都投资询价转让结果：受让方包括瑞士银行、博时基金等,格隆汇
