,2021-12-31,中信泰富特钢集团股份有限公司 关于公开发行可转换公司债券申请获得中国证监会核准批复的公告,证券时报
615,2020-12-11,A股绿色周报｜17家上市公司登环境风险榜 上海电力合营企业资不抵债又收环保罚单 偿债能力下降,每日经济新闻
616,2020-12-11,电子行业：业绩向好 关注高确定性板块,财富动力网
617,2020-12-10,两市缩量回落：钢铁股获主力青睐 资金持续流出券商股,新浪
618,2020-12-10,铁矿石价持续上扬钢价再创新高A股钢铁板块结束短调再度领涨,财华社
619,2020-12-10,钢铁板块大幅拉升 西宁特钢安阳钢铁涨停,证券时报网
620,2020-12-10,黑色系期货价格迭创新高 煤炭股、钢铁股集体飙涨,第一财经
621,2020-12-07,中信特钢(000708.SZ)：子公司拟参与竞买电气钢管40%股权,格隆汇
622,2020-12-07,中泰周期·大宗指南第26期：周期品周度运行变化,新浪
623,2020-12-07,钢铁周报：制造业需求强劲 黑色产业链躁动,新浪
624,2020-12-06,【国君钢铁|周策略】需求偏强，继续看好板块龙头四季度行情,鹏飞论钢
625,2020-12-06,钢铁行业周报：成本端或支撑螺纹钢价格,新浪
626,2020-12-03,钢铁行业2020年12月投资策略：供需格局稳中改善 关注置换产能落地情况,广发证券
627,2020-12-02,股期联动，有色金属“翩翩起舞”,Wind
628,2020-11-30,中泰周期·大宗指南第25期：周期品周度运行变化,新浪
629,2020-11-30,石油化工新材料行业北上资金周报,新浪
630,2020-11-30,钢铁行业周报：钢材市场去库放缓 钢价窄幅震荡运行,华安证券
631,2020-11-29,【国君钢铁|周策略】需求依旧偏强，继续看好板块四季度行情,鹏飞论钢
632,2020-11-29,【国君钢铁|年度策略】重塑格局，成本为王,鹏飞论钢
633,2020-11-29,2021年投资策略报告合辑,国信研究
634,2020-11-28,钢铁周报：“板强长弱”格局或持续,新浪
635,2020-11-27,钢协人力资源工作委员会换届会议胜利召开—中信特钢当选为主任委员单位,中国冶金报
636,2020-11-26,钢铁行业2021年投资策略：追寻不确定中的确定,新浪
637,2020-11-24,特钢长牛时代来临？相关概念股持续走强,第一财经
638,2020-11-23,【国君钢铁|周策略】需求再超预期，四季度行情持续演绎,鹏飞论钢
639,2020-11-23,中泰周期大宗指南：周期品周度运行变化,新浪
640,2020-11-23,有色钢铁行业周策略(2020年第47周)：积极把握顺周期工业金属投资机会,新浪
641,2020-11-23,黑色系产销两旺，资金押注“旺季行情”,Wind
642,2020-11-23,钢铁周报：央视调研永兴材料 云母提锂工艺逐步被市场认可,新浪
643,2020-11-23,【行情】钢铁板块开盘拉升，永兴材料涨5%，中信特钢、柳钢股份、山东钢铁跟涨,金十数据
644,2020-11-22,【国君钢铁高端材料】本轮钢铁股上涨的本质是Alpha,鹏飞论钢
645,2020-11-22,钢铁行业周报：钢价续创年内新高 预计将高位震荡,新浪
646,2020-11-20,国信证券：钢铁板块投资可优选业绩确定性高的个股（附股）,证券时报网
647,2020-11-20,钢铁行业2021年投资策略：追寻不确定中的确定,国信研究
648,2020-11-20,26股获券商买入评级，拓邦股份目标涨幅达68.77%,Wind
649,2020-11-20,【中信特钢*杨件】深度：从特钢龙头到并购专家,东吴研究所
650,2020-11-18,中信股份(00267)：中信特钢完成工商变更登记手续,智通财经
651,2020-11-18,中信特钢(000708.SZ)变更总股本至50.47亿股已完成工商变更登记,智通财经
652,2020-11-17,钢铁行业10月经济数据点评：正视需求韧性 审视长期影响,新浪
653,2020-11-17,2020年10月钢铁行业数据点评：供需基本面改善 库存加速去化,新浪
654,2020-11-17,材料行业周报：需求向好延续 钢价涨幅扩大,新浪
655,2020-11-17,钢铁行业一周重点数据一览表,新浪
656,2020-11-17,华泰证券：2021年看好上游原料及高端钢铁制造两条主线,证券时报网
657,2020-11-16,【中泰金属】钢铁行业10月数据点评——需求再度走强,钢铁俱乐部
658,2020-11-16,有色金属行业报告：补库周期或带动铜价向上弹性放大 金价仍将受益于通胀及对冲交易,新浪
659,2020-11-16,钢铁行业周报：焦炭强势运行 钢材需求回稳驱动钢价走强,华安证券
660,2020-11-15,【国君钢铁|周策略】需求再超预期，继续看好四季度行情,鹏飞论钢
661,2020-11-14,钢铁行业周报：中板表需、价格均创新高,新浪
662,2020-11-12,【国君钢铁|数据快评】需求继续超出市场预期，优选龙头,鹏飞论钢
663,2020-11-11,材料行业周报：需求向好延续 关注钢材库存去化节奏,新浪
664,2020-11-11,【研报掘金】钢铁板块有望在四季度迎来业绩估值双升 当下正是布局良机,证券时报网
665,2020-11-11,145家公司获机构调研（附名单）,证券时报网
666,2020-11-09,"中信特钢现4笔大宗交易 共成交2,430.00万元",新浪
667,2020-11-09,中信特钢今日大宗交易成交150万股，成交价16.2元折价11.14%,Wind
668,2020-11-08,【国君钢铁 |周策略】需求超预期，四季度行情有望继续演绎,鹏飞论钢
669,2020-11-08,百家公司获机构调研：探寻A股四季度投资密码,经济观察报
670,2020-11-07,近八成湖北上市公司前三季度实现盈利 15家企业第三季度净利环比增超一倍,证券日报网
671,2020-11-06,钢铁行业2020年三季报总结：Q3普钢企业归母净利同环比上行,新浪
672,2020-11-06,钢铁股逆市走高，机构建议关注特钢龙头,第一财经
673,2020-11-06,材料行业日报：关注焦炭新旧产能更替对供给的影响,新浪
674,2020-11-05,钢铁行业周报：汽车用钢需求复苏 建议关注板材标的,华安证券
675,2020-11-02,钢铁行业2020年11月投资策略：供需格局环比稳中改善 关注环保限产政策,广发证券
676,2020-11-01,【国君钢铁 |周策略】需求持续强势，金秋行情有望继续演绎,鹏飞论钢
677,2020-10-29,中信特钢：有生产少量高档次、高附加值碳素钢产品,Wind
678,2020-10-29,钢铁行业：供需矛盾累积,财富动力网
679,2020-10-28,钢企三季度业绩加速回暖，降本增效应对原材料涨价压力,Wind
680,2020-10-27,有色钢铁行业周策略(2020年第43周)：需求回暖铜价上涨 供给偏紧支撑镍价,新浪
681,2020-10-26,中泰周期大宗指南第20期：周期品周度运行变化,新浪
682,2020-10-26,中信特钢市值年增362亿 整体上市后业绩稳增长,新浪
683,2020-10-26,社保基金三季度重仓股揭秘：8股社保基金持股比例超5%,证券时报网
684,2020-10-26,中信特钢重组周年考：市值年增362亿 持续降本增效21个月盈利近百亿,长江商报
685,2020-10-25,【国君钢铁|周策略】需求强势，继续看好金秋行情,鹏飞论钢
686,2020-10-22,高毅冯柳三季度大手笔加仓大华股份、万丰奥威，社保基金调转“枪口”买入顺周期,Wind
687,2020-10-22,79股获券商买入评级，招商积余目标涨幅达72.83%,Wind
688,2020-10-21,中信特钢(000708)：三季度业绩持续改善,新浪
689,2020-10-21,中信特钢(000708)2020年三季报点评：三季度业绩同比上行 公司盈利韧性凸显,新浪
690,2020-10-21,2020年9月钢铁行业数据点评：钢材供应维持高位 地产需求边际转弱,新浪
691,2020-10-20,48股获券商买入评级，龙净环保目标涨幅达74.05%,Wind
692,2020-10-19,【财报智读】中信特钢：2020年前三季度归母净利润43.46亿元，扣非净利润42.43亿元,面包财经
693,2020-10-19,【面包财报】中信特钢：2020年前三季度归母净利润43.46亿元，扣非净利润42.43亿元,面包财经
694,2020-10-19,钢铁周报：关注锂电业务被低估的永兴材料以及受益于汽车复苏的宝钢股份,新浪
695,2020-10-19,中信特钢(000708)：20Q3归母净利同、环比上行,新浪
696,2020-10-19,中信特钢前三季的实现净利43.5亿,我的钢铁
697,2020-10-19,中信特钢前三季净利润超43亿，三季度同比增长13.69%,澎湃新闻
698,2020-10-19,社保基金现身8只股前十大流通股东榜,证券时报网
699,2020-10-19,整体上市周年考 中信特钢3季度业绩增长整合效应显著,每日经济新闻
700,2020-10-18,【中泰金属|公司点评】中信特钢-三季度盈利同比环比双改善,钢铁俱乐部
701,2020-10-18,钢铁行业周报：钢材库存大幅减少 铁矿石仍将震荡偏弱运行,华安证券
702,2020-10-17,钢铁行业周报：钢铁需求预期上调 或支撑螺纹钢走势,新浪
703,2020-10-17,中信特钢(000708)：制造业景气修复+降本增效 3季度经营稳增,新浪
704,2020-10-16,整体上市周年考 中信特钢三季度业绩快速增长 整合效应显著,每经网
705,2020-10-16,中信特钢公布三季报 前三季净利增加4.23%,新浪
706,2020-10-16,中信股份(00267)：中信特钢前三季归属股东净利润同比增加13.69%至15.97亿元,智通财经
707,2020-10-16,中信股份(00267.HK)：中信特钢前三季度净利升4.23%至43.46亿元,格隆汇
708,2020-10-16,中信股份(00267)：中信特钢拟向中信泰富等申请不超60亿元贷款,智通财经
709,2020-10-16,中信股份(00267.HK)：中信特钢拟向股东申请不超60亿贷款,格隆汇
710,2020-10-16,中信特钢(000708.SZ)：拟向股东申请贷款总额合计不超60亿人民币,格隆汇
711,2020-10-16,中信特钢(000708.SZ)：前三季度净利升4.23%至43.46亿元,格隆汇
712,2020-10-16,中信特钢(000708.SZ)：兴澄特钢委托财务公司向湖北中航发放贷款2000万元,格隆汇
713,2020-10-16,钢铁行业：十月金秋 需求启动,新浪
714,2020-10-16,明年全球钢铁需求或增长4.1%，机构看好板块金秋行情,第一财经
715,2020-10-12,53家三季报率先亮相，业绩上修、环比改善成焦点,Wind
716,2020-10-11,【国君钢铁|周策略】十月金秋，行情可期,鹏飞论钢
717,2020-10-11,钢铁行业：十月金秋 行情可期,新浪
718,2020-10-10,钢铁行业周报：Q3冷轧毛利环比增幅最大,新浪
719,2020-10-09,钢铁行业周报：节后需求可期 钢价有望反弹,新浪
720,2020-10-09,钢铁行业2020年10月投资策略：钢材供需环比继续改善 关注环保限产进展,广发证券
721,2020-10-06,钢铁行业20Q3业绩前瞻：Q3板材钢企盈利或好于长材钢企，维持“增持”评级,华泰证券
722,2020-10-02,钢铁行业：Q3板材钢企盈利或好于长材钢企,云掌财经
723,2020-09-29,钢铁行业20Q3业绩前瞻：Q3板材钢企盈利或好于长材钢企,新浪
724,2020-09-27,【国君钢铁|周策略】继续看好金秋行情,鹏飞论钢
725,2020-09-27,钢铁行业跟踪周报：行业基本面平稳,新浪
726,2020-09-27,大宗指南：周期品周度运行变化,新浪
727,2020-09-27,钢铁行业周报：当前降价去库 未来或有企稳回升机会,新浪
728,2020-09-27,钢铁行业：继续看好金秋行情,新浪
729,2020-09-27,钢铁行业一周重点数据一览表,新浪
730,2020-09-26,钢铁周报：螺纹钢表需升至Q3最高,新浪
731,2020-09-21,A股早报2020年9月21日星期一,Wind
732,2020-09-21,钢铁行业周报：板块旺季行情有望持续演绎,新浪
733,2020-09-20,下周操盘攻略：人民币升值逻辑下，关注航空、造纸等,Wind
734,2020-09-19,超200万股东揪心 逾900亿解禁洪流来袭 这只医疗股压力巨大 6股解禁比例超50%（附股） 解禁,金融界
735,2020-09-19,钢铁周报：“十一”小长假或加速去库,新浪
736,2020-09-19,下周949亿市值限售股解禁，环比增加760.85% 解禁,Wind
737,2020-09-17,中信股份(00267-HK)附属中信特钢约4.95亿股将于9月21日解禁 解禁,财华社
738,2020-09-16,中信特钢(000708.SZ)：约4.95亿股限售股9月21日解禁 解禁,格隆汇
739,2020-09-16,中信特钢：4.95亿股限售股9月21日上市流通 解禁,Wind
740,2020-09-16,钢铁8月数据：需求增速回落,新浪
741,2020-09-15,钢铁行业周报：旺季需求仍可期 钢价有望回升,新浪
742,2020-09-15,钢铁行业周报：宝钢继续上调10月板材价格,新浪
743,2020-09-15,钢铁行业周报：钢铁产业集中度逐渐提升 实现高质量发展,华安证券
744,2020-09-13,【国君钢铁周策略】看好板块行情持续演绎,鹏飞论钢
745,2020-09-12,钢铁行业2020年中报总结：部分特钢、加工钢企盈利韧性凸显,新浪
746,2020-09-07,有色钢铁行业周策略(2020年第36周)：库存新低、“金九银十”或开启铜价上行趋势,新浪
747,2020-09-05,钢铁行业周报：“金九银十” 螺纹钢价格上行有支撑,新浪
748,2020-09-05,“金九银十”来临，钢铁市场向好,Wind
749,2020-09-04,钢铁、煤炭行业月报(2020年8月)：卷板利润修复 推荐宝钢股份等,新浪
750,2020-09-01,钢铁行业周报：碳酸锂供需边际改善 关注成本领先的永兴材料,新浪
751,2020-08-31,深市半年报：近8成公司盈利，创业板净利润增长14%,第一财经
752,2020-08-30,青岛特钢重大人事变动：王君庭退休辞任总经理，惠荣晋升新任总经理 董监高成员变化,不止是钢货
753,2020-08-29,上市钢企半年度总结：扣非净利下降38%、仅华菱钢铁实现同比增长，方大特钢、韶钢松山、中信特钢位居总资产回报率前三甲,不止是钢货
754,2020-08-28,“国家队”二季度，持股路线图浮出水面,Wind
755,2020-08-27,“国家队”持股路线图曝光！这两大板块最受青睐,中证报
756,2020-08-26,[路演]中信特钢：大力挖掘潜力 消化原材料涨价影响,全景网
757,2020-08-23,太平洋钢铁周报：关注永兴材料、ST抚钢、中信特钢等中高端特钢投资机会,新浪
758,2020-08-21,材料行业日报：西南洪水扰动钢材出货增长缓慢,新浪
759,2020-08-20,145股获券商买入评级，蓝思科技目标涨幅达86.16%,Wind
760,2020-08-19,中信特钢(000708)：通过疫情考验 期待重新起航,新浪
761,2020-08-19,中信特钢(000708)：业绩符合预期 看好公司稳步成长,新浪
762,2020-08-19,【面包财报】中信特钢：2020年上半年营业总收入358.69亿元，归母净利润27.49亿元,面包财经
763,2020-08-19,【财报智读】中信特钢：2020年上半年营业总收入358.69亿元，归母净利润27.49亿元,面包财经
764,2020-08-19,46股获买入评级 最新:西部超导,中财网
765,2020-08-18,这一省出台重磅方案 概念板块迎最强风口,证券时报
766,2020-08-18,材料行业日报：中报业绩陆续公布 特钢平稳普钢下滑 盈利能力下降,新浪
767,2020-08-18,中信特钢(000708)：业绩相对平稳 抗周期能力凸显,新浪
768,2020-08-18,中信特钢上半年净利微降0.57%，钢材销售逆势创历史新高 盈利能力下降,澎湃新闻
769,2020-08-17,【中泰金属|公司点评】中信特钢-抵御周期能力持续验证,钢铁俱乐部
770,2020-08-17,中信股份(00267)：中信特钢中期归属于上市公司股东的净利润约27.49亿元 同比降0.57% 盈利能力下降,智通财经
771,2020-08-17,中信股份(00267.HK)：中信特钢上半年纯利降0.57%至27.49亿元 盈利能力下降,格隆汇
772,2020-08-17,中信特钢：2020年半年度净利润约27.49亿元，同比下降0.57% 盈利能力下降,每日经济新闻
773,2020-08-17,中信特钢(000708.SZ)：上半年净利降0.57%至27.49亿元 盈利能力下降,格隆汇
774,2020-08-17,中信特钢：上半年净利润同比减少0.57%,Wind
775,2020-08-17,有色钢铁行业周策略(2020年第33周)：铜供应好转 金价剧烈波动,新浪
776,2020-08-17,钢铁行业周报：铁矿石供应大幅回升 需求恢复推动库存去化,华安证券
777,2020-08-16,钢铁行业周报：宝钢继续上调9月板材价格,新浪
778,2020-08-14,下周35股分红实施，三角度寻找潜力股,Wind
779,2020-08-14,工程机械销售火爆，行业巨头趁机引战投扩产能,Wind
780,2020-08-13,材料行业日报：雄安投资增长16倍 华北钢企持续受益,新浪
781,2020-08-12,材料行业日报：现货成交温和回升 钢企盈利有望扩大,新浪
782,2020-08-11,有色钢铁行业周报：钴价抬升 金价上涨动能持续,新浪
783,2020-08-10,钢铁行业周报：需求向好带动库存去化 新政策优化供需格局,华安证券
784,2020-08-09,钢铁行业研究周报：甬金股份领涨板块 库存由涨转降,新浪
785,2020-08-09,钢铁行业周报：矿价逼近去年高点 攫取需求维稳红利,新浪
786,2020-08-09,太平洋证券钢铁周报：普材库存现拐点 关注中高端特钢投资机会,新浪
787,2020-08-09,钢铁行业周报：看好雨季过后板块龙头反弹,新浪
788,2020-08-08,钢铁行业周报：建筑钢材社库、厂库双降,新浪
789,2020-08-07,钢铁行业：库存拐点 增持板块龙头,新浪
790,2020-08-06,钢铁行业一周重点数据一览表,新浪
791,2020-08-04,材料行业日报：大湾区城轨规划落地 华南需求将进一步提振,新浪
792,2020-08-03,中信股份(00267.HK)：兴澄合金拟对兴澄特钢提供9亿元担保 大额借贷担保,格隆汇
793,2020-07-29,钢铁行业周报：二季度公募基金钢铁股持仓比重环比回落,新浪
794,2020-07-29,材料行业日报：6月钢铁行业利润明显改善,新浪
795,2020-07-28,49股获券商买入评级 风华高科目标涨幅达121.53%,Wind
796,2020-07-27,中证指数公司：8月6日发布中证兴业证券ESG盈利100指数,Wind
797,2020-07-27,大宗指南第8期：周期品周度运行变化,新浪
798,2020-07-27,31股获券商买入评级，博迈科目标涨幅达47.55%,Wind
799,2020-07-26,钢铁行业研究周报：梅雨季节逐渐消退下游需求小幅恢复,新浪
800,2020-07-26,钢铁行业周报：螺纹钢社库增幅环比放缓,新浪
801,2020-07-26,中信特钢(000708)：拟设立股权投资平台 奠定扩张基础,新浪
802,2020-07-24,60股获券商买入评级 凯迪股份目标涨幅达52.66%,Wind
803,2020-07-23,中信特钢：走过疫情 千亿龙头迎来产业升级新机遇,东兴证券
804,2020-07-23,上市公司正负面新闻2020年7月23日星期四,Wind
805,2020-07-22,三季度钢铁业绩和估值有望双升 六股迎反攻,证券时报
806,2020-07-22,中信特钢子公司拟5亿投彭衡投资，计划获徐工集团子公司股权,澎湃新闻
807,2020-07-22,晚间重要公告2020年7月22日星期三,Wind
808,2020-07-22,中信特钢子公司拟5亿元参与投资设立股权投资合伙企业,中国证券网
809,2020-07-22,中信股份(00267.HK)：中信特钢子公司泰富钢铁与中信重工拟在江阴签订钢板购销合作协议,格隆汇
810,2020-07-22,中信股份(00267.HK)：中信特钢拟出资5亿元参与投资彭衡投资,格隆汇
811,2020-07-22,钢铁煤炭行业ESG评级及建设情况剖析：钢煤企业推动ESG建设正当时,新浪
812,2020-07-22,【研报掘金】三季度钢铁业绩和估值有望双升 板块已进入重要战略配置期,证券时报网
813,2020-07-22,中信特钢：子公司拟出资5亿元与专业机构共同成立投资公司,e公司
814,2020-07-22,中信特钢：全资子公司“兴澄特钢”拟5亿元参投“彭衡投资”,Wind
815,2020-07-22,中信特钢(000708.SZ)：子公司泰富钢铁下半年拟向中信重工销售不超2.6亿元钢板,格隆汇
816,2020-07-22,换人！中信特钢：副总裁王君庭辞职 董监高成员变化,每日经济新闻
817,2020-07-22,中信特钢(000708.SZ)：拟出资5亿元与金石投资、中证投资等共同投资彭衡投资,格隆汇
818,2020-07-22,中信特钢：高级管理人员变动,Wind
819,2020-07-21,2020年钢铁行业中期投资策略：PPI拐点 配置价值凸显,新浪
820,2020-07-20,材料行业日报：旺季渐近周期板块情绪向好,新浪
821,2020-07-18,钢铁周报：强降雨预计结束 建筑钢材需求或迎来改善,新浪
822,2020-07-16,中泰钢铁行业数据库,新浪
823,2020-07-15,材料行业日报：H1业绩预告陆续发布普钢盈利整体下滑 盈利能力下降,新浪
824,2020-07-15,钢铁股异动攀升，八一钢铁冲击涨停,Wind
825,2020-07-14,材料行业日报：1-6月我国铁矿石进口同比增加9.6%,新浪
826,2020-07-14,81股获券商买入评级 三聚环保目标涨幅达79.79%,Wind
827,2020-07-13,材料行业日报：百余重大水利工程发布 基建需求长期向好,新浪
828,2020-07-13,中信特钢：预计上半年净利润同比增长八倍以上,中国冶金报社
829,2020-07-13,【中泰金属|公司点评】中信特钢-抵御周期能力凸显,钢铁俱乐部
830,2020-07-12,钢铁行业周报：产量明显回落 表需成交双上涨,新浪
831,2020-07-11,浙商周期组 | 周期行业2020年中报前瞻,浙商证券研究所
832,2020-07-11,中信特钢(000708)：大船破浪 稳中远航,新浪
833,2020-07-10,中信股份(00267)：中信特钢预期上半年净利26.8亿元至28.5亿元,智通财经
834,2020-07-10,中信股份(00267.HK)：中信特钢上半年预盈26.80亿元–28.50亿元,格隆汇
835,2020-07-10,中信特钢：上半年预计净利润增长区间为-3.18%~2.96%,Wind
836,2020-07-10,中信特钢：上半年净利润同比重组前预增812%-869%,格隆汇
837,2020-07-09,材料行业日报：应急减排技术指南修订 推动钢铁环保升级,新浪
838,2020-07-08,材料行业日报：钢材现货成交季节性回升提振板块情绪,新浪
839,2020-07-07,材料行业日报：雨季即将褪去钢材价格温和回升,新浪
840,2020-07-07,钢铁有色2020年度中期投资策略钢铁新材料篇：从量到质,新浪
841,2020-07-06,材料行业日报：行业微观表现平稳 关注钢铁板块估值提升,新浪
842,2020-07-06,38股获券商买入评级 康达新材目标涨幅达75.53%,Wind
843,2020-07-05,钢铁行业周报：关注减产实施力度,新浪
844,2020-07-03,钢铁行业：迎接基本面拐点与估值修复的共振,新浪
845,2020-07-03,A股乘风破浪，还有哪些价值洼地在隐秘角落？,证券时报网
846,2020-07-02,材料行业日报：本周钢联建材表观消费回落至350万吨,新浪
847,2020-07-02,中信特钢(000708)：打造全球最具竞争优势和成长性的特钢企业,新浪
848,2020-07-01,钢铁行业2020年7月投资策略：供需格局环比走弱 关注“稳增长”政策进展,广发证券
849,2020-06-28,大宗指南：周期品周度运行变化,新浪
850,2020-06-28,钢铁行业：需求季节性回落 持续推荐板块龙头,新浪
851,2020-06-27,钢铁行业周报：6月淡旺转换 7月矛盾扩大？,新浪
852,2020-06-27,钢铁行业周报：需求继续回落 社库由降转升,新浪
853,2020-06-24,钢铁行业2020年中期投资策略：基建扩张托底普钢需求 特钢迎来高速发展期,新浪
854,2020-06-23,材料行业日报：短期钢材出货下滑较快,新浪
855,2020-06-23,钢铁行业周报：长材需求走弱 板材供需向好,新浪
856,2020-06-22,材料行业日报：雨季扰动加剧成材出货回落幅度偏大,新浪
857,2020-06-22,太平洋钢铁周报：“稳地产”+“强基建”特征显著,新浪
858,2020-06-18,材料行业日报：5月黑德兰港口铁矿石出口量环比增6%,新浪
859,2020-06-18,钢铁行业一周重点数据一览表,新浪
860,2020-06-18,钢铁股缘何集体躁动？,Wind
861,2020-06-17,沪指震荡小幅收涨0.14%，医药股大面积封板引领市场,Wind
862,2020-06-17,中信特钢盘中创历史新高,证券时报网
863,2020-06-16,解盘：权重题材齐升，光模块、白酒、智能音箱、IDC领涨,Wind
864,2020-06-16,内强外弱行业点评报告：钢铁5月数据点评,新浪
865,2020-06-15,钢铁行业5月经济数据点评：5月供需两旺 真实需求开始经受检验,新浪
866,2020-06-15,钢铁行业研究周报：铁矿上涨如期而至关注梅雨季来临对下游需求影响,新浪
867,2020-06-12,材料行业日报：螺纹钢表观消费量小幅回落,新浪
868,2020-06-10,材料行业日报：长材需求季节性走弱板材需求筑底回升,新浪
869,2020-06-09,钢铁行业报告：受疫情影响的钢材需求回补了多少？,新浪
870,2020-06-08,材料行业点评受疫情影响淡水河谷宣布暂停一球团矿区,新浪
871,2020-06-08,太平洋钢铁周报：不惧需求淡季回落 或是布局黑色系良机,新浪
872,2020-06-05,深交所和中证指数公司自6月15日调整深证基本面指数和深证产业链指数系列样本股,Wind
873,2020-06-05,材料行业日报：本周螺纹表需环比增加至445万吨,新浪
874,2020-06-02,深交所：深证成指、创业板指、深证100等指数调整样本股,Wind
875,2020-06-02,钢铁行业报告：如何看待方大钢铁集团并购达州钢铁？,新浪
876,2020-06-01,钢铁行业：钢材供需延续强势格局 长材龙头核心配置期,新浪
877,2020-06-01,有色钢铁行业周策略(2020年第22周)：铁矿期货气势如虹 锂盐价格再度寻底,新浪
878,2020-06-01,2019年A股完成并购总额逾7900亿 影视、游戏并购几乎绝迹,投资者网
879,2020-05-29,材料行业日报：1-4月交通固定资产投资同比降8.6%,新浪
880,2020-05-26,钢铁行业报告：“两会”的宏观政策如何影响下半年的普钢市场？,新浪
881,2020-05-25,钢铁行业研究周报：钢价大幅拉涨库存加速去化,新浪
882,2020-05-21,钢铁&宏观行业深度报告：以美为鉴――探寻后工业化时代中国钢铁行业供需演变,新浪
883,2020-05-21,材料行业日报：周期品整体需求共振 关注持续性,新浪
884,2020-05-21,沪深300等指数样本股调整在即，或带来交易性投资机会,Wind
885,2020-05-19,材料行业日报：工业品强需求逐渐向上游资源行业传导,新浪
886,2020-05-18,钢铁行业周报：成材“供需双旺”格局或持续,方正证券
887,2020-05-14,材料行业日报：5月上旬螺纹表观消费延续4月高点,新浪
888,2020-05-14,金融工程：沪深300及中证500成分股调整名单预测,新浪
889,2020-05-14,材料行业日报：钢谷网中西部建材表需创年内新高,新浪
890,2020-05-13,高送转股升温 新诺威、长春高新、中信特钢等9家公司达标新规 良好业绩助推股价上台阶（附表）,红周刊
891,2020-05-13,钢铁行业2019年报综述：潮水褪去 强者恒强,新浪
892,2020-05-13,材料行业日报：废钢累涨360元 粗钢增产空间受限,新浪
893,2020-05-11,【平安钢铁】业绩综述：行业短板依旧未补，特钢盈利韧性凸显,钢铁侠
894,2020-05-11,中信泰富特钢集团钱刚：打造特色品牌 铸造特钢强企,新浪
895,2020-05-08,粤开策略：陆股通逆势增持3只个股超1亿元,金融界
896,2020-05-08,中信特钢：关于媒体报道兴澄特钢花山厂区搬迁事宜的澄清声明,北极星节能
897,2020-05-03,【中泰金属】进退之间回归常态——钢铁行业2019年报&2020Q1季报总结,钢铁俱乐部
898,2020-04-29,中信股份(00267.HK)：中信特钢子公司江阴西沿山生产场所将进行退城搬迁,格隆汇
899,2020-04-29,社保基金一季度抱团持有28股（附股）,证券时报
900,2020-04-28,头号研报：钢铁行业的一朵“奇葩”，为何如此耀眼？,巨丰财经
901,2020-04-28,社保基金一季度重仓股揭秘：新进65股 增持75股,证券时报
902,2020-04-27,5家上市钢企公布一季报，4家业绩同比下降 盈利能力下降,钢铁侠
903,2020-04-26,【东兴钢铁】中信特钢（000708）：行业竞争格局趋优，精细管理重塑价值,东兴研究圈
904,2020-04-25,特钢上市公司一季度利润普遍大降，中信特钢何以逆市增长？ 盈利能力下降,经济观察网
905,2020-04-24,【国君钢铁|每日跟踪】上海螺纹3470，湖北实施政府投资项目“百日攻坚”,鹏飞论钢
906,2020-04-23,中信特钢(000708.SZ)年报推10转7派10元股权登记日4月29日,格隆汇
907,2020-04-22,【上市公司】一季度中信特钢业绩小幅增长,兰格钢铁网
908,2020-04-22,俞亚鹏卸任 钱刚接任中信特钢董事长,巨潮资讯网
909,2020-04-22,中信特钢一季度实现净利12.92亿元,我的钢铁
910,2020-04-21,中信特钢(000708.SZ)一季度净利润升3.82%至12.92亿元,格隆汇
911,2020-04-21,中信特钢：一季度净利润同比增长3.82%,Wind
912,2020-04-08,持续降本增效 中信特钢预计一季度净利13.5亿元,电缆网
913,2020-04-08,股海导航 4月8日沪深股市公告提示,新浪
914,2020-04-08,【钢铁】中信特钢：一季度业绩同比增长 再次验证抗周期性,天风研究
915,2020-04-08,中信泰富特钢集团股份有限公司2020年一季度业绩预告,证券时报
916,2020-04-07,【中泰金属|公司点评】中信特钢-疫情对公司经营影响有限,钢铁俱乐部
917,2020-04-07,公告点题｜4月7日这些公告有看头,第一财经
918,2020-04-07,中信股份(00267)：中信特钢预计首季股东应占净利12.5亿–13.5亿元,智通财经
919,2020-04-07,中信特钢Q1净利预计上升至13.5亿 产销量均有所增长,澎湃新闻
920,2020-04-07,中信股份(00267.HK)：中信特钢一季度净利预增0.48%-8.52%,格隆汇
921,2020-04-07,中信特钢：一季度净利预计为12.5亿元-13.5亿元,e公司
922,2020-04-07,中信特钢业绩预告：产销量同比均有所增长 一季度预盈12.5亿元至13.5亿元,发布易
923,2020-04-07,中信特钢(000708.SZ)：一季度净利润预增0.48%-8.52%,格隆汇
924,2020-04-07,中信特钢：预计一季度盈利12.4亿-13.5亿元，同比微增,Wind
925,2020-04-07,43股去年四季度获社保基金扎堆持有,证券时报
926,2020-04-07,【国信钢铁】中信特钢(000708)：无惧疫情扰动，抗周期性凸显,国信钢铁
927,2020-04-02,钢价下跌原料成本上升，多家钢企去年净利大降超五成 盈利能力下降,Wind
928,2020-03-31,中信股份(00267)：中信特钢子公司拟向泰富资源销售球团矿45万吨,智通财经
929,2020-03-31,中信股份(00267)：中信特钢拟与中信银行开展存贷款等业务,智通财经
930,2020-03-30,券商评级：三大指数下跌 九股迎来掘金良机,证券之星
931,2020-03-30,年报、季报抢鲜看！大数据寻找“预喜”股票,Wind
932,2020-03-27,专访中信特钢董事长俞亚鹏：密切关注国内外兼并重组机遇,新京报
