,2021-12-30,玲珑轮胎今日大宗交易成交64.40万股，成交价36.18元溢价0.0%,Wind
616,2021-01-28,玲珑轮胎：与兴达集团签订战略合作协议,e公司
617,2021-01-28,豪迈科技(002595)公司信息更新报告：轮胎开工向好 模具直接受益,新浪
618,2021-01-27,A股戒酒言之尚早，今年超7成个股下跌已是事实,Wind
619,2021-01-27,原材料市场“涨声一片”，新能源汽车迎来提价前夜？,Wind
620,2021-01-27,重量级榜单，哪些轮胎企业上榜,轮胎商业网
621,2021-01-26,玲珑轮胎在美国推出新品牌,轮胎世界网
622,2021-01-26,玲珑轮胎大涨5.61%,中新经纬
623,2021-01-25,化工行业周观点：化纤等顺周期持续上涨 关注周期成长,新浪
624,2021-01-25,2021年以来股价上涨超30% 玲珑轮胎市值突破600亿元大关,证券日报网
625,2021-01-25,化工行业周报：农药板块迎来景气反转 关注细分龙头 继续推荐顺周期资产,新浪
626,2021-01-25,玲珑轮胎市值站稳600亿元大关 加快全球产能布局,证券时报
627,2021-01-25,石油化工新材料行业北上资金周报,新浪
628,2021-01-25,化工新材料行业周报：淡季不淡现象依然普遍 染料底部已现,新浪
629,2021-01-24,年初至今化工涨幅第一，氨基酸大幅上涨,中信建投证券研究
630,2021-01-22,【关注】轮胎行业爆发洪荒之力调价声此起彼伏！ 龙头企业新建产能一览,上海有色
631,2021-01-21,跟踪评测 | 玲珑轮胎,新浪
632,2021-01-21,免费研报精选：券商股高举看多旗帜！白马消费卷土重来 煤炭、有色凑热闹,中金在线
633,2021-01-21,69股获券商买入评级 新媒股份目标涨幅达65.67%,Wind
634,2021-01-21,轮胎企业的那些智能化,轮胎商业网
635,2021-01-20,玲珑轮胎(601966)：600亿之后 远期空间在哪？,新浪
636,2021-01-20,轮胎资本市场大动荡，外资暴跌，国产轮胎拔头筹,轮胎商业网
637,2021-01-19,玲珑轮胎(601966.SH)完成授予817.2万股限制性股票,智通财经
638,2021-01-19,玲珑轮胎(601966.SH)拟以募集资金2.05亿元增资广西玲珑以实施募投项目,格隆汇
639,2021-01-19,玲珑轮胎(601966.SH)：5名董事、高管拟合计减持不超31.386万股 拟减持股份,格隆汇
640,2021-01-19,玲珑轮胎(601966.SH)向554名激励对象授予817.2万股限制性股票,格隆汇
641,2021-01-19,玲珑轮胎(601966.SH)拟以1.6亿元闲置募集资金暂时补充流动资金,格隆汇
642,2021-01-19,玲珑轮胎：董事、高级管理人员计划合计减持不超过0.025%股份 拟减持股份,Wind
643,2021-01-19,这几家轮胎企业，撒钱海外,轮胎商业网
644,2021-01-18,基础化工行业周报：华鲁多产品涨价 龙蟒钛白粉超预期扩产,新浪
645,2021-01-18,化工行业周报：粘胶涨价有望超预期 继续看好顺周期龙头,新浪
646,2021-01-18,化工行业周报：化纤继续去库存 价差进一步扩大,新浪
647,2021-01-18,本周2426亿市值限售股解禁，环比增加1254.32% 解禁,Wind
648,2021-01-16,2021这么干，5大轮胎企业告诉你,轮胎商业网
649,2021-01-15,山东重榜发布！森麒麟秦龙、赛轮袁仲雪、玲珑王希成家族上榜！,轮胎商业网
650,2021-01-15,玲珑轮胎与两高校签订产学研合作协议,中国橡胶网
651,2021-01-14,玲珑轮胎与两所重点高校签约,轮胎世界网
652,2021-01-13,化工行业周报：顺周期浪潮下 关注二线龙头估值切换投资机遇,新浪
653,2021-01-12,化工新材料行业周报：钛白粉价格金三银四预计会有更大涨幅,新浪
654,2021-01-11,玲珑轮胎(601966.SH)：370.32万股限制性股票1月18日上市流通,格隆汇
655,2021-01-11,化工行业周报：原油价格持续反弹 加大顺周期行业龙头配置力度,新浪
656,2021-01-07,玲珑轮胎配套市场捷报频传,轮胎世界网
657,2021-01-07,【晨观方正】银行/电子/化工/环保20210107,方正证券
658,2021-01-06,晨报0106 | 集运&卤制品行业专题、奇安信（688561）、创业慧康（300451）、龙蟒佰利（002601）,国泰君安证券研究
659,2021-01-06,中国轮胎企业竞争力排行|2020,轮胎商业网
660,2021-01-05,玲珑轮胎(601966.SH)：370.32万股限制性股票解除限售条件成就,格隆汇
661,2021-01-05,玲珑轮胎(601966.SH)：拟使用闲置募集资金2亿元暂补湖北玲珑流动资金,格隆汇
662,2021-01-05,从2009年底看2020年底：没水之后：逆势而上的龙头基因,新浪
663,2021-01-05,32股获券商买入评级，成都银行目标涨幅达52.91%,Wind
664,2021-01-05,中国原配轮胎排行榜|2020,轮胎商业网
665,2021-01-04,玲珑轮胎首个交易日实现开门红 市值突破500亿元大关,证券时报
666,2021-01-04,玲珑轮胎入选中国上市公司500强,轮胎世界网
667,2021-01-04,长城策略*月度金股‖一月（汪毅，王小琳）,长城研究--宏观策略
668,2021-01-04,轮胎行业事件点评：东南亚轮胎反倾销税率好于预期 看好中国轮胎企业崛起,新浪
669,2021-01-04,化工行业：轮胎反倾销初裁落地 结果好于预期 看好顺周期品种,新浪
670,2021-01-04,化工行业周报：粘胶淡季不淡 看好化工核心资产及顺周期龙头,新浪
671,2021-01-04,石油化工新材料行业北上资金周报,新浪
672,2021-01-04,国信证券维持玲珑轮胎买入评级：反倾销初裁税率优于预期,每日经济新闻
673,2021-01-04,晨会聚焦210104重点关注医药生物、玲珑轮胎,国信研究
674,2021-01-01,轮胎企业年会口号哪家最响亮,轮胎商业网
675,2020-12-31,汽车行业报告：一文看透汽车景气现状,新浪
676,2020-12-31,化学制品行业：美国做出泰国、越南半钢胎出口反倾销初裁 税率较低符合预期,新浪
677,2020-12-31,涨停板解密：军工、券商股火爆引领市场（12月31日）,Wind
678,2020-12-31,玲珑轮胎（601966）快评：反倾销初裁税率优于预期，零售配套齐头并进,国信研究
679,2020-12-31,晨会1231｜2021年大类资产十大预判,中信证券研究
680,2020-12-31,中信建投大周期团队最新研究观点,中信建投证券研究
681,2020-12-30,30股获券商买入评级 御家汇目标涨幅达132.12%,Wind
682,2020-12-30,化工｜轮胎：“双反”初裁税率落地，冲击预计有限,中信证券研究
683,2020-12-29,玲珑轮胎远航系列荣获年度创富品牌奖,卡车之家
684,2020-12-29,玲珑轮胎：拟近49亿元投建,天然橡胶网
685,2020-12-29,玲珑轮胎大跌5.07%,中新经纬
686,2020-12-29,玲珑轮胎深度报告之十：泰国轮胎反倾销对玲珑轮胎的影响,靠谱化工股
687,2020-12-29,35股获券商买入评级 华宇软件目标涨幅达93.41%,Wind
688,2020-12-29,中信建投：化工短期进入淡季，布局明年回调正是买入时,Wind
689,2020-12-28,化工行业动态：化工短期进入淡季 布局明年回调正是买入时,新浪
690,2020-12-28,煤炭化工行业周报：宜重视顺周期 继续强推涤纶复苏机遇,新浪
691,2020-12-28,化工周报：农化进入补库存阶段 部分周期品淡季回落 推荐价值及成长龙头,新浪
692,2020-12-28,化工行业周报：制冷剂、粘胶继续上涨 建议加大顺周期资产配置力度,新浪
693,2020-12-27,【方正制造α研究团队】核心资产周观察（第四十一期）,方正证券
694,2020-12-24,中信建投大周期团队最新研究观点,中信建投证券研究
695,2020-12-22,汽车行业第52周周报：12月第2周零售同比+15％ 长城汽车发布“柠檬混动DHT”技术,新浪
696,2020-12-21,化工行业动态：原油、煤炭、天然气三大能源齐飙涨 夯实行业景气持续的判断,新浪
697,2020-12-21,煤炭化工行业周报：继续强推涤纶复苏机遇 煤炭股估值有望持续向上,新浪
698,2020-12-19,【方正化工】化工周报：聚合MDI价格小幅反弹，玲珑董事长荣膺中国经济优秀人物,靠谱化工股
699,2020-12-18,“安永企业家奖2020中国”评选结果出炉 玲珑轮胎董事长王锋登榜,证券时报
700,2020-12-18,【方正化工】化工周报：涤纶长丝、PTA持续涨价，玲珑轮胎董事长获安永企业家奖,靠谱化工股
701,2020-12-16,兴达国际（01899）轮胎相关业务建议分拆上市前拟获赛轮集团及三角轮胎等入股 江苏兴达获注资2.3亿元,智通财经
702,2020-12-16,兴达国际(01899.HK)轮胎业务建议分拆上市前引入战投江苏兴达获注资2.3亿元,格隆汇
703,2020-12-15,利好政策延续，汽车产销量连续8月增长，两条主线掘金相关机会丨牛熊眼,第一财经
704,2020-12-14,化工行业周报：醋酸、PVC价格持续上涨 继续推荐顺周期龙头标的,新浪
705,2020-12-14,掘金龙虎榜 38股近期获机构净买入,证券之星
706,2020-12-14,A股早报2020年12月14日星期一,Wind
707,2020-12-14,煤炭化工行业周报：强推涤纶景气度回升机遇 煤价待政策压制,新浪
708,2020-12-12,机构高位博弈玲珑轮胎 游资把握情绪转折低位切入,财富动力网
709,2020-12-12,玲珑轮胎捐赠300万,轮胎商业网
710,2020-12-11,龙虎榜机构新动向：净买入10股净卖出12股,证券时报网
711,2020-12-11,玲珑轮胎涨停,金融界
712,2020-12-11,2020年轮胎企业投了多少钱,轮胎商业网
713,2020-12-10,玲珑轮胎完成对子公司10亿元增资,轮胎世界网
714,2020-12-09,多家轮胎企业为北化学子颁发奖学金,轮胎世界网
715,2020-12-09,北化大材料专场奖学金颁奖典礼举行,轮胎世界网
716,2020-12-09,汽车行业报告：11月乘用车批发同比增速超过10％ 景气度仍在上行,新浪
717,2020-12-08,玲珑轮胎(601966.SH)：完成向全资子公司湖北玲珑注资,格隆汇
718,2020-12-07,【方正化工】化工周报：涤纶长丝、PTA价格上涨，湖北玲珑增资完成,靠谱化工股
719,2020-12-07,玲珑轮胎(601966.SH)：公开增发的6379.8万股A股将于12月11日挂牌交易,格隆汇
720,2020-12-07,化工2021年投资策略报告：周期强势复苏，材料战略崛起，维持“强于大市”评级,中信建投
721,2020-12-07,中信建投2021年化工投资策略展望：周期强势复苏 材料战略崛起,中信建投证券研究
722,2020-12-03,9个月，中国向这里输送了价值2.3亿轮胎,轮胎商业网
723,2020-12-01,“国民神车”销量创新纪录，电机供应商闻讯涨停！概念股跟涨,e公司
724,2020-12-01,玲珑轮胎大涨5.03%，领涨橡胶板块,中新经纬
725,2020-12-01,汽车行业报告：一文看透汽车景气现状,新浪
726,2020-12-01,煤炭化工行业周报：原料价格延续强势 产品价格上涨趋势弱化,新浪
727,2020-12-01,玲珑鼎力支持的第一家轮胎厂长啥样,轮胎商业网
728,2020-11-30,化工行业：周期景气仍在延续 原油、有机硅、钛白粉、醋酸继续冲高,新浪
729,2020-11-30,玲珑轮胎(601966.SH)：拟使用部分闲置募集资金暂补流动资金的金额为4亿元,格隆汇
730,2020-11-30,玲珑轮胎(601966.SH)：拟先期对荆门年产800万套半钢和120万套全钢高性能轮胎生产项目的实施单位湖北玲珑增资10亿元,格隆汇
731,2020-11-30,玲珑轮胎(601966.SH)拟以10亿元募集资金增资湖北玲珑以实施募投项目,格隆汇
732,2020-11-30,汽车行业第49周周报：商务部提稳定扩大汽车消费 行业景气度持续回升,新浪
733,2020-11-30,石油化工新材料行业北上资金周报,新浪
734,2020-11-29,【方正化工】化工周报：MDI淡季不淡，玲珑轮胎拟对湖北项目增资,靠谱化工股
735,2020-11-27,"玲珑轮胎摘得第五届""铃轩奖"" 成唯一获奖轮胎企业",凤凰网
736,2020-11-27,胡润中国500强民营企业，2家轮胎企业上榜！,轮胎商业网
737,2020-11-26,汽车行业2021年投资策略：群雄逐鹿 拥抱创新与周期 寻找Α,新浪
738,2020-11-26,每日报告回放,新浪
739,2020-11-25,玲珑轮胎(601966.SH)披露公开增发A股网上中签结果：中签号共14903个,格隆汇
740,2020-11-25,汽车行业报告：赛程是否过半？跨年行情该如何把握？,新浪
741,2020-11-25,“云签约”，海外技术支持项目再续前缘！,中国橡胶网
742,2020-11-25,汽车行业周报：2021年投资策略复苏的起点,新浪
743,2020-11-24,玲珑轮胎(601966.SH)：第一大股东质押633万股,格隆汇
744,2020-11-24,汽车汽配2021年投资策略：抱创新加速和周期向上,新浪
745,2020-11-24,采掘行业周报：原料价格高位运行 供需错配为产品涨价主因,新浪
746,2020-11-23,化工行业：补库存周期＋需求旺季 产品价格普涨 顺周期继续高仓位配置,新浪
747,2020-11-23,玲珑认定时风为绿色供应链项目,轮胎世界网
748,2020-11-23,化工行业周报：加大顺周期资产配置 首推化工核心资产,新浪
749,2020-11-23,晨会聚焦201123重点关注太阳能、医疗大数据盘点、医药行业,国信研究
750,2020-11-23,19股获券商买入评级，威派格目标涨幅达71.76%,Wind
751,2020-11-22,玲珑轮胎签约乌方橡胶制品厂,轮胎世界网
752,2020-11-21,全球轮胎行业分化加剧 玲珑轮胎或迎“弯道超车”良机,证券日报网
753,2020-11-21,玲珑轮胎的原配有多强？,轮胎商业网
754,2020-11-21,市场证明，这两家轮胎企业质量超级棒,轮胎商业网
755,2020-11-20,【方正化工】化工周报：MDI淡季不淡，浙石化成品油出口配额获批,靠谱化工股
756,2020-11-20,全球轮胎行业前三季度遭重创 玲珑轮胎逆势增长排名稳步提升,证券时报网
757,2020-11-20,煤炭化工行业2021年度投资策略：面向景气度 着眼低估值,新浪
758,2020-11-20,玲珑轮胎(601966)：股权激励范围扩充 提振长期发展动力,新浪
759,2020-11-20,每日提醒：玲珑轮胎连续停牌,财富动力网
760,2020-11-19,中国胎企就是敢跟世界巨头掰腕子！,轮胎商业网
761,2020-11-19,玲珑轮胎、通威股份等13股获机构买入型评级,证券时报网
762,2020-11-19,礼包｜中信建投证券三季报解读系列之二,中信建投证券研究
763,2020-11-18,加码新能源赛道 玲珑轮胎纯电动车原配排行榜上独占鳌头,上证报
764,2020-11-18,新能源汽车轮胎实现量产 玲珑轮胎在纯电动车配套市场独占鳌头,证券日报网
765,2020-11-18,玲珑轮胎发力新能源汽车配套轮胎市场 在纯电动车原配排行榜上领先,中证网
766,2020-11-18,加码新能源赛道 玲珑轮胎发力市场增量,证券时报网
767,2020-11-18,景气上行，量价齐升，化工行业迎高光时刻,Wind
768,2020-11-18,玲珑轮胎增资两大生产项目,轮胎世界网
769,2020-11-18,玲珑轮胎向全资子公司增资1.305亿元用于塞尔维亚项目建设,电鳗快报
770,2020-11-18,玲珑轮胎(601966)：公开增发落地 股权激励彰显发展雄心,新浪
771,2020-11-17,玲珑轮胎(601966)11月17日晚公告，因公司实施公开增发A股股票，根据相关规定，公司股票将自11月20日至11月25日连续停牌，并将于11月26日复牌交易。,证券时报
772,2020-11-17,玲珑轮胎拟停牌公开增发A股股票,上证报
773,2020-11-17,玲珑轮胎(601966.SH)拟公开增发6379.8万股A股 发行价31.21元/股,格隆汇
774,2020-11-17,玲珑轮胎：实施公开增发，自11月20日至25日连续停牌,Wind
775,2020-11-17,玲珑轮胎：实施公开增发 自11月20日至25日连续停牌,e公司
776,2020-11-17,玲珑轮胎(601966.SH)拟向香港天成增资1.305亿美元用于塞尔维亚项目建设,格隆汇
777,2020-11-17,玲珑轮胎(601966.SH)公开增发A股股票20日起连续停牌,格隆汇
778,2020-11-17,玲珑轮胎(601966.SH)拟推817.2万股限制性股票激励计划,格隆汇
779,2020-11-17,【长城化工】公开增发落地，股权激励彰显发展雄心——玲珑轮胎（601966）公司动态点评,长城化工新视界
780,2020-11-17,【方正化工】化工周报：玲珑增发及股权激励落地，浙石化获批成品油配额,靠谱化工股
781,2020-11-17,化工周报：周期品涨价扩散 纺服、汽车产业链复苏有望超预期,新浪
782,2020-11-16,半钢胎市场，谁是王？,轮胎商业网
783,2020-11-14,玲珑集团与青科大签署合作协议,轮胎世界网
784,2020-11-13,玲珑集团与青岛科技大学合作签约,中国橡胶网
785,2020-11-13,千万产能的轮胎工厂,轮胎商业网
786,2020-11-12,多家山东轮胎企业入围重大名单,轮胎商业网
787,2020-11-11,[互动]玲珑轮胎：在比亚迪的纯电动原配比例较高,全景网
788,2020-11-11,玲珑乘用车胎经销商年终会议召开,轮胎世界网
789,2020-11-11,化工行业：Q3内外需驱动景气回升明显 产品涨价与业绩回升共舞,新浪
790,2020-11-11,A股早报2020年11月11日星期三,Wind
791,2020-11-10,玲珑轮胎(601966.SH)：完成了经营范围的工商变更登记 业务变化,格隆汇
792,2020-11-10,玲珑轮胎：公司目前在比亚迪纯电动原配比例已经超过60%,Wind
793,2020-11-10,玲珑轮胎：将积极接洽特斯拉及其他新能源汽车客户,格隆汇
794,2020-11-10,化工行业周报：抓住这波被动去库+价差提升的机会,新浪
795,2020-11-10,玲珑轮胎入选高端化工产业领军企业,天然橡胶网
796,2020-11-09,【方正化工】化工周报：投资化工股是否是时间的朋友？,靠谱化工股
797,2020-11-07,化工-2020Q3公募基金化工重仓股分析：化工持仓环比继续上升 白马龙头持股占比进一步提升,新浪
798,2020-11-07,中国轮胎企业加班加点忙扩产,轮胎商业网
799,2020-11-04,【国金化工】2020Q3业绩改善，基金化工配置占比回升 (2020-11-04),点石化金
800,2020-11-03,【方正化工】化工周报：万华聚乙烯投放市场，浙石化二期投入运行,靠谱化工股
801,2020-11-03,轮胎企业公众号排行榜,轮胎商业网
802,2020-11-03,轮胎企业公众号，谁家最牛？,轮胎商业网
803,2020-11-03,一条轮胎出厂价297.46元！6大胎企售价曝光！,轮胎商业网
804,2020-11-02,11月金股一览,华福小福牛
805,2020-10-30,利润率、ROE行业第一，A股唯一航空轮胎供应商森麒麟要做“轮胎中的茅台”？,搜狐
806,2020-10-28,基础化工行业投资周报：纺织服装行业景气度回升 关注氨纶板块投资机会,新浪
807,2020-10-28,玲珑轮胎：目前公司原材料占制造成本约70%左右,Wind
808,2020-10-28,玲珑轮胎：“新动能智能制造项目”部分建筑主体工程已完工,Wind
809,2020-10-28,新形式、更多元 上交所举办首场线上+线下公司业绩说明会,证券日报网
810,2020-10-28,玲珑轮胎：宏光EV车型是公司100%独家配套的车型,TechWeb
811,2020-10-28,玲珑轮胎：针对原料涨价已进行两次产品价格调整,Wind
812,2020-10-28,玲珑轮胎：塞尔维亚工厂预计明年6、7月可调试生产,Wind
813,2020-10-28,玲珑轮胎：泰国工厂利润率比国内高有四大原因,Wind
814,2020-10-28,【方正化工】化工周报：万华持续上调MDI挂牌价，麦草畏重获美国EPA批准,靠谱化工股
815,2020-10-28,上交所重启交易大厅现场模式 玲珑轮胎“尝鲜”线上+线下三季报业绩说明会,中证报
816,2020-10-28,上交所重启现场模式业绩说明会 玲珑轮胎“线下+线上”直面投资者,上证报
817,2020-10-27,线上线下同步讲季报 玲珑轮胎详解业绩增长动能,e公司
818,2020-10-27,玲珑轮胎上榜烟台百强榜单,轮胎世界网
819,2020-10-27,玲珑轮胎三季度销量增长18.59%,中国橡胶网
820,2020-10-27,【方正制造α研究团队】核心资产周观察（第三十三期）,方正证券
821,2020-10-26,化工周报：DMF、MDI大幅上涨 化工品需求整体向好 继续推荐白马及周期龙头,新浪
822,2020-10-26,化工行业报告：库存持续去化 聚氨酯、DMF、有机硅价格上涨,新浪
823,2020-10-26,汽车行业第44周周报：10月第3周零售同比+18％ 消费潜力释放,新浪
824,2020-10-26,社保基金三季度重仓股揭秘：8股社保基金持股比例超5%,证券时报网
825,2020-10-25,5天上涨近10%：年底将出现第二波涨价？低估值橡胶概念股出炉,新浪
826,2020-10-25,玲珑轮胎(601966)2020年三季报点评：Q3利润+43.5% 营收逐季提速,新浪
827,2020-10-24,橡胶10天涨幅超一年，轮胎企业接连提价转移“胶虑”,Wind
828,2020-10-23,玲珑轮胎(601966)：新零售逐步发力 大尺寸轮胎占比提升 量价齐升拉动业绩超预期,新浪
829,2020-10-23,玲珑轮胎(601966)2020三季报点评：Q3经营加速复苏 盈利能力提升,渤海证券
830,2020-10-23,【长城化工】高歌猛进，公司Q3单季度归母净利润突破7亿元——玲珑轮胎（601966）公司动态点评,长城化工新视界
831,2020-10-22,玲珑轮胎(601966)：业绩向上盈利改善 全球配套未来可期,新浪
832,2020-10-22,全面布局新零售 玲珑轮胎前三季度净利增长超三成,证券日报网
833,2020-10-22,三季度15.99亿！玲珑轮胎赚翻了！,轮胎商业网
834,2020-10-22,新零售驱动业绩提升 玲珑轮胎前三季净利增31.64%,证券时报
835,2020-10-22,玲珑轮胎 | 2020三季报点评：业绩向上盈利改善 全球配套未来可期【华西汽车 崔琰团队】,汽车琰究
836,2020-10-22,【财报智读】玲珑轮胎：2020年前三季度归母净利润15.99亿元，扣非净利润14.94亿元,面包财经
837,2020-10-22,【面包财报】玲珑轮胎：2020年前三季度归母净利润15.99亿元，扣非净利润14.94亿元,面包财经
838,2020-10-22,玲珑轮胎公布三季报 前三季净利增加31.64%,新浪
839,2020-10-22,《胡润百富榜》中国轮胎谁最富,轮胎商业网
840,2020-10-21,玲珑轮胎前三季净利同比增逾三成,上证报
841,2020-10-21,玲珑轮胎(601966.SH)：前三季净利升31.64%至15.99亿元,格隆汇
842,2020-10-20,化工行业周报：MDI大幅上涨 化纤景气复苏 持续推荐白马及周期龙头,新浪
843,2020-10-19,玲珑轮胎封住跌停板，轮胎与橡胶指数跌幅超3%,Wind
844,2020-10-18,【方正制造α研究团队】核心资产周观察（第三十二期）,方正证券
845,2020-10-18,方正策略：当前金融股具备崛起的条件,策略研究
846,2020-10-16,玲珑轮胎(601966.SH)：公开增发A股股票申请获证监会核准,格隆汇
847,2020-10-15,玲珑轮胎召开2020卡客车轮胎经销商年终会议 加快布局新零售,凤凰网
848,2020-10-15,前三季净利大幅预增 贵州轮胎放量封涨停,证券时报网
849,2020-10-15,卡客车胎销量增49%，玲珑与经销商共聚谋发展,中国橡胶网
850,2020-10-15,玲珑轮胎：2019年公司半钢胎国内销售市场占比约8%左右,Wind
851,2020-10-14,玲珑轮胎现1笔大宗交易 共成交259.16万元,新浪
852,2020-10-14,玲珑轮胎今日大宗交易成交8.57万股，成交价30.24元溢价0.0%,Wind
853,2020-10-14,哪些民族品牌轮胎正在领跑全球,轮胎商业网
854,2020-10-13,玲珑卡客车胎经销商年终会议召开,轮胎世界网
855,2020-10-13,玲珑轮胎：美国双反调查泰国对公司暂未有直接影响,Wind
856,2020-10-12,化工周报：MDI价格上涨 国内外需求恢复良好 持续关注周期成长股,新浪
857,2020-10-12,轮胎企业巧用市场资源,中化新网
858,2020-10-11,【方正制造α研究团队】核心资产周观察（第三十一期）,方正证券
859,2020-10-09,化工行业周观点：环氧丙烷市场短期坚挺 MDI市场偏强整理,新浪
860,2020-10-09,这家轮胎龙头逆势“双涨”,天然橡胶网
861,2020-09-30,【方正化工】化工周报：内外需回暖，化工龙头迎来投资良机,靠谱化工股
862,2020-09-30,玲珑轮胎大涨5.3% 报28.79元,中新经纬
863,2020-09-30,山东化工加速智能化转型 形成七大板块产业体系,齐鲁网
864,2020-09-30,晨会0930 | 海外第二波疫情反复,中信建投证券研究
865,2020-09-29,克服疫情运输困难，VMI全自动设备在玲珑创纪录,中国橡胶网
866,2020-09-29,玲珑轮胎与VMI集团创造新纪录,轮胎世界网
867,2020-09-29,基础化工行业投资周报：万华化学连续3个月上调MDI价格 聚氨酯行业需求持续向好,新浪
868,2020-09-29,玲珑轮胎大涨近7%！东南亚物候条件不稳定致原料供给收缩,金融界
869,2020-09-29,化工行业周报：Q3化工板块有望迎来业绩反转 持续关注周期成长股,新浪
870,2020-09-29,2020年度中国轮胎企业排名分析，变化几何？,橡胶技术网
871,2020-09-29,柴永森：轮胎行业转型升级，取得三大成绩,橡胶技术网
872,2020-09-29,玲珑轮胎：近期已上调部分产品价格,Wind
873,2020-09-29,玲珑轮胎：近期已对部分产品进行价格上调,格隆汇
874,2020-09-27,【方正制造α研究团队】核心资产周观察（第三十期）,方正证券
875,2020-09-26,18家轮胎企业宣布涨价 8只龙头股已被机构盯上,证券时报
876,2020-09-26,中国轮胎企业竞争力排名,轮胎商业网
877,2020-09-25,18家企业宣布涨价，部分厂家称要涨价到11月！机构已盯上龙头股,证券时报
878,2020-09-25,两家中国轮胎企业进军大马市场,轮胎商业网
879,2020-09-24,新型生物基橡胶材料制备技术,天然橡胶网
880,2020-09-22,中国轮胎企业加速产能扩张,中国经营网
881,2020-09-22,玲珑“生物基橡胶轮胎”亮相中国工博会,中国卡车网
882,2020-09-22,化工周报：聚醚、MDI价格上涨 化工品需求旺季 持续推荐周期成长龙头,新浪
883,2020-09-21,吉林玲珑1420万条轮胎智能生产项目 打造世界级轮胎智能制造工厂,吉林日报
884,2020-09-21,化工行业周报：紧抓轮胎行业投资机会；MDI、氨纶基本面持续回暖,新浪
885,2020-09-20,【方正制造α研究团队】核心资产周观察（第二十九期）,方正证券
886,2020-09-20,玲珑轮胎吉林项目建设进度迅速,轮胎世界网
887,2020-09-18,玲珑轮胎要当第一！,轮胎商业网
888,2020-09-18,中国十大上市胎企，哪个最值钱？,轮胎商业网
889,2020-09-18,玲珑轮胎终于成了“千年老二”,轮胎商业网
890,2020-09-17,汽车行业9月投资策略：探寻行业企稳复苏 Α与Β共振,新浪
891,2020-09-16,31股获券商买入评级，华菱钢铁目标涨幅达56.86%,Wind
892,2020-09-16,基础化工行业2020年中报业绩综述：疫情冲击下展现强韧性 看好行业景气回暖,新浪
893,2020-09-16,中国轮胎四大天王,轮胎商业网
894,2020-09-15,国产轮胎黑马逆势增长的秘诀 | 云上案例,亿邦动力
895,2020-09-15,中国轮胎大肆花钱，外资拼命省钱,轮胎商业网
896,2020-09-14,晚间要闻2020年9月14星期一,Wind
897,2020-09-14,【方正化工】化工周报：万华化学BC装置复产，恒逸石化拟建文莱炼化二期,靠谱化工股
898,2020-09-14,玲珑轮胎公开增发A股股票申请获审核通过,中国证券网
899,2020-09-14,证监会发审委：玲珑轮胎增发事项获通过,Wind
900,2020-09-14,玲珑轮胎(601966.SH)：公开增发A股股票申请获证监会审核通过,格隆汇
901,2020-09-13,玲珑获“中国品牌年度创新企业”称号,轮胎世界网
902,2020-09-12,数字优先成必选项 腾讯携手生态探索产业变革“无人区”,21世纪经济报道
903,2020-09-12,中国民营企业500强，这4家轮胎公司上榜,轮胎商业网
904,2020-09-11,研发投入占比不到国际巨头一半？中国轮胎企业谋划“弯道超车”,每日经济新闻
905,2020-09-11,中国国产轮胎巨头，一年营收171亿，售出5899万条轮胎,橡胶技术网
906,2020-09-11,轮胎市场投资超340亿,轮胎商业网
907,2020-09-10,证监会：玲珑轮胎增发事项9月14日上会,e公司
908,2020-09-10,腾讯云首次披露智能制造三大战略布局及生态计划,亿邦动力
909,2020-09-10,腾讯云智能制造发布生态伙伴计划，联合100家合作伙伴、打造1000个行业解决方案,中国电子银行网
910,2020-09-10,2020腾讯全球数字生态大会：产业互联网战略升级 数字优先引领未来经济发展,金融界
911,2020-09-07,2020年中国轮胎行业市场分析：玲珑轮胎业绩逆势增长 整体市场集中度快速提升,前瞻研究院
912,2020-09-07,疫情冲击和车市下滑双重影响 全球轮胎产业遭遇重创,中证报
913,2020-09-07,轮胎龙头企业迎“弯道超车”良机,Wind
914,2020-09-05,玲珑轮胎董事长到陕汽集团访问,轮胎世界网
915,2020-09-04,玲珑轮胎(601966.SH)：“玲珑转债”累计转股数1.1亿股 公司总股本增至13.1亿股,格隆汇
916,2020-09-03,橡胶大涨，车市回暖： 轮胎股行情能走多远？,新浪
917,2020-09-03,巨头率先提价 这个行业触底回升！概念股名单来了,证券时报
918,2020-09-03,国际巨头率先提价，龙头公司提前引爆！挖掘到一个触底回升的行业，概念股名单来了,证券时报网
919,2020-09-02,玲珑轮胎再获资本市场肯定,中国橡胶网
920,2020-09-01,10大上市轮胎企业排行榜,轮胎商业网
921,2020-08-31,汽车行业第36周周报：8月第三周零售批发同比增长,新浪
922,2020-08-28,玲珑轮胎获上交所信息披露A级评价,中证网
923,2020-08-28,【行业一线】轮胎集体涨价，业绩爆发期来临？,财华社
924,2020-08-28,【方正化工】化工周报：万华 MDI 挂牌价持续上调，万华玲珑等公司上价值榜,靠谱化工股
925,2020-08-26,上游减产、下游产业持续向好的小品种，开启涨价模式，相关上市公司业绩高增长,证券时报
926,2020-08-26,"8月11日，山东玲珑轮胎股份有限公司发布半年报，累计生产轮胎2850.54万条，同比(下同)下降1.91%；累计销售2709.50万条，下降1.75%。
盈利能力下降",橡胶技术网
927,2020-08-26,轮胎企业陆续发出涨价函,股城网
