,2021-12-31,猪企的2021年：股价深蹲后触底反弹，下行周期下面临资金考验,华夏时报
2242,2020-03-25,温氏股份：筹划公开发行可转换公司债,中证网
2243,2020-03-25,温氏股份：正在筹划公开发行可转换公司债券事项,e公司
2244,2020-03-25,温氏股份：筹划公开发行可转债,Wind
2245,2020-03-24,温氏股份现1笔大宗交易 共成交580.62万元,新浪
2246,2020-03-23,招商农业周报第一百零一期（3.23-3.29）—猪价淡季回调不改龙头中长期持续向好趋势,金猪十年招商农业
2247,2020-03-19,温氏股份：“17温氏01”回售总金额约为4.93亿元,Wind
2248,2020-03-18,高增长低估值 估值低到个位数 6大股强势火,证券时报
2249,2020-03-18,"温氏股份现1笔大宗交易 共成交2,960.28万元",新浪
2250,2020-03-18,温氏股份(300498.SZ)获准注册50亿元短期融资券,格隆汇
2251,2020-03-18,69头怀孕母猪被掉包？背后暗藏温氏与牧原“争霸”,大河报
2252,2020-03-18,抓住偷猪贼！“炒猪族”掉包温氏股份69头怀孕母猪被警方抓获,和讯
2253,2020-03-18,快讯：养殖板块早盘逐步走强 新希望张超8%,新浪
2254,2020-03-18,犀牛财经晚报：腾讯19年净利增长19% 人保寿险被罚款338万,GPLP犀牛财经
2255,2020-03-18,低位龙头名单：高增长低估值，折价达三成，估值低到个位数,证券时报网
2256,2020-03-18,低位龙头股名单：高增长低估值，折价达三成，估值低到个位数,证券时报网
2257,2020-03-17,【国君农业】非瘟仍是周期判断主线，猪价高位将持续,农业凯歌
2258,2020-03-17,69头怀孕母猪被调包损失近50万元，温氏股份：已追回,澎湃新闻
2259,2020-03-17,温氏股份怀孕母猪被偷？那些A股动物都经历了什么,新京报
2260,2020-03-17,招商农业周报第一百期（3.16-3.22）—聚焦龙头长期竞争力，把握战略性建仓机会,金猪十年招商农业
2261,2020-03-17,招商农业周报第九十九期（3.9-3.15）—龙头业绩确定性高， 聚焦金猪避险港湾,金猪十年招商农业
2262,2020-03-17,中金公司：计划3月31日召开“17温氏01”2020第一次债券持有人会议,Wind
2263,2020-03-17,成为“特斯拉概念”最大赢家的，为什么是宁德时代？,36氪
2264,2020-03-16,温氏股份：成立水禽事业部,Wind
2265,2020-03-16,业绩连续高增长股票新名单出炉，这些股票疫情期业绩向好,证券时报网
2266,2020-03-15,海外疫情爆发，内产内销类有望最先恢复，重点推荐农业板块！【天风农业】,吴立话农业牛股
2267,2020-03-13,养猪上风口，“西南种猪王”天兆猪业赴港IPO：涨价拉动业绩能否长久？,华夏时报
2268,2020-03-12,"温氏股份现1笔大宗交易 共成交2,268.61万元",新浪
2269,2020-03-12,猪周期下的行业生态,搜狐
2270,2020-03-10,温氏股份：按计划推进生猪养殖的扩张｜公司问答,第一财经
2271,2020-03-10,牧原股份凶猛 养猪大赛升级,时代周报
2272,2020-03-09,牧原股份市值冲上3000亿元什么支撑它的长跑？,金融界
2273,2020-03-09,融资客青睐10股，仁东控股买入占比高达33.45%,Wind
2274,2020-03-09,A股融资融券日报：两融余额减少50.71亿元（3月6日）,Wind
2275,2020-03-08,通胀预期持续增强，建议超配农业板块！,吴立话农业牛股
2276,2020-03-07,两市融资余额创逾四年新高，三大行业获杠杆资金抢筹,Wind
2277,2020-03-06,深港通十大成交活跃股排名（3月6日）,Wind
2278,2020-03-06,温氏股份：2月肉猪销售收入24.4亿 同比上涨27.02%,金融界
2279,2020-03-06,温氏股份：2月份毛猪销售均价同比增长227.3%,e公司
2280,2020-03-06,温氏股份(300498.SZ)：2月肉鸡销售收入同比增4.91%肉猪销售收入同比增27.02%,格隆汇
2281,2020-03-06,温氏股份：2月毛猪销售均价38元/公斤，同比增长227.3%,Wind
2282,2020-03-06,"温氏股份现1笔大宗交易 共成交1,699.74万元",新浪
2283,2020-03-06,11150余亿元！这路活跃资金规模创四年来新高，钱流到哪里去了,上证报
2284,2020-03-06,国内财经媒体头版2020年3月6日星期五,Wind
2285,2020-03-05,【行情】猪肉板块掀涨停潮，正虹科技、天邦股份、金新农、温氏股份、天康生物等十余股集体涨停。,金十数据
2286,2020-03-05,国内财经媒体头版2020年3月5日星期四,Wind
2287,2020-03-05,疫情下的全球股市，为何A股风景独好,Wind
2288,2020-03-04,温氏股份：拟向疫区追加捐赠不超2500万元防疫物资等,e公司
2289,2020-03-04,温氏股份(300498.SZ)拟追加捐赠不超2500万元用于疫情防控,格隆汇
2290,2020-03-04,温氏股份(300498.SZ)拟向北英慈善基金会捐赠6000万元及向六祖慈善会捐赠1000万元,格隆汇
2291,2020-03-04,国内财经媒体头版2020年3月4日星期三,Wind
2292,2020-03-03,"温氏股份现1笔大宗交易 共成交1,999.08万元",新浪
2293,2020-03-03,虚惊一场，创业板指大涨4%，屡屡大涨底气何在？龙头时代来了！,证券时报网
2294,2020-03-03,业绩狂增1000% 猪企集体狂欢后展开“扩能竞赛”,斑马消费
2295,2020-03-03,国内财经媒体头版2020年3月3日星期二,Wind
2296,2020-03-02,温氏股份现2笔大宗交易 共成交414.01万元,新浪
2297,2020-03-02,温氏股份:创上市以来最好业绩 2019年净利润突破139亿元,我的农产品网
2298,2020-03-02,西南种猪王天兆猪业冲港股：涨价一时爽 无法一直涨,斑马消费
2299,2020-03-02,国内财经媒体头版2020年3月2日星期一,Wind
2300,2020-03-01,创业板公司2019年度净利润整体增速55%,Wind
2301,2020-03-01,2019年净利润整体增速达55%，创业板公司业绩明显向好,Wind
2302,2020-02-29,国内财经媒体头版2020年2月29日星期六,Wind
2303,2020-02-28,国内财经媒体头版2020年2月28日星期五,Wind
2304,2020-02-28,牧原股份净利狂飙十倍 卖方“研报竞价” 招商最高喊出400亿目标,21世纪经济报道
2305,2020-02-28,温氏股份创上市以来最好业绩 2019年净利突破139亿元,证券日报
2306,2020-02-28,牧原股份净利狂飙十倍 券商最高喊出400亿元目标,21世纪经济报道
2307,2020-02-27,养猪改变命运！1530亿身家的河南新首富，风口上的2600亿养猪巨头,全景网
2308,2020-02-27,猪企去年业绩集体报喜 牧原股份净利润同比增10倍,每日经济新闻
2309,2020-02-27,净利61亿同比增逾10倍！猪企龙头赚嗨了，股价大涨6%再创新高,上游新闻
2310,2020-02-26,温氏股份：“17温氏01”回售总金额为4.93亿元,Wind
2311,2020-02-26,市值突破2600亿，牧原的上位之路，起底成本护城河,云掌财经
2312,2020-02-26,温氏股份受益超级周期去年净利增百亿 上市5年派发现金红利146亿,长江商报
2313,2020-02-26,70股获券商买入评级 正邦科技目标涨幅达56.54%,Wind
2314,2020-02-26,温氏股份2019年净利润139.06亿元，养殖大户“笑傲春风”,财华社
2315,2020-02-25,全面爆发，无人驾驶产业链风口来了,和讯
2316,2020-02-25,"温氏股份现1笔大宗交易 共成交1,258.46万元",新浪
2317,2020-02-25,温氏股份今日大宗交易成交35.59万股，成交价35.36元折价0.67%,Wind
2318,2020-02-25,温氏股份（300498.SZ）：2019年净利大增251%，但疯狂猪周期仍没演绎完？,格隆汇
2319,2020-02-25,【东吴农业】温氏股份：猪鸡利润释放，全年业绩高增长,纺服新消费马莉团队
2320,2020-02-25,成交连续破万亿北向资金净流出，短期波动需警惕,南都报
2321,2020-02-25,上市公司正负面新闻2020年2月25日星期二,Wind
2322,2020-02-24,[公司]温氏股份2019年净利增长251% 营收突破700亿元,全景网
2323,2020-02-24,最后一个季度大赚78亿！温氏股份2019年全年净利预增251%,21世纪经济报道
2324,2020-02-24,晚间重要公告2020年2月24日星期一,Wind
2325,2020-02-24,温氏股份业绩快报：2019年度净利润同比增长251%,上证报
2326,2020-02-24,温氏股份2019年净利超139亿元，增长2.5倍,新京报
2327,2020-02-24,温氏股份：预计2019年净利润139.06亿元 同比增长251.38%,中证网
2328,2020-02-24,养禽业务价涨量增，温氏股份去年净利同比大涨251%,第一财经
2329,2020-02-24,[公司]温氏股份发布业绩快报 2019年净利润同比上升251%,全景网
2330,2020-02-24,温氏股份：2019年净利润同比增251.38%（业绩快报）,Wind
2331,2020-02-24,温氏股份(300498.SZ)业绩快报：2019年净利升251.38%至139.06亿元,格隆汇
2332,2020-02-24,温氏股份业绩快报：2019年净利润139亿元，同比增2.5倍,Wind
2333,2020-02-24,国泰君安证券：种业与生猪共舞 催化农业板块机会,金融界
2334,2020-02-23,养猪巨头开启抢仔猪大战，一头猪盈利超2300元,第一财经
2335,2020-02-22,生猪出栏增加，养殖企业扩产,Wind
2336,2020-02-21,国泰君安中小盘 · 策略专题【2019年创业板预喜率62%，净利增速大幅向好】,易研九鼎
2337,2020-02-20,温氏股份向驻湖北广东医疗队捐赠5吨消毒剂 物资已发出,e公司
2338,2020-02-19,砸出黄金坑后 低估值绩优猪肉股名单 6股热,证券时报
2339,2020-02-19,砸出黄金坑后，千亿白马反弹超45%，低估值绩优猪肉股名单请收藏,证券时报网
2340,2020-02-19,"温氏股份现2笔大宗交易 共成交2,581.22万元",新浪
2341,2020-02-19,温氏股份：将“17温氏01”存续期后2年的票面利率由4.6%下调至3.1%,Wind
2342,2020-02-19,上市公司成长性凸显 哪些“肥肉”基民可布局？,中投网
2343,2020-02-19,创业板打鸡血复活，选错指数收益竞差辣么多！,腾讯网
2344,2020-02-19,温氏股份：预计此次蝗灾和蛾灾对公司正常经营影响不大,Wind
2345,2020-02-19,温氏股份：预计此次蝗灾和蛾灾对公司正常经营影响不大,第一财经
2346,2020-02-19,温氏股份：疫情因素对忠信分公司造成一定损失，但对公司整体影响不大,第一财经
2347,2020-02-19,猪肉概念股震荡上扬，短期猪价有望继续上涨,证券时报网
2348,2020-02-17,【国君农业】种业与生猪共舞，催化农业板块机会,农业凯歌
2349,2020-02-17,温氏股份现2笔大宗交易 共成交701.11万元,新浪
2350,2020-02-14,三因素助农林牧渔板块节后大涨 融资客买入13只个股,证券日报
2351,2020-02-14,温氏股份现1笔大宗交易 共成交554.88万元,新浪
2352,2020-02-14,【国君农业】周报：继续推荐生猪板块 优势龙头继续受益,农业凯歌
2353,2020-02-14,业绩修复再遇疫情冲击，政策能否助力中小创回暖？ | 开源证券中小盘,开源证券研究所
2354,2020-02-13,温氏股份：生猪盈利持续高位，养殖龙头持续前进,证券时报网
2355,2020-02-12,温氏股份现1笔大宗交易 共成交623.00万元,新浪
2356,2020-02-12,机构：猪肉价格高位运行时间将延长 板块或再获市场青睐,中国财富网
2357,2020-02-12,温氏股份1月销售肉猪环比下降31.61% 盈利能力下降,我的农产品网
2358,2020-02-11,湖北养殖业“围城”,时代周报
2359,2020-02-10,养猪公司股价大涨，河南首富秦英林身家增至1260亿，刚捐1亿,腾讯网
2360,2020-02-10,温氏股份现1笔大宗交易 共成交754.23万元,新浪
2361,2020-02-10,温氏股份大涨5.25%，畜禽养殖行业涨6.12%,中新经纬
2362,2020-02-09,疫情阴云下的大消费：行业冲击有限，价值不变抓买点（附股）,和讯
2363,2020-02-08,养殖板块的“战疫”： 微观视角显露“超级周期”走势 3月上旬进入库存关键期,21世纪经济报道
2364,2020-02-08,上市公司众志成城 合力战“疫”,证券时报
2365,2020-02-07,A股，熊猛回头，震荡在即！两市成交9294亿，沪指涨0.33%收2875,搜狐
2366,2020-02-07,一文读懂年报预告，创业板缘何成做多旗帜,腾讯网
2367,2020-02-06,温氏股份：养猪业务波及不大，禽类销售有被动影响,新浪
2368,2020-02-06,温氏股份1月受疫情影响肉鸡销量环比降19.55% 盈利能力下降,资本邦
2369,2020-02-06,温氏股份：1月肉鸡销售收入15亿元，环比下降35.33% 盈利能力下降,澎湃新闻
2370,2020-02-06,温氏股份：公司生猪出栏计划基本不受新型冠状病毒疫情影响,e公司
2371,2020-02-06,国内生猪供给偏紧，温氏股份1月肉猪销售均价同比上升,新京报
2372,2020-02-06,温氏股份1月份毛猪销售均价同比增长218%,上证报
2373,2020-02-06,温氏股份现1笔大宗交易 共成交551.82万元,新浪
2374,2020-02-06,温氏股份：1月毛猪销售均价36.62元/公斤 同比增长218.43%,金融界
2375,2020-02-06,温氏股份(300498.SZ)：1月肉鸡销售收入同比降14.71% 肉猪销售收入同比增16.22% 盈利能力下降,格隆汇
2376,2020-02-06,温氏股份：1月销售猪肉收入37.18亿元，同比增长16.22%,Wind
2377,2020-02-05,千亿养猪帝国温氏股份高管减持28次 辞职总裁将遵守股份锁定承诺 减持股份,GPLP犀牛财经
2378,2020-02-05,温氏股份现1笔大宗交易 共成交499.85万元,新浪
2379,2020-02-05,温氏股份(300498.SZ)：何维光减持期过半 未减持公司股份,格隆汇
2380,2020-02-05,温氏股份总裁换帅，梁志雄成为新总裁 董监高成员变化,新京报
2381,2020-02-04,温氏股份任命梁志雄为新总裁,北京商报
2382,2020-02-04,温氏股份现1笔大宗交易 共成交918.51万元,新浪
2383,2020-02-04,温氏股份：关于公司总裁辞职及选举副董事长、聘任总裁和副总裁的公告 董监高成员变化,新浪
2384,2020-02-04,温氏股份(300498.SZ)：严居然辞任总裁获选举为副董事长 聘梁志雄为总裁 董监高成员变化,格隆汇
2385,2020-02-04,温氏股份：严居然辞去公司总裁职务，梁志雄接替 董监高成员变化,Wind
2386,2020-02-03,光大策略 黄亚铷｜商誉减值影响下降，成长行业盈利改善助力创业板业绩反弹——A股2019年度预告总结,超悦策略
2387,2020-02-03,温氏股份捐赠1750万元用于疫情防控,证券日报
2388,2020-02-03,温氏股份：捐款1750万元支持疫情防控,金融界
2389,2020-02-03,[公司]温氏股份拟向新冠肺炎疫区捐赠1750万元|资本市场 同心抗疫,全景网
2390,2020-02-03,午间公告2020年2月3日星期一,Wind
2391,2020-02-03,午间公告：温氏股份等捐款支持疫情防治 多家公司取消或延期股东大会,e公司
2392,2020-02-01,温氏股份：目标武汉，第一车捐赠物资出发,e公司
2393,2020-01-30,北京启动修缮小汤山医院！多部门发文确保农产品供应、通信畅通，上市公司驰援在行动,中证报
2394,2020-01-30,温氏股份：向湖北捐赠首批价值1500万元肉类食品,e公司
2395,2020-01-24,5家龙头猪企业绩预喜：均实现翻倍式增长，增幅最高逾10倍,澎湃新闻
2396,2020-01-24,河南首富诞生记：养猪千万头，一头净赚580,天下网商
2397,2020-01-23,生猪价格进入平稳期，官方抽检非洲猪瘟总阳性率4.94%,21世纪经济报道
2398,2020-01-23,防控疫情多地禁售活禽 养鸡概念股“遇袭”,证券时报
2399,2020-01-22,多地禁售活家禽 说好的养鸡股行情“鸡飞蛋打” 后市怎么走？,金融界
2400,2020-01-20,养猪企业年度业绩纷纷预喜 正邦科技净利同比增长逾7倍,经济观察网
2401,2020-01-20,温氏股份现1笔大宗交易 共成交681.80万元,新浪
2402,2020-01-20,温氏技术中心通过国家企业技术中心2019年评价,e公司
2403,2020-01-20,高权重猪肉“真摔”“假摔”,新金融观察
2404,2020-01-20,汇丰：将温氏股份评级上调至买进，目标价45元,Wind
2405,2020-01-19,温氏股份：拟收购并增资河南省新大牧业股份有限公司,新浪
2406,2020-01-17,畜禽养殖业绩大幅抬升 2020年继续向好,中证报
2407,2020-01-16,年报透析三：13只股获5家以上机构买入评级,红周刊
2408,2020-01-15,暴增10倍！养猪一年狂赚60亿，河南首富彻底火了！A股“养猪能手”大比拼，谁是老大哥？,中国基金报
2409,2020-01-15,牧原股份(002714)：利润放量暴增10倍，当下仍蕴含投资机会吗？,格隆汇
2410,2020-01-15,卖猪1000万头，业绩大增10倍！A股2000亿“猪老大”暴赚64亿，都在疯狂扩张！,e公司
2411,2020-01-15,农历猪年上市猪企真的飞上天了，龙头猪企加码生猪养殖项目,澎湃新闻
2412,2020-01-14,697家公司预告年报业绩 4家跨入净利百亿元俱乐部,证券日报
2413,2020-01-13,猪年遇上“超级猪周期” 养殖上市公司预告业绩翻倍,上证报
2414,2020-01-13,"温氏股份现1笔大宗交易 共成交1,112.87万元",新浪
2415,2020-01-13,左手转基因右手养生猪 大北农蹲守双风口,时代周报
2416,2020-01-13,283家公司全年业绩预增,e公司
2417,2020-01-10,【国君农业】周报：国内国际共振 糖价榨季不淡,农业凯歌
2418,2020-01-10,千亿白马罕见暴增 业绩碾压一大批科技题材 北上资金连续爆买,中新经纬
2419,2020-01-10,打出“猪鸡组合拳” 温氏股份2019净利预计破百亿,时代周报
2420,2020-01-10,千亿白马罕见暴增！北上资金连续爆买，融资客大手笔加仓这些股,证券时报网
2421,2020-01-10,农业股集体沦陷，大北农、温氏股份等跌幅靠前,Wind
2422,2020-01-10,千亿白马罕见暴增！北上资金爆买，融资客大笔加仓这些股,证券时报网
2423,2020-01-10,上市猪企2019全年“利润”锁定：四季度超前三季度总和,Wind
2424,2020-01-10,“饲”机而动，行业没有天花板？,Wind
2425,2020-01-10,温氏股份2019年净利预增2.6倍 2021年计划出栏生猪3000万头,证券日报
2426,2020-01-10,上市猪企2019全年“利润”锁定：四季度超前三季度总和 5000亿俱乐部临估值困惑,21世纪经济报道
2427,2020-01-09,预增板块指数屡创新高 机构蜂拥而至,金融界
2428,2020-01-09,猪继续飞！生猪产业链迎来“三重奏”,Wind
2429,2020-01-09,金猪十年·农业部12月生猪生产数据点评——疫情依旧存在不确定性，大型企业仍是复产主力,金猪十年招商农业
2430,2020-01-09,73股获券商买入评级，中广天择目标涨幅达52.58%,Wind
2431,2020-01-09,19家公司高管出手增持动用资金4793.67万元,证券时报网
2432,2020-01-09,71家公司获机构调研（附名单）,证券时报网
2433,2020-01-09,正邦科技营收破百亿 畜牧业头部企业总市值达5230亿,腾讯网
2434,2020-01-08,[公司]温氏股份：在非洲猪瘟防疫中摸索出了一些有效的方法,全景网
2435,2020-01-08,[公司]温氏股份：12月份主动加快了生猪销售节奏,全景网
2436,2020-01-08,温氏股份：2020年度分红承诺不低于50亿元,Wind
2437,2020-01-08,猪飞起来了！2000亿的养猪大户赚翻，百亿净利创上市后最好表现,证券时报网
2438,2020-01-08,压栏肥猪集体出栏！12月份生猪出栏环比大增14.1%,21世纪经济报道
2439,2020-01-08,A股年味渐浓 投资者抢收春节红包,证券时报
2440,2020-01-08,净利猛增2.6倍！股价七连涨，2000亿养猪大户赚翻！A股”猪老大“要换人？,中国基金报
2441,2020-01-07,年关将至，养殖板块迎来走强态势,新京报
2442,2020-01-07,温氏股份第四代猪场落地广东，将投3.8亿元建多层建筑养猪,澎湃新闻
2443,2020-01-07,A股共发生99宗大宗交易成交17.39亿元（1月7日）,Wind
2444,2020-01-07,温氏股份(300498.SZ)回购注销61.528万股限制性股票,格隆汇
2445,2020-01-07,北上资金活跃股名单(1月7日),证券时报网
2446,2020-01-07,温氏股份现1笔大宗交易 共成交915.90万元,新浪
2447,2020-01-07,45股今日获机构买入评级16股上涨空间超20%,证券时报网
2448,2020-01-07,温氏股份：水台楼房式猪场暨肉猪供港基地项目奠基,e公司
2449,2020-01-07,多家公司年报业绩预增 中国会计服务行业市场前瞻,上证报
2450,2020-01-07,猪肉股全面“飘红”！温氏股份(300498.SZ) 净利预大增超2倍，收涨近7%,格隆汇
2451,2020-01-07,[公司]温氏股份楼房养猪项目奠基,全景网
2452,2020-01-07,【麒麟研报】农林牧渔领涨 券商：猪价有望长期景气,新浪
2453,2020-01-07,2万吨中央储备冻猪肉将投放 2020年1月7日北京市今日猪肉价格最新行情,中研网
2454,2020-01-07,温氏股份大涨6.89%，畜禽养殖行业涨5.97%,中新经纬
2455,2020-01-07,【行情】养猪板块开盘异动拉升，新五丰涨5%，温氏股份涨4%，牧原股份涨2%，新希望、唐人神等跟涨。,金十数据
2456,2020-01-07,温氏股份开盘涨近3%，公司2019年度净利润预增249%-261%,Wind
2457,2020-01-07,7日公司新闻简讯：温氏股份净利预增2.6倍 奥飞数据获阿里5亿订单,证券时报网
2458,2020-01-07,招行市值破万亿，宁德时代贡献有多大？,南都报
2459,2020-01-07,多家公司年报大幅预增，养殖业“膘肥体壮”最喜气,Wind
2460,2020-01-07,猪肉股拉升 新五丰、温氏股份上涨近4%,证券时报
2461,2020-01-07,温氏股份去年净利预增2.6倍 生猪价格仍处上行期,证券时报
2462,2020-01-06,晚间公告热点追踪：温氏股份2019年净利预计超百亿元,新浪
2463,2020-01-06,生猪养殖“赚翻了”，这家龙头公司2019年净利再破百亿,证券时报网
2464,2020-01-06,公告精选：温氏股份2019年净利预增逾两倍；上海电气拟分拆子公司至科创板上市,e公司
2465,2020-01-06,温氏股份预计2019年盈利140亿元，同比增长超2倍,新京报
2466,2020-01-06,养猪龙头温氏股份：2019年净利超138亿元，预增逾两倍,澎湃新闻
2467,2020-01-06,养鸡养猪双“丰收”，温氏股份预计2019年净利破百亿,新京报
2468,2020-01-06,温氏股份2019年度净利润预增250%-261%,上证报
2469,2020-01-06,温氏股份：2019年净利润同比预增249.97%-261.35%,中证网
2470,2020-01-06,温氏股份预计2019年净利138.5亿元-143亿元 同比增长249.97%-261.35%,北京商报网
2471,2020-01-06,温氏股份(300498.SZ)：12月肉鸡销售收入同比增28.85%肉猪销售收入同比增63.28%,格隆汇
2472,2020-01-06,温氏股份：2019年度净利润预增249%-261%,e公司
2473,2020-01-06,温氏股份：2019年预计盈利138.5亿-143亿元，同比增长约2.5倍,Wind
2474,2020-01-06,温氏股份 （300498.SZ）——边际改善趋势明显，利润持续释放可期,金猪十年招商农业
2475,2020-01-06,温氏投资罗月庭：秉持齐创共享文化理念建立投资与产业协同生态圈,中证网
2476,2020-01-03,2019猪企跑马圈地，单头猪利润今年还能再涨50%,第一财经
2477,2020-01-02,温氏股份现1笔大宗交易 共成交540.39万元,新浪
2478,2020-01-02,养猪再上风口 上市公司蜂拥还能分多少红利,华夏时报
2479,2020-01-01,2019年北上资金净买入十大个股年内涨幅均超30%,证券日报
2480,2020-01-01,温氏股份董事长温志芬：2020年要将更多农民纳入温氏产业链条,Wind
2481,2019-12-31,生猪养殖企业再掀扩产潮 猪价短期波动不改稳健大势,e公司
2482,2019-12-30,"温氏股份现2笔大宗交易 共成交5,204.58万元",新浪
2483,2019-12-30,近10日19家公司获高管增持,证券时报网
2484,2019-12-27,温氏股份现1笔大宗交易 共成交200.04万元,新浪
2485,2019-12-27,温氏股份计划未来三年投资33亿元 带动中小养殖户发展养猪项目,中证报
2486,2019-12-27,温氏股份(300498.SZ)：完成现金收购京海禽业80%股权,格隆汇
2487,2019-12-27,温氏股份：拟在韶关投资33亿 实施龙头企业带动中小养殖户发展养猪项目,证券时报网
2488,2019-12-26,A股，李大霄3000点永别论，又真了！沪指大涨0.85%收3007,搜狐
2489,2019-12-26,温氏股份现1笔大宗交易 共成交205.73万元,新浪
2490,2019-12-26,宁德时代登顶创业板 巨无霸能否吞下万亿蛋糕？,北极星电力
2491,2019-12-25,"飙升300%！2300亿""巨无霸""登顶创业板: 日本发明锂电池，中国做到世界第一",全景网
2492,2019-12-25,温氏股份现1笔大宗交易 共成交229.96万元,新浪
2493,2019-12-24,创业板“一哥”宝座易主！幕后一大推手是特斯拉，北向资金大幅加仓 控制人变化,中证报
2494,2019-12-24,沸腾了！2197亿！宁德时代成“创业板一哥”！,金融界
2495,2019-12-24,创业板一哥易主！为何是宁德时代？股价盘中突破100元,证券时报网
2496,2019-12-24,温氏股份现1笔大宗交易 共成交278.16万元,新浪
2497,2019-12-23,温氏股份现1笔大宗交易 共成交327.33万元,新浪
2498,2019-12-23,有大企业帮带中小养猪户不愁,新浪
2499,2019-12-23,38股获券商买入评级 三利谱目标涨幅达57.19%,Wind
2500,2019-12-22,温氏股份年内迎30次机构调研 股权激励有利公司长远发展,证券日报
2501,2019-12-21,上市之路一波三折养鸡大户湘佳牧业A股闯关,经济观察报
2502,2019-12-19,生产“冷酸灵”牙膏的重庆登康混改揭秘 金主为千亿市值养猪第一股,重庆商报
2503,2019-12-18,温氏股份：向2822人授予不超12097万股的限制性股票,新浪
2504,2019-12-18,温氏股份推第二期股权激励计划：拟授出不超12097万股限制性股票,Wind
2505,2019-12-18,温氏股份现1笔大宗交易 共成交248.67万元,新浪
2506,2019-12-18,温氏股份：预计明年肉鸡出栏量同比增长15%-20%,e公司
2507,2019-12-18,温氏股份：明年肉鸡出栏计划在今年的基础上有15%-20%增长,Wind
2508,2019-12-18,生猪存栏一年来首次回升 生猪养殖如何“抓大不放小”？,21世纪经济报道
2509,2019-12-17,【国君农业】周报：大猪抛售接近结束 享规模养殖黄金周期,农业凯歌
2510,2019-12-16,湘佳牧业毛利率18%低于同行 流动负债占比超七成食安问题屡曝光 盈利能力下降,长江商报
2511,2019-12-16,2019年上市猪企齐“翻身” 有的负债率超70%仍押百亿扩张养猪 偿债能力下降,新京报
2512,2019-12-15,当前生猪养殖产业疫情以及产能恢复情况如何？【天风农业】,吴立话农业牛股
2513,2019-12-13,上市公司融资万亿，竟然都拿去理财了,21世纪经济报道
2514,2019-12-13,农产品行业生猪养殖 | 如何看11月能繁母猪存栏和企业出栏数据 ？,格隆汇
2515,2019-12-13,投资热情不减 这些公司上市公司砸入近280亿元养猪,上证报
2516,2019-12-13,全国生猪产能地图：31省份产量分6档次，四川产能第一为何遭遇高价？,21世纪经济报道
2517,2019-12-12,116只低估值股获机构重仓且全年业绩有望高增长,Wind
2518,2019-12-11,央企扶贫基金助力 生猪养殖龙头企业近期纷纷宣布大扩产 总投资规模超百亿,金融界
2519,2019-12-11,湘佳牧业低价策略冲A股 业绩深受行业周期制约,斑马消费
2520,2019-12-10,猪肉价格涨幅明显回落，猪肉概念股已现跌势,新京报
2521,2019-12-10,A股猪肉板块节节败退，抛压不止背后原因何在？,第一财经
2522,2019-12-10,【异动股】鸡肉概念板块下挫，温氏股份(300498-CN)跌4.14%,财华社
2523,2019-12-10,猪肉股全线走低，牧原股份跌近6%,Wind
2524,2019-12-10,【行情】猪肉板块走弱，牧原股份跌4%，天邦股份、唐人神、温氏股份、傲农生物、新希望等集体跌逾3%。,金十数据
2525,2019-12-09,金猪十年·农业部11月能繁母猪存栏回升点评 —— 分歧加大，工业化养殖迎来新一轮布局良机,金猪十年招商农业
2526,2019-12-08,如何看待正邦集团在这个时点大幅增持？【天风农业】,吴立话农业牛股
2527,2019-12-06,"""史上最强""生猪政策!母猪成销量关键 养猪竞赛升级",时代周报
2528,2019-12-06,温氏股份现1笔大宗交易 共成交221.34万元,新浪
2529,2019-12-06,11月猪肉降价 牧原股份及小伙伴们加速扩产,每日经济新闻
2530,2019-12-06,温氏股份：将继续延伸和完善产业链，大力发展屠宰加工业务,第一财经
2531,2019-12-05,时隔14个月，猪肉行业“一哥”温氏股份跌破年线大关,重庆商报
2532,2019-12-05,温氏股份现1笔大宗交易 共成交248.30万元,新浪
2533,2019-12-05,中信证券：温氏股份盈利弹性有望释放维持“买入”评级,格隆汇
2534,2019-12-05,中信证券：维持温氏股份“买入”评级，目标价56元,第一财经
2535,2019-12-05,温氏股份（300498）：头猪收入逆势提升，猪鸡盈利双双高企,中信证券研究
2536,2019-12-04,【国君农业】周报：高价持续，成长起步,农业凯歌
2537,2019-12-04,新希望拟投近90亿元建9个生猪养殖项目，1个位于菲律宾,澎湃新闻
2538,2019-12-04,温氏股份11月肉鸡肉猪销量、收入双双环比下滑 盈利能力下降,新京报
2539,2019-12-04,温氏股份：11月销售肉鸡收入29.2亿 同比增长61.77%,第一财经
2540,2019-12-04,温氏股份：11月销售肉猪收入35.55亿元，环比下降7.88% 盈利能力下降,Wind
2541,2019-12-04,温氏股份现1笔大宗交易 共成交297.90万元,新浪
2542,2019-12-04,温氏股份跌3.06% 主力资金流出近1亿元,中新经纬
2543,2019-12-03,调查丨159亿跨界养猪大跃进，康达尔前景几何？,21世纪经济报道
2544,2019-12-02,"""猪首富""牧原股份甩大手笔 推5000万股股权激励计划",国际金融报
2545,2019-12-02,温氏股份：在川再签350万头生猪养殖项目,e公司
2546,2019-12-02,头号研报：业绩高增长预期支撑阶段性机会 养殖龙头值得关注,巨丰财经
2547,2019-12-02,巨·热点｜四大板块风起云涌 热点如何把握？,巨丰财经
2548,2019-12-02,26股获券商买入评级 ，太阳纸业目标涨幅达60.58%,Wind
