,2021-12-31,天齐锂业：副总裁宋愚因个人原因辞职 董监高成员变化,Bianews
2887,2020-08-13,新能源车火爆全球 造“心”原料锂价腰斩后再腰斩,每日经济新闻
2888,2020-08-13,（上市公司人事）天齐锂业董事、总裁吴薇辞职 董监高成员变化,中国经济网
2889,2020-08-13,锂电池行业月报：销售如期恢复增长 关注细分龙头,新浪
2890,2020-08-13,特斯拉供应商天齐锂业董事兼总裁吴薇因个人原因辞职 董监高成员变化,TechWeb
2891,2020-08-13,天齐锂业：关于公司董事兼总裁辞职的公告 董监高成员变化,新浪
2892,2020-08-13,天齐锂业：吴薇辞去公司董事、总裁职务 董监高成员变化,Wind
2893,2020-08-13,天齐锂业(002466.SZ)：董事兼总裁吴薇辞职 董监高成员变化,格隆汇
2894,2020-08-13,融资客青睐9股，长源电力买入占比高达36.79%,Wind
2895,2020-08-13,新能源汽车造“心”的主要原料，从喝1杯酒才能抢1吨，到现在产多少赔多少，锂价腰斩之后再腰斩，拐点还远吗？,每日经济新闻
2896,2020-08-12,29股主力资金净流入超亿元,证券时报网
2897,2020-08-12,天齐锂业龙虎榜数据（8月12日）,Wind
2898,2020-08-12,新能源汽车午后持续走强 天齐锂业等10股涨停,中国经济网
2899,2020-08-12,【行情】锂电池概念股尾盘拉升，天齐锂业、沧州明珠涨停，雅化集团涨超8%，赣锋锂业涨超7%,金十数据
2900,2020-08-12,锂电池概念股尾盘拉升 天齐锂业等涨停,e公司
2901,2020-08-11,材料行业日报：贵金属板块继续回调,新浪
2902,2020-08-11,有色金属行业周报：有色大幅走强 关注稀土战略资源属性,新浪
2903,2020-08-10,电气设备太平洋电力设备与新能源行业周报：欧洲7月新能源车销量爆表 光伏硅料三季度最为短缺行业研究,新浪
2904,2020-08-10,天齐锂业今日大宗交易成交37.89万股，成交价25.2元溢价2.82%,Wind
2905,2020-08-10,[互动]天齐锂业：预计第三、第四季度下游需求会进一步向好,全景网
2906,2020-08-10,天齐锂业：下半年订单较上半年逐渐增多,e公司
2907,2020-08-09,有色金属行业动态报告：钴价继续上涨 金价再创新高,新浪
2908,2020-08-05,【东吴电新】海外动力电池20Q3详细点评：单季度收入历史新高，龙头盈利开始改善,新兴产业汇
2909,2020-08-05,【东吴电新】LG化学20Q3点评：电池收入历史新高，拆分在即公布宏伟蓝图,新兴产业汇
2910,2020-08-05,可转债新券投资价值分析：赣锋转2：锂盐产业链龙头再临,新浪
2911,2020-08-05,有色金属：供需错配进一步激化 明确看好钴价上涨,新浪
2912,2020-08-05,赣锋转2：又见战略布局全产业链的锂龙头， 建议积极申购,睿哲固收研究
2913,2020-08-04,新能源汽车行业周报：二季度LG化学电池业务营收利润创新高,新浪
2914,2020-07-31,天齐锂业(002466.SZ)：加拿大专利局授予公司1项发明专利,格隆汇
2915,2020-07-31,"天齐锂业现1笔大宗交易 共成交2,909.50万元",新浪
2916,2020-07-31,2020Q2基金持仓：板块持仓处于历史低位 钴锂增配明显,新浪
2917,2020-07-29,军工概念逆市走强 长寿药金达威高台跳水,南方财经网
2918,2020-07-28,从全球供应链看锂行业供需格局(2020年5月)：阴霾渐去 需求回暖,新浪
2919,2020-07-28,"天齐锂业现1笔大宗交易 共成交4,984.56万元",新浪
2920,2020-07-28,小金属股重获青睐，行业反转还是昙花一现？,Wind
2921,2020-07-28,2020中国企业国内外并购现状及并购策略研究预测报告,中研网
2922,2020-07-27,有色板块逆市大涨，这张基金重仓股名单请收好,Wind
2923,2020-07-26,电气设备新能源行业周报：光伏全产业链涨价 电动车众多新车上市,新浪
2924,2020-07-26,有色金属行业动态分析：有色持仓继续回升 钴锂、金铜板块显着增配 加工、小金属板块减配,新浪
2925,2020-07-23,【东吴电新】特斯拉20Q3财报点评：业绩再超预期，盈利能力大幅提上，全年维持50万辆目标!,新兴产业汇
2926,2020-07-23,"天齐锂业现1笔大宗交易 共成交4,580.90万元",新浪
2927,2020-07-23,7月减持逾550亿，解禁洪峰刚过压力犹存,Wind
2928,2020-07-23,金属&新材料行业：从四川锂矿看中国锂电产业战略重地,新浪
2929,2020-07-22,新能源汽车行业系列报告14：NORTHVOLT获宝马订单 中国供应商有望受益,新浪
2930,2020-07-21,减持！天齐锂业：控股股东天齐集团减持1526万股，占公司总股本1.03% 减持股份,每日经济新闻
2931,2020-07-21,天齐锂业(002466.SZ)：控股股东天齐集团减持1526万股 减持比例超1% 减持股份,格隆汇
2932,2020-07-21,天齐锂业：控股股东天齐集团累计减持1.03%股份 减持股份,Wind
2933,2020-07-21,快讯：天齐锂业跌停 报于26.23元,金融界
2934,2020-07-21,新能源汽车行业周报：新能源汽车下乡 开辟农村市场,新浪
2935,2020-07-21,天齐锂业回复问询函：本次减值测试充分反映了相关最新信息对SQM股权价值的影响 问询,Wind
2936,2020-07-20,有色金属行业周报：短期调整不改中期趋势 关注铜铝板块,新浪
2937,2020-07-20,"天齐锂业现1笔大宗交易 共成交7,869.00万元",新浪
2938,2020-07-20,天齐锂业：正在积极推进公司融资计划以期优化资产负债结构,上证报
2939,2020-07-20,获宝马超158亿元订单！欧洲“宁德时代”不容小觑,--
2940,2020-07-17,天齐锂业(002466.SZ)取得1项发明专利,格隆汇
2941,2020-07-17,审计机构出具报告 天齐锂业2019年年报审核保留意见涉及事项影响已消除,证券日报
2942,2020-07-17,天齐锂业年报“非标”事项已消除 无需追溯调整财报,每日经济新闻
2943,2020-07-17,天齐锂业消除审计保留意见：内部管理机制获优化 锂业巨头迎利好,金融界
2944,2020-07-17,天齐锂业：2019年度审计报告保留意见涉及事项影响已消除,中证网
2945,2020-07-17,业绩雷将至？预亏名单出炉，5家A股公司预亏超10亿 预亏,证券时报
2946,2020-07-16,天齐锂业(002466.SZ)：控股股东质押1600万股及解除质押1000万股,格隆汇
2947,2020-07-16,天齐锂业：天齐集团质押1600万股及解除质押1000万股,每日经济新闻
2948,2020-07-16,中国动力电池企业联袂崛起，国际汽车巨头纷纷入股锁定供应,Wind
2949,2020-07-15,科技股全线下跌！这个板块利好加持，多股涨停,证券时报网
2950,2020-07-13,主力资金：5000亿的巨头疯狂涨停 大资金逆市出逃,新浪
2951,2020-07-13,天齐锂业非标年报遭问询 亏59亿计提SQM53亿减值准备 亏损,中国经济网
2952,2020-07-13,锂业巨头年报被出具保留意见 天齐锂业收深交所“20连问”,金融界
2953,2020-07-13,新能源汽车产业链行业周报(7月第2周)：6月产业链数据持续改善 迎接最好7月,新浪
2954,2020-07-13,快讯：天齐锂业涨停 报于31.59元,金融界
2955,2020-07-13,有色金属行业周报：基本面支撑 流动性行情继续,新浪
2956,2020-07-13,天齐锂业收年报问询函：要求说明对SQM计提大额减值准备的合理性 问询,Wind
2957,2020-07-13,汽车股大爆发！56家汽车业上市公司一周市值猛增近3000亿元,搜狐
2958,2020-07-12,7天减持超350亿！牛市情绪下减持潮汹涌,Wind
2959,2020-07-10,6月装机电量点评：环比明显向好 蓄势待发,新浪
2960,2020-07-10,天齐锂业(002466.SZ)：控股股东质押1000万股及解押1.0855亿股,和讯
2961,2020-07-10,天齐锂业：控股股东天齐集团解除质押约1.09亿股，再质押1000万股,每日经济新闻
2962,2020-07-10,快讯：天齐锂业涨停 报于29.48元,金融界
2963,2020-07-08,本周以来股市大涨 重要股东减持超80亿元 减持股份,大众证券报
2964,2020-07-08,"天齐锂业现1笔大宗交易 共成交11,615.00万元",新浪
2965,2020-07-07,有色金属基本面好转企业盈利将大幅改善 6股热,证券时报
2966,2020-07-07,天齐锂业(002466.SZ)：控股股东近期累计减持1.6%股份 减持股份,格隆汇
2967,2020-07-07,天齐锂业：控股股东天齐集团累计减持1.60%股份 减持股份,Wind
2968,2020-07-07,A股共发生135宗大宗交易成交35.44亿元（7月7日）,Wind
2969,2020-07-07,天齐锂业现6笔大宗交易总成交金额1.56亿元,证券时报网
2970,2020-07-07,"天齐锂业现6笔大宗交易 共成交15,550.92万元",新浪
2971,2020-07-07,天齐锂业：聘任李波为公司高级副总裁（常务副总裁）,资本邦
2972,2020-07-06,天齐锂业免去葛伟高级副总裁职务 李波接任 董监高成员变化,中国经济网
2973,2020-07-06,天齐锂业(002466.SZ)：免去葛伟高级副总裁职务另行任用 董监高成员变化,格隆汇
2974,2020-07-06,天齐锂业：免去葛伟高级副总裁职务 董监高成员变化,Wind
2975,2020-07-06,"天齐锂业现7笔大宗交易 共成交12,914.98万元",新浪
2976,2020-07-06,2020年中国碳酸锂行业发展现状分析 市场规模将达到40亿元左右,前瞻研究院
2977,2020-07-06,630股“剧透”中报业绩 天齐锂业等78股现首亏 亏损,北京商报
2978,2020-07-06,有色金属行业周报：重视板块整体的流动性行情,新浪
2979,2020-07-06,2020年电新行业周报7月第1期：欧洲新能源汽车销量向好 国内爆款车型将上市,新浪
2980,2020-07-06,630股“剧透”中报业绩 逾四成个股报忧,北京商报
2981,2020-07-04,券商领涨吹响“冲锋号角” 妖股凯撒文化高位徘徊,财富动力网
2982,2020-07-03,电新行业中期策略报告：电车与光伏方兴日盛 坚守龙头兼具成长价值,国海证券
2983,2020-07-03,"天齐锂业现4笔大宗交易 共成交5,024.83万元",新浪
2984,2020-07-02,天齐锂业申请新增综合授信不超过1亿美元，逾期货款问题或迎刃而解 违约失信,红周刊
2985,2020-07-02,A股中报前瞻：预喜率不足3成，61家企业净利逆势翻倍,21世纪经济报道
2986,2020-07-01,【东吴电新】周策略：6月电动车销量超预期，多晶硅价格开涨,新兴产业汇
2987,2020-06-30,天齐锂业130亿偿债倒计时：账面12亿 如何绝境反转？,新浪
2988,2020-06-30,天齐锂业控股股东负债率超86% 19亿美元债务11月底到期,新浪
2989,2020-06-30,控股股东负债率超86%！11月底19亿美元债务到期，天齐锂业新增1亿美元授信购矿 偿债能力下降,21世纪经济报道
2990,2020-06-30,天齐锂业(002466.SZ)：控股股东及一致行动人质押1.1亿股,格隆汇
2991,2020-06-30,天齐锂业：控股股东及其一致行动人所持部分股权质押，累计质押比例超80%,每日经济新闻
2992,2020-06-29,跌停板解密：两类个股遭大单集中抛售！（6月29日）,Wind
2993,2020-06-29,大盘震荡回落 机构态度谨慎,金融投资报
2994,2020-06-29,天齐锂业今日跌停，一机构卖出7431万元,Wind
2995,2020-06-29,电气设备新能源行业周报：光伏竞价项目超预期 特斯拉Q2销量超预期,新浪
2996,2020-06-24,有色金属行业2020年中期策略报告：布局新能源材料,新浪
2997,2020-06-20,锂盐春秋：从资源禀赋到综合实力,新浪
2998,2020-06-19,蒋卫平豪赌“海外并购”深陷泥潭 天齐锂业债务猛增267亿扣非半年锐减12亿,长江商报
2999,2020-06-18,融资客青睐14股，豫能控股买入占比高达43.56%,Wind
3000,2020-06-17,天齐锂业高级副总裁葛伟计划减持公司股份252300股 拟减持股份,上海有色
3001,2020-06-17,A股融资融券日报：两融余额增加79.14亿元（6月16日),Wind
3002,2020-06-17,重回2900点！多路资金上演“回马枪”，更有爆款基金频现身,Wind
3003,2020-06-16,天齐锂业：公司副总裁还债拟减持不超过252300股 拟减持股份,资本邦
3004,2020-06-16,沪指站上2900，资源股担当上攻主力军,Wind
3005,2020-06-16,A股融资融券日报：两融余额增加44.22亿元（6月15日),Wind
3006,2020-06-15,天齐锂业：高管葛伟拟减持不超25万股 拟减持股份,Wind
3007,2020-06-15,快讯：天齐锂业涨停 报于25.75元,金融界
3008,2020-06-15,有色金属行业更新：联储鸽派 金价修复,新浪
3009,2020-06-11,天齐锂业股东户数下降7.77% 连降2期,证券时报网
3010,2020-06-10,新能源汽车行业周报：5月欧洲电动车注册量环比复苏明显,新浪
3011,2020-06-09,天齐锂业(002466.SZ)：取得1项发明专利证书,格隆汇
3012,2020-06-09,有色金属行业更新：非农数据扰动 不改黄金价值,新浪
3013,2020-06-08,电气设备新能源行业周报：欧州电动车政策持续超预期 国内锂电中游排产逐步恢复,新浪
3014,2020-06-05,A股融资融券日报：两融余额增加19.61亿元（6月4日）,Wind
3015,2020-06-04,北向资金连续9日净流入 机构抢筹欧普康视等6股,证券时报
3016,2020-06-04,天齐锂业大涨7.32%，领涨稀有金属行业,中新经纬
3017,2020-06-03,天齐锂业大跌5.3%，领跌稀有金属行业,中新经纬
3018,2020-06-03,A股融资融券日报：两融余额增加41.39亿元（6月2日）,Wind
3019,2020-06-02,深港通十大成交活跃股排名（6月2日）,Wind
3020,2020-06-02,108家公司获机构调研（附名单）,证券时报网
3021,2020-06-01,天齐锂业：正加快论证各类股权融资工具的可行性,Wind
3022,2020-06-01,龙虎榜｜1.8亿！国联证券大肆抢筹天齐锂业,重庆商报
3023,2020-06-01,电气设备行业周报：车企政策共推进 欧洲电动化再加速,新浪
3024,2020-06-01,有色金属行业周报：经济逐步复苏 关注铜铝板块,新浪
3025,2020-06-01,电气设备新能源行业周报：欧州电动车政策超预期 光伏扩产标准趋严,新浪
3026,2020-06-01,三大概念受539亿主力资金追捧,证券时报网
3027,2020-06-01,天齐锂业龙虎榜数据（6月1日）,Wind
3028,2020-06-01,有色金属行业更新：新能源链产业重估 利好上游氢氧化锂,新浪
3029,2020-06-01,A股融资融券日报：两融余额减少24.85亿元（5月29日）,Wind
3030,2020-06-01,87家公司获机构调研（附名单）,证券时报网
3031,2020-05-29,【每日金属资讯】铁合金协会号召锰企减停产、雅保化学意向Greenbushes锂矿控股权、中国4月镍铁进口同比增56.9%,有色钢铁杨坤河
3032,2020-05-29,天齐锂业龙虎榜数据（5月29日）,Wind
3033,2020-05-29,天齐锂业放量涨停，外资占据买卖一席,Wind
3034,2020-05-29,A股收盘综述：上证指数涨0.22%，大消费整体走强,Wind
3035,2020-05-29,雅保化学欲拥有Greenbushes锂矿控股权,上海有色
3036,2020-05-29,锂电池板块走强 天齐锂业涨停,上证报
3037,2020-05-29,金属板块走强,Wind
3038,2020-05-28,天齐锂业回复问询函：对SQM长期股权投资的减值测试具备及时性、准确性 问询,Wind
3039,2020-05-28,A股融资融券日报：两融余额减少1.54亿元（5月27日）,Wind
3040,2020-05-27,债务如何解决、是否出售泰利森？天齐锂业回应市场关注,新能源网
3041,2020-05-27,A股融资融券日报：两融余额增加30.93亿元（5月26日）,Wind
3042,2020-05-26,【面包财报】天齐锂业2019年年报:并购贷款致利息费用大幅增加，注意短期偿债风险,面包财经
3043,2020-05-26,天齐锂业2019年年报:并购贷款致利息费用大幅增加，注意短期偿债风险,面包财经
3044,2020-05-26,A股融资融券日报：两融余额增加0.67亿元（5月25日）,Wind
3045,2020-05-25,天齐锂业：澳洲疫情对泰利森的锂矿开采和出口销售暂无可见性影响,Wind
3046,2020-05-25,A股融资融券日报：两融余额减少55.85亿元（5月22日）,Wind
3047,2020-05-24,天赐材料减值“蹊跷”：募投项目“难产” 营运资金承压,新浪
3048,2020-05-20,天齐锂业控股股东拟减持坐实底气不足？去年巨亏近60亿今年一季度亏5亿，年报被出具非标还遭证监局问询 拟减持股份,和讯
3049,2020-05-20,蔚来CEO李斌直播带货1.28亿；蜂巢能源发布续航达880公里无钴电池,Ofweek
3050,2020-05-19,巨亏60亿元 股价腰斩 天齐锂业又遭大股东巨额减持以偿还股票质押融资 重大损失,经济观察网
3051,2020-05-19,天齐锂业控股股东拟减持8862.6万股 今日股价涨0.98% 拟减持股份,中国经济网
3052,2020-05-19,2019巨亏近60亿、负债376亿，天齐锂业控股股东减持套现 偿债能力下降,资本邦
3053,2020-05-19,多家上市公司大股东抛减持计划,Wind
3054,2020-05-19,A股融资融券日报：两融余额增加13.39亿元（5月18日）,Wind
3055,2020-05-18,【每日金属资讯】银泰黄金终止收购鼎盛鑫矿业83.75%股权、天齐集团减持天齐锂业以偿还股票质押融资,有色钢铁杨坤河
3056,2020-05-18,鹰眼预警：天齐锂业谨防经营、诉讼、违约等三大风险 诉讼纠纷,新浪
3057,2020-05-18,天齐锂业控股股东拟减持不超6%股份 拟减持股份,上证报
3058,2020-05-18,天齐锂业：控股股东天齐集团拟减持不超6%公司股份 拟减持股份,新浪
3059,2020-05-18,锂行业跟踪系列报告(一)：LIVENT收入和利润环比下降 资本开支削减近半 盈利能力下降,国海证券
3060,2020-05-18,有色金属行业周报：黄金板块持续强势 关注铜铝板块,新浪
3061,2020-05-18,天齐锂业(002466.SZ)：控股股东拟减持不超8862.5961万股 拟减持股份,格隆汇
3062,2020-05-18,天齐锂业：天齐集团拟减持不超过总股本6% 减持股份,Wind
3063,2020-05-18,A股融资融券日报：两融余额减少5.73亿元（5月15日）,Wind
3064,2020-05-16,相关披露及内控是否存缺陷？天齐锂业收证监会问询函 经营问题,中金在线
3065,2020-05-15,5月16日上市公司重要公告集锦：海尔智家一直在探讨有关潜在私有化海尔电器的方案,证券日报
3066,2020-05-15,天齐锂业：业绩快报修正前后差异大 收四川证监局问询函 业绩更正,e公司
3067,2020-05-15,天齐锂业被问询，要求进一步说明造成SQM计提减值出现不同结果的原因的差异性 问询,Wind
3068,2020-05-15,天齐锂业：正在积极考虑多种融资工具以降低财务杠杆,格隆汇
3069,2020-05-15,天齐锂业：雅保有意购买文菲尔德股权，公司没有这方面应披露而未披露之信息,Wind
3070,2020-05-15,价格跌至每吨4万元 一文带你看2020年我国碳酸锂市场现状与竞争格局分析【组图】,前瞻研究院
3071,2020-05-13,天齐锂业：取得两项发明专利,中证网
3072,2020-05-13,天齐锂业(002466.SZ)取得2项发明专利证书,格隆汇
3073,2020-05-13,2分钟读财报|举债扩张难为续 天齐锂业甩卖锂矿求生,新浪
3074,2020-05-13,特斯拉“电池日”将近拉动投资情绪 天齐锂业一度封板,上海有色
3075,2020-05-13,A股市场主力资金净流出108.74亿元天齐锂业净流入额居首,格隆汇
3076,2020-05-13,电力设备与新能源行业4月销量点评：电动车4月销量回暖 合资新势力表现突出,新浪
3077,2020-05-13,特斯拉电池日“搅动”锂电概念股 天齐锂业一度涨停,新浪
3078,2020-05-13,锂电池概念早盘大涨 天齐锂业涨超7%,e公司
3079,2020-05-13,A股融资融券日报：两融余额增加30.41亿元（5月12日）,Wind
3080,2020-05-12,天齐锂业危机时刻：海外扩张酿巨亏 锂电双巨头分庭抗礼添变数 重大损失,华夏时报
3081,2020-05-12,【国信有色】财报总结暨5月投资策略：企业业绩出现分化，大宗商品价格反弹 盈利能力下降,刘孟峦有色研究
3082,2020-05-12,中金固收中资美元债4月月报：收益率波动中回落，海外评级密集下调,Wind
3083,2020-05-12,A股融资融券日报：两融余额增加67.65亿元（5月11日）,Wind
3084,2020-05-11,【华创有色】周观点：持续推荐左侧布局股价及商品价格处于双底部的个股,华创有色组
3085,2020-05-11,天齐锂业（002466.SZ）大跌超6%，业绩巨亏且面临债务困境 重大损失,格隆汇
3086,2020-05-11,天齐锂业跌超6%，控股股东天齐集团补充质押3000万股丨热公司 股票质押异常,第一财经
3087,2020-05-11,5月11日异动股点评：断臂求生的天齐锂业 盘点四牛与四熊,山东神光
3088,2020-05-11,天齐锂业(002466.SZ)跌超6% 控股股东股权质押比例高达65.68% 股票质押异常,格隆汇
3089,2020-05-11,天齐锂业：公司尚未收到控股股东所质押的股份将被强制平仓的信息,Wind
3090,2020-05-11,A股融资融券日报：两融余额增加19.17亿元（5月8日）,Wind
3091,2020-05-11,巨亏60亿、股价腰斩天齐锂业困境待解 重大损失,经济观察报
3092,2020-05-09,赣锋锂业VS天齐锂业 市值相差超2倍 谁能胜出？谁将陨落？,和讯
3093,2020-05-09,天齐锂业涨停！欲出售澳洲锂矿股权给ALB，或为偿还巨额负债 资产异常,环球老虎财经
3094,2020-05-09,当光伏资本大戏又一次开启时,北极星电力
3095,2020-05-08,销量边际改善，疫情不改中长期向好趋势 ——新能源汽车行业19年报及20Q1季报总结,新能源与高端装备研究
3096,2020-05-08,【万联电新|年报&一季报综述】销量边际改善，疫情不改中长期向好趋势,万联证券研究所
3097,2020-05-08,巨亏60亿 股价腰斩 锂业第一巨头天齐锂业困境待解 重大损失,经济观察网
3098,2020-05-08,5月8日A股龙虎榜揭秘，机构买入9股,Wind
3099,2020-05-08,天齐锂业(002466.SZ)：天齐集团补充质押3000万股,格隆汇
3100,2020-05-08,天齐锂业欲售优质矿产，股价涨停的背后隐藏利好还是利空？,格隆汇
3101,2020-05-08,天齐锂业今日涨停，外资交投活跃,Wind
3102,2020-05-08,周五午后，锂电池板块卷土重来，派思股份、天齐锂业、国民技术等多股涨停。,中国金融信息网
3103,2020-05-08,Albemarle盯上了天齐锂业在全球最大锂矿的股份,长江有色
3104,2020-05-08,天齐锂业放量涨停 消息称ALB有意收购其澳洲锂矿股权,证券时报网
3105,2020-05-08,锂电池板块午后异动 天齐锂业等涨停,证券时报网
3106,2020-05-08,锂电池板块午后拉升 天齐锂业在澳洲锂矿有意被收购强势涨停,金融界
3107,2020-05-08,天齐锂业(002466.SZ)直线拉涨停板 美国Albemarle公司欲收购澳洲锂矿股权,格隆汇
3108,2020-05-08,锂电池板块午后异动 天齐锂业、斯迪克涨停,e公司
3109,2020-05-08,美国Albemarle公司有意收购天齐锂业在澳洲的锂矿股权,格隆汇
3110,2020-05-08,[路演]天齐锂业：公司基于看好未来新能源汽车市场的长期发展前景 在2018年完成了对SQM23.77%股权的购买,全景网
3111,2020-05-08,[路演]天齐锂业：截至2020年第一季度末 公司合并财务报表货币资金余额为12.45亿元,全景网
3112,2020-05-08,[路演]天齐锂业：2020年第一季度由于行业周期调整等不利因素影响 锂化工品价格及毛利也较上年同期下跌 盈利能力下降,全景网
3113,2020-05-08,A股融资融券日报：两融余额增加65.99亿元（5月7日）,Wind
3114,2020-05-08,19亿美元并购贷款年内到期 天齐锂业千方百计降负债,上证报
3115,2020-05-07,行业利润底部待需求回暖，关注半导体材料、钴锂版块--有色金属与新材料行业2020年一季报总结,华宝财富魔方
3116,2020-05-07,天齐锂业连续亏损股价跌六成 近400亿元债务压顶求“不抽贷断贷” 亏损,GPLP犀牛财经
3117,2020-05-07,降负债、去杠杆多举措“补血” 天齐锂业静待锂电业拐点确认,21世纪经济报道
3118,2020-05-06,149家中小板公司上半年业绩亮相 28.86%预增,证券时报
3119,2020-05-06,光大电新 | 财报总结：格局影响业绩，龙头引领行业,EBSCN电新研究
3120,2020-05-02,谁是A股业绩“变脸王”？ 盈利能力下降,中证报
3121,2020-04-30,锂企去年业绩遇“至暗时刻” 高成本企业退出行业将反转？,每日经济新闻
3122,2020-04-30,*ST盐湖—最确定的收益来源 必将霸者重返,Wind
3123,2020-04-29,天齐锂业(002466.SZ)：一季度由盈转亏净亏损5亿元 亏损,格隆汇
3124,2020-04-29,天齐锂业(002466.SZ)：2019年由盈转亏净亏损59.83亿元 亏损,格隆汇
3125,2020-04-29,天齐锂业：上半年预计业绩出现亏损 预亏,Wind
3126,2020-04-29,天齐锂业：一季度净亏损5亿元，由盈转亏 亏损,Wind
3127,2020-04-29,天齐锂业：2019年净亏损59.83亿元，由盈转亏 亏损,Wind
3128,2020-04-28,天齐锂业大跌7.16%，领跌稀有金属行业,中新经纬
3129,2020-04-27,黑天鹅 | 紫金矿业核心金矿续约遭拒 私募大佬25亿投资踩雷 重仓股票异动,腾讯网
3130,2020-04-24,【专题】2020年一季度公募基金重仓股持仓分析,华创金工
3131,2020-04-21,疫情冲击下的锂电产业链：多数企业一季度净利出现同比下滑 盈利能力下降,集邦新能源网
3132,2020-04-20,天齐锂业：取得一项涉及锂回收的发明专利,中证网
3133,2020-04-19,新能源相关公司迎利好股价上涨，一周55家汽车股市值回升约800亿元,搜狐
3134,2020-04-18,锂价走低拖累业绩 雅化集团“增收不增利” 盈利能力下降,中国经营报
3135,2020-04-18,天齐锂业股份有限公司 关于媒体有关报道事项说明的公告,中证报
3136,2020-04-17,天齐锂业：没有与第三方签署有法律约束力的股权融资、出售资产等协议,中证网
3137,2020-04-17,天齐锂业：股价大跌引大股东补充质押 公司经营不受影响丨公司问答 连续下跌,第一财经
3138,2020-04-16,天齐锂业(002466.SZ)：控股股东补充质押360万股 股票质押异常,格隆汇
3139,2020-04-16,中国顶级锂生产商计划出售股份 资产异常,长江有色
3140,2020-04-16,天齐锂业大跌5.9%，领跌稀有金属行业,中新经纬
3141,2020-04-16,亏损补救：天齐锂业欲出售泰利森锂业部分股权 亏损,集邦新能源网
3142,2020-04-16,一季度业绩大幅下滑 两大上市锂企静待“春天” 盈利能力下降,上证报
3143,2020-04-15,受疫情冲击 两家锂资源巨头一季度业绩下滑明显 盈利能力下降,Ofweek
3144,2020-04-15,天齐锂业计划出售澳大利亚Talison Lithium锂矿部分股份,我的不锈钢
3145,2020-04-15,1601份一季报预告揭秘A股业绩“牛”,Wind
3146,2020-04-15,锂产品价格下跌 天齐锂业一季度预亏4.5亿元至5.1亿元 预亏,中国经济网
3147,2020-04-15,A股“比惨”大赛？董明珠也撑不住,中国基金报
3148,2020-04-15,2020年报风云丨天齐锂业陷入至暗时刻：去年和今年一季度持续巨亏，近400亿负债流动性压力急升 重大损失,21世纪经济报道
3149,2020-04-14,[公司]天齐锂业业绩预告：一季度净利润亏损4.5亿元–5.1亿元 亏损,全景网
3150,2020-04-14,天齐锂业(002466.SZ)一季度预亏4.5亿元-5.1亿元同比盈转亏 预亏,格隆汇
3151,2020-04-14,天齐锂业：预计一季度净亏损4.5亿元-5.1亿元，同比盈转亏 预亏,Wind
3152,2020-04-13,天齐锂业控股股东质押1240万股 累计质押占其持股65%,中国经济网
3153,2020-04-10,天齐锂业(002466.SZ)：控股股东补充质押1240万股 股票质押异常,格隆汇
3154,2020-04-10,【中原锂电池】锂电池行业月报：销量环比大增，政策持续偏暖可关注,中原证券研究所
3155,2020-04-09,70家锂电产业链上市公司毛利率分析,北极星电力
3156,2020-04-07,风雨欲来！丑媳妇难见公婆，4月“地雷”全扫描,Wind
3157,2020-04-06,天齐锂业去年亏损超28亿元 “一哥”位置受威胁 亏损,电缆网
3158,2020-04-02,3月股票型基金仅一成正收益 嘉实银华国泰位居前三甲,中国经济网
3159,2020-04-01,上证指数午盘涨0.3%，新能源汽车产业链井喷,Wind
3160,2020-04-01,锂电池概念股走强 天齐锂业拉升涨停,巨丰财经
3161,2020-04-01,锂电池概念股盘中拉升 天齐锂业涨停,e公司
3162,2020-04-01,锂电池板块走强,Wind
3163,2020-03-30,A股异动 | 天齐锂业(002466.SZ)跌停 业绩下滑并持续受肺炎疫情影响 盈利能力下降,格隆汇
3164,2020-03-27,天齐锂业：与SQM股东PAMPA集团签署《续期函》,中证网
3165,2020-03-26,业绩巨亏下天齐锂业降杠杆：积极推进引进战略投资者 重大损失,新京报
3166,2020-03-25,穆迪：将天齐锂业企业家族评级从“B2”下调至“Caa1” 投资评级恶化,Wind
3167,2020-03-25,天齐锂业推迟澳大利亚氢氧化锂加工厂投产,集邦新能源网
3168,2020-03-23,天齐锂业：多策并举推进流动性提升,金融投资报
3169,2020-03-23,A股异动|天齐锂业(002466.SZ)跌停受肺炎疫情影响流动性紧张加剧,格隆汇
3170,2020-03-22,天齐锂业：一期氢氧化锂项目不存在法律诉讼或仲裁事项 诉讼纠纷,Wind
3171,2020-03-18,ETF建仓趋保守，多只产品中性仓位上市,Wind
3172,2020-03-13,天齐锂业：控股股东所持540万股解除质押,中证网
3173,2020-03-13,天齐锂业(002466.SZ)：控股股东解除质押540万股,格隆汇
3174,2020-03-13,天齐锂业(002466.SZ)：重庆天齐拟向合作银行申请新增综合授信不超1.5亿元,格隆汇
3175,2020-03-13,天齐锂业：2020年拟向银行申请新增综合授信不超1.5亿元,Wind
3176,2020-03-12,"315特稿丨内幕交易黑天鹅频发：女员工坑丈夫亏近4万、前董事长内幕交易""扮靓""公司季报、还有狂买300万连吃3个跌停",和讯
3177,2020-03-09,天齐锂业大跌7.02% 成交额100597万元,中新经纬
3178,2020-03-06,天齐锂业大涨5.07%，领涨稀有金属板块,中新经纬
3179,2020-03-05,天齐锂业控股子公司重庆天齐获得发明专利,资本邦
