,2021-12-31,“妖股”九安医疗跌停收官，鱼跃医疗挤掉欧普康视跻身市值前十「医疗器械周榜」,华夏时报
5113,2020-10-05,成都将成中国医药创新城市“黑马”？来这场大会看万亿级产业潜力,凤凰网
5114,2020-10-05,2020年，联姻VC/PE,投中网
5115,2020-10-04,医药行业50强榜单出炉：北上资金大手笔增持个股曝光,新浪
5116,2020-10-04,爱尔眼科：“医疗双雄”的较高估值如何消化？,搜狐
5117,2020-10-03,【国信医药】魔鬼在细节：三张表中的投资机会（医药分析框架系列报告2）,GuosenHealthcare
5118,2020-10-03,魔鬼在细节：三张表中的投资机会,新浪
5119,2020-09-30,首例A拆A过会之际，再看分拆上市政策放开对并购重组游戏规则的重构,新浪
5120,2020-09-30,157亿主力资金近三日大量撤出中小创,证券时报网
5121,2020-09-30,29亿主力资金近三日杀入茅概念股,证券时报网
5122,2020-09-30,爱尔眼科与安徽医科大学签署战略合作协议,Wind
5123,2020-09-30,25股主力资金净流入超亿元,证券时报网
5124,2020-09-29,20股特大单净流入资金超1亿元,证券时报网
5125,2020-09-29,219亿主力资金近三日大量撤出中小创,证券时报网
5126,2020-09-29,三大概念受43亿主力资金追捧,证券时报网
5127,2020-09-29,9月29日主力资金净流出27亿元,证券时报网
5128,2020-09-28,【中证盘前】第三只千元股“医美茅台”爱美客收关注函；林园投资大举买入嘉澳转债；深康佳拟200亿元在西安建智能家电总部,中证报
5129,2020-09-27,【国信医药】海外第二波疫情来袭，关注检测板块业绩弹性（周观点）,GuosenHealthcare
5130,2020-09-27,医药行业一周观察：海外第二波疫情来袭 关注检测板块业绩弹性,新浪
5131,2020-09-27,医药生物行业研究：2020年CSCO大会群星闪耀 24张图表详细梳理亮点荟萃,新浪
5132,2020-09-27,疯狂接盘医药股！机构借道大宗交易一周狂买近60亿元,上证报
5133,2020-09-27,【浙商医药|周报】医药领涨大盘，从成长属性再看API投资逻辑,杏林建研
5134,2020-09-27,市场缩量杀跌迎国庆!,南方财经网
5135,2020-09-26,如何做到不违规？《静静说IR》为你呈现,全景网
5136,2020-09-26,个股资金流向,财富动力网
5137,2020-09-26,“巨无霸”接连登陆A股，千亿市值公司增至108家,Wind
5138,2020-09-26,QFII、RQFII新规落地 外资流入A股有望加速,财富动力网
5139,2020-09-26,鉴别公司的笨办法和好办法,证券时报
5140,2020-09-26,“巨无霸”接连登陆A股千亿市值公司增至108家,证券时报
5141,2020-09-26,9月24日两市大宗交易一览表,南方财经网
5142,2020-09-25,【浙商医药|周报】强势反弹，哪些核心赛道必须加？,杏林建研
5143,2020-09-25,核心公募基金公司持仓分析,新浪
5144,2020-09-25,1630只个股今日尾盘资金净流入,证券时报网
5145,2020-09-25,410亿主力资金近三日大量撤出中小创,证券时报网
5146,2020-09-25,创业板巨无霸来了！金龙鱼今日打新 有望冲击创业板市值一哥,新浪
5147,2020-09-25,普瑞眼科16家子公司亏损，野蛮扩张遭46起行政处罚 亏损,时代在线
5148,2020-09-25,创业板注册制满月：股票增至33只，市值超3750亿,新京报
5149,2020-09-25,营收是2个茅台的鱼来了 涨2倍以上就能成“一哥”,网易
5150,2020-09-25,创业板主力资金净占比排名（前200名）,南方财经网
5151,2020-09-24,A股共发生141宗大宗交易成交34.76亿元（9月24日）,Wind
5152,2020-09-24,"爱尔眼科现1笔大宗交易 共成交19,095.01万元",新浪
5153,2020-09-24,爱尔眼科今日大宗交易成交403.70万股，成交价47.3元溢价0.0%,Wind
5154,2020-09-23,中证医疗指数投资价值分析,老罗话指数投资
5155,2020-09-23,373亿主力资金近三日大量撤出中小创,证券时报网
5156,2020-09-23,35股主力资金净流入超亿元,证券时报网
5157,2020-09-23,疫情冲击下民营医院客流收入双杀，眼科医院为何接连IPO,云掌财经
5158,2020-09-23,【天风医药】植根产业，把握趋势 | 甄选重磅报告合集（大消费篇）,思医辨药
5159,2020-09-23,上市10年首次出现负增长 千亿市值爱尔眼科能维持多久？,金融界
5160,2020-09-22,爱尔眼科(300015.SZ)完成工商变更登记,智通财经
5161,2020-09-22,云顶新耀：又一家高瓴资本投资的创新药企业即将登陆港股,新浪
5162,2020-09-22,新股解读丨3年融资4.2亿美元 高瓴资本看上了云顶新耀哪一点？,智通财经
5163,2020-09-22,战略投资连天美，奥园健康（3662.HK）在下一盘什么样的棋？,格隆汇
5164,2020-09-22,财信证券：医改决心不改 关注具有长期逻辑领域（附股）,证券时报网
5165,2020-09-22,医疗股开盘大幅拉升 博晖创新、拱东医疗涨停 阳普医疗等多股大涨,金融界
5166,2020-09-21,Fund Talk | 鹏华基金王宗合：知行合一的价值投资者,小5论基
5167,2020-09-21,解密主力资金出逃股连续5日净流出455股,证券时报网
5168,2020-09-21,机构重仓股跟踪周报,新浪
5169,2020-09-21,医药生物行业周报：表现平稳 蓄势待发,新浪
5170,2020-09-21,专访余文心：医药股十年市值变迁看赛道、护城河、管理层,新浪
5171,2020-09-21,背靠物管，奥园健康医美版图扩大,凤凰网
5172,2020-09-21,医药生物行业周报：CSCO、ESMO大会召开 关注创新药产业链,新浪
5173,2020-09-21,晨会聚焦200921重点关注PDF行业、医药行业、安车检测、券商,国信研究
5174,2020-09-21,医疗服务并购小阳春按下暂停键 上半年资本向医院标的聚集 并购重组异常,E药经理人
5175,2020-09-20,医药行业一周观察：板块延续回调趋势 医保目录调整名单公布,新浪
5176,2020-09-20,奥园健康并购连天美 “物业+医美”赋能价值提升,乐居财经
5177,2020-09-19,长期主义的“诗和远方”——读张磊先生的《价值》,红周刊
5178,2020-09-19,香港上市公司奥园健康并购连天美55%股权 融合物业上下游 赋能提升30%,凤凰网
5179,2020-09-18,奥园健康（03662）并购连天美：大健康战略筑起价值之锚,智通财经
5180,2020-09-18,上市公司：市场化机制发酵，今后新股发行失败亦有可能,Wind
5181,2020-09-18,上市公司：市场化机制发酵今后新股发行失败亦有可能,证券时报
5182,2020-09-17,后疫情时代社会办医补短板：民营医院应大力发展第三方专业化服务,华夏时报
5183,2020-09-17,【中航证券医药】行业周报 | 表现平稳，蓄势待发,中航军工研究
5184,2020-09-17,医药行业周报：医药品种“调结构” 关注 “快速复苏板块”+“医保降价免疫”,新浪
5185,2020-09-17,医药行业投资策略：寻找“隐形”冠军,新浪
5186,2020-09-16,A股进入4000+时代 大牛市是这样诞生的,中国基金报
5187,2020-09-16,2019年中联百强榜出炉 “创转升”驱动制造业上市公司更强劲表现,中国发展网
5188,2020-09-16,高光新常态下的三条细分医药赛道极其投资策略|集结令85期,格隆汇
5189,2020-09-16,如何突破瓶颈？南华基金继续挣扎亏损泥潭，规模缩水排名下滑丨基金 规模大幅缩水,新浪
5190,2020-09-15,千山药机：曾经3年股价涨20多倍 如今一股不到一毛九！,巨丰财经
5191,2020-09-15,医药行业2020年4季度投资策略报告：行业中报业绩企稳 关注长期投资逻辑―,渤海证券
5192,2020-09-15,科创50来了，创业板还有投资价值吗？,养基司令
5193,2020-09-14,郑眼看盘：大盘还将横走一段 绩优品种风险可控,每日经济新闻
5194,2020-09-14,【主力资金】市值蒸发167亿！大资金砸盘超级牛股，出逃资金超15亿元 股票卖空,证券时报网
5195,2020-09-14,爱尔眼科(300015.SZ)：实控人陈邦解除质押3624.92万股,格隆汇
5196,2020-09-14,2020半年报总结：行业分化加剧 龙头集中度提升,新浪
5197,2020-09-14,30股主力资金净流入超亿元,证券时报网
5198,2020-09-14,这只5倍妖股彻底凉了？本周还有哪些大事值得关注？,21世纪经济报道
5199,2020-09-14,这只5倍妖股彻底凉了？不仅央媒点名还被起诉！本周A股怎么走？哪些大事值得关注？ 诉讼纠纷,21世纪经济报道
5200,2020-09-14,国信证券：医药板块短期出现回调 建议关注具有中长期竞争力的细分龙头,证券时报网
5201,2020-09-14,盘前情报丨首批创业板ST股来袭！涨跌幅限制仍为20%，还有这14股在路上？,21世纪经济报道
5202,2020-09-13,【浙商医药|周报】板块回调，关注低估值、高业绩确定细分龙头,杏林建研
5203,2020-09-13,【太平洋策略-流动性周报】外资流出放缓，两融再度回落,周雨策略观察
5204,2020-09-13,2020高瓴资本最新持仓A股20强,--
5205,2020-09-13,重仓医药股、甩卖白酒股 北向资金反复,21世纪经济报道
5206,2020-09-12,科创板vs创业板 二者有何差异？,理财周刊
5207,2020-09-12,医药生物行业:基本面无虞 Q4有望反转,财富动力网
5208,2020-09-11,医保局提出深入实施全民参保计划 机构：5条主线投资医药股丨牛熊眼,第一财经
5209,2020-09-11,渤海证券：回调中寻找买点 布局医药板块高景气行业,新浪
5210,2020-09-11,[路演]爱尔眼科：累计现金分红已经大幅度超出IPO的募集资金总量,全景网
5211,2020-09-11,[路演]爱尔眼科：将按照战略规划 加快全国分级连锁网络布局,全景网
5212,2020-09-11,创业板低价股反弹来了，外资加仓A股20亿,中国基金报
5213,2020-09-11,高瓴资本押注生物医药 投资图谱纳入京东健康,时代在线
5214,2020-09-10,研究发现价值 金融界“金智奖”医药生物企业价值评选名单公布,金融界
5215,2020-09-10,直播交流 | 湖南辖区集体接待日9月11日举行，97家辖区上市公司等您来约,全景网
5216,2020-09-10,199股遭高管减持套现82.62亿元,证券时报网
5217,2020-09-10,高瓴资本加速全球扫货，半年5次增持这家公司，能否迎来“寒武纪时代”大爆发？,华夏时报
5218,2020-09-10,招商银行：后疫情时代医药零售加速分化 新一轮并购与上市潮隐现,新浪
5219,2020-09-10,再度大跌12.31%！创业板低价股彻底缴械，风格切换明显白马股强势回归,证券时报网
5220,2020-09-10,9月10日券商晨会研报汇编,证券日报
5221,2020-09-09,医药生物行业9月投资策略：基本面无虞，Q4有望反转,国信证券
5222,2020-09-09,眼科医疗服务市场投资前景如何？2020眼科医疗服务行业发展现状及规模分析,中研网
5223,2020-09-09,财信证券：湖南资本市场逆势增长，估值业绩双提升,经济网
5224,2020-09-09,淡马锡2020财年年报：对中国持仓比例首次超新加坡,Wind
5225,2020-09-09,【医药】2020中报总结兼9月月报：医药二季度表现亮眼，业绩环比改善明显,天风研究
5226,2020-09-08,【招商策略】见微知著，从定增投向看产业趋势——流动性深度研究,招商策略研究
5227,2020-09-08,淡马锡2020财年年报：投资集中在科技、金融服务和生命科学等领域，对中国持仓比例首次超新加坡,智通财经
5228,2020-09-08,刀锋：创业板见证历史，妖股批量特停了！,新浪
5229,2020-09-08,爱尔眼科(300015.SZ)：控股股东质押1520万股,格隆汇
5230,2020-09-08,【招银研究|行业跟踪】生物医药行业之医药零售篇——后疫情时代经营加速分化，新一轮并购与上市潮隐现,招商银行研究
5231,2020-09-08,95家上市公司信披考核垫底：欢瑞世纪、獐子岛等11家质量堪忧,中国经济网
5232,2020-09-08,湘股中报业绩表现优秀 后疫情时代湖南优势产业逆势扩张,证券时报网
5233,2020-09-08,医药生物行业周报：二季度业绩逐步恢复 把握业绩确定性,新浪
5234,2020-09-08,2万家民营医院 为何眼科成最靓的仔？疫情都挡不住其上升势头,新浪
5235,2020-09-08,疫情也挡不住眼科的上升势头,钛媒体
5236,2020-09-07,双创行情速递——创业板50 vs科创50（2020.09.07）,魔都资产管理人
5237,2020-09-07,爱尔眼科(300015)：视光业务恢复亮眼 扩张布局稳步推进,新浪
5238,2020-09-07,农银汇理创新医疗混合基金最新净值跌幅达2.71％,金融界
5239,2020-09-07,山西证券改革精选灵活配置混合基金最新净值跌幅达2.01％,金融界
5240,2020-09-07,国泰君安证券：医药股二季度恢复符合预期 9月初估值较前期高点已有明显回落,金融界
5241,2020-09-07,医药分析框架系列报告（1）：时间的玫瑰：三类核心竞争力,国信研究
5242,2020-09-07,医药行业一周观察：二季度业绩回暖，关注创新药、器械及服务板块,国信研究
5243,2020-09-07,【医药】医药行业9月投资策略暨财报总结,国泰君安证券研究
5244,2020-09-07,QFII二季度新进151股 中国建筑被增持最多,中国基金报
5245,2020-09-07,食品医药板块退潮 消费股天花板到了吗？,证券时报
5246,2020-09-06,47只创新高股获北向资金逆市抢筹,证券时报
5247,2020-09-06,眼科医院扎堆上市，谁会是下一个爱尔眼科,猎云网
5248,2020-09-06,医药生物行业：去伪存真,新浪
5249,2020-09-06,医药生物行业周报：国产创新药频繁授权海外 继续重点推荐创新药产业链,新浪
5250,2020-09-06,【中原医药】众生药业(002317)中报点评：下半年经营大概率回暖，药物与营销创新同步发力,中原证券研究所
5251,2020-09-06,医药行业每周医览药闻：2020年医药中报业绩总结：后疫情时代 关注需求复苏下蕴含的全球市场机会,新浪
5252,2020-09-05,机构“抱团”松动，消费股天花板到了吗？,中国基金报
5253,2020-09-05,关于主板、中小板、创业板、新三板，再也不会傻傻分不清楚啦！,云掌财经
5254,2020-09-05,天花板到了吗？深度解析消费股长牛逻辑，估值高出国际巨头数倍背景下，未来机会在哪,证券时报网
5255,2020-09-05,消费股天花板到了吗？估值偏“贵” 未来机会在哪,证券时报
5256,2020-09-05,一场成功的上市公司调研应该是多赢的,证券时报
5257,2020-09-04,【浙商医药|中报】器械与服务：关注效率及渗透率提升加速,杏林建研
5258,2020-09-04,【浙商医药|中报总结】Q2改善，选赛道更重要,杏林建研
5259,2020-09-04,爱尔眼科大跌5.05%，医疗服务行业跌4.0%,中新经纬
5260,2020-09-04,医药行业2020年9月投资月报：建议关注IVD化学发光赛道 业绩高增长可期,新浪
5261,2020-09-04,A股中报季900只超预期个股名单,锦缎
5262,2020-09-04,普瑞眼科冲刺IPO：子公司多亏损 近5000万商誉高悬 遭行政处罚46起 亏损,金融界
5263,2020-09-04,普瑞眼科冲刺IPO：子公司多亏损、近5000万商誉高悬、遭行政处罚46起|IPO研究院 亏损,和讯
5264,2020-09-04,逾四成上市公司上半年业绩增长 眼科医疗市场景气度提升,中证报
5265,2020-09-03,高瓴张磊：人生的成败，在于格局,新浪
5266,2020-09-03,华安基金苏卿云：盘点中报业绩，探寻创业板增长逻辑,魔都资产管理人
5267,2020-09-03,庄一强：疫情冲击 民营医院只能死掉一片,新浪
5268,2020-09-03,银河证券发布9月月度金股组合,第一财经
5269,2020-09-03,爱帝宫（00286.HK）盈利增长49倍，企业如何逆市前行？,格隆汇
5270,2020-09-02,619只个股创出历史新高 这几只股自创历史新高后狂涨不回头,巨丰财经
5271,2020-09-02,浩悦资本郭一信：辅助生殖赛道具有高门槛，NGS技术将广泛服务于优孕检测,金融界
5272,2020-09-02,北向资金动向盘点：重手加仓“酱香型牛奶”,Wind
5273,2020-09-02,湖南上市公司超八成盈利 圣湘生物净利暴增147倍,证券日报
5274,2020-09-01,准新政下险资“杀入”股权基金 部分出资比例超七成,每日经济新闻
5275,2020-09-01,58只股股价创历史新高,证券时报网
5276,2020-09-01,险资重仓股权基金，部分出资比例超七成！投资范围仍相对保守，以传统行业为主,每日经济新闻
5277,2020-09-01,【中航证券医药】行业周报 | 疫苗吹风会提振市场信心,中航军工研究
5278,2020-09-01,“机构抱团50强”榜单出炉！千亿科技巨头排名飙升118名，QFII+社保共同持股仅24只,证券时报网
5279,2020-09-01,“机构抱团50强”榜单出炉：QFII+社保共同持股仅24只,新浪
5280,2020-09-01,爱尔眼科涨超2%再创新高，此前已连续7日上涨,Wind
5281,2020-09-01,海外策略｜海外“全中国组合”： 2020年9月,中信证券研究
5282,2020-08-31,【浙商策略】百亿基金的历史比较:数量变动和持股特征 | 流动性跟踪,王杨策略研究
5283,2020-08-31,手机配件市场上的“隐形巨头”：80后夫妻创办，IPO首日市值逼近600亿,36氪
5284,2020-08-31,北向资金本月现净卖出，终结连续4个月净买入格局，50股上榜成交活跃股名单,证券时报
5285,2020-08-31,国家医保局“态度强硬”！五大上市药店出手，布局“后医保时代”！,汇聚南药
5286,2020-08-31,陆股通月买入前二十概念股近三日最受主力资金青睐,证券时报网
5287,2020-08-31,57只股股价创历史新高,证券时报网
5288,2020-08-31,医药生物行业周报：中报披露临近尾声 医疗服务领涨,新浪
5289,2020-08-31,逸思医疗完成数亿元C轮融资 高瓴资本医疗器械赛道持续加仓,证券日报
5290,2020-08-31,“核心+卫星”策略 对基金配置有什么意义？,养基司令
5291,2020-08-31,再获加码，智慧停车行业巨头AIPARK爱泊车完成数亿元C+轮融资,极客网
5292,2020-08-31,高瓴、高盛、美林持仓曝光，医药、科技是QFII二季度“心头好”，不少个股三季报预喜,红周刊
5293,2020-08-31,东吴证券：国际视角下的眼科行业投资策略,新浪
5294,2020-08-31,明星基金经理“隐形”重仓股全曝光,中国基金报
5295,2020-08-31,山西证券改革精选灵活配置混合基金最新净值涨幅达1.82％,金融界
5296,2020-08-31,山西证券策略精选灵活配置混合基金最新净值涨幅达1.84％,金融界
5297,2020-08-31,农银汇理创新医疗混合基金最新净值涨幅达2.61%,金融界
5298,2020-08-31,业绩会实录 | 爱帝宫（00286）双主席同提战略扩张 抢占市场份额,智通财经
5299,2020-08-30,【浙商医药|周报】板块回调，关注估值切换带来低估值板块投资机遇,杏林建研
5300,2020-08-30,业绩下滑 爱尔眼科牵手益丰大药房寻新流量 盈利能力下降,北京商报
5301,2020-08-30,A股重回3400点，聪明钱重仓这些股！交易盘主导7月以来史诗级大进大出,21财闻汇
5302,2020-08-30,北上资金八成重仓消费、金融和科技 交易盘主导7月以来史诗级大进大出,21世纪经济报道
5303,2020-08-30,张磊：做时间的朋友，投资与创业的三个要点,中国基金报
5304,2020-08-30,中国股市：近5年盈利能力最强50只龙头股（名单）,搜狐
5305,2020-08-29,管理规模超300亿元的基金经理，共同瞄准了这些板块,Wind
5306,2020-08-29,上升空间打开 蓝筹机会显现 中报透露机构新动向,红周刊
5307,2020-08-29,调整就是机会！8月主力借ETF大手笔布局，逾70亿资金扫货券商、芯片,每日经济新闻
5308,2020-08-29,手术量受冲击 爱尔眼科上半年营收下降12.32% 盈利能力下降,中国经济网
5309,2020-08-29,逾百股本周股价创新高7股获机构净买入,证券时报
5310,2020-08-29,医药生物行业一周净流出资金38.44亿元，39股净流出资金超亿元,证券时报网
5311,2020-08-29,扫货龙头股加仓创业板，北上资金本周净买80亿,Wind
5312,2020-08-29,周线五连阳 持续关注量能变化,金融投资报
5313,2020-08-29,扫货龙头股加仓创业板北上资金本周净买80亿,证券时报
5314,2020-08-28,爱尔眼科(300015.SZ)：子公司拟1.199亿元投资远澈旭峰,格隆汇
5315,2020-08-28,每日医药简讯：亚盛医药-BIAP抑制剂获2020欧肝会口头报告、CDE批准两款进口新药临床,新康界
5316,2020-08-28,“转型之王”光正集团：持续跨界并购 扣非净利一直为负,华夏时报
5317,2020-08-28,一根大阳线改变信仰？A股又见3400点，聪明钱突然杀入64亿，5000亿创业板老大被疯狂加仓,证券时报网
5318,2020-08-28,《股东来了》2020湖南片区走进上市公司第九站——爱尔眼科,中国证券网
5319,2020-08-28,爱尔眼科现1笔大宗交易 共成交405.68万元,新浪
5320,2020-08-28,56亿主力资金近三日杀入大消费概念股,证券时报网
5321,2020-08-28,爱尔眼科：拟1.2亿元作为有限合伙人投资芜湖远澈旭峰,Wind
5322,2020-08-28,爱尔眼科今日大宗交易成交8万股，成交价50.71元折价1.02%,Wind
5323,2020-08-28,12张图纵览外资A股持仓，高盛、小摩、领航重仓名单全披露,Wind
5324,2020-08-28,智慧停车领军企业AIPARK爱泊车获数亿元C+轮融资,网易
5325,2020-08-28,兴业证券：关注政策变化 重点配置消费医疗+创新板块,新浪
5326,2020-08-28,益丰药房(603939)：业绩符合预期 门店扩张提速 牵手爱尔眼科实现流量融合,新浪
5327,2020-08-28,【中航证券医药】爱尔眼科（300015）2020中报点评：业绩逐季恢复强劲，疫情影响逐渐消弭,中航军工研究
5328,2020-08-28,农银汇理创新医疗混合基金最新净值涨幅达2.03％,金融界
5329,2020-08-28,8月28日 8股盘前利好公告速递,中财网
5330,2020-08-28,北向资金动向盘点：“换子”电动汽车,Wind
5331,2020-08-28,金字塔尖的优秀董秘有六大共性,证券时报
5332,2020-08-28,次新基金业绩检查单： 首尾差距超80% 热门概念仍“难救”基金经理,21世纪经济报道
5333,2020-08-28,次新基金业绩检查单:首尾差距超80% 今年来金信民长等回报为负,21世纪经济报道
5334,2020-08-27,爱尔眼科与益丰大药房签署战略合作协议,Wind
5335,2020-08-27,爱尔眼科与益丰大药房签署战略合作协议,e公司
5336,2020-08-27,14亿主力资金近三日杀入医疗服务(一致评级)概念股,证券时报网
5337,2020-08-27,爱尔眼科(300015)：Q2强势复苏 短期无惧长期无忧,创业板
5338,2020-08-27,收评：创业板指涨1.70% 注册制次新股逆市大跌,网易
5339,2020-08-27,二季度业绩大反转，爱尔眼科市值冲上2000亿！,环球老虎财经
5340,2020-08-27,28公司获得推荐评级-更新中,中财网
5341,2020-08-27,"刷屏！马云又出手，""中国神广""来了，概念股飙升近100亿",中国基金报
5342,2020-08-27,“核心+卫星”策略，对基金配置有什么意义？,养基司令
5343,2020-08-27,午评：创业板指涨1.94%逼近2700 半导体板块走强,网易
5344,2020-08-27,爱尔眼科(300015)：二季度公司经营快速恢复 全年增长可期,新浪
5345,2020-08-27,财融汇·日间资讯,财通证券融资融券部
5346,2020-08-27,爱尔眼科（300015）2020半年报点评：业绩强劲恢复，彰显龙头本色,国信研究
5347,2020-08-27,盘前情报丨阿里砸百亿，5G巨无霸来了，这11大板块要火？,21世纪经济报道
5348,2020-08-27,盘前情报丨千亿广电巨无霸或诞生！阿里砸100亿入股，11家上市公司出资，这11大板块要火？,21世纪经济报道
5349,2020-08-27,【中证盘前】农业农村部：国内粮价缺乏大幅上涨的条件；《八佰》票房超11.55亿；阿里入股中国广电，多家上市公司参股,中证报
5350,2020-08-27,北向资金动向盘点：小幅加仓非银、公用事业，减仓电子、医药,Wind
5351,2020-08-27,187只超千万元大单抢筹股呈五大特征,经济日报
5352,2020-08-27,业绩增长叠加“卡位”优势 爱尔眼科复权价创历史新高,证券日报
5353,2020-08-26,爱尔眼科：境外业务逐步恢复，今年仍有望实现业绩正增长,新浪
5354,2020-08-26,大消费股近期表现较为出色 白酒、酱油、榨菜股创历史新高,第一财经
5355,2020-08-26,刀锋：巨无霸重挫A股，注意两大潜在风险！(附龙头股复盘),新浪
5356,2020-08-26,中报业绩披露临近尾声 震荡市中关注行业景气度高的板块,大众证券报
5357,2020-08-26,A股大幅回调，创业板跌逾2%！但这个板块火了，3只个股20%涨停，资金大幅涌入,证券时报网
5358,2020-08-26,爱尔眼科(300015)：二季度业绩高增长 7月国内医院收入表现亮眼,创业板
5359,2020-08-26,新冠疫苗第一股，10天暴跌超40%！,中国基金报
5360,2020-08-26,新冠疫苗第一股10天跌超41%！白酒、酱油、榨菜股创历史新高,证券时报网
5361,2020-08-26,24只股股价创历史新高,证券时报网
5362,2020-08-26,北上资金活跃股名单(8月26日),证券时报网
5363,2020-08-26,爱尔眼科(300015)：业绩持续高增长 疫情推动海外销售,新浪
5364,2020-08-26,深港通十大成交活跃股排名（8月26日）,Wind
5365,2020-08-26,16股特大单净流入资金超1亿元,证券时报网
5366,2020-08-26,数据复盘| 153亿资金撤离电子行业 君正集团获主力大幅加仓,证券时报网
5367,2020-08-26,高盈利成长股概念股近三日最受主力资金青睐,证券时报网
5368,2020-08-26,爱尔眼科二季度业绩强势反转 眼科医院市场竞争或加剧,21世纪经济报道
5369,2020-08-26,每日午评8月26日,和讯
5370,2020-08-26,北上资金净卖出11.77亿元复星医药遭净卖出6.15亿元,格隆汇
5371,2020-08-26,北向资金净流出11.77亿元 复星医药净流出6.15亿元,新浪
5372,2020-08-26,北向资金终结连续三日净流入，爱尔眼科获净买入5.75亿元居首,Wind
5373,2020-08-26,23股主力资金净流入超亿元,证券时报网
5374,2020-08-26,热点退潮股市生变？主力710亿再出逃！,搜狐
5375,2020-08-26,A股收盘：中芯国际创上市以来新低 较上市首日高点下跌超30%,英为财情
5376,2020-08-26,国际视角下的眼科行业投资策略：黄金赛道 中国崛起,新浪
5377,2020-08-26,新华500指数（989001）26日下跌1.24%,新华网
5378,2020-08-26,拆财报丨爱尔眼科二季度收入恢复正增长，7月业绩快速提升,21世纪经济报道
5379,2020-08-26,东吴证券：中国眼科黄金赛道有望迎来快速的发展（附股）,证券时报网
5380,2020-08-26,爱尔眼科市值突破2000亿元，眼科市场空间广阔丨牛熊眼,第一财经
5381,2020-08-26,8月26日午盘两市净流入前20股(名单),金融界
5382,2020-08-26,大金融资金大幅流出环保、医疗股再次受流动资金关注,金融界
5383,2020-08-26,2020企业直播应用场景趋势研究报告出炉，保利威领跑培训直播第一梯队！,上海热线
5384,2020-08-26,午评：巨无霸引起恐慌，固废概念一枝独秀,新浪
5385,2020-08-26,新华500指数午盘报5044.07点 跌1.15%,新华网
5386,2020-08-26,A股异动：爱尔眼科涨幅持续扩大至11%，二季度净利润同比增长超50%,英为财情
5387,2020-08-26,8月26日早盘两市净流入前20股(名单),金融界
5388,2020-08-26,快讯：截至10：30医药制造行业涨0.60% 获超5.11亿元大单资金净买入,证券日报
5389,2020-08-26,爱尔眼科涨超14% 股价创历史新高,e公司
5390,2020-08-26,爱尔眼科股价创历史新高！半年报披露后股价暴涨8%,金融界
5391,2020-08-26,华创事件驱动早报8-26：世界半导体大会召开在即；玻纤巨头上调产品售价,华创证券研究
5392,2020-08-26,A股异动|爱尔眼科(300015.SZ)大涨逾8%创历史新高二季度业绩强势复苏,格隆汇
5393,2020-08-26,爱尔眼科受疫情影响严重，营收净利双降 盈利能力下降,和讯
5394,2020-08-26,爱尔眼科大涨近6%，市值突破2000亿元创历史新高,Wind
5395,2020-08-26,手术量同比减少超两成 爱尔眼科中报首现营收净利双降 盈利能力下降,中新经纬
5396,2020-08-26,公告版位提示,中证报
5397,2020-08-26,上市公司正负面新闻2020年8月26日星期三,Wind
5398,2020-08-26,“三向”精神是深企的宝贵财富,证券时报
5399,2020-08-26,特区四十周年深交所迎重大改革时刻 创业板注册制起航助力湾区经济“腾飞”,21世纪经济报道
5400,2020-08-25,A股头条之上市公司（8.26）,金融界
5401,2020-08-25,疫情大考显韧性 爱尔眼科二季度V形反转,中国证券网
5402,2020-08-25,专访林存：未来十年一定是医药板块黄金岁月，会产生很多翻倍的公司,证券时报网
5403,2020-08-25,受疫情冲击 爱尔眼科上市后中报首现营收、净利双降 盈利能力下降,北京商报
5404,2020-08-25,晚间重要公告2020年8月25日星期二,Wind
5405,2020-08-25,疫情大考方显英雄本色 爱尔眼科二季度净利大增50.37%创十年新高,大众证券报
5406,2020-08-25,爱尔眼科今年上半年营收、净利双降 盈利能力下降,北京商报
5407,2020-08-25,犀牛财经晚报：蚂蚁集团递交招股文件农夫山泉打新火爆,GPLP犀牛财经
5408,2020-08-25,爱尔眼科：上半年营收41.64亿元，同比减少12.32% 盈利能力下降,36氪
5409,2020-08-25,爱尔眼科(300015.SZ)半年度净利润降2.72%至6.76亿元 盈利能力下降,格隆汇
5410,2020-08-25,爱尔眼科：上半年净利润同比减少2.72%,Wind
5411,2020-08-25,众生药业半年报出炉：市场销售逐渐恢复 持续推进创新研发,凤凰网
5412,2020-08-25,申淇医疗获高瓴资本领投亿元C轮融资，创新药械赛道持续升温,经济日报
5413,2020-08-25,山西证券策略精选灵活配置混合基金最新净值涨幅达1.61％,金融界
5414,2020-08-25,晨会0825｜涨价中的价值股投资,中信证券研究
5415,2020-08-25,潜望丨一天暴涨28倍 创业板改革进入深水区后如何摸石头过河？,腾讯网
5416,2020-08-24,注册制在创业板首秀，最高涨幅500%，A股就是猛,新浪
5417,2020-08-24,机构重仓股跟踪周报,新浪
5418,2020-08-24,医药生物指数大幅跑赢市场多重因素驱动行业格局和企业估值重塑,金融界
5419,2020-08-24,晨会聚焦：见微知著 从行业龙头看医疗服务的致胜之道,新浪
5420,2020-08-24,8月24日券商晨会研报汇编,证券日报
5421,2020-08-24,四大证券报评创业板注册制：相信改革，尊重市场,Wind
5422,2020-08-24,创业板注册制改革：十年探索入佳境 劲风扬帆再启程,证券日报
5423,2020-08-24,中泰证券：眼科、牙科以及健康体检是具备长期高景气潜力的优质赛道,证券时报网
