,2021-12-28,北向资金假期后首日加仓近13亿，兴业银行、宁德时代净买入均超5亿元,Wind
989,2019-05-23,[路演]大秦铁路：未来如果有合适项目 不排除收购可能,全景网
990,2019-05-23,行业动态丨4月份大秦线运输煤炭达3284万吨,电力新闻网
991,2019-05-23,广证恒生-市场要闻点评-第1067 期-20190523,广证恒生策略研究
992,2019-05-22,大秦铁路：2018年年度股东大会决议公告,深交所
993,2019-05-22,财闻点金：工信部将加大政策支持助力5G 两大龙头再迎升机,巨丰财经
994,2019-05-21,第四批国企混改试点骤增至160家 社保基金提前布局相关概念股,证券日报
995,2019-05-20,"交通运输行业:1-2月快递量同增21.9%,六大航合计客座率保持平稳",广发证券
996,2019-05-20,【申万交运】一周天地汇：航司业绩已见底部，电商快递延续高增长态势,申万交运
997,2019-05-20,2018年“中联百强”榜单出炉 整体表现优异,中新网
998,2019-05-19,北向资金单周净流出190亿，行业细分龙头大白马成“最爱”,每日经济新闻
999,2019-05-18,【中信建投金融工程】即将到来的6月指数成分股调整会带来哪些投资机会？,鲁明量化全视角
1000,2019-05-17,非银金融成赢家 机构关注指数样本股调整投资机会,中证报
1001,2019-05-16,下月这些主要指数将调样本股 千亿级指数基金将调仓,中证报
1002,2019-05-16,报告| 2019年4月山西省A股上市公司市值TOP50,挖贝网
1003,2019-05-16,【铁路货运】4月份大秦线货物运输量3284万吨同比增长1.96%,兰格钢铁网
1004,2019-05-16,量化｜三只非银股有望调入上证50：2019年年中主要宽基指数样本股调整预测,中信证券研究
1005,2019-05-13,铁路客货业绩相异，公路稳健，港口增速回落，投资攻守兼备——交运铁路公路港口板块18年报及19一季报回顾,申万交运
1006,2019-05-10,【安信煤炭 周泰团队】日报：4月份大秦线完成煤炭运输量3284万吨 同比增长1.96%,泰度煤炭
1007,2019-05-09,9日公司新闻聚焦：多家公司表态未生产“人造肉”,证券时报网
1008,2019-05-09,大秦铁路：日运量110万吨 估值吸引力提升,证券时报网
1009,2019-05-09,晨会0509｜新能源汽车国内格局加速出清,中信证券研究
1010,2019-05-08,公告汇总：正邦科技4月生猪销售收入同比增78%,网易
1011,2019-05-08,5月8日上市公司晚间公告速递,新浪
1012,2019-05-08,晚间公告集锦：多家券商披露4月财务数据(更新中),腾讯网
1013,2019-05-08,大秦铁路(601006.SH)4月大秦线完成货物运输量升1.96%至3284万吨,格隆汇
1014,2019-05-08,大秦铁路：大秦线4月货物运输量同比增长1.96%,e公司
1015,2019-05-06,【申万交运】一周天地汇：中远海控长摊码头出售价格远超预期，成本改善带动电商快递公司业绩持续高增长,申万交运
1016,2019-05-05,华泰柏瑞8混基涨不足10% 2投资总监累计业绩垫底,中国经济网
1017,2019-04-30,2707家公司披露一季报证金、汇金等持股名单曝光,重庆商报
1018,2019-04-29,华泰柏瑞首季8混基涨不足10% 两投资总监累计业绩垫底,中国经济网
1019,2019-04-28,【天风煤炭】20190428一周煤炭动向：动力煤港口情绪好转，5月焦炭密切关注唐山限产动态,煤炭鑫观点
1020,2019-04-27,巨丰数据赢|“一带一路”激活一池春水 铁路板块或是真正受益者,巨丰财经
1021,2019-04-26,"广发证券：将大秦铁路评级调低为""增持""",Wind
1022,2019-04-26,"大秦铁路2018年报及2019年一季报点评:业绩符合预期,股息率达5.8%,低估值标的具备配置价值",正点财经
1023,2019-04-25,大秦铁路：具备高股息价值 增持评级,广发证券
1024,2019-04-25,大秦铁路2019年第一季度净利40.1亿元 董事长程先东未持有公司股份,挖贝网
1025,2019-04-25,大秦铁路(601006)年报及一季报点评——大秦线运量高位维稳，未来关注子公司贡献利润增量,申万交运
1026,2019-04-25,央行在提示什么风险？,明晰笔谈
1027,2019-04-25,"大秦铁路年报点评:经营数据稳健增长,把握机遇承接公转铁货源",长城证券
1028,2019-04-25,"大秦铁路:业绩符合预期,煤运龙头地位稳固",东北证券
1029,2019-04-24,A股头条之上市公司公告精选（4.25）,金融界
1030,2019-04-24,公告精选：益生股份等一季度业绩大增；天津磁卡重组被否,e公司
1031,2019-04-24,大秦铁路：2018年净利同比增8.99% 一季度业绩同比降4.06%,金融界
1032,2019-04-24,大秦铁路：一季度净利同比下滑4.06% 盈利能力下降,e公司
1033,2019-04-24,大秦铁路(601006.SH)一季度净利润降4.06%至40.06亿元 盈利能力下降,格隆汇
1034,2019-04-24,大秦铁路(601006.SH)2018年净利润升8.99%至145.44亿元 拟10派0.48元,格隆汇
1035,2019-04-24,大秦铁路：一季度净利润同比减4.06% 盈利能力下降,Wind
1036,2019-04-24,大秦铁路：2018年净利润同比增8.99%,Wind
1037,2019-04-22,【申万交运】一周天地汇：消费回暖带动快递单量持续增长，瓦日线降价关注日照港煤炭上量,申万交运
1038,2019-04-20,格力点燃国企混改热情 军工电力铁路三大行业有机会,金融投资报
1039,2019-04-19,报告| 2019年3月山西省A股上市公司市值排行榜,挖贝网
1040,2019-04-16,【铁路运输行业】深度研究报告：日本铁路改革历程的启示,格隆汇
1041,2019-04-15,既赚指数又赚钱：关注“洼地中的洼地”,红周刊
1042,2019-04-15,煤炭石油：中部地区能源大动脉,和讯
1043,2019-04-12,04月12日 收盘突破年线个股一览,每日经济新闻
1044,2019-04-11,2019年低调股票名单一览 潜力股票有哪些？,云掌财经
1045,2019-04-11,大秦铁路常务副总经理黄松青辞职 公司前三季度利润增长8%,挖贝网
1046,2019-04-10,"大秦铁路：关于常务副总经理,董事会秘书辞职的公告 董监高成员变化",Wind
1047,2019-04-09,大秦铁路：陕北及内蒙矿难后运量恢复超预期 具长期持有配置价值,证券时报网
1048,2019-04-09,【申万交运】大秦铁路：3月大秦线日均运量125.32万吨，矿难后运量恢复超预期,申万交运
1049,2019-04-09,3月份大秦线完成煤炭运输量3885万吨同比下降0.64%,中国煤炭资源网
1050,2019-04-08,大秦铁路：1-3月大秦线完成货物运输量1.1亿吨，同比减3.72%,Wind
1051,2019-04-08,4月8日上市公司晚间公告速递,新浪
1052,2019-04-08,大秦铁路(601006.SH)3月大秦线完成货物运输量降0.64%至3885万吨,格隆汇
1053,2019-04-08,大秦铁路：3月大秦线货物运输量同比降0.64%,e公司
1054,2019-04-04,交通运输：顺丰鄂州机场获发改委批复 荐4股,和讯
1055,2019-04-04,交通运输：波澜不惊 静中有动,和讯
1056,2019-04-04,煤炭石油：煤价止跌 电厂存补库预期,和讯
1057,2019-04-03,交通运输：菜鸟2亿元增持圆通 看好需求具有韧性的电商件快递,和讯
1058,2019-04-01,交通运输：韵达发力大件快递领域 荐4股,和讯
1059,2019-03-29,03月29日 盘中突破半年线个股一览,每日经济新闻
1060,2019-03-26,【山证两融】融资融券周报2019年第12周(3月18日至3月22日),山西证券研究所
1061,2019-03-22,指数疲软难掩百股涨停，下周变盘方向是.,和讯
1062,2019-03-22,报告| 2019年2月山西省A股上市公司市值排行榜,挖贝网
1063,2019-03-21,深度 | 建投能源：被忽视的区域火电龙头，尽享资源负荷双中心(by 浙商·电力研究),浙商证券研究所
1064,2019-03-19,年现金分红5%，股票定投玩起来~,小波思基
1065,2019-03-19,交通运输：再提深化铁路改革 荐2股,和讯
1066,2019-03-19,【山证山西】山西经济研究（2019.3.11-2019.3.17）—— 2018盈利超3亿！山西交控集团10面发力再战2019,山西证券研究所
1067,2019-03-17,巨丰数据赢：铁路改革加速推进 资产证券化或为关键突破点,巨丰财经
1068,2019-03-14,"交通运输行业:季报期临近,关注机场增长高确定性机会",广发证券
1069,2019-03-13,最壕分红另有玄机 24亿分红大股东拿走了20亿,中证报
1070,2019-03-13,59股获券商买入评级 华扬联众目标涨幅达92.25%,Wind
1071,2019-03-12,交通运输：春运民航同比增长11.4％ 荐5股,和讯
1072,2019-03-11,【申万交运】大秦铁路点评：受矿难影响2月日均114万吨，取得唐港公司实际控制权并纳入并表范围,申万交运
1073,2019-03-08,大秦铁路(601006.SH)：大秦线货物运输量降10.48%至3185万吨,格隆汇
1074,2019-03-08,大秦铁路：1-2月大秦线完成货物运输量同比减10.48%,Wind
1075,2019-03-08,大秦铁路：大秦线前2个月累计完成货物运输量7086万吨,金融界
1076,2019-03-08,大秦铁路：1-2月大秦线货物运输量同比减少5.33%,e公司
1077,2019-03-07,交运｜铁路改革：铁路货运参考美国，改革助力估值提升,中信证券研究
1078,2019-03-06,棱镜丨京沪高铁IPO账本：最快2020年上市 或募资300亿,棱镜
1079,2019-03-06,"交运行业周报:消费稳定,配置增长确定类板块",联讯证券
1080,2019-03-05,2月份A股上涨近14% 华泰柏瑞基金8只混基负收益,中国经济网
1081,2019-03-04,铁总混改资本局：京沪高铁年内有望完成上市辅导,新京报
1082,2019-03-04,京沪高铁启动IPO背后铁总混改向资本广抛橄榄枝,新京报
1083,2019-02-28,布局高股息率绩优股,全景网
1084,2019-02-28,"交通运输行业:京沪高铁开启上市前奏,铁路资产证券化重启",东北证券
1085,2019-02-27,大摩：最新高质素A股推介名单,格隆汇
1086,2019-02-27,东北证券：京沪高铁开启上市前奏，铁路资产证券化重启,证券时报网
1087,2019-02-27,铁路“现金牛”来了 京沪高铁启动上市,21世纪经济报道
1088,2019-02-26,每日收入过亿？最赚钱“铁路巨无霸”来了！京沪高铁IPO计划确定，“瘦身”900亿驶上A股,e公司
1089,2019-02-26,京沪高铁开启A股上市之路 2017年日赚近3500万,新京报
1090,2019-02-26,官宣！京沪高铁即将登陆A股 万亿级混改大幕拉开,华夏时报
1091,2019-02-25,我的基金这几天跑不动 需要“腾笼换鸟”吗？,中金在线
1092,2019-02-25,招商蛇口：首次回购耗资5.2亿,股市动态分析
1093,2019-02-25,交通运输行业:交运行业陆港通持仓分析,正点财经
1094,2019-02-23,布局高股息率绩优股,红周刊
1095,2019-02-22,北上资金扫货遵循政策与业绩前景,大众证券报
1096,2019-02-21,【交通运输行业】投资策略：逐日寒冬尽，踏雪迎春归,格隆汇
1097,2019-02-20,远策投资11只产品去年最少亏损13% 百亿私募产品尽墨,凤凰网
1098,2019-02-20,【晨会聚焦】一号文件“三农”作为重中之重：脱贫攻坚、扩大进口、改革发力,中泰证券研究所
1099,2019-02-19,交通运输：交运行业陆港通持仓分析 荐2股,中泰证券
1100,2019-02-19,02月19日 盘中突破五日均线个股一览,每日经济新闻
1101,2019-02-18,02月18日 盘中突破年线个股一览,每日经济新闻
1102,2019-02-16,茅台今年涨两成 这轮反弹走多远,浙江在线
1103,2019-02-14,交通运输：油汇冲击航空业绩 荐3股,和讯
1104,2019-02-13,02月13日 收盘突破五日均线个股一览,每日经济新闻
1105,2019-02-12,周三机构一致看好的八大金股（2.12）,证券之星
1106,2019-02-11,A股头条之上市公司公告精选（2.12）,金融界
1107,2019-02-11,申万宏源：十大金股组合,和讯
1108,2019-02-11,大秦铁路1月完成货物运输量3901万吨 同比减少0.66%,金融界
1109,2019-02-08,A股最抠门公司上市26年零派现 最豪公司发8000亿红包,新浪
1110,2019-02-07,2018年山西省上市公司市值排行榜：大秦铁路排名第一,财经
1111,2019-02-03,41股狗年振幅低于25%(名单),中财网
1112,2019-02-02,【长城非银】关于证监会连续发布三项重磅政策的点评-监管层多箭齐发助力市场活跃度进一步提升，继续推荐龙头券商配置,强思非银
1113,2019-01-31,重磅！银保监会之后 证监会再放三大利好,中证报
1114,2019-01-29,"交通运输行业:19年春运拉开帷幕,继续推荐低市值快递+密尔克卫",中证网
1115,2019-01-29,01月29日 收盘突破年线个股一览,每日经济新闻
1116,2019-01-29,【山证山西】山西经济研究（2019.1.21-2019.1.27）——太原市经济工作会议召开,山西证券研究所
1117,2019-01-28,01月28日 盘中突破年线个股一览,每日经济新闻
1118,2019-01-28,"交通运输行业周报:快递板块延续上涨态势,建议关注春运期间航空表现",平安证券
1119,2019-01-26,春运大幕开启 激活铁路航空公路三大板块(受益股),金融投资报
1120,2019-01-24,“春季播种系列”机场篇：外资为何青睐机场板块？,和讯
1121,2019-01-23,电气设备：集运美线节前运价再度反弹超预期 同时继续推荐电商件快递投资机会,和讯
1122,2019-01-23,行业丨大秦铁路拟出资20亿元入股蒙华公司,电力新闻网
1123,2019-01-22,交通运输行业周报:顺丰鄂州机场获发改委批复,平安证券
1124,2019-01-21,【机场行业】全球视野下的中国机场配置价值分析-外资为何青睐机场板块？,格隆汇
1125,2019-01-20,【安信煤炭 周泰团队】第53周周报：动力煤反弹超预期，全面看多煤炭股,泰度煤炭
1126,2019-01-19,“2019轨交变局之年”策略会纪要之交运市场|铁路改革将进入收获年,华创机械
1127,2019-01-17,兰州黄河的“脱实向虚”：炒股7年终遇鬼 主业啤酒市场已无机会,中国网
1128,2019-01-16,铁路运输能力提升 煤炭发运量不断增长,中国煤炭报
1129,2019-01-15,"交通运输行业周报:人民币升值,建议关注春运旺季航空板块表现",平安证券
1130,2019-01-14,【安信煤炭 周泰团队】日报：2018年全国进口煤炭28123.2万吨，同比增长3.9%,泰度煤炭
1131,2019-01-14,需求增加供给减少刺激煤价上涨 这只煤炭股连续14天获得净流入,e公司
1132,2019-01-14,最新买入评级折射后市热点 四大潜力股扎堆行业引关注,证券日报
1133,2019-01-13,【天风煤炭】20190113一周煤炭动向：神木冒顶事故21人遇难，或引发煤矿安全大检查,煤炭鑫观点
1134,2019-01-12,【兴证煤炭|周报】电厂日耗维持高位，多地开启煤矿安全体检（01.06-01.12）,兴证煤炭
1135,2019-01-10,37股获券商买入评级 新泉股份目标涨幅达77.51%,Wind
1136,2019-01-10,【华泰证券研究所】每日晨会启明星20190110,华泰证券研究所
1137,2019-01-09,CFi收盘揭秘:气势如虹到一泻千里 长上影释重要信号,中财网
1138,2019-01-09,券商评级:三大股指冲高回落 九股迎掘金良机,证券之星
1139,2019-01-09,大秦铁路：全年运量创新高 高位运行成常态,东北证券
1140,2019-01-09,大秦铁路：高股息同时关注估值修复 买入评级,申万宏源
1141,2019-01-09,晨会0109｜央行购买ETF可行性,中信证券研究
1142,2019-01-09,"交运行业一周天地汇:铁总工作会议召开,2019年加快铁路建设,推进铁总改革,客货继续保增长",申万宏源
1143,2019-01-09,"交通运输行业周报:元旦全国完成快递业务量4.05亿件,开局良好",平安证券
1144,2019-01-08,A股头条之上市公司公告精选（1.9）,金融界
1145,2019-01-08,8日晚公告精选：金财互联更名去除“权健”字样,21世纪经济报道
1146,2019-01-08,大秦铁路：2018年大秦线累计完成货物运输量同比增长4.30%,Wind
1147,2019-01-08,大秦铁路：大秦线2018年货物运输量同比增4.3%,e公司
1148,2019-01-06,煤炭行业每周观点及回顾：日耗高位，动力煤价继续回升【中泰煤炭-李俊松】,中信建投
1149,2019-01-03,【安信煤炭 周泰团队】日报：河南提出到2020年构建4个现代煤化工基地,泰度煤炭
1150,2019-01-03,更名在即，中铁总高层调整：杨宇栋任总经理,新京报
1151,2019-01-03,山西证券：文化旅游业已成为山西省最具活力的产业之一,和讯
1152,2019-01-03,2018年大秦铁路累计完成货运量4.51亿吨再创新高,中国煤炭资源网
1153,2019-01-03,热点追踪：基建加码政策支持，关注受益产业链板块,国元财富管理
1154,2019-01-03,【山证山西】山西经济研究（2018.12.24-2019.1.1）—— 文化旅游业已成为山西省最具活力的产业之一,山西证券研究所
1155,2019-01-03,"交通运输产业行业研究:寻找业绩确定增长,等待周期边际改善",国金证券
1156,2019-01-02,去年北上资金净买入近3000亿 年末逆市增持金融股,证券时报
1157,2019-01-02,"交通运输行业周报:长期看好航空观点不变,防守可关注大秦、广深",光大证券
1158,2019-01-01,跨年夜，1241只A股股票“喜提”标普道琼斯指数,每日经济新闻
1159,2018-12-28,长源电力：即将起飞的二线火电龙头，后蒙华时代最受益的电力公司,微信
1160,2018-12-28,交通运输：铁路改革将进入关键之年 荐4股,和讯
1161,2018-12-28,铁总的2019：推进股份制，成为下一个联通？,华夏时报
1162,2018-12-28,基建补短板措施有望再发力 六股现上车良机,中证报
1163,2018-12-27,【招商交运|深度报告】大基建报告之高速篇：利率搭台，政策唱戏,招商交运
1164,2018-12-27,【每日晨报】策略丁文 银河证券晨报—20181227,中国银河证券研究
1165,2018-12-26,今日两市超大账户抢筹的50只个股,证券之星
1166,2018-12-25,如果你有1000亿，你会用它来买一条铁路吗？,阿尔法工场
1167,2018-12-25,研如玉：A股唱响冰与火之歌，航空产业链四股将逆风翻盘,腾讯网
1168,2018-12-25,热点追踪：半导体设备行业景气提升，关注半导体受益板块,国元财富管理
1169,2018-12-25,田渭东：耐心持股少折腾 等待多头反击长阳,开源证券
1170,2018-12-25,巨丰早参：国常会表示将加快民企上市和再融资审核,巨丰财经
1171,2018-12-25,巨丰热点前瞻：外围大跌或引发A股短期情绪面调整,巨丰财经
1172,2018-12-24,物流枢纽加快布局建设，铁路货运迎增长机遇,Wind
1173,2018-12-24,物流枢纽加快布局建设 铁路货运迎增长机遇,e公司
1174,2018-12-24,春秋航空：两单两高两低模式领跑低成本航空,股市动态分析
1175,2018-12-24,热点追踪：视觉技术获突破，关注视觉技术受益板块,国元财富管理
1176,2018-12-24,经济会议解读出炉，A股7大投资机会曝光！（附股）,中财网
1177,2018-12-21,中央经济工作会议举行 关注这些投资机会（股）,金融界
1178,2018-12-20,平安证券2019年度猜新/猜心系列报告之交通运输行业十大猜想,平安证券
1179,2018-12-19,大秦铁路以17.47亿元收购唐港公司19.73%股权,中金在线
1180,2018-12-19,"交通运输产业行业研究:快递竞争料加剧,高基数影响航空客座率",国金证券
1181,2018-12-19,"交通运输行业周报:航空客座率走低,11月快递业务量同比增长24.4%",平安证券
1182,2018-12-18,中铁总资产证券化再提速 靠“火车拉汽车”的中铁特货明年IPO,每日经济新闻
1183,2018-12-18,大秦铁路：布局完善铁路运输生态体系 推荐评级,和讯
1184,2018-12-18,中铁系IPO提速！京沪高铁之后 中铁特运也要IPO了！,国际金融报
1185,2018-12-18,【山证山西】山西经济研究（2018.12.10-2018.12.16）——《2019年山西省电力直接交易工作方案》下发,山西证券研究所
1186,2018-12-18,逾42亿3笔收购 大秦铁路加码主业,时代周报
1187,2018-12-16,政策频出定调跨年行情 10只股票被券商集中推荐,投资者报
1188,2018-12-13,"交运行业周报:铁路改革继续深化,铁总更名促大秦股权运作",正点财经
1189,2018-12-13,热点追踪：新能源汽车景气提升，关注受益板块,国元财富管理
1190,2018-12-13,23股获券商买入评级 中国化学目标涨幅达57.62%,Wind
1191,2018-12-13,财闻点金：国常会部署加快推进农业机械化,巨丰财经
1192,2018-12-13,年内1843家公司涉并购重组 机构推荐14只相关概念股,证券日报
1193,2018-12-12,交通运输：铁总更名的背后 荐5股,和讯
1194,2018-12-12,24股获券商买入评级 一心堂目标涨幅达97.89%,Wind
1195,2018-12-12,30股获机构买入评级超3次 6股年报业绩预计翻倍,证券时报
1196,2018-12-11,"大秦铁路:11月日均运量128万吨,高需求如期延续",申万宏源
1197,2018-12-11,"大秦铁路:11月运量重回高位,全年运量将破记录",东北证券
1198,2018-12-10,【天风煤炭20181210】11月中国煤炭进口量为1915.3万吨，环比下降17%,煤炭鑫观点
1199,2018-12-10,12月10日上市公司晚间公告速递,新浪
1200,2018-12-10,大秦铁路整体收购中国铁路太原通信段,中金在线
1201,2018-12-10,大秦铁路：1-11月大秦线累计货物运输量同比增长4.78%,Wind
1202,2018-12-10,大秦铁路：11月大秦线货物运输量同比增长12%,e公司
1203,2018-12-10,大秦铁路收购太原铁路局旗下两资产 斥20亿元参与蒙华铁路募资,证券日报
1204,2018-12-10,大秦铁路股票行情:例行检修影响10月运量 运输结构调整,南方财富网
1205,2018-12-10,"大秦铁路:拟完成三项收购事项,增厚利润同时促进业务发展",申万宏源
1206,2018-12-10,"交通运输行业周报:铁总更名获准,大秦参与蒙华铁路资本金募集",平安证券
1207,2018-12-10,"大秦铁路:入股唐港铁路,巩固煤运龙头地位",东北证券
1208,2018-12-09,【长江交运】大秦铁路：多项股权收购落地，完善煤运资产布局,长江交运
1209,2018-12-08,北上资金连续两周百亿净买入 金融地产频获加仓,证券时报
1210,2018-12-07,大秦铁路：拟出资不超过20亿元参与蒙西华中铁路公司资本金募集,Wind
1211,2018-12-07,A股国际化步伐再加速，逾七成MSCI成份股受机构青睐,证券日报
1212,2018-12-06,富时中国A50指数将纳入宁德时代和中国铁建,Wind
1213,2018-12-04,"交通运输行业周报:中美贸易协商卓有成效,或利好油运板块",平安证券
1214,2018-12-03,11月平均维保比例改善 反弹窗口继续打开,投资快报
1215,2018-11-29,【晨会纪要】策略丁文 银河证券晨会纪要—20181129,中国银河证券研究
1216,2018-11-29,加仓金融白酒，北上资金持续净流入,中证报
1217,2018-11-26,"交通运输行业周报:拼多多高速增长,京东入局快运",平安证券
1218,2018-11-23,【晨会纪要】策略丁文 银河证券晨会纪要—20181123,中国银河证券研究
1219,2018-11-22,【晨会纪要】策略丁文 银河证券晨会纪要—20181122,中国银河证券研究
1220,2018-11-21,【晨会纪要】策略丁文 银河证券晨会纪要—20181121,中国银河证券研究
1221,2018-11-21,"2019年交通运输行业投资策略:油运价升业绩搏弹性,铁路公路股息求防守",申万宏源
1222,2018-11-20,【晨会纪要】策略丁文 银河证券晨会纪要—20181120,中国银河证券研究
1223,2018-11-20,巨丰原创：题材落幕后的机会在哪里,巨丰财经
1224,2018-11-20,"交运行业:铁路客货运量稳增长,铁路改革继续推进",联讯证券
1225,2018-11-19,"交通运输行业周报:中通继续高歌猛进,南航退出天合联盟",平安证券
1226,2018-11-16,【晨会纪要】策略丁文 银河证券晨会纪要—20181116,中国银河证券研究
1227,2018-11-15,【公司点评】交通刘兰程 大秦铁路（601006）例行检修影响10月运量，运输结构调整确保中长期运量高位运行,中国银河证券研究
1228,2018-11-15,【晨会纪要】策略丁文 银河证券晨会纪要—20181115,中国银河证券研究
1229,2018-11-15,24股获券商买入评级：宝钢股份目标涨幅达67.43%,Wind
1230,2018-11-14,大秦铁路：运输结构调整确保中长期运量高位运行 推荐评级,银河证券
1231,2018-11-13,【晨会纪要】策略丁文 银河证券晨会纪要—20181113,中国银河证券研究
1232,2018-11-13,“双十一”助力股价拉升—— 冷链物流行业迎来发展契机,大众证券报
1233,2018-11-13,23股获券商买入评级：三钢闽光目标涨幅达65.23%,Wind
1234,2018-11-13,"大秦铁路:检修错期,10月运量符合预期",东北证券
1235,2018-11-12,交运行业：国际油价持续回落快递迎双11高峰,东北证券
1236,2018-11-12,申万宏源：大秦铁路买入评级,申万宏源
1237,2018-11-11,“国家队”偏爱银行股 中小创个股大调仓,红周刊
1238,2018-11-08,470公司前十大流通股东中机构扎堆,中财网
1239,2018-11-06,交运行业航空业绩承压 快递、铁路相对稳健,投资快报
1240,2018-11-02,大秦铁路前三季度净利121.34亿元同比增长7.98%,中国煤炭资源网
1241,2018-11-02,九大重点领域补短板 逾3亿元资金抢筹10只基建股,证券日报
1242,2018-11-02,"大秦铁路:运量高位运行有保障,成本短期仍承压",国金证券
1243,2018-11-01,【每月金股】银河研究 2018.11,中国银河证券研究
1244,2018-10-31,五大救市基金“清盘”的股票去哪儿了？“国家队”最新持股路线曝光 基金清算,21世纪经济报道
1245,2018-10-31,五大救市基金清盘的股去哪儿了?国家队最新持股路线 基金清算,21世纪经济报道
1246,2018-10-31,内蒙古动力煤：市场偏稳运行 港口煤价延续弱势,中国能源网china5e
1247,2018-10-30,大秦铁路：前三季度净利121亿元 同比增7.98%,证券时报网
1248,2018-10-30,大秦铁路：前三季度净利润同比增7.98%,Wind
1249,2018-10-30,工商银行前三季度净利2396亿 多家公司公布业绩-更新中,中财网
1250,2018-10-30,【晨会纪要】策略丁文 银河证券晨会纪要—20181030,中国银河证券研究
1251,2018-10-30,一只股票引发的震荡！机构集中抛售白酒股，白马股受挫系调仓？,Wind
1252,2018-10-29,交通运输：航空新时刻反映供给侧改革推进 荐2股,申万宏源
1253,2018-10-29,"大秦铁路:大秦运输跳出下游需求周期,未来维持需求旺盛状态",申万宏源
1254,2018-10-24,上证50成分股突遇抛售压力 北向资金逢高减仓多白马股,每日经济新闻
1255,2018-10-22,交通运输：推荐业绩稳健高股息大秦铁路防守 荐3股,申万宏源
1256,2018-10-18,本周国内炼焦煤价格以上涨为主,煤炭市场网
1257,2018-10-18,【晨会纪要】策略丁文 银河证券晨会纪要—20181018,中国银河证券研究
1258,2018-10-18,9月份大秦线煤炭运输量较8月份增加40万吨,电力新闻网
1259,2018-10-17,"交运一周天地汇:再次强调关注油运行情启动,同时关注快递双十一价格调整",申万宏源
1260,2018-10-16,[推荐评级]交通运输行业周报：双十一渐行渐近 中通率先再次调价,中财网
1261,2018-10-15,煤炭行业周报：9月煤炭进口同比、环比减弱;短期供应仍然偏紧,中财网
1262,2018-10-12,内蒙古动力煤市场：坑口销售火热 港口煤价继续上涨,我的钢铁
1263,2018-10-11,东北证券：大秦铁路买入评级,东北证券
1264,2018-10-11,【晨会纪要】策略丁文 银河证券晨会纪要—20181011,中国银河证券研究
1265,2018-10-11,55股获券商买入评级 万科A目标涨幅达106.90%,Wind
1266,2018-10-11,【大秦铁路（601006）】日运量重回126万吨，秦港限产影响有限,中信证券研究
1267,2018-10-10,大秦铁路：历经风波运量仍处高位 煤炭供需延续紧平衡,东北证券
1268,2018-10-09,北上资金3季度买卖A股名单来了：白马股被弃，这一概念大获青睐！,每日经济新闻
1269,2018-10-09,10月10日或影响股价的重要公告,中证网
1270,2018-10-09,大秦铁路：前三季度累计完成货物运输量33954万吨，同比增长5.38%,Wind
1271,2018-10-09,大秦铁路：1-9月大秦线累计完成货物运输量3.4亿吨 同比增长5.38%,e公司
1272,2018-10-01,大秦铁路股票怎么样：运量持续增长，业绩平稳提升,中泰证券
1273,2018-09-29,融资客斥资近70亿元净买入189只标的股机构扎堆看好7只三季报预喜股,顶尖财经网
1274,2018-09-29,九月沪指上涨3.53% 三路资金辗转腾挪欲搏金秋行情,证券日报
1275,2018-09-28,银河证券：震荡为主 优选个股,银河证券
1276,2018-09-28,【晨会纪要】策略丁文 银河证券晨会纪要—20180928,中国银河证券研究
1277,2018-09-26,财融汇·早间必读 | 20180925,财通证券融资融券部
1278,2018-09-26,大秦线检修临近拉动需求反弹,中国煤炭资源网
1279,2018-09-25,交运行业：促消费稳基建 航空铁路迎阶段反弹,东北证券
1280,2018-09-25,交运周报：中通、韵达宣布涨价或引发快递板块旺季行情,顶尖财经网
1281,2018-09-25,【数据揭秘】09月21日 融资客最看好的前20只个股,每日经济新闻
1282,2018-09-25,大秦铁路：9月21日融资余额为13.78亿元，较前一日骤增6.07%,Wind资讯
1283,2018-09-23,A股主力资金现积极变化 权重股吸金效应显著,股城网
1284,2018-09-23,节后股市三大看点 8只个股有望突破大涨,中财网
1285,2018-09-22,沪指周涨4.32%、港元创15年来最大涨幅，接下来怎么走？,Wind
1286,2018-09-22,全周罕见净流入超百亿元 招商蛇口2日累涨逾5%！下周留意这只锂电池概念股,火山财富
1287,2018-09-21,北上资金加仓助贵州茅台重返700元,大众证券报
1288,2018-09-21,权重股集体发力 沪指放量逼近2800点,中证网
1289,2018-09-21,【超级大单】 09月21日 3只个股特大单净流入超亿元,每日经济新闻
1290,2018-09-21,09月21日 主力资金抢筹最积极的前10股（附名单）,每日经济新闻
1291,2018-09-21,CFi收盘揭秘:一口号竟引爆A股大涨 吃饭行情来了？,中财网
1292,2018-09-21,今日两市主力开始撤退的50只个股,证券之星
1293,2018-09-21,【晨会纪要】策略丁文 银河证券晨会纪要—20180921,中国银河证券研究
1294,2018-09-21,大秦铁路：煤炭港口或南移 短期扰动大秦线,中信证券
1295,2018-09-21,东海晨报摘要(20180921),东海通财富
1296,2018-09-21,【信达看盘】2018.9.21,信达证券上海
1297,2018-09-20,【超级大单】 09月20日 2只个股特大单净流入超亿元,每日经济新闻
1298,2018-09-20,【晨会纪要】策略丁文 银河证券晨会纪要—20180920,中国银河证券研究
1299,2018-09-20,东海晨报摘要(20180920),微信
1300,2018-09-20,反弹目标出现 中国铁建放量再创1个多月新高！明日留意这只房地产股,火山财富
