,2021-12-31,路演互动丨隆基股份1月4日可转债发行网上路演,全景网
4352,2021-03-02,广发证券：光伏上游市场供应持续紧张 龙头企业优势凸显,证券时报网
4353,2021-03-01,汉钟精机(002158)首次覆盖报告：被低估的真空泵龙头 增量和存量业务共振成长,新浪
4354,2021-03-01,保利协鑫战略聚焦硅料市场 联手上机数控扩建内蒙30万吨颗粒硅产能,e公司
4355,2021-03-01,涨价反映需求旺盛，高景气将加剧大分化：评春节过后光伏产业链价格跳涨 | 兴业电新·深度（朱玥、王吉颖）,兴业电新
4356,2021-03-01,抱团股大反攻，3月券商十大金股出炉！,证券之星
4357,2021-03-01,兴业证券：2月金股组合亏损1.32% 3月荐股名单出炉 亏损,新浪
4358,2021-03-01,2月金股组合盈利0.68% 3月荐股名单出炉,新浪
4359,2021-03-01,A股主力资金流向（3月1日）：近40亿资金重新杀入材料行业,Wind
4360,2021-03-01,顺周期关注度提升，机构称3月基本面修复趋势延续,Wind
4361,2021-03-01,中银证券3月金股出炉 兴业银行、中国太保等个股上榜,证券日报网
4362,2021-03-01,碳中和系列点评之一：加快建立健全绿色低碳循环发展经济体系 全面攻坚碳中和,新浪
4363,2021-03-01,抱团股大反攻！ 3200只A股飘红，券商一哥却跌8%,Wind
4364,2021-03-01,A股午盘综述：上证指数涨0.52%、创业板指涨1.87%，题材股炒作卷土重来,Wind
4365,2021-03-01,中银证券研究部2021年3月金股组合,新浪
4366,2021-03-01,隆基股份(601012.SH)大涨超6% 3月起隆基单晶硅片报价全面上调,格隆汇
4367,2021-03-01,申港证券--电气设备行业周报：硅片提价减薄对冲上游硅料涨价【行业研究】,金融界股吧
4368,2021-03-01,光伏板块反弹，上机数控、赛伍技术、珈伟新能、隆基股份领涨,Wind
4369,2021-03-01,基金重仓股普遍回暖，宁德时代涨超5%,Wind
4370,2021-03-01,下一个隆基股份？宝峰国际(01121)近期公告解读,智通财经
4371,2021-03-01,融资客青睐6股，江苏吴中买入占比高达37.39%,Wind
4372,2021-03-01,A股融资融券日报：两融余额减少103.02亿元（2月26日）,Wind
4373,2021-03-01,电新行业周报：光伏产业链涨价 电车销量同比高增长有望持续,新浪
4374,2021-03-01,浙商机械 邱世梁||王华君【上机数控】与协鑫合建30万吨颗粒硅项目，战略意义重大！,高端装备制造及材料
4375,2021-02-28,收藏：10大券商3月金股出炉！从100只金股再次聚焦10只重点股！,搜狐
4376,2021-02-28,14位明星基金经理牛年业绩盘点:谁扛住市场暴跌 谁被重仓股放倒？,21金融圈
4377,2021-02-28,隆基股份(601012.SH)：“隆20转债”可能满足赎回条件,格隆汇
4378,2021-02-28,电力设备新能源周观察：行业景气持续向上 坚持基本面绩优标的,新浪
4379,2021-02-28,顶尖投资人“擒牛”复盘：买定离手，熬住寂寞,Wind
4380,2021-02-28,中银早刊-20210302,中银证券研究
4381,2021-02-28,「财富周评榜」光伏股集体下挫：“三剑客”市值齐下滑隆基跌破4000亿，“阳光上机锦浪香”风光不再 连续下跌,华夏时报
4382,2021-02-27,浙商机械 邱世梁||王华君【上机数控】光伏硅片再次涨价超预期！利好具核心竞争力的硅片龙头,高端装备制造及材料
4383,2021-02-27,“你的基金还好吗？” 14位明星基金经理：谁扛住了暴跌？,21世纪经济报道
4384,2021-02-27,陕西煤业(601225)公司点评：税率提升影响公司净利 看好一季度业绩超预期,新浪
4385,2021-02-27,“冰火两重天”的14位明星基金经理:谁扛住了市场暴跌逆市翻红？谁被重仓股放倒？,21世纪经济报道
4386,2021-02-27,高瓴要套现这家零食巨头，投资3年多浮盈超22亿！,证券时报
4387,2021-02-27,隆基股份再次上调硅片价格，供需紧张局面料延续,Wind
4388,2021-02-27,隆基股份再次上调硅片价格 供需紧张局面料延续,中证报
4389,2021-02-27,“拥硅为王”再现？ 光伏掀起多晶硅争夺战,新浪
4390,2021-02-26,晚间要闻2021年2月26日星期五,Wind
4391,2021-02-26,新能源“十四五”关键词：高比例发展与新模式探索,经济观察网
4392,2021-02-26,隆基股份上调3月硅片报价的传闻坐实,第一财经
4393,2021-02-26,隆基、中环轮番调高硅片报价，薄片化趋势有望加速来临,Wind
4394,2021-02-26,能源快讯 | 隆基股份年内二度宣布硅片提价！3类单晶硅产品均涨9%！,财经网
4395,2021-02-26,北向资金今日净卖出56.32亿元，五粮液、贵州茅台持续遭抛售,Wind
4396,2021-02-26,隆基股份单晶硅片二次调价,中证网
4397,2021-02-26,隆基股份：为全资子公司隆基乐叶、宝鸡隆核提供37.75亿元担保 大额借贷担保,每日经济新闻
4398,2021-02-26,硅料疯涨！均价突破10万元/吨 新一轮涨价潮来了？,21世纪经济报道
4399,2021-02-26,清仓阿里、蔚来，押宝拼多多、比亚迪，这次要跟高瓴“抄作业”吗？,财经网
4400,2021-02-26,东北证券--电气设备行业：硅料紧缺迎涨价潮，硅片价格再上调【行业研究】,金融界股吧
4401,2021-02-26,金博股份2020年度业绩亮眼：净利润约1.69亿元，同比增长117.03%,经济网
4402,2021-02-26,陕西煤业(601225)2020年业绩快报点评：所得税因素影响短暂 2021年有望量价双升,新浪
4403,2021-02-26,陕西煤业(601225)：2020年权益利润增长19.8% 2021年公司看点将包括售价、产量、所得税调整等,新浪
4404,2021-02-26,A股融资融券日报：两融余额增加2.95亿元（2月25日）,Wind
4405,2021-02-26,行业观察|光伏产业大规模扩产致硅料价格超预期大涨 业内人士称：价格上涨或难持续,财联社
4406,2021-02-26,机构调仓大起底！一些白马股仍在被买入（名单）,证券时报网
4407,2021-02-26,北向资金小幅净卖出 抛售抱团股增持地产股,21世纪经济报道
4408,2021-02-26,张坤等明星基金一周回撤超10%，机构边跌边调寻求同盟,21世纪经济报道
4409,2021-02-26,615家上市公司买理财，大手笔投向结构性存款,Wind
4410,2021-02-25,行业观察|光伏组件商2020年出货量大涨过剩危机中龙头企业“结盟”抢市场,科创板日报
4411,2021-02-25,金博股份(688598)：大尺寸碳碳材料产能加速扩张 产销规模进一步提升,新浪
4412,2021-02-25,金融街下午茶2021年2月25日星期四,Wind
4413,2021-02-25,北向资金今日净流出7亿元，净买入宁德时代14.29亿元,第一财经
4414,2021-02-25,北向资金今日净卖出7.32亿元，万科A逆市获大举净买入逾10亿元,Wind
4415,2021-02-25,并购优塾--光伏行业隆基股份VS通威股份：光伏产业链上下游，产能供需缺口梳理【行业研究】,金融界股吧
4416,2021-02-25,有公募早已减仓，52只千亿股年内换手率超50%,21世纪经济报道
4417,2021-02-25,A股融资融券日报：两融余额减少10.38亿元（2月24日）,Wind
4418,2021-02-25,又跌上热搜！“抱团”股遭惨烈团灭！ 是走还是留？,21世纪经济报道
4419,2021-02-25,明星基金跌幅惨重，谢治宇、曹名长、朱少醒已出手,中证报
4420,2021-02-24,谁在逃离抱团股？53只千亿市值股年内换手率超50% 已有公募四季度减仓 其他违规处罚,21世纪经济报道
4421,2021-02-24,龙头之争再起，中环股份“组合拳”挑战光伏龙头,Ofweek
4422,2021-02-24,隆基股份对其子公司全资控股,Ofweek
4423,2021-02-24,A股主力资金流向（2月24日）：材料行业两日净流出超300亿,Wind
4424,2021-02-24,13股主力资金净流入超亿元,证券时报网
4425,2021-02-24,基于DDM模型的流动性传导机制：水往何处流 通向股市之路,新浪
4426,2021-02-24,宁德时代、比亚迪、隆基股份收窄跌幅，主力净流出金额仍居两市前列,Wind
4427,2021-02-24,隆基股份、片仔癀、紫金矿业、天齐锂业、恒力石化等明星股均跌超8%,Wind
4428,2021-02-24,今日上市ETF | 光伏ETF又上一只，首只跟踪沪港深300指数的也来了！重仓通威股份、贵州茅台,每日经济新闻
4429,2021-02-24,A股午盘综述：上证指数下滑1.55%再失3600，抱团明星股再现集体杀跌场景,Wind
4430,2021-02-24,宁德时代、中免、隆基、爱尔眼科、荣盛石化、片仔癀等明星股集体大跌,Wind
4431,2021-02-24,通威、大全、新特、协鑫、亚洲硅业，2021主要硅料生产企业长单签订及供应情况,集邦新能源网
4432,2021-02-24,电力电气设备、公用事业行业：清洁电气化助力绿色低碳循环发展经济体系,新浪
4433,2021-02-24,A股融资融券日报：两融余额减少8.57亿元（2月23日）,Wind
4434,2021-02-23,两股东退出，隆基股份全资控股丽江隆基硅材料有限公司,企查查
4435,2021-02-23,2020年中国半导体硅片行业市场现状与竞争格局分析 国内对外依存度超90%【组图】,前瞻研究院
4436,2021-02-23,光伏板块拉升，隆基股份、通威股份、阳光电源普涨,Wind
4437,2021-02-23,熟悉的风格又回来了，2600股下跌，龙头股回升,中证报
4438,2021-02-23,抱团股稳了：茅台1000亿反攻！银行保险发力大涨,中国基金报
4439,2021-02-23,获高瓴2亿美元增资：比亚迪仍有“焦虑”,21世纪经济报道
4440,2021-02-23,A股融资融券日报：两融余额增加99.09亿元（2月22日）,Wind
4441,2021-02-23,中小市值股狂欢潮：顺周期板块领涨，千份业绩预告揭示反弹方向,Wind
4442,2021-02-22,电力设备及新能源行业周报：硅料持续供不应求 价格延续强势表现,新浪
4443,2021-02-22,隆基股份跌近7% 长江证券开源证券唱多后遭遇连跌 连续下跌,中国经济网
4444,2021-02-22,隆基股份公开“一种太阳能电池、太阳能电池的制备方法和光伏组件”专利,企查查
4445,2021-02-22,2021年建设项目陆续出炉，大基建再起波澜,Wind
4446,2021-02-22,光伏内卷，高景气时代的江湖纷争,36氪
4447,2021-02-22,安信证券--电力设备行业：电动车开年延续高增，碳中和部署如火如荼【行业研究】,金融界股吧
4448,2021-02-22,“十四五”风电光伏装机规划点评系列：浙江省“十四五”大力推进“光伏+”及海上风电建设,新浪
4449,2021-02-22,华安研究行业周观点集萃,华安证券
4450,2021-02-22,【行情】光伏板块持续走弱，阳光电源大跌10%，锦浪科技跌5%，中信博、隆基股份、捷佳伟创等走弱 连续下跌,金十数据
4451,2021-02-22,电力设备新能源行业周报：1月新能车销量高增 光伏需求持续提升,新浪
4452,2021-02-22,电气设备行业周报：重新布局景气度较好环节和公司,新浪
4453,2021-02-22,龙头硅片提价同时减薄 供应链或开启一轮洗牌,集邦新能源网
4454,2021-02-22,申港证券--电气设备行业周报：中欧新能源车销量1月景气迎来开门红【行业研究】,金融界股吧
4455,2021-02-22,A股融资融券日报：两融余额增加72.52亿元（2月19日）,Wind
4456,2021-02-22,市场有了新方向？中央一号文件发布，明星基金调仓,Wind
4457,2021-02-22,硅料涨价效应被放大，平衡机制作用下供需维持“紧平衡”,Wind
4458,2021-02-22,爆款新基金积极建仓，主攻顺周期方向,Wind
4459,2021-02-21,爆款新基金出手了！,中国基金报
4460,2021-02-21,电气设备行业周报：特斯拉再度降价 美国重返《巴黎协定》,新浪
4461,2021-02-21,浙商机械 邱世梁||王华君【上机数控】单晶硅再扩产；预计2021年出货量同比增长超3倍,高端装备制造及材料
4462,2021-02-21,抱团股开年巨震，顶流基金经理火速调仓！,中国基金报
4463,2021-02-20,新华中证环保产业：聚焦新能源产业链 老指数焕发新优势,新浪
4464,2021-02-20,上机数控(603185)：单晶硅再扩产；预计2021 年出货量同比增长超3倍,新浪
4465,2021-02-20,「财富周评榜」光伏股牛年开市跌多涨少：隆基阳光市值缩水超百亿，爱旭股价“闪崩”跌幅最大 连续下跌,华夏时报
4466,2021-02-20,ESG系列2：“碳中和”的投资机会,新浪
4467,2021-02-20,A股“核心资产”下跌，一场有征兆的风险逻辑争执,21世纪经济报道
4468,2021-02-20,甘肃张掖山丹县供电公司：新年开复工，“犇”向新征程,中国能源网china5e
4469,2021-02-19,我比较关注的三位兴全旗下基金经理,新浪
4470,2021-02-19,高瓴资产持仓股 | 2020Q4,新浪
4471,2021-02-19,“抱团松动”杀伤力扩散！机构慌了？,中证报
4472,2021-02-19,新基金不抱团？他们开始挖掘“非主流品种”,上证报
4473,2021-02-19,隆基股份今日大宗交易成交17.82万股，成交价117.0元溢价0.0%,Wind
4474,2021-02-19,北向资金今日净买入95.53亿元，美的集团净买入额创历史新高,Wind
4475,2021-02-19,2月19日晚间重要行业研究汇总(附股),中金在线
4476,2021-02-19,延长石油与大唐陕西、隆基股份签署战略合作框架协议,北极星电力
4477,2021-02-19,资金大调仓！狂抛消费股，外资集体转投这个方向,上证报
4478,2021-02-19,金融产品交易量跟踪报告,新浪
4479,2021-02-19,新能源产业链核心公司双周观察,云掌财经
4480,2021-02-19,A股融资融券日报：两融余额增加250.86亿元（2月18日）,Wind
4481,2021-02-19,上市公司理财持续降温，结构性存款仍受追捧,Wind
4482,2021-02-18,高瓴拟2亿美元参与比亚迪H股定增，相关事项有诸多疑惑待解,第一财经
4483,2021-02-18,光伏板块崛起，隆基股份涨超2%刷新历史新高,Wind
4484,2021-02-18,伟大的变化——光伏行业的能级跃迁,雪球
4485,2021-02-18,再谈光伏的投资逻辑：成本大降80%带来爆发增长,索比光伏网
4486,2021-02-18,A股融资融券日报：两融余额减少208.35亿元（2月11日）,Wind
4487,2021-02-18,2020主要上市光伏企业业绩预告排行,中国有色
4488,2021-02-18,今年光伏企业共签逾207亿元硅料长单,TechWeb
4489,2021-02-18,订单暴涨、企业扩产、原材料供不应求，这些高景气行业春节都在加班,Wind
4490,2021-02-17,浙商机械 邱世梁||王华君【上机数控】复盘与展望：上涨三部曲——做出产品、做好产品、做好业绩！,高端装备制造及材料
4491,2021-02-15,高瓴持仓股大曝光，悄悄重仓3大板块，A股最新持仓全名单出炉,证券时报
4492,2021-02-15,高瓴持仓股曝光，最牛股赚超68亿，清仓多只热门新能源股，A股持仓全名单出炉,搜狐
4493,2021-02-15,高瓴持仓股大曝光:清仓多只热门新能源股 悄悄重仓3大板块,新浪
4494,2021-02-14,情人节来了，基金圈“夫妻档”哪家强,上证报
4495,2021-02-13,【牛年最牛行业之：光伏】碳中和成中长期利好，还能追涨吗？3大维度寻找最佳机会！,每日经济新闻
4496,2021-02-13,西咸新区为现代产业发展注入实力“硬核”,西部网
4497,2021-02-12,董事长、总裁出镜！隆基股份 、京东方、蒙牛等公司拜大年,中证报
4498,2021-02-12,行业“茅”，6成2021股价大涨，4成2020股价翻番,网易
4499,2021-02-11,浙商机械 邱世梁||王华君【上机数控】30亿定增完成；被纳入MSCI指数,高端装备制造及材料
4500,2021-02-10,北上资金本周抢筹股名单,证券时报网
4501,2021-02-10,光伏股鼠年飘红收官：隆基通威市值大涨“甩同行”，林洋能源实控人被留置股价仍回涨11.56%,华夏时报
4502,2021-02-10,光伏龙头二股东转让股权才过完户 高瓴已赚百亿,网易
4503,2021-02-10,点评|金晶科技(600586)：定增加码3条压花大线，战略转型加速【华西建材建筑戚舒扬团队】20210210,华西工匠
4504,2021-02-10,光伏产业爆发式增长的顶层逻辑,财华社
4505,2021-02-10,光伏板块发力，阳光电源大涨7%,Wind
4506,2021-02-10,隆基股份等29股获北向资金增持额超亿元,证券时报网
4507,2021-02-10,A股融资融券日报：两融余额增加34.45亿元（2月9日）,Wind
4508,2021-02-10,买酒买车！北向资金再度加仓26亿，已连续8日进场扫货（附重仓股名单）,21世纪经济报道
4509,2021-02-10,47股获券商买入评级 中京电子目标涨幅达142.11%,Wind
4510,2021-02-09,金晶科技拟非公开发行募资14亿元 加码光伏玻璃产能,上证报
4511,2021-02-09,北向资金今日净流入26.24亿元 大幅净买入隆基股份7.19亿元,中金在线
4512,2021-02-09,北向资金 | 合计净流入26.24亿元，隆基股份、五粮液、立讯精密、中国中免净买入额居前,上游新闻
4513,2021-02-09,北向资金丨隆基股份今日获净买入超7亿元,第一财经
4514,2021-02-09,北向资金今日净流入26亿元，净卖出贵州茅台4.39亿元,第一财经
4515,2021-02-09,北上资金净买入隆基股份7.19亿,格隆汇
4516,2021-02-09,北向资金今日净买入26.24亿元，贵州茅台遭净卖出逾4亿元,Wind
4517,2021-02-09,临近春节也要买买买，隆基股份再签超百亿合同,Ofweek
4518,2021-02-09,特变电工拟投建年产20万吨多晶硅料项目 下半年行业或再现供不应求,e公司
4519,2021-02-09,金融产品交易量跟踪报告,新浪
4520,2021-02-09,电力设备与新能源行业周观点：硅片价格上调 欧洲新能源汽车销量创新高,新浪
4521,2021-02-09,暗战开幕！光伏巨头争夺重要原料，大尺寸硅片相继涨价,上证报
4522,2021-02-09,隆基股份：公司具备生产210硅片的能力,Wind
4523,2021-02-09,需求强劲支撑光伏硅片涨价，随行就市中价格居高难降,财联社
4524,2021-02-09,【盘前热点】今日重点关注“光伏”“车联网”“移动支付”等热点！,云掌财经
4525,2021-02-09,东方日升33亿元可转债终止上市疑云,中国经营报
4526,2021-02-09,国金证券给予隆基股份买入评级，持续扫货硅料玻璃，供应链优势进一步巩固,每日经济新闻
4527,2021-02-09,银河证券每日晨报,新浪
4528,2021-02-09,隆基股份(601012)签订重大采购合同点评：持续扫货硅料玻璃 供应链优势进一步巩固,国金证券股份有限公司
4529,2021-02-09,上机数控(603185)复盘与展望：上涨三部曲-做出产品、做好产品、做好业绩！,新浪
4530,2021-02-09,龙头股隆基股份再签百亿采购大单，光伏原料兴起“抢购”热潮？,资本邦
4531,2021-02-09,5000亿市值可期 隆基产业链上的“缺口”,世纪新能源
4532,2021-02-09,A股融资融券日报：两融余额减少23.79亿元（2月8日）,Wind
4533,2021-02-09,券商晨会观点速递,第一财经
4534,2021-02-09,隆基股份(601012)：硅料长单延伸海外 尽显龙头远见,新浪
4535,2021-02-09,上市公司正负面新闻2021年2月9日星期二,Wind
4536,2021-02-09,福莱特再获隆基股份百亿订单,上证报
4537,2021-02-09,热门品种高位分化，机构呼吁冷静看待“抱团”现象,Wind
4538,2021-02-09,与隆基股份首签16亿元光伏玻璃大单 金晶科技转型迈出重要一步,证券日报
4539,2021-02-09,隆基股份追加百亿订单 光伏原料抢购潮涨,北京商报
4540,2021-02-08,今天2000只个股上涨，抱团股即将土崩瓦解？,上证报
4541,2021-02-08,隆基股份再斥百亿“争抢”光伏材料：168亿元采购硅料、光伏玻璃,21世纪经济报道
4542,2021-02-08,晚间重要公告2021年2月8日星期一,Wind
4543,2021-02-08,光伏巨头隆基股份到国外买硅料 光伏最上游扩产潮来了,每日经济新闻
4544,2021-02-08,两月内浮盈近百亿，高瓴资本联手隆基股份无惧周期,Ofweek
4545,2021-02-08,"隆基股份现1笔大宗交易 共成交1,948.54万元",新浪
4546,2021-02-08,隆基股份今日大宗交易成交17万股，成交价114.62元溢价2.16%,Wind
4547,2021-02-08,原料涨价致东方日升预亏，33亿可转债“泡汤”，同行业绩如何？,云掌财经
4548,2021-02-08,隆基股份：股东股份转让对公司没有影响丨公司问答 减持股份,第一财经
4549,2021-02-08,隆基股份(601012.SH)追加采购福莱特光伏玻璃 预估金额达104亿元,智通财经
4550,2021-02-08,隆基股份：公司及子公司与OCIM签订三年期多晶硅料63.6亿采购合同,新浪
4551,2021-02-08,隆基股份(601012.SH)拟采购7.77万吨多晶硅料 预估金额达63.6亿元,智通财经
4552,2021-02-08,隆基股份再签订2份采购合同，这家光伏龙头近半年来频签大单,第一财经
4553,2021-02-08,隆基股份(601012.SH)：追加向福莱特采购光伏玻璃数量2786万平方米,格隆汇
4554,2021-02-08,高瓴“接盘”光伏龙头 这家公司布局有多大？,新浪
4555,2021-02-08,隆基股份(601012.SH)：与OCIM签订预估约63.6亿元的三年期多晶硅料采购合同,格隆汇
4556,2021-02-08,隆基股份：签署约63.6亿元多晶硅料采购合同,e公司
4557,2021-02-08,隆基股份在2021年原协议基础上追加采购福莱特光伏玻璃，预估合同总金额104亿元,金融界
4558,2021-02-08,隆基股份：连续签订2份采购合同,Wind
4559,2021-02-08,金晶科技获得隆基股份大订单 光伏玻璃龙头地位凸现成长性确定,上证报
4560,2021-02-08,【探秘】大半硅料产能已被长单锁定 供应偏紧光伏巨头频出手,上海有色
4561,2021-02-08,明星基金重仓杀入化工行业14股 业绩高增长基金增持股名单来了,金融界
4562,2021-02-08,争抢上游资源 需求紧缺使得多晶硅价格持续上涨,中证报
4563,2021-02-08,产业长期向好 光伏龙头加紧“抢占”上游资源 这些概念股或受益丨牛熊眼,第一财经
4564,2021-02-08,电气设备行业周报：调整后是布局良机 景气度继续分化,新浪
4565,2021-02-08,2年7倍光伏龙头突曝大消息，股东“甩卖”158亿,证券时报网
4566,2021-02-08,光伏板块持续下探隆基股份跌近7%,格隆汇
4567,2021-02-08,机构：今年光伏企业共签逾207亿元硅料长单,TechWeb
4568,2021-02-08,光伏板块持续下探，锦浪科技跌15%,Wind
4569,2021-02-08,光伏行业预告独引市场“风骚”？,中国能源网china5e
4570,2021-02-08,光伏板块大幅跳水，福莱特、锦浪科技跌超8%,Wind
4571,2021-02-08,新能源市场爆发叠加碳交易启动 东旭蓝天或迎估值修复行情,金融界
4572,2021-02-08,光伏行业周报：平价项目储备充足 2021年国内装机有望新高,新浪
4573,2021-02-08,A股融资融券日报：两融余额减少113.4亿元（2月5日）,Wind
4574,2021-02-08,太意外，隔夜利率突然暴跌！节前A股还有戏？,券商中国
4575,2021-02-08,2020主要上市光伏企业业绩预告排行！,中国能源网china5e
4576,2021-02-08,岂止社保减持！更有多只千亿大牛股被抛售，什么信号 减持股份,中国基金报
4577,2021-02-08,【山证电新】行业周报（20210201-20210207）：平价项目储备充足，2021年国内装机有望新高,山西证券研究所
4578,2021-02-08,2年7倍光伏龙头突曝大消息，重要股东“甩卖”158亿！这一冷门行业火了，明星基金重仓杀入14股，业绩高增长基金增持股名单来了,证券时报
4579,2021-02-08,电力设备及新能源行业周报：关注顺周期“Α＊Β” 硅料硅片价格强势,新浪
4580,2021-02-08,原材料供应偏紧 光伏企业频签长单锁定供应,中国财富网
4581,2021-02-08,结构性存款记入“交易性金融资产”，上市公司认购热情或降温,Wind
4582,2021-02-08,东方日升发债遇阻市值蒸发120亿 核心业务占比80%难抵市场风险,长江商报
4583,2021-02-07,光伏玻璃新白马诞生！金晶科技战略合作光伏双料王隆基股份,中金在线
4584,2021-02-07,电新行业周报：硅料涨价开始向下游传导 电动车销量同比高增长,新浪
4585,2021-02-07,岂止社保减持！多只千亿大牛股狂被减持700亿，释放啥信号？ 减持股份,中国基金报
4586,2021-02-07,转债行业跟踪第28期：一周行业数据,新浪
4587,2021-02-07,金晶科技与隆基股份签订16亿元光伏玻璃合约,搜狐
4588,2021-02-07,资本大佬清仓宁波银行，获利超60亿！多只千亿大牛股被减持700亿,中国基金报
4589,2021-02-07,【方正电新丨周观点】欧洲新能车增势不减，光伏龙头上调硅片报价,申建国电新团队
4590,2021-02-07,高瓴资本获隆基股份股东李春安转让2.26亿股成5%以上股东 减持股份,资本邦
4591,2021-02-07,金晶科技：子公司宁夏金晶与“光伏一哥”隆基股份签订约16亿元采购大单,资本邦
4592,2021-02-06,「财富周评榜」光伏股涨跌互现：隆基市值增266亿阳光股价涨幅最大，东方日升股价下滑超43%,华夏时报
4593,2021-02-06,大火的光伏生意却有人不赚钱？东方日升：单纯组件厂基本都亏了 亏损,新浪
4594,2021-02-06,揭秘本周聪明钱｜白酒股“唯我不败”？闪崩大白马被各路资金重仓抄底！,每日经济新闻
4595,2021-02-06,上市公司正负面新闻2021年2月6日星期六,Wind
4596,2021-02-06,百亿级光伏项目密集上马，无序扩张苗头需警惕,Wind
4597,2021-02-06,隆基绿能科技股份有限公司,中证报
4598,2021-02-05,金晶科技签订16亿元光伏玻璃大单 占2019年营收的30.4%,上证报
4599,2021-02-05,金晶科技与隆基股份首次签订16亿元光伏玻璃大单,证券日报网
4600,2021-02-05,隆基股份股东李春安所持6%股权已过户予高瓴资本,上证报
4601,2021-02-05,光伏企业业绩预告：暴涨“暴雷”并存，隆基未达预期 盈利能力下降,Ofweek
4602,2021-02-05,中环股份(002129.SZ)单晶硅片涨价，利好隆基股份（601012.SH）？,格隆汇
4603,2021-02-05,隆基股份今日大宗交易成交26.08万股，成交价114.62元溢价0.0%,Wind
4604,2021-02-05,隆基股份(601012.SH)：高瓴资本完成受让公司6%股份,格隆汇
4605,2021-02-05,2.26亿股过户完成 高瓴资本正式成隆基股份(601012.SH)持股5%以上股东,智通财经
4606,2021-02-05,金晶科技：与隆基股份子公司签订16亿元光伏玻璃长单销售合同,e公司
4607,2021-02-05,隆基股份公告：高瓴资本受让公司6%股权事项已完成过户登记,金十数据
4608,2021-02-05,股价4天下挫41%：扣非净利预亏1.4亿 东方日升可转债中止上市 预亏,投资时报
4609,2021-02-05,各大光伏生产企业频频宣布扩产:上游占据优势地位 蚕食中下游利润,经济观察报
4610,2021-02-05,光伏产业“风光无限”背后：上下游企业“冷热不均”,经济观察网
4611,2021-02-05,"岂止社保减持！资本大佬突然清仓宁波银行，暴赚3300%，获利超60亿！更有多只千亿大牛股狂被减持700亿，释放什么信号？
减持股份",中国基金报
4612,2021-02-05,茅台直逼3万亿！各种“茅”飙新高，千亿白马跌停,中国基金报
4613,2021-02-05,光伏板块再度走强，隆基股份大涨6%,Wind
4614,2021-02-05,A股融资融券日报：两融余额减少103.37亿元（2月4日）,Wind
4615,2021-02-05,股价4个月涨8倍！“拥硅为王”时代要来了？,证券时报网
4616,2021-02-05,硅料硅片供应趋紧且需求旺盛，龙头厂家上调报价,Wind
4617,2021-02-05,"股价4个月涨超8倍！光伏龙头""抢""完玻璃""抢""硅料",证券时报
4618,2021-02-05,4500亿新基金建仓步调摸底：步调不一、难度加大,21世纪经济报道
4619,2021-02-04,海南离岛免税成绩单亮眼，数字货币又有新消息丨明日主题前瞻,第一财经
4620,2021-02-04,从十不存一到半年14倍 保利协鑫究竟是如何夺回失去的一切？,新浪
4621,2021-02-04,百元股连城数控将迎战投解禁，今日跌幅居首，战投表示仍持续看好 解禁,新三板智库
4622,2021-02-04,光伏2020年成绩单分化：隆基最赚钱 中利集团协鑫集成由盈转亏 亏损,华夏时报
4623,2021-02-04,这份4000亿光伏龙头的调研信息量有点大：看好颗粒硅、研发HJT、硅片产能可生产210尺寸,21世纪经济报道
4624,2021-02-04,"隆基股份现1笔大宗交易 共成交1,849.94万元",新浪
4625,2021-02-04,万联证券--隆基股份事项点评报告：业绩稳步增长，大幅扩产巩固龙头地位【公司研究】,金融界股吧
4626,2021-02-04,隆基股份(601012)：2021年组件业务有望全面发力,新浪
4627,2021-02-04,今日上市ETF | 首只跟踪新能源指数的ETF来了！半天成交过亿元，重仓隆基股份、宁德时代,每日经济新闻
4628,2021-02-04,开源证券--隆基股份：硅片龙头锁定硅料供应，综合竞争力凸显无疑【公司研究】,金融界股吧
4629,2021-02-04,隆基、保利协鑫联手的市场猜想：“化敌为友”或意告诫“拥硅自重者”？,时代在线
4630,2021-02-04,个股集中在顺周期板块,证券导报
4631,2021-02-04,A股策略专题主题风云系列二：碳中和下的能源革命浪潮,新浪
4632,2021-02-04,开源证券：隆基股份(601012)硅片龙头锁定硅料供应，维持“买入”评级,智通财经
4633,2021-02-04,港股异动 | 保利协鑫能源(03800)盘中涨超9% 与隆基股份、中环股份签44万吨硅料大单,智通财经
4634,2021-02-04,三家光伏巨头同一天官宣重大合同 上市公司抱团时代来临？,金陵晚报
4635,2021-02-04,隆基中环抢购400亿硅料紧缺战略物资，光伏产业头部抱团不停,21世纪经济报道
4636,2021-02-04,融资客青睐12股，海亮股份买入占比高达55.89%,Wind
4637,2021-02-04,A股融资融券日报：两融余额减少13.1亿元（2月3日）,Wind
4638,2021-02-04,隆基股份(601012)：硅料锁单比例近八成 供应链优势持续加强,新浪
4639,2021-02-04,精选层“百元股”战投解禁将至连城数控赛道景气正佳 解禁,中证报
4640,2021-02-03,隆基股份发生2笔大宗交易合计成交3815.35万元,证券时报网
4641,2021-02-03,A股共发生152宗大宗交易成交106.17亿元（2月3日）,Wind
4642,2021-02-03,大佬隔空互怼赛道，基金仓位分歧加大,上证报
4643,2021-02-03,隆基股份今日大宗交易成交35万股，成交价109.01元溢价0.17%,Wind
4644,2021-02-03,暴涨1400亿，涨幅碾压隆基股份！十倍光伏大牛股又有大动作！,中国基金报
