,2021-12-31,35股今日获机构买入评级,证券时报网
2798,2019-07-16,今天，市场有一个亮点,财富动力网
2799,2019-07-16,医药健康利好机构围猎 游资低位扫货大族激光,财富动力网
2800,2019-07-16,业绩低于预期成“白马杀手” 机构押注成长风格到来,中证报
2801,2019-07-16,郑眼看盘：经济数据稍优 股指有所转强,每日经济新闻
2802,2019-07-16,东阿阿胶“失蹄”白马股连环炸 机构抱团“核心资产”渐崩？,21世纪经济报道
2803,2019-07-15,"40万股民欲哭无泪：""药中茅台""盈利暴跌近80%，有人4倍杠杆亏损惨重！",搜狐
2804,2019-07-15,短线A股或延续弹升态势,上海金融报
2805,2019-07-15,机构：警惕蓝筹股业绩变脸,第一财经
2806,2019-07-15,东海财经速递20190715,东海通财富
2807,2019-07-15,业绩检验股价:变脸股上演批量跌停 超预期股涨声相迎 盈利能力下降,证券时报网
2808,2019-07-15,秦洪看盘｜做多底气得到提振，短线A股市场走势值得期待,澎湃新闻
2809,2019-07-15,谁导演了今天市场的逆转？——道达投资手记,每日经济新闻
2810,2019-07-15,7月15日机构席净卖出 买入7股,中财网
2811,2019-07-15,15日17股出现机构身影，机构抢筹这7股,第一财经
2812,2019-07-15,15日中小板指涨1.10%,新华网
2813,2019-07-15,白马股也爆雷 基金重仓股迎考验 重仓股票异动,金融投资报
2814,2019-07-15,白马股也崩了！东阿阿胶业绩下滑八成 股价一字跌停 盈利能力下降,全景网
2815,2019-07-15,跌停板解密：中报业绩变脸股纷纷下挫！（7月15日）,Wind
2816,2019-07-15,A股收了个大长腿，三大股指触底回升！股民：有腿总比没腿好,腾讯网
2817,2019-07-15,大族激光跌停，遭三家机构大幅抛售 连续下跌,第一财经
2818,2019-07-15,开源证券：经济数据对冲天雷滚滚 市场回归估值本质,网易
2819,2019-07-15,大族激光跌停，机构集体抛货,Wind
2820,2019-07-15,7月15日异动股点评：澄星股份强势四连板 盘点四牛与四熊,山东神光
2821,2019-07-15,曾被外资“买爆”的大族激光（002008.SZ）净利下降逾6成，股价惨遭跌停 盈利能力下降,格隆汇
2822,2019-07-15,上半年净利同比预降60%-65% 大族激光跌停 盈利能力下降,金融界
2823,2019-07-15,东阿阿胶开盘跌停，基金一季末已大幅减仓！业绩低于预期成白马杀器,中证报
2824,2019-07-15,大族激光（002008）业绩大跳水的原因？ 盈利能力下降,格隆汇
2825,2019-07-15,跟盘丨三大股指震荡 工业大麻板块异动拉升,第一财经
2826,2019-07-15,"大白马业绩连环炸！""药中茅台""增长神话破灭，盈利首次暴跌近80%，有人4倍杠杆亏惨 盈利能力下降",每经网
2827,2019-07-15,大族激光业绩变脸早盘跌停：上半年净利润跌幅逾六成 盈利能力下降,澎湃新闻
2828,2019-07-15,【国信电子|点评】大族激光：经历转型期阵痛，寻找下半年建仓机会,国信电子研究
2829,2019-07-15,"果然跌停！中报业绩炸雷，""药中茅台""盈利暴跌近80%，有人4倍杠杆亏损惨重！40万股民都懵了 亏损",中国基金报
2830,2019-07-15,大族激光跌停，报32.45元,腾讯网
2831,2019-07-15,【异动股】3D玻璃板块低开，大族激光(002008-CN)跌9.04%,财华社
2832,2019-07-15,直播:09:40欣旺达等3股封跌停,中财网
2833,2019-07-15,激光概念领跌 大族激光大跌 连续下跌,中财网
2834,2019-07-15,15日公司新闻聚焦:大连圣亚获磐京基金两度举牌 东阿阿胶净利下滑,证券时报网
2835,2019-07-15,大族激光(002008.SZ)跌停 上半年净利预计同比减65% 盈利能力下降,格隆汇
2836,2019-07-15,【早间资讯】2019-07-15,大通证券投教基地
2837,2019-07-15,警惕业绩“地雷” 东阿阿胶中期业绩大幅下滑——道达早评 盈利能力下降,每日经济新闻
2838,2019-07-15,东北证券【点石1号股市正阳】未来2-3周或是反弹修复的窗口期,东北证券金融世界
2839,2019-07-13,大族激光上半年预计盈利3.6-4.1亿元 同比下降60%-65% 盈利能力下降,Ofweek
2840,2019-07-13,大族激光：2019年半年度业绩报告预告,深交所
2841,2019-07-12,大族激光2019年上半年净利4.1亿减少65% 消费电子行业周期性下滑 盈利能力下降,挖贝网
2842,2019-07-12,汇率波动等影响 大族激光预计2019上半年净利下滑超6成 盈利能力下降,资本邦
2843,2019-07-12,深港通十大成交活跃股排名（7月12日）,Wind
2844,2019-07-12,大族激光(002008.SZ)上半年净利润预降60%-65%至3.565亿元-4.07亿元 盈利能力下降,格隆汇
2845,2019-07-12,大族激光：上半年净利润3.57-4.1亿 同比下降60%-65% 盈利能力下降,新浪
2846,2019-07-12,大族激光：预计上半年净利下降60%-65% 盈利能力下降,Wind
2847,2019-07-12,大族激光：上半年净利同比预降60%-65% 盈利能力下降,e公司
2848,2019-07-10,机械设备行业周报（20190708-20190714）：机械板块科创板首批新股发行总结【华创机械李佳团队】,华创机械
2849,2019-07-10,"""技术+服务""双轮驱动 深圳高端制造业在竞争中""逆袭""",中国经济网
2850,2019-07-10,OLED概念股午后逆势走强，三大投资主线帮你寻找优质品种,第一财经
2851,2019-07-09,"电子行业周报:Mate20X获得5G终端进网许可,5G手机有望迎来上市潮",光大证券
2852,2019-07-08,锐科激光：未来5年公司收入复合增速30% 目标价176元,证券时报网
2853,2019-07-08,大族激光外资持股比例再度上升,Wind
2854,2019-07-08,【国金研究】锐科激光深度：国产激光器龙头，持续受益进口替代与新场景,国金证券研究所
2855,2019-07-08,【国金晨讯精选】锐科激光深度，三只松鼠新股研究，政府性债务和城投专题三，埃斯顿首次覆盖,国金证券研究所
2856,2019-07-08,信达证券：北向资金净流入开始波动,中证报
2857,2019-07-05,北向资金净流入开始波动，消费科技配置分化,谷视研究
2858,2019-07-04,选股有“神器”，挑选基金有吗？,养基司令
2859,2019-07-04,数据王：密切关注！回购规模再现历史峰值,巨丰财经
2860,2019-07-04,用AI和运动控制替代人工焊接，微埃智能获千万元Pre-A轮融资,亿欧网
2861,2019-07-04,AI焊接解决方案商微埃智能完成千万元Pre-A轮融资，由固高科技领投,猎云网
2862,2019-07-04,大族激光4名股东合计减持23万股 套现约948万元,挖贝网
2863,2019-07-03,A股核心资产共同“表相”：机构调研扎堆、股东大会爆棚、股价新高不断,e公司
2864,2019-07-03,[快讯]大族激光:关于部分公司高管股份减持计划期满暨实施情况,中财网
2865,2019-07-03,大族激光：减持计划已经期满，多名高管合计减持22.78万股 减持股份,Wind
2866,2019-07-03,广证恒生-沪深港通月报-北上资金扭转流入，南下流入创今年新高-20190702,广证恒生策略研究
2867,2019-07-01,A股投资者行为和资金流向周报—产业资本净减持略升，陆股通净流出20190701,宏信视角
2868,2019-07-01,重磅消息传来周末投资者已提前嗨起本周三大猜想,中财网
2869,2019-06-28,重磅！2019中国软件百强企业榜单揭晓,财经网
2870,2019-06-26,科创板股票上市后会如何表现？以史为鉴，看看中小创开板后如何运行的,重庆商报
2871,2019-06-25,谁将是科创板新股收益率之王？打新一族赶紧了解,新浪
2872,2019-06-24,股市“大肉”来了！数据告诉你：单日涨幅或翻倍、“中奖率”提高17倍！,每日经济新闻
2873,2019-06-24,【十二届高工锂电峰会】灵猴机器人谢超：国产机器人未来市场大有可为,高工锂电
2874,2019-06-18,大族激光——引领中国智能制造业，7月与你相约成都,中自网
2875,2019-06-17,灵猴机器人：国产机器人助力锂电池制造降本增效,高工锂电
2876,2019-06-17,华泰证券：超快激光技术逐渐成熟 关注相关企业,证券时报网
2877,2019-06-14,大族控股：统一移动平台赋能多元业务集团一体化管控,牛华网
2878,2019-06-12,洋私募A股基金密集发行 市场波动外资选股逻辑生变,第一财经日报
2879,2019-06-11,腾邦国际教你在创业板卖壳 设3家免税店带走8亿估值,新浪
2880,2019-06-10,科力尔：微特电机行业国内领头羊,长城证券
2881,2019-06-10,华为概念股领涨两市，泰晶科技、美格智能涨停,第一财经
2882,2019-06-05,ACCA发布“中国企业未来100强”，广东25家公司上榜,21世纪经济报道
2883,2019-06-04,汉宇集团(300403.SZ)拟收购直流无刷电子水泵生产企业深鹏电子100%股权,格隆汇
2884,2019-06-03,科力尔：伺服电机有望打开成长空间 给予推荐评级,证券时报网
2885,2019-06-03,1090只A股“入富”的财富效应 第一阶段100亿美元望流入,国际金融报
2886,2019-06-03,“入摩”一年外资持股逼近公募 基金经理积极应对变化,中国基金报
2887,2019-06-01,90只QFII持仓股表现强劲 5只个股获10家及以上机构看好评级,证券日报
2888,2019-05-31,2019格隆汇首届大中华区A股最佳上市公司评选名单揭晓,格隆汇
2889,2019-05-31,大族激光：谐波减速器已实现小规模量产,e公司
2890,2019-05-30,大族激光走过15年 与中小板发展共成长,证券日报
2891,2019-05-29,大族激光高云峰：从40万预付款到110亿营收 与中小板共同成长,第一财经
2892,2019-05-29,半导体板块盘中走强，机构看好产业链投资机会,第一财经
2893,2019-05-29,【安信电子|每日观点】购物节或带动消费电子需求回暖，中芯国际科创板IPO申请已受理,晓说电子
2894,2019-05-28,MSCI今日正式扩大纳入A股 这些误读你要懂,第一财经
2895,2019-05-28,中小板公司积极投身粤港澳大湾区建设,证券时报
2896,2019-05-28,207家大湾区中小板公司 勇当粤港澳大湾区建设生力军,证券日报
2897,2019-05-27,【G20周刊】宁德时代LFP储能系统出海 中航锂电装机量排第四,高工锂电
2898,2019-05-27,了不起的中小板：15年再融资1.6万亿助力实体经济，打造细分冠军主平台,21世纪经济报道
2899,2019-05-27,中小板15年：战略新兴企业占四成 总市值接近9万亿,第一财经日报
2900,2019-05-26,MSCI扩容后A股6月又“入富”，外资长期持续流入可期,第一财经
2901,2019-05-26,下一个BAT从哪里走出？中国潜力民企分布广东、浙江平分秋色,第一财经
2902,2019-05-25,富时罗素首批纳入1097只A股全名单：剔除康美、紫光国微,澎湃新闻
2903,2019-05-25,1097只A股“入富”：中小盘股超七成 有外资正在调研冷门股,中证报
2904,2019-05-24,富时罗素纳A在即 国际资本继续进场,投资快报
2905,2019-05-22,大族激光(002008.SZ)拟每10股派2元 股权登记日为5月29日,格隆汇
2906,2019-05-21,"康美被港股通禁买不是个例 今年沪深港通""除名""36股",第一财经
2907,2019-05-21,【中信建投 海外TMT】海外TMT行业周报：美国对华为出口管制加速供应链国产替代，看好关键领域自主可控机会,建投海外研究
2908,2019-05-21,科创板掘金︱上海柏楚电子科技股份有限公司,第一财经
2909,2019-05-20,A股投资者行为和资金流向周报—产业资本净增持，陆股通流出加大20190520,宏信视角
2910,2019-05-20,涨停潮！“强硬”华为引爆A股相关公司，最全概念股在此！,e公司
2911,2019-05-20,机械设备行业周报：半导体设备板块持续增长，国产替代机遇值得关注【华创机械李佳团队】,华创机械
2912,2019-05-20,364亿！北上资金五月净卖出创历史记录 这9股却连续六周获加仓,证券时报
2913,2019-05-18,孙金钜：5·19行情20年，科技成长股再迎两大制度性红利,腾讯网
2914,2019-05-18,近六成QFII持仓股月内跑赢大盘 14只重仓股被机构扎堆看好,证券日报
2915,2019-05-16,【异动股】3D玻璃板块下挫，东旭光电(000413-CN)跌6.2%,财华社
2916,2019-05-16,电子 | 安卓新机备货带动手机供应链景气持续,中信建投证券研究
2917,2019-05-14,秦洪看盘｜A股市场低位震荡，调仓应对新格局,澎湃新闻
2918,2019-05-14,华泰证券：5G开启创新周期 全面拥抱科技硬核,证券时报网
2919,2019-05-14,重磅！MSCI如期扩容 18只创业板股首次纳入！1600亿资金来了 北上资金已“抢跑”！（附名单）,证券时报
2920,2019-05-13,165亿主力资金近三日大量撤出中小创,证券时报网
2921,2019-05-13,【民生机械周报】自主可控推荐能科股份，货车招标推荐晋西车轴,东单智造
2922,2019-05-11,向核心资产集结：可关注金融消费医药领域确定性龙头,新浪
2923,2019-05-11,先临三维和迈得医疗科创板申请获受理,证券时报
2924,2019-05-10,2018年年报披露工作结束 优质上市公司引领高质量发展,中证网
2925,2019-05-08,今年行情像2013年？大盘没走牛个股牛,新浪
2926,2019-05-08,63股获券商买入评级 中科三环目标涨幅达69.26%,Wind
2927,2019-05-07,MSCI纳入因子提升在即 或引300亿元增量资金,证券日报
2928,2019-05-06,这些板块被集中减持 机构：短期回调是买入机会,第一财经
2929,2019-05-06,A股调研大数据：“晃动”的热点与“不变”的龙头,21世纪经济报道
2930,2019-05-06,4月陆股通资金持股市值、结构分析：北上资金净流出，集中减仓了“电子、计算机、钢铁”等,格隆汇
2931,2019-05-06,外资4月流出、流入A股的反复中，什么被忽略掉了？,阿尔法工场
2932,2019-05-06,北上资金调仓换股 结构性行情成演绎方向,中证报
2933,2019-05-06,A股调研大数据： “晃动”的热点与“不变”的龙头,21世纪经济报道
2934,2019-05-05,被质疑造假后，康美为何七年不倒？ 欺诈造假,和讯
2935,2019-05-05,二、久违的科技股大跌,富途牛牛
2936,2019-05-05,【国金策略】4月“陆股通”持股市值及结构剖析||北上资金净流出，集中减仓了“电子、计算机、钢铁”等,策略李立峰与行业配置笔记
2937,2019-05-02,华为一季度手机发货量大增，产业链电子公司持续受益,格隆汇
2938,2019-04-30,满满的干货：4月行情收官，林园、冯柳等知名私募重仓股曝光！,每日经济新闻
2939,2019-04-30,545股北向资金加仓 两大神奇规律将再显灵 5月看好两板块（名单）,证券时报网
2940,2019-04-30,巨丰热点：OLED概念呈现活跃 东旭光电等个股走强,巨丰财经
2941,2019-04-30,北上资金集结三大行业 调仓消费白马加仓基建,证券时报网
2942,2019-04-29,[路演]大族激光：新厂房将于2020年下半年投入使用,全景网
2943,2019-04-29,顶级外资机构A股持仓曝光！新买入142只个股 为何看好这些股票？,中财网
2944,2019-04-28,知名私募持股曝光：高毅资产新进8股，淡水泉新进中材科技,澎湃新闻
2945,2019-04-28,国泰君安：公募基金在增持哪些板块？,国泰君安证券研究
2946,2019-04-28,【东吴机械周观点】预计挖机4月仍将正增长，宁德时代加速扩产节奏,透视先进制造
2947,2019-04-26,北上资金月净卖出创记录 “大消费”不再是香饽饽,新浪
2948,2019-04-26,"华泰证券：将大族激光评级调低为""增持""",Wind
2949,2019-04-26,A股激光企业业绩盘点：哪家公司最赚钱？,Ofweek
2950,2019-04-25,OLED板块梅开二度 产业链三主线迎关注,中证网
2951,2019-04-25,"大族激光:业绩承压,静待行业景气恢复 盈利能力下降",长城证券
2952,2019-04-24,半导体、电子设备：消费电子最坏的时间正在过去 荐6股,和讯
2953,2019-04-24,【国信电子】大族激光（002008）：从周期性成长走向持续性价值,微信
2954,2019-04-24,半导体、电子设备：关注FPGA在5G时代新机遇 荐26股,和讯
2955,2019-04-24,东北证券：面板利好消息频出，关注相关产业链标的,证券时报网
2956,2019-04-24,大族激光：新业务持续发力，看好2020年全业务景气拐点,证券时报网
2957,2019-04-24,两类机构一季度同时现身22家公司 连续五个季度坚守4只潜力股,证券日报
2958,2019-04-23,大族激光：面板、PCB、新能源业务成增长点,证券时报网
2959,2019-04-23,大族激光（002008）2018年报和2019年一季报点评：从周期性成长走向持续性价值,国信研究
2960,2019-04-23,大族激光一季度营收21亿元 净利润同比减少56% 盈利能力下降,Ofweek
2961,2019-04-23,大族激光2019年一季度净利1.61亿元 董事长高云峰持股9632万股,挖贝网
2962,2019-04-23,大族激光2018年营收110亿元 净利润为17.19亿元,Ofweek
2963,2019-04-23,大族激光去年净利17.19亿元 同比增长3% 董事长高云峰年薪为675万元,挖贝网
2964,2019-04-23,大族激光 一季度净利降逾五成 盈利能力下降,北京商报网
2965,2019-04-22,太平洋电子| 每日公告&新闻 20190422,刘翔电子研究
2966,2019-04-22,大族激光：2018年净利润17亿元 一季度净利下滑超五成 盈利能力下降,第一财经
2967,2019-04-22,大族激光(002008.SZ)2018年度净利润增长3.22%至17.2亿元 拟10派2元,格隆汇
2968,2019-04-22,大族激光:对外担保,Wind
2969,2019-04-22,大族激光(002008.SZ)一季度净利润下降55.92%至1.61亿元 盈利能力下降,格隆汇
2970,2019-04-22,大族激光:董事马胜利辞职 董监高成员变化,Wind
2971,2019-04-22,大族激光：一季度净利润同比减55.92% 盈利能力下降,Wind
2972,2019-04-22,大族激光：2018年净利增3%，一季度净利下滑超5成,Wind
2973,2019-04-22,兵临3300点，北上资金调仓蓄势,中证报
2974,2019-04-21,【华创机械 | 周观点】一季度经济运行好于预期，继续关注结构分化中的机遇,华创机械
2975,2019-04-20,“谁能说今年股市好转与外资进入没有关系呢？”监管层三天两提外资，什么信号？,中证报
2976,2019-04-19,应用领域扩大产品单价下滑 主营激光器上市公司业绩涨中有忧,每日经济新闻
2977,2019-04-19,【国信电子】锐科激光(300747)2018年年报及2019年一季报点评,国信电子研究
2978,2019-04-18,半导体、电子设备：科创板电子企业开启投资新视野 荐27股,和讯
2979,2019-04-16,科创板系列 · 十六：柏楚电子,电子后花园
2980,2019-04-16,大族激光被买爆背后：产业黄金十年已至 激光企业密集上市,挖贝网
2981,2019-04-15,东吴证券：政策友好 工程机械有望持续超预期,证券时报网
2982,2019-04-15,【华创机械 | 周观点】3月社融数据超预期，挖机销量在高基数下持续增长,华创机械
2983,2019-04-14,【国君计算机】科创系列 | 柏楚电子：中低功率激光切割控制系统龙头,计墨社
2984,2019-04-12,华为国行版P30系列发行 相关产业链个股有望受益,证券时报网
2985,2019-04-11,创鑫激光欲做激光行业“中国芯”,中证报
2986,2019-04-10,深圳机器人行业产值接近1200亿元,Ofweek
2987,2019-04-10,机械制造：外资持续流入 关注设备龙头,和讯
2988,2019-04-10,"电子行业:短期面板供过于求,长期看好国内面板企业",东北证券
2989,2019-04-09,机械制造：社融超预期持续利好设备需求增长 荐10股,和讯
2990,2019-04-09,粤港澳大湾区创新100指数在深圳正式发布,Wind
2991,2019-04-09,粤港澳大湾区创新100指数在深圳正式发布,证券时报网
2992,2019-04-09,光伏设备企业再增员 武汉帝尔激光IPO过会,Ofweek
2993,2019-04-09,陆股通单日成交再创纪录，券商高喊2021年将突破5178高点,第一财经
2994,2019-04-08,【东吴机械周观点】业绩亮眼叠加景气度超预期，持续超配工程机械与油服,透视先进制造
2995,2019-04-08,帝尔激光IPO顺利过会 面临产品结构单一风险,每日经济新闻
2996,2019-04-08,海外机构2019年以来调研123家公司 26只一季报预喜股值得关注,证券日报
2997,2019-04-07,大族激光：公司高管减持22.87万股 减持股份,Wind
2998,2019-04-04,科创板系列 · 十二：创鑫激光,电子后花园
2999,2019-04-04,机械制造：继续提示钢材价格下降导致毛利率提升的投资机会 荐5股,和讯
3000,2019-04-04,半导体、电子设备：台积电财报指引19年行业亮点 荐12股,和讯
3001,2019-04-04,半导体、电子设备：短期增速放缓不改5G与AI长期趋势 荐25股,和讯
3002,2019-04-04,中财独家:4月4日股市猛料必看,中财网
3003,2019-04-04,要闻速递：4月4日证券市场消息汇总,财界网
3004,2019-04-04,沪指再创新高站上3200点：4月业绩密集披露期 如何应对？,火山财富
3005,2019-04-04,北上资金大幅流入 后市能否持续走强？,第一财经
3006,2019-04-04,帝尔激光 高增长态势或难为继,金融投资报
3007,2019-04-04,沪指强势站上3200点 四个交易日北上资金合计净流入逾193亿,证券日报
3008,2019-04-03,半导体、电子设备：5G投资景气持续 荐12股,和讯
3009,2019-04-03,机械制造：跟踪细分龙头新年订单边际变化 荐5股,和讯
3010,2019-04-03,机械制造：先导牵手特斯拉或起标杆作用 荐7股,和讯
3011,2019-04-03,数据王：北上资金第一季度数据盘点,巨丰财经
3012,2019-04-03,A股异动 |大族激光结束5日连涨 MSCI称仍处观察期,格隆汇
3013,2019-04-03,盘前：资金情绪释放 二季度A股将迎结构性收益行情,中国经济网
3014,2019-04-03,基金早报：ETF重获资金青睐 24家券商系基金盈利曝光,新浪
3015,2019-04-03,【国元资讯早班车】社保基金计划减持交行，交行回应！,国元证券订阅号
3016,2019-04-03,MSCI：大族激光仍处观察期,中证报
3017,2019-04-03,道达投资：央行突然出手“敲打”造谣者,每日经济新闻
3018,2019-04-03,限购令取消大族激光盘中大涨 美的仍逼近红线,证券时报
3019,2019-04-03,MSCI称大族激光仍处观察期,中证报
3020,2019-04-02,央行突然出手 “敲打”造谣者——道达投资手记,每日经济新闻
3021,2019-04-02,深港通十大成交活跃股排名（4月2日）,Wind
3022,2019-04-02,今日大盘：两市连续2日突破万亿，A股高位整理,股涨通
3023,2019-04-02,专访全球最大上市对冲基金英仕曼：A股狂欢虽过，仍可逢低买入,第一财经
3024,2019-04-02,A股高位震荡沪指上攻3200点未果 PMI走高周期股最先受益,财华社
3025,2019-04-02,被“买满”的大族激光对外资解禁了！盘中直线拉升8% 4月北向资金净流入会再度走强吗,中财网
3026,2019-04-02,巨丰微策略：新高之后两种赚钱思路,和讯
3027,2019-04-02,港交所更改深股通股票名单 4月2日起深港通重新接受大族激光买盘,中证网
3028,2019-04-02,沪深两市震荡整理 题材股继续活跃,每日经济新闻
3029,2019-04-02,三大股指维持震荡格局，题材股活跃,21世纪经济报道
3030,2019-04-02,快讯：深港通将重新接受大族激光买盘 盘中大涨逾5%,新浪
3031,2019-04-02,A股异动丨大族激光(002008.SZ)直线拉升涨超8% 获深港通重新接受买盘,格隆汇
3032,2019-04-02,大族激光盘中直线拉升 冲击涨停,证券时报网
3033,2019-04-02,港交所：深港通将重新接受大族激光的买盘,e公司
3034,2019-04-02,大族激光股价飙升 涨超8%,e公司
3035,2019-04-02,大族激光直线拉升冲击涨停，深港通将重新接受该股票的买盘,Wind
3036,2019-04-02,大族激光总境外持股比例低于26%，今起深港通将重新接受其买盘,Wind
3037,2019-04-02,2019年3月外资持仓变动跟踪：北上资金转入为出，加消费减银行（国信证券）,追寻价值之路
3038,2019-04-01,"【中信证券电子研究】大族激光（002008.SZ）2019年一季度业绩预告点评：业绩阶段承压，2019年关注新能源电池和OLED
盈利能力下降",CITICS电子研究
3039,2019-04-01,中信建投黄文涛：关注滞涨行业板块或业绩支撑较好的个股,中信建投
3040,2019-04-01,机械制造：继续提示高铁板块投资机会 荐10股,和讯
3041,2019-04-01,【天风研究·固收】转债日报（4月1日）,固收彬法
3042,2019-03-31,茅台市值破万亿 这是“聪明钱”的一种态度！,每经网
3043,2019-03-31,一季度基金回报喜人！最高斩获56%收益 冠军基金经理看好这两大板块,中证报
3044,2019-03-31,2019开年的这三个月外资都干了些什么？,巨丰财经
3045,2019-03-30,大族激光2019年第一季度净利润下降55%-65% 盈利能力下降,Ofweek
3046,2019-03-30,证券时报：QFII制度拓宽资金来源 促进A股市场繁荣稳定,证券时报
3047,2019-03-29,华为2018年报：消费者业务成“顶梁柱”，孕育重大投资机遇,格隆汇
3048,2019-03-29,大族激光(002008.SZ)一季度净利润预降55%-65% 盈利能力下降,格隆汇
3049,2019-03-29,大族激光：一季度净利预减55%-65% 盈利能力下降,Wind
3050,2019-03-28,附表 外资持股比例超过26%的A股个股,第一财经日报
3051,2019-03-27,陆股通买入最多的A股,中金在线
3052,2019-03-27,策略｜外资短期波动不改长期流入趋势,中信证券研究
3053,2019-03-26,机械制造：OLED大潮下的激光设备行业投资机会,和讯
3054,2019-03-26,半导体、电子设备：部分尺寸LCD 荐16股,和讯
3055,2019-03-26,北向资金单日净流出逾百亿 机构认为外资中期流入趋势未变,中证报
3056,2019-03-25,科创板带动A股科技股重估？首批9家受理企业稀缺性大调查,券商中国
3057,2019-03-25,科创板带动A股科技股重估？首批9家受理企业稀缺性大调查，A股有哪些对标企业？,券商中国
3058,2019-03-25,【东吴机械周观点】光伏产能新周期、油服capex超预期,透视先进制造
3059,2019-03-25,"电子行业:面板需求强劲,关注相关产业链",东北证券
3060,2019-03-24,【川财研究所*专题报告】深圳上市公司分析,川财研究
3061,2019-03-24,[快讯]大族激光发布质押公告 涉及股份15881万股,中财网
3062,2019-03-24,9家科创板受理企业全扫描 市盈率低于A股同类公司,挖贝网
3063,2019-03-21,电子元件行业周报:从英伟达收购mellanox看优秀半导体标的估值,正点财经
3064,2019-03-21,美的集团外资持股比例小幅下降,Wind
3065,2019-03-21,光大证券：目前A股处于外资流入红利期 预计向二线龙头扩散,光大证券
3066,2019-03-21,外资抢筹家电龙头后四大猜想 或向二线龙头、中小创扩散,证券时报网
3067,2019-03-20,市场分歧继续加大，北向资金左手换右手玩起跷跷板,云掌财经
3068,2019-03-20,美的集团外资持股比例续创阶段新高,Wind
3069,2019-03-20,22家公司现QFII身影 QFII偏好绩优白马股,投资快报
3070,2019-03-20,这批北上资金“举牌”股大幅落后大盘,投资快报
3071,2019-03-19,大族激光：QFII/RQFII/深股通持股比例八连降,Wind
3072,2019-03-19,大族激光：QFII/RQFII/深股通持股比例八连降,e公司
3073,2019-03-19,这个策略最近持续赚钱！,和讯
3074,2019-03-19,扫货Ａ股！北上资金近3个半月暴增3500亿，18只股票持仓市值超百亿,证券时报网
3075,2019-03-19,半导体、电子设备：偏光片维持高景气 荐15股,中信建投
3076,2019-03-19,美的集团外资持股比例刷新阶段新高,Wind
3077,2019-03-19,详解外资“买爆”A股,第一财经日报
3078,2019-03-19,【东吴晨报0319】【策略】专题【行业】半导体设备【个股】星源材质、凯撒文化、用友网络,东吴研究所
3079,2019-03-18,金蝶被质疑“泡沫股票” 发生了什么？,港股那点事
3080,2019-03-18,柔性OLED行业：可折叠手机量产 引爆中国制造“新蓝海”,财通证券
3081,2019-03-18,北上资金连续九周增持两行业,投资快报
3082,2019-03-18,一周机构去哪儿？嘉实基金、展博投资等调研了这些个股(名单),证券时报
3083,2019-03-18,手法多元持续加仓 北上资金“聪明”属性显现,中证报
3084,2019-03-18,"电子行业:华为5G芯片提速,关注相关产业链",东北证券
3085,2019-03-17,银河证券：春季躁动后如何配置,中证网
3086,2019-03-16,躁动行情进入第二阶段！聪明资金已动手！,中财网
3087,2019-03-16,中小创整体业绩下滑格局已定 估值合理的绩优股仍存机会 盈利能力下降,红周刊
3088,2019-03-15,设备厂商难逃供应链超长账期，资金回流慢陷入危机,维库电子市场
3089,2019-03-15,美的集团外资持股比例有所回升,Wind
3090,2019-03-15,[推荐评级]电子行业策略观点：MWC吹响5G创新号角 关注华为MATEX等安卓新机发布,中财网
3091,2019-03-14,金蝶国际2018全年业绩亮眼 云业务收入增近五成,全景网
3092,2019-03-14,大族激光从MSCI指数中被剔除说明了什么 剔除指数,中财网
3093,2019-03-14,国盛证券：北上净流入环比大幅缩减,和讯
3094,2019-03-14,年报披露季如约而至 多家上市公司受到QFII青睐,中研网
3095,2019-03-14,2019年以来，外资加仓最多的股票,金元证券指定乾坤
3096,2019-03-14,A股策略专题：春季躁动之后配什么？基于市场资金流向的分析,格隆汇
3097,2019-03-14,年报频现QFII身影 外资青睐白马股,中证报
3098,2019-03-13,需求+政策双驱动 3D打印市场年增速保持30%以上,网易
3099,2019-03-13,机械制造：关注《粤港澳大湾区发展规划纲要》 推荐电子制造设备企业,和讯
3100,2019-03-13,杨德龙：A股“黄金十年”属于优质公司 与垃圾股无关,新浪
3101,2019-03-13,创业板年内涨幅超40% 强势从何而来,第一财经
3102,2019-03-13,附表 今年以来A股上市公司股票回购金额统计,第一财经日报
3103,2019-03-13,北上资金恢复净买入 持续调仓金融和消费板块,证券时报
3104,2019-03-13,北向资金进军A股第二季：持续流出现分歧 预期未改再加配,21世纪经济报道
3105,2019-03-12,信号！连续4天净卖出结束，北上资金恢复净买入！这些公司重获加仓,e公司
3106,2019-03-12,机械制造：1-2月工程机械销量增长强劲 荐9股,和讯
3107,2019-03-12,北上资金阶段性放缓 融资放量提升市场流动性,招商策略研究
3108,2019-03-12,证监会：将研究外资持股比例上限问题——道达早评,每日经济新闻
3109,2019-03-12,【北上资金跟踪周报】陆股通净买入下降明显，大族激光被“限购”,联讯金融
3110,2019-03-12,招商证券：外资流入阶段性放缓 5月前后或再次放量,证券时报网
3111,2019-03-12,创指气势如虹创新高 别再犹豫快上车！,投资快报
3112,2019-03-12,北上资金净流入放缓 但创业板有望被逐步增配,第一财经
3113,2019-03-12,阎庆民：科创板推出后将统筹推进新三板创业板改革,证券日报
3114,2019-03-11,刚刚！5股又被“爆买”逼近红线，陆股通来势汹汹，这只股首次上榜，来看股价有多猛,证券时报网
