,2021-12-31,中国交建：截至目前公司与福田汽车没有具体的业务合作,每日经济新闻
75,2021-11-16,深度*行业*建筑行业三季报综述：地方建企业绩表现突出 装配式持续向好,新浪
76,2021-11-16,中交建：嘉通高速公路REITs申请获受理,观点地产网
77,2021-11-16,中国交建(601800.SH)：基础设施REITs申请获受理,格隆汇
78,2021-11-15,第二批公募REITs额度太难抢，背后有何逻辑？,Wind
79,2021-11-15,首批REITs“珠玉在前”，机构为战配第二批“抢破头”,Wind
80,2021-11-12,打新真不易！中签怕“中枪”，弃购又“大涨”,Wind
81,2021-11-11,建筑工程行业2022年度投资策略：行到水穷处 坐看云起时,光大证券
82,2021-11-10,这件事，需要决策者时刻关注和重视,正和岛
83,2021-11-10,中国交建高速公路REITs项目状态更新为“已申报”,观点地产网
84,2021-11-09,公募REITs再扩容 华夏中国交建高速公路REIT申报,上证报
85,2021-11-09,中交建高速公路REITs正式申报 基础设施REITs项目申报再扩容,新浪
86,2021-11-09,中国交通建设：拟分拆公开募集基础设施证券投资基金及于上海证券交易所独立上市,Wind
87,2021-11-09,中国交建正式提交基础设施REITs申请材料,乐居财经
88,2021-11-09,财联社11月9日电，中国交建公告，公司积极推进以旗下子公司中交投资有限公司、中交第二航务工程局有限公司和中交第二公路勘察设计研究院有限公司持有的武汉至深圳高速公路嘉鱼至通城段项目作为基础设施资产，开展,财联社
89,2021-11-09,中国交建：计划于11月29日赎回“18中交建MTN003”,Wind
90,2021-11-09,中国交建：计划于11月28日赎回“18中交建MTN001”,Wind
91,2021-11-09,中国交建：计划于11月29日赎回“18中交建MTN002”,Wind
92,2021-11-09,中国交建转让巴州中交房地产50%股权，底价7367万元,乐居财经
93,2021-11-09,上百万打新投资者撤离，弃购占比创十年新高！,Wind
94,2021-11-08,中国交建：公司暂无增持A股计划,Wind
95,2021-11-08,建筑钢铁行业周报：本周我们推出了钢铁行业系列深度之第一篇,新浪
96,2021-11-08,中交资本200亿元ABS项目获上交所受理,乐居财经
97,2021-11-05,建筑与工程Ⅲ深度报告：传统建筑板块仍承压 原材料上涨拖累盈利,新浪
98,2021-11-05,中国交建：计划进一步加强风电安装业务,e公司
99,2021-11-05,中国交建：计划依托目前在海上风电建设安装和装备制造上面的优势，逐步向上下游产业进行拓展,每日经济新闻
100,2021-11-05,中国交建：目前公司拥有“三航风华”、“三航风和”等多艘风机安装船，在海上风电建设安装领域处于国内龙头地位,每日经济新闻
101,2021-11-05,大建筑央企2021三季报汇总分析：订单、营收增速放缓，周转率有所改善【招商建筑】 盈利能力下降,微信
102,2021-11-05,中国交建50亿元小公募债券项目状态更新为“已反馈”,乐居财经
103,2021-11-05,又一新股被大规模弃购，高比例新股弃购会持续吗？,Wind
104,2021-11-04,建筑行业11月月报：专业工程高增长 园林与装饰承压 绿色低碳助发展,新浪
105,2021-11-04,中国银河维持中国交建推荐评级：业绩如期反转，城市建设新签订单增速快,每日经济新闻
106,2021-11-04,中国银河：给予中国交建买入评级,证券之星
107,2021-11-04,中签弃购占比创10年新高，承销商包销成前十大股东,Wind
108,2021-11-03,每日报告回放,新浪
109,2021-11-02,建筑行业2021年三季报总结：建筑央企收入增速放缓 钢结构下游需求逐渐回暖 盈利能力下降,光大证券
110,2021-11-02,中国交建30亿元小公募债券获上交所受理,乐居财经
111,2021-11-02,中国交建三季报点评：开拓市场成效显著，收入单季增速放缓，利润增长强势【招商建筑】 盈利能力下降,微信
112,2021-11-01,【银华基金】交易日报 2021-11-1,新浪
113,2021-11-01,图解中国交建三季报：第三季度单季净利润同比增4.94%,证券之星
114,2021-11-01,【券商聚焦】交银升中国交建(01800)目标价8.3%至4.68港元 维持“中性”评级,和讯
115,2021-11-01,【安信建筑】行业周报1031：建筑行业营收业绩快速增长，Q3基金持仓比例环比提升,勇往直前
116,2021-10-29,中国交建(601800.SH)拟以约3.44亿元收购中交天和16.52%股权,智通财经
117,2021-10-29,每经23点 | 狂买“小而美”百亿基金新增重仓股曝光；中国交建：Q3净利51.94亿元，同比增4.94%；热门中概股普遍下跌,每日经济新闻
118,2021-10-29,中国交建(601800.SH)：第三季度净利增4.94%至51.94亿元,格隆汇
119,2021-10-29,中国交建公布三季报 前三季净利增加48.58%,新浪
120,2021-10-29,交卷！中国交建：2021年第三季度净利润约51.94亿元，同比增长4.94%,每日经济新闻
121,2021-10-29,中国交建：收购振华重工所持中交天和股权所涉关联（连）交易,每日经济新闻
122,2021-10-29,中国交建：前三季度净利润同比增长48.58%,Wind
123,2021-10-27,中国交建：选举卢耀军为股东监事候选人,中金在线
124,2021-10-26,中国交建：1-9月新签合同额10067.13亿元,我的钢铁
125,2021-10-25,【晚间公告抢先看】双良节能子公司签订144.27亿元硅片采购合同、紫光国微第三季度净利润同比增105.87%,金融界
126,2021-10-25,晚间公告｜10月25日这些公告有看头,第一财经
127,2021-10-25,中国交建：前9月新签合同额10067.13亿元 同比增36.58%,中金在线
128,2021-10-25,中国交建：前三季度新签合同额超1万亿元 同比增36.58%,e公司
129,2021-10-25,中国交建：1-9月公司新签合同额为10067.13亿元，同比增长36.58%,Wind
130,2021-10-25,中国电建涨停，大基建央企板块拉升,Wind
131,2021-10-25,中国交建：项目按照施工进度正常推进中,我的钢铁
132,2021-10-23,350多个“李鬼”被揪出，央企掀起新一轮打假潮！（附名单）,Wind
133,2021-10-21,超30亿元！中国交建联合体中标南京地铁11号线一期工程,中国交建
134,2021-10-21,又一公司爆雷！实控人为前辽宁首富，现资金链岌岌可危,Wind
135,2021-10-20,中国交建：关于沙特红海项目，公司有在建项目,每日经济新闻
136,2021-10-19,中交联合体中标重庆轨道交通15号线二期工程,经济观察网
137,2021-10-18,建筑与工程行业周报：淡化短期波动 中长期钢结构景气依旧,新浪
138,2021-10-15,中国建筑行业2021年上半年业绩概览,第一财经
139,2021-10-15,央企打造“交通强国基金” 引导社会资本参与基建,中新网
140,2021-10-15,中交资本董事长周长江：重塑中交特色金融版图 全力打造产业基金群,中证网
141,2021-10-12,中国交建：公司将在10月30日披露公司第三季度报告,每日经济新闻
142,2021-10-12,建筑行业跟踪报告：建筑高景气延续 屋顶分布式光伏、抽水蓄能迎机遇,新浪
143,2021-10-11,建筑装饰行业周报：BIPV前景广阔 关注产业链投资机会,新浪
144,2021-10-10,【安信建筑】行业周报1010：专项债发行提速有望助力基建投资提升，粤港澳区域交通建设获大力推进,勇往直前
145,2021-10-08,丹枫迎秋·“职”等你来④,中国交建
146,2021-10-08,中国交建投资成立产业基金合伙企业，注册资本35.36亿,搜狐
147,2021-09-30,中交资本控股有限公司成立,经济日报
148,2021-09-30,中交资本在京揭牌并与石景山区签署合作协议,中国交建
149,2021-09-30,中国交建首设金控平台 中交资本应运而生,经济观察网
150,2021-09-30,中交融资租赁：股权结构发生重大变化,Wind
151,2021-09-30,百亿中交资本上路 基建央企打造产业金融平台,中新网
152,2021-09-29,中国能建快速涨停，上日登陆A股首秀收涨40.31%,Wind
153,2021-09-28,建筑装饰行业点评：能建回A在即 重视建筑央企变革升级前景,新浪
154,2021-09-28,中国交建：在公司的重大项目中，大型设备均正常运转，项目按照施工进度正常推进中,每日经济新闻
155,2021-09-27,建筑与工程行业周报：央企中为何给予中化、电建和中冶高估值,新浪
156,2021-09-27,建筑装饰行业周报：看好绿电工程及运维、基建股估值修复投资机会,新浪
157,2021-09-26,中国交建举办2021年投资者反向路演,中国交建
158,2021-09-23,中国交建：“天鲸号”和“天鲲号”均为自航绞吸式挖泥船，为公司疏浚业务的专用船舶，目前尚不属于国家提及的海工装备范畴,每日经济新闻
159,2021-09-23,中国交建：公司在积极申请参与基础设施REITS发行试点,每日经济新闻
160,2021-09-22,中字头午后稳步攀升，中国核建、中国电建相继封板,Wind
161,2021-09-22,建筑装饰行业周报：8月投资数据公布 竣工持续亮眼表现 基建形成一定拖累,新浪
162,2021-09-16,晚间重要公告2021年9月16日星期四,Wind
163,2021-09-16,建筑行业2021年半年报总结：建筑央企迎来强劲反弹 钢结构下游需求有望回暖,光大证券
164,2021-09-16,建筑和工程2021年8月固定资产投资数据点评：竣工景气仍高 基建负增长受制于资金面因素,光大证券
165,2021-09-16,8月投资数据点评：投资数据持续下滑 逆周期调节需求仍存,新浪
166,2021-09-16,中国交建：中交在海上风电的安装环节已经占据了接近市场50%的份额,Wind
167,2021-09-15,中国短期融资券及中期票据信用分析周报,新浪
168,2021-09-15,晚间重要公告2021年9月15日星期三,Wind
169,2021-09-15,中国交建控股股东增持公司H股股份 拟累计增持不超公司总股本2%,上证报
170,2021-09-15,中国交建：控股股东中交集团增持公司H股300万股,36氪
171,2021-09-15,中国交建(601800.SH)：控股股东增持300万股H股,格隆汇
172,2021-09-15,中国交建：控股股东增持公司H股300万股,财联社
173,2021-09-15,中国交建(601800.SH)控股股东中交集团增持300万股H股,智通财经
174,2021-09-14,中国中冶一度触及跌停，中国化学、电建、核建、交建等跟随下滑,Wind
175,2021-09-13,中国交建：“天鲲号”为公司的自航绞吸船，公司参与了LNG项目的承建,每日经济新闻
176,2021-09-13,建筑与工程专题报告：本轮稳增长 与14、18年有何不一样？,新浪
177,2021-09-09,A股收盘综述：上证指数迫近3700，“煤超风”、“钢铁侠”助阵,Wind
178,2021-09-09,旧瓶装新酒 冷门股变身热门股,中证报
179,2021-09-08,江海证券：从基建股看利率,Wind
180,2021-09-08,9月8日午盘主力巨资抢筹四大板块(附股),金融界
181,2021-09-08,9月8日午盘两市机构大单抛盘40股(名单),金融界
182,2021-09-08,让高速公路更好地服务美好生活,交通新闻网
183,2021-09-07,丹枫迎秋·“职”等你来②,中国交建
184,2021-09-07,中交地产：对舟山置业公司减资2.55亿元 减资破产,乐居财经
185,2021-09-07,建科机械：泰康资产管理(香港)有限公司、中信证券等2家机构于9月6日调研我司,证券之星
186,2021-09-07,中交第二公路工程局50亿元小公募获上交所受理,乐居财经
187,2021-09-07,A股新风口来了？龙头股6分钟封20%涨停板！中字头持续飙涨，千亿巨头一个半月翻倍！机构：低估值蓝筹有望修复,雪球
188,2021-09-07,江泰保险IPO被终止审查 证监会曾提犀利反馈意见 IPO融资异常,华夏时报
189,2021-09-07,核心资产企稳回升，“中字头”发力，市场风格切换？机构解读,和讯
190,2021-09-07,“中字头”发力，市场风格切换？机构：低估值蓝筹有望修复,第一财经
191,2021-09-07,中字头个股持续发力，中国电建、中国巨石涨停,36氪
192,2021-09-07,中国电建4天录得2板，7月以来股价翻番,Wind
193,2021-09-07,中字头午后再度发力，中国电建4日2板,Wind
194,2021-09-07,智通港股开市掘金(09.07) | 5G毫米波又一里程碑 宝马持续增加电池订单,智通财经
195,2021-09-07,气候临界点迫近 实现碳中和刻不容缓,中国贸易报
196,2021-09-06,智通港股解盘(09.06) | 大盘无碍跟上节奏,智通财经
197,2021-09-06,中国与世界共享绿色发展机遇,经济日报
198,2021-09-06,沪深两市全线反弹创指强势大涨超4% 权重助力沪指强势有望延续,财华社
199,2021-09-06,A股即将“变盘”？叠加基建投资开始发力,中投网
200,2021-09-06,A股收盘综述：市场演绎高低切换，创业板指大涨4%、超跌龙头普遍回暖,Wind
201,2021-09-06,建筑与工程行业周报：稳增长预期起 继续看好低估值+转型重估央企,新浪
202,2021-09-06,中国交建4天3板,Wind
203,2021-09-06,快讯：中国交建涨停 报于9.53元,金融界
204,2021-09-06,4000亿巨头大涨10%，创业板狂飚，医疗白酒爆发,Wind
205,2021-09-06,股民沸腾！4000亿巨头突然暴涨10%，创业板狂飚，医疗白酒大爆发！牛市旗手又大涨，这里30CM涨停潮！2000亿大牛股却跌停了,中国基金报
206,2021-09-06,9月6日午盘主力巨资抢筹四大板块(附股),金融界
207,2021-09-06,9月6日午盘两市机构大单抢筹40股(名单),金融界
208,2021-09-06,午评：创业板指大涨3.7% 中字头个股持续受追捧,财联社
209,2021-09-06,A股午盘综述：创业板指强势反弹涨近4%，迈瑞医疗、爱尔眼科劲升超9%,Wind
210,2021-09-06,中国交建、中国铁建、中国中冶、中国中铁冲高，大基建央企指数快速走升,Wind
211,2021-09-06,天山胜利隧道建设不外排一滴污水,中国环境报
212,2021-09-06,机构最近都在买哪些股？,证券之星
213,2021-09-06,中国交建非洲连中三元,微信
214,2021-09-06,最近5天交易日融资净买入,财富动力网
215,2021-09-06,【银河建筑龙天光】行业动态 2021.8丨中报业绩高增长，重返高景气区间,中国银河证券研究
216,2021-09-06,【东北建筑建材王小勇】中国交建（601800）中报点评：主营表现优异，订单增量显着,东北证券研究所
217,2021-09-06,东北证券【点石1号?股市正阳】震荡格局中高低切换的节奏兼谈美非农数据等,东北证券金融世界
218,2021-09-06,国字号暴涨2800亿，3.65万亿刺激正赶来,Wind
219,2021-09-06,建筑行业周观点：建筑行业2021中报概览：略受原材料影响，基建央企增长稳健，钢结构持续高景气,华创建筑建材研究
220,2021-09-05,【安信建筑】行业周报0905：2021H1建筑行业业绩快速增长盈利能力提升，低估值板块投资价值凸显,勇往直前
221,2021-09-04,一日新添两楼盘 中交地产在京形成十子联动格局,新京报
222,2021-09-04,建筑装饰行业：央企国企引领上半年业绩增长 化学工程与钢结构维持高景气,新浪
223,2021-09-03,王海怀会见包头市副市长王瑞,中国交建
224,2021-09-03,锂不香了，新能源批量跌停，北上资金却逆市抄底,Wind
225,2021-09-03,机构追买广发证券 游资合力封板四方达|龙虎榜,第一财经
226,2021-09-03,北交所成立 新三板精选层暴涨 五新隧装涨幅超20%,新浪
227,2021-09-03,每日理财观察：北京证券交易所来了,Wind
228,2021-09-03,晨报0903 | 建筑专题、医药专题,国泰君安证券研究
229,2021-09-03,格力电器抄底回购，越抄越低；风电涨停潮，这只股被券商“强烈推荐”,Wind
230,2021-09-03,机构意外抢筹券商股 永太科技强势赵老哥力挺,财富动力网
231,2021-09-03,资金加紧调仓换股，龙虎榜机构席位交易量大增,Wind
232,2021-09-02,什么情况？格力电器抄底回购，却越抄越低；风电涨停潮，这只股被券商“强烈推荐”,中证报
233,2021-09-02,2021-09-02 NESC复盘笔记：沪指涨0.84% 光伏、风电掀涨停潮,复盘笔记
234,2021-09-02,李大霄：设立北京证券交易所意义重大 促进内地证券市场形成多层次资本市场结构,新浪
235,2021-09-02,指数分化较大 创业板6连阴 资金大量流入优质蓝筹,大众证券报
236,2021-09-02,睿财看市场 ：大金融引领市场风格切换 获利盘引发强势股巨震,恒泰睿财
237,2021-09-02,中国交建2021年中报点评：业绩显着增长，费用控制得当，盈利能力提升,华创建筑建材研究
238,2021-09-02,传统基建卷土重来，“三铁”之中谁能跑赢？,财华社
239,2021-09-02,GPLP看市：沪指收涨0.85% 光伏、风电上演涨停潮,GPLP犀牛财经
240,2021-09-02,交易异动！中国交建：近3个交易日上涨24.89%，无未披露的重大信息,每日经济新闻
241,2021-09-02,中国交建龙虎榜数据(9月2日）,Wind
242,2021-09-02,中国交建(601800.SH)股价异动 不存在应披露而未披露的重大信息,智通财经
243,2021-09-02,104股今日获机构买入评级,证券时报网
244,2021-09-02,中国交建涨停，机构净买1.2亿，北向资金单方面卖出3731万,证券之星
245,2021-09-02,龙虎榜丨机构今日买入这17股，抛售中国船舶3.77亿元,第一财经
246,2021-09-02,中交三公局主要领导调整！,中国水泥网
247,2021-09-02,9月2日主力资金净流出86亿元,证券时报网
248,2021-09-02,9月2日龙虎榜解析：远兴能源获净买入2.79亿元，还有33只个股被机构扫货,每日经济新闻
249,2021-09-02,传统基建稳增长预期再度提升 基建ETF（516950）全天资金净流入超1.6亿元,金融界
250,2021-09-02,中国交建两连板，什么原因？,证券之星
251,2021-09-02,十大博客看后市：个股普涨但要回避两个板块,新浪
252,2021-09-02,万亿成交不断股指严重分裂,新浪
253,2021-09-02,1473亿资金争夺20股：主力资金重点出击9股(名单),新浪
254,2021-09-02,收盘丨两市分化沪指涨0.84%，北向资金连续9日净买入,第一财经
255,2021-09-02,涨停股复盘：15股封单超亿元,证券时报网
256,2021-09-02,开门红！但注意，这类个股短期承压或加大,第一财经
257,2021-09-02,收评：沪指涨0.84% 光伏、风电掀涨停潮,网易
258,2021-09-02,A股收盘丨沪指涨0.84% 风电、煤炭大涨,第一财经
259,2021-09-02,A股收盘综述：沪指5连涨、创业板指6连阴，风电、煤炭、光伏、大基建央企飙升,Wind
260,2021-09-02,中字头尾盘持续拉高，中国交建等多股封板,Wind
261,2021-09-02,板块异动 | 交通基础设施建设或将进一步发展 工程建筑板块继续走高,智通财经
262,2021-09-02,主力尾盘持续净流入碳中和概念，净流出白酒、医药,第一财经
263,2021-09-02,快讯：中国交建涨停 报于8.83元,金融界
264,2021-09-02,港股异动 | 中国中铁(00390)涨超7%领涨基建股 前景和成本改善 小摩上调多只基建股目标价,智通财经
265,2021-09-02,快讯：工程建筑板块继续走高 中国交建领涨,财联社
266,2021-09-02,光大证券：维持中国交建(601800.SH)“买入”评级 订单充沛 营收驱动业绩增长,智通财经
267,2021-09-02,解决跨境协作难题，中国交建牵手好视通构建全球化云视频会议平台,砍柴网
268,2021-09-02,中国交建(601800)：回归增长通道 业绩略超预期,光大证券
269,2021-09-02,每日市场热点分析,新浪
270,2021-09-02,9月2日早盘主力巨资抢筹四大板块(附股),金融界
271,2021-09-02,9月2日早盘两市机构大单抢筹40股(名单),金融界
272,2021-09-02,西部基建股走强 新疆交建/四川双马涨超7%领涨,格隆汇
273,2021-09-02,每日理财观察：券商分仓佣金创历史新高,Wind
274,2021-09-02,突发利空！股民炸锅！“国家队”接连出手！,国元证券订阅号
275,2021-09-02,1.7万亿 成交量再创年内新高,证券导报
276,2021-09-02,9月2日热股前瞻：7股突发利好,金融界
277,2021-09-02,A股日成交额突破1.7万亿元，低估值权重板块集体反弹,Wind
278,2021-09-01,2021-09-01 NESC复盘笔记：沪指涨0.65% 大金融、白酒板块领涨,复盘笔记
279,2021-09-01,沪市成交额创6年新高 低估值蓝筹遭市场热捧,大众证券报
280,2021-09-01,天风证券给予中国交建买入评级：收入增长强劲，看好运营资产效益改善持续性，目标价9.52元,每日经济新闻
281,2021-09-01,啥情况！头部券商客户保证金猛增，超级行情要来？1.7万亿资金狂涌，热门赛道却集体暴跌,证券时报
282,2021-09-01,大基建板块反攻，经济下行背景下利好的新方向？,21世纪经济报道
283,2021-09-01,市场综述：超级行情要来？1.7万亿“扫货”让人害怕,老虎证券
284,2021-09-01,盘面分裂：新能源、光伏、元素周期表崩了 保险券商白酒狂飙,中国基金报
285,2021-09-01,头部券商客户保证金突然猛增，超级行情要来？,Wind
286,2021-09-01,极度分裂！多只千亿巨头罕见跌停，保险券商白酒狂飙,Wind
287,2021-09-01,锂电股今天走势怎么样？上涨还是下跌？,至诚财经
288,2021-09-01,A股冰火两重天：沪指连续四天上涨 科创50连续六天下跌,证券之星
289,2021-09-01,每日报告回放,新浪
290,2021-09-01,极度分裂！满屏跌停，新能源、光伏、元素周期表突然崩了，多只千亿巨头罕见跌停！保险券商白酒狂飙！字节跳动员工炸锅，降薪近20%！,中国基金报
291,2021-09-01,64公司获得增持评级-更新中,中财网
292,2021-09-01,A股收评：沪指涨0.65%，成交额1.7万亿，锂电产业链遭重挫,证券之星
293,2021-09-01,茅族股躁动！刚刚，2000亿大白马久违涨停，锂电光伏军工却大跳水！两市连续31天破万亿，李大霄提示风险：一定要保护好自己！,雪球
294,2021-09-01,收评：A股现分化行情上证50指数大涨逾2%，两市成交额超1.7万亿元，锂电池板块现跌停潮,金融界
295,2021-09-01,9月1日复盘：高位周期股退潮 主力资金出击7股,新浪
296,2021-09-01,A股收盘综述：风格切换凶猛来袭，市场资金大举吃进低估值蓝筹,Wind
297,2021-09-01,热门赛道熄火，“中字头”扛起护盘大旗！A股不到两小时成交破万亿,Wind
298,2021-09-01,3000亿大白马被砸跌停，锂电光伏军工大跳水！外资加仓超60亿,Wind
299,2021-09-01,热门赛道熄火，“中字头”扛起护盘大旗！A股不到两小时成交破万亿，下午会怎样？,上证报
300,2021-09-01,【财联社午报】蹊跷板效应再现！高位的涨价主题集体下挫 低位券商板块领涨两市,财联社
301,2021-09-01,突然崩了！刚刚，3000亿大白马被砸跌停，锂电光伏军工大跳水！低估蓝筹大爆发，茅台大涨超千亿，券商白酒掀涨停潮！外资加仓超60亿,中国基金报
302,2021-09-01,锂电化工突然崩了，股东减持升温，基建板块活跃 减持股份,e公司
303,2021-09-01,锂电化工罕见跌停潮 白酒保险大反攻 风格要转换？,e公司
304,2021-09-01,午评：两市探底回升沪指涨0.86%，半日成交额1.2万亿元，券商板块崛起，工程机械板块爆发,金融界
305,2021-09-01,基建股集体大涨 预计9月迎专项债发行高峰 下半年基建投资增速,格隆汇
306,2021-09-01,华创证券：维持中国交建(601800.SH)“推荐”评级 目标价10.08元,智通财经
307,2021-09-01,沪指探底回升涨0.8% 大金融、白酒板块走强,网易
308,2021-09-01,午评：金融、中字头强势反弹，A股上演V型逆转,证券之星
309,2021-09-01,A股午盘综述：市场风格切换引发剧烈震荡，低估值蓝筹大败光伏稀土锂,Wind
310,2021-09-01,9月1日午盘两市机构大单抢筹40股(名单),金融界
311,2021-09-01,深成指跌逾1%创指跌逾2% 资源股全线回调,网易
312,2021-09-01,天风证券：维持中国交建(601800.SH)“买入”评级 目标价9.52元,智通财经
313,2021-09-01,板块异动 | 大基建投资有望进一步反弹 建筑板块集体走强,智通财经
314,2021-09-01,港股异动 | 中国中铁(00390)涨超8%领涨基建股 地方债发行高峰期临近,智通财经
315,2021-09-01,深成指跌1.71% 煤炭、有色板块跳水,网易
316,2021-09-01,建筑板块走强 新疆交建、中国交建涨停,中证网
317,2021-09-01,中国交建首板,Wind
318,2021-09-01,快讯：基建股大幅走强,财联社
319,2021-09-01,中国交建率先封板，大基建央企指数涨近6%,Wind
320,2021-09-01,中国化学底部翻倍行情激发中字头炒作热情，中国交建、中铁、铁建、电建、中冶大涨,Wind
321,2021-09-01,【银河建筑龙天光/钱德胜】公司跟踪丨中国交建 (601800)：业绩如期高增长，新签合同饱满,中国银河证券研究
322,2021-08-31,中国银河维持中国交建推荐评级：业绩如期高增长，新签合同饱满,每日经济新闻
323,2021-08-31,中国交建半年报点评：新签订单较快增长，两期净利润复合增速小幅上升【招商建筑】,微信
324,2021-08-31,八大中字头建筑央企上半年营收近三万亿,我的钢铁
325,2021-08-31,中国交建：2021年7月末累计新增借款占上年末净资产的25.17%,Wind
326,2021-08-31,52公司获得推荐评级-更新中,中财网
327,2021-08-31,一图读懂中国交建2021年中报,证券之星
328,2021-08-31,中国交建：上半年净利润97.71亿元 同比增长90.8%,中证网
329,2021-08-30,中国交建2021年中期业绩发布,中国交建
330,2021-08-30,中国交建：上半年净利润同比增长90.75%,Wind
331,2021-08-30,中国交建(601800.SH)：上半年净利增90.75%至97.71亿元,格隆汇
332,2021-08-30,36氪独家 |「工云」宣布完成数千万元Pre-A轮融资，以互联网为载体提供工程机械设备租赁服务,36氪
333,2021-08-30,风享 · 周期&新能源 | 3大团队联袂汇报 深度挖掘投资机会 20210829,天风研究
334,2021-08-30,建筑行业周观点：整县屋顶分布式光伏开发加速推进，建筑企业优势显着,华创建筑建材研究
335,2021-08-27,313只股破净 银行板块破净率最高,证券时报网
336,2021-08-27,中字头异动，中国化学拉升触板,Wind
337,2021-08-26,齐心集团上半年营收同比增长19.41% B2B大客户业务持续发力,每经网
338,2021-08-26,中国交建(601800.SH)聘任杨志超为副总裁,智通财经
339,2021-08-26,中国交建：董事会同意聘任杨志超为公司副总裁，裴岷山辞任,Wind
340,2021-08-26,姜帆：中国基建工程让世界惊叹,中国交建
341,2021-08-26,中交集团主要领导拜会大连市委书记胡玉亭,中国交建
342,2021-08-26,100%持股，中国交建在济宁成立新公司,鲁网
343,2021-08-26,中国交建成立城市发展新公司，注册资本2亿元,搜狐
344,2021-08-26,中国交建：公司核心业务领域为面向大交通、大城市发展的基础设施建设、设计和疏浚业务等,每日经济新闻
345,2021-08-26,中国交建回应“股价波动”相关问题,每日经济新闻
346,2021-08-26,业绩翻倍+低估值+滞涨股出炉！北上资金扫货8股,Wind
347,2021-08-25,【中金固收·信用】中国短期融资券及中期票据信用分析周报,中金固定收益研究
348,2021-08-25,有机硅龙头暴涨6倍！预增王是它 业绩翻倍+低估值+滞涨股名单出炉,中财网
349,2021-08-25,蕾奥规划上半年扣非净利同比增22% 已开展各类项目超过3500项,e公司
350,2021-08-25,有机硅龙头暴涨6倍，市值突破2000亿！业绩预增王是它，业绩翻倍+低估值+滞涨股出炉，北上资金扫货8股,证券时报网
351,2021-08-24,中交集团主要领导会见北京市西城区区长孙硕,中国交建
352,2021-08-24,施耐德电气以数字化技术赋能天津地铁PPP项目建设,工业电器网
353,2021-08-24,正和生态张熠君：这24年没走过捷径 也没绕过远路,上证报
354,2021-08-23,攻克最大“拦路虎”！世界最长高速公路隧道施工成功穿越最危险断裂带,中国交建
355,2021-08-23,路演互动丨森赫股份8月24日新股发行网上路演,全景网
356,2021-08-23,建筑与工程：上半年装配式PC行业发展如何？,新浪
357,2021-08-23,建筑装饰行业研究周报：抽水蓄能怎么看？关注中国电建、中国能建、粤水电,新浪
358,2021-08-23,中集集团(02039)附属中集世联达拟参与竞拍购买振华物流余下25%股权 涉资不超过约3.74亿元,智通财经
359,2021-08-23,中集集团：公司附属公司拟参与竞拍购买振华物流25%股权,Wind
360,2021-08-23,中集集团：附属公司拟参与竞拍购买振华物流25%股权,Wind
361,2021-08-23,[预告]森赫股份首次公开发行股票并在创业板上市网上路演将于8月24日14点举行,全景网
362,2021-08-23,中国交建成立资本控股公司，注册资本100亿,证券时报
363,2021-08-23,建科机械：上半年公司实现营业收入2.26亿元 同比增长7.38%,中证网
364,2021-08-23,德勤咨询：中国建筑行业2020年度回顾及未来展望（附下载）,199IT
365,2021-08-22,建筑行业周观点：7月投资数据增速普遍放缓，竣工仍维持向上趋势,华创建筑建材研究
366,2021-08-22,中国交建间接控股子公司环境违法被罚2万元 环保处罚,每日经济新闻
367,2021-08-22,中国交建间接控股子公司环境违法被罚4万元 环保处罚,每日经济新闻
368,2021-08-21,[公司]经营稳中有升 建科机械21HQ营收、净利双增,全景网
369,2021-08-21,中交集团主要领导赴西北区域青海总部开展调研,中国交建
370,2021-08-20,债市风云|中国交建累计新增借款900亿 中国林业提前赎回债券 大额借贷担保,中新经纬
371,2021-08-20,全景互动周报：本周“氢能源”、“半年报”和“锂电池”成投资者关注焦点,全景网
372,2021-08-20,【全榜单】2021年度ENR“全球最大250家国际承包商”榜单发布,中国对外承包工程商会
373,2021-08-19,【银华基金】交易日报 2021-08-19,新浪
374,2021-08-19,经济承压，投资看哪里？,新浪
375,2021-08-19,中交马东铁项目筑“免疫防线”保障项目施工顺利进行,中新网
376,2021-08-19,中国交建：当年累计新增借款占上年末净资产的25.17%,Wind
377,2021-08-18,8成预喜！补短板稳投资，大基建估值修复开启,Wind
378,2021-08-18,建筑工程行业：经济预期下 财政基建上 优选新基建,新浪
379,2021-08-18,水利建设板块逆市走高，7只概念股市盈率低于10倍,Wind
380,2021-08-18,水利建设板块逆市走高 7只概念股市盈率低于10倍,证券时报
381,2021-08-17,穿越两大无人区！新疆乌尉公路包项目巴什库尔干二号隧道贯通,中国交建
382,2021-08-17,王海怀会见三一集团党委书记、三一重工总裁向文波,中国交建
383,2021-08-17,正和生态绿色发展参与者，生态事业践行者,凤凰网
384,2021-08-17,西部大基建板块逆势走强 新疆交建和中国电建涨停,格隆汇
385,2021-08-17,深圳数研院：无纸化会议系统畅销十年的秘诀,证券之星
386,2021-08-17,中字头盘初活跃，中国电建快速封板,Wind
387,2021-08-17,正和生态张熠君：这24年没走过捷径，也没绕过远路,上证报
388,2021-08-16,【安信建筑】行业周报0815：7月社会融资规模低于预期，碳达峰碳中和为长期投资主线,勇往直前
389,2021-08-16,专家共话气候变化与韧性交通发展,交通新闻网
