,2021-12-31,潍柴动力：目前氢燃料电池行业处于示范运营和逐步推广阶段，行业销量仍较小,每日经济新闻
32,2021-12-24,A股融资融券日报：两融余额增加19.59亿元（12月23日）,Wind
33,2021-12-23,汽车动态点评：加强基建 重卡需求有望明显改善,新浪
34,2021-12-23,谭旭光的新砝码：推动欧洲最大叉车集团入华 加注消费摆脱投资依赖,经济观察报
35,2021-12-23,融资客青睐4股，航亚科技买入占比高达45.01%,Wind
36,2021-12-23,A股融资融券日报：两融余额增加24.04亿元（12月22日）,Wind
37,2021-12-22,潍柴动力今日大宗交易成交108.10万股，成交价18.25元溢价0.0%,Wind
38,2021-12-22,今年跑赢市场的潍柴动力(000338.SZ/2338.HK)做对了什么？,格隆汇
39,2021-12-21,潍柴动力大宗交易成交1504.07万元,证券时报网
40,2021-12-21,绿色工厂 | 潍柴动力上榜重量级榜单！,中国机经网
41,2021-12-21,潍柴动力今日大宗交易成交82.10万股，成交价18.32元溢价0.0%,Wind
42,2021-12-21,A股融资融券日报：两融余额减少40.23亿元（12月20日）,Wind
43,2021-12-20,"潍柴动力现1笔大宗交易 共成交2,359.81万元",新浪
44,2021-12-20,潍柴动力今日大宗交易成交128.60万股，成交价18.35元溢价0.0%,Wind
45,2021-12-20,【异动股】潍柴动力(02338.HK)跌3.25%,财华社
46,2021-12-20,A股融资融券日报：两融余额减少80.19亿元（12月17日）,Wind
47,2021-12-19,呈现“三大亮点”，潍柴动力商务大会农机分会在潍坊召开,和讯
48,2021-12-18,数据解放生产力——琰究汽车数据系列（2021年11月）【华西汽车 崔琰团队】,汽车琰究
49,2021-12-17,北向资金结束连续12日净买入，药明康德遭大幅抛售超10亿元,Wind
50,2021-12-17,【异动股】潍柴动力(02338.HK)跌4.43%,财华社
51,2021-12-17,A股融资融券日报：两融余额增加5.56亿元（12月16日）,Wind
52,2021-12-17,北向资金动向盘点：近两周加仓“非银”已超百亿,Wind
53,2021-12-17,A股早报2021年12月17日星期五,Wind
54,2021-12-17,每日理财观察：商务部将着力从三方面稳外贸稳产业链,Wind
55,2021-12-17,北向资金买入力度加大，抢筹钢铁行业（名单）,21世纪经济报道
56,2021-12-16,潍柴动力：开启智能物流新时代,金融界
57,2021-12-16,钧达股份“出走”汽车零部件,野马财经
58,2021-12-16,潍柴动力大宗交易成交1505.60万元，买卖双方均为机构专用席位,证券时报网
59,2021-12-16,潍柴动力今日大宗交易成交80万股，成交价18.82元溢价0.0%,Wind
60,2021-12-16,氢能源板块掀涨停潮，全国多地政策力挺，有望形成数千亿级市场,金融界
61,2021-12-16,A股资金流向：短线资金继续加码热门题材股,Wind
62,2021-12-16,【AH互动】潍柴动力(02338)AH股齐涨逾6% 旗下新能源叉车一期项目投产,和讯
63,2021-12-16,港股异动 | 潍柴动力(02338)涨超4% 凯傲中国叉车一期项目正式投产 主要生产新能源叉车,智通财经
64,2021-12-16,潍柴动力：凯傲中国叉车一期项目投产,财联社
65,2021-12-16,【异动股】潍柴动力(02338.HK)涨3.56%,财华社
66,2021-12-16,国产发动机崛起，它从负债3亿到全球第一，一年从海外赚回700亿,搜狐
67,2021-12-15,贝莱德减持潍柴动力(02338)79.9万股，每股作价约16.12港元 减持股份,智通财经
68,2021-12-15,东莞证券：预计汽车12月产销有望延续环比增长势头,Wind
69,2021-12-15,东莞证券：预计汽车12月产销有望延续环比增长势头,证券时报网
70,2021-12-15,A股融资融券日报：两融余额增加9.31亿元（12月14日）,Wind
71,2021-12-14,【权益变动】潍柴动力(02338.HK)被贝莱德减持79.9万股 减持股份,财华社
72,2021-12-14,瞰鉴鲁股：A股山东板块公司增至268家，市值排名再回全国第六,每日经济新闻
73,2021-12-14,潍柴动力：目前氢燃料电池发动机工厂已投产,Wind
74,2021-12-14,潍柴动力：火炬科技公司的分拆工作已完成，目前正推进后续工作,Wind
75,2021-12-14,潍柴动力：目前公司已布局电池电堆、电机、电控、双极板、空压机等氢燃料电池业务方面重要关键核心技术,Wind
76,2021-12-14,【异动股】潍柴动力(02338.HK)跌3.02%,财华社
77,2021-12-14,A股融资融券日报：两融余额增加51.19亿元（12月13日）,Wind
78,2021-12-13,山东区域股市周报：板块总市值涨568亿，今年新增36家上市公司,每日经济新闻
79,2021-12-13,潍柴动力：公司在氢燃料电池领域的布局、产品验证及技术指标等均处于行业领先地位,每日经济新闻
80,2021-12-13,潍柴动力：目前公司燃料电池相关产品主要应用于卡车、客车、发电及叉车等市场,每日经济新闻
81,2021-12-13,潍柴动力：氢燃料电池业务方面，目前公司已布局电池电堆、电机等重要关键核心技术,每日经济新闻
82,2021-12-13,【异动股】潍柴动力(02338.HK)涨4.13%,财华社
83,2021-12-13,A股融资融券日报：两融余额增加0.16亿元（12月10日）,Wind
84,2021-12-10,Schroders Plc减持潍柴动力(02338)181万股，每股作价约15.93港元 减持股份,智通财经
85,2021-12-10,A股资金流向：热门题材炒作升温，新能源集体回暖,Wind
86,2021-12-10,港股异动 | 潍柴动力(02338)午后跌超4% 瑞信预计国内重卡行业将继续低迷 首予潍柴“中性”评级,智通财经
87,2021-12-10,【异动股】潍柴动力(02338.HK)跌3.69%,财华社
88,2021-12-10,A股融资融券日报：两融余额增加7.33亿元（12月9日）,Wind
89,2021-12-10,【机会挖掘】全国多地政策支持氢能源发展 相关产业链或受关注,证券时报网
90,2021-12-09,瑞信首予潍柴动力“中性”评级，目标价15.2港元,乐居财经
91,2021-12-09,"潍柴动力现6笔大宗交易 共成交8,389.44万元",新浪
92,2021-12-09,潍柴动力今日大宗交易成交460.20万股，成交价18.23元溢价0.0%,Wind
93,2021-12-09,瑞信：给予潍柴动力目标价15.2港元,Wind
94,2021-12-09,瞰鉴鲁股：总市值排名被福建反超，潍坊国资拟斥资近10亿入主巴安水务,每日经济新闻
95,2021-12-09,【券商聚焦】瑞信首予潍柴动力(02338)中性评级 料未来两年重卡行业持续低迷,和讯
96,2021-12-09,A股融资融券日报：两融余额增加42.4亿元（12月8日）,Wind
97,2021-12-09,潍柴动力：香港汇生金控于12月6日调研我司,证券之星
98,2021-12-08,贝莱德减持潍柴动力(02338)约453.85万股，每股作价约14.14港元 减持股份,智通财经
99,2021-12-08,潍柴动力：公司氢燃料电池产品综合性能方面表现突出，处于行业领先地位,Wind
100,2021-12-08,潍柴动力：正重点推广燃料电池重卡在物流等多个场景应用,e公司
101,2021-12-08,A股融资融券日报：两融余额减少43.44亿元（12月7日）,Wind
102,2021-12-08,氢能产业链深度研究：好风凭借力 送我上“氢”云,新浪
103,2021-12-07,【权益变动】潍柴动力(02338.HK)被贝莱德减持453.8519万股 减持股份,财华社
104,2021-12-07,融资客青睐8股，雷柏科技买入占比高达38.52%,Wind
105,2021-12-07,A股融资融券日报：两融余额减少24.72亿元（12月6日）,Wind
106,2021-12-06,潍柴动力VS京城股份~同样是氢能源企业，为何潍柴动力如此优秀,深水财经社
107,2021-12-04,潍柴动力：公司氢燃料电池系统产品已经批量销售并在多个应用场景运营,每日经济新闻
108,2021-12-04,潍柴动力：公司正在推动数字化转型，加快新能源、新科技、新业态战略落地,每日经济新闻
109,2021-12-04,潍柴动力：公司为氢燃料电池系统提供商，无客车整车业务,每日经济新闻
110,2021-12-04,潍柴动力：目前公司氢燃料电池产品覆盖50-160kW，正进一步研发更大功率的氢燃料电池产品,每日经济新闻
111,2021-12-04,潍柴动力：公司纯电动业务以动力总成集成为主，主要应用于商用车及工程机械等领域,每日经济新闻
112,2021-12-04,潍柴动力：2018年公司战略投资加拿大巴拉德动力系统有限公司19.9%股份,每日经济新闻
113,2021-12-04,潍柴动力：公司氢燃料电池系统已经批量配套至中通、亚星、宇通等客车整车,每日经济新闻
114,2021-12-04,潍柴动力：目前公司已布局的关键部件包括电池电堆、电机等，自制化程度逐步提高，燃料电池系统成本逐步下降,每日经济新闻
115,2021-12-04,潍柴动力：目前公司燃料电池相关产品主要应用于卡车、客车、发电及叉车等市场,每日经济新闻
116,2021-12-03,ATFX港股：新能源领域，别忘记氢燃料电池的潍柴动力,金融界
117,2021-12-03,潍柴动力今日大宗交易成交113.30万股，成交价17.55元溢价0.0%,Wind
118,2021-12-03,A股融资融券日报：两融余额减少72.45亿元（12月2日）,Wind
119,2021-12-03,汽车行业周报：11月多地发布氢能产业政策 关注北京冬奥会示范应用筹备进展,新浪
120,2021-12-02,汽车板块持续火爆，3张图比一比汽车零部件和整车公司谁更佳？,Wind
121,2021-12-02,"潍柴动力现2笔大宗交易 共成交2,671.80万元",新浪
122,2021-12-02,潍柴动力今日大宗交易成交151.38万股，成交价17.65元溢价0.0%,Wind
123,2021-12-02,科博达：目前公司前五大终端客户营收占比约合计为87%,Wind
124,2021-12-02,【异动股】潍柴动力(02338.HK)涨5.97%,财华社
125,2021-12-02,潍柴动力：新能源全能选手,金融界
126,2021-12-02,A股早报2021年12月2日星期四,Wind
127,2021-12-02,A股融资融券日报：两融余额增加5.37亿元（12月1日）,Wind
128,2021-12-02,12月限售股解禁前瞻：逾5000亿市值迎解禁 包含7支北交所个股 解禁,面包财经
129,2021-12-02,潍柴动力12月1现7笔大宗交易,证券时报网
130,2021-12-01,两市共发生201宗大宗交易 机构抢筹这些个股,第一财经
131,2021-12-01,超级巨头宣布重磅利好，万亿赛道涨停潮，能否持续？,Wind
132,2021-12-01,"潍柴动力现7笔大宗交易 共成交19,154.78万元",新浪
133,2021-12-01,潍柴动力今日大宗交易成交1019.92万股，成交价16.37元溢价0.0%,Wind
134,2021-12-01,潍柴动力早盘上涨近8% 农机、氢能两大概念突出,金融界
135,2021-12-01,港股异动 | 潍柴动力领涨氢能源股 “成渝氢走廊”正式启动,格隆汇
136,2021-12-01,港股异动 | 氢能源概念股再度走高 京城机电股份(00187)涨超11% 潍柴动力(02338)涨超8%,智通财经
137,2021-12-01,【异动股】潍柴动力(02338.HK)涨7.65%,财华社
138,2021-12-01,氢燃料电池赛道：为什么更看好潍柴动力,金融界
139,2021-12-01,【港股通】潍柴动力(02338)涨4.18% 7.93亿股限售股于今日上市流通 解禁,和讯
140,2021-12-01,补短板农机概念站上风口，4只农机股上涨空间逾20%,Wind
141,2021-12-01,A股早报2021年12月1日星期三,Wind
142,2021-12-01,A股融资融券日报：两融余额增加15.02亿元（11月30日）,Wind
143,2021-12-01,两部门召开重要会议，这个细分领域要起飞？概念股名单抢先看,搜狐
144,2021-11-30,A股融资融券日报：两融余额增加18.95亿元（11月29日）,Wind
145,2021-11-29,潍柴动力：7.93亿股限售股份的上市流通日期为12月1日,Wind
146,2021-11-29,潍柴动力：约7.93亿股限售股12月1日解禁，占比9.08% 解禁,每日经济新闻
147,2021-11-29,汽车行业周报：关注电动智能化受益标的,新浪
148,2021-11-29,卧龙电驱(600580)：全球电机龙头 充分受益节能减排趋势,新浪
149,2021-11-29,【最全】2022年中国内燃机行业上市公司全方位对比(附业务布局汇总、业绩对比、业务规划等),证券之星
150,2021-11-29,A股融资融券日报：两融余额减少44.66亿元（11月26日）,Wind
151,2021-11-29,北向资金大幅加仓白酒股，本周限售股解禁市值约523.57亿元,Wind
152,2021-11-28,下周操盘攻略：奥密克戎毒株“突袭”全球金融市场,Wind
153,2021-11-28,浮盈超10倍！光伏龙头下周解禁超100亿元，还有这些股解禁压力大 解禁,中证报
154,2021-11-28,“内斗”升级，董事发声：公告严重失实！10天内两名独董辞职！下周43股面临解禁，机械龙头解禁压力大（附股） 董监高成员变化,证券时报网
155,2021-11-28,下周关注丨4000亿元逆回购将到期，这些投资机会最靠谱,第一财经
156,2021-11-28,潍柴动力：公司为氢燃料电池系统提供商 无客车整车业务,每日经济新闻
157,2021-11-27,潍柴动力：公司已布局氢内燃机相关技术并在推进中,每日经济新闻
158,2021-11-27,潍柴动力：动力电池以锂电池为主,每日经济新闻
159,2021-11-27,潍柴动力：目前公司氢燃料电池等产品主要应用于商用车、叉车等领域，暂未应用到航空航天器等领域,每日经济新闻
160,2021-11-27,潍柴动力：搭载公司氢燃料电池系统的黄河X7雪蜡车已经交付国家体育总局冬运中心投入使用，为冬奥会助力,每日经济新闻
161,2021-11-27,下周大比例解禁名单来了！光伏大牛股解禁市值超百亿 小心排雷 解禁,财联社
162,2021-11-27,下周524亿市值限售股解禁，潍柴动力、晶澳科技解禁市值超百亿 解禁,Wind
163,2021-11-26,年入30亿，承载陕汽8年上市梦，中国第一大商用车联网龙头冲击港交所,36氪
164,2021-11-26,A股融资融券日报：两融余额增加16.32亿元（11月25日）,Wind
165,2021-11-25,A股融资融券日报：两融余额增加23.98亿元（11月24日）,Wind
166,2021-11-25,掘金氢燃料电池产业，上市公司纷纷“亮招”,Wind
167,2021-11-24,A股融资融券日报：两融余额增加25.03亿元（11月23日）,Wind
168,2021-11-24,比元宇宙还牛！低调板块走出一批慢牛,Wind
169,2021-11-23,数据解放生产力——琰究汽车数据系列（2021年10月）【华西汽车 崔琰团队】,汽车琰究
170,2021-11-23,【港股通】中国重汽(03808)涨6.5% 与潍柴动力共同开发的氢能重卡实现跨城际高速运营,和讯
171,2021-11-23,港股异动 | 中国重汽(03808)早盘涨近7% 与潍柴动力共同开发的氢能重卡实现跨城际高速运营,智通财经
172,2021-11-23,潍柴动力：目前公司氢燃料电池产品覆盖50-160kW，已批量投放市场,Wind
173,2021-11-23,潍柴动力：公司主要产品如动力总成、重卡整车、叉车等均有海外销售,Wind
174,2021-11-23,潍柴动力：公司氢燃料电池系统已批量销售,Wind
175,2021-11-23,潍柴动力：目前公司氢燃料电池产品覆盖50-160kW,每日经济新闻
176,2021-11-23,潍柴动力：公司主要产品如动力总成、重卡整车、叉车等均有海外销售,每日经济新闻
177,2021-11-23,潍柴动力：公司氢燃料电池产品目前整体运行状态良好,每日经济新闻
178,2021-11-23,潍柴动力：公司和潍柴重机的控股股东均为潍柴集团,每日经济新闻
179,2021-11-23,潍柴动力：公司在氢内燃机技术有所布局，目前正在按计划进行技术研发,每日经济新闻
180,2021-11-23,潍柴动力：公司氢燃料电池系统已批量销售,每日经济新闻
181,2021-11-23,A股融资融券日报：两融余额增加111.29亿元（11月22日）,Wind
182,2021-11-23,政策推进车企发力，氢能汽车“上路”有望提速,Wind
183,2021-11-22,孙少军辞任潍柴动力(02338)执行总裁 董监高成员变化,智通财经
184,2021-11-22,潍柴动力：孙少军申请辞去公司执行总裁职务,Wind
185,2021-11-22,潍柴动力：董事会会议审议及批准孙少军先生辞任公司执行总裁,Wind
186,2021-11-22,汽车行业周报：氢燃料电池汽车市场关注度提升,新浪
187,2021-11-22,氢燃料汽车：寻找锂电池的宁德时代,中国能源网china5e
188,2021-11-22,氢能源概念股继续活跃,新浪
189,2021-11-22,A股融资融券日报：两融余额减少11.76亿元（11月19日）,Wind
190,2021-11-22,中信证券：行业顶层政策出台的预期或为氢能公司带来新一轮催化剂,Wind
191,2021-11-19,【异动股】潍柴动力(02338.HK)涨3.16%,财华社
192,2021-11-19,氢能产业将获顶层设计支持！产业前景巨大 三类股值得密切跟踪（附股）,银河证券
193,2021-11-19,【机会挖掘】交通运输部强调加快自动驾驶技术使用 机构建议关注三条投资主线,证券时报网
194,2021-11-18,机构扎堆定增“黄金坑”，60家公司收益已翻倍！,Wind
195,2021-11-16,潍柴动力：公司持有美国PSI公司51%股份,Wind
196,2021-11-16,潍柴动力：前三季度，公司重卡发动机市占率约为31%,每日经济新闻
197,2021-11-16,潍柴动力：公司布局了动力电池业务，并已批量配套至高空作业车、机场牵引车、叉车等高端市场,每日经济新闻
198,2021-11-16,潍柴动力：公司燃料电池车辆已经在济南、潍坊、聊城、济宁、无锡等城市批量投入运营,每日经济新闻
199,2021-11-16,潍柴动力：公司已推动产业上下游企业和合作伙伴建成多座加氢站,每日经济新闻
200,2021-11-16,潍柴动力：搭载公司燃料电池系统的公交车已经批量投放市场，同时已经开始重点推广氢燃料电池重卡的应用,每日经济新闻
201,2021-11-16,潍柴动力：公司为氢燃料电池系统提供商，无客车整车业务,每日经济新闻
202,2021-11-16,潍柴动力：2021年前三季度工程机械用发动机同比实现较大增长，在装载机、起重机、推土机等多个市场具有领先的市场份额。,每日经济新闻
203,2021-11-15,联诚精密：汽车零部件客户主要为中国重汽、潍柴动力、美国ASC公司、美国Mancor公司等,每日经济新闻
204,2021-11-15,【异动股】潍柴动力(02338.HK)跌3.06%,财华社
205,2021-11-12,潍柴动力：拟参加山东辖区上市公司2021年度投资者网上集体接待日活动,Wind
206,2021-11-12,肇民科技：潍柴动力商用发动机中的电磁阀有用到公司的产品,Wind
207,2021-11-11,摩根大通：降中联重科评级至减持，下调潍柴目标价,Wind
208,2021-11-11,A股并购观察第13期 | 10月医药行业并购火爆，京新药业高溢价关联收购惹争议,时代周报
209,2021-11-10,潍柴动力今日大宗交易成交15万股，成交价15.5元折价0.06%,Wind
210,2021-11-09,汽车行业点评报告：深入打好污染防治攻坚战意见出台持续利好氢能源汽车产业链,新浪
211,2021-11-09,潍柴动力：公司专利数量在同行业中居领先水平,每日经济新闻
212,2021-11-09,潍柴动力：目前，氢燃料电池发动机工厂已经投产,每日经济新闻
213,2021-11-09,A股融资融券日报：两融余额增加39.23亿元（11月8日）,Wind
214,2021-11-08,氢能再逢政策利好，全柴动力、科融环境涨停，江苏神通跌6%调研机构没看上,证券之星
215,2021-11-08,【趣点】“氢”风徐来：氢燃料电池站上风口，行业核心标的有哪些？,财华社
216,2021-11-08,潍柴动力早盘上涨 加快氢能燃料电池多场景应用进展顺利,金融界
217,2021-11-08,【异动股】潍柴动力(02338.HK)涨5.73%,财华社
218,2021-11-08,港股异动 | 潍柴动力(02338)盘初涨超9% 国家推动氢燃料电池汽车示范应用,智通财经
219,2021-11-06,潍柴动力：目前公司正在重点推广氢燃料电池重卡在物流、园区、港口等多个特定场景的应用,每日经济新闻
220,2021-11-06,潍柴动力：搭载公司氢燃料电池系统的黄河X7雪蜡车已经交付国家体育总局冬运中心投入使用，为冬奥会助力,每日经济新闻
221,2021-11-05,汽车行业2021年三季报业绩综述：渡过芯片和原材料最大压力时刻 后续有望企稳回升,新浪
222,2021-11-03,全球自动驾驶十大收购案：买买买、合合合，拉开「战国时代」的序幕,36氪
223,2021-11-03,潍柴动力：船舶市场是公司发动机配套领域之一。其中大缸径高速船用发动机近年来增长较好,每日经济新闻
224,2021-11-03,潍柴动力：氢能源相关产品已批量生产和应用,Wind
225,2021-11-03,潍柴动力：火炬科技公司的分拆工作已完成，目前正推进后续工作,Wind
226,2021-11-03,潍柴动力：公司的氢燃料电池系统已配套至牵引车、自卸车、载货车等重卡市场,Wind
227,2021-11-03,潍柴动力：公司拖拉机CVT动力总成已配套至雷沃P7000大马力智能拖拉机,Wind
228,2021-11-03,潍柴动力：目前公司氢燃料电池产品覆盖50-160kW,Wind
229,2021-11-03,潍柴动力：燃料电池业务属于公司重要战略新兴业务之一,每日经济新闻
230,2021-11-03,汽车行业：21年数据点评系列二十二：新能源车延续高景气,广发证券
231,2021-11-03,大行评级 | 大和：维持潍柴动力(2338.HK)买入评级 目标价19.1港元,格隆汇
232,2021-11-03,汽车行业周报：双碳文件指引汽车行业关注节能减排和新能源,新浪
233,2021-11-03,汇丰研究：维持潍柴动力(02338)“买入”评级 目标价降至21.2港元,智通财经
234,2021-11-03,港股盘前必读：中国香港9月零售销售量同比增4.7%预期增10.8%,Wind
235,2021-11-02,三一重工：公司动力系统的主要供货商众多，包括道依茨、五十铃、日野、潍柴动力等数十多家品牌,每日经济新闻
236,2021-11-02,瞰鉴鲁股：板块总市值排名下降，前三季新增上市公司数量创最高纪录,每日经济新闻
237,2021-11-02,瑞银：维持潍柴动力(2338.HK)买入评级 目标价22.05港元,格隆汇
238,2021-11-02,大行评级 | 大摩：予潍柴动力(2338.HK)大市同步评级 目标价16.9港元,格隆汇
239,2021-11-02,A股融资融券日报：两融余额增加47.83亿元（11月1日）,Wind
240,2021-11-01,【异动股】潍柴动力(02338.HK)跌3.29%,财华社
241,2021-11-01,燃料电池行业专题报告：拥抱氢能 未来可期,新浪
242,2021-11-01,潍柴动力：前三财季净利79.00亿元，同比增长11.18%,资本邦
243,2021-11-01,图解潍柴动力三季报：第三季度单季净利润同比减39.45% 盈利能力下降,证券之星
244,2021-11-01,潍柴动力：第三季度实现净利润14.69亿，同比下降39.45% 盈利能力下降,我的钢铁
245,2021-11-01,A股融资融券日报：两融余额减少52.62亿元（10月29日）,Wind
246,2021-10-31,眼见“潍”实，潍柴大马力领跑干线物流,凤凰网
247,2021-10-30,Wind风控日报2021年10月30日星期六,Wind
248,2021-10-29,为进一步深耕国际市场 潍柴动力(000338.SZ)拟收购进出口公司100%股权,智通财经
249,2021-10-29,潍柴动力(000338.SZ)前三季度归母净利同比增11.18%至79亿元,智通财经
250,2021-10-29,潍柴动力(02338)三季度归母净利同比减少39.45%至14.69亿元 盈利能力下降,智通财经
251,2021-10-29,潍柴动力(02338.HK)拟3.14亿元收购潍柴进出口全部股权,格隆汇
252,2021-10-29,潍柴动力：2021年第三季度净利14.69亿元，同比下降39.45%。 盈利能力下降,财联社
253,2021-10-29,潍柴动力：第三季度净利14.69亿元 同比下降39% 盈利能力下降,财联社
254,2021-10-29,潍柴动力：前三季度净利润同比增长11.18%,Wind
255,2021-10-29,A股融资融券日报：两融余额减少165.82亿元（10月28日）,Wind
256,2021-10-28,港股异动 | 潍柴动力(02338)跌超8%领跌机械装备板块 行业景气全面转弱,智通财经
257,2021-10-28,重型机械板块延续低迷，三一重工、中国重汽、潍柴动力均创阶段新低,Wind
258,2021-10-28,【异动股】潍柴动力(02338.HK)跌4.69%,财华社
259,2021-10-28,贝斯特：公司下游客户主要包括康明斯、博世中国、盖瑞特、特斯拉、博马科技、长春富奥石川岛、博格华纳、皮尔博格、宁波丰沃、上海菱重、海德韦尔、上汽通用、潍柴动力等国内外知名企业,每日经济新闻
260,2021-10-28,空调界的“隐形冠军”：海尔中央空调的“专精特尖”之路,GPLP犀牛财经
261,2021-10-27,潍柴动力：公司氢燃料电池发动机产品已经批量投放市场,每日经济新闻
262,2021-10-27,潍柴动力：近年来，公司液压产品的销量保持较好增长趋势，已批量配套至徐工、三一、中联、山推等主流工程机械厂商,每日经济新闻
263,2021-10-27,潍柴动力：公司氢燃料电池产品可应用于发电领域,每日经济新闻
264,2021-10-27,潍柴动力：限电对公司生产影响较小，限电有利于推动发电设备用发动机的销售,Wind
265,2021-10-27,潍柴国六全擎守护绿通中重卡直播收官,卡车之家
266,2021-10-26,湘油泵(603319)点评：泵类增量订单贡献超越行业表现 21Q3业绩符合预期,新浪
267,2021-10-26,潍柴动力：股东特别大会批准9项决议案,Wind
268,2021-10-26,"潍柴动力现1笔大宗交易 共成交1,076.69万元",新浪
269,2021-10-26,潍柴动力今日大宗交易成交67万股，成交价16.07元折价5.02%,Wind
270,2021-10-26,抄作业！傅鹏博、赵诣、冯明远等顶流基金经理持仓曝光（附名单）,证券之星
271,2021-10-26,又一波知名基金经理调仓了！赵诣大幅减持重仓股，邹曦增持三一重工潍柴动力，李化松坚守迈瑞医疗 减持股份,财联社
272,2021-10-26,融通基金经理邹曦：增持三一重工、潍柴动力 减持贵州茅台、隆基股份等 减持股份,金融界
273,2021-10-26,刘格菘、黄兴亮、邹曦、陈一峰等知名基金经理三季报持仓大曝光！,Wind
274,2021-10-23,卧龙电驱(600580)重大事项点评：再获EV电机定点 优质客户持续开拓,新浪
275,2021-10-22,【权益变动】潍柴动力(02338.HK)获Schroders PLC增持438.6万股,财华社
276,2021-10-21,上市最高补贴1400万，建立直通车机制，潍坊“13条”为上市企业加把劲！,鲁网
277,2021-10-21,A股融资融券日报：两融余额增加49.12亿元（10月20日）,Wind
278,2021-10-21,67股获券商买入评级，老板电器目标涨幅达78.55%,Wind
279,2021-10-21,潍柴动力(000338)：开拓新业务 把握国产替代机遇,新浪
280,2021-10-20,美银证券：予潍柴动力(02338)“跑输大市”评级 目标价13.3港元,智通财经
281,2021-10-19,潍柴动力：2021年上半年，公司研发投入金额46.3亿元，同比增长28%,每日经济新闻
282,2021-10-19,潍柴动力：公司正在与陕重汽、中国重汽等共同推动燃料电池重卡在物流、园区、港口等场景示范运营，包括牵引车、载货车等,每日经济新闻
283,2021-10-19,潍柴动力：将综合考虑未来发展战略和市场需求布局和完善固能储氢方面相关业务,每日经济新闻
284,2021-10-19,潍柴动力：潍柴火炬科技股份有限公司的分拆上市工作已经完成分拆的相关审批程序,每日经济新闻
285,2021-10-19,潍柴动力：公司氢燃料电池发动机产品已经批量投放市场,每日经济新闻
286,2021-10-19,潍柴动力：2021年三季报首次预约披露的时间为2021年10月30日,每日经济新闻
287,2021-10-19,【异动股】潍柴动力(02338.HK)涨3.1%,财华社
288,2021-10-19,瞰鉴鲁股：上周板块总市值跌733亿，锂电产业链大牛股受追捧,每日经济新闻
289,2021-10-19,潍柴动力(02338.HK)获Schroders Plc增持438.6万股,格隆汇
290,2021-10-18,潍柴动力(02338)到期赎回本金20亿元的理财产品后又继续进行现金管理,智通财经
291,2021-10-18,汽车行业周报：9月产销好于预期 新能源渗透率持续提升,新浪
292,2021-10-18,山东区域股市周报：板块总市值跌733亿 东软载波股价缩水两成,每日经济新闻
293,2021-10-18,A股融资融券日报：两融余额减少36.07亿元（10月15日）,Wind
294,2021-10-17,潍柴动力(000338.SZ)中期A股分红派息10派1.85元 股权登记日为10月21日,格隆汇
295,2021-10-16,潍柴动力：公司发动机覆盖重卡、客车、工程机械、农业装备、发电、能源动力等跨行业、多领域，功率覆盖范围广泛,每日经济新闻
296,2021-10-16,潍柴动力：营销推广的基础是产品品质，营销推广的能力最终要看效果,每日经济新闻
297,2021-10-16,潍柴动力：公司坚持研发一代、储备一代、生产一代，推动公司持续保持领先地位,每日经济新闻
298,2021-10-15,潍柴动力(02338)：每10股派发现金红利1.85元,智通财经
299,2021-10-15,潍柴动力：A股分红派息股权登记日为10月21日,Wind
300,2021-10-15,潍柴动力(02338.HK)拟10月29日举行董事会会议审核前三季业绩,格隆汇
301,2021-10-15,潍柴动力：谨订于10月29日举行董事会会议，以审议前九个月业绩,Wind
302,2021-10-15,潍柴动力：目前搭载公司重卡混动系统的渣土车亮相第二届世界内燃机大会，搭载公司轻卡混动系统的物流车通过公告认证并已获得批量系统订单,每日经济新闻
303,2021-10-15,潍柴动力：公司业务所处的行业涉及动力总成（发动机、变速箱、车桥、液压）、智能物流、卡车、客车、工程机械、农业装备、工业动力、叉车等行业,每日经济新闻
304,2021-10-15,潍柴动力：公司新能源产品已经应用配套于中通客车、亚星客车、宇通客车、中国重汽、陕重汽、山推股份等客户,每日经济新闻
305,2021-10-15,潍柴动力：去年开始，公司燃料电池系统已经批量配套公交车；今年公司重点推广燃料电池重卡在物流、园区、港口等多个特定场景的应用，目前推广效果良好,每日经济新闻
306,2021-10-15,潍柴动力：目前公司所产发动机在航运造船业所占份额不高但在逐步提升,每日经济新闻
307,2021-10-15,潍柴动力：受行业淡季及排放标准升级等因素影响，三季度中国重卡行业的终端销量同比有所下降 盈利能力下降,每日经济新闻
308,2021-10-15,潍柴动力：储能相关业务正在研究和规划中,每日经济新闻
309,2021-10-13,中金公司：汽车零部件板块补库周期将至，新兴需求渐清,Wind
310,2021-10-12,港股异动 | 潍柴动力(02338)跌近7%领跌工程机械股 小摩称工程机械需求展望好坏参半,智通财经
311,2021-10-12,【异动股】潍柴动力(02338.HK)跌4.37%,财华社
312,2021-10-12,148家公司获机构调研（附名单）,证券之星
313,2021-10-08,潍柴动力：目前公司发电设备用发动机产品的市场需求较好,每日经济新闻
314,2021-10-08,潍柴动力：公司有发电设备用发动机产品，并可满足应急电源、租赁、数据中心、养殖、持续电站等不同使用场景需求,每日经济新闻
315,2021-10-08,潍柴动力：公司2021年三季报首次预约披露的时间为2021年10月30日,每日经济新闻
316,2021-10-08,潍柴动力：2020年重卡销量为18.1万辆,每日经济新闻
