,2021-12-31,四川再添南向出川大通道 宜宾实现“县县通高速”,科技日报
1267,2020-08-20,8月20日晚间上市公司十大重磅公告,巨丰财经
1268,2020-08-20,中国中铁(00390)中标合计481.48亿元工程项目,智通财经
1269,2020-08-20,中国中铁(00390.HK)近期中标约481.5亿元重大工程,格隆汇
1270,2020-08-20,中国中铁(601390.SH)近期中标481.48亿元重大工程,格隆汇
1271,2020-08-20,中国中铁：35亿元可续期公司债券发行完成 利率3.95%,中国网
1272,2020-08-20,中国中铁拟发行30亿元中期票据 用于偿还有息负债,中国网
1273,2020-08-20,中国中铁(00390)完成发行35亿元2020年可续期公司债券(第五期),智通财经
1274,2020-08-20,中国中铁攻坚克难 贵阳机场新建跑道试飞成功,经济网
1275,2020-08-18,恒通科技：变更财务顾问主办人,Wind
1276,2020-08-18,中国中铁(00390.HK)8月28日举行董事会会议以批准中期业绩,格隆汇
1277,2020-08-18,中国中铁35亿元公司债券票面利率确定为3.05%,中国网
1278,2020-08-18,央地合作迎新进展，中国中铁华东总部基地在沪开建,上观
1279,2020-08-18,中国铁建董事长突然逝世 公告未披露死因及原因 董监高成员异常事件,中国经营网
1280,2020-08-18,上海闵行首家央企区域总部：中国中铁华东总部基地开工奠基,Wind
1281,2020-08-17,中国中铁(00390.HK)：2020年可续期公司债券(第五期)按品种一利率3.95%发行,格隆汇
1282,2020-08-17,建筑周报：社融信贷低于预期 企业中长期融资继续优化,新浪
1283,2020-08-17,中国中铁：拟发行35亿元可续期公司债券 用于偿还有息负债、补充流动资金,中国网
1284,2020-08-14,建筑：交通强国铁路先行 龙头有望强者恒强,新浪
1285,2020-08-14,启动班组长责任制！滇中引水工程楚红指挥部牢牢紧抓项目质量安全关,云南网
1286,2020-08-14,中国中铁(00390.HK)拟发行不超35亿元可续期公司债,格隆汇
1287,2020-08-14,中国中铁(00390)拟发行不超过35亿元公司债券,智通财经
1288,2020-08-14,老树开花又一春，海外发展推“双优”,一带一路高参
1289,2020-08-10,建筑周报：公募REITS 指引发布 有望推动试点项目尽快平稳落地,新浪
1290,2020-08-10,建筑行业周观点：继续关注减隔震、装配式投资机会,新浪
1291,2020-08-09,建筑装饰周观点：政策面&基本面持续向好 继续推荐装配式建筑&装修龙头,新浪
1292,2020-08-09,中国中铁自主研发新设备在滇中引水工程试验运行,云南日报
1293,2020-08-07,建筑央企上半年签单破5万亿 交通新基建下半年再迎高潮,华夏时报
1294,2020-08-06,A股早报2020年8月6日星期四,Wind
1295,2020-08-06,七大建筑央企上班经营业绩大PK！,一带一路高参
1296,2020-08-05,晚间重要公告2020年8月5日星期三,Wind
1297,2020-08-05,中国中铁(00390)近期中标若干重大工程 中标价合计307亿元,智通财经
1298,2020-08-05,中国中铁(601390.SH)：中标27项重大工程 中标价合计约306.999亿元,格隆汇
1299,2020-08-05,中国中铁：合计中标307亿元项目,Wind
1300,2020-08-05,中国中铁：近期中标307亿元重大工程项目,e公司
1301,2020-08-05,高位震荡如何抉择？机构流量成股价催化剂,Wind
1302,2020-08-05,中铁信托：把品牌文化软实力转化为推进高质量发展的硬支撑,金融界
1303,2020-08-01,“超级装备”助滇中引水工程建设提速,科技日报
1304,2020-08-01,“龙祥号”盾构机始发！滇中引水工程建设提速再添“超级装备”,云南网
1305,2020-07-31,【安信建筑】行业周报0802：7月建筑PMI维持高景气度，装配式建筑推进政策发布,勇往直前
1306,2020-07-31,下周37家公司分红实施，抢权行情来临,Wind
1307,2020-07-30,中国中铁(601390.SH)年报推10派1.69元股权登记日8月6日,格隆汇
1308,2020-07-30,中国中铁(00390.HK)：A股每股拟派红利0.169元(含税),格隆汇
1309,2020-07-29,装配式系列报告19：智能建造政策进一步催化装配式市场,新浪
1310,2020-07-29,港股投资日历：百威亚太、普拉达等股披露财报,Wind
1311,2020-07-28,滇中引水工程为川藏铁路建设提供设备试验参数,科技日报
1312,2020-07-28,中国中铁完成发行35亿可续期公司债 票面利率为3.95%,观点地产网
1313,2020-07-28,中国中铁(00390)完成发行35亿元可续期公司债券(第四期),智通财经
1314,2020-07-27,中证指数公司：8月6日发布中证兴业证券ESG盈利100指数,Wind
1315,2020-07-27,六大建筑央企上半年签单有望超4万亿 中国建筑6月日均签单118亿全年或首破3万亿,长江商报
1316,2020-07-25,建筑与工程行业基金2Q20持仓分析：公募加仓装配式产业链 但整体持仓下降,新浪
1317,2020-07-25,一周公告合辑丨偿债高峰将至 房企加快发债节奏,和讯
1318,2020-07-24,建筑与工程点评报告：基金持仓再度探底 装配式链备受青睐,新浪
1319,2020-07-24,六公司“赶考”创业板，多家机构现身股东榜,Wind
1320,2020-07-23,晚间重要公告2020年7月23日星期四,Wind
1321,2020-07-23,中国中铁(00390-HK)获准发行债券不逾200亿元,财华社
1322,2020-07-23,中国中铁：中标21项重大工程 合计266.66亿元,中国网
1323,2020-07-23,中国中铁：近期中标约266.66亿元工程,Wind
1324,2020-07-23,中国中铁承建的格库铁路（新疆段）铺轨贯通,国资委
1325,2020-07-22,中国中铁(00390.HK)2020年可续期公司债(第四期)品种一利率为3.95%,格隆汇
1326,2020-07-22,中国中铁拟发35亿可续期公司债 其中15亿用于偿债,观点地产网
1327,2020-07-22,中国中铁承建的调顺跨海大桥主塔封顶,国资委
1328,2020-07-22,中国中铁发布上半年业绩,一带一路高参
1329,2020-07-22,61股获券商买入评级 全筑股份目标涨幅达90%,Wind
1330,2020-07-22,中国中铁：订单延续高增长，收购恒通科技完善装配式服务能力,笑谈建筑
1331,2020-07-21,中国中铁拟发行35亿元可续期公司债券,中金在线
1332,2020-07-21,中国中铁(00390)发行不超过35亿元公司债券,搜狐
1333,2020-07-21,中国中铁(601390)公司点评：市政铁路发力 二季度新签订单大幅加速,新浪
1334,2020-07-21,港股公告精选：上汽终止收购，神州租车获北汽13.73亿港元收购28.91%股权,Wind
1335,2020-07-21,【朝闻国盛0721】如何通过转债平衡风险收益,国盛证券研究所
1336,2020-07-21,上市公司正负面新闻2020年7月21日星期二,Wind
1337,2020-07-20,晚间重要公告2020年7月20日星期一,Wind
1338,2020-07-20,中国中铁(00390)上半年新签合同额为8703.4亿元 同比增长24.1%,智通财经
1339,2020-07-20,7月20日晚间上市公司十大重磅公告,巨丰财经
1340,2020-07-20,中国中铁：二季度基础设施建设新签合同同比增长26.9%,Wind
1341,2020-07-20,中国中铁：前6月房地产项目签约金额176.7亿元 同比减少27.8% 盈利能力下降,中国网
1342,2020-07-20,中国中铁(601390.SH)上半年新签合同额8703.4亿元同比增长24.1%,格隆汇
1343,2020-07-20,中国节能与中国中铁签署战略合作协议,北极星电力
1344,2020-07-20,港股盘前必读：外媒称软银近期抛售价值22亿美元阿里巴巴股份,Wind
1345,2020-07-18,建筑装饰行业2020年半年度业绩前瞻：二季度行业利润整体改善 装配式助推钢结构景气度不断上行,新浪
1346,2020-07-17,建筑和工程行业20年1-6月投资数据点评：基建投资增速修复趋势未改 重视板块估值修复机会,光大证券
1347,2020-07-17,恒通科技(300374)：股权转让落地 中铁入主 迈入新阶段 资产异常,光大证券
1348,2020-07-16,[快讯]中国中铁收购恒通科技控制权股份顺利完成交割,全景网
1349,2020-07-16,大涨之后如何抉择？这些公司机构扎堆一致看多,Wind
1350,2020-07-15,中国中铁(00390)：收购恒通科技股权完成过户,智通财经
1351,2020-07-15,中国中铁(00390.HK)拟派末期股息每股0.169元(含税),格隆汇
1352,2020-07-15,中国中铁(00390.HK)收购北京恒通创新赛木科技控股权完成过户,格隆汇
1353,2020-07-15,中国中铁(601390.SH)：过户登记手续已完成 成为恒通科技的控股股东 控制人变化,格隆汇
1354,2020-07-15,恒通科技(300374.SZ)：控股股东变更为中国中铁 实控人变更为国务院国资委 控制人变化,格隆汇
1355,2020-07-14,长城建材-中铁装配（300374）点评报告：与中铁财务公司签署金融服务框架协议，有望强化公司融资能力,高材疾足
1356,2020-07-14,长城建材-中铁装配（300374）中报点评报告：上半年扣非净利润高增28%，业绩复苏显著,高材疾足
1357,2020-07-13,河南省交通运输厅：力争超额完成600亿元年度投资目标任务,河南日报
1358,2020-07-12,建筑装饰周观点：“补短板”加码、社融超预期 继续看好装配式和基建龙头,新浪
1359,2020-07-09,中国中铁(00390-HK)首6月累计新增借款526.64亿元人民币 大额借贷担保,财华社
1360,2020-07-09,中国中铁(00390.HK)2019年公司债券第三期将于7月16日付息,格隆汇
1361,2020-07-09,中国中铁(601390.SH)当年累计新增借款超上年末净资产20% 大额借贷担保,格隆汇
1362,2020-07-09,中国中铁(00390.HK)当年累计新增借款超上年末净资产20% 大额借贷担保,格隆汇
1363,2020-07-09,中国中铁：上半年累计新增借款526.64亿元 大额借贷担保,中国网
1364,2020-07-09,中国中铁：累计新增借款占上年末净资产的具体比例为21.45% 大额借贷担保,Wind
1365,2020-07-08,【研报掘金】建筑行业有望迎来幅度较大的估值提升 建议加大建筑央企配置,证券时报网
1366,2020-07-08,中国铁路工程集团有限公司探索就业扶贫之路,经济日报
1367,2020-07-08,53股获券商买入评级 中国中铁目标涨幅达73.96%,Wind
1368,2020-07-08,超1400股“踏空牛市”，历史低位绩优股是它们,证券时报网
1369,2020-07-08,上市公司正负面新闻2020年7月8日星期三,Wind
1370,2020-07-08,热门券商科技龙头回落低价股表现亮眼,证券时报
1371,2020-07-07,晚间重要公告2020年7月7日星期二,Wind
1372,2020-07-07,中国中铁：中标工程价合计546.79亿元,中金在线
1373,2020-07-07,中国中铁：546.79亿元中标32项重大工程 占2019年营收的6.44%,乐居财经
1374,2020-07-07,中国中铁(00390.HK)近期中标约546.79亿元重大工程,格隆汇
1375,2020-07-07,中国中铁：近期中标约546.8亿元工程,Wind
1376,2020-07-07,张慎峰：注册制牛市行情正徐徐走来,21世纪经济报道
1377,2020-07-07,八大建筑央企2019-2020年最新业绩及股票走势！,一带一路高参
1378,2020-07-07,国泰君安晨报,新浪
1379,2020-07-06,建筑行业周报：低估值蓝筹行情启动,新浪
1380,2020-07-06,中老铁路重点工程元江双线特大桥合龙 中国中铁承建,国资委
1381,2020-07-02,大和：下调中国中铁(00390)目标价至5.5港元 重申“买入”评级,智通财经
1382,2020-07-02,建筑与工程行业2020年度中期投资策略：顺势而为,新浪
1383,2020-06-29,恒通科技(300374)：乘装配式东风 有望明显受益央企入主,光大证券
1384,2020-06-28,建筑工程业行业：继续聚焦装配式赛道 基建H2将继续加速回升,新浪
1385,2020-06-28,粤开建筑建材周观点：Q3或迎来基建新建项目开工潮,新浪
1386,2020-06-28,中国中铁首辆氢能源有轨电车即将下线,北极星电力
1387,2020-06-24,中国中铁(00390)发行10亿元公司债券,智通财经
1388,2020-06-24,中国中铁(00390.HK)完成发行10亿元可续期公司债,格隆汇
1389,2020-06-23,“稳岗就业”与“脱贫攻坚”精准结合，央企助力当地脱贫,新华网
1390,2020-06-23,交大思诺(300851)：新股询价报告,新浪
1391,2020-06-23,中国中铁(00390)拟发行不超35亿元2020年可续期公司债券(第三期),智通财经
1392,2020-06-23,中国中铁：拟发行35亿元公司债券 票面利率确定为3.60%,中国网
1393,2020-06-22,企业抗疫复产典型事迹|中铁物贸：保障防疫物资供应,新浪
1394,2020-06-22,建筑周报：投资数据继续改善 建筑业有望率先受益货币政策强化落地,新浪
1395,2020-06-20,中运量轨道交通批复停滞四年 业内翘首以盼待破冰,中国经营报
1396,2020-06-17,中国中铁(00390.HK)成功发行35亿元可续期公司债,格隆汇
1397,2020-06-17,中国中铁(00390)完成发行35亿元2020年可续期公司债券(第二期),智通财经
1398,2020-06-17,中建八局、中建国际、中建南洋、中铁二十三局、中铁北方公司5家单位领导调整,北极星电力
1399,2020-06-17,港股开盘(6.17)︱恒指涨0.08%报24363点 中国中铁(00390)中标重大工程涉资378.75亿元,智通财经
1400,2020-06-17,中国中铁合计中标378.75亿元重大工程,我的钢铁
1401,2020-06-17,A股早报2020年6月17日星期三,Wind
1402,2020-06-17,港股公告精选：中国太保GDR发行价为17.6美元,Wind
1403,2020-06-16,中国中铁(00390.HK)近期中标约378.74亿元重大工程,格隆汇
1404,2020-06-16,中国中铁(601390.SH)：近期中标约378.75亿元的若干重大工程,格隆汇
1405,2020-06-16,5月FAI数据点评：基建增速升至2位数 地产竣工数据靓丽,新浪
1406,2020-06-15,中国中铁(00390)可续期公司债券(第二期)品种一及品种二票面利率分别为3.50%、3.99%,智通财经
1407,2020-06-15,中国中铁：35亿元可续期公司债票面利率最高为3.99%,中国网
1408,2020-06-14,【天风建筑周报】核心矛盾转向竞争结构，资金回暖加剧强者恒强,笑谈建筑
1409,2020-06-14,【国盛建筑】周观点：当前时点如何看鸿路钢构？继续推荐装配式主线,微信
1410,2020-06-12,海外信用评级汇总2020年6月12日星期五,Wind
1411,2020-06-12,股市流动性思考系列之四：指数成分调整在即 外资和基金ETF配置将被动变化,新浪
1412,2020-06-12,中国中铁(00390.HK)：2020年可续期公司债(第二期)品种一及品种二票息定为3.50%及3.99%,格隆汇
1413,2020-06-11,学习贯彻新《证券法》 中国中铁投保活动总结,和讯
1414,2020-06-11,中国中铁(00390)拟发行不超35亿元可续期公司债券(第二期),智通财经
1415,2020-06-11,恒邦保险股权连续生变,证券日报
1416,2020-06-11,中国中铁净利逾200亿 助力东北振兴赢得市场点赞,新浪
1417,2020-06-10,上市公司正负面新闻2020年6月10日星期三,Wind
1418,2020-06-09,公告精选：王府井获免税品经营资质，中国中铁未来五年拟在长春投资1000亿元,证券时报网
1419,2020-06-09,晚间重要公告2020年6月9日星期二,Wind
1420,2020-06-09,【公告抢先看】6月9日晚间重要公告：王府井获得免税品经营资质、ST瑞德实控人被采取10年证券市场禁入措施,金融界
1421,2020-06-09,中国中铁：与长春政府签署合作协议 拟投资不少于1000亿元,中国网
1422,2020-06-09,中国中铁：未来五年公司拟在长春投资总规模不少于1000亿元,e公司
1423,2020-06-09,中国中铁(601390.SH)与长春市人民政府签订战略合作框架协议,格隆汇
1424,2020-06-09,中国中铁：未来五年公司拟在长春投资总规模不少于1000亿元,Wind
1425,2020-06-08,金融地产研究部三循环周报：多部委联合发文强化中小微企业金融服务 新三板转板上市机制落地,新浪
1426,2020-06-08,申万宏源建筑周报：建筑企业基本全面复工 全年预期相对乐观,新浪
1427,2020-06-07,【太平洋建筑】县城城镇化补短板加速，关注减隔震、钢结构投资机会——周观点0606,微信
1428,2020-06-05,中国中铁：成功发行30亿元中期票据 票面利率2.85%,中国网
1429,2020-06-05,建筑装饰周观点：需求回暖&资金面持续改善 装配式和基建行情有望延续,新浪
1430,2020-06-05,建筑和工程行业2020中期策略：基建确定性回暖 装配式&REITS值得期待,新浪
1431,2020-06-04,“诚实守信 做受尊敬的上市公司”投资者保护专项行动专栏 | 中国中铁：持续提升投资者关系管理水平 助推企业高质量发展,中证报
1432,2020-06-03,富时罗素：富时中国A50等指数季度审核变更6月22日生效,Wind
1433,2020-06-03,中国短期融资券及中期票据信用分析周报,新浪
1434,2020-06-03,基建行业：预计中国西部2035年城镇化率将会达到75%,新浪
1435,2020-06-03,建筑央企136家子公司利润大排行！38家超10亿,一带一路高参
1436,2020-06-02,建筑装饰行业专题研究：目前仍处债转股政策推进窗口期 建筑央企国企订单落地速度有望加快,新浪
1437,2020-06-02,注册资金50亿中铁水务挂牌成立 新成立的这几个水务公司各个都很牛！,北极星节能
1438,2020-06-02,中铁水务公司落户西安：注册资本10亿元！,和讯
1439,2020-06-01,深度*行业*轨交行业点评,新浪
1440,2020-06-01,中国中铁：拟发行30亿元中期票据 发行期限2+1年,中国网
1441,2020-06-01,太平洋建筑周观点0530：建筑业PMI继续回升 重视减隔震与传统基建投资机会,新浪
1442,2020-06-01,中铁水务集团正式落户西咸,化工仪器网
1443,2020-06-01,【中信证券建筑 罗鼎团队】周观点：基建整体回暖，寻找增长性最优赛道（20200531）,Citics建筑
1444,2020-05-28,中国中铁(00390.HK)完成发行26亿元可续期公司债,格隆汇
1445,2020-05-28,票面利率3.11% 中国中铁(00390)完成发行26亿元可续期公司债券(第一期),智通财经
1446,2020-05-26,中国中铁(00390):2020年可续期公司债券(第一期)票面利率为3.11%,智通财经
1447,2020-05-26,中国中铁(00390.HK)：2020年可续期公司债(第一期)品种一票面利率为3.11%,格隆汇
1448,2020-05-26,中铁十局济南环境违法遭罚 一拌合站料仓未密闭 环保处罚,中国经济网
1449,2020-05-25,中国中铁中标多项重大工程,上证报
1450,2020-05-25,中国中铁：总价257.5亿元中标12项工程项目,中金在线
1451,2020-05-25,中国中铁(00390.HK)近期中标257.5亿元工程项目,格隆汇
1452,2020-05-25,中国中铁(601390.SH)：近期中标合计257.5亿元的重大工程,格隆汇
1453,2020-05-25,北京交通大学与中国中铁签署战略合作协议,中国网
1454,2020-05-25,【太平洋建筑】两会增强基建扩张预期，重视减隔震高成长与传统基建回暖——周观点0523,微信
1455,2020-05-22,中国中铁(00390.HK)拟发行不超35亿元可续期公司债,格隆汇
1456,2020-05-22,中国中铁：拟发行35亿元可续期公司债券,中国网
1457,2020-05-21,建筑行业2019年报总结及基建专题研究：营收提速 业绩回暖,新浪
1458,2020-05-20,【中信证券建筑 罗鼎团队】周观点：行业数据如期回暖，稳增长预期进一步强化（20200517）,Citics建筑
1459,2020-05-19,恒通科技：控股股东部分股份转让给中铁股份,每日经济新闻
1460,2020-05-17,【太平洋建筑】4月基建地产投资转正，重视减隔震、钢结构投资机会——周观点0516,微信
1461,2020-05-15,联通、世茂、蒙牛纳入恒生中国企业指数，或对股价提振效用有限,Wind
1462,2020-05-15,恒通科技(300374.SZ)：孙志强质押2936.653万股给中国中铁,格隆汇
1463,2020-05-15,中国中铁：30亿元中期票据发行完成 利率2.14%,中国网
1464,2020-05-15,A股早报2020年5月15日星期五,Wind
1465,2020-05-14,中国中铁近期中标多项重大工程,上证报
1466,2020-05-14,中国中铁：近期中标多项工程 金额合计218.6亿元,e公司
1467,2020-05-14,中国中铁(00390)近期中标若干重大工程 中标价合计218.6亿元,智通财经
1468,2020-05-14,中国中铁(00390.HK)近期中标218.6亿元重大工程,格隆汇
1469,2020-05-14,中国中铁(601390.SH)近日中标218.596亿元工程,格隆汇
1470,2020-05-14,沪深300等重要指数将调整样本股！这些股望入围,中证报
1471,2020-05-13,中国短期融资券及中期票据信用分析周报,新浪
1472,2020-05-13,建筑2019年报暨2020Q1报综述暨方法论之财务透视19：钢结构最快 央企最稳定 设计/园林加速反转向上,新浪
1473,2020-05-13,建筑和工程行业19年报和20年一季报综述：央企降杆杆近尾声 钢结构业绩亮眼 基建REITS重构逻辑,光大证券
1474,2020-05-13,中国中铁：200亿元公司债券获准注册,中国网
1475,2020-05-12,中国中铁：公司债券注册获批 面值总额不超200亿元,乐居财经
1476,2020-05-12,中国中铁(00390.HK)获准发行不超200亿元公司债券,格隆汇
1477,2020-05-12,中国中铁(601390.SH)：不超200亿元公司债注册申请获中国证监会批复,格隆汇
1478,2020-05-11,中国中铁：拟发行30亿元中期票据 用于偿还有息负债,中金在线
1479,2020-05-10,【中信证券建筑 罗鼎团队】周观点：装配式高景气，重视产业链上下游龙头（20200510）,Citics建筑
1480,2020-05-08,QFII、RQFII “限购令”取消， 看外资持股全名单,Wind
1481,2020-05-07,不满估值被低估 中国中铁披露“拆子方案”欲重塑估值,新浪
1482,2020-05-07,【研报掘金】REITs或提升建筑板块估值 关注央企与投融资运营龙头,证券时报网
1483,2020-05-07,正泰电器2019年：营收增10.23%净利增4.74% 海内外市场取得新突破,中国机经网
1484,2020-05-06,中美头部公司业绩PK，传统行业依旧强势,Wind
1485,2020-05-06,公募REITs启航，这些行业与个股最受益,证券时报网
1486,2020-05-06,八大建筑央企业绩大排行！谁在暴涨谁在下滑？ 盈利能力下降,一带一路高参
1487,2020-05-06,建筑装饰：机构持仓环比增加,金融投资报
1488,2020-05-05,【国盛建筑】周观点：基建REITs打开行业新空间，推荐建筑央企与投融资运营龙头,微信
1489,2020-05-05,【中信证券基地产业】REITs来了：聚焦运营价值，拉动增量投资,Citics建筑
1490,2020-05-01,【国盛建筑】中国中铁：业绩好于预期，龙头经营韧性凸显,微信
1491,2020-04-30,恒通科技(300374.SZ)：控股股东、第二大股东协议转让公司股份获国务院国资委批复,格隆汇
1492,2020-04-30,【中信证券建筑 罗鼎团队】中国中铁一季报：平稳应对疫情冲击，推出分拆上市预案,Citics建筑
1493,2020-04-30,【华创建筑建材】中国中铁2020年一季报点评：业绩略超预期，订单提速，逆周期调节有望恢复增长,华创建筑建材研究
1494,2020-04-30,中国中铁一季度实现营收1570亿元 在建项目复工率达到97%,证券日报
1495,2020-04-30,中国中铁2020年一季度实现营收逾1500亿元,上证报
1496,2020-04-30,发展动力充足，中国中铁一季度业绩进一步向好,证券时报网
1497,2020-04-30,中国中铁：一季度归属股东净利润35.85亿元 同比降6.72% 盈利能力下降,中国网
1498,2020-04-30,中国中铁：一季度实现净利润35.85亿元 发展动力充足,中证网
1499,2020-04-30,【中泰建筑 邢立力】中国中铁2020一季报点评：疫情扰动有限，龙头成色十足,中泰建筑研究
1500,2020-04-30,中国中铁：一季度净利润同比减少6.72% 盈利能力下降,Wind
1501,2020-04-29,中国中铁(00390)2020年下半年至2021年上半年对外担保总额1398.71亿元 大额借贷担保,智通财经
1502,2020-04-29,中国中铁(00390)间接附属中铁高铁电气装备拟于上交所科创板上市,智通财经
1503,2020-04-29,中国中铁(00390)一季度净利降6.72%至35.85亿元 盈利能力下降,智通财经
1504,2020-04-29,王士奇获任为中国中铁(00390)执行董事,智通财经
1505,2020-04-29,中国中铁(00390.HK)近期中标合计约153.29亿元重大工程,格隆汇
1506,2020-04-29,中国中铁(00390.HK)拟分拆高铁电气科创板上市,格隆汇
1507,2020-04-29,中国中铁(00390.HK)一季度净利润35.85亿元 同比减少6.72% 盈利能力下降,格隆汇
1508,2020-04-29,中国中铁(00390.HK)委任王士奇为执行董事,格隆汇
1509,2020-04-29,[路演]博源股份：与中国电建、中国中铁、河南机场集团建立合作关系,全景网
1510,2020-04-29,河南：新安至伊川高速项目首座隧道顺利贯通,新华网
1511,2020-04-28,中国中铁：200亿元小公募已获上交所受理,乐居财经
1512,2020-04-28,北奔重汽中铁九局刚果金项目上海港交车仪式,中国机经网
1513,2020-04-26,【国盛建筑】周观点：铁路投资率先加力，继续推荐设计/钢构/央企龙头,微信
1514,2020-04-26,中国中铁：成功发行30亿元中期票据 票面利率2.28%,中国网
1515,2020-04-26,中国中铁向老挝捐赠口罩,云南日报
1516,2020-04-24,【中信证券建筑水泥】建筑持仓：1Q20持仓规模整体回升，继续推荐园林及央企龙头,Citics建筑
1517,2020-04-24,基金一季报前十大重仓股出炉，谁最受基金公司喜欢？,资本邦
1518,2020-04-23,中国中铁滇中引水项目50天完成产值10.7亿元,云南网
1519,2020-04-23,昆钢控股与中铁开投签订战略合作框架协议,钢铁新闻网
1520,2020-04-23,中国政府和企业支持国际合作抗疫,经济日报
1521,2020-04-21,中国中铁200亿元小公募公司债券获上交所受理,中国网
1522,2020-04-21,最被看好十大港股：大和维持中国移动目标价75.7港元,新浪
1523,2020-04-21,青岛21.29亿元出让15宗地块 万科、中国中铁均有斩获,中国网
1524,2020-04-21,中国中铁3.48亿元竞得青岛即墨区潮海街道3宗地块,中国网
1525,2020-04-21,交银国际：新专项债额度利好中国铁建(01186)及中国中铁(00390)等基建行业 维持领先评级,智通财经
1526,2020-04-21,173股获券商买入评级，比音勒芬目标涨幅达90.19%,Wind
1527,2020-04-20,中国中铁：拟发行30亿元中期票据 用于偿还银行借款,中金在线
1528,2020-04-18,铁路工程定价机制终现松动 基建企业期待更大调整,中国经营报
1529,2020-04-17,中国中铁一季度地产签约销售33.35亿 同比下滑逾六成 盈利能力下降,观点地产网
1530,2020-04-17,中国中铁(00390.HK)4月29日董事会批准一季度业绩,格隆汇
1531,2020-04-17,中国中铁(00390.HK)近期中标254.8亿元工程项目,格隆汇
1532,2020-04-17,中国中铁：一季度房地产签约金额33.35亿元，同比下降65.9% 盈利能力下降,Wind
1533,2020-04-17,中国中铁：近期中标约254.84亿元重大工程,Wind
1534,2020-04-17,中国中铁：一季度新签合同额3375.8亿元，同比增7.8%,Wind
1535,2020-04-17,上证指数收盘涨0.66%，大基建板块午后崛起,Wind
1536,2020-04-17,港股异动|小摩称基建行业增长强劲中国中铁(00390)涨逾4%领涨板块,搜狐
1537,2020-04-17,小摩：基建行业增长强劲 首推中国中铁(00390)及中国铁建(01186),智通财经
1538,2020-04-15,“铁路架友谊 有难必相帮” 中国中铁向匈牙利捐赠抗疫物资,中国经济网
1539,2020-04-13,企业：中国中铁发30亿中期票据 保利近40亿拿下天津大学城地块,房天下
1540,2020-04-13,新债蓄势待发，抢到就是赚到,睿哲固收研究
1541,2020-04-10,债市风云：资金面预期宽松（4.10）,--
1542,2020-04-10,中国中铁：30亿元中期票据发行完成 利率最高为2.48%,金融界
1543,2020-04-10,中国中铁第九大业务板块横空出世，注册资本金10亿,中国水网
1544,2020-04-10,注册资本金10亿元，中铁水务有限公司在西安成立,中国水网
1545,2020-04-09,中国中铁(00390.HK)“19铁工03”及“19铁工04”将于4月15日付息,格隆汇
1546,2020-04-09,中国中铁(00390)：2019年公司债券(第二期)将于4月15日起付息,智通财经
1547,2020-04-08,中国中铁：“19铁工03”回售金额11.53亿元，不进行转售,Wind
1548,2020-04-08,中国中铁(00390.HK)：“19铁工03”回售金额为11.53亿元,格隆汇
1549,2020-04-08,中信证券：新旧基建合力，建筑行业中期景气持续,Wind
1550,2020-04-07,A股最大新能源IPO来袭！三峡新能源拟募资250亿元,21世纪经济报道
1551,2020-04-07,中国中铁国际板块大调整！,一带一路高参
1552,2020-04-07,86股获券商买入评级 大华股份目标涨幅达74.39%,Wind
1553,2020-04-06,【安信建筑】2019年报点评（中国中铁（601390.SH））-业绩增速超预期，现金流改善订单高增,勇往直前
1554,2020-04-03,中国中铁：拟发行30亿元中期票据 用于偿还到期债务,中国网
1555,2020-04-03,中国中铁（601390）2019年年报点评：收入提速，订单高增长,国信研究
1556,2020-04-03,142股获券商买入评级，金风科技目标涨幅达85.10%,Wind
1557,2020-04-02,163股获券商买入评级 大悦城目标涨幅达80.71%,Wind
1558,2020-04-01,【华创建筑建材】中国中铁2019年报点评：营收净利双提速，现金流大幅改善,华创建筑建材研究
1559,2020-04-01,中铁资本汇达公司以金融服务护航复工复产,经济日报
1560,2020-04-01,民生银行第二十次会议遭两董事投反对和弃权票 大唐发电盈利下滑 盈利能力下降,金融界
1561,2020-04-01,订单维持高增长，市政业务带动收入稳步提升——中国中铁年报点评【天风建筑唐笑团队】,笑谈建筑
1562,2020-04-01,【太平洋建筑】中国中铁：全年业绩提升显著，基建回暖增长可期——年报点评,微信
1563,2020-04-01,【朝闻国盛0401】单月流出新高，哪些板块逆势加仓？,国盛证券研究所
1564,2020-03-31,【中信证券建筑水泥 罗鼎团队】中国中铁年报：业绩略超预期，现金流及经营效率改善,Citics建筑
1565,2020-03-31,港股异动|中国中铁涨逾4%2019年净利润同比增长37.7%至236.78亿元,格隆汇
1566,2020-03-31,港股异动︱年度归母净利增37.68%至236.77亿 每10股派1.69元 中国中铁(00390)涨近5%,智通财经
1567,2020-03-31,中国中铁弹升4% 去年多赚近38%息16.9分人民币,新浪
1568,2020-03-31,【国盛建筑】中国中铁：营收订单趋势强劲，现金流表现优异,微信
1569,2020-03-31,中国中铁(601390.SH)近日中标合计192.38亿元重大工程,格隆汇
1570,2020-03-30,中国中铁(00390.HK)2019年度实现净利润236.78亿元 同比增长37.7%,格隆汇
1571,2020-03-30,中国中铁2019年归母净利润236.8亿元 同比增37.68%,金融界
1572,2020-03-30,中国中铁(00390.HK)2019年净利润升37.68%至236.78亿元 10派1.69元,格隆汇
1573,2020-03-30,中国中铁(00390.HK)2019年度利润分配方案：拟10派1.69元(含税),格隆汇
