,2021-12-31,国金证券积极落实乡村振兴 助力农村产业升级,中证网
1010,2020-11-05,靴子落地最先受益或是它，半导体公司批量超预期,证券时报网
1011,2020-11-05,解盘：沪指站在3300点关口，动力电池、电解液、白酒等领涨,Wind
1012,2020-11-05,A股午盘综述：上证指数半日涨0.88%，五粮液市值首次突破一万亿,Wind
1013,2020-11-05,【异动股】券商信托板块高开，国金证券(600109-CN)涨3.71%,财华社
1014,2020-11-05,国金证券点板 券商板块强势拉升,上证报
1015,2020-11-05,券商股盘中再度拉升 国金证券涨停,e公司
1016,2020-11-05,国金证券触及涨停，券商板块继续扩大升幅,Wind
1017,2020-11-05,【行情】券商板块拉升，国金证券涨停，国联证券涨5%，东方财富、中信建投等涨逾3%,金十数据
1018,2020-11-04,上金所公布黄金拆借品种参与机构名单,Wind
1019,2020-11-03,国金证券、国联证券终止重组 “券商CP”凉了 并购重组异常,中国经济周刊
1020,2020-11-03,21亿主力资金疯狂扫货，券商上涨暗含三大逻辑,券商中国
1021,2020-11-03,疫情持续推动板块升温，国金生物医药系列指数出击,Wind
1022,2020-11-03,券商股进入调整期：中信建投闪崩中金首秀开板 连续下跌,时代在线
1023,2020-11-02,青山不改、绿水长流——八年卖方感悟与致谢,如说地产
1024,2020-11-02,非银金融行业周报：3季报符合预期 继续看好保险股投资机会,新浪
1025,2020-11-02,投资银行业与经纪业-2020Q3公募基金持仓点评：非银配置显着提升 保险券商持仓市值均有增加,新浪
1026,2020-11-02,又是“乌龙指”？一笔交易亏掉292万，3000亿“牛市旗手”也被砸跌停,每日经济新闻
1027,2020-11-02,中国债券市场金融债发行日程一览(11月2日),Wind
1028,2020-11-02,11月200只券商金股大梳理，哪类股热度最高,证券时报网
1029,2020-11-02,发生了什么？中金公司首日开板，A股券商板块走低，H股却上涨,证券时报网
1030,2020-11-02,券商龙头闪崩，多只白马大跌！冯柳大举出货,中国基金报
1031,2020-11-02,前三季度40家上市券商，大赚超1200亿元,Wind
1032,2020-11-02,国联安基金管理有限公司 关于以通讯方式召开国联安双禧 中证100指数分级证券投资基金 基金份额持有人大会相关事项的 提示性公告,证券时报
1033,2020-10-31,【兴证金融】券商重仓比例企稳回升，中信证券加仓明显 ——基金2020Q3券商持仓分析,兴证金融
1034,2020-10-31,公募基金和私募大佬在精选层投了哪些公司？,Wind
1035,2020-10-31,A股39家上市券商赚钱榜来了！一哥大赚127亿,中国基金报
1036,2020-10-30,这家券商三季报净利增速超200%！39家上市券商净赚逾1100亿，中信证券仍最赚钱,Wind
1037,2020-10-30,总曝光量突破200万！券商跨界玩转个性化,经济观察报
1038,2020-10-30,信邦同安新能源拟创业板IPO，聘请国金证券上市辅导,资本邦
1039,2020-10-30,南讯股份拟创业板IPO，国金证券担任辅导机构,资本邦
1040,2020-10-30,首家万亿券商诞生！25家券商业绩抢先看,券商中国
1041,2020-10-30,东北证券：乘资本市场东风证券行业发展提速 建议投资者重点关注头部券商,证券时报网
1042,2020-10-30,中信证券月赚超14亿元！“一哥”还是一哥 头部券商赚钱优势凸显,中证报
1043,2020-10-29,月赚超14亿元！“一哥”还是一哥，券商股明天见,中证报
1044,2020-10-29,国金证券(600109.SH)：前三季净利升78.41%至15.65亿元,格隆汇
1045,2020-10-29,晚间重要公告2020年10月29日星期四,Wind
1046,2020-10-29,国金证券：前三季度净利润同比增长78.41%,Wind
1047,2020-10-28,国联证券前三季度净利润下滑近4%，与国金证券合并“告吹”后股价累计跌超8% 盈利能力下降,搜狐
1048,2020-10-27,左手密集“补血”超千亿，右手发布减持计划，券商股遭遇大跌后还有行情吗？ 拟减持股份,21世纪经济报道
1049,2020-10-27,【行情】证券板块午后拉升，方正证券涨5%，中信建投、华创阳安、国联证券、国金证券等跟涨,金十数据
1050,2020-10-27,又一家券商面向社会公开招聘总经理 哪些券商人员符合条件呢？百家券商选手开始“闯关”,金融界
1051,2020-10-27,A股融资融券日报：两融余额减少19.57亿元（10月26日）,Wind
1052,2020-10-27,资金抽离叠加预期降温，券商板块跌幅居前,Wind
1053,2020-10-27,人福医药集团股份公司关于发行股份 购买资产并募集配套资金暨关联交易之标的资产过户完成情况的公告,证券时报
1054,2020-10-26,券商入场电商直播 国金证券为何试水卖起咖啡,经济观察网
1055,2020-10-26,A股收盘综述：上证指数连跌四日，创业板收红因充电桩、光伏、疫苗等题材反弹,Wind
1056,2020-10-26,国金证券股份有限公司 关于2020年度第六期短期融资券兑付完成的公告,证券时报
1057,2020-10-26,券商线上圈地 跨界合作受捧,中国网
1058,2020-10-26,线上圈地 国金证券大玩跨界合作新花样,上证报
1059,2020-10-26,全面注册制渐行渐近，IPO将更加市场化，推动资本市场扩容,中国基金报
1060,2020-10-26,A股重磅消息！又要大爆发,中国基金报
1061,2020-10-26,全面注册制渐行渐近 券商投行业务有望爆发式增长,中国基金报
1062,2020-10-26,全面注册制渐行渐近 考验券商定价承销能力,中国基金报
1063,2020-10-25,【兴证金融 傅慧芳】非银周报（10.19-10.25）:9月寿险保费增速较弱，A股全面注册制有望推进,兴证金融
1064,2020-10-25,国金证券(600109.SH)：完成兑付2020年度第六期短期融资券,格隆汇
1065,2020-10-23,一周预警丨两家本地银行新增被执行人，国联证券高管变动引发市场热议 董监高成员变化,和讯
1066,2020-10-23,券商深耕新三板业务收益颇丰,上证报
1067,2020-10-22,券商三季度业绩有望大幅增长,证券导报
1068,2020-10-21,市值缩水70亿！紫光国微放量跌停，深股通抛售逾2亿元 连续下跌,第一财经
1069,2020-10-21,紫光国微跌停 国金证券喊142元目标价后又下调盈利预期 机构下调估值,中国经济网
1070,2020-10-20,A股再现牛回头？证券板块上涨驱动因子已聚齐（附股）,巨丰财经
1071,2020-10-20,华润微今跌12% 中金公司国金证券给目标价超62元囧了,中国经济网
1072,2020-10-20,巨·个股 | 三季度净利润同比增长41.2%！证券板块上涨驱动因子已聚齐（附股）,巨丰财经
1073,2020-10-20,中金公司来了，能否催生券商股新一波行情？上涨空间有多大？,证券时报网
1074,2020-10-19,【研报掘金】券商三季度盈利亮眼 建议关注优质龙头券商的投资价值,证券时报网
1075,2020-10-19,财通证券、光大证券、国金证券急跌，券商板块回吐日内升幅,Wind
1076,2020-10-19,12股获融资净买入额超5000万元 国金证券居首,证券时报网
1077,2020-10-18,【兴证金融 傅慧芳】非银周报（10.12-10.18）:险企开门红产品陆续发布，券商政策利好延续,兴证金融
1078,2020-10-18,预计中国是2020全球唯一实现正增长的主要经济体，股市震荡向上将是主基调,搜狐
1079,2020-10-16,上市券商三季报业绩前瞻：三季报业绩有望高增 政策红利延续,新浪
1080,2020-10-16,非银金融行业周报：IPO承销迎来发展期 长期向好态势不变,新浪
1081,2020-10-16,快讯：证券板块异动拉升 国金证券、中银证券涨3%,新浪
1082,2020-10-16,锐叔论市 继续震荡，破局还得看这两大因素！,投资者网
1083,2020-10-15,国联证券和国金证券合并彻底“黄了”？律师：可能因为涉嫌内幕交易而被叫停 并购重组异常,中国经济网
1084,2020-10-15,国联、国金合并“黄了”？投行人士：合并事宜根本没得到上级点头,腾讯网
1085,2020-10-15,国金证券(600109.SH)完成发行2020年度第九期短期融资券,格隆汇
1086,2020-10-15,皮海洲：国联、国金并购案凉了 但对内幕交易案的查处不能凉,金融界
1087,2020-10-15,千亿级券商合并涉内幕交易？律师：相信很快就会有结果,新浪
1088,2020-10-15,两家公司A股股票复牌,中国网
1089,2020-10-15,国联证券副总裁杨明辞职，“联姻”失败又出高管“离职” 董监高成员变化,资本邦
1090,2020-10-15,东航集团子公司上周减持国联证券H股后者日前宣布与国金证券合并告吹 减持股份,格隆汇
1091,2020-10-15,国联国金“联姻”终止冲击波：内幕交易调查或影响两券商评级 并购重组异常,21世纪经济报道
1092,2020-10-14,国联国金“联姻”终止冲击波：国联副总请辞 内幕交易调查或影响两券商评级 董监高成员变化,21世纪经济报道
1093,2020-10-14,国联证券港股大跌28% 重组失败内幕交易核查恐未终局 连续下跌,中国经济网
1094,2020-10-14,联姻告吹“杀伤力”大，国联证券高层辞职港股暴跌28% 董监高成员变化,环球老虎财经
1095,2020-10-14,港股收盘(10.14)|恒指收涨0.07% 终止合并国金证券 国联证券(01456)跌超28% 并购重组异常,智通财经
1096,2020-10-14,收评：恒指涨0.07% 餐饮股走低、风电板块午后攀升,新浪
1097,2020-10-14,午评：恒生指数跌0.27% 中国恒大跌近17%国联证券跌超26%,新浪
1098,2020-10-14,国联证券国金证券“联姻”失败 二级市场反应分化 并购重组异常,时代周报
1099,2020-10-14,国联国金“联姻”失败 二级市场反应分化 并购重组异常,时代在线
1100,2020-10-14,快讯：千亿券商合并告吹 国联证券H股暴跌25% 并购重组异常,新浪
1101,2020-10-14,【行情】券商板块微跌，国金证券跌近2%，国联证券、天风证券等小幅下跌,金十数据
1102,2020-10-14,业绩爆发！3500亿巨头又新高，今年已飙涨170%,中国基金报
1103,2020-10-14,港股开盘(10.14)︱恒指涨0.65% 国联证券(01456)低开逾25% 终止合并国金证券 并购重组异常,智通财经
1104,2020-10-14,牛市早报｜iPhone 12发布，今日两只新股申购,澎湃新闻
1105,2020-10-14,千亿券商组“CP”告吹，接下来仍会有动作？,期货日报
1106,2020-10-14,接下来重点关注券商板块走势,财富动力网
1107,2020-10-14,国联并购国金余波未了 人事变动引发关注,证券时报
1108,2020-10-14,仅22天 首例上市券商合并案终止 专家称券商并购会不断涌现 并购重组异常,证券日报
1109,2020-10-14,太巧合？国联国金刚“分手”，公司副总就辞职，背后有何关联？夭折真相扑朔迷离，市场继续“嗑cp”？ 董监高成员变化,券商中国
1110,2020-10-14,夭折真相扑朔迷离：国联国金分手公司副总就辞职 背后有何关联？ 董监高成员变化,券商中国
1111,2020-10-13,“合体”告吹双双复牌 国联证券跌逾4.9%、国金证券上涨1.31%,北京商报
1112,2020-10-13,悬疑剧又一幕：国联证券副总裁蹊跷离职，合并夭折背后疑团待解 董监高成员变化,华夏时报网
1113,2020-10-13,国联、国金证券重组前暴涨：藏在游资后的自然人买家是谁,中国经营网
1114,2020-10-13,【超级大单】汽车巨头发完利好，资金就出逃超6亿元,搜狐
1115,2020-10-13,国联证券副总裁杨明辞职，合并国金证券被疑“泄密”宣告终止 董监高成员变化,搜狐
1116,2020-10-13,国联证券副总裁杨明辞职，16个月前获聘此职 董监高成员变化,中新经纬
1117,2020-10-13,牛市旗手重组歇菜，券商板块要不要跳车？,老司基一枚
1118,2020-10-13,千亿级合并告吹，“牛市旗手”市值一日蒸发500多亿，“券商CP”凉了 并购重组异常,中国经济周刊
1119,2020-10-13,国联证券与国金证券合并告吹，复牌首日股价一跌一涨！千亿级合并计划为何落空，未来有何影响？ 并购重组异常,国际金融报
1120,2020-10-13,国联证券和国金证券合并事项正式终止，然合并或成趋势 并购重组异常,证券之星
1121,2020-10-13,A股上行压力显现沪指震荡微涨金融股制约市场短期或分化,财华社
1122,2020-10-13,两大利空降温市场，有变数？,证券之星
1123,2020-10-13,国金证券：合并计划终止对日常运营不产生重大影响,Wind
1124,2020-10-13,A股收盘：沪指尾盘翻红 汽车股领涨 中国9月汽车产销创两位数增长,英为财情
1125,2020-10-13,A股收评：沪指触底回升缩量微涨0.04%，中小板表现亮眼,格隆汇
1126,2020-10-13,国联国金重组告吹 或是其难逃的宿命 并购重组异常,新浪
1127,2020-10-13,券商行业并购整合将是大势所趋,中财网
1128,2020-10-13,信维通信股价暴跌被指“内幕信息提前泄露” 盘中消息与盘后公告内容惊人一致 连续下跌,中国网
1129,2020-10-13,两大利空突袭！芯片巨头暴跌18%，67亿市值蒸发，“牛市旗手”熄火，“7·1”行情还有戏吗？,中证报
1130,2020-10-13,是喜是悲？合并告吹后 国联国金两只券商股没跌停 该跑该留？ 并购重组异常,每日经济新闻
1131,2020-10-13,国联、国金证券重组失败 为何国金证券却逆市暴涨？ 并购重组异常,新浪
1132,2020-10-13,解盘：金融拖累指数，疫苗、燃料电池、白酒领涨,Wind
1133,2020-10-13,巨丰视角：黄粱一梦！千亿券商“牵手”失败 股市会有多大影响 吃饭行情还有吗？,巨丰财经
1134,2020-10-13,国金、国联终止重组 券商人士称可能与内幕交易有关 并购重组异常,金融界
1135,2020-10-13,国联国金千亿级“生意”黄了！“联姻”失败或涉内幕交易 并购重组异常,环球老虎财经
1136,2020-10-13,两天大涨超百点，A股牛市行情是否可期？,搜狐
1137,2020-10-13,千亿合并告吹，两券商股价没被重锤，市场搞的是降温？ 并购重组异常,格隆汇
1138,2020-10-13,国联证券、国金证券复牌后涨跌不一，合并事项正式终止 并购重组异常,澎湃新闻
1139,2020-10-13,国企改革出大利好，资产重组股名单曝光,证券时报网
1140,2020-10-13,杜坤维：国金证券国联证券终止合并带给市场的思考 并购重组异常,金融界
1141,2020-10-13,A股异动：合并告吹！国联证券跌超4%，国金证券逆势翻红 并购重组异常,英为财情
1142,2020-10-13,国金国联合并告吹今日复牌 或因内幕交易？ 并购重组异常,第一财经
1143,2020-10-13,早盘丨三大指数集体低开，国联证券、国金证券开盘涨跌不一,21世纪经济报道
1144,2020-10-13,两大券商终止重组，券商板块大幅下挫，国联证券跌逾3% 并购重组异常,证券时报网
1145,2020-10-13,告吹!国金、国联证券并购终止，10月13日复牌 并购重组异常,资本邦
1146,2020-10-13,A股三大指数集体低开券商股跌幅居前,中新经纬
1147,2020-10-13,合并告吹 国联证券、国金证券开盘涨跌不一 并购重组异常,新浪
1148,2020-10-13,说说最近热度较高的券商,中金在线
1149,2020-10-13,股指期货每日观点（证券）2020/10/13,东吴期货
1150,2020-10-13,沪指低开0.16% 国联证券跌3.26%国金证券涨1.37%,网易
1151,2020-10-13,终止重组国联证券(601456.SH)复牌低开3.26% 并购重组异常,格隆汇
1152,2020-10-13,【行情】国联证券低开3.26%，国金证券高开1.37%,金十数据
1153,2020-10-13,“有内鬼，终止交易”？国金国联千亿级并购告吹！ 并购重组异常,环球外汇网
1154,2020-10-13,港股盘前必读：国联、国金终止筹划重大事项，苹果将举行新品发布会,Wind
1155,2020-10-13,27万股东心慌！千亿级并购黄了，还陷入内幕交易！国企改革出大利好，资产重组股名单曝光,证券时报
1156,2020-10-13,港股公告精选：国联证券终止合并国金证券,Wind
1157,2020-10-13,7.5万股民被“放鸽子”！国金国联今日复牌 合并告吹或因内幕交易？ 并购重组异常,券商中国
1158,2020-10-13,千亿券商合并“凉了”，A股两连阳后迎关键考验,Wind
1159,2020-10-13,【中证盘前】国联国金重组终止今日复牌；虎牙斗鱼官宣合并，腾讯将控股；中国中免三季度净利润涨超140%；苹果大涨逾6%,中证报
1160,2020-10-13,国联国金两券商合并终止 并购重组异常,上证报
1161,2020-10-13,国联证券宣布终止合并国金证券 并购重组异常,中证报
1162,2020-10-13,A股头条：国资委鼓励国有控股上市公司引进战投，两券商公告终止重大资产重组,金融界
1163,2020-10-13,并购核心条款未达成一致 国联证券国金证券闪电分手,证券时报
1164,2020-10-13,合体闪崩 国联、国金证券终止重组 连续下跌,北京商报
1165,2020-10-13,国联国金证券合体闪崩 连续下跌,北京商报
1166,2020-10-13,超级大反转！27.5万股民被“放鸽子”，国金国联合并告吹，或因内幕交易？证监会已启动核查，券商股安好 并购重组异常,券商中国
1167,2020-10-12,部分核心条款未达成一致意见 国金证券、国联证券“联姻”告吹今复牌 并购重组异常,每日经济新闻
1168,2020-10-12,国金证券：部分核心交易条款未达成一致终止与国联证券合并 并购重组异常,金十数据
1169,2020-10-12,大反转：国联国金合并流产 暂停重组保命还是庄家杀猪盘？ 并购重组异常,华夏时报
1170,2020-10-12,官宣不足月便告吹 国金国联合并案为何流产？ 并购重组异常,时代在线
1171,2020-10-12,国金证券、国联证券合并告吹！ 并购重组异常,期货日报网
1172,2020-10-12,“蛇吞象”宣告失败 国联证券国金证券合并折戟 并购重组异常,北京商报
1173,2020-10-12,国金、国联终止合并，疑与监管严查内幕交易有关,21世纪经济报道
1174,2020-10-12,2020年9月新三板市场回顾：市场迎来多项政策松绑 新三板整体估值有所回升,新浪
1175,2020-10-12,公告精选丨光线传媒：《姜子牙》给公司带来3.6亿元-4亿元收入,21世纪经济报道
1176,2020-10-12,国联证券(01456)终止合并国金证券 A股股票13日复牌 并购重组异常,智通财经
1177,2020-10-12,国金、国联联姻计划告吹 此前曾因涉嫌内幕交易被证监会要求自查 并购重组异常,每日经济新闻
1178,2020-10-12,国金证券、国联证券“联姻”计划告吹！此前曾因涉嫌内幕交易被证监会要求自查，股民密切关注明天市场表现！ 并购重组异常,每日经济新闻
1179,2020-10-12,空欢喜一场！27万股民今夜注定难眠，两家券商突然宣布终止合并，股吧网友炸锅：“完了，奥迪变奥拓” 并购重组异常,每日经济新闻
1180,2020-10-12,突发！苦等21天，两家券商千亿级合并告吹，27万股民懵了：明天开盘怎么办？ 并购重组异常,每日经济新闻
1181,2020-10-12,27万股民炸锅！千亿券商合并“凉了”,中国基金报
1182,2020-10-12,国金国联合并告吹！两家券商披露原因，股票明日复牌 并购重组异常,中证报
1183,2020-10-12,国联证券合并国金证券告吹：曾遭核查交易信息泄露，明起复牌 并购重组异常,澎湃新闻
1184,2020-10-12,27万股民彻底炸锅！千亿券商合并“凉了”，网友：有内鬼，终止交易！内幕交易要被杀猪了？,中国基金报
1185,2020-10-12,仅22天国联证券、国金证券再次“官宣”：终止筹划重大资产重组 并购重组异常,新浪
1186,2020-10-12,被疑内幕交易后 国联、国金终止重组 并购重组异常,新浪
1187,2020-10-12,【公告抢先看】晚间重要公告：中国中免前三季度净利同比降24.93%、国联证券、国金证券终止筹划重大资产重组,金融界
1188,2020-10-12,公告点题｜10月12日这些公告有看头,第一财经
1189,2020-10-12,国金证券(600109.SH)：决定终止筹划重大事项 A股明起复牌,格隆汇
1190,2020-10-12,国金证券:控股股东终止转让股份 股票明日复牌,金融界
1191,2020-10-12,国联证券：公司决定终止筹划重大资产重组事项，股票复牌 并购重组异常,Wind
1192,2020-10-12,国金证券、国联证券终止筹划重大资产重组，股票明日复牌 并购重组异常,Wind
1193,2020-10-12,解盘：资金快速流出，数字货币、充电桩、深圳领涨,Wind
1194,2020-10-12,券商为何密集“补血”？年内定增、配股超千亿,券商中国
1195,2020-10-12,本周股市三大猜想及应对策略,财富动力网
1196,2020-10-10,国金证券(600109.SH)：完成兑付2020年度第五期短期融资券,格隆汇
1197,2020-10-10,深扒券商10月金股：浙商证券连续两月推荐焦点科技 最具接盘风险,新浪
1198,2020-10-09,21测评丨“妖股专业户”天风证券变乖了,21世纪经济报道
1199,2020-10-09,21金股测评丨30家券商10月金股榜 医药食饮热度下降,21世纪经济报道
1200,2020-10-08,海外非银行业周报：8月行业保费正增长，国联证券拟吸收合并国金证券，维持“推荐”评级,兴业证券
1201,2020-10-05,55家入账174亿！同比大增150％，前三季度券商IPO承销王出炉,腾讯网
1202,2020-10-04,进账同比大增150%！券商前三季度IPO承销保荐收入排行榜来了，中信建投、中信、中金占据前三,Wind
1203,2020-10-04,进账同比大增150%！券商前三季度IPO承销保荐收入排行榜来了，中信建投、中信、中金占据前三,中证报
1204,2020-10-03,券商：25只个股上涨空间仍超50%！9月券商研报首次覆盖198只个股,中证报
1205,2020-10-03,“两国”证券何以拔得券商合并头筹,红周刊
1206,2020-10-02,核查之际再出手并购！国联证券又瞄上中海基金，急速扩大规模会否暗藏隐患？,华夏时报
1207,2020-09-30,是否涉嫌内幕交易？如何估值？国联证券合并国金证券多个问题待解,投资时报
1208,2020-09-30,证券行业复盘：改革政策驱动龙头券商ALPHA属性,新浪
1209,2020-09-30,国联并国金“蛇吞象”：民营券商何去何从,新浪
1210,2020-09-30,国金证券(600109.SH)公开发行短期公司债券获中国证监会同意注册批复,格隆汇
1211,2020-09-30,行业点评 | 行业兼并重组趋势加速，龙头优势显著,丁丁带你玩转金融
1212,2020-09-29,年内券商合并传闻四起：合并潮将至？分析称目前只会出现个案,澎湃新闻
1213,2020-09-29,国联证券吸收合并国金证券 蛇吞象背后的机会和风险,新浪
1214,2020-09-29,内幕交易屡见不鲜 信披等制度应进一步完善,每日经济新闻
1215,2020-09-28,证监会启动国联、国金证券核查，今国联证券跌超6%,资本邦
1216,2020-09-28,天风证券推无确定对象定增方案 发力撬动行业天花板 券商整合大潮或再起,21世纪经济报道
1217,2020-09-28,巨丰投顾：煤炭黄金获资金关照 沪指3200点支撑犹存,新浪
1218,2020-09-28,两券商并购涉嫌内幕交易 启动核查非常有必要,新浪
1219,2020-09-28,基金周报：四季度行情酝酿中，国庆持基过节【解读】,金融界
1220,2020-09-28,巨丰收评：煤炭黄金获资金关照 沪指3200点支撑犹存,巨丰财经
1221,2020-09-28,巨丰投顾：多重利空干扰大盘 缩量整理格局不变,新浪
1222,2020-09-28,巨丰午评：多重利空干扰大盘 缩量整理格局不变,巨丰财经
1223,2020-09-28,券商并购大整合时代来了？,广州日报
1224,2020-09-28,一道上市券商拟合并的数学题：1+1>2？,国际金融报
1225,2020-09-28,增长乏力 中小券商欲借并购突围,中国基金报
1226,2020-09-27,券商周评|市场下跌空间有限，长假临近可一定仓位持股等待,搜狐
1227,2020-09-27,金融行业：国联证券拟吸收合并国金证券 券业第五次并购浪潮或已掀起,国金证券股份有限公司
1228,2020-09-27,A股策略周报：恒大传闻背后的“高杠杆担忧” 守稳待事(势),新浪
1229,2020-09-27,皮海洲：国联、国金证券合并 小券商们的一种生存方式,金融界
1230,2020-09-27,万得财经周刊：市场反复，节前资金谨慎,Wind
1231,2020-09-27,长假临近地量频现 沪指创阶段新低 挖掘三季报成长股机会,大众证券报
1232,2020-09-26,皮海洲:秀“块头”容易增“臂力”困难,中财网
1233,2020-09-26,国内财经媒体头版2020年9月26日星期六,Wind
1234,2020-09-26,国联国金合并激发券商重组想象力,金融投资报
1235,2020-09-26,Wind风控日报2020年9月26日星期六,Wind
1236,2020-09-26,国联证券吸并国金证券是否存在内幕交易核查启动,上证报
1237,2020-09-26,证监会已启动核查国联证券、国金证券,证券时报
1238,2020-09-25,国金证券：与国联证券合并事项仍在推进中 将继续停牌,上证报
1239,2020-09-25,晚间公告热点追踪：证监会要求国金、国联自查 重组影响几何,新浪
1240,2020-09-25,零容忍！证监会调查国联、国金并购泄密事件，要求上交相应名单，后续重组影响几何？,证券时报网
1241,2020-09-25,对两券商合并或存内幕交易启动核查！证监会重磅发声：严打互动平台蹭热点！上交所也有表态：露头就打,证券时报网
1242,2020-09-25,合并信披前股价涨停，证监会点名国金、国联！要求自查、提交内幕交易知情人名单,21世纪经济报道
1243,2020-09-25,国联、国金证券被疑内幕交易后续：证监会要求两家公司自查，并提交内幕知情人名单！,每日经济新闻
1244,2020-09-25,国联国金“联姻”，双双继续停牌，证监会启动核查丨热公司,第一财经
1245,2020-09-25,国联証券(01456-HK)合并国金证券计划仍在商讨中,财华社
1246,2020-09-25,合并消息前涨停是否有内幕交易？证监会对国联证券、国金证券启动核查,北京商报
1247,2020-09-25,国金、国联被证监会点名：核查内幕知情人 深交所也发话了,21世纪经济报道
1248,2020-09-25,重磅！千亿券商合并涉内幕交易？证监会出手：提交知情人名单 ！,中国基金报
1249,2020-09-25,国联证券(01456)正根据相关规定编制重大资产重组预案 尚未签署正式协议,智通财经
1250,2020-09-25,国金证券：为维护投资者利益，避免公司股价异常波动，根据上海证券交易所的相关规定，公司A股股票继续停牌,金十数据
1251,2020-09-25,证监会：已对国联证券合并国金证券启动核查,中新经纬
1252,2020-09-25,证监会向信披违法违规行为开刀，将加强对投资者互动平台的管理,第一财经
1253,2020-09-25,证监会核查国金、国联证券交易信息泄露，合并信披前均涨停,澎湃新闻
1254,2020-09-25,证监会：已要求国联、国金证券自查并提供内幕信息知情人名单,上证报
1255,2020-09-25,一周内逾5家券商回应“是否合并”，海通称暂时没有整合事项,第一财经
1256,2020-09-25,国联证券以小博大收购国金证券谋求行业地位,投资者网
1257,2020-09-25,证券行业月度报告（2020年9月）：三季报业绩有望高增，长期向好态势不变,财信证券研究
1258,2020-09-24,利率债周报：股债跷跷板效应延续逢高降久期,新浪
1259,2020-09-24,博众投资：航母级券商现身 A股重大投资方向涌现,中金在线
1260,2020-09-24,杜坤维：国联证券并购国金证券能否起到1+1大约2的效果,金融界
1261,2020-09-23,国联、国金合并，券商即将迎来“寡头时代”？,证券日报
1262,2020-09-23,“双国”合并，国联“蛇吞象”，券商合并迎来大利好？,证券日报
1263,2020-09-23,中国今年首个券商并购案拉开序幕 近千亿级“牵手”有何看点？,中新网
1264,2020-09-23,吸收合并愈演愈烈，演绎A股“最美”风景,Wind
1265,2020-09-23,一有传闻就涨停！这些券商真的会合并吗？,上证报
1266,2020-09-23,【非银】非银金融行业周报：上市券商取消“月考”，精选层放松联合保荐要求,中银证券研究
1267,2020-09-23,新世纪评级：关注国金证券重大资产重组,Wind
1268,2020-09-23,“金莲”证券来了，秀“块头”容易增“臂力”困难,中财网
1269,2020-09-23,券业整合提速，两家安徽籍券商股价上涨再引猜想,Wind
1270,2020-09-23,券业整合提速 两家安徽籍券商股价上涨再引猜想,证券日报
1271,2020-09-23,证券行业-国联国金合并事件点评：券商并购将不断涌现 定价与整合是关键,新浪
1272,2020-09-22,未等来中信系合并，倒等来了国联（01456）与国金“整合浪潮”？,智通财经
1273,2020-09-22,IPO丰年中小券商谋突围：民生以量取胜、东莞国金发力创业板,第一财经
1274,2020-09-22,市场聚焦：换仓进行时难破区间桎梏,新浪
1275,2020-09-22,股指期货周报：周期性板块推动 期指涨势有望延续,新浪
1276,2020-09-22,中小券商夹缝求生，国联国金联姻如何打破“大而不强”魔咒？,时代在线
1277,2020-09-22,巨·热点 | 市场震荡走低 四板块呈现逆势活跃！,巨丰财经
1278,2020-09-22,投研团队影响不大暂未波及持股基金公司 股东联合或带来机会,金融界
1279,2020-09-22,国联证券“蛇吞象”并购国金证券，新一轮券商并购潮在路上？,羊城晚报
1280,2020-09-22,国金证券和国联证券合并消息公布前两天双双“提前”涨停，内幕消息是否被泄露？,中国经济周刊
1281,2020-09-22,1000亿券商大合并！旗下公募基金公司何去何从？,中国基金报
1282,2020-09-22,国联证券合并国金证券 分析称协同需理念契合与文化认同,中新经纬
1283,2020-09-22,国联国金近千亿市值合并笼内幕交易阴影 涨停难解释,中国经济网
1284,2020-09-22,解盘：权重撑指数，血液制品、医疗器械、数字货币略涨,Wind
1285,2020-09-22,券业整合大潮再起，券商板块发力走高，国元证券涨停,证券时报网
1286,2020-09-22,券商板块开启护盘模式 国元证券涨停,金融界
1287,2020-09-22,今年首例券商合并！新一轮券商并购潮在路上？,金羊网
1288,2020-09-22,国内134家券商总资产不及一家摩根大通，金融开放倒逼券商大并购,AI财经社
1289,2020-09-22,国联国金证券谋合并券商做大更需要做强,经济日报
1290,2020-09-22,市场持续震荡，公募看好低估值板块,Wind
1291,2020-09-22,证券行业：国联合并国金 行业并购整合提速,财富动力网
1292,2020-09-21,“金联证券”合并被疑消息泄露，内幕信息监管加强在路上,第一财经
1293,2020-09-21,国联证券拟合并国金证券国联证券港股大涨35%,南都报
1294,2020-09-21,官宣合并后，国金证券回应《国际金融报》！团队融合是整合难点,新浪
1295,2020-09-21,东北证券【周末要闻】你关心的都在这里,东北证券金融世界
1296,2020-09-21,两融风向（2020-09-21）,华福小福牛
1297,2020-09-21,股指期货每日观点（证券）2020/9/21,东吴期货
1298,2020-09-21,国联证券筹划合并国金证券事项点评 | 证券行业重大事项点评【华创非银】,华创非银
1299,2020-09-21,券商联姻行情之下，投资者沾上多少喜气？,中国财富网
1300,2020-09-21,券商行业周报暨行业并购事件点评：国联证券合并国金证券 券业整合大潮再起,新浪
1301,2020-09-21,机构豪赌券商 2只证券类ETF份额创历史新高,理财不二牛
1302,2020-09-21,资金或提前进入过节模式,大众证券报
1303,2020-09-21,华安研究周报集萃,华安证券
1304,2020-09-21,【西南期货】今日评论2020.9.21,西南期货研究所
