,2021-12-31,35股今日获机构买入评级,证券时报网
1670,2020-08-12,【行情】白酒板块持续走弱，酒鬼酒跌8%，舍得酒业跌6%，山西汾酒、今世缘、伊力特、水井坊集体下挫 连续下跌,金十数据
1671,2020-08-12,今世缘：经营现金流出现断崖式下滑，中低端白酒如何自救？,中金在线
1672,2020-08-11,消费行业日报：白酒板块延续稳健表现 建议坚守确定性,新浪
1673,2020-08-11,今世缘(603369)：特A＋拉动Q2增长 省外增速领先,新浪
1674,2020-08-11,今世缘(603369)：五个维度解析疫情之后的今世缘,新浪
1675,2020-08-11,一则公告，翻倍牛股被砸跌停！,中国基金报
1676,2020-08-11,白酒股近全线飘红，酒鬼酒大涨8%，机构看好后市走势丨牛熊眼,第一财经
1677,2020-08-11,A股午盘综述：上证指数涨0.33%，科创50跌逾1%,Wind
1678,2020-08-11,白酒股集体上涨 今世缘(603369.SH)涨超4%,格隆汇
1679,2020-08-11,白酒板块开盘后大幅拉升 今世缘、古井贡酒、酒鬼酒、五粮液等涨幅均超过3％,金融界
1680,2020-08-11,白酒板块持续上涨，今世缘涨3%,第一财经
1681,2020-08-11,白酒股回暖，今世缘、古井贡酒、五粮液涨幅居前,Wind
1682,2020-08-11,【行情】白酒板块持续走高，今世缘涨3%，酒鬼酒、五粮液、古井贡酒走强,金十数据
1683,2020-08-11,今世缘(603369)2020年中报点评：平稳渡过疫情 H2加速发力,新浪
1684,2020-08-11,周二机构一致看好的七大金股（08.11）,中金在线
1685,2020-08-11,93股获券商买入评级，长安汽车目标涨幅达86.55%,Wind
1686,2020-08-11,【兴业证券晨会聚焦0811】宏观-7月通胀数据点评；金融-银行Q2监管数据点评；食饮-五个维度解析疫情后今世缘；电子-生益科技,兴证研究
1687,2020-08-11,今世缘走不出江苏？,斑马消费
1688,2020-08-10,今世缘营收下滑近5% 应收账款增加现金流出 盈利能力下降,新浪
1689,2020-08-10,浓香保卫战，打响！,糖酒快讯
1690,2020-08-10,今世缘(603369)深度报告：省外扩张或超预期 品牌势能持续释放,新浪
1691,2020-08-10,今世缘二季度营收净利实现双增长 多家机构看好全年双10%增长目标,发布易
1692,2020-08-10,今世缘(603369)：环比改善明显 国缘恢复增长 静待中秋加速,新浪
1693,2020-08-10,食品饮料行业淘数据7月数据点评：品类略有分化、复苏趋势不改,光大证券
1694,2020-08-10,食品饮料行业周报：建议继续关注中报业绩披露,新浪
1695,2020-08-10,【面包财报】今世缘：2020年上半年归母净利润10.2亿元，同比下降4.92% 盈利能力下降,面包财经
1696,2020-08-10,【财报智读】今世缘：2020年上半年归母净利润10.2亿元，同比下降4.92% 盈利能力下降,面包财经
1697,2020-08-10,食品饮料：板块合理调整，推荐预期合理回归带来的白酒布局机会【太平洋证券 黄付生、蔡雪昱团队】,食品饮料大消费黄付生
1698,2020-08-10,今世缘中报点评：环比改善明显，国缘恢复增长，静待中秋加速【太平洋证券 黄付生、蔡雪昱团队】,食品饮料大消费黄付生
1699,2020-08-10,今世缘：中报验证Q2改善，全年目标完成可期【中泰食品饮料】,食品饮料俱乐部
1700,2020-08-10,【招商食品|专题】白酒板块中报前瞻：动销环比改善，高端表现最优,招商食品饮料
1701,2020-08-10,【方正食饮】行业周报200809：板块回调，短期聚焦中报业绩,虎哥的研究
1702,2020-08-10,今世缘(603369)：二季度转增 边际看持续改善,华安证券
1703,2020-08-10,【安信食品】今世缘：高档酒引领增长，省外表现良好,安信食饮
1704,2020-08-10,今世缘第二季度利润逆势突围 提价策略能否延续业绩回暖,电鳗快报
1705,2020-08-10,【华创食饮】今世缘：平稳渡过疫情，H2加速发力,华创食饮
1706,2020-08-09,【民生食饮】周观点0810：茅台批价重回历史高点，燕京啤酒正迎来基本面拐点,MS食品饮料
1707,2020-08-09,今世缘(603369)：业绩如期改善 国缘释放动能,新浪
1708,2020-08-09,今世缘(603369)：国缘放量结构优化 Q2环比改善经营稳健,新浪
1709,2020-08-09,白酒行业分化加剧企业如何寻求增长“第二曲线”,中国商报
1710,2020-08-09,食饮周报：为什么加大直营没能让茅台批价降温,新浪
1711,2020-08-08,今世缘2020年中报出炉，继续朝“行业第一方阵”迈进,糖酒快讯
1712,2020-08-08,【招商食品】今世缘：Q2动销恢复较快，积极布局中秋旺季,招商食品饮料
1713,2020-08-08,【民生食饮】今世缘(603369)2020年半年报点评：20Q2环比改善明显，看好全年目标达成,MS食品饮料
1714,2020-08-08,今世缘上半年预收款为零，三季度业绩增长面临大考,21世纪经济报道
1715,2020-08-08,【今世缘中报点评：Q2恢复正增长，疫情压力下体现经营韧性—方正食品饮料200808】,虎哥的研究
1716,2020-08-08,今世缘(603369)20年中报点评：笃定前行 业绩环比加速可期,国金证券股份有限公司
1717,2020-08-08,今世缘(603369)点评：业绩符合预期 特A+恢复增长,新浪
1718,2020-08-08,今世缘(603369)公司研究：国缘占比持续提升 高端V系列表现亮眼,新浪
1719,2020-08-08,区域酒今世缘中报净利润仅下降4.9%背后：预收款为零、现金流下降109% 盈利能力下降,经济观察网
1720,2020-08-08,今世缘上半年业绩成绩单：营收净利均下滑5%左右，现金流为-2598万，同降108%|品牌100 盈利能力下降,和讯
1721,2020-08-08,今世缘2020上半年营收约29.13亿 因时因势开创营销进阶崭新局面,凤凰网
1722,2020-08-08,今世缘上半年营业收入逾29亿元 省内精耕细作省外加速扩张,发布易
1723,2020-08-08,阿里渠道7月线上数据跟踪点评：贵州茅台线上销售额高增 啤酒均价持续上移,新浪
1724,2020-08-08,一图读财报：今世缘2020年上半年实现营业收入29.13亿元,发布易
1725,2020-08-08,今世缘：上半年营收净利双降 省外业务逆势增长 盈利能力下降,中证网
1726,2020-08-08,今世缘上半年现金流下降108.71% 运营能力下降,北京商报
1727,2020-08-07,今世缘上半年经营现金流同比大降108%，系两大原因所致 运营能力下降,中华网
1728,2020-08-07,【开源食饮每日资讯0807】今世缘2020Q2归母净利润同比增1.9%,宇光食饮日讯
1729,2020-08-07,中报营收同比微降的今世缘，是否靠渠道压货保住了业绩 盈利能力下降,第一财经
1730,2020-08-07,【微酒突发】今世缘1-6月营收29亿元、净利10亿元，Q2营收净利同比双增,中金在线
1731,2020-08-07,今世缘：上半年实现营收29.13亿元 净利润10.2亿元,发布易
1732,2020-08-07,今世缘：上半年净利同比下降4.92% 盈利能力下降,e公司
1733,2020-08-07,下滑！今世缘：2020年半年度净利润约10.2亿元，同比下降4.92% 盈利能力下降,每日经济新闻
1734,2020-08-07,今世缘(603369.SH)：上半年净利降4.92%至10.20亿元 盈利能力下降,格隆汇
1735,2020-08-07,今世缘：上半年净利润同比减少4.92% 盈利能力下降,Wind
1736,2020-08-06,胡跃吾：品质为本，文化为魂，助力苏酒高质量发展,酒业新闻网
1737,2020-08-06,白酒行业调研报告：苏酒调研专题：国缘回款良好 洋河初现成效,新浪
1738,2020-08-05,减持！今世缘：减持计划时间已过半 上海铭大实际已减持1255万股 减持股份,每日经济新闻
1739,2020-08-05,今世缘(603369.SH)：减持期过半 上海铭大减持1254.5万股 减持股份,格隆汇
1740,2020-08-05,今世缘：上海铭大实业（集团）有限公司累计减持1%股份 减持股份,Wind
1741,2020-08-05,逾6成预喜，食品饮料创历史新高，后市如何走？,Wind
1742,2020-08-04,券商圈点8月金股，大消费扎堆“出镜”,Wind
1743,2020-08-03,食品饮料行业动态报告：中报逐渐披露 高端白酒稳健性优势凸显,新浪
1744,2020-08-03,食品饮料行业周观点：维持强推乳制品＆啤酒；白酒批价走强＆茅台中报奠定景气基调,新浪
1745,2020-08-03,【民生食饮】周观点0803：茅台批价逼近新高，乳业两强持续加强上游奶源布局,MS食品饮料
1746,2020-08-02,【招商食品|专题】白酒板块中报前瞻：动销环比改善，高端表现最优,招商食品饮料
1747,2020-07-29,消费行业日报：泸州市酒协：上半年酒业预计完成产值508亿元,新浪
1748,2020-07-29,食品饮料行业周报：茅五批价稳步抬升 建议坚守确定性,新浪
1749,2020-07-29,消费类主题获资金青睐,Wind
1750,2020-07-28,首份半年报“考砸了”，板块个股却大面积飘红！逻辑是……,上证报
1751,2020-07-28,解盘：资金大幅流入，西藏振兴、乳业、数字货币、小金属领涨,Wind
1752,2020-07-28,白酒板块快速拉升 五粮液、今世缘、山西汾酒、金徽酒等多股大涨,金融界
1753,2020-07-28,白酒板块拉升走高五粮液、今世缘涨超5%,格隆汇
1754,2020-07-28,【行情】白酒板块持续走高，五粮液大涨6%，山西汾酒、今世缘涨5%，金徽酒、金种子酒、贵州茅台纷纷走高,金十数据
1755,2020-07-27,大消费组周观点7月第4期：市场震荡回调 建议关注中报确定性细分龙头,新浪
1756,2020-07-27,酒水行业周报：2020H1白酒持仓比重提升 五粮液量价齐升趋势明显,新浪
1757,2020-07-26,今世缘(603369)：战略坚持不畏竞争 营销精进持续增长,新浪
1758,2020-07-26,食品饮料行业周报：不惧短期调整 坚守长期价值,新浪
1759,2020-07-26,食品加工：二季度基金持仓出炉 食品饮料仍是基本面优选,新浪
1760,2020-07-25,【华西食饮】今世缘点评覆盖报告：战略坚持不畏竞争，营销精进持续增长,华西食品饮料寇星
1761,2020-07-24,今世缘凭什么进入“第一方阵”？,中国白酒网
1762,2020-07-23,深度*行业*2Q20食品饮料基金仓位点评：白酒受到青睐 食品饮料整体持仓略有上升,新浪
1763,2020-07-23,【开源食饮】2020Q2基金持仓比例回升，边际改善标的更受关注——行业点评报告,宇光看食饮
1764,2020-07-23,食品饮料行业研究：白酒仓位环比提升 啤酒获显着加配,新浪
1765,2020-07-22,消费行业日报：6月规模以上企业酿酒产量643.95万千升 同增8.79%,新浪
1766,2020-07-22,“二八效应”更凸显 区域酒企迎来最后的机会？,佳酿网
1767,2020-07-21,产品提价+新品发布 酒企发力次高端产品价格带,中投网
1768,2020-07-21,消费行业日报：国窖1573全面停货 建议紧握优质头部酒企,新浪
1769,2020-07-21,食品饮料行业周报：白酒长期向好趋势不改 无惧调整坚决配置,新浪
1770,2020-07-21,2020消费公司捞金榜：青海春天销售现金比率居尾 9家白酒公司下降 盈利能力下降,投资时报
1771,2020-07-21,白酒股普遍走升，洋河股份、酒鬼酒、今世缘、古井贡酒、山西汾酒涨超2%,Wind
1772,2020-07-21,中信建投：白酒板块回调给予买入良机,Wind
1773,2020-07-20,食品饮料行业周报：涪陵榨菜渠道调研信息汇总,新浪
1774,2020-07-20,酒水行业周报：白酒板块短暂调整 坚定看好长期投资机会,新浪
1775,2020-07-20,A股收盘综述：上证指数大涨超3%重返3300点,Wind
1776,2020-07-20,【华创食饮|白酒专题】行稳致远仍在路上，重视逢低配置良机,华创食饮
1777,2020-07-20,解盘：超百亿资金流入，基建、军工、券商、乡村振兴领涨,Wind
1778,2020-07-20,【安信食品|周观点】贵州茅台基本面强劲，白酒基本面有序恢复中,安信食饮
1779,2020-07-20,【方正食饮】行业周报200719：官媒点评导致板块情绪降温，行业长期逻辑不变,虎哥的研究
1780,2020-07-20,【异动股】白酒板块下挫，今世缘(603369-CN)跌8.95%,财华社
1781,2020-07-20,白酒股继续走低 今世缘跌超8%,第一财经
1782,2020-07-20,白酒股再度杀跌，五粮液跌超3%、贵州茅台跌超2%,Wind
1783,2020-07-19,【西部食饮|行业周报】涪陵榨菜渠道跟踪：渠道库存较为良性，Q2营收有望环比改善,青力出品
1784,2020-07-18,食品饮料2020 年中报业绩前瞻：板块环比改善 白酒更重质量 食品更重速度,新浪
1785,2020-07-17,白酒承压整体跌幅9.40%还是最好的赛道吗?,佳酿网
1786,2020-07-17,华泰证券：白酒行业基本面向好趋势不变,Wind
1787,2020-07-15,消费行业日报：青啤首家TSINGTAO纯生酒吧正式营业,新浪
1788,2020-07-15,食品饮料行业2020年下半年投资策略报告：持续紧抓确定性增长及趋势性改善两条核心主线,新浪
1789,2020-07-14,【华创食饮|中报前瞻】白酒边际改善，大众景气回升,华创食饮
1790,2020-07-14,食品饮料行业：白酒资产历史回报领先 源于优异的商业模式,广发证券
1791,2020-07-13,本周专题：乳制品渠道调研信息汇总,新浪
1792,2020-07-13,国缘提价：今世缘动销仅恢复七八成 3季度面临促销战,新浪
1793,2020-07-13,【方正食饮】行业周报200712：大众品业绩延续趋势，白酒提估值行情扩散,虎哥的研究
1794,2020-07-13,【行情】白酒板块持续走强，古井贡酒、五粮液、伊力特涨逾7％，顺鑫农业、今世缘、山西汾酒等跟涨,金十数据
1795,2020-07-13,白酒股盘中异动拉升 今世缘涨逾8%,中国经济网
1796,2020-07-13,今世缘召开2020年上半年度营销工作总结会,中国白酒网
1797,2020-07-13,周谈|Weekly Talk：白酒环比持续改善，食品中报逐步确认预期,食品饮料光头阳线
1798,2020-07-12,【招商食品|最新】重视产业界看好高端白酒的判断,招商食品饮料
1799,2020-07-12,食品饮料行业周报：坚守确定性 寻找超预期,新浪
1800,2020-07-11,食品饮料行业本周专题：食品饮料重点公司中报前瞻,新浪
1801,2020-07-09,"今世缘现1笔大宗交易 共成交7,638.72万元",新浪
1802,2020-07-09,今世缘今日大宗交易成交172.90万股，成交价44.18元溢价0.0%,Wind
1803,2020-07-09,白酒股整体趋稳，水井坊、泸州老窖、今世缘盘中创新高,Wind
1804,2020-07-07,食品饮料行业周报：泸州老窖股东大会及渠道调研反馈,新浪
1805,2020-07-07,白酒行业点评报告：白酒盈利能力强 仍具较高配置价值,新浪
1806,2020-07-06,周谈|Weekly Talk：食品饮料构建新景气思维，不畏浮云还是高处不胜寒,食品饮料光头阳线
1807,2020-07-06,酒水行业周报：“占位”“守位”为本轮白酒提价潮关键词,新浪
1808,2020-07-06,食品饮料行业中报前瞻：环比改善 强者恒强,新浪
1809,2020-07-06,食品饮料行业周专题：乳业访谈干货多 推荐大众品双子星伊利、双汇,新浪
1810,2020-07-05,【招商食品|最新】白酒企业年初目标进度如何，需要调整吗？,招商食品饮料
1811,2020-07-05,食品饮料行业周报：老窖股东大会彰显信心 坚守确定性,新浪
1812,2020-07-04,零研月报：5 月多数品类增速步入稳定增长区间,新浪
1813,2020-07-02,投资组合报告：2020年七月十大金股,新浪
1814,2020-07-01,兴业证券：6月金股组合盈利15.92% 7月荐股名单出炉,新浪
1815,2020-07-01,北向资金上半年狂赚1600亿，买了这些股（附名单）,中证报
1816,2020-07-01,紧扣“缘文化”，今世缘瞄准第一方阵,酒业新闻网
1817,2020-06-30,【华创食饮｜中期策略】紧握龙头溢价，加配低估改善,华创食饮
1818,2020-06-29,食品饮料行业周报：端午延续分化 高端酒需求刚性表现最优,新浪
1819,2020-06-29,今世缘Q1收入净利双降：旗下国缘宣布提价 或为冲刺全年业绩目标 盈利能力下降,新浪
1820,2020-06-29,端午酒水消费平淡 行业分化明显,佳酿网
1821,2020-06-28,【民生食饮】周观点0629：啤酒行业需求持续向好，伊利迎来中长期战略买点,MS食品饮料
1822,2020-06-28,酒类食品饮料：端午延续分化 三季度重点关注次高端需求恢复,新浪
1823,2020-06-28,今世缘核心产品7月提价 加码中高端市场,北京商报
1824,2020-06-28,食品饮料行业周报：端午的平淡与厂商的理性,新浪
1825,2020-06-25,今世缘国缘两款主导单品再次提价，幅度在10-15元,Wind
1826,2020-06-25,今世缘国缘两款主导单品再次提价,格隆汇
1827,2020-06-24,食品饮料行业重点公司20H1业绩前瞻：龙头确定性强 Q2环比改善明显,新浪
1828,2020-06-24,今世缘7月1日起上调国缘品牌主导产品出厂价,中国白酒网
1829,2020-06-24,突发 | 今世缘：从7月1日起，分别上调四开国缘、对开国缘价格,糖酒快讯
1830,2020-06-23,食品饮料行业研究周报：“赛道思维”驱动估值体系显着变化 半场验证持续升级,新浪
1831,2020-06-23,消费行业日报：茅台战略签约浪潮 共同推进“智慧茅台”建设,新浪
1832,2020-06-23,民族品牌指数涨0.84% 今世缘领涨,上证报
1833,2020-06-23,食品饮料行业周报：建议关注啤酒板块,新浪
1834,2020-06-23,茅台新增直销渠道 五粮液召开营销工作会,佳酿网
1835,2020-06-22,消费行业日报：啤酒行业供需同步抬升 建议把握确定性机遇,新浪
1836,2020-06-22,食品饮料行业周报：北京疫情基本得控利于板块情绪 榨菜完成流通产品换装,新浪
1837,2020-06-22,[互动]今世缘：白酒消费具有一定季节性特征,全景网
1838,2020-06-22,食品饮料周专题：食品饮料2020年中报业绩前瞻,新浪
1839,2020-06-22,浙商早知道 | 6月23日,浙商证券研究所
1840,2020-06-21,【招商食品|最新】白酒企业年初目标进度如何，需要调整吗？,招商食品饮料
1841,2020-06-21,【招商食品|专题】疫情反复，对21年白酒春节动销影响几何？,招商食品饮料
1842,2020-06-19,【食品*杨默曦】深度：苏酒专题报告：扩容之下求共赢，“梦”“缘”竞合谋发展,东吴研究所
1843,2020-06-19,食品饮料行业2020年下半年投资策略：必选确定性高 可选边际改善,新浪
1844,2020-06-19,“股王”分红，幸福满满！还有这些公司股权登记,Wind
1845,2020-06-19,今世缘在白酒板块大热时遭二股东减持缘为何？ 减持股份,佳酿网
1846,2020-06-19,白酒行业周报：餐饮需求持续回暖 白酒板块估值持续修复,华福证券有限责任公司
1847,2020-06-19,消费行业日报：天猫618女性消费者购买茅台占比高达三成,新浪
1848,2020-06-17,"今世缘现1笔大宗交易 共成交1,442.00万元",新浪
1849,2020-06-17,今世缘今日大宗交易成交40万股，成交价36.05元折价2.57%,Wind
1850,2020-06-16,淮安市市场监督管理局：1批次食品不合格 产品问题,质量新闻网
1851,2020-06-16,今世缘(603369.SH)：年报推10派4.1元 股权登记日6月23日,和讯
1852,2020-06-15,今世缘新一届高管亮相，加速冲向“新五年”百亿目标,中国白酒网
1853,2020-06-14,【招商食品|最新】茅台新增直销渠道，五粮液召开营销工作会,招商食品饮料
1854,2020-06-13,大股东“牵手”洋河 水井坊国内市场承压,中国经营报
1855,2020-06-12,重磅｜今世缘股东大会召开，周素明：聚心聚力，接续奋斗，尽快进入行业第一方阵,糖酒快讯
1856,2020-06-12,北向资金全天净卖出8.95亿元，尾盘再现外资指数调整波动,Wind
1857,2020-06-12,今世缘全国化不力背后：热衷于购买理财产品，二股东频繁套现 减持股份,凤凰网
1858,2020-06-11,白酒股午后集体走弱 今世缘跌逾3%,中国经济网
1859,2020-06-11,【光大食品饮料】需求加速恢复 ——食品饮料行业淘数据5月数据点评,EBSCN食品饮料
1860,2020-06-11,【行情】白酒概念持续走弱，今世缘跌4%，老白干酒、顺鑫农业、洋河股份、古井贡酒等跌逾2%。,金十数据
1861,2020-06-09,苏酒老二今世缘的尴尬,中国网
1862,2020-06-08,食品饮料行业动态报告：青花汾酒7月提价 消费回暖下头部企业彰显优势,新浪
1863,2020-06-08,【招商食品|全国草根调研】乳业、调味品动销恢复明显,招商食品饮料
1864,2020-06-08,白酒板块再度突破，贵州茅台、五粮液、今世缘等纷纷刷新历史新高,Wind
1865,2020-06-08,食品饮料行业周报：地摊经济爆红 看好食饮相关板块恢复弹性,新浪
1866,2020-06-08,食品饮料行业周报：白酒Q2 超额收益明显 可选复苏仍是主线,新浪
1867,2020-06-06,近四成食品饮料股创年内新高，众机构坚定看多“白龙马”行情,Wind
1868,2020-06-05,消费行业日报：国窖1573经典装提价10元瓶,新浪
1869,2020-06-05,食品饮料行业研究：冠绝市场 牛市仍长,华安证券
1870,2020-06-05,"今世缘现1笔大宗交易 共成交2,670.56万元",新浪
1871,2020-06-04,食品饮料板块持续走强 机构预计全年将维持强势,中国财富网
1872,2020-06-04,"今世缘现1笔大宗交易 共成交3,491.00万元",新浪
1873,2020-06-01,白酒行业：复苏加速 价值凸显,新浪
1874,2020-06-01,食品饮料行业周报：五粮液有信心完成两位数目标 继续关注白酒板块,新浪
1875,2020-06-01,食品饮料行业投资周报：“夜经济”复苏 推荐关注白酒龙头确定性与啤酒成长性,新浪
1876,2020-06-01,【西部食饮|行业周报】消费恢复稳健，行业逐步进入常态化运营,青力出品
1877,2020-06-01,食品饮料行业周报：6月份市场不确定性增强 白酒板块配置价值凸显,新浪
1878,2020-06-01,新华社民族品牌指数连续10周跑赢沪指,中证报
1879,2020-05-31,【招商食品|最新】茅台股东大会如期举办，今世缘维持全年目标,招商食品饮料
1880,2020-05-31,周谈|Weekly Talk：六月数据重要性凸显，看好可选消费持续回暖,食品饮料光头阳线
1881,2020-05-29,炒股软件龙头突然崩了：一度大跌12%，70亿市值没了...发生什么事？ 连续下跌,21财闻汇
1882,2020-05-29,23股获券商买入评级，豫园股份目标涨幅达44.10%,Wind
1883,2020-05-28,洋河失速，大后方被今世缘攻城略地！,环球老虎财经
1884,2020-05-28,"人大代表、今世缘董事长周素明：用创新推动""白酒新基建""",上证报
1885,2020-05-27,消费行业日报：白酒消费持续回暖,新浪
1886,2020-05-27,今世缘(603369)：团购发力国缘放量 省外扩张值得期待,新浪
1887,2020-05-26,"今世缘现1笔大宗交易 共成交1,761.00万元",新浪
1888,2020-05-25,今世缘：上海铭大解除其全部质押股份,每日经济新闻
1889,2020-05-25,进展！今世缘：股东减持约1254万股 超过计划数的一半,每日经济新闻
1890,2020-05-25,今世缘(603369.SH)：上海铭大累计减持1254.5万股 减持数量已过半 减持股份,格隆汇
1891,2020-05-25,今世缘(603369.SH)股东上海铭大解除质押1750万股,格隆汇
1892,2020-05-25,今世缘：上海铭大减持1%公司股份 减持股份,Wind
1893,2020-05-25,周素明：建议增加今年传统节日、法定节日假期天数,新华网
1894,2020-05-25,【西部食饮|行业周报】板块配置价值仍突出，白酒投资性价比提升,青力出品
1895,2020-05-25,食品饮料行业周报：需求环比验证改善 双汇加码上游立足长远,新浪
1896,2020-05-25,洋河股份一季度营收净利双降 “白酒老三”为何步子有点沉 盈利能力下降,投资者网
1897,2020-05-25,18股获券商买入评级 科达利目标涨幅达94.40%,Wind
1898,2020-05-25,食品饮料行业周报：简析近期茅台批价上涨,新浪
1899,2020-05-24,【民生食饮】周观点0525：茅台批价现小幅回调，重点强调低估值品种配置价值,MS食品饮料
1900,2020-05-24,周谈|Weekly Talk：政策加码助推内需，食品饮料估值有韧性,食品饮料光头阳线
1901,2020-05-23,【国盛食品|专题】江苏白酒实地走访情况反馈,蓉品食饮
1902,2020-05-22,五月白酒消费复苏 区域酒集中度再提升,佳酿网
1903,2020-05-22,食品饮料行业周报：稳中求胜,新浪
1904,2020-05-22,酒业“探花”纷争，泸州老窖角逐洋河股份，花落谁家？,搜狐
1905,2020-05-22,今世缘：上市五年业绩翻一番 未来高质量发展目标更宏远,证券日报
1906,2020-05-21,A股共发生136宗大宗交易成交39.91亿元（5月21日）,Wind
1907,2020-05-21,被遗忘的百亿梦 今世缘扩张路举步维艰,北京商报网
1908,2020-05-21,白酒板块二波上攻,Wind
1909,2020-05-21,情系家国，缘结今世：全国白衣天使集体婚礼在南京举行,酒业新闻网
1910,2020-05-20,消费行业日报：中南六区非洲猪瘟分区防控试点工作深入推进,新浪
1911,2020-05-19,消费行业日报：3-5月酒企注册量提升明显,新浪
1912,2020-05-19,消费行业日报：五粮液将加快推进企业团购 保障目标完成,新浪
1913,2020-05-19,食品饮料行业周报：消费动销如期逐步走强 乳制品行业实现边际改善,新浪
1914,2020-05-19,赛道变窄 区域品牌“夹缝求生”,佳酿网
1915,2020-05-19,今世缘“新五年计划”开局顺利 2019年业绩高速增长 股权激励彰显发展信心,证券日报
1916,2020-05-19,消费KO科技，何去何从?,财富动力网
1917,2020-05-18,食品饮料行业周报：白酒板块情绪如预期持续转好 厨邦渠道补库存开启发力,新浪
1918,2020-05-17,【民生食饮】周观点0518：白酒板块情绪如预期持续转好，厨邦渠道补库存开启发力,MS食品饮料
1919,2020-05-17,【西部食饮|行业周报】高端酒批价稳中有升，食品饮料加速恢复,青力出品
1920,2020-05-17,消费加速回暖，关注可选标的弹性,中信建投证券研究
1921,2020-05-15,白酒一季报综述：延续分化趋势 继续看好五粮液、山西汾酒和贵州茅台,新浪
1922,2020-05-15,白酒板块回调,Wind
1923,2020-05-14,消费行业日报：国窖5月恢复配额供应,新浪
1924,2020-05-14,震荡向上不改看多预期！机构强推科技+消费,Wind
1925,2020-05-14,大消费行情加速扩散，一天内65股创历史新高,上证报
1926,2020-05-13,食品饮料行业-苏酒动销持续恢复 看好龙头环比改善,新浪
1927,2020-05-13,食品饮料行业2019年报及2020Q1季报总结：短期业绩风险逐步释放 需求稳步回升 做时间的朋友,国金证券股份有限公司
1928,2020-05-13,今世缘：股权激励促长期发展,佳酿网
1929,2020-05-12,政策助力餐饮等消费恢复 机构：白酒啤酒板块布局正当时,中国财富网
1930,2020-05-11,今世缘(603369.SH)：上海铭大已减持540.89万股 不再是持股5%以上股东 减持股份,格隆汇
1931,2020-05-11,今世缘：上海铭大减持0.43%公司股份 减持股份,Wind
1932,2020-05-11,民族品牌指数逆势上涨0.13% 今世缘领涨,上证报
1933,2020-05-11,快讯：白酒概念股早盘拉升 今世缘大涨近5%,新浪
1934,2020-05-11,【行情】白酒概念拉升，今世缘涨5%，古井贡酒涨超4%，伊力特、泸州老窖、五粮液等跟涨。,金十数据
1935,2020-05-11,洋河股份遭遇“滑铁卢”能否上演“王者归来”？,中国白酒网
1936,2020-05-10,【民生食饮】周观点0511：白酒板块情绪正在快速转好，恒顺Q2表现有望超市场预期,MS食品饮料
1937,2020-05-10,【西部食饮|行业周报】全面开放餐馆等生活场所，消费加速恢复,青力出品
1938,2020-05-08,茅台历史新高！五粮液也新高了，白酒板块走牛，私募说还能涨！,中国基金报
1939,2020-05-08,机构强推买入 六股成摇钱树,证券之星
1940,2020-05-08,白酒股盘中集体拉升 今世缘涨逾5%,中国经济网
1941,2020-05-08,【行情】白酒板块拉升走强，今世缘涨超4%，泸州老窖涨超3%，口子窖、顺鑫农业等跟涨,金十数据
1942,2020-05-08,白酒板块涨幅扩大至2%,Wind
1943,2020-05-08,二锅头出京城，“野蛮人”来敲门,36氪
1944,2020-05-08,【光大食品饮料】需求恢复加速、多品类表现亮眼 ——食品饮料行业淘数据4月数据点评,EBSCN食品饮料
1945,2020-05-06,今世缘（603369）点评报告：国缘继续发力，省外拓展稳步推进,微信
1946,2020-05-06,【19年报和20一季报总结：最差时刻已过，关注板块后疫情影响的表现—方正食品饮料200505】,虎哥的研究
1947,2020-05-05,【安信食品】食品饮料行业年报一季报总结：食品正处黄金期，白酒分化更显著,微信
1948,2020-05-05,【华创食饮】板块财报总结：白酒冲击显现业绩分化，居家必选业绩如期兑现,华创食饮
1949,2020-05-05,【国盛食品|专题】一季报总结：逆势强者恒强，彰显品牌力量,蓉品食饮
1950,2020-05-03,今世缘营收净利双增背后三大难题待解：研发费用负增长，各档次产品营收增速不及成本，毛利率齐下滑 盈利能力下降,和讯
1951,2020-05-02,【光大食品饮料】压力逐步释放，静待需求改善 ——白酒行业2019年年报及2020年一季报业绩综述,EBSCN食品饮料
1952,2020-05-01,白酒行业最新扫描！茅台新高不断，二锅头却“忧虑”了，机构这样看后市,e公司
1953,2020-04-30,"洋河的问题,都扯到经销商，我看根子是产品力",中华网
1954,2020-04-30,【国盛食品|点评】今世缘：增长目标显信心，产品结构再提升,蓉品食饮
1955,2020-04-30,【光大食品饮料】短期疫情影响不改中期发展趋势 ——今世缘（603369.SH）2019年年报及2020年一季报点评,EBSCN食品饮料
1956,2020-04-30,【华创食饮】今世缘：激励计划释放活力，增长势能有望延续,华创食饮
1957,2020-04-29,今世缘：新五年计划开局顺利，2020年继续拓展【太平洋证券|黄付生蔡雪昱团队】,食品饮料大消费黄付生
1958,2020-04-29,50亿触手可及，今世缘这份成绩单劲儿十足,糖酒快讯
1959,2020-04-29,今世缘：一季度净利润同比减少9.52% 盈利能力下降,Wind
1960,2020-04-29,洋河年报双降：省内增速被今世缘“超车”3年 高管降薪董事长独加“鸡腿” 盈利能力下降,中华网
1961,2020-04-29,今世缘：中高端产品占比再提升 2019年营收利润均高速增长30%,中证网
1962,2020-04-29,今世缘2020年一季度净利润5.8亿元，下降9.5％ 盈利能力下降,中国白酒网
