,2021-12-31,海大集团：公司部分核心添加剂系自主研发生产,每日经济新闻
605,2021-02-06,深交所主板中小板合并：优化资金入市环境，支持中小企业做优做强,Wind
606,2021-02-05,“牛熊市”继续，低估值银行地产成新风口？,Wind
607,2021-02-05,五日龙虎榜追踪 机构抢筹这68股,证券之星
608,2021-02-05,A股早报2021年2月5日星期五,Wind
609,2021-02-04,2月4日龙虎榜，机构青睐这15股,证券时报网
610,2021-02-04,海大集团龙虎榜数据（2月4日）,Wind
611,2021-02-04,20股主力资金净流入超亿元,证券时报网
612,2021-02-04,2020年净利增长51.61% 海大集团凭什么一路高歌猛进？,经济网
613,2021-02-04,晨报0204 | 理财市场年度报告解读、海大集团（002311）、上海家化（600315）,国泰君安证券研究
614,2021-02-02,海大集团(002311.SZ)：截至1月底累计回购2.37亿元股份,格隆汇
615,2021-02-02,农林牧渔行业周报：养猪板块业绩大增 龙头成长性持续兑现,新浪
616,2021-02-02,销售每日AH推荐,新浪
617,2021-02-01,大消费组周观点：就地过年多方面影响消费 关注业绩确定性支撑,新浪
618,2021-02-01,农林牧渔2021年第5周周报：疫情反复 猪价或超预期 头部养殖集团估值如何修复？,新浪
619,2021-02-01,【国君农业】周报：行业预期调整，养殖龙头α属性凸显,农业凯歌
620,2021-01-31,农林牧渔行业周报：非瘟疫情日趋严重 低体重生猪出栏占比大幅攀升,华安证券
621,2021-01-28,海大集团(002311)公司跟踪报告：全年饲料销量稳健 各板块全面开花,新浪
622,2021-01-27,A股戒酒言之尚早，今年超7成个股下跌已是事实,Wind
623,2021-01-27,海大集团成立新公司，经营范围含水产养殖,企查查
624,2021-01-27,【银河农业谢芝优/白雪妍】行业动态 2021.1丨养殖后周期与一号文关注度提升,中国银河证券研究
625,2021-01-26,农林牧渔2020Q4基金持仓分析：农业超配减弱 成长股逆势上扬,新浪
626,2021-01-25,什么信号？这么多散户教基金经理炒股，膨胀了？,中证报
627,2021-01-25,63家公司业绩快报抢先看,证券之星
628,2021-01-25,十大“顶流”基金公司重仓股大曝光：易方达、汇添富、广发,中国基金报
629,2021-01-25,63份年度业绩快报亮相，超八成实现净利润同比增长,Wind
630,2021-01-24,【国君农业】周报：基金四季度配置，β向下，α向上,农业凯歌
631,2021-01-24,2020Q4主动型基金重仓持股分析：资金南下 食品饮料和顺周期仓位上升,新浪
632,2021-01-24,长周期业绩领先，看五大顶流基金经理持仓新动向！,Wind
633,2021-01-22,谢治宇、董承非等十大明星经理重仓股大曝光,中国基金报
634,2021-01-22,海大集团：既要“定力”也要“增速”实现百亿愿景,中国橡胶网
635,2021-01-21,十大明星经理重仓股曝光！刘格菘4基金顶格买入一股,中国基金报
636,2021-01-21,陈光明旗下基金调仓曝光！赵诣、傅鹏博加仓新能源,中证报
637,2021-01-21,刘格菘、萧楠、刘彦春等投资大佬最新持仓曝光,上证报
638,2021-01-20,大消费组周观点：短期回调不改长期逻辑 关注高景气细分行业,新浪
639,2021-01-19,海大集团引进首批“法国种猪”,生意社
640,2021-01-19,海大集团(002311)：饲料业务景气回升 养殖持续贡献增量,新浪
641,2021-01-19,券商首次关注4股并给予买入评级（1月19日）,Wind
642,2021-01-18,海大集团(002311.SZ)：拟变更部分募投项目,格隆汇
643,2021-01-18,海大集团(002311.SZ)提名钱雪桥为非独立董事候选人,智通财经
644,2021-01-18,海大集团(002311.SZ)：拟使用不超13亿元闲置募集资金暂补流动资金,格隆汇
645,2021-01-18,海大集团(002311.SZ)：2021年拟向银行申请不超220亿元综合授信额度,格隆汇
646,2021-01-18,海大集团(002311.SZ)：2021年拟开展套期保值业务,格隆汇
647,2021-01-18,农林牧渔行业周报：USDA月报利好农产品价格 海大业绩快报靓丽,华安证券
648,2021-01-18,海大集团(002311)：业务全面开花 20年业绩高增长,新浪
649,2021-01-18,海大集团(002311)：业绩快报符合预期 持续体现稳健增长,新浪
650,2021-01-18,农林牧渔行业周报：政策持续推进 回调后继续关注种子板块,新浪
651,2021-01-18,【华安农业王莺】海大集团深度报告：2020年业绩增长逾50%，2021年行业景气、产品力双驱动,王莺看农业
652,2021-01-18,海大集团(002311.SZ)获准注册35亿元中票和35亿元超短融,格隆汇
653,2021-01-18,海大集团：发行中期票据和超短期融资券获准注册,中证网
654,2021-01-18,【方正农业|新消费】近期玉米和小麦价格为何持续上涨？,微信
655,2021-01-17,农林牧渔行业：农产品年度供需展望：拥抱新机遇,新浪
656,2021-01-16,上市公司正负面新闻2021年1月16日星期六,Wind
657,2021-01-15,晚间重要公告2021年1月15日星期五,Wind
658,2021-01-15,海大集团：2020年度净利润25亿元 同比增长51.61%,中证网
659,2021-01-15,海大集团业绩快报：2020年净利25亿元 同比增52%,e公司
660,2021-01-15,海大集团：2020年度净利润24.99亿元同比增长51.6%,格隆汇
661,2021-01-15,海大集团(002311.SZ)业绩快报：2020年度净利升51.61%至25亿元,格隆汇
662,2021-01-15,海大集团：2020年净利润同比增长51.61%（业绩快报）,Wind
663,2021-01-15,农林牧渔行业2021年1月投资策略：粮价表现超预期 大农业把握龙头,新浪
664,2021-01-15,政策层面暖风频吹，种业等细分板块迎利好丨牛熊眼,第一财经
665,2021-01-14,海大集团成立饲料公司,企查查
666,2021-01-11,农业周报：坚定布局养殖 继续推荐转基因主题,新浪
667,2021-01-11,农林牧渔行业周报：继续关注种植链主线机会,新浪
668,2021-01-07,海大集团新一年欲实现销售53亿元,轮胎世界网
669,2021-01-05,海大集团入股一饲料科技公司，持股70%,企查查
670,2021-01-05,2021年增长6%，海大集团早谋划、抓落地！,中国橡胶网
671,2021-01-05,农林牧渔行业快报：2021年继续重点首推海大集团,新浪
672,2021-01-04,海大集团(002311.SZ)已耗资8392.91万元累计回购股份143.86万股,智通财经
673,2021-01-04,海大集团(002311.SZ)截至12月底已累计回购143.8596万股,格隆汇
674,2021-01-04,农业：周期景气轮换 关注成长机会,新浪
675,2021-01-04,农林牧渔行业周报：畜禽价格周环比大涨 粮食安全获高度重视,华安证券
676,2021-01-04,农林牧渔行业2021年第1周周报：继续重点推荐种子 关注生猪板块双节反弹行情,新浪
677,2020-12-31,海大集团(002311.SZ)：核心团队员工持股计划权益归属及二期计划锁定期届满,格隆汇
678,2020-12-31,海大集团(002311.SZ)：控股股东解除质押1700万股,格隆汇
679,2020-12-31,银河证券：养殖后周期依旧可关注，政策驱动种植产业链,Wind
680,2020-12-30,海大集团：“海大转债”全部赎回后12月31日起在深交所摘牌,Wind
681,2020-12-30,海大集团(002311.SZ)：自12月31日起“海大转债”将在深交所摘牌,格隆汇
682,2020-12-29,农林牧渔2020年11月第2周周报：白鸡价格连续回升 10月猪料销售继续改善,新浪
683,2020-12-29,【银河农业谢芝优】行业动态 2020.12丨政策驱动种植产业链，养殖后周期依旧可关注,中国银河证券研究
684,2020-12-28,农林牧渔2020年第52周周报：继续推荐种业板块投资机遇！,新浪
685,2020-12-28,农林牧渔行业动态：猪价继续小幅上涨 种子品种保护有望提升,新浪
686,2020-12-28,本周观点：与个股集萃,华安证券
687,2020-12-26,12只个股被社保与QFII，连续持仓五个季度,Wind
688,2020-12-25,【安信农业 周泰团队】华商储备中心：计划于12月30日向市场投放2万吨冻猪肉,农业新泰度
689,2020-12-25,海大集团(002311.SZ)：控股股东质押1112万股,格隆汇
690,2020-12-23,海大集团(002311.SZ)：海灏投资在公司的权益比例由54.91%减少至53.90%,格隆汇
691,2020-12-23,农林牧渔行业报告：把握养殖后周期 战略布局种植产业链！,新浪
692,2020-12-23,12月23日晚间重要行业研究汇总,天然橡胶网
693,2020-12-22,海大集团：“海大转债”12月23日起停止交易及停止转股,Wind
694,2020-12-21,本周观点：与个股集萃,华安证券
695,2020-12-18,55股获杠杆资金大手笔加仓,证券之星
696,2020-12-18,第一只上市的农业主题ETF----银华农业50ETF来了！,Wind
697,2020-12-14,农业：粮食丰收 生猪期货上市 继续推荐种养殖,新浪
698,2020-12-14,海大集团(002311.SZ)：控股股东质押445万股及解押1230.9万股,格隆汇
699,2020-12-14,【东兴大消费】周观点：寻求业绩确定性，关注年底估值切换,东兴社服
700,2020-12-11,【华安农业王莺|周报】生猪期货即将上市，全球玉米大豆库消比再降,王莺看农业
701,2020-12-11,我国粮食生产喜获“十七连丰”，农业股走强，种植板块景气延续丨牛熊眼,第一财经
702,2020-12-11,农林牧渔行业年度策略报告：种植链&后周期景气延续 养殖首选真成长龙头,新浪
703,2020-12-11,海大集团成立饲料公司，经营范围含生物饲料研发,企查查
704,2020-12-11,四季度以来55家公司披露回购预案，已实施近半,Wind
705,2020-12-08,农林牧渔周观点：秋粮收购顺利 关注农作物新品种,新浪
706,2020-12-07,农林牧渔行业深度报告：把握后周期+种植产业链 深挖成长细分赛道,新浪
707,2020-12-07,农林牧渔行业动态：猪价全线上涨 种子板块再次带动行业上行,新浪
708,2020-12-07,【东兴大消费】周观点：聚焦景气持续，寻求业绩确定性,东兴社服
709,2020-12-07,海大集团入股嘉博生物，后者经营范围含消毒剂生产,企查查
710,2020-12-07,农业行业：价格上涨助推板块景气 继续关注种、养殖,新浪
711,2020-12-05,农林牧渔行业：本周猪价小幅反弹 关注种植业政策驱动机会,广发证券
712,2020-12-04,海大集团在大理成立生物科技公司，经营范围含进出口业务等,企查查
713,2020-12-04,农林牧渔行业年度策略：建议关注结构性机会 后周期＆成本端改善,新浪
714,2020-12-04,农林牧渔行业2021年投资策略：养殖利润仍将维持高位 饲料行业加速集中,广发证券
715,2020-12-03,券商首次关注1股并给予买入评级（12月3日）,Wind
716,2020-12-03,25股获券商买入评级 招商蛇口目标涨幅达55.21%,Wind
717,2020-12-02,海大集团(002311.SZ)耗资2384.39万元回购42.63万股,智通财经
718,2020-12-02,海大集团(002311.SZ)截至11月底累计回购42.6319万股,格隆汇
719,2020-12-01,农林牧渔行业2021年投资策略报告：把握种植业大趋势 关注后周期机会,新浪
720,2020-12-01,大消费组周观点：商务部再提稳就业扩内需 聚焦景气度环比改善,新浪
721,2020-11-30,农林牧渔行业周报：强免政策逐步退出 市场化动保企业迎利好,新浪
722,2020-11-29,农林牧渔行业2021年度行业投资策略：养殖聚焦优质产能 种植把握景气周期,新浪
723,2020-11-27,海大集团：与海南省海洋与渔业科学院签约 开启联合育种战略合作,e公司
724,2020-11-27,套保的最大经验：首先要老板重视，而且老板真正懂期货,东海e财通
725,2020-11-26,海大集团(002311.SZ)：控股股东解除质押425万股,格隆汇
726,2020-11-26,11月26日主力资金净流出349亿元,证券时报网
727,2020-11-25,海大集团(002311.SZ)11月25日首次回购21.49万股,格隆汇
728,2020-11-23,农林牧渔2021年投资策略：放下执念拥抱成长,新浪
729,2020-11-23,【安信农业 周泰团队】第45周周报：强免疫苗市场化提速 市场苗企业有望充分受益,农业新泰度
730,2020-11-23,农林牧渔行业周报：供需持续改善 油粕价格强势,新浪
731,2020-11-23,【国君农业】行业周报：周期切换，关注养殖成长股和种植产业链,农业凯歌
732,2020-11-23,21家上市公司登环境风险榜 海大集团旗下企业超标排放屡罚屡犯,每日经济新闻
733,2020-11-22,农林牧渔行业：本周猪价环比上涨0.2% 关注后周期需求提升,广发证券
734,2020-11-22,富国中证农业主题ETF投资价值分析：政策助推现代化农业发展 首只农业ETF把握行情,新浪
735,2020-11-20,海大集团(002311.SZ)：控股股东质押235万股,格隆汇
736,2020-11-19,2021年农林牧渔行业投资策略：拂去浮尘 聚焦龙头,新浪
737,2020-11-19,海大集团：控股股东权益变动达1%,Wind
738,2020-11-19,海大集团(002311.SZ)：控股股东在公司的权益比例由56.12%减少至54.91%,格隆汇
739,2020-11-19,海大集团入股一农牧公司，持股100%,企查查
740,2020-11-17,可转债日报：可转债市场明显转弱，多只新债上演一日游行情,Wind
741,2020-11-17,【东兴大消费】周观点：疫苗进展显著提振可选消费增长信心,东兴社服
742,2020-11-16,公告精选：阿里创投有意受让芒果超媒部分股权；海大集团拟提前赎回“海大转债”,e公司
743,2020-11-16,海大集团(002311.SZ)拟以委托贷款向广东双湖提供2250万元财务资助,智通财经
744,2020-11-16,海大集团：拟提前赎回“海大转债”，赎回价格100.15元/张,Wind
745,2020-11-16,海大集团(002311.SZ)：决定行使“海大转债”有条件赎回权,格隆汇
746,2020-11-16,农林牧渔行业周报(第四十六周),新浪
747,2020-11-16,农林牧渔行业：白鸡价格连续回升 10月猪料销售继续改善,新浪
748,2020-11-16,农林牧渔行业周报：圣农10月报超预期 全球玉米大豆库消比再降,华安证券
749,2020-11-14,农林牧渔行业2020年三季报总结：生猪养殖盈利高企 后周期板块景气上行,广发证券
750,2020-11-13,农林牧渔行业月度报告：生猪养殖业绩加速释放，建议关注后周期板块，维持“同步大市”评级,格隆汇
751,2020-11-12,“抄基金经理作业”也是技术活！低换手长跑持仓值得一看,上证报
752,2020-11-11,农林牧渔行业：本周猪价环比上涨0.75％ 关注后周期板块业绩恢复,广发证券
753,2020-11-11,浮盈近万亿创纪录！北上资金加仓榜解密赚钱秘诀,证券时报网
754,2020-11-10,农林牧渔周观点：关注龙头企业商业模式优势与主营业务成长性,新浪
755,2020-11-09,【东兴大消费】周观点：进博会召开、双十一蓄力，多重催化四季度持续关注可选消费,东兴社服
756,2020-11-09,农林牧渔行业每周观点：生猪产能加快恢复 继续推荐后周期板块,新浪
757,2020-11-05,农林牧渔行业：三季报收官 继续推荐后周期与种植板块机会,新浪
758,2020-11-05,农林牧渔行业周报：Q3猪企头均盈利分化 科前生物季报超预期,华安证券
759,2020-11-04,海大集团(002311.SZ)遭刘国祥等4位高管合计减持39.52万股 减持股份,智通财经
760,2020-11-04,海大集团：部分高级管理人员减持计划实施完毕，共卖出39.52万股 拟减持股份,Wind
761,2020-11-04,QFII重仓50强来了！23股连续20个季度获持有,证券时报网
762,2020-11-03,海大集团(002311.SZ)截止10月末尚未实施回购,格隆汇
763,2020-11-03,农林牧渔行业周报：养殖后周期景气 关注饲料、疫苗板块,新浪
764,2020-11-03,2020年11月金股组合：兴证策略&多行业,新浪
765,2020-11-03,业界标杆：这家企业，有啥不一样？,轮胎商业网
766,2020-11-02,中小盘增发并购双周报：新规后竞价定增解禁平均收益率22.9% 胜率75% 解禁,新浪
767,2020-11-02,银河证券：10月金股组合跌1.15% 11月荐股名单出炉,新浪
768,2020-11-02,【东兴大消费】周观点：三季度业绩加速改善，关注四季度景气持续赛道,东兴社服
769,2020-11-01,【安信农业 周泰团队】第41周周报：猪市供需博弈持续 秋粮收购顺利开局,农业新泰度
770,2020-11-01,10月过完A股怎么走？机构动向释放重要信号（附名单）,Wind
771,2020-10-31,中信建投公布11月金股，包括旗滨集团、五粮液等29只个股,中信建投证券研究
772,2020-10-30,不惧高位波动，机构10月看涨情绪大幅升温,Wind
773,2020-10-29,解码7788份公募基金三季报：“吃药喝酒”仍为主流，明星基金经理持仓分化,Wind
774,2020-10-29,明星基金经理青睐白酒、地产等板块，港股持仓明显增加,Wind
775,2020-10-28,明星基金经理最新持仓大曝光！,Wind
776,2020-10-28,【行业动态】农林牧渔 2020.10丨黄鸡边际改善，养殖后周期持续向好,中国银河证券研究
777,2020-10-28,海大集团(002311)：饲料销量稳步提升 养殖业务表现亮眼,广发证券
778,2020-10-27,【安信农业 周泰团队】公司点评 海大集团（002311.SZ）业绩持续向好 大手笔回购彰显信心,农业新泰度
779,2020-10-27,明星基金经理最新持股大曝光！,中国基金报
780,2020-10-27,农林牧渔行业周度观点：饲料产量加速恢复 推荐后周期板块,新浪
781,2020-10-27,海大集团(002311)2020年三季报点评：旺季发力 3Q20盈利增长31%,新浪
782,2020-10-27,海大集团(002311)：饲料销量增长稳健 Q3业绩持续高增长,新浪
783,2020-10-27,【财报智读】海大集团：2020年前三季度营业总收入438.06亿元，归母净利润20.73亿元,面包财经
784,2020-10-27,【面包财报】海大集团：2020年前三季度营业总收入438.06亿元，归母净利润20.73亿元,面包财经
785,2020-10-27,猪肉概念股发力走高 海大集团逼近涨停,证券时报网
786,2020-10-27,沪深300指数翻红，海大集团领涨,Wind
787,2020-10-27,A股早报2020年10月27日星期二,Wind
788,2020-10-26,10月27日十大利好公告：海大集团拟斥资3亿至6亿元回购股份,中国证券网
789,2020-10-26,海大集团(002311.SZ)拟回购3亿元-6亿元股份 回购价不超70元/股,格隆汇
790,2020-10-26,【安信农业 周泰团队】农业农村部：全国农产品批发市场猪肉平均价格为39.75元，比上周五下降1.7%,农业新泰度
791,2020-10-26,晚间重要公告2020年10月26日星期一,Wind
792,2020-10-26,海大集团(002311.SZ)拟回购注销26.305万股限制性股票,智通财经
793,2020-10-26,海大集团：拟3亿元至6亿元回购股份,Wind
794,2020-10-26,海大集团：拟3亿元至6亿元回购股份,e公司
795,2020-10-26,海大集团(002311.SZ)第三季度净利润升31.26%至9.69亿元,格隆汇
796,2020-10-26,消费产业周报：继续优先配置可选消费,新浪
797,2020-10-26,海大集团：前三季度净利润同比增长46.8%,Wind
798,2020-10-26,农业行业周报：拉尼娜天气催化 种植景气周期仍向上,新浪
799,2020-10-26,大消费行业周观点：9月社零同比增长3.3％ 消费持续复苏,新浪
800,2020-10-26,【东兴大消费】周观点：9月社零同比增长3.3%，消费持续复苏,东兴社服
801,2020-10-26,10月27日上市公司重要公告集锦:蚂蚁集团发行价确定为68.8元/股,证券日报网
802,2020-10-23,海大集团(002311.SZ)：控股股东质押500万股,格隆汇
803,2020-10-21,9月经济数据解读与行业最新观点,中信建投证券研究
804,2020-10-20,海大集团(002311.SZ)控股股东海灏投资解除质押2145万股,智通财经
805,2020-10-19,农林牧渔周报：猪价震荡调整 饲料价格上行,新浪
806,2020-10-19,申万农林牧渔周观点：“拉尼娜”来临 关注相关投资机会,新浪
807,2020-10-19,【东兴大消费】周观点：内需、出口皆有亮点，关注三季度业绩继续回暖,东兴社服
808,2020-10-18,农林牧渔行业周报：生猪价格企稳回升 粮价继续上行,华安证券
809,2020-10-15,粤港澳大湾区企业样本观察：金融＋科技提升境外资金使用效率,21世纪经济报道
810,2020-10-13,猪肉板块开盘走高，海大集团大涨5%，正邦科技、天邦股份、天康,--
811,2020-10-12,【东兴大消费】周观点：长假催化消费加速回暖，内循环持续发力,东兴社服
812,2020-10-12,【国君农业】行业周报：种植链景气向好，关注种植业投资机会,农业凯歌
813,2020-10-11,农林牧渔行业月报：9月板块跑输12.5个百分点 后周期基本面趋势上行,广发证券
814,2020-10-11,淡马锡特设多元策略资管集团，管理超3700亿资产,券商中国
815,2020-10-09,海大集团(002311.SZ)：第三季度“海大转债”获转股2129.0082万股,格隆汇
816,2020-10-09,10月月度金股报告：A股出现系统性下跌的风险可控 结构性机会仍值得关注,新浪
817,2020-10-09,银河证券每日晨报,新浪
818,2020-10-09,消费产业周报：双节消费释放 “内循环”驱动良性复苏,新浪
819,2020-10-08,农林牧渔行业投资策略周报：本周猪价环比下跌7.35% 周期性因素将愈发明显,广发证券
820,2020-09-30,【华安农业王莺|周报】猪企9月出栏量超预期，玉米大豆库消比再降,王莺看农业
821,2020-09-30,大湾区金融战疫中场 交行全力“贷”动复工复产,21世纪经济报道
822,2020-09-28,海大集团(002311.SZ)：因债转股、参与转融通等原因控股股东海灏投资持股比例减少5.17%至56.12% 减持股份,格隆汇
823,2020-09-28,【安信农业 周泰团队】第38周周报：饲料原料价格上涨 养殖企业利润缩窄,农业新泰度
824,2020-09-28,申万农林牧渔周观：关注养殖后周期 聚焦中长期确定性,新浪
825,2020-09-28,农林牧渔行业：9月行业动态报告-关注确定性高、增速稳健的养殖后周期子行业,新浪
826,2020-09-27,农林牧渔2020年第39周周报：深度回调之后 农业板块怎么看？,新浪
827,2020-09-27,农林牧渔行业：节前猪价有望企稳 成本控制是企业长期竞争要素,广发证券
828,2020-09-27,农林牧渔行业周报：猪价短期调整 补栏积极性继续回落,华安证券
829,2020-09-24,海大集团(002311.SZ)：控股股东质押500万股,格隆汇
830,2020-09-24,猪企扩产，饲料量价齐升，行业高景气开启,Wind
831,2020-09-23,农林牧渔行业策略：紧握养殖后周期中疫苗与饲料的成长机会,新浪
832,2020-09-21,海大集团(002311.SZ)：“海大转债”9月25日开始转股转股价34.74元/股,格隆汇
833,2020-09-21,大消费组周观点：8月社零增速转正 可选消费回暖明显,新浪
834,2020-09-20,农林牧渔行业投资策略周报：本周猪价继续调整 看好饲料龙头份额持续提升,广发证券
835,2020-09-20,农林牧渔行业周报：非瘟疫情重抬头 白羽祖代更新量维持高位,华安证券
836,2020-09-17,消费行业产业2020年8月社零数据点评：社零增速转正 可选景气攀升,新浪
837,2020-09-16,新希望：公司不考虑让“海大集团”收购,Wind
838,2020-09-14,消费产业周报：本周消费继续调整 但预计下行空间已有限,新浪
839,2020-09-14,广州4宗地块底价20.83亿成交 海大集团10.52亿拿下海珠区商地,观点地产网
840,2020-09-14,这只5倍妖股彻底凉了？本周还有哪些大事值得关注？,21世纪经济报道
841,2020-09-14,农林牧渔行业周报(第三十七周),新浪
842,2020-09-11,农林牧渔行业2020年中报回顾：生猪养殖盈利释放 动保饲料景气复苏,新浪
843,2020-09-10,三只创业板股被新华网点名！这25只股危险了？,21世纪经济报道
844,2020-09-07,农林牧渔周观点：聚焦行业龙头确定性 关注草地贪夜蛾主题,新浪
845,2020-09-07,养一头赚近2000元，养猪大户却很悲观，可能跌到5块钱？,中国基金报
846,2020-09-07,发生了什么？A股突然跳水：芯片、猪肉股齐杀跌！,中国基金报
847,2020-09-07,数据透视9月以来抱团股瓦解轮动行为,Wind
848,2020-09-06,农业行业：种植、养殖基本面仍然向好 继续推荐,新浪
849,2020-09-06,农林牧渔2020年第36周周报：深改会议再强调粮食安全 继续建议超配农业,新浪
850,2020-09-05,农林牧渔行业板块2020年中报总结：养猪兑现 养鸡承压 后周期景气高增,新浪
851,2020-09-04,农林牧渔行业2020年半年报业绩综述：上半年猪企大丰收 持续关注后周期产业链,新浪
852,2020-09-02,消费产业周报(2020.08.24-08.28)：中报表现良好 龙头更显韧性,新浪
853,2020-09-02,海大集团：养殖行业最终还是要比拼成本,Wind
854,2020-08-27,刘格菘、傅鹏博、丘栋荣、刘彦春次重仓股名单曝光,中证报
855,2020-08-26,海大集团(002311.SZ)：控股股东参与转融通证券出借业务,格隆汇
856,2020-08-26,粮食安全：PPI回升期的对冲配置,新浪
857,2020-08-22,上市公司正负面新闻2020年8月22日星期六,Wind
858,2020-08-21,海大集团(002311.SZ)：4名高管拟合计减持不超39.54万股 减持股份,格隆汇
859,2020-08-21,QFII持股曝光：举牌透景生命，青睐小盘绩优,Wind
860,2020-08-21,海大集团：公司部分高级管理人员拟减持不超过约9万股 拟减持股份,每日经济新闻
861,2020-08-21,海大集团：多名高管计划减持不超0.025%股份 拟减持股份,Wind
862,2020-08-20,20股被QFII连续4个季度持仓,证券导报
863,2020-08-19,比尔盖茨基金、澳门金管局等QFII“扫货”的这些股 三季度以来持续“领跑”大市,红周刊
864,2020-08-18,盖茨基金、澳门金管局等QFII扫货这些股 三季度以来“领跑”大市,红周刊
865,2020-08-12,尾盘跳水，北向资金逆市净买入39亿！外资持仓名单已出炉,Wind
866,2020-08-11,外资A股持仓更新，高盛、小摩、瑞银重仓名单抢先看,Wind
867,2020-08-11,猪产业景气度持续上升，二师兄配置价值再现？,养基司令
868,2020-08-10,机构重仓股跟踪周报,新浪
869,2020-08-09,【国君农业】行业周报：避险需求及景气趋动，继续推荐农业板块,农业凯歌
870,2020-08-08,A股市场估值分歧加大,中国经营报
871,2020-08-08,QFII增持科技减持医药 北向资金加仓金融 减持股份,中国经营报
872,2020-08-06,社保基金长期重仓股名单曝光（附股）,证券时报网
873,2020-08-05,逾6成预喜，食品饮料创历史新高，后市如何走？,Wind
874,2020-08-05,高位震荡如何抉择？机构流量成股价催化剂,Wind
875,2020-08-04,海大集团(002311)：饲料竞争力逆势体现 养殖利润弹性大,新浪
876,2020-08-04,半年报揭秘机构动向！社保基金、QFII、私募加仓这些股票,中证报
877,2020-08-04,51家公司获机构调研（附名单）,证券时报网
878,2020-08-04,半年报透露机构动向 社保 QFII 私募最新持仓浮现,中证报
879,2020-08-04,海大集团延续高增长累计盈利90亿 股价创新高实控人财富年内增百亿,长江商报
880,2020-08-04,半年报透露机构持股动向 高盛买入海康威视 社保重仓健友股份,中证报
881,2020-08-03,半年报揭秘机构持股动向！社保基金、QFII、明星私募加仓这些股票,中证报
882,2020-08-03,农林牧渔行业周观点报告：猪价反弹 玉米拍卖大幅上涨预计受限,新浪
883,2020-08-03,机构重仓股跟踪周报,新浪
884,2020-08-03,海康威视近一周获64家基金公司、62家私募机构调研,金融界
885,2020-08-03,QFII最新持仓：高盛狂买海康威视！医药龙头却遭减持,券商中国
886,2020-08-03,农林牧渔行业周报(第三十一周),新浪
887,2020-08-03,融资客加仓 海大集团股价创新高,证券时报网
888,2020-08-03,3日公司新闻聚焦：乐歌股份呼吁平抑运价 江南化工“傍”上中国兵器工业集团,证券时报网
889,2020-08-03,53家公司获机构调研（附名单）,证券时报网
890,2020-08-03,最新中报业绩翻倍股出炉！,证券时报网
891,2020-08-03,社保QFII等持仓动向曝光，机构抱团热门个股,Wind
892,2020-08-03,调研机构踏破多家公司门槛,中国基金报
893,2020-08-03,半年报业绩亮眼海大集团获超百家机构调研,证券时报
894,2020-08-02,啥情况？300多家机构调研这家科技龙头股,中国基金报
895,2020-08-02,A股火热，机构调研热情却下降？下周19只新股可申购，天天可以打新！还有哪些财经事件值得关注？,21世纪经济报道
896,2020-08-02,41股获机构调研，7家百亿私募现身，其中1股已五连板（名单）,21世纪经济报道
897,2020-08-02,机构集中调研绩优个股,中证网
898,2020-08-02,科技龙头获300多家机构调研，透露AI、机器人业务新动态！穿越牛熊的10倍大牛股被盯上,证券时报
899,2020-08-01,48家公司获机构调研（附名单）,证券时报网
900,2020-08-01,股价创历史新高股一览,证券时报网
901,2020-07-31,央视财经：涨价函密集发布！多种饲料，为何集体涨价？,一德菁英汇
902,2020-07-31,20家公司获海外机构调研,证券时报网
903,2020-07-31,消费核心优质标的推荐【东北大消费】,东北食品饮料
904,2020-07-31,53股昨日获机构买入评级 12股上涨空间超20%,证券时报网
905,2020-07-31,高盛、瑞银、施罗德等外资巨头又出手了，看上哪些A股？,上证报
906,2020-07-31,机构加减仓变动方向：25家公司现国家队身影,21世纪经济报道
907,2020-07-30,高毅、高盛、阿布扎比投资局等知名机构二季度投资途径显现,红周刊
908,2020-07-30,年内涨幅扩大超茅台 海大集团：大盘向好且资金青睐农业板块|公司问答,第一财经
909,2020-07-30,为何又涨价？海大集团：饲料产品售价上涨系上游原材料调整所致|公司问答,第一财经
910,2020-07-30,海大集团股价创新高，融资客抢先加仓,证券时报网
911,2020-07-30,银河证券每日晨报,新浪
912,2020-07-30,海大集团等20股获20家以上机构扎堆调研,证券时报网
913,2020-07-29,海大集团(002311)中报点评：高分通过上半年的压力测试,新浪
914,2020-07-29,海大集团：禽饲料需求及盈利空间预计9月份进一步好转,全景网
915,2020-07-29,海大集团(002311.SZ)：控股股东海灏投资质押770万股,格隆汇
916,2020-07-29,[公司]海大集团：预计下半年对虾行情会逐渐好转,全景网
917,2020-07-29,[公司]海大集团：今年生鱼价格稳中有升 饲料销售同比增长,全景网
918,2020-07-29,海大集团(002311)：20H1利润大幅增长 产业链协同优势显着,新浪
919,2020-07-29,刚刚，北上资金紧急抢筹A股！最新国家队重仓股曝光,证券时报网
920,2020-07-29,北上资金紧急抢筹A股！最新国家队重仓股曝光，二季度股价涨幅惊人,证券时报网
921,2020-07-29,海大集团饲料销量大增 上半年盈利11亿增长超六成,长江商报
922,2020-07-29,挖到一个高景气行业！业绩最猛狂增22倍,中国基金报
923,2020-07-29,挖到一个高景气行业！巨头争相提价，龙头股价走势惊人,证券时报网
924,2020-07-29,挖到一个高景气行业！巨头争相提价，龙头股价走势惊人，业绩最猛增长超22倍,证券时报
