,2021-12-31,"券商12月金股组合""战绩""：川财证券9.26%夺冠 东吴最差",新浪
1275,2020-10-16,光大证券：建业新生活聚焦本地生活 打造服务体系,新浪
1276,2020-10-15,光大证券(06178.HK)将于10月28日举行董事会会议以审批前三季度业绩,格隆汇
1277,2020-10-15,快看！A股迎重大利好，四季度市场如何投资布局？,陆家嘴金融网
1278,2020-10-15,又见券商员工违规炒股 光大证券一营业部总经理借用父亲股票账户 金融监管处罚,券商中国
1279,2020-10-15,光大证券营业部总经理借用父亲账户炒股 亏了14万又领40万罚单 投资失误,券商中国
1280,2020-10-13,快看！A股迎重大利好，四季度市场如何投资布局？,陆家嘴金融网
1281,2020-10-13,融资客青睐27股，乐凯胶片买入占比高达45.24%,Wind
1282,2020-10-13,中资券商“出手阔绰”，年内斥资170亿元加码子公司,Wind
1283,2020-10-08,华英农业(002321.SZ)：控股股东被动减持1%公司股份 减持股份,格隆汇
1284,2020-10-07,上月惨遭滑铁卢！痛定思痛，券商推出最新金股组合，速看！,上证报
1285,2020-10-04,节后行情两条大主线，都是2倍3倍！,搜狐
1286,2020-09-30,游资情报|节前机构、游资囤了什么货？光大“金田哥”携手“作手新一”拉涨停不料遭“章盟主”砸盘,每日经济新闻
1287,2020-09-30,光大新鸿基再度获穆迪Baa3长期发行人评级展望稳定,美通社
1288,2020-09-30,2019年度Wind最佳投行颁奖花絮集锦,Wind
1289,2020-09-29,雪松实业盈利逆势增长 加码新兴产业投资,和讯
1290,2020-09-29,天风、光大10月“擒牛”：反弹在望，布局消费、科技与金融“好股”（附股）,红周刊
1291,2020-09-29,未经有效授权质押客户证券，光大证券香港遭监管部门罚款250万港元 金融监管处罚,搜狐
1292,2020-09-29,光大证券香港被罚款250万元 金融监管处罚,上证报
1293,2020-09-29,雪松实业加码新兴产业投资 构建“双循环”发展新格局,面包财经
1294,2020-09-29,吉利汽车：今年科创板过会第133家 中金华泰联合保荐,中国经济网
1295,2020-09-29,集团联动+全国首单！光大证券牵头承销的光大安石百亿商业地产储架式类REITs圆满收官,和讯
1296,2020-09-28,【银华基金】交易日报 2020-9-28,新浪
1297,2020-09-24,光大证券(06178)完成兑付2020年度第九期短期融资券,智通财经
1298,2020-09-24,光大证券(06178.HK)完成发行30亿元短期融资券,格隆汇
1299,2020-09-24,光大证券(601788.SH)：完成2020年度第九期短期融资券(债券通)本息兑付,格隆汇
1300,2020-09-23,外资巨头又有大动作！先锋领航谋求公募牌照，新任掌门人也定了,券商中国
1301,2020-09-23,外资巨头又有大动作！先锋领航谋求公募牌照,券商中国
1302,2020-09-22,市场聚焦：换仓进行时难破区间桎梏,新浪
1303,2020-09-22,暴风集团又20%跌停：昔日市值400亿巨头仅剩3亿 6万股民欲哭无泪,21世纪经济报道
1304,2020-09-21,【光大环保】2020年绿色产业研究报告及亮点合集,--
1305,2020-09-21,“金联”证券合并引市场分歧，空头和多头对掐开始了,21世纪经济报道
1306,2020-09-21,5年上市之路一波三折，渤海证券IPO申请获受理，三个月前将迎来新任总经理，高管动荡或告一段落,财联社
1307,2020-09-21,光大证券(06178-HK)独立非执行董事徐经长及熊焰于因任职期满六年离任 董监高成员变化,财华社
1308,2020-09-21,光大证券：券商通过并购实现资源优化整合或将提速,证券时报网
1309,2020-09-21,A股融资融券日报：两融余额增加37.75亿元（9月18日）,Wind
1310,2020-09-21,“双国”合并，券商再次吹响牛市号角？,Wind
1311,2020-09-19,中金IPO一纸批文幕后挑战：谁会是航母级头筹,21世纪经济报道
1312,2020-09-18,加码海外业务！中资券商为香港子公司“融资补血”,新浪
1313,2020-09-18,徐经长及熊焰因任期满六年将离任光大证券(06178)独立非执行董事 董监高成员变化,智通财经
1314,2020-09-18,光大证券(06178.HK)：徐经长及熊焰仍履行独董职责,格隆汇
1315,2020-09-18,光大证券再涉6亿元诉讼，MPS案利益相关方对光大资本提起赔偿诉讼 诉讼纠纷,中国证券网
1316,2020-09-18,光大证券：下属子公司陷诉讼纠纷 诉讼纠纷,资本邦
1317,2020-09-17,光大证券(06178-HK)子公司涉6亿元诉讼 诉讼纠纷,财华社
1318,2020-09-17,光大证券(06178)：附属被要求赔偿投资本金损失6亿元及相应利息,智通财经
1319,2020-09-17,光大证券(601788.SH)：浸鑫基金的合伙人之一招源涌津提起诉讼要求光大资本赔偿投资本金损失6亿元及相应利息 诉讼纠纷,格隆汇
1320,2020-09-17,光大证券：招源涌津起诉光大资本，要求赔偿6亿元及相应利息 诉讼纠纷,Wind
1321,2020-09-17,光大证券第八期短期融资券完成兑付，本息合计约20.11亿,资本邦
1322,2020-09-16,【银华基金】交易日报 2020-09-16,新浪
1323,2020-09-16,光大证券(06178)完成兑付2020年度第八期短期融资券,智通财经
1324,2020-09-16,光大证券(601788.SH)：完成兑付本息20.11亿元短期融资券(债券通),格隆汇
1325,2020-09-16,光大证券(06178-HK)完成兑付短期融资券(债券通)约人民币20.11亿元,财华社
1326,2020-09-16,金控新规“添火”整改，金融机构并购重组将加速,Wind
1327,2020-09-15,境外子公司加速“进补”！海通、华泰、中信建投等8家券商都在行动,券商中国
1328,2020-09-15,资金持续流入，主题ETF四季度配置价值凸显,Wind
1329,2020-09-14,"光大证券现4笔大宗交易 共成交3,479.00万元",新浪
1330,2020-09-14,A股共发生115宗大宗交易成交22.21亿元（9月14日）,Wind
1331,2020-09-14,光大证券今日大宗交易成交177.50万股，成交价19.6元折价11.07%,Wind
1332,2020-09-14,【行情】券商股盘中拉升，兴业证券涨3.79%，光大证券、中银证券等纷纷跟涨,金十数据
1333,2020-09-14,券商、城商银行股短线走高，兴业证券涨近4%,Wind
1334,2020-09-14,理财规模上半年降至22.1万亿元，部分银行保本理财产品“清零”,Wind
1335,2020-09-14,券商频频加码海外业务：担保增信+真金白银增资,Wind
1336,2020-09-14,券商频频加码海外业务：担保增信+真金白银增资,证券时报
1337,2020-09-11,A股收盘综述：创业板综指缩量回弹2.36%，本周仍录得逾7%跌幅,Wind
1338,2020-09-11,特斯联与光大证券签署全面战略合作协议 探讨登陆资本市场可能,上证报
1339,2020-09-11,嘉合基金股权变更获证监会反馈：与大村投资是否有利益输送？,资本邦
1340,2020-09-11,进一步优化布局 年内上市券商分支机构撤出40家,证券日报
1341,2020-09-10,特斯联未来或以AI CITY第一股身份登陆创业、科创板等板块！,Ofweek
1342,2020-09-10,特斯联剑指AI CITY第一股,21世纪经济报道
1343,2020-09-10,证券行业上市券商2020年中报综述：传统业务全面增长 创新业务贡献弹性,新浪
1344,2020-09-10,创业板低价股重挫12%：罕见12只跌停，超百只跌10%以上,中国基金报
1345,2020-09-10,【行情】证券板块异动拉升，中信建投涨2%，光大证券、中银证券、中信证券等跟涨,金十数据
1346,2020-09-10,券商板块直线拉涨力撑指数，中信建投涨超3%,Wind
1347,2020-09-10,特斯联与光大证券达成合作，探讨前者上市可能,36氪
1348,2020-09-10,港股盘前必读：农夫山泉9月22日起纳入恒生综合指数,Wind
1349,2020-09-10,大肉签套你没商量！次新股指数不到两月跌30%,e公司
1350,2020-09-10,特斯联与光大证券签署全面战略合作协议 打造AI CITY第一股,中国经济网
1351,2020-09-09,【A股收盘综述】低价股放量溃退，创业板综指收跌4.71%成交金额首超4000亿元,Wind
1352,2020-09-09,天山生物户均持股量骤降70%，是个什么概念？,上证报
1353,2020-09-09,A股融资融券日报：两融余额减少8.54亿元（9月8日）,Wind
1354,2020-09-07,A股融资融券日报：两融余额减少32.45亿元（9月4日）,Wind
1355,2020-09-07,下半年以来超5000人“加盟”证券业,Wind
1356,2020-09-06,智能投资顾问助您理财,经济日报
1357,2020-09-05,光大证券2020中期业绩说明会:深化体制机制改革 全面回归业务本源,新浪
1358,2020-09-04,光大证券现2笔大宗交易均为折价成交,证券时报网
1359,2020-09-04,四兄弟单位联手 集团联动再添案例 光大证券保荐承销的“阳泉煤业优先股”成功发行,和讯
1360,2020-09-04,A股融资融券日报：两融余额增加7.94亿元（9月3日）,Wind
1361,2020-09-03,"光大证券现7笔大宗交易 共成交9,217.48万元",新浪
1362,2020-09-03,A股收盘综述：创业板综指收跌0.93%，多只白马股高位派发压制市场,Wind
1363,2020-09-03,【异动股】光大证券(06178-HK)涨3.65%,财华社
1364,2020-09-03,光大证券大涨8.25%，成交20.09亿元,中新经纬
1365,2020-09-03,A股午盘综述：创业板综指半日跌0.37%，喝酒吃药行情再现,Wind
1366,2020-09-03,浩欧博过会:今年科创板过会第107家 华泰联合过13.5单,中国经济网
1367,2020-09-03,券商股盘中拉升 光大证券涨超7%,第一财经
1368,2020-09-03,券商股直线拉升，光大证券涨超8%,Wind
1369,2020-09-03,券商股盘中拉升 光大证券涨超6%,e公司
1370,2020-09-03,光大证券投行业务收入大幅增长,中证报
1371,2020-09-03,56亿公募基金分仓佣金江湖大变局：头部券商稳坐“白名单”，中小券商面临出局困境,Wind
1372,2020-09-02,"光大证券现4笔大宗交易 共成交4,420.02万元",新浪
1373,2020-09-02,【行情】券商午后拉升，国联证券强势涨停，光大证券、方正证券、东方财富等涨幅居前,金十数据
1374,2020-09-02,【行情】证券板块异动拉升，国联证券涨5%，光大证券涨4%，方正证券、浙商证券等跟涨,金十数据
1375,2020-09-02,光大证券：军工、红外和苹果产业链持续高景气,第一财经
1376,2020-09-02,多家券商上半年新增开户数超30万，高净值客户群成挖掘重点,Wind
1377,2020-09-01,"光大证券现2笔大宗交易 共成交2,821.39万元",新浪
1378,2020-09-01,9月开门红：券商预演牛市看高4000点 50只金股聚焦白酒医药大金融,红周刊
1379,2020-09-01,非银金融行业周报：中报落地 顺周期下继续看好券商和保险低估龙头,新浪
1380,2020-09-01,永续债2020年8月跟踪报告-品种利差的“滞后性”,新浪
1381,2020-09-01,券商研究排名出炉！前五格局稳，中小券商现黑马,Wind
1382,2020-09-01,每日理财观察：央行指出下阶段重点推动银行间各类基准利率的广泛运用,Wind
1383,2020-09-01,上半年券商揽入承销保荐费221亿元，前十名“分食”五成,Wind
1384,2020-08-31,十大券商9月展望：结构性行情可期（附金股）,中证网
1385,2020-08-31,中国平安大宗交易成交39.30万股成交额3360.15万元,证券时报网
1386,2020-08-31,"光大证券现1笔大宗交易 共成交6,084.00万元",新浪
1387,2020-08-31,A股收盘综述：上证指数8月涨2.59%月线5连阳，白酒指数连续4月涨超10%,Wind
1388,2020-08-31,券业财富管理转型大比拼！这家黑马暴增11倍,券商中国
1389,2020-08-29,关于《证券公司租用第三方网络平台开展证券业务活动管理规定(试行)》的专题评析：券业零售理财业务渠道迎来新红利 关注金融IT及互金巨头入股券商+金控类券商,新浪
1390,2020-08-29,证监会就《证券公司租用第三方网络平台开展证券业务活动管理规定(试行)》向社会公开征求意见点评：券商租用第三方网络平台展业迎来规范,新浪
1391,2020-08-28,浪潮K1 Power助力光大证券平稳度过小牛市考验,砍柴网
1392,2020-08-28,光大证券中报解读：回归业务本源、利润增逾三成，六大业务集群稳中有升,面包财经
1393,2020-08-28,光大证券：净利增逾三成 股权投资仍未扭亏,时代在线
1394,2020-08-28,基金公司上半年最强经营成绩出现了,中国基金报
1395,2020-08-28,光大证券中报：构建六大业务集群，净利润增长逾三成,面包财经
1396,2020-08-27,光大证券(06178)获准发行不超过50亿元短期公司债,智通财经
1397,2020-08-27,光大证券(06178)完成兑付20亿元2020年度第七期短期融资券(债券通),智通财经
1398,2020-08-27,光大证券(601788)2020年中报点评：投行大放异彩 资管增幅高于行业,新浪
1399,2020-08-27,A股收盘综述：创业板综指收升2.21%，16只创业板股涨停,Wind
1400,2020-08-27,光大证券上半年营收增长7.75%，因“踩雷”暴风集团子公司被判赔金超35亿元 投资失误,搜狐
1401,2020-08-27,【A股午盘综述】创业板综指半日升2.24%，29只创业板股涨超10%,Wind
1402,2020-08-27,券商板块翻红，招商证券、光大证券快速拉涨,Wind
1403,2020-08-27,A股融资融券日报：两融余额减少69.23亿元（8月26日）,Wind
1404,2020-08-26,券商座次大变：“优等生”队伍壮大，安信国金等6家新晋AA,第一财经
1405,2020-08-26,光大证券(601788.SH)：拟在经营范围中增加“证券投资基金托管”,格隆汇
1406,2020-08-26,光大证券(06178.HK)中期净利升33.74%至21.52亿元,格隆汇
1407,2020-08-26,近半数上市券商交出中报！中信营收净利雄踞第一,中证报
1408,2020-08-26,证监会公布2020年证券公司分类结果：15家券商获AA级,Wind
1409,2020-08-26,光大证券(06178)变更会计政策,智通财经
1410,2020-08-26,光大证券：上半年实现净利润21.52亿元 同比增长33.74%,中证网
1411,2020-08-26,光大证券：2020年上半年净利润21.5亿元，前值为16.09亿元,Wind
1412,2020-08-26,光大证券：上半年净利21.52亿元 同比增34%,第一财经
1413,2020-08-26,光大证券：上半年净利同比增33.74%,格隆汇
1414,2020-08-26,光大证券(601788.SH)：上半年净利升33.74%至21.52亿元,格隆汇
1415,2020-08-26,【行情】午后券商股持续拉升，华安证券涨4%，光大证券涨逾3%，财通证券、浙商证券等个股跟涨,金十数据
1416,2020-08-26,光大证券、国泰君安快速拉升，带动券商板块反弹,Wind
1417,2020-08-25,中国债券市场金融债发行日程一览(8月25日),Wind
1418,2020-08-25,光大证券：银行理财破茧争先出 弄潮大资管,金融界
1419,2020-08-25,光大证券给予众安在线(6060.hk)“买入”评级 国内保险科技唯一标的 价值可期,凤凰网
1420,2020-08-24,上海证券交易所2020年08月24日主板交易信息,上交所
1421,2020-08-24,中国证券行业文化建设委员会赴光大证券进行走访调研,中证协
1422,2020-08-24,A股复盘：创业板注册制首日，成交量依然成为市场隐患,Wind
1423,2020-08-24,银行业净利润为何罕见下滑？有这两大主因,第一财经
1424,2020-08-24,明确看好创业板3000点！上涨临近开启,券商中国
1425,2020-08-24,光大证券：众安在线近一年股价涨幅高达136％ 估值提升空间大,金融界
1426,2020-08-22,赴银行、“奔私” 券商高管去向多元 补充人才部分高管岗全球招聘,新浪
1427,2020-08-22,主营稳健 价值回归 品牌换新 光大证券焕能铸华“新”征程,中国经营报
1428,2020-08-21,新投行新定位光大证券启动全球高级别投行人才招聘,新华网
1429,2020-08-21,四分之一产能关闭！龙头已经3天2板，化工股还有行情？,中证报
1430,2020-08-20,光大证券(06178.HK)完成发行30亿元短期融资券(债券通),格隆汇
1431,2020-08-20,光大证券(601788.SH):完成30亿元短期融资券(债券通)发行,格隆汇
1432,2020-08-20,光大证券：看好中国东方教育发展趋势 维持买入评级,新浪
1433,2020-08-20,光大证券品牌标识获更新 开启光耀“新”征程,证券时报
1434,2020-08-20,券商上半年业绩放榜：前十券商占据半壁江山，注册制助推投行收入暴增,Wind
1435,2020-08-20,银行理财子公司纯权益类产品仅三只，权益类资产配比正逐步提升,Wind
1436,2020-08-19,A股遭90分钟空袭！外资急卖61亿，美高校将剥离中概股？,券商中国
1437,2020-08-19,光耀“新”征程光大证券品牌形象全面更新，改变不仅在“新颜”,新华网
1438,2020-08-19,A股收盘解读：上证指数低收1.24%，创业板指跌超3%受累疫苗股调整,Wind
1439,2020-08-19,【行情】券商股尾盘再度走弱，东方财富、光大证券、浙商证券、国盛金控等个股纷纷跳水,金十数据
1440,2020-08-19,大洗牌！133家券商上半年25项指标排名来了,券商中国
1441,2020-08-18,资管业务规范整改计划来了，11家券商已经出手,中国基金报
1442,2020-08-18,港股盘前必读：京东二季度营收2011亿元同比增长33.8%,Wind
1443,2020-08-18,700多家公司披露半年报业绩，逾半数盈利同比增长,Wind
1444,2020-08-18,呵护市场实打实，央行7500亿元公开市场操作稳预期,Wind
1445,2020-08-17,多项利好刺激，行情风向标券商股“卷土重来”,第一财经
1446,2020-08-17,两大硬核逻辑助涨保险板块，中长期也适用,Wind
1447,2020-08-17,金融板块崛起，带大盘突破3400点,Wind
1448,2020-08-17,央妈的爱很浓烈，7500亿元大礼包来了！,上证报
1449,2020-08-17,光大证券向招商银行、华瑞银行赔付超35亿 闫刘时代来临,投资者网
1450,2020-08-17,35亿元赔付判定 光大证券迈入闫峻刘秋明时代,投资者网
1451,2020-08-16,正申请入股这家基金！光大证券前执行总裁新动向曝光，监管反馈来了,中国基金报
1452,2020-08-15,北方化学工业股份有限公司关于使用部分闲置前次募集资金进,证券时报
1453,2020-08-15,创业板20%涨跌幅来了，对A股有何影响？,券商中国
1454,2020-08-14,光大证券(06178)全资子公司光大证券金融控股完成增资23亿港元,智通财经
1455,2020-08-14,光大证券(06178.HK)8月26日举行董事会会议以审批中期业绩,格隆汇
1456,2020-08-14,光大证券(601788.SH)：光大证券金融控股有限公司完成增资,格隆汇
1457,2020-08-14,博迁新材过会：今年IPO获批第155家 海通证券过10单,中国经济网
1458,2020-08-14,协和电子过会：今年IPO获批第154家 民生证券过11单,中国经济网
1459,2020-08-14,A股融资融券日报：两融余额增加24.24亿元（8月13日）,Wind
1460,2020-08-13,32家A股拟分拆上市，三分之一来自生物制药,Wind
1461,2020-08-13,8月13日深市创业板活跃股公开信息,深交所
1462,2020-08-13,券商合并又出新绯闻，相关个股“闻风启动”，当事人第一创业回应来了,第一财经
1463,2020-08-13,【行情】券商板块午后异动，第一创业直线拉升，大涨9%，中信建投、中国银河、光大证券、太平洋跟涨,金十数据
1464,2020-08-13,券商股全线走强，第一创业强势封板,Wind
1465,2020-08-13,山科智能过会：今年IPO获批第151家 海通证券过9单,中国经济网
1466,2020-08-13,A股融资融券日报：两融余额减少34.17亿元（8月12日）,Wind
1467,2020-08-12,光大证券：成功发行2020年度第六期短期融资券，总额20亿元,Wind
1468,2020-08-12,赤峰黄金一字跌停，机构卖出为主,Wind
1469,2020-08-12,光大证券(06178.HK)完成兑付2020年第六期短期融资券(债券通),格隆汇
1470,2020-08-12,中国债券市场金融债发行日程一览（8月12日）,Wind
1471,2020-08-12,信测标准过会：今年IPO获批第149家 五矿证券过首单,中国经济网
1472,2020-08-12,仲景食品过会：今年IPO获批第148家 国金证券过12单,中国经济网
1473,2020-08-12,汇创达过会：今年IPO获批第150家 东吴证券过3单,中国经济网
1474,2020-08-12,8股获融资净买入额超亿元 光大证券居首,证券时报网
1475,2020-08-12,8月11日融资余额14028.64亿元，环比减少55.03亿元；8只个股融资净买入额超亿元，光大证券、酒鬼酒、汤臣倍健排名前三,每日经济新闻
1476,2020-08-12,A股融资融券日报：两融余额减少63.28亿元（8月11日）,Wind
1477,2020-08-12,银行存款流向股市实锤！新增存款同比降九成，释放什么信号？,券商中国
1478,2020-08-12,“新现象”预示大牛股将剧烈波动,上证报
1479,2020-08-12,净利下降“众生相”：大行兜销低息贷款，中小行忙于处置坏账,Wind
1480,2020-08-12,7月新增信贷社融不及预期，下半年信用扩张或放缓,Wind
1481,2020-08-11,光大证券回应踩雷MPS：已计提资产减值准备 投资失误,时代在线
1482,2020-08-11,港股异动︱次新股移卡(09923)涨超8%再创新高 光大证券看好其在SaaS产品等方面全面布局,智通财经
1483,2020-08-11,港股盘前必读：MSCI于8月12日宣布最新季度指数评审结果,Wind
1484,2020-08-11,券业新一哥诞生！3天涨700亿，股价频频异动，有大事发生？,券商中国
1485,2020-08-11,上半年银行业净利大降9.4%，躺赚时代终结，三季度更艰难？,券商中国
1486,2020-08-10,中信建投三日大涨23%再成行业市值一哥，资金热捧为哪般？,第一财经
1487,2020-08-10,中报盈利榜来了，21股中报业绩预增超10倍,证券时报网
1488,2020-08-10,8月来成交量新低，盘中蓝筹受追捧,Wind
1489,2020-08-10,光大证券回应MPS项目35亿元赔偿事件：诉讼未造成实质影响 已计提资产减值准备 诉讼纠纷,证券日报
1490,2020-08-10,合伙投资52亿元的公司2年就破产，光大证券子公司要赔2家银行35亿元 减资破产,零壹财经
1491,2020-08-10,澳弘电子过会：今年IPO获批第147家 国金证券过11单,新浪
1492,2020-08-10,北元化工过会：今年IPO获批第146家 华泰联合过2单,中国经济网
1493,2020-08-10,宏力达过会：今年科创板过会第92家 华泰联合过12单,中国经济网
1494,2020-08-10,光大证券大跌5.26%，近5日流出14.88亿元,中新经纬
1495,2020-08-10,盈利双收！光大证券上半年盈利同比增33.74%至21.52亿元,资本邦
1496,2020-08-10,A股融资融券日报：两融余额减少84.42亿元（8月7日）,Wind
1497,2020-08-10,洞察·快讯|光大证券上半年净利润超21亿元同比增长近34%,和讯
1498,2020-08-10,【行情】证券板块早盘表现弱势，国盛金控跌超9%，光大证券、东方证券、东方财富、国信证券等跟跌,金十数据
1499,2020-08-10,上市券商前7月业绩：9家营收超百亿，5家净利翻番,券商中国
1500,2020-08-10,港股盘前必读：腾讯控股公告正在审阅美国行政命令的潜在后果,Wind
1501,2020-08-10,上市券商前7月成绩单揭榜：5家券商净利同比翻倍,Wind
1502,2020-08-10,踩雷海外投资 光大证券子公司“填坑”超35亿元 关联方问题,北京商报
1503,2020-08-09,【按语】周末消息暗流涌动外部干扰防守为主,搜狐
1504,2020-08-09,光大证券：关注中报季之后银行、保险板块投资机会,证券日报
1505,2020-08-09,光大证券(06178)：光大资本收到两则《民事判决书》涉资偿款逾35亿元 诉讼纠纷,智通财经
1506,2020-08-09,踩雷暴风MPS项目，光大资本被判向招行、华瑞银行赔35亿 投资失误,澎湃新闻
1507,2020-08-09,光大证券(06178-HK)7月营业收入13.78亿,财华社
1508,2020-08-09,MPS事件新进展 光大证券子公司被判赔付招商银行、华瑞银行超35亿元,北京商报
1509,2020-08-09,合伙投资52亿元的公司2年就破产，这家券商子公司要赔2家银行35亿元 减资破产,每日经济新闻
1510,2020-08-09,光大证券半年业绩发布，证券板块下半年希望与不确定性并存,DoNews
1511,2020-08-09,突发！海外并购爆雷，千亿券商子公司被判向招行、华瑞赔偿超35亿！背后发生了什么？,中国基金报
1512,2020-08-09,光大证券子公司被判支付银行35亿暴风海外项目暴雷纠纷继续发酵 诉讼纠纷,格隆汇
1513,2020-08-08,光大证券(06178-HK)半年多赚34%,财华社
1514,2020-08-08,21资管｜招行理财踩雷MPS一审判决：光大证券子公司赔付招行31亿 关联方问题,21世纪经济报道
1515,2020-08-08,光大证券下属公司诉讼及仲裁进展 判决金额31.2亿元 诉讼纠纷,和讯
1516,2020-08-08,猪肉概念业绩股价齐飞 机构高位出逃生物疫苗,财富动力网
1517,2020-08-08,光大证券子公司被判向两银行支付超35亿元,上证报
1518,2020-08-08,7月银行贷款有所收紧，利息打折发力投放消费贷,21世纪经济报道
1519,2020-08-07,光大证券(06178)上半年股东应占利润同比增长33.74%至21.52亿元,智通财经
1520,2020-08-07,[公司]光大证券上半年净利同比增33.74%,全景网
1521,2020-08-07,光大证券(06178)7月净利同比增长约3.5倍至6.7亿元,智通财经
1522,2020-08-07,光大证券：上半年净利润21.5亿元 同比增长34%,新浪
1523,2020-08-07,光大证券(601788.SH)业绩快报：半年度净利润升33.74%至21.52亿元,格隆汇
1524,2020-08-07,光大证券业绩快报：上半年净利润21.52亿元，同比增长33.74%,Wind
1525,2020-08-07,光大证券7月营收13.79亿元 实现净利润6.7亿元,金融界
1526,2020-08-07,光大证券(601788.SH)7月母公司净利润6.7亿元 同比增长3.5倍,格隆汇
1527,2020-08-07,光大证券：母公司7月净利6.7亿元 同比大增,e公司
1528,2020-08-07,光大证券：母公司7月净利润6.69亿元,Wind
1529,2020-08-07,8月7日深市创业板活跃股公开信息,深交所
1530,2020-08-07,银行及保险板块短期打压严重，三大因素助其中长期上涨,Wind
1531,2020-08-07,金融街下午茶2020年8月7日星期五,Wind
1532,2020-08-07,北斗星通再度涨停，多路顶级游资合力封板,Wind
1533,2020-08-07,A股收盘综述：上证指数跌近1%结束5连升，军工逆市逞强,Wind
1534,2020-08-07,【异动股】券商概念板块下挫，光大证券(601788-CN)跌8.05%,财华社
1535,2020-08-07,午后券商股急跌，券商ETF一度跌逾5%,Wind
1536,2020-08-07,创业板指重挫，机构称多因素支撑长期向上,中证报
1537,2020-08-07,证券板块走弱，46只个股下跌，光大证券下跌8.74%,每日经济新闻
1538,2020-08-07,益海嘉里过会：今年IPO获批第145家 中信建投过16单,中国经济网
1539,2020-08-07,前沿生物过会：今年科创板过会第90家 瑞银证券过首单,中国经济网
1540,2020-08-07,解盘：高位股调整，海南、军工、免税店、稀土略涨,Wind
1541,2020-08-07,福然德过会：今年IPO获批第139家 中信建投过15单,中国经济网
1542,2020-08-07,帅丰电器过会：今年IPO获批第142家 国信证券过6单,中国经济网
1543,2020-08-07,A股午盘综述：上证指数跌逾1%，创业板指跌逾2%,Wind
1544,2020-08-06,沃森生物高位放量大跌9.8%，机构激烈博弈,Wind
1545,2020-08-05,沃森生物加速涨停，外资频繁大额买卖,Wind
1546,2020-08-05,科翔电子过会：今年IPO获批第135家 申港证券过首单,中国经济网
1547,2020-08-05,跟着牛市旗手去炒股！券商资管10大重仓股曝光,券商中国
1548,2020-08-05,股民被国立科技6个月狠割3次“韭菜” 一线游资也疑似中招,每日经济新闻
1549,2020-08-04,21测评丨券商继续“喝酒吃药”，天风“霸占”龙虎榜，长城中奖“不老药”麻雀变凤凰,21世纪经济报道
1550,2020-08-04,你服不服？这碗“超级大面”大不同：股民被这只票6个月狠割3次“韭菜”，一线游资也中招？,每日经济新闻
1551,2020-08-04,光大证券：中央推进老旧小区改造，多家物管公司发布盈喜,乐居财经
1552,2020-08-04,央行重磅会议！明确下半年五大工作重点，这样定调货币政策,证券时报网
1553,2020-08-04,A股7月IPO募资创历史新高，同期三大指数强势上涨逾10%,Wind
1554,2020-08-03,光大证券(06178.HK)为光大证券金融1亿美元贷款提供担保 大额借贷担保,格隆汇
1555,2020-08-03,光大新鸿基加强澳门及大湾区基金投资服务 为投资者引入近600只基金选择,凤凰网
1556,2020-08-03,中国证监会行政处罚决定书（赵扬） 金融监管处罚,证监会
1557,2020-08-03,仁会生物过会：今年科创板过会第88家 国泰君安过7单,中国经济网
1558,2020-08-03,利扬芯片过会：今年科创板过会第89家 东莞证券过首单,中国经济网
1559,2020-08-03,长华汽车过会：今年IPO获批第134家 长城证券过首单,中国经济网
1560,2020-08-03,银行股遇尴尬：股东高管买买买、公募基金卖卖卖,Wind
1561,2020-08-02,云游戏还有多远？今年的ChinaJoy有答案,Wind
1562,2020-08-02,银行股迎来投资“两极世界”：公募仓位降至历史最低，高管却在买买买,券商中国
1563,2020-08-02,银行股又迎尴尬时刻！公募疯狂减持，仓位降至历史次低，银行股东、高管却在买买买,券商中国
1564,2020-08-01,基金积极加仓可转债，大金融板块最受青睐,Wind
1565,2020-07-31,谱尼测试过会：今年IPO获批第132家 国信证券过5单,中国经济网
1566,2020-07-31,21测评丨6家券商8月金股出炉，周期股独领风骚：光大、国元广撒网，开源、平安踩中热点,21世纪经济报道
1567,2020-07-31,伟时电子过会：今年IPO获批第128家 民生证券过10单,中国经济网
1568,2020-07-31,中资券商股普涨 光大证券涨近4%,新浪
1569,2020-07-31,港股盘前必读：新冠疫苗第一股康希诺7月31日科创板申购,Wind
1570,2020-07-31,沪指围绕3300点拉锯，7月最后一日会如何演绎？,Wind
1571,2020-07-31,银行IT服务商天阳科技IPO：净利润三年复合增速近40%,零壹财经
1572,2020-07-30,【10000个留言红包】他的新基金来了！,融通基金
1573,2020-07-30,"真壕！数十家券商发福利,“818”理财节来了",中国基金报
1574,2020-07-30,818理财节丨光大证券：三大福利活动 提供多层次理财服务场景,新浪
1575,2020-07-30,光大证券：ASM目标价至145元港币 维持买入评级,新浪
1576,2020-07-30,海昌新材过会：今年IPO获批第123家 华创证券过首单,中国经济网
1577,2020-07-30,中胤时尚过会：今年IPO获批第124家 中金公司过6单,中国经济网
1578,2020-07-30,【行情】港股中资券商股回吐昨日涨幅，集体走低，光大证券(06178.HK)跌2.24%，招商证券(06099.HK)跌1.82%，中信建投证券(06066.HK)跌1.4%,金十数据
1579,2020-07-30,A股融资融券日报 ：两融余额增加148.46亿元（7月29日）,Wind
1580,2020-07-30,每日理财观察：国际金价连涨九日，年内基金发行首破1.5万亿,Wind
1581,2020-07-30,港股盘前必读：中国香港二季度GDP同比降9%,Wind
