,2021-12-31,2021年十大牛股和熊股出炉，最牛股大涨566%,Wind
1302,2020-04-02,4月3日上市公司重要公告集锦：招商轮船一季度净利预增320%-391%,证券日报
1303,2020-04-02,A股头条之上市公司（4.2）,金融界
1304,2020-04-02,【华金证券晚间资讯（20200402）】,华金研究
1305,2020-04-02,同仁堂披露2019年报 拟10派2.6元,上证报
1306,2020-04-02,营收、净利双降 同仁堂2019年盈利9.85亿元 盈利能力下降,北京商报
1307,2020-04-02,公告点题丨4月2日这些公告有看头,第一财经
1308,2020-04-02,犀牛财经晚报：同仁堂净利下滑13%美股财报发布日期延长45天,GPLP犀牛财经
1309,2020-04-02,同仁堂：2019年净利9.86亿元 拟10派2.6元,金融界
1310,2020-04-02,同仁堂(600085.SH)：决定申请贷款综合授信额度总规模不超10亿元,格隆汇
1311,2020-04-02,同仁堂：2019年净利同比降13% 拟10派2.6元 盈利能力下降,e公司
1312,2020-04-02,同仁堂(600085.SH)2019年度净利润降13.12%至9.85亿元 拟10派2.6元 盈利能力下降,格隆汇
1313,2020-04-02,同仁堂：冯智梅辞去董事等职务 董监高成员变化,Wind
1314,2020-04-02,同仁堂：2019年净利润9.85亿元，同比下降13.12% 盈利能力下降,Wind
1315,2020-04-02,4月2日上市公司晚间公告速递,新浪
1316,2020-04-02,阿里健康升近10% 主动买盘66%,新浪
1317,2020-04-02,战“疫”虽立功中医药出海准入困局仍待解,证券时报
1318,2020-03-30,史上最严格电子烟企业标准出台，这份20米长的规范都说了什么？,投资界
1319,2020-03-30,大兴医药基地扩区建千亿级中国药谷,北京日报
1320,2020-03-30,A股分拆上市浪潮兴起,国际金融报
1321,2020-03-29,营收、净利均大幅下滑 东阿阿胶迎24年来首次亏损！ 亏损,E药经理人
1322,2020-03-27,"半数京城老字号进驻淘宝直播 直播带货吸引更多年轻""粉丝""",北京晚报
1323,2020-03-26,新冠肺炎病例近50万 广药、同仁堂抗疫产品驰援全球,新京报
1324,2020-03-26,加速数字化打造云端新消费 北京一半老字号开淘宝直播,北京晚报
1325,2020-03-26,北京老字号直播寻求“突围”,北京日报
1326,2020-03-25,传统老字号也来玩直播 直播人才没出校门即被“预定”,经济观察网
1327,2020-03-25,向境外多个国家和地区捐赠抗疫产品7.9万人份 同仁堂国药向世界传递中国爱,中国网
1328,2020-03-25,阿里推动老字号上淘宝直播 接下来还要做短视频,新京报
1329,2020-03-25,受累社会事件，同仁堂国药2019年盈利同比跌4.2%至5.56亿港元 盈利能力下降,资本邦
1330,2020-03-24,每股派0.23港元 同仁堂国药(03613)年度股东应占溢利下滑4.2%至5.56亿港元 盈利能力下降,智通财经
1331,2020-03-24,大家人寿持股金融街14.1% 不再与和谐健康保险持股合并,观点地产网
1332,2020-03-24,国药控股升近5% 主动买盘53%,新浪
1333,2020-03-22,独立投资人高立群：等待好公司出现好价格 然后扣动扳机！,红周刊
1334,2020-03-19,泰信基金时隔一年再曝“老鼠仓” 成立17年规模不及30亿新基金难产,投资时报
1335,2020-03-19,【山证两融】融资融券周报(20200309-20200313) 2020年第10期,山西证券研究所
1336,2020-03-17,中医药治疗新冠肺炎疫情优势：湖北地区中医药参与率达91.05% 湖北以外96.37%,中华网
1337,2020-03-17,同仁堂(600085.SH)所属制药厂收到《药品GMP检查结果通知》,格隆汇
1338,2020-03-17,阿里健康跌逾9% 创1个月新低 连续下跌,新浪
1339,2020-03-16,机器人送餐 语音控制电梯 中关村示范区200余家企业“黑科技”参与疫情防控,北京商报
1340,2020-03-16,中药板块大涨，3只涨停，多只个股涨幅居前,制药网
1341,2020-03-12,融资客青睐10股，荣盛石化买入占比高达39.31%,Wind
1342,2020-03-11,北京推动防疫物资生产：国企零起点转产 日产口罩200万只,中新网
1343,2020-03-11,市国资委：市管企业集团总部全面复工 推动转产扩产保供应,北京商报
1344,2020-03-11,国网四川南充嘉陵供电公司：电力精准服务 为疫情凝聚“药”力,四川在线
1345,2020-03-11,药师帮联手千家药企“接力抗疫” 杨森以岭济川等千个药品加入,凤凰网
1346,2020-03-09,下单客户数同比增长150% 京东药京采助力医药行业复工抗疫,金融界
1347,2020-03-09,中药老字号同仁堂科技，80亿的价格卖出了“白菜价”？,财华社
1348,2020-03-07,赚嗨了！这家券商资管2月净利暴增11倍，或逮住大牛股宁德时代，这3家净利也翻番,券商中国
1349,2020-03-05,药企复工药市复市 安国中药特色产业全力保障中药材供应,河北新闻网
1350,2020-03-04,八大行业新趋势解读——化妆品：新规待出 行业面临洗牌,北京商报网
1351,2020-03-03,云南白药大分红的背后,36氪
1352,2020-03-02,中金：同仁堂科技(01666)19Q4业绩低于预期 预计下半年核心产品收入改善,智通财经
1353,2020-03-02,2019网上药店TOP50,硅谷动力
1354,2020-02-28,同仁堂科技(01666.HK)与集团公司续订广告代理框架协议,格隆汇
1355,2020-02-28,保险公司不断举牌 对市场有何启示,理财周刊
1356,2020-02-28,同仁堂：复工率达97% 员工分时就餐 间隔乘车,新京报
1357,2020-02-27,全国超过80％的白酒企业销量增速下滑，问题究竟出在哪？ 盈利能力下降,腾讯网
1358,2020-02-27,同仁堂生产发货总量超20万件,北京晚报
1359,2020-02-27,北京大型国企复工复产 确保经济平稳运行,中新网
1360,2020-02-27,北京同仁堂：保障民生用药 彰显国企担当,中国经济网
1361,2020-02-27,发货逾20万件 唤醒睡眠品种 同仁堂的战“疫”30天,北京商报
1362,2020-02-26,中粮科技：以“中粮速度”为全国供应消毒酒精,中国网
1363,2020-02-25,抗流感概念卷土重来，四环生物等涨停，日韩疫情愈演愈烈,证券时报网
1364,2020-02-25,现代中药冲港股：2款补药挑大梁 大客户贡献严重下滑,斑马消费
1365,2020-02-20,同仁堂集团捐赠价值1000余万元产品助“战疫”,新京报
1366,2020-02-20,阿里健康升逾3% 创上市新高,新浪
1367,2020-02-19,阿里健康升近4% 创上市新高,新浪
1368,2020-02-19,同仁堂拟捐赠价值不超过500万元的中成药,资本邦
1369,2020-02-18,周三最新重磅公司新闻集锦(01月19日),证券之星
1370,2020-02-18,A股头条之上市公司（2.19）,金融界
1371,2020-02-18,同仁堂(600085.SH)拟捐赠不超500万元中成药支持抗击疫情,格隆汇
1372,2020-02-15,中信建投研究 | 疫情解读系列电话会回顾及预告,中信建投证券研究
1373,2020-02-13,大健康升逾22% 主动买盘67%,新浪
1374,2020-02-13,国产替代叠加行业供求大缺口，五大驱动力下，新一轮涨价周期已开启，新玩家七天收获六个涨停板！,e公司
1375,2020-02-11,百信国际升近34% 主动买盘72%,新浪
1376,2020-02-11,在线科技集体爆发 医药股分化,南方财经网
1377,2020-02-10,发展自主品牌 引领经济高质量发展,中国发展网
1378,2020-02-10,中药行业洗牌加剧，传统企业如何转型成为一大考验,制药网
1379,2020-02-10,广证恒生-市场要闻点评-第1240期-20200210,广证恒生策略研究
1380,2020-02-08,创新企业“战疫”系列丨云学堂祖腾：疫情周期练内功，企业在线培训需求激增,21世纪经济报道
1381,2020-02-07,同仁堂：投身战“疫” 全力保障药品供应,中证网
1382,2020-02-07,北京药企集体投身战“疫” 全力以赴保证医用物资供应,证券日报
1383,2020-02-06,从歌礼制药的暴涨暴跌到多维度的疫情再梳理,财华社
1384,2020-02-06,钟南山刚刚开出新处方！预防新冠肺炎，这只股直线拉升，“肺炎一号”批量生产，概念股来了,e公司
1385,2020-02-06,抗流感概念继续走强 瑞德西韦启动临床试验,证券时报网
1386,2020-02-06,万嘉集团升逾30% 主动买盘78%,新浪
1387,2020-02-05,同仁堂：全力保障药品供应,证券时报网
1388,2020-02-04,业务远程协同成挑战，电子签约助力企业高效“战疫”,猎云网
1389,2020-02-03,谁才是真正抗疫概念总龙头？（附名单）,中财网
1390,2020-02-03,30倍疫情概念股今又来，一切像极了17年前的“非典”,搜狐
1391,2020-02-03,事关A股何时企稳！疫情拐点何时到来？哪些行业公司将成避风港？,证券时报网
1392,2020-02-02,心系武汉 众志成城 北京中小平台在行动,凤凰网
1393,2020-02-02,港股相关标的提前暴涨，节后追A股医药股有诀窍！,每日经济新闻
1394,2020-02-01,【太平洋医药|疫情对医药股影响几何?】,医药佐料
1395,2020-01-31,百信国际现升逾倍暂连升3日 创1个月新高,新浪
1396,2020-01-30,【国金策略】以史为鉴，复盘03年“非典”对当前A股借鉴意义（李立峰/丁潇）,策略李立峰与行业配置笔记
1397,2020-01-30,大健康升近62% 创1个月新高,新浪
1398,2020-01-30,大健康国际升逾21% 创1个月新高,新浪
1399,2020-01-29,阿里健康升近10% 创52周新高,新浪
1400,2020-01-29,大健康升近27%暂连升2日 创1个月新高,新浪
1401,2020-01-29,医药股走势分化 歌礼制药暴涨32%两款药物望快速上市,新浪
1402,2020-01-28,史上最严禁令来了！禁止一切形式野生动物交易，这些A股公司或受影响,e公司
1403,2020-01-25,【新型冠状病毒专题报告】探讨疫情对试剂盒、制药、疫苗企业的影响,广证恒生新三板研究极客
1404,2020-01-23,收藏：以史为镜，回顾非典对A股的影响,华夏时报
1405,2020-01-22,企业培训平台化方案服务商云学堂D轮融资1亿美元,IT研究中心
1406,2020-01-21,投资图谱：“2019新型冠状病毒”来袭 A股四大维度99股备受关注,金融界
1407,2020-01-21,第二批带量采购结果公布带动行情，游资趁机抛售医药股丨牛熊眼,第一财经
1408,2020-01-21,【招商证券·消费的方向】01月大消费组电话会议行业观点，维持行业推荐评级！,招商轻工
1409,2020-01-21,多家上市公司中标第二批带量采购，“吃药”行情来了丨牛熊眼,第一财经
1410,2020-01-21,多只口罩概念股走出涨停行情！生物医药板块涨停潮又现，布局2020,搜狐
1411,2020-01-20,东阳光药涨逾4% 三样产品中标国家药品集中采购,新浪
1412,2020-01-20,港股医药股涨幅扩大，东阳光药大涨超12%,Wind
1413,2020-01-20,72股获杠杆资金大手笔加仓,证券时报网
1414,2020-01-20,【华泰医药代雯团队】行业周报：第二轮集采落定，看好仿制药龙头估值修复,谈医论股丨华泰医药
1415,2020-01-19,快讯|年内亏损幅度不断扩大 东阿阿胶吃下战略苦果 亏损,财经网
1416,2020-01-19,中国印钞造币总公司和伊利集团成为相约北京系列冬季体育赛事钻石合作伙伴,北京商报
1417,2020-01-18,云学堂获1亿美元D轮融资，大钲资本领投,猎云网
1418,2020-01-18,大钲资本领投，企业培训服务商云学堂获1亿美元D轮融资,南方财经网
1419,2020-01-18,36氪独家 | 专注企业培训，「云学堂」获大钲资本领投1亿美元D轮融资,36氪
1420,2020-01-17,济南前首富火了！狂拉四个涨停 竟是“白景琦”老字号要借壳上市了,中国基金报
1421,2020-01-17,百年老店，同仁堂国药(03613)无惧风雨,智通财经
1422,2020-01-16,2020北京品牌新品发布会在京举行,北京商报
1423,2020-01-16,减税降费助力江苏传统产业“焕然新生”,中新网
1424,2020-01-15,天津百年劝业场转型升级焕发活力,商务部
1425,2020-01-15,2020医药行业发展6大畅想,中国医药报
1426,2020-01-14,周其仁：别悲观 企业界不需要“过于明确的乐观”,新浪
1427,2020-01-14,36家企业分获新京报食品健康年度品牌影响力6大奖项,新京报
1428,2020-01-14,2020年借壳第一单！“白景琦”的老字号要上市，曾经的济南首富东山再起？,上证报
1429,2020-01-14,连吃两跌停！“白景琦”悔婚，百年老字号借壳上市黄了 连续下跌,中证报
1430,2020-01-14,【天风Morning Call】晨会集萃20200114,天风研究
1431,2020-01-12,【华泰医药代雯团队】行业周报：二轮集采在即，制药板块有望迎来阶段性估值修复,谈医论股丨华泰医药
1432,2020-01-11,四季度业绩有望继续向好，板块有望逐步渐入佳境-医药行业2019年业绩前瞻,兴证医药健康
1433,2020-01-10,你也有功劳！2020年天猫年货节已卖出3.8亿斤农货，每位农民增收1037元,重庆商报
1434,2020-01-09,20家企业荣获“70年北京商业品牌成就奖”奖项,北京商报网
1435,2020-01-08,驻文莱大使于红在中资企业协会新年联谊晚会上的致辞,商务部
1436,2020-01-07,大兴组合拳孵育“高精尖”,北京商报网
1437,2020-01-07,恒指反弹无力收涨0.34%，科技、生物制药股领涨大市,Wind
1438,2020-01-07,阿里健康升近10%创1个月新高 主动买盘65%,新浪
1439,2020-01-07,安宫牛黄丸提价16%获中金看好 同仁堂国药(03613)续涨逾4%,智通财经
1440,2020-01-07,港股异动丨同仁堂国药自历史低位反弹达25%安宫牛黄丸涨价将提升业绩,格隆汇
1441,2020-01-07,“健康中国 影响2019”新京报品牌影响力评选公示,新京报
1442,2020-01-06,【华泰医药代雯团队】行业周报：平稳开年，重磅国产疫苗始出来,谈医论股丨华泰医药
1443,2020-01-05,板块有望渐入佳境，关注医药消费品的绝对收益机会--医药行业周报（2019.12.30-2020.1.5）,兴证医药健康
1444,2020-01-02,骨科业务稍有起色，威高股份却选择分拆上市，用意何在？,财华社
1445,2020-01-01,中金：受益于安宫牛黄丸提价 同仁堂国药（03613）股价有41%上涨空间,智通财经
1446,2019-12-31,江苏：减税费添活力实体企业再发力,光明网
1447,2019-12-31,重点关注具备提价能力的品牌中药投资机会,证券时报网
1448,2019-12-30,同仁堂国药(03613.HK)与同仁堂集团公司续订租赁框架协议,格隆汇
1449,2019-12-30,京津合作示范区再推产业用地 2020产城融合迈入全新征程,和讯
1450,2019-12-29,梳理与展望，盘点2019的“热点”与“冷门” --医药行业周报（2019.12.23-2019.12.29）,兴证医药健康
1451,2019-12-29,【国盛医药张金洋团队】周观点：肝素到底是周期还是成长？——兼论全球肝素产业链重构,国医盛视
1452,2019-12-28,鲜炖燕窝标准缺失 小仙炖抢先布局,中国商报
1453,2019-12-26,同仁堂大幅拉升4.65% 股价创近2个月新高,金融界
1454,2019-12-26,调研笔记：龟兔赛跑！ 这类老白马的新周期来了？,红周刊
1455,2019-12-25,港股成交淡静,南方财经网
1456,2019-12-24,10派15 圣农发展抛土豪分红预案,北京商报网
1457,2019-12-24,长春高新业绩超预期，重点推荐！【西南证券医药|1227周报】,国广有话说
1458,2019-12-23,收评：港股交投低迷恒指涨0.13% 中国飞鹤大涨近12%,新浪
1459,2019-12-23,午评：港股恒指涨0.06%二万八得而复失 波司登大涨9%,新浪
1460,2019-12-22,调整，是为了明年的精彩--医药行业周报（2019.12.16-2019.12.22）,兴证医药健康
1461,2019-12-20,分拆上市风至,证券网
1462,2019-12-20,片仔癀：深入推进“一核两翼” 大健康产业发展战略,中证报
1463,2019-12-17,分拆上市新规落地 能否“拆”出一个新牛市？,红周刊
1464,2019-12-17,中药配方颗粒潜力有多大？行业尚在试点阶段，超60家药企已抢先布局,国际金融报
1465,2019-12-17,年轻人的第一只股票，小米5日大涨17%,富途证券
1466,2019-12-16,慧聪集团（2280.HK）路演纪要：详解产业互联网趋势下的战略路径和业务格局,格隆汇
1467,2019-12-16,融资客青睐21股，九州通买入占比高达51.74%,Wind
1468,2019-12-14,强力反弹后重磅来袭：上市公司分拆境内上市规定出台 7大门槛4大核心有调整 这些受益股要火？,金融界
1469,2019-12-12,在传承中创新老字号焕发蓬勃生机,中国商报
1470,2019-12-11,超人鲜生四店齐开 凉山普格农特惠动蓉城,中金在线
1471,2019-12-10,发力康养游 北京首发9条中医药健康旅游路线,北京商报网
1472,2019-12-09,12月9日沪深两市最新交易提示,金融界
1473,2019-12-09,上海证券报：将专业的事交给专业的人做,上证报
1474,2019-12-08,【国盛医药张金洋团队】周观点：智飞生物研发管线有望获得市场重估，“销售+研发”双轮驱动,国医盛视
1475,2019-12-08,几项政策的浅析与投资节奏的把握 --医药行业周报（2019.12.02-2019.12.08）,兴证医药健康
1476,2019-12-06,2019“最爱人才”系列榜单发布：京东、闪送等企业上榜,金融界
1477,2019-12-06,北京大兴新落户十大医药产业项目,经济日报
1478,2019-12-05,传承中药精华，传播地道理念——让‘'药材好，药才好”深入人心,证券之星
1479,2019-12-04,国潮“触网” 微拍堂助传统老字号焕发新活力,信产网
1480,2019-12-03,微风堂冲刺中医连锁第一股 机构给出10亿估值,网易
1481,2019-12-03,2019中国中药品牌榜单揭晓，太极藿香正气液入选经典传承中成药品牌,凤凰网
1482,2019-12-03,生物药企“乐享”经开区产业红利,北京商报
1483,2019-12-02,同仁堂国药(03613.HK)与同仁堂集团公司续订中国分销框架协议,格隆汇
1484,2019-12-02,同仁堂(600085.SH)季度派息拟10派5元 股权登记日12月6日,格隆汇
1485,2019-12-02,连续跌停 白马股抱团瓦解拉开序幕？核心资产后续还有无机会 连续下跌,证券时报
1486,2019-12-02,四环医药跌逾4%暂三连跌 创超过八年新低 连续下跌,新浪
1487,2019-11-29,“一南一北”生物产业格局形成,科技日报
1488,2019-11-28,手机业务持续下滑，小米如何破局？ 盈利能力下降,I黑马
1489,2019-11-28,第二批药品集采落地，处方药厮杀正酣，OTC药企机会来了,健识局
1490,2019-11-28,调研笔记:老字号令人迷惑的新方向 云南白药临时股东大会现分歧,上证报
1491,2019-11-28,大兴生物医药基地将扩区,北京日报
1492,2019-11-25,东阿阿胶，失血难自补,前瞻研究院
1493,2019-11-24,调整中孕育的机会 --医药行业周报（2019.11.18-2019.11.24）,兴证医药健康
1494,2019-11-20,业绩下滑近9成存货高企 东阿阿胶第四任董事长王春城辞职 运营能力下降,投资时报
1495,2019-11-20,减税降费，中医药创新的“药引子”,中国税务报
1496,2019-11-20,2019中国商界品牌企业影响力30强（排名不分先后）,中国商报
1497,2019-11-20,2019医疗健康上市公司社会责任报告发布： 医药行业转型阵痛下 企业社会责任尤为重大,21世纪经济报道
1498,2019-11-19,北京市市场监督管理局关于 食品、食品添加剂生产许可证获证企业的公告,北京市场监管局
1499,2019-11-19,北京市市场监督管理局关于 食品、食品添加剂生产许可证获证企业的公告 资质撤销,北京市场监管局
1500,2019-11-16,医药股年底行情可期 创新药中药医疗器械是三条主线,金融投资报
1501,2019-11-13,上市公司加速实施利润分配 高股息率股票表现抢眼,重庆商报
1502,2019-11-12,【天风Morning Call】晨会集萃20191112,天风研究
1503,2019-11-12,股息率10%，秒杀A50！年内最后13家享受股利分配,Wind
1504,2019-11-11,金嗓子创始人江佩珍变“老赖” 新业务受阻企业经营全靠提价 违约失信,长江商报
1505,2019-11-08,金种子酒：至暗时刻来临？,证券市场周刊
1506,2019-11-08,易恒健康IPO定价合理，未来可期,凤凰网
1507,2019-11-07,年薪52万3年索贿79万 南京医药原副总裁蒋晓军获刑5年 董监高成员异常事件,华夏时报
1508,2019-11-07,生物医药园区产值高速增长 北京要打造“生物谷”,中国经济网
1509,2019-11-05,京东大药房11.11优惠来袭 同仁堂阿胶块299秒杀还有2件9折,凤凰网
1510,2019-11-05,同仁堂独立董事对关联交易的事前审核意见,亿邦动力
1511,2019-11-04,MSCI将扩容 QFII重仓股指数今日创新高 外资动向大揭秘,证券时报
1512,2019-11-04,MSCI迎第三次扩容 外资动向大揭秘（名单）,证券时报
1513,2019-11-04,险资提升权益投资占比高股息率银行股最受宠,证券时报
1514,2019-11-03,18万亿险资选股路径曝光 这个板块分红多且稳定,新浪
1515,2019-11-02,【同仁堂】19Q3季报点评：同仁堂科技下滑形成拖累，但营运质量有所提升,医心医意要健康
1516,2019-11-02,首小时成交额增长276% 京东健康11.11亮眼战报凸显健康消费两大趋势,运营商财经网
1517,2019-11-01,京东双11首份战报： iPhone 11、华为Mate30和AirPods Pro成最热商品,DoNews
1518,2019-11-01,"""药中茅台""东阿阿胶求变之殇：净利同比暴跌超8成 盈利能力下降",国际金融报
1519,2019-10-31,前三季净利同比下降13.38%，同仁堂科技如何守住中药老字号招牌？ 盈利能力下降,财华社
1520,2019-10-31,济南前首富火了！狂拉四个涨停，竟是“白景琦”的老字号要借壳上市了！,中国基金报
1521,2019-10-31,同仁堂业绩或迎拐点：第三季度营收净利润双降 盈利能力下降,和讯
1522,2019-10-31,鲍威尔送助攻，智利传来大消息，盯住另两个方向,金融界
1523,2019-10-30,10月31日上市公司重要公告集锦：“两桶油”前三季度净利均下滑超两成,证券日报
1524,2019-10-30,一大波重要公司发布三季度业绩报告 建设银行前9个月净利润2253.4亿元,金融界
1525,2019-10-30,同仁堂(600085.SH)前三季净利升0.04%至8.50亿元,格隆汇
1526,2019-10-30,同仁堂前三季度净利基本持平,金融界
1527,2019-10-30,同仁堂：前三季度净利润同比增0.04%,Wind
1528,2019-10-30,现场检查通知一览表（ 2019年10月30日）,四川药监局
1529,2019-10-30,齐心集团前三季度净利同比增长30.99% 净现金流同比增长185.38%,中证网
1530,2019-10-30,华夏银行加速金融“引擎” 助推京津冀协同发展,北青网
1531,2019-10-28,耗资近50亿成美年健康二股东，阿里系大健康版图再扩大,钛媒体
1532,2019-10-28,《中国证券》丨安青松：我国资本市场并购重组制度建设的实践经验,中证协发布
1533,2019-10-28,同仁堂科技(01666.HK)：前9月实现归母净利润4.79亿元,格隆汇
1534,2019-10-28,参投爱康国宾之后，“阿里系”成为美年健康二股东，大健康版图野心呈现,21世纪经济报道
1535,2019-10-27,【中信建投医药|行业周报】基金三季度持仓：重点领域龙头获得青睐,菊颖医药观察
1536,2019-10-26,"安邦财险出清招行，送别最后一只举牌股！变身""大家""后，瘦身仍在继续",券商中国
1537,2019-10-25,中华老字号文化创新发展研讨会在故宫举办,上证报
1538,2019-10-24,天津一医院领导涉贪污受贿获刑 华东医药等药企卷入 其他违规处罚,华夏时报
1539,2019-10-24,港股异动 | 同仁堂医药(03613)早盘挫逾4% 股价刷新历史新低,智通财经
1540,2019-10-23,安青松：尊重市场放松管制是并购重组制度建设的经验,新浪
1541,2019-10-21,医药生物：半是火焰半是冰,格隆汇
1542,2019-10-21,净利大跌，东阿阿胶的战略性举措仍待时间验证 盈利能力下降,中金在线
1543,2019-10-17,底价吃底价出：安邦瘦身卖楼 时隔9年价格仅涨1200万,国际金融报
1544,2019-10-14,同仁堂(600085.SH)子公司人工牛黄生产线获药品GMP证书,格隆汇
1545,2019-10-13,【中信建投医药|行业周报】：历史复盘：估值差异长期存在；投资建议：掘金业绩强势主线,菊颖医药观察
1546,2019-10-12,标杆认可！南航、同仁堂、中国电信等知名企业纷纷选择齐心好视通,砍柴网
1547,2019-10-12,云学堂联席CEO张军：坚持“以用户为中心”的发展理念,砍柴网
1548,2019-10-11,第六届中医药康博会即将召开！中医药产业如今有何看点？,格隆汇
1549,2019-10-10,格隆汇港股聚焦(10.10)︱吉利汽车9月总销量环比增12%至11.38万部 绿地香港前三季合约销售同比增逾四成,格隆汇
1550,2019-10-10,同仁堂国药(03613.HK)拟派发同仁堂350周年暨公司15周年特别股息每股0.72港元,格隆汇
1551,2019-10-09,千匠网络三周年，心怀感恩 砥砺前行,砍柴网
1552,2019-09-30,医药行业增速平稳，集采扩面落地，持续推荐高性价比标的,中信建投证券研究
1553,2019-09-30,2019年医药三季报业绩前瞻||三季报预期向好，关注“变化”、稳守“核心资产”【兴证医药】,兴证医药健康
1554,2019-09-29,北向资金新动向：集中加仓中药股 内地资金却在砍仓,新浪
1555,2019-09-25,平均降价近六成！医药股涨停跌停冰火两重天 全国药品集中采购更进一步,中证报
1556,2019-09-25,药品集采试点扩围拟中选结果出炉 价格大降医药行业加速洗牌,中证网
1557,2019-09-23,2018年度中华民族医药百强品牌，前十名揭晓,制药网
1558,2019-09-23,【中信建投医药|行业周报】新旧交替机会不断 配置高性价比标的,菊颖医药观察
1559,2019-09-23,大家保险新动作曝光！减持万科、中国建筑套现110亿“大家系”持股名单一览 减持股份,搜狐
1560,2019-09-21,大家人寿“瘦身” 连续两日减持两家上市公司金额超110亿元 减持股份,中保网
1561,2019-09-21,"减持才刚刚开始？前脚卖了中国建筑，后脚再出万科！大家保险A股""瘦身""计划启动，还重仓这8股",券商中国
1562,2019-09-21,大家人寿2天内用中国建筑、万科股票换购ETF，或套现百亿 减持股份,澎湃新闻
1563,2019-09-21,安邦更名后首批大减持来了:万科50亿 中国建筑60亿 减持股份,新浪
1564,2019-09-20,大家人寿将中国建筑10.38亿股换购基金份额,每日经济新闻
1565,2019-09-19,大家人寿将10亿余股中国建筑换购ETF，或能套现60亿元 减持股份,澎湃新闻
1566,2019-09-19,方盛制药遭问询：销售费用率47% 预收购亏损资产 问询,新浪
1567,2019-09-17,社保基金投资回报近万亿 给投资者的几点重要启示,央视
1568,2019-09-17,工信部公布第四批绿色工厂名单 27家药企入选,制药网
1569,2019-09-16,【中信建投医药|行业周报】关注外资持股及CSCO大会 继续配置高性价比品种,菊颖医药观察
1570,2019-09-12,寻找医药行业最美博物馆—太极集团桐君阁药厂,E药经理人
1571,2019-09-12,天津市《药品经营许可证》审批公告（2019年第14期）,天津市场监管委
1572,2019-09-12,外资持股比限制取消，蓝筹股步长制药或引更多资金青睐,中金在线
1573,2019-09-12,医药板块业绩处于真空期继续配置高性价比品种,中信建投
1574,2019-09-12,高增长背后的隐忧：细数老字号片仔癀的喜与悲,中新网
1575,2019-09-11,小市值“佛系”科技股名单 这几股获机构扎堆推荐,证券时报
1576,2019-09-11,拒绝“黑天鹅”，ESG数据助力投资决策,Wind
1577,2019-09-09,【中信建投医药 | 行业周报】业绩真空期，继续配置高性价比品种,菊颖医药观察
1578,2019-09-09,又一家全球知名药企入驻亦庄,北京晚报
1579,2019-09-06,2小时说服吴世春 获千万级投资：他把二锅头卖了1000万 6个月铺2万终端,铅笔道
1580,2019-09-04,陶亚东：汽车新零售风口下的投资机会,新浪
1581,2019-09-04,【东吴医药】医药生物行业2019H1业绩总结：行业增速放缓，龙头引领增长，聚焦创新药产业链、创新生物制品、医疗服务等景气细分赛道,东吴医药研究团队
1582,2019-09-04,中信建投秋季轻工策略：坚守优势赛道及龙头公司,新浪
1583,2019-09-03,加大A股资产配置！股票型基金持仓逼近88%，“魔咒”会再现吗？,重庆商报
1584,2019-09-01,光大医药 | 中报总结：集采后的第一份答卷，影响如何，未来在哪？,医心医意要健康
1585,2019-08-30,内外资重叠持股图,红周刊
1586,2019-08-30,“分拆上市松绑”背后逻辑：市场工具再释放,中国经营网
1587,2019-08-30,康恩贝中报营收净利双降 销售费用占比远超同行 超研发费用20倍 盈利能力下降,投资时报
1588,2019-08-30,步长制药“固本培元”，大健康版图蓄势待发,全景网
1589,2019-08-28,火爆到停业的Costco：33年股价飚165倍，背后究竟有何魔力？,格隆汇
1590,2019-08-28,【同仁堂】19年中报：外部环境叠加内部调整，短期业绩增速下降 盈利能力下降,医心医意要健康
1591,2019-08-27,步长制药发布半年报：营收净利双增长，转型稳步进行中,中金在线
1592,2019-08-27,国办20条措施提振消费信心 这些板块有望爆发(股),金融界
1593,2019-08-27,板寸兄弟：小药柜玩出大花样,E药经理人
1594,2019-08-27,同仁堂(600085.SH)子公司获得药品GMP证书,格隆汇
1595,2019-08-27,福建：同仁堂、片仔癀等药企存在缺陷被责令整改 食药监处罚,第一财经
1596,2019-08-27,广誉远梁鹏：扛起中医复兴的大旗 复兴祖国传统文化,新浪
1597,2019-08-27,北京推文化金融融合 投贷奖已支持1351文化法人单位,新京报
1598,2019-08-27,沪指高开重回2900 A股迎医药政策和增量资金利好,新京报
1599,2019-08-27,临近报送的日子，医药企业都准备的怎么样了？,制药网
1600,2019-08-27,趋势巡航：医药股的春天能否延续,金融界
1601,2019-08-26,片仔癀、同仁堂、归真堂……这些知名药企因缺陷被通报！ 食药监处罚,澎湃新闻
1602,2019-08-26,同仁堂科技(01666-HK)中期净利润下降11.52%不派息 盈利能力下降,财华社
1603,2019-08-26,同仁堂2019年上半年净利6.61亿劳务支付现金减少 盈利能力下降,挖贝网
1604,2019-08-26,分拆的结果可能是双输！,红周刊
1605,2019-08-26,同仁堂(600085.SH)半年度净利润升3.33%至6.61亿元,格隆汇
1606,2019-08-26,同仁堂：上半年净利润同比增3.33%,Wind
1607,2019-08-26,同仁堂：副总经理朱共培离任 董监高成员变化,Wind
1608,2019-08-26,同仁堂：上半年实现净利润6.61亿元 同比增长3.33%,新浪
1609,2019-08-26,康恩贝重营销轻研发 新赛道难以扛起未来,投中网
