,2021-12-31,消息称立讯精密将成苹果顶级供应商：逐步取代富士康,快科技
5158,2020-11-29,革命老区放飞“产业梦”,经济日报
5159,2020-11-28,民企500强洗牌：去年总销售额超英国GDP，前十总价值是十年前十倍,腾讯网
5160,2020-11-28,“宇宙行”大涨引领A股风向，中国好资产成香饽饽，聪明资金已经大肆加仓,时代周报
5161,2020-11-28,顺周期龙头郑州煤电上演“地天板”，主力资金回流大金融板块，8股出逃资金超10亿,证券时报
5162,2020-11-27,北上资金本周净买入168.50亿元连续4周净买入,证券时报网
5163,2020-11-27,【中金科技】科技硬件周报（11/29）：成熟工艺代工、小米与数字货币广受关注,乐平科技视角
5164,2020-11-27,电子制造行业专题研究：未来三年谁会胜出？,新浪
5165,2020-11-27,立讯精密(002475.SZ)：控股股东解除质押4734.8641万股,格隆汇
5166,2020-11-27,【收盘简评】2020-11-27,赢家之星
5167,2020-11-27,什么信号？金融股尾盘暴拉，“宇宙行”罕见大阳线！上证50创12年新高，北上资金连续大买,证券时报网
5168,2020-11-27,“杀猪”被直播，刚建仓就被埋，半小时从涨停到跌停！顺周期龙头上演“地天板”，8股出逃资金超10亿,证券时报
5169,2020-11-27,数据复盘|金融股受资金青睐 北向资金连续2日净流入,证券时报网
5170,2020-11-27,北水狂买腾讯14亿，增持美团8亿；南水连续三日抛茅台、五粮液,富途证券
5171,2020-11-27,北向资金全周净流入168.5亿元，今日上汽集团获净买入3.13亿元,21世纪经济报道
5172,2020-11-27,北向资金净流入24.77亿元，净买入上汽集团3.13亿元,上游新闻
5173,2020-11-27,11月27日主力资金净流出148亿元,证券时报网
5174,2020-11-27,北上资金净买入24.76亿元上汽集团获净买入3.13亿元,格隆汇
5175,2020-11-27,中国女企业家榜出炉，她们在世界上都是顶流！,中国基金报
5176,2020-11-27,11月27日复盘：权重股有望王者归来 主力资金出击12股,新浪
5177,2020-11-27,804亿资金争夺20股：主力资金重点出击12股(名单),新浪
5178,2020-11-27,主力资金青睐大金融板块 工商银行位居首位,第一财经
5179,2020-11-27,2020中国女富豪出炉：杨惠妍连续4年蝉联中国女首富 ，这个行业“造富”最多,21世纪经济报道
5180,2020-11-27,最新女企业家榜发布，白手起家首富1350亿元！,中新网
5181,2020-11-27,胡润女企业家榜：碧桂园杨惠妍蝉联首富董明珠落榜,CNMO
5182,2020-11-27,立讯精密，不想做富士康的苹果“打工人”,36氪
5183,2020-11-27,2020胡润女企业家榜:杨惠妍2250亿财富排第一 周群飞财富增255%,新浪
5184,2020-11-27,最新！对越南新增近18亿投资后，鸿海计划把在华30%生产线转移,搜狐
5185,2020-11-27,高盛：A股明年回报16%，尤其看好人民币升值潜力,券商中国
5186,2020-11-26,3只股获北向资金连续净卖出,第一财经
5187,2020-11-26,胡润中国五百强民营企业榜单发布，深圳59家入榜，腾讯第一,南都报
5188,2020-11-26,北上资金活跃股名单(11月26日),证券时报网
5189,2020-11-26,主力资金：芯片封测概念龙头尾盘跳水 近2亿资金出逃,新浪
5190,2020-11-26,解密主力资金出逃股连续5日净流出638股,证券时报网
5191,2020-11-26,1064亿主力资金近三日撤出全A(等权)概念股,证券时报网
5192,2020-11-26,11月26日主力资金净流出349亿元,证券时报网
5193,2020-11-26,【行情】距离2021还有25个交易日，距离3458还有多久？,搜狐
5194,2020-11-26,立讯精密(002475.SZ)：江苏纬创及昆山纬新已在昆山完成交割彼等为公司参股公司,格隆汇
5195,2020-11-26,信托公司接窗口指导: 资金出逃 超级慢牛股也崩,新浪
5196,2020-11-26,监管重拳，还有大风暴要来？,证券之星
5197,2020-11-26,818亿资金争夺20股：主力资金重点出击9股(名单),新浪
5198,2020-11-26,127家年报业绩预亏，这10只债券兑付需警惕！,Wind
5199,2020-11-26,巨·大盘 | 低价低估蓝筹股受追捧 沪指顽强收红为上交所庆生,巨丰财经
5200,2020-11-26,巨丰投顾：军工金融走强 大盘探底回升,新浪
5201,2020-11-26,电子行业业绩分化明显，部分公司增长乏力 盈利能力下降,红周刊
5202,2020-11-26,巨丰投顾：套现凶猛上涨乏力 低价低估值股受青睐,新浪
5203,2020-11-26,募资使用瞒天过海 强化监管不可或缺,新浪
5204,2020-11-26,A股逆市下跌原因查明短期关注科技股反弹,巨丰财经
5205,2020-11-26,盘前情报丨高盛建议高配A股，中国6G研发去年已开始，附概念股名单,21世纪经济报道
5206,2020-11-25,北上资金活跃股名单(11月25日),证券时报网
5207,2020-11-25,“二马”组合没进前三！民企500强座次洗牌，美团、拼多多、京东成大赢家,中证报
5208,2020-11-25,TWS概念热度已过？歌尔股份股价跌跌不休，如何再出发？,新浪
5209,2020-11-25,【浙商策略】北上资金在本轮周期行情参与情况如何？| 流动性估值跟踪,王杨策略研究
5210,2020-11-25,11月25日主力资金净流出495亿元,证券时报网
5211,2020-11-25,763亿主力资金近三日撤出全A(等权)概念股,证券时报网
5212,2020-11-25,912亿资金争夺20股：主力资金重点出击7股(名单),新浪
5213,2020-11-25,胡润中国500强民营企业：腾讯阿里美团位列前三,胡润百富
5214,2020-11-25,盛视早参：关注疫情和财政政策变量,新浪
5215,2020-11-25,11股获融资客大手笔净买入,证券时报网
5216,2020-11-25,11股获融资净买入超亿元 立讯精密居首,证券时报网
5217,2020-11-25,“面板+半导体+智能穿戴”多栖布局 华兴源创迎重要发展机遇期,挖贝网
5218,2020-11-25,A股融资融券日报：两融余额增加33.66亿元（11月24日）,Wind
5219,2020-11-25,盘前情报丨这一产品四季度以来已涨价40%；汽车产业链有望迎千亿增量市场,21世纪经济报道
5220,2020-11-25,北向资金小幅流出，7亿净卖出这一行业（附股）,21世纪经济报道
5221,2020-11-25,北向资金动向盘点：悄悄连续增持顺周期,Wind
5222,2020-11-24,北上资金活跃股名单(11月24日),证券时报网
5223,2020-11-24,【收盘简评】2020-11-24,赢家之星
5224,2020-11-24,晚间要闻2020年11月24日星期二,Wind
5225,2020-11-24,小米会议纪要,半导体风向标
5226,2020-11-24,8只个股特大单净流出超2亿元,第一财经
5227,2020-11-24,北向资金今日净流出1.38亿元，净买入格力电器7.13亿元,第一财经
5228,2020-11-24,资金复盘｜南下资金流入减半，趁股价调整狂买小米超10亿港元！,金融界
5229,2020-11-24,数据复盘|市场主力资金连续11日净流出 机构抢筹9股,证券时报网
5230,2020-11-24,超级大单：稀土板块“受宠” 超8亿资金抢筹概念龙头,新浪
5231,2020-11-24,主力资金：3700亿食品白马意外大跌 顶级券商刚发研报全力看多,新浪
5232,2020-11-24,9股特大单净流入资金超2亿元,证券时报网
5233,2020-11-24,320亿主力资金近三日撤出全A(等权)概念股,证券时报网
5234,2020-11-24,21股主力资金净流入超亿元,证券时报网
5235,2020-11-24,北水涌入小米逾10亿，增持腾讯8.8亿；南水加仓格力、洋河股份,富途证券
5236,2020-11-24,北向资金净卖出1.4亿元，海康威视遭净卖出2.69亿元，格力电器获加仓7亿元,21世纪经济报道
5237,2020-11-24,北向资金净买入格力电器7.13亿元（附十大活跃股名单）,21世纪经济报道
5238,2020-11-24,862亿资金争夺20股：主力资金重点出击4股(名单),新浪
5239,2020-11-24,6125亿！富士康十月营收暴涨31.4%,Ofweek
5240,2020-11-24,电子行业周观点：华为提出5.5G新概念 台积电SOIC量产在即,新浪
5241,2020-11-24,2021年度电子行业：芯片百花齐放，电子创新不止,华安证券
5242,2020-11-24,【太平洋固收｜新券价值分析】高端精密平台型龙头，建议上市后重点关注,太平洋固收
5243,2020-11-24,视点 | 中邮智赢俱乐部视点,中邮证券
5244,2020-11-24,两融透析：融资盘继续流入 周期类蓝筹仍可积极参与,财富动力网
5245,2020-11-24,商誉超200亿仍抛出220亿扩产计划 闻泰科技遭机构减持股价跌近30%,投资者网
5246,2020-11-24,“近忧”惊吓苹果链 “远景”依然惹人爱,中证报
5247,2020-11-23,嫦娥五号凌晨发射，国六实施有望引爆千亿市场丨明日主题前瞻,第一财经
5248,2020-11-23,【收盘简评】2020-11-23,赢家之星
5249,2020-11-23,从行业和公司数据看当前智能可穿戴设备行业发展情况【安信诸海滨团队】,诸海滨科新先声
5250,2020-11-23,立讯精密(002475.SZ)控股股东所持共计3.4亿股获解除质押,智通财经
5251,2020-11-23,陆股通净买入超百亿元，连续3日净买入,证券时报网
5252,2020-11-23,【华西电子孙远峰-每日观点&资讯】（2020-11-24）,远峰电子
5253,2020-11-23,立讯精密(002475.SZ)：控股股东解除质押合计约3.3958亿股,格隆汇
5254,2020-11-23,电子行业周报：8英寸产能供需偏紧 面板投资机会依然明朗,新浪
5255,2020-11-23,【主力资金】大跌20%，千亿市值苹果概念股重挫！5天出逃资金17亿 连续下跌,证券时报网
5256,2020-11-23,21股特大单净流入资金超2亿元,证券时报网
5257,2020-11-23,电子行业周报：华为出售荣耀 关注面板景气周期,新浪
5258,2020-11-23,数据复盘| 57亿资金潜入非银金融行业 北向资金净流入百亿元,证券时报网
5259,2020-11-23,电子元器件行业2020年第47周：华为出售荣耀定音 MINI LED进程打开重启节奏,新浪
5260,2020-11-23,1070亿资金争夺20股：主力资金重点出击14股(名单),新浪
5261,2020-11-23,苹果板块表现低迷，立讯精密、蓝思科技、歌尔股份、鹏鼎控股、大族激光普跌,Wind
5262,2020-11-23,16股遭融资净卖出超5000万元,证券时报网
5263,2020-11-23,【新三板-诸海滨】从行业和公司数据看当前智能可穿戴设备行业发展情况,安信证券研究
5264,2020-11-23,怎样套出募资自由使用？ 飞利信实战闯出一条“秘密通道”,上证报
5265,2020-11-23,北上资金连续3周净流入上周涨价股获青睐,证券时报
5266,2020-11-22,【中信建投电子|刘双锋&雷鸣团队】周报：8英寸产能供需偏紧，面板投资机会依然明朗,中信建投电子研究
5267,2020-11-22,招商策略：A股正在酝酿一波较为明显的上行行情,招商策略研究
5268,2020-11-22,【华泰金工林晓明团队】汇添富新发数字生活募集119亿—— 华泰金工FOF投资周报20201122,华泰金融工程
5269,2020-11-22,北上资金重点加仓股名单来了！风格大切换，聪明资金重金杀入3只超级白马股（附名单）,证券时报网
5270,2020-11-22,电子元件行业周报：从M1芯片读苹果生态的野望,新浪
5271,2020-11-21,揭秘本周聪明钱｜周内暴涨50%的牛股惨遭大抛售！两股力量“背道而驰”谁走对了？,每日经济新闻
5272,2020-11-21,指数结束调整集体收涨，周期股持续活跃，低吸机会是否一触即发?,财富动力网
5273,2020-11-20,北上资金本周净买入55.10亿元连续3周净买入,证券时报网
5274,2020-11-20,【中金科技】科技硬件周报（11/21）：汽车电子广受关注,乐平科技视角
5275,2020-11-20,立讯精密(002475.SZ)使用募集资金对全资子公司增资以实施募投项目,智通财经
5276,2020-11-20,无线耳机行业高景气度 销售同比增长116%,巨丰财经
5277,2020-11-20,立讯精密(002475.SZ)拟使用募集资金对子公司昆山联滔、昆山立讯科技增资以实施募投项目,格隆汇
5278,2020-11-20,立讯精密：董事会同意公司使用募集资金11亿元对全资子公司昆山联滔进行增资,Wind
5279,2020-11-20,陆港通每周复盘 | 南下资金继续吸入腾讯！比亚迪、小米遭抛售,金融界
5280,2020-11-20,380亿主力资金近三日撤出全A(等权)概念股,证券时报网
5281,2020-11-20,11月20日主力资金净流出32亿元,证券时报网
5282,2020-11-20,"立讯精密现1笔大宗交易 共成交1,511.34万元",新浪
5283,2020-11-20,775亿资金争夺20股：主力资金重点出击11股(名单),新浪
5284,2020-11-20,巨·个股｜销售同比增长116%！无线耳机行业高景气度，龙头名单出炉,巨丰财经
5285,2020-11-20,苹果隐瞒真相曝光！赔付7.4亿，承认iPhone12有缺陷,证券时报网
5286,2020-11-20,苹果产业链概念股回撤 北上资金超亿元加仓12股,证券时报网
5287,2020-11-20,"苹果隐瞒真相曝光！赔付7.4亿，罕见承认iPhone12有缺陷，在华收入暴跌28%，产业链龙头集体大回撤！外资重金杀入这些股
盈利能力下降",证券时报
5288,2020-11-20,无线耳机迎来爆发增长 华为三星小米等巨头纷纷入局（附股）,证券时报网
5289,2020-11-19,751亿主力资金近三日撤出全A(等权)概念股,证券时报网
5290,2020-11-19,11月19日主力资金净流出167亿元,证券时报网
5291,2020-11-19,股东户数降幅榜：12股最新股东户数降逾一成,证券时报网
5292,2020-11-19,立讯精密现1笔大宗交易 共成交267.50万元,新浪
5293,2020-11-19,消费电子狂打折 跌近20%开始回血！抢筹机会来了？,私募排排网
5294,2020-11-19,银河证券：电子行业三季度基本面向好 旺季来临把握增长的确定性丨有看投,第一财经
5295,2020-11-19,电子产业链的价值延伸：品牌、技术，维持“超配”评级,格隆汇
5296,2020-11-19,这种电子产品1年出货超1亿台！纷纷入局,央视财经
5297,2020-11-19,互联互通六周年之“变”：前十大活跃股从金融股渐变至新经济股,证券日报
5298,2020-11-19,大盘板块分化 华泰股份融资盘小幅流入,财富动力网
5299,2020-11-18,"1年出货超1亿台！华为、三星、小米纷纷入局！你的手机""配""了吗？",央视财经
5300,2020-11-18,396家公司公布最新股东户数,证券之星
5301,2020-11-18,电子行业三季报综述报告：板块加速回暖 销货旺季到来业绩进一步增长可期,新浪
5302,2020-11-18,百亿存货压顶TWS耳机增速下降 歌尔股份高成长之路能否持续？,21世纪经济报道
5303,2020-11-18,东哥：警惕创业板出现危机！下跌抄底看这里！,新浪
5304,2020-11-18,苹果信仰动摇？百亿存货压顶，歌尔股份市值6天蒸发270亿！ 连续下跌,环球老虎财经
5305,2020-11-18,35股主力资金净流入超亿元,证券时报网
5306,2020-11-18,639亿主力资金近三日撤出全A(等权)概念股,证券时报网
5307,2020-11-18,【券商聚焦】招银国际：华为出售荣耀之影响,凤凰网
5308,2020-11-18,大赚中国2866亿！苹果却曝意外举动：削减对华供应商近328亿资金,凤凰网
5309,2020-11-18,电子行业Q3总结与展望：三季度基本面向好 旺季来临把握增长的确定性电子行业Q3总结与展望,新浪
5310,2020-11-18,招财日报2020.11.18｜科技股受压，板块轮动料持续,招银国际
5311,2020-11-18,A股融资融券日报：两融余额增加26.05亿元（11月17日）,Wind
5312,2020-11-18,每日理财观察：金砖国家领导人第十二次会晤举行,Wind
5313,2020-11-18,北向资金动向盘点：买卖平衡不等于没有进攻方向,Wind
5314,2020-11-18,北向资金10亿扫货房地产，11亿甩卖汽车股，全天实际净流入0.53亿（附股）,21世纪经济报道
5315,2020-11-18,华泰证券：“数字+科技”的化学变化正发生 2021年看好四条主线（附股）,证券时报网
5316,2020-11-18,银河和美生活年内业绩殿后 新秀基金经理辜负基民厚望,中国经济网
5317,2020-11-18,A股市场风格切换 顺周期板块火爆,证券时报
5318,2020-11-17,鼎通精密IPO：公司综合毛利率行业内较高 两年分红三千万,中华网
5319,2020-11-17,北上资金活跃股名单(11月17日),证券时报网
5320,2020-11-17,11股最新股东户数降逾一成,证券时报网
5321,2020-11-17,沪指表现较强 题材股领跌 市场风格切换已悄然发生,大众证券报
5322,2020-11-17,工银瑞信王君正：深度聚焦在高质量公司的投资,点拾投资
5323,2020-11-17,解密主力资金出逃股连续5日净流出646股,证券时报网
5324,2020-11-17,被忽视的利好：从信用债违约到理财收益率下行【浙商策略|流动性估值跟踪】,王杨策略研究
5325,2020-11-17,数据复盘| 79亿主力资金撤离医药生物行业 机构净卖出王府井等股,证券时报网
5326,2020-11-17,11月17日主力资金净流出424亿元,证券时报网
5327,2020-11-17,北水狂卖美团近18亿，增持腾讯6.8亿；南水加仓茅台，抛五粮液,富途证券
5328,2020-11-17,金融街下午茶2020年11月17日星期二,Wind
5329,2020-11-17,市场杀跌，接下来重点关注这三个方向,中财网
5330,2020-11-17,6429亿元，目标直指这些板块,上证报
5331,2020-11-17,975亿资金争夺20股：主力资金重点出击4股(名单),新浪
5332,2020-11-17,A股收盘综述：上证指数收跌0.21%，白酒股午后高台跳水,Wind
5333,2020-11-17,盛视早参：宏观数据向好 市场有望前行,新浪
5334,2020-11-17,全部卖光，华为清仓荣耀！37万手暴力砸停“绯闻”对象，科技龙头砸出深坑，超10亿外资加仓3只绩优股,证券时报网
5335,2020-11-17,创业板大崩的利空找到了,新浪
5336,2020-11-17,广州万隆：一类股有望抱团逆势走强,新浪
5337,2020-11-17,创指跌2.55%，港口航运板块爆发！北向资金净流出14.58亿，10亿资金逃离京东方、立讯精密，解读,和讯
5338,2020-11-17,张志：外围市场创历史新高，A股也不能怂,中金在线
5339,2020-11-17,电子行业周观点：IPHONE12/PRO需求强劲 大陆代工龙头迎“芯”机遇,新浪
5340,2020-11-17,开盘：三大指数涨跌不一沪指涨0.01% 汽车板块活跃,新浪
5341,2020-11-17,视点 | 中邮智赢俱乐部视点,中邮证券
5342,2020-11-17,在寒冬里看到火花，产业资本的春天来了？,投资家
5343,2020-11-17,A股融资融券日报：两融余额增加73.19亿元（11月16日）,Wind
5344,2020-11-17,锐叔论市 指数后续空间不大，但行情将不会“鸡肋”！,投资者网
5345,2020-11-17,A股头条：无线耳机两大龙头回应暴跌，美股集体收涨 连续下跌,金融界
5346,2020-11-17,利空突袭，两大千亿巨头大跌，289亿市值蒸发！无线耳机不香了？,每日经济新闻
5347,2020-11-16,【收盘简评】2020-11-16,赢家之星
5348,2020-11-16,郑眼看盘：股指回升 顺周期类品种强势,每日经济新闻
5349,2020-11-16,无线耳机两大龙头暴跌 公司回应：一切正常 连续下跌,第一财经
5350,2020-11-16,股东户数降幅榜：10股最新股东户数降逾一成,证券时报网
5351,2020-11-16,两大龙头暴跌！什么情况，苹果耳机不香了？公司回应来了 连续下跌,中证报
5352,2020-11-16,天风赵晓光：现在是布局消费电子行业的好时机，明年将有爆发式增长,Wind
5353,2020-11-16,沪指涨超1%，涨价题材全面崛起，白酒反包,港股那点事
5354,2020-11-16,617亿主力资金近三日撤出全A(等权)概念股,证券时报网
5355,2020-11-16,11月16日主力资金净流出57亿元,证券时报网
5356,2020-11-16,资金复盘｜南下资金继续加仓港股超33亿！增持中移动、抛售安踏,金融界
5357,2020-11-16,超级大单：资金砸盘消费电子龙头股 出逃资金超15亿元,新浪
5358,2020-11-16,主力资金：2只科技龙头遭大资金抛售 出逃资金超24亿元 股票卖空,新浪
5359,2020-11-16,艾德证券期货：恒指表现强势，农夫山泉大涨10.60%,搜狐
5360,2020-11-16,数据复盘|北向资金大幅加仓中国平安 主力资金撤离电子股,证券时报网
5361,2020-11-16,歌尔股份大跌：背靠苹果股价坐火箭，三季报净利20亿,财经无忌
5362,2020-11-16,两大千亿科技巨头突然大跌！主力资金紧急出逃,中国基金报
5363,2020-11-16,果链不太平！消费电子产业链走崩、千亿龙头百亿存货遭质疑、公司回应产能的确不满,金融界
5364,2020-11-16,910亿资金争夺20股：主力资金重点出击8股(名单),新浪
5365,2020-11-16,大盘全天下探回升：白酒股强势反弹 主力抢筹有色金属,新浪
5366,2020-11-16,顺周期概念股迎来爆发！9股连涨8天 最牛股连续涨停（附名单）,e公司
5367,2020-11-16,收评：沪指涨逾1%，酿酒板块反弹，有色等周期股活跃,证券时报网
5368,2020-11-16,沪指止步四连跌！白酒股回暖,中新经纬
5369,2020-11-16,A股收盘综述：上证指数涨逾1%止步四连跌，“煤飞色舞”行情上演,Wind
5370,2020-11-16,苹果概念股走势疲弱 立讯精密歌尔股份大跌6%,证券时报网
5371,2020-11-16,电子：台积电／联发科10月业绩表现亮眼，中芯／华虹Q3营收创新高，维持“强于大市”评级,格隆汇
5372,2020-11-16,刚刚，2只千亿科技龙头突然大跌，主力紧急出逃近10亿！仅9股连涨8天，最牛股连续涨停（附名单）,证券时报
5373,2020-11-16,2只千亿科技龙头突然大跌！9股连涨8天（附名单）,证券时报
5374,2020-11-16,两市震荡走高：有色金属全面爆发 主力33亿资金拥抱,新浪
5375,2020-11-16,手机概念股近4个月股价跌幅排行榜：38家企业跌幅超30%,搜狐
5376,2020-11-16,A股震荡走高：沪指半日涨0.97% 白酒板块走强,中新经纬
5377,2020-11-16,【A股午盘综述】上证指数涨近1%，“煤飞色舞”行情上演,Wind
5378,2020-11-16,果链耳机双龙头大跌均超6%，发生了什么？,格隆汇
5379,2020-11-16,TMT一周谈之电子行业：LCD缺货依旧 家庭教育数字化加速,新浪
5380,2020-11-16,歌尔股份大跌7.04%，近5日流出32.93亿,中新经纬
5381,2020-11-16,11月投资主题之《消费电子---年底旺季景气高涨》,巨丰财经
5382,2020-11-16,消费电子股走低 立讯精密跌超5%,e公司
5383,2020-11-16,消费电子板块走弱立讯精密跌超6%领跌,格隆汇
5384,2020-11-16,晨会聚焦201116重点关注电子行业、拼多多、医药行业、新东方-S,国信研究
5385,2020-11-16,电子行业2021年度投资策略：电子产业链的价值延伸—品牌与技术,国信研究
5386,2020-11-16,财信证券策略深度：软件定义汽车的主题投资机会,财信证券研究
5387,2020-11-15,【中信建投电子|刘双锋&雷鸣团队】周报：台积电/联发科10月业绩表现亮眼，中芯/华虹Q3营收创新高,中信建投电子研究
5388,2020-11-15,招商策略：中期A股有望迎来一轮明显的“跨年行情”,招商策略研究
5389,2020-11-15,【华泰金工林晓明团队】华夏养老2045今年以来收益38%——FOF投资周报20201115,华泰金融工程
5390,2020-11-15,又一外资巨头申请公募牌照！旗下基金产品早已布局A股五大行业,Wind
5391,2020-11-15,又一外资巨头申请公募牌照！旗下基金产品早已布局A股五大行业，持有茅台五粮液,券商中国
5392,2020-11-14,消费电子走向何方？,半导体风向标
5393,2020-11-14,财经连连看丨股市周评：为什么指数盘局难以打破？,新民晚报
5394,2020-11-14,中国电子元件市场供需 2020中国电子元件行业全景调研及投资前景分析,中研网
5395,2020-11-14,贺宛男：业绩与市值齐飞 人气向头部集聚,中财网
5396,2020-11-14,投资核心资产的“门道”,中证报
5397,2020-11-14,30公司利润环比连增12家步入绩优股行列,证券时报网
5398,2020-11-14,四季度以来机构密集调研，13家苹果产业链公司,Wind
5399,2020-11-14,四季度以来机构密集调研 13家苹果产业链公司,中证报
5400,2020-11-13,北向资金连续第二周净买入，36股成交活跃,证券时报
5401,2020-11-13,数据复盘|隆基股份遭主力资金净卖出18亿元 北向资金连续4日净流出,证券时报网
5402,2020-11-13,1061亿主力资金近三日撤出全A(等权)概念股,证券时报网
5403,2020-11-13,陆港通每周复盘 | 南下资金抢筹腾讯、美团！抛售比亚迪股份,金融界
5404,2020-11-13,11月13日主力资金净流出311亿元,证券时报网
5405,2020-11-13,北向资金今日净卖出49.4亿元，中国平安净卖出9.75亿元居首,Wind
5406,2020-11-13,"立讯精密现1笔大宗交易 共成交1,983.39万元",新浪
5407,2020-11-13,电子行业研究框架,华创证券
5408,2020-11-13,982亿资金争夺20股：主力资金重点出击6股(名单),新浪
5409,2020-11-13,"罕见""唱空""白酒股：中金公司出手 白酒股半小时狂跌2000多亿",中国基金报
5410,2020-11-13,【中金科技】科技硬件周报（11/14）：中金投资论坛广受关注,乐平科技视角
5411,2020-11-13,市场要闻 | 歌尔股份存货达122.6亿，或重蹈欧菲光覆辙？,36氪
5412,2020-11-13,电子行业投资策略报告：深练内功，厚积薄发，维持“推荐”行业评级,格隆汇
5413,2020-11-13,减持意愿增强，千余股套现3300多亿（附股） 减持股份,证券时报网
5414,2020-11-13,A股“喝酒”行情再起，分析师：“让我静静”,Wind
5415,2020-11-13,操盘必读｜君实生物回应：自媒体文章全面失实！金徽酒等多家酒企提示风险；美股全线下挫,上游新闻
5416,2020-11-13,对话基金经理系列 | 华泰柏瑞基金牛勇：定量定性双重验证，深度挖掘优质成长股,招商定量任瞳团队
5417,2020-11-13,24股获券商买入评级，当代文体目标涨幅达137.05%,Wind
5418,2020-11-13,千余股套现3300多亿 25只绩差股遭股东密集减持 减持股份,证券时报
5419,2020-11-13,千余股套现3300多亿，19股减持幅度超10%，25只绩差股遭重要股东密集减持 减持股份,证券时报
5420,2020-11-13,歌尔股份：分拆子公司上市 利好还是利空？,新浪
5421,2020-11-12,立讯精密参与收购纬创旗下公司取得进展 或将进入苹果iphone组装业务,中证网
5422,2020-11-12,A股头条之上市公司（11.13）,金融界
5423,2020-11-12,TCL科技：成长趋势明确,半导体风向标
5424,2020-11-12,立讯精密：参与出资设立常熟立臻智造科技合伙企业，规模为人民币60亿元,Wind
5425,2020-11-12,立讯精密：参与出资设立常熟立臻智造科技合伙企业规模为人民币60亿元,格隆汇
5426,2020-11-12,立讯精密(002475.SZ)及立讯实业伙立讯企业服务共设常熟立臻 对外投资收购纬创两家子公司,格隆汇
5427,2020-11-12,三季报亮眼、公募重仓，电子行业迎来配置良机,魔都资产管理人
5428,2020-11-12,1199亿主力资金近三日撤出全A(等权)概念股,证券时报网
5429,2020-11-12,2020年双十一专题报告：天猫GMV高达4982亿，双十一再创新纪录，维持“强于大市”评级,格隆汇
5430,2020-11-12,中国有2.4亿单身狗？单身经济，万亿市场正在崛起,21世纪经济报道
5431,2020-11-12,“抄基金经理作业”也是技术活！低换手长跑持仓值得一看,上证报
5432,2020-11-12,"抄作业也是技术活 这些低换手""基金长跑健将""持仓值得一看",上证报
5433,2020-11-12,苹果发布自研芯片、其产品双十一热销，概念股多涨,道琼斯
5434,2020-11-12,传立讯精密或已拿下20％的iPhone 12 mini订单,中电网
5435,2020-11-12,多维度掘金优质产业龙头 国联安核心资产13日结束募集,凤凰网
5436,2020-11-12,新代工厂就位：苹果加大iPhone12 mini供货量,TechWeb
5437,2020-11-12,科技产业2021年投资策略：科技进步与中美再平衡下的新机遇,新浪
5438,2020-11-12,【恒泰早报】11月12日交易策略,恒泰期货股份有限公司
5439,2020-11-12,中信证券：A股科技板块估值回调后配置价值进一步凸显,证券时报网
5440,2020-11-12,科技｜科技进步与中美再平衡下的新机遇：2021年投资策略,中信证券研究
5441,2020-11-12,36氪首发｜继续聚焦工业AI视觉平台服务，「阿丘科技」完成2000万美元B轮融资,36氪
5442,2020-11-12,银河证券：三季度基金电子股持仓维持高位 消费电子、安防配置热度上升,证券时报网
5443,2020-11-12,电子行业2021年度策略报告：深练内功 厚积薄发,新浪
5444,2020-11-12,莱尔科技去年营收平员工猛降 产能不饱和募资超总资产 盈利能力下降,中国经济网
5445,2020-11-12,三大股指继续缩量调整 周期板块走出独立行情,上证报
5446,2020-11-11,爆款时代中银基金权益人才凋零，欧阳力君所管产品年内业绩不佳 盈利能力下降,新浪
5447,2020-11-11,陆股通净卖出9.30亿元（附名单）,证券时报网
5448,2020-11-11,电子行业研究：20Q3电子股持仓维持高位 消费电子、安防配置热度上升,新浪
5449,2020-11-11,数据复盘|比亚迪遭主力资金净卖出24亿元 北向资金连续2日净流出,证券时报网
5450,2020-11-11,超级大单：3倍牛股尾盘为何大跌？一大隐忧曝光,新浪
5451,2020-11-11,11月11日主力资金净流出535亿元,证券时报网
5452,2020-11-11,805亿主力资金近三日撤出全A(等权)概念股,证券时报网
5453,2020-11-11,北向资金内部分化，跌停的比亚迪遭抛售，原因或是下跌的市场销量 股票卖空,21世纪经济报道
5454,2020-11-11,北上资金净卖出9.3亿元隆基股份遭净卖出4.03亿元,格隆汇
5455,2020-11-11,A股收盘：创业板指、科创50指数跌超3% 白酒、水泥、煤炭板块大涨,英为财情
5456,2020-11-11,苹果在华破局之道？中企“打入”iPhone 供应链，拿下20%订单,网易
5457,2020-11-11,电子行业周观点：高通利润超预期增长 5G产业投资活跃,新浪
5458,2020-11-11,苹果加大iPhone12 mini产能：立讯精密或已拿下20％订单,砍柴网
5459,2020-11-11,证金汇金同时连续21季重仓股揭秘,证券时报网
5460,2020-11-11,立讯精密工厂有望生产iPhone12mini,格隆汇
5461,2020-11-11,天风证券：市场仍在走经济复苏、盈利上行的定价逻辑 高位龙头估值再度提升难度大,证券时报网
5462,2020-11-11,国家队购物车：证金汇金同时连续21季重仓140余股，押中多只5年10倍股，低位核心资产仅17只,证券时报
5463,2020-11-10,紫金转债、立讯转债投资价值分析,新浪
5464,2020-11-10,11月10日主力资金净流出531亿元,证券时报网
5465,2020-11-10,653亿主力资金近三日撤出全A(等权)概念股,证券时报网
5466,2020-11-10,立讯精密现1笔大宗交易 共成交247.08万元,新浪
