,2021-12-31,山西汾酒现1笔大宗交易 共成交884.25万元,新浪
6431,2020-07-17,清香型白酒行业市场深度分析 清香型白酒市场发展策略研究,中研网
6432,2020-07-17,牛市还在吗？机构：不慌，慢牛更好！还有数百亿“子弹”等待入场,21世纪经济报道
6433,2020-07-17,A股异动：白酒板块小幅反弹，贵州茅台、五粮液涨超3%,英为财情
6434,2020-07-17,食品板块异动拉升 白酒股盘中反弹,红周刊
6435,2020-07-17,白酒承压整体跌幅9.40%还是最好的赛道吗?,佳酿网
6436,2020-07-17,一个字价值近两个亿！“变味的茅台”让白酒板块蒸发三千亿！,中金在线
6437,2020-07-17,“茅五”单日“挥发”市值2600亿 知名投资人“隔空”支招,证券时报
6438,2020-07-17,川财证券：白酒板块延续强势表现，建议坚守确定性,Wind
6439,2020-07-17,华泰证券：白酒行业基本面向好趋势不变,Wind
6440,2020-07-17,业内人士称茅台大跌“没那么恐慌”，直销渠道正在逐渐发挥作用,证券时报网
6441,2020-07-17,“踏空者”青青稞酒：近一年半白酒板块大涨 公司股价却不涨,斑马消费
6442,2020-07-17,品牌工程指数跌6.93% 伊利股份获北向资金加仓,上证报
6443,2020-07-17,中酒协：酒类市场议价能力逐年提升,中证报
6444,2020-07-17,A股深幅调整不改中长期趋势，机构称主线要看增量资金“入场姿势”,Wind
6445,2020-07-17,“茅五”单日“挥发”市值2600亿知名投资人“隔空”支招,证券时报
6446,2020-07-17,A股重挫 暴风雨来得有点猛,金融投资报
6447,2020-07-17,A股重挫：机构观点趋同 称短期或有报复性反弹,金融投资报
6448,2020-07-17,中芯国际首日上市大涨202%,北青网
6449,2020-07-17,A股深幅调整不改中长期趋势 机构称：主线要看增量资金“入场姿势”,21世纪经济报道
6450,2020-07-16,华泰证券：白酒行业基本面向好趋势不变,中证网
6451,2020-07-16,【开源食饮】6月社零数据降幅收窄，验证消费回暖趋势——行业点评报告,宇光看食饮
6452,2020-07-16,股民人均亏超2万，A股批量跌停，这个市场却明显反弹！配置机会来了？,21世纪经济报道
6453,2020-07-16,一篇质疑文章，白酒股全趴下！“茅五”单日“挥发”2600亿，知名投资人站出来说话了,证券时报网
6454,2020-07-16,加速杀跌！A股暴雨来得有点猛 说好的牛市又要熊了？别恐慌 准备抢反弹,金融投资报
6455,2020-07-16,白酒崩了！茅台狂泻近8%，沪指惨跌4.5%！,搜狐
6456,2020-07-16,茅台被批股市先挤泡沫，白酒股上涨按下暂停键,华夏时报
6457,2020-07-16,今日聚焦|A股再现“黑色星期四” 报复性反弹将至？,金融投资报
6458,2020-07-16,A股收盘：深成指跌超5% 白酒、芯片股大跌 茅台重挫8% 连续下跌,英为财情
6459,2020-07-16,沪指跌4.5%失守3300点 酿酒板块集体回调,中新经纬
6460,2020-07-16,茅台暴跌7.9%！五粮液洋河等13只白酒股跌停！ 连续下跌,新浪
6461,2020-07-16,快讯：山西汾酒跌停报于156.58元,金融界
6462,2020-07-16,消费行业日报：白酒板块延续强势表现 建议坚守确定性,新浪
6463,2020-07-16,宋书玉、何勇被推荐接任中酒协理事长、秘书长人选,中华网
6464,2020-07-16,三大股指全线跳水均跌逾1%，个股普跌，牛市结束了吗？,通信信息报
6465,2020-07-16,中高端白酒逆势涨价 价值体现还是营销噱头？,佳酿网
6466,2020-07-16,消费类成分股逆势上涨 民族品牌指数韧性足,上证报
6467,2020-07-15,84只股股价创历史新高,证券时报网
6468,2020-07-15,消费行业日报：青啤首家TSINGTAO纯生酒吧正式营业,新浪
6469,2020-07-15,1070只个股今日尾盘资金净流入,证券时报网
6470,2020-07-15,A股宽幅震荡三大指数均跌超1%两市成交额连续八日突破1.5万亿,财华社
6471,2020-07-15,15日强势板块分析：酒店餐饮板块大幅走高 食品饮料股活跃,证券时报网
6472,2020-07-15,白酒板块又双叒叕“喝高”了 还能继续贪杯吗？,佳酿网
6473,2020-07-15,市值冲破20000亿，茅台如何走到今天？,钛媒体
6474,2020-07-15,民族品牌指数跌0.60% 广誉远涨停,上证报
6475,2020-07-15,收盘丨三大股指均跌超1%，券商股尾盘跳水,第一财经
6476,2020-07-15,食品饮料板块再度走强 保龄宝4天斩获三涨停,证券时报网
6477,2020-07-15,白酒股午后再度崛起 伊力特涨停,中国经济网
6478,2020-07-15,白酒股盘中拉升 伊力特涨停,e公司
6479,2020-07-15,快讯：白酒板块上涨 广誉远涨幅超过8%,证券日报
6480,2020-07-15,白酒消费逐步恢复 库存压力仍较大,中国报告大厅
6481,2020-07-15,白酒板块大涨，古井贡酒、洋河股份、山西汾酒等纷纷创出新高,Wind
6482,2020-07-15,【一语道破】警惕！踢走大股东、摘帽、上市......白酒股已被“妖化”！,财华社
6483,2020-07-15,食品饮料行业2020年下半年投资策略报告：持续紧抓确定性增长及趋势性改善两条核心主线,新浪
6484,2020-07-14,消费行业日报：持续推荐次高端及区域酒企布局机会,新浪
6485,2020-07-14,【华创食饮|中报前瞻】白酒边际改善，大众景气回升,华创食饮
6486,2020-07-14,食品饮料行业：白酒资产历史回报领先 源于优异的商业模式,广发证券
6487,2020-07-14,109只股股价创历史新高,证券时报网
6488,2020-07-14,2股今日首次突破百元，最新百元股数量达131只,证券时报网
6489,2020-07-14,中高端白酒再掀涨价潮 行业春天来了？,中国商网
6490,2020-07-14,白酒板块持续活跃 关注次高端及区域酒企布局机会,证券时报网
6491,2020-07-14,山西证券改革精选灵活配置混合基金最新净值涨幅达2.39％,金融界
6492,2020-07-14,7月14日券商晨会研报汇编,证券日报
6493,2020-07-14,前10酒企5家提价，疫情阴影下的白酒涨价潮要洗什么牌？,中国白酒网
6494,2020-07-13,【开源食饮 每日资讯0713】【开源食饮每日资讯0713】珠江啤酒发布2020年半年度业绩预告，净利润同比增长10% 至30%,宇光食饮日讯
6495,2020-07-13,"山西汾酒现1笔大宗交易 共成交19,887.00万元",新浪
6496,2020-07-13,【万联大消费-食品饮料|专题跟踪】食品饮料6月线上及5月商超数据分析专题报,万联证券研究所
6497,2020-07-13,两市热度不减：农业板块领涨 公募长期看好A股,第一财经
6498,2020-07-13,白酒股涨幅进一步扩大 顺鑫农业(000860.SZ)涨停,格隆汇
6499,2020-07-13,【方正食饮】行业周报200712：大众品业绩延续趋势，白酒提估值行情扩散,虎哥的研究
6500,2020-07-13,北向半日流入76亿：茅台再创新高 有色板块主力流入50亿,新浪
6501,2020-07-13,食品饮料行业周报：关注疫情后期消费复苏板块和生猪后周期受益板块,国海证券
6502,2020-07-13,【行情】白酒板块持续走强，古井贡酒、五粮液、伊力特涨逾7％，顺鑫农业、今世缘、山西汾酒等跟涨,金十数据
6503,2020-07-13,快讯：白酒板块持续走强 古井贡酒、五粮液涨逾7%,新浪
6504,2020-07-13,白酒股普涨五粮液、贵州茅台再创历史新高,格隆汇
6505,2020-07-13,食品饮料板块活跃，安琪酵母等涨停，关注三投资主线,证券时报网
6506,2020-07-13,白酒股盘中异动拉升 今世缘涨逾8%,中国经济网
6507,2020-07-13,食品饮料行业2020年中期策略：核心资产水涨船高，细分龙头未来已来，维持“增持”评级,东吴证券
6508,2020-07-13,中银证券*晨会聚焦20200713,中银证券研究
6509,2020-07-13,【华创·周知道】雨一直下：洪涝如何？经济如何？,华创证券研究
6510,2020-07-13,新华社民族品牌工程指数多只成分股频创新高,上证报
6511,2020-07-13,李秋喜谈汾酒“十四五”规划重点目标,中国白酒网
6512,2020-07-13,新华社民族品牌指数连续16周跑赢上证综指,中证报
6513,2020-07-13,周谈|Weekly Talk：白酒环比持续改善，食品中报逐步确认预期,食品饮料光头阳线
6514,2020-07-12,【招商食品|最新】重视产业界看好高端白酒的判断,招商食品饮料
6515,2020-07-12,【安信食品|周专题】餐饮供应链—疫情催化变革，三全安井景气看长,安信食饮
6516,2020-07-12,食品饮料行业周报：坚守确定性 寻找超预期,新浪
6517,2020-07-12,“赛马图”|2000至2019年：中国白酒上市公司成长史（独家荐藏）,酒业新闻网
6518,2020-07-11,李秋喜：志之所趋、无远弗届，携手开辟白酒行业变革之路,新浪
6519,2020-07-11,深度*行业*食品饮料2020年中期策略：从短期改善+长期优势两个角度选股,新浪
6520,2020-07-11,阿里线上数据月报：多数品类销售额Q2 同比增速高于Q1 龙头品牌力强,新浪
6521,2020-07-11,白酒板块股价大涨 成投资界“庇护港”？,中国经营报
6522,2020-07-11,民族品牌指数五连阳汽车白酒本周涨幅领先,上证报
6523,2020-07-11,周杰伦带火Mojito 低酒精饮料风口来临？,中国经营报
6524,2020-07-10,“竹叶青酒+颐和园”两大文化IP合体 《我在颐和园等你》即将播出,中国经济网
6525,2020-07-10,诊股宝 | 山西汾酒还涨得上去吗？,和讯
6526,2020-07-10,三句话，告诉你什么是“品质汾酒”｜洞见,经济观察网
6527,2020-07-10,"山西汾酒现2笔大宗交易 共成交3,338.40万元",新浪
6528,2020-07-10,154只股股价创历史新高,证券时报网
6529,2020-07-10,后疫时代白酒产业如何再出发？T9峰会九大共识指明了方向,佳酿网
6530,2020-07-10,这两个数据显示 上一轮牛市纪录即将被打破！,e公司
6531,2020-07-10,白酒股是否还能延续领涨,佳酿网
6532,2020-07-10,酒业峰会汇聚九家龙头企业，洋河股份王耀着眼四个“＋”谋新思变,中金在线
6533,2020-07-10,名酒迎来更好的时代 洞察名酒复兴的价值逻辑,佳酿网
6534,2020-07-09,汾酒：被时代抛下的“酒王”,读懂财经
6535,2020-07-09,遭沽空机构杀人鲸突袭 飞鹤能否上演安踏式打脸？,新浪
6536,2020-07-09,飞鹤被做空当天股价反涨7%，去年毛利高达70%，堪比白酒企业 股票卖空,AI财经社
6537,2020-07-09,"食品饮料行业2020年6月阿里系线上数据点评：各行业延续高增,酒类增长亮眼",中信证券
6538,2020-07-09,【华创食饮】6月线上数据分析专题：线上销售增势不减，品牌份额加速集中,华创食饮
6539,2020-07-09,卡位高端之上 透视酒业向上的升级密码？,佳酿网
6540,2020-07-09,白酒行业冰火两重天：资本市场向上，销售市场向下,大河报
6541,2020-07-08,2小时600亿，又被刷新的三观,基尔摩斯
6542,2020-07-08,A股强势沪指七连阳重上3400点两市成交额连续三日破1.5万亿,财华社
6543,2020-07-08,食品饮料指数上涨 啤酒涨幅靠前,中国报告大厅
6544,2020-07-08,食品饮料行业月报：核心白酒动销向好，啤酒景气度逐季提升，给予“强于大市”评级,国开证券
6545,2020-07-08,白酒股狂欢背后或迎“分水岭”,佳酿网
6546,2020-07-07,资本热&市场冷，白酒下半场路在何方？,糖酒快讯
6547,2020-07-07,"山西汾酒现2笔大宗交易 共成交20,299.50万元",新浪
6548,2020-07-07,涨幅超茅台！五粮液4年5倍，价值之源在哪？,Wind
6549,2020-07-07,新高又见新高！白酒板块为何涨不停？,中投网
6550,2020-07-07,巨·热点｜市场迎短期风格切换 题材板块活成主流 哪些板块受追宠？,巨丰财经
6551,2020-07-07,老窖传承数百年，这家昔日第一品牌将再度腾飞！,搜狐
6552,2020-07-07,A股异动：“喝酒”行情再起！贵州茅台盘中一度逼近涨停,英为财情
6553,2020-07-07,山西板块涨幅4.49%14只个股涨幅超5%,搜狐
6554,2020-07-07,白酒股发力走高，贵州茅台逼近1700元再创新高，五粮液突破200元,证券时报网
6555,2020-07-07,名酒“拍了拍”二线品牌：奔跑吧，兄弟！路上不寂寞当是白酒胜利！,酒业新闻网
6556,2020-07-07,让直播带货 从风口到“贴地飞行”,佳酿网
6557,2020-07-07,名酒恢复良好 券商看好茅五泸汾等2021年增长超10%,佳酿网
6558,2020-07-06,周谈|Weekly Talk：食品饮料构建新景气思维，不畏浮云还是高处不胜寒,食品饮料光头阳线
6559,2020-07-06,酒水行业周报：“占位”“守位”为本轮白酒提价潮关键词,新浪
6560,2020-07-06,特斯拉市值超丰田VS茅台股价超茅台酒,澎湃新闻
6561,2020-07-06,食品饮料行业中报前瞻：环比改善 强者恒强,新浪
6562,2020-07-06,茅台市值破2万亿，上证综指有望冲击3500-4000点？,中华网
6563,2020-07-06,【资本看酒】翻了310倍的茅台竟不是第一牛股？,凤凰网
6564,2020-07-06,【异动股】酿酒行业板块跌幅收窄，张裕B(200869-CN)0.0%,财华社
6565,2020-07-06,武汉成都变弱，长沙强省会！深圳吊打杭广！中国市值500强区域版图,前瞻研究院
6566,2020-07-06,股市狂欢、酒市渡劫，白酒动销难复，纷纷瞄准“下半场”收利,搜狐
6567,2020-07-06,【华创食饮】周观点：中报检验临近，聚焦业绩支撑,华创食饮
6568,2020-07-06,【方正食饮】中报前瞻：疫情受益板块延续趋势，白酒环比改善，关注现金流,虎哥的研究
6569,2020-07-06,白酒渠道调研：名酒渠道稳步恢复 下半年品牌将加速集中,佳酿网
6570,2020-07-06,陕西柳林酒日销量突破3180万元,中国白酒网
6571,2020-07-06,【华创·周知道】经济不均衡修复对政策的映射（20200706）,华创证券研究
6572,2020-07-06,淡季不淡 酒企纷纷调高白酒价格,新浪
6573,2020-07-05,【招商食品|最新】白酒企业年初目标进度如何，需要调整吗？,招商食品饮料
6574,2020-07-05,食品饮料行业周报：老窖股东大会彰显信心 坚守确定性,新浪
6575,2020-07-04,券商领涨吹响“冲锋号角” 妖股凯撒文化高位徘徊,财富动力网
6576,2020-07-04,华致酒行：名酒经销商净利增速可观 好一个茅台概念股！,搜狐
6577,2020-07-04,巨丰访谈：大盘放量站上3000点大象起舞风格暗示什么？,搜狐
6578,2020-07-04,零研月报：5 月多数品类增速步入稳定增长区间,新浪
6579,2020-07-04,汽车板块集体爆发 民族品牌指数上涨0.34%,上证报
6580,2020-07-04,业绩对赌恐落空 古井贡酒追逐200亿梦想,中国经营报
6581,2020-07-03,贵州茅台昨市值近2万亿超920家上市公司之和,搜狐
6582,2020-07-03,市场“买醉”:茅台不停涨 白酒涨不停,佳酿网
6583,2020-07-03,搭上茅台顺风车 习酒上半年营收超50亿元,证券日报
6584,2020-07-03,白酒股领跌A股市场酒鬼酒(000799.SZ)逼近跌停,格隆汇
6585,2020-07-03,题材 | 高端白酒景气有望延续,中邮证券
6586,2020-07-03,贵州酒企业现存量超2.7万家 全国排名第二,中国白酒网
6587,2020-07-03,酒业涨价潮起 是“满血”复活还是“贫血”慌张？,佳酿网
6588,2020-07-02,白酒股新高连连！茅台五粮液“涨疯了” 还买得吗？,金融投资报
6589,2020-07-02,成交破10000亿，微信群炸锅，券商股暴涨，聪明资金成交破纪录，最强白马名单出炉,证券时报网
6590,2020-07-02,白酒企业注册量十年增长340％，云贵川三省夺魁,中国白酒网
6591,2020-07-02,白酒股“喝高”背后：销售恢复同期水平，中高端白酒价格上行,澎湃新闻
6592,2020-07-02,信披漏洞：二股东解质泸州老窖延迟2周才公告 业绩如常还得多久？,投资时报
6593,2020-07-02,白酒正在上演最后的疯狂,Wind
6594,2020-07-02,老窖股东大会透露白酒行业风向：市场将进一步向高端品类集中,金融投资报
6595,2020-07-02,白酒迎来“红七月” 茅五续创新高,金融投资报
6596,2020-07-02,巨·热点｜主板市场迎来强势上涨 绩优蓝筹板块获青睐！,巨丰财经
6597,2020-07-02,吃吃喝喝！食品饮料上半年涨嗨了，下半年该如何走？,格隆汇
6598,2020-07-02,大消费行业：可选消费边际改善 消费信心仍待恢复,华安证券
6599,2020-07-02,茅台股价又飞天，但上半年食饮板块涨幅之王却不是它,时代周报
6600,2020-07-02,营收逐渐掉队、股权问题被搁置，处境尴尬的剑南春如何突围？,中金在线
6601,2020-07-02,【银河食品饮料】中期策略：后疫情消费时代，价值出发,中国银河证券研究
6602,2020-07-02,白酒类成分股强势领涨 民族品牌指数跑赢大盘,上证报
6603,2020-07-02,李秋喜调研汾酒包装板块建设,中国白酒网
6604,2020-07-01,医药白酒相继加速 留意接下来谁会接力,腾讯网
6605,2020-07-01,A股白酒股集体“喝高”背后 是资本躁动还是市场回暖？,证券日报
6606,2020-07-01,山西汾酒发生大宗交易成交折价率11.81%,证券时报网
6607,2020-07-01,翻了310倍的茅台竟不是第一牛股，白酒板块为何这么牛？,凤凰网
6608,2020-07-01,抱团“买醉”：5只涨停8只创出历史最高 喝酒行情又来了？,第一财经
6609,2020-07-01,仿佛又看到了2015牛市的氛围，这次牛真的来了吗？,新浪
6610,2020-07-01,【万联大消费-食品饮料】食品饮料5月及618线上数据分析专题报告,万联证券研究所
6611,2020-07-01,"山西汾酒现1笔大宗交易 共成交5,069.20万元",新浪
6612,2020-07-01,上证破3000，但创业板跌了,新浪
6613,2020-07-01,行业复苏中高端白酒掀起涨价潮,中国商报
6614,2020-07-01,“喝酒行情”嗨翻了 茅台股价盘中突破1500元！,中投网
6615,2020-07-01,白酒板块无疑是今日助推股指上行的主要力量,证券时报网
6616,2020-07-01,巨·热点｜市场风格切换 一二线蓝筹走强 主力关注哪些补涨机会？,巨丰财经
6617,2020-07-01,A股七月开门红！沪指大涨1.38%，白酒地产齐发力,中新经纬
6618,2020-07-01,A股大突破！“牛市旗手”爆发，大行情要来了？,证券日报
6619,2020-07-01,青花郎上调至1299元 业内专家称“以涨价换销量会把资本端做死”,中华网
6620,2020-07-01,多酒企开启涨价模式量价齐升白酒股疯涨茅台破1500元续创新高,财华社
6621,2020-07-01,“喝酒”行情火火火，茅台股价一度站上1500元！热点开花，A股重返3000点，“七翻身”来了？,每日经济新闻
6622,2020-07-01,A股大突破牛市旗手爆发 7月精选金股请及时收藏,新浪
6623,2020-07-01,"""牛市旗手""爆发大行情来了?7月金股请收藏",证券时报
6624,2020-07-01,A股突破3000点！更有茅台股价1500元，一股比一瓶酒还贵,中国基金报
6625,2020-07-01,贵州茅台股价1500元首超酒价，总市值1.88万亿稳居A股第一,搜狐
6626,2020-07-01,沪指涨0.91%重上3000点！白酒股狂欢，地产股走强,中新经纬
6627,2020-07-01,白酒大涨！茅台突破1500元 泸州老窖涨停,联商网
6628,2020-07-01,酿酒板块涨疯了！贵州茅台股价突破1500元，五粮液市值突破7000亿,证券时报网
6629,2020-07-01,巨丰投顾独家解读：酿酒个股纷纷创新高 华致酒行市场潜力如何？,巨丰财经
6630,2020-07-01,白酒股领涨，贵州茅台市值稳居第一，下半年品牌酒有望涨价丨牛熊眼,第一财经
6631,2020-07-01,白酒股早盘集体拉升 老白干酒涨逾6%,中国经济网
6632,2020-07-01,没完没了的直播，谁赚了便宜？,酒业新闻网
6633,2020-07-01,涨价，打开市场的新空间,酒业新闻网
6634,2020-07-01,2020年上半年复盘：前方将是坦途 还是地雷阵？,格隆汇
6635,2020-07-01,直播带货的“快攻”与“慢炖”,酒业新闻网
6636,2020-07-01,A股下半年预期向好因素增多“小康牛”会来吗,中国经济时报
6637,2020-06-30,21公司获得增持评级-更新中,中财网
6638,2020-06-30,上半年白酒板块涨超23%：洋河逆势跌2% 口子窖最烂,新浪
6639,2020-06-30,上半年白酒板块涨超23%：酒鬼酒翻倍 口子窖最差,新浪
6640,2020-06-30,明天，奔富389、407就涨价了！,糖酒快讯
6641,2020-06-30,剑南春营收不及茅台五分之一 “茅五剑”的红利还能吃多久？,GPLP犀牛财经
6642,2020-06-30,12月7日—12月12日：酒业一周大事记,糖酒快讯
6643,2020-06-30,【华创食饮｜中期策略】紧握龙头溢价，加配低估改善,华创食饮
6644,2020-06-30,63股今日获机构买入评级,证券时报网
6645,2020-06-30,山西汾酒(600809)：国改新三年 看青花玻汾双轮驱动,华安证券
6646,2020-06-30,快讯：白酒概念异动拉升 酒鬼酒涨4%,新浪
6647,2020-06-30,茅台强化板块信心 后续如何看板块投资机会？,佳酿网
6648,2020-06-30,A股早报2020年6月30日星期二,Wind
6649,2020-06-30,晨会0630 | 曲折复苏市场震荡,中信建投证券研究
6650,2020-06-30,“喝酒吃药”行情延续 近半数成分股逆势上涨,上证报
6651,2020-06-30,中信建投2020下半年食品饮料行业展望：疫情影响渐弱，投资回归主线逻辑,中信建投证券研究
6652,2020-06-30,沪深股指小幅回调业绩预增个股值得关注,重庆商报
6653,2020-06-29,黄鹤楼2020年17亿收入、1.87亿净利承诺或落空 承诺失信,中国白酒网
6654,2020-06-29,食品饮料行业周报：端午延续分化 高端酒需求刚性表现最优,新浪
6655,2020-06-29,A股共发生109宗大宗交易成交31.85亿元（6月29日）,Wind
6656,2020-06-29,"山西汾酒现3笔大宗交易 共成交23,519.05万元",新浪
6657,2020-06-29,29日强势板块分析：医疗保健板块大幅走高 免税概念再活跃,证券时报网
6658,2020-06-29,民族品牌指数微跌0.28% 山西汾酒领涨,上证报
6659,2020-06-29,今世缘Q1收入净利双降：旗下国缘宣布提价 或为冲刺全年业绩目标 盈利能力下降,新浪
6660,2020-06-29,端午酒水消费平淡 行业分化明显,佳酿网
6661,2020-06-29,【华创·周知道】鱼尾行情继续演绎，优化配置结构（20200629）,华创证券研究
6662,2020-06-29,新华社民族品牌指数4月以来涨逾20%,中证报
6663,2020-06-28,【民生食饮】周观点0629：啤酒行业需求持续向好，伊利迎来中长期战略买点,MS食品饮料
6664,2020-06-28,快讯观察 | 老名酒的复兴，命运之战！,糖酒快讯
6665,2020-06-28,酒类食品饮料：端午延续分化 三季度重点关注次高端需求恢复,新浪
6666,2020-06-28,食品饮料行业周报：端午的平淡与厂商的理性,新浪
6667,2020-06-28,新华社民族品牌指数9只成分股4月以来涨幅超30%,中证网
6668,2020-06-28,娟食品饮料行业周报：把握复苏趋势 寻找确定性标的及边际改善机会-行业周报,新浪
6669,2020-06-28,18家白酒上市公司9成扩产，产能“逆战”，谁能穿越周期？,中国白酒网
6670,2020-06-27,玖藏西凤酒：逆行者的6月风暴,酒业新闻网
6671,2020-06-27,食品饮料行业2020年中期投资策略：把握确定性成长标的 寻找边际改善投资机会-行业投资策略,新浪
6672,2020-06-27,历史新高的五粮液 还能继续投资吗？,格隆汇
6673,2020-06-26,男人消费能力不如狗？你又被骗了！,前瞻研究院
6674,2020-06-25,中高端白酒再掀涨价潮 行业春天来了？,中国商报
6675,2020-06-25,开业仅3天！海口一酒行被查扣270瓶假“汾酒”“茅台”,搜狐
6676,2020-06-25,6·18酒类消费战报出炉，“茅五剑”依旧笑傲,糖酒快讯
6677,2020-06-24,食品饮料行业重点公司20H1业绩前瞻：龙头确定性强 Q2环比改善明显,新浪
6678,2020-06-24,山西汾酒6月24日大宗交易成交1.81亿元,证券时报网
6679,2020-06-24,"山西汾酒现1笔大宗交易 共成交18,114.85万元",新浪
6680,2020-06-24,山西汾酒：重点布局南方市场 线上保持高增长,佳酿网
6681,2020-06-24,探路“资本化” 酒商转型新一轮进阶开启,佳酿网
6682,2020-06-24,快讯：白酒股早盘延续强势 舍得酒业大涨近5%,新浪
6683,2020-06-24,市场“醉了”：白酒涨价 酒厂门口货车司机熬夜排队买酒,央视
6684,2020-06-24,五粮液宣布不再发展传统商家,南都报
6685,2020-06-24,茅台，“绑架”了中国人半个多世纪,腾讯网
6686,2020-06-23,“涨价函”密集发布！大货车却熬夜排队“抢购”！白酒市场为何“醉了”？,央视
6687,2020-06-23,大变天，炒房不如拥抱核心资产！(附龙头股复盘),新浪
6688,2020-06-23,消费行业日报：茅台战略签约浪潮 共同推进“智慧茅台”建设,新浪
6689,2020-06-23,直逼1500元！疯狂的贵州茅台,Wind
6690,2020-06-23,沪指维持窄幅震荡态势，“喝酒吃药”行情再现,环球外汇网
6691,2020-06-23,23日强势板块分析：网游概念表现亮眼 酒类股大幅走高,证券时报网
6692,2020-06-23,巨·热点｜市场高位窄幅调整 防御性行业受青睐！,巨丰财经
6693,2020-06-23,光大证券食品饮料行业2020年下半年投资策略：疫情催分化 重估确定性,金融界
6694,2020-06-23,白酒端午专题之山西：省内市场逐步修复 清香龙头蓄势待发,新浪
6695,2020-06-23,谁说炒房不如炒股,新浪
6696,2020-06-23,端午消费时点临近，酒类股大幅走高，伊力特涨逾9%,证券时报网
6697,2020-06-23,茅台新增直销渠道 五粮液召开营销工作会,佳酿网
6698,2020-06-23,白酒的复苏行情来了？,佳酿网
6699,2020-06-23,后疫情期白酒格局呈现6个特点，酒企该如何应对？,中国白酒网
6700,2020-06-23,民族品牌指数跌0.63% 医药股表现较为强势,上证报
6701,2020-06-22,6·18中高端白酒成交额同比增4倍,北京商报
6702,2020-06-22,消费行业日报：啤酒行业供需同步抬升 建议把握确定性机遇,新浪
6703,2020-06-22,暴涨638倍！A股百倍股来了，第一牛股是它！这份潜力牛股名单请收藏,证券时报网
6704,2020-06-22,食品饮料周专题：食品饮料2020年中报业绩前瞻,新浪
6705,2020-06-22,【外资流入提振板块，消费复苏仍在进行——方正食品饮料200621】,虎哥的研究
6706,2020-06-22,6月22日券商晨会研报汇编,证券日报
6707,2020-06-22,【华创食饮】青岛啤酒：行业景气向好，千亿市值可期,华创食饮
6708,2020-06-22,巨丰早评：蓝筹股指数行情仍将强化,巨丰财经
6709,2020-06-21,【华创食饮】周观点：品牌力的一价三知：稳价、挺价与提价,华创食饮
6710,2020-06-21,【招商食品|最新】白酒企业年初目标进度如何，需要调整吗？,招商食品饮料
6711,2020-06-21,【开源食饮周报0621】社零数据验证行业回暖，啤酒复苏势头强劲,宇光看食饮
6712,2020-06-21,【招商食品|专题】疫情反复，对21年白酒春节动销影响几何？,招商食品饮料
6713,2020-06-21,创业板指数涨势逼人 A股弥漫“牛市”味道,财富动力网
6714,2020-06-20,贵州茅台新签22家直销渠道商,中证网
6715,2020-06-20,民族品牌指数创新高 核心资产获外资大举加仓,上证报
6716,2020-06-20,贵州茅台新签22家直销渠道商,中证报
6717,2020-06-19,财报解读 | 郎酒股份：实控人汪俊林“弃医从商” 重整上市之路募资超70亿元 减资破产,中金在线
6718,2020-06-19,酣客X茂盛∣两大行业独角兽的相遇——创造茂盛公司最快战略合作纪录,糖酒快讯
6719,2020-06-19,最壕者10派9元：分红实施季 这些股分红今日生效,新浪
6720,2020-06-19,超重磅：上证指数改了这类股将被剔除 新股纳入将延时,新浪
6721,2020-06-19,直逼历史最高峰！北向资金1天爆买180亿，多只股票尾盘陡现异动,中证报
6722,2020-06-19,行情要来？北向资金爆买180亿，历次数据揭秘后期大盘走势,证券时报
6723,2020-06-19,行情要来？北向资金爆买180亿，历次数据揭秘后期大盘走势,证券时报网
6724,2020-06-19,创业板指刷新逾四年新高 北向资金净买入超180亿,上证报
6725,2020-06-19,白酒行业周报：茅台坚定增长目标 牛栏山购物节成交火爆,华福证券有限责任公司
6726,2020-06-19,火爆“618”大促加速消费复苏零售、白酒等概念股领涨茅台创新高,财华社
6727,2020-06-19,酒业高端化趋势明显 京东超市618中高端酒成交额同比去年增长4倍,佳酿网
6728,2020-06-19,【股市午评】两市指数高位震荡沪指涨0.39% 消费板块领涨,上海有色
6729,2020-06-19,茅台股价触及1440元，再创历史新高,上游新闻
6730,2020-06-19,快讯：酿酒行业涨2.24% 板块获10.4亿元大单资金净买入,证券日报
6731,2020-06-19,创业板创4年新高！贵州茅台、恒瑞医药双双再创新高，市场情绪被彻底点燃,格隆汇
6732,2020-06-19,白酒板块走强，金种子酒涨逾8%，山西汾酒、水井坊、五粮液、顺,--
6733,2020-06-19,快讯：白酒概念板块持续拉升 金种子酒涨7%,新浪
6734,2020-06-19,白酒板块业绩成长稳健 贵州茅台是行业龙头,中国报告大厅
6735,2020-06-19,今世缘在白酒板块大热时遭二股东减持缘为何？ 减持股份,佳酿网
6736,2020-06-19,消费行业日报：天猫618女性消费者购买茅台占比高达三成,新浪
6737,2020-06-19,19家白酒企业全部飘红 下半年需求改善趋势确定,佳酿网
6738,2020-06-19,汾酒加码电商预计全年营收增长20%,北京商报
6739,2020-06-18,【开源食饮每日资讯0618】华统股份调整华统转债转股价至9.39元,宇光食饮日讯
6740,2020-06-18,山西汾酒：半年报营收预计增长，考虑与头部主播合作,中国白酒网
6741,2020-06-18,2020即将过半，这场论坛打响中国酒业升级发令枪！,和讯
6742,2020-06-18,87股即将实施分红 山西汾酒派现最大方,证券时报网
6743,2020-06-18,白酒概念再显强势！白酒消费攀升,佳酿网
