,2021-12-30,研发 | KRAS G12C抑制剂研发激烈，安进已拔得头筹，诺华、贝达药业、再鼎医药等陆续跟进,CPhI制药在线
575,2021-03-09,国盛证券--医药生物行业周报：全民免疫迫在眉睫，新冠疫苗的热点问题怎么看【行业研究】,金融界股吧
576,2021-03-08,浙江：代表委员畅谈税收“获得感”,中国税务报
577,2021-03-08,医药行业周报：从政府工作报告厘清医药投资逻辑,新浪
578,2021-03-07,医药板块估值有多贵？哪些估值贵？【东吴医药朱国广团队|0307周报】,国广有话说
579,2021-03-07,贝达药业董事长丁列明：加快在医院全面实行强制安检,第一财经
580,2021-03-07,网售处方药风险如何防范？贝达药业丁列明两会建言一文解密,投资时报
581,2021-03-07,医药与健康护理行业周报：业绩确定性高 继续看好医药龙头公司,新浪
582,2021-03-07,全国人大代表、贝达药业董事长丁列明：加快自主创新药上市审批速度 杜绝网售处方药“滥用”风险,中证网
583,2021-03-06,年销30亿“神药”退市！知名药企遭重罚，恒瑞、豪森、迈瑞……医药界千亿富豪曝光 食药监处罚,米内网
584,2021-03-05,两会时间 | 全国人大代表、贝达药业董事长丁列明：完善网售处方药医保报销机制,经济观察网
585,2021-03-04,人民金融·创新药指数涨0.81% | 艾力斯肺癌“神药”获批上市，荣昌生物重磅品种就要获批了,证券时报网
586,2021-03-04,贝达药业：甲磺酸贝福替尼胶囊上市申请获受理 肺癌治疗领域或将再添新军,金融界
587,2021-03-04,生物药“集采禁区”被打破，格局重构谁是最大赢家？,Wind
588,2021-03-04,贝达药业抗肿瘤新药获批临床试验，拟用于晚期实体瘤治疗,新京报
589,2021-03-03,贝达药业(300558.SZ)：甲磺酸贝福替尼胶囊药品注册申请获受理,格隆汇
590,2021-03-03,全国人大代表丁列明：资本对创新药的过度追捧或导致泡沫现象,中新经纬
591,2021-03-03,贝达药业一治疗晚期实体瘤创新药获准临床试验,上证报
592,2021-03-03,贝达药业(300558.SZ)：BPI-21668片用于治疗晚期实体瘤获批临试,格隆汇
593,2021-03-03,贝达药业：BPI-21668片获批药品临床试验,中证网
594,2021-03-03,午间公告：长春高新子公司、贝达药业获批开展药物临床试验,e公司
595,2021-03-03,贝达药业PI3Kα抑制剂BPI-21668获批临床,新浪
596,2021-03-02,贝达药业：目前在针对恶性肿瘤的大分子免疫治疗方面布局了多个产品,每日经济新闻
597,2021-02-26,医药行业2020年报及2021年一季报业绩前瞻：2020分化巨大 21Q1恢复良好,新浪
598,2021-02-26,人民金融·创新药指数涨0.8% 多个新药临床试验结果积极,证券时报
599,2021-02-25,晚间重要公告2021年2月25日星期四,Wind
600,2021-02-25,贝达药业(300558.SZ)：BPI-361175 片获临床试验批准通知书,智通财经
601,2021-02-25,贝达药业：BPI-361175片临床试验获批,Wind
602,2021-02-25,贝达药业：BPI-361175片获得临床试验批准,e公司
603,2021-02-22,医药行业周报：趁医药回调良机 布局高景气板块,西南证券
604,2021-02-20,【浙商医药|孙建】周报：“恐高”回调，坚守主线,杏林建研
605,2021-02-20,医药生物行业深度报告：双抗时代 渐入佳境,新浪
606,2021-02-18,医药与健康护理行业周报：国内疫情向好 仍需紧密关注防控政策,新浪
607,2021-02-17,贝达药业(300558)：三代EGFR-TKI BPI-D0316临床数据 结果与其他同类产品相似,新浪
608,2021-02-14,港股IPO|贝达药业拟A+H股上市，两款自研癌症靶向创新药已商业化,资本邦
609,2021-02-10,贝达药业，来自杭州的生物科技企业，拟香港IPO上市,资本邦
610,2021-02-10,贝达药业递交赴港IPO申请 已有两款自研癌症靶向创新药在中国上市,新浪
611,2021-02-09,犀牛财经晚报：拜腾回应上市传闻博泰与上汽通用五菱举报腾讯垄断,GPLP犀牛财经
612,2021-02-09,赴港上市贝达药业单品独大难题何解,北京商报
613,2021-02-09,A股共发生146宗大宗交易成交40.76亿元（2月9日）,Wind
614,2021-02-09,"贝达药业现3笔大宗交易 共成交12,200.75万元",新浪
615,2021-02-09,贝达药业今日大宗交易成交92.50万股，成交价131.9元折价5.77%,Wind
616,2021-02-09,贝达药业(300558.SZ)向香港联交所递交境外上市外资股(H股)上市申请,智通财经
617,2021-02-09,早间公告2021年2月9日星期二,Wind
618,2021-02-09,贝达药业：向香港联交所递交H股上市申请并刊发申请资料,中证网
619,2021-02-09,贝达药业(300558.SZ)于2月8日向香港联交所递表,格隆汇
620,2021-02-08,新股消息 | A股上市公司贝达药业递表港交所，已有两款自研癌症靶向创新药在中国上市,智通财经
621,2021-02-08,贝达药业今日大宗交易成交11万股，成交价131.6元折价6.21%,Wind
622,2021-02-08,早间公告2021年2月8日星期一,Wind
623,2021-02-08,医药生物行业：第二款国产新冠疫苗获批上市 看好疫苗大时代背景下的新冠增量,新浪
624,2021-02-08,医药行业周报：第四批集采落地 持续看好创新及相关产业链CXO,西南证券
625,2021-02-07,医药生物行业2020业绩前瞻：2020板块分化明显 下半年医疗服务等有序复苏,新浪
626,2021-02-07,医药生物行业周报：新冠变异后是否需要常态化免疫加强？智飞新高后继续强烈看好,新浪
627,2021-02-07,贝达药业：公司产品尚在专利保护期内的1类新药，不在带量采购范围之内,Wind
628,2021-02-05,2月5日晚间重要行业研究汇总(附股),中金在线
629,2021-02-05,顶梁柱“埃克替尼”竞争加剧 贝达药业能否焕发新生命？,新浪
630,2021-02-05,赴港上市，贝达药业能否焕发新生命？,网易
631,2021-02-04,贝达药业(300558.SZ)发行境外上市外资股(H股)申请获证监会受理,智通财经
632,2021-02-04,贝达药业：H股首发申请获证监会受理,中证网
633,2021-02-04,午间公告2021年2月4日星期四,Wind
634,2021-02-04,贝达药业(300558.SZ)：赴港上市申请获中国证监会受理,格隆汇
635,2021-02-03,医药生物2月月报：寻业绩主线 重点关注CXO等高增长赛道,新浪
636,2021-02-02,医药行业周报：短期流动性收紧 如何看医药后市机会？,西南证券
637,2021-02-01,中泰证券--贝达药业：业绩表现亮眼，创新管线不断丰富【公司研究】,金融界股吧
638,2021-02-01,贝达药业：争做国产创新药研发的标杆企业,21世纪经济报道
639,2021-02-01,贝达药业(300558)：恩沙替尼与埃克替尼研究数据亮眼 Q4超预期,新浪
640,2021-02-01,贝达药业(300558)：业绩表现亮眼 创新管线不断丰富,新浪
641,2021-02-01,国金证券--贝达药业：公司业绩稳步增长，恩莎替尼一线数据更新【公司研究】,金融界股吧
642,2021-01-30,贝达药业(300558)：业绩超预期 即将进入多产品驱动时代,新浪
643,2021-01-29,贝达药业(300558)2020年业绩预告点评：扣非业绩高增长 埃克替尼有望稳步增长,新浪
644,2021-01-29,“抗癌第一股”贝达药业准备赴港上市！它会复制泰格医药的走势吗？,云掌财经
645,2021-01-29,贝达药业(300558)：业绩大超预期 恩沙替尼开始贡献收入 Q4表现亮眼,新浪
646,2021-01-29,贝达药业预计2020年度归母净利润5.89亿-6.58亿 同比增逾1.5倍,全景网
647,2021-01-29,中泰证券--医药生物行业周报：CRO/CDMO行情将如何延续？长坡厚雪，未来可期【行业研究】,金融界股吧
648,2021-01-28,贝达药业：2020年度净利预增155%-185%,格隆汇
649,2021-01-28,贝达药业(300558.SZ)预计2020年度归母净利润同比增长155.00%至185.00%,智通财经
650,2021-01-28,贝达药业：2020年净利润同比预增155%至185%,中证网
651,2021-01-28,专访贝达药业丁列明： 拓荒中国创新抗癌药，打造“非凡TKI”,新康界
652,2021-01-28,港股IPO|贝达药业拟赴港上市，旗下肺癌国产新药已获批上市,资本邦
653,2021-01-28,2020年四季度基金医药持仓点评：四季度公募基金医药重仓持股小幅下降 头部聚集趋势延续,新浪
654,2021-01-27,贝达药业拟发行“H股”,新浪
655,2021-01-25,医药生物行业周报：2020Q4公募基金重仓医药持仓几何？继续强调Q1医药躁动期,新浪
656,2021-01-25,深度|百亿爆款基份额缩水一半，新基金加速“输血”老基金,第一财经
657,2021-01-25,55股获券商买入评级 富满电子目标涨幅达109.21%,Wind
658,2021-01-24,今年超火爆新募基金会建仓哪些票？这里有迹可循,上证报
659,2021-01-22,贝达药业(300558.SZ)股东温州特瑞西创拟计划减持不超过1239万股 拟减持股份,智通财经
660,2021-01-22,贝达药业(300558.SZ)：股东温州特瑞西创拟减持不超3%股份 拟减持股份,格隆汇
661,2021-01-22,贝达药业：温州特瑞西创拟减持不超过总股本3% 拟减持股份,Wind
662,2021-01-22,贝达药业(300558)：KRAS抑制剂受理 肺癌市场潜力巨大,新浪
663,2021-01-22,盘点：国内在研的15款 T790M “EGFR-TKI”,药渡
664,2021-01-21,盘后公告集锦|东方日升与福莱特签订近90亿元光伏玻璃重大销售合同 药明康德、江铃汽车年度净利大幅预增,财联社
665,2021-01-21,贝达药业(300558.SZ)：BPI-421286胶囊药品临床试验申请获受理,格隆汇
666,2021-01-20,71股获券商买入评级，中铁工业目标涨幅达63.93%,Wind
667,2021-01-19,BETTA(贝达)：ABIGALPHA,新浪
668,2021-01-18,医药生物行业：创新药周报,新浪
669,2021-01-18,医药生物：中国创新药是否到了国际化的拐点？,新浪
670,2021-01-18,创新药行业实用投资手册2021：持续进化中的中国创新药大时代,新浪
671,2021-01-18,医药行业政策点评：第四批集采开标在即 持续看好创新药及相关产业链,西南证券
672,2021-01-15,贝达药业(300558.SZ)：股东济和创投解除质押956.1万股,格隆汇
673,2021-01-15,贝达药业1类新药BET抑制剂获批临床,药明康德
674,2021-01-15,艾德证券期货：贝达药业拟申请在港交所主板上市,新浪
675,2021-01-14,贝达药业(300558.SZ)：BPI-23314获临床试验批准通知书,智通财经
676,2021-01-14,贝达药业(300558.SZ)：BPI-23314片用于晚期恶性实体瘤的药品临床试验申请已取得批准,格隆汇
677,2021-01-13,谁能打败恒瑞医药？,锦缎
678,2021-01-12,Wind快讯|每日医药行业动态（2021-01-12）,Wind
679,2021-01-11,贝达药业：MCLA-129注射液药品临床试验申请获受理,e公司
680,2021-01-11,贝达药业(300558.SZ)：MCLA-129注射液药品临床试验申请获受理,格隆汇
681,2021-01-11,医药生物/行业周报：关注业绩超预期的机会,新浪
682,2021-01-11,每日“药”闻|全球医疗健康产业投融资额创纪录；河北新增40例,读懂财经
683,2021-01-10,微评丨医疗影响力排行榜：诺诚健华、惠泰医疗、联影医疗、联合健康,搜狐
684,2021-01-07,贝达药业(300558.SZ)提名童佳为非独立董事候选人,智通财经
685,2021-01-07,贝达药业：为提高资金使用效率 拟使用不超8亿元暂时闲置募集资金进行现金管理,发布易
686,2021-01-07,贝达药业：拟发行H股并申请在香港联交所主板挂牌上市,中证网
687,2021-01-07,贝达药业拟发行H股并申请在港交所主板上市,上证报
688,2021-01-07,贝达药业(300558.SZ)：预计2021年日常关联交易总额不超5000万元,格隆汇
689,2021-01-07,贝达药业(300558.SZ)：拟用募集资金置换1.77亿元先期投入,格隆汇
690,2021-01-07,午间公告2021年1月7日星期四,Wind
691,2021-01-01,券商首次关注8股并给予买入评级（1月1日）,Wind
692,2020-12-31,贝达药业(300558.SZ)：凯铭投资解押570万股及新增质押350万股 贝成投资解押810万股,格隆汇
693,2020-12-31,贝达药业(300558)：埃克替尼持续增长 恩沙替尼上市,新浪
694,2020-12-31,杭州资本牵手贝达药业，投资4亿元医药产业基金,投资界
695,2020-12-28,医药生物行业跨市场周报：融合与共生 重视药店板块回调后的配置价值,光大证券
696,2020-12-25,研发日报丨恒瑞医药CDK 4/6抑制剂3期临床研究达主要终点,新浪
697,2020-12-25,贝达药业BPI-361175药品获准临床,北京商报
698,2020-12-24,前三季度净利增速212%！5家优质公司纳入创50指数,魔都资产管理人
699,2020-12-24,贝达药业：BPI-21668片药品临床试验申请获得受理,资本邦
700,2020-12-24,早间公告2020年12月24日星期四,Wind
701,2020-12-24,贝达药业(300558.SZ)：BPI-21668片药品临床试验申请获受理,格隆汇
702,2020-12-22,贝达药业：BPI-361175片药品临床试验申请获受理,格隆汇
703,2020-12-22,医药生物行业周报：“三重行业红利 五重公司催化”助推智飞生物 强调Q1医药躁动机会,新浪
704,2020-12-21,临床I期产品引来艾伯维买下使用权，加科思今日上市，如何？,药智网
705,2020-12-21,加科思-B正式登陆港交所：开盘涨超14% 高瓴、启明为股东,新浪
706,2020-12-21,医药行业周报：如何选股？创新赋能、制造升级和降本增效,新浪
707,2020-12-21,第四批药品集采倒计时，医药行业将加速创新转型,Wind
708,2020-12-18,贝达药业：恩沙替尼计划于明年向美国FDA申报一线治疗适应症的上市申,格隆汇
709,2020-12-18,人民金融·创新药指数涨1.39% 11个创新药获批临床,证券时报
710,2020-12-17,肺癌创新药贝美纳：开出中国首张处方单,经济网
711,2020-12-17,电鳗快报|公司募资1个亿 股东套现9个亿 “单腿”走路的贝达药业“缺钱”,电鳗快报
712,2020-12-16,那些进医保的药品，卖得咋样？,赛柏蓝
713,2020-12-16,今日，国产首个肺癌ALK抑制剂“恩沙替尼”开出第一张处方,医药云端工作室
714,2020-12-16,药品谈判进医保后，销售额达标了吗？,医药经济报
715,2020-12-15,贝达药业(300558.SZ)：1013.86万股股份将于12月17日上市,智通财经
716,2020-12-15,首款国产肺癌ALK抑制剂恩沙替尼首单出库,每日经济新闻
717,2020-12-15,Wind快讯|每日医药行业动态（2020-12-15）,Wind
718,2020-12-14,贝达药业(300558.SZ)：在研新药BPI-43487临床试验获批,格隆汇
719,2020-12-14,贝达药业：在研新药BPI-43487获得临床试验批准通知书,e公司
720,2020-12-14,贝达药业：在研新药BPI-43487临床试验获批,Wind
721,2020-12-14,研发日报丨恒瑞氟唑帕利胶囊、海思科环泊酚注射液获批上市,新浪
722,2020-12-14,天风证券：创新药行业 十年十倍赛道下的巨头与新规,新浪
723,2020-12-14,医药生物行业周报：2021医药“春季躁动”有望提前到来 关注医药消费投资机会,新浪
724,2020-12-12,上市公司正负面新闻2020年12月12日星期六,Wind
725,2020-12-11,贝达药业(300558.SZ)：3名股东拟合计减持不超930.892万股 拟减持股份,格隆汇
726,2020-12-11,贝达药业(300558.SZ)股东贝成投资拟减持818万股 拟减持股份,智通财经
727,2020-12-11,贝达药业：浙江贝成投资等拟合计减持不超过2.31%公司股份 拟减持股份,Wind
728,2020-12-10,贝达药业(300558.SZ)拟以2230万元剥离贝莱特以聚焦公司核心优势业务发展,智通财经
729,2020-12-10,贝达药业(300558.SZ)：子公司拟2230万元向医药科技转让所持贝莱特100%的股权 资产异常,格隆汇
730,2020-12-10,2021年度策略行业策略：医药黄金时代行情不会缺席 2021只是更加极致聚焦,新浪
731,2020-12-07,【光大金工|定增周报】天味食品等10个项目本周完成发行，募资比例均达100%,EBQuant
732,2020-12-07,医药生物行业周报：狂犬单抗未来会是大品种吗？再次强调12月是医药底部布局期,新浪
733,2020-12-07,医药行业周报：医药反弹OR反抽？,西南证券
734,2020-12-03,【异动股】精准医疗板块拉升，贝达药业(300558-CN)涨6.32%,财华社
735,2020-12-02,贝达药业(300558.SZ)披露定增报告书：鹏华基金、银华基金、UBSAG及J.P.Morgan等均参投,格隆汇
736,2020-12-02,【浙商医药|周报】如何选股？创新赋能、制造升级和降本增效,杏林建研
737,2020-12-01,回顾2018年药品集采，创新走向更高质量发展--医药行业周报（2020.11.23-2020.11.27）,兴证医药健康
738,2020-11-30,贝达药业(300558.SZ)收到埃克替尼术后辅助治疗临床试验数据核查通知,格隆汇
739,2020-11-30,贝达药业(300558.SZ)：贝成投资减持期届满 累计减持436.05万股 减持股份,格隆汇
740,2020-11-30,贝达药业：贝成投资合计减持1.09%公司股份 减持股份,Wind
741,2020-11-30,67个新药获批临床：恒瑞、先声、石四药,赛柏蓝
742,2020-11-30,医药生物行业报告：把握业绩好 确定性较强的子行业,新浪
743,2020-11-30,医药行业周报：医药板块延续调整 关注优秀细分领域龙头机会,新浪
744,2020-11-30,恒瑞、先声、石四药……67个新药获批临床！豪森拿下首个口溶膜制剂，默沙东新药来了,米内网
745,2020-11-29,医药行业一周观察：板块延续弱势调整 年度策略推荐三条主线,新浪
746,2020-11-27,贝达药业(300558.SZ)：股东YINXIANGWANG减持期届满累计减持214.38万股 减持股份,格隆汇
747,2020-11-27,贝达药业：股东减持0.53%股份，减持计划期间届满 拟减持股份,Wind
748,2020-11-25,抗癌“姐妹花”：继凯美纳后 贝达药业又一款TKI获批,东方药网
749,2020-11-24,创新药行业周报：贝达药业ALK抑制剂恩沙替尼获批,新浪
750,2020-11-24,医药生物行业周报：医保谈判进入关键阶段 创新药可及性进一步提升,新浪
751,2020-11-23,400亿创新药龙头逆市大跌 北上资金抄底这些医药股 连续下跌,第一财经
752,2020-11-23,400亿创新药龙头逆市大跌 已连跌5个月 连续下跌,新浪
753,2020-11-23,Wind快讯 每日医药行业动态（2020-11-23）,Wind
754,2020-11-23,“亦庄智造”填补治疗肺癌国产创新药空白,北京商报
755,2020-11-22,十余年厚积薄发 贝达药业获批首个国产ALK抑制剂,证券日报网
756,2020-11-22,贝达药业(300558)：恩沙替尼获批 看好中长期发展,新浪
757,2020-11-22,医药生物行业周报：调整提供布局良机 拥抱长期成长和确定性,新浪
758,2020-11-20,暴涨暴跌中：哪些医药股最值得投资？,新浪
759,2020-11-20,贝达药业(300558)：获批首个国产ALK抑制剂 NSCLC领域实现两翼齐飞,新浪
760,2020-11-20,中环股份签单超60亿元合同 这些科技股或表现抢眼,巨丰财经
761,2020-11-20,【国金晨讯】贝达药业：恩莎替尼即将上市，公司业绩新增驱动；南微医学：股权激励草案发布，彰显未来发展信心,国金证券研究所
762,2020-11-20,贝达药业(300558)：恩莎替尼即将上市 公司业绩新增驱动,国金证券股份有限公司
763,2020-11-19,人民金融·创新药指数涨1.4% | 贝达药业重磅新药获批上市，多家公司布局肥胖症药物,证券时报网
764,2020-11-19,贝达药业盐酸恩沙替尼药品注册审批完毕等待制证,企查查
765,2020-11-19,午间公告2020年11月19日星期四,Wind
766,2020-11-19,贝达药业(300558.SZ)：盐酸恩沙替尼胶囊注册申请处待制证阶段,格隆汇
767,2020-11-19,贝达药业盐酸恩莎替尼获批上市,e公司
768,2020-11-17,100亿市场震荡！首个国产ALK抑制剂获批上市；多家企业布局，正大天晴、齐鲁、复星,药智网
769,2020-11-17,Wind快讯 每日医药行业动态（2020-11-16）,Wind
770,2020-11-16,医药行业周报：医药子板块表现分化 关注医保谈判进程,新浪
771,2020-11-16,贝达药业(300558.SZ)：FENLAI TAN减持期届满 累计减持46.1万股 减持股份,格隆汇
772,2020-11-16,贝达药业：FENLAI TAN减持0.11%股份，减持计划时间区间届满 拟减持股份,Wind
773,2020-11-16,国产抗肿瘤药获准临床，为境内外均未上市的创新品种,制药网
774,2020-11-16,贝达药业新药BPI-23314获准临床,北京商报
775,2020-11-13,A股早报2020年11月13日星期五,Wind
776,2020-11-13,股海导航 11月13日沪深股市公告提示,新浪
777,2020-11-12,公告精选：酿酒股现涨停潮 金徽酒等提示风险,e公司
778,2020-11-12,贝达药业：BPI-23314药品临床试验申请获得受理,e公司
779,2020-11-12,贝达药业(300558.SZ)：BPI-23314药品临床试验申请获受理,格隆汇
780,2020-11-12,人民金融·创新药指数涨1.6% | 9个创新药临近上市，贝达药业重磅新药就要批了,证券时报网
781,2020-11-12,贝达药业大涨5.01%，振幅5.46%,中新经纬
782,2020-11-12,病毒防治概念股集体拉升，复星医药、乐普医疗涨幅居前,Wind
783,2020-11-10,药企天广实冲刺科创板IPO 2019年营收仅8.82万元,中国网
784,2020-11-10,药企天广实冲刺科创板IPO 2019年营收仅8.82万元,中新经纬
785,2020-11-08,冠脉支架集采落地，医疗耗材利空压制释放【东吴医药朱国广团队|1106周报】,国广有话说
786,2020-11-07,医药行业：细分板块高增长 持仓变化不改医药高景气,新浪
787,2020-11-07,贝达药业：美化报表护航定增,证券市场周刊
788,2020-11-06,医药行业2021年投资策略：“双循环”背景下 “创新升级＋进口替代”引领医药大时代,西南证券
789,2020-11-05,医药生物行业上市公司2020年三季报小结：疫情影响逐渐消退 关注高成长大龙头+细分冠军,新浪
790,2020-11-03,贝达药业：CM082肾癌适应症临床数据已锁库，拟明年申报NDA,Wind
791,2020-11-02,上海谊众：“三无”闯关科创板,证券市场周刊
792,2020-11-02,创业板企业三季度业绩同比平均增长30%,Wind
793,2020-11-02,前三季度整体业绩亮眼，成创业板11周年“生日礼”,Wind
794,2020-11-02,疫情影响逐渐消退，关注高成长龙头+细分冠军--医药生物上市公司2020年三季报小结,兴证医药健康
795,2020-11-02,【浙商医药|三季报】创新药研发高景气有望持续，看好CDMO业绩加速,杏林建研
796,2020-10-30,贝达药业(300558)2020三季报点评：埃克替尼稳健增长 业绩符合预期,新浪
797,2020-10-30,贝达药业(300558)：埃克替尼Q3恢复增长 静待新品获批,西南证券
798,2020-10-30,贝达药业(300558)：现金流稳步提升 创新品种将迎来密集收获期,新浪
799,2020-10-29,谁大涨3000%？谁大跌1600%？237家A股生物医药企业三季度业绩如何？ 盈利能力下降,E药经理人
800,2020-10-29,贝达药业(300558)：业绩符合预期 埃克替尼保持较快增长,新浪
801,2020-10-28,【天风医药】贝达药业：前三季度净利润高增长，埃克替尼销量稳步增长,思医辨药
802,2020-10-28,贝达药业：前三季度净利润同比增长158.8%,Wind
803,2020-10-27,贝达药业(300558.SZ)第三季度归母净利润同比增长232.74%至3.7亿元,智通财经
804,2020-10-27,贝达药业(300558.SZ)：前三季度净利升158.80%至5.14亿元,格隆汇
805,2020-10-27,贝达药业：前三季度净利润5.14亿元 同比增长158.8%,中证网
806,2020-10-27,贝达药业今日大宗交易成交5.30万股，成交价100.0元折价8.34%,Wind
807,2020-10-26,医药生物行业周报：医药板块短期调整 寻找长期优质标的,新浪
808,2020-10-23,恒瑞为什么是第一？“创新100强”四梯级榜单公布，TOP10药企临床试验占据中国半壁江山！,E药经理人
809,2020-10-23,贝达药业主力产品正式进入优先审评程序 新药研发进展缓慢,证券之星
810,2020-10-23,融资客青睐13股，海越能源买入占比高达48.17%,Wind
811,2020-10-22,研发日报｜阿斯利康新冠疫苗巴西试验出现1例患者死亡,新浪
812,2020-10-22,贝达药业(300558.SZ)股东杭州贝昌减持296.68万股 减持时间已满 减持股份,智通财经
813,2020-10-22,贝达药业：盐酸埃克替尼片正式进入CDE优先审评程序,新浪
814,2020-10-22,午间公告2020年10月22日星期四,Wind
815,2020-10-22,贝达药业(300558.SZ)：埃克替尼新适应症上市许可申请纳入优先审评程序,格隆汇
816,2020-10-22,贝达药业：杭州贝昌减持计划时间届满，累计减持0.74%股份 拟减持股份,Wind
817,2020-10-19,高瓴再出手！8亿亏损能否助力加科思癌症疗法走向新纪元？ 亏损,野马财经
818,2020-10-19,医药生物行业周报：冠脉支架国采方案落地 头部企业有望相对受益,新浪
819,2020-10-19,医药生物行业报告：持续看好流感及肺炎相关疫苗销售 关注医药三季报业绩主线,新浪
820,2020-10-19,创业板指跌幅扩大至1%，乐普医疗、贝达药业、欧普康视、康龙化成领跌,Wind
821,2020-10-15,【天风医药】贝达药业：前三季度净利润高增长，埃克替尼销量稳步增长,思医辨药
822,2020-10-15,贝达药业(300558.SZ)：控股股东凯铭投资质押396万股,格隆汇
823,2020-10-15,一图解码：加科思药业赴港IPO王印祥继贝达药业后的二次创业,财华社
824,2020-10-15,人民金融·创新药指数涨0.9% |智飞生物、贝达药业等公司的8个重磅药品有望在年底左右获批，18个报产创新药纳入优先审评,证券时报网
825,2020-10-15,贝达药业(300558)：归母业绩高增长 埃克替尼保持良好增长态势,新浪
826,2020-10-15,贝达药业(300558)：业绩表现亮眼 Q3埃克替尼销售出色 2020全年可期,新浪
827,2020-10-14,贝达药业(300558.SZ)：前三季净利预增145%至175%,格隆汇
828,2020-10-14,贝达药业前三季盈利4.86亿元~5.46亿元，投资收益贡献近半利润,证券时报网
829,2020-10-14,贝达药业：前三季度预计净利润同比增长145.0%~175.0%,Wind
830,2020-10-14,贝达药业(300558.SZ)预计前三季度归母净利润同比上升145%至175%,智通财经
831,2020-10-14,新股前瞻丨加科思：王印祥离开贝达药业（300558.SZ）后的底气,智通财经
832,2020-10-14,"医药生物行业2020三季度业绩前瞻：板块分化明显 医疗服务等板块有
序复苏",新浪
833,2020-10-13,明星创新药公司加科思赴港上市 创始人曾缔造贝达药业,IPO早知道
834,2020-10-13,明星创新药公司加科思赴港上市，创始人曾缔造贝达药业,Ofweek
835,2020-10-12,创新药三季度报告：创新力量集中于头部企业，全球首创新药取得突破，肿瘤药扎堆存风险,证券时报网
836,2020-10-12,医药生物行业周报-三季报前瞻：整体乐观 强者恒强,新浪
837,2020-10-12,医疗保健专题报告：医药行业2020年三季报业绩前瞻,新浪
838,2020-10-10,加科思：光环能换来股价吗？,格隆汇
839,2020-10-09,9股今日获机构买入评级,证券时报网
840,2020-10-09,医药生物行业：10月医药板块会扭转颓势吗？,新浪
841,2020-10-09,贝达药业(300558)：梯度产品链形成 自主创新可期待,新浪
842,2020-10-06,嘉兴和剂药业完成2.8亿元A轮融资，贝达药业、泰格医药等共同投资,投资界
843,2020-09-30,贝达药业(300558.SZ)：收到浙江贝达医药100%股权第二期股权转让款 资产异常,格隆汇
844,2020-09-30,贝达药业(300558.SZ)：股东凯铭投资质押384万股,格隆汇
845,2020-09-29,贝达药业(300558.SZ)拟10亿元投建创新药产业化(嵊州)基地项目,格隆汇
846,2020-09-27,医疗健康行业周报 | 康立明生物完成6亿元C轮融资；荣昌生物ADC药物获FDA突破性疗法认定；2019年中国医疗器械进出口总额554.87亿美元,36氪
847,2020-09-27,医药行业一周观察：海外第二波疫情来袭 关注检测板块业绩弹性,新浪
848,2020-09-27,医药生物行业研究：2020年CSCO大会群星闪耀 24张图表详细梳理亮点荟萃,新浪
849,2020-09-25,贝达药业(300558.SZ)：特瑞西创减持868.79万股减持计划实施完毕 减持股份,格隆汇
850,2020-09-25,贝达药业：特瑞西创合计减持2.165%公司股份 减持股份,Wind
851,2020-09-25,贝达药业：10月15日前发业绩预告，定增对象未确定,Wind
852,2020-09-25,贝达药业 靶向抗癌新药上市申请获受理,北京商报
853,2020-09-24,贝达药业(300558.SZ)聘任吴灵犀担任董事会秘书,智通财经
854,2020-09-24,贝达药业：公司变更董事会秘书 董监高成员变化,Wind
855,2020-09-24,又一上市企业注销子公司 为求发展 药企纷纷走上“瘦身”路 减资破产,新浪
856,2020-09-24,"贝达药业现1笔大宗交易 共成交1,381.36万元",新浪
857,2020-09-24,贝达药业今日大宗交易成交12.68万股，成交价108.94元折价5.14%,Wind
858,2020-09-23,贝达药业「埃克替尼」新适应症报上市 用于术后辅助治疗,东方药网
859,2020-09-23,贝达药业(300558)：辅助治疗新适应症报产 埃克替尼继续绽放,新浪
860,2020-09-22,贝达药业(300558.SZ)：股东凯铭投资解除质押256.3万股,格隆汇
861,2020-09-22,贝达药业(300558.SZ)：埃克替尼于术后辅助治疗的上市许可申请获得受理,智通财经
862,2020-09-22,贝达药业(300558.SZ)控股股东凯铭投资解质256.3万股,智通财经
863,2020-09-21,金工定向增发跟踪周报,新浪
864,2020-09-21,医药生物行业周报：CSCO、ESMO大会召开 关注创新药产业链,新浪
865,2020-09-21,贝达药业：预计出售子公司“浙江贝达”股权可提升年度业绩,Wind
866,2020-09-18,500ETF暂停融券卖出有何深意？,Wind
867,2020-09-17,500ETF暂停融券卖出有何深意？,第一财经
868,2020-09-17,贝达药业：“恩沙替尼”国内二线治疗上市申报现场核查已完成,Wind
869,2020-09-16,贝达药业股价大幅回调，市场错杀还是风险暴露？,新浪
870,2020-09-15,贝达药业(300558.SZ)向特定对象发行股票申请获中国证监会注册批复,格隆汇
871,2020-09-11,业绩压力大，药企纷纷出售资产“瘦身” 资产异常,制药网
872,2020-09-10,3亿人民币转让4家药企无人问津，上市药企出售资产成风背后的逻辑是什么？ 资产异常,E药经理人
873,2020-09-10,复星医药(600196)：贝伐珠单抗类似药报产 生物药进入收获期,新浪
874,2020-09-10,贝达药业：“恩沙替尼”上市申报现场核查已完成,Wind
875,2020-09-09,沪指失守3300点 仍存进一步震荡盘整可能,大众证券报
