,2021-12-31,2021年最后一天，碧桂园“归零”,华尔街见闻
8513,2020-09-06,房地产行业：去杠杆不变 楼市将新高,新浪
8514,2020-09-06,“三道红线”之下，地产股估值逻辑生变,红周刊
8515,2020-09-06,资本月报｜政府提出房企融资“三条红线”，进一步规范融资环境（2020年8月）,克而瑞地产研究
8516,2020-09-06,[兴证地产]新房二手房周报：本周新房成交同环比均提升,YCMProperty
8517,2020-09-05,2020H1中报房地产行业综述：房企整体去杠杆 龙头盈利能力及ROE水平具较强韧性,新浪
8518,2020-09-05,上市房企8月销售淡季不淡，“金九银十”或可期,Wind
8519,2020-09-05,焦点里的长三角楼市：“慢声细语”式管控,Wind
8520,2020-09-04,帝欧家居(002798)：价值底已现 重申“买入”评级,新浪
8521,2020-09-04,泰禾回复半年报问询：买家退房属个案，正与各方确定债务重组方案 问询,搜狐
8522,2020-09-04,房企8月统计月报： 业绩持续向好 “三道红线”触发房企广积粮,资本邦
8523,2020-09-04,钢丝上狂奔的融信：超级杠杆、“地王”收割机、债务循环游戏,搜狐
8524,2020-09-04,地产江湖大变局：三道红线之下，谁兴谁衰？,新浪
8525,2020-09-04,万科、恒大、碧桂园、融创集体转身之问：龙头房企四巨头如何活下去？,经济观察报
8526,2020-09-04,万科不需要恒大,亿欧网
8527,2020-09-04,房企上半年业绩普降 下半年降负债成主旋律 盈利能力下降,观察者网
8528,2020-09-04,万科“现金为王”战略见效 业绩、财务结构全面领跑行业,红周刊
8529,2020-09-04,2020上半年房企现金50强：囤钱2.4万亿丨中报榜单③,乐居财经
8530,2020-09-04,"贝壳市值超房企龙头万科,左晖究竟做对了什么?",新浪
8531,2020-09-04,2020年8月房企销售融资点评：百强房企销售增速继续提升 行业融资规模小幅上行,新浪
8532,2020-09-04,万科A(000002)：销售连续高增 多元精彩纷呈,新浪
8533,2020-09-04,年中看数据|2020房企半年报观察：增速普遍放缓 积极探索多元化业务,新华网
8534,2020-09-04,万科A(000002)单月金额增速超30%、新增项目权益比提升,天风证券
8535,2020-09-04,龙头房企集体转身：从业务多元到如何活下去,经济观察网
8536,2020-09-04,【华创地产袁豪团队】房地产20H1财报综述：业绩暂弱、销售强劲，预计报表韧性依旧,地产豪声音
8537,2020-09-04,房企信用资质研究系列之债务篇(下)：房企综合债务压力图鉴,新浪
8538,2020-09-04,A股融资融券日报：两融余额增加7.94亿元（9月3日）,Wind
8539,2020-09-04,61股获券商买入评级，金运激光目标涨幅达88.49%,Wind
8540,2020-09-04,证券时报头版评论：贝壳市值=1.23个万科凭的是将经纪人的规模扩张限制打破,格隆汇
8541,2020-09-04,泰禾集团股份有限公司关于对深圳证券交易所《半年报问询函》的回复公告 问询,证券日报
8542,2020-09-04,贝壳市值=1.23个万科凭什么,证券时报
8543,2020-09-03,宋卫平走后，曾经的那个绿城正在消失,新浪
8544,2020-09-03,泰禾回复半年报问询：销售退回属个案、债务重组仍在确定中 问询,观点地产网
8545,2020-09-03,泰禾349亿债违约，7亿商票有违约嘛？ 违约失信,新浪
8546,2020-09-03,164家上市房企半年净利总额暴跌24% 盈利能力下降,经济观察报
8547,2020-09-03,泰禾集团回复问询函：债务重组方案正在与各方确定中 问询,Wind
8548,2020-09-03,TOP30房企“期中考”：23家房企毛利率下滑，建业、中梁负债率超90% 盈利能力下降,搜狐
8549,2020-09-03,卖房的干不过卖酱油的？海天市值超过2个万科A,搜狐
8550,2020-09-03,万科A前8个月累计销售金额382.2亿 同比增长2.79%,中国网
8551,2020-09-03,卖酱油卖出超6000亿元市值 海天味业被高估了吗？,中国商报
8552,2020-09-03,光大证券--万科A跟踪报告：地产基本盘全年业绩有支撑，资产管理价值释放渐行渐近【公司研究】,光大证券
8553,2020-09-03,占1.5万亩基本农田建猪场！牧原股份扩产能逐暴利遭叫停调查 其他违规处罚,中国新闻周刊
8554,2020-09-03,【华创地产袁豪团队】万科8月销售点评：销售连续高增，多元精彩纷呈,地产豪声音
8555,2020-09-03,万科前8月累计销售额4382.2亿,网易
8556,2020-09-03,造房的不如卖房的！贝壳市值=万科+融创，这是什么逻辑？,证券时报
8557,2020-09-03,万科前8月合同销售4382.2亿元 同比增长2.79%,北京商报
8558,2020-09-03,“三道红线”之后，房企：“我还有机会吗？”,36氪
8559,2020-09-03,城南好房推荐!银川购房者看这里!,搜狐
8560,2020-09-03,华西证券房地产行业2020年8月销售数据点评：销售进一步提速，各梯队基本面持续向好,华西证券
8561,2020-09-03,港股公告精选 | 万科、碧桂园8月销售额同比增涨超30%,新浪
8562,2020-09-03,A股融资融券日报：两融余额增加98.95亿元（9月2日）,Wind
8563,2020-09-03,万亿机构炒股路线曝光！一板块成“弹药”聚集地,券商中国
8564,2020-09-03,138股获券商买入评级，会畅通讯目标涨幅达93.60%,Wind
8565,2020-09-03,房企融资“三条红线”明年正式实行！易德资本解读新规对房地产行业的影响,新浪
8566,2020-09-03,房企中报透视：销售增速降低常态化 “三道红线”融资新规如箭在弦,乐居财经
8567,2020-09-03,造房的不如卖房的!贝壳市值=万科+融创什么逻辑?,e公司
8568,2020-09-03,北岸在崛起大咖企业抢滩布局哈尔滨片区,东北网
8569,2020-09-03,8月万科销售额587亿元环比微降，新增开发项目13个 盈利能力下降,澎湃新闻
8570,2020-09-03,上市公司正负面新闻2020年9月3星期四,Wind
8571,2020-09-03,万科企业股份有限公司,上证报
8572,2020-09-03,苏州再现百亿土拍 房企三巨头碧万融和本地国企同台竞技,观点地产网
8573,2020-09-03,销售增长终回正 卖了4382.2亿的万科买地审慎力度回落,观点地产网
8574,2020-09-02,格隆汇港股聚焦(9.02)︱碧桂园、万科8月销售额同比增逾三成,格隆汇
8575,2020-09-02,公募REITs申报如火如荼！诸多优质项目蓄势待发,新浪
8576,2020-09-02,万科Ａ现2笔大宗交易总成交金额8956.50万元,证券时报网
8577,2020-09-02,房地产也到了下半场,读懂财经
8578,2020-09-02,万科谈两部门重点房企座谈会:认真研究、尽快适应,新浪
8579,2020-09-02,万科首8月合同销售微增至4382.2亿 新增16个项目,观点地产网
8580,2020-09-02,公告精选：万科、碧桂园8月销售金额均同比大增,e公司
8581,2020-09-02,海天味业股价再创新高 酱油和市值谁先摸到“天花板”？,每日经济新闻
8582,2020-09-02,万科：前8月合约销售金额4382.2亿元,中国网
8583,2020-09-02,万科：8月合同销售金额人民币587.2亿元,新浪
8584,2020-09-02,万科援救泰禾故事：“没感觉到实质变化”,新浪
8585,2020-09-02,亿翰股份--万科A：多元化业务营业收入首披露，净负债率再下降至27%【公司研究】,新浪
8586,2020-09-02,苏州市109.89亿元出让7宗住宅用地 万科、融创、碧桂园各有斩获,中国网
8587,2020-09-02,房地产行业2020年中报总评-去杠杆的全产业链影响,新浪
8588,2020-09-02,万科27.27亿元苏州相城区拿地 溢价率13.85%,观点地产网
8589,2020-09-02,万科27.27亿元竞得苏州市相城区一宗住宅用地 溢价率14.00%,中国网
8590,2020-09-02,中泰证券--万科A：销售业绩持续边际改善，低杠杆高现金静待投资机会【公司研究】,中泰证券
8591,2020-09-02,昆明80%的区域房价超1.5w有几个地方却逆势下跌,搜狐
8592,2020-09-02,万科子公司重庆万翠置业因违规建设被罚 年内重庆区子企业被罚没超130万 关联方问题,中华网
8593,2020-09-02,住建部、央行请热点城市和龙头房企召开座谈会，房价会降吗,中国经济周刊
8594,2020-09-02,A股融资融券日报：两融余额增加35.99亿元（9月1日）,Wind
8595,2020-09-02,【兴证固收. 信用】房企综合债务压力图鉴——房企信用资质研究系列之债务篇（下）,兴证固收研究
8596,2020-09-02,房地产行业日报：前8月房企拿地规模同比增长,新浪
8597,2020-09-02,上半年业绩增速放缓 龙头房企将着力优化资本结构降低负债率 盈利能力下降,中证网
8598,2020-09-02,百强房企8月销售金额同比增长29.2%,上证报
8599,2020-09-02,龙头房企将着力优化资本结构降低负债率,中证报
8600,2020-09-02,8月楼市AB面：销售冲高调控收紧，新一轮促销潮酝酿,Wind
8601,2020-09-02,【华创地产袁豪团队】8月房企销售点评：淡季销售再超预期，估值仓位历史底部,地产豪声音
8602,2020-09-02,8月楼市AB面： 销售冲高调控收紧 新一轮促销潮酝酿,21世纪经济报道
8603,2020-09-01,万科A(000002)：地产业务稳健经营 新业务积极求变,广发证券
8604,2020-09-01,涨出一个万科,格隆汇
8605,2020-09-01,卖酱油的终于被卖水的赶超了，农夫山泉的成功给了我们三点启示,新浪
8606,2020-09-01,万科A(000002)中报点评：业绩稳增，下半年扩张有望提速,华泰证券
8607,2020-09-01,透市|物业公司加码市场化拓展 规模之争与整合之痛并行,中国网
8608,2020-09-01,万科的“摇摆”与他的“后半场”,环球老虎财经
8609,2020-09-01,“乘风破浪”者雅居乐：中期业绩逆势增长 多元业务开花结果,时代在线
8610,2020-09-01,上海浦东新场宅地14亿成交，楼面单价较四年前低6000元,Wind
8611,2020-09-01,华泰证券：万科业绩稳增，下半年扩张有望提速,乐居财经
8612,2020-09-01,房地产暴利已成往事，上市公司毛利率群体性下滑 盈利能力下降,第一财经
8613,2020-09-01,万科11.55亿元竞得东莞市一宗商住用地 溢价率26.9%,中国网
8614,2020-09-01,万科11.55亿元、溢价率27%摘东莞商住地 刷新片区最高楼面价,观点地产网
8615,2020-09-01,龙头猪企赚钱有多猛,经济网
8616,2020-09-01,A股融资融券日报：两融余额增加106.79亿元（8月31日）,Wind
8617,2020-09-01,【排雷】泰禾之殇！引发“三道红线”预警房企融资收紧？,财华社
8618,2020-09-01,2020年第35周地产周报：销售平稳向好 房企中期表现总体靓丽,新浪
8619,2020-09-01,房地产行业周报：长三角住房公积金一体化落地 物业中报业绩靓丽,新浪
8620,2020-09-01,“红橙黄绿”房企分档：告别借新还旧 降杠杆成必然,时代在线
8621,2020-08-31,火力全开！20个楼盘齐聚9月上新赛道，谁能成为黑马？,和讯
8622,2020-08-31,万科A(000002)：地产开发高确定性 多元业务协同并进,新浪
8623,2020-08-31,房企融资面临“三条红线” 助力行业平稳健康,云掌财经
8624,2020-08-31,平安证券--地产行业周报：成交延续向好 中报负债指标稳健,金融界
8625,2020-08-31,长城证券--万科A2020年半年报点评：业绩平稳增长、融资优势凸显【公司研究】,金融界
8626,2020-08-31,万科A(000002)2020年半年报点评：地产开发进入稳态 两翼业务持续扩展,新浪
8627,2020-08-31,史上首次细拆区域、首次披露多元化收入：龙头老大哥万科的行业价值,和讯
8628,2020-08-31,万科A(000002)业绩稳健、杠杆率处于低位,申万宏源
8629,2020-08-31,明星基金经理“隐形”重仓股全曝光,中国基金报
8630,2020-08-31,泰禾集团公告称将延期回复半年报问询函 万科：最大的善心来妥善处理合作 问询,中华网
8631,2020-08-31,万科底价7.58亿元烟台珠玑棚改地块 需回购安置住宅,观点地产网
8632,2020-08-31,万科底价7.58亿元竞得烟台芝罘区8万平商住地,中国网
8633,2020-08-31,一周公告合辑 | 房企年报季进入尾声 华润置地营收跌2.1% 保利置业溢利大跌7成,和讯
8634,2020-08-31,房企或将面临“三条红线”融资新规,广州日报
8635,2020-08-31,万科(000002)2020年中报点评：业绩维持稳健增长 物业服务战略升级,新浪
8636,2020-08-31,A股融资融券日报：两融余额增加31.43亿元（8月28日）,Wind
8637,2020-08-31,持续推进“硬环境”“软服务”双升级,光明网
8638,2020-08-31,每日理财观察：本周央行公开市场将有7500亿元逆回购到期,Wind
8639,2020-08-31,万科A（000002）：销售体现龙头优势，杠杆总量结构虎步行业,东兴证券
8640,2020-08-30,多元化营收约占8% 万科寻求地产主业增长,时代周报
8641,2020-08-30,房企业绩观察 | 万科上半年合同销售额3204.8亿元，不会放大杠杆谋发展,华夏时报
8642,2020-08-30,万科的2020上半年：回款减少、援手泰禾和保现金流,Wind
8643,2020-08-30,竞争加剧，房企距离千亿规模还差几座城？,新浪
8644,2020-08-30,万科A(000002)：业绩平稳释放 拿地较为审慎,新浪
8645,2020-08-30,计入恒大分红近8亿元 深圳控股上半年净利仍下降27.8% 盈利能力下降,经济观察网
8646,2020-08-30,万科的2020上半年：回款减少、援手泰禾和保现金流,经济观察网
8647,2020-08-30,进军养猪、接盘泰禾，这半年万科是怎么想的,AI财经社
8648,2020-08-30,万科A(000002)中报点评：业绩有所增长 融资优势明显,新浪
8649,2020-08-30,【地产】万科A（000002）：半年度业绩平稳增长，净负债率维持低位,天风研究
8650,2020-08-30,净负债率180%！绿地控股房地产合同销售金额及面积双下滑 盈利能力下降,投资时报
8651,2020-08-30,[兴证地产]新房二手房周报：本周成交同比持续正增长,YCMProperty
8652,2020-08-29,万科西北换“番号”背后,每日经济新闻
8653,2020-08-29,“三道红线”下的房企们 万科、龙湖、金茂等房企都表态了,每日经济新闻
8654,2020-08-29,以史为鉴，当前时点买银行地产，还是中小创？,中国基金报
8655,2020-08-29,半年报点评|万科：隐藏在稳健基本面下的多元化惊喜,中国网
8656,2020-08-29,房价又开始上涨了吗？房企半年报释放了啥信号,中国经济周刊
8657,2020-08-29,干货！起底万博板块，买房该怎么选？,和讯
8658,2020-08-29,万科A:上半年销售业绩破3000亿 持有现金远高于年内到期流动负债,新浪
8659,2020-08-29,以史为鉴，当前时点买银地保还是中小创？这份优质周期龙头名单收好，北上资金已潜伏它们,证券时报
8660,2020-08-29,万科2020上半年营收净利稳增长 新设西北区域事业集团,新浪
8661,2020-08-29,万科2020年上半年净负债率约27% 新增西北区域事业集团 偿债能力下降,证券日报
8662,2020-08-29,万科A(000002)2020年中报点评：开发进度受疫情影响有限 上半年业绩平稳增长,新浪
8663,2020-08-29,万科A(000002)：开发稳健发展 新业务价值逐步显性化,新浪
8664,2020-08-29,万科A(000002)半年报点评：业绩平稳增长 投资趋于审慎,华西证券
8665,2020-08-29,资色·深度 | 民间借贷被“变相降息” 房企融资或许又关闭了一扇门,和讯
8666,2020-08-29,三道红线终结房地产“三高”模式,Wind
8667,2020-08-29,万科A(000002)：主业稳健显峥嵘 多元业务露山水,西南证券
8668,2020-08-29,10位明星基金经理“心水股”首次披露,中国基金报
8669,2020-08-29,赚疯了，美股30强公司盈利榜出炉！贝壳市值超万科，小鹏汽车市值超广汽，美股有泡沫？,证券时报网
8670,2020-08-29,万科高管集中回应投资者热点问题,上证报
8671,2020-08-29,龙头房企净利增速放缓，转型步入深水区 盈利能力下降,Wind
8672,2020-08-29,房企“债”不动许多愁，高杠杆时代的终结？,21世纪经济报道
8673,2020-08-29,东莞宏远工业区股份有限公司2020半年度报告摘要,证券时报
8674,2020-08-29,"你问我答|大江东做投资,180万以内,买哪里?",搜狐
8675,2020-08-29,龙头房企净利增速放缓 转型步入深水区 盈利能力下降,21世纪经济报道
8676,2020-08-29,“三条红线”融资新规箭在弦上 房企“债”不动许多愁,21世纪经济报道
8677,2020-08-28,深圳控股：投资恒大累计分红近20亿 与万科合作密切接触中,新浪
8678,2020-08-28,朱民：贝壳估值远远高于万科，没任何问题,新浪
8679,2020-08-28,万科：持有1942.9亿元现金 现有项目可保证未来三年发展,中国经营网
8680,2020-08-28,直击万科中期业绩会 | 过去十年，万科是如何做TOD这道“必答题”的？,红周刊
8681,2020-08-28,万科祝九胜：当好农民种好地 做好自己的本分,新浪
8682,2020-08-28,降负债、增利润，看佳兆业如何做好加减法,读懂财经
8683,2020-08-28,万科这半年：守住了负债，稳不住增速,36氪
8684,2020-08-28,手持现金超1900亿！万科认真研究适应监管新规，阐释入股泰禾有何考虑,中证报
8685,2020-08-28,祝九胜：万科援手泰禾有底线，不会影响万科股东权益,南都报
8686,2020-08-28,万科的变与不变：净负债率低至27%，中西部区域分拆,时代周报
8687,2020-08-28,万科A(000002)2020年中报点评：净负债率明显下降 现金流状况优异,方正证券
8688,2020-08-28,房企融资新规明年铺开：有公司开始降杠杆，有公司称机会来了,澎湃新闻
8689,2020-08-28,上半年“日赚”约6800万万科称不会放大杠杆谋发展,中新网
8690,2020-08-28,万科上半年销售下滑 27%净负债率是稳健还是太保守？ 盈利能力下降,新浪
8691,2020-08-28,卖石油不如打酱油 市值远超中石化 海天味业半年赚了33亿,时代财经
8692,2020-08-28,观点直击｜区域失衡与入股泰禾 万科还预计年底毛利率更低(实录),观点地产网
8693,2020-08-28,祝九胜：入股成功与否取决于泰禾求生欲等 万科“将以最大善心处理好”,房地产报
8694,2020-08-28,万科:商业收敛主义下的利润阴影,新浪
8695,2020-08-28,万科中期净负债率将至历史低点，总裁祝九胜首谈入局泰禾初衷,第一财经
8696,2020-08-28,【会议直击】深圳控股：与万科保持密切合作聚焦大湾区发展,财华社
8697,2020-08-28,远离拥挤交易 拥抱低估值,股市动态分析
8698,2020-08-28,万科营业收入1463.5 亿 净负债率27.0%维持行业低位 偿债能力下降,新华网
8699,2020-08-28,首次约谈12家房企，恒大、融创、绿地、阳光城均脚踩“三线”,观察者网
8700,2020-08-28,年中看数据|万科营业收入1463.5亿净负债率27.0%维持行业低位 偿债能力下降,新华网
8701,2020-08-28,A股收盘：沪指收复3400点 5只白酒股创盘中历史新高,英为财情
8702,2020-08-28,【会议直击】万科中期纯利约125.1亿祝九胜：入股泰禾不影响股东权益,财华社
8703,2020-08-28,关于“三道红线”、关于资本市场、关于多元化发展……万科这样说,北京商报
8704,2020-08-28,12家房企9月底前提交降负债方案 2020房地产行业政策分析及投资前景,中研网
8705,2020-08-28,上半年万科营收1463.5亿元,信息时报
8706,2020-08-28,万科：新成立西北区域事业集团,新浪
8707,2020-08-28,万科A(000002)2020年中报业绩点评：结算不匹配 业绩拐点可期,新浪
8708,2020-08-28,万科上半年净利润125亿 祝九胜：尽快适应融资新规,网易
8709,2020-08-28,万科：能适应融资新规，收购泰禾能不能成要看他们的求生欲,Wind
8710,2020-08-28,万科：能适应融资新规，收购泰禾能不能成要看他们的求生欲,澎湃新闻
8711,2020-08-28,三道红线下的2020年房企半年报：利润普降，四家亮“红灯”,Wind
8712,2020-08-28,万科的本分与入股泰禾的底线丨半年报风云,乐居财经
8713,2020-08-28,吕华：深圳控股融入大湾区已经是既定的现实,观点地产网
8714,2020-08-28,"万科总裁回应入股泰禾:尽最大善心处理,底线是不影响股东权益",AI财经社
8715,2020-08-28,万科半年报：泊寓上半年新开业 1.89 万间，物业服务恐被碧桂园反超,投中网
8716,2020-08-28,房地产融资新规暂无明确时间表，执行细则仍待落地,Wind
8717,2020-08-28,2020年的楼市变了，今年已有380家房企破产 减资破产,新浪
8718,2020-08-28,万科祝九胜：泰禾能否活下去，取决于金融机构债权人态度,新浪
8719,2020-08-28,消息指“三条红线”划分四挡 12家房企需于9月底上交降档方案,观点地产网
8720,2020-08-28,万科：现金流持续为正，研究政策，尽快适应融资新政！,新浪
8721,2020-08-28,万科业绩发布会重磅！谈融资“三条红线”、入股泰禾 万科对适应监管新规有信心,金融界
8722,2020-08-28,万科A（000002）中报点评：业绩稳增财务稳健，拿地审慎多元发展,东北证券
8723,2020-08-28,万科总裁祝九胜：贝壳非常值得学习,时代财经
8724,2020-08-28,万科：不会加杠杆发展地产主业，没有分拆物业上市计划,新浪
8725,2020-08-28,地产财报局| 万科祝九胜：介入泰禾最终能否达成，首要素是泰禾本身求生欲,网易
8726,2020-08-28,万科企业发布中期业绩，总裁祝九胜回应三道红线 表示会认真研究，尽快适应,资本邦
8727,2020-08-28,万科祝九胜：会对泰禾尽全力，但战略入股成功与否取决于其自身求生欲,搜狐
8728,2020-08-28,21深度丨12家房企试点融资“三道红线”，将如何影响房地产融资划出,21世纪经济报道
8729,2020-08-28,万科祝九胜谈泰禾债务危机解题思路：求生欲、机构共识和政府引领 违约失信,新浪
8730,2020-08-28,盛视早参：美联储“祭出”新政 提振权益市场,新浪
8731,2020-08-28,万科总裁祝九胜：会尽快落实新的资金监管和融资管理规则的要求,中证网
8732,2020-08-28,祝九胜回应入股泰禾：底线是不影响万科本身,乐居财经
8733,2020-08-28,祝九胜回应“三道红线”：对适应新的规则有信心,21世纪经济报道
8734,2020-08-28,万科祝九胜：万科入股泰禾集团能不能最终成事取决于三大要素,上证报
8735,2020-08-28,镁刻·业绩会 |万科总裁祝九胜：入股泰禾最终能否成功，取决于泰禾的“求生欲”,每日经济新闻
8736,2020-08-28,万科回应ROE下行趋势：将坚持一贯稳健财务策略,观点地产网
8737,2020-08-28,万科：争取加入到第一批公募REITs,观点地产网
8738,2020-08-28,祝九胜回应万科参股泰禾：要么集体沉船，要么集体上岸,观点地产网
8739,2020-08-28,万科谈两部门重点房企座谈会：认真研究、尽快适应,新浪
8740,2020-08-28,“三道红线”下地产风向变了吗？万科总裁祝九胜这样看,新浪
8741,2020-08-28,万科祝九胜：泰禾后续进展取决于三个因素,中金在线
8742,2020-08-28,万科朱旭：希望加入到公募REITs的首批试点名单中,中国网
8743,2020-08-28,从“房上”到“农夫”，房地产跨界农业指南,搜狐
8744,2020-08-28,曝年报·现场丨祝九胜：万科将尽最大善行帮助泰禾，底线是不影响万科本身,和讯
8745,2020-08-28,万科料毛利率到年底仍有小幅回落的可能 盈利能力下降,观点地产网
8746,2020-08-28,万科韩慧华：毛利率下降是行业长期趋势,乐居财经
8747,2020-08-28,万科祝九胜：会对于泰禾尽全力，前提是不影响股东的收益水平,Wind
8748,2020-08-28,万科祝九胜：会对于泰禾尽全力 前提是不影响股东的收益水平,e公司
8749,2020-08-28,祝九胜：万科把自己的事情干好 很多东西不会去预测,观点地产网
8750,2020-08-28,祝九胜：TOD项目是万科这几年的投资重点,观点地产网
8751,2020-08-28,祝九胜指对万科就融资管理新规的适应能力充满信心,观点地产网
8752,2020-08-28,万科朱旭：受疫情影响的开竣工已经回温,北京商报
8753,2020-08-28,韩慧华：万科不会放大杠杆谋发展,乐居财经
8754,2020-08-28,万科王海武：未来将大力拓展城市服务业务,中国网
8755,2020-08-28,曝年报·现场丨王海武：成立西北区域事业集团，能更好深耕万科业务,和讯
8756,2020-08-28,万科总裁：整个行业的政策基调和导向没有实质变化,金融界
8757,2020-08-28,万科谈融资“三条红线”：会重点研究、执行,时代周报
8758,2020-08-28,万科首席运营官王海武：现有项目可支持公司未来2-3年发展,中证报
8759,2020-08-28,万科祝九胜：将TOD提到与城市更新并行的高度,Wind
8760,2020-08-28,万科韩慧华：坚持稳健经营 保持合理的盈利区间,中国网
8761,2020-08-28,镁刻·业绩会 |万科总裁祝九胜：对适应新的资金监管政策有信心,每日经济新闻
8762,2020-08-28,万科财务负责人：房地产行业ROE在下行方向上,格隆汇
8763,2020-08-28,朱旭：万科泊寓成熟期的项目出租率达到93.7%,观点地产网
8764,2020-08-28,万科祝九胜：保持现金为王 增强对资金监管新规的适应能力,中国网
8765,2020-08-28,万科王海武：坚持稳定投资 不追高也不保守,中国网
8766,2020-08-28,万科祝九胜：房地产行业的长期政策和调控基调不会有实质性变化,中国网
8767,2020-08-28,王海武：万科不会追高，但肯定也不会过分保守,观点地产网
8768,2020-08-28,万科祝九胜：将TOD提到与城市更新并行的高度,中国网
8769,2020-08-28,万科王海武：物流仓储及商业板块暂无明确上市计划,乐居财经
8770,2020-08-28,万科祝九胜：认真研究，尽快适应“三道红线”,乐居财经
8771,2020-08-28,万科首席运营官王海武：万科商业业务和物流业务目前没有上市计划,Wind
8772,2020-08-28,万科首席运营官王海武：万科商业业务和物流业务目前没有上市计划,e公司
8773,2020-08-28,万科财务负责人：房地产行业毛利率下降是一个长期趋势,格隆汇
8774,2020-08-28,万科总裁祝九胜：房地产行业长期的政策方向没有变化,e公司
8775,2020-08-28,万科首席运营官：确实希望未来商业和物流业务能上市,格隆汇
8776,2020-08-28,【华创地产袁豪团队】万科A中报业绩点评：主业平稳，多元开花,地产豪声音
8777,2020-08-28,万科祝九胜：万科财务稳健，对适应新的资金监管和融资管理规则有信心,乐居财经
8778,2020-08-28,万科首席运营官王海武：目前公司在手资源可以支撑2-5年的发展,e公司
8779,2020-08-28,万科：上半年实现净利125.1亿元 同比增长5.6%,我的钢铁
8780,2020-08-28,曝年报·现场丨祝九胜：万科会持续跟踪并认真研究融资新规，长期看我们非常有信心,和讯
8781,2020-08-28,曝年报·现场丨朱旭：上半年斥资321亿元新获项目55个,和讯
8782,2020-08-28,一文读懂万科业绩发布会：将认真研究尽快适应“三道红线”,证券时报
8783,2020-08-28,房地产板块拉升，万科A涨近3%,Wind
8784,2020-08-28,万科2020半年报：“后疫情”时期恢复发展态势，保持良好抗风险能力,凤凰网
8785,2020-08-28,万科总裁：对于重点房企融资管理资金规则要持续跟踪细化要求,格隆汇
8786,2020-08-28,[直播]万科：与大疆等公司开展员工租房等方面的合作,全景网
8787,2020-08-28,朱旭：万科成立西北区域业务集团 包含西安兰州等城市,乐居财经
8788,2020-08-28,万科A(000002)半年报点评：经营依旧稳健 融资优势明显,新浪
8789,2020-08-28,曝年报·现场丨朱旭：万科新设西北区域事业集团 覆盖陕西、甘肃等五省,和讯
8790,2020-08-28,曝年报·现场丨朱旭：万科物业营收55%来自万科以外项目，租赁整体出租率88%,和讯
8791,2020-08-28,朱旭：预计全年竣工面积将与年初计划基本持平,Wind
8792,2020-08-28,万科董秘朱旭：预计全年竣工面积将与年初计划基本持平,e公司
8793,2020-08-28,万科董秘朱旭：上半年来自房地产开发及相关资产经营业务的收入为1381.4亿元,Wind
8794,2020-08-28,万科董秘朱旭：万科成立西北业务集团,Wind
8795,2020-08-28,万科董秘朱旭：上半年来自房地产开发及相关资产经营业务的收入为1381.4亿元,e公司
8796,2020-08-28,万科董秘朱旭：万科成立西北业务集团,e公司
8797,2020-08-28,万科(02202-HK)多赚近6%下半年坚持积极售楼,财华社
8798,2020-08-28,曝年报·现场丨朱旭：万科有息负债以中长期为主，一年以上占比超六成,和讯
8799,2020-08-28,【国君地产|中报点评】万科A：结算不匹配，业绩拐点可期,小谢看地产
8800,2020-08-28,A股融资融券日报：两融余额增加32.37亿元（8月27日）,Wind
8801,2020-08-28,2020届“新生”——沈阳万科,乐居财经
8802,2020-08-28,万科A(000002)：销售、业绩表现稳健 关注下半年补地力度,新浪
8803,2020-08-28,保利投顾研究院地产早茶(8月28日),保利投顾研究院
8804,2020-08-28,中国平安半年报营运利润微增 万科上半年营收及净利均小幅上涨,深圳商报
8805,2020-08-28,万科上半年实现净利125.1亿元 持有现金近2000亿元,中证报
8806,2020-08-28,中交地产股份有限公司,上证报
8807,2020-08-28,城市更新成房企新一轮布局热点,新浪
8808,2020-08-28,万科上半年盈利125亿手握近2000亿现金,证券时报
8809,2020-08-28,旭辉、金科、绿城净利增长 万科持货币资金1943亿,新浪
8810,2020-08-28,万科上半年净赚125亿元 头部房企展现坚强韧性,新浪
8811,2020-08-28,新房网签量继续高位攀升 上周广州TOP10热销个盘大起底,南方财经网
8812,2020-08-27,万科新设西北区域事业集团 西安公司总经理任区首,观点地产网
8813,2020-08-27,直播互动丨万科2020年中期业绩推介会,全景网
8814,2020-08-27,万科：上半年实现净利125.1亿元 持有现金1942.9亿元,中证网
8815,2020-08-27,万科上半年营收净利稳步增长 持有货币资金1942.9亿元,证券日报
8816,2020-08-27,万科手握近2000亿现金 净负债率降至27%,e公司
8817,2020-08-27,镁刻·半年报 | 上半年净负债率降至27%，万科审慎应对“后疫情”时代,每日经济新闻
8818,2020-08-27,万科上半年销售额3204亿，泊寓开业项目整体出租率88%,澎湃新闻
8819,2020-08-27,万科Ａ(000002.SZ)半年度净利润升5.6%至125.1亿元,格隆汇
8820,2020-08-27,数读半年报|万科：上半年实现营业收入1463.5亿元 净负债率降至27%,中国网
8821,2020-08-27,万科半年净利润125亿、增长5.62% 持有货币资金1943亿,观点地产网
8822,2020-08-27,“后疫情”时期万科保持发展态势 2020上半年营收净利增长,新浪
8823,2020-08-27,万科半年报很稳健：盈利125.1亿同比增长5.6% ，手握逾1900亿现金,上证报
8824,2020-08-27,清华大学万科公共卫生与健康学院迎来首批学生,新浪
8825,2020-08-27,万科上半年营业收入1463.5亿元，同比增长5.1%,虎嗅网
