,2021-12-31,马笑传媒互联科技团队：2021年报告汇总,微信
1591,2020-08-24,分众传媒再度涨停，机构持续买入,Wind
1592,2020-08-24,46家公司获海外机构调研,证券时报网
1593,2020-08-24,分众传媒放量涨停 三机构合计买入4.32亿元,e公司
1594,2020-08-24,分众传媒龙虎榜数据（8月24日）,Wind
1595,2020-08-24,分众传媒再度涨停提振广告板块，华谊嘉信午后涨幅扩大至15%,Wind
1596,2020-08-24,分众传媒(002027)2020年中报点评：需求持续回暖 成本优化助力盈利增长强劲,新浪
1597,2020-08-24,8月24日早盘主力巨资抢筹四大板块(附股),金融界
1598,2020-08-24,A股异动|分众传媒(002027.SZ)再度冲击涨停板股价创约两年来新高,格隆汇
1599,2020-08-24,融资客青睐8股，浙江龙盛买入占比高达42.53%,Wind
1600,2020-08-24,A股融资融券日报：两融余额减少10.67亿元（8月21日）,Wind
1601,2020-08-24,A股早报2020年8月24日星期一,Wind
1602,2020-08-23,传媒行业周报：关注5G牌照、IP产业链的投资机会,新浪
1603,2020-08-22,方正传媒·数据周报·单日票房破2亿；教育部要求秋季学期恢复正常教学秩序｜2020年第34周,杨仁文研究笔记
1604,2020-08-21,【民生传媒周报】20200824：《我的侠客》付费侧开启，《八佰》带动院线行业加速复苏,MS互联网传媒
1605,2020-08-21,【新时代传媒】分众传媒（002027.SZ）：2020H1扣非净利同增63%，客户结构重构与点位调优助力业绩提振,关爱传媒成长小分队
1606,2020-08-21,9股特大单净流入资金超2亿元,证券时报网
1607,2020-08-21,分众传媒(002027)：利润超预期 经营拐点确立 向上趋势明确,新浪
1608,2020-08-21,千亿龙头被错估？分众传媒二季度净利7.86亿,环球老虎财经
1609,2020-08-21,龙虎榜：2.25亿资金涌入分众传媒孙哥加仓打板沧州明珠,金融界
1610,2020-08-21,8月21日龙虎榜，机构青睐这14股,证券时报网
1611,2020-08-21,影院广告骤降85%！这家千亿传媒巨头却涨停了,中国基金报
1612,2020-08-21,8月21日主力资金净流出201亿元,证券时报网
1613,2020-08-21,分众传媒中报亮眼今日涨停，外资交投活跃,Wind
1614,2020-08-21,分众传媒(002027)2020年上半年业绩点评：净利增长超预期 成本管控有效 盈利弹性空间大,新浪
1615,2020-08-21,中报点评 | 分众传媒：中报超预期，持续重点推荐高经营杠杆下，需求复苏带来利润高弹性,CSC传媒互联网研究
1616,2020-08-21,结束连续6个季度的利润下滑 分众传媒走出低谷期了吗？ 盈利能力下降,新浪
1617,2020-08-21,覆盖3.1亿城市主流人群，分众传媒逆势增长上半年净利润超8亿,每日经济新闻
1618,2020-08-21,分众传媒半年营收46亿元 二季度楼宇媒体日消品广告收入逆势增长25%,中国证券网
1619,2020-08-21,分众传媒大数据创新产品获客户认可效果显现 未来发展被多家券商看好,和讯
1620,2020-08-21,中报业绩推动机构重仓股冲板，投资人直呼“反弹超预期”！,21世纪经济报道
1621,2020-08-21,消费大白马罕见冲击涨停，走势完爆科技股！业绩超预期股名单来了，这个特征出牛股（附股）,证券时报网
1622,2020-08-21,分众传媒(002027)走出疫情影响，持续复苏可期,杨仁文研究笔记
1623,2020-08-21,A股午盘综述：上证指数半日升0.78%，食品、日化、白酒、苹果板块造好,Wind
1624,2020-08-21,电梯里看直播？分众做不了“安静美男”,新浪
1625,2020-08-21,快讯：分众传媒涨停 报于7.01元,金融界
1626,2020-08-21,分众传媒计提资产减值准备1.97亿元 上半年净利8.23亿元 资产异常,资本邦
1627,2020-08-21,分众传媒盘中涨停！市值重回千亿,金融界
1628,2020-08-21,分众传媒高开7%,第一财经
1629,2020-08-21,A股异动 | 分众传媒(002027.SZ)涨停 上半年扣非净利同比增长62.9%,格隆汇
1630,2020-08-21,传媒板块拉升 分众传媒、金科文化涨停,中证网
1631,2020-08-21,分众传媒(002027)：Q2业绩好于预期 客户结构持续改善,新浪
1632,2020-08-21,分众传媒封住涨停板，上半年扣非净利同比增长62.9%,Wind
1633,2020-08-21,歌尔股份、韦尔股份、分众传媒集体大幅高开，受益于中报业绩利好,Wind
1634,2020-08-21,上调评级至买入策略选股（8月21日）,Wind
1635,2020-08-21,分众传媒(002027)：业绩大超预期 经营拐点已现,新浪
1636,2020-08-20,分众传媒第二季度逆市增长，千亿龙头被市场错估了吗？,读懂财经
1637,2020-08-20,晚间重要公告2020年8月20日星期四,Wind
1638,2020-08-20,业绩快报 | 分众传媒上半年实现营收46.1亿，扣非净利同比增长62.9%,36氪
1639,2020-08-20,分众传媒半年报营收46亿二季度快消品广告同比增25％,雷帝触网
1640,2020-08-20,分众传媒：上半年营收46.1亿元 二季度快消品同比增长25%,中证网
1641,2020-08-20,众半年营收46亿 Q2楼宇媒体日用消费品广告收入增25％,和讯
1642,2020-08-20,分众传媒半年报出炉：上半年净利润8.23亿元 月线五连阳走高,金融界
1643,2020-08-20,分众传媒2020半年报营收46亿元 净利润8.23亿元,新浪
1644,2020-08-20,分众传媒：今年上半年营业收入46.11亿元，同比减少19.35% 盈利能力下降,36氪
1645,2020-08-20,分众传媒(002027.SZ)：上半年扣非净利升62.90%至6.22亿元,格隆汇
1646,2020-08-20,分众传媒：上半年净利润8.23亿元，同比增长5.85%,Wind
1647,2020-08-20,分众传媒：2020年上半年计提资产减值准备1.97亿元 资产异常,Wind
1648,2020-08-19,过气广告公司的复活：分众传媒半年报出炉即涨停,36氪
1649,2020-08-18,"分众传媒现1笔大宗交易 共成交5,940.00万元",新浪
1650,2020-08-18,北向资金动向盘点：重手加仓金融，大幅减仓白酒、医药,Wind
1651,2020-08-17,深港通十大成交活跃股排名（8月17日）,Wind
1652,2020-08-17,龙虎榜机构新动向：净买入14股 净卖出10股,证券时报
1653,2020-08-17,北向资金连续两日大幅净流入，平安银行获净买入9.73亿元居首,Wind
1654,2020-08-17,龙虎榜：分众传媒放量涨停 北向资金净买入约6.5亿元,e公司
1655,2020-08-17,分众传媒放量涨停，外资大手笔买入,Wind
1656,2020-08-17,大金融领涨，机构热议A股风格转换,Wind
1657,2020-08-17,传媒行业：调整出现买入良机 继续推荐绩优龙头,新浪
1658,2020-08-17,快讯：分众传媒涨停 报于6.73元,金融界
1659,2020-08-17,8月17日早盘主力巨资抢筹四大板块(附股),金融界
1660,2020-08-14,看完“初恋脸”腾讯业绩，我对广告行业有些看法,钛媒体
1661,2020-08-13,A股共发生82宗大宗交易成交18.16亿元（8月13日）,Wind
1662,2020-08-13,"分众传媒现1笔大宗交易 共成交1,611.97万元",新浪
1663,2020-08-13,A股融资融券日报：两融余额减少34.17亿元（8月12日）,Wind
1664,2020-08-13,传媒行业月报：游戏行业上半年增长 影院复工政策解禁 8月中报季来临 解禁,新浪
1665,2020-08-12,洽洽食品(002557)：Q2业绩超预期 期待坚果乘风破浪,新浪
1666,2020-08-12,2020年传媒行业中期投资策略报告：在线互联经济逆风飞翔 线下文娱服务向阳而生 推荐游戏流媒体 关注影视院线性价比,新浪
1667,2020-08-11,洽洽食品(002557)半年报点评：瓜子高增 坚果加速 业绩表现超预期,新浪
1668,2020-08-10,2020中国品牌节年会颁奖盛典圆满结束 “华谱奖”隆重揭晓,新浪
1669,2020-08-06,A股融资融券日报：两融余额增加126.72亿元（8月5日）,Wind
1670,2020-08-05,传媒互联网行业6月广告市场回顾：行业基本恢复 梯媒同比保持双位数增长,新浪
1671,2020-08-02,成为江南春的对手？碧桂园服务15亿收购城市纵横,观点地产网
1672,2020-08-01,方正传媒·数据周报·20H1中国手游收入同比增36%，8月中报季关注绩优个股｜2020年第31周,杨仁文研究笔记
1673,2020-07-28,20Q2公募基金配置传媒行业跟踪报告：传媒配置市值大幅提升 头部效应持续,光大证券
1674,2020-07-28,中国奶酪新势力——吉士汀奶酪强势发力，奶酪市场即将大洗牌？,凤凰网
1675,2020-07-28,传媒行业周报：市场波动中拥抱绩优股 继续坚守游戏视频龙头,新浪
1676,2020-07-28,2020中国企业国内外并购现状及并购策略研究预测报告,中研网
1677,2020-07-28,本金损失近90%！华宝信托投资人巨亏，背后有猫腻？ 重大损失,国际金融报
1678,2020-07-28,研发三厢车载投屏技术，「迈锆科技」要做移动的“分众传媒”,创业邦
1679,2020-07-27,新三板精选层过半破发！最新基金抱团股请及时收藏,证券时报网
1680,2020-07-27,传媒本周观点：CHINAJOY举办在即 关于云游戏板块相关催化及营销需求复苏下投资机会,新浪
1681,2020-07-27,洽洽食品(002557)点评：瓜子稳健前行 坚果乘风破浪 维持买入,新浪
1682,2020-07-27,瑞幸造假事件背后一个被忽略的公司：分众传媒,网易
1683,2020-07-27,传媒周报：无惧短期波动 业绩期握紧龙头,新浪
1684,2020-07-26,分众传媒，至暗时刻已过,和讯
1685,2020-07-26,传播与文化行业周报：恒生科技指数利好互联网 CJ将于7.31开幕,国金证券股份有限公司
1686,2020-07-26,【中泰传媒—周观点】传媒板块连续三季度获超配，持续关注在线娱乐与在线消费,传媒产业大视点
1687,2020-07-25,方正传媒44页数据周报·《最强蜗牛》登顶港澳台免费榜，全国影院复工率38.3% ｜2020年第29周,杨仁文研究笔记
1688,2020-07-24,六公司“赶考”创业板，多家机构现身股东榜,Wind
1689,2020-07-22,公募基金A股二季报出炉，17张图纵览持仓变化,Wind
1690,2020-07-22,分众传媒(002027)：从经营杠杆和ROE 的角度 关注需求周期复苏下分众传媒投资机会,新浪
1691,2020-07-20,“狠人”业之峰 逼出来的“十年质保”动了谁的奶酪？,乐居财经
1692,2020-07-20,互联网传媒行业周观点：影院时隔半年后复工 关注回调后主线配置机遇,新浪
1693,2020-07-17,家居业面对疫情大考，柯建生详解索菲亚高分答卷,金融投资网
1694,2020-07-16,分众传媒只赚热闹难赚钱？,云掌财经
1695,2020-07-16,梯媒两强争霸背后：2个月歇业，平台全年超10%成本打水漂,和讯
1696,2020-07-16,传媒互联网行业周报：中报季将至 把握业绩优秀的龙头公司,新浪
1697,2020-07-15,传媒互联网行业周报：关注云游戏等5G应用逐步落地带来投资机遇,新浪
1698,2020-07-14,被股东分众传媒指其助贷模式存“兜底” 数禾科技备受质疑,和讯
1699,2020-07-13,互联网传媒行业周观点：中报季将至 关注增长主线兑现&复苏主线回暖,新浪
1700,2020-07-13,立思辰（300010.SZ）：定增拟募资不超过13亿元，助力大语文“新五大梦想”照进现实 | 方正教育姚蕾,杨仁文研究笔记
1701,2020-07-13,中国奶酪新势力！吉士汀携手分众传媒助力品牌进击,凤凰网
1702,2020-07-13,【国信社服】立思辰：新定增方案诸多亮点，大语文龙头加速布局,光仔看消费
1703,2020-07-12,【开源传媒|周观点】坚守内容电商赛道，顺周期复苏布局梯媒、电影,文娱透光镜
1704,2020-07-12,立思辰定增预案认购方“大换血” 分众传媒作为战投参与配售,每日经济新闻
1705,2020-07-12,新浪私有化，曹国伟的“财技”新征程,钛媒体
1706,2020-07-11,方正传媒51页数据周报·20Q2全球手游收入190亿美元创新高｜2020年第28周,杨仁文研究笔记
1707,2020-07-09,新浪私有化，腰部互联网公司们正在排队退场,钛媒体
1708,2020-07-09,分众传媒(002027)：内需改善 楼宇媒体转正在望 逐季改善确立,新浪
1709,2020-07-09,8股获买入评级 最新:新 洋 丰,中财网
1710,2020-07-01,中信建投周知 | 聚焦半年报业绩与新股研究,中信建投证券研究
1711,2020-07-01,北向资金上半年狂赚1600亿，买了这些股（附名单）,中证报
1712,2020-07-01,【中原策略】中原证券2020年7月十大金股组合：2020年第七期：7月1日-7月31日,中原证券研究所
1713,2020-06-30,分众传媒(002027.SZ)：2019年度利润分配每10股派0.7元股权登记日7月6日,格隆汇
1714,2020-06-29,互联网传媒行业周观点：腾讯游戏发布会举行 广电5G首个省级核心网开通,新浪
1715,2020-06-29,第三次在传媒领域出手 58同城要和分众传媒抢蛋糕？,新浪
1716,2020-06-29,文化传媒行业周报：腾讯游戏发布会召开 暑期新游来袭,新浪
1717,2020-06-29,梯外框架价值凸显，通众传媒融资后逆势升级,凤凰网
1718,2020-06-28,传媒行业周报：在线娱乐景气度持续 关注中报业绩预期高增个股,新浪
1719,2020-06-28,传媒互联网周报：暑期多款新游陆续上线 线下文娱活动或有序恢复,新浪
1720,2020-06-28,传播与文化行业周报：最强蜗牛、三国志幻想大陆吹响Q3新游档,国金证券股份有限公司
1721,2020-06-19,【商业趋势的力量】分众传媒复苏,经济观察报
1722,2020-06-19,传媒互联网行业周报：《乘风破浪的姐姐》IP热度空前 看好传媒板块,新浪
1723,2020-06-16,妙可蓝多(600882)：国民奶酪第一品牌 乘行业东风快速腾飞,新浪
1724,2020-06-16,分众传媒（002027）57页深度报告：财务角度再看分众，跳出周期，重塑新成长逻辑,杨仁文研究笔记
1725,2020-06-15,方正传媒47页数据周报·5月移动游戏市场收入增速回升，芒果超媒《乘风破浪的姐姐》上线｜2020年第24周,杨仁文研究笔记
1726,2020-06-14,分众传媒(002027)：经营波动与竞争格局的双重周期,新浪
1727,2020-06-11,《民法典》生效在即物业公司如何保卫 “钱袋子”,经济观察网
1728,2020-06-09,文化传媒行业周报：MCN资产证券化仍有广阔空间,新浪
1729,2020-06-08,互联网传媒行业周观点：歌华控股权转移 院线整合进行时,新浪
1730,2020-06-08,传媒行业周报：公务员省考扩招明显 3月广告刊例花费低迷,新浪
1731,2020-06-08,互联网传媒周报：游戏新品上线高峰将到来 关注楼宇广告和动画电影复苏,新浪
1732,2020-06-08,传媒行业周报：游戏、电影继续前瞻布局下半年 关注直播电商产业链短期业绩兑现情况,新浪
1733,2020-06-05,2020年传媒行业中期策略报告：优选高景气、低估值龙头,新浪
1734,2020-06-03,“雷布斯”A股再落一子，科技巨头青睐哪些股？,Wind
1735,2020-06-01,文化传媒行业周报：广电全国一网整合出现实质性进展,新浪
1736,2020-06-01,新时代传媒周报：看好5G应用发展趋势 关注直播带货MCN和广电国网整合,新浪
1737,2020-05-31,分众传媒执行董事兼首席营销官嵇海荣：长期发展不能只依靠直播带货,每日经济新闻
1738,2020-05-30,借着张近东的价格战，刘强东要完成港股IPO,DoNews
1739,2020-05-29,A股共发生123宗大宗交易成交28.36亿元（5月29日）,Wind
1740,2020-05-29,分众传媒今日大宗交易成交69万股，成交价4.4元折价10.93%,Wind
1741,2020-05-29,分众终于说明：两年从瑞幸赚4.66亿，销售人员年提成73万,钛媒体
1742,2020-05-29,传媒互联网行业周报：调整就是机会 关注影视板块龙头公司,新浪
1743,2020-05-28,分众传媒：不存在配合瑞幸咖啡虚增广告费用的情况,36氪
1744,2020-05-28,两年收瑞幸咖啡超4.66亿广告费，分众传媒：没配合财务造假 欺诈造假,凤凰网
1745,2020-05-27,分众传媒否认“配合瑞幸虚增广告费”：从瑞幸获4.7亿广告收入，已全部收回 欺诈造假,搜狐
1746,2020-05-26,分众传媒回复问询函：公司的核心竞争力未发生重大不利变化 问询,Wind
1747,2020-05-26,传媒行业动态：中国广电中国移动5G共建共享合作落地 四月游戏行业增速达24.4% 显示需求韧性,新浪
1748,2020-05-26,传媒行业周报：握紧核心资产 继续推荐游戏板块,新浪
1749,2020-05-26,互联网传媒行业周观点：广电、中移动携手5G 超高清发展有望加速,新浪
1750,2020-05-25,分众传媒净利下降近七成 梯媒广告竞争愈发加剧？ 盈利能力下降,金融界
1751,2020-05-25,东方红两混基年内跌超5% 明星经理离职致价格跳水,中国经济网
1752,2020-05-24,方正传媒51页数据周报·4月手游收入同增24%，爱奇艺推星钻VIP会员｜2020年第21周,杨仁文研究笔记
1753,2020-05-21,斑布与分众传媒达成“百城联动”战略合作 开启全国本色生活,凤凰网
1754,2020-05-20,上市公司正负面新闻2020年5月20日星期三,Wind
1755,2020-05-19,分众传媒(002027)：主营走出最难时刻 竞争格局压制估值,新浪
1756,2020-05-18,分众传媒收问询函 净利润连降引关注 问询,北京商报网
1757,2020-05-18,晚间重要公告2020年5月18日星期一,Wind
1758,2020-05-18,分众传媒被问询，要求公司详细按业务类型分析毛利率及净利率变动的原因 问询,Wind
1759,2020-05-18,传媒行业周报：关注两会及618聚焦电影、游戏龙头及直播电商产业链,新浪
1760,2020-05-15,传媒互联网业绩回顾暨5月投资策略：线上娱乐表现优秀 关注受损领域变化,新浪
1761,2020-05-15,曾收瑞幸超1.8亿元巨额广告费，如今的亏损令投资者心惊肉跳！这家公司，发生了啥？ 亏损,央视
1762,2020-05-13,传媒行业2019及20Q1业绩回顾：拥抱龙头 线上娱乐经济高景气度,新浪
1763,2020-05-13,30股获券商买入评级 御家汇目标涨幅达80.34%,Wind
1764,2020-05-12,还呗一季度巨亏2.57亿元，待收余额涨至200亿，上市计划被按下暂停键 重大损失,零壹财经
1765,2020-05-12,还呗一季度巨亏2.5亿背后：在贷余额涨至200亿 上市计划或遇阻 重大损失,金融界
1766,2020-05-12,【传媒】19年&20Q1财报总结（总览篇）,和讯
1767,2020-05-11,方正传媒45页数据周报·影院复工在即，关注电影龙头反弹机会｜2020年第19周,杨仁文研究笔记
1768,2020-05-10,“橄榄油一哥”争夺战：原装进口为何打不过国内灌装？ | 超级观点,36氪
1769,2020-05-08,广西金嗓子集团江佩珍参与2020中国品牌节女性论坛,证券之星
1770,2020-05-08,144家公司获机构调研（附名单）,证券时报
1771,2020-05-08,70家公司获20家以上机构扎堆调研 分众传媒最受关注,证券时报网
1772,2020-05-07,66家公司获20家以上机构扎堆调研 分众传媒最受关注,证券时报网
1773,2020-05-06,分众传媒点位扩张放缓 江南春:500城500万终端目标不变,新浪
1774,2020-05-06,[路演]分众传媒：2019年开始已将部分存款投到大额存单中并一直持续有投到稳健的理财产品中,全景网
1775,2020-05-06,[路演]分众传媒：公司的楼宇媒体业务已基本恢复正常,全景网
1776,2020-05-06,[路演]分众传媒：由于与阿里巴巴的后台打通 分众实现了数据回流 成为客户品牌数字资产累积的重要一环,全景网
1777,2020-05-06,【中航传媒】分众传媒（002027）2019年报&2020年一季报点评：短期受疫情影响，长期看好公司稀缺价值,微信
1778,2020-05-06,海康威视、分众传媒、广联达等公司被多家机构扎堆调研,证券时报网
1779,2020-05-06,【中泰传媒】2019年报&2020一季报总结：看多线上娱乐生态，关注超跌细分龙头投资机会,传媒产业大视点
1780,2020-05-06,节后如何布局？海外机构四月密集调研92股 这5只白马股被北上资金买买买,证券日报
1781,2020-05-06,网易、京东要赴港二次上市？回归或成今年中概股关键词,Wind
1782,2020-05-06,机构调研重新活跃，分众传媒、汇川技术受关注,Wind
1783,2020-05-06,机构调研重新活跃分众传媒、汇川技术受关注,证券时报
1784,2020-04-30,69家公司获机构调研（附名单）,证券时报
1785,2020-04-30,券商首次关注7股并给予买入评级（4月30日）,Wind
1786,2020-04-30,【中原晨会0430】分众传媒年报点评、高能环境年报点评、策略专题、市场分析、财通证券年报点评,中原证券研究所
1787,2020-04-30,【中原传媒】分众传媒(002027)年报点评：媒体点位与客户结构优化 关注广告投放需求复苏,中原证券研究所
1788,2020-04-29,【西南传媒】分众传媒（002027）：成本管控效果显著，客户结构进一步改善,牛言和他的小伙伴
1789,2020-04-29,分众传媒第一季度净利润3788.72万元 同比下滑88.87% 盈利能力下降,金融界
1790,2020-04-29,分众传媒2019年营收121.36亿元 净利润同比下降近7成 盈利能力下降,中国网
1791,2020-04-29,分众传媒2019年实现营收121.36亿元,36氪
1792,2020-04-29,分众传媒第一季度实现营收19.38亿元,36氪
1793,2020-04-29,分众传媒2019净利18.75亿元 2020年Q1净利3788.7万元,新浪
1794,2020-04-29,分众传媒(002027.SZ)连续第三日上涨 股价创逾1个月新高,格隆汇
1795,2020-04-29,千亿市值蒸发近一半 分众传媒一季度净利润降约九成 连续下跌,GPLP犀牛财经
1796,2020-04-29,深度点评|分众传媒：广告主结构调整，媒体点位优化，静待周期回暖【建投传媒 杨艾莉 夏洲桐】,CSC传媒互联网研究
1797,2020-04-28,分众传媒Q1财报：潮水退去，方见本色,读懂财经
1798,2020-04-28,梯媒龙头分众传媒营收净利双降 “利润收割机”跌下神坛 盈利能力下降,和讯
1799,2020-04-28,分众传媒第一季营收约20亿,猎云网
1800,2020-04-28,分众传媒(002027)20Q1成本控制较好，毛利率高于上年同期，关注投放需求回升 | 姚蕾&杨仁文团队,杨仁文研究笔记
1801,2020-04-28,分众传媒去年营收净利双降 上季度跌幅均扩大 盈利能力下降,观察者网
1802,2020-04-28,分众营收增速连续下滑 年报计提应收款减值6.88亿元 盈利能力下降,第一财经
1803,2020-04-28,犀牛财经早报：创业板新增市值退市指标 阅文集团创始团队退出,GPLP犀牛财经
1804,2020-04-27,分众传媒2019年净利下降近7成 电梯媒体投放点减少超19万个 盈利能力下降,中新经纬
1805,2020-04-27,分众传媒发布2019年报及2020Q1财报 复苏迅速 头部优势突显,中国经济网
1806,2020-04-27,分众传媒一季度营收19.38亿 3月份现复苏,证券时报网
1807,2020-04-27,分众传媒：一季度净利润同比下滑88.87% 盈利能力下降,e公司
1808,2020-04-27,分众传媒：2019年净利润同比下降67.80% 拟10派0.7元 盈利能力下降,新浪
1809,2020-04-27,分众传媒：2019年度共计提资产减值准备金额为7.4亿元 资产异常,Wind
1810,2020-04-27,分众传媒：2019年净利润同比减少67.8% 盈利能力下降,Wind
1811,2020-04-27,分众传媒：一季度净利润同比减少88.87% 盈利能力下降,Wind
1812,2020-04-27,【新时代传媒】传媒行业机构持仓比例一季度提升明显，有望全年保持高景气度,关爱传媒成长小分队
1813,2020-04-26,中概股大动荡！私有化热潮或在酝酿，3月来6家CFO离职,Wind
1814,2020-04-23,阿里拼多多苏宁等血拼上海五五购物节：预计补贴发券近百亿,Wind
1815,2020-04-22,华创证券：深究勾稽、常识与逻辑 归纳现制饮品业研究心得,新浪
1816,2020-04-21,衣邦人2020春季发布会：联手分众，引爆商务定制热潮,凤凰网
1817,2020-04-21,浑水创始人：瑞幸造假比自曝的22亿更严重,腾讯网
1818,2020-04-20,A股共发生55宗大宗交易成交8.28亿元（4月20日）,Wind
1819,2020-04-20,分众传媒现1笔大宗交易 共成交298.77万元,新浪
1820,2020-04-20,分众传媒今日大宗交易成交69万股，成交价4.33元折价2.48%,Wind
1821,2020-04-17,回归三巨头难逃业绩承诺综合症,证券市场周刊
1822,2020-04-17,风险偏好缓慢修复，融资客连日加仓,中证报
1823,2020-04-17,北水200亿加仓A股，扫货科技+消费，机构看好高股息公司,Wind
1824,2020-04-16,分众传媒Q1业绩预降9成阿里巴巴浮亏56% 瑞幸造假风波股价大跌 亏损,GPLP犀牛财经
1825,2020-04-15,A股“比惨”大赛？董明珠也撑不住,中国基金报
1826,2020-04-15,分众传媒高开高走 上涨超过6.5%,e公司
1827,2020-04-15,每日理财观察：外汇局八大举措优化外汇管理,Wind
1828,2020-04-15,A股早报2020年4月15日星期三,Wind
1829,2020-04-14,4月14日股市预警| 23家公司突发利空 17亿资金流出这十股,腾讯网
1830,2020-04-14,"分众传媒现1笔大宗交易 共成交4,050.05万元",新浪
1831,2020-04-14,犀牛财经晚报： 分众传媒Q1净利预降9成 软银冻结愿景基金II期,GPLP犀牛财经
1832,2020-04-14,分众传媒预计Q1净利下降九成 广告市场投放大幅下滑 盈利能力下降,21世纪经济报道
1833,2020-04-14,疫中季报丨疫情煎熬分众传媒一季度净利下降约9成，阿里150亿投资浮今日亏腰斩 亏损,21世纪经济报道
1834,2020-04-14,分众传媒：受疫情影响 Q1净利润预计同比下降约九成 盈利能力下降,澎湃新闻
1835,2020-04-14,分众传媒一季度净利预降九成 今年来股价跌超34% 盈利能力下降,中新经纬
1836,2020-04-14,分众传媒：预计一季度净利润同比下降87%-91% 盈利能力下降,金融界
1837,2020-04-14,分众传媒：2020年Q1净利润同比下降87.66%-91.77% 盈利能力下降,新浪
1838,2020-04-14,分众传媒：预计一季度盈利2800万-4200万元，同比下降87.66%-91.77% 盈利能力下降,Wind
1839,2020-04-13,豪掷亿元补贴消费者 业之峰布的什么局,北京商报网
1840,2020-04-13,分众传媒业绩下滑又遇瑞幸事件，借壳回A后股东套现至少超151亿 盈利能力下降,腾讯网
1841,2020-04-10,是“谁”给了浑水瑞幸的欺诈报告？ 欺诈造假,硅发布
1842,2020-04-10,那些曾经被做空的中概股 股票卖空,中国商报
1843,2020-04-09,盘点遭做空中概股：20股已退市 分众、奇虎回A 股票卖空,北京商报
1844,2020-04-09,爱奇艺遭浑水做空，中概股危机尚存 | 风眼观察 被出具沽空报告,凤凰网
1845,2020-04-09,【民生食饮】洽洽食品（002507）19年年报点评：业绩超预期，小黄袋持续放量可期,MS食品饮料
1846,2020-04-08,核心业务增长强劲，上调2020年指引，爱点击（ICLK.O）正处在大涨前夕,凤凰网
1847,2020-04-07,清华五道口金融学院田轩谈瑞幸造假：中国资本市场缺少完善的做空机制,钛媒体
1848,2020-04-07,A股早报2020年4月7日星期二,Wind
1849,2020-04-04,瑞幸造假牵连神州，背后的资本玩家陆正耀 欺诈造假,钛媒体
1850,2020-04-03,瑞幸咖啡成美股版胜景山河、蓝田股份 消费类公司缘何会成为“造假天堂”？ 欺诈造假,每日经济新闻
1851,2020-04-03,A股减持王，曾被浑水瞄准做空、这次受瑞幸牵连，分众传媒会失足吗？ 减持股份,投中网
1852,2020-04-03,分众传媒：瑞幸咖啡、神州租车目前的广告回款都正常,澎湃新闻
1853,2020-04-03,"分众传媒现1笔大宗交易 共成交15,108.00万元",新浪
1854,2020-04-03,瑞幸暴跌引发剧震 神州租车闪崩冲上雪球热股榜 连续下跌,凤凰网
1855,2020-04-03,自爆财务造假引市场震动瑞幸咖啡订单量今日暴增APP午间崩溃 欺诈造假,财华社
1856,2020-04-03,危机即战机，分众传媒江南春、长江教授周春生为企业家指明方向,凤凰网
1857,2020-04-03,分众传媒回应“金主”造假影响：目前瑞幸广告款在正常回款流程中 欺诈造假,Wind
1858,2020-04-03,【快讯】分众传媒回应“金主”瑞幸咖啡造假影响：目前瑞幸的广告款在正常回款流程中。（21财经） 欺诈造假,金十数据
1859,2020-04-03,逆势出击，索菲亚“柜类定制专家”霸屏分众传媒电梯广告,凤凰网
1860,2020-04-03,瑞幸门店遭消费挤兑，神州系暴跌！证监会发声，受害人名单在拉长,券商中国
1861,2020-04-03,[公司]瑞幸咖啡自爆交易造假 分众传媒遭多名投资者质疑 欺诈造假,全景网
1862,2020-04-03,瑞幸爆雷“连环炸”！还有哪些上市公司被拖累？,上证报
1863,2020-04-03,受瑞幸财务造假影响，神州租车停牌，分众传媒跌5.9% | 钛快讯 欺诈造假,钛媒体
1864,2020-04-03,旗下客户瑞幸自爆财务造假，分众传媒大跌6% 欺诈造假,格隆汇
1865,2020-04-03,业绩大幅下滑！分众传媒跌超5% 股价逼近回归A股后的最低点 盈利能力下降,中国经济网
1866,2020-04-03,闪崩70%！神州租车也崩了 与瑞幸咖啡同一大股东 连续下跌,中国基金报
1867,2020-04-03,编辑/富途资讯koma,富途证券
1868,2020-04-03,分众传媒一度跌近6% 旗下客户瑞幸咖啡自爆财务造假 欺诈造假,上证报
1869,2020-04-03,瑞幸暴雷神州租车、分众传媒受牵连股价大跌 连续下跌,格隆汇
1870,2020-04-01,最前线丨受瑞幸财务造假影响，分众传媒、哈尔斯股价下跌 欺诈造假,36氪
1871,2020-03-31,分众传媒有何秘诀，助力困境下企业销量倍增,凤凰网
1872,2020-03-27,重拾创业激情分众传媒数字化战“疫”,中证报
1873,2020-03-26,分众传媒发布股东股份变动公告：易贤忠累计减持公司1.13％股份 减持股份,中国网
1874,2020-03-25,分众传媒：易贤忠减持公司股份累计达到1.1302% 减持股份,Wind
1875,2020-03-23,【新时代传媒】0329周观点：紧握在线文娱办公经济，从一季报看全年把握超预期公司,关爱传媒成长小分队
1876,2020-03-11,市占率高达90%的分众传媒 为何净利润一直都在下滑中？ 盈利能力下降,GPLP犀牛财经
1877,2020-03-09,降了又降！分众传媒归母净利下挫近七成 盈利规模连续两年下滑 盈利能力下降,投资时报
1878,2020-03-04,分众传媒Q4净利超五亿 消费品广告逆势大幅增长近四成,证券时报网
