,2021-12-31,"券商12月金股组合""战绩""：川财证券9.26%夺冠 东吴最差",新浪
618,2020-11-05,中国银河(601881.SH)：当年累计新增借款超过上年末净资产的40% 大额借贷担保,格隆汇
619,2020-11-05,中国银河：当年累计新增借款占上年末净资产比例为44.35% 大额借贷担保,Wind
620,2020-11-05,40家上市券商前三季营收3818亿元 支付职工现金956亿,中国经济网
621,2020-11-03,11月3日深市创业板活跃股公开信息,深交所
622,2020-11-03,港股盘前必读：34只科创板股票有望进入富时罗素相关指数,Wind
623,2020-11-02,冰火两重天：中金大涨、建投闪崩、国联跌停 券商股们发生了啥,新浪
624,2020-11-02,中国银河前三季净利57亿增46% 支付给职工现金41亿,中国经济网
625,2020-11-02,投资银行业与经纪业-2020Q3公募基金持仓点评：非银配置显着提升 保险券商持仓市值均有增加,新浪
626,2020-11-02,11月2日深市创业板活跃股公开信息,深交所
627,2020-11-02,江铃汽车再度涨停，外资持续买入,Wind
628,2020-11-02,发生了什么？中金公司首日开板，A股券商板块走低，H股却上涨,证券时报网
629,2020-11-02,美银证券：中国银河重申买入评级 目标价升至6.3港元,新浪
630,2020-11-02,千亿券商龙头盘中闪崩，疑似乌龙指？牛市旗手怎么了,中证报
631,2020-11-02,美银证券：重申“买入”中国银河(06881) 升目标价至6.3元,智通财经
632,2020-11-02,券商板块走强 中国银河涨超7%,中国财富网
633,2020-11-02,【行情】券商股走势分化，次新股国联证券大跌9%、华泰证券、中银证券等跌1%，长江证券、中国银河、兴业证券涨3%,金十数据
634,2020-11-02,中资券商股全线上扬 中国银河涨超9%,新浪
635,2020-11-02,港股异动 | 中国银河(06881)涨超9%领涨中资券商 注册制将全面实施叠加中金回A大涨,智通财经
636,2020-11-02,A股全面注册制箭在弦上 中资券商股爆发中国银河涨9%,新浪
637,2020-11-02,券商板块快速拉升 中国银河涨8.6%,第一财经
638,2020-11-02,【异动股】中国银河(06881-HK)涨10.14%,财华社
639,2020-11-02,中国银河(601881)：经纪及两融业务增势优于行业；投资收入占比显着低于同业,新浪
640,2020-11-01,中国银河(06881-HK)首九个月净利润56.5亿人民币同比增46.4%,财华社
641,2020-10-31,【兴证金融】券商重仓比例企稳回升，中信证券加仓明显 ——基金2020Q3券商持仓分析,兴证金融
642,2020-10-31,上市公司正负面新闻2020年10月31日星期六,Wind
643,2020-10-30,中国银河：前三季度净利润同比增长46.38%,Wind
644,2020-10-30,中国银河(601881.SH)前三季度净利润升46.38%至56.51亿元,格隆汇
645,2020-10-30,中国银河：第三季度营收68.7亿元 净利润21亿元,新浪
646,2020-10-30,中国银河：前三季度净利润同比增长46.38%,格隆汇
647,2020-10-30,【异动股】中国银河(06881-HK)跌3.66%,财华社
648,2020-10-30,【行情】港股中资券商股攀升，东方证券涨超4%，国泰君安涨2.17%，中国银河涨1.6%，海通证券涨1.7%,金十数据
649,2020-10-30,关于同意中国银河证券股份有限公司为国泰上证综合交易型开放式指数证券投资基金提供主流动性服务的公告,上交所
650,2020-10-29,贵州茅台现8笔大宗交易总成交金额3.08亿元,证券时报网
651,2020-10-29,“茅五泸”获北向加仓逾10亿，四机构逢高抛售泸州老窖,第一财经
652,2020-10-29,华域汽车放量涨停创新高，机构获利了结,Wind
653,2020-10-29,中国银河证券股份有限公司 2020年度第十三期短期融资券发行 结果公告,证券时报
654,2020-10-28,中信证券、中信建投现身！券商自营盘进驻这些股票,中证报
655,2020-10-28,中国银河(06881)完成发行40亿元2020年度第十三期短期融资券,智通财经
656,2020-10-27,10月27日深市创业板活跃股公开信息,深交所
657,2020-10-26,10月26日深市创业板活跃股公开信息,深交所
658,2020-10-23,中国银河(601881.SH)完成发行50亿元公司债券,格隆汇
659,2020-10-23,中国银河(06881)完成发行50亿元2020年公司债券(第二期),智通财经
660,2020-10-22,【行情】港股中资券商股午后回升，其中兴证国际涨近11%，中国银河涨0.9%，中信建投证券涨0.79%，国泰君安涨0.77%,金十数据
661,2020-10-22,券商三季度业绩有望大幅增长,证券导报
662,2020-10-21,杭州银行现2笔大宗交易总成交金额2182.58万元,证券时报网
663,2020-10-20,10月20日深市创业板活跃股公开信息,深交所
664,2020-10-20,中金公司来了，能否催生券商股新一波行情？上涨空间有多大？,证券时报网
665,2020-10-19,2 10月19日深市创业板活跃股公开信息,深交所
666,2020-10-19,中国银河(06881.HK)10月30日举行董事会议以批准前九月业绩,格隆汇
667,2020-10-18,中国银河(06881-HK)完成发行40亿人民币短融券票息2.9%,财华社
668,2020-10-16,非银金融行业周报：IPO承销迎来发展期 长期向好态势不变,新浪
669,2020-10-16,中国银河(06881.HK)完成发行40亿元短期融资券,格隆汇
670,2020-10-16,中国银河(601881.SH)：完成发行40亿元短期融资券,格隆汇
671,2020-10-16,【行情】港股中资券商股拉升，招商证券涨5.4%，国联证券涨4.7%，中国银河涨3.22%，光大证券涨2.8%，中信证券与中信建投证券涨近2%,金十数据
672,2020-10-15,迦南科技今跌11% 中国银河为第二大流通股股东,中国经济网
673,2020-10-14,中国银河(06881.HK)完成兑付2020年第八期短期融资券,格隆汇
674,2020-10-14,中国银河(06881.HK)：收到北京仲裁委员会裁决书 诉讼纠纷,格隆汇
675,2020-10-12,10月12日深市创业板活跃股公开信息,深交所
676,2020-10-11,10月份A股布局时机再现？券商研判市场呈震荡上行趋势，“扎堆热捧”五粮液、中国平安等多只金股,证券日报
677,2020-09-30,中国银河：目前尚不存在与中金公司、申万宏源重组的计划,格隆汇
678,2020-09-28,9月28日深市创业板活跃股公开信息,深交所
679,2020-09-28,【异动股】中国银河(06881-HK)涨5.34%,财华社
680,2020-09-28,关于同意中国银河证券股份有限公司为银华交易型货币市场基金提供一般流动性服务的公告,上交所
681,2020-09-22,9月22日深市创业板活跃股公开信息,深交所
682,2020-09-22,中国银河(06881.HK)：推荐杨体军为董事候选人,格隆汇
683,2020-09-22,中国银河(06881.HK)：张天犁辞去非执行董事职务 董监高成员变化,格隆汇
684,2020-09-22,中国银河：非执行董事辞职 董监高成员变化,Wind
685,2020-09-21,中国银河给予阿里巴巴“增持”初始评级,36氪
686,2020-09-21,【异动股】中国银河(06881-HK)跌3.21%,财华社
687,2020-09-21,东创科技拟启动精选层挂牌工作 财务数据符合标准一,资本邦
688,2020-09-21,并购拉开帷幕 券商股或起,财富动力网
689,2020-09-19,华西证券：长期看好券商板块 关注三条主线,证券日报
690,2020-09-19,中金IPO一纸批文幕后挑战：谁会是航母级头筹,21世纪经济报道
691,2020-09-18,中国银河(06881-HK)完成兑付2020年度第七期短期融资券,财华社
692,2020-09-18,中国银河(06881)完成兑付短期融资券本息共计40.21亿元,智通财经
693,2020-09-18,港股中资券商股上涨 国联证券涨近7%中国银河涨近4%,新浪
694,2020-09-18,【行情】证券板块拉升走高，国金证券涨近5%，长城证券、国联证券、中国银河等跟涨,金十数据
695,2020-09-18,【行情】证券板块异动拉升，国金证券涨超3%，长城证券、中国银河、山西证券、申万宏源等跟涨,金十数据
696,2020-09-18,涉及特斯拉概念有失偏颇！这只四天涨幅超100%、换手率超75%的创业板次新股回复交易所关注函并提示风险 关注函,中证报
697,2020-09-17,"""第二届中国银河专业交易策略公开赛""举办投资畅谈线上策略会 杰出机构齐聚一堂畅谈投资策略",和讯
698,2020-09-17,中国银河第十一期短期融资券发行完毕，发行总额40亿元,资本邦
699,2020-09-16,9月16日深市创业板活跃股公开信息,深交所
700,2020-09-16,中国银河(601881.SH)：完成发行40亿元短期融资券,格隆汇
701,2020-09-16,中国银河(06881.HK)完成发行40亿元短期融资券,格隆汇
702,2020-09-15,9月15日深市创业板活跃股公开信息,深交所
703,2020-09-15,中信建投、中国银河、中关村发展集团等合资成立科技发展公司，注册资本4亿元,证券时报网
704,2020-09-14,游资情报｜长春高新跌停，机构游资出货；“赵老哥”“作手新一”巨资封板低价创业板股！,每日经济新闻
705,2020-09-14,9月14日深市创业板活跃股公开信息,深交所
706,2020-09-14,通裕重工再度涨停收复失地，一线游资进驻,Wind
707,2020-09-13,非银行业中报回顾及最新投资策略：保险为盾 券商为矛 以守为攻,新浪
708,2020-09-12,"【银河证券】净流入9209亿元,今年以来股票方向基金资金情况简要分析",中国银河证券基金研究中心
709,2020-09-12,非银金融行业深度研究报告：保险为盾 券商为矛 以守为攻,新浪
710,2020-09-11,新晨科技发生大宗交易成交溢价率4.76%,证券时报网
711,2020-09-10,券商分类评价怎么打分？三类事项影响重大 66家券商被减分 20家获加分,中证报
712,2020-09-10,创业板低价股重挫12%：罕见12只跌停，超百只跌10%以上,中国基金报
713,2020-09-10,中国银河会展中心受邀参加第十六届中国国际会展文化节,中国网
714,2020-09-10,风向变了！创业板低价股全线下跌，机构重仓股回暖,中证报
715,2020-09-10,创业板低价股重挫12%：罕见12只跌停，超百只跌10%以上！,Wind
716,2020-09-09,11家券商前8个月新增借款合计超3200亿元，3家超上年末净资产60%,Wind
717,2020-09-08,中国银河金控首席运营官庞介民：预计后半年及明年银行业将面临不良率快速上升局面 资产异常,北京商报
718,2020-09-08,买方投顾时代开启！又一头部券商基金投顾产品上线，1万起投、最低费率0.3%，来看各家收费对比,券商中国
719,2020-09-07,上市券商2020H1业绩总结及展望：大自营再次占比首位 券商集中度提升,新浪
720,2020-09-07,9月7日深市创业板活跃股公开信息,深交所
721,2020-09-07,中国银河上半年人均薪酬40万 期货经纪暴拉营收投行弱,中国经济网
722,2020-09-07,中国银河2020年度第六期短期融资券兑付本息共计40.20亿元,资本邦
723,2020-09-04,中国银河(06881)前8月累计新增借款金额277.48亿元 大额借贷担保,智通财经
724,2020-09-04,中国银河(06881.HK)完成兑付2020年第六期短期融资券,格隆汇
725,2020-09-04,中国银河(601881.SH)：完成兑付本息40.20亿元短期融资券,格隆汇
726,2020-09-04,中国银河(601881.SH)当年累计新增借款超上年末净资产20% 大额借贷担保,格隆汇
727,2020-09-04,中国银河：2020年累计新增借款占上年末净资产比例为38.58% 大额借贷担保,Wind
728,2020-09-03,上海证券交易所2020年09月03日主板交易信息,上交所
729,2020-09-03,中国银河(06881.HK)聘任柯素春为证券事务代表,格隆汇
730,2020-09-03,融资客青睐7股，凯利泰买入占比高达40.83%,Wind
731,2020-09-02,游资情报｜20%涨停太诱人，两大游资正式入场；“瑞鹤仙”携手“方新侠”封板儿童药！,每日经济新闻
732,2020-09-01,非银金融行业周报：中报落地 顺周期下继续看好券商和保险低估龙头,新浪
733,2020-08-31,中国银河(06881.HK)完成发行35亿元公司债券,格隆汇
734,2020-08-31,中国银河(601881.SH)成功发行35亿元公司债,格隆汇
735,2020-08-30,净赚726.97亿元！39家上市券商交出上半年成绩单,中证报
736,2020-08-29,月薪10万！牛市来了，券商薪资果然大涨：中金公司亮了！,中国基金报
737,2020-08-29,关于《证券公司租用第三方网络平台开展证券业务活动管理规定(试行)》的专题评析：券业零售理财业务渠道迎来新红利 关注金融IT及互金巨头入股券商+金控类券商,新浪
738,2020-08-28,中国银河(06881.HK)上半年纯利升36.90%至35.52亿元,格隆汇
739,2020-08-28,中国银河(06881)中期归母净利同比增长36.9%至35.52亿元,智通财经
740,2020-08-28,中国银河(06881)将继续向银河投资租赁北京市国际企业大厦的物业,智通财经
741,2020-08-28,分类评级刚升至AA级，又迎中报净利同比增长37%，中国银河证券自营和国际业务成亮点！,每日经济新闻
742,2020-08-28,中国银河(06881)：拟向银河投资续租经营场地,智通财经
743,2020-08-28,中国银河上半年实现净利35.52亿元 同比增长36.9%,证券日报
744,2020-08-28,中国银河(601881.SH)：上半年净利同比增36.9%至35.52亿元,格隆汇
745,2020-08-28,中国银河(06881)完成发行40亿元2020年度第十期短期融资券,智通财经
746,2020-08-28,中国银河：上半年净利润35.52元同比增长36.9%,格隆汇
747,2020-08-27,8月27日深市创业板活跃股公开信息,深交所
748,2020-08-26,上海证券交易所2020年08月26日主板交易信息,上交所
749,2020-08-25,中国债券市场金融债发行日程一览(8月25日),Wind
750,2020-08-25,智通港股通资金流向统计(T+2)|8月25日,智通财经
751,2020-08-24,上海证券交易所2020年08月24日主板交易信息,上交所
752,2020-08-21,能科股份中恒电气跌停 银河证券均为前十流通股东泪奔,中国经济网
753,2020-08-21,中国银河拟发行公司债券不超300亿元，获证监会同意注册,资本邦
754,2020-08-20,游资情报｜“赵老哥”妖股跌停板上捡便宜；“孙哥”携手“章盟主”打板一股未果！,每日经济新闻
755,2020-08-20,上海证券交易所2020年08月20日主板交易信息,上交所
756,2020-08-20,中国银河(06881)获批发行不超过300亿元公司债券,智通财经
757,2020-08-20,中国银河(06881.HK)获准发行不超300亿元公司债券,格隆汇
758,2020-08-20,中国银河(601881.SH)公开发行公司债券获中国证监会注册批复,格隆汇
759,2020-08-19,【非银】监管规范券商与第三方平台合作，建议积极关注——非银金融行业周报——看好（联系人：张继袖、王磊）,渤海证券研究
760,2020-08-19,8月19日深市创业板活跃股公开信息,深交所
761,2020-08-19,登海种业连续两日涨停，机构高位出货,Wind
762,2020-08-18,中国银河(06881.HK)拟8月28日举行董事会会议审核中期业绩,格隆汇
763,2020-08-18,8月18日深市创业板活跃股公开信息,深交所
764,2020-08-18,普洛药业中报增逾5成今日涨停，外资看好,Wind
765,2020-08-17,两大硬核逻辑助涨保险板块，中长期也适用,Wind
766,2020-08-17,中国银河(06881.HK)完成发行2020年度第九期短期融资券,格隆汇
767,2020-08-17,中国银河(06881)完成发行40亿元短期融资券,智通财经
768,2020-08-17,中国银河(601881.SH)：完成发行40亿元短期融资券,格隆汇
769,2020-08-16,中证监对中国银河(06881)发行永续次级债券无异议,智通财经
770,2020-08-14,中国银河：吴建辉任职首席风险官,中国证券网
771,2020-08-14,8月14日深市创业板活跃股公开信息,深交所
772,2020-08-14,中国银河(06881.HK)委任吴建辉为首席风险官,格隆汇
773,2020-08-14,中国银河(601881.SH)：聘任吴建辉担任公司首席风险官,格隆汇
774,2020-08-14,证监会对中国银河(601881.SH)发行永续次级债券无异议,格隆汇
775,2020-08-14,蓝筹盘中揭竿而起，资金主攻保险板块,Wind
776,2020-08-14,A股午盘综述：上证指数午盘震荡下滑0.16%，北向资金实际净买入30亿元,Wind
777,2020-08-13,券商两融业务专题：两融“蛋糕”做大可期 财富管理转型重要拼图,新浪
778,2020-08-13,8月13日深市创业板活跃股公开信息,深交所
779,2020-08-13,券商合并又出新绯闻，相关个股“闻风启动”，当事人第一创业回应来了,第一财经
780,2020-08-13,【行情】券商板块午后异动，第一创业直线拉升，大涨9%，中信建投、中国银河、光大证券、太平洋跟涨,金十数据
781,2020-08-13,券商股再度异动攀升，第一创业冲击涨停,Wind
782,2020-08-12,8月12日深市创业板活跃股公开信息,深交所
783,2020-08-12,连续两日市场弱势，资金调仓意图凸显,Wind
784,2020-08-12,8月11日净流出22.35亿——A股ETF基金每日资金动向,中国银河证券基金研究中心
785,2020-08-11,8月11日深市创业板活跃股公开信息,深交所
786,2020-08-11,8月10日净流出29.34亿——A股ETF基金每日资金动向,中国银河证券基金研究中心
787,2020-08-10,8月10日深市创业板活跃股公开信息,深交所
788,2020-08-10,8月7日净流出25.63亿——A股ETF基金每日资金动向,中国银河证券基金研究中心
789,2020-08-08,凝心聚力十五载奋力打造新金控,中证报
790,2020-08-07,8月7日深市创业板活跃股公开信息,深交所
791,2020-08-07,银行及保险板块短期打压严重，三大因素助其中长期上涨,Wind
792,2020-08-07,创业板指重挫，机构称多因素支撑长期向上,中证报
793,2020-08-07,8月6日净流出38.93亿——A股ETF基金每日资金动向,中国银河证券基金研究中心
794,2020-08-07,A股午盘综述：上证指数跌逾1%，创业板指跌逾2%,Wind
795,2020-08-06,8月6日深市创业板活跃股公开信息,深交所
796,2020-08-06,金融街下午茶2020年8月6日星期三,Wind
797,2020-08-06,上海证券交易所2020年08月06日主板交易信息,上交所
798,2020-08-06,中国银河(06881)7月净利润同比增长约79.21%至7.566亿元,智通财经
799,2020-08-06,中国银河：7月母公司净利润7.57亿元,格隆汇
800,2020-08-06,中国银河(601881.SH)7月母公司净利升79.21%至7.57亿元,格隆汇
801,2020-08-06,恒指探底回升收跌0.69%，券商、光伏股活跃,Wind
802,2020-08-06,8月5日净流出37.58亿——A股ETF基金每日资金动向,中国银河证券基金研究中心
803,2020-08-05,正邦科技发生大宗交易成交折价率13.73%,证券时报网
804,2020-08-05,游资情报｜“孙哥”割肉出逃这一暴涨大热门；“章盟主”携手“赵老哥”封板血液制品股！,每日经济新闻
805,2020-08-05,大地熊换手率47.86%营业部龙虎榜净卖出105.86万元,证券时报网
806,2020-08-05,上海证券交易所2020年08月05日主板交易信息,上交所
807,2020-08-05,中国银河(06881.HK)：已收到1982万元案款,格隆汇
808,2020-08-05,8月4日净流入20.66亿——A股ETF基金每日资金动向,中国银河证券基金研究中心
809,2020-08-04,8月4日深市创业板活跃股公开信息,深交所
810,2020-08-04,8月3日净流出28.27亿——A股ETF基金每日资金动向,中国银河证券基金研究中心
811,2020-08-03,8月3日深市创业板活跃股公开信息,深交所
812,2020-08-03,达安基因尾盘再度涨停，外资卖出为主,Wind
813,2020-08-03,7月31日净流出40.89亿，一周净流出74.74亿——A股ETF基金每日资金动向,中国银河证券基金研究中心
814,2020-07-30,上海证券交易所2020年07月30日主板交易信息,上交所
815,2020-07-30,中颖电子加速涨停，外资交投活跃,Wind
816,2020-07-30,达安基因中报增11倍今日涨停，实力游资大买3.6亿,Wind
817,2020-07-30,恒指跌幅扩大至1%，黄金股、金融股跌幅居前,Wind
818,2020-07-30,中国银河证券“护航”，盖世食品通过精选层辅导验收,资本邦
819,2020-07-29,中国银河(601881.SH)：完成非公开发行60亿元公司债券,格隆汇
820,2020-07-29,中国银河(06881)发行60亿元公司债券,智通财经
821,2020-07-29,中国银河(06881.HK)：2020年公司债券(第四期)非公开发行完毕,格隆汇
822,2020-07-29,7月29日深市创业板活跃股公开信息,深交所
823,2020-07-28,7月28日深市创业板活跃股公开信息,深交所
824,2020-07-28,中国银河私募大赛进行中 私募坚定看好中国市场,和讯
825,2020-07-28,7月27日净流入6.47亿——A股ETF基金每日资金动向,中国银河证券基金研究中心
826,2020-07-28,大逆转！股票ETF终于净流入了，一天17个亿,中国基金报
827,2020-07-28,万亿发行大潮下，基金在A股市场的声音更响了,Wind
828,2020-07-27,7月27日深市创业板活跃股公开信息,深交所
829,2020-07-27,7月24日净流入17.09亿——A股ETF基金每日资金动向,中国银河证券基金研究中心
830,2020-07-27,【长城非银】非银金融板块继续减仓，需保持定力 ——公募基金2020年二季度持仓点评,强思非银
831,2020-07-26,中国银河刘锋：关注发力财富管理的大金融板块,中证网
832,2020-07-26,非银金融行业本周聚焦：券商Q2经营业绩向好 关注大金融板块“超低持仓”下的投资机会,新浪
833,2020-07-25,流通市值占比超6% 公募A股话语权提升,中证网
834,2020-07-24,顾家家居现4笔大宗交易均为折价成交,证券时报网
835,2020-07-24,中国银河(06881.HK)与被告孙涛勇等达成和解,格隆汇
836,2020-07-24,中资券商股全线收跌光大证券(6178.HK)和中国银河(6881.HK)跌超8%领跌 连续下跌,格隆汇
837,2020-07-24,恒指低开低走收跌2.21%，医药股大跌,Wind
838,2020-07-24,7月23日净流出20.40亿——A股ETF基金每日资金动向,中国银河证券基金研究中心
839,2020-07-23,基金2020Q2券商持仓分析：券商配置占比下滑至0.46% 低配比例继续扩大,新浪
840,2020-07-23,7月23日深市创业板活跃股公开信息,深交所
841,2020-07-23,7月22日净流出20.25亿——A股ETF基金每日资金动向,中国银河证券基金研究中心
842,2020-07-22,7月22日深市创业板活跃股公开信息,深交所
843,2020-07-22,鄂武商A再度涨停，外资持续做T,Wind
844,2020-07-22,券商板块冲高回落收涨1.03%，第一创业主力净流入金额超19亿元,Wind
845,2020-07-22,7月21日净流出31.14亿——A股ETF基金每日资金动向,中国银河证券基金研究中心
846,2020-07-21,晚间要闻2020年7月21日星期二,Wind
847,2020-07-21,游资情报｜“赵老哥”出货军工龙头；溧阳路“孙哥”“抢吃不老药”！,每日经济新闻
848,2020-07-21,中航沈飞高开低走全天振幅超17%，外资减仓内资接盘,Wind
849,2020-07-21,7月21日深市创业板活跃股公开信息,深交所
850,2020-07-21,中国银河(06881.HK)完成兑付2020年第四期短期融资券,格隆汇
851,2020-07-21,中国银河(601881.SH)：完成兑付本息40.14亿元短期融资券,格隆汇
852,2020-07-21,7月20日净流出57.17亿——A股ETF基金每日资金动向,中国银河证券基金研究中心
853,2020-07-20,7月20日深市创业板活跃股公开信息,深交所
854,2020-07-20,恒指震荡收跌0.12%，军工、电子烟概念活跃,Wind
855,2020-07-20,券商板块今日收涨5.29%，中信证券主力资金净流入约5亿元,Wind
856,2020-07-20,7月17日净流出46.10亿——A股ETF基金每日资金动向,中国银河证券基金研究中心
857,2020-07-20,券商板块半日涨6.36%，方正证券、中信证券共获得主力净流入超12亿元,Wind
858,2020-07-20,上市券商144亿元分红已兑现，还有157多亿元红包“在路上”,Wind
859,2020-07-19,再提券商合并 哪家呼声最高？,金融界
860,2020-07-17,国盾量子换手率35.74%机构龙虎榜净买入1767.64万元,证券时报网
861,2020-07-17,中国银河(06881)7月17日完成2020年公司债券(第三期)非公开发行,搜狐
862,2020-07-17,中国银河(06881.HK)完成发行40亿元公司债券,格隆汇
863,2020-07-17,中国银河(601881.SH)成功发行40亿元公司债 票面利率3.28%,格隆汇
864,2020-07-17,券商板块今日缩量收跌3.07%，光大证券等4股跌停遭主力净卖出44亿元,Wind
865,2020-07-17,7月16日净流出59.88亿——A股ETF基金每日资金动向,中国银河证券基金研究中心
866,2020-07-17,券商板块半日跌超3%，太平洋、光大证券、中信证券遭主力资金净卖出31亿元,Wind
867,2020-07-16,券商板块收跌5.6%成交金额1273亿元，太平洋获主力净流入32.29亿元,Wind
868,2020-07-16,7月15日净流出15.43亿——A股ETF基金每日资金动向,中国银河证券基金研究中心
869,2020-07-15,中国银河(06881.HK)完成发行40亿元短期融资券,格隆汇
870,2020-07-15,中国银河(601881.SH)完成发行2020年度第八期短期融资券,格隆汇
871,2020-07-15,券商板块今日跌2.87%，无一股收于涨停,Wind
872,2020-07-15,券商板块半日跌1.8%成交金额740亿元，越秀金控涨停获主力净流入0.7亿元,Wind
873,2020-07-14,7月14日深市创业板活跃股公开信息,深交所
874,2020-07-14,7月13日净流出27.40亿——A股ETF基金每日资金动向,中国银河证券基金研究中心
875,2020-07-14,券商板块半日跌0.03%，南京证券主力净流入额16.96亿元,Wind
876,2020-07-14,中国银河专业交易策略公开赛上周交易战报来袭！,银河期货
877,2020-07-13,中国银河证券已建立公募基金侧袋机制,证券日报
878,2020-07-13,游资情报|赵老哥联手两机构封板25倍股妖股，中信溧阳路孙哥“沉迷于T+0”，章盟主抄底免税概念股,每日经济新闻
879,2020-07-13,三大概念股被主力资金抛弃,中证网
880,2020-07-13,7月13日深市创业板活跃股公开信息,深交所
881,2020-07-13,"美年健康现31笔大宗交易 共成交95,703.48万元",新浪
882,2020-07-13,7月10日净流出25.78亿，一周净流入300.78亿——A股ETF基金每日资金动向,中国银河证券基金研究中心
883,2020-07-12,国信证券：不再聘请广发证券为非公开发行A股股票联席主承销商,Wind
884,2020-07-10,7月10日深市创业板活跃股公开信息,深交所
885,2020-07-10,分红潮来临！逾百家公司派现，金融股集中现身,Wind
886,2020-07-10,券商股尾盘下滑，中国银河、光大证券、申万宏源跌幅超过5%,Wind
887,2020-07-10,券商板块午盘跌0.73%成交金额945亿元，中信证券主力净流出3.6亿元,Wind
888,2020-07-10,A股午盘综述：上证指数跌逾1%，两市成交额再破万亿,Wind
889,2020-07-10,7月9日净流出20.97亿——A股ETF基金每日资金动向,中国银河证券基金研究中心
890,2020-07-10,社保基金要套现，国家大基金减持，释放什么信号,中国基金报
891,2020-07-10,H股价格平均打五折多家券商股东入场增持自家股票,证券时报
892,2020-07-10,"平均""五折""大甩卖，多家券商大股东已经出手在H股增持",券商中国
893,2020-07-09,7月9日深市创业板活跃股公开信息,深交所
894,2020-07-09,连续大涨市场分化明显，6成个股跑输指数,Wind
895,2020-07-09,券商板块小涨成交1656亿元环比微减，光大证券成交额93亿元创历史新高,Wind
896,2020-07-09,A股收盘综述：上证指数涨1.39%录得8连升，创业板指大涨4%,Wind
897,2020-07-09,券商板块跳水，招商证券、中国银河跌超5%,Wind
898,2020-07-09,券商板块午盘涨1.12%半日成交1088亿元，较上日同期增百亿元,Wind
899,2020-07-09,上市券商2020年6月经营数据点评：业绩爆发刚开始 重申大金融首推,新浪
900,2020-07-09,券商紧急维护App，5家App年内更新超10次,Wind
901,2020-07-08,晚间重要公告2020年7月8日星期三,Wind
902,2020-07-08,中国银河(06881)7月15日派发2019年度现金红利每股A股0.16元,智通财经
903,2020-07-08,中国银河(06881.HK)将派发A股每股现金红利0.16元,格隆汇
904,2020-07-08,中国银河(601881.SH)2019年度权益分派10派1.6元股权登记日为7月14日,格隆汇
905,2020-07-08,游资情报｜三大顶级游资出货“网红直播”龙头3亿元；方新侠6亿元抢筹东方财富！,每日经济新闻
906,2020-07-08,中国银河(06881-HK)6月净利润同比增154.67%,财华社
907,2020-07-08,中设股份拟变更持续督导主办券商：由光大证券到中国银河证券,资本邦
908,2020-07-08,7月8日深市创业板活跃股公开信息,深交所
909,2020-07-08,中国银河(06881)6月净利润同比增长1.55倍至6.22亿元,智通财经
910,2020-07-08,中国银河(06881.HK)6月母公司净利润6.22亿元同比增长155%,格隆汇
911,2020-07-08,中国银河：6月实现6.22亿元净利润,中证网
912,2020-07-08,成交量连续5天破万亿，各路资金跑步入场,Wind
913,2020-07-08,中国银河(601881.SH)：6月母公司净利润升154.67%至6.22亿元,格隆汇
914,2020-07-08,中国银河：母公司6月净利6.22亿元,Wind
915,2020-07-08,中国银河：母公司6月净利6.22亿元 同比大增,e公司
916,2020-07-08,蓝思科技尾盘涨停，机构出逃,Wind
917,2020-07-08,凯撒文化放量大跌7.64%，游资出货散户接盘,Wind
918,2020-07-08,券商板块收涨6.63%成交金额1664亿元，中信证券、中信建投尾盘炸板,Wind
919,2020-07-08,券商板块午盘涨3.68%半日成交金额998亿元，较上日同期缩量百亿元,Wind
920,2020-07-08,融资客青睐11股，上海新阳买入占比高达54.10%,Wind
921,2020-07-07,7月7日深市创业板活跃股公开信息,深交所
922,2020-07-07,"蓝海华腾现2笔大宗交易 共成交1,922.25万元",新浪
923,2020-07-07,成交量连续4天破万亿，上证50继续领涨A股,Wind
924,2020-07-07,券商板块收跌2.3%成交金额1674亿元，中信证券主力净流出4亿元,Wind
925,2020-07-07,中银证券、越秀金控涨停 中国银河直线冲击涨停,第一财经
926,2020-07-07,券商板块午盘跌0.44%成交金额1096亿元，上日同期为1082亿元,Wind
927,2020-07-07,中国银河专业交易策略公开赛上周交易战报火热出炉！,银河期货
928,2020-07-07,A股昨天人均狂赚2万！券商拉警报：保持冷静,21世纪经济报道
929,2020-07-07,A股早报2020年7月7日星期二,Wind
930,2020-07-07,港股盘前必读：多家银行启动赴港上市“B计划”,Wind
931,2020-07-07,每日理财观察：股票ETF单日成交额创历史第三高，爆款基金再现,Wind
932,2020-07-07,1.5万亿！50期权一周300倍！A股涨出期货的味道,Wind
933,2020-07-07,陆家嘴财经早餐2020年7月7日星期二,Wind
934,2020-07-07,金融股大涨之后，股东减持公告“如约而至”,证券时报
935,2020-07-06,新增开户数量大涨、北向资金不断涌入，牛市来了吗？,Wind
936,2020-07-06,金融街下午茶2020年7月6日星期一,Wind
937,2020-07-06,攻破3300，成交1.5万亿！券商板块能否继续“领牛”,中证报
938,2020-07-06,银行券商批量涨停，2015年行情已经到来？,Wind
939,2020-07-06,涨停板解密：金融股掀涨停潮！（7月6日）,Wind
940,2020-07-06,股指重上3300，成交再破1.5万亿！行情火爆到交易软件宕机！6大数据点燃A股盛宴,Wind
941,2020-07-06,恒指放量大涨近千点，大金融板块飙涨,Wind
942,2020-07-06,券商板块今日成交金额1516亿元，中信证券主力净流入金额达72亿元,Wind
