,2021-12-31,2021年十大牛股和熊股出炉，最牛股大涨566%,Wind
2214,2021-03-02,3月万亿兑付，信用债偿还高峰已至！3张图一览详情,Wind
2215,2021-03-02,民银国际——科莱斯用科技破难题每日可满足16万家庭用气,投资家
2216,2021-03-02,2021年中国石油和天然气开采行业市场现状及发展趋势分析 原油对外依存度超过70%,前瞻研究院
2217,2021-03-02,恒指午盘跌0.66%，三桶油领跌蓝筹,Wind
2218,2021-03-02,中国石油保持储量持续高峰增长,中国石油网
2219,2021-03-02,基金抱团的中国式价值投资，学到巴菲特投资思想精髓了吗？,搜狐
2220,2021-03-01,万联证券--机械设备行业周观点：挖掘机销量有望再超预期，中石油强调页岩油开发【行业研究】,金融界股吧
2221,2021-03-01,日评：石蜡需求乐观价格稳中小涨,百川盈孚
2222,2021-03-01,中国石油北京销售公司提升库站安全管控,北京商报
2223,2021-02-28,全产业链价格价差研究：价格价差迎来普涨 关注细分龙头业绩表现,新浪
2224,2021-02-28,石油化工新材料行业北上资金周报,新浪
2225,2021-02-28,杰瑞股份(002353)2020年业绩快报点评：收入结构改善、电驱和涡轮压裂设备将成为核心增长点,新浪
2226,2021-02-28,中石油长庆油田与华为签署战略合作协议,Wind
2227,2021-02-26,高盛上调中国石油美股评级,格隆汇
2228,2021-02-26,阿里健康、海底捞、龙湖集团将被纳入恒生指数,Wind
2229,2021-02-26,智通每日大行研报︱吉利汽车(00175)获花旗唱好 高盛大幅上调中石油(00857)目标价,智通财经
2230,2021-02-26,天然气达峰将提前 未来发展取决于气电,中宇资讯
2231,2021-02-26,国际油价遭遇高位调整，高盛为何突然“看好”中石油？,环球老虎财经
2232,2021-02-26,北京公联首汽石化有限公司环境违法被罚6万元 环保处罚,每日经济新闻
2233,2021-02-26,高盛：大幅上调中石油(00857)目标价63.2%至4.7港元 纳入“确信买入”名单,智通财经
2234,2021-02-26,数字化转型提速，DataPipeline助力中石油产业大数据实时共享能力再提升,砍柴网
2235,2021-02-26,高盛料中石油(00857-HK)将受惠油价升势升目标价至4.7港元,财华社
2236,2021-02-25,中化能源要上市 “第四桶油”成色如何,北京商报
2237,2021-02-25,芒格：比特币和特斯拉二选一？No，我选比亚迪,澎湃新闻
2238,2021-02-25,万科涨停！抱团散架继续，基民韭菜恐慌性赎回正逼近,搜狐
2239,2021-02-24,中国石油打造油品质量管控“升级版”,中新网
2240,2021-02-24,中国石油全面发力春耕保供,中新网
2241,2021-02-24,中海油服(601808)深度报告：油价上涨带动上游资本开支增加 中海油服受益.,新浪
2242,2021-02-24,“两桶油”加氢站建设加速，氢能汽车销量有望大增,Wind
2243,2021-02-23,258万手封死涨停，低位顺周期股大爆发（附股）,证券时报网
2244,2021-02-23,油价狂飙！油气QDII和周期主题基金业绩“嗨翻”了,上证报
2245,2021-02-23,国内商品期市收盘：能化品、有色金属冲高回落，黑色系尾盘跳水,Wind
2246,2021-02-23,香港恒生指数午盘涨1.48%报30769.20点，能源股、金融股及航空股涨幅居前,Wind
2247,2021-02-22,日评：石蜡库存低位价格小幅推涨,百川盈孚
2248,2021-02-22,碳达峰、碳中和路线图给环保企业带来机遇,新浪
2249,2021-02-22,信用债周度跟踪,新浪
2250,2021-02-22,港股异动 | 中石油(00857)涨超6%领涨石油股 高盛上调Q2布伦特原油价格预估至70美元,智通财经
2251,2021-02-22,A股分红10万亿，部分大市值股息率低得让人震惊,Wind
2252,2021-02-21,杰瑞股份：能否成为下一个三一重工？,新浪
2253,2021-02-20,「财富周评榜」石油化工股牛年伊始飘红：“两桶油”稳居市值榜前二，中国石油上市13年市值蒸发8万亿 连续下跌,华夏时报
2254,2021-02-19,"内江市生态环境局>>关于2021年2月19日拟对中国石油天然气股份有限公司西南油气田分公司勘探事业部宋探1井钻井工程环境影响报告表作出审批意见的公示
环保处罚",内江生态环境局
2255,2021-02-19,日评：石蜡报价稳定库存少量积累,百川盈孚
2256,2021-02-19,增速趋稳 天然气消费量增速能否重回两位数,中国能源报
2257,2021-02-19,每日理财观察：近百只基金蓄势待发,Wind
2258,2021-02-18,财华洞察|WTI原油重上60美元，石油股的春天来了？,财华社
2259,2021-02-18,市场风格骤变：抱团股不香了，低估值股被抢筹,Wind
2260,2021-02-18,发改委：明起国内汽柴油价格每吨分别提高275元和265元,Wind
2261,2021-02-18,专用设备行业：下游资本开支加速 油气装备行业景气上行,广发证券
2262,2021-02-18,机构懵了！抱团白马股群崩，周期股大爆发，什么情况？,中国基金报
2263,2021-02-18,风向有变？石油、有色大涨，14倍牛股重挫20%,证券时报网
2264,2021-02-18,日评：石蜡报价上调各炼厂恢复出货,百川盈孚
2265,2021-02-18,中国石油董事长戴厚良：2021国际油价将在中低区间运行,Wind
2266,2021-02-18,【行情】中国石油涨5.5%，中国石化涨6.7%，紫金矿业涨停,金十数据
2267,2021-02-18,中金：大宗商品价格上涨，如何布局市场？,中金点睛
2268,2021-02-18,事情闹大了！沙特行动，油价创新高，对股市影响多大,券商中国
2269,2021-02-17,中国石油董事长戴厚良：2021国际油价将在中低区间运行,格隆汇
2270,2021-02-17,瑞丰新材(300910)公司研究报告：国内润滑油添加剂、无碳纸显色剂龙头企业,新浪
2271,2021-02-17,晨星维持中石油(00857-HK)目标价3.3港元评级降至持有 机构下调估值,财华社
2272,2021-02-17,晨星下调中石油评级至持有，维持目标价3.3港元 投资评级恶化,Wind
2273,2021-02-17,港股牛年首日迎红包，恒指创逾两年半新高，影视公司沸腾单日现100%涨幅,Wind
2274,2021-02-16,港股狂欢！恒指大涨573点，影视股暴涨90%，中石油飙升13%,中证报
2275,2021-02-16,港股收盘(2.16)|恒指收涨1.9%报30746点 中石油(00857)大涨13%领涨蓝筹,智通财经
2276,2021-02-16,牛气冲天！港股大涨500点，三桶油暴涨8%！史上最强春节档，今年票房破100亿，影视股涨疯了！,中国基金报
2277,2021-02-16,港股异动︱石油股集体大涨 中石油(00857)升逾7%领涨蓝筹 美国极寒天气推高油价,智通财经
2278,2021-02-13,图解二十年来A股巨无霸的变迁之路,金融界
2279,2021-02-11,塔里木油田产量创新高,Wind
2280,2021-02-11,除夕报喜！塔里木油田超深层获超千吨高产油气流,科技日报
2281,2021-02-11,鼠年户均赚10万，同样3600点，A股市值却翻番,网易
2282,2021-02-10,鼠年户均赚10万，200多只股腰斩，最惨股户均亏损超50万！同样3600点，A股市值却翻番 亏损,证券时报
2283,2021-02-10,比亚迪涨近5%，市值一度超过中国石油升至两市第13位,Wind
2284,2021-02-10,判决书：中石油曙光采油厂原厂长一审获刑11年，受贿近1400万 诉讼纠纷,澎湃新闻
2285,2021-02-09,王忠民：我从一朵云中看到的新世界,新浪
2286,2021-02-09,公用事业行业数据周报,新浪
2287,2021-02-09,深圳南山海事局保障深圳港成品油运输安全,深圳特区报
2288,2021-02-09,香港恒生指数午盘涨0.39%报29432.92点，资源股、石油股涨幅居前,Wind
2289,2021-02-09,跟拥有多家上市公司的企业集团聊聊协同价值管理,搜狐
2290,2021-02-08,吉林省市场监督管理厅抽查207批次汽车配件及相关产品 10批次不合格 产品问题,质量新闻网
2291,2021-02-08,海外信用评级汇总2021年2月8日星期一,Wind
2292,2021-02-08,中国石油今日大宗交易成交3469.64万股，成交价4.09元折价0.73%,Wind
2293,2021-02-08,标普：确认中石化集团及子公司评级，展望稳定,Wind
2294,2021-02-08,川财证券--石油化工行业周报：今年中海油国内资本支出有望增长45%【行业研究】,金融界股吧
2295,2021-02-08,发改委等多部门：做好2021年春耕化肥生产供应和价格稳定工作,Wind
2296,2021-02-07,百亿盈利军团报到，7股制霸2020年业绩榜！还有38股净利润大增超10倍，这只股股价大涨跑赢茅台！,中国财富网
2297,2021-02-06,燃气龙头复盘1 | 新奥能源：城燃核心资产，供需两大主线引领走向全国,郭丽丽的研究札记
2298,2021-02-06,重磅！江苏发布接收站公平开放实施细则，如东启东接收站要开放吗？,国际燃气网
2299,2021-02-06,重磅！国家电投、中石油“抱团”,北极星电力
2300,2021-02-06,石油化工2020年报业绩前瞻：石化龙头盈利持续性增强 涤纶长丝迎景气反转,新浪
2301,2021-02-06,国家电投与中国石油签署战略合作协议,Wind
2302,2021-02-06,国家电投与中国石油签署战略合作协议,证券时报网
2303,2021-02-05,石化“十四五”专项规划将出，重点培育五大世界级产业集群,Wind
2304,2021-02-05,"内江市生态环境局>>关于2021年2月5日中国石油天然气股份有限公司西南油气田分公司勘探事业部宋探1井钻井工程环境影响评价文件受理情况的公示
环保处罚",内江生态环境局
2305,2021-02-04,2020年，中石油国际贸易悄悄干了哪些大事？,新浪
2306,2021-02-04,国际原油价格跟踪点评：油价重返疫情前水平 上调布油预期到55-65美元/桶,光大证券
2307,2021-02-03,南通两家LNG接收站道路运输源头治理责任落地,液化天然气网
2308,2021-02-01,新股排查丨德石股份受油气行业景气度提升影响，业绩增速快,21世纪经济报道
2309,2021-02-01,徐娜：1月成品油进口利润明显收窄　上半年成品油出口或维持低位,卓创资讯
2310,2021-02-01,天然气消费量增速能否重回两位数？,中国能源报
2311,2021-02-01,石油焦行业瞬息万遍 国内供应格局转变成为关键因素,卓创资讯
2312,2021-02-01,中石油塔里木油田累计向新疆南部“输气”90亿立方米,中新网
2313,2021-02-01,石油化工行业周报：油价维持55美元上方 涤纶长丝去库持续,新浪
2314,2021-02-01,石油化工行业周报：从全球乙烯产能投放趋势 来看大炼化竞争力与乙烯市场空间,新浪
2315,2021-02-01,判决书：中石油一采油厂原厂长受贿1800万 一审获刑13年 诉讼纠纷,澎湃新闻
2316,2021-02-01,2386份年报业绩预告：近六成报喜，龙头公司领跑势头强劲,Wind
2317,2021-01-31,齐鲁华信：分子筛催化剂龙头公司具备竞争优势，尾气处理打开新空间【安信诸海滨团队】,诸海滨新三板
2318,2021-01-31,超6万亿市值蒸发，2020年中国石油扣非净利润大幅亏损 连续下跌,红周刊
2319,2021-01-31,石油石化、基础化工、新材料行业北上资金流向周报,新浪
2320,2021-01-30,中国石油天然气股份有限公司 2020年年度业绩预告,证券时报
2321,2021-01-29,中国石油：预计去年净利润较上年减少250亿至290亿元 盈利能力下降,澎湃新闻
2322,2021-01-29,海外信用评级汇总2021年1月29日星期五,Wind
2323,2021-01-29,中国石油：预计2020年净利润同比下降55%到63% 盈利能力下降,Wind
2324,2021-01-29,中国石油：2020年归母净利润预降55%到63% 盈利能力下降,e公司
2325,2021-01-29,国内成品油价现“六连涨”,Wind
2326,2021-01-29,中国石油：预计2020年净利润同比下降55%-63% 盈利能力下降,格隆汇
2327,2021-01-29,标普：确认中石油长期发行人评级为“A+”，展望稳定,Wind
2328,2021-01-29,海越能源牵手中石油陕西公司，加速陕西地区业务布局,证券时报网
2329,2021-01-29,三招透视上市公司的“原力”：资本开支,锦缎
2330,2021-01-29,龙蟠科技：如何把握国六政策下车用尿素增量市场？,新浪
2331,2021-01-28,蓝天燃气登陆A股，区域龙头优势进一步凸显,每日经济新闻
2332,2021-01-28,"苏伊士加强在华业务布局,推动中国绿色发展",中国贸易新闻网
2333,2021-01-28,中国石油联合成立新能源公司，经营范围含燃气汽车加气经营,企查查
2334,2021-01-27,石油石化行业基金重仓分析专题(2020年四季度),新浪
2335,2021-01-27,快讯：石油股集体上涨 中海油涨超6%中石油涨超2%,新浪
2336,2021-01-27,“碳中和”路线图确定，车企开足马力顺势而变,Wind
2337,2021-01-26,凝神聚“气”保供应,新浪
2338,2021-01-26,贵州日报天眼新闻：贵州管网“四支十六站”累计输送天然气突破50亿方,中国燃气网
2339,2021-01-26,银河证券每日晨报,新浪
2340,2021-01-26,恒力石化(600346)：三千亿 新起点 新征程,光大证券
2341,2021-01-26,银河证券：石油加工行业存在业绩周期改善的预期,Wind
2342,2021-01-26,石油化工行业2020Q4基金重仓分析专题,新浪
2343,2021-01-25,西南油气田利用科技赋能推进“数字化”转型,中新网
2344,2021-01-25,中石油：数字化，革新油气行业发展,新浪
2345,2021-01-25,预见2021：中国天然气产业全景图谱，发展现状竞争格局前瞻,新浪
2346,2021-01-25,而立之变——从A股市值看中国证券市场30年发展,证券日报网
2347,2021-01-25,七十二传媒再创行业典范 与中国石油达成战略合作,大众网
2348,2021-01-24,中国石油天然气产量连续4年超千亿方,新浪
2349,2021-01-24,塔里木盆地顺北油气田储量超1.3亿吨 2020年中国油产量首次突破2亿吨,新浪
2350,2021-01-23,新排名！中国十大天然气田出炉！,新浪
2351,2021-01-23,上市公司正负面新闻2021年1月23日星期六,Wind
2352,2021-01-22,今天国际：与中石油广东石化分公司签订2.19亿元合同 对公司深耕石化领域具有深远影响,发布易
2353,2021-01-22,晚间重要公告2021年1月22日星期五,Wind
2354,2021-01-22,下周业绩披露高峰，“天雷滚滚”现冰山一角,Wind
2355,2021-01-22,中国石油天然气产量达到1304亿立方米 2020年全球液化天然气价格上涨300%,中研网
2356,2021-01-22,中国期货市场首次实现跨境交收，境外设库探索取得重大突破,Wind
2357,2021-01-21,联合资信：终止“16中油01”信用等级,Wind
2358,2021-01-21,四大主力气区日产量屡创新高中石油本供暖季已累计供气554亿方,格隆汇
2359,2021-01-21,哈电国际成功签订哈尔滨燃气热电项目合作协议,工业新闻网
2360,2021-01-20,今日能源看点：国家能源局：2020年风光新增装机近120GW！2020年我国合计降低用户用电成本约1080亿元！,国际能源网
2361,2021-01-20,千亿市值白马股重回升势！5张图看清其内部分化,Wind
2362,2021-01-20,生意社热点商品发现（2021年1月20日）,生意社
2363,2021-01-20,预见2021：《2021年中国天然气产业全景图谱》(附发展现状、竞争格局、发展前景等),前瞻研究院
2364,2021-01-20,中国石油海坝区块首个超浅层页岩气平台获高产,中国燃气网
2365,2021-01-20,即将被纳入全国碳市场 石化企业减碳迫在眉睫,中国能源报
2366,2021-01-19,呈和科技科创板IPO过会：一手中石化一手中石油，科创属性遭问询,中华网
2367,2021-01-19,历时6个月，700次研发，拜访59位大师，中石化推出螺狮粉冲上热搜,新浪
2368,2021-01-19,大行评级|瑞信：上调中石油(0857.HK)目标价至3.9港元评级“跑赢大市”,格隆汇
2369,2021-01-19,瑞信：维持中石油(00857)“跑赢大市”评级 目标价微升至3.9港元,智通财经
2370,2021-01-19,蓝天燃气IPO：业绩平平 9年改善“业务独立性缺陷”仍夹缝求生,产业经济新闻网
2371,2021-01-18,日评：石蜡供应缩紧部分地区出货受阻,百川盈孚
2372,2021-01-18,石油化工行业周报：LPG价格上涨成因及对石化产业链影响几何,新浪
2373,2021-01-18,化工行业周报：维生素、橡胶等涨势明显 关注细分领域业绩表现,新浪
2374,2021-01-18,基础化工行业周报：氨基酸、维生素价格上涨,光大证券
2375,2021-01-18,研究资讯｜2021沥青年报——强供应下未必高需求,浙商期货
2376,2021-01-18,极寒天气频发 或加快天然气价格市场化进程,中国经济时报
2377,2021-01-17,碳达峰碳中和目标逐渐落地，从部委到行业密集出台路线图,第一财经
2378,2021-01-17,深圳上海彻底火了：市值狂增8万亿！这9大城市，首次突破1万亿,中国基金报
2379,2021-01-16,中石油塔里木油田累计供气超3100亿立方米,科技日报
2380,2021-01-16,2020年中国炼厂保税用低硫燃料油生产供应解析,新浪
2381,2021-01-15,LNG海运站上风口,中国燃气网
2382,2021-01-15,中石油今年已向湖南省供应天然气突破2亿方,潇湘晨报
2383,2021-01-15,中国石油入股新能源公司，持股50%,企查查
2384,2021-01-15,日评：石蜡价格守稳供应偏紧,百川盈孚
2385,2021-01-15,中国石油去年11月以来累计为甘肃省供应天然气逾11亿立方米,国际燃气网
2386,2021-01-14,河北优先保供石家庄邢台疫区及“煤改气”用气,中国发展网
2387,2021-01-14,大行评级|瑞银：升中石油(0857.HK)评级至“买入”目标价上调至3.2港元,格隆汇
2388,2021-01-14,瑞银：上调中石油(00857)目标价10%至3.2港元 评级升至“买入”,智通财经
2389,2021-01-14,瑞银指年初布油表现已胜预期升中石油(00857-HK)目标价至3.2港元,财华社
2390,2021-01-14,瑞银指近期油价表现胜预期升中石油(00857-HK)目标价至3.2港元,财华社
2391,2021-01-14,3600点，市场聚焦三大分歧,Wind
2392,2021-01-13,数字与产业变革融合，华为云 Stack 深度驱动能源智能升级,砍柴网
2393,2021-01-13,日评：石蜡价格上调下游需求回暖,百川盈孚
2394,2021-01-13,国产家电耐热聚丙烯专用料替代进口,中化新网
2395,2021-01-13,顺丁、丁苯橡胶价格连续上涨,天然橡胶网
2396,2021-01-13,一罐风靡全国2万座加油站，边际成本竟为零,搜狐
2397,2021-01-13,宁德时代市值超中国石油引关注,中国能源报
2398,2021-01-13,阵地前移 “赢”在主动——中国石油物资采购中心为广东石化炼化一体化项目物资保供纪实,中国能源网
2399,2021-01-13,美股能源股集体上涨，Range资源涨超15%,Wind
2400,2021-01-12,今日能源看点：山东济宁发布《关于支持氢能产业发展的意见》！福建发布“十四五”规划建议！,国际能源网
2401,2021-01-12,石油石化、基础化工、新材料行业北上资金流向周报,新浪
2402,2021-01-12,机械设备行业周观点：2020年挖掘机销量增长近40%,新浪
2403,2021-01-12,四川盆地2020年生产天然气约565亿方 “西南油气田”占“半壁江山”,中新网
2404,2021-01-12,派特罗尔为石油钻探贡献绿色节能力量,中国发展网
2405,2021-01-12,中石油天然气产量当量首超原油,中国能源网china5e
2406,2021-01-12,美对华反补贴首次调查“低价提供天然气”,中国贸易报
2407,2021-01-12,石油化工＆基础化工行业2021年策略报告：后疫情时代下四大投资主线 龙头白马、周期成长、周期反转与成长突破,光大证券
2408,2021-01-11,信用债周度跟踪,新浪
2409,2021-01-11,2020四川盆地天然气产量565亿立方米,中国电力报
2410,2021-01-11,冷冬保供有备而来！天然气领域积极应对寒潮来袭满足用气需求,中国电力报
2411,2021-01-11,创历年新高，长庆油田冬供以来日均产气1.42亿立方米,Wind
2412,2021-01-11,传统能源时代落幕：特斯拉市值超十大车企，隆基市值超神华，宁德市值超中石油,中国能源网china5e
2413,2021-01-11,宁夏银川市：“压非保民”全力保障民生用气,国际燃气网
2414,2021-01-11,广汇能源(600256)：西部能化龙头再添新矿 铁路管道投运扩大辐射半径！,新浪
2415,2021-01-11,中国石油厉兵秣马战寒潮全力保供－国务院国有资产监督管理委员会,国资委
2416,2021-01-11,核心资产还能不能追？北上资金给出答案！,证券时报网
2417,2021-01-10,历时10年蓝天燃气IPO终获批文：区域竞争优势明显，关联交易骤升,中华网
2418,2021-01-09,核心资产还能不能追？追哪个？北上资金给出了答案,新浪
2419,2021-01-08,今日能源看点：国网公示2021年首批可再生能源发电补贴项目清单！江苏发布“十四五”可再生能源规划征求意见稿！,国际能源网
2420,2021-01-08,2020年中国能源化工行业市场现状和发展前景预测 2026年营业收入将突破5万亿元,前瞻研究院
2421,2021-01-08,中国天然气需求将创历史新高,新浪
2422,2021-01-08,中石油江苏LNG接收站全力保障长三角天然气供应,中国燃气网
2423,2021-01-07,大商所：LPG期货顺利完成交割后首次提货出库,Wind
2424,2021-01-07,【研报掘金】油价处于持续回升周期中 积极布局油价回升及需求复苏受益板块,证券时报网
2425,2021-01-07,2020年中国能源化工行业企业竞争格局分析 中石化遥遥领先中石油【组图】,前瞻研究院
2426,2021-01-07,电力设备及新能源行业：新能源喜提开门红 聚焦核心资产,新浪
2427,2021-01-06,花旗上调中石化目标价37%，料未来或派更多股息,Wind
2428,2021-01-06,OPEC+就2月石油产量达到协议，石油板块强势拉升，恒泰艾普等涨停,证券时报网
2429,2021-01-06,2021新年股市第一天：新能源和民营汽车继续受到资本市场追捧,第一电动网
2430,2021-01-06,油气开采板块走强，油价进入持续回升周期，布局三条主线,第一财经
2431,2021-01-06,"""中字头""公司普遍活跃，中国中车、中国铁建、中国交建、中石化、中石油普涨",Wind
2432,2021-01-06,四川盆地2020年生产天然气约565亿方， “西南油气田”占“半壁江山”,中新网
2433,2021-01-06,中信证券800亿公司债获批，或发力提高净资产回报率,Wind
2434,2021-01-05,河北新增14+30，一地升为全国唯一高风险！两地全面进入战时状态,中国基金报
2435,2021-01-05,A股融资融券日报：两融余额增加246.38亿元（1月4日）,Wind
2436,2021-01-04,石油化工行业周报：2020年石油化工重点回顾与2021年趋势展望,新浪
2437,2021-01-04,石油化工新材料行业北上资金周报,新浪
2438,2021-01-04,信用债周度跟踪,新浪
2439,2021-01-04,中国石油西南油气田日产气达1.04亿方 油田服务行业发展前景分析,中研网
2440,2021-01-04,中国石油2020年天然气产量当量首超原油,中国石油网
2441,2021-01-02,西气东输主气源地马力全开为下游“加气”御寒,Wind
2442,2021-01-02,创业板IPO|坤隆股份拟闯关创业板，2019年营收仅是几个同业公司“零头”,资本邦
2443,2021-01-02,中国石油国内油气产量当量再创新高,经济日报
2444,2021-01-01,中国石油两大历史性突破：油气当量首破2亿吨 天然气当量首破1亿吨,腾讯网
2445,2021-01-01,2020中国石油两大突破：油2亿吨 气1亿吨,科技日报
2446,2021-01-01,中国石油油气开发实现历史性突破油气当量首次突破2亿吨,金十数据
2447,2021-01-01,中国石油油气产量首次突破2亿吨 天然气产量突破1亿吨,证券时报网
2448,2021-01-01,拉萨天然气站扩建成效显着 2020年供气能力创新高,中新网
2449,2021-01-01,历史性突破！中石油油气当量产量首破2亿吨,Wind
2450,2021-01-01,历史性突破！中石油油气当量产量首破2亿吨,21世纪经济报道
2451,2021-01-01,创业板指涨幅冠绝全球，A股机构化驱动结构性行情,Wind
2452,2020-12-31,A股收官:最牛涨超23倍!茅台市值超工行和中石油之和,网易
2453,2020-12-31,明日起到中石油云南加油点首单购买新春礼包，加油可享直减15%优惠|云南信息报,云南信息报
2454,2020-12-31,国内成品油价迎“四连涨”,Wind
2455,2020-12-31,盘江股份：收到《民事判决书》 诉讼纠纷,Wind
2456,2020-12-31,全力保障冬季天然气供应 中国石油统筹国内外天然气资源增幅达11.3%,中新网
2457,2020-12-30,茅台、宁德时代、隆基股份，错过的要反思了,搜狐
2458,2020-12-30,中国石油今日大宗交易成交3160万股，成交价4.53元溢价9.69%,Wind
2459,2020-12-30,"中国石油现1笔大宗交易 共成交14,314.80万元",新浪
2460,2020-12-30,天然气保供进行时：三大石油公司全力增供，保障民生用气无忧,澎湃新闻
2461,2020-12-30,盘点2020 | 天管产品的精彩时刻,兰格钢铁网
2462,2020-12-29,全球及中国聚丁二烯橡胶行业供需现状分析，国内企业竞争愈演愈烈,橡胶技术网
2463,2020-12-29,化工在线周刊,新浪
2464,2020-12-29,石化行业周报：涤纶长丝价格上涨 涤丝~原材料价差扩大,新浪
2465,2020-12-29,中国石油西南油气田页岩气年产量突破100亿立方米,Wind
2466,2020-12-29,中石油西南油气田捷报频传，通源石油泵送射孔施工超450层,证券时报网
2467,2020-12-29,关键技术成果通过鉴定 中国石油助力石油“稀土”规模效益开发,上证报
2468,2020-12-29,银河证券每日晨报,新浪
2469,2020-12-28,中国石油西南油气田页岩气年产量突破100亿立方米,中新网
2470,2020-12-28,石油化工行业周报：涤纶长丝有望长期好转 大炼化比较优势明显与估值溢价空间提升,新浪
2471,2020-12-28,化工行业周报-全产业链价格价差研究：制冷剂、焦炭等涨势较好 关注细分龙头业绩表现,新浪
2472,2020-12-28,中国首个6000万吨级特大油气田诞生 油田服务行业现状及发展前景分析,中研网
2473,2020-12-28,中石油与哈萨克斯坦人民一道共同面对新冠肺炎疫情,管道商务网
2474,2020-12-28,江苏调峰释放资源供应城市燃气,现代快报
2475,2020-12-28,期市投资参考：多措并举扩大期货市场对外开放，黑色系全线收涨,Wind
2476,2020-12-28,盘前情报丨A股周末重磅！欺诈发行最高15年有期徒刑，2021年两会召开时间确定,21世纪经济报道
2477,2020-12-28,6000万吨！我国第一大油田年产量创纪录,中国科技网
2478,2020-12-27,中国石油工业新里程碑：建成年产6000万吨特大型油气田,Wind
2479,2020-12-27,长庆油田油气年产量突破6000万吨,Wind
2480,2020-12-26,徐冬、杨美娟：储气库“混”着建,新浪
2481,2020-12-26,2020年中国石油流通年度十大新闻在京发布,中新网
2482,2020-12-26,宁德时代市值 追赶中国石油的启示,证券时报
2483,2020-12-25,A股千亿市值榜出炉！茅台稳居第一，宁德时代升势强劲，石化“双雄”跌出前十,中证报
2484,2020-12-25,盘前情报丨茅台被点名，5G又有新动向，A股今天会怎么走？（附股）,21世纪经济报道
2485,2020-12-24,国家管网以408.86亿元收购中石油昆仑能源部分资产,新浪
2486,2020-12-24,中国石油苏5-13-15BH井喜获百万高产气井,国际燃气网
2487,2020-12-24,“营业额10强”子榜单出炉，龙头还是龙头,财华社
2488,2020-12-24,市值超过7000亿 “能源一哥”中石油会让位宁德时代吗？,北极星电力
2489,2020-12-24,一项创新技术为油田增收1.21亿元,中国科技网
2490,2020-12-23,408亿！中国石油割肉！转让昆仑燃气部分股权！ 资产异常,国际能源网
2491,2020-12-23,中信证券：管道剥离定价超预期 重申昆仑能源(00135)“买入”评级 目标价12港元,智通财经
2492,2020-12-23,中信证券：昆仑能源估值有望修复 维持买入评级,新浪
2493,2020-12-23,国家管网收购昆仑能源陕京管道，全国油气干线管网划转收官,澎湃新闻
2494,2020-12-23,昆仑能源（00135.HK）：管道剥离定价大超预期，公司估值有望修复,中信证券研究
2495,2020-12-23,昆仑(00135-HK)售管道资产套408亿拟派息,财华社
2496,2020-12-23,上市公司正负面新闻2020年12月23日星期三,Wind
2497,2020-12-23,证券日报头版：战略性新兴产业的火热是投资者对中国经济新增长级投出的信任票,Wind
2498,2020-12-22,基础化工行业周报：国际油价持续走高 辛醇、正丁醇涨幅明显,光大证券
2499,2020-12-22,昆仑能源向国家管网出售所持北京管道和大连LNG全部股权 资产异常,经济观察网
2500,2020-12-22,中国石油转让两公司股权 资产异常,大众证券报
2501,2020-12-22,中国石油：下属公司和国家管网集团订立408.86亿元股权转让协议 资产异常,第一财经
2502,2020-12-22,中国石油(601857.SH)：昆仑能源拟出售北京管道公司60%股权和大连LNG公司75%股权 资产异常,格隆汇
2503,2020-12-22,中石油：国家管网集团收购昆仑能源持北京管道公司60%股权等,新浪
2504,2020-12-22,中国石油：下属公司408.86亿元转让北京管道公司60%股权和大连LNG公司75%股权给国家管网集团 资产异常,e公司
2505,2020-12-22,中国石油：下属公司逾408亿元向国家管网集团出售两公司股权 资产异常,Wind
2506,2020-12-22,7500亿市值超越中石油“宁德时代们”的时代来了?,第一财经
2507,2020-12-21,发改委经济运行调节局主要负责人：LNG涨价不会影响居民供暖，将密切监测LNG价格走势,Wind
2508,2020-12-21,31个月暴涨12倍！创业板首现市值超七千亿股票,中证报
2509,2020-12-21,化工行业：制冷剂、丁辛醇上涨明显 细分龙头业绩可期,新浪
2510,2020-12-21,期市投资参考：LME期铜创近九年新高，明年钢铁价格中枢望上移,Wind
2511,2020-12-20,石油化工新材料行业北上资金周报,新浪
2512,2020-12-20,2020年A股诞生了多少十倍股？股价大排名来了,腾讯网
2513,2020-12-20,2020年A股诞生多少十倍股？个股价格大排名来了,中证报
2514,2020-12-19,2020年A股诞生了多少十倍股 ？个股价格大排名来了！,中证报
2515,2020-12-19,广汇能源：启通天然气管线项目成功并网通气 助力产业高质量发展,凤凰网
2516,2020-12-18,准噶尔盆地发现千亿立方米大气藏,Wind
2517,2020-12-18,中国石油：疫情使世界石油需求提前触顶，预测最早2030年前,21世纪经济报道
2518,2020-12-18,低气温致天然气用量持续高位，武汉启用气化站储备保供,Wind
2519,2020-12-18,A股早报2020年12月18日星期五,Wind
2520,2020-12-17,中国石油大宗交易成交8.23亿元，买方为机构专用席位,证券时报网
2521,2020-12-17,A股共发生218宗大宗交易成交97.72亿元（12月17日）,Wind
2522,2020-12-17,国内成品油现年内第七次上调，汽、柴油每吨分别提高155元和150元,Wind
2523,2020-12-17,湖南株洲天然气日缺口达20万,国际燃气网
2524,2020-12-17,日评：石蜡价格上调看涨情绪浓厚,百川盈孚
2525,2020-12-16,上期能源 关于发布低硫燃料油期货的系列公告,格林大华期货资讯
