,2021-12-31,年终盘点|医药2021：白马纷纷倒下 创新药走出温室 医改重构医药投资价值逻辑,财联社
2079,2020-08-05,298只券商资管重仓股中 哪只才是真正的收益王？,券商中国
2080,2020-08-05,兴证医药2020年8月投资月报：再论大创新时代的创新疫苗,新浪
2081,2020-08-05,跟着牛市旗手去炒股！券商资管10大重仓股曝光,券商中国
2082,2020-08-05,"跟着""牛市旗手""去炒股：券商资管最新持仓变化曝光 10大重仓名单",券商中国
2083,2020-08-04,长春高新现1笔大宗交易 共成交250.03万元,新浪
2084,2020-08-04,券商资管看好权益市场，警惕投资“价值陷阱”,Wind
2085,2020-08-03,A股市场投资者行为与资金流监控：资金流恢复紧平衡 产业资本净减持增加 减持股份,新浪
2086,2020-07-31,Q2主动偏股型基金权益配置研究：仓位提升 增持电子、医药,新浪
2087,2020-07-31,百亿基金经理独门股大揭秘,中证报
2088,2020-07-30,牛市初期医药股或持续高烧，疫苗短期有市梦率风险，但更多优质股3-5年成长逻辑未变,红周刊
2089,2020-07-30,北向资金大额净卖出，白酒行业估值是否已到天花板,Wind
2090,2020-07-30,A股融资融券日报 ：两融余额增加148.46亿元（7月29日）,Wind
2091,2020-07-29,长春高新大宗交易成交额4780.59万元,证券时报网
2092,2020-07-29,深港通十大成交活跃股排名（7月29日）,Wind
2093,2020-07-29,金融街下午茶2020年7月29日星期三,Wind
2094,2020-07-29,北向资金大幅净流入超77亿元，格力电器获净买入14.18亿元居首,Wind
2095,2020-07-29,刚刚，北上资金紧急抢筹A股！最新国家队重仓股曝光,证券时报网
2096,2020-07-29,2020Q2主动股票型基金资产配置分析：股票仓位大幅提升 医药、电气设备等超配比例创新高,新浪
2097,2020-07-27,中证指数公司：8月6日发布中证兴业证券ESG盈利100指数,Wind
2098,2020-07-27,新三板精选层过半破发！最新基金抱团股请及时收藏,证券时报网
2099,2020-07-27,A股融资融券日报：两融余额减少187.18亿元（7月24日）,Wind
2100,2020-07-24,医药生物行业：20Q2主动公募医药持仓维持大幅超配状态 重仓集中度有所下降,新浪
2101,2020-07-24,今年医药股持续走高，十家药企市值超过千亿元规模,制药网
2102,2020-07-24,医疗健康行业基金2Q分析：2季度仓位同比和环比上升 风险偏好依然较高,新浪
2103,2020-07-23,涨停潮！疫苗连传好消息，下半年医改重点任务已敲定,中证报
2104,2020-07-23,公募基金二季报回顾：仓位配置有望向“均衡”回归,新浪
2105,2020-07-23,2020年公募基金中报点评：行情助推持仓回升 大幅加仓医药生物,新浪
2106,2020-07-23,Q2公募基金持仓分析：金融地产遭减配，医药电子获增配,新浪
2107,2020-07-23,基金二季度重仓股揭晓：增持医药股 立讯精密成TMT行业担当,新浪
2108,2020-07-22,2020Q2基金持仓分析：权益仓位提高 增配科技、消费、医药,新浪
2109,2020-07-22,长春高新：拟投资8.3亿元建设创新药生产基地,中证网
2110,2020-07-22,长春高新(000661.SZ):拟在长春投资建设创新药生产基地,格隆汇
2111,2020-07-22,基金Q2重仓股大曝光！睿远又扫了哪些好货？,格隆汇
2112,2020-07-22,公募基金A股二季报出炉，17张图纵览持仓变化,Wind
2113,2020-07-22,基金二季度重仓股揭晓 白酒医药电子鼎立,金融投资报
2114,2020-07-22,基金第二大重仓股竟是它，碾压五粮液，仅次于茅台！,中国基金报
2115,2020-07-22,机构、股东、高管争相买入这些业绩暴增股,证券时报网
2116,2020-07-22,20Q2基金持仓结构分析：机构化水平继续提升 抱团格局下价格效应显著,新浪
2117,2020-07-22,万万没想到！基金第二大重仓股竟是它 碾压五粮液仅次于茅台！,中国基金报
2118,2020-07-22,贵州茅台稳居公募基金第一大重仓股,证券时报
2119,2020-07-21,明星基金经理调仓换股！医药、科技持续受关注,中投网
2120,2020-07-21,知名基金经理二季度普遍加仓，布局消费与科技,Wind
2121,2020-07-21,拆解基金二季报：增持医药生物、电子行业个股,Wind
2122,2020-07-21,公募基金二季度重仓股掀“盖头”，373只基金组团“喝”茅台,Wind
2123,2020-07-21,拆解基金二季报,21世纪经济报道
2124,2020-07-20,太稀缺！连续3年中报高增长股票名单，近半数成十倍牛股,凤凰网
2125,2020-07-20,中报分红第一股来袭，最新分红送转潜力股请收藏，仅12只,证券时报网
2126,2020-07-20,康华生物vs长春高新：高价生物医药股“一哥”之争谁走得更远,华夏时报
2127,2020-07-20,长春高新：目前公司没有研发抗衰老适应症的药物,Wind
2128,2020-07-18,A股“千亿俱乐部”，北京、广东各晋9家占鳌头,Wind
2129,2020-07-17,中国证券监督管理委员会北京监管局行政监管措施决定书（大信会计师事务所（特殊普通合伙）、曹斌、胡鸣） 其他违规处罚,北京证监局
2130,2020-07-17,A股“红包雨”——下周60家公司派现，3家送转,Wind
2131,2020-07-17,50只业绩大增股获机构加仓，8股获股东增持,Wind
2132,2020-07-16,7月股东户数透析： 有的收缩“暗示”重组可能，有的发散“导演”填权行情,红周刊
2133,2020-07-16,最牛新股闪崩跌停！这家机构仍然暴赚：三年53倍浮盈88亿,中国基金报
2134,2020-07-16,长春高新等48只业绩大增股遭机构抢筹,证券时报网
2135,2020-07-15,生物制品Ⅱ行业投资策略报告：狂犬疫苗供不应求 提价显著增厚业绩,新浪
2136,2020-07-15,84只股股价创历史新高,证券时报网
2137,2020-07-15,长春高新市值突破两千亿元再创新高，今年累涨约1.3倍,Wind
2138,2020-07-14,109只股股价创历史新高,证券时报网
2139,2020-07-14,云南白药、片仔癀、长春高新等明星股逆市大涨，均创新高,Wind
2140,2020-07-13,上市不足1个月，取代长春高新成“最贵”医药股，康华生物底气何来？,新浪医药
2141,2020-07-11,股价不断新高，为什么依然看好长春高新？,港股那点事
2142,2020-07-10,一周通读：光大证券重点报告精选,光大证券
2143,2020-07-10,57股获券商买入评级 长安汽车目标涨幅达46.17%,Wind
2144,2020-07-09,上半年股基冠军经理皮劲松：医药行业长期发展空间大,中国经济网
2145,2020-07-08,10年一见“大牛市”！A股单日144家企业涨停，医药有望再创奇迹,药智网
2146,2020-07-08,医药行业周报：如何看待医药板块的后续行情？,渤海证券
2147,2020-07-08,长春高新(000661)：Q2业绩略超预期 金赛与百克恢复高增长,光大证券
2148,2020-07-08,龙虎榜｜抓生物医药龙头，申万一营业部2.6亿净买入长春高新,重庆商报
2149,2020-07-08,A股早报2020年7月8日星期三,Wind
2150,2020-07-08,A股融资融券日报：两融余额增加267.17亿元（7月7日),Wind
2151,2020-07-08,这10家公司发布公告有看点 上半年业绩翻身股或继续飙涨,巨丰财经
2152,2020-07-08,股海导航 7月8日沪深股市公告提示,新浪
2153,2020-07-08,财经早报：机构预测6月CPI料小幅抬升 3新股今日申购,新浪
2154,2020-07-08,上市公司正负面新闻2020年7月8日星期三,Wind
2155,2020-07-08,上市医药企业资本变局：扎堆分拆上市，抢占高估值风口,Wind
2156,2020-07-08,上市医药企业资本变局：扎堆分拆上市 抢占高估值风口,21世纪经济报道
2157,2020-07-07,晚间公告热点追踪：暴风集团、*ST康得股票暂停上市,新浪
2158,2020-07-07,公告精选：暴风集团、*ST康得股票暂停上市；振德医疗预计上半年净利同比大增,e公司
2159,2020-07-07,晚间重要公告2020年7月7日星期二,Wind
2160,2020-07-07,7月8日涨停板早知道：七大利好有望发酵,新浪
2161,2020-07-07,长春高新(000661)：生长激素与疫苗恢复高增长 20H1公司业绩超市场预期,新浪
2162,2020-07-07,游资情报｜“赵老哥”携手“章盟主”巨资封板省广集团；“作手新一”“小鳄鱼”打板2股,每日经济新闻
2163,2020-07-07,长春高新：拟2830万美元认购美国Brillian公司优先股 丰富儿童药产品,中证网
2164,2020-07-07,22万突变1个亿！7万股民嗨了，1800亿医药巨头狂拉涨停！更有一批股票掀业绩浪,中国基金报
2165,2020-07-07,长春高新：拟2830万美元海外投资 丰富儿童用药产品,e公司
2166,2020-07-07,长春高新(000661.SZ)：通过儿童药平台项目入股美国Brillian公司丰富妇幼用药领域产品管线,格隆汇
2167,2020-07-07,长春高新：拟2830万美元认购“美国Brillian公司”优先股,Wind
2168,2020-07-07,长春高新龙虎榜数据（7月7日）,Wind
2169,2020-07-07,龙虎榜：长春高新放量涨停 两机构买入2.7亿元,证券时报网
2170,2020-07-07,长春高新业绩超预期午后快速涨停，机构持续看好,Wind
2171,2020-07-07,长春高新午后直线拉升涨8%,第一财经
2172,2020-07-07,A股异动|长春高新(000661.SZ)午后直线拉涨逾7%上半年净利预增70%-90%,格隆汇
2173,2020-07-07,长春高新午后跳涨4%，公司半年度业绩预增70%-90%,Wind
2174,2020-07-07,长春高新：预计上半年实现净利润12.35亿元-13.81亿元,中证网
2175,2020-07-07,长春高新预计上半年业绩增长70%-90%,上证报
2176,2020-07-07,午间公告2020年7月7日星期二,Wind
2177,2020-07-07,长春高新：上半年净利同比增长70%-90%,格隆汇
2178,2020-07-07,长春高新：上半年预计盈利12.35亿元-13.8亿元，同比增长70%-90%,Wind
2179,2020-07-07,【医药】生长激素持续高增长，长期看好公司发展——长春高新（000661）事件点评——增持（联系人：甘英健、陈晨、张山峰）,渤海证券研究
2180,2020-07-06,医药生物行业2020年7月投资月报：风格会切换么？耗材集采怎么看？,新浪
2181,2020-07-03,A股接下来往哪走？6大维度揭秘资金流向,每日经济新闻
2182,2020-07-03,一批知名药企要上市,赛柏蓝
2183,2020-07-03,A股融资融券日报：两融余额增加140.38亿元（7月2日）,Wind
2184,2020-07-02,医药中期策略：迎接后疫情时代 医药优先看好“5+X”,新浪
2185,2020-07-02,生物疫苗板块午后持续下滑，长春高新、艾德生物、康泰生物、智飞生物领跌,Wind
2186,2020-07-02,华兰生物、长春高新、天士力……上半年 多家药企分拆子公司上市,新浪
2187,2020-07-02,“基金中考英雄榜”傲然登场 逾70%收益率秘诀何在？ |专题,新浪
2188,2020-07-01,兴业证券：6月金股组合盈利15.92% 7月荐股名单出炉,新浪
2189,2020-06-30,长春高新午后走升再创新高，今年股价接近翻倍,Wind
2190,2020-06-30,融资客加仓 长春高新股价再创新高,证券时报网
2191,2020-06-30,17股获券商买入评级 溢多利目标涨幅达48.49%,Wind
2192,2020-06-29,医药生物行业周报(第二十六周),新浪
2193,2020-06-29,一批生物医药企业提出分拆疫苗子公司上市计划,制药网
2194,2020-06-29,长春高新：金赛药业电子注射笔已经配合产品上市销售,上证报
2195,2020-06-29,高管表信心“组团”增持1.08万股 长春高新好事不断 股价涨不停,电鳗快报
2196,2020-06-29,6月29日沪深两市最新交易提示,金融界
2197,2020-06-29,机构重仓股跟踪周报,新浪
2198,2020-06-29,上市公司正负面新闻2020年6月29日星期一,Wind
2199,2020-06-28,晚间重要公告2020年6月28日星期日,Wind
2200,2020-06-28,GSK重组带状疱疹疫苗欣安立适登陆中国 国内多家企业正在追赶,新浪
2201,2020-06-28,长春高新：8名董监高合计增持近1万股,格隆汇
2202,2020-06-28,医药行业成为上半年大赢家，绩优基金多抱团医药牛股,制药网
2203,2020-06-25,医药行业2020年中期策略：医药节奏看疫情 重点细分看“科技”自下而上填洼地,新浪
2204,2020-06-24,长春高新现1笔大宗交易 共成交270.86万元,新浪
2205,2020-06-24,长春高新今日大宗交易成交0.71万股，成交价381.49元折价8.65%,Wind
2206,2020-06-24,医药生物行业2020年中期策略：拥抱疫情后周期投资机会 重点关注医药新基建和医药大消费,新浪
2207,2020-06-24,全球首个新冠疫苗启动临床lll期！牛市稳了？游资猛增500亿,券商中国
2208,2020-06-23,超级大单：千亿医药巨头突发利好 5亿资金却大出逃,金融界
2209,2020-06-23,立讯精密、长春高新双双大涨再创新高，填权行情走势顺畅,Wind
2210,2020-06-23,【医药2020H1业绩前瞻】刚需属性逐步显现，Q2业绩加速趋势明显,兴证医药健康
2211,2020-06-23,立讯精密、长春高新、亿纬锂能等机构重仓股再创新高,Wind
2212,2020-06-22,暴涨638倍！A股百倍股来了，第一牛股是它！这份潜力牛股名单请收藏,证券时报网
2213,2020-06-22,30万狂赚1个亿！最牛医药股市值碾压中石化，老板身价超越王健林,中国基金报
2214,2020-06-22,长春高新(000661.SZ)突破400元大关再创历史新高,格隆汇
2215,2020-06-22,恒瑞医药、长春高新盘中股价再创新高,上证报
2216,2020-06-22,恒瑞医药、长春高新双双再创新高，恒瑞医药市值突破五千亿元,Wind
2217,2020-06-21,创新高股揭秘：近四成获北向资金加仓，机构抢筹7股,证券时报
2218,2020-06-21,疫情常态化下，医药投资的变与不变,中信建投证券研究
2219,2020-06-19,融资客加仓 长春高新股价再创新高,证券时报网
2220,2020-06-19,机构重仓股恒瑞医药、长春高新双双大涨并再创新高，尽显强者风范,Wind
2221,2020-06-19,医药板块集体回调，主力资金净流出超百亿,Wind
2222,2020-06-18,200亿场外资金虎视眈眈，明日尾盘行情安排上了？,中证报
2223,2020-06-18,A股融资融券日报：两融余额增加44.43亿元（6月17日),Wind
2224,2020-06-17,涨疯了！估值100倍起步，私募大佬边打边撤，券商狂调目标价：一口气猛升140元,中国基金报
2225,2020-06-17,长春高新：“高新定转”转股价格由173.69元/股调整为86.35元/股,Wind
2226,2020-06-17,长春高新(000661.SZ)：“高新定转”的转股价调整为86.35元/股,格隆汇
2227,2020-06-17,投资不过山海关？这家东北公司，24年暴涨100倍，回报率秒杀茅台,搜狐
2228,2020-06-17,近60只个股创新高 医药板块又火了！,中投网
2229,2020-06-17,沪指震荡小幅收涨0.14%，医药股大面积封板引领市场,Wind
2230,2020-06-17,机构重仓股恒瑞医药、长春高新尽显强者风范，双双再创新高,Wind
2231,2020-06-16,机构重仓股恒瑞医药、长春高新均再创新高,Wind
2232,2020-06-12,创业板强势翻红！外资300亿猛加仓！中一签赚19万超级大肉签也来了,中国基金报
2233,2020-06-11,长春高新：拟分拆所属子公司百克生物至科创板上市,Wind
2234,2020-06-11,[公司]长春高新：百克生物分拆至科创板上市事项获董事会通过,全景网
2235,2020-06-11,世卫呼吁疫苗应为全球公共产品 疫苗行业全景调研与发展战略研究,中研网
2236,2020-06-11,长春高新股价再创新高，北向资金和杠杆资金齐加仓,证券时报网
2237,2020-06-11,A股融资融券日报：两融余额增加21.86亿元（6月10日）,Wind
2238,2020-06-10,长春高新股价创新高，融资客抢先加仓,证券时报网
2239,2020-06-10,生物疫苗板块延续强势，长春高新再创新高,Wind
2240,2020-06-09,医药生物行业下半年行业政策前瞻： 逐渐密集，但都在预期中,中信建投证券研究
2241,2020-06-08,医药生物行业2020年6月投资月报：医药的牛市 是从什么时候开始的？,新浪
2242,2020-06-08,52股即将实施分红 长春高新送转比例最高,证券时报网
2243,2020-06-08,【兴证医药】CXO（创新药产业链）的过去、现在和未来--医药行业周报,兴证医药健康
2244,2020-06-08,十大券商一周策略：沪指向上突破3000点可期,券商中国
2245,2020-06-06,医药板块飙升逾30%年内霸榜，五大关键词勾画投资新赛道,Wind
2246,2020-06-05,48只股股价创历史新高,证券时报网
2247,2020-06-05,医药生物行业6月投资策略：后疫情时代 把握恢复性子行业和医药“新基建”增量赛道,新浪
2248,2020-06-05,2020年M1-M5疫苗批签发报告：重点品种整体快速增长 国产13价肺炎疫苗等表现强劲,新浪
2249,2020-06-05,【中航医药】行业周报 | 疫情反复，短期关注产业链投资机会,微信
2250,2020-06-04,分红潮再次来临：8家高送转，百元牛股藏其中,Wind
2251,2020-06-03,亚泰集团发布部分募集资金投资项目资产 募资总额22.9亿元,和讯
2252,2020-06-02,医药的牛市，是从什么时候开始的？——兴证医药2020年6月投资月报,兴证医药健康
2253,2020-06-02,晚间重要公告2020年6月2日星期二,Wind
2254,2020-06-02,【中信建投医药|行业周报】如何看待下半年医药行情：继续拥抱高景气主线,菊颖医药观察
2255,2020-06-02,东方证券6月金股名单出炉（共10只）,新浪
2256,2020-06-02,医药生物行业投资策略月报：布局高景气度细分领域 聚焦业绩持续增长带来的机会,广发证券
2257,2020-06-01,长春高新：长效水针剂型的生长激素产品是全球首创且唯一获批上市的产品,Wind
2258,2020-05-31,5月83股创历史新高，还有16股年内翻倍，这两大行业成牛股集中营,Wind
2259,2020-05-30,私募产品亦惊现“秒光”：600个号3秒抢光 募集约9亿,券商中国
2260,2020-05-29,MSCI尾盘数亿元扫货，北上5月吸金300亿,Wind
2261,2020-05-29,平均浮盈36.13%，公募大举进军定增市场,中证报
2262,2020-05-28,千亿市值的石药集团要来科创板 有望成为市值最高股,新浪
2263,2020-05-28,22股获券商买入评级 金圆股份目标涨幅达50.26%,Wind
2264,2020-05-28,北上资金尾盘半小时10亿抄底，A股近年六月表现抢眼,Wind
2265,2020-05-27,北上资金尾盘半小时10亿抄底，本月40亿巨资买家电,Wind
2266,2020-05-26,深市公司分拆首单：百克生物拟赴科创板IPO,科创板日报
2267,2020-05-26,长春高新(000661)：拟分拆百克生物上市 疫苗业务迎来发展机遇,新浪
2268,2020-05-26,长春高新(000661.SZ)：百克生物增加注册资本已完成工商变更登记手续,格隆汇
2269,2020-05-26,医药股持续走高，这10只被业内重点看好,制药网
2270,2020-05-26,A股高开高走 机构：内需板块确定性较高,e公司
2271,2020-05-26,广发基金张东一：坚守消费行业能力圈 与优秀企业共成长,中国经济网
2272,2020-05-25,长春高新：拟分拆所属子公司百克生物至科创板上市,Wind
2273,2020-05-24,【中信建投医药|行业周报】两会聚焦行业热点： 信息化、疫苗及器械,菊颖医药观察
2274,2020-05-24,6月十大金股（电话会议）,半导体风向标
2275,2020-05-24,百元股扩容至近70只 抓业绩搞价值投资才有出路,投资快报
2276,2020-05-21,百元股扩容至74只 逾五成一季报业绩增长,北京商报
2277,2020-05-20,长春高新现2笔大宗交易 共成交795.88万元,新浪
2278,2020-05-19,68只股股价创历史新高,证券时报网
2279,2020-05-19,长春高新现1笔大宗交易 共成交774.54万元,新浪
2280,2020-05-19,【华西医药崔文亮团队】《医药生物行业点评报告：两会医药议题解读：疫苗、创新药、IVD和医疗设备等领域继续成为关注焦点》,崔文亮研究团队
2281,2020-05-19,资金汇集白马股，A股千亿市值军团扩至近百家,Wind
2282,2020-05-19,【中信建投医药 |行业周报】5月报前瞻正在逐步兑现，继续看好“疫情后修复”与“新基建”,菊颖医药观察
2283,2020-05-18,"长春高新现1笔大宗交易 共成交1,148.93万元",新浪
2284,2020-05-18,A股千亿市值扩容至近百家，牛股这些特征你看清了吗？,上证报
2285,2020-05-18,【华西医药崔文亮团队】《长春高新点评报告：生长激素恢复高增长，疫苗业务增量显著》,崔文亮研究团队
2286,2020-05-15,"长春高新现1笔大宗交易 共成交1,145.83万元",新浪
2287,2020-05-14,长春高新发生大宗交易 成交折价率10.28%,证券时报网
2288,2020-05-14,长春高新现1笔大宗交易 共成交501.90万元,新浪
2289,2020-05-14,公募权益类基金2020年一季报持仓分析：仓位小幅下调 医药基建TMT三大板块受关注,渤海证券
2290,2020-05-14,生物制品-2020年M1-M4疫苗批签发报告：重点疫苗品种批签发整体同比表现强劲 国产大品种时代开启,新浪
2291,2020-05-14,大消费行情加速扩散，一天内65股创历史新高,上证报
2292,2020-05-14,这六只医药主题基金必须要收藏 前十大重仓股都有这些,投资快报
2293,2020-05-14,最高涨四成！医药基金业绩炸裂 哪些医药股是“心头好”？,投资快报
2294,2020-05-13,道达投资手记：A股市场10年大变 股价结构两极分化,每日经济新闻
2295,2020-05-13,高送转股升温 新诺威、长春高新、中信特钢等9家公司达标新规 良好业绩助推股价上台阶（附表）,红周刊
2296,2020-05-13,真正的牛股，只有靠“捏”——道达投资手记,每日经济新闻
2297,2020-05-13,首次，茅台市值超越贵州GDP！A股版漂亮50回归？,证券时报网
2298,2020-05-12,国内首家纯外资公募落地！北上资金连续八周净流入,Wind
2299,2020-05-12,千亿级大白马被买爆，A股核心资产股价创新高,中国基金报
2300,2020-05-11,内外资再现分歧，北上持续加仓，主抓消费+科技,Wind
2301,2020-05-08,长春高新高增长美化成分大,证券市场周刊
2302,2020-05-06,【华泰医药代雯团队】医药行业20年一季报总结：刚需属性凸显，内部分化加剧,谈医论股丨华泰医药
2303,2020-05-06,【兴证医药】行业比较优势突出，细分领域分化明显 —医药生物上市公司2019年报及2020年一季报小结,兴证医药健康
2304,2020-05-02,招商基金评价 | 主动投资偏股型基金2020年一季报投资组合分析,招商定量任瞳团队
2305,2020-05-01,超8成医药生物企业一季报盈利，机构扎堆医药类“龙头股”,Wind
2306,2020-04-30,一季度机构扎堆医药消费科技龙头股,Wind
2307,2020-04-30,公募一季度增持医疗保健信息技术大举减持金融股 减持股份,证券时报
2308,2020-04-30,社保买入医药农业新零售股相中科创板两软件和通信巨头,证券时报
2309,2020-04-28,医药为代表的资金分歧 暗示反弹结束了吗？,21世纪经济报道
2310,2020-04-28,融资客青睐6股，江河集团买入占比高达43.15%,Wind
2311,2020-04-28,社保基金一季度重仓股揭秘：新进65股 增持75股,证券时报
2312,2020-04-28,29股最新收盘价创历史新高医药生物行业居多,证券时报
2313,2020-04-27,必选消费龙头再创新高，但资金面分歧已现，这波反弹行将结束？,21世纪经济报道
2314,2020-04-27,4月近百只个股刷新历史新高 扎堆医药食品两大行业,红周刊
2315,2020-04-27,核心资产风云再起！贵州茅台等批量创新高，背后主力资金曝光,证券时报网
2316,2020-04-27,长春高新(000661.SZ)首次突破600元关口 再创历史新高,格隆汇
2317,2020-04-27,2020年一季度，三只医药标的新晋十大重仓股,制药网
2318,2020-04-27,深度解读 |2020年一季度公募基金持仓分析,大成基金
2319,2020-04-27,长春高新子公司增资扩股，持股比例46.15%不变,资本邦
2320,2020-04-27,社保基金抱团长春高新 QFII青睐白马股,中国基金报
2321,2020-04-26,六大机构最新重仓股大曝光！国家队加仓医药消费，险资压中热门股，百亿私募却在干小票,中国基金报
2322,2020-04-26,再次进入筛选医药核心资产窗口期！【西南证券医药|0424周报】,国广有话说
2323,2020-04-26,长春高新：子公司百克生物拟增资扩股,中证网
2324,2020-04-26,社保基金一季报抢先看！重仓7股 布局3大行业,中投网
2325,2020-04-26,A股投资新风向：社保在周期性和医药生物行业内的持仓占比最多,证券时报
2326,2020-04-26,57股本周逆市创新高，集中三大行业,证券时报
2327,2020-04-25,业绩成个股上涨主推力，多只白马股创历史新高,Wind
2328,2020-04-24,北京和众汇富：长春高新对“投资不过山海关”说“NO”,证券之星
2329,2020-04-23,一季度公募基金加仓医疗和科技金融持仓市值降500亿,金融投资报
2330,2020-04-23,公募定价权提升，医药与创业板成大赢家 ———20Q1基金持仓结构分析,修炼投资的水晶球
2331,2020-04-23,长春高新：一季度净利增速49% 生长激素行业龙头,巨丰财经
2332,2020-04-23,一季度基金持仓结构分析：公募增外资减，医药受青睐,李迅雷金融与投资
2333,2020-04-23,23股一季度获社保基金扎堆持有,证券时报网
2334,2020-04-23,长春高新：新冠疫情有所影响，生长激素实现小幅增长,证券时报网
2335,2020-04-23,长春高新（000661）：金赛保持稳健增长，全年有望持续高增长【2020年一季报点评|西南医药朱国广/杜向阳团队】,国广有话说
2336,2020-04-23,社保基金连续持仓31股22股首季净利润同比增长,证券时报
2337,2020-04-22,长春高新：一季度报净利润同比增长近50%，股价大涨7%,格隆汇
2338,2020-04-22,社保基金连续持有31股最长已持有28个季度,证券时报网
2339,2020-04-22,A股异动丨长春高新涨4.65%一季度净利润升48.59%券商看多,格隆汇
2340,2020-04-22,早间上市公司重磅公告：速看国酒茅台、长春高新两大股王齐秀业绩！,巨丰财经
2341,2020-04-22,社保基金一季度重仓股揭秘：新进13股增持18股,证券时报网
2342,2020-04-21,"【华泰医药代雯团队】长春高新 (000661, 买入) 2020年一季报点评：疫情之下，淡季不淡",谈医论股丨华泰医药
2343,2020-04-21,长春高新：一季度实现净利润5.42亿 同比增长48.59%,新浪
2344,2020-04-21,长春高新(000661.SZ)：一季度净利润升48.59%至5.42亿元,格隆汇
2345,2020-04-21,长春高新：一季度净利润5.42亿元，同比增长48.59%,Wind
2346,2020-04-20,年报面面观：现金分红成标配，高送转凤毛麟角,Wind
2347,2020-04-14,26只股股价创历史新高,证券时报网
2348,2020-04-14,跟着“国家队”炒股：汇金证金“种草”保险，社保中意长春高新,第一财经
2349,2020-04-10,A股首只创新药ETF今日上市，这一指数年化收益超16%,券商中国
2350,2020-04-09,社保基金新进39股6股年报净利翻倍增长,证券时报
2351,2020-04-08,对话基金经理系列 |招商基金贾成东：聚焦基本面趋势，精选景气行业,招商定量任瞳团队
2352,2020-04-07,北上资金百亿扫货，两大板块已提前锁定,Wind
2353,2020-04-07,43股去年四季度获社保基金扎堆持有,证券时报
2354,2020-04-06,长春高新(000661.SZ)：第一大股东质押330万股,格隆汇
2355,2020-04-01,制药业务贡献近九成营收长春高新仍“不舍”房地产,新京报
2356,2020-04-01,[路演]长春高新：基因重组促卵泡激素国内市场份额不断增长,全景网
2357,2020-04-01,[路演]长春高新：美国免疫唤醒公司双功能抗体项目正在研发中,全景网
2358,2020-04-01,[路演]长春高新：疫情对营收的具体影响金额暂时未进行统计,全景网
2359,2020-04-01,[路演]长春高新：生长激素成人适应症方面正在进行二期临床研究,全景网
2360,2020-04-01,[路演]长春高新：冻干鼻喷流感疫苗计划2020年下半年上市销售,全景网
2361,2020-04-01,长春高新：房地产业务暂不具备剥离条件,中证网
2362,2020-03-31,长春高新(000661.SZ)：百克生物以部分未分配利润向其股东每1股转增1.77股,格隆汇
2363,2020-03-31,长春高新回复关注函：分红送转预案与公司业绩成长性相匹配 关注函,Wind
2364,2020-03-30,【天风医药】长春高新：2019年业绩大增，持续布局新赛道、新业务,思医辨药
2365,2020-03-30,长春高新现1笔大宗交易 共成交621.23万元,新浪
2366,2020-03-30,【国信医药】长春高新：业绩略超预期，金赛增长迅猛丨2019年报点评,GuosenHealthcare
2367,2020-03-30,长春高新今日大宗交易成交1.30万股，成交价477.87元折价10.12%,Wind
2368,2020-03-30,年报、季报抢鲜看！大数据寻找“预喜”股票,Wind
2369,2020-03-30,社保基金长线坚守25只股（附股）,证券时报网
2370,2020-03-30,A股融资融券日报：两融余额减少56.76亿元（3月27日）,Wind
2371,2020-03-29,【光大医药 | 年报点评】长春高新：金赛高增长符合预期，在研管线稳步推进,医心医意要健康
2372,2020-03-29,【民生医药|年报点评】长春高新：生长激素处于放量周期，收入保持高速增长,杏林建研
2373,2020-03-29,16股本周股价创新高，4股北上资金抢先加仓,证券时报
2374,2020-03-28,方正研究|7月十大金股,策略研究
2375,2020-03-27,长春高新：收到深交所关注函 关注函,Wind
2376,2020-03-27,深港通十大成交活跃股排名（3月27日）,Wind
2377,2020-03-27,A股共发生70宗大宗交易成交9.22亿元（3月27日）,Wind
2378,2020-03-27,【面包财报】长春高新：2019年归母净利润17.75亿元，同比增长76.36%,面包财经
2379,2020-03-27,长春高新：2019年归母净利润17.75亿元，同比增长76.36%,面包财经
2380,2020-03-27,"长春高新现1笔大宗交易 共成交2,261.89万元",新浪
2381,2020-03-27,"【华泰医药代雯团队】长春高新 (000661, 买入)2019年报点评：制药/地产双箭齐发，高增长持续",谈医论股丨华泰医药
2382,2020-03-27,2020年报风云丨长春高新业绩超预期大涨 新并购子公司是核心驱动力,21世纪经济报道
2383,2020-03-27,长春高新（000661）：业绩略超预期，核心子公司增长强劲【2019年年报点评|西南医药朱国广/杜向阳团队】,国广有话说
2384,2020-03-27,长春高新：年报高增长符合预期，金赛重组有望增厚业绩,证券时报网
2385,2020-03-27,长春高新（000661）财报点评：金赛增长迅猛，鼻喷流感弹性大,国信研究
2386,2020-03-27,A股早报2020年3月27日星期五,Wind
2387,2020-03-27,A股资金面转暖 多路“人马”竞逐热点,上证报
2388,2020-03-27,A股资金面转暖，多路“人马”竞逐热点,Wind
2389,2020-03-26,长春高新：拟对广州思安信增资3000万元,中证网
2390,2020-03-26,长春高新2019年净利同比增长76.36% 拟10转10派10元,金融界
2391,2020-03-26,长春高新去年实现净利润17.75亿元 拟10转10派10元,e公司
2392,2020-03-26,长春高新(000661.SZ)拟向广州思安信增资3000万元 持股达16.25%,格隆汇
