,2021-12-31,A股资金流向：市场完美红盘收官，指数波澜不惊,Wind
17009,2020-08-03,超级大单：疫苗龙头10天9板 近4亿资金大出逃,新浪
17010,2020-08-03,智通港股通活跃成交|8月3日,智通财经
17011,2020-08-03,A股核心资产股价纷创新高背后：“内循环”经济下的估值重构,证券时报网
17012,2020-08-03,北水动向(8.3)|北水净流入47.11亿 中芯国际(00981)再获净买入逾6亿,智通财经
17013,2020-08-03,北水近6日涌入思摩尔超42亿，增持美团；南水净卖出中国中免10亿,富途证券
17014,2020-08-03,主力资金重点出击8股(名单),中财网
17015,2020-08-03,英特尔芯片工艺的“掉队”究竟意味着什么？,DoNews
17016,2020-08-03,新股不败：信仰的“充值”与秩序的“重塑”,澎湃新闻
17017,2020-08-03,【泰有财·研究服务】 每日资讯,中泰金融国际
17018,2020-08-03,汇丰：复星国际目标价为15.2港元 重申买入评级,新浪
17019,2020-08-03,港股收盘(8.3)|恒指收跌0.56% 中期纯利下滑76.76% 汇控(00005)挫逾4%领跌蓝筹 盈利能力下降,智通财经
17020,2020-08-03,半导体设备行业跟踪报告：中芯国际拟大规模投资成熟工艺 国产装备有望积极参与,广发证券
17021,2020-08-03,电子行业点评：中芯国际合作建设28NM项目 国产替代进程加速,新浪
17022,2020-08-03,中芯国际76亿美元蛋糕如何分配,中财网
17023,2020-08-03,科创板收盘播报：科创50指数收涨7.26% 143股平均涨幅达5.01%,新华网
17024,2020-08-03,恒指震荡收跌0.56%，医药、科技股走强,Wind
17025,2020-08-03,基金收评 | 八月开门红，军工股掀涨停潮！上涨行情将延续？,第一财经
17026,2020-08-03,巨·个股｜科技股大涨 中芯国际产业链机会依旧值得关注,巨丰财经
17027,2020-08-03,汇丰看好复星国际(00656.HK)疫情后的增长机遇，重申买入评级,格隆汇
17028,2020-08-03,恒指低开0.12%报24566点 易居企业控股大涨近11%,腾讯网
17029,2020-08-03,放量上扬：沪指涨1.75%，深市涨逾2%，北向资金净流出,澎湃新闻
17030,2020-08-03,源达：8月市场发力领域在哪，把握三条主主线,中金在线
17031,2020-08-03,巨丰资金流向：市场迎来强势反弹 近26亿主力流向军工板块！,巨丰财经
17032,2020-08-03,【国元电子】中芯国际：下游5G、IOT领域需求旺盛，28nm节点盈利性有望持续改善,茂飞电子研究
17033,2020-08-03,首期投资531亿元国内将再添一座12英寸晶圆厂,搜狐
17034,2020-08-03,融资融券周报2020年第30周,新浪
17035,2020-08-03,高盛：维持中芯国际(00981)目标价42港元 评级为“买入”,智通财经
17036,2020-08-03,和信投顾：市场短线情绪亢奋 个股题材全面活跃,中金在线
17037,2020-08-03,恒指半日跌0.95% 中国圣牧涨近26%军工医药股逆市飙升,腾讯网
17038,2020-08-03,最前线丨集成电路产业新政发布，A股相关个股集体飘红,36氪
17039,2020-08-03,7000亿民营企业复星国际的隐忧时刻：评级遭下调，流动性疲软，负债率超70% 投资评级恶化,凤凰网
17040,2020-08-03,港股午评|恒指走弱跌0.95%，国防、半导体板块逆势上涨,富途证券
17041,2020-08-03,科创板午间播报：科创板50指数半日涨5.92% 143股平均涨幅3.94%,新华网
17042,2020-08-03,索尼、丰田、阿迪达斯、迪士尼、汇丰、百度等将公布财报信息,腾讯网
17043,2020-08-03,8月3日午盘主力巨资抢筹四大板块(附股),金融界
17044,2020-08-03,午盘：沪指涨1.08%创业板指涨1.85%军工股掀涨停潮,金融界
17045,2020-08-03,A股打响最强攻坚战,新浪
17046,2020-08-03,快讯：中芯国际概念板块表现活跃涨5.82% 新莱应材、至纯科技、北方华创收获涨停,证券日报
17047,2020-08-03,恒指半日跌0.95%报24362.09点恒隆地产领跌蓝筹,中新经纬
17048,2020-08-03,港股午评：恒指跌0.95%香港本地股全线下挫军工股逆势大涨 连续下跌,格隆汇
17049,2020-08-03,港股异动 | 上海复旦(01385)涨超9%领涨半导体板块 市场传闻半导体产业可能获得减税政策支持,智通财经
17050,2020-08-03,午间资金流：军工板块资金大幅流入白酒一蹶不振,金融界
17051,2020-08-03,午后名博看市：三大事件来袭 下午如何演绎？,新浪
17052,2020-08-03,"一纸公告引概念股秒板 中芯国际坐实""带头大哥""地位",科创板日报
17053,2020-08-03,午评：继续抱团疫情线，重磅消息引爆军工,新浪
17054,2020-08-03,恒指8月下跌概率高达八成？国产替代是“大循环”超级赛道,腾讯网
17055,2020-08-03,A股午盘综述：上证指数涨逾1%，军工股掀涨停潮,Wind
17056,2020-08-03,仁会生物过会：今年科创板过会第88家 国泰君安过7单,中国经济网
17057,2020-08-03,利扬芯片过会：今年科创板过会第89家 东莞证券过首单,中国经济网
17058,2020-08-03,8月3日早盘主力巨资抢筹四大板块(附股),金融界
17059,2020-08-03,新经济扫描|美团逆势涨超3%，京东联合腾讯等推出电竞计划,富途证券
17060,2020-08-03,快讯：三大指数集体冲高沪指涨1% 科创50大涨近6%,新浪
17061,2020-08-03,【东吴电子王平阳团队】周报: 产业政策积极引导，IC高端制程产业链机遇凸显,东吴电子研究
17062,2020-08-03,芯片行业的未来如何？,金融界
17063,2020-08-03,广发许兴军：中芯国际成熟制程扩产将提供坚实产能保障,科创板日报
17064,2020-08-03,电子行业周报：苹果财报发布 关注面板涨价周期,新浪
17065,2020-08-03,恒指低开0.12% 其他服饰配件板块领跌,中新经纬
17066,2020-08-03,【异动股】中芯概念板块拉升，中微公司(688012-CN)涨停,财华社
17067,2020-08-03,【异动股】中芯国际(00981-HK)涨2.68%,财华社
17068,2020-08-03,集成电路早盘强势崛起 新莱应材等多股涨停,中国经济网
17069,2020-08-03,30股获融资净买入额超亿元 沃森生物居首,证券时报网
17070,2020-08-03,中芯国际公告合资开发28纳米及以上集成电路 相关公司将受益,证券时报网
17071,2020-08-03,快讯：三大指数表现强势沪指涨0.7% 科创50一度涨近3.5%,新浪
17072,2020-08-03,中芯国际概念走强，中微公司涨逾12%,第一财经
17073,2020-08-03,中芯国际的估值边际,搜狐
17074,2020-08-03,拟开展28纳米及以上集成电路项目 中芯国际概念集体走高,新浪
17075,2020-08-03,科创50指数涨幅扩大至超3%,e公司
17076,2020-08-03,中泰国际：澳门7月赌收13.44亿澳门元 同比下跌94.5%,新浪
17077,2020-08-03,中芯国际概念大幅高开,金十数据
17078,2020-08-03,恒生指数开盘跌0.12% 中芯国际开涨超3%,红周刊
17079,2020-08-03,科创板融资余额增加8.69亿元 75股融资余额环比增加,证券时报网
17080,2020-08-03,半导体行业点评报告：扩产提升SMIC盈利能力 持续推进产业链国产化,新浪
17081,2020-08-03,香港恒生指数低开0.12%,e公司
17082,2020-08-03,港股早评：恒指低开0.12%药品股、手机概念股强势中芯国际高开3.35%,格隆汇
17083,2020-08-03,视点 | 中邮智赢俱乐部视点,中邮证券
17084,2020-08-03,恒指低开0.12%，科技股上涨,Wind
17085,2020-08-03,晶圆厂近期密集扩产 半导体设备国产化提速,证券时报网
17086,2020-08-03,DJ 市场快讯：中芯国际与北京开发区合资投建28nm芯片项目，料利概念股,道琼斯
17087,2020-08-03,每日晨报-20200803,国元国际
17088,2020-08-03,【即时点评】中芯国际拟与北京开发区管委会合资，进一步扩大28nm产能；远大医药发布配售新股公告,国元国际
17089,2020-08-03,7月31日融资余额13720.11亿元，沃森生物、中芯国际、金达威净买入额排名前三,每日经济新闻
17090,2020-08-03,A股早报2020年8月3日星期一,Wind
17091,2020-08-03,睿财看市场：未来市场的核心投资机会仍在大消费和高科技两条主线,恒泰睿财
17092,2020-08-03,【行业雷达】梳理行业脉络，挖掘机会热点,华龙掘金
17093,2020-08-03,独角兽IPO纷至沓来，还有哪些后备军,Wind
17094,2020-08-03,【港股通】中芯国际拟出资25.5亿美元成立合资企业发展集成电路,凤凰网
17095,2020-08-03,智通港股通占比异动统计|8月3日,智通财经
17096,2020-08-03,港股盘前必读：消息称字节跳动考虑将中国业务在香港或上海上市,Wind
17097,2020-08-03,港股公告精选：海尔电器获海尔智家溢价约17.35%提私有化,Wind
17098,2020-08-03,智通决策参考︱(8.3-8.7) 恒指走势震荡 科技自主、内需自主是方向,智通财经
17099,2020-08-03,老沙:或是一条潜在的特重大利好,中财网
17100,2020-08-03,独角兽IPO纷至沓来 还有哪些后备军？,Wind
17101,2020-08-03,每日理财观察：资管新规过渡期延长至2021年底，公募侧袋机制将施行,Wind
17102,2020-08-03,港股将迎中报密集发布期 蓝筹股或有转机,中证网
17103,2020-08-03,8月3日开盘前瞻 | 恒指8月下跌概率高达八成？国产替代是“大循环”超级赛道,智通财经
17104,2020-08-03,智通港股通资金流向统计(T+2)|8月3日,智通财经
17105,2020-08-03,周一最新重磅公司传闻集锦(08月03日),证券之星
17106,2020-08-02,首批6只创业板注册制新股明起申购 科创板凯赛生物中一签或赚10万,每日经济新闻
17107,2020-08-02,中芯国际拟合资投建新厂，首期76亿美元聚焦28纳米及以上集成电路,电子信息产业网
17108,2020-08-02,台积电3nm工艺量产提前，接连几天市值暴涨，芯片行业一片火热,中国家电网
17109,2020-08-02,A股明日风口：两部委印发方案强化城镇污水处理厂弱项,新浪
17110,2020-08-02,【华西电子孙远峰-每日观点&资讯】（2020-08-03）,远峰电子
17111,2020-08-02,陆港通每周复盘 | 南下资金流入近180亿！抢筹思摩尔、美团、腾讯,华盛证券
17112,2020-08-02,美国7月ISM制造业PMI,富途证券
17113,2020-08-02,Intel近况（完整版纪要）,半导体风向标
17114,2020-08-02,金山办公：A股云计算第一股的成长性还有几何？,格隆汇
17115,2020-08-01,【兴证电子】周报：面板行业明显低估，苹果财报超预期,兴证电子谢恒团队
17116,2020-08-01,射频芯片近况（附Qorvo纪要）,半导体风向标
17117,2020-08-01,华润微：超预期（附点评）,半导体风向标
17118,2020-08-01,半导体产业大周期开始回暖 潜力股精选一览,金融投资报
17119,2020-08-01,英特尔的芯片大败局,DoNews
17120,2020-08-01,民间智慧 | 把握科技+消费主线,红周刊
17121,2020-08-01,半年报预告披露过半，深度透析半年报中的机会和风险,巨丰财经
17122,2020-08-01,贺宛男：创业板注册制落地带来什么,中财网
17123,2020-08-01,刘柯:A股未来的主流机会在哪里？,中财网
17124,2020-08-01,集成电路火到什么程度？刚刚升级为一级学科 985院校毕业生薪水涨到了这个数,金融界
17125,2020-08-01,周末证券|半导体行业“乘风破浪”设备与材料公司进入黄金期,金融投资报
17126,2020-08-01,股讯|美股4连涨 消息称微软考虑收购抖音海外版美国业务,凤凰网
17127,2020-08-01,第七季炒股比赛冠军收益超60%,大众证券报
17128,2020-08-01,集成电路行业又一利好落地半导体人才挖角战正酣,证券时报
17129,2020-07-31,格隆汇港股聚焦(7.31)︱海尔电器获海尔智家溢价17.35%提私有化要约 中芯国际拟合资开展运营28纳米及以上集成电路项目,格隆汇
17130,2020-07-31,恒指收跌0.47％，银行股拖累指数表现,腾讯网
17131,2020-07-31,“七翻身”成色足！三大股指全部涨超10% 8月怎么走？八大券商观点来了,中证报
17132,2020-07-31,A股头条之上市公司（8.1）,金融界
17133,2020-07-31,中芯国际(688981.SH)：拟与北京开发区管委会成立合资企业 聚焦于生产28纳米及以上集成电路项目,格隆汇
17134,2020-07-31,中芯国际(00981.HK)拟成立合资生产28纳米及以上集成电路,格隆汇
17135,2020-07-31,中芯国际(00981)拟与北京开发区管委会组合资在北京开发营运12吋晶圆生产设施,智通财经
17136,2020-07-31,中芯国际：拟合作开展28纳米及以上集成电路项目,e公司
17137,2020-07-31,中芯国际：设立合资企业，致力于生产28纳米及以上集成电路,Wind
17138,2020-07-31,中芯国际：本公司与北京开发区管委会订立合作框架文件,金十数据
17139,2020-07-31,【华西电子孙远峰团队-持续推荐中芯国际】先进工艺稳定推进，成熟工艺获利持续提升,远峰电子
17140,2020-07-31,“七翻身”成色足！三大股指全部涨超10%，26只个股翻倍，8月怎么走？八大券商观点来了,中证报
17141,2020-07-31,姐姐来了丨大咖访谈：投资没有信仰，和咸鱼有什么区别？,国联安基金
17142,2020-07-31,A股7月红盘收官，板块涨跌逻辑如何把握？,搜狐
17143,2020-07-31,证券行业2020年秋季策略报告：资本市场深化改革：对券商业绩影响几何【华创非银】,华创非银
17144,2020-07-31,智通港股通活跃成交|7月31日,智通财经
17145,2020-07-31,【一周资金路线图】主力资金净流出704亿 医药生物行业净流入规模居前,证券时报网
17146,2020-07-31,智通港股空仓持单统计|7月31日,智通财经
17147,2020-07-31,恒指高开低走收跌0.47%，7月收涨0.69%,上游新闻
17148,2020-07-31,7月31日科创板主力资金净流入35.51亿元,证券时报网
17149,2020-07-31,数据复盘|83亿主力资金潜入电子行业 中芯国际获主力大幅加仓,证券时报网
17150,2020-07-31,百亿资金搏杀芯片龙头股，主力扫货近30亿元！科技股抢筹名单来了,证券时报网
17151,2020-07-31,北水动向(7.31)|北水净流入27.93亿 行业再迎“抢装潮” 内资追捧风电股,智通财经
17152,2020-07-31,金融街下午茶2020年7月31日星期五,Wind
17153,2020-07-31,7月共7家公司海外评级遭下调，1家被列入负面展望 评级展望下调为负面,Wind
17154,2020-07-31,7月31日主力资金流向日报,证券时报网
17155,2020-07-31,港股通净买入腾讯(0700.HK)4.54亿港元,格隆汇
17156,2020-07-31,港股7月波幅千七累计只涨168点中芯获华为采用芯片扬5.9%,财华社
17157,2020-07-31,巨丰周报：缺口未补开启反弹 生物制药引爆市场,巨丰财经
17158,2020-07-31,港股收评：恒指跌0.47%，风电股连续飘红，半导体、黄金表现强势,格隆汇
17159,2020-07-31,数据|科创板主力资金净流入61股中芯国际,科创板日报
17160,2020-07-31,恒生指数收跌0.47%报24595点 瑞声科技(02018.hk)升3.6%领涨蓝筹,凤凰网
17161,2020-07-31,港股收盘丨恒指跌0.47%，半导体、黄金概念股走强,第一财经
17162,2020-07-31,7月31日恒生指数收盘下跌0.47%，南向资金当日净流入27.93亿元，中芯国际一度大涨逾7%,每日经济新闻
17163,2020-07-31,地产股收盘丨恒指收跌0.47% 合景泰富涨9.86%,中金在线
17164,2020-07-31,恒指收跌0.47%报24595.350点 禽畜饲料板块领跌,中新经纬
17165,2020-07-31,收评：港股恒指跌0.47% 字节跳动来袭港交所拉涨逾2%,新浪
17166,2020-07-31,科创板收评：个股多数上涨N江航涨超290%,科创板日报
17167,2020-07-31,港股收评：恒指收跌0.47%风电股、半导体强势石油股下挫拖累大市走低,格隆汇
17168,2020-07-31,收评：恒指跌0.47%7月涨0.69% 芯片、医药股强者恒强黄金股迎反弹,金融界
17169,2020-07-31,7月31日复盘：8月份开门红值得期待 主力资金出击11股,新浪
17170,2020-07-31,港股收跌0.47% 7月微涨0.69%,e公司
17171,2020-07-31,1310亿资金争夺20股：主力资金重点出击11股(名单),新浪
17172,2020-07-31,恒指高开低走收跌0.47%，黄金、苹果、芯片概念走强,Wind
17173,2020-07-31,巨·大盘|大盘上测箱体顶部遇阻 A股七翻身完美实现,巨丰财经
17174,2020-07-31,港股异动︱半导体板块重获资金热捧 中芯国际(00981)尾盘大涨6% 将于8月6日披露中报,智通财经
17175,2020-07-31,7月31日两市机构大单抢筹40股(名单),金融界
17176,2020-07-31,科创板50指数推出，资本市场改革进入新阶段,工银瑞信基金
17177,2020-07-31,科创板收盘播报：科创50指数收涨2.73% 江航装备、盟升电子分别较发行价涨293%、229%,新华网
17178,2020-07-31,新经济扫描|中芯国际午后冲高涨超5%，领涨新经济股,富途证券
17179,2020-07-31,A股市场震荡难料一类股独揽50亿主力资金,搜狐
17180,2020-07-31,中期牛的根基已经确立,新浪
17181,2020-07-31,北向资金持续流出：主力回流科技股 军工板块暂时熄火,新浪
17182,2020-07-31,中芯国际A+H联袂上涨重新获资金追捧,格隆汇
17183,2020-07-31,巨丰资金流向：市场宽幅震荡引分化 50亿主力资金流向电子板块！,巨丰财经
17184,2020-07-31,地产股收盘丨创业板指涨1.89% 泰禾、万科双双收跌,中金在线
17185,2020-07-31,收评：创业板指涨近2% 抖音概念尾盘掀涨停潮,网易
17186,2020-07-31,中芯国际升近5% 报29.6港元,新浪
17187,2020-07-31,【异动股】华为采用中芯国际(00981-HK)代工芯片现大涨5.1%,财华社
17188,2020-07-31,中芯国际尾盘涨近9%,新浪
17189,2020-07-31,余承东圆梦：华为份额首超三星 但要坐稳宝座任重道远,新浪
17190,2020-07-31,A股收评：沪指重返3300点涨0.7%今日头条概念股暴涨,格隆汇
17191,2020-07-31,【异动股】中芯国际(00981-HK)涨2.66%,财华社
17192,2020-07-31,【行情】半导体板块尾盘持续拉升，北方华创涨停，沪硅产业大涨8%，中芯国际、长电科技、华润微、苏州固锝等集体拉升,金十数据
17193,2020-07-31,7月31日午后主力巨资抢筹四大板块(附股),金融界
17194,2020-07-31,康特隆升近40% 报0.31港元,新浪
17195,2020-07-31,康特隆飙逾28% 日前遭控股股东减持逾4000万股 减持股份,新浪
17196,2020-07-31,「AI芯片第一股」寒武纪上市首日市值破千亿，85后创始人身价破300亿！,新智元
17197,2020-07-31,恒指涨0.22% 贵金属板块领涨,中新经纬
17198,2020-07-31,7月31日午盘两市净流入前20股(名单),金融界
17199,2020-07-31,7月31日早盘两市净流入前20股(名单),金融界
17200,2020-07-31,iPhone12将推迟数周发布 iphone12价格预估 未来中国手机行业市场现状预测,新浪
17201,2020-07-31,DJ 市场快讯：恒生科技指数涨2.1%；美四大科技巨头季绩超预期盘后齐涨,道琼斯
17202,2020-07-31,新经济扫描|京东向利丰投资1亿美元，中芯国际4日累涨17%,富途证券
17203,2020-07-31,科创板融资余额增加2.11亿元 64股融资余额环比增加,证券时报网
17204,2020-07-31,正帆科技启动招股 供货中芯国际恒瑞医药等 产业链协同催生盈利增长点,上证报
17205,2020-07-31,正帆科技科创板上市启动招股 系多家明星半导体企业供应商,证券时报网
17206,2020-07-31,DJ 市场快讯：国办鼓励双创基地聚焦芯片、医疗设备等，类股提振料有限,道琼斯
17207,2020-07-31,智通港股通占比异动统计|7月31日,智通财经
17208,2020-07-31,智通港股通持股解析|7月31日,智通财经
17209,2020-07-31,港股盘前必读：新冠疫苗第一股康希诺7月31日科创板申购,Wind
17210,2020-07-31,8只港股获南向资金连续净买入 腾讯控股连续4天获净买入,证券时报网
17211,2020-07-31,董登新：科创板“破发”应常态化 连续下跌,新浪
17212,2020-07-31,智通港股通资金流向统计(T+2)|7月31日,智通财经
17213,2020-07-31,格隆汇沽空预警榜|7月29日,格隆汇
17214,2020-07-31,港股受惠A股造好再跟升,南方财经网
17215,2020-07-31,七月赛事还有什么悬念?,南方财经网
17216,2020-07-31,美科技巨头的对手来了！港版“纳指”上线，未来存在这些投资机会,腾讯网
17217,2020-07-30,【国元电子】芯朋微：专注电源管理芯片，引领国产替代热潮,茂飞电子研究
17218,2020-07-30,龙源电力近一个月首次上榜港股通成交活跃榜,证券时报网
17219,2020-07-30,【华西电子孙远峰-每日观点&资讯】（2020-07-31）,远峰电子
17220,2020-07-30,7月30日科创板主力资金净流出8.37亿元,证券时报网
17221,2020-07-30,主力资金：华为国产芯片有新消息 尾盘3亿资金扫货芯片龙头,新浪
17222,2020-07-30,智通港股通活跃成交|7月30日,智通财经
17223,2020-07-30,港股期指结算波幅高达581点中国建材重组资产4连升累涨31%,财华社
17224,2020-07-30,华为将向高通支付18亿美元保护费，寻求突围或许是真相,Ofweek
17225,2020-07-30,港股复盘：第二个中芯,YY港股圈
17226,2020-07-30,北水动向(7.30)|北水净流入55.78亿 分别增持石药(01093)、广汽(02238)逾4亿港元,智通财经
17227,2020-07-30,沪硅产业(688126)：国之重器 硅片国产化先行者,新浪
17228,2020-07-30,10倍大牛股康希诺回A：摆脱质疑不易 会否上演中芯暴跌一幕,新浪
17229,2020-07-30,收评：恒指午后跳水跌0.69% 避险情绪再升温医药、农业股走强,金融界
17230,2020-07-30,“一挖就走” 中芯国际为什么留不住人？,新浪
17231,2020-07-30,1214亿资金争夺20股：主力资金重点出击7股(名单),新浪
17232,2020-07-30,科创板收盘播报：科创50指数收跌0.28% 141股平均涨幅0.37%,新华网
17233,2020-07-30,港股恒指尾盘跳水跌超1% 大金融板块领跌中信建投跌3%,新浪
17234,2020-07-30,指数全天弱势震荡午后下行 北向资金大幅流出逾42亿 农业、水泥、深圳海南板块逆市领涨,中华网
17235,2020-07-30,午市前瞻：联储局放鸽市场反应正面 恒指或上试25500点,新浪
17236,2020-07-30,恒指涨1.05% 其他服饰配件板块领涨,中新经纬
17237,2020-07-30,集成数字主动降噪ANC功能，「中科蓝讯」将依托“平头哥”开发新一代智能语音芯片 | 潮科技·芯创业,36氪
17238,2020-07-30,信息科技行业动态点评：加快集成电路发展 产业链公司齐头并进,新浪
17239,2020-07-30,ASM太平洋跌逾6% 汇证降其目标价至130港元 机构下调估值,新浪
17240,2020-07-30,恒指高开0.39%，半导体板块领涨,中新经纬
17241,2020-07-30,观点分享：精选层是什么层？,东吴中小融
17242,2020-07-30,【线上策略报告会】国际局势紧张 军民融合 整体上市——军工股春天来了？,德邦证券微资讯
17243,2020-07-30,英皇证券：美联储议息如预期 恒指于25000点好淡争持,新浪
17244,2020-07-30,北水增持腾讯、中芯国际；南水抛售五粮液、茅台,富途证券
17245,2020-07-30,恒生指数高开0.39%报24979点 黄金股获追捧恒兴黄金(02303)涨8.6%,凤凰网
17246,2020-07-30,回A概念归位 吉利汽车回A获股东大会通过开高逾1%,新浪
17247,2020-07-30,快讯：港股恒指高开0.39% 中国圣牧涨9%医药股继续强势,新浪
17248,2020-07-30,科创板融资余额增加6.32亿元 79股融资余额环比增加,证券时报网
17249,2020-07-30,港股早评：恒指高开0.39%药品股集体上涨石四药集团大涨逾9%,格隆汇
17250,2020-07-30,智通港股通占比异动统计|7月30日,智通财经
17251,2020-07-30,周四机构一致看好的七大金股（07.30）,中金在线
17252,2020-07-30,智通港股通持股解析|7月30日,智通财经
17253,2020-07-30,港股盘前必读：中国香港二季度GDP同比降9%,Wind
17254,2020-07-30,【早安新时代】晨会早读2020/07/30：今日关注生益科技、中芯国际,新时代证券研究
17255,2020-07-30,融资资金助力做多 科创50指数大涨5.45%,上证报
17256,2020-07-30,智通港股通资金流向统计(T+2)|7月30日,智通财经
17257,2020-07-30,英特尔7纳米制程延期背后：错失移动市场 市值接连被对手超越,第一财经
17258,2020-07-30,市场下半年或热炒科技,南方财经网
17259,2020-07-29,半导体当旺 靖洋前景看好,腾讯网
17260,2020-07-29,科创板开市一周年：科创板企业培育中心（上海）重磅登场！,科技日报
17261,2020-07-29,博时基金曾鹏旗下两混基单季涨30％ 三季度仍看好成长风格,腾讯网
17262,2020-07-29,科创板资金动向：5股主力资金净流入超亿元,证券时报网
17263,2020-07-29,4只科创板股尾盘主力资金净流入超5000万元,证券时报网
17264,2020-07-29,【华西电子-射频PA*超120页重磅PPT深度】射频PA革新不止，万物互联广袤无限,远峰电子
17265,2020-07-29,智通港股解盘(07.29) | 券商股发力引领恒指反弹 摆脱困局还差一根放量大阳线,智通财经
17266,2020-07-29,科创板迎来首个指数，你了解吗？,工银瑞信基金
17267,2020-07-29,中芯国际(688981)首次覆盖报告：大陆晶圆代工龙头登录科创板 进击先进制程前景广阔,新浪
17268,2020-07-29,智通港股通活跃成交|7月29日,智通财经
17269,2020-07-29,科创50指数大涨5% 这一数据提前发出信号,上证报
17270,2020-07-29,资金复盘｜南下资金加仓腾讯、中芯！北上资金抢筹格力,华盛证券
17271,2020-07-29,【主力资金】尾盘跳水的医药龙头突发利好，业绩狂增11倍,证券时报网
17272,2020-07-29,港股连涨两天再升110点康希诺A股路演前夕飈升11.8%,财华社
17273,2020-07-29,港股行情复盘：恒指涨0.45% 玻璃股延续强势 中国圣牧暴涨75%（2020/7/29）,--
17274,2020-07-29,国盛证券：创新不止 电子核心逻辑持续发酵,新浪
17275,2020-07-29,北水动向(7.29)|北水净流入36.62亿 新东方在线(01797)盈警后遭沽售,智通财经
17276,2020-07-29,刚刚下班、即将下班或是又要加班的你需要知道这些大事,第一财经
17277,2020-07-29,两大资金增持 科技股表现强势！基金经理揭秘后市投资逻辑,中投网
17278,2020-07-29,恒生指数收涨0.45%报24883点 华虹半导体(01347)急升逾13%,凤凰网
17279,2020-07-29,科创板改革“试验田”示范效应越来越强,中国商报
17280,2020-07-29,港股收评|恒指收涨0.45%，半导体板块集体爆发,富途证券
17281,2020-07-29,港股收盘：恒生科技指数涨超1% 广汽集团涨7% 首款氢燃料汽车亮相,英为财情
17282,2020-07-29,港股收评：恒指收涨0.45%，芯片股、券商股表现强势,格隆汇
17283,2020-07-29,收评：恒指涨0.45% 券商、医药、科技股大爆发华虹半导体涨13.3%,金融界
17284,2020-07-29,新经济扫描|中芯国际大涨超7%，平安好医生涨超5%,富途证券
17285,2020-07-29,恒指收涨0.45%，医疗及医学美容服务行业领涨,中新经纬
17286,2020-07-29,异动直击|半导体板块集体拉升，中芯国际、华虹半导体涨9%,富途证券
17287,2020-07-29,香港恒生指数收涨0.45%，中芯国际涨8.75%,36氪
17288,2020-07-29,港股收评：恒指升0.45%半导体股强势中资券商股、生物医药股普涨,格隆汇
17289,2020-07-29,恒指震荡收高0.45%，券商、芯片股走强,Wind
17290,2020-07-29,科创板收盘播报：科创50指数收涨5.45% 爱博医疗较发行价涨616.8%,新华网
17291,2020-07-29,晶片股受追捧 华虹半导体飙升13%破20天线中芯弹8%,新浪
17292,2020-07-29,中芯国际概念持续走强 安集科技涨超16%,中证网
17293,2020-07-29,巨丰资金流向：市场放量强势反弹 62亿主力资金流向医药股！,巨丰财经
17294,2020-07-29,国运之板：科创板带动芯片投资！267亿砸向半导体，72家公司获投,搜狐
17295,2020-07-29,中芯国际升逾10% 报28.95港元,新浪
17296,2020-07-29,235.26亿元！长电科技再登《财富》中国500强榜单,搜狐
17297,2020-07-29,港股芯片“双子星”双双大涨,每日经济新闻
17298,2020-07-29,港股芯片股涨幅扩大，中芯国际、华虹半导体双双涨超10%,Wind
17299,2020-07-29,华虹半导体升逾10% 报32.7港元,新浪
17300,2020-07-29,港股异动︱半导体板块午后随A股集体大涨 华虹半导体(01347)升10% 中芯国际(00981)涨近9%,智通财经
17301,2020-07-29,芯片概念大幅拉升，芯片巨头台积电股价迭创新高，产业链股受关注,证券时报网
17302,2020-07-29,英特尔7nm工艺延误的蝴蝶效应,慧聪电子网
17303,2020-07-29,港股半导体股午后拉升 多只个股涨逾8%,中证网
17304,2020-07-29,中芯国际概念走强 沪硅产业涨超10%,第一财经
17305,2020-07-29,中芯国际升逾5% 报27.65港元,新浪
17306,2020-07-29,DJ 市场快讯：ASM PACIFIC跌6.3%；中期多赚超一倍但派息砍近五成,道琼斯
17307,2020-07-29,中芯国际(0981.HK)直线拉升,格隆汇
17308,2020-07-29,【行情】中芯国际(00981.HK)加速拉升，涨超5%，报27.65港元,金十数据
17309,2020-07-29,恒指小幅上涨0.12%，楼宇建造板块领涨,中新经纬
17310,2020-07-29,这场A股大餐中的主菜，什么让它如此令人着迷？,Bank资管
17311,2020-07-29,恒生指数午盘收涨0.12%报24801点 康希诺(06185)急升近13%,凤凰网
17312,2020-07-29,午评：两市低开高走沪指涨1.05% 疫苗概念股领涨,新华网
17313,2020-07-29,市场交易主力资金系列：红筹回归&CDR全景投资手册,新浪
17314,2020-07-29,新经济扫描|中芯国际两连升累涨近10%，小摩看高平安好医生至150港元,富途证券
17315,2020-07-29,芯片只有800万片！华为Mate40系列遭遇最大难题,唯样资讯
17316,2020-07-29,北京地区上半年出口达2481.5亿元 增长2.9%,北京日报
17317,2020-07-29,长江保护主题指数发布！三峡集团编制 100家优质绿色上市公司入选样本,北极星电力
17318,2020-07-29,晶丰明源市占率近30% LED照明领域国内龙头,巨丰财经
17319,2020-07-29,【异动股】中芯国际(00981-HK)涨3.992%,财华社
17320,2020-07-29,金达莱过会：今年科创板过会第87家 申港证券过2单,中国经济网
17321,2020-07-29,科思科技过会：今年科创板过会第86家 中天国富过首单,中国经济网
17322,2020-07-29,ASM太平洋跌近3% 中期息削逾46%,新浪
