,2021-12-31,福耀玻璃董事长曹德旺呼吁企业家们把钱拿出来分享,阿尔法工场
2154,2020-09-16,A股三大指数震荡走弱，市场观望情绪浓厚,环球外汇网
2155,2020-09-16,智通港股52周新高、新低统计|9月16日,智通财经
2156,2020-09-16,巨·热点｜弱势调整延续 周期性行业获青睐！,巨丰财经
2157,2020-09-16,生意社热点商品发现（2020年9月16日）,生意社
2158,2020-09-16,东北证券：8月乘用车零售167万辆 行业需求持续回暖（附股）,证券时报网
2159,2020-09-15,超级电池日即将来袭 特斯拉大涨 机构：产业链机会才刚开始丨牛熊眼,第一财经
2160,2020-09-15,跟随外资 积极拥抱中国核心资产 北向资金净流入51.52亿元 沪深今日北上资金流向一览（2020/9/15）,--
2161,2020-09-15,汽车行业周报2020第31期：8月狭义乘用车销量同比增长9% 重卡销量同比大增75%,新浪
2162,2020-09-15,福耀玻璃(03606.HK)遭MitsubishiUFJFinancialGroup减持33.16万股 减持股份,格隆汇
2163,2020-09-14,21只股股价创历史新高,证券时报网
2164,2020-09-14,汽车行业周报第36期：8月乘用车零售167万辆 行业需求持续回暖,新浪
2165,2020-09-14,优势资本首支知识产权基金落户长沙,凤凰网
2166,2020-09-14,结束上涨，56家汽车业公司市值一周蒸发600亿元 连续下跌,第一电动网
2167,2020-09-13,北向资金高比例持有股票名单,证券时报
2168,2020-09-11,曹德旺会见五粮液集团董事长李曙光,中国白酒网
2169,2020-09-10,创业板杀跌引市场情绪低迷 这四大板块望逆势走强,巨丰财经
2170,2020-09-10,恒指收跌0.64%医疗保健设备板块领跌,中新经纬
2171,2020-09-10,恒指午盘涨0.04% 消费电子板块领涨,中新经纬
2172,2020-09-10,天风证券：看好高成长属性的整车和零部件标的,第一财经
2173,2020-09-10,天风证券：8月汽车行业呈加速回暖态势 金九银十即将开启（附股）,证券时报网
2174,2020-09-09,天风汽车|8月乘用车批发同比+7%，金九银十即将开启,学学看汽车
2175,2020-09-09,【招商汽车|中报总结】低点已过，把握确定性回暖行情,招商汽车研究
2176,2020-09-09,港股收评：恒指跌0.63%，建材水泥集体重挫，港口航运、生物医药B类股逆势上扬,格隆汇
2177,2020-09-09,港股午评|恒指康希诺,富途证券
2178,2020-09-09,【行情】港股特斯拉概念股全线走低，赣锋锂业跌5.5%，恒大汽车、比亚迪股份均跌5.1%，雅迪控股跌4.1%，福耀玻璃跌2.6%,金十数据
2179,2020-09-09,零部件车企半年考“冰火两重天” ：市值10家增5家减，宁德时代一骑绝尘，潍柴动力遭遇暴击,每日经济新闻
2180,2020-09-09,零部件车企迎来半年考核 市值10家增5家减,每日经济新闻
2181,2020-09-09,曹德旺：完善铝饰件产业链，扩展公司发展空间,Wind
2182,2020-09-09,曹德旺：完善铝饰件产业链 扩展公司发展空间,中证报
2183,2020-09-09,智能化产品打开新成长空间 福耀玻璃曹德旺：适销对路就是高科技,上证报
2184,2020-09-08,汽车新技术专题报告：座舱第三屏HUD，赋能驾驶新体验,新浪
2185,2020-09-08,曹德旺：不发展制造业，国家竞争力就无从谈起,第一财经
2186,2020-09-08,【华创汽车】2Q20财报总结：2Q盈利显著恢复，预计3Q趋势增强,Auto Workshop
2187,2020-09-08,【权益变动】福耀玻璃(03606-HK)被RoyalBankofCanada减持约72.51万股 减持股份,财华社
2188,2020-09-08,74岁曹德旺上直播！关于减员2200人、汽车缩产、外企撤离……他的答案都在这里,全景网
2189,2020-09-08,50只港股获南向资金大比例持有,证券时报网
2190,2020-09-08,【天风策略&行业】调整后布局三季报景气趋势确定的方向,分析师徐彪
2191,2020-09-07,许家印最失败的一次投资：3年巨亏40亿，而他的对手却成千亿富豪 重大损失,搜狐
2192,2020-09-07,加拿大皇家银行减持福耀玻璃(03606)约72.51万股，每股作价约25.77港元 减持股份,智通财经
2193,2020-09-07,【研报掘金】汽车行业二季度环比大幅改善且持续上行可期 建议全面增配汽车板块,证券时报网
2194,2020-09-07,【汽车】汽车行业2020半年报总结：Q2环比大幅改善，持续上行可期,中银证券研究
2195,2020-09-06,47只创新高股获北向资金逆市抢筹,证券时报
2196,2020-09-06,科技周报:曹德旺回应减员2000多人 跟谁学欢迎SEC证明业务的真实性,GPLP犀牛财经
2197,2020-09-06,曹德旺回应福耀玻璃上半年减员2200余人，玻璃大王怎么了？ 业务变化,搜狐
2198,2020-09-05,玻璃期货创上市以来新高 金九银十能否如约而至,经济观察报
2199,2020-09-05,曹德旺回应减员2000多人：是优化组合不是减产减员几百人是德国的,格隆汇
2200,2020-09-05,本周两市热点追踪,财富动力网
2201,2020-09-05,大佬都是大器晚成？玻璃大王41岁创业，马云35岁前没体会过成功,搜狐
2202,2020-09-04,自主零部件企业半年考：半数企业营收下滑 第三季度或现拐点 盈利能力下降,中投网
2203,2020-09-04,福耀玻璃今日大宗交易成交30万股，成交价30.79元溢价0.0%,Wind
2204,2020-09-04,福耀玻璃上半年营收同比下降21% 净利润9.64亿人民币 盈利能力下降,资本邦
2205,2020-09-04,[快讯]福耀玻璃曹德旺：汽车行业危中有机 面对疫情影响自己很淡定,全景网
2206,2020-09-04,[快讯]福耀玻璃曹德旺：做受尊敬的上市公司 实际控制人胸怀和境界很重要,全景网
2207,2020-09-04,[快讯]福耀玻璃曹德旺：做好汽车玻璃不转行 坚定做汽车工业配角,全景网
2208,2020-09-04,[快讯]招商证券汪刘胜：大面积化、智能化是汽车玻璃行业未来的投资机会,全景网
2209,2020-09-04,[快讯]福耀玻璃曹德旺：外企撤离中国是一个伪命题,全景网
2210,2020-09-04,碧桂园沪深ESG100优选指数完成年度调仓,新浪
2211,2020-09-04,A／H建材龙头2020年中报总结：涨价弹性与成长选择，维持“增持”行业评级,国泰君安
2212,2020-09-04,恒生指数低开1.35%报24668点 中芯国际(00981)跌8.5%领跌蓝筹,凤凰网
2213,2020-09-04,9月4日曹德旺做客全景云调研，带你走进《美国工厂》总部福耀玻璃!,全景网
2214,2020-09-04,港股盘前必读：恒生科技指数ETF已获认可为集体投资计划,Wind
2215,2020-09-03,【行业专题】涨价弹性与成长选择——A/H建材龙头2020年中报总结,鲍大侠之建材
2216,2020-09-03,乘用车市场持续复苏 行业面临资产重估 关注核心标的丨牛熊眼,第一财经
2217,2020-09-03,Matthews International Capital Mgt减持福耀玻璃(03606)111.96万股，每股作价25.56港元 减持股份,智通财经
2218,2020-09-03,智通港股52周新高、新低统计|9月3日,智通财经
2219,2020-09-03,玻璃大王曹德旺向闽鄂黔捐赠14亿元，用于扶贫救灾等项目,澎湃新闻
2220,2020-09-03,51只港股获南向资金大比例持有,证券时报网
2221,2020-09-02,【投资内参】特斯拉今年涨5倍，A股产业链重点公司全解析（名单）,证券时报网
2222,2020-09-02,汽车行业2020H1财报总结：乘用车盈利能力显著恢复、重卡持续高景气度,新浪
2223,2020-09-02,智通港股解盘(09.02) | 打破僵局还需消息面指引 智通金股占据涨幅前列,智通财经
2224,2020-09-02,8月汽车股：海马跌宕8涨停5跌停 上汽长城市值涨超50亿,时代在线
2225,2020-09-02,智通港股52周新高、新低统计|9月2日,智通财经
2226,2020-09-02,恒指跌0.55%，鞋类板块领跌,中新经纬
2227,2020-09-01,58只股股价创历史新高,证券时报网
2228,2020-09-01,市场综述：特斯拉概念火爆，小米市值破6000亿港元,老虎证券
2229,2020-09-01,港股收盘：恒指全天窄幅震荡 小米集团大涨约9% 市值突破6000亿港元,英为财情
2230,2020-09-01,港股收盘(9.1)|恒指收涨0.03% 特斯拉概念集体爆发 比亚迪股份(01211)涨近14%,智通财经
2231,2020-09-01,收评：恒指涨0.03%迎9月开门红 比亚迪涨13.83%小米市值超6100亿,金融界
2232,2020-09-01,收评：港股恒指涨0.03% 小米市值逼近800亿美元汽车股走高,新浪
2233,2020-09-01,特斯拉概念股全线上涨 比亚迪股份上涨12%,新浪
2234,2020-09-01,港股异动 | 比亚迪股份(01211)涨12%领涨特斯拉概念 特斯拉拆股后破顶 Model Y生产提速,智通财经
2235,2020-09-01,港股汽车概念股全线上涨 比亚迪股份、敏实集团涨超10%,格隆汇
2236,2020-09-01,长城策略*月度金股‖九月（汪毅，王小琳）,长城研究--宏观策略
2237,2020-09-01,比亚迪涨11%赣锋锂业涨8% 特斯拉暴涨马斯克跻身全球五大富豪,新浪
2238,2020-09-01,【行情】特斯拉概念股午后涨幅继续扩大，比亚迪股份涨11.62%，赣锋锂业涨8.03%，福耀玻璃涨4.01%，恒大汽车涨0.72%,金十数据
2239,2020-09-01,特斯拉概念股上涨 比亚迪股份涨超7%,新浪
2240,2020-09-01,智通港股通占比异动统计|9月1日,智通财经
2241,2020-09-01,南向资金高比例持有港股名单,证券时报网
2242,2020-08-31,汽车行业寒冬影响福耀玻璃 上半年净利润降35.97%毛利率走低 盈利能力下降,GPLP犀牛财经
2243,2020-08-31,玻璃期货涨停、概念股活跃，产业链利润博弈加大,第一财经
2244,2020-08-31,玻璃期货涨停！福耀玻璃顺势跟涨“金九银十”旺季预期拉动玻璃提前大涨,金融界
2245,2020-08-31,A股异动丨玻璃概念股表现活跃玻璃原片进价高出往年同期200到300元每吨,格隆汇
2246,2020-08-31,艾德证券期货：料恒指继续向上，多只新股开始申购,和讯
2247,2020-08-31,上市车企中报出炉，谁是最靓的“仔”？小鹏汽车登陆美股，市值破160亿美元,搜狐
2248,2020-08-31,疫情影响终究是短期的！福耀玻璃中报：盈利能力正在恢复,Ofweek
2249,2020-08-31,智通港股通占比异动统计|8月31日,智通财经
2250,2020-08-31,福耀玻璃(03606.HK)遭MatthewsInternationalCapital减持111.96万股 减持股份,格隆汇
2251,2020-08-30,周观点 | 乘用车底部向上 新能源政策助力【华西汽车 崔琰团队】,汽车琰究
2252,2020-08-30,汽车行业周报2020第30期：乘用车8月第二周日均零售同比增长9% 大众ID.4开始批量生产,新浪
2253,2020-08-29,2020年7月乘联会乘用车零售销量点评：7月乘用车零售销量同比增速和环比增速均超预期 行业回暖趋势确立,新浪
2254,2020-08-29,“大象”起舞，行业龙头受追捧,Wind
2255,2020-08-29,进击的“大象”:91只500亿-1000亿个股 平均涨幅达35%,新浪
2256,2020-08-28,北玻股份(002613.SZ)：上半年业绩扭亏为盈至2527.17万元,格隆汇
2257,2020-08-28,汽车零部件企业发展强劲新兴市场成主流,腾讯网
2258,2020-08-28,智通港股通占比异动统计|8月28日,智通财经
2259,2020-08-27,构建完善的多层次资本市场！华福证券黄金琳：抓住新经济发展机遇，提升现代投行能力,券商中国
2260,2020-08-27,汇丰研究：上调福耀玻璃(3606.HK)目标价至35港元评级“买入”,格隆汇
2261,2020-08-27,智通港股通占比异动统计|8月27日,智通财经
2262,2020-08-27,社保基金二季度重仓股揭秘：新进67股增持97股,证券时报网
2263,2020-08-26,36公司获得推荐评级-更新中,中财网
2264,2020-08-26,福耀玻璃(600660)公司2020年中报点评：第二季度国内业务恢复程度良好 高附加值产品占比加速提升 至暗时刻已过,新浪
2265,2020-08-26,麦格理：上调福耀玻璃（03606）目标价至26港元，维持“中性”评级,智通财经
2266,2020-08-26,生意社热点商品发现（2020年8月26日）,生意社
2267,2020-08-26,社保基金二季度重仓股揭秘：新进52股增持88股,证券时报网
2268,2020-08-26,港股盘前必读：蚂蚁集团向上交所及港交所同步递交A+H招股书,Wind
2269,2020-08-26,持续推进HUD 福耀玻璃获社保加仓,南方财经网
2270,2020-08-25,福耀玻璃中报：盈利能力正在恢复,金融界
2271,2020-08-25,智通港股空仓持单统计|8月25日,智通财经
2272,2020-08-25,智通每日大行研报汇总︱8月25日,智通财经
2273,2020-08-25,福耀玻璃：在国内汽车玻璃市场占有率达65%以上,格隆汇
2274,2020-08-25,恒指收跌0.26%报25486.22点 地产股走弱,中新经纬
2275,2020-08-25,智通港股52周新高、新低统计|8月25日,智通财经
2276,2020-08-25,港股收评：恒指小跌0.26%，科技股回调明显,格隆汇
2277,2020-08-25,港股收评：恒指跌0.26%航空股、食品股全日强势阿里涨近2%美团跌3%,格隆汇
2278,2020-08-25,【券商聚焦】招商证券上调福耀玻璃目标价15%至30港元 维持买入评级,凤凰网
2279,2020-08-25,机构强烈推荐23只个股-更新中,中财网
2280,2020-08-25,福耀玻璃升逾5% 野村升其目标价,新浪
2281,2020-08-25,野村：上调福耀玻璃(03606)目标价至24.6港元，维持“中性”评级,智通财经
2282,2020-08-25,福耀玻璃港A两地强势走高！花旗：福耀玻璃最差的时候已经过去,金融界
2283,2020-08-25,港股异动︱福耀玻璃(3606)涨超6% 获花旗上调其目标价,智通财经
2284,2020-08-25,大和：上调福耀玻璃(03606)目标价至28港元，重申“跑赢大市”评级,智通财经
2285,2020-08-25,开盘：恒指小幅高开0.14% 蒙牛终止收购雄狮乳品仍上涨0.98% 并购重组异常,金融界
2286,2020-08-25,智通港股通占比异动统计|8月25日,智通财经
2287,2020-08-25,社保基金二季度重仓股揭秘：28股社保基金持股比例超5%,证券时报网
2288,2020-08-25,智通港股通资金流向统计(T+2)|8月25日,智通财经
2289,2020-08-24,国泰君安：福耀玻璃(03606)经营探底，反转可期,智通财经
2290,2020-08-24,捐款110亿！曹德旺：企业家成功需求素质，慈善可以提高综合素质,云掌财经
2291,2020-08-24,福耀玻璃(600660):经营探底，反转可期(国君建材 鲍雁辛 赵晨阳)20200824,鲍大侠之建材
2292,2020-08-24,花旗：上调福耀玻璃(03606)目标价至25.7港元，评级为“中性”,智通财经
2293,2020-08-24,涨价主题风起云涌，下个风口是谁？,Wind
2294,2020-08-24,31公司获得推荐评级-更新中,中财网
2295,2020-08-24,40公司获得增持评级-更新中,中财网
2296,2020-08-24,福耀玻璃(600660)：内外承压走过至暗时刻 科技赋能未来成长可期,新浪
2297,2020-08-24,瑞信：上调福耀玻璃(03606)目标价至20.6港元，维持“跑输大市”评级,智通财经
2298,2020-08-24,周期花开几何,证券市场周刊
2299,2020-08-24,恒指半日涨1.47%报25483.06点蒙牛乳业领涨蓝筹,中新经纬
2300,2020-08-24,赵凯乐：低估值的周期类资产有反弹修复的动力,证券市场周刊
2301,2020-08-24,【面包财报】福耀玻璃：2020年上半年归母净利润9.64亿元，同比下降35.97% 盈利能力下降,面包财经
2302,2020-08-24,【财报智读】福耀玻璃：2020年上半年归母净利润9.64亿元，同比下降35.97% 盈利能力下降,面包财经
2303,2020-08-24,中金：福耀玻璃维持跑赢行业评级 目标价32.00港元,新浪
2304,2020-08-24,智通港股通占比异动统计|8月24日,智通财经
2305,2020-08-24,社保基金二季度重仓股揭秘：新进36股增持68股,证券时报网
2306,2020-08-23,周观点 | 蔚来发布BaaS 推动“车电分离”【华西汽车 崔琰团队】,汽车琰究
2307,2020-08-23,【天风汽车】福耀玻璃：Q3成长期复苏起点,学学看汽车
2308,2020-08-23,福耀玻璃上半年减员2200余人 福耀玻璃半年净赚9.6亿 2020汽车玻璃行业前景如何？ 业务变化,搜狐
2309,2020-08-22,今日192公司公布半年报27家业绩增幅翻倍,证券时报网
2310,2020-08-22,上市公司正负面新闻2020年8月22日星期六,Wind
2311,2020-08-22,业绩现下滑 福耀玻璃半年仍净赚9.6亿元 盈利能力下降,汽车之家
2312,2020-08-21,净利跌逾三成却迎社保加仓 福耀玻璃的HUD稳了？ 盈利能力下降,每日经济新闻
2313,2020-08-21,8月22日上市公司重要公告集锦：常熟银行上半年净利润同比增长1.38%,证券日报
2314,2020-08-21,福耀玻璃：上半年实现净利润9.64亿元 同比下降36% 盈利能力下降,中证网
2315,2020-08-21,【期市星期五】玻璃刷新历史高位但或难继续 福耀玻璃半年度净利同比下降35.97% 盈利能力下降,金融界
2316,2020-08-21,福耀玻璃(03606)中期归母净利润同比减少35.97%至9.64亿元 盈利能力下降,智通财经
2317,2020-08-21,福耀玻璃(03606.HK)中期净利下降35.98%至9.64亿元 盈利能力下降,格隆汇
2318,2020-08-21,恒指收涨1.3%报25113.840点赌场及博彩板块领涨,中新经纬
2319,2020-08-21,福耀玻璃(03606)拟向民生银行福州分行申请5亿元综合授信额度,智通财经
2320,2020-08-21,福耀玻璃：上半年净利润同比减少35.97%,Wind
2321,2020-08-21,福耀玻璃：上半年净利同比下降35.97% 盈利能力下降,e公司
2322,2020-08-21,福耀玻璃：上半年净利润9.64亿元同比下降35.97% 盈利能力下降,格隆汇
2323,2020-08-21,福耀玻璃(600660.SH)：上半年净利降35.97%至9.64亿元 盈利能力下降,格隆汇
2324,2020-08-21,艾德证券期货：料恒指延续反弹，关注财报周个股的交易机会,和讯
2325,2020-08-21,"优势资本回访许昌,资本领航计划启动专项工作班子",凤凰网
2326,2020-08-21,恒指涨1.25%赌场及博彩板块领涨,中新经纬
2327,2020-08-21,旺季未至涨价先行，玻璃期货4个月涨50%，后市如何看？,第一财经
2328,2020-08-21,开始被反超！中国新能源“弯道超车”还有戏吗？,第一电动网
2329,2020-08-21,【安信汽车】福耀玻璃：Q3业绩超预期，Q4业绩有望持续修复,AX汽车研究
2330,2020-08-21,智通港股通占比异动统计|8月21日,智通财经
2331,2020-08-21,【兴业证券晨会聚焦0821】固收-房企“看得见的债务”信息指南；汽车-从苹果链机会演变看特斯拉链后续机会；军工-北摩高科,兴证研究
2332,2020-08-21,智通港股投资日志|8月21日,智通财经
2333,2020-08-20,拟IPO企业无锡振华毛利率高于对手，市场份额披露缺失,第一财经
2334,2020-08-20,【兴证汽车】黄金十年苹果链，赤金时代特斯拉——从苹果链机会演变看特斯拉链后续机会,兴证汽车非常准
2335,2020-08-20,智通港股通占比异动统计|8月20日,智通财经
2336,2020-08-20,【太平洋汽车团队】骆驼股份中报点评：产品结构优化，布局未来成长,白宇汽车行研
2337,2020-08-19,耐世特上涨2% 绩后获大和升目标价28%,新浪
2338,2020-08-19,智通港股通占比异动统计|8月19日,智通财经
2339,2020-08-19,智通港股通资金流向统计(T+2)|8月19日,智通财经
2340,2020-08-18,【汽车人】央行发“大礼包”，汽车股再度飘红,搜狐
2341,2020-08-18,中信证券卓越成长C基金最新净值涨幅达1.79％,金融界
2342,2020-08-18,中信证券卓越成长B基金最新净值涨幅达1.79％,金融界
2343,2020-08-18,智通港股通占比异动统计|8月18日,智通财经
2344,2020-08-17,汽车玻璃市场需求 2020汽车玻璃行业发展现状及前景趋势分析,中研网
2345,2020-08-17,2020汽车抬头显示HUD前瞻技术展示交流会9月起航,LED在线
2346,2020-08-17,汽车板块大幅走高，车市稳步复苏，关注四投资主线,证券时报网
2347,2020-08-17,国信证券：汽车板块7月走势强于大盘 销量同比增16.4%,新浪
2348,2020-08-17,汽车行业8月投资策略：7月销量增16.4%，复苏进行时,国信研究
2349,2020-08-17,智通港股通占比异动统计|8月17日,智通财经
2350,2020-08-17,周观点 | 全球电动智能化加速推进【华西汽车 崔琰团队】,汽车琰究
2351,2020-08-17,数据解放生产力——琰究汽车数据系列（2020年7月）【华西汽车 崔琰团队】,汽车琰究
2352,2020-08-16,【一周车话】曹德旺笑了,第一电动网
2353,2020-08-15,中信证券：经济复苏背景下，布局三条主线（附股）,中信证券
2354,2020-08-15,一周研读｜经济复苏背景下，布局三条主线,中信证券研究
2355,2020-08-14,机器主宰工厂这件事，远比你想的近,虎嗅网
2356,2020-08-14,为什么曹德旺去美国投资开厂？你怎么看？,搜狐
2357,2020-08-14,智通港股通占比异动统计|8月14日,智通财经
2358,2020-08-13,智通港股通占比异动统计|8月13日,智通财经
2359,2020-08-13,盘前有料｜MSCI中国全流通指数新增9只个股，康希诺今日登陆A股交易…重要消息有这些,证券时报网
2360,2020-08-12,侃财丨检验牛市成色的时候到了,证券时报网
2361,2020-08-12,第十二届中国汽车蓝皮书论坛在武汉举行,机电之家
2362,2020-08-12,福耀玻璃曹德旺：已套现10亿进行救灾,金融界
2363,2020-08-12,福耀玻璃曹德旺：我们不能重蹈美国去工业化的覆辙,e公司
2364,2020-08-12,福耀玻璃曹德旺：今年全球范围内不会出现企业破产潮,e公司
2365,2020-08-12,中国汽车产业遭遇“寒冬” 业界人士探讨共同守护 “冬芽”,中新网
2366,2020-08-12,基本面逆转 汽车股进入“击球区” 特斯拉销量超预期 产业链龙头股迎来投资机会,红周刊
2367,2020-08-12,智通港股通占比异动统计|8月12日,智通财经
2368,2020-08-12,天风汽车|7月乘用车批发同比+7%，投资时钟已指向成长象限,学学看汽车
2369,2020-08-12,7月汽车出行大事件：传统车企积极转型，造车新势力“跃龙门”,第一电动网
2370,2020-08-11,福耀玻璃董事长曹德旺谈新能源车：企业完全靠国家补贴是等死,澎湃新闻
2371,2020-08-11,福耀玻璃曹德旺：新能源车市竞争激烈，靠补贴谋利的车企就是在“等死”,每日经济新闻
2372,2020-08-11,【2020汽车蓝皮书论坛】圆桌讨论：不平的全球化与汽车业的应变，杀不死我们的使我们更强大,第一电动网
2373,2020-08-11,曹德旺提醒中国企业家不要学阿Q 欧美市场的负增长最终会影响中国,腾讯网
2374,2020-08-11,曹德旺抨击新能源车企“靠政府”：完全靠补贴就是在“等死”,腾讯网
2375,2020-08-10,8月10日主力资金净流出220亿元,证券时报网
2376,2020-08-10,最被看好十大港股：中金上调港交所目标价至446港元,新浪
2377,2020-08-10,大和：上调福耀玻璃(03606)目标价至26.9港元，维持“跑赢大市”投资评级,智通财经
2378,2020-08-10,汽行业周报：我们身处汽车行业周期何处？,华福证券有限责任公司
2379,2020-08-10,抬高房价的“真凶”找到？手握价值1.3万亿房子，原来是它们作恶,搜狐
2380,2020-08-10,福耀玻璃：目前福耀美国工厂正常生产经营,中国证券网
2381,2020-08-10,74岁曹德旺赶上百年大变局， 福耀玻璃市值新高前景几何？,36氪
2382,2020-08-09,早已更换国籍，却依旧在国内“捞金”的三位富豪！,搜狐
2383,2020-08-07,福耀玻璃(600660)：汽玻量价升级趋势明确 公司业绩弹性亟待释放,新浪
2384,2020-08-07,恒指低开低走半日跌2.27%腾讯控股盘中重挫10%,中新经纬
2385,2020-08-07,两市盘整沪指跌1.45%：券商股重挫，军工股上扬,中新经纬
2386,2020-08-07,玻璃概念股最近热度不减｜数据观察,第一财经
2387,2020-08-07,【华创汽车】近期汽车低估值修复，驱动力从何而来,Auto Workshop
2388,2020-08-06,71只股股价创历史新高,证券时报网
2389,2020-08-06,低估值的冷门行业获机构重点关注,证券时报网
2390,2020-08-06,信创概念逆势拉升值得中期关注,金融界
2391,2020-08-06,恒指跌1.63% 消费电子板块领跌,中新经纬
2392,2020-08-06,行业点评 | 政策持续加码 行业加速复苏【华西汽车 崔琰团队】,汽车琰究
2393,2020-08-05,【中金固收·信用】中国短期融资券及中期票据信用分析周报 20200805,中金固定收益研究
2394,2020-08-05,96只股股价创历史新高,证券时报网
2395,2020-08-05,福耀玻璃(03606)发行3亿元超短期融资券,智通财经
2396,2020-08-05,福耀玻璃(03606.HK)8月21日举行董事局会议以通过中期业绩,格隆汇
2397,2020-08-05,内循环就不要房地产吗？什么？开发商老大万科宣布，抛弃房地产？,和讯
2398,2020-08-05,福耀玻璃：公司为恒大汽车供应汽车玻璃产品,Wind
2399,2020-08-05,现货天天涨，期货创新高 玻璃市场“底气”何在？｜资讯焦点,第一财经
2400,2020-08-05,福耀玻璃：公司为恒大汽车供应汽车玻璃产品,e公司
2401,2020-08-05,猛涨50%！玻璃刮起涨价风，这些概念股处于低位，药用玻璃瓶股仅3只,证券时报网
2402,2020-08-05,恒指涨0.57%新能源板块领涨,中新经纬
2403,2020-08-05,54只港股获南向资金大比例持有,证券时报网
2404,2020-08-05,智通港股通占比异动统计|8月5日,智通财经
2405,2020-08-04,玻璃期货价格三个月大涨45%，行业毛利率已近历史最好水平，这些概念股受益了,每日经济新闻
2406,2020-08-04,光伏胶膜行业“后浪” 海优新材能否比肩行业龙头？,中金在线
2407,2020-08-04,玻璃期价创历史新高，龙头股纷纷冲击涨停！原料也暴力跟涨，是利好还是炒作？分析师这样说,证券时报网
2408,2020-08-04,福莱特玻璃升近6% 今日将公布业绩,新浪
2409,2020-08-04,中信证券卓越成长A基金最新净值涨幅达1.69％,金融界
2410,2020-08-04,中信证券卓越成长B基金最新净值涨幅达1.70％,金融界
2411,2020-08-04,北向资金加仓 福耀玻璃股价创新高,证券时报网
2412,2020-08-04,智通港股通占比异动统计|8月4日,智通财经
2413,2020-08-04,晨会0804｜公募REITs市场呼之欲出,中信证券研究
2414,2020-08-03,上涨有了盈利怎么办？如何避免看涨陷阱？,腾讯网
2415,2020-08-03,长城策略月度金股‖八月,新浪
2416,2020-08-03,101股主力资金净流入超亿元,证券时报网
2417,2020-08-03,郑翔洲会见沈阳市副市长彭肈文,凤凰网
2418,2020-08-03,长城证券：7月金股组合盈利21.01% 8月荐股名单出炉,新浪
2419,2020-08-03,福耀玻璃(600660.SH)完成发行3亿元超短期融资券,格隆汇
2420,2020-08-03,港股异动︱福耀玻璃(03606)尾盘涨超8% 玻璃期货主力涨停创历史新高,智通财经
2421,2020-08-03,福耀玻璃逼近涨停！玻璃期货强势涨停 大面积降雨并未对去库存产生太大影响,金融界
2422,2020-08-03,A股异动丨玻璃概念股大涨玻璃期货再度封板刷新上市以来历史高点,格隆汇
2423,2020-08-03,【权益变动】福耀玻璃(03606-HK)被三菱日联金融减持69.56万股 减持股份,财华社
2424,2020-08-03,智通港股通占比异动统计|8月3日,智通财经
2425,2020-08-03,汽车行业周报：吉利高端SUV几何C来袭 关注产业链相关机会,新浪
2426,2020-08-03,百强县上市公司研发投入创新高中部崛起趋势明显,证券时报
2427,2020-08-01,中国百强县谁最牛？A股公司排行榜出炉,中国基金报
2428,2020-08-01,违约潮的尾声与新周期的预判——信用周报【华创固收丨周冠南团队】 违约失信,华创债券论坛
2429,2020-08-01,百强县A股公司排行榜出炉！江阴市蝉联榜首,金融界
2430,2020-07-31,智通港股通占比异动统计|7月31日,智通财经
2431,2020-07-31,港股盘前必读：新冠疫苗第一股康希诺7月31日科创板申购,Wind
2432,2020-07-31,17家车企上榜2020中国500强，年营收门槛178亿上汽夺冠,36氪
2433,2020-07-30,恒指涨1.05% 其他服饰配件板块领涨,中新经纬
2434,2020-07-30,中信证券卓越成长A基金最新净值涨幅达1.51％,金融界
2435,2020-07-30,恒指高开0.39%，半导体板块领涨,中新经纬
2436,2020-07-30,中信证券卓越成长C基金最新净值涨幅达1.51％,金融界
2437,2020-07-30,智通港股通占比异动统计|7月30日,智通财经
2438,2020-07-30,港股盘前必读：中国香港二季度GDP同比降9%,Wind
2439,2020-07-29,智通港股解盘(07.29) | 券商股发力引领恒指反弹 摆脱困局还差一根放量大阳线,智通财经
2440,2020-07-29,《财富》中国500强出炉：汽车业23家上榜，仅长安汽车出现亏损！ 亏损,搜狐
2441,2020-07-29,港股收盘(7.29)|恒指收涨0.45% 获蒙牛(02319)增持成最大股东 中国圣牧(01432)暴涨75%,智通财经
2442,2020-07-29,恒指收涨0.45%，医疗及医学美容服务行业领涨,中新经纬
2443,2020-07-29,特斯拉概念股午后继续走强,中证网
2444,2020-07-29,港股异动 | 福莱特玻璃(06865)升逾8%领涨玻璃股 销售旺季将至行业量价齐升,智通财经
2445,2020-07-29,特斯拉概念股进一步走强 特斯拉Q2在华收入同比大增102.9%,格隆汇
2446,2020-07-29,港A两市玻璃概念股普涨 福莱特玻璃(6865.HK)涨超6%创新高,格隆汇
2447,2020-07-29,耐世特跌逾2% 料中期少赚99% 盈利能力下降,新浪
2448,2020-07-29,恒指小幅上涨0.12%，楼宇建造板块领涨,中新经纬
2449,2020-07-29,智通港股通占比异动统计|7月29日,智通财经
2450,2020-07-29,港股投资日历：百威亚太、普拉达等股披露财报,Wind
2451,2020-07-29,【汽车*黄细里】深度：座舱第三屏HUD，赋能驾驶新体验,东吴研究所
2452,2020-07-29,福耀玻璃(03606.HK)遭MitsubishiUFJFinancialGroup减持69.56万股 减持股份,格隆汇
2453,2020-07-29,智通港股投资日志|7月29日,智通财经
2454,2020-07-28,财富中国500强榜单的隐藏信息：车企毛利率下滑，零部件两极分化 盈利能力下降,36氪
