,2021-12-31,"年终盘点|2021年十大""争议""白马股",新浪
4775,2020-06-08,3700亿市值海天味业能否复制茅台？资金追逐恐“打酱油”,搜狐
4776,2020-06-08,【招商食品|全国草根调研】乳业、调味品动销恢复明显,招商食品饮料
4777,2020-06-08,食品饮料行业周报：地摊经济爆红 看好食饮相关板块恢复弹性,新浪
4778,2020-06-08,食品饮料行业周报：白酒Q2 超额收益明显 可选复苏仍是主线,新浪
4779,2020-06-08,东吴证券：预计后续外资对泛消费的偏好将出现内部分化,证券时报网
4780,2020-06-08,长期稳健投资 创造超额回报,中国基金报
4781,2020-06-08,【民生食饮】周观点0608：6月份市场不确定性增强，白酒板块配置价值凸显,MS食品饮料
4782,2020-06-07,【郎酒、国台冲击IPO， 白酒次高端向好趋势不变———方正食品饮料200607】,虎哥的研究
4783,2020-06-07,家电周观点||“618”预售持续升温，继续看好家电板块反弹,微信
4784,2020-06-07,【开源食饮周报0607】白酒淡季再提价，关注大众品复苏进程,宇光看食饮
4785,2020-06-07,【国信策略】北上资金持续流入，消费医药继续加码,新浪
4786,2020-06-07,5月CPI、PPI数据将出炉！下周这些重磅财经事件可能影响你的“钱袋子”,上游新闻
4787,2020-06-07,重磅财经前瞻：5月CPI、PPI将出炉 京东下周一开始招股,中新经纬
4788,2020-06-06,“两瓶酒”取代“两桶油”：新瓶旧酒还是开启新时代？,红周刊
4789,2020-06-06,【山证食品】调味品行业专题：刚需产品优势明显，行业发展稳中有进,山西证券研究所
4790,2020-06-06,近四成食品饮料股创年内新高，众机构坚定看多“白龙马”行情,Wind
4791,2020-06-05,小格局难有大行情,金融投资报
4792,2020-06-05,食品饮料行业研究：冠绝市场 牛市仍长,华安证券
4793,2020-06-05,揭秘送转股 125只除权以来股价上涨,证券时报网
4794,2020-06-05,策略点评：外资对消费板块的偏好将现内部分化,新浪
4795,2020-06-05,【光大食品饮料】赤水河畔酱香名酒（郎酒招股说明书信息梳理）——光大食品饮料行业周报20200607,EBSCN食品饮料
4796,2020-06-05,区域震荡格局未变,上证报
4797,2020-06-04,"海天味业现2笔大宗交易 共成交3,608.95万元",新浪
4798,2020-06-04,地摊大排档火了，獐子岛都涨停！A股又熄火，沪指跌0.14%收2919,搜狐
4799,2020-06-04,2分钟读财报|235亿元！康泰生物惊现A股最贵“分手费”,新浪
4800,2020-06-04,揭秘送转股 121只除权以来股价上涨,证券时报网
4801,2020-06-04,【国盛策略 | 陆股通月报】无惧外部冲击，继续大幅增配*第8期,尧望后势
4802,2020-06-04,科技龙头ETF6.3最新融资买入4386万 为过去11个交易日新高,新浪
4803,2020-06-03,茅台市值冲顶 A股第一方阵太过寂寞,金融投资报
4804,2020-06-03,"海天味业现2笔大宗交易 共成交4,789.60万元",新浪
4805,2020-06-03,揭秘送转股 113只除权以来股价上涨,证券时报网
4806,2020-06-03,我们在招股书里发现了盲盒公司的成功秘密：爆款,新浪
4807,2020-06-03,睿财看市场：6月份或将是金融改革政策密集月,恒泰睿财
4808,2020-06-02,你需要重新认识贵州茅台了,格隆汇
4809,2020-06-02,解密主力资金出逃股 连续5日净流出268股,证券时报网
4810,2020-06-02,揭秘送转股 110只除权以来股价上涨,证券时报网
4811,2020-06-02,27年股价猛飙400倍！茅台荣登A股总市值冠军,中国基金报
4812,2020-06-02,股市藏宝图：海南自贸港概念股迎来重磅催化，中芯国际回A正式启程,腾讯网
4813,2020-06-01,家电周观点||618开局火爆，继续看好扫地机龙头及白电反弹,微信
4814,2020-06-01,解密主力资金出逃股 连续5日净流出238股,证券时报网
4815,2020-06-01,揭秘送转股 105只除权以来股价上涨,证券时报网
4816,2020-06-01,6月1日主力巨资抢筹四大板块(附股),金融界
4817,2020-06-01,【西部食饮|行业周报】消费恢复稳健，行业逐步进入常态化运营,青力出品
4818,2020-06-01,【板块补涨个股涌现，二季报将延续分化走势———方正食品饮料200531】,虎哥的研究
4819,2020-06-01,食品饮料行业周报：6月份市场不确定性增强 白酒板块配置价值凸显,新浪
4820,2020-05-31,五月食品类第一大牛股“闪崩” 中长线能否再挑大梁？,新浪
4821,2020-05-31,百元股的两大梯队 白马蓝筹和次新股成长,红周刊
4822,2020-05-30,对话 | 招商食品杨勇胜：茅台、海天等消费龙头值得享受高估值,腾讯网
4823,2020-05-29,食品饮料行业今日净流入资金14.32亿元，6股净流入资金超5000万元,证券时报网
4824,2020-05-29,"海天味业现2笔大宗交易 共成交6,979.55万元",新浪
4825,2020-05-29,疯狂的调味品,华创证券
4826,2020-05-29,85只送转股走出贴权走势,证券时报网
4827,2020-05-29,多股拉响面值退市警报 “乌鸦”或再难变“凤凰” 风险警示,新华网
4828,2020-05-28,史上最凶猛！外资即将买爆5200亿“四巨头”！深交所紧急“预警”,全景网
4829,2020-05-28,"海天味业现1笔大宗交易 共成交2,699.59万元",新浪
4830,2020-05-28,83只送转股走出贴权走势,证券时报网
4831,2020-05-28,重仓股频创新高 消费类基金5月涨幅居前,金融投资报
4832,2020-05-28,10图识财报|图说消费龙头LOF第三大号重仓股之五粮液,新浪
4833,2020-05-28,鲜奶行情异军突起，乳业股都涨疯了,格隆汇
4834,2020-05-27,贵州茅台为首，高价股更高低价股更低，A股的散户何去何从,搜狐
4835,2020-05-27,北向资金连续3日净流入，机构认为未来大概率仍是震荡反复走势,第一财经
4836,2020-05-27,消费股三剑客轮番表现！消费主题基金频创新高,中投网
4837,2020-05-27,68只送转股走出贴权走势,证券时报网
4838,2020-05-27,青岛啤酒股价再度突破新高,证券时报网
4839,2020-05-27,北上资金连续加码：消费净买入居首，科技白马现分歧,Wind
4840,2020-05-26,疫情之下，不要忘了硬核资产长江电力,格隆汇
4841,2020-05-26,同样是赚辛苦钱 技术含量与人口红利 资本市场为何只看重后者,金融投资报
4842,2020-05-26,你看到了创新高的激动人心，我却觉得“适可而止”才是最重要的,红周刊
4843,2020-05-26,北上资金连续加码：消费净买入居首，科技白马现分歧,Wind
4844,2020-05-26,56只送转股走出贴权走势,证券时报网
4845,2020-05-26,“禅城超级品牌日”政企联动带货快手商家号助力佛山制造扩展线上市场,中国网
4846,2020-05-26,中炬高新(600872)：饮食为天，美味优“鲜”,中信建投证券研究
4847,2020-05-25,海天味业现3笔大宗交易 均为折价成交,证券时报网
4848,2020-05-25,"海天味业现3笔大宗交易 共成交8,465.17万元",新浪
4849,2020-05-25,A股成交区区4900亿，如何理解当下市场？,格隆汇
4850,2020-05-25,67只送转股走出贴权走势,证券时报网
4851,2020-05-25,10.33亿元主力资金今日抢筹食品饮料板块,证券时报网
4852,2020-05-25,大消费为何再度井喷？淡季不淡，机构建议：别看估值看空间,证券时报网
4853,2020-05-25,食品饮料板块已达未来12个月估值目标？券商提示波动风险 私募止盈转寻洼地,21世纪经济报道
4854,2020-05-25,【西部食饮|行业周报】板块配置价值仍突出，白酒投资性价比提升,青力出品
4855,2020-05-25,人民网研讨产业带转型：拼多多等电商降低企业转内销成本,红周刊
4856,2020-05-25,A股优质行业龙头股汇总（名单）,金融界
4857,2020-05-25,两因素提振，食品饮料板块再度活跃，安记食品月内涨幅已超70%,证券时报网
4858,2020-05-25,【需求逐步恢复正常，但疫情将继续影响板块二季报———方正食品饮料200524】,虎哥的研究
4859,2020-05-25,【中原大消费】大消费行业投资周报： 成本分化和海外刚需是两大逻辑,中原证券研究所
4860,2020-05-25,食品饮料行业周报：继续把握食品饮料行情的两条主线,光大证券
4861,2020-05-24,【民生食饮】周观点0525：茅台批价现小幅回调，重点强调低估值品种配置价值,MS食品饮料
4862,2020-05-24,84股本周逆市创新高，逾半数获北上资金加仓,证券时报
4863,2020-05-24,【开源食饮周报0524】板块超额收益明显，建议长周期布局,宇光看食饮
4864,2020-05-24,华源控股加速布局包装主业 拟12亿元投建两大包装项目,证券日报
4865,2020-05-23,【国盛食品|专题】江苏白酒实地走访情况反馈,蓉品食饮
4866,2020-05-23,港股跌惨了，A股无量跟跌，全球风声鹤唳，发生了什么？,港股那点事
4867,2020-05-23,A股存量博弈不改紧抓“稳就业”投资机会,证券时报
4868,2020-05-22,资金追捧稳定增长公司愈演愈烈,中国证券网
4869,2020-05-22,北上资金回流，多只个股出现“聪明钱”机会(附表),红周刊
4870,2020-05-22,北上资金本周净买入79.47亿元 连续9周净买入,证券时报网
4871,2020-05-22,秦洪看盘｜重塑预期，低估值品种或成A股市场压舱石,澎湃新闻
4872,2020-05-22,暴走A股：大盘刚跌完，利空就又来了,金融界
4873,2020-05-22,汇率7.15！崩了，崩了！港指狂泻超5%，沪指惨跌1.89%,搜狐
4874,2020-05-22,“酱油第一股”边缘化？违规担保+业绩低迷 加加食品市值不及海天味业2% 大额借贷担保,投资时报
4875,2020-05-22,白马龙头迭创新高 大基建及大消费领域将表现突出,上证报
4876,2020-05-22,摔掉“破罐子” 护好“醋坛子” 恒顺醋业能香飘多远？,上证报
4877,2020-05-22,北上资金扫货绩优 好公司才有好回报,投资快报
4878,2020-05-22,【光大食品饮料】继续把握食品饮料行情的两条主线——光大食品饮料行业周报20200524,EBSCN食品饮料
4879,2020-05-21,A股核心资产价值再现 迈瑞医疗等龙头股盘中又创新高,第一财经
4880,2020-05-21,又见断供传闻？千亿龙头被砸懵：股价暴跌7%！刚刚，正式回应了！半导体集体重挫，这些却创新高 连续下跌,中国基金报
4881,2020-05-21,英国发负利率国债，我们会跟吗？稀土开始涨价了！,搜狐
4882,2020-05-21,A股共发生136宗大宗交易成交39.91亿元（5月21日）,Wind
4883,2020-05-21,52只送转股走出贴权走势,证券时报网
4884,2020-05-21,60万股东瑟瑟发抖，2020年“A股第一大雷”来了？,金融界
4885,2020-05-21,深度*行业*食品饮料行业点评：短期关注2季度改善品种 长期坚守竞争优势突出的好公司,新浪
4886,2020-05-21,茅台、迈瑞、恒瑞等一批龙头股创新高！但斌昨晚不禁感叹……,上证报
4887,2020-05-21,5月21日午盘两市净流入前20股(名单),金融界
4888,2020-05-21,海天味业(603288.SH)再创历史新高年内累涨超30%,格隆汇
4889,2020-05-21,今日投条 | ETF动态：风格互换，积极把握行业板块轮动机会,国元证券订阅号
4890,2020-05-20,等待更有利的进攻时机,隆鹏论市
4891,2020-05-20,家电周观点||本周石头科技再推新品，推荐扫地机器人行业龙头,微信
4892,2020-05-20,“避险”优选消费股，真的真的惹人爱,方正富邦基金
4893,2020-05-20,"海天味业现1笔大宗交易 共成交2,535.34万元",新浪
4894,2020-05-20,三大报精编：公募基金规模再创历史新高,中国财富网
4895,2020-05-20,南宁糖业——业绩实现扭亏为盈 产能价值有望重塑,中金在线
4896,2020-05-20,巨丰数据赢｜北上资金持续回流A股 该龙头业绩逆势大增超预期,巨丰财经
4897,2020-05-20,调味品中的茅台，海天味业股价再创历史新高,财华社
4898,2020-05-20,业绩驱动白马奋蹄 逾270只个股超越上轮行情高点,上证报
4899,2020-05-20,老恒和的料酒“防御战”,斑马消费
4900,2020-05-20,业绩驱动白马奋蹄，逾270只个股超越上轮牛市高点,Wind
4901,2020-05-20,业绩驱动白马奋蹄 逾270只个股超越上轮牛市高点,证券时报网
4902,2020-05-19,68只股股价创历史新高,证券时报网
4903,2020-05-19,#直播预告#私募冠军独家解读华为“求生存”之路与国产替代核心科技股投资机会,红周刊
4904,2020-05-19,高估值的消费大白马 能保持高增速吗？,金融界
4905,2020-05-19,多么痛的领悟，你看不上的这270只个股股价已经超越五年前！,上证报
4906,2020-05-19,芯片股大涨420亿中芯国际飙升8% 北上资金继续扫货25亿,中国基金报
4907,2020-05-19,第一个重要的时间之窗来临,中财网
4908,2020-05-19,重仓股上海家化月涨逾50% 裘国根迎来价值回归时刻,上证报
4909,2020-05-19,听董秘的亏一半，听董事长的全亏光,阿尔法工场
4910,2020-05-19,A股股王再创历史新高，报复性消费下，消费股估值虚高了吗？,搜狐
4911,2020-05-19,资金汇集白马股，A股千亿市值军团扩至近百家,Wind
4912,2020-05-19,13万股民踩雷！297万手巨单封死跌停，这家老牌公司濒临退市，股价已暴跌95%，270亿财富蒸发，还有9只股票要小心 退市,每日经济新闻
4913,2020-05-18,上海家化月涨50% 重阳投资持股5年终于熬出头,上证报
4914,2020-05-18,供不应求 量价齐升 机械设备成上周陆股通新宠,大众证券报
4915,2020-05-18,贵州茅台股价再创历史新高 茅台=黄金？看看机构怎么说,证券日报
4916,2020-05-18,375倍PE！小镇青年发力 ，消费小龙头也有“市梦率”？基金机构再抱团“真香”,21世纪经济报道
4917,2020-05-18,28只送转股走出贴权走势,证券时报网
4918,2020-05-18,为什么有些公司业绩预期很好，股价就是不涨？,36氪
4919,2020-05-18,人神共奋：为什么业绩预期很好，股价就是不涨？,--
4920,2020-05-18,拼多多“拼”了：直面阿里巴巴、京东,Wind
4921,2020-05-18,A股千亿市值扩容至近百家，牛股这些特征你看清了吗？,上证报
4922,2020-05-18,全板块3个交易日17股创历史新高！基金经理：选股考虑内需优先,中证报
4923,2020-05-18,当下高职、教培投资机会,YY港股圈
4924,2020-05-18,今年来涨幅50%以上！这些公司股东榜突然出现大批机构身影,上证报
4925,2020-05-18,拼多多“拼”了：直面阿里巴巴、京东 2020或迎关键一战,经济观察网
4926,2020-05-18,【消费恢复持续进行，板块乘风而上—方正食品饮料200517】,虎哥的研究
4927,2020-05-18,疫中股东大会丨众多机构云集恒顺醋业 国企改革成为重点关注,21世纪经济报道
4928,2020-05-18,光大食品饮料行业周报：“资金底”反弹至今 A股食品饮料龙头的全球对标,光大证券
4929,2020-05-18,食品饮料行业周报：白酒板块情绪如预期持续转好 厨邦渠道补库存开启发力,新浪
4930,2020-05-18,今年涨幅50%以上 这些公司股东榜出现大批机构身影,上证报
4931,2020-05-18,复合调味料类公司今年涨50% 股东榜现大批机构(名单),上证报
4932,2020-05-18,上海证券报：公司质地决定一切,上证报
4933,2020-05-17,【民生食饮】周观点0518：白酒板块情绪如预期持续转好，厨邦渠道补库存开启发力,MS食品饮料
4934,2020-05-17,低价股连跌5个月，80家“百元股”领涨5月行情，集中三大行业,红周刊
4935,2020-05-17,佛山市与拼多多全面战略合作 “总裁直播”首站启动,联商网
4936,2020-05-17,【西部食饮|行业周报】高端酒批价稳中有升，食品饮料加速恢复,青力出品
4937,2020-05-17,【开源食饮】4月社零下滑幅度收窄，饮料、烟酒增速大幅回升——行业点评报告,宇光看食饮
4938,2020-05-16,佛山市领导携手拼多多 在线推介万和等佛山名企,凤凰网
4939,2020-05-15,拼多多宣布与佛山达成全面战略合作 上线总裁直播,DoNews
4940,2020-05-15,北上资金回流超600亿！“高持仓股”曝光，有些个股“一卖了之”（附名单）,红周刊
4941,2020-05-15,金评天下 | 什么资产才应该是A股的核心资产？,搜狐
4942,2020-05-15,佛山市政府与拼多多达成全面战略合作，市长携八大集团开启总裁直播,新华网
4943,2020-05-15,曾经的“酱油第一股”如今跌落王座,华夏时报
4944,2020-05-15,24只送转股走出贴权走势,证券时报网
4945,2020-05-15,如何通过潜在变化寻找“落难王子”,新浪
4946,2020-05-15,确认复苏！这几个细分行业开始正增长，大涨后消费股还香吗？,证券时报网
4947,2020-05-15,户均持股市值，居然隐藏了这么个赚钱秘密！,养基司令
4948,2020-05-15,上证50等重要指数成分股调整在即,中证报
4949,2020-05-15,酱油第一股如今“打酱油”，加加食品再爆4.66亿元违规担保或被ST 其他违规处罚,搜狐
4950,2020-05-15,美的豪派超百亿现金分红16家企业研发投入超亿元,南都报
4951,2020-05-15,沪指叩关年线 八大券商辩牛熊,中证报
4952,2020-05-15,A股三大重要指数成分股调整在即,中证报
4953,2020-05-15,八大券商辩牛熊：分化愈演愈烈 多条主线掘金后市,中证报
4954,2020-05-15,百余优质股迭创新高12只垃圾股跌破1元濒临退市 风险警示,重庆商报
4955,2020-05-15,基金经理：大消费蕴含丰富投资机会,财富动力网
4956,2020-05-15,【光大食品饮料】“资金底”反弹至今，A股食品饮料龙头的全球对标 ——光大食品饮料行业周报20200517,EBSCN食品饮料
4957,2020-05-14,全球大放水、资产荒背景下，普通老百姓如何实现财富增值？,华讯财经
4958,2020-05-14,从机构青睐的调研股中 寻找盈利高增长的绩优股,大众证券报
4959,2020-05-14,火 ！优质股迭创新高 惨 ！垃圾股反复绞肉,重庆商报
4960,2020-05-14,沪深300等重要指数将调整样本股！这些股望入围,中证报
4961,2020-05-14,恐慌，再度归来！沪指急跌0.96%收2870,搜狐
4962,2020-05-14,沪深300等重要指数要调整样本股！券商一致认为这些个股有望入围,中证报
4963,2020-05-14,【国盛策略】全球龙头比较：A 股消费白马估值如何？,尧望后势
4964,2020-05-14,130只个股创历史新高:机构更爱大蓝筹小票真没机会?,上证报
4965,2020-05-14,下周上证指数将站上半年线和年线,财经
4966,2020-05-14,上市公司开始认可“高价即品牌”,证券导报
4967,2020-05-14,大消费行情加速扩散，一天内65股创历史新高,上证报
4968,2020-05-14,龙虎榜有玄机，市场惊现“必涨指标”！,中国证券网
4969,2020-05-14,【四大证券报精华摘要】5月14日,中国金融信息网
4970,2020-05-14,两路聪明钱操作截然相反：ETF全线撤退，北向资金买买买,中证报
4971,2020-05-14,“核心资产”迭创新高 北向资金“喝酒吃药”上瘾,投资快报
4972,2020-05-14,大消费行情加速扩散 核心资产有望走出独立牛市,上证报
4973,2020-05-14,热点解读：消费股持续走强，是否被高估？,恒泰头派账户
4974,2020-05-14,【粤开策略】MSCI新增股偏成长，医药龙头获外资大额加仓,微信
4975,2020-05-14,大消费行情加速扩散 一天内65股创历史新高,上证报
4976,2020-05-14,二流公司何以只卖四流价格？,Wind
4977,2020-05-13,连跌8天后，002714终于被人挖出来了！,金融界
4978,2020-05-13,粤开策略资金面日报：MSCI新增股偏成长 医药龙头获外资大额加仓,新浪
4979,2020-05-13,粤开策略资金面| MSCI新增股偏成长，医药龙头获外资大额加仓-0513,微信
4980,2020-05-13,刚刚，54只个股股价刷新历史新高，有你手中的票吗？,上证报
4981,2020-05-13,海天味业现1笔大宗交易 共成交200.71万元,新浪
4982,2020-05-13,怎么回事？两路“聪明钱”操作截然相反！ETF全线撤退，北向资金却在狂买,中证报
4983,2020-05-13,外资从容加仓 大批消费股刷新历史新高,中投网
4984,2020-05-13,贵州茅台又火了 这些基金或成最大赢家,中投网
4985,2020-05-13,MSCI中国指数调整外资持续流入A股核心资产股价屡创新高,财华社
4986,2020-05-13,股市流动性回升，QFII限额取消——资金面周观察,修炼投资的水晶球
4987,2020-05-13,复盘A股一季报，这十九个细分行业的韧性最强 | 国君研究,国泰君安证券研究
4988,2020-05-13,【朝闻国盛0513】通胀无虞，北上延续流入,国盛证券研究所
4989,2020-05-13,【深度|国信食饮】食品饮料行业5月投资策略：期待疫情后恢复，关注外资回流,瑶食梦饮
4990,2020-05-13,大批消费股刷新历史新高！外资从容加仓 机构称核心资产开启独立牛市,上证报
4991,2020-05-13,刚刚54股股价刷新历史新高 有你手中的票吗？,上证报
4992,2020-05-13,延续强势，食品板块再度发力拉升，安记食品两连板,证券时报网
4993,2020-05-13,贵州茅台市值超越贵州GDP A股版漂亮50回归？看最新目标价评级,证券时报网
4994,2020-05-13,首次，茅台市值超越贵州GDP！A股版漂亮50回归？,证券时报网
4995,2020-05-13,首次! 贵州茅台市值超越贵州GDP A股版漂亮50回归？最新目标价评级,证券时报
4996,2020-05-13,国泰君安证券：复盘A股一季报 这十九个细分行业的韧性最强,金融界
4997,2020-05-13,巨丰早评：流动性决定短线A股走向,巨丰财经
4998,2020-05-13,【国盛策略 | 陆股通周监控】QFII限额取消，北上延续流入*第62期,尧望后势
4999,2020-05-12,酱油第一股爆雷：或被实施其他风险警示！市值不足海天味业的2% 风险警示,搜狐
5000,2020-05-12,【热点零距离】摘帽首日股价跌近8%酱油第一股“跌落神坛”加加食品能逆风翻盘吗?,财华社
5001,2020-05-12,用老婆账户打新股，会被罚款吗？——道达投资手记,每日经济新闻
5002,2020-05-12,数据解盘|今日北向资金合计净流入33.93亿元 软件服务板块遭主力资金抛售 股票卖空,新浪
5003,2020-05-12,数据复盘|北向资金连续3个交易日净流入 机构青睐这7股,证券时报网
5004,2020-05-12,政策助力餐饮等消费恢复 机构：白酒啤酒板块布局正当时,中国财富网
5005,2020-05-12,A股收评：创业板走出V型行情涨超1%，北向资金流入34亿元,格隆汇
5006,2020-05-12,A股收评：科技股午后走强促创业板指V型走势涨逾1%外资净流入近34亿,格隆汇
5007,2020-05-12,巨丰收评：B股暴跌暗示流动性风险,巨丰财经
5008,2020-05-12,千亿级大白马被买爆 A股“核心资产”股价刷出新高！,第一财经
5009,2020-05-12,下午的抄底点位出来了！,金融界
5010,2020-05-12,千亿市值“白马”齐创新高，背后是资金“买买买”,第一财经
5011,2020-05-12,新华500指数午盘报4207.72点 跌0.52%,新华网
5012,2020-05-12,巨丰午评：市场分化渐成常态,巨丰财经
5013,2020-05-12,A股午评：三大指数齐跌沪指跌0.59%食品饮料股逆势走强,格隆汇
5014,2020-05-12,【异动股】食品饮料板块拉升，安记食品(603696-CN)涨停,财华社
5015,2020-05-12,巨丰数据赢｜北上资金逆势流入 一全产业龙头近期被主力大幅增持,巨丰财经
5016,2020-05-12,粤开策略｜资金面日报：两只家电股连获外资大额加仓-0511,微信
5017,2020-05-12,食品饮料板块发力走高，全面开放餐馆等生活场所，消费望加速恢复,证券时报网
5018,2020-05-12,掘金“上市公司品牌价值榜”：消费龙头、科技新锐携手舞出大机会 2020新锐榜单又有这些10倍股种子选手,每日经济新闻
5019,2020-05-12,海螺水泥股价再创历史新高,上证报
5020,2020-05-12,食品板块早盘集体走强 安记食品涨停,e公司
5021,2020-05-12,沪指2900点展开争夺 多家公司股价再创新高,中国证券网
5022,2020-05-12,国内首家纯外资公募落地！北上资金连续八周净流入,Wind
5023,2020-05-12,千亿级大白马被买爆，A股核心资产股价创新高,中国基金报
5024,2020-05-12,多家千亿市值龙头企业齐创新高，股价创新高的背后逻辑是什么？,搜狐
5025,2020-05-12,沪指2900点展开争夺战 优质资产筹码有望更集中,上证报
5026,2020-05-12,沪指2900点展开争夺战，多家千亿市值公司股价再创新高,Wind
5027,2020-05-11,五月首周继续净买入 陆股通卷土重来增持科技股,大众证券报
5028,2020-05-11,侃财丨创新高的龙头股，都有这个特性,证券时报网
5029,2020-05-11,视频|猪企神农股份IPO: 盈利能力不及同行稳定 实控人被爆曾行贿 其他违规处罚,新浪
5030,2020-05-11,"海天味业现1笔大宗交易 共成交3,131.20万元",新浪
5031,2020-05-11,视频|最大客户皮具行18个月广告费花3亿 天地在线IPO疑点重重,新浪
5032,2020-05-11,2分钟读财报|灿星文化IPO：2019年净利降23% 《好声音》创收腰斩 盈利能力下降,新浪
5033,2020-05-11,视频|《中国好声音》吃八年 灿星文化去年净利跌23%拟IPO募15亿 盈利能力下降,新浪
5034,2020-05-11,降低收益预期 把握大白马和科技股的结构性机会,红周刊
5035,2020-05-11,加加酱油怎么了？2020年酱油行业发展现状及前景分析,中研网
5036,2020-05-11,内外资再现分歧，北上持续加仓，主抓消费+科技,Wind
5037,2020-05-11,52股盘中创历史新高 牛股背后显现三特征,中证网
5038,2020-05-11,北向资金延续流入把握“两会”窗口期,财界网
5039,2020-05-11,4只千亿市值龙头齐创历史新高！大资金狂买 什么情况？,上证报
5040,2020-05-11,刚刚，大资金狂买千亿市值龙头股！什么情况？,上证报
5041,2020-05-11,【多地进一步下调疫情等级，餐饮复苏带动白酒动销恢复—方正食品饮料200510】 投资评级恶化,虎哥的研究
5042,2020-05-11,【食品饮料*杨默曦】深度：复盘龟甲万，浅析海天确定性溢价和估值衍变,东吴研究所
5043,2020-05-10,【民生食饮】周观点0511：白酒板块情绪正在快速转好，恒顺Q2表现有望超市场预期,MS食品饮料
5044,2020-05-10,家电周观点|| 五一期间家电消费加速复苏，看好家电板块继续反弹,微信
5045,2020-05-10,【国盛食品|专题】从农夫山泉看瓶装水行业的生意经,蓉品食饮
5046,2020-05-10,【开源食饮周报0510】假期消费复苏超预期，企业边际向上改善,宇光看食饮
5047,2020-05-10,【西部食饮|行业周报】全面开放餐馆等生活场所，消费加速恢复,青力出品
5048,2020-05-09,2分钟读财报|中信证券80亿元盖楼 坐实A股券商“楼王”称号,新浪
5049,2020-05-09,视频读财报|立高食品IPO:毛利率显著低于竞品 依赖经销扩张存风险,新浪
5050,2020-05-09,视频|仲景食品IPO：香菇酱提价失民心 毛利率连降三年盈利能力弱 盈利能力下降,新浪
5051,2020-05-08,1股获陆股通10亿增持 | 粤开策略资金面日报-0508,微信
5052,2020-05-08,加加食品大股东违规操作引投资者质疑，“酱油第一股”净利不及7年前 其他违规处罚,搜狐
5053,2020-05-08,北向资金恢复净流入，机构认为五月下旬或将是更好的买入时机,第一财经
5054,2020-05-08,以北向资金和QFII为代表的境外资金偏好这些股票,第一财经
5055,2020-05-08,视频|中芯国际上市16年融资547亿元分红0元 拟回科创板再融234亿,新浪
5056,2020-05-08,2分钟读财报|欢乐家IPO扩产激进 毛利率明显低于竞品盈利能力薄弱,新浪
5057,2020-05-08,【光大食品饮料】需求恢复加速、多品类表现亮眼 ——食品饮料行业淘数据4月数据点评,EBSCN食品饮料
5058,2020-05-08,【东吴晨报0511】【固收】【行业】电新、非银、食品饮料、银行,东吴研究所
5059,2020-05-08,财务健康50强盈利能力超群六成个股净利三年翻番,证券时报
5060,2020-05-07,汇率7.11，4月出口增3.5%！沪指跌0.23%收2871,搜狐
5061,2020-05-07,2分钟读财报|农夫山泉IPO:3年多分红112亿元 实控人冲刺千亿身家,新浪
5062,2020-05-07,视频读财报|农夫山泉上市前突击分红112亿:债务负担加重 存款骤减 偿债能力下降,新浪
5063,2020-05-07,不建议未来几月参与股市,中财网
5064,2020-05-07,2分钟读财报|销量连降4年 泸州老窖控货提价拉升业绩 盈利能力下降,新浪
5065,2020-05-07,A股财务健康50强出炉：近六成公司净利润三年翻番,新浪
5066,2020-05-07,食品板块再度活跃，来伊份新乳业两连板，关注三投资主线,证券时报网
5067,2020-05-07,北上资金转为流入，食品饮料布局加强（国信策略）,追寻价值之路
5068,2020-05-07,核心资产净利润占A股近两成整体回报率超九成A股,证券时报
5069,2020-05-07,【光大食品饮料】共克时艰、分化成长 ——食品行业2019年年报&2020年一季报业绩综述,EBSCN食品饮料
5070,2020-05-06,2分钟读财报|视觉中国两次关停净利跌3成 负面不断广告业务遭重挫,新浪
5071,2020-05-06,视频读财报|有友食品困局:上市首年营收降8.44% 单一产品依赖难解 盈利能力下降,新浪
5072,2020-05-06,2min读财报|游族网络净利暴跌毛利率近腰斩 实控人4个月套现2.7亿 盈利能力下降,新浪
5073,2020-05-06,最前线 | 年初以来股价涨幅近五成，颐海国际再创历史新高,36氪
5074,2020-05-06,上交所：2019年沪市主板公司营业收入37万亿元 占全国GDP约四成,金融投资报
5075,2020-05-06,仲景食品5年4次冲刺IPO 毛利率下滑盈利能力有限 盈利能力下降,中国网
5076,2020-05-06,白酒重仓继续回落 大众品保持上升,佳酿网
5077,2020-05-06,家电|| 2019年报&2020一季报总结，继续看好小家电,微信
5078,2020-05-06,【19年报和20一季报总结：最差时刻已过，关注板块后疫情影响的表现—方正食品饮料200505】,虎哥的研究
5079,2020-05-05,【安信食品】食品饮料行业年报一季报总结：食品正处黄金期，白酒分化更显著,微信
5080,2020-05-05,【安信食品】海天味业：Q1表现领先酱醋板块，C端进攻性加强,微信
5081,2020-05-05,上交所资本市场研究所发布主板公司年报分析报告,中证网
5082,2020-05-05,沪市主板公司九成以上实现盈利，营收净利同比增幅9%,资本邦
5083,2020-05-05,上交所：2019年沪市主板公司专注主业 业绩整体稳中有增,上证报
5084,2020-05-05,上交所发布沪市主板公司2019年年报整体分析报告,Wind
5085,2020-05-05,沪市主板公司2019年年报整体分析报告,上交所
5086,2020-05-05,【华创食饮】板块财报总结：白酒冲击显现业绩分化，居家必选业绩如期兑现,华创食饮
